Orthogroup	schistosoma_bovis	s.mekongi
OG0005058	SBOV2_53070.1, SBOV2_53060.1	KAK4469495.1
OG0005059	SBOV2_15470.1	KAK4474764.1
OG0005060	SBOV2_35410.1	KAK4474202.1
OG0005061	SBOV2_91440.1, SBOV2_91440.2, SBOV2_91440.3, SBOV2_91440.4	KAK4468895.1
OG0005062	SBOV2_37040.1	KAK4472735.1
OG0005063	SBOV2_42450.1	KAK4473547.1
OG0005064	SBOV2_80760.1	KAK4468005.1
OG0005065	SBOV2_12010.1, SBOV2_12010.2	KAK4474461.1
OG0005066	SBOV2_76770.1, SBOV2_76770.2, SBOV2_76770.3, SBOV2_76770.4, SBOV2_76770.5, SBOV2_76770.6, SBOV2_76770.7	KAK4470037.1
OG0005067	SBOV2_31450.1	KAK4474034.1
OG0005068	SBOV2_70580.1	KAK4470095.1
OG0005069	SBOV2_37800.1, SBOV2_37800.2	KAK4472443.1
OG0005070	SBOV2_7300.1, SBOV2_7300.2	KAK4476133.1
OG0005071	SBOV2_24500.1	KAK4473204.1
OG0005072	SBOV2_37520.1	KAK4472473.1
OG0005073	SBOV2_3180.1	KAK4475595.1
OG0005074	SBOV2_8660.1	KAK4476251.1
OG0005075	SBOV2_94230.1, SBOV2_94230.2	KAK4467668.1
OG0005076	SBOV2_34240.1	KAK4472336.1
OG0005078	SBOV2_70440.1	KAK4470117.1
OG0005079	SBOV2_30220.1	KAK4473866.1
OG0005080	SBOV2_7170.1, SBOV2_7160.1	KAK4476148.1
OG0005081	SBOV2_7120.1, SBOV2_7120.2, SBOV2_7120.3	KAK4476151.1
OG0005082	SBOV2_33920.2, SBOV2_33920.1	KAK4472303.1
OG0005083	SBOV2_42060.1	KAK4473516.1
OG0005084	SBOV2_94300.1, SBOV2_94300.2	KAK4467677.1
OG0005085	SBOV2_12050.1	KAK4474474.1
OG0005086	SBOV2_68300.1, SBOV2_68300.2	KAK4471591.1
OG0005087	SBOV2_73080.1	KAK4470633.1
OG0005088	SBOV2_7020.1	KAK4476029.1
OG0005089	SBOV2_74220.1, SBOV2_74220.2	KAK4470346.1
OG0005090	SBOV2_64460.1, SBOV2_64460.2, SBOV2_64460.3	KAK4471200.1
OG0005091	SBOV2_12700.2, SBOV2_12700.1, SBOV2_12700.4, SBOV2_12700.5, SBOV2_12700.3	KAK4474705.1
OG0005092	SBOV2_24590.1	KAK4473213.1
OG0005094	SBOV2_75010.1	KAK4470498.1
OG0005095	SBOV2_3990.1, SBOV2_3990.2	KAK4467475.1, KAK4475675.1
OG0005097	SBOV2_93500.1	KAK4467774.1
OG0005098	SBOV2_50140.1	KAK4469808.1
OG0005099	SBOV2_90260.1, SBOV2_90260.2	KAK4468428.1
OG0005100	SBOV2_91180.1, SBOV2_91180.2	KAK4468681.1
OG0005102	SBOV2_60270.1	KAK4471894.1
OG0005103	SBOV2_73900.2, SBOV2_73900.1, SBOV2_73900.3	KAK4470377.1
OG0005104	SBOV2_45510.1, SBOV2_45510.2, SBOV2_45590.1, SBOV2_45590.2	KAK4469290.1
OG0005105	SBOV2_75130.1	KAK4470673.1
OG0005106	SBOV2_53320.1, SBOV2_53320.2	KAK4469696.1
OG0005107	SBOV2_36630.6, SBOV2_36630.2, SBOV2_36630.4, SBOV2_36630.1, SBOV2_36630.5, SBOV2_36630.3	KAK4472693.1
OG0005108	SBOV2_84120.1	KAK4468103.1
OG0005109	SBOV2_81930.1	KAK4468243.1
OG0005110	SBOV2_18830.1	KAK4475088.1
OG0005111	SBOV2_51800.1, SBOV2_51800.2	KAK4469185.1
OG0005112	SBOV2_1160.1	KAK4476134.1
OG0005113	SBOV2_70650.2, SBOV2_70650.1	KAK4470229.1
OG0005114	SBOV2_8530.1, SBOV2_8530.2, SBOV2_8530.3	KAK4476230.1
OG0005115	SBOV2_60650.2, SBOV2_60650.3, SBOV2_60650.1	KAK4471937.1
OG0005116	SBOV2_42750.1	KAK4473575.1
OG0005117	SBOV2_810.1, SBOV2_810.2	KAK4475764.1
OG0005118	SBOV2_90570.1	KAK4468457.1
OG0005120	SBOV2_84130.1	KAK4468102.1
OG0005121	SBOV2_71890.1	KAK4470273.1
OG0005122	SBOV2_91200.1, SBOV2_91230.1	KAK4468660.1
OG0005123	SBOV2_67940.1	KAK4471505.1
OG0005124	SBOV2_1320.1	KAK4475975.1
OG0005125	SBOV2_1780.1, SBOV2_1770.1	KAK4474905.1
OG0005126	SBOV2_58770.1	KAK4472041.1
OG0005127	SBOV2_34330.1	KAK4472349.1
OG0005128	SBOV2_57710.1, SBOV2_57710.2	KAK4471113.1
OG0005130	SBOV2_21370.3, SBOV2_21370.1, SBOV2_21370.2	KAK4475466.1
OG0005131	SBOV2_47490.1	KAK4469587.1
OG0005132	SBOV2_16540.1, SBOV2_16540.2, SBOV2_16540.3	KAK4474876.1
OG0005133	SBOV2_50690.1	KAK4469852.1
OG0005134	SBOV2_54580.1	KAK4469462.1
OG0005135	SBOV2_42280.1	KAK4473536.1
OG0005136	SBOV2_75990.2, SBOV2_75990.1	KAK4470432.1
OG0005137	SBOV2_79640.1	KAK4470080.1
OG0005138	SBOV2_17220.1	KAK4474943.1
OG0005139	SBOV2_35030.2, SBOV2_35030.4, SBOV2_35030.1, SBOV2_35030.3	KAK4472519.1
OG0005140	SBOV2_24980.1	KAK4473250.1
OG0005141	SBOV2_93830.2, SBOV2_93830.1	KAK4467634.1
OG0005142	SBOV2_48550.1	KAK4469267.1
OG0005143	SBOV2_33960.1, SBOV2_33960.2, SBOV2_33960.3	KAK4472306.1
OG0005144	SBOV2_73210.1	KAK4470647.1
OG0005145	SBOV2_4720.1	KAK4475771.1
OG0005146	SBOV2_18850.1	KAK4475086.1
OG0005147	SBOV2_54540.1	KAK4469466.1
OG0005148	SBOV2_51460.1	KAK4469898.1
OG0005149	SBOV2_9590.2, SBOV2_9590.5, SBOV2_9590.3, SBOV2_9590.4	KAK4474364.1
OG0005150	SBOV2_35530.1	KAK4472576.1
OG0005151	SBOV2_81140.1, SBOV2_81140.2, SBOV2_81140.3	KAK4467981.1, KAK4467980.1
OG0005152	SBOV2_7530.1	KAK4476109.1
OG0005153	SBOV2_89630.1	KAK4468674.1
OG0005154	SBOV2_55170.1, SBOV2_55170.2	KAK4469037.1
OG0005155	SBOV2_5850.2, SBOV2_5850.1, SBOV2_5850.4, SBOV2_5850.3	KAK4475896.1
OG0005156	SBOV2_71490.1, SBOV2_71260.1	KAK4470196.1
OG0005157	SBOV2_130.1, SBOV2_130.2	KAK4475712.1
OG0005159	SBOV2_42720.1	KAK4473572.1
OG0005160	SBOV2_41460.1, SBOV2_41460.2, SBOV2_41460.3, SBOV2_25610.1	KAK4473460.1
OG0005161	SBOV2_37930.1	KAK4472433.1
OG0005162	SBOV2_6590.1	KAK4476058.1
OG0005163	SBOV2_76890.1	KAK4470785.1
OG0005164	SBOV2_23370.1	KAK4473287.1
OG0005165	SBOV2_92230.1	KAK4467739.1
OG0005166	SBOV2_47830.1	KAK4469553.1
OG0005167	SBOV2_79380.1	KAK4470059.1
OG0005168	SBOV2_48500.1, SBOV2_48500.2	KAK4469273.1
OG0005170	SBOV2_43020.4, SBOV2_43020.2, SBOV2_43020.1, SBOV2_43020.3	KAK4472856.1
OG0005171	SBOV2_5280.1	KAK4467526.1
OG0005172	SBOV2_53830.1, SBOV2_53830.2, SBOV2_53830.3	KAK4469932.1
OG0005174	SBOV2_85550.1	KAK4468859.1
OG0005175	SBOV2_94870.1	KAK4467862.1
OG0005176	SBOV2_42660.1, SBOV2_42660.2	KAK4473566.1
OG0005177	SBOV2_77090.1	KAK4470806.1
OG0005178	SBOV2_66300.1	KAK4471376.1
OG0005179	SBOV2_82470.1, SBOV2_82470.2, SBOV2_82470.3, SBOV2_82470.4	KAK4468138.1
OG0005180	SBOV2_20580.1	KAK4475373.1
OG0005181	SBOV2_81550.1, SBOV2_81550.2, SBOV2_81550.3	KAK4468281.1
OG0005182	SBOV2_44860.1	KAK4469364.1
OG0005183	SBOV2_57810.1	KAK4471111.1
OG0005185	SBOV2_70930.1	KAK4470160.1
OG0005186	SBOV2_63480.1	KAK4471449.1
OG0005187	SBOV2_1120.1	KAK4476188.1
OG0005188	SBOV2_85950.1	KAK4468819.1
OG0005189	SBOV2_38640.1	KAK4472789.1
OG0005190	SBOV2_73090.1	KAK4470634.1
OG0005191	SBOV2_78540.1	KAK4470955.1
OG0005192	SBOV2_76420.3, SBOV2_76420.1, SBOV2_76420.2, SBOV2_76420.4	KAK4470388.1
OG0005193	SBOV2_81260.1	KAK4467989.1
OG0005194	SBOV2_77140.1	KAK4470812.1
OG0005195	SBOV2_31300.1, SBOV2_31300.2, SBOV2_31300.3	KAK4474016.1
OG0005196	SBOV2_57570.2, SBOV2_57570.1	KAK4471180.1
OG0005197	SBOV2_14120.1	KAK4474584.1
OG0005198	SBOV2_46070.1	KAK4469020.1
OG0005199	SBOV2_85940.1	KAK4468818.1
OG0005200	SBOV2_49820.1	KAK4469425.1
OG0005201	SBOV2_81890.1	KAK4468249.1
OG0005202	SBOV2_24550.1	KAK4473206.1
OG0005203	SBOV2_27220.1	KAK4473630.1
OG0005204	SBOV2_15900.1	KAK4474802.1
OG0005205	SBOV2_3770.1	KAK4467514.1, KAK4475649.1
OG0005206	SBOV2_53250.1, SBOV2_53250.2	KAK4469685.1
OG0005207	SBOV2_81770.1, SBOV2_81770.3, SBOV2_81770.2	KAK4468261.1
OG0005208	SBOV2_50810.1, SBOV2_50810.2, SBOV2_50810.3	KAK4469859.1
OG0005209	SBOV2_68890.2, SBOV2_68890.3	KAK4467370.1
OG0005210	SBOV2_17050.1, SBOV2_17050.2	KAK4474927.1
OG0005212	SBOV2_8370.1	KAK4475999.1
OG0005213	SBOV2_82420.1, SBOV2_82420.2	KAK4468133.1
OG0005214	SBOV2_6660.1	KAK4473207.1, KAK4473208.1
OG0005215	SBOV2_74060.1, SBOV2_74060.2	KAK4470360.1
OG0005216	SBOV2_2110.1	KAK4475228.1
OG0005217	SBOV2_75840.1	KAK4470447.1
OG0005218	SBOV2_89460.1	KAK4468657.1
OG0005219	SBOV2_8630.1	KAK4476253.1
OG0005220	SBOV2_4680.1	KAK4475774.1
OG0005221	SBOV2_28700.1	KAK4473764.1
OG0005222	SBOV2_300.1	KAK4474673.1
OG0005224	SBOV2_67510.1	KAK4471541.1
OG0005225	SBOV2_38280.3, SBOV2_38280.1, SBOV2_38280.2	KAK4472777.1
OG0005226	SBOV2_24560.2, SBOV2_24560.1, SBOV2_24560.3	KAK4473209.1
OG0005227	SBOV2_7940.3, SBOV2_7940.1, SBOV2_7940.2	KAK4475947.1
OG0005228	SBOV2_67470.1	KAK4471540.1
OG0005229	SBOV2_920.1, SBOV2_920.2	KAK4474436.1
OG0005230	SBOV2_47170.1, SBOV2_47170.2	KAK4469616.1
OG0005232	SBOV2_17670.1	KAK4475211.1
OG0005233	SBOV2_20630.1	KAK4475379.1
OG0005234	SBOV2_14840.1, SBOV2_14840.2, SBOV2_14840.3	KAK4474322.1
OG0005236	SBOV2_87530.1, SBOV2_87530.2	KAK4468683.1
OG0005237	SBOV2_83840.5, SBOV2_83840.6, SBOV2_83840.4, SBOV2_83840.1, SBOV2_83840.2, SBOV2_83840.3	KAK4468119.1
OG0005238	SBOV2_33530.1, SBOV2_33530.2, SBOV2_33530.3	KAK4472258.1
OG0005239	SBOV2_51590.1, SBOV2_51590.2, SBOV2_51590.4, SBOV2_51590.3	KAK4469936.1
OG0005240	SBOV2_63220.1	KAK4471318.1
OG0005241	SBOV2_65360.1, SBOV2_65370.1	KAK4471284.1
OG0005242	SBOV2_62850.2, SBOV2_62850.1	KAK4471413.1
OG0005243	SBOV2_68500.1, SBOV2_68500.3, SBOV2_68500.2	KAK4471408.1
OG0005244	SBOV2_16340.2, SBOV2_16340.1, SBOV2_16340.3	KAK4474857.1
OG0005246	SBOV2_26450.1	KAK4473240.1
OG0005247	SBOV2_19270.1	KAK4475047.1
OG0005248	SBOV2_68380.1	KAK4471521.1
OG0005249	SBOV2_13310.1, SBOV2_13310.2	KAK4474751.1
OG0005251	SBOV2_11970.1	KAK4474452.1
OG0005252	SBOV2_79430.1	KAK4470061.1
OG0005253	SBOV2_41890.1, SBOV2_41890.2	KAK4473504.1
OG0005254	SBOV2_14980.1	KAK4475315.1
OG0005255	SBOV2_94570.1, SBOV2_94570.2	KAK4467798.1
OG0005256	SBOV2_82370.1	KAK4468202.1
OG0005257	SBOV2_50570.4, SBOV2_50570.3, SBOV2_50570.2, SBOV2_50570.1	KAK4469843.1
OG0005258	SBOV2_71960.2, SBOV2_71960.1, SBOV2_71960.3	KAK4470282.1
OG0005260	SBOV2_75480.1, SBOV2_75480.2	KAK4470708.1
OG0005262	SBOV2_67380.1, SBOV2_67400.1	KAK4471547.1, KAK4471548.1
OG0005263	SBOV2_22710.1, SBOV2_22710.2	KAK4472229.1
OG0005264	SBOV2_37450.1	KAK4472478.1
OG0005265	SBOV2_40300.1, SBOV2_40300.2	KAK4473030.1
OG0005266	SBOV2_22730.1, SBOV2_22730.2	KAK4473340.1
OG0005267	SBOV2_22500.1, SBOV2_22510.1	KAK4473360.1
OG0005268	SBOV2_26300.1, SBOV2_26300.2, SBOV2_26300.3	KAK4473391.1
OG0005269	SBOV2_31800.1, SBOV2_31810.1	KAK4474067.1, KAK4474068.1
OG0005270	SBOV2_57660.1, SBOV2_41730.1	KAK4474235.1
OG0005271	SBOV2_4280.3, SBOV2_4280.1, SBOV2_4280.2	KAK4475707.1
OG0005283	SBOV2_86970.1, SBOV2_86960.1, SBOV2_86980.1	KAK4468757.1
OG0005284	SBOV2_73930.1	KAK4470374.1
OG0005286	SBOV2_38030.1	KAK4472422.1
OG0005287	SBOV2_11270.1	KAK4474535.1
OG0005288	SBOV2_49380.1, SBOV2_49380.2	KAK4469382.1
OG0005289	SBOV2_47340.1, SBOV2_47320.1, SBOV2_47330.1	KAK4469599.1
OG0005290	SBOV2_25910.1	KAK4473433.1
OG0005291	SBOV2_26310.1	KAK4473386.1, KAK4473390.1
OG0005292	SBOV2_43850.1	KAK4474026.1
OG0005293	SBOV2_59610.1	KAK4471840.1
OG0005294	SBOV2_55720.1	KAK4469732.1
OG0005295	SBOV2_56270.2, SBOV2_56270.3, SBOV2_56270.4, SBOV2_56270.1	KAK4469780.1
OG0005296	SBOV2_43880.1	KAK4474059.1
OG0005297	SBOV2_81870.1	KAK4468251.1
OG0005298	SBOV2_41510.1	KAK4473467.1, KAK4473466.1
OG0005299	SBOV2_78770.1	KAK4470974.1
OG0005300	SBOV2_88970.2, SBOV2_88970.1	KAK4468930.1
OG0005301	SBOV2_70500.1	KAK4470104.1
OG0005303	SBOV2_50120.2, SBOV2_50120.1	KAK4469807.1
OG0005304	SBOV2_89540.1, SBOV2_89540.2	KAK4468664.1
OG0005305	SBOV2_30820.1	KAK4472165.1
OG0005306	SBOV2_17200.1	KAK4474942.1
OG0005309	SBOV2_24180.1	KAK4473175.1
OG0005310	SBOV2_1150.1, SBOV2_1150.2	KAK4476156.1
OG0005311	SBOV2_84070.1	KAK4468106.1
OG0005312	SBOV2_36700.1, SBOV2_36700.2	KAK4472702.1
OG0005314	SBOV2_19910.1	KAK4474992.1
OG0005315	SBOV2_57160.1	KAK4471121.1
OG0005316	SBOV2_81790.1	KAK4468258.1
OG0005317	SBOV2_59190.1	KAK4472006.1
OG0005318	SBOV2_38380.1	KAK4472768.1
OG0005319	SBOV2_62070.1, SBOV2_62070.2	KAK4471709.1
OG0005321	SBOV2_71220.1	KAK4470189.1
OG0005322	SBOV2_87470.1, SBOV2_87470.2, SBOV2_87470.3	KAK4468690.1
OG0005323	SBOV2_39240.1	KAK4472876.1
OG0005324	SBOV2_28320.1	KAK4473731.1
OG0005325	SBOV2_36270.1, SBOV2_36270.2	KAK4472658.1
OG0005326	SBOV2_7790.2, SBOV2_7790.1	KAK4476075.1
OG0005327	SBOV2_18080.1, SBOV2_18080.2, SBOV2_18080.3	KAK4475162.1
OG0005328	SBOV2_61690.1	KAK4471753.1
OG0005329	SBOV2_15940.1, SBOV2_15940.2	KAK4474816.1
OG0005330	SBOV2_80670.1	KAK4468350.1
OG0005331	SBOV2_89260.1	KAK4468600.1
OG0005332	SBOV2_88220.2, SBOV2_88220.1	KAK4468542.1
OG0005333	SBOV2_21880.1	KAK4475508.1
OG0005334	SBOV2_14490.1, SBOV2_14490.2	KAK4474614.1
OG0005335	SBOV2_76630.1	KAK4470760.1
OG0005336	SBOV2_12390.1	KAK4474653.1
OG0005337	SBOV2_23820.1	KAK4473056.1
OG0005338	SBOV2_48410.1	KAK4469277.1
OG0005339	SBOV2_55740.1, SBOV2_55740.2	KAK4468986.1
OG0005340	SBOV2_89890.1, SBOV2_89890.2	KAK4468619.1
OG0005341	SBOV2_14790.1	KAK4475294.1
OG0005342	SBOV2_94210.1	KAK4467666.1
OG0005343	SBOV2_77490.1	KAK4470843.1
OG0005344	SBOV2_76810.1	KAK4470780.1
OG0005345	SBOV2_29080.1, SBOV2_29080.2	KAK4473807.1
OG0005346	SBOV2_10090.1	KAK4476287.1, KAK4474268.1
OG0005347	SBOV2_65170.1	KAK4471269.1
OG0005348	SBOV2_12570.1	KAK4474672.1
OG0005349	SBOV2_500.1	KAK4475903.1
OG0005351	SBOV2_53190.1	KAK4469681.1
OG0005352	SBOV2_2550.1	KAK4475533.1
OG0005353	SBOV2_91900.1	KAK4467940.1
OG0005354	SBOV2_32510.1, SBOV2_32510.2	KAK4474132.1
OG0005355	SBOV2_28260.1	KAK4473723.1
OG0005356	SBOV2_68140.1, SBOV2_68140.2	KAK4471488.1
OG0005357	SBOV2_71750.1	KAK4470262.1
OG0005358	SBOV2_45100.1	KAK4469687.1
OG0005359	SBOV2_18670.1	KAK4475103.1
OG0005360	SBOV2_20910.1	KAK4475401.1
OG0005361	SBOV2_15020.1, SBOV2_15020.2, SBOV2_15020.3	KAK4475317.1
OG0005362	SBOV2_66730.1, SBOV2_66730.2	KAK4471601.1
OG0005363	SBOV2_1140.1	KAK4476167.1
OG0005364	SBOV2_48520.1	KAK4469271.1
OG0005365	SBOV2_17360.1	KAK4474960.1
OG0005366	SBOV2_15080.2, SBOV2_15080.1, SBOV2_15080.3	KAK4475227.1
OG0005367	SBOV2_23350.1	KAK4473289.1
OG0005368	SBOV2_22030.1, SBOV2_22030.2	KAK4475497.1
OG0005369	SBOV2_32560.1	KAK4474137.1
OG0005370	SBOV2_32570.1, SBOV2_32570.2, SBOV2_32570.3, SBOV2_32570.4	KAK4474136.1
OG0005371	SBOV2_32590.1	KAK4474139.1
OG0005372	SBOV2_25090.1	KAK4473262.1
OG0005373	SBOV2_91420.1	KAK4468909.1
OG0005374	SBOV2_21300.1	KAK4475474.1
OG0005376	SBOV2_60930.1	KAK4471964.1, KAK4471966.1
OG0005377	SBOV2_37480.1, SBOV2_37480.2	KAK4472475.1
OG0005378	SBOV2_43150.1	KAK4472621.1
OG0005379	SBOV2_55270.1	KAK4469052.1
OG0005380	SBOV2_2170.1	KAK4475291.1
OG0005381	SBOV2_7950.1	KAK4476183.1
OG0005382	SBOV2_93820.1	KAK4467632.1
OG0005383	SBOV2_28030.1	KAK4473700.1
OG0005384	SBOV2_82100.1, SBOV2_82100.2	KAK4468231.1
OG0005385	SBOV2_10910.1	KAK4474407.1
OG0005386	SBOV2_34710.1, SBOV2_34710.2	KAK4472386.1
OG0005387	SBOV2_39550.1, SBOV2_39550.2	KAK4473111.1, KAK4473112.1
OG0005388	SBOV2_25130.1, SBOV2_25130.2, SBOV2_25130.3, SBOV2_25130.4	KAK4473267.1
OG0005389	SBOV2_45200.1	KAK4469592.1
OG0005390	SBOV2_94900.1	KAK4467858.1
OG0005391	SBOV2_57930.1	KAK4471094.1
OG0005392	SBOV2_54180.1, SBOV2_54180.2	KAK4469136.1
OG0005393	SBOV2_54200.1	KAK4469134.1
OG0005394	SBOV2_2380.1, SBOV2_2370.1	KAK4475484.1
OG0005395	SBOV2_71070.1	KAK4470173.1
OG0005396	SBOV2_13110.1	KAK4474733.1
OG0005397	SBOV2_43620.1	KAK4473795.1
OG0005398	SBOV2_41270.1	KAK4472884.1
OG0005399	SBOV2_11890.1	KAK4474441.1
OG0005400	SBOV2_11050.1, SBOV2_11050.2	KAK4474557.1
OG0005401	SBOV2_50300.1	KAK4469817.1
OG0005402	SBOV2_56240.1	KAK4469777.1
OG0005403	SBOV2_27990.1	KAK4473692.1
OG0005404	SBOV2_17090.2, SBOV2_17090.1, SBOV2_17090.3	KAK4474940.1
OG0005405	SBOV2_87980.1, SBOV2_87980.2, SBOV2_87980.4, SBOV2_87980.3	KAK4468520.1
OG0005406	SBOV2_67160.1, SBOV2_67180.1	KAK4471569.1
OG0005407	SBOV2_53640.1, SBOV2_53640.2	KAK4469726.1
OG0005408	SBOV2_87660.1	KAK4468931.1
OG0005409	SBOV2_36100.1	KAK4472634.1
OG0005410	SBOV2_8600.1	KAK4476222.1
OG0005411	SBOV2_91040.1	KAK4468915.1
OG0005412	SBOV2_61680.1, SBOV2_61680.2	KAK4471776.1
OG0005413	SBOV2_77530.4, SBOV2_77530.1, SBOV2_77530.3, SBOV2_77530.2	KAK4470846.1
OG0005414	SBOV2_69850.1	KAK4470694.1
OG0005415	SBOV2_37590.1	KAK4472461.1
OG0005416	SBOV2_24220.1, SBOV2_24220.2	KAK4473179.1
OG0005417	SBOV2_3980.2, SBOV2_3980.1	KAK4475674.1
OG0005418	SBOV2_46710.2, SBOV2_46710.1	KAK4469114.1
OG0005419	SBOV2_67300.1, SBOV2_67300.2	KAK4471558.1
OG0005420	SBOV2_30510.2, SBOV2_30510.3, SBOV2_30510.4, SBOV2_30510.1	KAK4473837.1
OG0005421	SBOV2_78710.1	KAK4470967.1, KAK4469044.1
OG0005423	SBOV2_39040.1, SBOV2_39040.2	KAK4472833.1
OG0005424	SBOV2_80750.3, SBOV2_80750.1, SBOV2_80750.2	KAK4468006.1
OG0005425	SBOV2_80800.1	KAK4467997.1
OG0005426	SBOV2_93200.1, SBOV2_93200.2	KAK4467709.1
OG0005427	SBOV2_94070.1, SBOV2_94070.2	KAK4467654.1
OG0005428	SBOV2_86340.1	KAK4468793.1
OG0005429	SBOV2_59400.1	KAK4471823.1
OG0005430	SBOV2_44070.1	KAK4474168.1
OG0005431	SBOV2_77120.1	KAK4470808.1
OG0005432	SBOV2_80990.1	KAK4468301.1
OG0005433	SBOV2_77030.1	KAK4470800.1
OG0005434	SBOV2_40780.3, SBOV2_40780.1, SBOV2_40780.2	KAK4472945.1
OG0005435	SBOV2_94740.1, SBOV2_94740.2	KAK4467815.1
OG0005437	SBOV2_62700.1	KAK4471389.1
OG0005438	SBOV2_10940.1, SBOV2_10940.2	KAK4474403.1
OG0005439	SBOV2_44270.1	KAK4473708.1
OG0005440	SBOV2_71540.1, SBOV2_71540.2	KAK4470245.1
OG0005441	SBOV2_87640.2, SBOV2_87640.1, SBOV2_87640.3	KAK4468406.1
OG0005442	SBOV2_38200.1	KAK4472765.1
OG0005443	SBOV2_60950.1	KAK4471968.1
OG0005444	SBOV2_18160.1	KAK4475154.1
OG0005445	SBOV2_79660.1	KAK4470082.1
OG0005446	SBOV2_44470.1	KAK4474003.1
OG0005447	SBOV2_64390.1	KAK4471192.1
OG0005448	SBOV2_32470.1	KAK4474131.1
OG0005449	SBOV2_64080.1	KAK4471996.1
OG0005450	SBOV2_59640.1	KAK4471837.1
OG0005451	SBOV2_81540.2, SBOV2_81540.1	KAK4468282.1
OG0005452	SBOV2_88200.1, SBOV2_88200.3, SBOV2_88200.2	KAK4468540.1
OG0005453	SBOV2_61100.1, SBOV2_61120.1	KAK4471983.1
OG0005455	SBOV2_49560.1	KAK4469401.1
OG0005456	SBOV2_75860.1, SBOV2_75860.2	KAK4470445.1
OG0005457	SBOV2_46190.1, SBOV2_46200.1	KAK4469062.1
OG0005458	SBOV2_6540.1, SBOV2_6490.1	KAK4476068.1
OG0005459	SBOV2_1310.1	KAK4475986.1
OG0005461	SBOV2_40980.1, SBOV2_40980.2	KAK4472967.1
OG0005463	SBOV2_19900.1	KAK4474993.1
OG0005464	SBOV2_54360.1	KAK4469656.1
OG0005465	SBOV2_87670.1	KAK4468910.1
OG0005466	SBOV2_69680.1	KAK4470915.1
OG0005467	SBOV2_63260.1	KAK4471322.1
OG0005468	SBOV2_19660.1, SBOV2_19660.5	KAK4475016.1
OG0005469	SBOV2_67290.1	KAK4471559.1
OG0005470	SBOV2_83020.1, SBOV2_83020.2	KAK4468026.1
OG0005471	SBOV2_18030.1, SBOV2_18030.2, SBOV2_18030.3, SBOV2_18030.4, SBOV2_18030.5, SBOV2_18030.6	KAK4475168.1
OG0005472	SBOV2_72480.1	KAK4470573.1
OG0005473	SBOV2_850.1	KAK4475617.1
OG0005475	SBOV2_83060.1	KAK4468022.1
OG0005476	SBOV2_27980.1, SBOV2_27980.2	KAK4473689.1
OG0005477	SBOV2_27320.1	KAK4473641.1
OG0005478	SBOV2_57590.1	KAK4471178.1
OG0005479	SBOV2_74760.1, SBOV2_74760.2	KAK4470527.1
OG0005480	SBOV2_72670.1	KAK4470594.1
OG0005481	SBOV2_17150.1	KAK4474933.1
OG0005482	SBOV2_26130.3, SBOV2_26130.1, SBOV2_26130.2	KAK4473412.1, KAK4473413.1
OG0005484	SBOV2_21530.1	KAK4475448.1
OG0005485	SBOV2_54440.1	KAK4469662.1
OG0005486	SBOV2_69210.1	KAK4470146.1
OG0005487	SBOV2_22830.1	KAK4473331.1
OG0005488	SBOV2_90830.1	KAK4468484.1
OG0005489	SBOV2_4890.1, SBOV2_4890.2, SBOV2_4890.3	KAK4467486.1
OG0005490	SBOV2_33840.1	KAK4472294.1
OG0005491	SBOV2_90630.1	KAK4468464.1
OG0005492	SBOV2_91320.1	KAK4468824.1
OG0005493	SBOV2_52970.1	KAK4469485.1
OG0005494	SBOV2_5330.2, SBOV2_5330.3, SBOV2_5330.1	KAK4475846.1
OG0005495	SBOV2_78390.1, SBOV2_78380.1	KAK4470936.1
OG0005496	SBOV2_92620.1	KAK4467890.1
OG0005497	SBOV2_23560.1	KAK4473020.1
OG0005498	SBOV2_76200.1	KAK4470407.1
OG0005499	SBOV2_87340.1	KAK4468695.1, KAK4468696.1
OG0005500	SBOV2_19400.1, SBOV2_19400.2	KAK4475036.1
OG0005501	SBOV2_88110.1	KAK4468531.1
OG0005502	SBOV2_95660.1	KAK4467818.1
OG0005503	SBOV2_28520.1	KAK4473752.1
OG0005504	SBOV2_82070.1, SBOV2_82080.1	KAK4467971.1
OG0005505	SBOV2_77290.1	KAK4470826.1
OG0005506	SBOV2_88860.1	KAK4468596.1
OG0005507	SBOV2_86660.1	KAK4468731.1
OG0005508	SBOV2_1580.1	KAK4474746.1
OG0005509	SBOV2_92920.1	KAK4467612.1
OG0005510	SBOV2_90460.1	KAK4468446.1
OG0005511	SBOV2_76990.1	KAK4470795.1
OG0005512	SBOV2_6690.1, SBOV2_6690.2	KAK4470543.1
OG0005513	SBOV2_88510.1	KAK4468574.1
OG0005514	SBOV2_24320.2, SBOV2_24320.1, SBOV2_24320.3	KAK4473188.1
OG0005515	SBOV2_56260.3, SBOV2_56260.4, SBOV2_56260.2, SBOV2_56260.1	KAK4469779.1
OG0005516	SBOV2_17060.1	KAK4474928.1
OG0005517	SBOV2_62640.1	KAK4471054.1
OG0005518	SBOV2_25540.1	KAK4472196.1
OG0005519	SBOV2_32380.1	KAK4474124.1
OG0005520	SBOV2_60910.1	KAK4471962.1
OG0005521	SBOV2_77910.1	KAK4470888.1
OG0005522	SBOV2_33650.1, SBOV2_33650.2, SBOV2_33650.3, SBOV2_33650.4	KAK4472274.1
