Orthogroup	schistosoma_bovis	opisthorchis_viverrini
OG0005806	SBOV2_81460.1	T265_01699
OG0005807	SBOV2_79190.1	T265_10239
OG0005808	SBOV2_28390.1	T265_02555
OG0005809	SBOV2_38680.1	T265_10830
OG0005810	SBOV2_86630.1	T265_03823
OG0005811	SBOV2_12890.1	T265_03204
OG0005812	SBOV2_27860.1	T265_08980
OG0005813	SBOV2_71300.1	T265_13063
OG0005814	SBOV2_14320.1	T265_09505
OG0005815	SBOV2_64850.1	T265_00587
OG0005816	SBOV2_13070.1	T265_06483
OG0005817	SBOV2_36740.1	T265_06231
OG0005818	SBOV2_88150.1	T265_13477
OG0005819	SBOV2_52880.1	T265_07650
OG0005820	SBOV2_62250.2, SBOV2_62250.1	T265_14348
OG0005821	SBOV2_94690.1, SBOV2_94690.2, SBOV2_94690.3	T265_15489
OG0005822	SBOV2_39880.1	T265_10836, T265_15798
OG0005823	SBOV2_27520.1	T265_03645
OG0005824	SBOV2_40670.1	T265_13768
OG0005825	SBOV2_39400.1, SBOV2_39400.2	T265_09263
OG0005827	SBOV2_45330.1	T265_00477
OG0005829	SBOV2_58680.1	T265_07019
OG0005832	SBOV2_31200.1	T265_03487
OG0005834	SBOV2_83210.1, SBOV2_83200.1	T265_09549, T265_09550
OG0005835	SBOV2_62830.1	T265_02951, T265_02950, T265_12725
OG0005836	SBOV2_82390.1	T265_01708
OG0005837	SBOV2_91120.1	T265_01193
OG0005839	SBOV2_25450.1	T265_06242
OG0005840	SBOV2_85290.1	T265_11601
OG0005841	SBOV2_13780.1	T265_08033
OG0005842	SBOV2_54830.1	T265_03836, T265_15281
OG0005843	SBOV2_20530.1, SBOV2_20520.1	T265_10763
OG0005844	SBOV2_11800.1, SBOV2_11800.2	T265_14602
OG0005846	SBOV2_33330.1	T265_07312
OG0005847	SBOV2_95550.1, SBOV2_95550.2	T265_13750
OG0005848	SBOV2_52570.3, SBOV2_52570.4, SBOV2_52570.1, SBOV2_52570.2	T265_06770
OG0005849	SBOV2_95610.1	T265_11650
OG0005851	SBOV2_56060.1	T265_13104
OG0005852	SBOV2_37310.1	T265_08633
OG0005853	SBOV2_75460.1, SBOV2_75460.2	T265_02224
OG0005854	SBOV2_77740.1	T265_13860
OG0005855	SBOV2_30150.1, SBOV2_30130.1	T265_08314
OG0005856	SBOV2_85240.1, SBOV2_85240.2	T265_03805
OG0005857	SBOV2_66500.1, SBOV2_66500.2	T265_00601
OG0005859	SBOV2_16740.1, SBOV2_16740.2	T265_08046
OG0005862	SBOV2_41750.2, SBOV2_41750.3, SBOV2_41750.1	T265_05077
OG0005863	SBOV2_47700.1	T265_12761
OG0005865	SBOV2_20940.1, SBOV2_20940.2	T265_13793
OG0005866	SBOV2_71340.1	T265_01265
OG0005867	SBOV2_39060.2, SBOV2_39060.1	T265_14730
OG0005868	SBOV2_94680.1	T265_15212
OG0005869	SBOV2_91600.1	T265_02080
OG0005870	SBOV2_23720.1	T265_01028
OG0005871	SBOV2_77600.1, SBOV2_77600.2	T265_02838
OG0005892	SBOV2_30230.1, SBOV2_30230.2	T265_02810
OG0005895	SBOV2_92740.1	T265_02067, T265_12917
OG0005896	SBOV2_27030.1, SBOV2_27030.2	T265_11094
OG0005897	SBOV2_92570.1	T265_07974
OG0005898	SBOV2_42990.1, SBOV2_42990.2	T265_12230
OG0005899	SBOV2_92600.1	T265_04845
OG0005900	SBOV2_36240.1	T265_00709
OG0005901	SBOV2_59210.1	T265_00638
OG0005902	SBOV2_7740.1	T265_00941, T265_02464
OG0005903	SBOV2_5410.2, SBOV2_5410.3, SBOV2_5410.1	T265_00963
OG0005904	SBOV2_23220.1	T265_11372
OG0005905	SBOV2_67320.1	T265_03164
OG0005907	SBOV2_26420.1, SBOV2_26420.2	T265_15495
OG0005909	SBOV2_14060.1	T265_06412, T265_11442
OG0005910	SBOV2_75360.1	T265_09944
OG0005911	SBOV2_94120.1	T265_04810
OG0005912	SBOV2_93900.1	T265_04624
OG0005913	SBOV2_89030.1	T265_10498
OG0005914	SBOV2_74980.1	T265_06765
OG0005915	SBOV2_8250.1, SBOV2_8250.2, SBOV2_8250.3	T265_08170
OG0005916	SBOV2_18210.1	T265_06691
OG0005917	SBOV2_64890.1, SBOV2_64890.2	T265_15562
OG0005918	SBOV2_34270.1	T265_08551
OG0005919	SBOV2_21840.1	T265_11164, T265_11165
OG0005920	SBOV2_2930.1	T265_00251
OG0005921	SBOV2_68870.1	T265_00660
OG0005922	SBOV2_21140.1	T265_03683
OG0005923	SBOV2_38320.1	T265_09100
OG0005924	SBOV2_16020.1	T265_11578, T265_15466
OG0005925	SBOV2_69740.1, SBOV2_96640.1, SBOV2_96770.1, SBOV2_96770.2, SBOV2_96770.3	T265_01965
OG0005926	SBOV2_61420.1, SBOV2_61420.2	T265_06075
OG0005927	SBOV2_41080.1	T265_07474
OG0005928	SBOV2_67980.1	T265_03910
OG0005929	SBOV2_61030.1	T265_14813
OG0005930	SBOV2_78840.1	T265_01780
OG0005931	SBOV2_72110.1	T265_00432
OG0005932	SBOV2_2230.1	T265_15964, T265_08949
OG0005934	SBOV2_19780.1	T265_13965
OG0005935	SBOV2_35540.1	T265_11727
OG0005936	SBOV2_60900.1	T265_13176
OG0005937	SBOV2_88820.1	T265_07301
OG0005938	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3	T265_12945
OG0005943	SBOV2_14480.1	T265_00991
OG0005944	SBOV2_59560.1	T265_11797
OG0005946	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3	T265_10157
OG0005947	SBOV2_13810.1, SBOV2_96310.1	T265_09064
OG0005948	SBOV2_32540.1	T265_03363, T265_07624
OG0005950	SBOV2_49340.1	T265_12502
OG0005951	SBOV2_6310.1	T265_09940
OG0005952	SBOV2_81650.1	T265_10288
OG0005953	SBOV2_68150.1	T265_10746
OG0005954	SBOV2_20020.1, SBOV2_20020.2	T265_10033
OG0005955	SBOV2_90320.1	T265_07740
OG0005956	SBOV2_37120.1	T265_04335
OG0005957	SBOV2_23570.1	T265_08557
OG0005958	SBOV2_73310.1	T265_06746
OG0005959	SBOV2_28530.1	T265_05366
OG0005960	SBOV2_84500.1	T265_05528
OG0005961	SBOV2_68080.1	T265_14951
OG0005962	SBOV2_91940.1	T265_06637
OG0005963	SBOV2_61950.1	T265_10304, T265_14365, T265_15108
OG0005964	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2	T265_10711
OG0005965	SBOV2_20210.1	T265_02267
OG0005966	SBOV2_86600.1	T265_10363
OG0005967	SBOV2_72160.1	T265_09028
OG0005968	SBOV2_13290.1, SBOV2_13290.3, SBOV2_13290.4, SBOV2_13290.2	T265_03223
OG0005969	SBOV2_42520.1	T265_01484
OG0005970	SBOV2_21290.1	T265_00871
OG0005971	SBOV2_25300.2, SBOV2_25300.1	T265_05686
OG0005973	SBOV2_43560.1, SBOV2_43570.1	T265_06386
OG0005974	SBOV2_21620.1	T265_06188
OG0005975	SBOV2_70480.1	T265_14775
OG0005976	SBOV2_36860.1	T265_14316
OG0005977	SBOV2_53540.1, SBOV2_53540.2	T265_12538
OG0005978	SBOV2_85500.1	T265_13761
OG0005979	SBOV2_39440.1	T265_05419
OG0005980	SBOV2_55670.1	T265_05285
OG0005981	SBOV2_92150.1	T265_15772
OG0005982	SBOV2_64200.1	T265_00605, T265_00606
OG0005983	SBOV2_47900.1	T265_07434
OG0005984	SBOV2_65080.1	T265_00666
OG0005985	SBOV2_39560.1	T265_08574
OG0005986	SBOV2_20070.1	T265_03423
OG0005988	SBOV2_94910.1	T265_15461
OG0005989	SBOV2_80650.1	T265_14833
OG0005990	SBOV2_55650.1, SBOV2_55650.2	T265_00349
OG0005991	SBOV2_51400.1	T265_14289
OG0005992	SBOV2_46610.1	T265_03305
OG0005993	SBOV2_76930.1, SBOV2_76930.2	T265_05906
OG0005994	SBOV2_51860.1	T265_01234
OG0005995	SBOV2_69910.1	T265_00455
OG0005996	SBOV2_18720.1	T265_00840
OG0005998	SBOV2_47290.1	T265_03564
OG0005999	SBOV2_79130.1, SBOV2_79130.2	T265_12854
OG0006001	SBOV2_87010.1, SBOV2_87010.2, SBOV2_87010.3	T265_07451
OG0006002	SBOV2_53650.1	T265_13469
OG0006003	SBOV2_33160.1	T265_12071, T265_04787
OG0006004	SBOV2_49070.1	T265_13739
OG0006005	SBOV2_72300.1	T265_15287
OG0006006	SBOV2_45730.1	T265_02947
OG0006007	SBOV2_20260.1	T265_13795
OG0006008	SBOV2_70990.1	T265_00318
OG0006009	SBOV2_82050.1	T265_12041, T265_15230
OG0006010	SBOV2_81290.1	T265_01682
OG0006011	SBOV2_64610.1	T265_00506
OG0006012	SBOV2_65960.1	T265_08137
OG0006013	SBOV2_21350.1	T265_15196
OG0006014	SBOV2_73590.1	T265_02209
OG0006015	SBOV2_74150.1	T265_01224
OG0006016	SBOV2_78400.1	T265_00151
OG0006017	SBOV2_78420.1, SBOV2_78420.2, SBOV2_78420.3	T265_00153
OG0006018	SBOV2_89000.1, SBOV2_89000.2	T265_05377
OG0006019	SBOV2_84450.1	T265_07921, T265_12602
OG0006021	SBOV2_75200.1, SBOV2_75200.2, SBOV2_75200.3	T265_05821
OG0006022	SBOV2_61550.1	T265_02028
OG0006023	SBOV2_17930.1, SBOV2_17930.2	T265_00867
OG0006024	SBOV2_46400.1	T265_12539
OG0006026	SBOV2_1180.1	T265_09387
OG0006027	SBOV2_24160.1	T265_02114
OG0006028	SBOV2_48840.1	T265_06858
OG0006029	SBOV2_55450.1	T265_03845
OG0006030	SBOV2_33250.1	T265_07048, T265_16154
OG0006031	SBOV2_18640.1	T265_05494
OG0006032	SBOV2_9990.1	T265_14178
OG0006033	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2	T265_09128
OG0006034	SBOV2_42740.1	T265_10670
OG0006035	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3	T265_01354
OG0006037	SBOV2_83450.1	T265_11799
OG0006038	SBOV2_42690.1	T265_01505
OG0006039	SBOV2_54590.1	T265_00295
OG0006040	SBOV2_56780.1	T265_08498
OG0006043	SBOV2_17710.1	T265_08369
OG0006044	SBOV2_68420.1	T265_10305
OG0006045	SBOV2_31530.1	T265_04338
OG0006046	SBOV2_12780.1	T265_08037
OG0006047	SBOV2_34160.2, SBOV2_34160.1	T265_05746
OG0006048	SBOV2_7350.1	T265_14751
OG0006049	SBOV2_27260.1	T265_06032
OG0006050	SBOV2_61020.1	T265_01164
OG0006051	SBOV2_7040.1	T265_13008
OG0006052	SBOV2_72020.1, SBOV2_72010.1	T265_01643, T265_12947
OG0006053	SBOV2_67150.3, SBOV2_67150.2, SBOV2_67150.1	T265_12566
OG0006054	SBOV2_63320.1	T265_14672
OG0006055	SBOV2_4710.1	T265_01190
OG0006056	SBOV2_14630.1, SBOV2_14630.2	T265_09364
OG0006058	SBOV2_17320.1	T265_01441
OG0006059	SBOV2_73240.1, SBOV2_71910.1	T265_04869
OG0006060	SBOV2_3340.1	T265_13511
OG0006061	SBOV2_84330.1	T265_01621
OG0006062	SBOV2_31940.1, SBOV2_31940.2	T265_04461
OG0006063	SBOV2_44440.1	T265_09923
OG0006066	SBOV2_8980.1	T265_07753
OG0006067	SBOV2_42530.1	T265_01485
OG0006068	SBOV2_26810.1	T265_12800
OG0006069	SBOV2_33420.1	T265_00728, T265_16346
OG0006070	SBOV2_66070.1	T265_15112
OG0006071	SBOV2_75800.1	T265_02929
OG0006072	SBOV2_82280.1	T265_10623
OG0006073	SBOV2_52890.1	T265_06995
OG0006074	SBOV2_90100.1	T265_07348
OG0006075	SBOV2_25290.1	T265_11346
OG0006076	SBOV2_54600.1, SBOV2_54600.2	T265_00294
OG0006077	SBOV2_26000.1, SBOV2_26000.2, SBOV2_26000.3	T265_04114
OG0006079	SBOV2_53740.1	T265_02701
OG0006080	SBOV2_34960.1	T265_13358
OG0006081	SBOV2_1820.1	T265_09866
OG0006082	SBOV2_26160.1	T265_07611
OG0006083	SBOV2_83000.1, SBOV2_83000.2	T265_02310
OG0006085	SBOV2_72470.1	T265_04853
OG0006086	SBOV2_23900.1	T265_09099
OG0006087	SBOV2_28690.1, SBOV2_28690.2	T265_08017
OG0006088	SBOV2_70350.1, SBOV2_70350.2, SBOV2_70350.3, SBOV2_70350.4	T265_00027
OG0006090	SBOV2_90620.1	T265_13855
OG0006091	SBOV2_79440.1	T265_12290, T265_15429
OG0006092	SBOV2_13480.1	T265_01843
OG0006093	SBOV2_50640.1, SBOV2_50640.2	T265_01206
OG0006094	SBOV2_54350.1	T265_12458
OG0006095	SBOV2_81150.1	T265_07126
OG0006096	SBOV2_18240.1	T265_06953
OG0006097	SBOV2_75790.1	T265_07749
OG0006098	SBOV2_24750.1	T265_10302
OG0006099	SBOV2_8090.1	T265_13774
OG0006100	SBOV2_16640.1, SBOV2_16640.2, SBOV2_16640.3	T265_00893
OG0006101	SBOV2_30280.1	T265_06530
OG0006102	SBOV2_77130.1	T265_03871
OG0006103	SBOV2_29660.1	T265_08234
OG0006104	SBOV2_66320.1	T265_07156
OG0006105	SBOV2_81030.1	T265_02379
OG0006106	SBOV2_59380.1	T265_14363, T265_16286
OG0006107	SBOV2_73380.1	T265_04785
OG0006108	SBOV2_83080.1	T265_10524
OG0006109	SBOV2_69590.1	T265_12532
OG0006110	SBOV2_87860.1	T265_04314
OG0006111	SBOV2_2080.1	T265_08178
OG0006112	SBOV2_87000.1	T265_08901
OG0006113	SBOV2_3760.1	T265_09557
OG0006114	SBOV2_92680.1	T265_13613
OG0006115	SBOV2_40460.1	T265_11567
OG0006116	SBOV2_46660.1	T265_03865
OG0006117	SBOV2_55600.1, SBOV2_55600.2	T265_00135
OG0006120	SBOV2_41590.1	T265_07064
OG0006121	SBOV2_21730.1	T265_15292
OG0006122	SBOV2_38060.1	T265_00758
OG0006123	SBOV2_59840.1	T265_01160
OG0006124	SBOV2_65060.1, SBOV2_65060.2	T265_08959, T265_11073
OG0006127	SBOV2_42310.1, SBOV2_42310.2	T265_03470
OG0006128	SBOV2_30630.3, SBOV2_30630.1, SBOV2_30630.2	T265_04746
OG0006129	SBOV2_13140.1	T265_03091, T265_03090
OG0006130	SBOV2_39580.1	T265_08572
OG0006131	SBOV2_62600.1	T265_01167
OG0006132	SBOV2_54010.1	T265_00097
OG0006133	SBOV2_68490.1	T265_13035
OG0006134	SBOV2_19890.1	T265_06562
OG0006135	SBOV2_1990.1	T265_01602
OG0006136	SBOV2_75850.1	T265_10637
OG0006139	SBOV2_12980.1, SBOV2_96270.1	T265_06487
OG0006140	SBOV2_72580.1	T265_12439
OG0006141	SBOV2_36940.1	T265_03619
OG0006143	SBOV2_18050.1, SBOV2_18050.2	T265_15582
OG0006144	SBOV2_60520.1, SBOV2_60520.2, SBOV2_60520.3, SBOV2_60520.4	T265_13033
OG0006145	SBOV2_28900.1	T265_04145
OG0006146	SBOV2_77000.1	T265_16067
OG0006147	SBOV2_87430.1	T265_09593
OG0006148	SBOV2_68620.1	T265_12467, T265_12466
OG0006149	SBOV2_8210.1	T265_03687
OG0006150	SBOV2_35870.1, SBOV2_35870.2	T265_08342
OG0006151	SBOV2_26240.1	T265_04465
OG0006153	SBOV2_59980.1	T265_15142
OG0006154	SBOV2_85320.1	T265_08894
OG0006155	SBOV2_19350.1, SBOV2_19350.2	T265_10165
OG0006156	SBOV2_75870.1	T265_03960
OG0006157	SBOV2_44240.1	T265_07598
OG0006158	SBOV2_20400.1	T265_15372
OG0006159	SBOV2_22940.1	T265_01099
OG0006161	SBOV2_84230.1, SBOV2_84230.2	T265_00754, T265_04662
OG0006162	SBOV2_18400.1	T265_03680
OG0006163	SBOV2_1660.1	T265_09146
OG0006164	SBOV2_390.1	T265_00257
OG0006165	SBOV2_69780.1	T265_12640
OG0006166	SBOV2_46750.1, SBOV2_46750.2	T265_03856
OG0006167	SBOV2_80920.2, SBOV2_80920.3, SBOV2_80920.1	T265_01644, T265_12127
OG0006168	SBOV2_87770.1	T265_09199
OG0006170	SBOV2_13080.1	T265_06485
OG0006171	SBOV2_3920.1	T265_14923
OG0006172	SBOV2_43120.1	T265_04755
OG0006173	SBOV2_20730.1	T265_12668
OG0006174	SBOV2_18710.2, SBOV2_18710.1	T265_11215
OG0006175	SBOV2_86720.1	T265_04330
OG0006177	SBOV2_86420.1	T265_04160
OG0006178	SBOV2_85980.1	T265_09140
OG0006180	SBOV2_54100.2, SBOV2_54100.1	T265_00291, T265_08122
OG0006181	SBOV2_78370.1	T265_14229
OG0006182	SBOV2_35150.3, SBOV2_35150.4, SBOV2_35150.5, SBOV2_35150.6, SBOV2_35150.1, SBOV2_35150.2	T265_10119
OG0006186	SBOV2_91730.1	T265_07077
OG0006187	SBOV2_42130.1, SBOV2_42130.2, SBOV2_42130.3	T265_04136
OG0006188	SBOV2_42180.1	T265_11536
OG0006225	SBOV2_66340.1	T265_04195
OG0006226	SBOV2_9980.1	T265_06962
OG0006227	SBOV2_11210.1	T265_05575
OG0006228	SBOV2_41190.1	T265_06400
OG0006229	SBOV2_15430.1	T265_11944, T265_12321
OG0006230	SBOV2_92280.1	T265_08353
OG0006231	SBOV2_27170.1	T265_05886
OG0006234	SBOV2_13770.1, SBOV2_13770.2	T265_07777
OG0006235	SBOV2_25220.1	T265_13669
OG0006236	SBOV2_68400.1, SBOV2_68400.2	T265_00536
OG0006237	SBOV2_27570.1	T265_02604
OG0006238	SBOV2_35990.1, SBOV2_35990.2, SBOV2_35990.3	T265_04894
OG0006239	SBOV2_76210.1	T265_05714
OG0006241	SBOV2_55200.1	T265_00315
OG0006242	SBOV2_14680.1	T265_11186
OG0006243	SBOV2_43100.1	T265_13406
OG0006245	SBOV2_50290.1	T265_13952
OG0006246	SBOV2_80160.1	T265_12114
OG0006247	SBOV2_89040.1	T265_10497
OG0006248	SBOV2_90010.1	T265_09974, T265_09975
OG0006249	SBOV2_45290.1	T265_12552
OG0006250	SBOV2_34620.1, SBOV2_34620.2	T265_08806
OG0006251	SBOV2_15910.1	T265_04439
OG0006252	SBOV2_33140.2, SBOV2_33140.1	T265_03818
OG0006253	SBOV2_88780.1	T265_09495
OG0006254	SBOV2_2270.1	T265_10255
OG0006255	SBOV2_31780.1	T265_12577
OG0006256	SBOV2_27870.1	T265_11234
OG0006257	SBOV2_92830.1	T265_09703
OG0006258	SBOV2_66590.1	T265_12589
OG0006259	SBOV2_88870.1	T265_14257
OG0006260	SBOV2_23440.1, SBOV2_23440.2	T265_06942, T265_06943
OG0006261	SBOV2_75640.1	T265_00088, T265_00089
OG0006262	SBOV2_67840.1	T265_09323
OG0006264	SBOV2_76730.1	T265_15190
OG0006265	SBOV2_22340.1	T265_01075
OG0006266	SBOV2_54850.1	T265_05275
OG0006267	SBOV2_27090.1	T265_14701
OG0006269	SBOV2_47710.1	T265_08086
OG0006270	SBOV2_15930.1	T265_15004
OG0006272	SBOV2_9490.1	T265_08414
OG0006273	SBOV2_43720.1	T265_04110
OG0006274	SBOV2_44680.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	SBOV2_79580.1	T265_14969
OG0006276	SBOV2_84890.1, SBOV2_84890.2	T265_07118
OG0006277	SBOV2_43360.1	T265_13414
OG0006278	SBOV2_83850.1	T265_02316, T265_15671
OG0006279	SBOV2_27700.1	T265_14327
OG0006280	SBOV2_11740.1	T265_09871
OG0006281	SBOV2_35270.1	T265_15811
OG0006282	SBOV2_76820.1	T265_11224
OG0006283	SBOV2_26360.1	T265_05049
OG0006284	SBOV2_71560.1	T265_02188
OG0006285	SBOV2_51380.1	T265_00313
OG0006286	SBOV2_62120.1	T265_00546
OG0006288	SBOV2_73150.1	T265_00770
OG0006289	SBOV2_76700.1	T265_14976
OG0006290	SBOV2_64280.1, SBOV2_64280.2	T265_03916
OG0006291	SBOV2_61280.1, SBOV2_61280.2	T265_08125
OG0006292	SBOV2_68040.1	T265_00669
OG0006293	SBOV2_95030.1	T265_08152
OG0006294	SBOV2_24000.1	T265_09717
OG0006295	SBOV2_94040.1	T265_11139
OG0006296	SBOV2_26950.1	T265_09675
OG0006299	SBOV2_2300.1	T265_09982, T265_06697
OG0006300	SBOV2_9130.1	T265_12045
OG0006301	SBOV2_8140.1	T265_15886, T265_12313
OG0006302	SBOV2_51060.1	T265_07637
OG0006303	SBOV2_1510.1	T265_14450
OG0006304	SBOV2_48560.1	T265_00048
OG0006305	SBOV2_67760.1, SBOV2_67760.3	T265_10720
OG0006306	SBOV2_17170.1	T265_09242
OG0006307	SBOV2_32290.1, SBOV2_32290.2	T265_09818
OG0006308	SBOV2_72380.1, SBOV2_72380.2	T265_14763
OG0006309	SBOV2_77830.1	T265_15194
OG0006310	SBOV2_6250.1	T265_03045
OG0006311	SBOV2_89400.3, SBOV2_89400.2, SBOV2_89400.1	T265_04307
OG0006312	SBOV2_76590.1	T265_02160
OG0006313	SBOV2_75090.1	T265_13064
OG0006314	SBOV2_70010.1	T265_02327
OG0006315	SBOV2_91910.1	T265_02744
OG0006316	SBOV2_68070.1	T265_10726
OG0006317	SBOV2_49350.1	T265_00104
OG0006318	SBOV2_49600.1	T265_06847
OG0006319	SBOV2_87790.1, SBOV2_87790.2	T265_10996
OG0006320	SBOV2_36570.1	T265_10617
OG0006321	SBOV2_1030.1	T265_05253
OG0006322	SBOV2_55050.1	T265_13118
OG0006323	SBOV2_33670.1	T265_08324
OG0006324	SBOV2_19850.1	T265_01373
OG0006325	SBOV2_5740.1	T265_06415
OG0006326	SBOV2_94880.1	T265_06631
OG0006327	SBOV2_24380.1, SBOV2_24370.1	T265_12717
OG0006328	SBOV2_57770.1	T265_08665
OG0006329	SBOV2_66550.1	T265_14587
OG0006330	SBOV2_89930.1	T265_07570
OG0006331	SBOV2_59060.1, SBOV2_59060.2	T265_03152
OG0006332	SBOV2_44640.1, SBOV2_44640.2	T265_11742
OG0006334	SBOV2_81910.1	T265_14064
OG0006335	SBOV2_93960.1	T265_04638
OG0006336	SBOV2_21260.1	T265_15021
OG0006338	SBOV2_20600.1	T265_04419
OG0006339	SBOV2_32100.1	T265_00683
OG0006340	SBOV2_42960.1	T265_08629
OG0006342	SBOV2_83510.1	T265_11168
OG0006343	SBOV2_60580.1	T265_04178
OG0006344	SBOV2_25470.1, SBOV2_25470.2	T265_14821
OG0006346	SBOV2_87680.1	T265_13092, T265_07373
OG0006347	SBOV2_39920.1	T265_15598
OG0006348	SBOV2_44590.1, SBOV2_44590.2, SBOV2_44590.3	T265_11593
OG0006349	SBOV2_8360.1	T265_05558
OG0006350	SBOV2_30500.1	T265_07982, T265_15938
OG0006351	SBOV2_76080.1	T265_14298, T265_14297
OG0006352	SBOV2_14280.1, SBOV2_14280.2	T265_07872
OG0006353	SBOV2_69100.1, SBOV2_69100.2	T265_03964
OG0006354	SBOV2_70960.2, SBOV2_70960.1	T265_01996
OG0006355	SBOV2_54160.1	T265_08827
OG0006356	SBOV2_78430.1	T265_01986
OG0006357	SBOV2_83040.1	T265_07692
OG0006358	SBOV2_15640.2, SBOV2_15640.1	T265_06294
OG0006359	SBOV2_54490.1	T265_06848, T265_06849
OG0006360	SBOV2_91610.1	T265_07902
OG0006361	SBOV2_51090.1, SBOV2_51090.2	T265_11664
OG0006362	SBOV2_19380.1	T265_00886
OG0006363	SBOV2_13940.2, SBOV2_13940.1	T265_14157
OG0006365	SBOV2_21410.1, SBOV2_21410.2	T265_08591
OG0006366	SBOV2_52920.1	T265_00360
OG0006367	SBOV2_69230.1	T265_00428
OG0006369	SBOV2_84310.1	T265_02314, T265_16246
OG0006370	SBOV2_70610.1, SBOV2_70610.2	T265_13377
OG0006371	SBOV2_80150.1	T265_06013
OG0006372	SBOV2_26700.3, SBOV2_26700.1, SBOV2_26700.2	T265_00580
OG0006373	SBOV2_77690.1	T265_04279
OG0006374	SBOV2_54670.1	T265_02365
OG0006375	SBOV2_20660.1	T265_00911
OG0006376	SBOV2_86300.1	T265_04165
OG0006377	SBOV2_61080.1, SBOV2_61080.2, SBOV2_61080.3, SBOV2_61110.1	T265_11918
OG0006378	SBOV2_51810.1	T265_12748
OG0006379	SBOV2_85410.1	T265_12049
OG0006381	SBOV2_74320.1	T265_07644
OG0006383	SBOV2_80570.1	T265_07925
OG0006384	SBOV2_59100.4, SBOV2_59100.1, SBOV2_59100.2, SBOV2_59100.3	T265_02045
OG0006385	SBOV2_17240.1	T265_05143
OG0006386	SBOV2_55890.1	T265_15437
OG0006387	SBOV2_77410.1	T265_03298
OG0006388	SBOV2_59180.1	T265_07008
OG0006389	SBOV2_83860.1	T265_02317
OG0006390	SBOV2_65300.1	T265_15291
OG0006391	SBOV2_65290.1	T265_10898
OG0006392	SBOV2_95530.1	T265_05333, T265_13754, T265_13554
OG0006394	SBOV2_47450.1	T265_15418
OG0006395	SBOV2_13850.1	T265_13542
OG0006397	SBOV2_77930.1	T265_03982
OG0006398	SBOV2_5960.1	T265_14053
OG0006399	SBOV2_12580.1, SBOV2_12580.2	T265_14380
OG0006400	SBOV2_74400.1	T265_02773
OG0006401	SBOV2_46490.1	T265_00344
OG0006402	SBOV2_25340.1	T265_07045
OG0006403	SBOV2_460.1	T265_10653
OG0006404	SBOV2_33950.1	T265_06868
OG0006405	SBOV2_49550.1	T265_11460
OG0006406	SBOV2_52990.1	T265_13003, T265_03998, T265_14155
OG0006407	SBOV2_18920.1, SBOV2_18910.1	T265_01611
OG0006408	SBOV2_75150.2, SBOV2_75150.1, SBOV2_75170.1	T265_05827
OG0006409	SBOV2_53710.1, SBOV2_53710.2	T265_06982
OG0006410	SBOV2_960.1	T265_15301
OG0006411	SBOV2_1950.1	T265_12161, T265_15137, T265_15138
OG0006412	SBOV2_17140.1	T265_14552
OG0006413	SBOV2_89990.1	T265_07342
OG0006414	SBOV2_85300.1	T265_07452
OG0006415	SBOV2_23930.1	T265_09372
OG0006416	SBOV2_60070.1, SBOV2_60070.2, SBOV2_60070.3	T265_08933
OG0006418	SBOV2_8700.1	T265_03112
OG0006420	SBOV2_63270.1	T265_01124
OG0006421	SBOV2_5580.1	T265_09926
OG0006422	SBOV2_87920.1	T265_04316
OG0006423	SBOV2_81840.1	T265_09547
OG0006424	SBOV2_49530.1	T265_15186, T265_02708
OG0006425	SBOV2_77750.1, SBOV2_77750.2	T265_11416
OG0006426	SBOV2_19830.1	T265_09277
OG0006427	SBOV2_34610.1	T265_10062
OG0006428	SBOV2_320.1, SBOV2_320.2	T265_11779
OG0006429	SBOV2_10730.1	T265_08172
OG0006430	SBOV2_3250.1	T265_01459, T265_08003
OG0006431	SBOV2_90160.1, SBOV2_90160.3, SBOV2_90160.2	T265_09599
OG0006432	SBOV2_78120.1	T265_12903
OG0006433	SBOV2_42050.1	T265_04463
OG0006434	SBOV2_92180.1	T265_10421
OG0006436	SBOV2_68720.1	T265_01380
OG0006437	SBOV2_90540.1, SBOV2_90530.1	T265_03880
OG0006438	SBOV2_75730.1	T265_02221
OG0006439	SBOV2_13120.1	T265_10437
OG0006440	SBOV2_54790.1	T265_10890
OG0006441	SBOV2_94810.2, SBOV2_94810.1, SBOV2_94840.1	T265_08751
OG0006442	SBOV2_32730.1	T265_05198
OG0006443	SBOV2_19200.1	T265_01839
OG0006444	SBOV2_89110.1	T265_13057
OG0006445	SBOV2_69500.1	T265_12451, T265_16053
OG0006449	SBOV2_35890.2, SBOV2_35890.1	T265_08544
OG0006450	SBOV2_2710.1	T265_10232
OG0006451	SBOV2_70550.1	T265_15460
OG0006452	SBOV2_55770.1	T265_10252
OG0006453	SBOV2_68760.1	T265_01420
OG0006454	SBOV2_9500.1	T265_11534
OG0006455	SBOV2_54940.1	T265_01587
OG0006457	SBOV2_51120.1, SBOV2_51120.2	T265_00141
