Orthogroup	schistosoma_bovis	schistosoma_curassoni
OG0004303	SBOV2_27020.1	SCUR1_40950.1
OG0004304	SBOV2_13830.1	SCUR1_14170.1
OG0004305	SBOV2_32150.1, SBOV2_32150.2	SCUR1_35620.1, SCUR1_35620.2, SCUR1_35620.3, SCUR1_35620.4
OG0004306	SBOV2_36810.1	SCUR1_30750.1, SCUR1_30750.2
OG0004307	SBOV2_91820.1	SCUR1_91520.1
OG0004308	SBOV2_77700.3, SBOV2_77700.1, SBOV2_77700.2	SCUR1_78070.1, SCUR1_78070.2
OG0004309	SBOV2_95440.2, SBOV2_95440.4, SBOV2_95440.3, SBOV2_95440.1	SCUR1_94710.1
OG0004310	SBOV2_46220.1	SCUR1_46970.4, SCUR1_46970.2, SCUR1_46970.3, SCUR1_46970.1, SCUR1_46970.5
OG0004311	SBOV2_14090.1	SCUR1_14430.1
OG0004312	SBOV2_27510.1	SCUR1_40460.1
OG0004313	SBOV2_74560.1	SCUR1_74820.1, SCUR1_74820.3, SCUR1_74820.2
OG0004314	SBOV2_36770.1	SCUR1_30790.1
OG0004315	SBOV2_87400.1	SCUR1_86980.1
OG0004316	SBOV2_8830.1	SCUR1_8880.1
OG0004316	SBOV2_8830.1	SCUR1_8880.2
OG0004316	SBOV2_8830.1	SCUR1_8880.3
OG0004316	SBOV2_8830.1	SCUR1_8880.4
OG0004316	SBOV2_8830.2	SCUR1_8880.1
OG0004316	SBOV2_8830.2	SCUR1_8880.2
OG0004316	SBOV2_8830.2	SCUR1_8880.3
OG0004316	SBOV2_8830.2	SCUR1_8880.4
OG0004317	SBOV2_6510.1	SCUR1_6520.1
OG0004318	SBOV2_11590.1	SCUR1_11860.1, SCUR1_11810.1
OG0004319	SBOV2_11570.1, SBOV2_11570.2	SCUR1_11780.1, SCUR1_11840.1
OG0004320	SBOV2_79340.1, SBOV2_79340.2	SCUR1_79650.1, SCUR1_79650.2
OG0004321	SBOV2_69610.1	SCUR1_69460.1
OG0004322	SBOV2_78000.1	SCUR1_78400.2, SCUR1_78400.3, SCUR1_78400.4, SCUR1_78400.1
OG0004323	SBOV2_11200.1	SCUR1_11430.1
OG0004324	SBOV2_12790.1	SCUR1_13150.1
OG0004325	SBOV2_62540.1	SCUR1_62810.1
OG0004326	SBOV2_95490.1	SCUR1_94760.1
OG0004327	SBOV2_1880.1	SCUR1_1700.1
OG0004328	SBOV2_31100.1	SCUR1_36730.3, SCUR1_36730.1, SCUR1_36730.2
OG0004329	SBOV2_55530.1	SCUR1_56290.1
OG0004330	SBOV2_54460.1	SCUR1_51000.1, SCUR1_51000.2
OG0004331	SBOV2_20560.1, SBOV2_20560.2	SCUR1_20050.1, SCUR1_20050.2
OG0004332	SBOV2_64040.1	SCUR1_64350.1
OG0004334	SBOV2_48660.1, SBOV2_48660.2, SBOV2_48660.3	SCUR1_49310.1
OG0004335	SBOV2_74850.1	SCUR1_75160.1, SCUR1_75160.3
OG0004335	SBOV2_74850.2, SBOV2_74850.3	SCUR1_75160.2, SCUR1_75160.4
OG0004336	SBOV2_70420.1, SBOV2_70420.2, SBOV2_70420.3, SBOV2_70420.4, SBOV2_70420.5, SBOV2_70420.6	SCUR1_70330.1
OG0004337	SBOV2_22840.1	SCUR1_23240.2, SCUR1_23240.4, SCUR1_23240.1, SCUR1_23240.5, SCUR1_23240.3
OG0004338	SBOV2_90290.1	SCUR1_89990.1
OG0004339	SBOV2_62220.1	SCUR1_87230.1, SCUR1_890.1
OG0004339	SBOV2_50590.1	SCUR1_20150.1
OG0004340	SBOV2_11440.1, SBOV2_11470.1	SCUR1_11640.1, SCUR1_11660.1, SCUR1_11620.1
OG0004341	SBOV2_42010.1	SCUR1_42980.1, SCUR1_42980.4
OG0004341	SBOV2_42010.2	SCUR1_42980.2, SCUR1_42980.3
OG0004342	SBOV2_44690.1	SCUR1_45520.1
OG0004343	SBOV2_80630.1	SCUR1_80630.1
OG0004344	SBOV2_58810.1	SCUR1_59150.1, SCUR1_59150.2
OG0004345	SBOV2_57790.2	SCUR1_58310.1
OG0004346	SBOV2_58030.1	SCUR1_58540.1
OG0004347	SBOV2_41110.1	SCUR1_26430.1, SCUR1_26430.2
OG0004348	SBOV2_30360.1	SCUR1_37480.1, SCUR1_37480.2, SCUR1_37480.3
OG0004349	SBOV2_640.1	SCUR1_590.1
OG0004350	SBOV2_12020.1	SCUR1_12310.1
OG0004351	SBOV2_82810.1	SCUR1_82680.5, SCUR1_82680.2, SCUR1_82680.1, SCUR1_82680.3, SCUR1_82680.4
OG0004352	SBOV2_83640.1	SCUR1_83440.1
OG0004353	SBOV2_53310.1, SBOV2_53310.2	SCUR1_52230.1
OG0004354	SBOV2_44990.1	SCUR1_45800.1
OG0004355	SBOV2_65430.5, SBOV2_65430.6, SBOV2_65430.1, SBOV2_65430.2, SBOV2_65430.3, SBOV2_65430.4, SBOV2_65430.7, SBOV2_65430.8	SCUR1_65600.4, SCUR1_65600.1, SCUR1_65600.2, SCUR1_65600.3, SCUR1_65600.5
OG0004356	SBOV2_66280.1	SCUR1_66350.1, SCUR1_66350.2
OG0004357	SBOV2_37200.1	SCUR1_30370.1
OG0004358	SBOV2_24440.1, SBOV2_24440.2	SCUR1_24930.1, SCUR1_24930.2
OG0004359	SBOV2_33170.1	SCUR1_34670.1
OG0004360	SBOV2_44140.1	SCUR1_45060.1
OG0004361	SBOV2_49700.1, SBOV2_49700.2	SCUR1_50360.1
OG0004367	SBOV2_67970.1, SBOV2_67970.2	SCUR1_67830.3, SCUR1_67830.1, SCUR1_67830.2
OG0004368	SBOV2_12190.2	SCUR1_12490.2, SCUR1_12490.1, SCUR1_12490.3, SCUR1_12490.4
OG0004369	SBOV2_44730.1	SCUR1_45560.1, SCUR1_45560.2, SCUR1_45560.3
OG0004370	SBOV2_17460.1	SCUR1_17970.1
OG0004371	SBOV2_36210.2, SBOV2_36210.3, SBOV2_36210.1	SCUR1_31410.1
OG0004372	SBOV2_18560.1	SCUR1_19130.1
OG0004373	SBOV2_71600.1	SCUR1_71560.1
OG0004374	SBOV2_46920.1	SCUR1_47680.1
OG0004375	SBOV2_23230.1, SBOV2_23230.2, SBOV2_23230.3	SCUR1_23650.1
OG0004376	SBOV2_36840.1	SCUR1_30710.2, SCUR1_30710.3, SCUR1_30710.4, SCUR1_30710.1
OG0004377	SBOV2_86280.1	SCUR1_85820.1
OG0004378	SBOV2_86890.1	SCUR1_86490.1
OG0004379	SBOV2_80530.1	SCUR1_80730.1
OG0004379	SBOV2_80530.1	SCUR1_80730.2
OG0004380	SBOV2_18020.1, SBOV2_18020.2, SBOV2_18020.3, SBOV2_18020.4	SCUR1_18540.1, SCUR1_18540.2
OG0004381	SBOV2_17970.1, SBOV2_17980.1	SCUR1_18500.1
OG0004382	SBOV2_43130.1	SCUR1_44210.1, SCUR1_44210.3, SCUR1_44210.4, SCUR1_44210.2
OG0004384	SBOV2_75380.1	SCUR1_75720.1
OG0004386	SBOV2_92400.1	SCUR1_92120.1, SCUR1_92120.2, SCUR1_92120.3
OG0004387	SBOV2_90000.1	SCUR1_89660.1, SCUR1_96700.1
OG0004388	SBOV2_15800.1	SCUR1_16230.1
OG0004389	SBOV2_78520.1	SCUR1_78840.2, SCUR1_78840.1, SCUR1_78840.3, SCUR1_78840.4, SCUR1_78840.5
OG0004390	SBOV2_58410.1	SCUR1_58830.1
OG0004391	SBOV2_30790.1	SCUR1_37040.1
OG0004392	SBOV2_39330.1	SCUR1_28340.1, SCUR1_28340.2, SCUR1_28340.3, SCUR1_28340.4, SCUR1_28340.5, SCUR1_28340.6, SCUR1_28340.7
OG0004393	SBOV2_74510.2, SBOV2_74510.1	SCUR1_74770.1, SCUR1_74770.2
OG0004394	SBOV2_9270.1, SBOV2_9270.2	SCUR1_9360.1
OG0004395	SBOV2_82030.1	SCUR1_82040.1
OG0004396	SBOV2_68050.1	SCUR1_67760.2
OG0004396	SBOV2_68050.4	SCUR1_67760.1
OG0004397	SBOV2_16900.1	SCUR1_17370.1
OG0004397	SBOV2_16900.2	SCUR1_17370.1
OG0004397	SBOV2_16900.3	SCUR1_17370.1
OG0004398	SBOV2_71630.1	SCUR1_71590.2, SCUR1_71590.1, SCUR1_71590.3
OG0004399	SBOV2_1190.1, SBOV2_1190.2, SBOV2_1190.3, SBOV2_1190.4, SBOV2_1190.5	SCUR1_1070.1
OG0004400	SBOV2_90130.1	SCUR1_89820.1, SCUR1_89820.2
OG0004401	SBOV2_40210.1, SBOV2_40200.1	SCUR1_27400.1
OG0004402	SBOV2_30920.1, SBOV2_30920.2	SCUR1_36930.1
OG0004403	SBOV2_45830.1	SCUR1_46600.1, SCUR1_46600.2
OG0004404	SBOV2_48860.1	SCUR1_49550.1
OG0004405	SBOV2_19520.1	SCUR1_21100.2, SCUR1_21100.1
OG0004406	SBOV2_35750.1	SCUR1_31900.1
OG0004406	SBOV2_35750.3	SCUR1_31900.1
OG0004407	SBOV2_31640.1	SCUR1_36170.1
OG0004408	SBOV2_88750.2, SBOV2_88750.1, SBOV2_88750.3	SCUR1_88170.1, SCUR1_88170.2
OG0004409	SBOV2_31490.1, SBOV2_31490.2, SBOV2_31490.3	SCUR1_36230.13, SCUR1_36230.14, SCUR1_36230.15, SCUR1_36330.1
OG0004410	SBOV2_92300.1	SCUR1_92010.1
OG0004411	SBOV2_28820.1	SCUR1_39090.2, SCUR1_39090.1, SCUR1_39090.3
OG0004412	SBOV2_49470.1, SBOV2_49470.2	SCUR1_50140.1
OG0004413	SBOV2_87720.3, SBOV2_87720.1, SBOV2_87720.2	SCUR1_89120.1, SCUR1_89120.2
OG0004414	SBOV2_16000.1	SCUR1_16460.1, SCUR1_16460.2
OG0004415	SBOV2_48910.1	SCUR1_49590.1
OG0004416	SBOV2_17110.2	SCUR1_17590.3
OG0004417	SBOV2_66990.1, SBOV2_66990.2	SCUR1_67010.1, SCUR1_67010.2, SCUR1_67010.3
OG0004418	SBOV2_23800.1	SCUR1_24260.1, SCUR1_24270.1
OG0004419	SBOV2_81000.1	SCUR1_80320.1
OG0004420	SBOV2_42680.1	SCUR1_43590.1
OG0004421	SBOV2_49290.2	SCUR1_49940.1, SCUR1_49940.2, SCUR1_49940.3
OG0004422	SBOV2_2570.1	SCUR1_2390.1
OG0004423	SBOV2_36620.1	SCUR1_30960.1
OG0004424	SBOV2_92020.2, SBOV2_92020.1	SCUR1_91320.1, SCUR1_91320.3, SCUR1_91320.2
OG0004425	SBOV2_91980.1, SBOV2_91980.2	SCUR1_91350.1, SCUR1_91350.2, SCUR1_91350.4, SCUR1_91350.3
OG0004426	SBOV2_64190.1	SCUR1_64470.1, SCUR1_64470.3, SCUR1_64470.2
OG0004428	SBOV2_72660.1, SBOV2_72660.2	SCUR1_72660.1
OG0004429	SBOV2_16480.1	SCUR1_16980.1
OG0004430	SBOV2_91080.1, SBOV2_91080.3, SBOV2_91080.2	SCUR1_90660.1, SCUR1_90650.1
OG0004431	SBOV2_33550.1	SCUR1_34260.1
OG0004432	SBOV2_95520.1	SCUR1_94790.1, SCUR1_94790.2
OG0004433	SBOV2_75240.1, SBOV2_75240.2, SBOV2_75240.3, SBOV2_75240.4, SBOV2_75240.5	SCUR1_75580.1, SCUR1_75580.2
OG0004434	SBOV2_30440.1	SCUR1_37400.1, SCUR1_37400.2, SCUR1_37400.3
OG0004435	SBOV2_44390.1, SBOV2_44400.1, SBOV2_44370.1	SCUR1_45370.1
OG0004436	SBOV2_65750.1, SBOV2_65750.2, SBOV2_65750.4, SBOV2_65750.3	SCUR1_65870.1, SCUR1_65870.2
OG0004437	SBOV2_27350.1	SCUR1_40590.1
OG0004438	SBOV2_27360.1, SBOV2_27360.2	SCUR1_40580.1
OG0004439	SBOV2_14030.1	SCUR1_14380.1
OG0004440	SBOV2_25380.2, SBOV2_25380.1	SCUR1_25820.1, SCUR1_25820.2
OG0004441	SBOV2_10590.1	SCUR1_10790.1
OG0004442	SBOV2_66700.1	SCUR1_66750.1
OG0004443	SBOV2_32210.3, SBOV2_32210.1, SBOV2_32210.2	SCUR1_35550.1, SCUR1_35550.2
OG0004444	SBOV2_48530.1	SCUR1_49180.1, SCUR1_49180.3, SCUR1_49180.2
OG0004445	SBOV2_48540.2, SBOV2_48540.1, SBOV2_48540.3, SBOV2_48540.4	SCUR1_49200.1
OG0004446	SBOV2_6380.1, SBOV2_6380.4, SBOV2_6380.3, SBOV2_6380.2	SCUR1_6400.1, SCUR1_6400.2
OG0004447	SBOV2_70030.1	SCUR1_69920.1
OG0004448	SBOV2_3930.1	SCUR1_3850.1
OG0004449	SBOV2_35460.1	SCUR1_32250.1, SCUR1_32250.2
OG0004450	SBOV2_72170.1	SCUR1_72150.1
OG0004451	SBOV2_28440.2	SCUR1_39500.2
OG0004451	SBOV2_28440.1	SCUR1_39500.1
OG0004452	SBOV2_70300.1	SCUR1_70220.1
OG0004453	SBOV2_25030.1	SCUR1_25440.1
OG0004454	SBOV2_62240.3, SBOV2_62240.1, SBOV2_62240.2	SCUR1_62560.1
OG0004455	SBOV2_43530.1	SCUR1_44410.1, SCUR1_44410.2, SCUR1_44410.3
OG0004456	SBOV2_1270.2	SCUR1_1150.1
OG0004456	SBOV2_1270.3	SCUR1_1150.1
OG0004456	SBOV2_1270.4	SCUR1_1150.1
OG0004457	SBOV2_74130.1	SCUR1_74370.1
OG0004458	SBOV2_28340.1	SCUR1_39590.1
OG0004459	SBOV2_2320.1	SCUR1_2150.1, SCUR1_2150.2
OG0004460	SBOV2_60050.1, SBOV2_60050.2, SBOV2_60050.3	SCUR1_60330.1
OG0004461	SBOV2_70830.1, SBOV2_70830.2	SCUR1_70750.1
OG0004462	SBOV2_62720.1	SCUR1_63020.1
OG0004463	SBOV2_25500.1	SCUR1_25940.1
OG0004465	SBOV2_51390.1	SCUR1_54280.1
OG0004466	SBOV2_33300.1, SBOV2_33300.2	SCUR1_34530.1
OG0004467	SBOV2_36610.3, SBOV2_36610.2, SBOV2_36610.1	SCUR1_30970.1, SCUR1_30970.2
OG0004468	SBOV2_28570.2, SBOV2_28570.1	SCUR1_39370.1
OG0004469	SBOV2_10230.3, SBOV2_10230.2, SBOV2_10230.1	SCUR1_10430.1
OG0004470	SBOV2_45890.1, SBOV2_45890.2	SCUR1_46640.1
OG0004471	SBOV2_16820.1, SBOV2_16820.4, SBOV2_16820.2, SBOV2_16820.7, SBOV2_16820.3, SBOV2_16820.5, SBOV2_16820.6	SCUR1_17310.1
OG0004472	SBOV2_16830.1, SBOV2_16830.2	SCUR1_17320.1
OG0004473	SBOV2_47840.1	SCUR1_48530.1
OG0004474	SBOV2_9370.1	SCUR1_9460.1
OG0004476	SBOV2_91130.1, SBOV2_91130.2, SBOV2_91130.3	SCUR1_90720.2, SCUR1_90720.1, SCUR1_99190.1, SCUR1_99190.2
OG0004477	SBOV2_35740.1	SCUR1_31910.1
OG0004478	SBOV2_59830.1, SBOV2_59830.2, SBOV2_59830.3, SBOV2_59830.4	SCUR1_60100.1
OG0004479	SBOV2_16660.1	SCUR1_17150.1
OG0004480	SBOV2_12060.1	SCUR1_12350.1, SCUR1_12350.2
OG0004481	SBOV2_24100.1	SCUR1_24620.1, SCUR1_24620.2
OG0004482	SBOV2_53480.1	SCUR1_52050.2, SCUR1_52050.1, SCUR1_52050.3
OG0004483	SBOV2_46530.1	SCUR1_47260.1, SCUR1_47260.2, SCUR1_47260.3
OG0004484	SBOV2_53790.1, SBOV2_53790.2	SCUR1_51700.1
OG0004485	SBOV2_12670.1	SCUR1_13000.1
OG0004486	SBOV2_86780.1, SBOV2_86780.2, SBOV2_86780.3	SCUR1_86140.1
OG0004487	SBOV2_22800.1	SCUR1_23200.1
OG0004487	SBOV2_22810.1	SCUR1_23210.1
OG0004488	SBOV2_65850.1, SBOV2_65850.2, SBOV2_65850.3	SCUR1_65930.1
OG0004489	SBOV2_62480.1	SCUR1_62740.1
OG0004490	SBOV2_68700.1	SCUR1_68580.1
OG0004491	SBOV2_73550.1	SCUR1_73690.1
OG0004492	SBOV2_12740.1	SCUR1_13070.1
OG0004493	SBOV2_18310.1	SCUR1_18870.1
OG0004494	SBOV2_58830.1	SCUR1_59170.1
OG0004495	SBOV2_89910.1	SCUR1_89540.1
OG0004496	SBOV2_51240.2	SCUR1_54420.2, SCUR1_54420.3
OG0004496	SBOV2_51240.1	SCUR1_54420.1
OG0004497	SBOV2_92810.6, SBOV2_92810.2	SCUR1_92540.1
OG0004497	SBOV2_92810.4	SCUR1_92540.3, SCUR1_92540.4
OG0004498	SBOV2_94800.1, SBOV2_94800.2, SBOV2_94800.3	SCUR1_94380.1
OG0004499	SBOV2_55140.1	SCUR1_55950.1
OG0004500	SBOV2_68240.1	SCUR1_68130.1
OG0004501	SBOV2_76750.1	SCUR1_77120.2, SCUR1_77120.1
OG0004502	SBOV2_46850.1	SCUR1_47610.1
OG0004503	SBOV2_88030.1	SCUR1_88870.1, SCUR1_88870.2, SCUR1_88870.3
OG0004504	SBOV2_14900.1	SCUR1_15330.1
OG0004505	SBOV2_10460.1, SBOV2_10460.2, SBOV2_10460.3	SCUR1_10680.1
OG0004506	SBOV2_19560.1	SCUR1_21060.1
OG0004507	SBOV2_51660.1, SBOV2_51660.2, SBOV2_51660.3, SBOV2_51660.4	SCUR1_53980.1, SCUR1_53980.2
OG0004508	SBOV2_50740.1, SBOV2_50730.1	SCUR1_54870.1
OG0004509	SBOV2_32200.1	SCUR1_35570.1
OG0004510	SBOV2_7590.1	SCUR1_7710.1
OG0004511	SBOV2_72760.1	SCUR1_72760.1
OG0004511	SBOV2_72760.2	SCUR1_72760.1
OG0004512	SBOV2_94450.2, SBOV2_94450.3	SCUR1_94080.1
OG0004513	SBOV2_10000.1	SCUR1_10190.1
OG0004515	SBOV2_52020.1	SCUR1_53580.1, SCUR1_53580.2
OG0004516	SBOV2_16200.1, SBOV2_16200.2, SBOV2_16200.3, SBOV2_16200.4	SCUR1_16680.5, SCUR1_16680.1, SCUR1_16680.4, SCUR1_16680.2, SCUR1_16680.3
OG0004517	SBOV2_65920.1, SBOV2_65920.2, SBOV2_65920.3	SCUR1_66000.1, SCUR1_66000.2
OG0004518	SBOV2_3310.1	SCUR1_3230.1
OG0004519	SBOV2_56830.1, SBOV2_56830.2, SBOV2_56830.3	SCUR1_57420.1, SCUR1_57420.2
OG0004520	SBOV2_66270.1, SBOV2_66270.2, SBOV2_66270.3, SBOV2_66270.4	SCUR1_66340.2, SCUR1_66340.3, SCUR1_66340.1
OG0004521	SBOV2_11330.1	SCUR1_11540.1, SCUR1_11540.2
OG0004522	SBOV2_14820.1	SCUR1_15220.1
OG0004523	SBOV2_80580.1	SCUR1_80690.1
OG0004524	SBOV2_20950.1	SCUR1_19650.2, SCUR1_19650.3, SCUR1_19650.1
OG0004525	SBOV2_43010.1	SCUR1_43910.1, SCUR1_43910.3, SCUR1_43910.4, SCUR1_43910.2
OG0004526	SBOV2_46140.1, SBOV2_46140.2	SCUR1_46880.1
OG0004527	SBOV2_78660.1, SBOV2_78660.2	SCUR1_79000.1
OG0004528	SBOV2_23660.1	SCUR1_24150.1, SCUR1_24150.2
OG0004529	SBOV2_47480.1	SCUR1_48180.2, SCUR1_48180.4, SCUR1_48180.5, SCUR1_48180.3, SCUR1_48180.1
OG0004530	SBOV2_3060.1, SBOV2_3060.2, SBOV2_3060.3, SBOV2_3060.4	SCUR1_2960.1
OG0004531	SBOV2_75740.1	SCUR1_76070.1, SCUR1_76070.3
OG0004532	SBOV2_72630.1	SCUR1_72620.1
OG0004532	SBOV2_72630.2	SCUR1_72620.1
OG0004534	SBOV2_31760.1	SCUR1_36020.1
OG0004536	SBOV2_36720.1	SCUR1_30840.1
OG0004537	SBOV2_16050.1	SCUR1_16510.1
OG0004537	SBOV2_16050.2	SCUR1_16510.1
OG0004538	SBOV2_67830.3, SBOV2_67830.1, SBOV2_67830.2, SBOV2_67830.4	SCUR1_67960.1
OG0004539	SBOV2_7550.1	SCUR1_7750.1
OG0004540	SBOV2_24620.1	SCUR1_25090.1
OG0004541	SBOV2_79460.1	SCUR1_79770.1
OG0004541	SBOV2_79460.1	SCUR1_79770.2
OG0004541	SBOV2_79460.2	SCUR1_79770.1
OG0004541	SBOV2_79460.2	SCUR1_79770.2
OG0004542	SBOV2_3360.1	SCUR1_3310.1
OG0004544	SBOV2_68120.1	SCUR1_68020.1
OG0004545	SBOV2_88620.1, SBOV2_88620.2	SCUR1_88290.1, SCUR1_88290.2
OG0004546	SBOV2_76600.3, SBOV2_76600.4, SBOV2_76600.5, SBOV2_76600.6, SBOV2_76600.2	SCUR1_76960.1
OG0004547	SBOV2_72140.1, SBOV2_72140.2	SCUR1_97120.2, SCUR1_97120.1, SCUR1_97120.3, SCUR1_97120.4
OG0004548	SBOV2_28940.2	SCUR1_38960.1
OG0004549	SBOV2_11320.1	SCUR1_11530.1
OG0004550	SBOV2_70250.1	SCUR1_70160.1, SCUR1_70160.3, SCUR1_70160.4, SCUR1_70160.2, SCUR1_70160.5
OG0004551	SBOV2_43500.1	SCUR1_99510.1, SCUR1_99510.2, SCUR1_99510.3
OG0004551	SBOV2_43490.1	SCUR1_99500.1
OG0004552	SBOV2_3750.1	SCUR1_3670.1
OG0004553	SBOV2_41670.1	SCUR1_42640.1
OG0004555	SBOV2_2280.1, SBOV2_2280.2	SCUR1_2110.1, SCUR1_2110.3, SCUR1_2110.2
OG0004557	SBOV2_7140.1, SBOV2_7130.1	SCUR1_8210.1, SCUR1_8210.2, SCUR1_8210.3
OG0004559	SBOV2_23670.2, SBOV2_23670.3, SBOV2_23670.4, SBOV2_23670.1	SCUR1_24160.1
OG0004560	SBOV2_73430.1	SCUR1_73550.1
OG0004561	SBOV2_60550.1, SBOV2_60550.4, SBOV2_60550.5	SCUR1_60900.1
OG0004562	SBOV2_19810.1	SCUR1_20850.1
OG0004563	SBOV2_73620.1	SCUR1_73770.1
OG0004564	SBOV2_90720.1, SBOV2_90720.2	SCUR1_90370.1
OG0004565	SBOV2_84640.1	SCUR1_84330.1
OG0004566	SBOV2_26210.2	SCUR1_41800.1
OG0004567	SBOV2_36350.1	SCUR1_31250.1
OG0004568	SBOV2_39230.1	SCUR1_28450.1
OG0004569	SBOV2_14160.1, SBOV2_14160.2, SBOV2_14160.3	SCUR1_14520.1
OG0004570	SBOV2_48000.3, SBOV2_48000.4, SBOV2_48000.2, SBOV2_48000.1	SCUR1_48680.1
OG0004571	SBOV2_51880.2, SBOV2_51880.3, SBOV2_51880.1	SCUR1_53760.1
OG0004572	SBOV2_81220.1	SCUR1_80090.1, SCUR1_80090.2
OG0004573	SBOV2_74240.1	SCUR1_74470.1
OG0004573	SBOV2_74240.2	SCUR1_74470.1
OG0004574	SBOV2_21400.1	SCUR1_21960.1
OG0004575	SBOV2_43890.1	SCUR1_44800.1
OG0004576	SBOV2_22740.1	SCUR1_23130.1
OG0004577	SBOV2_75910.1, SBOV2_75910.2	SCUR1_76260.3, SCUR1_76260.1, SCUR1_76260.2
OG0004578	SBOV2_20700.1	SCUR1_19870.4, SCUR1_19870.1, SCUR1_19870.2, SCUR1_19870.3
OG0004579	SBOV2_65570.1	SCUR1_97200.2, SCUR1_97200.3, SCUR1_97200.1
OG0004580	SBOV2_33060.3, SBOV2_33060.1	SCUR1_34790.1
OG0004581	SBOV2_43650.1, SBOV2_43650.2	SCUR1_44530.1
OG0004582	SBOV2_59960.1	SCUR1_60250.1
OG0004583	SBOV2_34420.1	SCUR1_33310.1
OG0004584	SBOV2_74800.1	SCUR1_75110.1
OG0004585	SBOV2_21660.1, SBOV2_21660.2	SCUR1_22200.1
OG0004586	SBOV2_17920.1	SCUR1_18480.1
OG0004587	SBOV2_72100.1, SBOV2_72100.2	SCUR1_72110.1
OG0004588	SBOV2_75590.1	SCUR1_75930.1
OG0004588	SBOV2_75590.2	SCUR1_75930.1
OG0004588	SBOV2_75590.3	SCUR1_75930.1
OG0004588	SBOV2_75590.5	SCUR1_75930.1
OG0004589	SBOV2_1420.1	SCUR1_1320.1
OG0004590	SBOV2_92760.1	SCUR1_92490.2, SCUR1_92490.1, SCUR1_92490.3
OG0004591	SBOV2_10920.1	SCUR1_11140.1, SCUR1_11140.2
OG0004592	SBOV2_84350.1	SCUR1_84110.1
OG0004593	SBOV2_40090.1	SCUR1_27510.1, SCUR1_27510.2, SCUR1_27510.3
OG0004594	SBOV2_75020.1, SBOV2_75020.2	SCUR1_75360.1
OG0004595	SBOV2_20290.1	SCUR1_20340.1
OG0004596	SBOV2_62380.1	SCUR1_62620.1
OG0004597	SBOV2_49610.1	SCUR1_50290.1
OG0004598	SBOV2_34820.1	SCUR1_32900.1
OG0004598	SBOV2_34820.2	SCUR1_32900.2
OG0004599	SBOV2_11380.1	SCUR1_11580.1, SCUR1_11580.2
OG0004600	SBOV2_43200.1	SCUR1_44140.1
OG0004601	SBOV2_2800.2, SBOV2_2800.1	SCUR1_2660.1
OG0004601	SBOV2_2800.3	SCUR1_2650.1
OG0004602	SBOV2_26250.1	SCUR1_41760.1
OG0004603	SBOV2_46050.1	SCUR1_46780.1, SCUR1_46780.2
OG0004604	SBOV2_96390.1, SBOV2_96390.2	SCUR1_22010.1
OG0004605	SBOV2_38550.1	SCUR1_29120.1
OG0004606	SBOV2_8860.1, SBOV2_8850.1	SCUR1_8900.1
OG0004608	SBOV2_12470.1	SCUR1_12790.1
OG0004609	SBOV2_40770.1	SCUR1_26820.1
OG0004610	SBOV2_69580.1	SCUR1_69430.1
OG0004610	SBOV2_69580.1	SCUR1_69430.2
OG0004610	SBOV2_69580.1	SCUR1_69430.3
OG0004611	SBOV2_61650.1, SBOV2_61650.2, SBOV2_61650.3	SCUR1_61980.1
OG0004612	SBOV2_68570.1	SCUR1_68490.1
OG0004613	SBOV2_90850.1	SCUR1_90530.1, SCUR1_99380.1
OG0004614	SBOV2_77960.2	SCUR1_78350.2
OG0004615	SBOV2_1410.1, SBOV2_1410.2, SBOV2_1410.3	SCUR1_1310.1
OG0004616	SBOV2_47640.1	SCUR1_48360.1, SCUR1_48360.2, SCUR1_48360.3
OG0004617	SBOV2_81680.1, SBOV2_81680.2	SCUR1_81660.1
OG0004618	SBOV2_6500.1	SCUR1_6510.1
OG0004619	SBOV2_42020.1	SCUR1_42990.1, SCUR1_42990.2
OG0004620	SBOV2_39530.1, SBOV2_39530.2	SCUR1_28130.1
OG0004621	SBOV2_95730.1	SCUR1_94930.1
OG0004622	SBOV2_75060.1	SCUR1_75400.1
OG0004623	SBOV2_29200.1	SCUR1_38720.1
OG0004624	SBOV2_25740.1	SCUR1_42300.1
OG0004625	SBOV2_66630.1	SCUR1_66670.1, SCUR1_66670.2
OG0004626	SBOV2_88090.1	SCUR1_97430.4, SCUR1_97430.2, SCUR1_97430.1, SCUR1_97430.3
OG0004627	SBOV2_27050.1	SCUR1_40920.1
OG0004628	SBOV2_32450.1	SCUR1_35350.1
OG0004629	SBOV2_88280.1, SBOV2_88280.2, SBOV2_88280.3, SBOV2_88280.4	SCUR1_88640.1, SCUR1_88640.2
OG0004630	SBOV2_92320.1, SBOV2_92320.2	SCUR1_92030.1
OG0004631	SBOV2_62880.1, SBOV2_62880.2, SBOV2_62880.3, SBOV2_62880.4, SBOV2_62880.5	SCUR1_63210.1, SCUR1_63210.3, SCUR1_63210.4, SCUR1_63210.2
OG0004632	SBOV2_65270.1, SBOV2_65230.1	SCUR1_65460.1
OG0004633	SBOV2_15120.1	SCUR1_15540.1
OG0004634	SBOV2_89190.1	SCUR1_87650.1
OG0004635	SBOV2_47020.1	SCUR1_47780.1, SCUR1_47780.2
OG0004636	SBOV2_12940.1, SBOV2_12940.2	SCUR1_13300.1, SCUR1_13300.5, SCUR1_13300.3, SCUR1_13300.2, SCUR1_13300.4
