Orthogroup	schistosoma_bovis	schistosoma_rodhaini
OG0004589	SBOV2_1420.1	SRDH2_1460.1, SRDH2_1460.2
OG0004590	SBOV2_92760.1	SRDH2_97130.1
OG0004591	SBOV2_10920.1	SRDH2_11510.2, SRDH2_11510.1
OG0004592	SBOV2_84350.1	SRDH2_87900.1
OG0004593	SBOV2_40090.1	SRDH2_27900.2, SRDH2_27900.3, SRDH2_27900.1
OG0004594	SBOV2_75020.1, SBOV2_75020.2	SRDH2_77780.1
OG0004595	SBOV2_20290.1	SRDH2_21270.3, SRDH2_21270.1, SRDH2_21270.2
OG0004596	SBOV2_62380.1	SRDH2_64310.1
OG0004597	SBOV2_49610.1	SRDH2_51030.1
OG0004598	SBOV2_34820.1, SBOV2_34820.2	SRDH2_34770.2, SRDH2_34770.1
OG0004599	SBOV2_11380.1	SRDH2_11950.2, SRDH2_11950.3, SRDH2_11950.1
OG0004600	SBOV2_43200.1	SRDH2_44230.1
OG0004601	SBOV2_2800.2, SBOV2_2800.1, SBOV2_2800.3	SRDH2_2810.1, SRDH2_2810.2
OG0004602	SBOV2_26250.1	SRDH2_41900.2, SRDH2_41900.1, SRDH2_41900.3, SRDH2_41900.4
OG0004603	SBOV2_46050.1	SRDH2_47460.1
OG0004604	SBOV2_96390.1, SBOV2_96390.2	SRDH2_22720.1, SRDH2_22720.2
OG0004605	SBOV2_38550.1	SRDH2_29430.1
OG0004608	SBOV2_12470.1	SRDH2_14660.1
OG0004609	SBOV2_40770.1	SRDH2_27180.1
OG0004610	SBOV2_69580.1	SRDH2_72250.1, SRDH2_72250.2, SRDH2_72250.3
OG0004611	SBOV2_61650.1, SBOV2_61650.2, SBOV2_61650.3	SRDH2_63690.1, SRDH2_63690.2
OG0004612	SBOV2_68570.1	SRDH2_70930.1
OG0004613	SBOV2_90850.1	SRDH2_94820.1
OG0004614	SBOV2_77960.2, SBOV2_77960.1	SRDH2_80840.1, SRDH2_80840.2
OG0004615	SBOV2_1410.1, SBOV2_1410.2, SBOV2_1410.3	SRDH2_1450.1, SRDH2_1450.2, SRDH2_1450.3
OG0004616	SBOV2_47640.1	SRDH2_49020.1, SRDH2_49020.2, SRDH2_49020.3, SRDH2_49020.4
OG0004617	SBOV2_81680.1, SBOV2_81680.2	SRDH2_84750.1, SRDH2_84750.2
OG0004618	SBOV2_6500.1	SRDH2_6640.1, SRDH2_6640.2, SRDH2_6640.3
OG0004619	SBOV2_42020.1	SRDH2_43130.1
OG0004620	SBOV2_39530.1, SBOV2_39530.2	SRDH2_28450.1
OG0004621	SBOV2_95730.1	SRDH2_99800.1
OG0004622	SBOV2_75060.1	SRDH2_77830.1
OG0004623	SBOV2_29200.1	SRDH2_38670.1
OG0004623	SBOV2_29200.1	SRDH2_38670.2
OG0004624	SBOV2_25740.1	SRDH2_42460.1, SRDH2_42460.2
OG0004625	SBOV2_66630.1	SRDH2_69080.1
OG0004626	SBOV2_88090.1	SRDH2_92630.1, SRDH2_92630.2
OG0004627	SBOV2_27050.1	SRDH2_41010.1
OG0004628	SBOV2_32450.1	SRDH2_32800.1
OG0004629	SBOV2_88280.1, SBOV2_88280.2, SBOV2_88280.3, SBOV2_88280.4	SRDH2_92840.1, SRDH2_92840.2
OG0004630	SBOV2_92320.1, SBOV2_92320.2	SRDH2_96680.1
OG0004631	SBOV2_62880.1, SBOV2_62880.2, SBOV2_62880.3, SBOV2_62880.4, SBOV2_62880.5	SRDH2_64910.1
OG0004632	SBOV2_65270.1, SBOV2_65230.1	SRDH2_66240.1, SRDH2_66240.2, SRDH2_66240.3, SRDH2_66240.4, SRDH2_66240.5, SRDH2_66240.6
OG0004633	SBOV2_15120.1	SRDH2_16020.1
OG0004634	SBOV2_89190.1	SRDH2_91800.1
OG0004635	SBOV2_47020.1	SRDH2_48460.4, SRDH2_48460.1, SRDH2_48460.2, SRDH2_48460.3, SRDH2_48460.5
OG0004636	SBOV2_12940.1, SBOV2_12940.2	SRDH2_15190.1, SRDH2_15190.2, SRDH2_15190.3
OG0004637	SBOV2_80860.1	SRDH2_83910.1, SRDH2_83910.2
OG0004638	SBOV2_10160.1, SBOV2_10160.2, SBOV2_10160.3	SRDH2_10670.1, SRDH2_10670.2, SRDH2_10720.1
OG0004639	SBOV2_84110.1	SRDH2_88140.2, SRDH2_88140.1
OG0004640	SBOV2_40540.1, SBOV2_40560.1	SRDH2_27400.1
OG0004641	SBOV2_54430.1	SRDH2_52070.1
OG0004642	SBOV2_46030.1	SRDH2_47440.3, SRDH2_47440.2, SRDH2_47440.4, SRDH2_47440.1
OG0004643	SBOV2_10140.1	SRDH2_10710.2, SRDH2_10710.1
OG0004644	SBOV2_64440.5, SBOV2_64440.4, SBOV2_64440.2, SBOV2_64440.3	SRDH2_67250.1, SRDH2_67250.2, SRDH2_67250.3
OG0004645	SBOV2_87280.1	SRDH2_90960.1
OG0004646	SBOV2_74210.1	SRDH2_76980.2
OG0004647	SBOV2_12410.1, SBOV2_12410.2	SRDH2_14600.2, SRDH2_14600.1, SRDH2_14600.3
OG0004648	SBOV2_54640.1	SRDH2_51880.2, SRDH2_51880.1, SRDH2_51880.3
OG0004649	SBOV2_33600.1	SRDH2_36010.2, SRDH2_36010.3, SRDH2_36010.1
OG0004650	SBOV2_23540.1	SRDH2_24430.1
OG0004651	SBOV2_11230.1	SRDH2_12090.1
OG0004652	SBOV2_56630.1	SRDH2_83090.1, SRDH2_101800.1, SRDH2_101710.1, SRDH2_101790.1
OG0004653	SBOV2_89470.1	SRDH2_91490.1
OG0004654	SBOV2_78310.1	SRDH2_81220.1
OG0004655	SBOV2_20180.1	SRDH2_21160.1
OG0004656	SBOV2_91850.1	SRDH2_96110.1
OG0004658	SBOV2_8000.1	SRDH2_7560.1
OG0004659	SBOV2_16720.1	SRDH2_17660.1, SRDH2_17660.2
OG0004660	SBOV2_10580.1	SRDH2_11150.1
OG0004661	SBOV2_7370.1	SRDH2_8230.1
OG0004662	SBOV2_26850.1, SBOV2_26840.1	SRDH2_41260.1
OG0004663	SBOV2_89270.2, SBOV2_89270.3, SBOV2_89270.1	SRDH2_91740.1
OG0004664	SBOV2_52460.1	SRDH2_52920.3
OG0004665	SBOV2_71430.1	SRDH2_73530.1, SRDH2_73530.2
OG0004668	SBOV2_55420.1, SBOV2_55410.1, SBOV2_55410.2	SRDH2_57110.1, SRDH2_57110.2
OG0004669	SBOV2_4140.4, SBOV2_4140.5, SBOV2_4140.3, SBOV2_4140.1, SBOV2_4140.2	SRDH2_4180.1
OG0004670	SBOV2_88710.1, SBOV2_88700.1, SBOV2_88700.2	SRDH2_93290.1, SRDH2_93300.1
OG0004672	SBOV2_45820.1	SRDH2_47290.1, SRDH2_47290.3, SRDH2_47290.2
OG0004673	SBOV2_26150.1, SBOV2_26150.2, SBOV2_26150.3	SRDH2_42010.4, SRDH2_42010.5, SRDH2_42010.3, SRDH2_42010.2, SRDH2_42010.1
OG0004674	SBOV2_36340.1	SRDH2_31610.1, SRDH2_31610.2, SRDH2_31610.3, SRDH2_31610.4, SRDH2_31610.5
OG0004675	SBOV2_37020.1	SRDH2_30950.1, SRDH2_30950.2, SRDH2_30950.3, SRDH2_30950.4, SRDH2_30950.5, SRDH2_30950.6, SRDH2_30950.7, SRDH2_30950.8, SRDH2_30950.9
OG0004676	SBOV2_30800.1, SBOV2_30800.2, SBOV2_30800.3, SBOV2_30800.4	SRDH2_34470.1
OG0004677	SBOV2_43810.1, SBOV2_43810.2, SBOV2_43810.3, SBOV2_43810.4	SRDH2_44800.1
OG0004678	SBOV2_16690.1, SBOV2_16690.2, SBOV2_16690.3	SRDH2_17630.1
OG0004679	SBOV2_19470.1	SRDH2_100210.1, SRDH2_20490.1
OG0004680	SBOV2_80210.1	SRDH2_83240.12, SRDH2_83240.11, SRDH2_83240.10, SRDH2_83240.2, SRDH2_83240.4, SRDH2_83240.1, SRDH2_83240.3, SRDH2_83240.6, SRDH2_83240.8, SRDH2_83240.7, SRDH2_83240.5, SRDH2_83240.9
OG0004681	SBOV2_90240.1, SBOV2_90200.1, SBOV2_90210.1	SRDH2_94020.1, SRDH2_94010.1, SRDH2_94040.1
OG0004687	SBOV2_45470.1	SRDH2_47020.1, SRDH2_47020.6, SRDH2_47020.3, SRDH2_47020.4, SRDH2_47020.5, SRDH2_47020.2
OG0004688	SBOV2_94180.1, SBOV2_94180.2	SRDH2_98560.1
OG0004689	SBOV2_92260.1, SBOV2_92260.2	SRDH2_96620.1
OG0004690	SBOV2_94890.1	SRDH2_99270.1
OG0004691	SBOV2_92420.1	SRDH2_96760.1
OG0004692	SBOV2_12870.1	SRDH2_15120.1
OG0004693	SBOV2_88240.1, SBOV2_88240.4, SBOV2_88240.2, SBOV2_88240.3	SRDH2_92790.1
OG0004694	SBOV2_11620.1	SRDH2_13690.1
OG0004695	SBOV2_54320.1	SRDH2_52190.1
OG0004696	SBOV2_79540.1	SRDH2_82500.3, SRDH2_82500.1, SRDH2_82500.4, SRDH2_82500.2, SRDH2_82500.5, SRDH2_82500.6
OG0004697	SBOV2_75390.1, SBOV2_75390.2	SRDH2_78190.3, SRDH2_78190.4, SRDH2_78190.1, SRDH2_78190.2
OG0004698	SBOV2_38000.1, SBOV2_38000.2	SRDH2_29970.1
OG0004699	SBOV2_78780.1, SBOV2_78780.2, SBOV2_78780.3, SBOV2_78780.4	SRDH2_81650.1
OG0004700	SBOV2_91390.1	SRDH2_95520.1
OG0004701	SBOV2_38980.1	SRDH2_29010.6, SRDH2_29010.1, SRDH2_29010.5, SRDH2_29010.2, SRDH2_29010.4, SRDH2_29010.3
OG0004702	SBOV2_35220.2, SBOV2_35220.1, SBOV2_35220.3	SRDH2_38160.1
OG0004703	SBOV2_6190.1, SBOV2_6190.2, SBOV2_6190.3	SRDH2_6360.1, SRDH2_6350.2, SRDH2_6350.1, SRDH2_6350.3
OG0004704	SBOV2_72590.1, SBOV2_72590.2, SBOV2_72590.3, SBOV2_72590.4	SRDH2_75230.1
OG0004705	SBOV2_59350.1, SBOV2_59350.2, SBOV2_59350.3	SRDH2_61390.1
OG0004706	SBOV2_60280.1	SRDH2_62300.2, SRDH2_62300.1, SRDH2_62300.3, SRDH2_62300.5, SRDH2_62300.4
OG0004707	SBOV2_22690.1	SRDH2_23620.3, SRDH2_23620.4, SRDH2_23620.5, SRDH2_23680.1, SRDH2_23620.6
OG0004708	SBOV2_94990.1	SRDH2_99380.1, SRDH2_99380.2, SRDH2_99380.3
OG0004709	SBOV2_87460.1	SRDH2_91150.1
OG0004710	SBOV2_30020.2, SBOV2_30020.1	SRDH2_37320.2, SRDH2_37320.3, SRDH2_37320.1, SRDH2_37320.4
OG0004711	SBOV2_92710.1, SBOV2_92710.2, SBOV2_92710.3	SRDH2_97090.1, SRDH2_97090.2
OG0004712	SBOV2_61040.1	SRDH2_63020.1, SRDH2_63020.2
OG0004713	SBOV2_12400.1	SRDH2_14590.1
OG0004714	SBOV2_87540.1	SRDH2_91230.1
OG0004715	SBOV2_90400.1, SBOV2_90400.2	SRDH2_94190.1, SRDH2_94190.2
OG0004716	SBOV2_60240.1	SRDH2_62250.1
OG0004717	SBOV2_89600.2, SBOV2_89600.1	SRDH2_91330.3, SRDH2_91330.1, SRDH2_91330.2
OG0004718	SBOV2_32780.1	SRDH2_32500.1
OG0004719	SBOV2_76540.1	SRDH2_79430.1
OG0004720	SBOV2_67010.1	SRDH2_68660.1
OG0004721	SBOV2_67810.1	SRDH2_70130.1, SRDH2_70130.2, SRDH2_70130.3, SRDH2_70130.4
OG0004722	SBOV2_46560.1, SBOV2_46570.1	SRDH2_48010.1
OG0004723	SBOV2_44350.1, SBOV2_44350.2	SRDH2_45600.1
OG0004724	SBOV2_41680.2, SBOV2_41680.1	SRDH2_42800.1, SRDH2_42800.2, SRDH2_42800.3
OG0004725	SBOV2_94440.1	SRDH2_98830.1
OG0004726	SBOV2_69820.1, SBOV2_69820.2	SRDH2_71800.1
OG0004727	SBOV2_72550.1	SRDH2_75200.1
OG0004728	SBOV2_82140.1	SRDH2_85210.1
OG0004729	SBOV2_7380.1, SBOV2_7380.2	SRDH2_8220.1
OG0004730	SBOV2_87510.1	SRDH2_91200.1, SRDH2_91200.2, SRDH2_91200.3, SRDH2_91200.4
OG0004731	SBOV2_20550.1, SBOV2_20550.2	SRDH2_21520.1
OG0004732	SBOV2_8570.5, SBOV2_8570.1, SBOV2_8570.3, SBOV2_8570.4, SBOV2_8570.2, SBOV2_8570.6	SRDH2_8990.2, SRDH2_8990.1
OG0004733	SBOV2_67270.1	SRDH2_68400.1, SRDH2_68400.2
OG0004734	SBOV2_44520.1	SRDH2_45460.1
OG0004735	SBOV2_20100.1, SBOV2_20100.2	SRDH2_21090.1
OG0004736	SBOV2_72990.1	SRDH2_75650.1
OG0004737	SBOV2_6530.1	SRDH2_6670.1
OG0004738	SBOV2_3880.1	SRDH2_3920.1, SRDH2_3920.2
OG0004739	SBOV2_45410.1, SBOV2_45410.2	SRDH2_46960.1
OG0004740	SBOV2_49940.1	SRDH2_56720.1
OG0004741	SBOV2_77280.1	SRDH2_80170.1, SRDH2_80170.2
OG0004742	SBOV2_85850.1	SRDH2_89350.1
OG0004744	SBOV2_30710.1, SBOV2_30710.2, SBOV2_30710.3	SRDH2_37980.1
OG0004745	SBOV2_18680.2, SBOV2_18680.1	SRDH2_19670.1
OG0004746	SBOV2_52150.1, SBOV2_52150.2	SRDH2_54420.1, SRDH2_54420.3, SRDH2_54420.2
OG0004747	SBOV2_69790.1	SRDH2_71770.1, SRDH2_71770.2, SRDH2_71770.3
OG0004748	SBOV2_18700.1, SBOV2_18700.2	SRDH2_19680.1
OG0004749	SBOV2_93440.1	SRDH2_97780.1, SRDH2_97780.2
OG0004750	SBOV2_25190.1	SRDH2_26080.1
OG0004751	SBOV2_60190.1, SBOV2_60190.2	SRDH2_62200.3, SRDH2_62200.2, SRDH2_62200.1, SRDH2_62200.4
OG0004752	SBOV2_12090.1	SRDH2_14190.3, SRDH2_44380.1, SRDH2_14190.4, SRDH2_14190.1, SRDH2_14190.2, SRDH2_14190.5
OG0004753	SBOV2_7900.1	SRDH2_7650.1
OG0004754	SBOV2_56640.1, SBOV2_56640.2, SBOV2_56640.3	SRDH2_58440.1, SRDH2_58440.2
OG0004755	SBOV2_90490.1, SBOV2_90490.2	SRDH2_94290.1
OG0004756	SBOV2_61520.1	SRDH2_63530.1
OG0004757	SBOV2_94780.2, SBOV2_94780.1	SRDH2_99150.1
OG0004758	SBOV2_74390.1	SRDH2_77160.1
OG0004759	SBOV2_23400.1	SRDH2_24270.1
OG0004760	SBOV2_58250.1	SRDH2_60350.1
OG0004761	SBOV2_12630.1	SRDH2_14820.1
OG0004762	SBOV2_93710.1	SRDH2_98040.1
OG0004763	SBOV2_69430.1	SRDH2_72410.1
OG0004764	SBOV2_90880.2, SBOV2_90880.1	SRDH2_94850.1
OG0004765	SBOV2_34670.1	SRDH2_34920.2, SRDH2_34920.3, SRDH2_34920.1
OG0004766	SBOV2_60940.1	SRDH2_62920.1
OG0004767	SBOV2_27300.1	SRDH2_40740.1
OG0004768	SBOV2_3810.1	SRDH2_3860.1
OG0004769	SBOV2_31020.1	SRDH2_34270.1
OG0004770	SBOV2_63750.1	SRDH2_67910.1
OG0004771	SBOV2_48730.1, SBOV2_48730.3, SBOV2_48730.2	SRDH2_50140.1
OG0004772	SBOV2_92580.2, SBOV2_92580.1	SRDH2_96960.4, SRDH2_96960.1, SRDH2_96960.2, SRDH2_96960.3, SRDH2_96960.5
OG0004773	SBOV2_37290.1	SRDH2_30710.1, SRDH2_30710.2
OG0004774	SBOV2_72120.2, SBOV2_72120.1	SRDH2_72770.1, SRDH2_72770.2
OG0004775	SBOV2_41600.1, SBOV2_41600.2	SRDH2_42730.1
OG0004776	SBOV2_34290.1	SRDH2_35310.1
OG0004777	SBOV2_74050.2	SRDH2_76770.1
OG0004778	SBOV2_50360.1	SRDH2_56240.1
OG0004779	SBOV2_15290.1	SRDH2_16180.1
OG0004780	SBOV2_12070.1, SBOV2_12070.2	SRDH2_14160.2, SRDH2_14160.1
OG0004781	SBOV2_72200.1	SRDH2_72670.6, SRDH2_72670.9, SRDH2_72670.3, SRDH2_72670.4, SRDH2_72670.8, SRDH2_72670.5, SRDH2_72670.7, SRDH2_72670.2, SRDH2_72670.1
OG0004783	SBOV2_80340.1	SRDH2_83360.1, SRDH2_83360.2, SRDH2_83360.3
OG0004784	SBOV2_81500.1	SRDH2_84580.1
OG0004785	SBOV2_83270.1, SBOV2_83230.1	SRDH2_86560.1, SRDH2_86560.4, SRDH2_86560.2, SRDH2_86560.3
OG0004786	SBOV2_45940.3, SBOV2_45940.2, SBOV2_45940.4, SBOV2_45960.1, SBOV2_45940.1	SRDH2_47360.1, SRDH2_47380.1
OG0004787	SBOV2_50250.1, SBOV2_50250.2	SRDH2_56340.3, SRDH2_56340.4, SRDH2_56340.1, SRDH2_56340.2
OG0004788	SBOV2_89320.1	SRDH2_91670.1, SRDH2_91670.3, SRDH2_91670.2
OG0004789	SBOV2_61700.1	SRDH2_63740.1
OG0004790	SBOV2_19540.1	SRDH2_20540.1, SRDH2_20540.2, SRDH2_20540.3
OG0004791	SBOV2_12710.2, SBOV2_12710.1	SRDH2_14900.1
OG0004792	SBOV2_52420.1	SRDH2_52860.1
OG0004794	SBOV2_69980.1	SRDH2_72470.1
OG0004795	SBOV2_35510.1	SRDH2_36460.1
OG0004796	SBOV2_18320.1	SRDH2_19340.1, SRDH2_19340.2
OG0004797	SBOV2_94790.1, SBOV2_94790.2	SRDH2_99160.1
OG0004799	SBOV2_91540.1, SBOV2_91530.1	SRDH2_96350.1, SRDH2_96350.2, SRDH2_96350.3
OG0004800	SBOV2_18290.1	SRDH2_19310.2, SRDH2_19310.3, SRDH2_19310.5
OG0004801	SBOV2_23530.2, SBOV2_23530.1	SRDH2_24400.1
OG0004802	SBOV2_63430.2, SBOV2_63430.1	SRDH2_65520.1, SRDH2_65520.2
OG0004803	SBOV2_58650.1	SRDH2_60690.1, SRDH2_60690.2
OG0004804	SBOV2_15740.1	SRDH2_16630.1
OG0004805	SBOV2_3840.1, SBOV2_3840.2	SRDH2_3880.2, SRDH2_3880.1
OG0004806	SBOV2_53690.1	SRDH2_54160.1
OG0004807	SBOV2_50840.1	SRDH2_55790.1
OG0004808	SBOV2_75540.2, SBOV2_75540.1	SRDH2_78390.1
OG0004809	SBOV2_49660.1, SBOV2_49660.2	SRDH2_50990.1
OG0004810	SBOV2_93750.1	SRDH2_98090.1
OG0004811	SBOV2_27810.1	SRDH2_40140.1
OG0004812	SBOV2_34460.1	SRDH2_35110.1
OG0004813	SBOV2_87780.1, SBOV2_87780.2, SBOV2_87780.3	SRDH2_92360.1, SRDH2_92360.2
OG0004814	SBOV2_5720.1	SRDH2_5790.1
OG0004814	SBOV2_95840.1	SRDH2_102340.1, SRDH2_102340.2
OG0004815	SBOV2_59110.1	SRDH2_61160.1, SRDH2_61160.4, SRDH2_61160.5, SRDH2_61160.6, SRDH2_61160.7, SRDH2_61160.8, SRDH2_61160.2, SRDH2_61160.3
OG0004816	SBOV2_75550.1, SBOV2_75550.2	SRDH2_78400.1, SRDH2_78400.2
OG0004817	SBOV2_80600.1, SBOV2_80600.3, SBOV2_80600.2	SRDH2_83560.1, SRDH2_83560.2, SRDH2_83560.3
OG0004818	SBOV2_91970.1	SRDH2_95980.1
OG0004819	SBOV2_77420.1, SBOV2_77430.1	SRDH2_80310.1
OG0004820	SBOV2_33940.1, SBOV2_33940.2, SBOV2_33940.3	SRDH2_35610.1
OG0004822	SBOV2_23210.1	SRDH2_24060.1
OG0004823	SBOV2_57520.4, SBOV2_57520.3, SBOV2_57520.2, SBOV2_57520.1	SRDH2_59700.1
OG0004824	SBOV2_72460.1	SRDH2_75120.1
OG0004825	SBOV2_59570.1	SRDH2_61590.1
OG0004826	SBOV2_80140.1	SRDH2_83180.1, SRDH2_83180.2, SRDH2_83180.3, SRDH2_83180.4
OG0004827	SBOV2_86060.1, SBOV2_86060.4, SBOV2_86060.2, SBOV2_86060.3	SRDH2_89380.1
OG0004828	SBOV2_23550.1	SRDH2_24450.1
OG0004829	SBOV2_29540.1	SRDH2_32000.1, SRDH2_32000.4, SRDH2_32000.2, SRDH2_32000.3
OG0004830	SBOV2_65680.1	SRDH2_66590.1
OG0004831	SBOV2_39450.1	SRDH2_28520.1
OG0004832	SBOV2_31150.1	SRDH2_34100.3, SRDH2_34100.1, SRDH2_34100.2
OG0004833	SBOV2_30910.1, SBOV2_30910.2, SBOV2_30910.3	SRDH2_34390.1
OG0004834	SBOV2_35780.1	SRDH2_36680.3, SRDH2_36680.1, SRDH2_36680.2
OG0004835	SBOV2_24610.1	SRDH2_25460.1, SRDH2_25460.2
OG0004836	SBOV2_84760.1	SRDH2_88400.1
OG0004837	SBOV2_13900.1, SBOV2_13900.2, SBOV2_13900.3	SRDH2_11770.1
OG0004838	SBOV2_73940.2, SBOV2_73940.1	SRDH2_76650.1
OG0004839	SBOV2_230.1, SBOV2_230.2	SRDH2_290.1, SRDH2_290.3, SRDH2_290.2
OG0004840	SBOV2_54130.1, SBOV2_54130.3, SBOV2_54130.2	SRDH2_52380.1, SRDH2_52380.2, SRDH2_52380.3
OG0004841	SBOV2_64950.1	SRDH2_65920.1, SRDH2_65920.2
OG0004842	SBOV2_71870.1	SRDH2_73000.1
OG0004843	SBOV2_30120.1	SRDH2_37410.1
OG0004843	SBOV2_30140.1	SRDH2_37410.1
OG0004843	SBOV2_30140.2	SRDH2_37410.1
OG0004844	SBOV2_2000.1	SRDH2_2000.1, SRDH2_2000.2, SRDH2_2000.3
OG0004845	SBOV2_2010.1	SRDH2_2010.1
OG0004846	SBOV2_78090.1, SBOV2_78090.3, SBOV2_78090.2	SRDH2_81000.1
OG0004847	SBOV2_69120.1, SBOV2_69120.2	SRDH2_71590.4, SRDH2_71590.1, SRDH2_71590.2, SRDH2_71590.3
OG0004848	SBOV2_13470.1, SBOV2_13470.2, SBOV2_13470.3	SRDH2_12850.1
OG0004849	SBOV2_45030.1	SRDH2_46440.1
OG0004850	SBOV2_63730.1	SRDH2_67890.1
OG0004851	SBOV2_18750.1, SBOV2_18750.3, SBOV2_18750.2	SRDH2_19730.2, SRDH2_19730.3, SRDH2_19730.1, SRDH2_19730.4
OG0004852	SBOV2_53040.1, SBOV2_53040.3, SBOV2_53040.4, SBOV2_53040.2, SBOV2_53040.5	SRDH2_53510.3, SRDH2_53510.1, SRDH2_53510.2, SRDH2_53510.4, SRDH2_53510.5
OG0004853	SBOV2_24450.1	SRDH2_25330.2, SRDH2_25330.1
OG0004854	SBOV2_90550.1, SBOV2_90550.2, SBOV2_90550.3	SRDH2_94340.1, SRDH2_94340.2, SRDH2_94340.3
OG0004855	SBOV2_34760.1	SRDH2_34840.1, SRDH2_34840.2, SRDH2_34840.3
OG0004856	SBOV2_77770.1	SRDH2_80620.1
OG0004857	SBOV2_45440.1	SRDH2_46990.4, SRDH2_46990.3, SRDH2_46990.2, SRDH2_46990.1
OG0004858	SBOV2_78680.1	SRDH2_81560.1
OG0004859	SBOV2_66350.1	SRDH2_69390.2, SRDH2_69390.1, SRDH2_69390.3, SRDH2_69390.4
OG0004860	SBOV2_96580.2, SBOV2_96580.1	SRDH2_48650.3, SRDH2_48650.1, SRDH2_48650.2
OG0004862	SBOV2_49850.1, SBOV2_49850.2	SRDH2_51530.1, SRDH2_51530.2
OG0004863	SBOV2_93030.4, SBOV2_93030.1, SBOV2_93030.3, SBOV2_93030.2	SRDH2_97370.1
OG0004864	SBOV2_33610.1	SRDH2_35990.3, SRDH2_35990.2, SRDH2_35990.1, SRDH2_35990.4
OG0004865	SBOV2_23510.3, SBOV2_23510.2, SBOV2_23510.1	SRDH2_24380.1
OG0004866	SBOV2_65310.1, SBOV2_65310.2, SBOV2_65310.4, SBOV2_65310.3, SBOV2_65320.1	SRDH2_66260.1
OG0004867	SBOV2_59220.1	SRDH2_61270.3, SRDH2_61270.4, SRDH2_61270.5, SRDH2_61270.1, SRDH2_61270.2
OG0004868	SBOV2_5940.1, SBOV2_5940.2	SRDH2_6060.1
OG0004869	SBOV2_16760.1	SRDH2_17700.1
OG0004870	SBOV2_80260.1, SBOV2_80270.1	SRDH2_83290.1
OG0004871	SBOV2_8310.1	SRDH2_8680.2, SRDH2_8680.1
OG0004872	SBOV2_20850.1, SBOV2_20850.2	SRDH2_22820.1
OG0004873	SBOV2_26170.1	SRDH2_41990.2
OG0004874	SBOV2_3210.1, SBOV2_3210.2, SBOV2_3210.3, SBOV2_3210.4	SRDH2_3260.1
OG0004875	SBOV2_3070.1	SRDH2_3110.2, SRDH2_3110.1, SRDH2_3110.3
OG0004876	SBOV2_50450.1	SRDH2_56150.1
OG0004877	SBOV2_81210.1	SRDH2_84270.1
OG0004878	SBOV2_69270.2, SBOV2_69270.3, SBOV2_69270.1	SRDH2_71470.2, SRDH2_71470.1, SRDH2_71470.3
OG0004879	SBOV2_59580.1	SRDH2_61600.3, SRDH2_61600.1, SRDH2_61600.2
OG0004880	SBOV2_16190.1	SRDH2_17130.1, SRDH2_17130.2
OG0004881	SBOV2_13610.2, SBOV2_13610.1	SRDH2_13060.1
OG0004882	SBOV2_2290.1	SRDH2_2320.1, SRDH2_2320.2, SRDH2_2320.3
OG0004883	SBOV2_9290.1	SRDH2_9760.1, SRDH2_9760.2, SRDH2_9760.3, SRDH2_9760.4
OG0004884	SBOV2_81610.1, SBOV2_81610.2	SRDH2_84700.1, SRDH2_84700.2
OG0004885	SBOV2_900.1	SRDH2_830.1
OG0004886	SBOV2_6010.1	SRDH2_6140.1
OG0004887	SBOV2_53100.1	SRDH2_53560.3, SRDH2_53560.2, SRDH2_53560.1
OG0004888	SBOV2_80250.1	SRDH2_83280.1
OG0004889	SBOV2_56070.1	SRDH2_58220.1
OG0004890	SBOV2_89240.1	SRDH2_91770.1
OG0004891	SBOV2_36750.1	SRDH2_31190.1, SRDH2_31190.2
OG0004892	SBOV2_72050.1, SBOV2_72050.2, SBOV2_72050.3, SBOV2_72050.4	SRDH2_72830.1, SRDH2_72830.3, SRDH2_72830.2
OG0004893	SBOV2_18870.1, SBOV2_18870.2	SRDH2_19850.1
OG0004894	SBOV2_56040.1	SRDH2_58190.1
OG0004895	SBOV2_91290.1	SRDH2_95360.1
OG0004896	SBOV2_29000.2, SBOV2_29000.1	SRDH2_38890.1
OG0004897	SBOV2_10220.1, SBOV2_10220.2	SRDH2_10750.1
OG0004898	SBOV2_46260.1	SRDH2_47670.1
OG0004899	SBOV2_47140.1	SRDH2_48560.1
OG0004900	SBOV2_40330.1, SBOV2_40330.2	SRDH2_27630.3, SRDH2_27630.1, SRDH2_27630.2
OG0004901	SBOV2_47050.1, SBOV2_47050.2	SRDH2_48490.4, SRDH2_48490.2, SRDH2_48490.3, SRDH2_48490.5, SRDH2_48490.1
OG0004902	SBOV2_30610.1, SBOV2_30610.2	SRDH2_37880.1
OG0004903	SBOV2_62840.1	SRDH2_64860.1, SRDH2_64860.2
OG0004904	SBOV2_64140.1	SRDH2_66930.1
OG0004906	SBOV2_12650.1	SRDH2_14840.1
OG0004907	SBOV2_58880.1	SRDH2_60940.1
OG0004908	SBOV2_38220.1, SBOV2_38220.2	SRDH2_29770.1
OG0004909	SBOV2_12270.1	SRDH2_14440.1
OG0004910	SBOV2_20330.1, SBOV2_20330.2, SBOV2_20330.3	SRDH2_21310.1
OG0004911	SBOV2_820.1, SBOV2_820.2	SRDH2_760.1
OG0004912	SBOV2_88480.1	SRDH2_93040.1
OG0004913	SBOV2_57010.1	SRDH2_58940.1
