Orthogroup	schistosoma_bovis	trichobilharzia_regenti
OG0005806	SBOV2_81460.1	TREG1_110950.1
OG0005807	SBOV2_79190.1	TREG1_96100.1, TREG1_96100.2
OG0005808	SBOV2_28390.1	TREG1_43870.1, TREG1_43880.1
OG0005809	SBOV2_38680.1	TREG1_50240.1
OG0005810	SBOV2_86630.1	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1
OG0005811	SBOV2_12890.1	TREG1_28060.1
OG0005812	SBOV2_27860.1	TREG1_41140.1, TREG1_41140.2
OG0005813	SBOV2_71300.1	TREG1_102050.1
OG0005814	SBOV2_14320.1	TREG1_14510.1
OG0005815	SBOV2_64850.1	TREG1_86000.1
OG0005816	SBOV2_13070.1	TREG1_30060.1
OG0005817	SBOV2_36740.1	TREG1_45250.1
OG0005818	SBOV2_88150.1	TREG1_125380.1, TREG1_125390.1
OG0005819	SBOV2_52880.1	TREG1_70300.1
OG0005820	SBOV2_62250.2, SBOV2_62250.1	TREG1_87100.1, TREG1_87100.2
OG0005821	SBOV2_94690.1, SBOV2_94690.2, SBOV2_94690.3	TREG1_135460.1, TREG1_135450.1
OG0005822	SBOV2_39880.1	TREG1_37980.1
OG0005823	SBOV2_27520.1	TREG1_54830.1
OG0005824	SBOV2_40670.1	TREG1_33650.1
OG0005825	SBOV2_39400.1, SBOV2_39400.2	TREG1_37400.1
OG0005827	SBOV2_45330.1	TREG1_62450.1
OG0005828	SBOV2_88500.1	TREG1_125840.1, TREG1_125840.2
OG0005829	SBOV2_58680.1	TREG1_79510.1, TREG1_79510.2
OG0005830	SBOV2_68370.1	TREG1_93620.1
OG0005831	SBOV2_47030.1	TREG1_63740.1, TREG1_63750.1
OG0005832	SBOV2_31200.1	TREG1_55810.2, TREG1_55810.3, TREG1_55810.1, TREG1_55810.4
OG0005833	SBOV2_4770.1	TREG1_118820.1, TREG1_4490.1
OG0005834	SBOV2_83210.1, SBOV2_83200.1	TREG1_115670.1
OG0005835	SBOV2_62830.1	TREG1_84460.1
OG0005836	SBOV2_82390.1	TREG1_110500.1, TREG1_110500.2
OG0005837	SBOV2_91120.1	TREG1_128170.1, TREG1_89060.1
OG0005838	SBOV2_870.1	TREG1_14400.1, TREG1_14400.2
OG0005839	SBOV2_25450.1	TREG1_48870.1
OG0005840	SBOV2_85290.1	TREG1_122030.1
OG0005841	SBOV2_13780.1	TREG1_14550.1
OG0005842	SBOV2_54830.1	TREG1_76530.1
OG0005843	SBOV2_20530.1, SBOV2_20520.1	TREG1_23480.1, TREG1_23480.2
OG0005845	SBOV2_92210.1	TREG1_130460.1
OG0005846	SBOV2_33330.1	TREG1_49760.1, TREG1_49760.2
OG0005847	SBOV2_95550.1, SBOV2_95550.2	TREG1_133210.1
OG0005848	SBOV2_52570.3, SBOV2_52570.4, SBOV2_52570.1, SBOV2_52570.2	TREG1_66280.1
OG0005849	SBOV2_95610.1	TREG1_133180.1
OG0005850	SBOV2_32420.1, SBOV2_32420.2, SBOV2_32420.3	TREG1_36660.1, TREG1_36660.2, TREG1_36660.3
OG0005851	SBOV2_56060.1	TREG1_76250.1, TREG1_76250.2, TREG1_76250.3, TREG1_76250.4, TREG1_76250.5, TREG1_76250.6
OG0005852	SBOV2_37310.1	TREG1_49090.1
OG0005853	SBOV2_75460.1, SBOV2_75460.2	TREG1_105560.1, TREG1_105560.2, TREG1_105560.4, TREG1_105560.3
OG0005854	SBOV2_77740.1	TREG1_108310.1
OG0005855	SBOV2_30150.1, SBOV2_30130.1	TREG1_39850.1, TREG1_39850.2
OG0005856	SBOV2_85240.1, SBOV2_85240.2	TREG1_122140.1
OG0005857	SBOV2_66500.1, SBOV2_66500.2	TREG1_91040.2, TREG1_91040.4, TREG1_91040.1, TREG1_91040.3, TREG1_91040.5
OG0005859	SBOV2_16740.1, SBOV2_16740.2	TREG1_8270.1
OG0005860	SBOV2_71900.1	TREG1_105930.1
OG0005861	SBOV2_42490.1	TREG1_39390.1
OG0005862	SBOV2_41750.2, SBOV2_41750.3, SBOV2_41750.1	TREG1_42130.1, TREG1_42130.2
OG0005863	SBOV2_47700.1	TREG1_68470.1
OG0005865	SBOV2_20940.1, SBOV2_20940.2	TREG1_103800.1
OG0005866	SBOV2_71340.1	TREG1_102070.1
OG0005867	SBOV2_39060.2, SBOV2_39060.1	TREG1_48310.1
OG0005868	SBOV2_94680.1	TREG1_135470.1
OG0005869	SBOV2_91600.1	TREG1_131410.1
OG0005870	SBOV2_23720.1	TREG1_59070.1, TREG1_59070.2
OG0005871	SBOV2_77600.1, SBOV2_77600.2	TREG1_104370.1
OG0005872	SBOV2_46360.1, SBOV2_46360.2, SBOV2_46360.3	TREG1_72350.1
OG0005873	SBOV2_71850.1	TREG1_105010.1, TREG1_105020.1, TREG1_139870.1
OG0005874	SBOV2_66110.1	TREG1_137040.1
OG0005875	SBOV2_62670.2, SBOV2_62670.3, SBOV2_62670.4, SBOV2_62670.1	TREG1_84490.1
OG0005876	SBOV2_66880.1, SBOV2_66890.1	TREG1_91480.1
OG0005877	SBOV2_39750.1	TREG1_37760.1, TREG1_37800.1
OG0005878	SBOV2_26030.1	TREG1_38180.1
OG0005879	SBOV2_42870.1, SBOV2_42870.2	TREG1_42830.1
OG0005892	SBOV2_30230.1, SBOV2_30230.2	TREG1_39740.1, TREG1_39750.1
OG0005894	SBOV2_11100.1, SBOV2_11100.2	TREG1_20560.1, TREG1_20550.1
OG0005895	SBOV2_92740.1	TREG1_132590.1
OG0005896	SBOV2_27030.1, SBOV2_27030.2	TREG1_56850.1
OG0005897	SBOV2_92570.1	TREG1_132980.1
OG0005898	SBOV2_42990.1, SBOV2_42990.2	TREG1_42990.1
OG0005899	SBOV2_92600.1	TREG1_132460.1
OG0005900	SBOV2_36240.1	TREG1_25050.1
OG0005901	SBOV2_59210.1	TREG1_87330.1
OG0005902	SBOV2_7740.1	TREG1_19500.1
OG0005903	SBOV2_5410.2, SBOV2_5410.3, SBOV2_5410.1	TREG1_19070.1
OG0005904	SBOV2_23220.1	TREG1_32820.1, TREG1_32820.2, TREG1_32820.3
OG0005905	SBOV2_67320.1	TREG1_91910.1, TREG1_91900.1
OG0005906	SBOV2_72950.1, SBOV2_72950.2, SBOV2_72950.3	TREG1_106710.1, TREG1_106710.2, TREG1_106710.3
OG0005909	SBOV2_14060.1	TREG1_17580.1, TREG1_17580.3, TREG1_17580.2
OG0005910	SBOV2_75360.1	TREG1_105370.3, TREG1_105370.2, TREG1_105370.1
OG0005911	SBOV2_94120.1	TREG1_136160.1
OG0005912	SBOV2_93900.1	TREG1_131680.1, TREG1_131680.2
OG0005913	SBOV2_89030.1	TREG1_124410.1
OG0005914	SBOV2_74980.1	TREG1_99180.1, TREG1_99180.2, TREG1_99180.3, TREG1_99180.4, TREG1_99180.5, TREG1_99180.6
OG0005915	SBOV2_8250.1, SBOV2_8250.2, SBOV2_8250.3	TREG1_6930.1, TREG1_6930.2
OG0005916	SBOV2_18210.1	TREG1_123310.1
OG0005917	SBOV2_64890.1, SBOV2_64890.2	TREG1_87830.1
OG0005919	SBOV2_21840.1	TREG1_21580.1
OG0005920	SBOV2_2930.1	TREG1_19160.1
OG0005921	SBOV2_68870.1	TREG1_94440.1
OG0005922	SBOV2_21140.1	TREG1_24270.1, TREG1_24270.2
OG0005923	SBOV2_38320.1	TREG1_46460.1
OG0005924	SBOV2_16020.1	TREG1_8250.1
OG0005925	SBOV2_69740.1, SBOV2_96640.1, SBOV2_96770.1, SBOV2_96770.2, SBOV2_96770.3	TREG1_96350.1
OG0005926	SBOV2_61420.1, SBOV2_61420.2	TREG1_82080.1
OG0005927	SBOV2_41080.1	TREG1_38590.1, TREG1_38560.1
OG0005928	SBOV2_67980.1	TREG1_90400.1
OG0005929	SBOV2_61030.1	TREG1_88170.1, TREG1_88190.1
OG0005930	SBOV2_78840.1	TREG1_97360.1, TREG1_97350.1
OG0005931	SBOV2_72110.1	TREG1_105660.1
OG0005932	SBOV2_2230.1	TREG1_11440.1, TREG1_11440.2
OG0005934	SBOV2_19780.1	TREG1_16090.1
OG0005935	SBOV2_35540.1	TREG1_36610.1
OG0005936	SBOV2_60900.1	TREG1_84930.1, TREG1_84930.2, TREG1_84930.3
OG0005937	SBOV2_88820.1	TREG1_139160.1, TREG1_140280.1, TREG1_140280.2
OG0005938	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3	TREG1_105790.1
OG0005939	SBOV2_58990.1	TREG1_84540.1, TREG1_84610.1
OG0005940	SBOV2_40150.1	TREG1_60260.1
OG0005941	SBOV2_93360.1	TREG1_136370.1
OG0005942	SBOV2_82150.2, SBOV2_82150.3, SBOV2_82150.1	TREG1_112950.1
OG0005943	SBOV2_14480.1	TREG1_25810.1
OG0005944	SBOV2_59560.1	TREG1_79710.1
OG0005946	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3	TREG1_23600.1, TREG1_23600.2
OG0005947	SBOV2_13810.1, SBOV2_96310.1	TREG1_128260.1, TREG1_13790.2, TREG1_13790.1
OG0005948	SBOV2_32540.1	TREG1_36740.1
OG0005949	SBOV2_10080.1, SBOV2_10080.2	TREG1_18810.1, TREG1_18810.2
OG0005950	SBOV2_49340.1	TREG1_71050.1, TREG1_71050.2
OG0005951	SBOV2_6310.1	TREG1_25090.1, TREG1_25090.2
OG0005952	SBOV2_81650.1	TREG1_118670.1
OG0005953	SBOV2_68150.1	TREG1_90820.1
OG0005954	SBOV2_20020.1, SBOV2_20020.2	TREG1_21660.1
OG0005955	SBOV2_90320.1	TREG1_124870.1, TREG1_124870.2
OG0005956	SBOV2_37120.1	TREG1_52450.1, TREG1_52440.1
OG0005957	SBOV2_23570.1	TREG1_38400.1, TREG1_38400.2
OG0005958	SBOV2_73310.1	TREG1_103210.1
OG0005959	SBOV2_28530.1	TREG1_45080.1
OG0005960	SBOV2_84500.1	TREG1_116740.1, TREG1_116740.2
OG0005961	SBOV2_68080.1	TREG1_82880.1
OG0005962	SBOV2_91940.1	TREG1_133060.1
OG0005963	SBOV2_61950.1	TREG1_82970.1
OG0005964	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2	TREG1_50660.1
OG0005965	SBOV2_20210.1	TREG1_28400.1, TREG1_28400.2
OG0005966	SBOV2_86600.1	TREG1_121260.1, TREG1_121260.2
OG0005967	SBOV2_72160.1	TREG1_105610.1, TREG1_105610.2
OG0005968	SBOV2_13290.1, SBOV2_13290.3, SBOV2_13290.4, SBOV2_13290.2	TREG1_15290.1
OG0005969	SBOV2_42520.1	TREG1_57580.1, TREG1_57580.2
OG0005970	SBOV2_21290.1	TREG1_27490.1
OG0005971	SBOV2_25300.2, SBOV2_25300.1	TREG1_37480.1
OG0005972	SBOV2_51420.1	TREG1_72800.1, TREG1_72800.3, TREG1_72800.4, TREG1_72800.2
OG0005973	SBOV2_43560.1, SBOV2_43570.1	TREG1_39250.1
OG0005974	SBOV2_21620.1	TREG1_24130.1, TREG1_24130.2
OG0005975	SBOV2_70480.1	TREG1_95850.1
OG0005976	SBOV2_36860.1	TREG1_50530.1
OG0005977	SBOV2_53540.1, SBOV2_53540.2	TREG1_66670.1, TREG1_66670.2
OG0005978	SBOV2_85500.1	TREG1_121810.1
OG0005980	SBOV2_55670.1	TREG1_73880.1
OG0005981	SBOV2_92150.1	TREG1_131370.1
OG0005982	SBOV2_64200.1	TREG1_85660.1
OG0005983	SBOV2_47900.1	TREG1_66210.1, TREG1_66230.1
OG0005984	SBOV2_65080.1	TREG1_88070.1
OG0005985	SBOV2_39560.1	TREG1_37200.1, TREG1_37200.2
OG0005986	SBOV2_20070.1	TREG1_21720.1
OG0005987	SBOV2_20080.1	TREG1_21730.1
OG0005988	SBOV2_94910.1	TREG1_134600.1
OG0005989	SBOV2_80650.1	TREG1_111840.1
OG0005990	SBOV2_55650.1, SBOV2_55650.2	TREG1_73900.1
OG0005991	SBOV2_51400.1	TREG1_73410.1, TREG1_73420.1
OG0005992	SBOV2_46610.1	TREG1_67010.1, TREG1_67010.2
OG0005993	SBOV2_76930.1, SBOV2_76930.2	TREG1_96230.1, TREG1_96230.2
OG0005994	SBOV2_51860.1	TREG1_71450.1, TREG1_71450.2
OG0005995	SBOV2_69910.1	TREG1_136970.1
OG0005996	SBOV2_18720.1	TREG1_22590.1
OG0005997	SBOV2_1060.1	TREG1_14260.1
OG0005998	SBOV2_47290.1	TREG1_64100.1, TREG1_64090.1
OG0005999	SBOV2_79130.1, SBOV2_79130.2	TREG1_97810.1
OG0006001	SBOV2_87010.1, SBOV2_87010.2, SBOV2_87010.3	TREG1_121160.1
OG0006002	SBOV2_53650.1	TREG1_66530.1
OG0006003	SBOV2_33160.1	TREG1_52220.1, TREG1_52220.2
OG0006004	SBOV2_49070.1	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2
OG0006005	SBOV2_72300.1	TREG1_101910.1, TREG1_101910.2
OG0006006	SBOV2_45730.1	TREG1_61340.1
OG0006007	SBOV2_20260.1	TREG1_23430.1, TREG1_23430.2
OG0006008	SBOV2_70990.1	TREG1_103370.1, TREG1_103370.2
OG0006009	SBOV2_82050.1	TREG1_113780.1
OG0006010	SBOV2_81290.1	TREG1_114110.1
OG0006011	SBOV2_64610.1	TREG1_88820.1
OG0006012	SBOV2_65960.1	TREG1_89440.1
OG0006013	SBOV2_21350.1	TREG1_27580.1
OG0006014	SBOV2_73590.1	TREG1_98610.1
OG0006015	SBOV2_74150.1	TREG1_103740.1
OG0006016	SBOV2_78400.1	TREG1_109550.1
OG0006017	SBOV2_78420.1, SBOV2_78420.2, SBOV2_78420.3	TREG1_109540.1, TREG1_109540.2
OG0006018	SBOV2_89000.1, SBOV2_89000.2	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2
OG0006019	SBOV2_84450.1	TREG1_116540.1
OG0006020	SBOV2_20500.1	TREG1_29820.1
OG0006021	SBOV2_75200.1, SBOV2_75200.2, SBOV2_75200.3	TREG1_105150.1
OG0006022	SBOV2_61550.1	TREG1_85210.1
OG0006023	SBOV2_17930.1, SBOV2_17930.2	TREG1_20230.1, TREG1_20230.2
OG0006024	SBOV2_46400.1	TREG1_72280.1
OG0006025	SBOV2_14550.1	TREG1_128460.1, TREG1_14690.1
OG0006026	SBOV2_1180.1	TREG1_390.1
OG0006027	SBOV2_24160.1	TREG1_58600.1
OG0006028	SBOV2_48840.1	TREG1_65240.1, TREG1_65230.1
OG0006029	SBOV2_55450.1	TREG1_76410.1
OG0006030	SBOV2_33250.1	TREG1_50740.1
OG0006031	SBOV2_18640.1	TREG1_21500.1, TREG1_21500.2
OG0006032	SBOV2_9990.1	TREG1_2030.1
OG0006033	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2	TREG1_33130.1, TREG1_33160.1
OG0006034	SBOV2_42740.1	TREG1_39610.1, TREG1_39610.2
OG0006035	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3	TREG1_75230.1
OG0006036	SBOV2_82340.1	TREG1_110320.1
OG0006037	SBOV2_83450.1	TREG1_110530.9, TREG1_110610.1
OG0006038	SBOV2_42690.1	TREG1_56470.1
OG0006039	SBOV2_54590.1	TREG1_68520.1, TREG1_68520.2
OG0006040	SBOV2_56780.1	TREG1_77880.1
OG0006041	SBOV2_39340.1	TREG1_48570.1
OG0006042	SBOV2_36180.1	TREG1_51270.1
OG0006043	SBOV2_17710.1	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3
OG0006044	SBOV2_68420.1	TREG1_93710.1
OG0006045	SBOV2_31530.1	TREG1_44440.1
OG0006046	SBOV2_12780.1	TREG1_10730.1, TREG1_10740.1
OG0006047	SBOV2_34160.2, SBOV2_34160.1	TREG1_54020.1
OG0006048	SBOV2_7350.1	TREG1_14150.1, TREG1_14150.2
OG0006049	SBOV2_27260.1	TREG1_45830.1
OG0006050	SBOV2_61020.1	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3
OG0006051	SBOV2_7040.1	TREG1_24990.1
OG0006052	SBOV2_72020.1, SBOV2_72010.1	TREG1_105740.1
OG0006053	SBOV2_67150.3, SBOV2_67150.2, SBOV2_67150.1	TREG1_92240.1
OG0006054	SBOV2_63320.1	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2
OG0006055	SBOV2_4710.1	TREG1_47590.1
OG0006056	SBOV2_14630.1, SBOV2_14630.2	TREG1_21160.1
OG0006057	SBOV2_37010.1	TREG1_51060.1
OG0006058	SBOV2_17320.1	TREG1_15760.1, TREG1_15760.2
OG0006059	SBOV2_73240.1, SBOV2_71910.1	TREG1_105910.1, TREG1_105910.2
OG0006060	SBOV2_3340.1	TREG1_3020.1
OG0006061	SBOV2_84330.1	TREG1_116370.1, TREG1_116370.2
OG0006062	SBOV2_31940.1, SBOV2_31940.2	TREG1_44050.1
OG0006063	SBOV2_44440.1	TREG1_36130.1
OG0006064	SBOV2_69320.1	TREG1_99810.1
OG0006065	SBOV2_12220.1	TREG1_9200.1, TREG1_9200.2
OG0006066	SBOV2_8980.1	TREG1_18730.1
OG0006067	SBOV2_42530.1	TREG1_57600.1, TREG1_57600.2
OG0006068	SBOV2_26810.1	TREG1_56500.1
OG0006069	SBOV2_33420.1	TREG1_51540.1, TREG1_51540.2
OG0006070	SBOV2_66070.1	TREG1_89500.1
OG0006071	SBOV2_75800.1	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2
OG0006072	SBOV2_82280.1	TREG1_112280.1, TREG1_112270.1
OG0006073	SBOV2_52890.1	TREG1_70310.1
OG0006074	SBOV2_90100.1	TREG1_129310.1
OG0006075	SBOV2_25290.1	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4
OG0006076	SBOV2_54600.1, SBOV2_54600.2	TREG1_68530.1
OG0006077	SBOV2_26000.1, SBOV2_26000.2, SBOV2_26000.3	TREG1_38140.1
OG0006078	SBOV2_24190.1	TREG1_54460.1
OG0006079	SBOV2_53740.1	TREG1_68840.1
OG0006080	SBOV2_34960.1	TREG1_47780.1
OG0006081	SBOV2_1820.1	TREG1_9910.1, TREG1_9910.2
OG0006082	SBOV2_26160.1	TREG1_36950.1
OG0006083	SBOV2_83000.1, SBOV2_83000.2	TREG1_117530.1, TREG1_117530.2
OG0006084	SBOV2_22380.1, SBOV2_22380.2, SBOV2_22380.3, SBOV2_22380.4	TREG1_32090.3, TREG1_32090.2, TREG1_32090.1
OG0006085	SBOV2_72470.1	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4
OG0006086	SBOV2_23900.1	TREG1_60350.1
OG0006087	SBOV2_28690.1, SBOV2_28690.2	TREG1_57970.1, TREG1_57970.2
OG0006088	SBOV2_70350.1, SBOV2_70350.2, SBOV2_70350.3, SBOV2_70350.4	TREG1_95550.1, TREG1_95560.1
OG0006089	SBOV2_11020.1	TREG1_20540.1
OG0006090	SBOV2_90620.1	TREG1_129090.1
OG0006091	SBOV2_79440.1	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2
OG0006092	SBOV2_13480.1	TREG1_24480.1, TREG1_24480.2
OG0006093	SBOV2_50640.1, SBOV2_50640.2	TREG1_77120.1
OG0006094	SBOV2_54350.1	TREG1_70580.1
OG0006095	SBOV2_81150.1	TREG1_84150.2, TREG1_143790.1, TREG1_84130.1, TREG1_84150.1
OG0006096	SBOV2_18240.1	TREG1_21400.1, TREG1_21400.2
OG0006097	SBOV2_75790.1	TREG1_106870.1
OG0006098	SBOV2_24750.1	TREG1_35820.1
OG0006100	SBOV2_16640.1, SBOV2_16640.2, SBOV2_16640.3	TREG1_19850.1
OG0006101	SBOV2_30280.1	TREG1_43140.1
OG0006102	SBOV2_77130.1	TREG1_102350.1
OG0006103	SBOV2_29660.1	TREG1_34340.1
OG0006104	SBOV2_66320.1	TREG1_89580.1
OG0006105	SBOV2_81030.1	TREG1_113160.1
OG0006106	SBOV2_59380.1	TREG1_80930.1
OG0006107	SBOV2_73380.1	TREG1_97230.1
OG0006108	SBOV2_83080.1	TREG1_110210.1
OG0006109	SBOV2_69590.1	TREG1_101810.1, TREG1_101810.2
OG0006110	SBOV2_87860.1	TREG1_122550.1
OG0006111	SBOV2_2080.1	TREG1_10130.1
OG0006112	SBOV2_87000.1	TREG1_121150.1, TREG1_121150.2
OG0006113	SBOV2_3760.1	TREG1_4920.1, TREG1_4920.2
OG0006115	SBOV2_40460.1	TREG1_34050.1, TREG1_34050.2
OG0006116	SBOV2_46660.1	TREG1_67110.1
OG0006117	SBOV2_55600.1, SBOV2_55600.2	TREG1_73970.1
OG0006118	SBOV2_55870.1	TREG1_77420.1
OG0006119	SBOV2_50820.1	TREG1_76950.1
OG0006120	SBOV2_41590.1	TREG1_55830.1
OG0006121	SBOV2_21730.1	TREG1_115370.1, TREG1_115370.2, TREG1_115370.3
OG0006122	SBOV2_38060.1	TREG1_46600.1
OG0006123	SBOV2_59840.1	TREG1_86980.1, TREG1_86980.2
OG0006124	SBOV2_65060.1, SBOV2_65060.2	TREG1_88030.1, TREG1_88040.1
OG0006125	SBOV2_73490.1	TREG1_102780.3, TREG1_102780.1, TREG1_102780.2
OG0006126	SBOV2_61600.1	TREG1_85140.1
OG0006127	SBOV2_42310.1, SBOV2_42310.2	TREG1_42730.1
OG0006128	SBOV2_30630.3, SBOV2_30630.1, SBOV2_30630.2	TREG1_140480.1, TREG1_52920.1
OG0006129	SBOV2_13140.1	TREG1_14820.1
OG0006130	SBOV2_39580.1	TREG1_37180.1, TREG1_37180.3, TREG1_37180.2
OG0006131	SBOV2_62600.1	TREG1_86460.1
OG0006132	SBOV2_54010.1	TREG1_64600.1
OG0006133	SBOV2_68490.1	TREG1_93990.2, TREG1_93990.1, TREG1_93990.4, TREG1_93990.3
OG0006134	SBOV2_19890.1	TREG1_27610.1
OG0006135	SBOV2_1990.1	TREG1_10060.1, TREG1_10060.2
OG0006136	SBOV2_75850.1	TREG1_101840.1, TREG1_101840.2
OG0006137	SBOV2_20430.1, SBOV2_20430.2	TREG1_119330.1, TREG1_119320.1, TREG1_141060.1
OG0006138	SBOV2_7610.1	TREG1_3360.4, TREG1_3360.9, TREG1_3360.5, TREG1_3360.8, TREG1_3360.6, TREG1_3360.7
OG0006139	SBOV2_12980.1, SBOV2_96270.1	TREG1_16570.1
OG0006140	SBOV2_72580.1	TREG1_107830.1
OG0006141	SBOV2_36940.1	TREG1_52970.1
OG0006143	SBOV2_18050.1, SBOV2_18050.2	TREG1_27340.1
OG0006144	SBOV2_60520.1, SBOV2_60520.2, SBOV2_60520.3, SBOV2_60520.4	TREG1_83710.1
OG0006145	SBOV2_28900.1	TREG1_41540.1
OG0006146	SBOV2_77000.1	TREG1_137060.3, TREG1_137060.4, TREG1_137060.1, TREG1_137060.2
OG0006147	SBOV2_87430.1	TREG1_124140.1
OG0006148	SBOV2_68620.1	TREG1_94220.1, TREG1_94060.6, TREG1_94210.1, TREG1_94060.5
OG0006149	SBOV2_8210.1	TREG1_26300.1, TREG1_26300.2
OG0006150	SBOV2_35870.1, SBOV2_35870.2	TREG1_58470.1
OG0006151	SBOV2_26240.1	TREG1_5940.1, TREG1_40370.1, TREG1_540.1
OG0006152	SBOV2_88930.1, SBOV2_88930.2, SBOV2_88930.5, SBOV2_88930.6, SBOV2_88930.3, SBOV2_88930.4	TREG1_126100.1
OG0006153	SBOV2_59980.1	TREG1_85290.1
OG0006154	SBOV2_85320.1	TREG1_124570.1, TREG1_121990.1
OG0006155	SBOV2_19350.1, SBOV2_19350.2	TREG1_22460.1
OG0006156	SBOV2_75870.1	TREG1_104030.1
OG0006157	SBOV2_44240.1	TREG1_35950.1
OG0006158	SBOV2_20400.1	TREG1_25300.1
OG0006159	SBOV2_22940.1	TREG1_32770.1
OG0006161	SBOV2_84230.1, SBOV2_84230.2	TREG1_112700.1
OG0006162	SBOV2_18400.1	TREG1_22570.1, TREG1_22570.2, TREG1_22580.1
OG0006163	SBOV2_1660.1	TREG1_4770.1
OG0006164	SBOV2_390.1	TREG1_14220.1
OG0006165	SBOV2_69780.1	TREG1_94910.1
OG0006166	SBOV2_46750.1, SBOV2_46750.2	TREG1_143480.1, TREG1_143480.2
OG0006167	SBOV2_80920.2, SBOV2_80920.3, SBOV2_80920.1	TREG1_113710.1
OG0006168	SBOV2_87770.1	TREG1_120870.1
OG0006170	SBOV2_13080.1	TREG1_30050.1
OG0006171	SBOV2_3920.1	TREG1_950.1
OG0006172	SBOV2_43120.1	TREG1_40560.1, TREG1_40560.2
OG0006173	SBOV2_20730.1	TREG1_33580.1
OG0006174	SBOV2_18710.2, SBOV2_18710.1	TREG1_21840.1
OG0006175	SBOV2_86720.1	TREG1_121030.1
OG0006176	SBOV2_89710.1	TREG1_127140.1, TREG1_129750.1, TREG1_129670.3, TREG1_129670.1, TREG1_129670.2, TREG1_129680.1, TREG1_129680.2, TREG1_129760.1, TREG1_129770.1, TREG1_129780.1
OG0006177	SBOV2_86420.1	TREG1_120290.1
OG0006178	SBOV2_85980.1	TREG1_120180.1, TREG1_140820.1
OG0006179	SBOV2_45430.1, SBOV2_45430.2	TREG1_62990.1
OG0006180	SBOV2_54100.2, SBOV2_54100.1	TREG1_64480.1
OG0006181	SBOV2_78370.1	TREG1_109570.2, TREG1_109570.3, TREG1_109570.1
OG0006182	SBOV2_35150.3, SBOV2_35150.4, SBOV2_35150.5, SBOV2_35150.6, SBOV2_35150.1, SBOV2_35150.2	TREG1_47560.1
OG0006183	SBOV2_35190.1, SBOV2_34970.1, SBOV2_34970.2	TREG1_47790.1
OG0006184	SBOV2_27370.1	TREG1_54990.1, TREG1_55020.1
OG0006185	SBOV2_47180.1	TREG1_63930.1
OG0006186	SBOV2_91730.1	TREG1_131780.1
OG0006187	SBOV2_42130.1, SBOV2_42130.2, SBOV2_42130.3	TREG1_42520.1, TREG1_42520.2
OG0006188	SBOV2_42180.1	TREG1_42580.1, TREG1_42580.2, TREG1_42580.3, TREG1_42580.4
OG0006189	SBOV2_94540.1	TREG1_135680.1, TREG1_135680.2
OG0006190	SBOV2_94630.1, SBOV2_94630.2	TREG1_135560.1, TREG1_135560.2
OG0006191	SBOV2_95760.3, SBOV2_95760.1, SBOV2_95760.2	TREG1_136500.1
OG0006192	SBOV2_87620.2, SBOV2_87630.1, SBOV2_87620.1, SBOV2_87620.3, SBOV2_87620.4	TREG1_123680.1
OG0006193	SBOV2_89720.1	TREG1_127130.1, TREG1_129650.1, TREG1_129660.1, TREG1_129690.1, TREG1_129700.1
OG0006195	SBOV2_71240.1	TREG1_100720.1
OG0006196	SBOV2_75270.1	TREG1_106350.1
OG0006197	SBOV2_66020.1, SBOV2_66020.2	TREG1_89360.2, TREG1_89360.1, TREG1_89360.3, TREG1_89360.5, TREG1_89360.4
OG0006198	SBOV2_35230.1	TREG1_51460.1, TREG1_51510.1
OG0006199	SBOV2_41010.1, SBOV2_41010.2, SBOV2_41010.3	TREG1_36310.1, TREG1_36310.3, TREG1_36310.2
OG0006200	SBOV2_24960.1	TREG1_35480.1, TREG1_35470.1, TREG1_35430.1, TREG1_35460.1, TREG1_35440.1, TREG1_35450.1
OG0006201	SBOV2_23260.1	TREG1_59880.1, TREG1_59880.2
OG0006202	SBOV2_22310.1	TREG1_60970.4, TREG1_60970.1, TREG1_60970.5, TREG1_60970.2, TREG1_60970.3, TREG1_60970.6
OG0006203	SBOV2_42820.1	TREG1_39550.1
OG0006204	SBOV2_30950.1, SBOV2_30960.1	TREG1_51020.1
OG0006205	SBOV2_17540.1	TREG1_19380.1, TREG1_19380.2
OG0006206	SBOV2_14000.1	TREG1_28500.1, TREG1_28500.2, TREG1_28500.4, TREG1_28500.5, TREG1_28500.3
