Orthogroup	opisthorchis_viverrini	schistosoma_bovis
OG0005365	T265_03189	SBOV2_17360.1
OG0005366	T265_15118	SBOV2_15080.2, SBOV2_15080.1, SBOV2_15080.3
OG0005367	T265_01079	SBOV2_23350.1
OG0005368	T265_02254	SBOV2_22030.1, SBOV2_22030.2
OG0005369	T265_04513	SBOV2_32560.1
OG0005371	T265_04511	SBOV2_32590.1
OG0005372	T265_05027	SBOV2_25090.1
OG0005373	T265_06855, T265_07464	SBOV2_91420.1
OG0005374	T265_12656	SBOV2_21300.1
OG0005376	T265_01452	SBOV2_60930.1
OG0005377	T265_05210	SBOV2_37480.1, SBOV2_37480.2
OG0005378	T265_01504	SBOV2_43150.1
OG0005379	T265_00306, T265_12511	SBOV2_55270.1
OG0005380	T265_08674	SBOV2_2170.1
OG0005381	T265_03055, T265_03056	SBOV2_7950.1
OG0005382	T265_07943	SBOV2_93820.1
OG0005383	T265_10764	SBOV2_28030.1
OG0005384	T265_15266	SBOV2_82100.1, SBOV2_82100.2
OG0005385	T265_05325, T265_06130	SBOV2_10910.1
OG0005386	T265_12619	SBOV2_34710.1, SBOV2_34710.2
OG0005387	T265_08575	SBOV2_39550.1, SBOV2_39550.2
OG0005388	T265_03712	SBOV2_25130.1, SBOV2_25130.2, SBOV2_25130.3, SBOV2_25130.4
OG0005389	T265_03975	SBOV2_45200.1
OG0005390	T265_15462	SBOV2_94900.1
OG0005391	T265_05845	SBOV2_57930.1
OG0005392	T265_01365	SBOV2_54180.1, SBOV2_54180.2
OG0005393	T265_01362	SBOV2_54200.1
OG0005395	T265_12943	SBOV2_71070.1
OG0005396	T265_10275	SBOV2_13110.1
OG0005397	T265_08517	SBOV2_43620.1
OG0005398	T265_12702, T265_16153	SBOV2_41270.1
OG0005399	T265_05139	SBOV2_11890.1
OG0005400	T265_14743	SBOV2_11050.1, SBOV2_11050.2
OG0005402	T265_02356	SBOV2_56240.1
OG0005404	T265_09420	SBOV2_17090.2, SBOV2_17090.1, SBOV2_17090.3
OG0005405	T265_08404	SBOV2_87980.1, SBOV2_87980.2, SBOV2_87980.4, SBOV2_87980.3
OG0005406	T265_12567	SBOV2_67160.1, SBOV2_67180.1
OG0005407	T265_04295	SBOV2_53640.1, SBOV2_53640.2
OG0005408	T265_02634	SBOV2_87660.1
OG0005409	T265_02973	SBOV2_36100.1
OG0005410	T265_04348	SBOV2_8600.1
OG0005411	T265_13356	SBOV2_91040.1
OG0005412	T265_08661	SBOV2_61680.1, SBOV2_61680.2
OG0005413	T265_11492	SBOV2_77530.4, SBOV2_77530.1, SBOV2_77530.3, SBOV2_77530.2
OG0005414	T265_15840	SBOV2_69850.1
OG0005415	T265_10057	SBOV2_37590.1
OG0005416	T265_15035	SBOV2_24220.1, SBOV2_24220.2
OG0005417	T265_10864	SBOV2_3980.2, SBOV2_3980.1
OG0005418	T265_10182	SBOV2_46710.2, SBOV2_46710.1
OG0005419	T265_03907	SBOV2_67300.1, SBOV2_67300.2
OG0005420	T265_07983	SBOV2_30510.2, SBOV2_30510.3, SBOV2_30510.4, SBOV2_30510.1
OG0005421	T265_04877	SBOV2_78710.1
OG0005423	T265_04323	SBOV2_39040.1, SBOV2_39040.2
OG0005424	T265_04982, T265_04980	SBOV2_80750.3, SBOV2_80750.1, SBOV2_80750.2
OG0005425	T265_13652, T265_13651, T265_13653	SBOV2_80800.1
OG0005427	T265_07946	SBOV2_94070.1, SBOV2_94070.2
OG0005428	T265_15255	SBOV2_86340.1
OG0005430	T265_14216	SBOV2_44070.1
OG0005431	T265_07854	SBOV2_77120.1
OG0005432	T265_08271	SBOV2_80990.1
OG0005433	T265_05782	SBOV2_77030.1
OG0005434	T265_13327, T265_15957	SBOV2_40780.3, SBOV2_40780.1, SBOV2_40780.2
OG0005435	T265_09698	SBOV2_94740.1, SBOV2_94740.2
OG0005436	T265_00622	SBOV2_57700.2, SBOV2_57700.3, SBOV2_57700.1
OG0005438	T265_06134	SBOV2_10940.1, SBOV2_10940.2
OG0005439	T265_05891	SBOV2_44270.1
OG0005440	T265_01331	SBOV2_71540.1, SBOV2_71540.2
OG0005441	T265_01872	SBOV2_87640.2, SBOV2_87640.1, SBOV2_87640.3
OG0005442	T265_12628	SBOV2_38200.1
OG0005443	T265_05614	SBOV2_60950.1
OG0005444	T265_02921	SBOV2_18160.1
OG0005446	T265_15324	SBOV2_44470.1
OG0005447	T265_00188	SBOV2_64390.1
OG0005448	T265_06100	SBOV2_32470.1
OG0005449	T265_09333, T265_09332	SBOV2_64080.1
OG0005450	T265_10981	SBOV2_59640.1
OG0005451	T265_09425	SBOV2_81540.2, SBOV2_81540.1
OG0005453	T265_11126	SBOV2_61100.1, SBOV2_61120.1
OG0005454	T265_02688	SBOV2_53670.1
OG0005455	T265_11461	SBOV2_49560.1
OG0005457	T265_00065	SBOV2_46190.1, SBOV2_46200.1
OG0005459	T265_13122, T265_02913	SBOV2_1310.1
OG0005461	T265_10012	SBOV2_40980.1, SBOV2_40980.2
OG0005462	T265_12786	SBOV2_85170.1
OG0005463	T265_05511	SBOV2_19900.1
OG0005464	T265_00131, T265_12275	SBOV2_54360.1
OG0005465	T265_03813	SBOV2_87670.1
OG0005466	T265_11553	SBOV2_69680.1
OG0005467	T265_09793	SBOV2_63260.1
OG0005468	T265_06677	SBOV2_19660.1, SBOV2_19660.5
OG0005469	T265_07684	SBOV2_67290.1
OG0005472	T265_04851	SBOV2_72480.1
OG0005474	T265_16250	SBOV2_27390.1, SBOV2_27390.2, SBOV2_27390.3
OG0005476	T265_03001	SBOV2_27980.1, SBOV2_27980.2
OG0005477	T265_11475	SBOV2_27320.1
OG0005478	T265_00646	SBOV2_57590.1
OG0005479	T265_02835	SBOV2_74760.1, SBOV2_74760.2
OG0005480	T265_01791	SBOV2_72670.1
OG0005481	T265_14797	SBOV2_17150.1
OG0005482	T265_07135	SBOV2_26130.3, SBOV2_26130.1, SBOV2_26130.2
OG0005483	T265_11993	SBOV2_27720.1, SBOV2_27720.2
OG0005484	T265_11055	SBOV2_21530.1
OG0005485	T265_12648	SBOV2_54440.1
OG0005486	T265_01953	SBOV2_69210.1
OG0005487	T265_05597, T265_13821	SBOV2_22830.1
OG0005488	T265_00563	SBOV2_90830.1
OG0005489	T265_10945	SBOV2_4890.1, SBOV2_4890.2, SBOV2_4890.3
OG0005490	T265_07627	SBOV2_33840.1
OG0005491	T265_11285	SBOV2_90630.1
OG0005492	T265_06514	SBOV2_91320.1
OG0005493	T265_02886	SBOV2_52970.1
OG0005494	T265_13149	SBOV2_5330.2, SBOV2_5330.3, SBOV2_5330.1
OG0005496	T265_13611	SBOV2_92620.1
OG0005497	T265_03756	SBOV2_23560.1
OG0005499	T265_03783	SBOV2_87340.1
OG0005500	T265_00880, T265_15018	SBOV2_19400.1, SBOV2_19400.2
OG0005502	T265_09319	SBOV2_95660.1
OG0005503	T265_05012	SBOV2_28520.1
OG0005504	T265_15476	SBOV2_82070.1, SBOV2_82080.1
OG0005505	T265_15216	SBOV2_77290.1
OG0005506	T265_01863	SBOV2_88860.1
OG0005507	T265_03828	SBOV2_86660.1
OG0005508	T265_05267	SBOV2_1580.1
OG0005509	T265_15724	SBOV2_92920.1
OG0005510	T265_04306	SBOV2_90460.1
OG0005511	T265_01328	SBOV2_76990.1
OG0005512	T265_09144	SBOV2_6690.1, SBOV2_6690.2
OG0005513	T265_03550	SBOV2_88510.1
OG0005514	T265_10018	SBOV2_24320.2, SBOV2_24320.1, SBOV2_24320.3
OG0005515	T265_11300	SBOV2_56260.3, SBOV2_56260.4, SBOV2_56260.2, SBOV2_56260.1
OG0005516	T265_03191, T265_03192	SBOV2_17060.1
OG0005517	T265_08930	SBOV2_62640.1
OG0005518	T265_05390	SBOV2_25540.1
OG0005519	T265_14962, T265_16085	SBOV2_32380.1
OG0005520	T265_06161	SBOV2_60910.1
OG0005521	T265_03986	SBOV2_77910.1
OG0005522	T265_15147	SBOV2_33650.1, SBOV2_33650.2, SBOV2_33650.3, SBOV2_33650.4
OG0005523	T265_13005, T265_16171	SBOV2_82870.1, SBOV2_82870.2, SBOV2_82870.3
OG0005524	T265_10230	SBOV2_1810.1
OG0005525	T265_08202	SBOV2_57980.1
OG0005526	T265_08059	SBOV2_29390.1
OG0005527	T265_04257	SBOV2_23180.1
OG0005530	T265_08534	SBOV2_12120.1
OG0005531	T265_01390	SBOV2_8550.2, SBOV2_8550.4, SBOV2_8550.1, SBOV2_8550.3
OG0005532	T265_14747	SBOV2_14240.1
OG0005535	T265_07286	SBOV2_46020.1, SBOV2_46020.2, SBOV2_46020.3, SBOV2_46020.4, SBOV2_46020.5
OG0005538	T265_00113	SBOV2_48180.2, SBOV2_48180.1, SBOV2_48180.3
OG0005539	T265_13052	SBOV2_37280.1, SBOV2_37280.2
OG0005540	T265_08055	SBOV2_59250.1, SBOV2_59250.2
OG0005544	T265_02659	SBOV2_22900.1
OG0005545	T265_06655, T265_06656	SBOV2_4370.1, SBOV2_4370.2
OG0005546	T265_12984	SBOV2_10020.1
OG0005547	T265_14463	SBOV2_29400.1, SBOV2_29400.2
OG0005566	T265_05784	SBOV2_74950.1
OG0005567	T265_05147	SBOV2_13160.2, SBOV2_13160.1
OG0005570	T265_13520	SBOV2_35080.1
OG0005571	T265_00062	SBOV2_46170.1
OG0005572	T265_15288	SBOV2_66740.1
OG0005573	T265_11449	SBOV2_9550.1
OG0005574	T265_14050	SBOV2_85540.1
OG0005575	T265_03162	SBOV2_67340.1
OG0005576	T265_08870	SBOV2_67310.1
OG0005577	T265_02626	SBOV2_85180.1
OG0005578	T265_05284, T265_01975, T265_05283	SBOV2_48690.1
OG0005579	T265_04553	SBOV2_10290.1
OG0005580	T265_12456	SBOV2_54330.1, SBOV2_54330.2
OG0005581	T265_14696	SBOV2_37660.1, SBOV2_37660.2, SBOV2_37670.1
OG0005583	T265_08895	SBOV2_85450.1
OG0005584	T265_02735	SBOV2_93130.2, SBOV2_93130.3, SBOV2_93130.1
OG0005585	T265_13551	SBOV2_94270.1
OG0005586	T265_04631	SBOV2_94260.1
OG0005587	T265_08836	SBOV2_77050.1
OG0005588	T265_06462	SBOV2_39310.1
OG0005589	T265_10140	SBOV2_58800.1
OG0005590	T265_02090	SBOV2_17190.1
OG0005591	T265_11829	SBOV2_65240.1, SBOV2_64880.1
OG0005593	T265_02336	SBOV2_70950.1, SBOV2_70950.2, SBOV2_70950.3
OG0005594	T265_00035	SBOV2_68930.1, SBOV2_68930.2, SBOV2_68930.3
OG0005595	T265_03128	SBOV2_61830.1, SBOV2_61830.2, SBOV2_61830.3
OG0005596	T265_10450	SBOV2_66100.1
OG0005597	T265_13001	SBOV2_82890.1
OG0005598	T265_00090	SBOV2_75630.1, SBOV2_75630.3, SBOV2_75630.2
OG0005599	T265_12744	SBOV2_50920.1
OG0005600	T265_01613, T265_02081, T265_01614	SBOV2_18930.2, SBOV2_18930.1
OG0005601	T265_01074, T265_07975	SBOV2_22360.1
OG0005602	T265_05680	SBOV2_22260.1
OG0005603	T265_10595	SBOV2_63960.1, SBOV2_63960.2
OG0005604	T265_14820	SBOV2_37610.1
OG0005605	T265_00735	SBOV2_31510.1, SBOV2_31510.2, SBOV2_31510.3
OG0005606	T265_01778, T265_01779	SBOV2_78830.1
OG0005607	T265_08644	SBOV2_88610.1
OG0005608	T265_14383	SBOV2_66030.1
OG0005609	T265_15052	SBOV2_60860.1
OG0005610	T265_14713	SBOV2_2210.1
OG0005611	T265_13473, T265_04313	SBOV2_90350.1
OG0005612	T265_02912, T265_11062	SBOV2_92640.1
OG0005613	T265_08092	SBOV2_51530.1
OG0005614	T265_10058	SBOV2_39120.1
OG0005615	T265_01886	SBOV2_38450.1
OG0005616	T265_01885, T265_12128	SBOV2_38460.2, SBOV2_38460.1
OG0005617	T265_13433	SBOV2_28850.1, SBOV2_28850.2
OG0005618	T265_08821	SBOV2_49260.1, SBOV2_49260.2
OG0005619	T265_06768	SBOV2_49580.2, SBOV2_49580.1
OG0005620	T265_05375	SBOV2_88990.1, SBOV2_88990.2
OG0005621	T265_06150	SBOV2_86540.1
OG0005622	T265_05245	SBOV2_420.1, SBOV2_420.2
OG0005623	T265_09835, T265_12397	SBOV2_74270.2, SBOV2_74270.1
OG0005625	T265_04392, T265_04393	SBOV2_11170.1, SBOV2_11170.2
OG0005626	T265_05055	SBOV2_43040.1
OG0005627	T265_10410	SBOV2_22660.1
OG0005628	T265_09104	SBOV2_28490.1, SBOV2_28490.2, SBOV2_28490.3
OG0005629	T265_11995, T265_15653	SBOV2_35710.1
OG0005630	T265_15104	SBOV2_84180.1
OG0005631	T265_10242	SBOV2_50500.1
OG0005632	T265_10093	SBOV2_94240.1, SBOV2_96790.1
OG0005633	T265_04541	SBOV2_10420.1
OG0005634	T265_13921	SBOV2_22290.1
OG0005635	T265_00211	SBOV2_3100.1
OG0005636	T265_06536	SBOV2_29070.1, SBOV2_29070.2, SBOV2_29070.3
OG0005637	T265_11903	SBOV2_79180.1
OG0005638	T265_02937	SBOV2_76230.1
OG0005641	T265_00803	SBOV2_72650.1
OG0005642	T265_05646	SBOV2_95500.1
OG0005643	T265_06739	SBOV2_37940.2, SBOV2_37940.4, SBOV2_37940.3, SBOV2_37940.1
OG0005644	T265_02170	SBOV2_75570.1, SBOV2_75570.2, SBOV2_75570.3
OG0005645	T265_00481	SBOV2_58440.1
OG0005647	T265_12426	SBOV2_55120.1
OG0005648	T265_02569	SBOV2_27640.1
OG0005649	T265_01356	SBOV2_49760.1
OG0005650	T265_03915	SBOV2_64270.1
OG0005652	T265_09909	SBOV2_47440.1
OG0005654	T265_04874, T265_13622	SBOV2_71940.1
OG0005655	T265_04225	SBOV2_40290.1, SBOV2_40290.2
OG0005656	T265_04764	SBOV2_87080.1, SBOV2_87080.2
OG0005657	T265_12479, T265_00202	SBOV2_12030.1
OG0005659	T265_10330	SBOV2_16450.1
OG0005660	T265_02166	SBOV2_71200.1
OG0005661	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880	SBOV2_6800.1
OG0005662	T265_01481	SBOV2_42510.1
OG0005664	T265_16080	SBOV2_24790.1, SBOV2_24780.1
OG0005665	T265_02439	SBOV2_47600.1
OG0005666	T265_04890	SBOV2_88070.1, SBOV2_88070.2
OG0005668	T265_04543	SBOV2_3640.1
OG0005669	T265_00307	SBOV2_55260.1
OG0005670	T265_15339	SBOV2_83680.1
OG0005671	T265_00199	SBOV2_12000.1, SBOV2_12000.2
OG0005672	T265_00025	SBOV2_46690.1
OG0005673	T265_00026	SBOV2_46740.1
OG0005674	T265_14069	SBOV2_41380.1
OG0005675	T265_14702	SBOV2_27100.1
OG0005677	T265_12490	SBOV2_5890.3, SBOV2_5890.4, SBOV2_5890.1, SBOV2_5890.2
OG0005678	T265_08052	SBOV2_59260.1, SBOV2_59260.2
OG0005679	T265_05347	SBOV2_89570.1
OG0005681	T265_02059	SBOV2_68540.1
OG0005683	T265_00556, T265_00555, T265_00558	SBOV2_31850.1
OG0005684	T265_13286	SBOV2_48670.1
OG0005685	T265_04563	SBOV2_13680.1, SBOV2_13680.2, SBOV2_13700.1
OG0005686	T265_02644	SBOV2_87990.1
OG0005687	T265_07614	SBOV2_65460.1, SBOV2_65460.3, SBOV2_65460.4, SBOV2_65460.2
OG0005688	T265_06908	SBOV2_600.1
OG0005689	T265_12982	SBOV2_70150.1
OG0005690	T265_13741	SBOV2_52930.1
OG0005691	T265_14083	SBOV2_92890.1
OG0005692	T265_03304	SBOV2_46620.1
OG0005693	T265_09417	SBOV2_1280.1
OG0005694	T265_05938	SBOV2_48570.1
OG0005695	T265_13862, T265_05792	SBOV2_48720.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	SBOV2_17830.1
OG0005699	T265_05508	SBOV2_20310.2, SBOV2_20310.1
OG0005700	T265_08200	SBOV2_70910.1
OG0005701	T265_10795, T265_12238	SBOV2_56980.1
OG0005702	T265_06068, T265_13996	SBOV2_64700.1, SBOV2_64700.2, SBOV2_64700.3, SBOV2_64700.4
OG0005703	T265_08410	SBOV2_33180.1
OG0005704	T265_04448	SBOV2_26980.1
OG0005705	T265_13838	SBOV2_51690.1
OG0005706	T265_04867	SBOV2_55350.1, SBOV2_55350.2
OG0005707	T265_09880	SBOV2_64770.1
OG0005709	T265_10125	SBOV2_39940.1
OG0005710	T265_14076, T265_14078, T265_00920	SBOV2_32890.1
OG0005712	T265_04155	SBOV2_88730.1
OG0005713	T265_13995	SBOV2_65770.1
OG0005714	T265_07566	SBOV2_89900.1
OG0005715	T265_02163	SBOV2_73610.1
OG0005716	T265_00293	SBOV2_54610.1
OG0005717	T265_01752	SBOV2_74350.1
OG0005718	T265_10025	SBOV2_48990.1
OG0005719	T265_04450	SBOV2_31950.1
OG0005720	T265_14184	SBOV2_82970.1
OG0005722	T265_10194	SBOV2_92120.1
OG0005723	T265_04137	SBOV2_42120.1, SBOV2_42120.3, SBOV2_42120.2
OG0005724	T265_01588	SBOV2_9120.1
OG0005725	T265_02382	SBOV2_82530.1
OG0005726	T265_12453	SBOV2_52590.1, SBOV2_52590.2, SBOV2_52590.3, SBOV2_52590.4, SBOV2_52590.5
OG0005727	T265_05161	SBOV2_68260.1
OG0005728	T265_04760	SBOV2_87030.1
OG0005729	T265_08666	SBOV2_64400.1
OG0005730	T265_13080	SBOV2_93180.2, SBOV2_93180.1
OG0005731	T265_02245	SBOV2_80850.1
OG0005732	T265_10389, T265_16193	SBOV2_40170.1
OG0005733	T265_05681	SBOV2_96450.1, SBOV2_23650.1
OG0005734	T265_15232	SBOV2_42730.1
OG0005735	T265_11765	SBOV2_91210.1
OG0005736	T265_12755	SBOV2_69390.1
OG0005737	T265_00624, T265_02522	SBOV2_63210.1, SBOV2_63210.2
OG0005738	T265_11159, T265_16149	SBOV2_4840.1
OG0005739	T265_01925	SBOV2_37820.3, SBOV2_37820.1, SBOV2_37820.2
OG0005740	T265_13120	SBOV2_78610.1
OG0005741	T265_04882	SBOV2_85570.1
OG0005742	T265_13047	SBOV2_34170.1
OG0005743	T265_03071	SBOV2_15920.1, SBOV2_15920.2
OG0005744	T265_10649	SBOV2_15720.1
OG0005745	T265_03355	SBOV2_62790.1
OG0005746	T265_02952	SBOV2_38360.1
OG0005747	T265_04470, T265_08799	SBOV2_44160.2, SBOV2_44160.1
OG0005748	T265_13853	SBOV2_85370.1
OG0005749	T265_00632	SBOV2_59480.1, SBOV2_59340.1
OG0005750	T265_15268	SBOV2_94930.1
OG0005751	T265_07039	SBOV2_33430.1
OG0005753	T265_05928, T265_00174, T265_02962	SBOV2_79220.1, SBOV2_79210.1
OG0005754	T265_01370	SBOV2_86910.1
OG0005755	T265_13833	SBOV2_24600.1
OG0005756	T265_09096	SBOV2_39910.1
OG0005758	T265_15767	SBOV2_71140.1, SBOV2_71140.2, SBOV2_71140.3, SBOV2_71140.4
OG0005760	T265_13006	SBOV2_47540.1, SBOV2_47540.2
OG0005762	T265_06999, T265_15869	SBOV2_61340.1
OG0005763	T265_14562	SBOV2_90710.1
OG0005764	T265_01401	SBOV2_64570.1
OG0005765	T265_02549	SBOV2_25350.1
OG0005766	T265_07109	SBOV2_84150.1
OG0005767	T265_05293	SBOV2_79670.1
OG0005768	T265_15039	SBOV2_35570.1, SBOV2_35570.2, SBOV2_35570.3
OG0005769	T265_04564	SBOV2_13750.1
OG0005770	T265_08813	SBOV2_26720.1
OG0005771	T265_02692	SBOV2_52660.1
OG0005772	T265_11297	SBOV2_81040.3, SBOV2_81040.2, SBOV2_81040.1, SBOV2_81040.4
OG0005773	T265_07555	SBOV2_69080.1
OG0005774	T265_00539	SBOV2_65670.1
OG0005775	T265_10318	SBOV2_25600.1, SBOV2_41470.1
OG0005776	T265_05775	SBOV2_86120.1
OG0005777	T265_05076	SBOV2_41740.1
OG0005778	T265_11844	SBOV2_67620.1
OG0005779	T265_02003	SBOV2_68170.1
OG0005780	T265_14551	SBOV2_92240.1, SBOV2_92240.2
OG0005782	T265_14704	SBOV2_43510.2, SBOV2_43510.3, SBOV2_43510.1
OG0005783	T265_00399	SBOV2_89480.2, SBOV2_89480.1
OG0005784	T265_07736	SBOV2_90310.1
OG0005786	T265_04169	SBOV2_13910.3, SBOV2_13910.4, SBOV2_13910.2, SBOV2_13910.1
OG0005787	T265_00243	SBOV2_830.1
OG0005788	T265_03214, T265_13190	SBOV2_12100.1
OG0005790	T265_09946	SBOV2_69770.1
OG0005791	T265_05057	SBOV2_43780.1
OG0005792	T265_05239	SBOV2_3680.1
OG0005794	T265_07563	SBOV2_4250.1
OG0005795	T265_08753	SBOV2_94830.1
OG0005796	T265_09148	SBOV2_5030.1
OG0005797	T265_04637	SBOV2_94250.1, SBOV2_94250.2, SBOV2_94250.3
OG0005798	T265_03990	SBOV2_70600.1
OG0005799	T265_03670	SBOV2_20090.1
OG0005800	T265_07697	SBOV2_82550.1
OG0005801	T265_02096, T265_02093	SBOV2_15030.1, SBOV2_15030.2
OG0005802	T265_02201	SBOV2_75070.1
OG0005803	T265_00647	SBOV2_57600.1
OG0005804	T265_05300	SBOV2_92010.1
OG0005805	T265_11376	SBOV2_69440.1, SBOV2_69440.3, SBOV2_69440.2, SBOV2_69440.4
OG0005806	T265_01699	SBOV2_81460.1
OG0005807	T265_10239	SBOV2_79190.1
OG0005808	T265_02555	SBOV2_28390.1
OG0005809	T265_10830	SBOV2_38680.1
OG0005810	T265_03823	SBOV2_86630.1
OG0005811	T265_03204	SBOV2_12890.1
OG0005812	T265_08980	SBOV2_27860.1
OG0005813	T265_13063	SBOV2_71300.1
OG0005814	T265_09505	SBOV2_14320.1
OG0005815	T265_00587	SBOV2_64850.1
OG0005816	T265_06483	SBOV2_13070.1
OG0005817	T265_06231	SBOV2_36740.1
OG0005818	T265_13477	SBOV2_88150.1
OG0005819	T265_07650	SBOV2_52880.1
OG0005820	T265_14348	SBOV2_62250.2, SBOV2_62250.1
OG0005821	T265_15489	SBOV2_94690.1, SBOV2_94690.2, SBOV2_94690.3
OG0005822	T265_10836, T265_15798	SBOV2_39880.1
OG0005823	T265_03645	SBOV2_27520.1
OG0005824	T265_13768	SBOV2_40670.1
OG0005825	T265_09263	SBOV2_39400.1, SBOV2_39400.2
OG0005827	T265_00477	SBOV2_45330.1
OG0005829	T265_07019	SBOV2_58680.1
OG0005832	T265_03487	SBOV2_31200.1
OG0005834	T265_09549, T265_09550	SBOV2_83210.1, SBOV2_83200.1
OG0005835	T265_02951, T265_02950, T265_12725	SBOV2_62830.1
OG0005836	T265_01708	SBOV2_82390.1
OG0005837	T265_01193	SBOV2_91120.1
OG0005839	T265_06242	SBOV2_25450.1
OG0005840	T265_11601	SBOV2_85290.1
OG0005841	T265_08033	SBOV2_13780.1
OG0005842	T265_03836, T265_15281	SBOV2_54830.1
OG0005843	T265_10763	SBOV2_20530.1, SBOV2_20520.1
OG0005844	T265_14602	SBOV2_11800.1, SBOV2_11800.2
OG0005846	T265_07312	SBOV2_33330.1
OG0005847	T265_13750	SBOV2_95550.1, SBOV2_95550.2
OG0005848	T265_06770	SBOV2_52570.3, SBOV2_52570.4, SBOV2_52570.1, SBOV2_52570.2
OG0005849	T265_11650	SBOV2_95610.1
OG0005851	T265_13104	SBOV2_56060.1
OG0005852	T265_08633	SBOV2_37310.1
OG0005853	T265_02224	SBOV2_75460.1, SBOV2_75460.2
OG0005854	T265_13860	SBOV2_77740.1
OG0005855	T265_08314	SBOV2_30150.1, SBOV2_30130.1
OG0005856	T265_03805	SBOV2_85240.1, SBOV2_85240.2
OG0005857	T265_00601	SBOV2_66500.1, SBOV2_66500.2
OG0005859	T265_08046	SBOV2_16740.1, SBOV2_16740.2
OG0005862	T265_05077	SBOV2_41750.2, SBOV2_41750.3, SBOV2_41750.1
OG0005863	T265_12761	SBOV2_47700.1
OG0005865	T265_13793	SBOV2_20940.1, SBOV2_20940.2
OG0005866	T265_01265	SBOV2_71340.1
OG0005867	T265_14730	SBOV2_39060.2, SBOV2_39060.1
OG0005868	T265_15212	SBOV2_94680.1
OG0005869	T265_02080	SBOV2_91600.1
OG0005870	T265_01028	SBOV2_23720.1
OG0005871	T265_02838	SBOV2_77600.1, SBOV2_77600.2
OG0005892	T265_02810	SBOV2_30230.1, SBOV2_30230.2
OG0005895	T265_02067, T265_12917	SBOV2_92740.1
OG0005896	T265_11094	SBOV2_27030.1, SBOV2_27030.2
OG0005897	T265_07974	SBOV2_92570.1
OG0005898	T265_12230	SBOV2_42990.1, SBOV2_42990.2
OG0005899	T265_04845	SBOV2_92600.1
OG0005900	T265_00709	SBOV2_36240.1
OG0005901	T265_00638	SBOV2_59210.1
OG0005902	T265_00941, T265_02464	SBOV2_7740.1
OG0005903	T265_00963	SBOV2_5410.2, SBOV2_5410.3, SBOV2_5410.1
OG0005904	T265_11372	SBOV2_23220.1
OG0005905	T265_03164	SBOV2_67320.1
OG0005907	T265_15495	SBOV2_26420.1, SBOV2_26420.2
OG0005909	T265_06412, T265_11442	SBOV2_14060.1
OG0005910	T265_09944	SBOV2_75360.1
OG0005911	T265_04810	SBOV2_94120.1
OG0005912	T265_04624	SBOV2_93900.1
OG0005913	T265_10498	SBOV2_89030.1
OG0005914	T265_06765	SBOV2_74980.1
OG0005915	T265_08170	SBOV2_8250.1, SBOV2_8250.2, SBOV2_8250.3
OG0005916	T265_06691	SBOV2_18210.1
OG0005917	T265_15562	SBOV2_64890.1, SBOV2_64890.2
OG0005918	T265_08551	SBOV2_34270.1
OG0005919	T265_11164, T265_11165	SBOV2_21840.1
OG0005920	T265_00251	SBOV2_2930.1
OG0005921	T265_00660	SBOV2_68870.1
OG0005922	T265_03683	SBOV2_21140.1
OG0005923	T265_09100	SBOV2_38320.1
OG0005924	T265_11578, T265_15466	SBOV2_16020.1
OG0005925	T265_01965	SBOV2_69740.1, SBOV2_96640.1, SBOV2_96770.1, SBOV2_96770.2, SBOV2_96770.3
OG0005926	T265_06075	SBOV2_61420.1, SBOV2_61420.2
OG0005927	T265_07474	SBOV2_41080.1
OG0005928	T265_03910	SBOV2_67980.1
OG0005929	T265_14813	SBOV2_61030.1
OG0005930	T265_01780	SBOV2_78840.1
OG0005931	T265_00432	SBOV2_72110.1
OG0005932	T265_15964, T265_08949	SBOV2_2230.1
OG0005934	T265_13965	SBOV2_19780.1
OG0005935	T265_11727	SBOV2_35540.1
OG0005936	T265_13176	SBOV2_60900.1
OG0005937	T265_07301	SBOV2_88820.1
OG0005938	T265_12945	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3
OG0005943	T265_00991	SBOV2_14480.1
OG0005944	T265_11797	SBOV2_59560.1
OG0005946	T265_10157	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3
OG0005947	T265_09064	SBOV2_13810.1, SBOV2_96310.1
OG0005948	T265_03363, T265_07624	SBOV2_32540.1
OG0005950	T265_12502	SBOV2_49340.1
OG0005951	T265_09940	SBOV2_6310.1
OG0005952	T265_10288	SBOV2_81650.1
OG0005953	T265_10746	SBOV2_68150.1
OG0005954	T265_10033	SBOV2_20020.1, SBOV2_20020.2
OG0005955	T265_07740	SBOV2_90320.1
OG0005956	T265_04335	SBOV2_37120.1
OG0005957	T265_08557	SBOV2_23570.1
OG0005958	T265_06746	SBOV2_73310.1
OG0005959	T265_05366	SBOV2_28530.1
OG0005960	T265_05528	SBOV2_84500.1
OG0005961	T265_14951	SBOV2_68080.1
OG0005962	T265_06637	SBOV2_91940.1
OG0005963	T265_10304, T265_14365, T265_15108	SBOV2_61950.1
OG0005964	T265_10711	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2
OG0005965	T265_02267	SBOV2_20210.1
OG0005966	T265_10363	SBOV2_86600.1
OG0005967	T265_09028	SBOV2_72160.1
