Orthogroup	opisthorchis_viverrini	schistosoma_curassoni
OG0006182	T265_10119	SCUR1_32570.1
OG0006186	T265_07077	SCUR1_91590.1, SCUR1_100300.1
OG0006187	T265_04136	SCUR1_43110.1
OG0006188	T265_11536	SCUR1_43160.1
OG0006225	T265_04195	SCUR1_66420.1
OG0006226	T265_06962	SCUR1_10170.1
OG0006227	T265_05575	SCUR1_11440.1
OG0006228	T265_06400	SCUR1_26320.1
OG0006229	T265_11944, T265_12321	SCUR1_15850.1
OG0006230	T265_08353	SCUR1_96640.1
OG0006231	T265_05886	SCUR1_40800.1
OG0006234	T265_07777	SCUR1_14110.1
OG0006235	T265_13669	SCUR1_25630.1
OG0006236	T265_00536	SCUR1_68280.1
OG0006237	T265_02604	SCUR1_40400.1
OG0006238	T265_04894	SCUR1_31660.1
OG0006239	T265_05714	SCUR1_76580.1
OG0006241	T265_00315	SCUR1_56000.1
OG0006242	T265_11186	SCUR1_15050.1
OG0006243	T265_13406	SCUR1_44240.1, SCUR1_44240.2
OG0006245	T265_13952	SCUR1_55300.1
OG0006246	T265_12114	SCUR1_80990.1
OG0006247	T265_10497	SCUR1_87860.1
OG0006248	T265_09974, T265_09975	SCUR1_89670.1, SCUR1_96710.1
OG0006249	T265_12552	SCUR1_46100.1, SCUR1_46090.1, SCUR1_46090.2
OG0006250	T265_08806	SCUR1_33090.1
OG0006251	T265_04439	SCUR1_16360.1
OG0006252	T265_03818	SCUR1_34710.1
OG0006253	T265_09495	SCUR1_88140.1
OG0006254	T265_10255	SCUR1_2100.1
OG0006255	T265_12577	SCUR1_36010.1, SCUR1_35990.1, SCUR1_36000.1
OG0006256	T265_11234	SCUR1_98380.1
OG0006257	T265_09703	SCUR1_92560.1
OG0006258	T265_12589	SCUR1_66630.1
OG0006259	T265_14257	SCUR1_88060.1
OG0006260	T265_06942, T265_06943	SCUR1_23840.1
OG0006261	T265_00088, T265_00089	SCUR1_75980.1
OG0006262	T265_09323	SCUR1_67950.1
OG0006264	T265_15190	SCUR1_77100.2, SCUR1_77100.1
OG0006265	T265_01075	SCUR1_22830.1
OG0006266	T265_05275	SCUR1_50700.1
OG0006267	T265_14701	SCUR1_40880.1
OG0006269	T265_08086	SCUR1_48420.1
OG0006270	T265_15004	SCUR1_16390.1
OG0006272	T265_08414	SCUR1_9590.1
OG0006273	T265_04110	SCUR1_44620.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	SCUR1_96590.1, SCUR1_98400.1
OG0006275	T265_14969	SCUR1_79860.1
OG0006276	T265_07118	SCUR1_84560.1, SCUR1_84560.2
OG0006277	T265_13414	SCUR1_44260.1
OG0006278	T265_02316, T265_15671	SCUR1_83660.1
OG0006279	T265_14327	SCUR1_40270.1
OG0006280	T265_09871	SCUR1_12030.1
OG0006281	T265_15811	SCUR1_32450.1
OG0006282	T265_11224	SCUR1_77180.1
OG0006283	T265_05049	SCUR1_41650.1
OG0006284	T265_02188	SCUR1_71510.1
OG0006285	T265_00313	SCUR1_54300.1
OG0006286	T265_00546	SCUR1_62450.1, SCUR1_62450.2, SCUR1_62450.3
OG0006288	T265_00770	SCUR1_73260.1
OG0006289	T265_14976	SCUR1_77040.1
OG0006290	T265_03916	SCUR1_64550.1
OG0006291	T265_08125	SCUR1_61590.1
OG0006292	T265_00669	SCUR1_67770.1
OG0006293	T265_08152	SCUR1_94610.1
OG0006294	T265_09717	SCUR1_24530.1
OG0006295	T265_11139	SCUR1_93700.1, SCUR1_93700.2, SCUR1_93700.3, SCUR1_93700.4
OG0006296	T265_09675	SCUR1_41020.1, SCUR1_41030.1
OG0006299	T265_09982, T265_06697	SCUR1_2130.1
OG0006300	T265_12045	SCUR1_9250.1
OG0006301	T265_15886, T265_12313	SCUR1_7210.1
OG0006302	T265_07637	SCUR1_54570.1
OG0006303	T265_14450	SCUR1_1390.1
OG0006304	T265_00048	SCUR1_49220.1
OG0006305	T265_10720	SCUR1_67690.1
OG0006306	T265_09242	SCUR1_17650.1
OG0006307	T265_09818	SCUR1_35500.1
OG0006308	T265_14763	SCUR1_72370.1
OG0006309	T265_15194	SCUR1_78190.1, SCUR1_78190.2, SCUR1_78190.3
OG0006311	T265_04307	SCUR1_87450.1
OG0006312	T265_02160	SCUR1_76950.1
OG0006313	T265_13064	SCUR1_75420.1
OG0006314	T265_02327	SCUR1_69900.1
OG0006315	T265_02744	SCUR1_91440.1, SCUR1_91440.2, SCUR1_91440.3
OG0006316	T265_10726	SCUR1_67750.1
OG0006317	T265_00104	SCUR1_50010.1, SCUR1_50010.2
OG0006318	T265_06847	SCUR1_50280.1
OG0006319	T265_10996	SCUR1_89050.1
OG0006320	T265_10617	SCUR1_31030.1, SCUR1_31020.1
OG0006321	T265_05253	SCUR1_880.1
OG0006322	T265_13118	SCUR1_55860.1
OG0006323	T265_08324	SCUR1_34110.4, SCUR1_34110.5, SCUR1_34110.1, SCUR1_34110.2, SCUR1_34110.3
OG0006324	T265_01373	SCUR1_20810.1
OG0006325	T265_06415	SCUR1_5770.1
OG0006326	T265_06631	SCUR1_94460.1
OG0006327	T265_12717	SCUR1_24870.1
OG0006328	T265_08665	SCUR1_58270.1
OG0006329	T265_14587	SCUR1_66580.2, SCUR1_66580.1
OG0006330	T265_07570	SCUR1_89560.1
OG0006331	T265_03152	SCUR1_59400.1
OG0006332	T265_11742	SCUR1_45480.1
OG0006334	T265_14064	SCUR1_81920.1
OG0006335	T265_04638	SCUR1_93640.1
OG0006336	T265_15021	SCUR1_21820.1
OG0006337	T265_05503	SCUR1_15590.1
OG0006338	T265_04419	SCUR1_20020.1
OG0006339	T265_00683	SCUR1_35670.1, SCUR1_97340.1
OG0006340	T265_08629	SCUR1_43860.1
OG0006342	T265_11168	SCUR1_83390.1
OG0006343	T265_04178	SCUR1_60930.1
OG0006344	T265_14821	SCUR1_25910.1
OG0006346	T265_13092, T265_07373	SCUR1_89160.1
OG0006347	T265_15598	SCUR1_27690.1
OG0006348	T265_11593	SCUR1_45430.1
OG0006349	T265_05558	SCUR1_8390.1
OG0006351	T265_14298, T265_14297	SCUR1_76440.1
OG0006352	T265_07872	SCUR1_14650.1
OG0006353	T265_03964	SCUR1_68960.1
OG0006354	T265_01996	SCUR1_70860.1, SCUR1_70860.2
OG0006355	T265_08827	SCUR1_51320.1
OG0006356	T265_01986	SCUR1_78780.1
OG0006357	T265_07692	SCUR1_82890.1
OG0006358	T265_06294	SCUR1_16060.1
OG0006359	T265_06848, T265_06849	SCUR1_50970.1, SCUR1_50970.2
OG0006360	T265_07902	SCUR1_91680.1, SCUR1_91680.2
OG0006361	T265_11664	SCUR1_54550.1
OG0006362	T265_00886	SCUR1_21210.1
OG0006363	T265_14157	SCUR1_14320.1
OG0006365	T265_08591	SCUR1_21970.1
OG0006366	T265_00360	SCUR1_52660.1
OG0006367	T265_00428	SCUR1_69060.1
OG0006369	T265_02314, T265_16246	SCUR1_84070.1
OG0006370	T265_13377	SCUR1_70510.1
OG0006371	T265_06013	SCUR1_81000.1
OG0006372	T265_00580	SCUR1_41270.1
OG0006373	T265_04279	SCUR1_78060.1
OG0006374	T265_02365	SCUR1_50800.1
OG0006375	T265_00911	SCUR1_19950.1
OG0006376	T265_04165	SCUR1_85850.1
OG0006377	T265_11918	SCUR1_61410.1
OG0006378	T265_12748	SCUR1_53820.1
OG0006379	T265_12049	SCUR1_85060.1
OG0006381	T265_07644	SCUR1_74550.1
OG0006383	T265_07925	SCUR1_80700.1
OG0006384	T265_02045	SCUR1_59450.1
OG0006385	T265_05143	SCUR1_17710.1
OG0006386	T265_15437	SCUR1_56620.1
OG0006387	T265_03298	SCUR1_77790.1
OG0006388	T265_07008	SCUR1_59530.1
OG0006389	T265_02317	SCUR1_83670.1
OG0006390	T265_15291	SCUR1_65500.1
OG0006391	T265_10898	SCUR1_65490.1
OG0006392	T265_05333, T265_13754, T265_13554	SCUR1_94800.1
OG0006394	T265_15418	SCUR1_48160.1
OG0006395	T265_13542	SCUR1_14190.1
OG0006397	T265_03982	SCUR1_78320.1
OG0006398	T265_14053	SCUR1_5980.1
OG0006399	T265_14380	SCUR1_12910.1
OG0006400	T265_02773	SCUR1_74650.1
OG0006401	T265_00344	SCUR1_47220.1
OG0006402	T265_07045	SCUR1_25780.1
OG0006403	T265_10653	SCUR1_480.1
OG0006404	T265_06868	SCUR1_33760.1
OG0006405	T265_11460	SCUR1_50230.1
OG0006406	T265_13003, T265_03998, T265_14155	SCUR1_52580.1
OG0006407	T265_01611	SCUR1_19480.1
OG0006408	T265_05827	SCUR1_75510.1
OG0006409	T265_06982	SCUR1_51800.1
OG0006410	T265_15301	SCUR1_830.1
OG0006411	T265_12161, T265_15137, T265_15138	SCUR1_1770.1
OG0006412	T265_14552	SCUR1_17620.1
OG0006413	T265_07342	SCUR1_89650.1
OG0006414	T265_07452	SCUR1_84980.1
OG0006415	T265_09372	SCUR1_24440.1
OG0006416	T265_08933	SCUR1_60350.1
OG0006418	T265_03112	SCUR1_8760.1
OG0006420	T265_01124	SCUR1_63620.1
OG0006421	T265_09926	SCUR1_5630.1
OG0006422	T265_04316	SCUR1_88960.1
OG0006423	T265_09547	SCUR1_81850.1
OG0006424	T265_15186, T265_02708	SCUR1_50200.1
OG0006425	T265_11416	SCUR1_78120.1
OG0006426	T265_09277	SCUR1_20830.1
OG0006427	T265_10062	SCUR1_33100.1
OG0006428	T265_11779	SCUR1_350.1
OG0006429	T265_08172	SCUR1_10950.1
OG0006430	T265_01459, T265_08003	SCUR1_3170.1
OG0006431	T265_09599	SCUR1_89850.1
OG0006432	T265_12903	SCUR1_78510.1
OG0006433	T265_04463	SCUR1_43020.2, SCUR1_43020.1, SCUR1_43020.3
OG0006434	T265_10421	SCUR1_91890.1
OG0006436	T265_01380	SCUR1_68610.1
OG0006437	T265_03880	SCUR1_90190.1
OG0006438	T265_02221	SCUR1_76060.1
OG0006439	T265_10437	SCUR1_13500.1
OG0006441	T265_08751	SCUR1_94400.1
OG0006442	T265_05198	SCUR1_35110.1
OG0006443	T265_01839	SCUR1_21370.1
OG0006444	T265_13057	SCUR1_87790.1, SCUR1_87790.2
OG0006445	T265_12451, T265_16053	SCUR1_69350.1
OG0006448	T265_12679	SCUR1_4930.1
OG0006449	T265_08544	SCUR1_31770.1
OG0006450	T265_10232	SCUR1_2570.1
OG0006451	T265_15460	SCUR1_70460.1
OG0006452	T265_10252	SCUR1_56520.1
OG0006453	T265_01420	SCUR1_68640.1
OG0006454	T265_11534	SCUR1_9600.1
OG0006455	T265_01587	SCUR1_50630.1
OG0006457	T265_00141	SCUR1_54520.1
OG0006458	T265_07613	SCUR1_66230.1
OG0006459	T265_12438	SCUR1_56050.1
OG0006460	T265_01122	SCUR1_65140.1
OG0006461	T265_14894	SCUR1_85160.3, SCUR1_85160.1, SCUR1_85160.2
OG0006462	T265_02678	SCUR1_50510.2, SCUR1_50510.1, SCUR1_50510.3
OG0006463	T265_00516	SCUR1_62130.1
OG0006464	T265_03697	SCUR1_22060.1
OG0006466	T265_11283	SCUR1_86770.1, SCUR1_86770.2
OG0006467	T265_11575	SCUR1_10530.1
OG0006468	T265_15381	SCUR1_42780.1
OG0006469	T265_07952	SCUR1_14890.1
OG0006470	T265_03006	SCUR1_58520.1
OG0006472	T265_09548	SCUR1_82800.1
OG0006473	T265_00503	SCUR1_61910.1
OG0006476	T265_00225	SCUR1_3110.2, SCUR1_3110.1
OG0006477	T265_10127	SCUR1_27660.1
OG0006478	T265_15504, T265_15819	SCUR1_7480.1
OG0006479	T265_04124	SCUR1_43360.1
OG0006480	T265_10500	SCUR1_22240.1
OG0006481	T265_01822	SCUR1_66720.1
OG0006484	T265_01969	SCUR1_69580.1
OG0006485	T265_08420	SCUR1_4360.1, SCUR1_4360.2, SCUR1_4360.3
OG0006486	T265_10504, T265_15169	SCUR1_22260.1
OG0006487	T265_01788	SCUR1_72690.1
OG0006488	T265_14164	SCUR1_16290.1
OG0006489	T265_06132	SCUR1_11150.1
OG0006490	T265_06700	SCUR1_7630.1, SCUR1_7630.2
OG0006491	T265_02227	SCUR1_84150.1
OG0006492	T265_09429	SCUR1_31510.1
OG0006493	T265_05598	SCUR1_23040.1
OG0006494	T265_07790	SCUR1_62610.1
OG0006495	T265_02429	SCUR1_82610.1, SCUR1_82610.2
OG0006496	T265_10309, T265_10310	SCUR1_45280.1
OG0006498	T265_08375	SCUR1_1690.1
OG0006499	T265_14999	SCUR1_5690.1
OG0006501	T265_05439	SCUR1_88630.1
OG0006502	T265_04060	SCUR1_68950.1, SCUR1_68950.2
OG0006503	T265_11418	SCUR1_79760.1
OG0006504	T265_16255	SCUR1_80790.1, SCUR1_97690.1, SCUR1_97690.2
OG0006505	T265_01650	SCUR1_82220.1, SCUR1_82220.2
OG0006506	T265_07161	SCUR1_66330.1
OG0006509	T265_06617	SCUR1_92640.1
OG0006512	T265_02956	SCUR1_34750.1
OG0006513	T265_03639	SCUR1_37790.1
OG0006514	T265_07927	SCUR1_81710.1, SCUR1_81710.2, SCUR1_81710.4, SCUR1_81710.3, SCUR1_81710.5
OG0006515	T265_09667	SCUR1_42770.1
OG0006516	T265_13299	SCUR1_30660.1
OG0006517	T265_15214	SCUR1_93960.2, SCUR1_93960.1, SCUR1_93960.3
OG0006543	T265_02409, T265_02410	SCUR1_82280.1
OG0006544	T265_04643	SCUR1_94260.1, SCUR1_94260.2
OG0006545	T265_12850	SCUR1_71050.1
OG0006546	T265_04315	SCUR1_88970.1
OG0006547	T265_00458	SCUR1_48050.1, SCUR1_48040.1
OG0006548	T265_08761	SCUR1_91770.1
OG0006549	T265_00535	SCUR1_68290.1, SCUR1_68290.2
OG0006550	T265_12513	SCUR1_56010.1
OG0006552	T265_15625	SCUR1_15040.1
OG0006553	T265_06339	SCUR1_76710.1
OG0006554	T265_13260	SCUR1_43970.2, SCUR1_43970.1
OG0006555	T265_05771	SCUR1_91040.1, SCUR1_91040.2
OG0006556	T265_11960	SCUR1_53950.1
OG0006557	T265_02543	SCUR1_60860.1
OG0006558	T265_05738	SCUR1_70310.1
OG0006560	T265_01023	SCUR1_26700.1
OG0006561	T265_06796	SCUR1_66670.3
OG0006562	T265_14420	SCUR1_13600.1
OG0006563	T265_07306	SCUR1_85960.2, SCUR1_85960.1
OG0006567	T265_07533	SCUR1_30190.1
OG0006568	T265_13305	SCUR1_20410.1
OG0006569	T265_09101	SCUR1_29280.1
OG0006570	T265_00046	SCUR1_55570.1
OG0006571	T265_02036	SCUR1_61750.1
OG0006572	T265_13595, T265_04767	SCUR1_46490.1
OG0006573	T265_10380	SCUR1_1800.2, SCUR1_1800.1
OG0006574	T265_00628	SCUR1_66250.1
OG0006575	T265_05860, T265_15914	SCUR1_57790.1
OG0006576	T265_00643	SCUR1_57940.1, SCUR1_57930.1
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	SCUR1_35800.1
OG0006578	T265_13404	SCUR1_47940.1
OG0006579	T265_04072	SCUR1_42660.1
OG0006580	T265_06753	SCUR1_76040.1
OG0006581	T265_01022	SCUR1_26690.1
OG0006582	T265_06600	SCUR1_30580.1
OG0006583	T265_10802	SCUR1_85560.1, SCUR1_98130.1
OG0006584	T265_06921	SCUR1_2330.1
OG0006586	T265_06535	SCUR1_37610.1
OG0006588	T265_04942	SCUR1_13910.1, SCUR1_13910.2
OG0006589	T265_07243	SCUR1_19720.1
OG0006590	T265_07241	SCUR1_19740.1
OG0006591	T265_06110	SCUR1_71550.1, SCUR1_71550.2
OG0006592	T265_09421	SCUR1_83600.1
OG0006593	T265_03292	SCUR1_69990.1
OG0006594	T265_05108	SCUR1_51790.1
OG0006595	T265_13783	SCUR1_53500.1, SCUR1_53500.2, SCUR1_53500.3
OG0006596	T265_14736	SCUR1_78230.1
OG0006597	T265_15644	SCUR1_77030.1
OG0006598	T265_04813	SCUR1_92590.1
OG0006599	T265_06001	SCUR1_23280.1
OG0006601	T265_05089	SCUR1_51730.1
OG0006604	T265_02143	SCUR1_55920.1
OG0006605	T265_15195	SCUR1_18650.1
OG0006606	T265_10657	SCUR1_72250.1
OG0006607	T265_04245	SCUR1_26260.1
OG0006608	T265_04438	SCUR1_20350.1
OG0006610	T265_07805	SCUR1_81200.1
OG0006611	T265_13076	SCUR1_91780.1
OG0006613	T265_08081	SCUR1_56220.1
OG0006614	T265_11437	SCUR1_65330.1
OG0006616	T265_09162	SCUR1_70400.1
OG0006617	T265_01246	SCUR1_68990.1, SCUR1_68990.3, SCUR1_68990.2
OG0006618	T265_07977	SCUR1_37260.1
OG0006619	T265_01062	SCUR1_24090.1
OG0006620	T265_11532	SCUR1_1960.1
OG0006621	T265_05353	SCUR1_90890.1
OG0006622	T265_07997	SCUR1_16410.1
OG0006624	T265_00402	SCUR1_34820.1
OG0006625	T265_00626	SCUR1_61640.1
OG0006626	T265_16206, T265_10359, T265_16251	SCUR1_32600.1
OG0006627	T265_15096	SCUR1_56530.1
OG0006628	T265_06512	SCUR1_90970.1
OG0006629	T265_01973	SCUR1_75020.1
OG0006630	T265_02374, T265_12306, T265_02376	SCUR1_80490.2, SCUR1_80490.1
OG0006631	T265_01364	SCUR1_51290.1
OG0006632	T265_00693	SCUR1_39340.1
OG0006633	T265_12533	SCUR1_69070.1
OG0006634	T265_09918	SCUR1_41100.1
OG0006638	T265_07959, T265_12103, T265_12336	SCUR1_7110.1
OG0006639	T265_01732	SCUR1_79470.1
OG0006640	T265_02101	SCUR1_8970.1
OG0006641	T265_11815, T265_12182, T265_12254	SCUR1_75390.1
OG0006642	T265_14387	SCUR1_64330.1
OG0006643	T265_01447	SCUR1_58260.1
OG0006644	T265_11470	SCUR1_24560.1
OG0006645	T265_04180	SCUR1_60940.1
OG0006646	T265_14470	SCUR1_51550.1
OG0006647	T265_04949	SCUR1_65920.1
OG0006648	T265_06317	SCUR1_65880.1
OG0006650	T265_13348	SCUR1_47500.1
OG0006651	T265_03076	SCUR1_12650.1
OG0006652	T265_14309	SCUR1_23820.1
OG0006653	T265_01556	SCUR1_64190.1, SCUR1_64200.1
OG0006654	T265_06319	SCUR1_65910.1
OG0006655	T265_10613	SCUR1_34450.1
OG0006656	T265_10612	SCUR1_34440.1, SCUR1_34440.2
OG0006657	T265_01090	SCUR1_25290.1
OG0006658	T265_02204	SCUR1_76740.1
OG0006659	T265_04507	SCUR1_35220.1
OG0006660	T265_07919	SCUR1_84200.1
OG0006661	T265_06986	SCUR1_71890.1
OG0006662	T265_06293	SCUR1_16050.1
OG0006664	T265_10175	SCUR1_50960.1
OG0006665	T265_09475	SCUR1_36710.1
OG0006666	T265_05118	SCUR1_1260.1, SCUR1_1260.2
OG0006667	T265_06889	SCUR1_6850.1
OG0006668	T265_08869	SCUR1_24550.1, SCUR1_24550.2
OG0006669	T265_06871, T265_14158	SCUR1_14330.1
OG0006670	T265_01723	SCUR1_70300.1
OG0006671	T265_02176	SCUR1_78420.1
OG0006672	T265_07550	SCUR1_17910.1, SCUR1_17920.1
OG0006673	T265_14096	SCUR1_20940.1
OG0006675	T265_14098	SCUR1_22450.1
OG0006676	T265_02337	SCUR1_73570.1
OG0006678	T265_02364	SCUR1_100910.1, SCUR1_47000.1, SCUR1_100910.2
OG0006680	T265_14576	SCUR1_12100.1
OG0006681	T265_03138	SCUR1_60760.1
OG0006682	T265_13643	SCUR1_83260.1, SCUR1_83260.2
OG0006685	T265_01793	SCUR1_33860.2, SCUR1_33860.1
OG0006686	T265_00388	SCUR1_53350.1
OG0006687	T265_03886	SCUR1_87500.1
OG0006688	T265_10138	SCUR1_58910.1
OG0006689	T265_11462	SCUR1_61480.1
OG0006690	T265_02014	SCUR1_60780.1
OG0006691	T265_14118	SCUR1_76080.1
OG0006692	T265_09931	SCUR1_4420.1
OG0006693	T265_06000	SCUR1_23290.1
OG0006694	T265_05779	SCUR1_77440.1
OG0006695	T265_12588	SCUR1_63540.1
OG0006696	T265_00566	SCUR1_85680.1
OG0006697	T265_03625	SCUR1_30640.1
OG0006699	T265_00029	SCUR1_70420.1
OG0006700	T265_00710	SCUR1_39860.1
OG0006701	T265_09665	SCUR1_49510.1
OG0006702	T265_08330	SCUR1_89750.1
OG0006703	T265_07174	SCUR1_7540.1
OG0006705	T265_00312	SCUR1_98470.1
OG0006706	T265_01507	SCUR1_41060.1
OG0006709	T265_06181	SCUR1_21270.1, SCUR1_100210.1
OG0006710	T265_04961	SCUR1_81960.1
OG0006711	T265_07615	SCUR1_64630.1
OG0006712	T265_03406	SCUR1_83420.1
OG0006713	T265_14943	SCUR1_33060.1
OG0006714	T265_13836	SCUR1_22690.1
OG0006715	T265_01471, T265_00877, T265_12801, T265_11125	SCUR1_44000.1
OG0006716	T265_00372, T265_00371	SCUR1_45750.1
OG0006717	T265_09607	SCUR1_89840.1
OG0006718	T265_00853	SCUR1_22530.1
OG0006720	T265_05605	SCUR1_26840.1
OG0006721	T265_09405	SCUR1_12830.1
OG0006724	T265_04424, T265_11296	SCUR1_3240.1
OG0006725	T265_08874	SCUR1_62240.1
OG0006726	T265_14354	SCUR1_62650.1
OG0006728	T265_04626	SCUR1_95320.2, SCUR1_95320.3, SCUR1_95320.1
OG0006729	T265_04397	SCUR1_94110.1, SCUR1_94100.1
OG0006731	T265_01865	SCUR1_99230.1, SCUR1_86390.1
OG0006732	T265_03141	SCUR1_64140.1
OG0006733	T265_00226	SCUR1_10030.1
OG0006734	T265_01901	SCUR1_90520.1, SCUR1_99390.1
OG0006735	T265_07014	SCUR1_63240.1
OG0006736	T265_01789	SCUR1_72680.1
OG0006737	T265_14034	SCUR1_2170.1
OG0006738	T265_13420	SCUR1_45460.1
OG0006739	T265_00860	SCUR1_20030.1
OG0006740	T265_01698	SCUR1_81410.1
OG0006741	T265_05530	SCUR1_13720.1
OG0006742	T265_07162	SCUR1_11070.1
OG0006743	T265_00014	SCUR1_50150.1
OG0006744	T265_03826	SCUR1_86280.1
OG0006745	T265_15337	SCUR1_83470.1
OG0006746	T265_02215	SCUR1_78790.1, SCUR1_78790.2
OG0006747	T265_13929	SCUR1_80840.1
OG0006749	T265_08540	SCUR1_37470.1
OG0006750	T265_11230	SCUR1_90460.1
OG0006751	T265_10348	SCUR1_57070.1
OG0006752	T265_06481	SCUR1_13420.1
OG0006753	T265_13704	SCUR1_68140.1
OG0006754	T265_12082	SCUR1_49250.1, SCUR1_49250.2, SCUR1_49250.3
OG0006755	T265_11582	SCUR1_65440.1
OG0006756	T265_08611	SCUR1_85270.1, SCUR1_85270.2
OG0006757	T265_03052	SCUR1_7310.1
OG0006758	T265_08461	SCUR1_63760.1
OG0006759	T265_06287	SCUR1_10550.1
OG0006760	T265_01137	SCUR1_63570.1
OG0006761	T265_11394	SCUR1_45710.1
OG0006762	T265_13612	SCUR1_92400.1
OG0006763	T265_15371	SCUR1_97160.1
OG0006766	T265_09201	SCUR1_85110.1
OG0006767	T265_07299	SCUR1_85230.1
OG0006768	T265_01568	SCUR1_7680.1
OG0006769	T265_02933	SCUR1_73530.1
OG0006770	T265_01465	SCUR1_44280.3, SCUR1_44280.2, SCUR1_44280.1
OG0006771	T265_07961	SCUR1_8130.1
OG0006772	T265_12603	SCUR1_67580.1
OG0006773	T265_02202, T265_02203	SCUR1_76760.1
OG0006774	T265_11214	SCUR1_19360.2, SCUR1_19360.3, SCUR1_19360.1
OG0006775	T265_10444	SCUR1_59280.1
OG0006776	T265_06721	SCUR1_64520.1
OG0006777	T265_04430, T265_12355	SCUR1_17390.1
OG0006778	T265_11184	SCUR1_20200.1, SCUR1_20200.2
OG0006779	T265_11785	SCUR1_49800.1
OG0006780	T265_12841	SCUR1_82380.1
OG0006781	T265_03372	SCUR1_40510.1
OG0006782	T265_05159	SCUR1_68170.1
OG0006783	T265_10461	SCUR1_17110.1
OG0006784	T265_08434	SCUR1_3910.1
OG0006786	T265_11211	SCUR1_20140.1, SCUR1_20140.2
OG0006787	T265_08649	SCUR1_33440.1
OG0006788	T265_11515	SCUR1_64950.1
OG0006789	T265_07766	SCUR1_13380.1
OG0006790	T265_05218	SCUR1_91470.1
OG0006792	T265_16192	SCUR1_23350.1
OG0006793	T265_14043	SCUR1_13440.1
OG0006795	T265_05585	SCUR1_14000.1
OG0006799	T265_09995	SCUR1_41810.1, SCUR1_41810.2
OG0006800	T265_07249	SCUR1_21880.1, SCUR1_21880.2
OG0006801	T265_10225	SCUR1_15210.1
OG0006802	T265_07255	SCUR1_15270.1
OG0006803	T265_07295	SCUR1_76280.1
OG0006804	T265_15818	SCUR1_82420.1
OG0006807	T265_02809, T265_06602	SCUR1_32310.1
OG0006808	T265_05692	SCUR1_27040.1
OG0006811	T265_12705	SCUR1_84320.1
OG0006813	T265_00110	SCUR1_32100.1, SCUR1_32100.2
OG0006816	T265_01883	SCUR1_89240.1
OG0006817	T265_03708	SCUR1_26210.1
OG0006819	T265_11336	SCUR1_15550.1
OG0006820	T265_11375	SCUR1_75150.1
OG0006821	T265_13587	SCUR1_37200.1
OG0006851	T265_04193	SCUR1_66400.1
OG0006853	T265_05500	SCUR1_15600.1
OG0006854	T265_03608	SCUR1_48880.1
OG0006856	T265_16309	SCUR1_45130.1, SCUR1_45130.2
OG0006859	T265_05116	SCUR1_1300.1, SCUR1_1300.2, SCUR1_1300.3
OG0006860	T265_11734	SCUR1_15860.1
OG0006861	T265_13231	SCUR1_53060.1
OG0006863	T265_11398	SCUR1_50030.1
OG0006864	T265_00461	SCUR1_48070.1
OG0006865	T265_11837	SCUR1_24960.2, SCUR1_24960.1
OG0006866	T265_00716	SCUR1_33010.1
OG0006867	T265_04312	SCUR1_95680.3, SCUR1_95680.1
OG0006868	T265_13505	SCUR1_10690.1, SCUR1_10690.2, SCUR1_10690.3
OG0006870	T265_01915	SCUR1_29630.1
OG0006871	T265_15166	SCUR1_85900.1
OG0006872	T265_00059	SCUR1_48000.1
OG0006873	T265_03060	SCUR1_6760.1
OG0006874	T265_06195	SCUR1_17300.1
OG0006875	T265_10107	SCUR1_65220.1
OG0006877	T265_00054	SCUR1_48230.1
OG0006878	T265_04650	SCUR1_81470.1
OG0006879	T265_10539	SCUR1_58460.1
OG0006880	T265_07814	SCUR1_81130.1
OG0006881	T265_10807	SCUR1_88610.1
OG0006883	T265_07476	SCUR1_26490.1
OG0006884	T265_10639	SCUR1_71130.1
OG0006886	T265_06262	SCUR1_32540.1
OG0006887	T265_03261	SCUR1_25640.1
OG0006888	T265_14329	SCUR1_38030.1
OG0006889	T265_03887	SCUR1_87490.1
OG0006890	T265_07357	SCUR1_90060.1
OG0006892	T265_15484	SCUR1_63290.1
OG0006893	T265_12782	SCUR1_28540.2, SCUR1_28540.1
OG0006894	T265_11279	SCUR1_93880.1
OG0006895	T265_06867	SCUR1_33740.1
OG0006896	T265_06123	SCUR1_30950.1
OG0006897	T265_02572	SCUR1_39760.1, SCUR1_39760.2
OG0006898	T265_10956	SCUR1_49280.1
OG0006899	T265_10826	SCUR1_31080.1
OG0006900	T265_11072	SCUR1_93020.1
OG0006901	T265_10142	SCUR1_63250.1
OG0006902	T265_07704	SCUR1_250.1
OG0006903	T265_02091	SCUR1_14780.1
OG0006904	T265_00478	SCUR1_53230.1
OG0006905	T265_05648	SCUR1_94780.1, SCUR1_94780.2
OG0006906	T265_06776	SCUR1_56320.1
OG0006907	T265_05472	SCUR1_55010.1
OG0006908	T265_15471	SCUR1_45380.1
OG0006909	T265_13530	SCUR1_9050.1
OG0006911	T265_01351	SCUR1_52920.1, SCUR1_52920.2
OG0006912	T265_03021	SCUR1_13960.1
OG0006913	T265_13251	SCUR1_18910.1
OG0006914	T265_07635	SCUR1_51610.1
OG0006915	T265_06054	SCUR1_32220.1
OG0006916	T265_11420	SCUR1_91630.1
OG0006917	T265_00954	SCUR1_3370.1
