Orthogroup	schistosoma_turkestanicum	opisthorchis_viverrini
OG0006083	STRK1_94040.1	T265_02310
OG0006085	STRK1_71610.1	T265_04853
OG0006086	STRK1_24050.1	T265_09099
OG0006087	STRK1_41390.1, STRK1_41390.2, STRK1_41390.3	T265_08017
OG0006088	STRK1_68900.1	T265_00027
OG0006090	STRK1_88820.1	T265_13855
OG0006091	STRK1_78280.1	T265_12290, T265_15429
OG0006092	STRK1_11470.1	T265_01843
OG0006093	STRK1_48340.1	T265_01206
OG0006094	STRK1_52430.1	T265_12458
OG0006095	STRK1_79440.1	T265_07126
OG0006096	STRK1_3930.1	T265_06953
OG0006097	STRK1_71090.1	T265_07749
OG0006098	STRK1_23120.1, STRK1_23130.1, STRK1_23150.1	T265_10302
OG0006099	STRK1_7130.1, STRK1_7130.2	T265_13774
OG0006100	STRK1_14020.1, STRK1_14020.2	T265_00893
OG0006101	STRK1_33640.1	T265_06530
OG0006102	STRK1_72560.1	T265_03871
OG0006103	STRK1_33000.1	T265_08234
OG0006104	STRK1_63900.1, STRK1_63900.2, STRK1_63900.3	T265_07156
OG0006105	STRK1_79500.1	T265_02379
OG0006106	STRK1_97810.1, STRK1_103830.1	T265_14363, T265_16286
OG0006107	STRK1_75570.1	T265_04785
OG0006109	STRK1_68180.1	T265_12532
OG0006110	STRK1_86210.1	T265_04314
OG0006112	STRK1_84680.1	T265_08901
OG0006113	STRK1_16470.1	T265_09557
OG0006114	STRK1_92100.1	T265_13613
OG0006115	STRK1_25680.1	T265_11567
OG0006116	STRK1_45390.1	T265_03865
OG0006117	STRK1_54150.1, STRK1_54150.2	T265_00135
OG0006118	STRK1_53330.1	T265_15436
OG0006120	STRK1_37440.1	T265_07064
OG0006121	STRK1_20450.1	T265_15292
OG0006122	STRK1_30400.1	T265_00758
OG0006123	STRK1_58350.1	T265_01160
OG0006124	STRK1_63270.1	T265_08959, T265_11073
OG0006127	STRK1_40810.1	T265_03470
OG0006128	STRK1_28050.1	T265_04746
OG0006129	STRK1_11730.1	T265_03091, T265_03090
OG0006130	STRK1_23620.1	T265_08572
OG0006131	STRK1_64440.1, STRK1_64440.2	T265_01167
OG0006132	STRK1_52030.1	T265_00097
OG0006133	STRK1_67040.1	T265_13035
OG0006134	STRK1_18720.1	T265_06562
OG0006135	STRK1_1630.1	T265_01602
OG0006136	STRK1_71030.1, STRK1_71030.2	T265_10637
OG0006139	STRK1_11890.1	T265_06487
OG0006140	STRK1_71500.1	T265_12439
OG0006141	STRK1_29360.1, STRK1_29360.2	T265_03619
OG0006143	STRK1_2220.1	T265_15582
OG0006144	STRK1_60220.1	T265_13033
OG0006145	STRK1_28580.1	T265_04145
OG0006146	STRK1_72700.1	T265_16067
OG0006147	STRK1_87850.1	T265_09593
OG0006148	STRK1_45620.1	T265_12467, T265_12466
OG0006149	STRK1_7020.1, STRK1_7020.2	T265_03687
OG0006150	STRK1_31950.1	T265_08342
OG0006151	STRK1_39730.1	T265_04465
OG0006153	STRK1_61490.1	T265_15142
OG0006154	STRK1_83620.1	T265_08894
OG0006155	STRK1_18110.1	T265_10165
OG0006156	STRK1_71010.1	T265_03960
OG0006157	STRK1_42470.1	T265_07598
OG0006158	STRK1_19490.1	T265_15372
OG0006159	STRK1_22080.1	T265_01099
OG0006160	STRK1_14520.1	T265_04379
OG0006161	STRK1_82250.1	T265_00754, T265_04662
OG0006162	STRK1_13350.1	T265_03680
OG0006163	STRK1_1050.1	T265_09146
OG0006164	STRK1_91220.1, STRK1_91220.2	T265_00257
OG0006165	STRK1_68310.1	T265_12640
OG0006166	STRK1_45280.1	T265_03856
OG0006167	STRK1_79630.1	T265_01644, T265_12127
OG0006168	STRK1_86100.1	T265_09199
OG0006170	STRK1_11790.1	T265_06485
OG0006171	STRK1_16340.1	T265_14923
OG0006172	STRK1_39860.1	T265_04755
OG0006173	STRK1_19650.1, STRK1_19650.2	T265_12668
OG0006174	STRK1_1980.1, STRK1_1980.2	T265_11215
OG0006175	STRK1_84400.1, STRK1_84410.1	T265_04330
OG0006177	STRK1_85090.1	T265_04160
OG0006178	STRK1_84090.1	T265_09140
OG0006180	STRK1_52750.1	T265_00291, T265_08122
OG0006181	STRK1_77140.1	T265_14229
OG0006182	STRK1_27840.1	T265_10119
OG0006186	STRK1_93580.1	T265_07077
OG0006187	STRK1_40980.1	T265_04136
OG0006188	STRK1_40940.1	T265_11536
OG0006225	STRK1_64550.1	T265_04195
OG0006226	STRK1_9580.1	T265_06962
OG0006227	STRK1_10760.1	T265_05575
OG0006228	STRK1_26410.1	T265_06400
OG0006229	STRK1_3080.1, STRK1_3080.2	T265_11944, T265_12321
OG0006230	STRK1_94390.1	T265_08353
OG0006231	STRK1_96050.1	T265_05886
OG0006234	STRK1_11200.1	T265_07777
OG0006235	STRK1_22470.1	T265_13669
OG0006236	STRK1_66950.1	T265_00536
OG0006237	STRK1_35210.1	T265_02604
OG0006238	STRK1_32060.1	T265_04894
OG0006239	STRK1_73960.1	T265_05714
OG0006241	STRK1_53760.1	T265_00315
OG0006242	STRK1_4710.1	T265_11186
OG0006243	STRK1_39840.1	T265_13406
OG0006245	STRK1_54840.1	T265_13952
OG0006246	STRK1_78540.1	T265_12114
OG0006247	STRK1_87520.1	T265_10497
OG0006248	STRK1_87370.1	T265_09974, T265_09975
OG0006249	STRK1_43680.1	T265_12552
OG0006250	STRK1_34280.1	T265_08806
OG0006251	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2	T265_04439
OG0006252	STRK1_35510.1	T265_03818
OG0006253	STRK1_85780.1	T265_09495
OG0006255	STRK1_30700.1	T265_12577
OG0006257	STRK1_94790.1	T265_09703
OG0006258	STRK1_64850.1	T265_12589
OG0006259	STRK1_85680.1	T265_14257
OG0006260	STRK1_24560.1, STRK1_24560.2	T265_06942, T265_06943
OG0006261	STRK1_71230.1, STRK1_71220.1	T265_00088, T265_00089
OG0006262	STRK1_66470.1	T265_09323
OG0006264	STRK1_74820.1	T265_15190
OG0006265	STRK1_21390.1	T265_01075
OG0006266	STRK1_54400.1, STRK1_99620.1	T265_05275
OG0006267	STRK1_38860.1	T265_14701
OG0006269	STRK1_50960.1	T265_08086
OG0006270	STRK1_14680.1	T265_15004
OG0006272	STRK1_9090.1	T265_08414
OG0006273	STRK1_42710.1	T265_04110
OG0006274	STRK1_43190.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	STRK1_77710.1	T265_14969
OG0006276	STRK1_83130.1	T265_07118
OG0006277	STRK1_105780.1, STRK1_39820.1, STRK1_39820.2	T265_13414
OG0006278	STRK1_81840.1	T265_02316, T265_15671
OG0006279	STRK1_86030.1, STRK1_110560.1, STRK1_86040.1, STRK1_38420.1	T265_14327
OG0006280	STRK1_5630.1	T265_09871
OG0006281	STRK1_31430.1	T265_15811
OG0006282	STRK1_74910.1	T265_11224
OG0006283	STRK1_39610.1, STRK1_39610.2	T265_05049
OG0006284	STRK1_70090.1	T265_02188
OG0006285	STRK1_47910.1	T265_00313
OG0006286	STRK1_59430.1	T265_00546
OG0006288	STRK1_75320.1	T265_00770
OG0006289	STRK1_74780.1	T265_14976
OG0006290	STRK1_61860.1	T265_03916
OG0006291	STRK1_60880.1	T265_08125
OG0006292	STRK1_106920.1	T265_00669
OG0006293	STRK1_90600.1	T265_08152
OG0006294	STRK1_24150.1	T265_09717
OG0006295	STRK1_91170.1	T265_11139
OG0006296	STRK1_39010.1, STRK1_39020.1, STRK1_39030.1	T265_09675
OG0006299	STRK1_1380.1	T265_09982, T265_06697
OG0006300	STRK1_8860.1	T265_12045
OG0006301	STRK1_7090.1	T265_15886, T265_12313
OG0006302	STRK1_48240.1	T265_07637
OG0006303	STRK1_880.1	T265_14450
OG0006304	STRK1_50020.1	T265_00048
OG0006305	STRK1_99560.5, STRK1_99560.2, STRK1_99560.3, STRK1_99560.4, STRK1_99560.1	T265_10720
OG0006306	STRK1_13480.1	T265_09242
OG0006307	STRK1_36390.1	T265_09818
OG0006308	STRK1_71690.1	T265_14763
OG0006309	STRK1_76410.1	T265_15194
OG0006310	STRK1_5820.1	T265_03045
OG0006311	STRK1_85470.1	T265_04307
OG0006312	STRK1_74670.1	T265_02160
OG0006313	STRK1_75960.1	T265_13064
OG0006315	STRK1_91620.1	T265_02744
OG0006316	STRK1_66270.2, STRK1_66270.1	T265_10726
OG0006317	STRK1_49200.1	T265_00104
OG0006318	STRK1_48960.1	T265_06847
OG0006319	STRK1_86120.1	T265_10996
OG0006320	STRK1_32680.1, STRK1_32660.1	T265_10617
OG0006321	STRK1_480.1	T265_05253
OG0006322	STRK1_25670.1	T265_13118
OG0006323	STRK1_35250.1	T265_08324
OG0006324	STRK1_18660.3	T265_01373
OG0006325	STRK1_3390.1	T265_06415
OG0006326	STRK1_92580.1	T265_06631
OG0006327	STRK1_99500.1, STRK1_100820.1	T265_12717
OG0006328	STRK1_55680.1, STRK1_55690.1	T265_08665
OG0006329	STRK1_64790.1	T265_14587
OG0006330	STRK1_85180.1	T265_07570
OG0006331	STRK1_57530.1	T265_03152
OG0006332	STRK1_42230.4, STRK1_42230.1, STRK1_42230.2, STRK1_42230.3	T265_11742
OG0006334	STRK1_80560.1	T265_14064
OG0006335	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1	T265_04638
OG0006336	STRK1_110960.1, STRK1_101040.1	T265_15021
OG0006337	STRK1_2840.1	T265_05503
OG0006339	STRK1_36250.1	T265_00683
OG0006340	STRK1_40220.1	T265_08629
OG0006342	STRK1_81490.1, STRK1_81490.2	T265_11168
OG0006343	STRK1_60280.1	T265_04178
OG0006344	STRK1_26850.1	T265_14821
OG0006346	STRK1_85940.1	T265_13092, T265_07373
OG0006347	STRK1_23940.1	T265_15598
OG0006348	STRK1_42290.1	T265_11593
OG0006349	STRK1_12470.1, STRK1_12470.2	T265_05558
OG0006351	STRK1_74060.1, STRK1_74050.1	T265_14298, T265_14297
OG0006352	STRK1_5110.1	T265_07872
OG0006353	STRK1_67570.1	T265_03964
OG0006354	STRK1_21990.1	T265_01996
OG0006355	STRK1_62590.1	T265_08827
OG0006356	STRK1_77100.1, STRK1_77110.1	T265_01986
OG0006357	STRK1_80960.1	T265_07692
OG0006358	STRK1_15010.1	T265_06294
OG0006359	STRK1_52310.1	T265_06848, T265_06849
OG0006360	STRK1_93500.1	T265_07902
OG0006361	STRK1_48260.1	T265_11664
OG0006362	STRK1_18140.1	T265_00886
OG0006363	STRK1_5460.1	T265_14157
OG0006365	STRK1_20000.1	T265_08591
OG0006366	STRK1_102020.1, STRK1_47020.1	T265_00360
OG0006367	STRK1_67710.1	T265_00428
OG0006369	STRK1_111330.1, STRK1_82390.1	T265_02314, T265_16246
OG0006370	STRK1_69190.1	T265_13377
OG0006371	STRK1_78550.1	T265_06013
OG0006372	STRK1_39260.1	T265_00580
OG0006373	STRK1_76240.1	T265_04279
OG0006374	STRK1_52160.1	T265_02365
OG0006375	STRK1_108410.1, STRK1_19530.1	T265_00911
OG0006376	STRK1_66720.1	T265_04165
OG0006377	STRK1_60710.1	T265_11918
OG0006378	STRK1_51680.1	T265_12748
OG0006379	STRK1_83370.1	T265_12049
OG0006381	STRK1_72050.1	T265_07644
OG0006383	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1	T265_07925
OG0006385	STRK1_13410.1	T265_05143
OG0006386	STRK1_53390.1	T265_15437
OG0006387	STRK1_72340.1	T265_03298
OG0006388	STRK1_57640.1, STRK1_57640.2	T265_07008
OG0006389	STRK1_81850.1	T265_02317
OG0006390	STRK1_63450.1	T265_15291
OG0006391	STRK1_96790.1, STRK1_63440.1	T265_10898
OG0006392	STRK1_90000.1	T265_05333, T265_13754, T265_13554
OG0006394	STRK1_51180.1	T265_15418
OG0006395	STRK1_11140.1	T265_13542
OG0006397	STRK1_77640.1, STRK1_77650.1	T265_03982
OG0006398	STRK1_3570.1	T265_14053
OG0006399	STRK1_8130.1, STRK1_8140.1	T265_14380
OG0006400	STRK1_72130.1	T265_02773
OG0006401	STRK1_45140.1	T265_00344
OG0006402	STRK1_26700.1, STRK1_26700.2	T265_07045
OG0006403	STRK1_80840.1	T265_10653
OG0006404	STRK1_34900.1	T265_06868
OG0006405	STRK1_49020.1	T265_11460
OG0006406	STRK1_46940.1	T265_13003, T265_03998, T265_14155
OG0006407	STRK1_1780.1, STRK1_1780.2	T265_01611
OG0006408	STRK1_76030.1	T265_05827
OG0006409	STRK1_46230.1	T265_06982
OG0006410	STRK1_410.1, STRK1_410.2	T265_15301
OG0006411	STRK1_1680.1	T265_12161, T265_15137, T265_15138
OG0006412	STRK1_13500.1, STRK1_13510.1	T265_14552
OG0006413	STRK1_104440.1, STRK1_87390.1	T265_07342
OG0006414	STRK1_83640.1, STRK1_83650.1	T265_07452
OG0006415	STRK1_24030.1	T265_09372
OG0006416	STRK1_61420.1	T265_08933
OG0006418	STRK1_12110.1, STRK1_12110.2	T265_03112
OG0006420	STRK1_63700.1	T265_01124
OG0006421	STRK1_3230.1, STRK1_3230.2	T265_09926
OG0006422	STRK1_86260.1	T265_04316
OG0006423	STRK1_80460.1	T265_09547
OG0006424	STRK1_49040.1	T265_15186, T265_02708
OG0006425	STRK1_76320.1	T265_11416
OG0006426	STRK1_18590.1	T265_09277
OG0006427	STRK1_34290.1	T265_10062
OG0006428	STRK1_91250.1	T265_11779
OG0006429	STRK1_10240.1	T265_08172
OG0006430	STRK1_16760.2	T265_01459, T265_08003
OG0006431	STRK1_103710.1, STRK1_103960.1	T265_09599
OG0006432	STRK1_77410.1	T265_12903
OG0006433	STRK1_41140.1	T265_04463
OG0006434	STRK1_94930.1	T265_10421
OG0006435	STRK1_79930.1	T265_02372
OG0006436	STRK1_67440.1	T265_01380
OG0006437	STRK1_88770.1	T265_03880
OG0006438	STRK1_71130.1	T265_02221
OG0006439	STRK1_11750.1, STRK1_11750.2	T265_10437
OG0006440	STRK1_52080.1, STRK1_52080.2	T265_10890
OG0006441	STRK1_92960.1	T265_08751
OG0006442	STRK1_35900.1	T265_05198
OG0006443	STRK1_17960.1, STRK1_17960.3, STRK1_17960.2	T265_01839
OG0006444	STRK1_87400.1	T265_13057
OG0006448	STRK1_6640.1	T265_12679
OG0006449	STRK1_31960.1	T265_08544
OG0006450	STRK1_111200.1, STRK1_17420.1	T265_10232
OG0006451	STRK1_69130.1	T265_15460
OG0006452	STRK1_54320.1	T265_10252
OG0006453	STRK1_67340.1	T265_01420
OG0006454	STRK1_9100.1	T265_11534
OG0006455	STRK1_54550.1	T265_01587
OG0006457	STRK1_105200.1	T265_00141
OG0006458	STRK1_63050.1	T265_07613
OG0006459	STRK1_53810.1	T265_12438
OG0006460	STRK1_62550.1	T265_01122
OG0006461	STRK1_83500.1	T265_14894
OG0006462	STRK1_54650.1	T265_02678
OG0006463	STRK1_59760.1	T265_00516
OG0006464	STRK1_20350.1	T265_03697
OG0006466	STRK1_88100.1	T265_11283
OG0006467	STRK1_9870.1, STRK1_9870.2	T265_11575
OG0006468	STRK1_37670.1	T265_15381
OG0006469	STRK1_4840.1, STRK1_4870.1	T265_07952
OG0006472	STRK1_94090.1	T265_09548
OG0006473	STRK1_65280.1, STRK1_65290.1	T265_00503
OG0006476	STRK1_16960.1	T265_00225
OG0006477	STRK1_23980.1	T265_10127
OG0006478	STRK1_7350.1	T265_15504, T265_15819
OG0006480	STRK1_20640.1	T265_10500
OG0006481	STRK1_64950.1	T265_01822
OG0006484	STRK1_68250.1	T265_01969
OG0006485	STRK1_15920.1	T265_08420
OG0006486	STRK1_20630.1	T265_10504, T265_15169
OG0006487	STRK1_71370.1, STRK1_71370.2	T265_01788
OG0006488	STRK1_14780.1	T265_14164
OG0006489	STRK1_10500.1	T265_06132
OG0006491	STRK1_82490.1	T265_02227
OG0006492	STRK1_32190.1	T265_09429
OG0006493	STRK1_21790.1	T265_05598
OG0006494	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3	T265_07790
OG0006495	STRK1_94260.1	T265_02429
OG0006496	STRK1_43060.1	T265_10309, T265_10310
OG0006498	STRK1_1280.1	T265_08375
OG0006499	STRK1_3310.1	T265_14999
OG0006501	STRK1_86780.1	T265_05439
OG0006502	STRK1_107830.1, STRK1_108750.1	T265_04060
OG0006503	STRK1_78270.1	T265_11418
OG0006504	STRK1_103600.1	T265_16255
OG0006505	STRK1_80800.1	T265_01650
OG0006506	STRK1_63140.1	T265_07161
OG0006509	STRK1_94700.1, STRK1_94710.1	T265_06617
OG0006512	STRK1_35540.1	T265_02956
OG0006513	STRK1_33330.1	T265_03639
OG0006514	STRK1_79030.1, STRK1_80360.1	T265_07927
OG0006515	STRK1_37660.1	T265_09667
OG0006516	STRK1_29310.1	T265_13299
OG0006517	STRK1_93180.1	T265_15214
OG0006543	STRK1_93960.1	T265_02409, T265_02410
OG0006544	STRK1_92820.1	T265_04643
OG0006545	STRK1_69630.1	T265_12850
OG0006546	STRK1_86250.1	T265_04315
OG0006547	STRK1_51280.1	T265_00458
OG0006548	STRK1_92270.1	T265_08761
OG0006549	STRK1_66960.1	T265_00535
OG0006552	STRK1_4720.1	T265_15625
OG0006553	STRK1_73830.1	T265_06339
OG0006554	STRK1_105650.1, STRK1_99230.1	T265_13260
OG0006555	STRK1_89680.1	T265_05771
OG0006556	STRK1_51800.1	T265_11960
OG0006557	STRK1_60210.1	T265_02543
OG0006558	STRK1_68950.1	T265_05738
OG0006560	STRK1_26070.1	T265_01023
OG0006561	STRK1_64890.1	T265_06796
OG0006562	STRK1_11670.1	T265_14420
OG0006563	STRK1_85110.1	T265_07306
OG0006567	STRK1_29780.1	T265_07533
OG0006568	STRK1_19020.1	T265_13305
OG0006569	STRK1_36690.1	T265_09101
OG0006570	STRK1_55140.1, STRK1_55150.1	T265_00046
OG0006571	STRK1_65470.1	T265_02036
OG0006572	STRK1_44240.1	T265_13595, T265_04767
OG0006573	STRK1_1640.1	T265_10380
OG0006574	STRK1_63060.1	T265_00628
OG0006575	STRK1_55900.1	T265_05860, T265_15914
OG0006576	STRK1_56000.1	T265_00643
OG0006577	STRK1_30510.1	T265_16165, T265_08513, T265_15866, T265_08512
OG0006578	STRK1_45920.1	T265_13404
OG0006579	STRK1_37550.1	T265_04072
OG0006580	STRK1_71150.1	T265_06753
OG0006581	STRK1_26080.1	T265_01022
OG0006582	STRK1_29400.1	T265_06600
OG0006583	STRK1_102930.1, STRK1_108630.1	T265_10802
OG0006584	STRK1_17620.1	T265_06921
OG0006585	STRK1_2720.1	T265_10220
OG0006586	STRK1_33600.1	T265_06535
OG0006588	STRK1_11380.1	T265_04942
OG0006589	STRK1_19850.1	T265_07243
OG0006590	STRK1_19870.1	T265_07241
OG0006591	STRK1_70130.1	T265_06110
OG0006592	STRK1_81710.1, STRK1_81710.2	T265_09421
OG0006593	STRK1_68660.1	T265_03292
OG0006594	STRK1_46220.1	T265_05108
OG0006595	STRK1_47840.1	T265_13783
OG0006596	STRK1_76440.1	T265_14736
OG0006597	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3	T265_15644
OG0006598	STRK1_94760.1	T265_04813
OG0006599	STRK1_22030.1	T265_06001
OG0006601	STRK1_46180.1	T265_05089
OG0006604	STRK1_53680.1	T265_02143
OG0006605	STRK1_2130.1, STRK1_2130.2, STRK1_2140.1	T265_15195
OG0006606	STRK1_71790.1	T265_10657
OG0006607	STRK1_26460.1	T265_04245
OG0006608	STRK1_19000.1	T265_04438
OG0006610	STRK1_79040.1	T265_07805
OG0006611	STRK1_92280.2, STRK1_92280.1, STRK1_92290.1	T265_13076
OG0006613	STRK1_54020.1	T265_08081
OG0006614	STRK1_63300.1	T265_11437
OG0006616	STRK1_69050.1	T265_09162
OG0006617	STRK1_101690.1	T265_01246
OG0006618	STRK1_27990.1	T265_07977
OG0006619	STRK1_24820.1, STRK1_98160.1	T265_01062
OG0006620	STRK1_1510.1	T265_11532
OG0006621	STRK1_89830.1, STRK1_89820.1	T265_05353
OG0006622	STRK1_14660.1	T265_07997
OG0006624	STRK1_35610.1	T265_00402
OG0006625	STRK1_65570.1	T265_00626
OG0006626	STRK1_27870.1, STRK1_33800.1	T265_16206, T265_10359, T265_16251
OG0006627	STRK1_54330.1	T265_15096
OG0006628	STRK1_89760.1	T265_06512
OG0006629	STRK1_73420.1	T265_01973
OG0006631	STRK1_52660.1, STRK1_52670.1	T265_01364
OG0006632	STRK1_41310.1, STRK1_41320.1	T265_00693
OG0006633	STRK1_67700.1	T265_12533
OG0006634	STRK1_39090.1	T265_09918
OG0006636	STRK1_23470.1	T265_01102
OG0006639	STRK1_77950.1	T265_01732
OG0006640	STRK1_11960.1, STRK1_11960.2	T265_02101
OG0006641	STRK1_75920.1	T265_11815, T265_12182, T265_12254
OG0006642	STRK1_61670.1	T265_14387
OG0006643	STRK1_55700.1	T265_01447
OG0006644	STRK1_24190.1, STRK1_24190.2	T265_11470
OG0006645	STRK1_60290.1	T265_04180
OG0006646	STRK1_51960.1	T265_14470
OG0006647	STRK1_62760.1	T265_04949
OG0006648	STRK1_62710.1, STRK1_62720.1	T265_06317
OG0006650	STRK1_96230.1	T265_13348
OG0006651	STRK1_7910.1	T265_03076
OG0006652	STRK1_22420.1	T265_14309
OG0006653	STRK1_58550.1	T265_01556
OG0006654	STRK1_62750.1	T265_06319
OG0006655	STRK1_27680.1	T265_10613
OG0006656	STRK1_27690.1, STRK1_27690.2	T265_10612
OG0006657	STRK1_22830.1	T265_01090
OG0006658	STRK1_74490.1	T265_02204
OG0006659	STRK1_36000.1	T265_04507
OG0006660	STRK1_82540.1	T265_07919
OG0006661	STRK1_70400.1	T265_06986
OG0006664	STRK1_52300.1	T265_10175
OG0006665	STRK1_31340.1	T265_09475
OG0006666	STRK1_840.1	T265_05118
OG0006667	STRK1_6350.1	T265_06889
OG0006668	STRK1_24180.1	T265_08869
OG0006669	STRK1_5470.1	T265_06871, T265_14158
OG0006670	STRK1_68940.1	T265_01723
OG0006671	STRK1_77540.1	T265_02176
OG0006672	STRK1_4210.1	T265_07550
OG0006673	STRK1_18500.1	T265_14096
OG0006675	STRK1_20950.1	T265_14098
OG0006676	STRK1_75660.1	T265_02337
OG0006678	STRK1_44970.1	T265_02364
OG0006680	STRK1_5680.1, STRK1_5680.2	T265_14576
OG0006681	STRK1_60140.1	T265_03138
OG0006682	STRK1_81390.1	T265_13643
OG0006685	STRK1_34980.1	T265_01793
OG0006686	STRK1_47690.1	T265_00388
OG0006687	STRK1_85430.1	T265_03886
OG0006688	STRK1_57340.1, STRK1_101960.1	T265_10138
OG0006689	STRK1_60780.1	T265_11462
OG0006690	STRK1_60150.1	T265_02014
OG0006691	STRK1_71110.1	T265_14118
OG0006692	STRK1_15860.1	T265_09931
OG0006693	STRK1_22040.1	T265_06000
OG0006694	STRK1_72610.1	T265_05779
OG0006695	STRK1_63800.1, STRK1_63800.2	T265_12588
OG0006696	STRK1_84020.1	T265_00566
OG0006697	STRK1_29340.1	T265_03625
OG0006699	STRK1_69090.1	T265_00029
OG0006700	STRK1_38010.1, STRK1_38010.2	T265_00710
OG0006701	STRK1_49830.1	T265_09665
OG0006702	STRK1_87320.1	T265_08330
OG0006703	STRK1_7410.1	T265_07174
OG0006704	STRK1_36480.1	T265_09491
OG0006705	STRK1_53000.1	T265_00312
OG0006706	STRK1_39060.4, STRK1_39060.3, STRK1_39060.1, STRK1_39060.2	T265_01507
OG0006709	STRK1_18070.1, STRK1_18070.2	T265_06181
OG0006711	STRK1_61930.1	T265_07615
OG0006712	STRK1_81530.1	T265_03406
OG0006714	STRK1_21570.1	T265_13836
OG0006715	STRK1_40080.1	T265_01471, T265_00877, T265_12801, T265_11125
OG0006716	STRK1_108360.1, STRK1_43580.1	T265_00372, T265_00371
OG0006717	STRK1_87170.1	T265_09607
OG0006718	STRK1_21040.1	T265_00853
OG0006720	STRK1_25960.1	T265_05605
OG0006721	STRK1_8070.1	T265_09405
OG0006724	STRK1_16830.1	T265_04424, T265_11296
OG0006725	STRK1_59620.1	T265_08874
OG0006726	STRK1_59260.1	T265_14354
OG0006728	STRK1_94560.1	T265_04626
OG0006729	STRK1_93000.1	T265_04397
OG0006731	STRK1_85010.1	T265_01865
OG0006732	STRK1_58610.1	T265_03141
OG0006733	STRK1_110720.1, STRK1_55240.1, STRK1_55210.1, STRK1_55240.2	T265_00226
OG0006734	STRK1_89180.1	T265_01901
OG0006735	STRK1_64120.1	T265_07014
OG0006736	STRK1_71380.1	T265_01789
OG0006737	STRK1_84760.1, STRK1_84760.2	T265_14034
OG0006738	STRK1_42260.1	T265_13420
OG0006739	STRK1_19310.1, STRK1_19310.2, STRK1_19310.3	T265_00860
OG0006740	STRK1_80100.1	T265_01698
OG0006741	STRK1_11570.1	T265_05530
OG0006742	STRK1_10360.1, STRK1_10360.2	T265_07162
OG0006743	STRK1_49090.1	T265_00014
OG0006744	STRK1_84950.1	T265_03826
OG0006745	STRK1_81590.1	T265_15337
OG0006747	STRK1_78390.1, STRK1_81730.1, STRK1_81740.1	T265_13929
OG0006749	STRK1_33750.1	T265_08540
OG0006750	STRK1_89110.1	T265_11230
OG0006751	STRK1_102940.1, STRK1_111500.1, STRK1_111510.1	T265_10348
OG0006752	STRK1_11830.1	T265_06481
OG0006753	STRK1_66750.1	T265_13704
OG0006754	STRK1_49910.1	T265_12082
OG0006755	STRK1_63410.1	T265_11582
OG0006756	STRK1_83300.1	T265_08611
OG0006757	STRK1_7190.1, STRK1_7210.1	T265_03052
OG0006758	STRK1_63600.1	T265_08461
OG0006759	STRK1_9880.1	T265_06287
OG0006760	STRK1_63760.1	T265_01137
OG0006762	STRK1_92080.1	T265_13612
OG0006763	STRK1_2300.2, STRK1_2300.1	T265_15371
OG0006766	STRK1_83440.1	T265_09201
OG0006767	STRK1_83540.1	T265_07299
OG0006768	STRK1_13130.1, STRK1_13130.2	T265_01568
OG0006769	STRK1_75610.1	T265_02933
OG0006771	STRK1_12710.1	T265_07961
OG0006772	STRK1_65700.1, STRK1_102730.1	T265_12603
OG0006773	STRK1_74510.1	T265_02202, T265_02203
OG0006774	STRK1_1880.1	T265_11214
OG0006775	STRK1_56930.1	T265_10444
OG0006776	STRK1_61830.1	T265_06721
OG0006777	STRK1_13740.1	T265_04430, T265_12355
OG0006779	STRK1_49430.1	T265_11785
OG0006780	STRK1_93860.1	T265_12841
OG0006781	STRK1_38590.1, STRK1_38590.2, STRK1_38590.3	T265_03372
OG0006782	STRK1_66780.1	T265_05159
OG0006783	STRK1_14040.1	T265_10461
OG0006784	STRK1_16270.1	T265_08434
OG0006786	STRK1_19430.1	T265_11211
OG0006787	STRK1_34600.1	T265_08649
OG0006788	STRK1_62360.1	T265_11515
OG0006789	STRK1_11860.1	T265_07766
OG0006790	STRK1_91640.1	T265_05218
OG0006792	STRK1_22100.1, STRK1_22100.2	T265_16192
OG0006793	STRK1_11810.1	T265_14043
OG0006795	STRK1_11300.1	T265_05585
OG0006799	STRK1_41940.1	T265_09995
OG0006800	STRK1_20540.1, STRK1_20540.2	T265_07249
OG0006801	STRK1_4560.1	T265_10225
OG0006802	STRK1_4540.1	T265_07255
OG0006803	STRK1_70950.1	T265_07295
OG0006804	STRK1_93810.1	T265_15818
OG0006807	STRK1_31550.1	T265_02809, T265_06602
OG0006808	STRK1_25730.1	T265_05692
OG0006811	STRK1_82690.1	T265_12705
OG0006816	STRK1_85870.1, STRK1_85880.1	T265_01883
OG0006817	STRK1_26490.1	T265_03708
OG0006818	STRK1_22270.1	T265_04250
OG0006819	STRK1_2800.1	T265_11336
OG0006820	STRK1_73540.1	T265_11375
OG0006821	STRK1_28060.1	T265_13587
OG0006851	STRK1_64540.1	T265_04193
OG0006853	STRK1_2850.1	T265_05500
OG0006854	STRK1_50340.1	T265_03608
