Orthogroup	schistosoma_turkestanicum	fasciola_gigantica
OG0005817	STRK1_29180.1	FGIG_09866
OG0005818	STRK1_88620.1	FGIG_09943
OG0005819	STRK1_106770.1, STRK1_107900.1	FGIG_10118
OG0005820	STRK1_88880.1, STRK1_88880.2	FGIG_10204
OG0005821	STRK1_92850.1	FGIG_10275
OG0005822	STRK1_23890.1	FGIG_10360
OG0005823	STRK1_38510.1	FGIG_10379
OG0005824	STRK1_25890.1	FGIG_10407
OG0005825	STRK1_24480.1	FGIG_10485
OG0005826	STRK1_59480.1, STRK1_59480.2, STRK1_59480.3	FGIG_10627
OG0005827	STRK1_43720.1, STRK1_43720.2	FGIG_10660
OG0005828	STRK1_86630.1	FGIG_10676
OG0005829	STRK1_57280.1	FGIG_10701
OG0005830	STRK1_66910.1	FGIG_10724
OG0005831	STRK1_45750.1	FGIG_10829
OG0005832	STRK1_31260.1	FGIG_10854
OG0005833	STRK1_6470.1, STRK1_6470.2	FGIG_10867
OG0005834	STRK1_81140.1, STRK1_81150.1, STRK1_81180.1	FGIG_11039, FGIG_11040
OG0005835	STRK1_64200.1	FGIG_11133
OG0005836	STRK1_93870.1	FGIG_11163
OG0005837	STRK1_89360.1	FGIG_11222
OG0005838	STRK1_280.1, STRK1_280.2	FGIG_11254
OG0005839	STRK1_26820.1, STRK1_26820.2	FGIG_11268
OG0005840	STRK1_83660.1, STRK1_83660.2	FGIG_11276
OG0005841	STRK1_11190.1	FGIG_11298
OG0005842	STRK1_52050.1	FGIG_11382
OG0005843	STRK1_100240.1	FGIG_11440
OG0005844	STRK1_3710.1	FGIG_11461
OG0005845	STRK1_94950.1, STRK1_94950.2	FGIG_11467
OG0005846	STRK1_27630.1	FGIG_11607
OG0005847	STRK1_96690.1	FGIG_11665
OG0005848	STRK1_47370.1, STRK1_47370.2	FGIG_11690
OG0005849	STRK1_90480.1	FGIG_11737, FGIG_11694
OG0005851	STRK1_53150.1	FGIG_11938
OG0005852	STRK1_29710.1	FGIG_12009
OG0005853	STRK1_101610.1	FGIG_12146
OG0005854	STRK1_76310.1	FGIG_12243
OG0005855	STRK1_33290.1	FGIG_12326
OG0005856	STRK1_83710.1	FGIG_12519
OG0005857	STRK1_64750.1, STRK1_64750.2	FGIG_12552
OG0005892	STRK1_33580.1	FGIG_00016
OG0005893	STRK1_41230.1	FGIG_00018
OG0005894	STRK1_10640.1	FGIG_00072, FGIG_00071, FGIG_00073
OG0005895	STRK1_92160.1	FGIG_00083, FGIG_00084
OG0005896	STRK1_38920.1	FGIG_00150
OG0005897	STRK1_77330.1	FGIG_00169
OG0005898	STRK1_40170.1, STRK1_40160.1	FGIG_00171
OG0005899	STRK1_92060.1	FGIG_00196
OG0005900	STRK1_108390.1, STRK1_108390.3, STRK1_108390.4, STRK1_108390.5, STRK1_108390.2	FGIG_00203
OG0005901	STRK1_57660.1	FGIG_00261
OG0005902	STRK1_7440.1	FGIG_03471, FGIG_00276
OG0005903	STRK1_15220.1, STRK1_15220.3, STRK1_15220.2	FGIG_00320
OG0005904	STRK1_96780.1	FGIG_00382
OG0005905	STRK1_66210.1	FGIG_00409
OG0005906	STRK1_75090.1	FGIG_00439
OG0005907	STRK1_39550.1, STRK1_39550.2	FGIG_00533
OG0005908	STRK1_38020.1	FGIG_00582
OG0005909	STRK1_5300.1	FGIG_00588
OG0005910	STRK1_73040.1	FGIG_00668
OG0005911	STRK1_93370.1	FGIG_00851
OG0005912	STRK1_94570.1	FGIG_00858
OG0005913	STRK1_87530.1	FGIG_00861
OG0005914	STRK1_75840.1	FGIG_00865
OG0005915	STRK1_12600.1, STRK1_12600.2, STRK1_12600.3	FGIG_00924
OG0005916	STRK1_98590.1, STRK1_98800.1	FGIG_00939
OG0005917	STRK1_62520.1, STRK1_62520.2	FGIG_00972
OG0005918	STRK1_34640.1	FGIG_00977
OG0005919	STRK1_20880.1, STRK1_20890.1	FGIG_01102
OG0005920	STRK1_17220.1	FGIG_01131
OG0005921	STRK1_99070.1, STRK1_109830.1	FGIG_01358
OG0005922	STRK1_20080.1	FGIG_01393
OG0005923	STRK1_36630.1	FGIG_01438
OG0005924	STRK1_14590.1	FGIG_01484, FGIG_01483
OG0005926	STRK1_65460.1	FGIG_01509
OG0005927	STRK1_26280.1	FGIG_01582, FGIG_01581
OG0005929	STRK1_60660.1	FGIG_01624
OG0005930	STRK1_76840.1	FGIG_01705
OG0005931	STRK1_70690.1, STRK1_70700.1	FGIG_01752, FGIG_01751
OG0005932	STRK1_1450.1	FGIG_01801
OG0005933	STRK1_41610.1	FGIG_01890
OG0005934	STRK1_18570.1	FGIG_01935
OG0005935	STRK1_31680.1	FGIG_01960
OG0005936	STRK1_60540.1	FGIG_02046
OG0005937	STRK1_85740.1	FGIG_02059, FGIG_02058
OG0005938	STRK1_70590.1	FGIG_02099
OG0005940	STRK1_25310.1	FGIG_02115
OG0005941	STRK1_90050.1	FGIG_02142
OG0005942	STRK1_80710.1	FGIG_02148
OG0005943	STRK1_4910.1, STRK1_4910.2	FGIG_02239
OG0005944	STRK1_58040.1	FGIG_02268
OG0005945	STRK1_17270.1	FGIG_02273
OG0005946	STRK1_19300.1	FGIG_02359
OG0005947	STRK1_11170.1	FGIG_02408
OG0005948	STRK1_111270.1, STRK1_36060.1	FGIG_02438
OG0005949	STRK1_9670.1	FGIG_02448
OG0005950	STRK1_49210.1	FGIG_02460
OG0005951	STRK1_5880.1	FGIG_02568
OG0005952	STRK1_80290.1	FGIG_02611
OG0005953	STRK1_77820.1	FGIG_02777
OG0005954	STRK1_18890.1, STRK1_18900.1	FGIG_02792, FGIG_02793
OG0005955	STRK1_87020.1	FGIG_02795
OG0005956	STRK1_29510.1	FGIG_02874
OG0005957	STRK1_24700.1, STRK1_24690.1	FGIG_02923, FGIG_12620
OG0005958	STRK1_75500.1	FGIG_02947
OG0005959	STRK1_41220.1	FGIG_10953, FGIG_03057
OG0005960	STRK1_67230.1, STRK1_67230.2	FGIG_03072
OG0005961	STRK1_66490.1	FGIG_03134
OG0005962	STRK1_91590.1, STRK1_91590.2	FGIG_03169
OG0005963	STRK1_59590.1	FGIG_03185
OG0005964	STRK1_31620.1	FGIG_03336
OG0005965	STRK1_18980.1	FGIG_03377
OG0005966	STRK1_97230.1	FGIG_03397
OG0005967	STRK1_70770.1, STRK1_74330.1	FGIG_03402
OG0005968	STRK1_11640.1	FGIG_03422
OG0005969	STRK1_40660.1	FGIG_03460
OG0005970	STRK1_20570.1	FGIG_03509
OG0005971	STRK1_24620.1	FGIG_03517
OG0005972	STRK1_45980.1	FGIG_03528
OG0005973	STRK1_42900.1, STRK1_42900.2	FGIG_03547
OG0005974	STRK1_20730.1	FGIG_03599
OG0005975	STRK1_69040.1	FGIG_03738
OG0005976	STRK1_29280.1	FGIG_03761
OG0005977	STRK1_46440.1	FGIG_03775
OG0005978	STRK1_83490.1, STRK1_83490.2	FGIG_03813
OG0005979	STRK1_24430.1	FGIG_07288
OG0005980	STRK1_54210.1	FGIG_03874
OG0005981	STRK1_94890.1	FGIG_03938
OG0005982	STRK1_105290.1, STRK1_61790.1	FGIG_04451, FGIG_03984
OG0005983	STRK1_50760.1	FGIG_04068
OG0005984	STRK1_63290.1	FGIG_04138
OG0005985	STRK1_23580.1	FGIG_04144
OG0005986	STRK1_19110.1	FGIG_04149
OG0005987	STRK1_19120.1	FGIG_04150
OG0005988	STRK1_92560.3, STRK1_92560.1, STRK1_92560.2	FGIG_04190
OG0005989	STRK1_98470.1	FGIG_04194
OG0005990	STRK1_54200.1	FGIG_04223
OG0005991	STRK1_46000.1, STRK1_106460.1	FGIG_04280, FGIG_04281
OG0005992	STRK1_45270.1	FGIG_04441, FGIG_04442
OG0005993	STRK1_74990.1	FGIG_04467
OG0005994	STRK1_51650.1	FGIG_04549
OG0005995	STRK1_68370.1	FGIG_04658
OG0005996	STRK1_1970.1	FGIG_04704
OG0005997	STRK1_550.1, STRK1_550.2	FGIG_04767
OG0005998	STRK1_51310.1, STRK1_51340.1, STRK1_51350.1	FGIG_04782
OG0005999	STRK1_77940.1, STRK1_77940.2	FGIG_04792
OG0006000	STRK1_7520.1	FGIG_04908
OG0006001	STRK1_84690.1	FGIG_04923
OG0006002	STRK1_46290.1	FGIG_04934
OG0006003	STRK1_35480.1	FGIG_04947
OG0006004	STRK1_49510.1	FGIG_05064
OG0006005	STRK1_71750.1	FGIG_05077
OG0006006	STRK1_44190.1	FGIG_05083
OG0006007	STRK1_21300.1, STRK1_21300.2	FGIG_05106
OG0006009	STRK1_80670.1	FGIG_05208
OG0006010	STRK1_79350.1	FGIG_05229
OG0006011	STRK1_62170.1	FGIG_05267, FGIG_05266
OG0006012	STRK1_62860.1	FGIG_05389
OG0006013	STRK1_20510.1	FGIG_05439
OG0006014	STRK1_73630.1	FGIG_05518
OG0006015	STRK1_71900.1	FGIG_05536
OG0006016	STRK1_77120.1, STRK1_105020.1	FGIG_05545
OG0006017	STRK1_97250.1, STRK1_109350.1	FGIG_05546
OG0006018	STRK1_85580.1	FGIG_05580
OG0006019	STRK1_82530.1	FGIG_05585
OG0006020	STRK1_19370.1	FGIG_05785
OG0006021	STRK1_76060.1	FGIG_05799
OG0006022	STRK1_65330.1, STRK1_65330.2	FGIG_05880
OG0006023	STRK1_2340.1	FGIG_05909
OG0006024	STRK1_45060.1	FGIG_05917
OG0006025	STRK1_4810.1	FGIG_05927
OG0006026	STRK1_710.3, STRK1_710.2, STRK1_710.5, STRK1_710.1, STRK1_710.4	FGIG_05938
OG0006027	STRK1_23540.1	FGIG_05950
OG0006028	STRK1_49730.1	FGIG_05989
OG0006029	STRK1_54010.1	FGIG_06002
OG0006030	STRK1_35390.1	FGIG_06162
OG0006031	STRK1_2040.1	FGIG_06250
OG0006032	STRK1_9590.1	FGIG_06304, FGIG_06303
OG0006033	STRK1_39300.1	FGIG_06351
OG0006034	STRK1_40460.1	FGIG_06449
OG0006035	STRK1_53930.1	FGIG_06455
OG0006036	STRK1_93920.1	FGIG_06523
OG0006037	STRK1_81360.1	FGIG_06532
OG0006038	STRK1_40510.1	FGIG_06567
OG0006039	STRK1_52230.1	FGIG_06568
OG0006040	STRK1_95750.1	FGIG_06651
OG0006041	STRK1_26670.1, STRK1_26670.2	FGIG_06792
OG0006042	STRK1_32230.1	FGIG_06799
OG0006043	STRK1_99530.1	FGIG_06821
OG0006044	STRK1_66970.1	FGIG_06839, FGIG_09285
OG0006045	STRK1_30960.1	FGIG_06858
OG0006046	STRK1_8380.1, STRK1_8380.2, STRK1_8380.3	FGIG_06859
OG0006047	STRK1_34740.1, STRK1_34720.1, STRK1_34750.1	FGIG_06862
OG0006048	STRK1_12870.1	FGIG_06901
OG0006049	STRK1_38720.1	FGIG_06934
OG0006050	STRK1_60650.1	FGIG_06979
OG0006051	STRK1_15520.1	FGIG_07294
OG0006052	STRK1_70610.1	FGIG_07314, FGIG_08950
OG0006053	STRK1_66050.1	FGIG_07403
OG0006054	STRK1_63750.1	FGIG_07424
OG0006055	STRK1_6410.1	FGIG_07555, FGIG_12414
OG0006056	STRK1_4750.1	FGIG_07596
OG0006057	STRK1_102640.1, STRK1_102640.2, STRK1_102640.3	FGIG_07603
OG0006058	STRK1_4110.1	FGIG_07629
OG0006059	STRK1_70480.1	FGIG_07642
OG0006060	STRK1_16870.1	FGIG_07735
OG0006061	STRK1_105880.1	FGIG_07737
OG0006062	STRK1_30490.1	FGIG_07768, FGIG_07767
OG0006063	STRK1_43020.1	FGIG_07773
OG0006064	STRK1_67750.1	FGIG_07837
OG0006065	STRK1_21050.1	FGIG_07920
OG0006065	STRK1_13270.1	FGIG_09557
OG0006066	STRK1_8640.1, STRK1_8640.2, STRK1_8640.3	FGIG_07957, FGIG_07958
OG0006067	STRK1_40650.1	FGIG_07984
OG0006068	STRK1_39180.1	FGIG_08132
OG0006069	STRK1_27740.1	FGIG_08136
OG0006070	STRK1_62960.1	FGIG_08226
OG0006071	STRK1_71080.1	FGIG_08258
OG0006072	STRK1_80770.1	FGIG_08317
OG0006073	STRK1_47050.1	FGIG_08326
OG0006074	STRK1_109450.1	FGIG_08337
OG0006075	STRK1_24610.1	FGIG_08364
OG0006076	STRK1_52220.1	FGIG_08367, FGIG_12133
OG0006077	STRK1_41740.1, STRK1_41750.1	FGIG_08374
OG0006079	STRK1_106450.1, STRK1_46190.1	FGIG_08462
OG0006080	STRK1_98420.1, STRK1_98900.1	FGIG_08479
OG0006081	STRK1_1200.1	FGIG_08526
OG0006082	STRK1_41630.1	FGIG_08527
OG0006083	STRK1_94040.1	FGIG_08563
OG0006084	STRK1_21360.1	FGIG_08568
OG0006085	STRK1_71610.1	FGIG_10779, FGIG_08613
OG0006086	STRK1_24050.1	FGIG_08731
OG0006087	STRK1_41390.1, STRK1_41390.2, STRK1_41390.3	FGIG_08787
OG0006088	STRK1_68900.1	FGIG_08882
OG0006089	STRK1_10560.1	FGIG_08956
OG0006090	STRK1_88820.1	FGIG_08982
OG0006091	STRK1_78280.1	FGIG_09009
OG0006092	STRK1_11470.1	FGIG_09050
OG0006093	STRK1_48340.1	FGIG_09188
OG0006094	STRK1_52430.1	FGIG_09274
OG0006095	STRK1_79440.1	FGIG_09620
OG0006096	STRK1_3930.1	FGIG_09689
OG0006097	STRK1_71090.1	FGIG_09715
OG0006098	STRK1_23120.1, STRK1_23130.1, STRK1_23150.1	FGIG_09726
OG0006099	STRK1_7130.1, STRK1_7130.2	FGIG_09757
OG0006100	STRK1_14020.1, STRK1_14020.2	FGIG_09760
OG0006101	STRK1_33640.1	FGIG_09771
OG0006102	STRK1_72560.1	FGIG_09799
OG0006103	STRK1_33000.1	FGIG_09897, FGIG_09898
OG0006104	STRK1_63900.1, STRK1_63900.2, STRK1_63900.3	FGIG_09904
OG0006105	STRK1_79500.1	FGIG_09948
OG0006106	STRK1_97810.1, STRK1_103830.1	FGIG_09973
OG0006107	STRK1_75570.1	FGIG_09976
OG0006109	STRK1_68180.1	FGIG_10044
OG0006110	STRK1_86210.1	FGIG_10049
OG0006112	STRK1_84680.1	FGIG_10226
OG0006113	STRK1_16470.1	FGIG_10252
OG0006114	STRK1_92100.1	FGIG_10556, FGIG_10273
OG0006115	STRK1_25680.1	FGIG_10337
OG0006116	STRK1_45390.1	FGIG_10344
OG0006117	STRK1_54150.1, STRK1_54150.2	FGIG_10442
OG0006118	STRK1_53330.1	FGIG_10496
OG0006119	STRK1_48720.1, STRK1_48740.1	FGIG_10529
OG0006120	STRK1_37440.1	FGIG_10569
OG0006121	STRK1_20450.1	FGIG_10579
OG0006122	STRK1_30400.1	FGIG_10586
OG0006123	STRK1_58350.1	FGIG_10590
OG0006124	STRK1_63270.1	FGIG_10595
OG0006125	STRK1_75700.1	FGIG_10662
OG0006126	STRK1_65260.1	FGIG_10703
OG0006127	STRK1_40810.1	FGIG_10725
OG0006128	STRK1_28050.1	FGIG_10751
OG0006129	STRK1_11730.1	FGIG_11814, FGIG_10752
OG0006130	STRK1_23620.1	FGIG_10821, FGIG_10822
OG0006131	STRK1_64440.1, STRK1_64440.2	FGIG_10927, FGIG_13984
OG0006132	STRK1_52030.1	FGIG_10944, FGIG_10943
OG0006133	STRK1_67040.1	FGIG_10962
OG0006134	STRK1_18720.1	FGIG_10976
OG0006135	STRK1_1630.1	FGIG_10981
OG0006136	STRK1_71030.1, STRK1_71030.2	FGIG_11014, FGIG_11188
OG0006137	STRK1_19470.1	FGIG_11021
OG0006139	STRK1_11890.1	FGIG_11069
OG0006140	STRK1_71500.1	FGIG_11074
OG0006141	STRK1_29360.1, STRK1_29360.2	FGIG_11129
OG0006143	STRK1_2220.1	FGIG_11445, FGIG_11237
OG0006144	STRK1_60220.1	FGIG_11242
OG0006145	STRK1_28580.1	FGIG_11257
OG0006146	STRK1_72700.1	FGIG_11274
OG0006147	STRK1_87850.1	FGIG_11300
OG0006148	STRK1_45620.1	FGIG_11321
OG0006149	STRK1_7020.1, STRK1_7020.2	FGIG_11387
OG0006150	STRK1_31950.1	FGIG_11446
OG0006151	STRK1_39730.1	FGIG_11455
OG0006153	STRK1_61490.1	FGIG_11530
OG0006154	STRK1_83620.1	FGIG_11547
OG0006155	STRK1_18110.1	FGIG_11830
OG0006156	STRK1_71010.1	FGIG_11874
OG0006157	STRK1_42470.1	FGIG_11878
OG0006158	STRK1_19490.1	FGIG_11954
OG0006159	STRK1_22080.1	FGIG_12040
OG0006160	STRK1_14520.1	FGIG_12105
OG0006161	STRK1_82250.1	FGIG_12166
OG0006162	STRK1_13350.1	FGIG_12313
OG0006163	STRK1_1050.1	FGIG_12372
OG0006164	STRK1_91220.1, STRK1_91220.2	FGIG_12474
OG0006166	STRK1_45280.1	FGIG_12529
OG0006167	STRK1_79630.1	FGIG_12579
OG0006168	STRK1_86100.1	FGIG_12633
OG0006225	STRK1_64550.1	FGIG_00026
OG0006226	STRK1_9580.1	FGIG_00055, FGIG_06305
OG0006227	STRK1_10760.1	FGIG_00060
OG0006228	STRK1_26410.1	FGIG_00068
OG0006229	STRK1_3080.1, STRK1_3080.2	FGIG_00075
OG0006230	STRK1_94390.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	STRK1_96050.1	FGIG_00166
OG0006233	STRK1_42890.1	FGIG_00324
OG0006234	STRK1_11200.1	FGIG_00325
OG0006235	STRK1_22470.1	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	STRK1_66950.1	FGIG_00448
OG0006237	STRK1_35210.1	FGIG_00450
OG0006238	STRK1_32060.1	FGIG_00472
OG0006239	STRK1_73960.1	FGIG_00474
OG0006240	STRK1_105230.1	FGIG_00494, FGIG_00495
OG0006241	STRK1_53760.1	FGIG_00551
OG0006242	STRK1_4710.1	FGIG_12664, FGIG_00622
OG0006243	STRK1_39840.1	FGIG_00637
OG0006244	STRK1_67330.1, STRK1_67320.1	FGIG_00766
OG0006245	STRK1_54840.1	FGIG_00777, FGIG_00776
OG0006246	STRK1_78540.1	FGIG_00799
OG0006247	STRK1_87520.1	FGIG_00862
OG0006248	STRK1_87370.1	FGIG_00890
OG0006249	STRK1_43680.1	FGIG_00933
OG0006250	STRK1_34280.1	FGIG_00958
OG0006251	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2	FGIG_01056
OG0006252	STRK1_35510.1	FGIG_01080
OG0006253	STRK1_85780.1	FGIG_09181, FGIG_01105
OG0006255	STRK1_30700.1	FGIG_01124
OG0006257	STRK1_94790.1	FGIG_04631, FGIG_01141
OG0006258	STRK1_64850.1	FGIG_01246
OG0006259	STRK1_85680.1	FGIG_01260, FGIG_01261
OG0006260	STRK1_24560.1, STRK1_24560.2	FGIG_01269
OG0006261	STRK1_71230.1, STRK1_71220.1	FGIG_01386, FGIG_01385
OG0006262	STRK1_66470.1	FGIG_01406
OG0006263	STRK1_81050.1	FGIG_01444, FGIG_06726
OG0006264	STRK1_74820.1	FGIG_01450
OG0006265	STRK1_21390.1	FGIG_01474
OG0006266	STRK1_54400.1, STRK1_99620.1	FGIG_01521, FGIG_01522
OG0006267	STRK1_38860.1	FGIG_01531
OG0006269	STRK1_50960.1	FGIG_01663
OG0006270	STRK1_14680.1	FGIG_01788
OG0006271	STRK1_1810.1	FGIG_01813
OG0006272	STRK1_9090.1	FGIG_01877
OG0006273	STRK1_42710.1	FGIG_01880
OG0006274	STRK1_43190.1	FGIG_01909
OG0006275	STRK1_77710.1	FGIG_02097
OG0006276	STRK1_83130.1	FGIG_02118
OG0006277	STRK1_105780.1, STRK1_39820.1, STRK1_39820.2	FGIG_02172
OG0006278	STRK1_81840.1	FGIG_02173
OG0006279	STRK1_86030.1, STRK1_110560.1, STRK1_86040.1, STRK1_38420.1	FGIG_02204
OG0006280	STRK1_5630.1	FGIG_02259
OG0006281	STRK1_31430.1	FGIG_02319
OG0006282	STRK1_74910.1	FGIG_02396
OG0006283	STRK1_39610.1, STRK1_39610.2	FGIG_02470
OG0006284	STRK1_70090.1	FGIG_02617, FGIG_12218
OG0006285	STRK1_47910.1	FGIG_02631
OG0006286	STRK1_59430.1	FGIG_02651
OG0006287	STRK1_75150.1	FGIG_02696
OG0006288	STRK1_75320.1	FGIG_02732, FGIG_02733
OG0006289	STRK1_74780.1	FGIG_02774
OG0006290	STRK1_61860.1	FGIG_02808
OG0006291	STRK1_60880.1	FGIG_02861
OG0006292	STRK1_106920.1	FGIG_02864
OG0006293	STRK1_90600.1	FGIG_02873
OG0006294	STRK1_24150.1	FGIG_02897, FGIG_12580
OG0006295	STRK1_91170.1	FGIG_02916
OG0006296	STRK1_39010.1, STRK1_39020.1, STRK1_39030.1	FGIG_12568, FGIG_02930
OG0006297	STRK1_104810.1, STRK1_104800.1, STRK1_26030.1, STRK1_26040.1	FGIG_02936, FGIG_02935
OG0006298	STRK1_91180.1	FGIG_02955
OG0006299	STRK1_1380.1	FGIG_03008
OG0006300	STRK1_8860.1	FGIG_03043
OG0006301	STRK1_7090.1	FGIG_03060
OG0006302	STRK1_48240.1	FGIG_03099
OG0006303	STRK1_880.1	FGIG_03117
OG0006304	STRK1_50020.1	FGIG_03123
OG0006305	STRK1_99560.5, STRK1_99560.2, STRK1_99560.3, STRK1_99560.4, STRK1_99560.1	FGIG_03126
OG0006306	STRK1_13480.1	FGIG_03193, FGIG_08482
OG0006307	STRK1_36390.1	FGIG_03350
OG0006308	STRK1_71690.1	FGIG_03514
OG0006309	STRK1_76410.1	FGIG_03636
OG0006310	STRK1_5820.1	FGIG_03648
OG0006311	STRK1_85470.1	FGIG_03661
OG0006312	STRK1_74670.1	FGIG_03684
OG0006313	STRK1_75960.1	FGIG_03696
OG0006315	STRK1_91620.1	FGIG_03720
OG0006316	STRK1_66270.2, STRK1_66270.1	FGIG_03811, FGIG_03812
OG0006317	STRK1_49200.1	FGIG_03875
OG0006318	STRK1_48960.1	FGIG_03888
OG0006319	STRK1_86120.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006320	STRK1_32680.1, STRK1_32660.1	FGIG_03957
OG0006321	STRK1_480.1	FGIG_04040
OG0006322	STRK1_25670.1	FGIG_04082
OG0006323	STRK1_35250.1	FGIG_04136
OG0006324	STRK1_18660.3	FGIG_04163
OG0006325	STRK1_3390.1	FGIG_04216
OG0006326	STRK1_92580.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	STRK1_99500.1, STRK1_100820.1	FGIG_04492, FGIG_04491
OG0006328	STRK1_55680.1, STRK1_55690.1	FGIG_04497
OG0006329	STRK1_64790.1	FGIG_04500
OG0006330	STRK1_85180.1	FGIG_04553
OG0006331	STRK1_57530.1	FGIG_04577
OG0006332	STRK1_42230.4, STRK1_42230.1, STRK1_42230.2, STRK1_42230.3	FGIG_04582
OG0006333	STRK1_58210.1, STRK1_58210.2	FGIG_04670
OG0006334	STRK1_80560.1	FGIG_04684
OG0006335	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1	FGIG_04751
OG0006336	STRK1_110960.1, STRK1_101040.1	FGIG_04777
OG0006337	STRK1_2840.1	FGIG_04780
OG0006339	STRK1_36250.1	FGIG_04931
OG0006340	STRK1_40220.1	FGIG_04957, FGIG_05164
OG0006341	STRK1_46130.1	FGIG_05004
OG0006342	STRK1_81490.1, STRK1_81490.2	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	STRK1_60280.1	FGIG_05060, FGIG_05091
OG0006344	STRK1_26850.1	FGIG_05103
OG0006345	STRK1_68840.1	FGIG_05236
OG0006346	STRK1_85940.1	FGIG_05271
OG0006347	STRK1_23940.1	FGIG_05292
OG0006348	STRK1_42290.1	FGIG_05327
OG0006349	STRK1_12470.1, STRK1_12470.2	FGIG_05354, FGIG_05355
OG0006351	STRK1_74060.1, STRK1_74050.1	FGIG_05380
OG0006352	STRK1_5110.1	FGIG_05416
OG0006353	STRK1_67570.1	FGIG_05427
OG0006354	STRK1_21990.1	FGIG_05431
OG0006355	STRK1_62590.1	FGIG_05443
OG0006356	STRK1_77100.1, STRK1_77110.1	FGIG_05477
OG0006357	STRK1_80960.1	FGIG_05499
OG0006358	STRK1_15010.1	FGIG_05606
OG0006359	STRK1_52310.1	FGIG_05685, FGIG_05684
OG0006360	STRK1_93500.1	FGIG_05687
OG0006361	STRK1_48260.1	FGIG_05695
OG0006362	STRK1_18140.1	FGIG_05758
OG0006363	STRK1_5460.1	FGIG_05842
OG0006364	STRK1_80450.1	FGIG_05846
OG0006365	STRK1_20000.1	FGIG_05854
OG0006366	STRK1_102020.1, STRK1_47020.1	FGIG_05942
OG0006367	STRK1_67710.1	FGIG_06038
OG0006368	STRK1_63830.1, STRK1_63840.1	FGIG_06056
OG0006369	STRK1_111330.1, STRK1_82390.1	FGIG_06074
OG0006370	STRK1_69190.1	FGIG_06179
OG0006371	STRK1_78550.1	FGIG_06220
OG0006372	STRK1_39260.1	FGIG_06257
OG0006373	STRK1_76240.1	FGIG_06266
OG0006374	STRK1_52160.1	FGIG_06368
OG0006375	STRK1_107250.1, STRK1_20270.1, STRK1_108410.1, STRK1_19530.1	FGIG_06379
OG0006376	STRK1_66720.1	FGIG_12584, FGIG_06425
OG0006377	STRK1_60710.1	FGIG_06440
OG0006378	STRK1_51680.1	FGIG_06445, FGIG_06444
OG0006379	STRK1_83370.1	FGIG_06453
OG0006380	STRK1_85310.1	FGIG_06551
OG0006381	STRK1_72050.1	FGIG_06561
OG0006382	STRK1_82640.1	FGIG_06574
OG0006383	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1	FGIG_06621
OG0006385	STRK1_13410.1	FGIG_06657
OG0006386	STRK1_53390.1	FGIG_06699
OG0006387	STRK1_72340.1	FGIG_06734, FGIG_12424
OG0006388	STRK1_57640.1, STRK1_57640.2	FGIG_06755
OG0006389	STRK1_81850.1	FGIG_06771
OG0006390	STRK1_63450.1	FGIG_06827
OG0006391	STRK1_96790.1, STRK1_63440.1	FGIG_07033, FGIG_06828
OG0006392	STRK1_90000.1	FGIG_10067, FGIG_06830
OG0006393	STRK1_67270.1	FGIG_06928
OG0006394	STRK1_51180.1	FGIG_06942
OG0006395	STRK1_11140.1	FGIG_06992
OG0006396	STRK1_18880.1	FGIG_06995
OG0006397	STRK1_77640.1, STRK1_77650.1	FGIG_07001
OG0006398	STRK1_3570.1	FGIG_07086
OG0006399	STRK1_8130.1, STRK1_8140.1	FGIG_07120
OG0006400	STRK1_72130.1	FGIG_07283
OG0006401	STRK1_45140.1	FGIG_07310
OG0006402	STRK1_26700.1, STRK1_26700.2	FGIG_07313
OG0006403	STRK1_80840.1	FGIG_07437
OG0006404	STRK1_34900.1	FGIG_07473
OG0006405	STRK1_49020.1	FGIG_07477
OG0006406	STRK1_46940.1	FGIG_07578
OG0006407	STRK1_1780.1, STRK1_1780.2	FGIG_07582
OG0006408	STRK1_76030.1	FGIG_07627
OG0006409	STRK1_46230.1	FGIG_07688
OG0006410	STRK1_410.1, STRK1_410.2	FGIG_07709
OG0006411	STRK1_1680.1	FGIG_07733
OG0006412	STRK1_13500.1, STRK1_13510.1	FGIG_07743, FGIG_07742
OG0006413	STRK1_104440.1, STRK1_87390.1	FGIG_07840
OG0006414	STRK1_83640.1, STRK1_83650.1	FGIG_07937
OG0006415	STRK1_24030.1	FGIG_08006
OG0006416	STRK1_61420.1	FGIG_08033
OG0006417	STRK1_49130.1, STRK1_105070.1	FGIG_08055
OG0006418	STRK1_12110.1, STRK1_12110.2	FGIG_08067
OG0006419	STRK1_24330.1	FGIG_08105
OG0006420	STRK1_63700.1	FGIG_08164
OG0006421	STRK1_3230.1, STRK1_3230.2	FGIG_08200
OG0006422	STRK1_86260.1	FGIG_08202
OG0006423	STRK1_80460.1	FGIG_08206, FGIG_10667
OG0006424	STRK1_49040.1	FGIG_08208
OG0006425	STRK1_76320.1	FGIG_08311
