Orthogroup	schistosoma_rodhaini	schistosoma_curassoni
OG0005990	SRDH2_57790.1	SCUR1_56390.1
OG0005991	SRDH2_55140.1	SCUR1_54270.1
OG0005992	SRDH2_48040.1	SCUR1_47320.1
OG0005993	SRDH2_79840.1	SCUR1_77280.1
OG0005994	SRDH2_54690.1	SCUR1_53780.1
OG0005995	SRDH2_71880.1, SRDH2_71880.4, SRDH2_71880.2, SRDH2_71880.3	SCUR1_69800.1
OG0005996	SRDH2_19710.1, SRDH2_19710.2	SCUR1_19280.1, SCUR1_19280.2
OG0005997	SRDH2_1000.1	SCUR1_920.1
OG0005998	SRDH2_48710.1	SCUR1_48030.1, SCUR1_97180.1
OG0005999	SRDH2_82130.1	SCUR1_79460.1
OG0006000	SRDH2_14170.1	SCUR1_12370.1
OG0006001	SRDH2_90670.1	SCUR1_86600.1
OG0006002	SRDH2_54120.2, SRDH2_54120.1	SCUR1_51870.1
OG0006003	SRDH2_32130.1	SCUR1_34680.1
OG0006004	SRDH2_50490.1	SCUR1_49710.1
OG0006005	SRDH2_72570.1, SRDH2_72570.2	SCUR1_72290.1, SCUR1_72290.2
OG0006006	SRDH2_47220.1	SCUR1_46540.1, SCUR1_46540.2
OG0006007	SRDH2_21240.1	SCUR1_20370.1
OG0006008	SRDH2_74000.1, SRDH2_74000.2	SCUR1_70900.1
OG0006009	SRDH2_85140.1, SRDH2_85140.3, SRDH2_85140.2	SCUR1_82060.1
OG0006010	SRDH2_84380.2, SRDH2_84380.1	SCUR1_80020.1
OG0006011	SRDH2_67420.1	SCUR1_64820.2, SCUR1_64820.4, SCUR1_64820.1, SCUR1_64820.3
OG0006012	SRDH2_69840.1	SCUR1_66040.1, SCUR1_66040.2
OG0006013	SRDH2_22320.1	SCUR1_21910.3, SCUR1_21910.2, SCUR1_21910.1
OG0006014	SRDH2_76280.1	SCUR1_73730.1
OG0006015	SRDH2_76920.1, SRDH2_76920.3	SCUR1_74390.1
OG0006016	SRDH2_81300.1	SCUR1_78760.1
OG0006017	SRDH2_81330.1	SCUR1_78770.1
OG0006018	SRDH2_93610.1	SCUR1_87900.1
OG0006019	SRDH2_87790.1, SRDH2_87790.2	SCUR1_84190.1
OG0006021	SRDH2_77960.1	SCUR1_75540.2, SCUR1_75540.1
OG0006023	SRDH2_18950.1	SCUR1_18490.1
OG0006024	SRDH2_47810.1	SCUR1_47130.1
OG0006025	SRDH2_15430.1	SCUR1_14920.2, SCUR1_14920.1
OG0006026	SRDH2_1180.1, SRDH2_1180.2	SCUR1_1060.1
OG0006027	SRDH2_25100.1	SCUR1_24670.2, SCUR1_24670.1
OG0006028	SRDH2_50250.1	SCUR1_49530.1, SCUR1_49530.2
OG0006029	SRDH2_57070.1, SRDH2_57070.2	SCUR1_56200.1, SCUR1_56200.2
OG0006030	SRDH2_38390.1, SRDH2_38390.2	SCUR1_34580.1
OG0006031	SRDH2_19630.1, SRDH2_19630.2	SCUR1_19220.1
OG0006032	SRDH2_10580.1, SRDH2_10570.1	SCUR1_10180.1
OG0006033	SRDH2_41440.1	SCUR1_41300.1
OG0006034	SRDH2_43770.1	SCUR1_43670.1, SCUR1_43670.2, SCUR1_43670.3
OG0006035	SRDH2_57140.1	SCUR1_56160.1
OG0006036	SRDH2_85480.1	SCUR1_82320.1
OG0006037	SRDH2_86740.1	SCUR1_83310.1
OG0006038	SRDH2_43710.1	SCUR1_43600.1
OG0006039	SRDH2_51930.1	SCUR1_50870.2, SCUR1_50870.1
OG0006040	SRDH2_58580.1	SCUR1_99670.1, SCUR1_57360.1, SCUR1_99680.1
OG0006041	SRDH2_28630.1, SRDH2_28630.2	SCUR1_28330.1, SCUR1_28330.2, SCUR1_28330.3
OG0006042	SRDH2_37080.1	SCUR1_31450.1
OG0006043	SRDH2_18740.1, SRDH2_18740.4, SRDH2_18740.2, SRDH2_18740.3	SCUR1_18260.1
OG0006044	SRDH2_71090.1	SCUR1_68300.1
OG0006045	SRDH2_33720.1	SCUR1_36310.1, SCUR1_36310.3, SCUR1_36310.2
OG0006046	SRDH2_15000.1	SCUR1_13140.1
OG0006047	SRDH2_35420.1	SCUR1_33580.1
OG0006048	SRDH2_8250.1	SCUR1_7960.1
OG0006049	SRDH2_40790.1	SCUR1_40710.1
OG0006050	SRDH2_63000.1	SCUR1_61340.1
OG0006051	SRDH2_7120.1	SCUR1_7080.1
OG0006052	SRDH2_72860.1	SCUR1_72030.1
OG0006053	SRDH2_68500.1	SCUR1_67180.1
OG0006054	SRDH2_65420.1, SRDH2_65420.2	SCUR1_63680.1
OG0006055	SRDH2_4740.1, SRDH2_4740.2	SCUR1_4680.1
OG0006056	SRDH2_15510.1	SCUR1_14990.1
OG0006057	SRDH2_30960.1	SCUR1_30550.1
OG0006058	SRDH2_18290.1, SRDH2_18290.2	SCUR1_17780.1
OG0006060	SRDH2_3380.1	SCUR1_3290.1, SCUR1_3290.2
OG0006061	SRDH2_87920.1	SCUR1_84090.1
OG0006062	SRDH2_33310.1	SCUR1_35820.3, SCUR1_35820.2, SCUR1_35820.1
OG0006063	SRDH2_45550.1	SCUR1_45330.1
OG0006064	SRDH2_71430.3, SRDH2_71430.1, SRDH2_71430.2, SRDH2_71430.4	SCUR1_69150.1, SCUR1_69160.1
OG0006065	SRDH2_14390.1	SCUR1_12520.1
OG0006066	SRDH2_9430.1	SCUR1_9080.1
OG0006067	SRDH2_43580.1	SCUR1_43460.1
OG0006068	SRDH2_41290.1	SCUR1_41170.2, SCUR1_41170.1
OG0006069	SRDH2_38200.1, SRDH2_38220.1	SCUR1_34390.1, SCUR1_34390.2
OG0006070	SRDH2_69730.1, SRDH2_69730.2	SCUR1_66150.1
OG0006071	SRDH2_78670.1	SCUR1_76140.1
OG0006072	SRDH2_85400.1, SRDH2_85410.1	SCUR1_82260.1
OG0006073	SRDH2_53330.3, SRDH2_53330.2, SRDH2_53330.1, SRDH2_53330.4	SCUR1_52690.1
OG0006074	SRDH2_93900.1	SCUR1_89790.1
OG0006075	SRDH2_26180.1	SCUR1_25730.1
OG0006076	SRDH2_51920.1	SCUR1_50860.1
OG0006077	SRDH2_42180.1	SCUR1_42030.1, SCUR1_42030.3, SCUR1_42030.2
OG0006078	SRDH2_25130.1	SCUR1_24700.1
OG0006079	SRDH2_54210.1, SRDH2_54220.1	SCUR1_51770.1, SCUR1_51760.1
OG0006080	SRDH2_34640.1	SCUR1_32770.1
OG0006081	SRDH2_1830.1	SCUR1_1650.1
OG0006082	SRDH2_42000.1	SCUR1_41870.1
OG0006083	SRDH2_86100.1	SCUR1_82850.1
OG0006084	SRDH2_23380.1, SRDH2_23390.1	SCUR1_22850.1
OG0006085	SRDH2_75130.1	SCUR1_72470.1
OG0006086	SRDH2_24820.1	SCUR1_24430.1
OG0006087	SRDH2_39220.1, SRDH2_39220.2	SCUR1_39250.1
OG0006088	SRDH2_74700.1, SRDH2_74710.1	SCUR1_70260.1
OG0006089	SRDH2_11580.1	SCUR1_11230.1
OG0006090	SRDH2_94680.1	SCUR1_100440.1
OG0006091	SRDH2_82430.1	SCUR1_79750.1
OG0006092	SRDH2_12860.1	SCUR1_13820.1
OG0006093	SRDH2_55950.1	SCUR1_54940.1
OG0006094	SRDH2_52160.1	SCUR1_51110.1
OG0006095	SRDH2_84200.1	SCUR1_80160.1
OG0006096	SRDH2_19250.1, SRDH2_19250.2, SRDH2_19250.3	SCUR1_18790.1
OG0006097	SRDH2_78650.1, SRDH2_78660.1	SCUR1_76130.1
OG0006098	SRDH2_25590.1	SCUR1_25220.1
OG0006099	SRDH2_7500.1	SCUR1_7250.1
OG0006100	SRDH2_17580.1, SRDH2_17580.2	SCUR1_17130.1
OG0006101	SRDH2_37560.1	SCUR1_37560.1
OG0006102	SRDH2_80050.1	SCUR1_77480.1
OG0006103	SRDH2_31880.1	SCUR1_38220.1
OG0006104	SRDH2_69440.1	SCUR1_66390.1
OG0006105	SRDH2_84060.1	SCUR1_80290.1
OG0006106	SRDH2_61430.1, SRDH2_61430.2	SCUR1_59710.1
OG0006107	SRDH2_76080.3, SRDH2_76080.1, SRDH2_76080.2	SCUR1_73500.1
OG0006108	SRDH2_86220.1, SRDH2_86250.1, SRDH2_86410.1, SRDH2_86400.1, SRDH2_86330.1, SRDH2_86190.1, SRDH2_86200.1	SCUR1_82940.1
OG0006109	SRDH2_72240.1	SCUR1_69440.1, SCUR1_69440.3, SCUR1_69440.2
OG0006110	SRDH2_92430.1	SCUR1_89000.1
OG0006111	SRDH2_2090.2, SRDH2_2090.1, SRDH2_2090.3	SCUR1_1890.1
OG0006112	SRDH2_90650.1	SCUR1_86590.1
OG0006113	SRDH2_3810.1	SCUR1_3680.1
OG0006114	SRDH2_97060.1, SRDH2_97060.2, SRDH2_97060.3	SCUR1_92410.1
OG0006115	SRDH2_27500.1, SRDH2_27500.2	SCUR1_27090.1, SCUR1_27090.2
OG0006116	SRDH2_48110.1	SCUR1_47380.1, SCUR1_47380.2
OG0006117	SRDH2_57680.1	SCUR1_56350.1
OG0006118	SRDH2_57950.1	SCUR1_56600.1, SCUR1_56600.2
OG0006120	SRDH2_42720.1	SCUR1_42550.1
OG0006121	SRDH2_22380.1	SCUR1_22300.1, SCUR1_22300.3, SCUR1_22300.2
OG0006122	SRDH2_29910.1, SRDH2_29910.2, SRDH2_29910.3	SCUR1_29560.1
OG0006123	SRDH2_61830.1, SRDH2_61830.2, SRDH2_61830.3	SCUR1_60110.1
OG0006124	SRDH2_66050.1, SRDH2_66070.2, SRDH2_66070.1	SCUR1_65290.1, SCUR1_65290.2
OG0006125	SRDH2_76190.1	SCUR1_73620.1
OG0006126	SRDH2_63640.1	SCUR1_61930.1, SCUR1_61930.2, SCUR1_61930.4, SCUR1_61930.3
OG0006127	SRDH2_43430.1	SCUR1_43270.1
OG0006128	SRDH2_37900.1	SCUR1_37210.1, SCUR1_37210.2
OG0006129	SRDH2_12610.1	SCUR1_13530.1
OG0006130	SRDH2_28390.1	SCUR1_28070.1
OG0006131	SRDH2_64560.1	SCUR1_62880.1
OG0006132	SRDH2_52490.1, SRDH2_52490.2, SRDH2_52490.3	SCUR1_51470.1
OG0006133	SRDH2_71020.1	SCUR1_68410.1
OG0006134	SRDH2_20760.8	SCUR1_20770.1
OG0006134	SRDH2_20890.1	SCUR1_20770.1
OG0006135	SRDH2_1990.1, SRDH2_1990.2	SCUR1_1810.1
OG0006136	SRDH2_78720.1	SCUR1_76190.1
OG0006137	SRDH2_21420.1	SCUR1_20180.1, SCUR1_20180.2
OG0006139	SRDH2_15230.1	SCUR1_13350.1
OG0006140	SRDH2_75220.1	SCUR1_72560.1
OG0006141	SRDH2_31020.1	SCUR1_30620.1
OG0006143	SRDH2_19050.1, SRDH2_19050.2	SCUR1_18570.1, SCUR1_18570.2
OG0006144	SRDH2_62520.1	SCUR1_60870.1
OG0006145	SRDH2_38990.1, SRDH2_38990.2, SRDH2_38990.3, SRDH2_38990.4	SCUR1_39000.1
OG0006146	SRDH2_79930.1	SCUR1_77350.1
OG0006147	SRDH2_91120.1	SCUR1_87020.1, SCUR1_87020.2, SCUR1_87020.3
OG0006148	SRDH2_70900.1	SCUR1_68520.1
OG0006149	SRDH2_7340.1, SRDH2_7350.1	SCUR1_7150.1
OG0006150	SRDH2_36760.1	SCUR1_31790.1
OG0006151	SRDH2_41910.1	SCUR1_41770.1
OG0006152	SRDH2_93530.1	SCUR1_87990.2, SCUR1_87990.1
OG0006153	SRDH2_61980.1	SCUR1_60270.1
OG0006154	SRDH2_89060.1, SRDH2_89060.3, SRDH2_89060.2	SCUR1_95370.1, SCUR1_96970.1
OG0006155	SRDH2_20330.1	SCUR1_21240.1
OG0006156	SRDH2_78750.1	SCUR1_76210.1
OG0006157	SRDH2_45360.1	SCUR1_45170.1
OG0006158	SRDH2_21380.1	SCUR1_20210.1, SCUR1_20210.2, SCUR1_20210.3
OG0006159	SRDH2_23960.1	SCUR1_23330.1
OG0006160	SRDH2_17030.1, SRDH2_17030.2, SRDH2_17030.3	SCUR1_16560.1
OG0006161	SRDH2_88010.1	SCUR1_84010.1
OG0006162	SRDH2_19390.1, SRDH2_19390.2, SRDH2_19390.3, SRDH2_19390.4	SCUR1_18940.1
OG0006163	SRDH2_1670.1	SCUR1_1520.1, SCUR1_1520.2, SCUR1_1520.3
OG0006164	SRDH2_440.1	SCUR1_410.1
OG0006165	SRDH2_71750.1	SCUR1_69670.1
OG0006166	SRDH2_48200.1	SCUR1_47490.2, SCUR1_47490.1
OG0006168	SRDH2_92350.2, SRDH2_92350.3, SRDH2_92350.4, SRDH2_92350.1	SCUR1_89070.1
OG0006170	SRDH2_15330.1	SCUR1_13460.1
OG0006171	SRDH2_3960.1, SRDH2_3960.2, SRDH2_3960.3, SRDH2_3960.4	SCUR1_3840.1, SCUR1_3840.2, SCUR1_3840.3
OG0006172	SRDH2_44320.1	SCUR1_44220.1
OG0006173	SRDH2_21680.1	SCUR1_19850.2, SCUR1_19850.1
OG0006174	SRDH2_19690.1	SCUR1_19270.1
OG0006175	SRDH2_89770.1	SCUR1_86200.2, SCUR1_86200.1
OG0006177	SRDH2_90090.1, SRDH2_90090.2, SRDH2_90090.3	SCUR1_85980.1
OG0006178	SRDH2_90500.1, SRDH2_90500.2	SCUR1_85630.1
OG0006179	SRDH2_46980.1	SCUR1_46230.2, SCUR1_46230.1
OG0006180	SRDH2_52410.2, SRDH2_52410.1	SCUR1_51380.1
OG0006181	SRDH2_81280.1, SRDH2_81280.2	SCUR1_78750.1
OG0006182	SRDH2_38100.1	SCUR1_32570.1
OG0006183	SRDH2_34630.1	SCUR1_32760.1
OG0006184	SRDH2_40640.1	SCUR1_40570.1
OG0006185	SRDH2_48600.1	SCUR1_47920.1
OG0006186	SRDH2_96210.1	SCUR1_91590.1, SCUR1_100300.1
OG0006187	SRDH2_43250.1, SRDH2_43250.2	SCUR1_43110.1
OG0006188	SRDH2_43290.1, SRDH2_43290.2	SCUR1_43160.1
OG0006189	SRDH2_98930.1	SCUR1_94160.4, SCUR1_94160.5, SCUR1_94160.3, SCUR1_94160.2, SCUR1_94160.1
OG0006190	SRDH2_99020.1	SCUR1_94230.1
OG0006191	SRDH2_99820.1	SCUR1_94950.1
OG0006192	SRDH2_92200.5, SRDH2_92200.4, SRDH2_92200.1, SRDH2_92200.2, SRDH2_92200.3	SCUR1_89250.1, SCUR1_89250.2, SCUR1_89250.3
OG0006193	SRDH2_92140.1	SCUR1_89320.1, SCUR1_89220.1
OG0006195	SRDH2_73720.1	SCUR1_71180.1, SCUR1_71180.2, SCUR1_71180.3
OG0006196	SRDH2_78100.1	SCUR1_75620.1
OG0006197	SRDH2_69780.1	SCUR1_66100.1
OG0006198	SRDH2_38180.1	SCUR1_32500.1, SCUR1_32500.2, SCUR1_32500.3
OG0006199	SRDH2_26970.3, SRDH2_26970.1, SRDH2_26970.2	SCUR1_26560.1
OG0006200	SRDH2_25850.1	SCUR1_25390.1
OG0006202	SRDH2_23450.1	SCUR1_22790.1
OG0006203	SRDH2_43830.1	SCUR1_43720.1, SCUR1_43720.2
OG0006204	SRDH2_34340.1	SCUR1_36890.1
OG0006205	SRDH2_18550.1, SRDH2_18550.2	SCUR1_18030.1
OG0006206	SRDH2_13610.1	SCUR1_14350.1
OG0006207	SRDH2_20840.2, SRDH2_20840.1, SRDH2_20840.4, SRDH2_20840.3	SCUR1_20820.1
OG0006208	SRDH2_2340.1	SCUR1_2160.1
OG0006209	SRDH2_2570.1	SCUR1_2380.1
OG0006210	SRDH2_7920.2, SRDH2_7920.1	SCUR1_7620.1
OG0006212	SRDH2_58560.1, SRDH2_58560.2, SRDH2_58560.3, SRDH2_58560.4	SCUR1_57320.1, SCUR1_57340.3, SCUR1_57340.1, SCUR1_57340.2
OG0006213	SRDH2_68640.1	SCUR1_67060.1, SCUR1_67070.1
OG0006214	SRDH2_70270.1	SCUR1_67630.1
OG0006214	SRDH2_70260.1	SCUR1_67640.1
OG0006215	SRDH2_85840.1	SCUR1_97000.1
OG0006215	SRDH2_88030.1	SCUR1_84000.1
OG0006225	SRDH2_69420.2, SRDH2_69420.3, SRDH2_69420.1	SCUR1_66420.1
OG0006226	SRDH2_10560.1	SCUR1_10170.1
OG0006227	SRDH2_12110.1	SCUR1_11440.1
OG0006228	SRDH2_26770.1	SCUR1_26320.1
OG0006229	SRDH2_16310.1	SCUR1_15850.1
OG0006230	SRDH2_96640.1	SCUR1_96640.1
OG0006231	SRDH2_40880.1	SCUR1_40800.1
OG0006233	SRDH2_44570.1	SCUR1_44450.1
OG0006234	SRDH2_13290.1	SCUR1_14110.1
OG0006235	SRDH2_26110.1	SCUR1_25630.1
OG0006236	SRDH2_71110.1	SCUR1_68280.1
OG0006237	SRDH2_40440.1	SCUR1_40400.1
OG0006239	SRDH2_79110.1	SCUR1_76580.1
OG0006240	SRDH2_85450.1	SCUR1_82290.3, SCUR1_82290.1, SCUR1_82290.2
OG0006241	SRDH2_57320.1	SCUR1_56000.1
OG0006242	SRDH2_15560.2, SRDH2_15560.3, SRDH2_15560.1, SRDH2_15560.4	SCUR1_15050.1
OG0006243	SRDH2_44340.1, SRDH2_44340.2	SCUR1_44240.1, SCUR1_44240.2
OG0006244	SRDH2_70740.1	SCUR1_68650.1
OG0006245	SRDH2_56300.1	SCUR1_55300.1
OG0006246	SRDH2_83200.2, SRDH2_83200.1	SCUR1_80990.1
OG0006247	SRDH2_93640.1	SCUR1_87860.1
OG0006248	SRDH2_93800.1	SCUR1_89670.1, SCUR1_96710.1
OG0006249	SRDH2_46850.1	SCUR1_46100.1, SCUR1_46090.1, SCUR1_46090.2
OG0006250	SRDH2_34960.2, SRDH2_34960.1	SCUR1_33090.1
OG0006251	SRDH2_16830.1	SCUR1_16360.1
OG0006252	SRDH2_32160.1, SRDH2_32160.2	SCUR1_34710.1
OG0006253	SRDH2_93380.1	SCUR1_88140.1
OG0006254	SRDH2_2300.1	SCUR1_2100.1
OG0006255	SRDH2_33460.1	SCUR1_36010.1, SCUR1_35990.1, SCUR1_36000.1
OG0006256	SRDH2_40070.1	SCUR1_98380.1
OG0006257	SRDH2_97170.1	SCUR1_92560.1
OG0006258	SRDH2_69140.1	SCUR1_66630.1
OG0006259	SRDH2_93460.1	SCUR1_88060.1
OG0006260	SRDH2_24310.1	SCUR1_23840.1
OG0006261	SRDH2_78500.1, SRDH2_78500.2	SCUR1_75980.1
OG0006262	SRDH2_70600.1	SCUR1_67950.1
OG0006263	SRDH2_86480.1	SCUR1_83000.1
OG0006264	SRDH2_79620.1	SCUR1_77100.2, SCUR1_77100.1
OG0006265	SRDH2_23410.1, SRDH2_23410.2	SCUR1_22830.1
OG0006266	SRDH2_51670.1	SCUR1_50700.1
OG0006267	SRDH2_40970.1, SRDH2_40970.2	SCUR1_40880.1
OG0006268	SRDH2_86570.1	SCUR1_83120.1
OG0006269	SRDH2_49090.1	SCUR1_48420.1
OG0006270	SRDH2_16850.1, SRDH2_16850.2, SRDH2_16850.3	SCUR1_16390.1
OG0006271	SRDH2_19860.1	SCUR1_19450.1, SCUR1_19450.2, SCUR1_19450.3
OG0006272	SRDH2_9970.1	SCUR1_9590.1
OG0006273	SRDH2_44700.1, SRDH2_44700.2, SRDH2_44700.4, SRDH2_44700.3	SCUR1_44620.1
OG0006274	SRDH2_45690.1	SCUR1_96590.1, SCUR1_98400.1
OG0006275	SRDH2_82550.1, SRDH2_82550.2, SRDH2_82550.3, SRDH2_82550.4	SCUR1_79860.1
OG0006276	SRDH2_88430.1	SCUR1_84560.1, SCUR1_84560.2
OG0006277	SRDH2_44360.1	SCUR1_44260.1
OG0006278	SRDH2_87400.1	SCUR1_83660.1
OG0006279	SRDH2_40270.1	SCUR1_40270.1
OG0006280	SRDH2_13820.1	SCUR1_12030.1
OG0006281	SRDH2_36220.1	SCUR1_32450.1
OG0006282	SRDH2_79720.2, SRDH2_79720.1, SRDH2_79720.3, SRDH2_79720.4	SCUR1_77180.1
OG0006283	SRDH2_41790.1	SCUR1_41650.1
OG0006284	SRDH2_73380.1	SCUR1_71510.1
OG0006285	SRDH2_55180.1	SCUR1_54300.1
OG0006286	SRDH2_64160.1	SCUR1_62450.1, SCUR1_62450.2, SCUR1_62450.3
OG0006287	SRDH2_75670.1	SCUR1_73090.1
OG0006288	SRDH2_75820.1	SCUR1_73260.1
OG0006289	SRDH2_79570.1, SRDH2_79570.2	SCUR1_77040.1
OG0006290	SRDH2_67070.1	SCUR1_64550.1
OG0006291	SRDH2_63270.1	SCUR1_61590.1
OG0006292	SRDH2_70100.1	SCUR1_67770.1
OG0006293	SRDH2_99400.1	SCUR1_94610.1
OG0006294	SRDH2_24930.1	SCUR1_24530.1
OG0006295	SRDH2_98360.1	SCUR1_93700.1, SCUR1_93700.2, SCUR1_93700.3, SCUR1_93700.4
OG0006296	SRDH2_41130.1	SCUR1_41020.1, SCUR1_41030.1
OG0006297	SRDH2_27110.1	SCUR1_26750.1
OG0006298	SRDH2_390.1, SRDH2_390.2, SRDH2_390.3, SRDH2_390.4	SCUR1_370.1
OG0006299	SRDH2_2330.2, SRDH2_2330.1, SRDH2_2330.3, SRDH2_2330.4	SCUR1_2130.1
OG0006300	SRDH2_9600.1	SCUR1_9250.1
OG0006301	SRDH2_7460.1	SCUR1_7210.1
OG0006302	SRDH2_55510.1	SCUR1_54570.1
OG0006303	SRDH2_1520.1	SCUR1_1390.1
OG0006304	SRDH2_49950.1	SCUR1_49220.1
OG0006305	SRDH2_70170.2, SRDH2_70170.3, SRDH2_70170.1	SCUR1_67690.1
OG0006306	SRDH2_17970.1, SRDH2_17970.2	SCUR1_17650.1
OG0006307	SRDH2_32950.1	SCUR1_35500.1
OG0006308	SRDH2_72500.1	SCUR1_72370.1
OG0006309	SRDH2_80670.1	SCUR1_78190.1, SCUR1_78190.2, SCUR1_78190.3
OG0006311	SRDH2_91590.1, SRDH2_91590.2	SCUR1_87450.1
OG0006312	SRDH2_79470.1	SCUR1_76950.1
OG0006313	SRDH2_77850.1	SCUR1_75420.1
OG0006314	SRDH2_75030.1	SCUR1_69900.1
OG0006315	SRDH2_96050.1	SCUR1_91440.1, SCUR1_91440.2, SCUR1_91440.3
OG0006316	SRDH2_70120.1	SCUR1_67750.1
OG0006317	SRDH2_50780.1	SCUR1_50010.1, SCUR1_50010.2
OG0006318	SRDH2_51040.1	SCUR1_50280.1
OG0006319	SRDH2_92370.1	SCUR1_89050.1
OG0006320	SRDH2_31390.1	SCUR1_31030.1
OG0006321	SRDH2_970.1	SCUR1_880.1
OG0006322	SRDH2_57470.1	SCUR1_55860.1
OG0006323	SRDH2_35910.1	SCUR1_34110.4, SCUR1_34110.5, SCUR1_34110.1, SCUR1_34110.2, SCUR1_34110.3
OG0006324	SRDH2_20850.1	SCUR1_20810.1
OG0006325	SRDH2_5810.1, SRDH2_5810.2, SRDH2_5810.3	SCUR1_5770.1
OG0006326	SRDH2_99250.1	SCUR1_94460.1
OG0006327	SRDH2_25290.1	SCUR1_24870.1
OG0006328	SRDH2_58590.1, SRDH2_58590.2, SRDH2_58590.3	SCUR1_58270.1
OG0006329	SRDH2_69190.1, SRDH2_69200.1	SCUR1_66580.2, SCUR1_66580.1
OG0006330	SRDH2_91900.1	SCUR1_89560.1
OG0006331	SRDH2_61110.1, SRDH2_61110.2	SCUR1_59400.1
OG0006332	SRDH2_45670.1	SCUR1_45480.1
OG0006333	SRDH2_61730.1, SRDH2_61730.2	SCUR1_60000.1, SCUR1_60000.2
OG0006334	SRDH2_84990.1	SCUR1_81920.1
OG0006335	SRDH2_98310.1	SCUR1_93640.1
OG0006336	SRDH2_22230.1	SCUR1_21820.1
OG0006338	SRDH2_21570.1	SCUR1_20020.1
OG0006339	SRDH2_33130.1	SCUR1_35670.1, SCUR1_97340.1
OG0006340	SRDH2_43960.1	SCUR1_43860.1
OG0006341	SRDH2_54310.1	SCUR1_51670.1, SCUR1_51670.2, SCUR1_51670.3
OG0006342	SRDH2_86810.1	SCUR1_83390.1
OG0006343	SRDH2_62580.1	SCUR1_60930.1
OG0006344	SRDH2_26390.1	SCUR1_25910.1
OG0006345	SRDH2_74770.1	SCUR1_70200.1
OG0006346	SRDH2_92260.1	SCUR1_89160.1
OG0006347	SRDH2_28070.1, SRDH2_28070.2	SCUR1_27690.1
OG0006348	SRDH2_45620.1	SCUR1_45430.1
OG0006349	SRDH2_8730.1	SCUR1_8390.1
OG0006351	SRDH2_78990.1	SCUR1_76440.1
OG0006353	SRDH2_71610.1	SCUR1_68960.1
OG0006354	SRDH2_74030.1	SCUR1_70860.1
OG0006354	SRDH2_74030.1	SCUR1_70860.2
OG0006355	SRDH2_52350.1	SCUR1_51320.1
OG0006356	SRDH2_81340.1	SCUR1_78780.1
OG0006357	SRDH2_86140.1, SRDH2_86140.2	SCUR1_82890.1
OG0006358	SRDH2_16530.5, SRDH2_16530.2, SRDH2_16530.4, SRDH2_16530.1	SCUR1_16060.1
OG0006359	SRDH2_52010.1	SCUR1_50970.1, SCUR1_50970.2
OG0006360	SRDH2_96280.1	SCUR1_91680.1, SCUR1_91680.2
OG0006361	SRDH2_55490.1, SRDH2_55490.2	SCUR1_54550.1
OG0006362	SRDH2_20360.1	SCUR1_21210.1
OG0006363	SRDH2_13660.1	SCUR1_14320.1
OG0006364	SRDH2_84920.1	SCUR1_81840.1
OG0006365	SRDH2_23240.1	SCUR1_21970.1
OG0006366	SRDH2_53370.1	SCUR1_52660.1
OG0006367	SRDH2_71510.1	SCUR1_69060.1
OG0006368	SRDH2_65240.1	SCUR1_63510.1, SCUR1_63510.2
OG0006369	SRDH2_87940.1	SCUR1_84070.1
OG0006370	SRDH2_74450.1	SCUR1_70510.1
OG0006371	SRDH2_83190.1	SCUR1_81000.1
OG0006372	SRDH2_41410.1	SCUR1_41270.1
OG0006373	SRDH2_80540.1, SRDH2_80540.2, SRDH2_80540.3	SCUR1_78060.1
OG0006374	SRDH2_51830.1	SCUR1_50800.1
OG0006375	SRDH2_21630.1	SCUR1_19950.1
OG0006376	SRDH2_90270.1	SCUR1_85850.1
OG0006377	SRDH2_63080.1	SCUR1_61410.1
OG0006378	SRDH2_54730.1	SCUR1_53820.1
OG0006379	SRDH2_88980.1	SCUR1_85060.1
OG0006381	SRDH2_77090.1	SCUR1_74550.1
OG0006382	SRDH2_87570.1	SCUR1_84290.1, SCUR1_84290.2
OG0006383	SRDH2_83530.1	SCUR1_80700.1
OG0006384	SRDH2_61150.1	SCUR1_59450.1
OG0006385	SRDH2_18220.1	SCUR1_17710.1
OG0006386	SRDH2_58050.1, SRDH2_58050.2, SRDH2_58050.3	SCUR1_56620.1
OG0006387	SRDH2_80300.1	SCUR1_77790.1
OG0006388	SRDH2_61230.1	SCUR1_59530.1
OG0006389	SRDH2_87410.1	SCUR1_83670.1
OG0006390	SRDH2_66250.1, SRDH2_66250.2	SCUR1_65500.1
OG0006392	SRDH2_99450.1	SCUR1_94800.1
OG0006393	SRDH2_70680.1	SCUR1_68720.1
OG0006394	SRDH2_48860.1	SCUR1_48160.1
OG0006395	SRDH2_102610.1	SCUR1_14190.1
OG0006396	SRDH2_20990.1	SCUR1_20650.1
OG0006397	SRDH2_80760.7, SRDH2_80760.8, SRDH2_80810.1	SCUR1_78320.1
OG0006398	SRDH2_6080.1	SCUR1_5980.1
OG0006399	SRDH2_14770.1	SCUR1_12910.1
OG0006400	SRDH2_77180.1, SRDH2_77180.2	SCUR1_74650.1
OG0006401	SRDH2_47920.1	SCUR1_47220.1
OG0006402	SRDH2_26230.1	SCUR1_25780.1
OG0006403	SRDH2_510.1, SRDH2_510.3, SRDH2_510.2	SCUR1_480.1
OG0006404	SRDH2_35600.1	SCUR1_33760.1
OG0006405	SRDH2_51090.1	SCUR1_50230.1
