Orthogroup	schistosoma_rodhaini	fasciola_gigantica
OG0004470	SRDH2_47310.1, SRDH2_47310.2	FGIG_04484
OG0004471	SRDH2_17780.3, SRDH2_17780.5, SRDH2_17780.6, SRDH2_17780.1, SRDH2_17780.2, SRDH2_17780.4	FGIG_04532
OG0004472	SRDH2_17790.1, SRDH2_17790.2	FGIG_04533, FGIG_05818
OG0004473	SRDH2_49220.1	FGIG_04541
OG0004475	SRDH2_9410.1	FGIG_04616
OG0004476	SRDH2_95090.1	FGIG_04811
OG0004477	SRDH2_36650.1	FGIG_04829
OG0004478	SRDH2_61820.2, SRDH2_61820.1, SRDH2_61820.6, SRDH2_61820.3, SRDH2_61820.4, SRDH2_61820.5	FGIG_04905
OG0004479	SRDH2_17600.1	FGIG_07874, FGIG_04911, FGIG_04909, FGIG_04910
OG0004480	SRDH2_14150.1	FGIG_04928, FGIG_04929
OG0004481	SRDH2_25050.1	FGIG_04970
OG0004482	SRDH2_53970.1	FGIG_04980
OG0004483	SRDH2_47970.1	FGIG_04995
OG0004484	SRDH2_54280.1	FGIG_05006
OG0004485	SRDH2_14860.1	FGIG_05013
OG0004486	SRDH2_89820.1, SRDH2_89820.2, SRDH2_89820.3	FGIG_05089, FGIG_11564
OG0004487	SRDH2_23850.1	FGIG_05153
OG0004488	SRDH2_69920.1, SRDH2_69920.2, SRDH2_69920.3	FGIG_05202
OG0004489	SRDH2_64400.1	FGIG_05242
OG0004490	SRDH2_70820.4, SRDH2_70820.1, SRDH2_70820.2, SRDH2_70820.3, SRDH2_70820.5, SRDH2_70820.7, SRDH2_70820.6	FGIG_05273
OG0004491	SRDH2_76230.2, SRDH2_76230.3, SRDH2_76230.1, SRDH2_76230.4	FGIG_05419
OG0004492	SRDH2_14940.1	FGIG_05489
OG0004493	SRDH2_19330.1, SRDH2_19330.2	FGIG_05548
OG0004494	SRDH2_60890.1, SRDH2_60890.2	FGIG_05576
OG0004495	SRDH2_91920.2, SRDH2_91920.1	FGIG_06691, FGIG_12037, FGIG_05595
OG0004496	SRDH2_55320.1	FGIG_05609
OG0004498	SRDH2_99170.1	FGIG_05639
OG0004499	SRDH2_57380.1	FGIG_05668
OG0004500	SRDH2_70400.2, SRDH2_70400.1	FGIG_05724
OG0004501	SRDH2_79650.1	FGIG_05790
OG0004502	SRDH2_48270.1	FGIG_05796
OG0004503	SRDH2_92570.1, SRDH2_92570.2	FGIG_05827
OG0004505	SRDH2_11100.1, SRDH2_11100.2, SRDH2_11100.3	FGIG_05866
OG0004506	SRDH2_20560.1, SRDH2_20560.3, SRDH2_20560.2	FGIG_05886
OG0004507	SRDH2_54860.1	FGIG_05915
OG0004508	SRDH2_55870.2, SRDH2_55870.1, SRDH2_55880.1	FGIG_05921, FGIG_05922
OG0004509	SRDH2_33020.1	FGIG_05935
OG0004510	SRDH2_7990.1	FGIG_05936
OG0004511	SRDH2_75400.1	FGIG_05982
OG0004512	SRDH2_98840.1	FGIG_06016
OG0004513	SRDH2_10590.1	FGIG_10437, FGIG_06302
OG0004514	SRDH2_25190.1	FGIG_06322
OG0004515	SRDH2_54530.2, SRDH2_54530.1	FGIG_06330, FGIG_06332
OG0004516	SRDH2_17140.1	FGIG_06394
OG0004517	SRDH2_69870.1	FGIG_06402
OG0004518	SRDH2_63340.1	FGIG_06413
OG0004518	SRDH2_3350.1	FGIG_08456
OG0004519	SRDH2_58780.1	FGIG_06467
OG0004520	SRDH2_69520.3, SRDH2_69520.1, SRDH2_69520.2, SRDH2_69520.4	FGIG_06471
OG0004521	SRDH2_12000.1	FGIG_06487
OG0004522	SRDH2_15730.1, SRDH2_15730.2	FGIG_06526, FGIG_06527
OG0004523	SRDH2_83540.1	FGIG_06622
OG0004524	SRDH2_22930.1	FGIG_06782
OG0004525	SRDH2_44030.1, SRDH2_44030.3, SRDH2_44030.2, SRDH2_44030.4	FGIG_06788
OG0004526	SRDH2_47560.1	FGIG_06808
OG0004527	SRDH2_81540.1, SRDH2_81540.2	FGIG_06931
OG0004528	SRDH2_24610.1	FGIG_06933
OG0004529	SRDH2_48880.1	FGIG_06940
OG0004530	SRDH2_3100.1, SRDH2_3100.2	FGIG_09083
OG0004531	SRDH2_78620.1	FGIG_07028
OG0004532	SRDH2_75270.1	FGIG_07102
OG0004533	SRDH2_39800.1, SRDH2_39800.2, SRDH2_39800.3	FGIG_07200
OG0004534	SRDH2_33470.1, SRDH2_33470.2	FGIG_07255
OG0004536	SRDH2_31220.1	FGIG_07331
OG0004537	SRDH2_16980.1, SRDH2_16980.4, SRDH2_16980.2, SRDH2_16980.3	FGIG_07365
OG0004538	SRDH2_70590.1	FGIG_07387
OG0004539	SRDH2_8050.1, SRDH2_8050.2, SRDH2_8050.3, SRDH2_8050.4	FGIG_07393
OG0004540	SRDH2_25470.1, SRDH2_25470.2	FGIG_07396
OG0004541	SRDH2_82450.1	FGIG_07409
OG0004542	SRDH2_3400.1	FGIG_07415
OG0004543	SRDH2_57170.1, SRDH2_57170.2, SRDH2_57170.3, SRDH2_57170.4	FGIG_07449
OG0004544	SRDH2_70540.1	FGIG_07455, FGIG_07454
OG0004545	SRDH2_93190.1	FGIG_07518
OG0004546	SRDH2_79480.1	FGIG_07588
OG0004547	SRDH2_72760.1	FGIG_07623
OG0004548	SRDH2_38940.4, SRDH2_38960.1	FGIG_07632, FGIG_12010
OG0004549	SRDH2_12010.1	FGIG_07637
OG0004550	SRDH2_74800.1, SRDH2_74800.2	FGIG_07680
OG0004551	SRDH2_44500.1	FGIG_07700, FGIG_07699
OG0004552	SRDH2_102360.1, SRDH2_3770.1, SRDH2_3800.1	FGIG_07827
OG0004553	SRDH2_42790.1	FGIG_07883
OG0004554	SRDH2_28710.1	FGIG_07914
OG0004555	SRDH2_2310.3, SRDH2_2310.1, SRDH2_2310.2	FGIG_12125, FGIG_07944
OG0004556	SRDH2_66570.1	FGIG_07945
OG0004557	SRDH2_8530.1	FGIG_07979
OG0004558	SRDH2_81250.4, SRDH2_81250.5, SRDH2_81250.2, SRDH2_81250.3, SRDH2_81250.1	FGIG_07987
OG0004559	SRDH2_24620.2, SRDH2_24620.1	FGIG_08027
OG0004560	SRDH2_76130.2, SRDH2_76130.3, SRDH2_76130.5, SRDH2_76130.6, SRDH2_76130.1, SRDH2_76130.4	FGIG_08114
OG0004561	SRDH2_62550.1, SRDH2_62550.2	FGIG_08144
OG0004562	SRDH2_20800.1	FGIG_10759, FGIG_08155
OG0004563	SRDH2_76310.1	FGIG_08160
OG0004564	SRDH2_94520.1	FGIG_08215
OG0004565	SRDH2_87520.2, SRDH2_87520.1	FGIG_08276
OG0004566	SRDH2_41940.1, SRDH2_41940.2	FGIG_08301
OG0004567	SRDH2_31600.2, SRDH2_31600.1	FGIG_08308
OG0004568	SRDH2_28760.1	FGIG_08365
OG0004569	SRDH2_13460.1, SRDH2_13460.2	FGIG_08428
OG0004570	SRDH2_49370.1, SRDH2_49370.2	FGIG_08487
OG0004571	SRDH2_54670.1	FGIG_08642
OG0004572	SRDH2_84240.1, SRDH2_84280.1	FGIG_08648, FGIG_09174
OG0004573	SRDH2_77010.2, SRDH2_77010.1	FGIG_08708, FGIG_12070
OG0004574	SRDH2_23230.3, SRDH2_23230.1, SRDH2_23230.2	FGIG_08740
OG0004575	SRDH2_44920.1	FGIG_08757
OG0004576	SRDH2_23670.1, SRDH2_23800.1	FGIG_11036, FGIG_12530, FGIG_08781
OG0004577	SRDH2_78810.1, SRDH2_78810.2, SRDH2_78810.3	FGIG_08784
OG0004578	SRDH2_21670.1	FGIG_08793
OG0004579	SRDH2_66500.1, SRDH2_66500.2, SRDH2_66500.3, SRDH2_66500.4, SRDH2_66500.5, SRDH2_66500.6, SRDH2_66500.7	FGIG_08933
OG0004580	SRDH2_32230.1	FGIG_08976
OG0004581	SRDH2_44630.1, SRDH2_44630.2	FGIG_09020
OG0004582	SRDH2_61960.1	FGIG_09058
OG0004583	SRDH2_35150.1	FGIG_09076
OG0004584	SRDH2_77550.1, SRDH2_77550.2	FGIG_09085
OG0004585	SRDH2_22450.1	FGIG_09090
OG0004586	SRDH2_18940.1, SRDH2_18940.2	FGIG_09097, FGIG_09096
OG0004587	SRDH2_72780.1, SRDH2_72780.2, SRDH2_72780.5, SRDH2_72780.3, SRDH2_72780.4	FGIG_09122
OG0004588	SRDH2_78450.1	FGIG_09128
OG0004589	SRDH2_1460.1, SRDH2_1460.2	FGIG_09155
OG0004590	SRDH2_97130.1	FGIG_14004, FGIG_09157
OG0004591	SRDH2_11510.2, SRDH2_11510.1	FGIG_09237, FGIG_09894
OG0004592	SRDH2_87900.1	FGIG_09351
OG0004593	SRDH2_27900.2, SRDH2_27900.3, SRDH2_27900.1	FGIG_09383
OG0004594	SRDH2_77780.1	FGIG_09391
OG0004595	SRDH2_21270.3, SRDH2_21270.1, SRDH2_21270.2	FGIG_09395
OG0004596	SRDH2_64310.1	FGIG_09428
OG0004597	SRDH2_51030.1	FGIG_09446
OG0004598	SRDH2_34770.2, SRDH2_34770.1	FGIG_09481
OG0004599	SRDH2_11950.2, SRDH2_11950.3, SRDH2_11950.1	FGIG_09599
OG0004600	SRDH2_44230.1	FGIG_09617
OG0004601	SRDH2_2810.1, SRDH2_2810.2	FGIG_09621, FGIG_10183
OG0004602	SRDH2_41900.2, SRDH2_41900.1, SRDH2_41900.3, SRDH2_41900.4	FGIG_12227, FGIG_09623
OG0004603	SRDH2_47460.1	FGIG_09664
OG0004604	SRDH2_22720.1, SRDH2_22720.2	FGIG_09752
OG0004605	SRDH2_29430.1	FGIG_09831
OG0004606	SRDH2_9290.1, SRDH2_9290.2	FGIG_09935
OG0004608	SRDH2_14660.1	FGIG_09957, FGIG_09955, FGIG_09956
OG0004609	SRDH2_27180.1	FGIG_09990
OG0004610	SRDH2_72250.1, SRDH2_72250.2, SRDH2_72250.3	FGIG_12574, FGIG_10043
OG0004611	SRDH2_63690.1, SRDH2_63690.2	FGIG_10051
OG0004612	SRDH2_70930.1	FGIG_10062, FGIG_11323, FGIG_10061
OG0004613	SRDH2_94820.1	FGIG_10072
OG0004614	SRDH2_80840.1, SRDH2_80840.2	FGIG_10089
OG0004615	SRDH2_1450.1, SRDH2_1450.2, SRDH2_1450.3	FGIG_10111
OG0004616	SRDH2_49020.1, SRDH2_49020.2, SRDH2_49020.3, SRDH2_49020.4	FGIG_10193
OG0004617	SRDH2_84750.1, SRDH2_84750.2	FGIG_10220
OG0004618	SRDH2_6640.1, SRDH2_6640.2, SRDH2_6640.3	FGIG_10312
OG0004619	SRDH2_43130.1	FGIG_10342
OG0004620	SRDH2_28450.1	FGIG_10355
OG0004621	SRDH2_99800.1	FGIG_11245, FGIG_10361
OG0004622	SRDH2_77830.1, SRDH2_77830.2	FGIG_10363
OG0004623	SRDH2_38670.1, SRDH2_38670.2	FGIG_10406
OG0004624	SRDH2_42460.1, SRDH2_42460.2	FGIG_10439
OG0004625	SRDH2_69080.1	FGIG_10448, FGIG_10449
OG0004626	SRDH2_92630.1, SRDH2_92630.2	FGIG_10530
OG0004627	SRDH2_41010.1	FGIG_10619
OG0004628	SRDH2_32800.1	FGIG_10641
OG0004629	SRDH2_92840.1, SRDH2_92840.2	FGIG_10644, FGIG_10645
OG0004630	SRDH2_96680.1	FGIG_10652
OG0004631	SRDH2_64910.1	FGIG_10700
OG0004632	SRDH2_66240.1, SRDH2_66240.2, SRDH2_66240.3, SRDH2_66240.4, SRDH2_66240.5, SRDH2_66240.6	FGIG_10709
OG0004633	SRDH2_16020.1	FGIG_10720
OG0004634	SRDH2_91800.1	FGIG_10798
OG0004635	SRDH2_48460.4, SRDH2_48460.1, SRDH2_48460.2, SRDH2_48460.3, SRDH2_48460.5	FGIG_10830
OG0004636	SRDH2_15190.1, SRDH2_15190.2, SRDH2_15190.3	FGIG_10851
OG0004637	SRDH2_83910.1, SRDH2_83910.2	FGIG_10852
OG0004638	SRDH2_10670.1, SRDH2_10670.2, SRDH2_10720.1	FGIG_10915
OG0004639	SRDH2_88140.2, SRDH2_88140.1	FGIG_10941, FGIG_11308
OG0004640	SRDH2_27400.1	FGIG_11067, FGIG_11066, FGIG_12669
OG0004641	SRDH2_52070.1	FGIG_11141
OG0004642	SRDH2_47440.3, SRDH2_47440.2, SRDH2_47440.4, SRDH2_47440.1	FGIG_11233
OG0004643	SRDH2_10710.2, SRDH2_10710.1	FGIG_11279
OG0004644	SRDH2_67250.1, SRDH2_67250.2, SRDH2_67250.3	FGIG_11324
OG0004645	SRDH2_90960.1	FGIG_11610
OG0004646	SRDH2_76980.2, SRDH2_76980.1	FGIG_11641, FGIG_12656
OG0004647	SRDH2_14600.2, SRDH2_14600.1, SRDH2_14600.3	FGIG_11671, FGIG_12129
OG0004648	SRDH2_51880.2, SRDH2_51880.1, SRDH2_51880.3	FGIG_11809
OG0004649	SRDH2_36010.2, SRDH2_36010.3, SRDH2_36010.1	FGIG_11932
OG0004650	SRDH2_24430.1	FGIG_12092
OG0004651	SRDH2_12090.1	FGIG_12122
OG0004652	SRDH2_83090.1, SRDH2_101800.1, SRDH2_101710.1, SRDH2_101790.1	FGIG_12137
OG0004653	SRDH2_91490.1	FGIG_12156, FGIG_12199
OG0004654	SRDH2_81220.1	FGIG_12292, FGIG_12162
OG0004655	SRDH2_21160.1	FGIG_12356
OG0004656	SRDH2_96110.1	FGIG_12432
OG0004687	SRDH2_47020.1, SRDH2_47020.6, SRDH2_47020.3, SRDH2_47020.4, SRDH2_47020.5, SRDH2_47020.2	FGIG_00009
OG0004688	SRDH2_98560.1	FGIG_00065
OG0004689	SRDH2_96620.1	FGIG_00085
OG0004690	SRDH2_99270.1	FGIG_00197
OG0004691	SRDH2_96760.1	FGIG_00198
OG0004692	SRDH2_15120.1	FGIG_00330
OG0004693	SRDH2_92790.1	FGIG_00402
OG0004694	SRDH2_13690.1	FGIG_00478
OG0004695	SRDH2_52190.1	FGIG_00483
OG0004696	SRDH2_82500.3, SRDH2_82500.1, SRDH2_82500.4, SRDH2_82500.2, SRDH2_82500.5, SRDH2_82500.6	FGIG_00647
OG0004697	SRDH2_78190.3, SRDH2_78190.4, SRDH2_78190.1, SRDH2_78190.2	FGIG_00665
OG0004698	SRDH2_29970.1	FGIG_00789
OG0004699	SRDH2_81650.1	FGIG_00795
OG0004700	SRDH2_95520.1	FGIG_00806
OG0004701	SRDH2_29010.6, SRDH2_29010.1, SRDH2_29010.5, SRDH2_29010.2, SRDH2_29010.4, SRDH2_29010.3	FGIG_00884
OG0004702	SRDH2_38160.1	FGIG_00979
OG0004703	SRDH2_6360.1, SRDH2_6350.2, SRDH2_6350.1, SRDH2_6350.3	FGIG_01028
OG0004704	SRDH2_75230.1	FGIG_01030
OG0004705	SRDH2_61390.1	FGIG_01066
OG0004706	SRDH2_62300.2, SRDH2_62300.1, SRDH2_62300.3, SRDH2_62300.5, SRDH2_62300.4	FGIG_01238, FGIG_01239
OG0004707	SRDH2_23620.3, SRDH2_23620.4, SRDH2_23620.5, SRDH2_23680.1, SRDH2_23620.6	FGIG_01327
OG0004708	SRDH2_99380.1, SRDH2_99380.2, SRDH2_99380.3	FGIG_01446
OG0004709	SRDH2_91150.1	FGIG_01461
OG0004710	SRDH2_37320.2, SRDH2_37320.3, SRDH2_37320.1, SRDH2_37320.4	FGIG_01490
OG0004711	SRDH2_97090.1, SRDH2_97090.2	FGIG_01571
OG0004712	SRDH2_63020.1, SRDH2_63020.2	FGIG_01625
OG0004713	SRDH2_14590.1	FGIG_01630, FGIG_01629
OG0004715	SRDH2_94190.1, SRDH2_94190.2	FGIG_01833, FGIG_01834
OG0004716	SRDH2_62250.1	FGIG_01852
OG0004717	SRDH2_91330.3, SRDH2_91330.1, SRDH2_91330.2	FGIG_01885
OG0004718	SRDH2_32500.1	FGIG_01906, FGIG_01905
OG0004719	SRDH2_79430.1	FGIG_01919
OG0004720	SRDH2_68660.1	FGIG_01926
OG0004721	SRDH2_70130.1, SRDH2_70130.2, SRDH2_70130.3, SRDH2_70130.4	FGIG_01938
OG0004722	SRDH2_48010.1	FGIG_02020
OG0004723	SRDH2_45600.1	FGIG_02044
OG0004724	SRDH2_42800.1, SRDH2_42800.2, SRDH2_42800.3	FGIG_02082
OG0004725	SRDH2_98830.1	FGIG_02085
OG0004726	SRDH2_71800.1	FGIG_02092, FGIG_04327
OG0004727	SRDH2_75200.1	FGIG_02136
OG0004729	SRDH2_8220.1	FGIG_02162
OG0004730	SRDH2_91200.1, SRDH2_91200.2, SRDH2_91200.3, SRDH2_91200.4	FGIG_02186
OG0004731	SRDH2_21520.1	FGIG_02233, FGIG_02235
OG0004732	SRDH2_8990.2, SRDH2_8990.1	FGIG_02260
OG0004733	SRDH2_68400.1, SRDH2_68400.2	FGIG_02371, FGIG_10475
OG0004734	SRDH2_45460.1	FGIG_02497
OG0004735	SRDH2_21090.1	FGIG_11302, FGIG_02532
OG0004736	SRDH2_75650.1	FGIG_02557
OG0004737	SRDH2_6670.1	FGIG_02594
OG0004738	SRDH2_3920.1, SRDH2_3920.2	FGIG_02785
OG0004739	SRDH2_46960.1	FGIG_02800
OG0004740	SRDH2_56720.1	FGIG_02806
OG0004741	SRDH2_80170.1, SRDH2_80170.2	FGIG_02826
OG0004742	SRDH2_89350.1	FGIG_02828, FGIG_05210, FGIG_05211
OG0004743	SRDH2_38170.1	FGIG_02830
OG0004744	SRDH2_37980.1	FGIG_02854
OG0004745	SRDH2_19670.1	FGIG_02950
OG0004746	SRDH2_54420.1, SRDH2_54420.3, SRDH2_54420.2	FGIG_03165
OG0004747	SRDH2_71770.1, SRDH2_71770.2, SRDH2_71770.3	FGIG_03186
OG0004748	SRDH2_19680.1	FGIG_03252
OG0004749	SRDH2_97780.1, SRDH2_97780.2	FGIG_04043, FGIG_03299, FGIG_03298
OG0004750	SRDH2_26080.1	FGIG_03300
OG0004751	SRDH2_62200.3, SRDH2_62200.2, SRDH2_62200.1, SRDH2_62200.4	FGIG_03354
OG0004752	SRDH2_14190.3, SRDH2_44380.1, SRDH2_14190.4, SRDH2_14190.1, SRDH2_14190.2, SRDH2_14190.5	FGIG_03461
OG0004753	SRDH2_7650.1	FGIG_03484
OG0004754	SRDH2_58440.1, SRDH2_58440.2	FGIG_03531
OG0004755	SRDH2_94290.1	FGIG_03558, FGIG_03557
OG0004757	SRDH2_99150.1	FGIG_03855
OG0004758	SRDH2_77160.1	FGIG_03884
OG0004759	SRDH2_24270.1	FGIG_03998
OG0004760	SRDH2_60350.1	FGIG_04055
OG0004761	SRDH2_14820.1	FGIG_04090, FGIG_07221
OG0004762	SRDH2_98040.1	FGIG_04160
OG0004763	SRDH2_72410.1	FGIG_04186
OG0004764	SRDH2_94850.1	FGIG_04261
OG0004765	SRDH2_34920.2, SRDH2_34920.3, SRDH2_34920.1	FGIG_04269
OG0004766	SRDH2_62920.1	FGIG_04381, FGIG_04382
OG0004768	SRDH2_3860.1	FGIG_04453
OG0004769	SRDH2_34270.1	FGIG_04527
OG0004770	SRDH2_67910.1	FGIG_04563
OG0004771	SRDH2_50140.1	FGIG_04595
OG0004772	SRDH2_96960.4, SRDH2_96960.1, SRDH2_96960.2, SRDH2_96960.3, SRDH2_96960.5	FGIG_04604
OG0004773	SRDH2_30710.1, SRDH2_30710.2	FGIG_12223, FGIG_04651
OG0004774	SRDH2_72770.1, SRDH2_72770.2	FGIG_04698
OG0004775	SRDH2_42730.1	FGIG_04818
OG0004776	SRDH2_35310.1	FGIG_04832
OG0004777	SRDH2_76770.1	FGIG_04882
OG0004778	SRDH2_56240.1	FGIG_04887
OG0004779	SRDH2_16180.1	FGIG_04894
OG0004780	SRDH2_14160.2, SRDH2_14160.1	FGIG_04927, FGIG_04926
OG0004781	SRDH2_72670.6, SRDH2_72670.9, SRDH2_72670.3, SRDH2_72670.4, SRDH2_72670.8, SRDH2_72670.5, SRDH2_72670.7, SRDH2_72670.2, SRDH2_72670.1	FGIG_04977
OG0004782	SRDH2_76630.1	FGIG_05029
OG0004783	SRDH2_83360.1, SRDH2_83360.2, SRDH2_83360.3	FGIG_05055
OG0004784	SRDH2_84580.1	FGIG_05142
OG0004785	SRDH2_86560.1, SRDH2_86560.4, SRDH2_86560.2, SRDH2_86560.3	FGIG_05144
OG0004786	SRDH2_47360.1, SRDH2_47380.1	FGIG_05174
OG0004787	SRDH2_56340.3, SRDH2_56340.4, SRDH2_56340.1, SRDH2_56340.2	FGIG_05179
OG0004788	SRDH2_91670.1, SRDH2_91670.3, SRDH2_91670.2	FGIG_12456, FGIG_05251, FGIG_12068
OG0004789	SRDH2_63740.1	FGIG_05265
OG0004790	SRDH2_20540.1, SRDH2_20540.2, SRDH2_20540.3	FGIG_05283
OG0004791	SRDH2_14900.1	FGIG_05291
OG0004792	SRDH2_52860.1	FGIG_05361
OG0004793	SRDH2_73480.1, SRDH2_73480.2	FGIG_05420
OG0004794	SRDH2_72470.1	FGIG_05424
OG0004795	SRDH2_36460.1	FGIG_05454
OG0004796	SRDH2_19340.1, SRDH2_19340.2	FGIG_05547
OG0004797	SRDH2_99160.1	FGIG_12635, FGIG_05638
OG0004799	SRDH2_96350.1, SRDH2_96350.2, SRDH2_96350.3	FGIG_05735
OG0004800	SRDH2_19310.2, SRDH2_19310.3, SRDH2_19310.5	FGIG_05742
OG0004801	SRDH2_24400.1	FGIG_05775
OG0004802	SRDH2_65520.1, SRDH2_65520.2	FGIG_05853
OG0004803	SRDH2_60690.1, SRDH2_60690.2	FGIG_05861
OG0004804	SRDH2_16630.1	FGIG_05894
OG0004805	SRDH2_3880.2, SRDH2_3880.1	FGIG_06019
OG0004806	SRDH2_54160.1	FGIG_06030
OG0004807	SRDH2_55790.1	FGIG_06128
OG0004808	SRDH2_78390.1	FGIG_06178
OG0004809	SRDH2_50990.1	FGIG_06259
OG0004810	SRDH2_98090.1	FGIG_06454
OG0004811	SRDH2_40140.1	FGIG_06512
OG0004812	SRDH2_35110.1	FGIG_06522, FGIG_06521
OG0004813	SRDH2_92360.1, SRDH2_92360.2	FGIG_06785, FGIG_09824, FGIG_06584
OG0004814	SRDH2_5790.1, SRDH2_102340.1, SRDH2_102340.2	FGIG_06585
OG0004815	SRDH2_61160.1, SRDH2_61160.4, SRDH2_61160.5, SRDH2_61160.6, SRDH2_61160.7, SRDH2_61160.8, SRDH2_61160.2, SRDH2_61160.3	FGIG_06627
OG0004816	SRDH2_78400.1, SRDH2_78400.2	FGIG_06635
OG0004817	SRDH2_83560.1, SRDH2_83560.2, SRDH2_83560.3	FGIG_06670
OG0004818	SRDH2_95980.1	FGIG_06697
OG0004819	SRDH2_80310.1	FGIG_06736, FGIG_06735
OG0004820	SRDH2_35610.1	FGIG_06810
OG0004822	SRDH2_24060.1	FGIG_07071
OG0004823	SRDH2_59700.1	FGIG_07073
OG0004824	SRDH2_75120.1	FGIG_07090
OG0004825	SRDH2_61590.1	FGIG_07110
OG0004826	SRDH2_83180.1, SRDH2_83180.2, SRDH2_83180.3, SRDH2_83180.4	FGIG_07115
OG0004827	SRDH2_89380.1	FGIG_07127
OG0004828	SRDH2_24450.1	FGIG_07179, FGIG_07180
OG0004829	SRDH2_32000.1, SRDH2_32000.4, SRDH2_32000.2, SRDH2_32000.3	FGIG_07249
OG0004830	SRDH2_66590.1	FGIG_07253
OG0004831	SRDH2_28520.1	FGIG_07287
OG0004832	SRDH2_34100.3, SRDH2_34100.1, SRDH2_34100.2	FGIG_07335
OG0004833	SRDH2_34390.1	FGIG_07375
OG0004834	SRDH2_36680.3, SRDH2_36680.1, SRDH2_36680.2	FGIG_07380
OG0004835	SRDH2_25460.1, SRDH2_25460.2	FGIG_07395
OG0004836	SRDH2_88400.1	FGIG_07447, FGIG_11823
OG0004837	SRDH2_11770.1	FGIG_07504
OG0004838	SRDH2_76650.1	FGIG_07567
OG0004839	SRDH2_290.1, SRDH2_290.3, SRDH2_290.2	FGIG_07571
OG0004840	SRDH2_52380.1, SRDH2_52380.2, SRDH2_52380.3	FGIG_07649
OG0004841	SRDH2_65920.1, SRDH2_65920.2	FGIG_07683
OG0004842	SRDH2_73000.1	FGIG_07714
OG0004843	SRDH2_37410.2, SRDH2_37410.1, SRDH2_37410.3	FGIG_09937, FGIG_07727
OG0004844	SRDH2_2000.1, SRDH2_2000.2, SRDH2_2000.3	FGIG_07749
OG0004845	SRDH2_2010.1	FGIG_07750
OG0004846	SRDH2_81000.1	FGIG_07889
OG0004847	SRDH2_71590.4, SRDH2_71590.1, SRDH2_71590.2, SRDH2_71590.3	FGIG_07930
OG0004848	SRDH2_12850.1	FGIG_07967
OG0004849	SRDH2_46440.1	FGIG_08052
OG0004850	SRDH2_67890.1	FGIG_08127
OG0004851	SRDH2_19730.2, SRDH2_19730.3, SRDH2_19730.1, SRDH2_19730.4	FGIG_08131
OG0004852	SRDH2_53510.3, SRDH2_53510.1, SRDH2_53510.2, SRDH2_53510.4, SRDH2_53510.5	FGIG_08163
OG0004853	SRDH2_25330.2, SRDH2_25330.1	FGIG_08170
OG0004854	SRDH2_94340.1, SRDH2_94340.2, SRDH2_94340.3	FGIG_08177
OG0004855	SRDH2_34840.1, SRDH2_34840.2, SRDH2_34840.3	FGIG_08261
OG0004856	SRDH2_80620.1	FGIG_08270
OG0004857	SRDH2_46990.4, SRDH2_46990.3, SRDH2_46990.2, SRDH2_46990.1	FGIG_08273
OG0004858	SRDH2_81560.1	FGIG_08303
OG0004859	SRDH2_69390.2, SRDH2_69390.1, SRDH2_69390.3, SRDH2_69390.4	FGIG_08347
OG0004860	SRDH2_48650.3, SRDH2_48650.1, SRDH2_48650.2	FGIG_08444, FGIG_08445
OG0004861	SRDH2_27660.1	FGIG_08513
OG0004862	SRDH2_51530.1, SRDH2_51530.2	FGIG_11551, FGIG_08515
OG0004863	SRDH2_97370.1	FGIG_08517
OG0004864	SRDH2_35990.3, SRDH2_35990.2, SRDH2_35990.1, SRDH2_35990.4	FGIG_08534
OG0004865	SRDH2_24380.1	FGIG_08780
OG0004866	SRDH2_66260.1	FGIG_08804
OG0004867	SRDH2_61270.3, SRDH2_61270.4, SRDH2_61270.5, SRDH2_61270.1, SRDH2_61270.2	FGIG_08856
OG0004868	SRDH2_6060.1	FGIG_08901
OG0004869	SRDH2_17700.1	FGIG_09936, FGIG_08918
OG0004870	SRDH2_83290.1	FGIG_08931
OG0004871	SRDH2_8680.2, SRDH2_8680.1	FGIG_12438, FGIG_08949
OG0004872	SRDH2_22820.1	FGIG_09006
OG0004873	SRDH2_41990.2, SRDH2_41990.1	FGIG_09078
OG0004874	SRDH2_3260.1	FGIG_09101
OG0004875	SRDH2_3110.2, SRDH2_3110.1, SRDH2_3110.3	FGIG_09107
OG0004876	SRDH2_56150.1	FGIG_09111, FGIG_11252
OG0004877	SRDH2_84270.1	FGIG_09173
OG0004878	SRDH2_71470.2, SRDH2_71470.1, SRDH2_71470.3	FGIG_09226
OG0004879	SRDH2_61600.3, SRDH2_61600.1, SRDH2_61600.2	FGIG_09282
OG0004880	SRDH2_17130.1, SRDH2_17130.2	FGIG_09348, FGIG_09349
OG0004881	SRDH2_13060.1	FGIG_09379
OG0004882	SRDH2_2320.1, SRDH2_2320.2, SRDH2_2320.3	FGIG_09380
OG0004883	SRDH2_9760.1, SRDH2_9760.2, SRDH2_9760.3, SRDH2_9760.4	FGIG_09433, FGIG_09432
OG0004884	SRDH2_84700.1, SRDH2_84700.2	FGIG_09455
OG0004885	SRDH2_830.1	FGIG_09529, FGIG_12143
OG0004886	SRDH2_6140.1	FGIG_09575
OG0004887	SRDH2_53560.3, SRDH2_53560.2, SRDH2_53560.1	FGIG_09590
OG0004888	SRDH2_83280.1	FGIG_09642
OG0004889	SRDH2_58220.1	FGIG_09857
OG0004890	SRDH2_91770.1	FGIG_09864
