Orthogroup	schistosoma_rodhaini	schistosoma_bovis
OG0004484	SRDH2_54280.1	SBOV2_53790.1, SBOV2_53790.2
OG0004485	SRDH2_14860.1	SBOV2_12670.1
OG0004486	SRDH2_89820.1, SRDH2_89820.2, SRDH2_89820.3	SBOV2_86780.1, SBOV2_86780.2, SBOV2_86780.3
OG0004487	SRDH2_23850.1	SBOV2_22800.1, SBOV2_22810.1
OG0004488	SRDH2_69920.1, SRDH2_69920.2, SRDH2_69920.3	SBOV2_65850.1, SBOV2_65850.2, SBOV2_65850.3
OG0004489	SRDH2_64400.1	SBOV2_62480.1
OG0004490	SRDH2_70820.4, SRDH2_70820.1, SRDH2_70820.2, SRDH2_70820.3, SRDH2_70820.5, SRDH2_70820.7, SRDH2_70820.6	SBOV2_68700.1
OG0004491	SRDH2_76230.2, SRDH2_76230.3, SRDH2_76230.1, SRDH2_76230.4	SBOV2_73550.1
OG0004492	SRDH2_14940.1	SBOV2_12740.1
OG0004493	SRDH2_19330.1, SRDH2_19330.2	SBOV2_18310.1
OG0004494	SRDH2_60890.1, SRDH2_60890.2	SBOV2_58830.1
OG0004495	SRDH2_91920.2, SRDH2_91920.1	SBOV2_89910.1
OG0004496	SRDH2_55320.1	SBOV2_51240.2, SBOV2_51240.1
OG0004498	SRDH2_99170.1	SBOV2_94800.1, SBOV2_94800.2, SBOV2_94800.3
OG0004499	SRDH2_57380.1	SBOV2_55140.1
OG0004500	SRDH2_70400.2, SRDH2_70400.1	SBOV2_68240.1
OG0004501	SRDH2_79650.1	SBOV2_76750.1
OG0004502	SRDH2_48270.1	SBOV2_46850.1
OG0004503	SRDH2_92570.1, SRDH2_92570.2	SBOV2_88030.1
OG0004504	SRDH2_15810.1	SBOV2_14900.1
OG0004505	SRDH2_11100.1, SRDH2_11100.2, SRDH2_11100.3	SBOV2_10460.1, SBOV2_10460.2, SBOV2_10460.3
OG0004506	SRDH2_20560.1, SRDH2_20560.3, SRDH2_20560.2	SBOV2_19560.1
OG0004507	SRDH2_54860.1	SBOV2_51660.1, SBOV2_51660.2, SBOV2_51660.3, SBOV2_51660.4
OG0004508	SRDH2_55870.2, SRDH2_55870.1, SRDH2_55880.1	SBOV2_50740.1, SBOV2_50730.1
OG0004509	SRDH2_33020.1	SBOV2_32200.1
OG0004510	SRDH2_7990.1	SBOV2_7590.1
OG0004511	SRDH2_75400.1	SBOV2_72760.1, SBOV2_72760.2, SBOV2_72760.3, SBOV2_72760.4
OG0004512	SRDH2_98840.1	SBOV2_94450.2, SBOV2_94450.3, SBOV2_94450.1, SBOV2_94450.4
OG0004513	SRDH2_10590.1	SBOV2_10000.2, SBOV2_10000.3, SBOV2_10000.1
OG0004515	SRDH2_54530.2, SRDH2_54530.1	SBOV2_52020.1
OG0004516	SRDH2_17140.1	SBOV2_16200.1, SBOV2_16200.2, SBOV2_16200.3, SBOV2_16200.4
OG0004517	SRDH2_69870.1	SBOV2_65920.1, SBOV2_65920.2, SBOV2_65920.3
OG0004518	SRDH2_3350.1	SBOV2_3310.1
OG0004519	SRDH2_58780.1	SBOV2_56830.1, SBOV2_56830.2, SBOV2_56830.3
OG0004520	SRDH2_69520.3, SRDH2_69520.1, SRDH2_69520.2, SRDH2_69520.4	SBOV2_66270.1, SBOV2_66270.2, SBOV2_66270.3, SBOV2_66270.4
OG0004521	SRDH2_12000.1	SBOV2_11330.1
OG0004522	SRDH2_15730.1, SRDH2_15730.2	SBOV2_14820.1
OG0004523	SRDH2_83540.1	SBOV2_80580.1
OG0004524	SRDH2_22930.1	SBOV2_20950.1
OG0004525	SRDH2_44030.1, SRDH2_44030.3, SRDH2_44030.2, SRDH2_44030.4	SBOV2_43010.1
OG0004526	SRDH2_47560.1	SBOV2_46140.1, SBOV2_46140.2
OG0004527	SRDH2_81540.1, SRDH2_81540.2	SBOV2_78660.1, SBOV2_78660.2
OG0004528	SRDH2_24610.1	SBOV2_23660.1
OG0004529	SRDH2_48880.1	SBOV2_47480.1
OG0004530	SRDH2_3100.1, SRDH2_3100.2	SBOV2_3060.1, SBOV2_3060.2, SBOV2_3060.3, SBOV2_3060.4
OG0004531	SRDH2_78620.1	SBOV2_75740.1
OG0004532	SRDH2_75270.1	SBOV2_72630.1, SBOV2_72630.2
OG0004534	SRDH2_33470.1, SRDH2_33470.2	SBOV2_31760.1
OG0004536	SRDH2_31220.1	SBOV2_36720.1
OG0004537	SRDH2_16980.1, SRDH2_16980.4	SBOV2_16050.1, SBOV2_16050.2
OG0004538	SRDH2_70590.1	SBOV2_67830.3, SBOV2_67830.1, SBOV2_67830.2, SBOV2_67830.4
OG0004539	SRDH2_8050.1, SRDH2_8050.2, SRDH2_8050.3, SRDH2_8050.4	SBOV2_7550.1
OG0004540	SRDH2_25470.1, SRDH2_25470.2	SBOV2_24620.1
OG0004541	SRDH2_82450.1	SBOV2_79460.1, SBOV2_79460.2
OG0004542	SRDH2_3400.1	SBOV2_3360.1
OG0004543	SRDH2_57170.1, SRDH2_57170.2, SRDH2_57170.3, SRDH2_57170.4	SBOV2_55330.4, SBOV2_55330.2, SBOV2_55330.3, SBOV2_55330.1
OG0004544	SRDH2_70540.1	SBOV2_68120.1
OG0004545	SRDH2_93190.1	SBOV2_88620.1, SBOV2_88620.2
OG0004546	SRDH2_79480.1	SBOV2_76600.1, SBOV2_76600.3, SBOV2_76600.4, SBOV2_76600.5, SBOV2_76600.6, SBOV2_76600.2
OG0004547	SRDH2_72760.1	SBOV2_72140.1, SBOV2_72140.2
OG0004548	SRDH2_38960.1	SBOV2_28940.1, SBOV2_28940.2
OG0004549	SRDH2_12010.1	SBOV2_11320.1
OG0004550	SRDH2_74800.1, SRDH2_74800.2	SBOV2_70250.1
OG0004551	SRDH2_44500.1	SBOV2_43500.1, SBOV2_43490.1
OG0004552	SRDH2_102360.1, SRDH2_3770.1, SRDH2_3800.1	SBOV2_3750.1
OG0004553	SRDH2_42790.1	SBOV2_41670.1
OG0004555	SRDH2_2310.3, SRDH2_2310.1, SRDH2_2310.2	SBOV2_2280.1, SBOV2_2280.2
OG0004556	SRDH2_66570.1	SBOV2_65640.1, SBOV2_65660.1, SBOV2_65660.2
OG0004557	SRDH2_8530.1	SBOV2_7140.1, SBOV2_7130.1
OG0004558	SRDH2_81250.4, SRDH2_81250.5, SRDH2_81250.2, SRDH2_81250.3, SRDH2_81250.1	SBOV2_78340.1, SBOV2_78340.2
OG0004559	SRDH2_24620.2, SRDH2_24620.1	SBOV2_23670.2, SBOV2_23670.3, SBOV2_23670.4, SBOV2_23670.1
OG0004560	SRDH2_76130.2, SRDH2_76130.3, SRDH2_76130.5, SRDH2_76130.6, SRDH2_76130.1, SRDH2_76130.4	SBOV2_73430.1
OG0004561	SRDH2_62550.1, SRDH2_62550.2	SBOV2_60550.1, SBOV2_60550.4, SBOV2_60550.5, SBOV2_60550.2, SBOV2_60550.3
OG0004562	SRDH2_20800.1	SBOV2_19810.1
OG0004563	SRDH2_76310.1	SBOV2_73620.2, SBOV2_73620.1
OG0004564	SRDH2_94520.1	SBOV2_90720.1, SBOV2_90720.2
OG0004565	SRDH2_87520.2, SRDH2_87520.1	SBOV2_84640.1, SBOV2_84610.1, SBOV2_84620.1
OG0004566	SRDH2_41940.1, SRDH2_41940.2	SBOV2_26210.1, SBOV2_26210.2
OG0004568	SRDH2_28760.1	SBOV2_39230.1
OG0004569	SRDH2_13460.1, SRDH2_13460.2	SBOV2_14160.1, SBOV2_14160.2, SBOV2_14160.3
OG0004570	SRDH2_49370.1, SRDH2_49370.2	SBOV2_48000.3, SBOV2_48000.4
OG0004571	SRDH2_54670.1	SBOV2_51880.2, SBOV2_51880.3, SBOV2_51880.1
OG0004572	SRDH2_84240.1, SRDH2_84280.1	SBOV2_81220.1
OG0004573	SRDH2_77010.2, SRDH2_77010.1	SBOV2_74240.1, SBOV2_74240.2
OG0004574	SRDH2_23230.3, SRDH2_23230.1, SRDH2_23230.2	SBOV2_21400.1
OG0004575	SRDH2_44920.1	SBOV2_43890.1
OG0004576	SRDH2_23670.1, SRDH2_23800.1	SBOV2_22740.1
OG0004577	SRDH2_78810.1, SRDH2_78810.2, SRDH2_78810.3	SBOV2_75910.1, SBOV2_75910.2
OG0004578	SRDH2_21670.1	SBOV2_20700.1
OG0004579	SRDH2_66500.1, SRDH2_66500.2, SRDH2_66500.3, SRDH2_66500.4, SRDH2_66500.5, SRDH2_66500.6, SRDH2_66500.7	SBOV2_65570.1
OG0004580	SRDH2_32230.1	SBOV2_33060.2, SBOV2_33060.3, SBOV2_33060.1
OG0004581	SRDH2_44630.1, SRDH2_44630.2	SBOV2_43650.1, SBOV2_43650.2
OG0004582	SRDH2_61960.1	SBOV2_59960.1
OG0004583	SRDH2_35150.1	SBOV2_34420.1
OG0004584	SRDH2_77550.1, SRDH2_77550.2	SBOV2_74800.1
OG0004585	SRDH2_22450.1	SBOV2_21660.1, SBOV2_21660.2
OG0004586	SRDH2_18940.1, SRDH2_18940.2	SBOV2_17920.1
OG0004587	SRDH2_72780.1, SRDH2_72780.2, SRDH2_72780.5, SRDH2_72780.3, SRDH2_72780.4	SBOV2_72100.1, SBOV2_72100.2
OG0004588	SRDH2_78450.1	SBOV2_75590.1, SBOV2_75590.2, SBOV2_75590.3, SBOV2_75590.5, SBOV2_75590.4, SBOV2_75590.6
OG0004589	SRDH2_1460.1, SRDH2_1460.2	SBOV2_1420.1
OG0004590	SRDH2_97130.1	SBOV2_92760.1
OG0004591	SRDH2_11510.2, SRDH2_11510.1	SBOV2_10920.1
OG0004592	SRDH2_87900.1	SBOV2_84350.1
OG0004593	SRDH2_27900.2, SRDH2_27900.3, SRDH2_27900.1	SBOV2_40090.1
OG0004594	SRDH2_77780.1	SBOV2_75020.1, SBOV2_75020.2
OG0004595	SRDH2_21270.3, SRDH2_21270.1, SRDH2_21270.2	SBOV2_20290.1
OG0004596	SRDH2_64310.1	SBOV2_62380.1
OG0004597	SRDH2_51030.1	SBOV2_49610.1
OG0004598	SRDH2_34770.2, SRDH2_34770.1	SBOV2_34820.1, SBOV2_34820.2
OG0004599	SRDH2_11950.2, SRDH2_11950.3, SRDH2_11950.1	SBOV2_11380.1
OG0004600	SRDH2_44230.1	SBOV2_43200.1
OG0004601	SRDH2_2810.1, SRDH2_2810.2	SBOV2_2800.2, SBOV2_2800.1, SBOV2_2800.3
OG0004602	SRDH2_41900.2, SRDH2_41900.1, SRDH2_41900.3, SRDH2_41900.4	SBOV2_26250.1
OG0004603	SRDH2_47460.1	SBOV2_46050.1
OG0004604	SRDH2_22720.1, SRDH2_22720.2	SBOV2_96390.1, SBOV2_96390.2
OG0004605	SRDH2_29430.1	SBOV2_38550.1
OG0004608	SRDH2_14660.1	SBOV2_12470.1
OG0004609	SRDH2_27180.1	SBOV2_40770.1
OG0004610	SRDH2_72250.1, SRDH2_72250.2, SRDH2_72250.3	SBOV2_69580.1
OG0004611	SRDH2_63690.1, SRDH2_63690.2	SBOV2_61650.1, SBOV2_61650.2, SBOV2_61650.3
OG0004612	SRDH2_70930.1	SBOV2_68570.1
OG0004613	SRDH2_94820.1	SBOV2_90850.1
OG0004614	SRDH2_80840.1, SRDH2_80840.2	SBOV2_77960.2, SBOV2_77960.1
OG0004615	SRDH2_1450.1, SRDH2_1450.2, SRDH2_1450.3	SBOV2_1410.1, SBOV2_1410.2, SBOV2_1410.3
OG0004616	SRDH2_49020.1, SRDH2_49020.2, SRDH2_49020.3, SRDH2_49020.4	SBOV2_47640.1
OG0004617	SRDH2_84750.1, SRDH2_84750.2	SBOV2_81680.1, SBOV2_81680.2
OG0004618	SRDH2_6640.1, SRDH2_6640.2, SRDH2_6640.3	SBOV2_6500.1
OG0004619	SRDH2_43130.1	SBOV2_42020.1
OG0004620	SRDH2_28450.1	SBOV2_39530.1, SBOV2_39530.2
OG0004621	SRDH2_99800.1	SBOV2_95730.1
OG0004622	SRDH2_77830.1	SBOV2_75060.1
OG0004623	SRDH2_38670.1	SBOV2_29200.1
OG0004623	SRDH2_38670.2	SBOV2_29200.1
OG0004624	SRDH2_42460.1, SRDH2_42460.2	SBOV2_25740.1
OG0004625	SRDH2_69080.1	SBOV2_66630.1
OG0004626	SRDH2_92630.1, SRDH2_92630.2	SBOV2_88090.1
OG0004627	SRDH2_41010.1	SBOV2_27050.1
OG0004628	SRDH2_32800.1	SBOV2_32450.1
OG0004629	SRDH2_92840.1, SRDH2_92840.2	SBOV2_88280.1, SBOV2_88280.2, SBOV2_88280.3, SBOV2_88280.4
OG0004630	SRDH2_96680.1	SBOV2_92320.1, SBOV2_92320.2
OG0004631	SRDH2_64910.1	SBOV2_62880.1, SBOV2_62880.2, SBOV2_62880.3, SBOV2_62880.4, SBOV2_62880.5
OG0004632	SRDH2_66240.1, SRDH2_66240.2, SRDH2_66240.3, SRDH2_66240.4, SRDH2_66240.5, SRDH2_66240.6	SBOV2_65270.1, SBOV2_65230.1
OG0004633	SRDH2_16020.1	SBOV2_15120.1
OG0004634	SRDH2_91800.1	SBOV2_89190.1
OG0004635	SRDH2_48460.4, SRDH2_48460.1, SRDH2_48460.2, SRDH2_48460.3, SRDH2_48460.5	SBOV2_47020.1
OG0004636	SRDH2_15190.1, SRDH2_15190.2, SRDH2_15190.3	SBOV2_12940.1, SBOV2_12940.2
OG0004637	SRDH2_83910.1, SRDH2_83910.2	SBOV2_80860.1
OG0004638	SRDH2_10670.1, SRDH2_10670.2, SRDH2_10720.1	SBOV2_10160.1, SBOV2_10160.2, SBOV2_10160.3
OG0004639	SRDH2_88140.2, SRDH2_88140.1	SBOV2_84110.1
OG0004640	SRDH2_27400.1	SBOV2_40540.1, SBOV2_40560.1
OG0004641	SRDH2_52070.1	SBOV2_54430.1
OG0004642	SRDH2_47440.3, SRDH2_47440.2, SRDH2_47440.4, SRDH2_47440.1	SBOV2_46030.1
OG0004643	SRDH2_10710.2, SRDH2_10710.1	SBOV2_10140.1
OG0004644	SRDH2_67250.1, SRDH2_67250.2, SRDH2_67250.3	SBOV2_64440.5, SBOV2_64440.4, SBOV2_64440.2, SBOV2_64440.3
OG0004645	SRDH2_90960.1	SBOV2_87280.1
OG0004646	SRDH2_76980.2	SBOV2_74210.1
OG0004647	SRDH2_14600.2, SRDH2_14600.1, SRDH2_14600.3	SBOV2_12410.1, SBOV2_12410.2
OG0004648	SRDH2_51880.2, SRDH2_51880.1, SRDH2_51880.3	SBOV2_54640.1
OG0004649	SRDH2_36010.2, SRDH2_36010.3, SRDH2_36010.1	SBOV2_33600.1
OG0004650	SRDH2_24430.1	SBOV2_23540.1
OG0004651	SRDH2_12090.1	SBOV2_11230.1
OG0004652	SRDH2_83090.1, SRDH2_101800.1, SRDH2_101710.1, SRDH2_101790.1	SBOV2_56630.1
OG0004653	SRDH2_91490.1	SBOV2_89470.1
OG0004654	SRDH2_81220.1	SBOV2_78310.1
OG0004655	SRDH2_21160.1	SBOV2_20180.1
OG0004656	SRDH2_96110.1	SBOV2_91850.1
OG0004658	SRDH2_7560.1	SBOV2_8000.1
OG0004659	SRDH2_17660.1, SRDH2_17660.2	SBOV2_16720.1
OG0004660	SRDH2_11150.1	SBOV2_10580.1
OG0004661	SRDH2_8230.1	SBOV2_7370.1
OG0004662	SRDH2_41260.1	SBOV2_26850.1, SBOV2_26840.1
OG0004663	SRDH2_91740.1	SBOV2_89270.2, SBOV2_89270.3, SBOV2_89270.1
OG0004664	SRDH2_52920.3	SBOV2_52460.1
OG0004665	SRDH2_73530.1, SRDH2_73530.2	SBOV2_71430.1
OG0004668	SRDH2_57110.1, SRDH2_57110.2	SBOV2_55420.1, SBOV2_55410.1, SBOV2_55410.2
OG0004669	SRDH2_4180.1	SBOV2_4140.4, SBOV2_4140.5, SBOV2_4140.3, SBOV2_4140.1, SBOV2_4140.2
OG0004670	SRDH2_93290.1, SRDH2_93300.1	SBOV2_88710.1, SBOV2_88700.1, SBOV2_88700.2
OG0004672	SRDH2_47290.1, SRDH2_47290.3, SRDH2_47290.2	SBOV2_45820.1
OG0004673	SRDH2_42010.4, SRDH2_42010.5, SRDH2_42010.3, SRDH2_42010.2, SRDH2_42010.1	SBOV2_26150.1, SBOV2_26150.2, SBOV2_26150.3
OG0004674	SRDH2_31610.1, SRDH2_31610.2, SRDH2_31610.3, SRDH2_31610.4, SRDH2_31610.5	SBOV2_36340.1
OG0004675	SRDH2_30950.1, SRDH2_30950.2, SRDH2_30950.3, SRDH2_30950.4, SRDH2_30950.5, SRDH2_30950.6, SRDH2_30950.7, SRDH2_30950.8, SRDH2_30950.9	SBOV2_37020.1
OG0004676	SRDH2_34470.1	SBOV2_30800.1, SBOV2_30800.2, SBOV2_30800.3, SBOV2_30800.4
OG0004677	SRDH2_44800.1	SBOV2_43810.1, SBOV2_43810.2, SBOV2_43810.3, SBOV2_43810.4
OG0004678	SRDH2_17630.1	SBOV2_16690.1, SBOV2_16690.2, SBOV2_16690.3
OG0004679	SRDH2_100210.1, SRDH2_20490.1	SBOV2_19470.1
OG0004680	SRDH2_83240.12, SRDH2_83240.11, SRDH2_83240.10, SRDH2_83240.2, SRDH2_83240.4, SRDH2_83240.1, SRDH2_83240.3, SRDH2_83240.6, SRDH2_83240.8, SRDH2_83240.7, SRDH2_83240.5, SRDH2_83240.9	SBOV2_80210.1
OG0004681	SRDH2_94020.1, SRDH2_94010.1, SRDH2_94040.1	SBOV2_90240.1, SBOV2_90200.1, SBOV2_90210.1
OG0004687	SRDH2_47020.1, SRDH2_47020.6, SRDH2_47020.3, SRDH2_47020.4, SRDH2_47020.5, SRDH2_47020.2	SBOV2_45470.1
OG0004688	SRDH2_98560.1	SBOV2_94180.1, SBOV2_94180.2
OG0004689	SRDH2_96620.1	SBOV2_92260.1, SBOV2_92260.2
OG0004690	SRDH2_99270.1	SBOV2_94890.1
OG0004691	SRDH2_96760.1	SBOV2_92420.1
OG0004692	SRDH2_15120.1	SBOV2_12870.1
OG0004693	SRDH2_92790.1	SBOV2_88240.1, SBOV2_88240.4, SBOV2_88240.2, SBOV2_88240.3
OG0004694	SRDH2_13690.1	SBOV2_11620.1
OG0004695	SRDH2_52190.1	SBOV2_54320.1
OG0004696	SRDH2_82500.3, SRDH2_82500.1, SRDH2_82500.4, SRDH2_82500.2, SRDH2_82500.5, SRDH2_82500.6	SBOV2_79540.1
OG0004697	SRDH2_78190.3, SRDH2_78190.4, SRDH2_78190.1, SRDH2_78190.2	SBOV2_75390.1, SBOV2_75390.2
OG0004698	SRDH2_29970.1	SBOV2_38000.1, SBOV2_38000.2
OG0004699	SRDH2_81650.1	SBOV2_78780.1, SBOV2_78780.2, SBOV2_78780.3, SBOV2_78780.4
OG0004700	SRDH2_95520.1	SBOV2_91390.1
OG0004701	SRDH2_29010.6, SRDH2_29010.1, SRDH2_29010.5, SRDH2_29010.2, SRDH2_29010.4, SRDH2_29010.3	SBOV2_38980.1
OG0004702	SRDH2_38160.1	SBOV2_35220.2, SBOV2_35220.1, SBOV2_35220.3
OG0004703	SRDH2_6360.1, SRDH2_6350.2, SRDH2_6350.1, SRDH2_6350.3	SBOV2_6190.1, SBOV2_6190.2, SBOV2_6190.3
OG0004704	SRDH2_75230.1	SBOV2_72590.1, SBOV2_72590.2, SBOV2_72590.3, SBOV2_72590.4
OG0004705	SRDH2_61390.1	SBOV2_59350.1, SBOV2_59350.2, SBOV2_59350.3
OG0004706	SRDH2_62300.2, SRDH2_62300.1, SRDH2_62300.3, SRDH2_62300.5, SRDH2_62300.4	SBOV2_60280.1
OG0004707	SRDH2_23620.3, SRDH2_23620.4, SRDH2_23620.5, SRDH2_23680.1, SRDH2_23620.6	SBOV2_22690.1
OG0004708	SRDH2_99380.1, SRDH2_99380.2, SRDH2_99380.3	SBOV2_94990.1
OG0004709	SRDH2_91150.1	SBOV2_87460.1
OG0004710	SRDH2_37320.2, SRDH2_37320.3, SRDH2_37320.1, SRDH2_37320.4	SBOV2_30020.2, SBOV2_30020.1
OG0004711	SRDH2_97090.1, SRDH2_97090.2	SBOV2_92710.1, SBOV2_92710.2, SBOV2_92710.3
OG0004712	SRDH2_63020.1, SRDH2_63020.2	SBOV2_61040.1
OG0004713	SRDH2_14590.1	SBOV2_12400.1
OG0004714	SRDH2_91230.1	SBOV2_87540.1
OG0004715	SRDH2_94190.1, SRDH2_94190.2	SBOV2_90400.1, SBOV2_90400.2
OG0004716	SRDH2_62250.1	SBOV2_60240.1
OG0004717	SRDH2_91330.3, SRDH2_91330.1, SRDH2_91330.2	SBOV2_89600.2, SBOV2_89600.1
OG0004718	SRDH2_32500.1	SBOV2_32780.1
OG0004719	SRDH2_79430.1	SBOV2_76540.1
OG0004720	SRDH2_68660.1	SBOV2_67010.1
OG0004721	SRDH2_70130.1, SRDH2_70130.2, SRDH2_70130.3, SRDH2_70130.4	SBOV2_67810.1
OG0004722	SRDH2_48010.1	SBOV2_46560.1, SBOV2_46570.1
OG0004723	SRDH2_45600.1	SBOV2_44350.1, SBOV2_44350.2
OG0004724	SRDH2_42800.1, SRDH2_42800.2, SRDH2_42800.3	SBOV2_41680.2, SBOV2_41680.1
OG0004725	SRDH2_98830.1	SBOV2_94440.1
OG0004726	SRDH2_71800.1	SBOV2_69820.1, SBOV2_69820.2
OG0004727	SRDH2_75200.1	SBOV2_72550.1
OG0004728	SRDH2_85210.1	SBOV2_82140.1
OG0004729	SRDH2_8220.1	SBOV2_7380.1, SBOV2_7380.2
OG0004730	SRDH2_91200.1, SRDH2_91200.2, SRDH2_91200.3, SRDH2_91200.4	SBOV2_87510.1
OG0004731	SRDH2_21520.1	SBOV2_20550.1, SBOV2_20550.2
OG0004732	SRDH2_8990.2, SRDH2_8990.1	SBOV2_8570.5, SBOV2_8570.1, SBOV2_8570.3, SBOV2_8570.4, SBOV2_8570.2, SBOV2_8570.6
OG0004733	SRDH2_68400.1, SRDH2_68400.2	SBOV2_67270.1
OG0004734	SRDH2_45460.1	SBOV2_44520.1
OG0004735	SRDH2_21090.1	SBOV2_20100.1, SBOV2_20100.2
OG0004736	SRDH2_75650.1	SBOV2_72990.1
OG0004737	SRDH2_6670.1	SBOV2_6530.1
OG0004738	SRDH2_3920.1, SRDH2_3920.2	SBOV2_3880.1
OG0004739	SRDH2_46960.1	SBOV2_45410.1, SBOV2_45410.2
OG0004740	SRDH2_56720.1	SBOV2_49940.1
OG0004741	SRDH2_80170.1, SRDH2_80170.2	SBOV2_77280.1
OG0004742	SRDH2_89350.1	SBOV2_85850.1
OG0004744	SRDH2_37980.1	SBOV2_30710.1, SBOV2_30710.2, SBOV2_30710.3
OG0004745	SRDH2_19670.1	SBOV2_18680.2, SBOV2_18680.1
OG0004746	SRDH2_54420.1, SRDH2_54420.3, SRDH2_54420.2	SBOV2_52150.1, SBOV2_52150.2
OG0004747	SRDH2_71770.1, SRDH2_71770.2, SRDH2_71770.3	SBOV2_69790.1
OG0004748	SRDH2_19680.1	SBOV2_18700.1, SBOV2_18700.2
OG0004749	SRDH2_97780.1, SRDH2_97780.2	SBOV2_93440.1
OG0004750	SRDH2_26080.1	SBOV2_25190.1
OG0004751	SRDH2_62200.3, SRDH2_62200.2, SRDH2_62200.1, SRDH2_62200.4	SBOV2_60190.1, SBOV2_60190.2
OG0004752	SRDH2_14190.3, SRDH2_44380.1, SRDH2_14190.4, SRDH2_14190.1, SRDH2_14190.2, SRDH2_14190.5	SBOV2_12090.1
OG0004753	SRDH2_7650.1	SBOV2_7900.1
OG0004754	SRDH2_58440.1, SRDH2_58440.2	SBOV2_56640.1, SBOV2_56640.2, SBOV2_56640.3
OG0004755	SRDH2_94290.1	SBOV2_90490.1, SBOV2_90490.2
OG0004756	SRDH2_63530.1	SBOV2_61520.1
OG0004757	SRDH2_99150.1	SBOV2_94780.2, SBOV2_94780.1
OG0004758	SRDH2_77160.1	SBOV2_74390.1
OG0004759	SRDH2_24270.1	SBOV2_23400.1
OG0004760	SRDH2_60350.1	SBOV2_58250.1
OG0004761	SRDH2_14820.1	SBOV2_12630.1
OG0004762	SRDH2_98040.1	SBOV2_93710.1
OG0004763	SRDH2_72410.1	SBOV2_69430.1
OG0004764	SRDH2_94850.1	SBOV2_90880.2, SBOV2_90880.1
OG0004765	SRDH2_34920.2, SRDH2_34920.3, SRDH2_34920.1	SBOV2_34670.1
OG0004766	SRDH2_62920.1	SBOV2_60940.1
OG0004767	SRDH2_40740.1	SBOV2_27300.1
OG0004768	SRDH2_3860.1	SBOV2_3810.1
OG0004769	SRDH2_34270.1	SBOV2_31020.1
OG0004770	SRDH2_67910.1	SBOV2_63750.1
OG0004771	SRDH2_50140.1	SBOV2_48730.1, SBOV2_48730.3, SBOV2_48730.2
OG0004772	SRDH2_96960.4, SRDH2_96960.1, SRDH2_96960.2, SRDH2_96960.3, SRDH2_96960.5	SBOV2_92580.2, SBOV2_92580.1
OG0004773	SRDH2_30710.1, SRDH2_30710.2	SBOV2_37290.1
OG0004774	SRDH2_72770.1, SRDH2_72770.2	SBOV2_72120.2, SBOV2_72120.1
OG0004775	SRDH2_42730.1	SBOV2_41600.1, SBOV2_41600.2
OG0004776	SRDH2_35310.1	SBOV2_34290.1
OG0004777	SRDH2_76770.1	SBOV2_74050.2
OG0004778	SRDH2_56240.1	SBOV2_50360.1
OG0004779	SRDH2_16180.1	SBOV2_15290.1
OG0004780	SRDH2_14160.2, SRDH2_14160.1	SBOV2_12070.1, SBOV2_12070.2
OG0004781	SRDH2_72670.6, SRDH2_72670.9, SRDH2_72670.3, SRDH2_72670.4, SRDH2_72670.8, SRDH2_72670.5, SRDH2_72670.7, SRDH2_72670.2, SRDH2_72670.1	SBOV2_72200.1
OG0004783	SRDH2_83360.1, SRDH2_83360.2, SRDH2_83360.3	SBOV2_80340.1
OG0004784	SRDH2_84580.1	SBOV2_81500.1
OG0004785	SRDH2_86560.1, SRDH2_86560.4, SRDH2_86560.2, SRDH2_86560.3	SBOV2_83270.1, SBOV2_83230.1
OG0004786	SRDH2_47360.1, SRDH2_47380.1	SBOV2_45940.3, SBOV2_45940.2, SBOV2_45940.4, SBOV2_45960.1, SBOV2_45940.1
OG0004787	SRDH2_56340.3, SRDH2_56340.4, SRDH2_56340.1, SRDH2_56340.2	SBOV2_50250.1, SBOV2_50250.2
OG0004788	SRDH2_91670.1, SRDH2_91670.3, SRDH2_91670.2	SBOV2_89320.1
OG0004789	SRDH2_63740.1	SBOV2_61700.1
OG0004790	SRDH2_20540.1, SRDH2_20540.2, SRDH2_20540.3	SBOV2_19540.1
OG0004791	SRDH2_14900.1	SBOV2_12710.2, SBOV2_12710.1
OG0004792	SRDH2_52860.1	SBOV2_52420.1
OG0004794	SRDH2_72470.1	SBOV2_69980.1
OG0004795	SRDH2_36460.1	SBOV2_35510.1
OG0004796	SRDH2_19340.1, SRDH2_19340.2	SBOV2_18320.1
OG0004797	SRDH2_99160.1	SBOV2_94790.1, SBOV2_94790.2
OG0004799	SRDH2_96350.1, SRDH2_96350.2, SRDH2_96350.3	SBOV2_91540.1, SBOV2_91530.1
OG0004800	SRDH2_19310.2, SRDH2_19310.3, SRDH2_19310.5	SBOV2_18290.1
OG0004801	SRDH2_24400.1	SBOV2_23530.2, SBOV2_23530.1
OG0004802	SRDH2_65520.1, SRDH2_65520.2	SBOV2_63430.2, SBOV2_63430.1
OG0004803	SRDH2_60690.1, SRDH2_60690.2	SBOV2_58650.1
OG0004804	SRDH2_16630.1	SBOV2_15740.1
OG0004805	SRDH2_3880.2, SRDH2_3880.1	SBOV2_3840.1, SBOV2_3840.2
OG0004806	SRDH2_54160.1	SBOV2_53690.1
OG0004807	SRDH2_55790.1	SBOV2_50840.1
OG0004808	SRDH2_78390.1	SBOV2_75540.2, SBOV2_75540.1
OG0004809	SRDH2_50990.1	SBOV2_49660.1, SBOV2_49660.2
