Orthogroup	s.mekongi	fasciola_hepatica
OG0005668	KAK4475640.1	FhHiC23_g12435.t1
OG0005669	KAK4469049.1	FhHiC23_g2431.t1, FhHiC23_g1787.t1
OG0005670	KAK4468194.1	FhHiC23_g3853.t1
OG0005671	KAK4474460.1	FhHiC23_g11864.t1
OG0005672	KAK4469111.1	FhHiC23_g301.t1
OG0005673	KAK4469117.1	FhHiC23_g300.t1
OG0005674	KAK4472897.1	FhHiC23_g9983.t1
OG0005675	KAK4473619.1	FhHiC23_g14717.t1, FhHiC23_g14717.t2, FhHiC23_g14717.t3
OG0005676	KAK4469501.1	FhHiC23_g1655.t4
OG0005677	KAK4475900.1	FhHiC23_g13317.t1
OG0005678	KAK4472000.1	FhHiC23_g8243.t2, FhHiC23_g8243.t1
OG0005679	KAK4468667.1	FhHiC23_g16151.t1, FhHiC23_g16151.t2
OG0005680	KAK4471357.1	FhHiC23_g8186.t1
OG0005681	KAK4471346.1	FhHiC23_g8188.t1, FhHiC23_g8188.t2
OG0005683	KAK4474072.1, KAK4474071.1	FhHiC23_g1129.t1, FhHiC23_g1129.t2
OG0005684	KAK4469255.1, KAK4469254.1	FhHiC23_g426.t1
OG0005685	KAK4474514.1	FhHiC23_g4089.t1
OG0005686	KAK4468522.1	FhHiC23_g16842.t1
OG0005687	KAK4471443.1	FhHiC23_g7435.t1
OG0005688	KAK4475882.1	FhHiC23_g12636.t1, FhHiC23_g12636.t2
OG0005689	KAK4470525.1	FhHiC23_g3068.t1
OG0005690	KAK4469480.1	FhHiC23_g1470.t1, FhHiC23_g1470.t2
OG0005691	KAK4467614.1	FhHiC23_g9127.t1
OG0005692	KAK4469102.1, KAK4469104.1	FhHiC23_g2102.t1
OG0005693	KAK4476013.1	FhHiC23_g13759.t1, FhHiC23_g13759.t2
OG0005694	KAK4469266.1	FhHiC23_g132.t1, FhHiC23_g132.t2
OG0005695	KAK4469249.1	FhHiC23_g1486.t1
OG0005696	KAK4473210.1	FhHiC23_g14429.t3
OG0005697	KAK4475189.1	FhHiC23_g11359.t1, FhHiC23_g10709.t1, FhHiC23_g10710.t1
OG0005698	KAK4470145.1	FhHiC23_g2489.t1
OG0005699	KAK4475350.1	FhHiC23_g15262.t1
OG0005700	KAK4470159.1	FhHiC23_g277.t1, FhHiC23_g275.t1
OG0005701	KAK4471123.1	FhHiC23_g7107.t1, FhHiC23_g7107.t2
OG0005702	KAK4471221.1	FhHiC23_g6791.t1
OG0005703	KAK4474195.1	FhHiC23_g6501.t1
OG0005704	KAK4473608.1	FhHiC23_g14254.t1
OG0005705	KAK4469178.1	FhHiC23_g2348.t3, FhHiC23_g2348.t2, FhHiC23_g2348.t1
OG0005706	KAK4469055.1	FhHiC23_g1455.t1
OG0005707	KAK4471230.1	FhHiC23_g7702.t1, FhHiC23_g7254.t1, FhHiC23_g7702.t2
OG0005709	KAK4473141.1	FhHiC23_g4983.t1, FhHiC23_g4983.t2
OG0005710	KAK4474166.1	FhHiC23_g6401.t1, FhHiC23_g6400.t1
OG0005712	KAK4468459.1	FhHiC23_g15873.t1
OG0005713	KAK4471344.1	FhHiC23_g8036.t1, FhHiC23_g8036.t2, FhHiC23_g8036.t3
OG0005714	KAK4468616.1	FhHiC23_g16410.t1
OG0005715	KAK4470470.1	FhHiC23_g888.t1
OG0005716	KAK4469458.1	FhHiC23_g1939.t1, FhHiC23_g1939.t2
OG0005717	KAK4470329.1	FhHiC23_g505.t1
OG0005718	KAK4469222.1	FhHiC23_g1313.t1
OG0005719	KAK4474083.1	FhHiC23_g14257.t1
OG0005720	KAK4468032.1	FhHiC23_g3518.t1
OG0005722	KAK4467595.1	FhHiC23_g9153.t1
OG0005723	KAK4473521.1	FhHiC23_g14718.t1
OG0005725	KAK4468144.1	FhHiC23_g3843.t1
OG0005726	KAK4469522.1	FhHiC23_g430.t1
OG0005727	KAK4471645.1	FhHiC23_g8502.t1, FhHiC23_g8502.t2
OG0005728	KAK4468763.1	FhHiC23_g16277.t1
OG0005729	KAK4471193.1	FhHiC23_g7727.t1
OG0005731	KAK4467995.1	FhHiC23_g3793.t1
OG0005732	KAK4473085.1	FhHiC23_g10185.t1, FhHiC23_g10186.t2, FhHiC23_g10186.t1
OG0005733	KAK4473067.1	FhHiC23_g10390.t1
OG0005734	KAK4473573.1	FhHiC23_g14539.t1
OG0005735	KAK4468650.1	FhHiC23_g16328.t2, FhHiC23_g16328.t1
OG0005736	KAK4470003.1	FhHiC23_g3451.t1, FhHiC23_g3452.t1, FhHiC23_g2610.t1
OG0005737	KAK4471317.1	FhHiC23_g7017.t1
OG0005738	KAK4467440.1, KAK4475799.1	FhHiC23_g13218.t1
OG0005739	KAK4472441.1	FhHiC23_g5558.t1
OG0005740	KAK4470956.1	FhHiC23_g2762.t1
OG0005741	KAK4468857.1	FhHiC23_g16195.t1
OG0005742	KAK4472328.1	FhHiC23_g6575.t1
OG0005743	KAK4474814.1	FhHiC23_g11774.t1, FhHiC23_g11774.t2
OG0005744	KAK4474793.1	FhHiC23_g10865.t1
OG0005745	KAK4471406.1	FhHiC23_g7105.t1
OG0005746	KAK4472770.1	FhHiC23_g10232.t1, FhHiC23_g4883.t1
OG0005747	KAK4472288.1	FhHiC23_g14397.t1, FhHiC23_g14397.t2
OG0005748	KAK4468877.1	FhHiC23_g16698.t1, FhHiC23_g16698.t2
OG0005750	KAK4467855.1	FhHiC23_g10080.t1
OG0005751	KAK4472247.1	FhHiC23_g6417.t1
OG0005753	KAK4471012.1	FhHiC23_g1668.t1
OG0005754	KAK4468754.1	FhHiC23_g8638.t1
OG0005755	KAK4473214.1	FhHiC23_g9716.t1
OG0005757	KAK4470662.1	FhHiC23_g1646.t3, FhHiC23_g1646.t1, FhHiC23_g1646.t2
OG0005758	KAK4470179.1	FhHiC23_g1649.t1
OG0005760	KAK4469582.1	FhHiC23_g688.t1
OG0005761	KAK4472208.1	FhHiC23_g9693.t1
OG0005762	KAK4471807.1	FhHiC23_g8051.t1
OG0005763	KAK4468473.1	FhHiC23_g16241.t1
OG0005765	KAK4472874.1, KAK4472914.1	FhHiC23_g5119.t1, FhHiC23_g5119.t2
OG0005766	KAK4468099.1	FhHiC23_g3680.t1, FhHiC23_g3680.t2
OG0005767	KAK4470083.1	FhHiC23_g2804.t1
OG0005768	KAK4472581.1	FhHiC23_g5388.t1, FhHiC23_g5388.t2
OG0005769	KAK4474509.1	FhHiC23_g12116.t1, FhHiC23_g12116.t2
OG0005770	KAK4472982.1	FhHiC23_g4951.t3, FhHiC23_g4951.t1
OG0005771	KAK4469515.1	FhHiC23_g1386.t1, FhHiC23_g2288.t1
OG0005772	KAK4468361.1, KAK4467953.1	FhHiC23_g3708.t1
OG0005773	KAK4470002.1	FhHiC23_g11049.t1, FhHiC23_g11051.t1
OG0005774	KAK4471333.1	FhHiC23_g8427.t1
OG0005775	KAK4473462.1	FhHiC23_g14839.t1
OG0005776	KAK4468838.1, KAK4468840.1	FhHiC23_g15925.t1
OG0005777	KAK4473492.1	FhHiC23_g14729.t1, FhHiC23_g14729.t2
OG0005778	KAK4471528.1	FhHiC23_g6809.t1
OG0005779	KAK4471037.1	FhHiC23_g8077.t1
OG0005780	KAK4467738.1	FhHiC23_g9503.t1
OG0005781	KAK4468805.1	FhHiC23_g15985.t1
OG0005782	KAK4472395.1	FhHiC23_g15079.t1, FhHiC23_g14589.t1, FhHiC23_g14589.t2
OG0005783	KAK4468659.1	FhHiC23_g15867.t1
OG0005784	KAK4468433.1	FhHiC23_g16360.t1, FhHiC23_g16360.t2
OG0005785	KAK4474443.1	FhHiC23_g6237.t2, FhHiC23_g6237.t1
OG0005786	KAK4474493.1	FhHiC23_g15936.t1
OG0005787	KAK4475753.1	FhHiC23_g12372.t1
OG0005788	KAK4474465.1, KAK4474466.1	FhHiC23_g11930.t1
OG0005789	KAK4469146.1	FhHiC23_g916.t1, FhHiC23_g916.t2
OG0005790	KAK4470001.1, KAK4470959.1	FhHiC23_g2784.t1, FhHiC23_g2785.t1
OG0005792	KAK4467394.1, KAK4475643.1	FhHiC23_g13399.t1
OG0005793	KAK4476257.1	FhHiC23_g11132.t1
OG0005794	KAK4474341.1	FhHiC23_g12322.t1
OG0005795	KAK4467866.1	FhHiC23_g9851.t1, FhHiC23_g9851.t2
OG0005796	KAK4475779.1	FhHiC23_g13028.t1, FhHiC23_g13028.t2
OG0005797	KAK4467670.1	FhHiC23_g10104.t1
OG0005798	KAK4470234.1	FhHiC23_g1187.t1
OG0005799	KAK4474973.1	FhHiC23_g15556.t1
OG0005800	KAK4468146.1	FhHiC23_g4246.t1
OG0005801	KAK4475318.1	FhHiC23_g10750.t1
OG0005802	KAK4470490.1	FhHiC23_g657.t1
OG0005803	KAK4471175.1	FhHiC23_g8328.t1
OG0005804	KAK4467715.1	FhHiC23_g9325.t1
OG0005805	KAK4470126.1	FhHiC23_g1339.t1
OG0005806	KAK4468290.1	FhHiC23_g3741.t1
OG0005807	KAK4471011.1	FhHiC23_g2135.t1
OG0005808	KAK4473738.1	FhHiC23_g6062.t1
OG0005809	KAK4472795.1	FhHiC23_g5698.t2, FhHiC23_g5698.t1
OG0005810	KAK4468728.1	FhHiC23_g16272.t1
OG0005811	KAK4467493.1, KAK4474710.1	FhHiC23_g12121.t1
OG0005812	KAK4473687.1	FhHiC23_g4826.t1, FhHiC23_g4826.t2
OG0005813	KAK4470201.1	FhHiC23_g2825.t1
OG0005814	KAK4474564.1	FhHiC23_g10665.t1
OG0005815	KAK4471237.1	FhHiC23_g7276.t1
OG0005816	KAK4474730.1	FhHiC23_g11808.t1
OG0005817	KAK4472706.1	FhHiC23_g6586.t1
OG0005818	KAK4468534.1	FhHiC23_g16451.t1, FhHiC23_g16451.t2
OG0005819	KAK4469474.1	FhHiC23_g529.t1, FhHiC23_g529.t2
OG0005820	KAK4471691.1	FhHiC23_g7830.t1, FhHiC23_g13110.t1
OG0005821	KAK4467810.1	FhHiC23_g9835.t1
OG0005823	KAK4473654.1	FhHiC23_g5201.t1, FhHiC23_g5201.t2
OG0005824	KAK4472939.1	FhHiC23_g9465.t1
OG0005825	KAK4472997.1, KAK4473743.1	FhHiC23_g9948.t2, FhHiC23_g9948.t1
OG0005826	KAK4471714.1	FhHiC23_g7982.t1
OG0005827	KAK4469459.1	FhHiC23_g210.t1, FhHiC23_g210.t2
OG0005828	KAK4468573.1	FhHiC23_g4411.t1, FhHiC23_g6025.t1
OG0005829	KAK4472062.1	FhHiC23_g8490.t1
OG0005830	KAK4471542.1	FhHiC23_g8451.t1
OG0005831	KAK4469627.1	FhHiC23_g1680.t1
OG0005832	KAK4474006.1	FhHiC23_g14028.t1
OG0005833	KAK4467290.1, KAK4475765.1	FhHiC23_g13486.t1
OG0005834	KAK4468014.1	FhHiC23_g3698.t1, FhHiC23_g3698.t2, FhHiC23_g3697.t1
OG0005835	KAK4471057.1, KAK4471411.1	FhHiC23_g6911.t1
OG0005836	KAK4468200.1	FhHiC23_g3836.t1
OG0005837	KAK4468732.1	FhHiC23_g16816.t2, FhHiC23_g16816.t1
OG0005838	KAK4474491.1	FhHiC23_g12853.t1
OG0005839	KAK4472847.1	FhHiC23_g4628.t1, FhHiC23_g4628.t2
OG0005840	KAK4469258.1	FhHiC23_g16001.t1
OG0005841	KAK4474506.1	FhHiC23_g11377.t1
OG0005843	KAK4475369.1	FhHiC23_g15355.t2, FhHiC23_g15355.t1
OG0005845	KAK4467735.1	FhHiC23_g9509.t1
OG0005846	KAK4472549.1	FhHiC23_g5486.t1
OG0005847	KAK4467825.1	FhHiC23_g9403.t1
OG0005848	KAK4469526.1	FhHiC23_g444.t1
OG0005849	KAK4467820.1	FhHiC23_g9683.t1, FhHiC23_g9684.t1
OG0005851	KAK4468994.1	FhHiC23_g1271.t1
OG0005852	KAK4472491.1	FhHiC23_g5191.t1, FhHiC23_g5191.t3
OG0005853	KAK4470707.1	FhHiC23_g2506.t1
OG0005854	KAK4470871.1	FhHiC23_g1182.t1, FhHiC23_g1182.t2
OG0005855	KAK4473882.1	FhHiC23_g4813.t1
OG0005856	KAK4468890.1	FhHiC23_g16070.t1
OG0005857	KAK4471628.1	FhHiC23_g7222.t1
OG0005859	KAK4474898.1	FhHiC23_g11280.t1
OG0005860	KAK4470274.1	FhHiC23_g12614.t1, FhHiC23_g4353.t1
OG0005861	KAK4473551.1	FhHiC23_g14293.t1
OG0005862	KAK4473491.1	FhHiC23_g14730.t1
OG0005863	KAK4469565.1	FhHiC23_g1497.t1
OG0005864	KAK4475454.1	FhHiC23_g15145.t1
OG0005865	KAK4475404.1	FhHiC23_g15518.t1
OG0005866	KAK4470207.1	FhHiC23_g2372.t1
OG0005867	KAK4472835.1	FhHiC23_g5571.t1
OG0005868	KAK4467809.1	FhHiC23_g9103.t1
OG0005869	KAK4467914.1	FhHiC23_g9241.t1
OG0005894	KAK4474602.1	FhHiC23_g11592.t1
OG0005895	KAK4467900.1	FhHiC23_g9396.t2, FhHiC23_g9396.t1
OG0005896	KAK4473614.1	FhHiC23_g14407.t1
OG0005897	KAK4467875.1	FhHiC23_g6040.t1
OG0005898	KAK4472887.1	FhHiC23_g14585.t1
OG0005899	KAK4467884.1	FhHiC23_g9107.t1
OG0005900	KAK4472660.1	FhHiC23_g4689.t1
OG0005901	KAK4472004.1	FhHiC23_g7419.t1
OG0005902	KAK4476076.1	FhHiC23_g12809.t1, FhHiC23_g11764.t1
OG0005903	KAK4475837.1	FhHiC23_g12906.t1
OG0005904	KAK4473311.1	FhHiC23_g10061.t1
OG0005905	KAK4471555.1	FhHiC23_g7747.t1
OG0005906	KAK4470615.1	FhHiC23_g2849.t1
OG0005907	KAK4473270.1	FhHiC23_g592.t1
OG0005908	KAK4473709.1	FhHiC23_g4726.t1
OG0005909	KAK4467533.1, KAK4474590.1	FhHiC23_g11478.t1
OG0005910	KAK4470697.1	FhHiC23_g2819.t1
OG0005911	KAK4467658.1	FhHiC23_g9959.t2, FhHiC23_g9959.t1
OG0005912	KAK4467639.1	FhHiC23_g9435.t1
OG0005913	KAK4468937.1	FhHiC23_g16011.t1
OG0005914	KAK4470502.1	FhHiC23_g1660.t1, FhHiC23_g1660.t2
OG0005915	KAK4476154.1	FhHiC23_g12701.t1
OG0005916	KAK4475149.1	FhHiC23_g11995.t2, FhHiC23_g11995.t1
OG0005917	KAK4471242.1	FhHiC23_g8163.t1
OG0005918	KAK4472339.1	FhHiC23_g5814.t1, FhHiC23_g5814.t3
OG0005920	KAK4475568.1	FhHiC23_g13306.t1
OG0005921	KAK4471085.1	FhHiC23_g7067.t1
OG0005922	KAK4475425.1	FhHiC23_g15571.t1
OG0005923	KAK4472245.1	FhHiC23_g5086.t1
OG0005924	KAK4474824.1	FhHiC23_g11685.t1, FhHiC23_g11684.t1
OG0005925	KAK4470999.1	FhHiC23_g2675.t1
OG0005926	KAK4471796.1	FhHiC23_g7535.t1
OG0005927	KAK4472976.1	FhHiC23_g9268.t2, FhHiC23_g9268.t1, FhHiC23_g9268.t3
OG0005928	KAK4471062.1	FhHiC23_g8145.t1
OG0005929	KAK4471976.1	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1
OG0005930	KAK4470977.1	FhHiC23_g2774.t1
OG0005931	KAK4470299.1	FhHiC23_g2417.t1, FhHiC23_g2417.t2
OG0005932	KAK4475354.1	FhHiC23_g13319.t1, FhHiC23_g13319.t2
OG0005933	KAK4467502.1	FhHiC23_g14533.t1, FhHiC23_g14533.t2
OG0005934	KAK4475008.1	FhHiC23_g15179.t1, FhHiC23_g15179.t2
OG0005935	KAK4472575.1, KAK4472577.1	FhHiC23_g4877.t1, FhHiC23_g4879.t1
OG0005936	KAK4471961.1	FhHiC23_g8529.t1, FhHiC23_g8529.t2
OG0005937	KAK4468565.1	FhHiC23_g16153.t1
OG0005938	KAK4470286.1	FhHiC23_g2476.t1
OG0005940	KAK4472210.1	FhHiC23_g6620.t1, FhHiC23_g6620.t2
OG0005941	KAK4467692.1	FhHiC23_g9190.t1, FhHiC23_g9190.t2
OG0005942	KAK4468227.1	FhHiC23_g3814.t1, FhHiC23_g3813.t1
OG0005943	KAK4474612.1	FhHiC23_g11217.t1
OG0005944	KAK4471845.1	FhHiC23_g8360.t1, FhHiC23_g8361.t1
OG0005945	KAK4475562.1	FhHiC23_g13189.t1, FhHiC23_g13189.t2
OG0005946	KAK4475377.1	FhHiC23_g15588.t1
OG0005947	KAK4474504.1	FhHiC23_g11726.t1, FhHiC23_g11726.t2
OG0005948	KAK4474134.1	FhHiC23_g6532.t1
OG0005949	KAK4476288.1	FhHiC23_g12746.t1, FhHiC23_g12746.t2
OG0005950	KAK4469379.1	FhHiC23_g987.t1
OG0005951	KAK4475924.1	FhHiC23_g11778.t1
OG0005952	KAK4468271.1	FhHiC23_g4032.t1, FhHiC23_g4032.t2
OG0005953	KAK4471491.1	FhHiC23_g7675.t1
OG0005954	KAK4474980.1	FhHiC23_g15535.t1
OG0005955	KAK4468434.1	FhHiC23_g16357.t1
OG0005956	KAK4472407.1, KAK4472409.1	FhHiC23_g5605.t1
OG0005957	KAK4473021.1	FhHiC23_g9801.t1
OG0005958	KAK4470655.1	FhHiC23_g2899.t1
OG0005959	KAK4473753.1	FhHiC23_g6241.t1, FhHiC23_g6242.t1
OG0005960	KAK4468067.1	FhHiC23_g15196.t1, FhHiC23_g15196.t2
OG0005961	KAK4471494.1	FhHiC23_g6915.t1
OG0005962	KAK4467938.1	FhHiC23_g9662.t2, FhHiC23_g9662.t1
OG0005963	KAK4471725.1	FhHiC23_g7805.t1
OG0005964	KAK4472569.1, KAK4472570.1	FhHiC23_g5537.t1, FhHiC23_g5537.t2
OG0005965	KAK4475340.1	FhHiC23_g14993.t1, FhHiC23_g14993.t2
OG0005966	KAK4468725.1	FhHiC23_g15844.t1
OG0005967	KAK4470305.1	FhHiC23_g1540.t2
OG0005968	KAK4474288.1	FhHiC23_g11226.t1
OG0005969	KAK4473554.1	FhHiC23_g14884.t1
OG0005970	KAK4475475.1	FhHiC23_g15384.t2, FhHiC23_g15384.t1
OG0005971	KAK4473003.1	FhHiC23_g10175.t1, FhHiC23_g10175.t2
OG0005972	KAK4469894.1	FhHiC23_g363.t1
OG0005973	KAK4473750.1	FhHiC23_g14645.t1
OG0005974	KAK4475441.1	FhHiC23_g15410.t1
OG0005975	KAK4470120.1	FhHiC23_g12387.t1, FhHiC23_g16296.t1
OG0005977	KAK4469717.1	FhHiC23_g1833.t1, FhHiC23_g1833.t2
OG0005978	KAK4468863.1	FhHiC23_g16148.t1
OG0005979	KAK4473101.1	FhHiC23_g9946.t1
OG0005980	KAK4469979.1	FhHiC23_g2177.t1, FhHiC23_g2177.t2
OG0005981	KAK4467729.1	FhHiC23_g9135.t1
OG0005982	KAK4472059.1	FhHiC23_g8273.t2, FhHiC23_g8273.t1
OG0005983	KAK4469327.1	FhHiC23_g1607.t1
OG0005984	KAK4471262.1	FhHiC23_g6959.t1
OG0005985	KAK4473113.1	FhHiC23_g10265.t1, FhHiC23_g10265.t2
OG0005986	KAK4474975.1	FhHiC23_g15497.t1, FhHiC23_g15495.t1
OG0005987	KAK4474974.1	FhHiC23_g15494.t1
OG0005989	KAK4468346.1, KAK4468347.1	FhHiC23_g4558.t1
OG0005990	KAK4469977.1	FhHiC23_g2001.t1
OG0005991	KAK4469892.1	FhHiC23_g996.t1
OG0005992	KAK4469099.1, KAK4469100.1, KAK4469101.1	FhHiC23_g2103.t1
OG0005993	KAK4470789.1	FhHiC23_g1092.t1
OG0005994	KAK4469190.1	FhHiC23_g866.t1
OG0005995	KAK4470725.1	FhHiC23_g3000.t1
OG0005996	KAK4475096.1	FhHiC23_g15315.t1
OG0005997	KAK4476238.1	FhHiC23_g12371.t2
OG0005998	KAK4469603.1	FhHiC23_g1942.t1
OG0005999	KAK4471003.1	FhHiC23_g1287.t1
OG0006000	KAK4474471.1	FhHiC23_g11886.t1
OG0006001	KAK4468760.1	FhHiC23_g16839.t1
OG0006002	KAK4469727.1	FhHiC23_g1726.t1, FhHiC23_g1726.t2
OG0006004	KAK4469213.1	FhHiC23_g1281.t1
OG0006005	KAK4470320.1	FhHiC23_g901.t1, FhHiC23_g901.t2
OG0006006	KAK4469153.1	FhHiC23_g569.t1
OG0006007	KAK4475345.1	FhHiC23_g15538.t2, FhHiC23_g15538.t1
OG0006008	KAK4470166.1	FhHiC23_g865.t1
OG0006010	KAK4476168.1	FhHiC23_g4127.t1
OG0006011	KAK4471212.1	FhHiC23_g8283.t1
OG0006012	KAK4471356.1	FhHiC23_g7335.t1
OG0006013	KAK4475468.1	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3
OG0006014	KAK4470473.1	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3
OG0006015	KAK4470016.1	FhHiC23_g3042.t2, FhHiC23_g3042.t1
OG0006016	KAK4470937.1	FhHiC23_g1510.t1
OG0006017	KAK4470940.1, KAK4470939.1	FhHiC23_g1509.t2, FhHiC23_g1509.t1
OG0006018	KAK4468934.1	FhHiC23_g4325.t1
OG0006019	KAK4468072.1	FhHiC23_g3893.t1, FhHiC23_g3893.t2
OG0006020	KAK4475367.1	FhHiC23_g15201.t1
OG0006021	KAK4470679.1	FhHiC23_g216.t1
OG0006022	KAK4471783.1	FhHiC23_g7316.t1
OG0006023	KAK4475179.1	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3
OG0006024	KAK4469081.1	FhHiC23_g2199.t1
OG0006025	KAK4474618.1	FhHiC23_g11509.t1, FhHiC23_g11509.t2
OG0006026	KAK4476112.1	FhHiC23_g12854.t1
OG0006027	KAK4473172.1, KAK4473173.1	FhHiC23_g9544.t1
OG0006028	KAK4469239.1	FhHiC23_g10.t1
OG0006029	KAK4469945.1	FhHiC23_g2054.t1
OG0006030	KAK4472561.1	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2
OG0006031	KAK4475107.1	FhHiC23_g15258.t1
OG0006032	KAK4476295.1	FhHiC23_g11143.t1
OG0006033	KAK4473043.1	FhHiC23_g4960.t2, FhHiC23_g4960.t1
OG0006034	KAK4473574.1	FhHiC23_g14537.t1, FhHiC23_g14537.t2
OG0006035	KAK4469982.1	FhHiC23_g1739.t1
OG0006036	KAK4468205.1	FhHiC23_g3794.t1, FhHiC23_g3794.t2, FhHiC23_g3794.t3
OG0006037	KAK4468179.1	FhHiC23_g3495.t1
OG0006038	KAK4473568.1	FhHiC23_g14385.t1
OG0006039	KAK4469461.1	FhHiC23_g1139.t2, FhHiC23_g1139.t1
OG0006042	KAK4472645.1	FhHiC23_g5827.t2, FhHiC23_g5827.t1
OG0006043	KAK4475206.1	FhHiC23_g11902.t1
OG0006044	KAK4471490.1	FhHiC23_g8374.t1, FhHiC23_g8557.t1
OG0006045	KAK4474041.1	FhHiC23_g5156.t1
OG0006046	KAK4474693.1	FhHiC23_g11868.t1
OG0006047	KAK4472327.1	FhHiC23_g6576.t1
OG0006049	KAK4473634.1	FhHiC23_g5738.t1
OG0006050	KAK4471975.1	FhHiC23_g8371.t1
OG0006051	KAK4476031.1	FhHiC23_g10632.t1
OG0006052	KAK4470290.1	FhHiC23_g2636.t2, FhHiC23_g2636.t1
OG0006053	KAK4471570.1	FhHiC23_g4537.t1
OG0006054	KAK4471302.1	FhHiC23_g8430.t1
OG0006055	KAK4475772.1, KAK4467429.1	FhHiC23_g12758.t1
OG0006056	KAK4475275.1	FhHiC23_g15125.t1
OG0006057	KAK4472732.1	FhHiC23_g6122.t1
OG0006058	KAK4467230.1, KAK4474952.1	FhHiC23_g11002.t1
OG0006060	KAK4475621.1	FhHiC23_g11590.t1
OG0006061	KAK4468084.1	FhHiC23_g3769.t1
OG0006062	KAK4474082.1	FhHiC23_g14502.t1
OG0006063	KAK4472448.1	FhHiC23_g14824.t1
OG0006064	KAK4470135.1	FhHiC23_g2309.t1, FhHiC23_g2309.t2
OG0006066	KAK4476210.1	FhHiC23_g11984.t1, FhHiC23_g11985.t1
OG0006067	KAK4473555.1	FhHiC23_g14883.t1
OG0006068	KAK4472909.1	FhHiC23_g6548.t1, FhHiC23_g14880.t1
OG0006069	KAK4472539.1	FhHiC23_g4612.t1, FhHiC23_g4612.t2
OG0006070	KAK4471367.1	FhHiC23_g8580.t1, FhHiC23_g8580.t2
OG0006071	KAK4470452.1	FhHiC23_g776.t1
OG0006072	KAK4468222.1	FhHiC23_g3822.t1
OG0006073	KAK4469475.1	FhHiC23_g1191.t1
OG0006075	KAK4473004.1	FhHiC23_g10376.t1
OG0006076	KAK4469460.1	FhHiC23_g1138.t1
OG0006078	KAK4473176.1	FhHiC23_g5263.t1
OG0006079	KAK4469923.1	FhHiC23_g2384.t1
OG0006080	KAK4472512.1	FhHiC23_g4973.t1, FhHiC23_g4973.t2
OG0006081	KAK4474967.1, KAK4474989.1	FhHiC23_g13247.t1, FhHiC23_g13247.t2
OG0006082	KAK4473409.1	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2
OG0006083	KAK4468028.1	FhHiC23_g3965.t1
OG0006084	KAK4473370.1	FhHiC23_g9072.t1
OG0006085	KAK4470572.1	FhHiC23_g1500.t1
OG0006086	KAK4473150.1	FhHiC23_g5056.t2, FhHiC23_g5056.t1
OG0006087	KAK4473763.1	FhHiC23_g6578.t1
OG0006088	KAK4470106.1	FhHiC23_g2603.t1
OG0006089	KAK4474553.1	FhHiC23_g11135.t1
OG0006090	KAK4468461.1	FhHiC23_g16416.t1
OG0006091	KAK4470064.1	FhHiC23_g3114.t1
OG0006092	KAK4475267.1	FhHiC23_g11153.t1
OG0006093	KAK4469849.1	FhHiC23_g1828.t1, FhHiC23_g1828.t2
OG0006094	KAK4469655.1	FhHiC23_g91.t1, FhHiC23_g92.t1
OG0006096	KAK4475145.1	FhHiC23_g10989.t1, FhHiC23_g10989.t2
OG0006098	KAK4473228.1	FhHiC23_g8962.t1
OG0006099	KAK4476012.1	FhHiC23_g12073.t1
OG0006101	KAK4473860.1, KAK4473861.1	FhHiC23_g6551.t1
OG0006102	KAK4470811.1	FhHiC23_g3089.t1
OG0006103	KAK4473915.1	FhHiC23_g14597.t1
OG0006104	KAK4471375.1	FhHiC23_g8408.t1
OG0006105	KAK4468364.1	FhHiC23_g3810.t1, FhHiC23_g3811.t1
OG0006106	KAK4471821.1	FhHiC23_g8473.t1
OG0006107	KAK4470661.1	FhHiC23_g388.t1
OG0006108	KAK4468021.1	FhHiC23_g4575.t1
OG0006109	KAK4470206.1	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3
OG0006110	KAK4468507.1	FhHiC23_g16646.t1
OG0006111	KAK4475197.1	FhHiC23_g12070.t1, FhHiC23_g12070.t2
OG0006112	KAK4468759.1	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2
OG0006113	KAK4475648.1	FhHiC23_g12997.t1, FhHiC23_g12997.t2
OG0006115	KAK4472915.1	FhHiC23_g10209.t1
OG0006116	KAK4469108.1	FhHiC23_g2097.t1
OG0006117	KAK4469972.1	FhHiC23_g2065.t1
OG0006118	KAK4469742.1	FhHiC23_g1888.t1
OG0006119	KAK4469860.1	FhHiC23_g2865.t1
OG0006120	KAK4473475.1	FhHiC23_g13891.t1, FhHiC23_g13891.t2
OG0006121	KAK4475463.1	FhHiC23_g15697.t1
OG0006122	KAK4472419.1	FhHiC23_g6542.t1
OG0006123	KAK4471863.1	FhHiC23_g8348.t1
OG0006124	KAK4471259.1	FhHiC23_g8619.t1
OG0006125	KAK4470482.1	FhHiC23_g2620.t1
OG0006126	KAK4471777.1	FhHiC23_g7553.t1
