Orthogroup	s.mekongi	schistosoma_guineensis
OG0006405	KAK4469402.1	SGUI1_50330.1
OG0006406	KAK4469487.1	SGUI1_52740.1
OG0006407	KAK4475078.1	SGUI1_19070.1
OG0006408	KAK4470676.1	SGUI1_76530.1
OG0006409	KAK4469916.1	SGUI1_51990.1
OG0006410	KAK4474425.1	SGUI1_920.1
OG0006411	KAK4475080.1	SGUI1_1940.1
OG0006412	KAK4474934.1	SGUI1_17250.1
OG0006413	KAK4468951.1, KAK4468950.1	SGUI1_91320.1
OG0006414	KAK4468882.1	SGUI1_86480.1
OG0006415	KAK4473149.1	SGUI1_24160.1
OG0006416	KAK4471886.1	SGUI1_60920.1, SGUI1_60920.2
OG0006417	KAK4469389.1	SGUI1_50210.1
OG0006418	KAK4476247.1	SGUI1_8180.1
OG0006419	KAK4473108.1	SGUI1_27790.1
OG0006420	KAK4471323.1	SGUI1_64170.1
OG0006421	KAK4475819.1	SGUI1_5230.1
OG0006422	KAK4468514.1, KAK4468513.1	SGUI1_90620.1
OG0006423	KAK4468253.1	SGUI1_83190.1
OG0006424	KAK4469399.1	SGUI1_50310.1
OG0006425	KAK4470872.1	SGUI1_79120.1
OG0006426	KAK4475003.1	SGUI1_20340.1
OG0006427	KAK4472377.1	SGUI1_32820.1
OG0006428	KAK4474884.1	SGUI1_360.1
OG0006429	KAK4474389.1	SGUI1_10110.1
OG0006430	KAK4475603.1	SGUI1_3210.1
OG0006431	KAK4468422.1	SGUI1_91510.1
OG0006432	KAK4470909.1	SGUI1_79520.1
OG0006434	KAK4467733.1	SGUI1_93560.1
OG0006435	KAK4468342.1	SGUI1_81880.1
OG0006436	KAK4471217.1	SGUI1_69530.1
OG0006437	KAK4468454.1	SGUI1_91890.1
OG0006438	KAK4470735.1	SGUI1_77090.1
OG0006439	KAK4474734.1	SGUI1_12550.1, SGUI1_12650.1
OG0006441	KAK4467867.1	SGUI1_96140.1
OG0006442	KAK4474152.1	SGUI1_34770.1
OG0006443	KAK4474307.1	SGUI1_21010.1, SGUI1_21010.2
OG0006444	KAK4468945.1	SGUI1_89470.1
OG0006445	KAK4470321.1, KAK4470339.1	SGUI1_70410.1
OG0006446	KAK4469710.1	SGUI1_52220.1
OG0006447	KAK4468394.1	SGUI1_88080.2, SGUI1_88080.4, SGUI1_88080.1, SGUI1_88080.3
OG0006448	KAK4467334.1, KAK4475789.1	SGUI1_4690.1
OG0006449	KAK4472613.1	SGUI1_31540.1
OG0006451	KAK4470099.1	SGUI1_71530.1
OG0006452	KAK4469736.1	SGUI1_56760.1
OG0006453	KAK4471086.1	SGUI1_69590.1
OG0006454	KAK4476310.1	SGUI1_8910.1
OG0006455	KAK4469438.1, KAK4469439.1	SGUI1_50720.1
OG0006456	KAK4474956.1	SGUI1_1670.1
OG0006457	KAK4469879.1	SGUI1_54720.1
OG0006458	KAK4471648.1	SGUI1_66910.1
OG0006459	KAK4469048.1	SGUI1_56220.1, SGUI1_56220.2
OG0006460	KAK4471245.1	SGUI1_65780.1
OG0006461	KAK4468862.1	SGUI1_86730.1
OG0006463	KAK4471748.1	SGUI1_62620.1
OG0006464	KAK4475452.1	SGUI1_21700.1
OG0006465	KAK4470389.1, KAK4470390.1	SGUI1_77830.1
OG0006466	KAK4468711.1	SGUI1_88430.1, SGUI1_88430.2
OG0006467	KAK4476270.1	SGUI1_9750.1
OG0006468	KAK4473498.1	SGUI1_42650.1
OG0006469	KAK4467536.1	SGUI1_14560.1
OG0006470	KAK4472117.1, KAK4472118.1	SGUI1_58890.1
OG0006471	KAK4468031.1	SGUI1_84230.1
OG0006472	KAK4468034.1	SGUI1_84200.1
OG0006473	KAK4471779.1	SGUI1_62460.1
OG0006474	KAK4471336.1	SGUI1_66470.1
OG0006475	KAK4474741.1	SGUI1_12790.1
OG0006476	KAK4475599.1	SGUI1_3150.2, SGUI1_3150.1, SGUI1_3150.3
OG0006477	KAK4473143.1	SGUI1_27350.1
OG0006479	KAK4473546.1	SGUI1_43210.1
OG0006480	KAK4475459.1	SGUI1_21890.1
OG0006481	KAK4471607.1	SGUI1_67530.1
OG0006482	KAK4475060.1	SGUI1_21080.1
OG0006483	KAK4471873.1	SGUI1_60810.1
OG0006484	KAK4470052.1	SGUI1_70640.1
OG0006486	KAK4475460.1	SGUI1_21900.1
OG0006487	KAK4470596.1	SGUI1_73810.1, SGUI1_73810.2
OG0006488	KAK4474807.1, KAK4474806.1	SGUI1_15880.1
OG0006489	KAK4474404.1	SGUI1_10280.1
OG0006490	KAK4474243.1	SGUI1_7240.1
OG0006491	KAK4468076.1	SGUI1_85550.1
OG0006493	KAK4473348.1	SGUI1_22720.1
OG0006494	KAK4471685.1	SGUI1_63170.1
OG0006495	KAK4468050.1	SGUI1_84010.1
OG0006496	KAK4473659.1	SGUI1_45120.1
OG0006497	KAK4474678.1	SGUI1_12210.1
OG0006498	KAK4475030.1	SGUI1_1830.1
OG0006499	KAK4475813.1	SGUI1_5300.1
OG0006501	KAK4468550.1	SGUI1_90250.1
OG0006502	KAK4470086.1	SGUI1_70010.1
OG0006503	KAK4470063.1	SGUI1_80900.1
OG0006504	KAK4468323.1	SGUI1_82090.1
OG0006505	KAK4468219.1	SGUI1_83580.1, SGUI1_83580.2
OG0006506	KAK4471373.1	SGUI1_67010.1
OG0006508	KAK4471339.1	SGUI1_66500.1
OG0006509	KAK4467613.1	SGUI1_94300.1, SGUI1_94300.2
OG0006513	KAK4473878.1	SGUI1_37480.2, SGUI1_37480.1
OG0006514	KAK4468264.1	SGUI1_83070.1
OG0006515	KAK4473499.1	SGUI1_42640.1
OG0006516	KAK4472721.1	SGUI1_30500.1
OG0006517	KAK4467678.1	SGUI1_95630.1, SGUI1_95630.2
OG0006518	KAK4467631.1	SGUI1_96310.1
OG0006519	KAK4467751.1	SGUI1_93860.1, SGUI1_93860.2
OG0006520	KAK4467769.1	SGUI1_94930.1
OG0006521	KAK4468769.1	SGUI1_88340.1, SGUI1_88340.2
OG0006522	KAK4469080.1	SGUI1_46970.1
OG0006523	KAK4470020.1	SGUI1_77440.2, SGUI1_77440.1
OG0006524	KAK4470269.1	SGUI1_72890.1
OG0006525	KAK4471305.1	SGUI1_64220.1
OG0006526	KAK4472352.1	SGUI1_33070.1
OG0006527	KAK4473178.1	SGUI1_41330.1
OG0006528	KAK4474088.1	SGUI1_44660.1, SGUI1_44670.1
OG0006529	KAK4475187.1	SGUI1_18060.1, SGUI1_18060.2
OG0006543	KAK4468211.1	SGUI1_83630.1
OG0006544	KAK4467807.1	SGUI1_96010.1
OG0006545	KAK4470178.1	SGUI1_72110.1
OG0006546	KAK4468512.1	SGUI1_90650.1
OG0006547	KAK4469598.1	SGUI1_47970.1
OG0006548	KAK4467908.1	SGUI1_93360.1
OG0006549	KAK4471500.1	SGUI1_69220.1
OG0006550	KAK4469039.1	SGUI1_56170.1
OG0006551	KAK4470378.1	SGUI1_75160.1
OG0006552	KAK4475279.1	SGUI1_14720.1
OG0006553	KAK4470398.1	SGUI1_77750.1
OG0006554	KAK4472794.1	SGUI1_43810.1
OG0006555	KAK4468911.1	SGUI1_92770.1
OG0006556	KAK4469177.1	SGUI1_54150.1
OG0006557	KAK4471922.1	SGUI1_61370.1
OG0006558	KAK4470112.1	SGUI1_71400.1
OG0006559	KAK4475866.1	SGUI1_4880.1
OG0006560	KAK4472953.1	SGUI1_26470.1
OG0006561	KAK4471614.1	SGUI1_67470.1
OG0006562	KAK4474744.1	SGUI1_12830.1
OG0006563	KAK4468787.1	SGUI1_87660.1
OG0006564	KAK4473768.1	SGUI1_38880.1, SGUI1_38880.2
OG0006565	KAK4474293.1	SGUI1_16250.1
OG0006566	KAK4472769.1	SGUI1_28950.1, SGUI1_28950.2
OG0006567	KAK4472484.1	SGUI1_29990.1
OG0006568	KAK4475339.1	SGUI1_19970.1
OG0006569	KAK4472758.1	SGUI1_28920.1
OG0006570	KAK4469798.1	SGUI1_55810.1, SGUI1_55830.1
OG0006571	KAK4471797.1	SGUI1_62290.1
OG0006572	KAK4469197.1	SGUI1_46340.1
OG0006573	KAK4475111.1	SGUI1_1970.1
OG0006574	KAK4471650.1	SGUI1_66930.1
OG0006575	KAK4471137.1	SGUI1_58140.1
OG0006576	KAK4471148.1	SGUI1_58250.1
OG0006578	KAK4469612.1	SGUI1_47830.1
OG0006580	KAK4470733.1	SGUI1_77070.1
OG0006581	KAK4472952.1	SGUI1_26460.1
OG0006582	KAK4472729.1	SGUI1_30420.1
OG0006583	KAK4468816.1, KAK4468815.1	SGUI1_87160.1
OG0006584	KAK4467409.1	SGUI1_2540.1, SGUI1_2540.2
OG0006585	KAK4475223.1	SGUI1_17660.2, SGUI1_17660.1
OG0006586	KAK4473865.1	SGUI1_37330.1
OG0006588	KAK4474525.1	SGUI1_13310.1
OG0006589	KAK4475399.1	SGUI1_19310.1, SGUI1_19310.2
OG0006590	KAK4475398.1	SGUI1_19330.1
OG0006591	KAK4470251.1	SGUI1_72630.1
OG0006592	KAK4468126.1	SGUI1_84970.1
OG0006593	KAK4470588.1	SGUI1_71070.1, SGUI1_71070.2, SGUI1_71070.3
OG0006595	KAK4469351.1	SGUI1_53680.1
OG0006596	KAK4470883.1	SGUI1_79250.1, SGUI1_79250.2
OG0006597	KAK4470766.1	SGUI1_78080.1
OG0006598	KAK4467587.1	SGUI1_94260.1
OG0006599	KAK4473325.1	SGUI1_22940.1, SGUI1_22940.2
OG0006600	KAK4470912.1	SGUI1_79550.1
OG0006601	KAK4469924.1	SGUI1_51930.1
OG0006602	KAK4473223.1	SGUI1_24890.1
OG0006603	KAK4467918.1	SGUI1_93010.1
OG0006604	KAK4469031.1	SGUI1_56070.1
OG0006606	KAK4470316.1	SGUI1_73330.1
OG0006607	KAK4472881.1	SGUI1_26050.1
OG0006608	KAK4475347.1	SGUI1_19910.1
OG0006609	KAK4468893.1	SGUI1_86410.1
OG0006610	KAK4468019.1	SGUI1_82520.1
OG0006613	KAK4469943.1	SGUI1_56450.1, SGUI1_56450.2
OG0006615	KAK4472256.1	SGUI1_33960.1
OG0006617	KAK4470089.1	SGUI1_70050.1, SGUI1_70050.2
OG0006618	KAK4473831.1	SGUI1_36970.3, SGUI1_36970.1, SGUI1_36970.2
OG0006619	KAK4473072.1	SGUI1_23850.1
OG0006620	KAK4475270.1	SGUI1_2140.1
OG0006621	KAK4468854.1	SGUI1_92620.1
OG0006622	KAK4474817.1	SGUI1_15980.1
OG0006623	KAK4471350.1	SGUI1_66620.1
OG0006624	KAK4474178.1	SGUI1_34460.1
OG0006625	KAK4471810.1	SGUI1_62160.1
OG0006627	KAK4469737.1	SGUI1_56770.1
OG0006628	KAK4468803.1	SGUI1_92690.1
OG0006629	KAK4470530.1	SGUI1_76110.1
OG0006630	KAK4468002.1	SGUI1_81640.1
OG0006631	KAK4469135.1	SGUI1_51480.1
OG0006632	KAK4473755.1	SGUI1_39020.1
OG0006633	KAK4470143.1	SGUI1_70130.1
OG0006634	KAK4473597.1	SGUI1_40920.1
OG0006635	KAK4476030.1	SGUI1_6760.1
OG0006636	KAK4473186.1	SGUI1_24530.1
OG0006637	KAK4473550.1	SGUI1_43250.1, SGUI1_43250.2
OG0006638	KAK4476034.1	SGUI1_96940.1
OG0006639	KAK4471004.1	SGUI1_80580.2, SGUI1_80580.1
OG0006641	KAK4470492.1	SGUI1_76440.1
OG0006642	KAK4471943.1	SGUI1_64930.1
OG0006643	KAK4471115.1, KAK4471114.1	SGUI1_58620.1
OG0006644	KAK4473161.1	SGUI1_24290.1
OG0006645	KAK4471930.1	SGUI1_61450.1
OG0006646	KAK4469158.1	SGUI1_51750.1
OG0006647	KAK4471348.1	SGUI1_66600.1
OG0006648	KAK4471343.1	SGUI1_66540.1
OG0006650	KAK4469119.1	SGUI1_47400.1
OG0006651	KAK4467532.1, KAK4474645.1	SGUI1_11690.1
OG0006652	KAK4473282.1	SGUI1_23580.1
OG0006653	KAK4471815.1	SGUI1_64800.1
OG0006654	KAK4471345.1	SGUI1_66570.1
OG0006655	KAK4472543.1	SGUI1_34090.1
OG0006656	KAK4472542.1	SGUI1_34080.1
OG0006657	KAK4473236.1	SGUI1_25040.1
OG0006658	KAK4470396.1	SGUI1_77790.1
OG0006659	KAK4474143.1	SGUI1_34890.1
OG0006660	KAK4468071.1	SGUI1_85600.1
OG0006661	KAK4470271.1	SGUI1_72910.1
OG0006662	KAK4474782.1	SGUI1_15660.1
OG0006663	KAK4473432.1	SGUI1_41950.1
OG0006664	KAK4469669.1	SGUI1_51100.2, SGUI1_51100.1
OG0006665	KAK4473999.1	SGUI1_36440.2, SGUI1_36440.1
OG0006666	KAK4474502.1	SGUI1_1300.1, SGUI1_1300.2
OG0006667	KAK4476045.1	SGUI1_6560.1
OG0006668	KAK4473160.1	SGUI1_24270.1
OG0006669	KAK4474398.1	SGUI1_13940.1
OG0006670	KAK4470109.1	SGUI1_71390.1
OG0006671	KAK4470900.1	SGUI1_79410.1
OG0006672	KAK4474968.1	SGUI1_17540.1
OG0006673	KAK4475015.1	SGUI1_20460.1
OG0006674	KAK4470998.1	SGUI1_80490.1
OG0006675	KAK4475510.1	SGUI1_22120.1
OG0006676	KAK4470487.1	SGUI1_74640.1
OG0006677	KAK4473374.1	SGUI1_22490.1
OG0006678	KAK4469072.1	SGUI1_46880.1
OG0006679	KAK4474019.1, KAK4474208.1	SGUI1_32080.1
OG0006680	KAK4474433.1	SGUI1_11070.1
OG0006681	KAK4471915.1	SGUI1_61310.1
OG0006682	KAK4468175.1	SGUI1_84640.1
OG0006684	KAK4475209.1	SGUI1_17880.1
OG0006685	KAK4472297.1	SGUI1_33550.1
OG0006686	KAK4469338.1	SGUI1_53530.1
OG0006687	KAK4468588.1	SGUI1_89160.1
OG0006688	KAK4472069.1	SGUI1_59380.1
OG0006689	KAK4471988.1	SGUI1_62000.1, SGUI1_62000.2
OG0006690	KAK4471916.1	SGUI1_61320.1
OG0006691	KAK4470738.1	SGUI1_77110.1
OG0006693	KAK4473324.1	SGUI1_22950.1
OG0006694	KAK4470805.1	SGUI1_78490.1
OG0006695	KAK4471316.1	SGUI1_64080.1
OG0006696	KAK4468833.1	SGUI1_87310.1
OG0006697	KAK4472723.1	SGUI1_30480.1
OG0006698	KAK4473417.1	SGUI1_41810.1
OG0006699	KAK4470102.1	SGUI1_71500.1
OG0006700	KAK4473710.1	SGUI1_39620.1
OG0006701	KAK4469241.1	SGUI1_49510.1
OG0006702	KAK4468412.1	SGUI1_91390.1
OG0006704	KAK4474126.1	SGUI1_35120.1
OG0006705	KAK4469787.1	SGUI1_57170.1
OG0006706	KAK4473601.1	SGUI1_40890.1
OG0006707	KAK4472405.1	SGUI1_30270.1
OG0006709	KAK4475044.1	SGUI1_20910.1
OG0006710	KAK4468241.1	SGUI1_83310.1
OG0006711	KAK4471190.1	SGUI1_65230.1
OG0006712	KAK4468188.1	SGUI1_84780.1
OG0006713	KAK4472381.1	SGUI1_32780.1
OG0006714	KAK4473388.1	SGUI1_22340.1
OG0006715	KAK4472760.1	SGUI1_43840.1
OG0006716	KAK4469063.1	SGUI1_45600.1
OG0006717	KAK4468421.1	SGUI1_91500.1
OG0006718	KAK4475520.1	SGUI1_22210.1
OG0006719	KAK4469365.1	SGUI1_46130.1
OG0006720	KAK4472950.1	SGUI1_26590.1
OG0006722	KAK4472831.1	SGUI1_28270.1
OG0006723	KAK4469083.1	SGUI1_45610.1
OG0006724	KAK4475619.1	SGUI1_3270.1
OG0006725	KAK4471730.1	SGUI1_62780.1
OG0006726	KAK4471676.1	SGUI1_63190.1
OG0006727	KAK4471017.1	SGUI1_80680.1
OG0006728	KAK4467640.1	SGUI1_95260.1
OG0006729	KAK4467785.1	SGUI1_95790.1
OG0006730	KAK4472623.1	SGUI1_31450.1
OG0006731	KAK4468723.1	SGUI1_87800.1
OG0006732	KAK4471486.1	SGUI1_64740.1
OG0006734	KAK4468487.1	SGUI1_92220.1
OG0006735	KAK4471420.1	SGUI1_63770.1
OG0006736	KAK4470595.1	SGUI1_73790.1
OG0006737	KAK4475462.1	SGUI1_2360.1
OG0006738	KAK4473410.1	SGUI1_45280.1
OG0006739	KAK4475374.1	SGUI1_19610.1
OG0006740	KAK4468291.1	SGUI1_82790.1
OG0006741	KAK4475256.1	SGUI1_12960.1
OG0006742	KAK4474410.1	SGUI1_10210.1
OG0006743	KAK4469394.1	SGUI1_50250.1
OG0006744	KAK4468729.1	SGUI1_87900.1
OG0006745	KAK4468192.1	SGUI1_84830.1
OG0006746	KAK4470942.1	SGUI1_79840.1
OG0006747	KAK4468319.1	SGUI1_82140.1
OG0006748	KAK4474395.1	SGUI1_10160.2, SGUI1_10160.1
OG0006749	KAK4473850.1	SGUI1_37180.1, SGUI1_37180.2
OG0006750	KAK4468480.1	SGUI1_92150.1
OG0006751	KAK4469773.1	SGUI1_57320.1
OG0006752	KAK4474718.1	SGUI1_12480.1
OG0006753	KAK4471655.1	SGUI1_69060.1
OG0006754	KAK4469264.1	SGUI1_49280.1
OG0006755	KAK4471050.1	SGUI1_66080.1
OG0006756	KAK4468856.1	SGUI1_86830.1
OG0006757	KAK4476186.1	SGUI1_6950.1
OG0006758	KAK4471294.1	SGUI1_64330.1
OG0006759	KAK4476269.1	SGUI1_9780.1
OG0006760	KAK4471319.1	SGUI1_64110.1
OG0006761	KAK4469686.1	SGUI1_45560.1
OG0006762	KAK4467892.1	SGUI1_94080.1
OG0006763	KAK4475176.1	SGUI1_18140.1
OG0006764	KAK4470645.1	SGUI1_74350.1
OG0006765	KAK4468834.1	SGUI1_87330.1
OG0006766	KAK4468867.1	SGUI1_86660.1
OG0006767	KAK4468858.1	SGUI1_86790.1
OG0006768	KAK4476089.1	SGUI1_7300.1
OG0006769	KAK4470667.1	SGUI1_74590.1
OG0006772	KAK4471527.1	SGUI1_68480.1
OG0006773	KAK4470394.1	SGUI1_77810.1
OG0006774	KAK4475092.1	SGUI1_18970.1
OG0006775	KAK4472030.1	SGUI1_59840.2, SGUI1_59840.1
OG0006776	KAK4472090.1	SGUI1_65120.1
OG0006778	KAK4475360.1	SGUI1_19770.1
OG0006779	KAK4469205.1	SGUI1_49880.1
OG0006780	KAK4468199.1	SGUI1_83740.1
OG0006782	KAK4471624.1	SGUI1_69090.1
OG0006783	KAK4474886.1	SGUI1_16720.1
OG0006785	KAK4470943.1	SGUI1_79860.1, SGUI1_79860.3, SGUI1_79860.2
OG0006786	KAK4475363.1	SGUI1_19730.1
OG0006787	KAK4472341.1, KAK4472346.1	SGUI1_33130.1
OG0006788	KAK4471229.1	SGUI1_65600.1
OG0006789	KAK4467548.1, KAK4474721.1	SGUI1_12440.1
OG0006790	KAK4467939.1	SGUI1_93080.1
OG0006792	KAK4473318.1	SGUI1_23030.1
OG0006797	KAK4476217.1	SGUI1_1030.1
OG0006798	KAK4469257.1	SGUI1_49330.1, SGUI1_49330.2
OG0006799	KAK4473405.1	SGUI1_41650.1
OG0006800	KAK4475471.1	SGUI1_21520.1
OG0006801	KAK4475296.1, KAK4475297.1	SGUI1_14870.1
OG0006802	KAK4475299.1	SGUI1_14900.1
OG0006803	KAK4470435.1	SGUI1_77310.1
OG0006804	KAK4468136.1	SGUI1_83800.1
OG0006805	KAK4468225.1	SGUI1_83490.1
OG0006806	KAK4472464.1	SGUI1_29720.1
OG0006807	KAK4472177.1	SGUI1_32010.1
OG0006808	KAK4472926.1	SGUI1_26800.1, SGUI1_26800.2
OG0006810	KAK4471568.1	SGUI1_68020.1
OG0006811	KAK4468059.1	SGUI1_85740.1
OG0006813	KAK4472586.1	SGUI1_31810.1, SGUI1_31810.2
OG0006816	KAK4468426.1	SGUI1_90960.1
OG0006817	KAK4472889.1	SGUI1_26000.1
OG0006818	KAK4473298.1	SGUI1_23270.1
OG0006819	KAK4475233.1	SGUI1_15180.1
OG0006820	KAK4470517.1	SGUI1_76220.1
OG0006821	KAK4473826.1	SGUI1_36900.1
OG0006822	KAK4467520.1, KAK4475732.1	SGUI1_4270.1, SGUI1_4270.2
OG0006823	KAK4467694.1	SGUI1_93810.2, SGUI1_93810.1
OG0006824	KAK4467731.1	SGUI1_93550.1
OG0006825	KAK4467961.1	SGUI1_85680.1
OG0006826	KAK4468074.1	SGUI1_85570.1, SGUI1_85570.2
OG0006827	KAK4468409.1	SGUI1_91350.1
OG0006828	KAK4470728.1, KAK4470729.1	SGUI1_77020.1
OG0006829	KAK4471232.1	SGUI1_65640.1
OG0006830	KAK4471707.1	SGUI1_62980.1, SGUI1_62980.2
OG0006831	KAK4472616.1	SGUI1_31500.1, SGUI1_31500.2
OG0006832	KAK4472862.1	SGUI1_25580.1
OG0006833	KAK4472933.1	SGUI1_26720.1
OG0006834	KAK4473055.1	SGUI1_24040.1
OG0006835	KAK4474147.1	SGUI1_44770.1
OG0006836	KAK4474866.1	SGUI1_16540.1, SGUI1_16540.2
OG0006851	KAK4471644.1	SGUI1_67090.1
OG0006852	KAK4467806.1	SGUI1_96000.1
OG0006853	KAK4475238.1	SGUI1_15230.1
OG0006854	KAK4469294.1	SGUI1_48950.1
OG0006855	KAK4467704.1	SGUI1_94660.1
OG0006856	KAK4472309.1	SGUI1_44930.1
OG0006857	KAK4468508.1	SGUI1_90670.1
OG0006859	KAK4474555.1	SGUI1_1350.1
OG0006861	KAK4469527.1	SGUI1_53210.1
OG0006862	KAK4472780.1	SGUI1_28750.1
OG0006864	KAK4469600.1	SGUI1_47950.1
OG0006865	KAK4473202.1	SGUI1_24680.1
OG0006866	KAK4472387.1	SGUI1_32720.1
OG0006867	KAK4468804.1	SGUI1_87480.2, SGUI1_87480.1
OG0006869	KAK4472355.1	SGUI1_33030.1
OG0006870	KAK4472426.1	SGUI1_29380.1
OG0006871	KAK4468791.1	SGUI1_87600.1
OG0006872	KAK4469605.1	SGUI1_47890.1
OG0006873	KAK4476052.1	SGUI1_6470.1
OG0006874	KAK4474904.1	SGUI1_16940.2, SGUI1_16950.1, SGUI1_16940.1
OG0006875	KAK4471253.1	SGUI1_65850.1
OG0006877	KAK4469584.1	SGUI1_48140.1
OG0006878	KAK4468287.1	SGUI1_82840.1
OG0006879	KAK4471091.1	SGUI1_58840.1
OG0006880	KAK4468091.1	SGUI1_82440.1
OG0006881	KAK4468552.1	SGUI1_90230.1, SGUI1_90230.2
OG0006882	KAK4468706.1	SGUI1_88500.1
OG0006883	KAK4472975.1	SGUI1_26290.1
OG0006884	KAK4470188.1	SGUI1_72230.1
OG0006887	KAK4473277.1	SGUI1_25440.1
OG0006888	KAK4473901.1	SGUI1_37750.1
OG0006889	KAK4468586.1	SGUI1_89150.1
OG0006890	KAK4468439.1	SGUI1_91740.1
OG0006891	KAK4469196.1	SGUI1_49960.1
OG0006892	KAK4471424.1	SGUI1_63820.1
OG0006893	KAK4472905.1	SGUI1_28150.1
OG0006894	KAK4467667.1	SGUI1_95540.1
OG0006895	KAK4472307.1	SGUI1_33440.1, SGUI1_33440.2
OG0006897	KAK4473720.1	SGUI1_39520.1
OG0006899	KAK4472678.1	SGUI1_30900.1
OG0006900	KAK4467697.1	SGUI1_94730.1
OG0006902	KAK4475628.1	SGUI1_250.1
OG0006903	KAK4474604.1	SGUI1_14430.1
OG0006904	KAK4469546.1	SGUI1_53400.1
OG0006905	KAK4467829.1	SGUI1_96520.1, SGUI1_96520.2
OG0006907	KAK4469840.1	SGUI1_55260.1
OG0006908	KAK4472877.1	SGUI1_45210.1
OG0006909	KAK4476197.1	SGUI1_8410.1
OG0006910	KAK4471135.1	SGUI1_58120.1
OG0006911	KAK4469511.1	SGUI1_53070.1
OG0006912	KAK4474520.1	SGUI1_13400.1
OG0006913	KAK4475134.1	SGUI1_18560.1
OG0006914	KAK4469168.1	SGUI1_51800.1
OG0006915	KAK4472572.1	SGUI1_31940.1
OG0006916	KAK4467921.1	SGUI1_93240.1
OG0006917	KAK4474335.1	SGUI1_96930.1, SGUI1_96930.2
OG0006918	KAK4474200.1	SGUI1_31990.1
OG0006920	KAK4472955.1	SGUI1_26490.1
OG0006921	KAK4471963.1	SGUI1_61740.1
OG0006922	KAK4474668.1	SGUI1_11870.1
OG0006923	KAK4467689.1	SGUI1_94790.1
OG0006924	KAK4470947.1	SGUI1_79900.1
OG0006925	KAK4469414.1	SGUI1_50530.1
OG0006926	KAK4469718.1	SGUI1_52140.1
OG0006927	KAK4469516.1	SGUI1_53110.1
OG0006928	KAK4474774.1, KAK4474775.1	SGUI1_15580.1
OG0006929	KAK4468265.1	SGUI1_83060.1
OG0006930	KAK4475769.1	SGUI1_4510.1
OG0006931	KAK4476300.1	SGUI1_9510.1
OG0006933	KAK4469484.1	SGUI1_52770.1
OG0006934	KAK4473468.1	SGUI1_42350.1, SGUI1_42350.2
OG0006935	KAK4470119.1	SGUI1_71460.1
OG0006936	KAK4473967.1	SGUI1_36780.1
OG0006937	KAK4469857.1	SGUI1_55060.1
OG0006938	KAK4468523.1	SGUI1_90530.1
OG0006939	KAK4473444.1	SGUI1_42100.1
OG0006940	KAK4474574.1	SGUI1_14230.1
OG0006941	KAK4475135.1	SGUI1_18550.1
OG0006942	KAK4474911.1	SGUI1_17010.1
OG0006943	KAK4468147.1	SGUI1_83890.1
OG0006944	KAK4470211.1	SGUI1_72440.1
OG0006945	KAK4473271.1	SGUI1_25380.1
OG0006946	KAK4474469.1	SGUI1_11360.1
OG0006948	KAK4474191.1	SGUI1_34340.1
OG0006949	KAK4470308.1	SGUI1_73240.1
OG0006950	KAK4470537.1	SGUI1_75920.1
OG0006951	KAK4475344.1	SGUI1_19940.1
OG0006952	KAK4473140.1	SGUI1_27380.1
OG0006953	KAK4472031.1	SGUI1_59520.1, SGUI1_59520.2
OG0006954	KAK4469496.1	SGUI1_52650.1
OG0006955	KAK4472673.1	SGUI1_30950.1
OG0006956	KAK4471828.1	SGUI1_60600.1
OG0006957	KAK4470225.1	SGUI1_71670.1
OG0006958	KAK4471478.1	SGUI1_69250.1
OG0006959	KAK4468817.1	SGUI1_87170.1
OG0006960	KAK4474157.1	SGUI1_34700.1
OG0006961	KAK4468544.1	SGUI1_90300.1
OG0006962	KAK4469935.1	SGUI1_54250.1
OG0006963	KAK4469291.1	SGUI1_48980.1
OG0006964	KAK4471749.1	SGUI1_62610.1
OG0006965	KAK4474107.1	SGUI1_35310.1
OG0006966	KAK4471986.1	SGUI1_61980.1
OG0006967	KAK4468651.1	SGUI1_89110.1
OG0006968	KAK4473904.1	SGUI1_37770.1
OG0006969	KAK4470231.1	SGUI1_71610.1
OG0006970	KAK4470230.1	SGUI1_71620.1
OG0006971	KAK4470060.1	SGUI1_80830.1
OG0006972	KAK4471938.1	SGUI1_61510.1
OG0006974	KAK4468313.1	SGUI1_82210.1
OG0006975	KAK4475509.1	SGUI1_22110.1
OG0006976	KAK4471635.1	SGUI1_69080.1
OG0006977	KAK4472520.1	SGUI1_32370.1
OG0006978	KAK4473341.1	SGUI1_22790.1
OG0006979	KAK4471369.1	SGUI1_66840.1
OG0006981	KAK4471973.1	SGUI1_61830.1
OG0006982	KAK4469973.1	SGUI1_56570.1
OG0006983	KAK4475251.1	SGUI1_15370.1
OG0006984	KAK4469149.1	SGUI1_51690.1
OG0006985	KAK4473604.1	SGUI1_40860.1
OG0006986	KAK4475609.1	SGUI1_3400.1
OG0006987	KAK4470750.1	SGUI1_77920.1
OG0006988	KAK4470751.1	SGUI1_77930.1
OG0006989	KAK4470609.1	SGUI1_74030.1
OG0006990	KAK4475163.1	SGUI1_2040.1
OG0006991	KAK4468248.1	SGUI1_82280.1
OG0006992	KAK4475488.1	SGUI1_21980.1
OG0006993	KAK4474890.1	SGUI1_16760.2, SGUI1_16760.1
OG0006995	KAK4471745.1	SGUI1_62650.1
OG0006996	KAK4475586.1	SGUI1_290.1
