Orthogroup	s.mekongi	fasciola_gigantica
OG0006145	KAK4473781.1	FGIG_11257
OG0006146	KAK4470796.1	FGIG_11274
OG0006148	KAK4471304.1	FGIG_11321
OG0006150	KAK4472611.1	FGIG_11446
OG0006151	KAK4473401.1	FGIG_11455
OG0006152	KAK4468926.1	FGIG_11474
OG0006153	KAK4471875.1	FGIG_11530
OG0006154	KAK4468885.1	FGIG_11547
OG0006155	KAK4475041.1	FGIG_11830
OG0006156	KAK4470444.1	FGIG_11874
OG0006157	KAK4473730.1	FGIG_11878
OG0006158	KAK4475359.1	FGIG_11954
OG0006159	KAK4473320.1	FGIG_12040
OG0006160	KAK4474833.1	FGIG_12105
OG0006161	KAK4468090.1, KAK4468092.1	FGIG_12166
OG0006162	KAK4475131.1	FGIG_12313
OG0006163	KAK4474820.1	FGIG_12372
OG0006164	KAK4474565.1	FGIG_12474
OG0006166	KAK4469118.1	FGIG_12529
OG0006167	KAK4467994.1	FGIG_12579
OG0006168	KAK4468499.1	FGIG_12633
OG0006225	KAK4471643.1	FGIG_00026
OG0006226	KAK4476294.1	FGIG_00055, FGIG_06305
OG0006227	KAK4474539.1	FGIG_00060
OG0006228	KAK4472991.1	FGIG_00068
OG0006229	KAK4474761.1	FGIG_00075
OG0006230	KAK4467743.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	KAK4473626.1	FGIG_00166
OG0006233	KAK4473761.1	FGIG_00324
OG0006234	KAK4474507.1	FGIG_00325
OG0006236	KAK4471510.1	FGIG_00448
OG0006237	KAK4473660.1	FGIG_00450
OG0006238	KAK4472625.1	FGIG_00472
OG0006239	KAK4470408.1	FGIG_00474
OG0006240	KAK4468210.1	FGIG_00494, FGIG_00495
OG0006241	KAK4469038.1	FGIG_00551
OG0006242	KAK4475281.1	FGIG_12664, FGIG_00622
OG0006243	KAK4472546.1	FGIG_00637
OG0006244	KAK4472018.1	FGIG_00766
OG0006246	KAK4468289.1	FGIG_00799
OG0006248	KAK4468408.1	FGIG_00890
OG0006249	KAK4469514.1	FGIG_00933
OG0006250	KAK4472378.1	FGIG_00958
OG0006251	KAK4474813.1	FGIG_01056
OG0006252	KAK4474188.1	FGIG_01080
OG0006253	KAK4468521.1	FGIG_09181, FGIG_01105
OG0006254	KAK4475397.1	FGIG_01121
OG0006255	KAK4474065.1	FGIG_01124
OG0006256	KAK4473699.1	FGIG_01136
OG0006257	KAK4467720.1	FGIG_04631, FGIG_01141
OG0006258	KAK4471618.1	FGIG_01246
OG0006259	KAK4468606.1	FGIG_01260, FGIG_01261
OG0006260	KAK4473007.1	FGIG_01269
OG0006261	KAK4470727.1	FGIG_01386, FGIG_01385
OG0006262	KAK4471496.1	FGIG_01406
OG0006263	KAK4467364.1	FGIG_01444, FGIG_06726
OG0006264	KAK4470774.1	FGIG_01450
OG0006265	KAK4473372.1	FGIG_01474
OG0006266	KAK4469445.1	FGIG_01521, FGIG_01522
OG0006269	KAK4469564.1	FGIG_01663
OG0006270	KAK4474815.1	FGIG_01788
OG0006271	KAK4475082.1	FGIG_01813
OG0006272	KAK4476311.1	FGIG_01877
OG0006273	KAK4473895.1	FGIG_01880
OG0006274	KAK4473472.1	FGIG_01909
OG0006275	KAK4470076.1	FGIG_02097
OG0006276	KAK4468159.1	FGIG_02118
OG0006277	KAK4472524.1	FGIG_02172
OG0006278	KAK4468118.1	FGIG_02173
OG0006280	KAK4474428.1	FGIG_02259
OG0006281	KAK4472242.1	FGIG_02319
OG0006282	KAK4470781.1	FGIG_02396
OG0006283	KAK4473345.1	FGIG_02470
OG0006284	KAK4470247.1	FGIG_02617, FGIG_12218
OG0006285	KAK4469904.1	FGIG_02631
OG0006286	KAK4471705.1	FGIG_02651
OG0006287	KAK4470623.1	FGIG_02696
OG0006288	KAK4470640.1	FGIG_02732, FGIG_02733
OG0006289	KAK4470767.1	FGIG_02774
OG0006290	KAK4471146.1	FGIG_02808
OG0006291	KAK4471813.1	FGIG_02861
OG0006292	KAK4471513.1	FGIG_02864
OG0006293	KAK4467832.1	FGIG_02873
OG0006294	KAK4473158.1	FGIG_02897, FGIG_12580
OG0006295	KAK4467651.1	FGIG_02916
OG0006296	KAK4473605.1	FGIG_12568, FGIG_02930
OG0006297	KAK4472956.1	FGIG_02936, FGIG_02935
OG0006298	KAK4475196.1	FGIG_02955
OG0006299	KAK4475430.1	FGIG_03008
OG0006301	KAK4476018.1	FGIG_03060
OG0006302	KAK4469873.1	FGIG_03099
OG0006303	KAK4474640.1	FGIG_03117
OG0006306	KAK4474931.1	FGIG_03193, FGIG_08482
OG0006307	KAK4474117.1, KAK4474119.1	FGIG_03350
OG0006308	KAK4470559.1	FGIG_03514
OG0006309	KAK4470879.1	FGIG_03636
OG0006310	KAK4467625.1	FGIG_03648
OG0006312	KAK4470756.1	FGIG_03684
OG0006313	KAK4470031.1	FGIG_03696
OG0006314	KAK4470674.1	FGIG_03713
OG0006315	KAK4467941.1	FGIG_03720
OG0006316	KAK4471515.1	FGIG_03811, FGIG_03812
OG0006317	KAK4469380.1	FGIG_03875
OG0006318	KAK4469409.1	FGIG_03888
OG0006319	KAK4468502.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006320	KAK4472685.1	FGIG_03957
OG0006321	KAK4476296.1	FGIG_04040
OG0006322	KAK4469023.1	FGIG_04082
OG0006323	KAK4472277.1	FGIG_04136
OG0006324	KAK4475001.1	FGIG_04163
OG0006325	KAK4475885.1	FGIG_04216
OG0006326	KAK4467861.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	KAK4473194.1	FGIG_04492, FGIG_04491
OG0006328	KAK4471116.1	FGIG_04497
OG0006329	KAK4471621.1	FGIG_04500
OG0006330	KAK4468613.1	FGIG_04553
OG0006331	KAK4472021.1	FGIG_04577
OG0006332	KAK4473440.1	FGIG_04582
OG0006333	KAK4471830.1	FGIG_04670
OG0006334	KAK4468246.1, KAK4468247.1	FGIG_04684
OG0006335	KAK4467646.1	FGIG_04751
OG0006336	KAK4475478.1	FGIG_04777
OG0006337	KAK4475237.1	FGIG_04780
OG0006338	KAK4475375.1	FGIG_04804
OG0006339	KAK4474098.1	FGIG_04931
OG0006340	KAK4473588.1	FGIG_04957, FGIG_05164
OG0006341	KAK4469929.1	FGIG_05004
OG0006342	KAK4468182.1	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	KAK4471929.1	FGIG_05060, FGIG_05091
OG0006344	KAK4472850.1	FGIG_05103
OG0006345	KAK4470125.1	FGIG_05236
OG0006346	KAK4468823.1	FGIG_05271
OG0006347	KAK4473139.1	FGIG_05292
OG0006348	KAK4473389.1	FGIG_05327
OG0006349	KAK4476000.1	FGIG_05354, FGIG_05355
OG0006350	KAK4473838.1	FGIG_05372, FGIG_05373
OG0006352	KAK4474570.1	FGIG_05416
OG0006353	KAK4470087.1	FGIG_05427
OG0006354	KAK4470163.1	FGIG_05431
OG0006355	KAK4469137.1	FGIG_05443
OG0006356	KAK4470941.1	FGIG_05477
OG0006357	KAK4468024.1	FGIG_05499
OG0006358	KAK4474783.1	FGIG_05606
OG0006359	KAK4469668.1	FGIG_05685, FGIG_05684
OG0006360	KAK4467915.1	FGIG_05687
OG0006361	KAK4469875.1	FGIG_05695
OG0006362	KAK4475037.1	FGIG_05758
OG0006363	KAK4474399.1	FGIG_05842
OG0006364	KAK4468254.1	FGIG_05846
OG0006365	KAK4475432.1	FGIG_05854
OG0006366	KAK4469478.1	FGIG_05942
OG0006367	KAK4470144.1	FGIG_06038
OG0006368	KAK4471308.1	FGIG_06056
OG0006369	KAK4468083.1	FGIG_06074
OG0006370	KAK4470233.1	FGIG_06179
OG0006371	KAK4468278.1	FGIG_06220
OG0006372	KAK4473022.1	FGIG_06257
OG0006373	KAK4470865.1	FGIG_06266
OG0006374	KAK4469453.1	FGIG_06368
OG0006375	KAK4475381.1	FGIG_06379
OG0006376	KAK4468798.1	FGIG_12584, FGIG_06425
OG0006377	KAK4471981.1	FGIG_06440
OG0006378	KAK4469187.1	FGIG_06445, FGIG_06444
OG0006379	KAK4468873.1	FGIG_06453
OG0006380	KAK4468597.1	FGIG_06551
OG0006381	KAK4470336.1	FGIG_06561
OG0006382	KAK4468063.1	FGIG_06574
OG0006383	KAK4468336.1	FGIG_06621
OG0006384	KAK4472015.1, KAK4472016.1	FGIG_06626
OG0006385	KAK4474945.1	FGIG_06657
OG0006386	KAK4469744.1	FGIG_06699
OG0006387	KAK4470836.1, KAK4470837.1	FGIG_06734, FGIG_12424
OG0006388	KAK4472008.1	FGIG_06755
OG0006389	KAK4468117.1	FGIG_06771
OG0006390	KAK4471277.1	FGIG_06827
OG0006391	KAK4471276.1	FGIG_07033, FGIG_06828
OG0006392	KAK4467827.1	FGIG_10067, FGIG_06830
OG0006394	KAK4469590.1	FGIG_06942
OG0006395	KAK4474500.1	FGIG_06992
OG0006396	KAK4474981.1	FGIG_06995
OG0006397	KAK4470041.1	FGIG_07001
OG0006398	KAK4475908.1	FGIG_07086
OG0006399	KAK4474287.1	FGIG_07120
OG0006400	KAK4470328.1	FGIG_07283
OG0006401	KAK4469089.1	FGIG_07310
OG0006402	KAK4472875.1	FGIG_07313
OG0006403	KAK4475922.1	FGIG_07437
OG0006404	KAK4472305.1	FGIG_07473
OG0006405	KAK4469402.1	FGIG_07477
OG0006406	KAK4469487.1	FGIG_07578
OG0006407	KAK4475078.1	FGIG_07582
OG0006408	KAK4470676.1	FGIG_07627
OG0006409	KAK4469916.1	FGIG_07688
OG0006410	KAK4474425.1	FGIG_07709
OG0006411	KAK4475080.1	FGIG_07733
OG0006412	KAK4474934.1	FGIG_07743, FGIG_07742
OG0006413	KAK4468951.1, KAK4468950.1	FGIG_07840
OG0006414	KAK4468882.1	FGIG_07937
OG0006415	KAK4473149.1	FGIG_08006
OG0006416	KAK4471886.1	FGIG_08033
OG0006417	KAK4469389.1	FGIG_08055
OG0006418	KAK4476247.1	FGIG_08067
OG0006419	KAK4473108.1	FGIG_08105
OG0006420	KAK4471323.1	FGIG_08164
OG0006421	KAK4475819.1	FGIG_08200
OG0006422	KAK4468514.1, KAK4468513.1	FGIG_08202
OG0006423	KAK4468253.1	FGIG_08206, FGIG_10667
OG0006424	KAK4469399.1	FGIG_08208
OG0006425	KAK4470872.1	FGIG_08311
OG0006426	KAK4475003.1	FGIG_08358
OG0006427	KAK4472377.1	FGIG_08359
OG0006428	KAK4474884.1	FGIG_08397
OG0006429	KAK4474389.1	FGIG_08439
OG0006430	KAK4475603.1	FGIG_08457
OG0006431	KAK4468422.1	FGIG_08615
OG0006432	KAK4470909.1	FGIG_08656
OG0006434	KAK4467733.1	FGIG_08760
OG0006435	KAK4468342.1	FGIG_08771
OG0006436	KAK4471217.1	FGIG_08796
OG0006437	KAK4468454.1	FGIG_08799
OG0006438	KAK4470735.1	FGIG_08851
OG0006439	KAK4474734.1	FGIG_08865
OG0006441	KAK4467867.1	FGIG_08947
OG0006442	KAK4474152.1	FGIG_08983
OG0006443	KAK4474307.1	FGIG_09051
OG0006444	KAK4468945.1	FGIG_09053
OG0006445	KAK4470321.1, KAK4470339.1	FGIG_09103
OG0006446	KAK4469710.1	FGIG_09224
OG0006447	KAK4468394.1	FGIG_09286
OG0006448	KAK4467334.1, KAK4475789.1	FGIG_09313
OG0006449	KAK4472613.1	FGIG_09359
OG0006450	KAK4475547.1	FGIG_09392
OG0006451	KAK4470099.1	FGIG_09470
OG0006452	KAK4469736.1	FGIG_09553
OG0006453	KAK4471086.1	FGIG_09566
OG0006454	KAK4476310.1	FGIG_09585
OG0006455	KAK4469438.1, KAK4469439.1	FGIG_09741
OG0006456	KAK4474956.1	FGIG_09749
OG0006457	KAK4469879.1	FGIG_09819
OG0006458	KAK4471648.1	FGIG_09840
OG0006459	KAK4469048.1	FGIG_09859
OG0006460	KAK4471245.1	FGIG_09902
OG0006461	KAK4468862.1	FGIG_09992
OG0006462	KAK4469424.1	FGIG_10029
OG0006463	KAK4471748.1	FGIG_10092
OG0006464	KAK4475452.1	FGIG_10128
OG0006465	KAK4470389.1, KAK4470390.1	FGIG_11121, FGIG_10158
OG0006466	KAK4468711.1	FGIG_10266
OG0006467	KAK4476270.1	FGIG_10308
OG0006468	KAK4473498.1	FGIG_10393
OG0006469	KAK4467536.1	FGIG_10433
OG0006470	KAK4472117.1, KAK4472118.1	FGIG_10447
OG0006471	KAK4468031.1	FGIG_10483
OG0006472	KAK4468034.1	FGIG_10666
OG0006473	KAK4471779.1	FGIG_10705
OG0006474	KAK4471336.1	FGIG_10869
OG0006475	KAK4474741.1	FGIG_10891
OG0006476	KAK4475599.1	FGIG_11046
OG0006477	KAK4473143.1	FGIG_11156, FGIG_11891
OG0006479	KAK4473546.1	FGIG_11625, FGIG_11182
OG0006480	KAK4475459.1	FGIG_11325
OG0006481	KAK4471607.1	FGIG_11497, FGIG_11646
OG0006482	KAK4475060.1	FGIG_11570, FGIG_14000
OG0006483	KAK4471873.1	FGIG_11611
OG0006484	KAK4470052.1	FGIG_11727
OG0006485	KAK4475719.1	FGIG_11740
OG0006486	KAK4475460.1	FGIG_11752
OG0006487	KAK4470596.1	FGIG_11778, FGIG_11777
OG0006488	KAK4474807.1, KAK4474806.1	FGIG_11860
OG0006489	KAK4474404.1	FGIG_11976
OG0006490	KAK4474243.1	FGIG_12128
OG0006491	KAK4468076.1	FGIG_12211
OG0006492	KAK4472640.1	FGIG_12231
OG0006493	KAK4473348.1	FGIG_12248
OG0006494	KAK4471685.1	FGIG_12351
OG0006495	KAK4468050.1	FGIG_12377
OG0006496	KAK4473659.1	FGIG_12617
OG0006543	KAK4468211.1	FGIG_00006, FGIG_11678
OG0006544	KAK4467807.1	FGIG_00078
OG0006545	KAK4470178.1	FGIG_00183
OG0006546	KAK4468512.1	FGIG_00243
OG0006547	KAK4469598.1	FGIG_00317
OG0006548	KAK4467908.1	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	KAK4471500.1	FGIG_00449
OG0006550	KAK4469039.1	FGIG_12407, FGIG_00553
OG0006551	KAK4470378.1	FGIG_00601
OG0006552	KAK4475279.1	FGIG_00623
OG0006553	KAK4470398.1	FGIG_00662
OG0006554	KAK4472794.1	FGIG_00767
OG0006555	KAK4468911.1	FGIG_00808
OG0006556	KAK4469177.1	FGIG_00982
OG0006557	KAK4471922.1	FGIG_00988
OG0006558	KAK4470112.1	FGIG_01077
OG0006559	KAK4475866.1	FGIG_01134
OG0006560	KAK4472953.1	FGIG_01138
OG0006561	KAK4471614.1	FGIG_01187
OG0006562	KAK4474744.1	FGIG_01192
OG0006563	KAK4468787.1	FGIG_01200
OG0006564	KAK4473768.1	FGIG_01264
OG0006565	KAK4474293.1	FGIG_08143, FGIG_01311
OG0006566	KAK4472769.1	FGIG_01314
OG0006567	KAK4472484.1	FGIG_01360
OG0006568	KAK4475339.1	FGIG_01394
OG0006569	KAK4472758.1	FGIG_01437
OG0006570	KAK4469798.1	FGIG_01459, FGIG_01458
OG0006571	KAK4471797.1	FGIG_01508
OG0006572	KAK4469197.1	FGIG_01547
OG0006573	KAK4475111.1	FGIG_01594
OG0006574	KAK4471650.1	FGIG_01597
OG0006575	KAK4471137.1	FGIG_01608
OG0006576	KAK4471148.1	FGIG_01614
OG0006578	KAK4469612.1	FGIG_01891
OG0006580	KAK4470733.1	FGIG_02087
OG0006581	KAK4472952.1	FGIG_02181
OG0006582	KAK4472729.1	FGIG_02231
OG0006583	KAK4468816.1, KAK4468815.1	FGIG_02247
OG0006584	KAK4467409.1	FGIG_02271
OG0006585	KAK4475223.1	FGIG_02288
OG0006586	KAK4473865.1	FGIG_02291
OG0006588	KAK4474525.1	FGIG_02309
OG0006589	KAK4475399.1	FGIG_02349, FGIG_08384
OG0006590	KAK4475398.1	FGIG_02351
OG0006591	KAK4470251.1	FGIG_02456
OG0006592	KAK4468126.1	FGIG_02535
OG0006593	KAK4470588.1	FGIG_02570
OG0006595	KAK4469351.1	FGIG_02674
OG0006596	KAK4470883.1	FGIG_02752
OG0006597	KAK4470766.1	FGIG_02773
OG0006598	KAK4467587.1	FGIG_02915
OG0006599	KAK4473325.1	FGIG_07064, FGIG_03010
OG0006600	KAK4470912.1	FGIG_03034
OG0006601	KAK4469924.1	FGIG_03122, FGIG_06369
OG0006602	KAK4473223.1	FGIG_03176
OG0006603	KAK4467918.1	FGIG_03226
OG0006604	KAK4469031.1	FGIG_03234
OG0006606	KAK4470316.1	FGIG_03382
OG0006607	KAK4472881.1	FGIG_03435
OG0006608	KAK4475347.1	FGIG_03438
OG0006609	KAK4468893.1	FGIG_03439
OG0006610	KAK4468019.1	FGIG_03465
OG0006613	KAK4469943.1	FGIG_03620
OG0006615	KAK4472256.1	FGIG_03718
OG0006617	KAK4470089.1	FGIG_03802
OG0006618	KAK4473831.1	FGIG_03887
OG0006619	KAK4473072.1	FGIG_03900
OG0006620	KAK4475270.1	FGIG_03903
OG0006621	KAK4468854.1	FGIG_03986
OG0006622	KAK4474817.1	FGIG_03995
OG0006623	KAK4471350.1	FGIG_04048
OG0006624	KAK4474178.1	FGIG_04050
OG0006625	KAK4471810.1	FGIG_04051
OG0006627	KAK4469737.1	FGIG_04165
OG0006628	KAK4468803.1	FGIG_04260
OG0006629	KAK4470530.1	FGIG_04332
OG0006630	KAK4468002.1	FGIG_04399, FGIG_04400
OG0006631	KAK4469135.1	FGIG_04415
OG0006632	KAK4473755.1	FGIG_04535
OG0006633	KAK4470143.1	FGIG_04566
OG0006634	KAK4473597.1	FGIG_04588
OG0006635	KAK4476030.1	FGIG_04593
OG0006636	KAK4473186.1	FGIG_04678
OG0006637	KAK4473550.1	FGIG_04744
OG0006638	KAK4476034.1	FGIG_04775
OG0006639	KAK4471004.1	FGIG_04793
OG0006640	KAK4476205.1	FGIG_04800
OG0006641	KAK4470492.1	FGIG_04835
OG0006642	KAK4471943.1	FGIG_04871
OG0006643	KAK4471115.1, KAK4471114.1	FGIG_04972
OG0006644	KAK4473161.1	FGIG_05056
OG0006645	KAK4471930.1	FGIG_05059
OG0006646	KAK4469158.1	FGIG_05066
OG0006647	KAK4471348.1	FGIG_05201
OG0006648	KAK4471343.1	FGIG_05316
OG0006650	KAK4469119.1	FGIG_05364
OG0006651	KAK4467532.1, KAK4474645.1	FGIG_05383
OG0006652	KAK4473282.1	FGIG_05401
OG0006653	KAK4471815.1	FGIG_05476
OG0006654	KAK4471345.1	FGIG_05485
OG0006655	KAK4472543.1	FGIG_05516
OG0006656	KAK4472542.1	FGIG_05517
OG0006657	KAK4473236.1	FGIG_05522
OG0006658	KAK4470396.1	FGIG_05543
OG0006659	KAK4474143.1	FGIG_05563
OG0006660	KAK4468071.1	FGIG_05584
OG0006661	KAK4470271.1	FGIG_05588
OG0006662	KAK4474782.1	FGIG_05607
OG0006663	KAK4473432.1	FGIG_05679
OG0006664	KAK4469669.1	FGIG_05683
OG0006665	KAK4473999.1	FGIG_11353, FGIG_05686
OG0006666	KAK4474502.1	FGIG_05750
OG0006667	KAK4476045.1	FGIG_05807
OG0006668	KAK4473160.1	FGIG_05813
OG0006669	KAK4474398.1	FGIG_05844, FGIG_05843
OG0006670	KAK4470109.1	FGIG_05867
OG0006671	KAK4470900.1	FGIG_05896
OG0006672	KAK4474968.1	FGIG_05931, FGIG_05930
OG0006673	KAK4475015.1	FGIG_05954
OG0006674	KAK4470998.1	FGIG_06216
OG0006675	KAK4475510.1	FGIG_06262
OG0006676	KAK4470487.1	FGIG_06337
OG0006677	KAK4473374.1	FGIG_06343
OG0006678	KAK4469072.1	FGIG_06370
OG0006679	KAK4474019.1, KAK4474208.1	FGIG_06489
OG0006680	KAK4474433.1	FGIG_06497
OG0006681	KAK4471915.1	FGIG_06517
OG0006682	KAK4468175.1	FGIG_06595
OG0006684	KAK4475209.1	FGIG_06654
OG0006685	KAK4472297.1	FGIG_06704
OG0006686	KAK4469338.1	FGIG_06837
OG0006687	KAK4468588.1	FGIG_06850, FGIG_06849
OG0006688	KAK4472069.1	FGIG_07177, FGIG_06904
OG0006689	KAK4471988.1	FGIG_06952
OG0006690	KAK4471916.1	FGIG_07017
OG0006691	KAK4470738.1	FGIG_07029
OG0006692	KAK4475728.1	FGIG_07041
OG0006693	KAK4473324.1	FGIG_07063
OG0006694	KAK4470805.1	FGIG_07096
OG0006695	KAK4471316.1	FGIG_07100
OG0006696	KAK4468833.1	FGIG_07128
OG0006697	KAK4472723.1	FGIG_07137
OG0006698	KAK4473417.1	FGIG_07148
OG0006699	KAK4470102.1	FGIG_07152
OG0006700	KAK4473710.1	FGIG_07159
OG0006701	KAK4469241.1	FGIG_07173
OG0006702	KAK4468412.1	FGIG_07212, FGIG_07213
OG0006704	KAK4474126.1	FGIG_07364
OG0006705	KAK4469787.1	FGIG_07464
OG0006706	KAK4473601.1	FGIG_07610
OG0006707	KAK4472405.1	FGIG_07689
OG0006709	KAK4475044.1	FGIG_07701
OG0006710	KAK4468241.1	FGIG_07738
OG0006711	KAK4471190.1	FGIG_07756
OG0006712	KAK4468188.1	FGIG_07781
OG0006713	KAK4472381.1	FGIG_07800
OG0006714	KAK4473388.1	FGIG_07877
OG0006715	KAK4472760.1	FGIG_08001
OG0006716	KAK4469063.1	FGIG_08050
OG0006717	KAK4468421.1	FGIG_08080, FGIG_09984
OG0006718	KAK4475520.1	FGIG_08186
OG0006719	KAK4469365.1	FGIG_08275
OG0006720	KAK4472950.1	FGIG_08314
OG0006721	KAK4474667.1	FGIG_11198, FGIG_08330
OG0006722	KAK4472831.1	FGIG_08426
OG0006723	KAK4469083.1	FGIG_08448
OG0006724	KAK4475619.1	FGIG_08455
OG0006725	KAK4471730.1	FGIG_08500
OG0006726	KAK4471676.1	FGIG_08531
OG0006727	KAK4471017.1	FGIG_08581
OG0006728	KAK4467640.1	FGIG_08639
OG0006729	KAK4467785.1	FGIG_08688
OG0006730	KAK4472623.1	FGIG_08713
OG0006731	KAK4468723.1	FGIG_08716
OG0006732	KAK4471486.1	FGIG_08900
OG0006733	KAK4476305.1	FGIG_08923
OG0006734	KAK4468487.1	FGIG_08965
OG0006735	KAK4471420.1	FGIG_09072
OG0006736	KAK4470595.1	FGIG_09092
OG0006737	KAK4475462.1	FGIG_09115
OG0006738	KAK4473410.1	FGIG_09161
OG0006739	KAK4475374.1	FGIG_09277
OG0006740	KAK4468291.1	FGIG_09334
OG0006741	KAK4475256.1	FGIG_09417, FGIG_10452
OG0006742	KAK4474410.1	FGIG_09469
OG0006743	KAK4469394.1	FGIG_09485
OG0006744	KAK4468729.1	FGIG_09490
OG0006745	KAK4468192.1	FGIG_09498
OG0006746	KAK4470942.1	FGIG_09508
OG0006747	KAK4468319.1	FGIG_09537
OG0006748	KAK4474395.1	FGIG_09540
OG0006749	KAK4473850.1	FGIG_09547
OG0006750	KAK4468480.1	FGIG_09616
OG0006751	KAK4469773.1	FGIG_09769
OG0006752	KAK4474718.1	FGIG_09792
OG0006753	KAK4471655.1	FGIG_09849
OG0006754	KAK4469264.1	FGIG_09871
OG0006755	KAK4471050.1	FGIG_10121
OG0006756	KAK4468856.1	FGIG_10172
OG0006757	KAK4476186.1	FGIG_10197, FGIG_10196
OG0006758	KAK4471294.1	FGIG_10242, FGIG_10243
OG0006759	KAK4476269.1	FGIG_10282
OG0006760	KAK4471319.1	FGIG_10291
OG0006761	KAK4469686.1	FGIG_10418
OG0006762	KAK4467892.1	FGIG_10555, FGIG_12148
OG0006763	KAK4475176.1	FGIG_10582
OG0006764	KAK4470645.1	FGIG_10640
OG0006765	KAK4468834.1	FGIG_10696
OG0006766	KAK4468867.1	FGIG_10766
OG0006767	KAK4468858.1	FGIG_11013
OG0006768	KAK4476089.1	FGIG_11022
OG0006769	KAK4470667.1	FGIG_11064
OG0006771	KAK4476125.1	FGIG_11083
OG0006772	KAK4471527.1	FGIG_11085
OG0006773	KAK4470394.1	FGIG_11161
OG0006774	KAK4475092.1	FGIG_11264
OG0006775	KAK4472030.1	FGIG_11340
OG0006776	KAK4472090.1	FGIG_11344
OG0006777	KAK4474915.1	FGIG_11381
OG0006778	KAK4475360.1	FGIG_11484
OG0006779	KAK4469205.1	FGIG_11576
OG0006780	KAK4468199.1	FGIG_11725
OG0006782	KAK4471624.1	FGIG_11873
OG0006783	KAK4474886.1	FGIG_11882
OG0006784	KAK4475676.1	FGIG_11919
OG0006785	KAK4470943.1	FGIG_12052
OG0006786	KAK4475363.1	FGIG_12157
OG0006787	KAK4472341.1, KAK4472346.1	FGIG_12191
OG0006788	KAK4471229.1	FGIG_12350, FGIG_12296
OG0006789	KAK4467548.1, KAK4474721.1	FGIG_12538
OG0006790	KAK4467939.1	FGIG_12564
OG0006851	KAK4471644.1	FGIG_00025
OG0006852	KAK4467806.1	FGIG_00077, FGIG_00076
OG0006853	KAK4475238.1	FGIG_00106
OG0006854	KAK4469294.1	FGIG_00109
OG0006855	KAK4467704.1	FGIG_10206, FGIG_00143
OG0006856	KAK4472309.1	FGIG_00178
OG0006857	KAK4468508.1	FGIG_00241
OG0006858	KAK4474536.1	FGIG_00250
OG0006859	KAK4474555.1	FGIG_00254
OG0006860	KAK4474762.1	FGIG_00268
OG0006861	KAK4469527.1	FGIG_00271
OG0006862	KAK4472780.1	FGIG_00288
OG0006864	KAK4469600.1	FGIG_00315
OG0006865	KAK4473202.1	FGIG_00365
OG0006866	KAK4472387.1	FGIG_00397
OG0006867	KAK4468804.1	FGIG_00426
OG0006868	KAK4476218.1	FGIG_00462
OG0006869	KAK4472355.1	FGIG_00748
OG0006870	KAK4472426.1	FGIG_00790
OG0006871	KAK4468791.1	FGIG_00860
OG0006872	KAK4469605.1	FGIG_00902
OG0006873	KAK4476052.1	FGIG_00945
OG0006874	KAK4474904.1	FGIG_00950
OG0006875	KAK4471253.1	FGIG_00968
OG0006876	KAK4472340.1	FGIG_00978
OG0006877	KAK4469584.1	FGIG_00983
OG0006878	KAK4468287.1	FGIG_01048
OG0006879	KAK4471091.1	FGIG_01065
OG0006880	KAK4468091.1	FGIG_01142
OG0006881	KAK4468552.1	FGIG_01196
OG0006882	KAK4468706.1	FGIG_01337
OG0006883	KAK4472975.1	FGIG_01434
OG0006884	KAK4470188.1	FGIG_01443
OG0006887	KAK4473277.1	FGIG_01769
OG0006888	KAK4473901.1	FGIG_01784
OG0006889	KAK4468586.1	FGIG_01845, FGIG_06848
OG0006890	KAK4468439.1	FGIG_01918, FGIG_02659
OG0006891	KAK4469196.1	FGIG_01983
OG0006892	KAK4471424.1	FGIG_02038
OG0006893	KAK4472905.1	FGIG_02130
OG0006894	KAK4467667.1	FGIG_02304
OG0006895	KAK4472307.1	FGIG_02329
OG0006896	KAK4472692.1	FGIG_02363
OG0006897	KAK4473720.1	FGIG_02375
OG0006899	KAK4472678.1	FGIG_02389
OG0006900	KAK4467697.1	FGIG_02399
OG0006902	KAK4475628.1	FGIG_06352, FGIG_02502
OG0006903	KAK4474604.1	FGIG_02561
OG0006904	KAK4469546.1	FGIG_02586
OG0006905	KAK4467829.1	FGIG_02589
OG0006906	KAK4469968.1, KAK4469967.1	FGIG_02653
OG0006907	KAK4469840.1	FGIG_02677
OG0006908	KAK4472877.1	FGIG_02746
OG0006909	KAK4476197.1	FGIG_02856
OG0006910	KAK4471135.1	FGIG_02878
OG0006911	KAK4469511.1	FGIG_02986
OG0006912	KAK4474520.1	FGIG_02994
OG0006913	KAK4475134.1	FGIG_03078
OG0006914	KAK4469168.1	FGIG_03101
OG0006915	KAK4472572.1	FGIG_12567, FGIG_03162
OG0006916	KAK4467921.1	FGIG_03170
OG0006917	KAK4474335.1	FGIG_03448
OG0006918	KAK4474200.1	FGIG_03467
OG0006920	KAK4472955.1	FGIG_03516
OG0006921	KAK4471963.1	FGIG_03529
