Orthogroup	s.mekongi	opisthorchis_viverrini
OG0005898	KAK4472887.1	T265_12230
OG0005899	KAK4467884.1	T265_04845
OG0005900	KAK4472660.1	T265_00709
OG0005901	KAK4472004.1	T265_00638
OG0005902	KAK4476076.1	T265_00941, T265_02464
OG0005903	KAK4475837.1	T265_00963
OG0005904	KAK4473311.1	T265_11372
OG0005905	KAK4471555.1	T265_03164
OG0005907	KAK4473270.1	T265_15495
OG0005908	KAK4473709.1	T265_02581
OG0005909	KAK4467533.1, KAK4474590.1	T265_06412, T265_11442
OG0005910	KAK4470697.1	T265_09944
OG0005911	KAK4467658.1	T265_04810
OG0005912	KAK4467639.1	T265_04624
OG0005913	KAK4468937.1	T265_10498
OG0005914	KAK4470502.1	T265_06765
OG0005915	KAK4476154.1	T265_08170
OG0005916	KAK4475149.1	T265_06691
OG0005917	KAK4471242.1	T265_15562
OG0005918	KAK4472339.1	T265_08551
OG0005920	KAK4475568.1	T265_00251
OG0005921	KAK4471085.1	T265_00660
OG0005922	KAK4475425.1	T265_03683
OG0005923	KAK4472245.1	T265_09100
OG0005924	KAK4474824.1	T265_11578, T265_15466
OG0005925	KAK4470999.1	T265_01965
OG0005926	KAK4471796.1	T265_06075
OG0005927	KAK4472976.1	T265_07474
OG0005928	KAK4471062.1	T265_03910
OG0005929	KAK4471976.1	T265_14813
OG0005930	KAK4470977.1	T265_01780
OG0005931	KAK4470299.1	T265_00432
OG0005932	KAK4475354.1	T265_15964, T265_08949
OG0005934	KAK4475008.1	T265_13965
OG0005935	KAK4472575.1, KAK4472577.1	T265_11727
OG0005936	KAK4471961.1	T265_13176
OG0005937	KAK4468565.1	T265_07301
OG0005938	KAK4470286.1	T265_12945
OG0005943	KAK4474612.1	T265_00991
OG0005944	KAK4471845.1	T265_11797
OG0005945	KAK4475562.1	T265_03036
OG0005946	KAK4475377.1	T265_10157
OG0005947	KAK4474504.1	T265_09064
OG0005948	KAK4474134.1	T265_03363, T265_07624
OG0005950	KAK4469379.1	T265_12502
OG0005951	KAK4475924.1	T265_09940
OG0005952	KAK4468271.1	T265_10288
OG0005953	KAK4471491.1	T265_10746
OG0005954	KAK4474980.1	T265_10033
OG0005955	KAK4468434.1	T265_07740
OG0005956	KAK4472407.1, KAK4472409.1	T265_04335
OG0005957	KAK4473021.1	T265_08557
OG0005958	KAK4470655.1	T265_06746
OG0005959	KAK4473753.1	T265_05366
OG0005960	KAK4468067.1	T265_05528
OG0005961	KAK4471494.1	T265_14951
OG0005962	KAK4467938.1	T265_06637
OG0005963	KAK4471725.1	T265_10304, T265_14365, T265_15108
OG0005964	KAK4472569.1, KAK4472570.1	T265_10711
OG0005965	KAK4475340.1	T265_02267
OG0005966	KAK4468725.1	T265_10363
OG0005967	KAK4470305.1	T265_09028
OG0005968	KAK4474288.1	T265_03223
OG0005969	KAK4473554.1	T265_01484
OG0005970	KAK4475475.1	T265_00871
OG0005971	KAK4473003.1	T265_05686
OG0005973	KAK4473750.1	T265_06386
OG0005974	KAK4475441.1	T265_06188
OG0005975	KAK4470120.1	T265_14775
OG0005976	KAK4472718.1	T265_14316
OG0005977	KAK4469717.1	T265_12538
OG0005978	KAK4468863.1	T265_13761
OG0005979	KAK4473101.1	T265_05419
OG0005980	KAK4469979.1	T265_05285
OG0005981	KAK4467729.1	T265_15772
OG0005982	KAK4472059.1	T265_00605, T265_00606
OG0005983	KAK4469327.1	T265_07434
OG0005984	KAK4471262.1	T265_00666
OG0005985	KAK4473113.1	T265_08574
OG0005986	KAK4474975.1	T265_03423
OG0005989	KAK4468346.1, KAK4468347.1	T265_14833
OG0005990	KAK4469977.1	T265_00349
OG0005991	KAK4469892.1	T265_14289
OG0005992	KAK4469099.1, KAK4469100.1, KAK4469101.1	T265_03305
OG0005993	KAK4470789.1	T265_05906
OG0005994	KAK4469190.1	T265_01234
OG0005995	KAK4470725.1	T265_00455
OG0005996	KAK4475096.1	T265_00840
OG0005998	KAK4469603.1	T265_03564
OG0005999	KAK4471003.1	T265_12854
OG0006000	KAK4474471.1	T265_08532
OG0006001	KAK4468760.1	T265_07451
OG0006002	KAK4469727.1	T265_13469
OG0006003	KAK4474192.1	T265_12071, T265_04787
OG0006004	KAK4469213.1	T265_13739
OG0006005	KAK4470320.1	T265_15287
OG0006006	KAK4469153.1	T265_02947
OG0006007	KAK4475345.1	T265_13795
OG0006008	KAK4470166.1	T265_00318
OG0006010	KAK4476168.1	T265_01682
OG0006011	KAK4471212.1	T265_00506
OG0006012	KAK4471356.1	T265_08137
OG0006013	KAK4475468.1	T265_15196
OG0006014	KAK4470473.1	T265_02209
OG0006015	KAK4470016.1	T265_01224
OG0006016	KAK4470937.1	T265_00151
OG0006017	KAK4470940.1, KAK4470939.1	T265_00153
OG0006018	KAK4468934.1	T265_05377
OG0006019	KAK4468072.1	T265_07921, T265_12602
OG0006021	KAK4470679.1	T265_05821
OG0006022	KAK4471783.1	T265_02028
OG0006023	KAK4475179.1	T265_00867
OG0006024	KAK4469081.1	T265_12539
OG0006026	KAK4476112.1	T265_09387
OG0006027	KAK4473172.1, KAK4473173.1	T265_02114
OG0006028	KAK4469239.1	T265_06858
OG0006029	KAK4469945.1	T265_03845
OG0006030	KAK4472561.1	T265_07048, T265_16154
OG0006031	KAK4475107.1	T265_05494
OG0006032	KAK4476295.1	T265_14178
OG0006033	KAK4473043.1	T265_09128
OG0006034	KAK4473574.1	T265_10670
OG0006035	KAK4469982.1	T265_01354
OG0006037	KAK4468179.1	T265_11799
OG0006038	KAK4473568.1	T265_01505
OG0006039	KAK4469461.1	T265_00295
OG0006043	KAK4475206.1	T265_08369
OG0006044	KAK4471490.1	T265_10305
OG0006045	KAK4474041.1	T265_04338
OG0006046	KAK4474693.1	T265_08037
OG0006047	KAK4472327.1	T265_05746
OG0006049	KAK4473634.1	T265_06032
OG0006050	KAK4471975.1	T265_01164
OG0006051	KAK4476031.1	T265_13008
OG0006052	KAK4470290.1	T265_01643, T265_12947
OG0006053	KAK4471570.1	T265_12566
OG0006054	KAK4471302.1	T265_14672
OG0006055	KAK4475772.1, KAK4467429.1	T265_01190
OG0006056	KAK4475275.1	T265_09364
OG0006058	KAK4467230.1, KAK4474952.1	T265_01441
OG0006060	KAK4475621.1	T265_13511
OG0006061	KAK4468084.1	T265_01621
OG0006062	KAK4474082.1	T265_04461
OG0006063	KAK4472448.1	T265_09923
OG0006066	KAK4476210.1	T265_07753
OG0006067	KAK4473555.1	T265_01485
OG0006068	KAK4472909.1	T265_12800
OG0006069	KAK4472539.1	T265_00728, T265_16346
OG0006070	KAK4471367.1	T265_15112
OG0006071	KAK4470452.1	T265_02929
OG0006072	KAK4468222.1	T265_10623
OG0006073	KAK4469475.1	T265_06995
OG0006074	KAK4468415.1	T265_07348
OG0006075	KAK4473004.1	T265_11346
OG0006076	KAK4469460.1	T265_00294
OG0006079	KAK4469923.1	T265_02701
OG0006080	KAK4472512.1	T265_13358
OG0006081	KAK4474967.1, KAK4474989.1	T265_09866
OG0006082	KAK4473409.1	T265_07611
OG0006083	KAK4468028.1	T265_02310
OG0006085	KAK4470572.1	T265_04853
OG0006086	KAK4473150.1	T265_09099
OG0006087	KAK4473763.1	T265_08017
OG0006088	KAK4470106.1	T265_00027
OG0006090	KAK4468461.1	T265_13855
OG0006091	KAK4470064.1	T265_12290, T265_15429
OG0006092	KAK4475267.1	T265_01843
OG0006093	KAK4469849.1	T265_01206
OG0006094	KAK4469655.1	T265_12458
OG0006096	KAK4475145.1	T265_06953
OG0006098	KAK4473228.1	T265_10302
OG0006099	KAK4476012.1	T265_13774
OG0006101	KAK4473860.1, KAK4473861.1	T265_06530
OG0006102	KAK4470811.1	T265_03871
OG0006103	KAK4473915.1	T265_08234
OG0006104	KAK4471375.1	T265_07156
OG0006105	KAK4468364.1	T265_02379
OG0006106	KAK4471821.1	T265_14363, T265_16286
OG0006107	KAK4470661.1	T265_04785
OG0006108	KAK4468021.1	T265_10524
OG0006109	KAK4470206.1	T265_12532
OG0006110	KAK4468507.1	T265_04314
OG0006111	KAK4475197.1	T265_08178
OG0006112	KAK4468759.1	T265_08901
OG0006113	KAK4475648.1	T265_09557
OG0006114	KAK4467893.1, KAK4467894.1	T265_13613
OG0006115	KAK4472915.1	T265_11567
OG0006116	KAK4469108.1	T265_03865
OG0006117	KAK4469972.1	T265_00135
OG0006118	KAK4469742.1	T265_15436
OG0006120	KAK4473475.1	T265_07064
OG0006121	KAK4475463.1	T265_15292
OG0006122	KAK4472419.1	T265_00758
OG0006123	KAK4471863.1	T265_01160
OG0006124	KAK4471259.1	T265_08959, T265_11073
OG0006127	KAK4473539.1	T265_03470
OG0006128	KAK4472161.1	T265_04746
OG0006129	KAK4474736.1	T265_03091, T265_03090
OG0006130	KAK4473116.1	T265_08572
OG0006131	KAK4471379.1	T265_01167
OG0006132	KAK4469148.1	T265_00097
OG0006133	KAK4471417.1	T265_13035
OG0006134	KAK4474994.1	T265_06562
OG0006135	KAK4475120.1	T265_01602
OG0006136	KAK4470446.1	T265_10637
OG0006139	KAK4474726.1, KAK4467432.1	T265_06487
OG0006140	KAK4470583.1	T265_12439
OG0006141	KAK4472725.1	T265_03619
OG0006143	KAK4475166.1	T265_15582
OG0006144	KAK4471923.1	T265_13033
OG0006145	KAK4473781.1	T265_04145
OG0006146	KAK4470796.1	T265_16067
OG0006148	KAK4471304.1	T265_12467, T265_12466
OG0006150	KAK4472611.1	T265_08342
OG0006151	KAK4473401.1	T265_04465
OG0006153	KAK4471875.1	T265_15142
OG0006154	KAK4468885.1	T265_08894
OG0006155	KAK4475041.1	T265_10165
OG0006156	KAK4470444.1	T265_03960
OG0006157	KAK4473730.1	T265_07598
OG0006158	KAK4475359.1	T265_15372
OG0006159	KAK4473320.1	T265_01099
OG0006160	KAK4474833.1	T265_04379
OG0006161	KAK4468090.1, KAK4468092.1	T265_00754, T265_04662
OG0006162	KAK4475131.1	T265_03680
OG0006163	KAK4474820.1	T265_09146
OG0006164	KAK4474565.1	T265_00257
OG0006165	KAK4470938.1	T265_12640
OG0006166	KAK4469118.1	T265_03856
OG0006167	KAK4467994.1	T265_01644, T265_12127
OG0006168	KAK4468499.1	T265_09199
OG0006170	KAK4474729.1	T265_06485
OG0006171	KAK4475668.1	T265_14923
OG0006172	KAK4472589.1	T265_04755
OG0006173	KAK4475387.1	T265_12668
OG0006174	KAK4475094.1, KAK4475095.1	T265_11215
OG0006175	KAK4468738.1	T265_04330
OG0006177	KAK4468782.1	T265_04160
OG0006178	KAK4468822.1	T265_09140
OG0006180	KAK4469145.1	T265_00291, T265_08122
OG0006181	KAK4470935.1	T265_14229
OG0006186	KAK4467923.1	T265_07077
OG0006187	KAK4473522.1	T265_04136
OG0006188	KAK4473528.1	T265_11536
OG0006225	KAK4471643.1	T265_04195
OG0006226	KAK4476294.1	T265_06962
OG0006227	KAK4474539.1	T265_05575
OG0006228	KAK4472991.1	T265_06400
OG0006229	KAK4474761.1	T265_11944, T265_12321
OG0006230	KAK4467743.1	T265_08353
OG0006231	KAK4473626.1	T265_05886
OG0006234	KAK4474507.1	T265_07777
OG0006236	KAK4471510.1	T265_00536
OG0006237	KAK4473660.1	T265_02604
OG0006238	KAK4472625.1	T265_04894
OG0006239	KAK4470408.1	T265_05714
OG0006241	KAK4469038.1	T265_00315
OG0006242	KAK4475281.1	T265_11186
OG0006243	KAK4472546.1	T265_13406
OG0006246	KAK4468289.1	T265_12114
OG0006248	KAK4468408.1	T265_09974, T265_09975
OG0006249	KAK4469514.1	T265_12552
OG0006250	KAK4472378.1	T265_08806
OG0006251	KAK4474813.1	T265_04439
OG0006252	KAK4474188.1	T265_03818
OG0006253	KAK4468521.1	T265_09495
OG0006254	KAK4475397.1	T265_10255
OG0006255	KAK4474065.1	T265_12577
OG0006256	KAK4473699.1	T265_11234
OG0006257	KAK4467720.1	T265_09703
OG0006258	KAK4471618.1	T265_12589
OG0006259	KAK4468606.1	T265_14257
OG0006260	KAK4473007.1	T265_06942, T265_06943
OG0006261	KAK4470727.1	T265_00088, T265_00089
OG0006262	KAK4471496.1	T265_09323
OG0006264	KAK4470774.1	T265_15190
OG0006265	KAK4473372.1	T265_01075
OG0006266	KAK4469445.1	T265_05275
OG0006269	KAK4469564.1	T265_08086
OG0006270	KAK4474815.1	T265_15004
OG0006272	KAK4476311.1	T265_08414
OG0006273	KAK4473895.1	T265_04110
OG0006274	KAK4473472.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	KAK4470076.1	T265_14969
OG0006276	KAK4468159.1	T265_07118
OG0006277	KAK4472524.1	T265_13414
OG0006278	KAK4468118.1	T265_02316, T265_15671
OG0006280	KAK4474428.1	T265_09871
OG0006281	KAK4472242.1	T265_15811
OG0006282	KAK4470781.1	T265_11224
OG0006283	KAK4473345.1	T265_05049
OG0006284	KAK4470247.1	T265_02188
OG0006285	KAK4469904.1	T265_00313
OG0006286	KAK4471705.1	T265_00546
OG0006288	KAK4470640.1	T265_00770
OG0006289	KAK4470767.1	T265_14976
OG0006290	KAK4471146.1	T265_03916
OG0006291	KAK4471813.1	T265_08125
OG0006292	KAK4471513.1	T265_00669
OG0006293	KAK4467832.1	T265_08152
OG0006294	KAK4473158.1	T265_09717
OG0006295	KAK4467651.1	T265_11139
OG0006296	KAK4473605.1	T265_09675
OG0006299	KAK4475430.1	T265_09982, T265_06697
OG0006301	KAK4476018.1	T265_15886, T265_12313
OG0006302	KAK4469873.1	T265_07637
OG0006303	KAK4474640.1	T265_14450
OG0006306	KAK4474931.1	T265_09242
OG0006307	KAK4474117.1, KAK4474119.1	T265_09818
OG0006308	KAK4470559.1	T265_14763
OG0006309	KAK4470879.1	T265_15194
OG0006310	KAK4467625.1	T265_03045
OG0006312	KAK4470756.1	T265_02160
OG0006313	KAK4470031.1	T265_13064
OG0006314	KAK4470674.1	T265_02327
OG0006315	KAK4467941.1	T265_02744
OG0006316	KAK4471515.1	T265_10726
OG0006317	KAK4469380.1	T265_00104
OG0006318	KAK4469409.1	T265_06847
OG0006319	KAK4468502.1	T265_10996
OG0006320	KAK4472685.1	T265_10617
OG0006321	KAK4476296.1	T265_05253
OG0006322	KAK4469023.1	T265_13118
OG0006323	KAK4472277.1	T265_08324
OG0006324	KAK4475001.1	T265_01373
OG0006325	KAK4475885.1	T265_06415
OG0006326	KAK4467861.1	T265_06631
OG0006327	KAK4473194.1	T265_12717
OG0006328	KAK4471116.1	T265_08665
OG0006329	KAK4471621.1	T265_14587
OG0006330	KAK4468613.1	T265_07570
OG0006331	KAK4472021.1	T265_03152
OG0006332	KAK4473440.1	T265_11742
OG0006334	KAK4468246.1, KAK4468247.1	T265_14064
OG0006335	KAK4467646.1	T265_04638
OG0006336	KAK4475478.1	T265_15021
OG0006337	KAK4475237.1	T265_05503
OG0006338	KAK4475375.1	T265_04419
OG0006339	KAK4474098.1	T265_00683
OG0006340	KAK4473588.1	T265_08629
OG0006342	KAK4468182.1	T265_11168
OG0006343	KAK4471929.1	T265_04178
OG0006344	KAK4472850.1	T265_14821
OG0006346	KAK4468823.1	T265_13092, T265_07373
OG0006347	KAK4473139.1	T265_15598
OG0006348	KAK4473389.1	T265_11593
OG0006349	KAK4476000.1	T265_05558
OG0006350	KAK4473838.1	T265_07982, T265_15938
OG0006352	KAK4474570.1	T265_07872
OG0006353	KAK4470087.1	T265_03964
OG0006354	KAK4470163.1	T265_01996
OG0006355	KAK4469137.1	T265_08827
OG0006356	KAK4470941.1	T265_01986
OG0006357	KAK4468024.1	T265_07692
OG0006358	KAK4474783.1	T265_06294
OG0006359	KAK4469668.1	T265_06848, T265_06849
OG0006360	KAK4467915.1	T265_07902
OG0006361	KAK4469875.1	T265_11664
OG0006362	KAK4475037.1	T265_00886
OG0006363	KAK4474399.1	T265_14157
OG0006365	KAK4475432.1	T265_08591
OG0006366	KAK4469478.1	T265_00360
OG0006367	KAK4470144.1	T265_00428
OG0006369	KAK4468083.1	T265_02314, T265_16246
OG0006370	KAK4470233.1	T265_13377
OG0006371	KAK4468278.1	T265_06013
OG0006372	KAK4473022.1	T265_00580
OG0006373	KAK4470865.1	T265_04279
OG0006374	KAK4469453.1	T265_02365
OG0006375	KAK4475381.1	T265_00911
OG0006376	KAK4468798.1	T265_04165
OG0006377	KAK4471981.1	T265_11918
OG0006378	KAK4469187.1	T265_12748
OG0006379	KAK4468873.1	T265_12049
OG0006381	KAK4470336.1	T265_07644
OG0006383	KAK4468336.1	T265_07925
OG0006384	KAK4472015.1, KAK4472016.1	T265_02045
OG0006385	KAK4474945.1	T265_05143
OG0006386	KAK4469744.1	T265_15437
OG0006387	KAK4470836.1, KAK4470837.1	T265_03298
OG0006388	KAK4472008.1	T265_07008
OG0006389	KAK4468117.1	T265_02317
OG0006390	KAK4471277.1	T265_15291
OG0006391	KAK4471276.1	T265_10898
OG0006392	KAK4467827.1	T265_05333, T265_13754, T265_13554
OG0006394	KAK4469590.1	T265_15418
OG0006395	KAK4474500.1	T265_13542
OG0006397	KAK4470041.1	T265_03982
OG0006398	KAK4475908.1	T265_14053
OG0006399	KAK4474287.1	T265_14380
OG0006400	KAK4470328.1	T265_02773
OG0006401	KAK4469089.1	T265_00344
OG0006402	KAK4472875.1	T265_07045
OG0006403	KAK4475922.1	T265_10653
OG0006404	KAK4472305.1	T265_06868
OG0006405	KAK4469402.1	T265_11460
OG0006406	KAK4469487.1	T265_13003, T265_03998, T265_14155
OG0006407	KAK4475078.1	T265_01611
OG0006408	KAK4470676.1	T265_05827
OG0006409	KAK4469916.1	T265_06982
OG0006410	KAK4474425.1	T265_15301
OG0006411	KAK4475080.1	T265_12161, T265_15137, T265_15138
OG0006412	KAK4474934.1	T265_14552
OG0006413	KAK4468951.1, KAK4468950.1	T265_07342
OG0006414	KAK4468882.1	T265_07452
OG0006415	KAK4473149.1	T265_09372
OG0006416	KAK4471886.1	T265_08933
OG0006418	KAK4476247.1	T265_03112
OG0006420	KAK4471323.1	T265_01124
OG0006421	KAK4475819.1	T265_09926
OG0006422	KAK4468514.1, KAK4468513.1	T265_04316
OG0006423	KAK4468253.1	T265_09547
OG0006424	KAK4469399.1	T265_15186, T265_02708
OG0006425	KAK4470872.1	T265_11416
OG0006426	KAK4475003.1	T265_09277
OG0006427	KAK4472377.1	T265_10062
OG0006428	KAK4474884.1	T265_11779
OG0006429	KAK4474389.1	T265_08172
OG0006430	KAK4475603.1	T265_01459, T265_08003
OG0006431	KAK4468422.1	T265_09599
OG0006432	KAK4470909.1	T265_12903
OG0006434	KAK4467733.1	T265_10421
OG0006435	KAK4468342.1	T265_02372
OG0006436	KAK4471217.1	T265_01380
OG0006437	KAK4468454.1	T265_03880
OG0006438	KAK4470735.1	T265_02221
OG0006439	KAK4474734.1	T265_10437
OG0006441	KAK4467867.1	T265_08751
OG0006442	KAK4474152.1	T265_05198
OG0006443	KAK4474307.1	T265_01839
OG0006444	KAK4468945.1	T265_13057
OG0006445	KAK4470321.1, KAK4470339.1	T265_12451, T265_16053
OG0006448	KAK4467334.1, KAK4475789.1	T265_12679
OG0006449	KAK4472613.1	T265_08544
OG0006450	KAK4475547.1	T265_10232
OG0006451	KAK4470099.1	T265_15460
OG0006452	KAK4469736.1	T265_10252
OG0006453	KAK4471086.1	T265_01420
OG0006454	KAK4476310.1	T265_11534
OG0006455	KAK4469438.1, KAK4469439.1	T265_01587
OG0006457	KAK4469879.1	T265_00141
OG0006458	KAK4471648.1	T265_07613
OG0006459	KAK4469048.1	T265_12438
OG0006460	KAK4471245.1	T265_01122
OG0006461	KAK4468862.1	T265_14894
OG0006462	KAK4469424.1	T265_02678
OG0006463	KAK4471748.1	T265_00516
OG0006464	KAK4475452.1	T265_03697
OG0006466	KAK4468711.1	T265_11283
OG0006467	KAK4476270.1	T265_11575
OG0006468	KAK4473498.1	T265_15381
OG0006469	KAK4467536.1	T265_07952
OG0006470	KAK4472117.1, KAK4472118.1	T265_03006
OG0006472	KAK4468034.1	T265_09548
OG0006473	KAK4471779.1	T265_00503
OG0006476	KAK4475599.1	T265_00225
OG0006477	KAK4473143.1	T265_10127
OG0006479	KAK4473546.1	T265_04124
OG0006480	KAK4475459.1	T265_10500
OG0006481	KAK4471607.1	T265_01822
OG0006484	KAK4470052.1	T265_01969
OG0006485	KAK4475719.1	T265_08420
OG0006486	KAK4475460.1	T265_10504, T265_15169
OG0006487	KAK4470596.1	T265_01788
OG0006488	KAK4474807.1, KAK4474806.1	T265_14164
OG0006489	KAK4474404.1	T265_06132
OG0006490	KAK4474243.1	T265_06700
OG0006491	KAK4468076.1	T265_02227
OG0006492	KAK4472640.1	T265_09429
OG0006493	KAK4473348.1	T265_05598
OG0006494	KAK4471685.1	T265_07790
OG0006495	KAK4468050.1	T265_02429
OG0006496	KAK4473659.1	T265_10309, T265_10310
OG0006498	KAK4475030.1	T265_08375
OG0006499	KAK4475813.1	T265_14999
OG0006501	KAK4468550.1	T265_05439
OG0006502	KAK4470086.1	T265_04060
OG0006503	KAK4470063.1	T265_11418
OG0006504	KAK4468323.1	T265_16255
OG0006505	KAK4468219.1	T265_01650
OG0006506	KAK4471373.1	T265_07161
OG0006509	KAK4467613.1	T265_06617
OG0006512	KAK4474185.1	T265_02956
OG0006513	KAK4473878.1	T265_03639
OG0006514	KAK4468264.1	T265_07927
OG0006515	KAK4473499.1	T265_09667
OG0006516	KAK4472721.1	T265_13299
OG0006517	KAK4467678.1	T265_15214
OG0006543	KAK4468211.1	T265_02409, T265_02410
OG0006544	KAK4467807.1	T265_04643
OG0006545	KAK4470178.1	T265_12850
OG0006546	KAK4468512.1	T265_04315
OG0006547	KAK4469598.1	T265_00458
OG0006548	KAK4467908.1	T265_08761
OG0006549	KAK4471500.1	T265_00535
OG0006550	KAK4469039.1	T265_12513
OG0006552	KAK4475279.1	T265_15625
OG0006553	KAK4470398.1	T265_06339
OG0006554	KAK4472794.1	T265_13260
OG0006555	KAK4468911.1	T265_05771
OG0006556	KAK4469177.1	T265_11960
OG0006557	KAK4471922.1	T265_02543
OG0006558	KAK4470112.1	T265_05738
OG0006560	KAK4472953.1	T265_12703, T265_01023
OG0006561	KAK4471614.1	T265_06796
OG0006562	KAK4474744.1	T265_14420
OG0006563	KAK4468787.1	T265_07306
OG0006567	KAK4472484.1	T265_07533
OG0006568	KAK4475339.1	T265_13305
OG0006569	KAK4472758.1	T265_09101
OG0006570	KAK4469798.1	T265_00046
OG0006571	KAK4471797.1	T265_02036
OG0006572	KAK4469197.1	T265_13595, T265_04767
OG0006573	KAK4475111.1	T265_10380
OG0006574	KAK4471650.1	T265_00628
OG0006575	KAK4471137.1	T265_05860, T265_15914
OG0006576	KAK4471148.1	T265_00643
OG0006578	KAK4469612.1	T265_13404
OG0006580	KAK4470733.1	T265_06753
OG0006581	KAK4472952.1	T265_01022
OG0006582	KAK4472729.1	T265_06600
OG0006583	KAK4468816.1, KAK4468815.1	T265_10802
OG0006584	KAK4467409.1	T265_06921
OG0006585	KAK4475223.1	T265_10220
OG0006586	KAK4473865.1	T265_06535
OG0006588	KAK4474525.1	T265_04942
OG0006589	KAK4475399.1	T265_07243
OG0006590	KAK4475398.1	T265_07241
OG0006591	KAK4470251.1	T265_06110
OG0006592	KAK4468126.1	T265_09421
OG0006593	KAK4470588.1	T265_03292
OG0006595	KAK4469351.1	T265_13783
OG0006596	KAK4470883.1	T265_14736
OG0006597	KAK4470766.1	T265_15644
OG0006598	KAK4467587.1	T265_04813
OG0006599	KAK4473325.1	T265_06001
OG0006601	KAK4469924.1	T265_05089
OG0006604	KAK4469031.1	T265_02143
OG0006606	KAK4470316.1	T265_10657
OG0006607	KAK4472881.1	T265_04245
OG0006608	KAK4475347.1	T265_04438
OG0006610	KAK4468019.1	T265_07805
OG0006613	KAK4469943.1	T265_08081
OG0006617	KAK4470089.1	T265_01246
OG0006618	KAK4473831.1	T265_07977
OG0006619	KAK4473072.1	T265_01062
OG0006620	KAK4475270.1	T265_11532
OG0006621	KAK4468854.1	T265_05353
OG0006622	KAK4474817.1	T265_07997
OG0006624	KAK4474178.1	T265_00402
OG0006625	KAK4471810.1	T265_00626
OG0006627	KAK4469737.1	T265_15096
OG0006628	KAK4468803.1	T265_06512
OG0006629	KAK4470530.1	T265_01973
OG0006630	KAK4468002.1	T265_02374, T265_12306, T265_02376
OG0006631	KAK4469135.1	T265_01364
OG0006632	KAK4473755.1	T265_00693
OG0006633	KAK4470143.1	T265_12533
OG0006634	KAK4473597.1	T265_09918
OG0006636	KAK4473186.1	T265_01102
OG0006638	KAK4476034.1	T265_07959, T265_12103, T265_12336
OG0006639	KAK4471004.1	T265_01732
OG0006640	KAK4476205.1	T265_02101
OG0006641	KAK4470492.1	T265_11815, T265_12182, T265_12254
OG0006642	KAK4471943.1	T265_14387
OG0006643	KAK4471115.1, KAK4471114.1	T265_01447
OG0006644	KAK4473161.1	T265_11470
OG0006645	KAK4471930.1	T265_04180
OG0006646	KAK4469158.1	T265_14470
OG0006647	KAK4471348.1	T265_04949
OG0006648	KAK4471343.1	T265_06317
OG0006650	KAK4469119.1	T265_13348
OG0006651	KAK4467532.1, KAK4474645.1	T265_03076
OG0006652	KAK4473282.1	T265_14309
OG0006653	KAK4471815.1	T265_01556
OG0006654	KAK4471345.1	T265_06319
OG0006655	KAK4472543.1	T265_10613
OG0006656	KAK4472542.1	T265_10612
OG0006657	KAK4473236.1	T265_01090
OG0006658	KAK4470396.1	T265_02204
OG0006659	KAK4474143.1	T265_04507
OG0006660	KAK4468071.1	T265_07919
OG0006661	KAK4470271.1	T265_06986
OG0006662	KAK4474782.1	T265_06293
OG0006664	KAK4469669.1	T265_10175
OG0006665	KAK4473999.1	T265_09475
OG0006666	KAK4474502.1	T265_05118
OG0006667	KAK4476045.1	T265_06889
OG0006668	KAK4473160.1	T265_08869
OG0006669	KAK4474398.1	T265_06871, T265_14158
OG0006670	KAK4470109.1	T265_01723
OG0006671	KAK4470900.1	T265_02176
OG0006672	KAK4474968.1	T265_07550
OG0006673	KAK4475015.1	T265_14096
OG0006675	KAK4475510.1	T265_14098
OG0006676	KAK4470487.1	T265_02337
OG0006678	KAK4469072.1	T265_02364
OG0006680	KAK4474433.1	T265_14576
OG0006681	KAK4471915.1	T265_03138
OG0006682	KAK4468175.1	T265_13643
OG0006685	KAK4472297.1	T265_01793
OG0006686	KAK4469338.1	T265_00388
OG0006687	KAK4468588.1	T265_03886
OG0006688	KAK4472069.1	T265_10138
OG0006689	KAK4471988.1	T265_11462
OG0006690	KAK4471916.1	T265_02014
OG0006691	KAK4470738.1	T265_14118
OG0006692	KAK4475728.1	T265_09931
OG0006693	KAK4473324.1	T265_06000
OG0006694	KAK4470805.1	T265_05779
OG0006695	KAK4471316.1	T265_12588
OG0006696	KAK4468833.1	T265_00566
OG0006697	KAK4472723.1	T265_03625
OG0006699	KAK4470102.1	T265_00029
OG0006700	KAK4473710.1	T265_00710
OG0006701	KAK4469241.1	T265_09665
OG0006702	KAK4468412.1	T265_08330
OG0006704	KAK4474126.1	T265_09491
OG0006705	KAK4469787.1	T265_00312
OG0006706	KAK4473601.1	T265_01507
OG0006709	KAK4475044.1	T265_06181
OG0006710	KAK4468241.1	T265_04961
OG0006711	KAK4471190.1	T265_07615
OG0006712	KAK4468188.1	T265_03406
OG0006713	KAK4472381.1	T265_14943
OG0006714	KAK4473388.1	T265_13836
OG0006715	KAK4472760.1	T265_01471, T265_00877, T265_12801, T265_11125
OG0006716	KAK4469063.1	T265_00372, T265_00371
OG0006717	KAK4468421.1	T265_09607
OG0006718	KAK4475520.1	T265_00853
OG0006720	KAK4472950.1	T265_05605
OG0006721	KAK4474667.1	T265_09405
OG0006724	KAK4475619.1	T265_04424, T265_11296
OG0006725	KAK4471730.1	T265_08874
