Orthogroup	s.mekongi	schistosoma_bovis
OG0004815	KAK4472014.1	SBOV2_59110.1
OG0004816	KAK4470717.1	SBOV2_75550.1, SBOV2_75550.2
OG0004817	KAK4468340.1	SBOV2_80600.1, SBOV2_80600.3, SBOV2_80600.2
OG0004818	KAK4467907.1	SBOV2_91970.1
OG0004819	KAK4470838.1	SBOV2_77420.1, SBOV2_77430.1
OG0004820	KAK4472304.1	SBOV2_33940.1, SBOV2_33940.2, SBOV2_33940.3
OG0004822	KAK4473310.1	SBOV2_23210.1
OG0004823	KAK4471154.1	SBOV2_57520.4, SBOV2_57520.3, SBOV2_57520.2, SBOV2_57520.1
OG0004824	KAK4470571.1	SBOV2_72460.1
OG0004826	KAK4468269.1	SBOV2_80140.1
OG0004827	KAK4468832.1	SBOV2_86060.1, SBOV2_86060.4, SBOV2_86060.2, SBOV2_86060.3
OG0004828	KAK4473019.1	SBOV2_23550.1
OG0004829	KAK4473930.1	SBOV2_29540.1
OG0004830	KAK4471334.1	SBOV2_65680.1
OG0004831	KAK4473102.1	SBOV2_39450.1
OG0004832	KAK4474001.1	SBOV2_31150.1
OG0004833	KAK4473976.1	SBOV2_30910.1, SBOV2_30910.2, SBOV2_30910.3
OG0004834	KAK4472599.1	SBOV2_35780.1
OG0004835	KAK4473215.1	SBOV2_24610.1
OG0004836	KAK4468055.1	SBOV2_84760.1
OG0004838	KAK4470373.1	SBOV2_73940.2, SBOV2_73940.1
OG0004839	KAK4475597.1	SBOV2_230.1, SBOV2_230.2
OG0004840	KAK4469140.1	SBOV2_54130.1, SBOV2_54130.3, SBOV2_54130.2
OG0004841	KAK4471248.1	SBOV2_64950.1
OG0004842	KAK4470272.1	SBOV2_71870.1
OG0004843	KAK4473881.1	SBOV2_30120.1, SBOV2_30140.1, SBOV2_30140.2
OG0004844	KAK4475130.1	SBOV2_2000.1
OG0004845	KAK4475141.1	SBOV2_2010.1
OG0004846	KAK4470907.1	SBOV2_78090.1, SBOV2_78090.3, SBOV2_78090.2
OG0004848	KAK4475268.1	SBOV2_13470.1, SBOV2_13470.2, SBOV2_13470.3
OG0004849	KAK4469774.1	SBOV2_45030.1
OG0004850	KAK4471479.1	SBOV2_63730.1
OG0004851	KAK4475099.1	SBOV2_18750.1, SBOV2_18750.3, SBOV2_18750.2
OG0004852	KAK4469492.1	SBOV2_53040.1, SBOV2_53040.3, SBOV2_53040.4, SBOV2_53040.2, SBOV2_53040.5
OG0004853	KAK4473199.1	SBOV2_24450.1
OG0004854	KAK4468455.1	SBOV2_90550.1, SBOV2_90550.2, SBOV2_90550.3
OG0004855	KAK4472391.1	SBOV2_34760.1
OG0004856	KAK4470875.1	SBOV2_77770.1
OG0004857	KAK4469375.1	SBOV2_45440.1
OG0004858	KAK4470964.1	SBOV2_78680.1
OG0004859	KAK4471642.1	SBOV2_66350.1
OG0004860	KAK4469609.1	SBOV2_96580.2, SBOV2_96580.1
OG0004862	KAK4469430.1, KAK4469432.1, KAK4469431.1	SBOV2_49850.1, SBOV2_49850.2
OG0004863	KAK4467368.1	SBOV2_93030.4, SBOV2_93030.1, SBOV2_93030.3, SBOV2_93030.2
OG0004864	KAK4472270.1	SBOV2_33610.1
OG0004865	KAK4473014.1	SBOV2_23510.3, SBOV2_23510.2, SBOV2_23510.1
OG0004866	KAK4471278.1	SBOV2_65310.1, SBOV2_65310.2, SBOV2_65310.4, SBOV2_65310.3, SBOV2_65320.1
OG0004868	KAK4475906.1	SBOV2_5940.1, SBOV2_5940.2
OG0004869	KAK4474899.1	SBOV2_16760.1
OG0004870	KAK4468315.1	SBOV2_80260.1, SBOV2_80270.1
OG0004871	KAK4476004.1	SBOV2_8310.1
OG0004872	KAK4475395.1	SBOV2_20850.1, SBOV2_20850.2
OG0004873	KAK4473408.1	SBOV2_26170.1
OG0004874	KAK4475598.1	SBOV2_3210.1, SBOV2_3210.2, SBOV2_3210.3, SBOV2_3210.4
OG0004875	KAK4475583.1	SBOV2_3070.1
OG0004876	KAK4469832.1	SBOV2_50450.1
OG0004877	KAK4467986.1	SBOV2_81210.1
OG0004878	KAK4470139.1	SBOV2_69270.2, SBOV2_69270.3, SBOV2_69270.1
OG0004879	KAK4471843.1	SBOV2_59580.1
OG0004880	KAK4474843.1	SBOV2_16190.1
OG0004881	KAK4474522.1	SBOV2_13610.2, SBOV2_13610.1
OG0004882	KAK4475420.1	SBOV2_2290.1
OG0004883	KAK4476163.1	SBOV2_9290.1
OG0004884	KAK4468274.1	SBOV2_81610.1, SBOV2_81610.2
OG0004885	KAK4474459.1	SBOV2_900.1
OG0004886	KAK4475914.1	SBOV2_6010.1
OG0004887	KAK4469497.1	SBOV2_53100.1
OG0004888	KAK4468314.1	SBOV2_80250.1
OG0004889	KAK4469759.1	SBOV2_56070.1
OG0004890	KAK4468603.1	SBOV2_89240.1
OG0004891	KAK4472705.1	SBOV2_36750.1
OG0004892	KAK4470293.1	SBOV2_72050.1, SBOV2_72050.2, SBOV2_72050.3, SBOV2_72050.4
OG0004893	KAK4475084.1	SBOV2_18870.1, SBOV2_18870.2
OG0004894	KAK4469758.1	SBOV2_56040.1
OG0004895	KAK4468835.1	SBOV2_91290.1
OG0004896	KAK4473798.1	SBOV2_29000.2, SBOV2_29000.1
OG0004897	KAK4476261.1	SBOV2_10220.1, SBOV2_10220.2
OG0004899	KAK4469617.1	SBOV2_47140.1
OG0004900	KAK4473036.1	SBOV2_40330.1, SBOV2_40330.2
OG0004901	KAK4469620.1	SBOV2_47050.1, SBOV2_47050.2
OG0004902	KAK4473828.1	SBOV2_30610.1, SBOV2_30610.2
OG0004903	KAK4471412.1	SBOV2_62840.1
OG0004904	KAK4471096.1	SBOV2_64140.1
OG0004905	KAK4474620.1	SBOV2_13500.1
OG0004906	KAK4474686.1	SBOV2_12650.1
OG0004907	KAK4472052.1	SBOV2_58880.1
OG0004908	KAK4472767.1	SBOV2_38220.1, SBOV2_38220.2
OG0004909	KAK4474638.1	SBOV2_12270.1
OG0004910	KAK4475352.1	SBOV2_20330.1, SBOV2_20330.2, SBOV2_20330.3
OG0004912	KAK4468570.1	SBOV2_88480.1
OG0004913	KAK4471133.1	SBOV2_57010.1
OG0004914	KAK4471919.1	SBOV2_60490.1, SBOV2_60490.2, SBOV2_60490.3, SBOV2_60490.4, SBOV2_60490.5
OG0004915	KAK4475419.1	SBOV2_21080.1
OG0004916	KAK4474874.1	SBOV2_16510.2, SBOV2_16510.1
OG0004917	KAK4474100.1	SBOV2_32120.1
OG0004918	KAK4468874.1	SBOV2_85390.1
OG0004919	KAK4469490.1	SBOV2_53020.1
OG0004920	KAK4468245.1	SBOV2_81900.1, SBOV2_81900.3, SBOV2_81900.2
OG0004921	KAK4469708.1	SBOV2_53460.1, SBOV2_53460.2, SBOV2_53460.3
OG0004922	KAK4470401.1	SBOV2_76310.1
OG0004923	KAK4475248.1	SBOV2_2130.1
OG0004924	KAK4473218.1, KAK4472221.1	SBOV2_24650.1
OG0004925	KAK4469983.1	SBOV2_55370.1
OG0004926	KAK4470218.1	SBOV2_70770.1
OG0004927	KAK4468495.1	SBOV2_87740.1, SBOV2_87740.2
OG0004928	KAK4471353.1	SBOV2_65900.1
OG0004929	KAK4469915.1, KAK4469922.1	SBOV2_51270.1, SBOV2_51270.2, SBOV2_51270.3, SBOV2_51270.4
OG0004930	KAK4470960.1	SBOV2_78650.1
OG0004931	KAK4473481.1	SBOV2_41660.1
OG0004932	KAK4475489.1	SBOV2_21800.1
OG0004934	KAK4472460.1	SBOV2_43430.8, SBOV2_43430.9, SBOV2_43430.4, SBOV2_43430.7, SBOV2_43430.3, SBOV2_43430.6, SBOV2_43430.5, SBOV2_43430.1, SBOV2_43430.10, SBOV2_43430.2
OG0004935	KAK4474087.1	SBOV2_31990.1, SBOV2_31990.2, SBOV2_31990.3
OG0004936	KAK4468451.1	SBOV2_90510.1, SBOV2_90510.2
OG0004937	KAK4468450.1	SBOV2_90500.4, SBOV2_90500.6, SBOV2_90500.3, SBOV2_90500.5, SBOV2_90500.1, SBOV2_90500.2, SBOV2_90500.7
OG0004938	KAK4469589.1	SBOV2_47460.1
OG0004939	KAK4468224.1	SBOV2_82170.1, SBOV2_82170.2
OG0004940	KAK4469468.1	SBOV2_52830.1, SBOV2_52830.2
OG0004941	KAK4471415.1	SBOV2_62870.1
OG0004942	KAK4471445.1	SBOV2_65440.1, SBOV2_65440.2, SBOV2_65440.3
OG0004943	KAK4471872.1	SBOV2_59940.1
OG0004944	KAK4469784.1	SBOV2_56460.1
OG0004945	KAK4472595.1	SBOV2_35720.2, SBOV2_35720.1, SBOV2_35720.3
OG0004946	KAK4474014.1	SBOV2_31280.1
OG0004947	KAK4474081.1	SBOV2_31930.2, SBOV2_31930.1
OG0004948	KAK4474114.1	SBOV2_32240.1
OG0004949	KAK4468170.1	SBOV2_83350.1, SBOV2_83350.2
OG0004950	KAK4469079.1	SBOV2_46370.1
OG0004951	KAK4469310.1	SBOV2_48060.4, SBOV2_48060.1, SBOV2_48060.2, SBOV2_48060.3
OG0004952	KAK4469531.1	SBOV2_52530.1
OG0004953	KAK4471352.1	SBOV2_65890.1
OG0004954	KAK4472450.1	SBOV2_37750.1
OG0004955	KAK4473044.1	SBOV2_40020.1
OG0004956	KAK4473247.1	SBOV2_24950.3, SBOV2_24950.1, SBOV2_24950.2
OG0004957	KAK4474449.1	SBOV2_11940.2, SBOV2_11940.1, SBOV2_11940.3
OG0004958	KAK4474665.1	SBOV2_12490.1
OG0004959	KAK4474719.1	SBOV2_13030.1, SBOV2_13030.2
OG0004960	KAK4475446.1	SBOV2_21560.1
OG0004961	KAK4476077.1	SBOV2_7730.1
OG0004971	KAK4473876.1	SBOV2_30070.2, SBOV2_30070.1, SBOV2_30070.3
OG0004973	KAK4467740.1	SBOV2_92250.1
OG0004974	KAK4469295.1	SBOV2_48270.1
OG0004975	KAK4470186.1	SBOV2_71180.1
OG0004976	KAK4467840.1	SBOV2_95450.1
OG0004977	KAK4471865.1	SBOV2_59870.2, SBOV2_59870.3, SBOV2_59870.1
OG0004979	KAK4469818.1	SBOV2_50320.1
OG0004980	KAK4472493.1	SBOV2_37300.1
OG0004981	KAK4471995.1	SBOV2_61240.1
OG0004982	KAK4468161.1	SBOV2_84860.1
OG0004983	KAK4468229.1	SBOV2_82130.1, SBOV2_82130.2
OG0004984	KAK4472647.1	SBOV2_36200.1
OG0004985	KAK4470703.1	SBOV2_75420.1, SBOV2_75420.2
OG0004986	KAK4472482.1	SBOV2_37420.1
OG0004987	KAK4473189.1	SBOV2_44560.2, SBOV2_44560.1
OG0004988	KAK4475697.1	SBOV2_4190.1
OG0004989	KAK4470134.1	SBOV2_69330.1
OG0004990	KAK4475118.1	SBOV2_18540.1
OG0004991	KAK4475870.1	SBOV2_5130.1, SBOV2_5130.2
OG0004992	KAK4468165.1	SBOV2_83290.1
OG0004993	KAK4472535.1	SBOV2_43090.1
OG0004994	KAK4469606.1	SBOV2_47240.1
OG0004995	KAK4472669.1	SBOV2_27610.1
OG0004996	KAK4471243.1	SBOV2_64900.2, SBOV2_64900.5, SBOV2_64900.3, SBOV2_64900.4, SBOV2_64900.1
OG0004997	KAK4468349.1	SBOV2_79830.1
OG0004998	KAK4475803.1	SBOV2_4790.1, SBOV2_4790.2
OG0004999	KAK4468498.1	SBOV2_87760.1, SBOV2_87760.2
OG0005000	KAK4469041.1	SBOV2_55220.1, SBOV2_55220.3, SBOV2_55220.2
OG0005002	KAK4475690.1	SBOV2_4110.1, SBOV2_4110.2, SBOV2_4110.3
OG0005003	KAK4472988.1	SBOV2_41160.1
OG0005004	KAK4471985.1	SBOV2_61140.1
OG0005005	KAK4473953.1	SBOV2_29310.1
OG0005006	KAK4471733.1	SBOV2_61880.1
OG0005007	KAK4473693.1	SBOV2_28000.1
OG0005008	KAK4468704.1	SBOV2_87260.1, SBOV2_87260.2
OG0005009	KAK4472550.1	SBOV2_33320.1
OG0005010	KAK4472756.1	SBOV2_38420.1
OG0005011	KAK4472872.1	SBOV2_39260.1, SBOV2_39260.2
OG0005012	KAK4473148.1	SBOV2_23940.1
OG0005013	KAK4473966.1	SBOV2_30770.1
OG0005014	KAK4468307.1	SBOV2_81350.1, SBOV2_81350.3, SBOV2_81350.2
OG0005015	KAK4474022.1	SBOV2_31330.1
OG0005016	KAK4471098.1	SBOV2_57910.1
OG0005017	KAK4467619.1	SBOV2_93720.1
OG0005018	KAK4473184.1	SBOV2_24260.1
OG0005019	KAK4468866.1	SBOV2_85470.1
OG0005020	KAK4473719.1	SBOV2_44250.1
OG0005021	KAK4469292.1	SBOV2_48300.1
OG0005022	KAK4473203.1	SBOV2_24490.1
OG0005023	KAK4468886.1	SBOV2_85330.1
OG0005025	KAK4474682.1	SBOV2_12860.2, SBOV2_12860.4, SBOV2_12860.1, SBOV2_12860.3
OG0005026	KAK4471423.1	SBOV2_62950.1
OG0005027	KAK4472642.1	SBOV2_36160.2, SBOV2_36160.3, SBOV2_36160.1
OG0005028	KAK4468608.1	SBOV2_89180.1, SBOV2_89180.2
OG0005029	KAK4468160.1	SBOV2_84880.1, SBOV2_84880.2, SBOV2_84880.3
OG0005030	KAK4473059.1	SBOV2_23760.1
OG0005031	KAK4472907.1	SBOV2_39160.1
OG0005032	KAK4473062.1	SBOV2_23690.1
OG0005033	KAK4475151.1	SBOV2_18190.1
OG0005035	KAK4471102.1	SBOV2_57870.1
OG0005036	KAK4471764.1	SBOV2_60110.1
OG0005039	KAK4472105.1	SBOV2_58220.1, SBOV2_58220.2
OG0005042	KAK4472522.1	SBOV2_35060.2, SBOV2_35060.1, SBOV2_35060.3
OG0005043	KAK4471434.1	SBOV2_63070.2, SBOV2_63070.1
OG0005044	KAK4468079.1	SBOV2_84360.2, SBOV2_84360.3, SBOV2_84360.1
OG0005045	KAK4473702.1, KAK4473703.1, KAK4473704.1	SBOV2_28050.1, SBOV2_28050.2
OG0005046	KAK4469761.1	SBOV2_56090.1, SBOV2_56090.2
OG0005047	KAK4467878.1	SBOV2_95750.5, SBOV2_95750.3, SBOV2_95750.1, SBOV2_95750.4
OG0005048	KAK4475300.1	SBOV2_360.1
OG0005049	KAK4468889.1	SBOV2_85270.2, SBOV2_85270.1
OG0005050	KAK4474543.1	SBOV2_14020.1
OG0005051	KAK4476212.1	SBOV2_9030.1, SBOV2_9210.1
OG0005052	KAK4468530.1	SBOV2_88100.1, SBOV2_88100.2
OG0005053	KAK4474122.1	SBOV2_32340.1
OG0005054	KAK4467728.1	SBOV2_92140.1
OG0005055	KAK4474714.1	SBOV2_2030.1
OG0005056	KAK4472818.1	SBOV2_38910.1
OG0005057	KAK4473395.1	SBOV2_26270.1
OG0005058	KAK4469495.1	SBOV2_53070.1, SBOV2_53060.1
OG0005059	KAK4474764.1	SBOV2_15470.1
OG0005060	KAK4474202.1	SBOV2_35410.1
OG0005061	KAK4468895.1	SBOV2_91440.1, SBOV2_91440.2, SBOV2_91440.3, SBOV2_91440.4
OG0005062	KAK4472735.1	SBOV2_37040.1
OG0005063	KAK4473547.1	SBOV2_42450.1
OG0005064	KAK4468005.1	SBOV2_80760.1
OG0005065	KAK4474461.1	SBOV2_12010.1, SBOV2_12010.2
OG0005066	KAK4470037.1	SBOV2_76770.1, SBOV2_76770.2, SBOV2_76770.3, SBOV2_76770.4, SBOV2_76770.5, SBOV2_76770.6, SBOV2_76770.7
OG0005067	KAK4474034.1	SBOV2_31450.1
OG0005068	KAK4470095.1	SBOV2_70580.1
OG0005069	KAK4472443.1	SBOV2_37800.1, SBOV2_37800.2
OG0005070	KAK4476133.1	SBOV2_7300.1, SBOV2_7300.2
OG0005071	KAK4473204.1	SBOV2_24500.1
OG0005072	KAK4472473.1	SBOV2_37520.1
OG0005073	KAK4475595.1	SBOV2_3180.1
OG0005074	KAK4476251.1	SBOV2_8660.1
OG0005075	KAK4467668.1	SBOV2_94230.1, SBOV2_94230.2
OG0005076	KAK4472336.1	SBOV2_34240.1
OG0005078	KAK4470117.1	SBOV2_70440.1
OG0005079	KAK4473866.1	SBOV2_30220.1
OG0005080	KAK4476148.1	SBOV2_7170.1, SBOV2_7160.1
OG0005081	KAK4476151.1	SBOV2_7120.1, SBOV2_7120.2, SBOV2_7120.3
OG0005082	KAK4472303.1	SBOV2_33920.2, SBOV2_33920.1
OG0005083	KAK4473516.1	SBOV2_42060.1
OG0005084	KAK4467677.1	SBOV2_94300.1, SBOV2_94300.2
OG0005085	KAK4474474.1	SBOV2_12050.1
OG0005086	KAK4471591.1	SBOV2_68300.1, SBOV2_68300.2
OG0005087	KAK4470633.1	SBOV2_73080.1
OG0005088	KAK4476029.1	SBOV2_7020.1
OG0005089	KAK4470346.1	SBOV2_74220.1, SBOV2_74220.2
OG0005090	KAK4471200.1	SBOV2_64460.1, SBOV2_64460.2, SBOV2_64460.3
OG0005091	KAK4474705.1	SBOV2_12700.2, SBOV2_12700.1, SBOV2_12700.4, SBOV2_12700.5, SBOV2_12700.3
OG0005092	KAK4473213.1	SBOV2_24590.1
OG0005094	KAK4470498.1	SBOV2_75010.1
OG0005095	KAK4467475.1, KAK4475675.1	SBOV2_3990.1, SBOV2_3990.2
OG0005097	KAK4467774.1	SBOV2_93500.1
OG0005098	KAK4469808.1	SBOV2_50140.1
OG0005099	KAK4468428.1	SBOV2_90260.1, SBOV2_90260.2
OG0005100	KAK4468681.1	SBOV2_91180.1, SBOV2_91180.2
OG0005102	KAK4471894.1	SBOV2_60270.1
OG0005103	KAK4470377.1	SBOV2_73900.2, SBOV2_73900.1, SBOV2_73900.3
OG0005104	KAK4469290.1	SBOV2_45510.1, SBOV2_45510.2, SBOV2_45590.1, SBOV2_45590.2
OG0005105	KAK4470673.1	SBOV2_75130.1
OG0005106	KAK4469696.1	SBOV2_53320.1, SBOV2_53320.2
OG0005107	KAK4472693.1	SBOV2_36630.6, SBOV2_36630.2, SBOV2_36630.4, SBOV2_36630.1, SBOV2_36630.5, SBOV2_36630.3
OG0005108	KAK4468103.1	SBOV2_84120.1
OG0005109	KAK4468243.1	SBOV2_81930.1
OG0005110	KAK4475088.1	SBOV2_18830.1
OG0005111	KAK4469185.1	SBOV2_51800.1, SBOV2_51800.2
OG0005112	KAK4476134.1	SBOV2_1160.1
OG0005113	KAK4470229.1	SBOV2_70650.2, SBOV2_70650.1
OG0005114	KAK4476230.1	SBOV2_8530.1, SBOV2_8530.2, SBOV2_8530.3
OG0005115	KAK4471937.1	SBOV2_60650.2, SBOV2_60650.3, SBOV2_60650.1
OG0005116	KAK4473575.1	SBOV2_42750.1
OG0005117	KAK4475764.1	SBOV2_810.1, SBOV2_810.2
OG0005118	KAK4468457.1	SBOV2_90570.1
OG0005120	KAK4468102.1	SBOV2_84130.1
OG0005121	KAK4470273.1	SBOV2_71890.1
OG0005122	KAK4468660.1	SBOV2_91200.1, SBOV2_91230.1
OG0005123	KAK4471505.1	SBOV2_67940.1
OG0005124	KAK4475975.1	SBOV2_1320.1
OG0005125	KAK4474905.1	SBOV2_1780.1, SBOV2_1770.1
OG0005126	KAK4472041.1	SBOV2_58770.1
OG0005127	KAK4472349.1	SBOV2_34330.1
OG0005128	KAK4471113.1	SBOV2_57710.1, SBOV2_57710.2
OG0005130	KAK4475466.1	SBOV2_21370.3, SBOV2_21370.1, SBOV2_21370.2
OG0005131	KAK4469587.1	SBOV2_47490.1
OG0005132	KAK4474876.1	SBOV2_16540.1, SBOV2_16540.2, SBOV2_16540.3
OG0005133	KAK4469852.1	SBOV2_50690.1
OG0005134	KAK4469462.1	SBOV2_54580.1
OG0005135	KAK4473536.1	SBOV2_42280.1
OG0005136	KAK4470432.1	SBOV2_75990.2, SBOV2_75990.1
OG0005137	KAK4470080.1	SBOV2_79640.1
OG0005138	KAK4474943.1	SBOV2_17220.1
OG0005139	KAK4472519.1	SBOV2_35030.2, SBOV2_35030.4, SBOV2_35030.1, SBOV2_35030.3
OG0005140	KAK4473250.1	SBOV2_24980.1
OG0005141	KAK4467634.1	SBOV2_93830.2, SBOV2_93830.1
OG0005142	KAK4469267.1	SBOV2_48550.1
OG0005143	KAK4472306.1	SBOV2_33960.1, SBOV2_33960.2, SBOV2_33960.3
OG0005144	KAK4470647.1	SBOV2_73210.1
OG0005145	KAK4475771.1	SBOV2_4720.1
OG0005146	KAK4475086.1	SBOV2_18850.1
OG0005147	KAK4469466.1	SBOV2_54540.1
OG0005148	KAK4469898.1	SBOV2_51460.1
OG0005149	KAK4474364.1	SBOV2_9590.2, SBOV2_9590.5, SBOV2_9590.3, SBOV2_9590.4
OG0005150	KAK4472576.1	SBOV2_35530.1
OG0005151	KAK4467981.1, KAK4467980.1	SBOV2_81140.1, SBOV2_81140.2, SBOV2_81140.3
OG0005152	KAK4476109.1	SBOV2_7530.1
OG0005153	KAK4468674.1	SBOV2_89630.1
OG0005154	KAK4469037.1	SBOV2_55170.1, SBOV2_55170.2
OG0005155	KAK4475896.1	SBOV2_5850.2, SBOV2_5850.1, SBOV2_5850.4, SBOV2_5850.3
OG0005156	KAK4470196.1	SBOV2_71490.1, SBOV2_71260.1
OG0005157	KAK4475712.1	SBOV2_130.1, SBOV2_130.2
OG0005159	KAK4473572.1	SBOV2_42720.1
OG0005160	KAK4473460.1	SBOV2_41460.1, SBOV2_41460.2, SBOV2_41460.3, SBOV2_25610.1
OG0005161	KAK4472433.1	SBOV2_37930.1
OG0005162	KAK4476058.1	SBOV2_6590.1
OG0005163	KAK4470785.1	SBOV2_76890.1
OG0005164	KAK4473287.1	SBOV2_23370.1
OG0005165	KAK4467739.1	SBOV2_92230.1
OG0005166	KAK4469553.1	SBOV2_47830.1
OG0005167	KAK4470059.1	SBOV2_79380.1
OG0005168	KAK4469273.1	SBOV2_48500.1, SBOV2_48500.2
OG0005170	KAK4472856.1	SBOV2_43020.4, SBOV2_43020.2, SBOV2_43020.1, SBOV2_43020.3
OG0005171	KAK4467526.1	SBOV2_5280.1
OG0005172	KAK4469932.1	SBOV2_53830.1, SBOV2_53830.2, SBOV2_53830.3
OG0005174	KAK4468859.1	SBOV2_85550.1
OG0005175	KAK4467862.1	SBOV2_94870.1
OG0005176	KAK4473566.1	SBOV2_42660.1, SBOV2_42660.2
OG0005177	KAK4470806.1	SBOV2_77090.1
OG0005178	KAK4471376.1	SBOV2_66300.1
OG0005179	KAK4468138.1	SBOV2_82470.1, SBOV2_82470.2, SBOV2_82470.3, SBOV2_82470.4
OG0005180	KAK4475373.1	SBOV2_20580.1
OG0005181	KAK4468281.1	SBOV2_81550.1, SBOV2_81550.2, SBOV2_81550.3
OG0005182	KAK4469364.1	SBOV2_44860.1
OG0005183	KAK4471111.1	SBOV2_57810.1
OG0005185	KAK4470160.1	SBOV2_70930.1
OG0005186	KAK4471449.1	SBOV2_63480.1
OG0005187	KAK4476188.1	SBOV2_1120.1
OG0005188	KAK4468819.1	SBOV2_85950.1
OG0005189	KAK4472789.1	SBOV2_38640.1
OG0005190	KAK4470634.1	SBOV2_73090.1
OG0005191	KAK4470955.1	SBOV2_78540.1
OG0005192	KAK4470388.1	SBOV2_76420.3, SBOV2_76420.1, SBOV2_76420.2, SBOV2_76420.4
OG0005193	KAK4467989.1	SBOV2_81260.1
OG0005194	KAK4470812.1	SBOV2_77140.1
OG0005195	KAK4474016.1	SBOV2_31300.1, SBOV2_31300.2, SBOV2_31300.3
OG0005196	KAK4471180.1	SBOV2_57570.2, SBOV2_57570.1
OG0005197	KAK4474584.1	SBOV2_14120.1
OG0005198	KAK4469020.1	SBOV2_46070.1
OG0005199	KAK4468818.1	SBOV2_85940.1
OG0005200	KAK4469425.1	SBOV2_49820.1
OG0005201	KAK4468249.1	SBOV2_81890.1
OG0005202	KAK4473206.1	SBOV2_24550.1
OG0005203	KAK4473630.1	SBOV2_27220.1
OG0005204	KAK4474802.1	SBOV2_15900.1
OG0005205	KAK4467514.1, KAK4475649.1	SBOV2_3770.1
OG0005206	KAK4469685.1	SBOV2_53250.1, SBOV2_53250.2
OG0005207	KAK4468261.1	SBOV2_81770.1, SBOV2_81770.3, SBOV2_81770.2
OG0005208	KAK4469859.1	SBOV2_50810.1, SBOV2_50810.2, SBOV2_50810.3
OG0005209	KAK4467370.1	SBOV2_68890.2, SBOV2_68890.3
OG0005210	KAK4474927.1	SBOV2_17050.1, SBOV2_17050.2
OG0005212	KAK4475999.1	SBOV2_8370.1
OG0005213	KAK4468133.1	SBOV2_82420.1, SBOV2_82420.2
OG0005214	KAK4473207.1, KAK4473208.1	SBOV2_6660.1
OG0005215	KAK4470360.1	SBOV2_74060.1, SBOV2_74060.2
OG0005216	KAK4475228.1	SBOV2_2110.1
OG0005217	KAK4470447.1	SBOV2_75840.1
OG0005218	KAK4468657.1	SBOV2_89460.1
OG0005219	KAK4476253.1	SBOV2_8630.1
OG0005220	KAK4475774.1	SBOV2_4680.1
OG0005221	KAK4473764.1	SBOV2_28700.1
OG0005222	KAK4474673.1	SBOV2_300.1
OG0005224	KAK4471541.1	SBOV2_67510.1
OG0005225	KAK4472777.1	SBOV2_38280.3, SBOV2_38280.1, SBOV2_38280.2
OG0005226	KAK4473209.1	SBOV2_24560.2, SBOV2_24560.1, SBOV2_24560.3
OG0005227	KAK4475947.1	SBOV2_7940.3, SBOV2_7940.1, SBOV2_7940.2
OG0005228	KAK4471540.1	SBOV2_67470.1
OG0005229	KAK4474436.1	SBOV2_920.1, SBOV2_920.2
OG0005230	KAK4469616.1	SBOV2_47170.1, SBOV2_47170.2
OG0005232	KAK4475211.1	SBOV2_17670.1
OG0005233	KAK4475379.1	SBOV2_20630.1
OG0005234	KAK4474322.1	SBOV2_14840.1, SBOV2_14840.2, SBOV2_14840.3
OG0005236	KAK4468683.1	SBOV2_87530.1, SBOV2_87530.2
OG0005237	KAK4468119.1	SBOV2_83840.5, SBOV2_83840.6, SBOV2_83840.4, SBOV2_83840.1, SBOV2_83840.2, SBOV2_83840.3
OG0005238	KAK4472258.1	SBOV2_33530.1, SBOV2_33530.2, SBOV2_33530.3
OG0005239	KAK4469936.1	SBOV2_51590.1, SBOV2_51590.2, SBOV2_51590.4, SBOV2_51590.3
OG0005240	KAK4471318.1	SBOV2_63220.1
OG0005241	KAK4471284.1	SBOV2_65360.1, SBOV2_65370.1
OG0005242	KAK4471413.1	SBOV2_62850.2, SBOV2_62850.1
OG0005243	KAK4471408.1	SBOV2_68500.1, SBOV2_68500.3, SBOV2_68500.2
OG0005244	KAK4474857.1	SBOV2_16340.2, SBOV2_16340.1, SBOV2_16340.3
OG0005246	KAK4473240.1	SBOV2_26450.1
OG0005247	KAK4475047.1	SBOV2_19270.1
OG0005248	KAK4471521.1	SBOV2_68380.1
OG0005249	KAK4474751.1	SBOV2_13310.1, SBOV2_13310.2
OG0005251	KAK4474452.1	SBOV2_11970.1
OG0005252	KAK4470061.1	SBOV2_79430.1
OG0005253	KAK4473504.1	SBOV2_41890.1, SBOV2_41890.2
OG0005254	KAK4475315.1	SBOV2_14980.1
OG0005255	KAK4467798.1	SBOV2_94570.1, SBOV2_94570.2
OG0005256	KAK4468202.1	SBOV2_82370.1
OG0005257	KAK4469843.1	SBOV2_50570.4, SBOV2_50570.3, SBOV2_50570.2, SBOV2_50570.1
OG0005258	KAK4470282.1	SBOV2_71960.2, SBOV2_71960.1, SBOV2_71960.3
OG0005260	KAK4470708.1	SBOV2_75480.1, SBOV2_75480.2
OG0005262	KAK4471547.1, KAK4471548.1	SBOV2_67380.1, SBOV2_67400.1
OG0005263	KAK4472229.1	SBOV2_22710.1, SBOV2_22710.2
OG0005264	KAK4472478.1	SBOV2_37450.1
OG0005265	KAK4473030.1	SBOV2_40300.1, SBOV2_40300.2
OG0005266	KAK4473340.1	SBOV2_22730.1, SBOV2_22730.2
