Orthogroup	s.mekongi	schistosoma_curassoni
OG0006314	KAK4470674.1	SCUR1_69900.1
OG0006315	KAK4467941.1	SCUR1_91440.1, SCUR1_91440.2, SCUR1_91440.3
OG0006316	KAK4471515.1	SCUR1_67750.1
OG0006317	KAK4469380.1	SCUR1_50010.1, SCUR1_50010.2
OG0006318	KAK4469409.1	SCUR1_50280.1
OG0006319	KAK4468502.1	SCUR1_89050.1
OG0006320	KAK4472685.1	SCUR1_31030.1
OG0006321	KAK4476296.1	SCUR1_880.1
OG0006322	KAK4469023.1	SCUR1_55860.1
OG0006323	KAK4472277.1	SCUR1_34110.4, SCUR1_34110.5, SCUR1_34110.1, SCUR1_34110.2, SCUR1_34110.3
OG0006324	KAK4475001.1	SCUR1_20810.1
OG0006325	KAK4475885.1	SCUR1_5770.1
OG0006326	KAK4467861.1	SCUR1_94460.1
OG0006327	KAK4473194.1	SCUR1_24870.1
OG0006328	KAK4471116.1	SCUR1_58270.1
OG0006329	KAK4471621.1	SCUR1_66580.2, SCUR1_66580.1
OG0006330	KAK4468613.1	SCUR1_89560.1
OG0006331	KAK4472021.1	SCUR1_59400.1
OG0006332	KAK4473440.1	SCUR1_45480.1
OG0006333	KAK4471830.1	SCUR1_60000.1, SCUR1_60000.2
OG0006334	KAK4468246.1, KAK4468247.1	SCUR1_81920.1
OG0006335	KAK4467646.1	SCUR1_93640.1
OG0006336	KAK4475478.1	SCUR1_21820.1
OG0006337	KAK4475237.1	SCUR1_15590.1
OG0006338	KAK4475375.1	SCUR1_20020.1
OG0006339	KAK4474098.1	SCUR1_35670.1, SCUR1_97340.1
OG0006340	KAK4473588.1	SCUR1_43860.1
OG0006341	KAK4469929.1	SCUR1_51670.1, SCUR1_51670.2, SCUR1_51670.3
OG0006342	KAK4468182.1	SCUR1_83390.1
OG0006343	KAK4471929.1	SCUR1_60930.1
OG0006344	KAK4472850.1	SCUR1_25910.1
OG0006345	KAK4470125.1	SCUR1_70200.1
OG0006346	KAK4468823.1	SCUR1_89160.1
OG0006347	KAK4473139.1	SCUR1_27690.1
OG0006348	KAK4473389.1	SCUR1_45430.1
OG0006349	KAK4476000.1	SCUR1_8390.1
OG0006352	KAK4474570.1	SCUR1_14650.1
OG0006353	KAK4470087.1	SCUR1_68960.1
OG0006354	KAK4470163.1	SCUR1_70860.1, SCUR1_70860.2
OG0006355	KAK4469137.1	SCUR1_51320.1
OG0006356	KAK4470941.1	SCUR1_78780.1
OG0006357	KAK4468024.1	SCUR1_82890.1
OG0006358	KAK4474783.1	SCUR1_16060.1
OG0006359	KAK4469668.1	SCUR1_50970.1, SCUR1_50970.2
OG0006360	KAK4467915.1	SCUR1_91680.1, SCUR1_91680.2
OG0006361	KAK4469875.1	SCUR1_54550.1
OG0006362	KAK4475037.1	SCUR1_21210.1
OG0006363	KAK4474399.1	SCUR1_14320.1
OG0006364	KAK4468254.1	SCUR1_81840.1
OG0006365	KAK4475432.1	SCUR1_21970.1
OG0006366	KAK4469478.1	SCUR1_52660.1
OG0006367	KAK4470144.1	SCUR1_69060.1
OG0006368	KAK4471308.1	SCUR1_63510.1, SCUR1_63510.2
OG0006369	KAK4468083.1	SCUR1_84070.1
OG0006370	KAK4470233.1	SCUR1_70510.1
OG0006371	KAK4468278.1	SCUR1_81000.1
OG0006372	KAK4473022.1	SCUR1_41270.1
OG0006373	KAK4470865.1	SCUR1_78060.1
OG0006374	KAK4469453.1	SCUR1_50800.1
OG0006375	KAK4475381.1	SCUR1_19950.1
OG0006376	KAK4468798.1	SCUR1_85850.1
OG0006377	KAK4471981.1	SCUR1_61410.1
OG0006378	KAK4469187.1	SCUR1_53820.1
OG0006379	KAK4468873.1	SCUR1_85060.1
OG0006381	KAK4470336.1	SCUR1_74550.1
OG0006382	KAK4468063.1	SCUR1_84290.1, SCUR1_84290.2
OG0006383	KAK4468336.1	SCUR1_80700.1
OG0006384	KAK4472015.1, KAK4472016.1	SCUR1_59450.1
OG0006385	KAK4474945.1	SCUR1_17710.1
OG0006386	KAK4469744.1	SCUR1_56620.1
OG0006387	KAK4470836.1, KAK4470837.1	SCUR1_77790.1
OG0006388	KAK4472008.1	SCUR1_59530.1
OG0006389	KAK4468117.1	SCUR1_83670.1
OG0006390	KAK4471277.1	SCUR1_65500.1
OG0006391	KAK4471276.1	SCUR1_65490.1
OG0006392	KAK4467827.1	SCUR1_94800.1
OG0006394	KAK4469590.1	SCUR1_48160.1
OG0006395	KAK4474500.1	SCUR1_14190.1
OG0006396	KAK4474981.1	SCUR1_20650.1
OG0006397	KAK4470041.1	SCUR1_78320.1
OG0006398	KAK4475908.1	SCUR1_5980.1
OG0006399	KAK4474287.1	SCUR1_12910.1
OG0006400	KAK4470328.1	SCUR1_74650.1
OG0006401	KAK4469089.1	SCUR1_47220.1
OG0006402	KAK4472875.1	SCUR1_25780.1
OG0006403	KAK4475922.1	SCUR1_480.1
OG0006404	KAK4472305.1	SCUR1_33760.1
OG0006405	KAK4469402.1	SCUR1_50230.1
OG0006406	KAK4469487.1	SCUR1_52580.1
OG0006407	KAK4475078.1	SCUR1_19480.1
OG0006408	KAK4470676.1	SCUR1_75510.1
OG0006409	KAK4469916.1	SCUR1_51800.1
OG0006410	KAK4474425.1	SCUR1_830.1
OG0006411	KAK4475080.1	SCUR1_1770.1
OG0006412	KAK4474934.1	SCUR1_17620.1
OG0006413	KAK4468951.1, KAK4468950.1	SCUR1_89650.1
OG0006414	KAK4468882.1	SCUR1_84980.1
OG0006415	KAK4473149.1	SCUR1_24440.1
OG0006416	KAK4471886.1	SCUR1_60350.1
OG0006417	KAK4469389.1	SCUR1_50110.1
OG0006418	KAK4476247.1	SCUR1_8760.1
OG0006419	KAK4473108.1	SCUR1_28140.1
OG0006420	KAK4471323.1	SCUR1_63620.1
OG0006421	KAK4475819.1	SCUR1_5630.1
OG0006422	KAK4468514.1, KAK4468513.1	SCUR1_88960.1
OG0006423	KAK4468253.1	SCUR1_81850.1
OG0006424	KAK4469399.1	SCUR1_50200.1
OG0006425	KAK4470872.1	SCUR1_78120.1
OG0006426	KAK4475003.1	SCUR1_20830.1
OG0006427	KAK4472377.1	SCUR1_33100.1
OG0006428	KAK4474884.1	SCUR1_350.1
OG0006429	KAK4474389.1	SCUR1_10950.1
OG0006430	KAK4475603.1	SCUR1_3170.1
OG0006431	KAK4468422.1	SCUR1_89850.1
OG0006432	KAK4470909.1	SCUR1_78510.1
OG0006434	KAK4467733.1	SCUR1_91890.1
OG0006436	KAK4471217.1	SCUR1_68610.1
OG0006437	KAK4468454.1	SCUR1_90190.1
OG0006438	KAK4470735.1	SCUR1_76060.1
OG0006439	KAK4474734.1	SCUR1_13500.1
OG0006441	KAK4467867.1	SCUR1_94400.1
OG0006442	KAK4474152.1	SCUR1_35110.1
OG0006443	KAK4474307.1	SCUR1_21370.1
OG0006444	KAK4468945.1	SCUR1_87790.1, SCUR1_87790.2
OG0006445	KAK4470321.1, KAK4470339.1	SCUR1_69350.1
OG0006446	KAK4469710.1	SCUR1_52060.1
OG0006447	KAK4468394.1	SCUR1_86080.1
OG0006448	KAK4467334.1, KAK4475789.1	SCUR1_4930.1
OG0006449	KAK4472613.1	SCUR1_31770.1
OG0006450	KAK4475547.1	SCUR1_2570.1
OG0006451	KAK4470099.1	SCUR1_70460.1
OG0006452	KAK4469736.1	SCUR1_56520.1
OG0006453	KAK4471086.1	SCUR1_68640.1
OG0006454	KAK4476310.1	SCUR1_9600.1
OG0006455	KAK4469438.1, KAK4469439.1	SCUR1_50630.1
OG0006456	KAK4474956.1	SCUR1_2370.1
OG0006457	KAK4469879.1	SCUR1_54520.1
OG0006458	KAK4471648.1	SCUR1_66230.1
OG0006459	KAK4469048.1	SCUR1_56050.1
OG0006460	KAK4471245.1	SCUR1_65140.1
OG0006461	KAK4468862.1	SCUR1_85160.3, SCUR1_85160.1, SCUR1_85160.2
OG0006462	KAK4469424.1	SCUR1_50510.2, SCUR1_50510.1, SCUR1_50510.3
OG0006463	KAK4471748.1	SCUR1_62130.1
OG0006464	KAK4475452.1	SCUR1_22060.1
OG0006465	KAK4470389.1, KAK4470390.1	SCUR1_76780.1
OG0006466	KAK4468711.1	SCUR1_86770.1, SCUR1_86770.2
OG0006467	KAK4476270.1	SCUR1_10530.1
OG0006468	KAK4473498.1	SCUR1_42780.1
OG0006469	KAK4467536.1	SCUR1_14890.1
OG0006470	KAK4472117.1, KAK4472118.1	SCUR1_58520.1
OG0006471	KAK4468031.1	SCUR1_82830.1
OG0006472	KAK4468034.1	SCUR1_82800.1
OG0006473	KAK4471779.1	SCUR1_61910.1
OG0006474	KAK4471336.1	SCUR1_65800.1, SCUR1_65800.2
OG0006475	KAK4474741.1	SCUR1_13570.1
OG0006476	KAK4475599.1	SCUR1_3110.2, SCUR1_3110.1
OG0006477	KAK4473143.1	SCUR1_27660.1
OG0006479	KAK4473546.1	SCUR1_43360.1
OG0006480	KAK4475459.1	SCUR1_22240.1
OG0006481	KAK4471607.1	SCUR1_66720.1
OG0006482	KAK4475060.1	SCUR1_21450.1
OG0006483	KAK4471873.1	SCUR1_60240.1
OG0006484	KAK4470052.1	SCUR1_69580.1
OG0006485	KAK4475719.1	SCUR1_4360.1, SCUR1_4360.2, SCUR1_4360.3
OG0006486	KAK4475460.1	SCUR1_22260.1
OG0006487	KAK4470596.1	SCUR1_72690.1
OG0006488	KAK4474807.1, KAK4474806.1	SCUR1_16290.1
OG0006489	KAK4474404.1	SCUR1_11150.1
OG0006490	KAK4474243.1	SCUR1_7630.1, SCUR1_7630.2
OG0006491	KAK4468076.1	SCUR1_84150.1
OG0006493	KAK4473348.1	SCUR1_23040.1
OG0006494	KAK4471685.1	SCUR1_62610.1
OG0006495	KAK4468050.1	SCUR1_82610.1, SCUR1_82610.2
OG0006496	KAK4473659.1	SCUR1_45280.1
OG0006497	KAK4474678.1	SCUR1_13180.1
OG0006498	KAK4475030.1	SCUR1_1690.1
OG0006499	KAK4475813.1	SCUR1_5690.1
OG0006501	KAK4468550.1	SCUR1_88630.1
OG0006502	KAK4470086.1	SCUR1_68950.1, SCUR1_68950.2
OG0006503	KAK4470063.1	SCUR1_79760.1
OG0006504	KAK4468323.1	SCUR1_80790.1, SCUR1_97690.1, SCUR1_97690.2
OG0006505	KAK4468219.1	SCUR1_82220.1, SCUR1_82220.2
OG0006506	KAK4471373.1	SCUR1_66330.1
OG0006507	KAK4471791.1	SCUR1_61840.1
OG0006508	KAK4471339.1	SCUR1_65840.1
OG0006509	KAK4467613.1	SCUR1_92640.1
OG0006510	KAK4472959.1	SCUR1_26780.3, SCUR1_26780.2, SCUR1_26780.1
OG0006512	KAK4474185.1	SCUR1_34750.1
OG0006513	KAK4473878.1	SCUR1_37790.1
OG0006514	KAK4468264.1	SCUR1_81710.1, SCUR1_81710.2, SCUR1_81710.4, SCUR1_81710.3, SCUR1_81710.5
OG0006515	KAK4473499.1	SCUR1_42770.1
OG0006516	KAK4472721.1	SCUR1_30660.1
OG0006517	KAK4467678.1	SCUR1_93960.2, SCUR1_93960.1, SCUR1_93960.3
OG0006518	KAK4467631.1	SCUR1_94580.1
OG0006519	KAK4467751.1	SCUR1_92160.2, SCUR1_92160.1, SCUR1_92160.3, SCUR1_92160.4
OG0006520	KAK4467769.1	SCUR1_93210.1
OG0006521	KAK4468769.1	SCUR1_86680.1, SCUR1_86680.2
OG0006522	KAK4469080.1	SCUR1_47110.1
OG0006523	KAK4470020.1	SCUR1_76410.3, SCUR1_76410.2, SCUR1_76410.1
OG0006524	KAK4470269.1	SCUR1_71870.1
OG0006525	KAK4471305.1	SCUR1_63660.3, SCUR1_63660.2, SCUR1_63660.4, SCUR1_63660.1
OG0006526	KAK4472352.1	SCUR1_33370.1, SCUR1_33380.1
OG0006527	KAK4473178.1	SCUR1_41480.1
OG0006528	KAK4474088.1	SCUR1_44830.1, SCUR1_44840.1, SCUR1_44820.1
OG0006529	KAK4475187.1	SCUR1_18420.1
OG0006543	KAK4468211.1	SCUR1_82280.1
OG0006544	KAK4467807.1	SCUR1_94260.1, SCUR1_94260.2
OG0006545	KAK4470178.1	SCUR1_71050.1
OG0006546	KAK4468512.1	SCUR1_88970.1
OG0006547	KAK4469598.1	SCUR1_48050.1, SCUR1_48040.1
OG0006548	KAK4467908.1	SCUR1_91770.1
OG0006549	KAK4471500.1	SCUR1_68290.1, SCUR1_68290.2
OG0006550	KAK4469039.1	SCUR1_56010.1
OG0006551	KAK4470378.1	SCUR1_74080.1, SCUR1_74080.2, SCUR1_74080.3
OG0006552	KAK4475279.1	SCUR1_15040.1
OG0006553	KAK4470398.1	SCUR1_76710.1
OG0006554	KAK4472794.1	SCUR1_43970.2, SCUR1_43970.1
OG0006555	KAK4468911.1	SCUR1_91040.1, SCUR1_91040.2
OG0006556	KAK4469177.1	SCUR1_53950.1
OG0006557	KAK4471922.1	SCUR1_60860.1
OG0006558	KAK4470112.1	SCUR1_70310.1
OG0006559	KAK4475866.1	SCUR1_5210.1
OG0006560	KAK4472953.1	SCUR1_26700.1
OG0006561	KAK4471614.1	SCUR1_66670.3
OG0006562	KAK4474744.1	SCUR1_13600.1
OG0006563	KAK4468787.1	SCUR1_85960.2, SCUR1_85960.1
OG0006564	KAK4473768.1	SCUR1_39180.1
OG0006565	KAK4474293.1	SCUR1_16660.1, SCUR1_16640.1
OG0006566	KAK4472769.1	SCUR1_29260.1
OG0006567	KAK4472484.1	SCUR1_30190.1
OG0006568	KAK4475339.1	SCUR1_20410.1
OG0006569	KAK4472758.1	SCUR1_29280.1
OG0006570	KAK4469798.1	SCUR1_55570.1
OG0006571	KAK4471797.1	SCUR1_61750.1
OG0006572	KAK4469197.1	SCUR1_46490.1
OG0006573	KAK4475111.1	SCUR1_1800.2, SCUR1_1800.1
OG0006574	KAK4471650.1	SCUR1_66250.1
OG0006575	KAK4471137.1	SCUR1_57790.1
OG0006576	KAK4471148.1	SCUR1_57940.1, SCUR1_57930.1
OG0006578	KAK4469612.1	SCUR1_47940.1
OG0006580	KAK4470733.1	SCUR1_76040.1
OG0006581	KAK4472952.1	SCUR1_26690.1
OG0006582	KAK4472729.1	SCUR1_30580.1
OG0006583	KAK4468816.1, KAK4468815.1	SCUR1_85560.1, SCUR1_98130.1
OG0006584	KAK4467409.1	SCUR1_2330.1
OG0006586	KAK4473865.1	SCUR1_37610.1
OG0006588	KAK4474525.1	SCUR1_13910.1, SCUR1_13910.2
OG0006589	KAK4475399.1	SCUR1_19720.1
OG0006590	KAK4475398.1	SCUR1_19740.1
OG0006591	KAK4470251.1	SCUR1_71550.1, SCUR1_71550.2
OG0006592	KAK4468126.1	SCUR1_83600.1
OG0006593	KAK4470588.1	SCUR1_69990.1
OG0006595	KAK4469351.1	SCUR1_53500.1, SCUR1_53500.2, SCUR1_53500.3
OG0006596	KAK4470883.1	SCUR1_78230.1
OG0006597	KAK4470766.1	SCUR1_77030.1
OG0006598	KAK4467587.1	SCUR1_92590.1
OG0006599	KAK4473325.1	SCUR1_23280.1
OG0006600	KAK4470912.1	SCUR1_78550.3, SCUR1_78550.1, SCUR1_78550.2, SCUR1_78550.4
OG0006601	KAK4469924.1	SCUR1_51730.1
OG0006602	KAK4473223.1	SCUR1_25160.1
OG0006603	KAK4467918.1	SCUR1_91380.1
OG0006604	KAK4469031.1	SCUR1_55920.1
OG0006606	KAK4470316.1	SCUR1_72250.1
OG0006607	KAK4472881.1	SCUR1_26260.1
OG0006608	KAK4475347.1	SCUR1_20350.1
OG0006609	KAK4468893.1	SCUR1_84930.1
OG0006610	KAK4468019.1	SCUR1_81200.1
OG0006613	KAK4469943.1	SCUR1_56220.1
OG0006615	KAK4472256.1	SCUR1_34290.1
OG0006617	KAK4470089.1	SCUR1_68990.1, SCUR1_68990.3, SCUR1_68990.2
OG0006618	KAK4473831.1	SCUR1_37260.1
OG0006619	KAK4473072.1	SCUR1_24090.1
OG0006620	KAK4475270.1	SCUR1_1960.1
OG0006621	KAK4468854.1	SCUR1_90890.1
OG0006622	KAK4474817.1	SCUR1_16410.1
OG0006623	KAK4471350.1	SCUR1_65940.1
OG0006624	KAK4474178.1	SCUR1_34820.1
OG0006625	KAK4471810.1	SCUR1_61640.1
OG0006627	KAK4469737.1	SCUR1_56530.1
OG0006628	KAK4468803.1	SCUR1_90970.1
OG0006629	KAK4470530.1	SCUR1_75020.1
OG0006630	KAK4468002.1	SCUR1_80490.2, SCUR1_80490.1
OG0006631	KAK4469135.1	SCUR1_51290.1
OG0006632	KAK4473755.1	SCUR1_39340.1
OG0006633	KAK4470143.1	SCUR1_69070.1
OG0006634	KAK4473597.1	SCUR1_41100.1
OG0006635	KAK4476030.1	SCUR1_7070.1
OG0006637	KAK4473550.1	SCUR1_43410.1
OG0006638	KAK4476034.1	SCUR1_7110.1
OG0006639	KAK4471004.1	SCUR1_79470.1
OG0006640	KAK4476205.1	SCUR1_8970.1
OG0006641	KAK4470492.1	SCUR1_75390.1
OG0006642	KAK4471943.1	SCUR1_64330.1
OG0006643	KAK4471115.1, KAK4471114.1	SCUR1_58260.1
OG0006644	KAK4473161.1	SCUR1_24560.1
OG0006645	KAK4471930.1	SCUR1_60940.1
OG0006646	KAK4469158.1	SCUR1_51550.1
OG0006647	KAK4471348.1	SCUR1_65920.1
OG0006648	KAK4471343.1	SCUR1_65880.1
OG0006650	KAK4469119.1	SCUR1_47500.1
OG0006651	KAK4467532.1, KAK4474645.1	SCUR1_12650.1
OG0006652	KAK4473282.1	SCUR1_23820.1
OG0006653	KAK4471815.1	SCUR1_64190.1, SCUR1_64200.1
OG0006654	KAK4471345.1	SCUR1_65910.1
OG0006655	KAK4472543.1	SCUR1_34450.1
OG0006656	KAK4472542.1	SCUR1_34440.1, SCUR1_34440.2
OG0006657	KAK4473236.1	SCUR1_25290.1
OG0006658	KAK4470396.1	SCUR1_76740.1
OG0006659	KAK4474143.1	SCUR1_35220.1
OG0006660	KAK4468071.1	SCUR1_84200.1
OG0006661	KAK4470271.1	SCUR1_71890.1
OG0006662	KAK4474782.1	SCUR1_16050.1
OG0006663	KAK4473432.1	SCUR1_42130.1
OG0006664	KAK4469669.1	SCUR1_50960.1
OG0006665	KAK4473999.1	SCUR1_36710.1
OG0006666	KAK4474502.1	SCUR1_1260.1, SCUR1_1260.2
OG0006667	KAK4476045.1	SCUR1_6850.1
OG0006668	KAK4473160.1	SCUR1_24550.1, SCUR1_24550.2
OG0006669	KAK4474398.1	SCUR1_14330.1
OG0006670	KAK4470109.1	SCUR1_70300.1
OG0006671	KAK4470900.1	SCUR1_78420.1
OG0006672	KAK4474968.1	SCUR1_17910.1, SCUR1_17920.1
OG0006673	KAK4475015.1	SCUR1_20940.1
OG0006674	KAK4470998.1	SCUR1_79390.1
OG0006675	KAK4475510.1	SCUR1_22450.1
OG0006676	KAK4470487.1	SCUR1_73570.1
OG0006677	KAK4473374.1	SCUR1_22810.1
OG0006678	KAK4469072.1	SCUR1_100910.1, SCUR1_47000.1, SCUR1_100910.2
OG0006679	KAK4474019.1, KAK4474208.1	SCUR1_32390.1
OG0006680	KAK4474433.1	SCUR1_12100.1
OG0006681	KAK4471915.1	SCUR1_60760.1
OG0006682	KAK4468175.1	SCUR1_83260.1, SCUR1_83260.2
OG0006684	KAK4475209.1	SCUR1_18220.1
OG0006685	KAK4472297.1	SCUR1_33860.2
OG0006686	KAK4469338.1	SCUR1_53350.1
OG0006687	KAK4468588.1	SCUR1_87500.1
OG0006688	KAK4472069.1	SCUR1_58910.1
OG0006689	KAK4471988.1	SCUR1_61480.1
OG0006690	KAK4471916.1	SCUR1_60780.1
OG0006691	KAK4470738.1	SCUR1_76080.1
OG0006692	KAK4475728.1	SCUR1_4420.1
OG0006693	KAK4473324.1	SCUR1_23290.1
OG0006694	KAK4470805.1	SCUR1_77440.1
OG0006695	KAK4471316.1	SCUR1_63540.1
OG0006696	KAK4468833.1	SCUR1_85680.1
OG0006697	KAK4472723.1	SCUR1_30640.1
OG0006698	KAK4473417.1	SCUR1_41980.1
OG0006699	KAK4470102.1	SCUR1_70420.1
OG0006700	KAK4473710.1	SCUR1_39860.1
OG0006701	KAK4469241.1	SCUR1_49510.1
OG0006702	KAK4468412.1	SCUR1_89750.1
OG0006705	KAK4469787.1	SCUR1_98470.1
OG0006706	KAK4473601.1	SCUR1_41060.1
OG0006707	KAK4472405.1	SCUR1_30430.1, SCUR1_30430.2
OG0006709	KAK4475044.1	SCUR1_21270.1, SCUR1_100210.1
OG0006710	KAK4468241.1	SCUR1_81960.1
OG0006711	KAK4471190.1	SCUR1_64630.1
OG0006712	KAK4468188.1	SCUR1_83420.1
OG0006713	KAK4472381.1	SCUR1_33060.1
OG0006714	KAK4473388.1	SCUR1_22690.1
OG0006715	KAK4472760.1	SCUR1_44000.1
OG0006716	KAK4469063.1	SCUR1_45750.1
OG0006717	KAK4468421.1	SCUR1_89840.1
OG0006718	KAK4475520.1	SCUR1_22530.1
OG0006719	KAK4469365.1	SCUR1_46260.1
OG0006720	KAK4472950.1	SCUR1_26840.1
OG0006721	KAK4474667.1	SCUR1_12830.1
OG0006722	KAK4472831.1	SCUR1_28670.1
OG0006723	KAK4469083.1	SCUR1_45770.1
OG0006724	KAK4475619.1	SCUR1_3240.1
OG0006725	KAK4471730.1	SCUR1_62240.1
OG0006726	KAK4471676.1	SCUR1_62650.1
OG0006727	KAK4471017.1	SCUR1_79570.1
OG0006728	KAK4467640.1	SCUR1_95320.2, SCUR1_95320.3, SCUR1_95320.1
OG0006729	KAK4467785.1	SCUR1_94110.1, SCUR1_94100.1
OG0006730	KAK4472623.1	SCUR1_31680.1
OG0006731	KAK4468723.1	SCUR1_86390.1
OG0006732	KAK4471486.1	SCUR1_64140.1
OG0006733	KAK4476305.1	SCUR1_10030.1
OG0006734	KAK4468487.1	SCUR1_90520.1, SCUR1_99390.1
OG0006735	KAK4471420.1	SCUR1_63240.1
OG0006736	KAK4470595.1	SCUR1_72680.1
OG0006737	KAK4475462.1	SCUR1_2170.1
OG0006738	KAK4473410.1	SCUR1_45460.1
OG0006739	KAK4475374.1	SCUR1_20030.1
OG0006740	KAK4468291.1	SCUR1_81410.1
OG0006741	KAK4475256.1	SCUR1_13720.1
OG0006742	KAK4474410.1	SCUR1_11070.1
OG0006743	KAK4469394.1	SCUR1_50150.1
OG0006744	KAK4468729.1	SCUR1_86280.1
OG0006745	KAK4468192.1	SCUR1_83470.1
OG0006746	KAK4470942.1	SCUR1_78790.1, SCUR1_78790.2
OG0006747	KAK4468319.1	SCUR1_80840.1
OG0006748	KAK4474395.1	SCUR1_10990.1
OG0006749	KAK4473850.1	SCUR1_37470.1
OG0006750	KAK4468480.1	SCUR1_90460.1
OG0006751	KAK4469773.1	SCUR1_57070.1
OG0006752	KAK4474718.1	SCUR1_13420.1
OG0006753	KAK4471655.1	SCUR1_68140.1
OG0006754	KAK4469264.1	SCUR1_49250.1, SCUR1_49250.2, SCUR1_49250.3
OG0006755	KAK4471050.1	SCUR1_65440.1
OG0006756	KAK4468856.1	SCUR1_85270.1, SCUR1_85270.2
OG0006757	KAK4476186.1	SCUR1_7310.1
OG0006758	KAK4471294.1	SCUR1_63760.1
OG0006759	KAK4476269.1	SCUR1_10550.1
OG0006760	KAK4471319.1	SCUR1_63570.1
OG0006761	KAK4469686.1	SCUR1_45710.1
OG0006762	KAK4467892.1	SCUR1_92400.1
OG0006763	KAK4475176.1	SCUR1_97160.1
OG0006764	KAK4470645.1	SCUR1_73310.1
OG0006765	KAK4468834.1	SCUR1_85700.1
OG0006766	KAK4468867.1	SCUR1_85110.1
OG0006767	KAK4468858.1	SCUR1_85230.1
OG0006768	KAK4476089.1	SCUR1_7680.1
OG0006769	KAK4470667.1	SCUR1_73530.1
OG0006771	KAK4476125.1	SCUR1_8130.1
OG0006772	KAK4471527.1	SCUR1_67580.1
OG0006773	KAK4470394.1	SCUR1_76760.1
OG0006774	KAK4475092.1	SCUR1_19360.2, SCUR1_19360.3, SCUR1_19360.1
OG0006775	KAK4472030.1	SCUR1_59280.1
OG0006776	KAK4472090.1	SCUR1_64520.1
OG0006777	KAK4474915.1	SCUR1_17390.1
OG0006778	KAK4475360.1	SCUR1_20200.1, SCUR1_20200.2
OG0006779	KAK4469205.1	SCUR1_49800.1
OG0006780	KAK4468199.1	SCUR1_82380.1
OG0006782	KAK4471624.1	SCUR1_68170.1
OG0006783	KAK4474886.1	SCUR1_17110.1
OG0006784	KAK4475676.1	SCUR1_3910.1
OG0006785	KAK4470943.1	SCUR1_78810.1
OG0006786	KAK4475363.1	SCUR1_20140.1, SCUR1_20140.2
OG0006787	KAK4472341.1, KAK4472346.1	SCUR1_33440.1
OG0006788	KAK4471229.1	SCUR1_64950.1
OG0006789	KAK4467548.1, KAK4474721.1	SCUR1_13380.1
OG0006790	KAK4467939.1	SCUR1_91470.1
OG0006792	KAK4473318.1	SCUR1_23350.1
OG0006795	KAK4474517.1	SCUR1_14000.1
OG0006797	KAK4476217.1	SCUR1_940.1, SCUR1_940.2, SCUR1_940.3
OG0006798	KAK4469257.1	SCUR1_49300.1, SCUR1_49300.2
OG0006799	KAK4473405.1	SCUR1_41810.1, SCUR1_41810.2
OG0006800	KAK4475471.1	SCUR1_21880.1, SCUR1_21880.2
OG0006801	KAK4475296.1, KAK4475297.1	SCUR1_15210.1
OG0006802	KAK4475299.1	SCUR1_15270.1
OG0006803	KAK4470435.1	SCUR1_76280.1
OG0006804	KAK4468136.1	SCUR1_82420.1
OG0006805	KAK4468225.1	SCUR1_82140.1, SCUR1_82140.2
OG0006806	KAK4472464.1	SCUR1_29930.1, SCUR1_29930.2
OG0006807	KAK4472177.1	SCUR1_32310.1
OG0006808	KAK4472926.1	SCUR1_27040.1
OG0006810	KAK4471568.1	SCUR1_67200.1, SCUR1_100040.1
OG0006811	KAK4468059.1	SCUR1_84320.1
OG0006813	KAK4472586.1	SCUR1_32100.1, SCUR1_32100.2
OG0006816	KAK4468426.1	SCUR1_89240.1
OG0006817	KAK4472889.1	SCUR1_26210.1
OG0006819	KAK4475233.1	SCUR1_15550.1
OG0006820	KAK4470517.1	SCUR1_75150.1
OG0006821	KAK4473826.1	SCUR1_37200.1
OG0006822	KAK4467520.1, KAK4475732.1	SCUR1_4460.1
OG0006823	KAK4467694.1	SCUR1_92110.1, SCUR1_92110.2
OG0006824	KAK4467731.1	SCUR1_91880.1
OG0006825	KAK4467961.1	SCUR1_84270.1
OG0006826	KAK4468074.1	SCUR1_84170.1
OG0006827	KAK4468409.1	SCUR1_89680.1
OG0006828	KAK4470728.1, KAK4470729.1	SCUR1_76000.1, SCUR1_75990.1
OG0006829	KAK4471232.1	SCUR1_65000.1
OG0006830	KAK4471707.1	SCUR1_62430.1, SCUR1_62430.2
OG0006831	KAK4472616.1	SCUR1_31740.1
OG0006832	KAK4472862.1	SCUR1_25810.2, SCUR1_25810.3, SCUR1_25810.4
OG0006833	KAK4472933.1	SCUR1_26960.3, SCUR1_26960.1, SCUR1_26960.2
OG0006834	KAK4473055.1	SCUR1_24300.1, SCUR1_24300.2
OG0006835	KAK4474147.1	SCUR1_44960.1
OG0006836	KAK4474866.1	SCUR1_16940.1, SCUR1_16940.2
OG0006851	KAK4471644.1	SCUR1_66400.1
OG0006852	KAK4467806.1	SCUR1_94250.1
OG0006853	KAK4475238.1	SCUR1_15600.1
OG0006854	KAK4469294.1	SCUR1_48880.1
OG0006855	KAK4467704.1	SCUR1_92960.1
OG0006856	KAK4472309.1	SCUR1_45130.1, SCUR1_45130.2
OG0006857	KAK4468508.1	SCUR1_88990.1
OG0006858	KAK4474536.1	SCUR1_11480.1
OG0006859	KAK4474555.1	SCUR1_1300.1, SCUR1_1300.2, SCUR1_1300.3
