Orthogroup	s.mekongi	schistosoma_haematobium
OG0005451	KAK4468282.1	SHAE2_86760.1
OG0005452	KAK4468540.1	SHAE2_95370.1, SHAE2_95370.2
OG0005453	KAK4471983.1	SHAE2_65630.1
OG0005455	KAK4469401.1	SHAE2_53480.1, SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4
OG0005456	KAK4470445.1	SHAE2_81220.1, SHAE2_81220.2, SHAE2_81220.3
OG0005457	KAK4469062.1	SHAE2_50090.1
OG0005458	KAK4476068.1	SHAE2_7090.1
OG0005459	KAK4475986.1	SHAE2_1580.1, SHAE2_1580.2
OG0005460	KAK4470810.1	SHAE2_74950.1
OG0005461	KAK4472967.1	SHAE2_28840.1
OG0005463	KAK4474993.1	SHAE2_22810.1, SHAE2_22820.1
OG0005464	KAK4469656.1	SHAE2_54420.1, SHAE2_54420.2
OG0005465	KAK4468910.1	SHAE2_95940.1
OG0005466	KAK4470915.1	SHAE2_74650.1
OG0005467	KAK4471322.1	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2
OG0005468	KAK4475016.1	SHAE2_23050.1
OG0005469	KAK4471559.1	SHAE2_72050.1
OG0005470	KAK4468026.1	SHAE2_89220.1
OG0005471	KAK4475168.1	SHAE2_20760.1
OG0005472	KAK4470573.1	SHAE2_77710.1
OG0005473	KAK4475617.1	SHAE2_1130.1, SHAE2_1130.2
OG0005475	KAK4468022.1	SHAE2_89260.1
OG0005476	KAK4473689.1	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3
OG0005477	KAK4473641.1	SHAE2_43410.1
OG0005478	KAK4471178.1	SHAE2_62000.1
OG0005479	KAK4470527.1	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3
OG0005480	KAK4470594.1	SHAE2_77920.1
OG0005481	KAK4474933.1	SHAE2_19840.1, SHAE2_19840.2
OG0005482	KAK4473412.1, KAK4473413.1	SHAE2_44620.1
OG0005484	KAK4475448.1	SHAE2_24210.1
OG0005485	KAK4469662.1	SHAE2_54330.1
OG0005486	KAK4470146.1	SHAE2_74170.1
OG0005487	KAK4473331.1	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2
OG0005488	KAK4468484.1	SHAE2_97230.1
OG0005490	KAK4472294.1	SHAE2_36610.1, SHAE2_36610.2
OG0005491	KAK4468464.1	SHAE2_97020.1
OG0005492	KAK4468824.1	SHAE2_97790.1
OG0005493	KAK4469485.1	SHAE2_55860.1
OG0005494	KAK4475846.1	SHAE2_5890.1
OG0005495	KAK4470936.1	SHAE2_83780.1, SHAE2_83780.2, SHAE2_83780.3
OG0005496	KAK4467890.1	SHAE2_99000.1
OG0005497	KAK4473020.1	SHAE2_26470.1
OG0005498	KAK4470407.1	SHAE2_81610.2, SHAE2_81610.3, SHAE2_81610.1
OG0005499	KAK4468695.1, KAK4468696.1	SHAE2_93530.1
OG0005500	KAK4475036.1	SHAE2_23340.1
OG0005501	KAK4468531.1	SHAE2_95470.1, SHAE2_95470.2
OG0005502	KAK4467818.1	SHAE2_102170.1
OG0005503	KAK4473752.1	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4
OG0005504	KAK4467971.1	SHAE2_87330.1
OG0005505	KAK4470826.1	SHAE2_82680.1
OG0005506	KAK4468596.1	SHAE2_94680.1, SHAE2_94680.2
OG0005507	KAK4468731.1	SHAE2_92740.1
OG0005508	KAK4474746.1	SHAE2_1860.2, SHAE2_1860.1
OG0005509	KAK4467612.1	SHAE2_99280.1
OG0005510	KAK4468446.1	SHAE2_96870.1
OG0005511	KAK4470795.1	SHAE2_82380.1
OG0005512	KAK4470543.1	SHAE2_7300.1
OG0005513	KAK4468574.1	SHAE2_95060.1, SHAE2_95060.2
OG0005514	KAK4473188.1	SHAE2_27110.1
OG0005515	KAK4469779.1	SHAE2_60510.1
OG0005516	KAK4474928.1	SHAE2_19760.4, SHAE2_19760.1, SHAE2_19760.2, SHAE2_19760.3
OG0005517	KAK4471054.1	SHAE2_67480.1, SHAE2_67480.2
OG0005518	KAK4472196.1	SHAE2_28310.1
OG0005519	KAK4474124.1	SHAE2_38120.1
OG0005520	KAK4471962.1	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2
OG0005521	KAK4470888.1	SHAE2_83300.1
OG0005522	KAK4472274.1	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3
OG0005523	KAK4468041.1	SHAE2_89080.1
OG0005524	KAK4474873.1, KAK4474885.1	SHAE2_2060.1
OG0005525	KAK4471089.1	SHAE2_62470.1
OG0005526	KAK4473947.1	SHAE2_41240.1, SHAE2_41230.1
OG0005530	KAK4467279.1	SHAE2_14120.1
OG0005531	KAK4476226.1	SHAE2_10530.1, SHAE2_10530.2
OG0005532	KAK4474573.1	SHAE2_16350.2, SHAE2_16350.1
OG0005535	KAK4469931.1	SHAE2_49910.1
OG0005536	KAK4474023.1	SHAE2_39210.1
OG0005537	KAK4472949.1	SHAE2_43970.3, SHAE2_43970.2, SHAE2_43970.1
OG0005538	KAK4469302.1	SHAE2_52030.1, SHAE2_52030.2, SHAE2_52030.3
OG0005540	KAK4472001.1	SHAE2_63720.1
OG0005544	KAK4473323.1	SHAE2_25710.1
OG0005545	KAK4475717.1, KAK4467465.1	SHAE2_4880.1
OG0005546	KAK4476298.1	SHAE2_12090.1
OG0005547	KAK4473946.1	SHAE2_41220.1
OG0005548	KAK4468065.1	SHAE2_90590.1
OG0005549	KAK4469423.1	SHAE2_53740.1, SHAE2_53740.2, SHAE2_53740.3
OG0005550	KAK4469534.1	SHAE2_56390.1
OG0005551	KAK4470006.1	SHAE2_75730.1
OG0005553	KAK4472128.1	SHAE2_47680.1, SHAE2_47680.2
OG0005554	KAK4474839.1	SHAE2_18680.1
OG0005555	KAK4475482.1	SHAE2_23890.1
OG0005566	KAK4470506.1	SHAE2_80380.1
OG0005567	KAK4474737.1	SHAE2_15260.1, SHAE2_15260.3, SHAE2_15260.2
OG0005568	KAK4470437.1	SHAE2_81290.1
OG0005569	KAK4467808.1	SHAE2_101150.2, SHAE2_101150.1
OG0005570	KAK4472523.1	SHAE2_34870.1, SHAE2_34870.2
OG0005571	KAK4469061.1	SHAE2_50070.1
OG0005572	KAK4471600.1	SHAE2_71470.1
OG0005573	KAK4474360.1	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2
OG0005574	KAK4468860.1	SHAE2_91660.1, SHAE2_91660.2
OG0005575	KAK4471554.1	SHAE2_72300.1
OG0005576	KAK4471557.1	SHAE2_72070.1
OG0005577	KAK4468900.1	SHAE2_91300.1
OG0005578	KAK4469252.1	SHAE2_52550.1
OG0005579	KAK4476272.1	SHAE2_12330.1, SHAE2_12330.2
OG0005580	KAK4469652.1	SHAE2_54450.1
OG0005581	KAK4472457.1	SHAE2_32230.1
OG0005582	KAK4472365.1	SHAE2_36060.1
OG0005583	KAK4468868.1	SHAE2_91570.1
OG0005584	KAK4467719.1	SHAE2_99470.1
OG0005585	KAK4467672.1	SHAE2_100740.1
OG0005586	KAK4467671.1	SHAE2_100730.1, SHAE2_100730.2
OG0005587	KAK4470802.1	SHAE2_82440.1
OG0005589	KAK4472044.1	SHAE2_63230.1
OG0005590	KAK4474929.1	SHAE2_19880.2, SHAE2_19880.1
OG0005591	KAK4471241.1	SHAE2_69610.3, SHAE2_69610.1
OG0005592	KAK4469673.1	SHAE2_56040.1, SHAE2_56040.2
OG0005593	KAK4470161.1	SHAE2_75980.1
OG0005594	KAK4470090.1	SHAE2_74010.1
OG0005595	KAK4471738.1	SHAE2_66440.1, SHAE2_66440.2
OG0005596	KAK4471370.1	SHAE2_70730.1, SHAE2_70730.2
OG0005597	KAK4468039.1	SHAE2_89100.1
OG0005598	KAK4470726.1	SHAE2_81040.1
OG0005599	KAK4469870.1	SHAE2_57900.1, SHAE2_57900.2
OG0005600	KAK4475077.1	SHAE2_21640.2, SHAE2_21640.1
OG0005601	KAK4473371.1	SHAE2_25090.1
OG0005602	KAK4473382.1	SHAE2_24980.1
OG0005603	KAK4471887.1	SHAE2_68680.1, SHAE2_68680.2
OG0005604	KAK4472463.1	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1
OG0005605	KAK4474038.1	SHAE2_39050.1
OG0005606	KAK4470976.1	SHAE2_84160.1
OG0005607	KAK4468582.1	SHAE2_94950.1
OG0005608	KAK4471365.1	SHAE2_70650.1, SHAE2_70650.2
OG0005609	KAK4471957.1	SHAE2_65390.1
OG0005610	KAK4475343.1	SHAE2_2500.1
OG0005611	KAK4468436.1	SHAE2_96760.1
OG0005612	KAK4467888.1	SHAE2_99020.1
OG0005614	KAK4472903.1	SHAE2_30750.1
OG0005615	KAK4472753.1	SHAE2_31420.1
OG0005616	KAK4472752.1	SHAE2_31410.1
OG0005617	KAK4473787.1	SHAE2_41850.2, SHAE2_41850.1, SHAE2_41850.3
OG0005618	KAK4469195.1	SHAE2_53140.1, SHAE2_53140.2
OG0005619	KAK4469404.1	SHAE2_53520.1
OG0005621	KAK4468724.1	SHAE2_92650.1
OG0005622	KAK4476216.1	SHAE2_610.1
OG0005623	KAK4470341.1	SHAE2_79670.1
OG0005624	KAK4474595.1	SHAE2_13240.1
OG0005625	KAK4474594.1	SHAE2_13250.1
OG0005626	KAK4472837.1	SHAE2_46620.1
OG0005627	KAK4473344.1, KAK4473346.1	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2
OG0005628	KAK4473745.1, KAK4473746.1	SHAE2_42230.1
OG0005629	KAK4472594.1	SHAE2_34180.1
OG0005630	KAK4468150.1	SHAE2_90250.1
OG0005631	KAK4469838.1	SHAE2_58270.1
OG0005632	KAK4467669.1	SHAE2_100710.1, SHAE2_100710.2
OG0005633	KAK4469813.1, KAK4476281.1	SHAE2_12460.1
OG0005634	KAK4473379.1	SHAE2_25010.1
OG0005635	KAK4475587.1	SHAE2_3550.1
OG0005636	KAK4473806.1	SHAE2_41610.1
OG0005637	KAK4471008.1	SHAE2_84540.1
OG0005638	KAK4470410.1	SHAE2_81650.2
OG0005639	KAK4470565.1	SHAE2_77640.1
OG0005640	KAK4473144.1	SHAE2_29890.1
OG0005641	KAK4470593.1	SHAE2_77900.1
OG0005642	KAK4467847.1	SHAE2_101690.2, SHAE2_101690.1
OG0005643	KAK4472432.1	SHAE2_31740.1
OG0005644	KAK4470718.1	SHAE2_80980.1
OG0005645	KAK4472077.1	SHAE2_62870.1, SHAE2_62870.2, SHAE2_62870.3
OG0005646	KAK4472938.1	SHAE2_43960.1
OG0005647	KAK4469032.1	SHAE2_59320.1
OG0005648	KAK4473665.1	SHAE2_43090.1
OG0005649	KAK4469419.1	SHAE2_53700.1, SHAE2_53700.2, SHAE2_53700.3
OG0005650	KAK4472111.1	SHAE2_68950.1
OG0005651	KAK4471341.1	SHAE2_70410.1, SHAE2_70410.2
OG0005652	KAK4469591.1	SHAE2_51310.1
OG0005653	KAK4467903.1	SHAE2_99150.1
OG0005654	KAK4470280.1	SHAE2_77150.1
OG0005655	KAK4473028.1	SHAE2_29560.1
OG0005656	KAK4468767.1	SHAE2_93250.1, SHAE2_93250.2
OG0005657	KAK4474463.1	SHAE2_14010.1
OG0005659	KAK4474868.1	SHAE2_19120.1, SHAE2_19120.2
OG0005660	KAK4470187.1	SHAE2_76220.3, SHAE2_76220.1, SHAE2_76220.2, SHAE2_76220.4
OG0005662	KAK4473553.1	SHAE2_46140.1
OG0005663	KAK4475991.1	SHAE2_10400.1
OG0005664	KAK4473232.1	SHAE2_27610.1
OG0005665	KAK4469574.1	SHAE2_51460.2, SHAE2_51460.1
OG0005666	KAK4468527.1	SHAE2_95520.1, SHAE2_95520.2
OG0005667	KAK4473447.1	SHAE2_45020.1, SHAE2_45020.2
OG0005668	KAK4475640.1	SHAE2_4130.1
OG0005669	KAK4469049.1	SHAE2_59450.1
OG0005670	KAK4468194.1	SHAE2_89760.1
OG0005671	KAK4474460.1	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3
OG0005672	KAK4469111.1	SHAE2_50620.1
OG0005673	KAK4469117.1	SHAE2_50670.1
OG0005674	KAK4472897.1	SHAE2_28420.1
OG0005675	KAK4473619.1	SHAE2_43620.1
OG0005676	KAK4469501.1	SHAE2_55700.1
OG0005677	KAK4475900.1	SHAE2_6420.1, SHAE2_6420.2, SHAE2_6420.3
OG0005678	KAK4472000.1	SHAE2_63730.1
OG0005679	KAK4468667.1	SHAE2_93890.1
OG0005681	KAK4471346.1	SHAE2_73580.1
OG0005682	KAK4472627.1	SHAE2_33890.1
OG0005683	KAK4474072.1, KAK4474071.1	SHAE2_38660.1
OG0005684	KAK4469255.1, KAK4469254.1	SHAE2_52530.1
OG0005685	KAK4474514.1	SHAE2_15830.1
OG0005686	KAK4468522.1	SHAE2_95590.1
OG0005687	KAK4471443.1	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3
OG0005688	KAK4475882.1	SHAE2_840.1
OG0005689	KAK4470525.1	SHAE2_75220.1
OG0005690	KAK4469480.1	SHAE2_55920.1
OG0005691	KAK4467614.1	SHAE2_99260.1
OG0005692	KAK4469102.1, KAK4469104.1	SHAE2_50540.2
OG0005693	KAK4476013.1	SHAE2_1550.1
OG0005694	KAK4469266.1	SHAE2_52440.1
OG0005695	KAK4469249.1	SHAE2_52580.1
OG0005696	KAK4473210.1	SHAE2_44270.1
OG0005697	KAK4475189.1	SHAE2_20580.1
OG0005698	KAK4470145.1	SHAE2_74180.2, SHAE2_74180.3, SHAE2_74180.1
OG0005699	KAK4475350.1	SHAE2_22410.1, SHAE2_22410.2
OG0005700	KAK4470159.1	SHAE2_75950.1
OG0005701	KAK4471123.1	SHAE2_61380.1, SHAE2_61380.2
OG0005702	KAK4471221.1	SHAE2_69430.1
OG0005703	KAK4474195.1	SHAE2_37300.1, SHAE2_37300.2
OG0005704	KAK4473608.1	SHAE2_43760.1, SHAE2_43760.2
OG0005705	KAK4469178.1	SHAE2_57140.1
OG0005706	KAK4469055.1	SHAE2_59540.1
OG0005707	KAK4471230.1	SHAE2_69500.2, SHAE2_69500.1
OG0005708	KAK4475025.1	SHAE2_23150.1
OG0005709	KAK4473141.1	SHAE2_29910.1, SHAE2_29910.2
OG0005710	KAK4474166.1	SHAE2_37580.1
OG0005711	KAK4474845.1	SHAE2_18760.1, SHAE2_18760.2
OG0005712	KAK4468459.1	SHAE2_94830.1
OG0005713	KAK4471344.1	SHAE2_70460.1
OG0005714	KAK4468616.1	SHAE2_96290.1
OG0005715	KAK4470470.1	SHAE2_78990.1
OG0005716	KAK4469458.1	SHAE2_54160.1, SHAE2_54160.2
OG0005717	KAK4470329.1	SHAE2_79740.1
OG0005718	KAK4469222.1	SHAE2_52870.1
OG0005719	KAK4474083.1	SHAE2_38560.1
OG0005720	KAK4468032.1	SHAE2_89170.1
OG0005722	KAK4467595.1	SHAE2_98610.1
OG0005723	KAK4473521.1	SHAE2_45760.2, SHAE2_45760.3
OG0005725	KAK4468144.1	SHAE2_88730.1
OG0005726	KAK4469522.1	SHAE2_56270.1
OG0005727	KAK4471645.1	SHAE2_73250.1
OG0005728	KAK4468763.1	SHAE2_93180.1
OG0005729	KAK4471193.1	SHAE2_69120.1
OG0005730	KAK4467711.1, KAK4467712.1	SHAE2_99550.1, SHAE2_99540.1
OG0005731	KAK4467995.1	SHAE2_86070.1
OG0005732	KAK4473085.1	SHAE2_29670.1
OG0005733	KAK4473067.1	SHAE2_26500.1, SHAE2_26500.2
OG0005734	KAK4473573.1	SHAE2_46330.1
OG0005735	KAK4468650.1	SHAE2_97910.1
OG0005736	KAK4470003.1	SHAE2_74340.1, SHAE2_74340.2
OG0005737	KAK4471317.1	SHAE2_67840.1
OG0005738	KAK4467440.1, KAK4475799.1	SHAE2_5380.1
OG0005739	KAK4472441.1	SHAE2_32070.2, SHAE2_32070.1
OG0005740	KAK4470956.1	SHAE2_83960.1
OG0005741	KAK4468857.1	SHAE2_91720.1
OG0005742	KAK4472328.1	SHAE2_102740.1
OG0005743	KAK4474814.1	SHAE2_18420.1
OG0005744	KAK4474793.1	SHAE2_18170.1
OG0005745	KAK4471406.1	SHAE2_67290.1
OG0005747	KAK4472288.1	SHAE2_47780.1
OG0005748	KAK4468877.1	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3
OG0005750	KAK4467855.1	SHAE2_101380.1
OG0005751	KAK4472247.1	SHAE2_37020.1
OG0005753	KAK4471012.1	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3
OG0005754	KAK4468754.1	SHAE2_93020.1
OG0005755	KAK4473214.1	SHAE2_27420.1, SHAE2_27420.2
OG0005757	KAK4470662.1	SHAE2_78720.1, SHAE2_78720.2
OG0005758	KAK4470179.1	SHAE2_76160.1
OG0005759	KAK4473119.1	SHAE2_30240.1
OG0005760	KAK4469582.1	SHAE2_51400.1
OG0005762	KAK4471807.1	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1
OG0005763	KAK4468473.1	SHAE2_97100.1
OG0005764	KAK4471208.1	SHAE2_69290.1, SHAE2_69300.2, SHAE2_69300.1
OG0005765	KAK4472874.1, KAK4472914.1	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3
OG0005766	KAK4468099.1	SHAE2_90220.1
OG0005767	KAK4470083.1	SHAE2_84650.1
OG0005768	KAK4472581.1	SHAE2_34370.1
OG0005769	KAK4474509.1	SHAE2_15880.1
OG0005770	KAK4472982.1	SHAE2_44030.1
OG0005771	KAK4469515.1	SHAE2_56200.1
OG0005772	KAK4468361.1, KAK4467953.1	SHAE2_86240.1
OG0005773	KAK4470002.1	SHAE2_74070.1
OG0005774	KAK4471333.1	SHAE2_70320.1
OG0005775	KAK4473462.1	SHAE2_45150.1
OG0005776	KAK4468838.1, KAK4468840.1	SHAE2_92240.1
OG0005777	KAK4473492.1	SHAE2_45400.1
OG0005778	KAK4471528.1	SHAE2_72550.1
OG0005779	KAK4471037.1	SHAE2_73170.1
OG0005780	KAK4467738.1	SHAE2_98460.1
OG0005781	KAK4468805.1	SHAE2_92360.1
OG0005782	KAK4472395.1	SHAE2_47100.1
OG0005783	KAK4468659.1	SHAE2_93980.1
OG0005784	KAK4468433.1	SHAE2_103310.1
OG0005785	KAK4474443.1	SHAE2_13900.1
OG0005786	KAK4474493.1	SHAE2_16030.1, SHAE2_16030.2
OG0005787	KAK4475753.1	SHAE2_1110.1
OG0005788	KAK4474465.1, KAK4474466.1	SHAE2_14100.1
OG0005789	KAK4469146.1	SHAE2_54710.1, SHAE2_54710.2
OG0005790	KAK4470001.1, KAK4470959.1	SHAE2_74770.1
OG0005791	KAK4473950.1	SHAE2_47380.1
OG0005792	KAK4467394.1, KAK4475643.1	SHAE2_4200.1
OG0005793	KAK4476257.1	SHAE2_7250.1, SHAE2_7250.2, SHAE2_7250.3
OG0005794	KAK4474341.1	SHAE2_4740.1
OG0005795	KAK4467866.1	SHAE2_101280.1
OG0005796	KAK4475779.1	SHAE2_5570.1, SHAE2_5570.2
OG0005797	KAK4467670.1	SHAE2_100720.1
OG0005798	KAK4470234.1	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3
OG0005799	KAK4474973.1	SHAE2_22640.1
OG0005800	KAK4468146.1	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4
OG0005801	KAK4475318.1	SHAE2_17410.1
OG0005802	KAK4470490.1	SHAE2_80480.1, SHAE2_80480.2
OG0005803	KAK4471175.1	SHAE2_62010.1
OG0005804	KAK4467715.1	SHAE2_97980.1
OG0005805	KAK4470126.1	SHAE2_74400.2, SHAE2_74400.1
OG0005806	KAK4468290.1	SHAE2_86690.1, SHAE2_86690.2
OG0005807	KAK4471011.1	SHAE2_84550.1
OG0005808	KAK4473738.1	SHAE2_42300.1, SHAE2_42300.2
OG0005809	KAK4472795.1	SHAE2_31200.1, SHAE2_31200.2
OG0005810	KAK4468728.1	SHAE2_92710.1
OG0005811	KAK4467493.1, KAK4474710.1	SHAE2_14970.1
OG0005812	KAK4473687.1	SHAE2_42860.1, SHAE2_42860.2
OG0005813	KAK4470201.1	SHAE2_76360.1
OG0005814	KAK4474564.1	SHAE2_16440.1
OG0005815	KAK4471237.1	SHAE2_69580.1
OG0005816	KAK4474730.1	SHAE2_15180.1
OG0005818	KAK4468534.1	SHAE2_95430.1
OG0005819	KAK4469474.1	SHAE2_55970.1
OG0005820	KAK4471691.1	SHAE2_66860.1
OG0005821	KAK4467810.1	SHAE2_101170.1
OG0005823	KAK4473654.1	SHAE2_43220.1, SHAE2_43220.2
OG0005824	KAK4472939.1	SHAE2_29160.1
OG0005825	KAK4472997.1, KAK4473743.1	SHAE2_30440.1
OG0005826	KAK4471714.1	SHAE2_66650.1, SHAE2_66650.2
OG0005827	KAK4469459.1	SHAE2_48890.1
OG0005828	KAK4468573.1	SHAE2_95070.1
OG0005829	KAK4472062.1	SHAE2_63090.1
OG0005830	KAK4471542.1	SHAE2_73410.1
OG0005831	KAK4469627.1	SHAE2_50950.1
OG0005832	KAK4474006.1	SHAE2_39360.1
OG0005833	KAK4467290.1, KAK4475765.1	SHAE2_5310.1, SHAE2_5310.2
OG0005834	KAK4468014.1	SHAE2_89350.1
OG0005835	KAK4471057.1, KAK4471411.1	SHAE2_67250.1, SHAE2_67250.2
OG0005836	KAK4468200.1	SHAE2_87870.1, SHAE2_87870.2
OG0005837	KAK4468732.1	SHAE2_97370.1, SHAE2_97450.1
OG0005838	KAK4474491.1	SHAE2_1150.1
OG0005839	KAK4472847.1	SHAE2_28210.1
OG0005840	KAK4469258.1	SHAE2_91420.1
OG0005841	KAK4474506.1	SHAE2_15910.1
OG0005843	KAK4475369.1	SHAE2_22190.2, SHAE2_22190.1
OG0005844	KAK4474434.1	SHAE2_13810.2, SHAE2_13810.1
OG0005845	KAK4467735.1	SHAE2_98500.1
OG0005846	KAK4472549.1	SHAE2_37140.1
OG0005847	KAK4467825.1	SHAE2_99820.1
OG0005848	KAK4469526.1	SHAE2_56290.1
OG0005849	KAK4467820.1	SHAE2_102050.1, SHAE2_102200.1
OG0005851	KAK4468994.1	SHAE2_60260.1
OG0005852	KAK4472491.1	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2
OG0005853	KAK4470707.1	SHAE2_80880.1
OG0005854	KAK4470871.1	SHAE2_83130.1
OG0005855	KAK4473882.1	SHAE2_40480.1
OG0005856	KAK4468890.1	SHAE2_91370.1
OG0005857	KAK4471628.1	SHAE2_71170.1
OG0005859	KAK4474898.1	SHAE2_19410.1
OG0005860	KAK4470274.1	SHAE2_77070.1
OG0005861	KAK4473551.1	SHAE2_46120.1
OG0005862	KAK4473491.1	SHAE2_45410.1
OG0005863	KAK4469565.1	SHAE2_51540.1
OG0005865	KAK4475404.1	SHAE2_21810.1, SHAE2_21810.2
OG0005866	KAK4470207.1	SHAE2_76410.1
OG0005867	KAK4472835.1	SHAE2_30830.1
OG0005868	KAK4467809.1	SHAE2_101160.2, SHAE2_101160.3, SHAE2_101160.1
OG0005869	KAK4467914.1	SHAE2_98310.1
OG0005870	KAK4467480.1	SHAE2_26570.1
OG0005871	KAK4470854.1	SHAE2_82990.1
OG0005872	KAK4469078.1	SHAE2_50260.3, SHAE2_50260.1, SHAE2_50260.2
OG0005873	KAK4470270.1	SHAE2_77020.1
OG0005874	KAK4471371.1	SHAE2_70740.1
OG0005875	KAK4471385.1	SHAE2_67450.1, SHAE2_67450.2, SHAE2_67450.3
OG0005877	KAK4473134.1	SHAE2_30080.1
OG0005878	KAK4473424.1	SHAE2_44710.1
OG0005879	KAK4473582.1	SHAE2_46450.1, SHAE2_46450.2
OG0005880	KAK4473832.1	SHAE2_40020.1
OG0005881	KAK4474760.1	SHAE2_17800.1
OG0005894	KAK4474602.1	SHAE2_13180.1, SHAE2_13180.2
OG0005895	KAK4467900.1	SHAE2_99120.1
OG0005896	KAK4473614.1	SHAE2_43710.1, SHAE2_43710.2
OG0005897	KAK4467875.1	SHAE2_98950.1
OG0005898	KAK4472887.1	SHAE2_46570.1
OG0005899	KAK4467884.1	SHAE2_98980.2, SHAE2_98980.1
OG0005900	KAK4472660.1	SHAE2_33670.1
OG0005901	KAK4472004.1	SHAE2_63680.1
OG0005902	KAK4476076.1	SHAE2_8230.1
OG0005903	KAK4475837.1	SHAE2_5970.1
OG0005904	KAK4473311.1	SHAE2_26130.1
OG0005905	KAK4471555.1	SHAE2_72080.1
OG0005906	KAK4470615.1	SHAE2_78230.1
OG0005907	KAK4473270.1	SHAE2_44330.1
OG0005908	KAK4473709.1	SHAE2_42630.1
OG0005909	KAK4467533.1, KAK4474590.1	SHAE2_16180.1
OG0005910	KAK4470697.1	SHAE2_80750.1
OG0005911	KAK4467658.1	SHAE2_100550.1, SHAE2_100550.2
OG0005912	KAK4467639.1	SHAE2_100360.2, SHAE2_100360.3, SHAE2_100360.1
OG0005913	KAK4468937.1	SHAE2_94510.1
OG0005914	KAK4470502.1	SHAE2_80400.1
OG0005915	KAK4476154.1	SHAE2_10200.1, SHAE2_10200.2
OG0005916	KAK4475149.1	SHAE2_20970.1
OG0005917	KAK4471242.1	SHAE2_69620.1
OG0005918	KAK4472339.1	SHAE2_103410.1
OG0005920	KAK4475568.1	SHAE2_3380.1
OG0005921	KAK4471085.1	SHAE2_73860.1
OG0005922	KAK4475425.1	SHAE2_23660.1
OG0005923	KAK4472245.1	SHAE2_31550.1
OG0005924	KAK4474824.1	SHAE2_18520.1
OG0005925	KAK4470999.1	SHAE2_74740.1
OG0005926	KAK4471796.1	SHAE2_65960.1
OG0005927	KAK4472976.1	SHAE2_28740.1
OG0005928	KAK4471062.1	SHAE2_72850.1
OG0005929	KAK4471976.1	SHAE2_65560.1
OG0005930	KAK4470977.1	SHAE2_84170.1
OG0005931	KAK4470299.1	SHAE2_77330.1
OG0005932	KAK4475354.1	SHAE2_2510.1
OG0005933	KAK4467502.1	SHAE2_44780.1
OG0005934	KAK4475008.1	SHAE2_22970.1
OG0005935	KAK4472575.1, KAK4472577.1	SHAE2_34410.1
OG0005936	KAK4471961.1	SHAE2_65430.1
OG0005937	KAK4468565.1	SHAE2_94730.1
OG0005938	KAK4470286.1	SHAE2_77210.1
OG0005940	KAK4472210.1	SHAE2_29690.1, SHAE2_29690.2
OG0005941	KAK4467692.1	SHAE2_99720.1
OG0005942	KAK4468227.1	SHAE2_87390.1
OG0005943	KAK4474612.1	SHAE2_16610.1
OG0005944	KAK4471845.1	SHAE2_63990.1
OG0005945	KAK4475562.1	SHAE2_3330.1
OG0005946	KAK4475377.1	SHAE2_22110.1, SHAE2_22110.2
OG0005947	KAK4474504.1	SHAE2_15930.1
OG0005948	KAK4474134.1	SHAE2_37930.1
OG0005949	KAK4476288.1	SHAE2_12150.1
OG0005950	KAK4469379.1	SHAE2_53230.1
OG0005951	KAK4475924.1	SHAE2_6920.1
OG0005952	KAK4468271.1	SHAE2_86870.1
OG0005953	KAK4471491.1	SHAE2_73150.1
OG0005954	KAK4474980.1	SHAE2_22710.1
OG0005955	KAK4468434.1	SHAE2_96740.1, SHAE2_103300.1
OG0005956	KAK4472407.1, KAK4472409.1	SHAE2_32720.1
OG0005957	KAK4473021.1	SHAE2_26480.1
OG0005958	KAK4470655.1	SHAE2_78630.1, SHAE2_78630.2
OG0005959	KAK4473753.1	SHAE2_42190.1
OG0005960	KAK4468067.1	SHAE2_90570.1
OG0005961	KAK4471494.1	SHAE2_72980.1
OG0005962	KAK4467938.1	SHAE2_98050.1
OG0005963	KAK4471725.1	SHAE2_66560.1, SHAE2_66560.2
OG0005964	KAK4472569.1, KAK4472570.1	SHAE2_34470.1
