Orthogroup	s.mekongi	schistosoma_mattheei
OG0006293	KAK4467832.1	SMTH1_106580.1
OG0006294	KAK4473158.1	SMTH1_27230.1
OG0006295	KAK4467651.1	SMTH1_105460.1
OG0006296	KAK4473605.1	SMTH1_45580.1, SMTH1_45590.1, SMTH1_45600.1
OG0006297	KAK4472956.1	SMTH1_29570.1, SMTH1_29570.2
OG0006298	KAK4475196.1	SMTH1_370.1
OG0006299	KAK4475430.1	SMTH1_2700.1
OG0006301	KAK4476018.1	SMTH1_8280.1
OG0006302	KAK4469873.1	SMTH1_60710.1
OG0006303	KAK4474640.1	SMTH1_1810.1, SMTH1_1810.2
OG0006306	KAK4474931.1	SMTH1_19570.3, SMTH1_19570.1, SMTH1_19570.2, SMTH1_19580.1
OG0006307	KAK4474117.1, KAK4474119.1	SMTH1_39050.1
OG0006308	KAK4470559.1	SMTH1_81410.1
OG0006309	KAK4470879.1	SMTH1_87620.1
OG0006310	KAK4467625.1	SMTH1_7240.1, SMTH1_7240.2, SMTH1_7240.3, SMTH1_7240.4
OG0006312	KAK4470756.1	SMTH1_86260.1, SMTH1_86260.2, SMTH1_86260.3
OG0006313	KAK4470031.1	SMTH1_84570.1, SMTH1_84570.2
OG0006314	KAK4470674.1	SMTH1_78460.1
OG0006315	KAK4467941.1	SMTH1_102920.1
OG0006316	KAK4471515.1	SMTH1_75870.1
OG0006317	KAK4469380.1	SMTH1_55940.1
OG0006318	KAK4469409.1	SMTH1_56200.1
OG0006319	KAK4468502.1	SMTH1_100290.1
OG0006321	KAK4476296.1	SMTH1_1150.1
OG0006322	KAK4469023.1	SMTH1_61960.1, SMTH1_61970.1
OG0006323	KAK4472277.1	SMTH1_37770.1
OG0006324	KAK4475001.1	SMTH1_22530.1
OG0006325	KAK4475885.1	SMTH1_6570.1
OG0006326	KAK4467861.1	SMTH1_106390.1
OG0006327	KAK4473194.1	SMTH1_27580.1
OG0006328	KAK4471116.1	SMTH1_64750.1
OG0006329	KAK4471621.1	SMTH1_74420.1, SMTH1_74420.2, SMTH1_74410.1
OG0006331	KAK4472021.1	SMTH1_66120.1
OG0006332	KAK4473440.1	SMTH1_50530.1
OG0006333	KAK4471830.1	SMTH1_66900.1
OG0006334	KAK4468246.1, KAK4468247.1	SMTH1_91850.1
OG0006335	KAK4467646.1	SMTH1_105410.1
OG0006336	KAK4475478.1	SMTH1_24160.1
OG0006337	KAK4475237.1	SMTH1_17310.1
OG0006338	KAK4475375.1	SMTH1_23420.1
OG0006339	KAK4474098.1	SMTH1_39450.1
OG0006340	KAK4473588.1	SMTH1_48710.1
OG0006342	KAK4468182.1	SMTH1_93430.1, SMTH1_93440.1
OG0006343	KAK4471929.1	SMTH1_67820.1
OG0006344	KAK4472850.1	SMTH1_28740.1
OG0006345	KAK4470125.1	SMTH1_78820.1, SMTH1_78830.1
OG0006346	KAK4468823.1	SMTH1_100430.1
OG0006347	KAK4473139.1	SMTH1_30650.1
OG0006348	KAK4473389.1	SMTH1_50480.1
OG0006349	KAK4476000.1	SMTH1_9640.1
OG0006350	KAK4473838.1	SMTH1_41240.1, SMTH1_41240.2, SMTH1_41240.3, SMTH1_41250.1
OG0006352	KAK4474570.1	SMTH1_16250.1, SMTH1_16250.2
OG0006353	KAK4470087.1	SMTH1_77290.1
OG0006354	KAK4470163.1	SMTH1_79690.1
OG0006355	KAK4469137.1	SMTH1_57330.1
OG0006356	KAK4470941.1	SMTH1_88270.1, SMTH1_88280.1
OG0006357	KAK4468024.1	SMTH1_92990.1
OG0006358	KAK4474783.1	SMTH1_17800.2
OG0006359	KAK4469668.1	SMTH1_56940.1
OG0006360	KAK4467915.1	SMTH1_103220.1
OG0006361	KAK4469875.1	SMTH1_60690.1, SMTH1_60690.2
OG0006362	KAK4475037.1	SMTH1_21950.1, SMTH1_21940.1
OG0006363	KAK4474399.1	SMTH1_15830.1
OG0006364	KAK4468254.1	SMTH1_91750.1, SMTH1_91750.3, SMTH1_91750.2
OG0006365	KAK4475432.1	SMTH1_24340.1
OG0006366	KAK4469478.1	SMTH1_58720.1, SMTH1_58720.2
OG0006367	KAK4470144.1	SMTH1_77390.1, SMTH1_77390.2
OG0006368	KAK4471308.1	SMTH1_70780.1
OG0006369	KAK4468083.1	SMTH1_94360.1
OG0006370	KAK4470233.1	SMTH1_79240.1, SMTH1_79240.2
OG0006371	KAK4468278.1	SMTH1_90870.1
OG0006372	KAK4473022.1	SMTH1_45850.1
OG0006373	KAK4470865.1	SMTH1_87440.1
OG0006374	KAK4469453.1	SMTH1_56780.2, SMTH1_56780.3, SMTH1_56780.1
OG0006376	KAK4468798.1	SMTH1_96660.1
OG0006377	KAK4471981.1	SMTH1_68390.1
OG0006378	KAK4469187.1	SMTH1_59950.1, SMTH1_59960.1
OG0006379	KAK4468873.1	SMTH1_95600.1
OG0006380	KAK4468597.1	SMTH1_98600.1, SMTH1_98600.2
OG0006381	KAK4470336.1	SMTH1_83640.1
OG0006382	KAK4468063.1	SMTH1_94650.1
OG0006383	KAK4468336.1	SMTH1_90530.1
OG0006384	KAK4472015.1, KAK4472016.1	SMTH1_66180.1
OG0006385	KAK4474945.1	SMTH1_19640.1
OG0006386	KAK4469744.1	SMTH1_62780.1
OG0006387	KAK4470836.1, KAK4470837.1	SMTH1_87100.1
OG0006388	KAK4472008.1	SMTH1_66260.1, SMTH1_66260.2
OG0006389	KAK4468117.1	SMTH1_93780.1, SMTH1_93780.2
OG0006390	KAK4471277.1	SMTH1_73060.1
OG0006391	KAK4471276.1	SMTH1_73040.1, SMTH1_73050.2, SMTH1_73050.1, SMTH1_73050.3
OG0006392	KAK4467827.1	SMTH1_106750.1
OG0006394	KAK4469590.1	SMTH1_53670.1
OG0006395	KAK4474500.1	SMTH1_15710.1
OG0006396	KAK4474981.1	SMTH1_22720.2, SMTH1_22720.1, SMTH1_22720.3
OG0006397	KAK4470041.1	SMTH1_87730.1, SMTH1_87730.2
OG0006398	KAK4475908.1	SMTH1_6880.1
OG0006399	KAK4474287.1	SMTH1_14320.1
OG0006400	KAK4470328.1	SMTH1_83730.1
OG0006401	KAK4469089.1	SMTH1_52550.2, SMTH1_52550.3, SMTH1_52550.1, SMTH1_52550.4
OG0006402	KAK4472875.1	SMTH1_28610.1
OG0006403	KAK4475922.1	SMTH1_530.1
OG0006404	KAK4472305.1	SMTH1_37450.1
OG0006405	KAK4469402.1	SMTH1_56160.1
OG0006406	KAK4469487.1	SMTH1_58640.1
OG0006407	KAK4475078.1	SMTH1_21490.1
OG0006408	KAK4470676.1	SMTH1_84640.1
OG0006409	KAK4469916.1	SMTH1_57800.1, SMTH1_57810.1
OG0006410	KAK4474425.1	SMTH1_1080.1
OG0006411	KAK4475080.1	SMTH1_2380.1, SMTH1_2370.1
OG0006412	KAK4474934.1	SMTH1_19540.1
OG0006413	KAK4468951.1, KAK4468950.1	SMTH1_100900.1, SMTH1_100920.1, SMTH1_100910.1
OG0006414	KAK4468882.1	SMTH1_95510.1
OG0006415	KAK4473149.1	SMTH1_27140.1
OG0006416	KAK4471886.1	SMTH1_67250.1
OG0006417	KAK4469389.1	SMTH1_56050.1
OG0006418	KAK4476247.1	SMTH1_10030.1
OG0006419	KAK4473108.1	SMTH1_31120.1
OG0006420	KAK4471323.1	SMTH1_70950.1, SMTH1_70940.1
OG0006421	KAK4475819.1	SMTH1_6400.1
OG0006422	KAK4468514.1, KAK4468513.1	SMTH1_100160.1, SMTH1_100170.1
OG0006423	KAK4468253.1	SMTH1_91770.1
OG0006424	KAK4469399.1	SMTH1_56140.1
OG0006425	KAK4470872.1	SMTH1_87510.1
OG0006426	KAK4475003.1	SMTH1_22510.1
OG0006427	KAK4472377.1	SMTH1_36720.1
OG0006428	KAK4474884.1	SMTH1_340.1, SMTH1_350.1, SMTH1_330.1
OG0006429	KAK4474389.1	SMTH1_12310.1, SMTH1_12310.2
OG0006430	KAK4475603.1	SMTH1_3800.3, SMTH1_3800.1, SMTH1_3800.2
OG0006431	KAK4468422.1	SMTH1_101150.1
OG0006432	KAK4470909.1	SMTH1_87930.1
OG0006434	KAK4467733.1	SMTH1_103430.1, SMTH1_103430.2
OG0006435	KAK4468342.1	SMTH1_90460.1
OG0006436	KAK4471217.1	SMTH1_76810.1
OG0006437	KAK4468454.1	SMTH1_101550.1, SMTH1_101570.1, SMTH1_101560.1
OG0006439	KAK4474734.1	SMTH1_14970.1
OG0006441	KAK4467867.1	SMTH1_106330.1
OG0006442	KAK4474152.1	SMTH1_38790.1
OG0006443	KAK4474307.1	SMTH1_21760.1
OG0006444	KAK4468945.1	SMTH1_98790.1, SMTH1_98790.2
OG0006445	KAK4470321.1, KAK4470339.1	SMTH1_77660.1
OG0006446	KAK4469710.1	SMTH1_58040.1, SMTH1_58040.2
OG0006447	KAK4468394.1	SMTH1_97300.1
OG0006448	KAK4467334.1, KAK4475789.1	SMTH1_5680.1
OG0006449	KAK4472613.1	SMTH1_35260.1
OG0006450	KAK4475547.1	SMTH1_3160.1
OG0006451	KAK4470099.1	SMTH1_79170.1
OG0006452	KAK4469736.1	SMTH1_62680.1
OG0006453	KAK4471086.1	SMTH1_76850.1
OG0006454	KAK4476310.1	SMTH1_10930.1
OG0006455	KAK4469438.1, KAK4469439.1	SMTH1_56530.1
OG0006456	KAK4474956.1	SMTH1_2060.1, SMTH1_2060.2
OG0006457	KAK4469879.1	SMTH1_60660.1
OG0006458	KAK4471648.1	SMTH1_73980.1
OG0006459	KAK4469048.1	SMTH1_62150.1
OG0006460	KAK4471245.1	SMTH1_72700.1
OG0006461	KAK4468862.1	SMTH1_95740.1
OG0006462	KAK4469424.1	SMTH1_56390.1, SMTH1_56390.2, SMTH1_56390.3
OG0006463	KAK4471748.1	SMTH1_69160.1
OG0006464	KAK4475452.1	SMTH1_24470.1
OG0006465	KAK4470389.1, KAK4470390.1	SMTH1_86070.1, SMTH1_86060.1
OG0006466	KAK4468711.1	SMTH1_97680.1
OG0006467	KAK4476270.1	SMTH1_11890.1
OG0006468	KAK4473498.1	SMTH1_47500.1
OG0006470	KAK4472117.1, KAK4472118.1	SMTH1_65050.1
OG0006471	KAK4468031.1	SMTH1_92930.1
OG0006472	KAK4468034.1	SMTH1_92900.1
OG0006473	KAK4471779.1	SMTH1_68940.1
OG0006474	KAK4471336.1	SMTH1_73440.1
OG0006475	KAK4474741.1	SMTH1_15070.1
OG0006476	KAK4475599.1	SMTH1_3760.1
OG0006477	KAK4473143.1	SMTH1_30610.1
OG0006480	KAK4475459.1	SMTH1_24680.1
OG0006481	KAK4471607.1	SMTH1_74590.1
OG0006482	KAK4475060.1	SMTH1_21690.1
OG0006483	KAK4471873.1	SMTH1_67140.1
OG0006484	KAK4470052.1	SMTH1_77950.1
OG0006485	KAK4475719.1	SMTH1_5020.1
OG0006486	KAK4475460.1	SMTH1_24690.1
OG0006487	KAK4470596.1	SMTH1_81760.1, SMTH1_81760.2
OG0006488	KAK4474807.1, KAK4474806.1	SMTH1_18010.1, SMTH1_18020.1
OG0006489	KAK4474404.1	SMTH1_12480.1
OG0006490	KAK4474243.1	SMTH1_8810.1, SMTH1_8810.2
OG0006491	KAK4468076.1	SMTH1_94450.1
OG0006493	KAK4473348.1	SMTH1_25680.2, SMTH1_25680.1
OG0006494	KAK4471685.1	SMTH1_69810.1
OG0006496	KAK4473659.1	SMTH1_50290.1
OG0006497	KAK4474678.1	SMTH1_14630.1
OG0006498	KAK4475030.1	SMTH1_2240.1
OG0006499	KAK4475813.1	SMTH1_6490.1
OG0006501	KAK4468550.1	SMTH1_99710.1
OG0006502	KAK4470086.1	SMTH1_77280.1, SMTH1_77280.3, SMTH1_77280.2
OG0006503	KAK4470063.1	SMTH1_89420.1
OG0006504	KAK4468323.1	SMTH1_90670.1
OG0006505	KAK4468219.1	SMTH1_92200.2, SMTH1_92200.1
OG0006506	KAK4471373.1	SMTH1_74090.1
OG0006507	KAK4471791.1	SMTH1_68850.1
OG0006508	KAK4471339.1	SMTH1_73480.1
OG0006509	KAK4467613.1	SMTH1_104290.1, SMTH1_104290.2
OG0006510	KAK4472959.1	SMTH1_29610.2, SMTH1_29610.1
OG0006512	KAK4474185.1	SMTH1_38400.1
OG0006513	KAK4473878.1	SMTH1_41060.1, SMTH1_41060.2
OG0006514	KAK4468264.1	SMTH1_91650.1
OG0006515	KAK4473499.1	SMTH1_47490.1
OG0006516	KAK4472721.1	SMTH1_34100.1, SMTH1_34090.1
OG0006517	KAK4467678.1	SMTH1_105750.1
OG0006518	KAK4467631.1	SMTH1_106540.1, SMTH1_106520.1, SMTH1_106530.1
OG0006519	KAK4467751.1	SMTH1_103750.1, SMTH1_103760.1
OG0006520	KAK4467769.1	SMTH1_104990.1, SMTH1_104990.2
OG0006521	KAK4468769.1	SMTH1_97590.1, SMTH1_97590.2
OG0006523	KAK4470020.1	SMTH1_85670.1
OG0006524	KAK4470269.1	SMTH1_80810.1, SMTH1_80810.2
OG0006525	KAK4471305.1	SMTH1_71000.1
OG0006526	KAK4472352.1	SMTH1_37010.2, SMTH1_37010.1, SMTH1_37030.1
OG0006527	KAK4473178.1	SMTH1_46040.1
OG0006528	KAK4474088.1	SMTH1_49710.1
OG0006529	KAK4475187.1	SMTH1_20360.1
OG0006543	KAK4468211.1	SMTH1_92260.1
OG0006544	KAK4467807.1	SMTH1_106160.1
OG0006545	KAK4470178.1	SMTH1_79900.1, SMTH1_79880.1, SMTH1_79910.1, SMTH1_79890.1
OG0006546	KAK4468512.1	SMTH1_100190.1
OG0006547	KAK4469598.1	SMTH1_53530.1
OG0006548	KAK4467908.1	SMTH1_103320.1
OG0006549	KAK4471500.1	SMTH1_76520.1
OG0006550	KAK4469039.1	SMTH1_62110.1
OG0006551	KAK4470378.1	SMTH1_83170.1
OG0006552	KAK4475279.1	SMTH1_16680.1
OG0006553	KAK4470398.1	SMTH1_85990.1
OG0006554	KAK4472794.1	SMTH1_48820.1
OG0006555	KAK4468911.1	SMTH1_102620.1, SMTH1_102630.1
OG0006556	KAK4469177.1	SMTH1_60090.1, SMTH1_60090.2
OG0006557	KAK4471922.1	SMTH1_67740.1
OG0006558	KAK4470112.1	SMTH1_78970.1, SMTH1_78960.1, SMTH1_78950.1
OG0006559	KAK4475866.1	SMTH1_5950.1
OG0006560	KAK4472953.1	SMTH1_29530.1
OG0006561	KAK4471614.1	SMTH1_74520.1
OG0006562	KAK4474744.1	SMTH1_15100.1, SMTH1_15110.1
OG0006563	KAK4468787.1	SMTH1_96800.1, SMTH1_96800.2
OG0006564	KAK4473768.1	SMTH1_43330.2, SMTH1_43330.1
OG0006565	KAK4474293.1	SMTH1_18460.1
OG0006566	KAK4472769.1	SMTH1_32460.1
OG0006567	KAK4472484.1	SMTH1_33460.1
OG0006568	KAK4475339.1	SMTH1_22970.1
OG0006569	KAK4472758.1	SMTH1_32440.1
OG0006570	KAK4469798.1	SMTH1_61660.1
OG0006571	KAK4471797.1	SMTH1_68740.1
OG0006572	KAK4469197.1	SMTH1_51720.1, SMTH1_51710.1
OG0006573	KAK4475111.1	SMTH1_2410.1
OG0006574	KAK4471650.1	SMTH1_73990.1, SMTH1_74000.1
OG0006575	KAK4471137.1	SMTH1_64120.1
OG0006576	KAK4471148.1	SMTH1_64260.1
OG0006578	KAK4469612.1	SMTH1_53390.1
OG0006580	KAK4470733.1	SMTH1_85250.1
OG0006581	KAK4472952.1	SMTH1_29520.1
OG0006582	KAK4472729.1	SMTH1_33990.1
OG0006583	KAK4468816.1, KAK4468815.1	SMTH1_96260.1
OG0006584	KAK4467409.1	SMTH1_2950.1
OG0006585	KAK4475223.1	SMTH1_19970.2, SMTH1_19970.1
OG0006586	KAK4473865.1	SMTH1_41550.1
OG0006588	KAK4474525.1	SMTH1_15450.1
OG0006589	KAK4475399.1	SMTH1_23710.1
OG0006590	KAK4475398.1	SMTH1_23690.1
OG0006591	KAK4470251.1	SMTH1_80520.1, SMTH1_80520.2
OG0006592	KAK4468126.1	SMTH1_93700.1
OG0006593	KAK4470588.1	SMTH1_78550.1
OG0006595	KAK4469351.1	SMTH1_59610.1
OG0006596	KAK4470883.1	SMTH1_87660.1
OG0006597	KAK4470766.1	SMTH1_86370.1
OG0006598	KAK4467587.1	SMTH1_104230.1
OG0006599	KAK4473325.1	SMTH1_25990.1
OG0006601	KAK4469924.1	SMTH1_57730.1
OG0006602	KAK4473223.1	SMTH1_27910.1, SMTH1_27910.2, SMTH1_27900.1
OG0006603	KAK4467918.1	SMTH1_102870.1
OG0006604	KAK4469031.1	SMTH1_62020.1
OG0006606	KAK4470316.1	SMTH1_81290.1
OG0006607	KAK4472881.1	SMTH1_29070.1
OG0006608	KAK4475347.1	SMTH1_23030.1
OG0006609	KAK4468893.1	SMTH1_95420.1
OG0006610	KAK4468019.1	SMTH1_91120.1, SMTH1_107770.1
OG0006613	KAK4469943.1	SMTH1_62380.1
OG0006615	KAK4472256.1	SMTH1_37930.1
OG0006617	KAK4470089.1	SMTH1_77330.1
OG0006618	KAK4473831.1	SMTH1_41180.1
OG0006619	KAK4473072.1	SMTH1_26790.1
OG0006620	KAK4475270.1	SMTH1_2560.1
OG0006621	KAK4468854.1	SMTH1_102480.1, SMTH1_102480.2
OG0006622	KAK4474817.1	SMTH1_18180.1, SMTH1_18190.1
OG0006623	KAK4471350.1	SMTH1_73610.1
OG0006624	KAK4474178.1	SMTH1_38470.1
OG0006625	KAK4471810.1	SMTH1_68640.1
OG0006627	KAK4469737.1	SMTH1_62700.1
OG0006628	KAK4468803.1	SMTH1_102540.1
OG0006629	KAK4470530.1	SMTH1_84110.1
OG0006630	KAK4468002.1	SMTH1_90170.1
OG0006631	KAK4469135.1	SMTH1_57280.1, SMTH1_57300.1, SMTH1_57290.1
OG0006632	KAK4473755.1	SMTH1_43530.1
OG0006633	KAK4470143.1	SMTH1_77400.1
OG0006634	KAK4473597.1	SMTH1_45670.1
OG0006635	KAK4476030.1	SMTH1_8060.1, SMTH1_8060.2
OG0006637	KAK4473550.1	SMTH1_48220.1
OG0006638	KAK4476034.1	SMTH1_8020.1
OG0006639	KAK4471004.1	SMTH1_89080.1
OG0006640	KAK4476205.1	SMTH1_10240.1
OG0006641	KAK4470492.1	SMTH1_84540.1, SMTH1_84540.2
OG0006642	KAK4471943.1	SMTH1_71730.1
OG0006643	KAK4471115.1, KAK4471114.1	SMTH1_64740.1, SMTH1_64720.1
OG0006644	KAK4473161.1	SMTH1_27270.1
OG0006645	KAK4471930.1	SMTH1_67830.1
OG0006646	KAK4469158.1	SMTH1_57570.1
OG0006647	KAK4471348.1	SMTH1_73590.1
OG0006648	KAK4471343.1	SMTH1_73530.1, SMTH1_73540.1
OG0006650	KAK4469119.1	SMTH1_52920.1, SMTH1_52920.2
OG0006651	KAK4467532.1, KAK4474645.1	SMTH1_14060.1
OG0006652	KAK4473282.1	SMTH1_26510.1
OG0006653	KAK4471815.1	SMTH1_71590.1
OG0006654	KAK4471345.1	SMTH1_73570.1
OG0006655	KAK4472543.1	SMTH1_38070.1
OG0006656	KAK4472542.1	SMTH1_38060.1
OG0006657	KAK4473236.1	SMTH1_28060.1
OG0006658	KAK4470396.1	SMTH1_86020.1, SMTH1_86020.2
OG0006659	KAK4474143.1	SMTH1_38920.1
OG0006660	KAK4468071.1	SMTH1_94510.1, SMTH1_94520.1
OG0006661	KAK4470271.1	SMTH1_80840.1
OG0006663	KAK4473432.1	SMTH1_46780.1
OG0006664	KAK4469669.1	SMTH1_56920.1
OG0006665	KAK4473999.1	SMTH1_40450.1
OG0006666	KAK4474502.1	SMTH1_1580.1
OG0006667	KAK4476045.1	SMTH1_7900.1
OG0006668	KAK4473160.1	SMTH1_27250.1, SMTH1_27260.1
OG0006669	KAK4474398.1	SMTH1_15810.1
OG0006670	KAK4470109.1	SMTH1_78940.1
OG0006671	KAK4470900.1	SMTH1_87830.1
OG0006672	KAK4474968.1	SMTH1_19860.1
OG0006673	KAK4475015.1	SMTH1_22300.1
OG0006674	KAK4470998.1	SMTH1_89000.1, SMTH1_89000.2
OG0006675	KAK4475510.1	SMTH1_24880.1
OG0006676	KAK4470487.1	SMTH1_82700.1
OG0006677	KAK4473374.1	SMTH1_25310.1
OG0006678	KAK4469072.1	SMTH1_52320.1
OG0006679	KAK4474019.1, KAK4474208.1	SMTH1_35870.1, SMTH1_35870.3, SMTH1_35870.2
OG0006680	KAK4474433.1	SMTH1_13390.1
OG0006681	KAK4471915.1	SMTH1_67680.1
OG0006682	KAK4468175.1	SMTH1_93290.1
OG0006684	KAK4475209.1	SMTH1_20180.1
OG0006685	KAK4472297.1	SMTH1_37540.1
OG0006686	KAK4469338.1	SMTH1_59470.1, SMTH1_59470.2
OG0006687	KAK4468588.1	SMTH1_98490.1
OG0006688	KAK4472069.1	SMTH1_65510.1
OG0006690	KAK4471916.1	SMTH1_67690.1
OG0006691	KAK4470738.1	SMTH1_85280.2, SMTH1_85280.1
OG0006692	KAK4475728.1	SMTH1_5080.1
OG0006693	KAK4473324.1	SMTH1_26000.1
OG0006694	KAK4470805.1	SMTH1_86780.1
OG0006695	KAK4471316.1	SMTH1_70820.1, SMTH1_70810.1
OG0006696	KAK4468833.1	SMTH1_96430.1
OG0006697	KAK4472723.1	SMTH1_34070.1
OG0006698	KAK4473417.1	SMTH1_46640.1
OG0006699	KAK4470102.1	SMTH1_79100.1
OG0006700	KAK4473710.1	SMTH1_44140.1
OG0006701	KAK4469241.1	SMTH1_55320.1
OG0006702	KAK4468412.1	SMTH1_101020.1
OG0006704	KAK4474126.1	SMTH1_39150.1
OG0006705	KAK4469787.1	SMTH1_63080.1
OG0006706	KAK4473601.1	SMTH1_45640.1
OG0006707	KAK4472405.1	SMTH1_33800.1
OG0006709	KAK4475044.1	SMTH1_21870.1
OG0006710	KAK4468241.1	SMTH1_91910.1
OG0006711	KAK4471190.1	SMTH1_72060.1, SMTH1_72060.2
OG0006712	KAK4468188.1	SMTH1_93520.1
OG0006713	KAK4472381.1	SMTH1_36670.3, SMTH1_36670.1, SMTH1_36670.2
OG0006714	KAK4473388.1	SMTH1_25170.1
OG0006715	KAK4472760.1	SMTH1_48850.1
OG0006716	KAK4469063.1	SMTH1_50870.1, SMTH1_50870.2
OG0006717	KAK4468421.1	SMTH1_101140.1
OG0006718	KAK4475520.1	SMTH1_24990.1
OG0006719	KAK4469365.1	SMTH1_51480.1
OG0006720	KAK4472950.1	SMTH1_29680.1
OG0006721	KAK4474667.1	SMTH1_14260.1
OG0006722	KAK4472831.1	SMTH1_31680.1, SMTH1_31680.2
OG0006723	KAK4469083.1	SMTH1_50880.1, SMTH1_50880.2, SMTH1_50880.3
OG0006724	KAK4475619.1	SMTH1_3870.1
OG0006725	KAK4471730.1	SMTH1_69360.1
OG0006726	KAK4471676.1	SMTH1_69860.1
OG0006727	KAK4471017.1	SMTH1_89210.1, SMTH1_89210.2
OG0006728	KAK4467640.1	SMTH1_105340.1, SMTH1_105350.1
OG0006729	KAK4467785.1	SMTH1_105950.1
OG0006730	KAK4472623.1	SMTH1_35190.1
OG0006731	KAK4468723.1	SMTH1_96960.1
OG0006732	KAK4471486.1	SMTH1_71530.1
OG0006733	KAK4476305.1	SMTH1_11440.1
OG0006734	KAK4468487.1	SMTH1_101930.1
OG0006735	KAK4471420.1	SMTH1_70450.1, SMTH1_70460.1
OG0006736	KAK4470595.1	SMTH1_81740.1
OG0006737	KAK4475462.1	SMTH1_2760.1
OG0006738	KAK4473410.1	SMTH1_50500.1
OG0006739	KAK4475374.1	SMTH1_23400.1
OG0006740	KAK4468291.1	SMTH1_91390.1
OG0006741	KAK4475256.1	SMTH1_15240.1
OG0006742	KAK4474410.1	SMTH1_12420.1
OG0006743	KAK4469394.1	SMTH1_56090.1
OG0006744	KAK4468729.1	SMTH1_97070.1
OG0006745	KAK4468192.1	SMTH1_93580.1
OG0006746	KAK4470942.1	SMTH1_88300.1, SMTH1_88300.2, SMTH1_88290.1
OG0006747	KAK4468319.1	SMTH1_90720.1
OG0006748	KAK4474395.1	SMTH1_12360.1
OG0006749	KAK4473850.1	SMTH1_41420.1
OG0006750	KAK4468480.1	SMTH1_101860.1
OG0006751	KAK4469773.1	SMTH1_63330.1, SMTH1_63340.1
OG0006752	KAK4474718.1	SMTH1_14890.1
OG0006753	KAK4471655.1	SMTH1_76350.1
OG0006754	KAK4469264.1	SMTH1_55020.1, SMTH1_55030.1
OG0006755	KAK4471050.1	SMTH1_72990.1
OG0006756	KAK4468856.1	SMTH1_95880.1
OG0006757	KAK4476186.1	SMTH1_8470.1
OG0006758	KAK4471294.1	SMTH1_71100.1
OG0006759	KAK4476269.1	SMTH1_11910.1
OG0006760	KAK4471319.1	SMTH1_70870.1
OG0006761	KAK4469686.1	SMTH1_50830.1, SMTH1_50830.2
OG0006762	KAK4467892.1	SMTH1_104030.1, SMTH1_104030.2
OG0006763	KAK4475176.1	SMTH1_20450.1
OG0006764	KAK4470645.1	SMTH1_82410.1
OG0006765	KAK4468834.1	SMTH1_96440.1
OG0006766	KAK4468867.1	SMTH1_95670.1, SMTH1_95690.1
OG0006767	KAK4468858.1	SMTH1_95840.1
OG0006768	KAK4476089.1	SMTH1_8870.1
OG0006769	KAK4470667.1	SMTH1_82640.1
OG0006771	KAK4476125.1	SMTH1_9320.1, SMTH1_9320.2
OG0006772	KAK4471527.1	SMTH1_75650.1
OG0006773	KAK4470394.1	SMTH1_86040.1
OG0006774	KAK4475092.1	SMTH1_21380.1
OG0006775	KAK4472030.1	SMTH1_65940.1
OG0006776	KAK4472090.1	SMTH1_71920.1, SMTH1_71920.2
OG0006777	KAK4474915.1	SMTH1_19260.1
OG0006778	KAK4475360.1	SMTH1_23180.1
OG0006779	KAK4469205.1	SMTH1_55730.1
OG0006780	KAK4468199.1	SMTH1_92380.1
OG0006782	KAK4471624.1	SMTH1_76380.1
OG0006783	KAK4474886.1	SMTH1_18920.1
OG0006784	KAK4475676.1	SMTH1_4510.1
OG0006785	KAK4470943.1	SMTH1_88310.1
OG0006786	KAK4475363.1	SMTH1_23260.1
OG0006787	KAK4472341.1, KAK4472346.1	SMTH1_37100.1
OG0006788	KAK4471229.1	SMTH1_72510.1
OG0006789	KAK4467548.1, KAK4474721.1	SMTH1_14840.1
OG0006790	KAK4467939.1	SMTH1_102940.1
OG0006792	KAK4473318.1	SMTH1_26070.1
OG0006795	KAK4474517.1	SMTH1_15570.1
OG0006797	KAK4476217.1	SMTH1_1200.1
OG0006798	KAK4469257.1	SMTH1_55110.1
OG0006799	KAK4473405.1	SMTH1_46460.1, SMTH1_46460.2
OG0006800	KAK4475471.1	SMTH1_24230.1
OG0006801	KAK4475296.1, KAK4475297.1	SMTH1_16860.1, SMTH1_16860.2, SMTH1_16870.1, SMTH1_16870.2
OG0006802	KAK4475299.1	SMTH1_16910.1
OG0006803	KAK4470435.1	SMTH1_85460.1
OG0006804	KAK4468136.1	SMTH1_92450.1
OG0006805	KAK4468225.1	SMTH1_92120.1
OG0006806	KAK4472464.1	SMTH1_33230.1
OG0006807	KAK4472177.1	SMTH1_35800.1
OG0006808	KAK4472926.1	SMTH1_29940.1
OG0006810	KAK4471568.1	SMTH1_75100.1
OG0006811	KAK4468059.1	SMTH1_94680.1
OG0006816	KAK4468426.1	SMTH1_100560.1, SMTH1_100520.1
OG0006817	KAK4472889.1	SMTH1_29020.1
OG0006818	KAK4473298.1	SMTH1_26360.1, SMTH1_26360.2, SMTH1_26360.3, SMTH1_26360.4
OG0006819	KAK4475233.1	SMTH1_17270.1
OG0006820	KAK4470517.1	SMTH1_84240.2, SMTH1_84240.1
OG0006821	KAK4473826.1	SMTH1_40940.1
OG0006822	KAK4467520.1, KAK4475732.1	SMTH1_5140.1
OG0006823	KAK4467694.1	SMTH1_103670.1
