Orthogroup	s.mekongi	schistosoma_mansoni
OG0005925	KAK4470999.1	Smp_066480.1
OG0005926	KAK4471796.1	Smp_145930.1
OG0005927	KAK4472976.1	Smp_105340.1
OG0005928	KAK4471062.1	Smp_177040.1
OG0005929	KAK4471976.1	Smp_074940.1
OG0005930	KAK4470977.1	Smp_167140.1
OG0005931	KAK4470299.1	Smp_052060.1
OG0005932	KAK4475354.1	Smp_212240.1
OG0005933	KAK4467502.1	Smp_170580.1
OG0005934	KAK4475008.1	Smp_032500.1
OG0005935	KAK4472575.1, KAK4472577.1	Smp_033990.1
OG0005936	KAK4471961.1	Smp_162520.1
OG0005937	KAK4468565.1	Smp_156170.1
OG0005938	KAK4470286.1	Smp_149960.1
OG0005940	KAK4472210.1	Smp_076860.1
OG0005941	KAK4467692.1	Smp_318260.1, Smp_318260.2, Smp_318260.3
OG0005942	KAK4468227.1	Smp_146290.1
OG0005943	KAK4474612.1	Smp_153690.1
OG0005944	KAK4471845.1	Smp_308140.1, Smp_308145.1
OG0005945	KAK4475562.1	Smp_348730.1, Smp_086330.2, Smp_086330.1
OG0005946	KAK4475377.1	Smp_163840.1
OG0005947	KAK4474504.1	Smp_076230.1
OG0005948	KAK4474134.1	Smp_213790.1
OG0005949	KAK4476288.1	Smp_242440.1
OG0005950	KAK4469379.1	Smp_337470.1
OG0005951	KAK4475924.1	Smp_096410.1
OG0005952	KAK4468271.1	Smp_340920.1
OG0005953	KAK4471491.1	Smp_213440.1
OG0005954	KAK4474980.1	Smp_335770.1
OG0005955	KAK4468434.1	Smp_059570.1
OG0005956	KAK4472407.1, KAK4472409.1	Smp_347800.1
OG0005957	KAK4473021.1	Smp_245120.1
OG0005958	KAK4470655.1	Smp_197860.1
OG0005959	KAK4473753.1	Smp_006860.1
OG0005960	KAK4468067.1	Smp_143700.1
OG0005961	KAK4471494.1	Smp_326750.1
OG0005962	KAK4467938.1	Smp_342490.1
OG0005963	KAK4471725.1	Smp_160610.1
OG0005964	KAK4472569.1, KAK4472570.1	Smp_300500.1
OG0005965	KAK4475340.1	Smp_051260.1
OG0005966	KAK4468725.1	Smp_172170.2, Smp_172170.1
OG0005967	KAK4470305.1	Smp_052160.1
OG0005968	KAK4474288.1	Smp_058350.1
OG0005969	KAK4473554.1	Smp_302980.1
OG0005970	KAK4475475.1	Smp_081470.1
OG0005971	KAK4473003.1	Smp_073680.1
OG0005972	KAK4469894.1	Smp_047400.1
OG0005973	KAK4473750.1	Smp_346370.1
OG0005974	KAK4475441.1	Smp_346750.1
OG0005975	KAK4470120.1	Smp_148970.1
OG0005976	KAK4472718.1	Smp_012810.1
OG0005977	KAK4469717.1	Smp_343940.1
OG0005978	KAK4468863.1	Smp_345340.1
OG0005979	KAK4473101.1	Smp_035500.1
OG0005980	KAK4469979.1	Smp_170930.1
OG0005981	KAK4467729.1	Smp_127640.1
OG0005982	KAK4472059.1	Smp_132540.1
OG0005983	KAK4469327.1	Smp_071830.1
OG0005984	KAK4471262.1	Smp_308820.1
OG0005985	KAK4473113.1	Smp_035650.1
OG0005986	KAK4474975.1	Smp_343930.1, Smp_343930.2
OG0005987	KAK4474974.1	Smp_146250.1
OG0005989	KAK4468346.1, KAK4468347.1	Smp_056900.1
OG0005990	KAK4469977.1	Smp_333960.1
OG0005991	KAK4469892.1	Smp_147570.1
OG0005992	KAK4469099.1, KAK4469100.1, KAK4469101.1	Smp_310430.1
OG0005993	KAK4470789.1	Smp_042150.1
OG0005994	KAK4469190.1	Smp_336010.1
OG0005995	KAK4470725.1	Smp_140990.1
OG0005996	KAK4475096.1	Smp_054200.1
OG0005997	KAK4476238.1	Smp_088390.1
OG0005998	KAK4469603.1	Smp_125450.1
OG0005999	KAK4471003.1	Smp_142790.1
OG0006000	KAK4474471.1	Smp_244480.1
OG0006001	KAK4468760.1	Smp_158170.1
OG0006002	KAK4469727.1	Smp_146570.1
OG0006003	KAK4474192.1	Smp_036270.1
OG0006004	KAK4469213.1	Smp_176300.1
OG0006005	KAK4470320.1	Smp_334150.1
OG0006006	KAK4469153.1	Smp_245510.1
OG0006007	KAK4475345.1	Smp_051290.1, Smp_051290.2
OG0006008	KAK4470166.1	Smp_172640.1
OG0006010	KAK4476168.1	Smp_092750.1
OG0006011	KAK4471212.1	Smp_134800.1
OG0006012	KAK4471356.1	Smp_246340.1
OG0006013	KAK4475468.1	Smp_333410.1
OG0006014	KAK4470473.1	Smp_069170.1
OG0006015	KAK4470016.1	Smp_042740.1
OG0006016	KAK4470937.1	Smp_247430.1
OG0006017	KAK4470940.1, KAK4470939.1	Smp_149130.1
OG0006018	KAK4468934.1	Smp_149400.1
OG0006019	KAK4468072.1	Smp_343640.1
OG0006020	KAK4475367.1	Smp_077280.1
OG0006021	KAK4470679.1	Smp_059200.1
OG0006022	KAK4471783.1	Smp_013300.1
OG0006023	KAK4475179.1	Smp_341190.1
OG0006024	KAK4469081.1	Smp_194900.1
OG0006025	KAK4474618.1	Smp_244460.1
OG0006026	KAK4476112.1	Smp_056440.1
OG0006027	KAK4473172.1, KAK4473173.1	Smp_340110.1
OG0006028	KAK4469239.1	Smp_046800.1
OG0006029	KAK4469945.1	Smp_021800.1
OG0006030	KAK4472561.1	Smp_336360.1
OG0006031	KAK4475107.1	Smp_124740.1
OG0006032	KAK4476295.1	Smp_322970.1
OG0006033	KAK4473043.1	Smp_161400.1
OG0006034	KAK4473574.1	Smp_161500.1
OG0006035	KAK4469982.1	Smp_340360.1
OG0006036	KAK4468205.1	Smp_347540.1, Smp_347540.2
OG0006037	KAK4468179.1	Smp_039000.1
OG0006038	KAK4473568.1	Smp_072720.1
OG0006039	KAK4469461.1	Smp_333860.1
OG0006042	KAK4472645.1	Smp_073140.1
OG0006043	KAK4475206.1	Smp_341220.1
OG0006044	KAK4471490.1	Smp_092490.1
OG0006045	KAK4474041.1	Smp_201130.2, Smp_201130.1
OG0006046	KAK4474693.1	Smp_157070.1
OG0006047	KAK4472327.1	Smp_173410.1
OG0006049	KAK4473634.1	Smp_210380.1
OG0006050	KAK4471975.1	Smp_074930.1, Smp_074930.2
OG0006051	KAK4476031.1	Smp_343530.1
OG0006052	KAK4470290.1	Smp_149980.1
OG0006053	KAK4471570.1	Smp_000180.1
OG0006054	KAK4471302.1	Smp_243660.1
OG0006055	KAK4475772.1, KAK4467429.1	Smp_245300.1
OG0006056	KAK4475275.1	Smp_146810.1
OG0006057	KAK4472732.1	Smp_129100.1
OG0006058	KAK4467230.1, KAK4474952.1	Smp_044950.1
OG0006060	KAK4475621.1	Smp_346920.1
OG0006061	KAK4468084.1	Smp_169300.1
OG0006062	KAK4474082.1	Smp_175680.1, Smp_175680.2
OG0006063	KAK4472448.1	Smp_139180.1
OG0006064	KAK4470135.1	Smp_176150.1
OG0006066	KAK4476210.1	Smp_059880.1
OG0006067	KAK4473555.1	Smp_051360.1
OG0006068	KAK4472909.1	Smp_072210.1
OG0006069	KAK4472539.1	Smp_319660.1, Smp_144720.1
OG0006070	KAK4471367.1	Smp_138350.1
OG0006071	KAK4470452.1	Smp_175230.1
OG0006072	KAK4468222.1	Smp_146710.1
OG0006073	KAK4469475.1	Smp_048930.1
OG0006074	KAK4468415.1	Smp_147050.1
OG0006075	KAK4473004.1	Smp_073690.1
OG0006076	KAK4469460.1	Smp_023230.1
OG0006078	KAK4473176.1	Smp_004060.1
OG0006080	KAK4472512.1	Smp_152850.1
OG0006081	KAK4474967.1, KAK4474989.1	Smp_043940.1
OG0006082	KAK4473409.1	Smp_196370.1, Smp_196370.2
OG0006083	KAK4468028.1	Smp_064400.1
OG0006084	KAK4473370.1	Smp_336800.1
OG0006085	KAK4470572.1	Smp_149330.1
OG0006086	KAK4473150.1	Smp_098850.1
OG0006087	KAK4473763.1	Smp_213880.1
OG0006088	KAK4470106.1	Smp_050250.1
OG0006089	KAK4474553.1	Smp_155360.1
OG0006090	KAK4468461.1	Smp_131360.1
OG0006091	KAK4470064.1	Smp_053820.1
OG0006092	KAK4475267.1	Smp_076600.1
OG0006093	KAK4469849.1	Smp_159180.1
OG0006094	KAK4469655.1	Smp_173000.1
OG0006096	KAK4475145.1	Smp_161140.1
OG0006098	KAK4473228.1	Smp_342000.1
OG0006099	KAK4476012.1	Smp_304800.1
OG0006101	KAK4473860.1, KAK4473861.1	Smp_083740.1
OG0006102	KAK4470811.1	Smp_041890.1
OG0006103	KAK4473915.1	Smp_142560.1
OG0006104	KAK4471375.1	Smp_030220.1
OG0006105	KAK4468364.1	Smp_331660.1, Smp_178810.1
OG0006106	KAK4471821.1	Smp_052890.1
OG0006107	KAK4470661.1	Smp_066960.1
OG0006108	KAK4468021.1	Smp_156850.2, Smp_308910.1, Smp_156850.1
OG0006109	KAK4470206.1	Smp_053120.1
OG0006110	KAK4468507.1	Smp_172460.1
OG0006111	KAK4475197.1	Smp_038330.1
OG0006112	KAK4468759.1	Smp_158180.1
OG0006113	KAK4475648.1	Smp_134230.2, Smp_134230.1
OG0006114	KAK4467893.1, KAK4467894.1	Smp_211300.1
OG0006115	KAK4472915.1	Smp_347730.1
OG0006116	KAK4469108.1	Smp_124590.1
OG0006117	KAK4469972.1	Smp_346270.1
OG0006118	KAK4469742.1	Smp_032580.1
OG0006119	KAK4469860.1	Smp_102480.1
OG0006120	KAK4473475.1	Smp_040280.1
OG0006121	KAK4475463.1	Smp_173650.1
OG0006122	KAK4472419.1	Smp_140900.1
OG0006123	KAK4471863.1	Smp_341140.1
OG0006124	KAK4471259.1	Smp_002740.1
OG0006125	KAK4470482.1	Smp_336740.1
OG0006126	KAK4471777.1	Smp_013370.1
OG0006127	KAK4473539.1	Smp_149710.1
OG0006128	KAK4472161.1	Smp_008120.1
OG0006129	KAK4474736.1	Smp_058470.1
OG0006130	KAK4473116.1	Smp_141330.1
OG0006131	KAK4471379.1	Smp_127500.1, Smp_127500.2
OG0006132	KAK4469148.1	Smp_311170.1
OG0006133	KAK4471417.1	Smp_001120.1
OG0006134	KAK4474994.1	Smp_155060.1
OG0006135	KAK4475120.1	Smp_142930.1
OG0006136	KAK4470446.1	Smp_160180.1
OG0006139	KAK4474726.1, KAK4467432.1	Smp_064950.1
OG0006140	KAK4470583.1	Smp_027500.1, Smp_027500.2
OG0006141	KAK4472725.1	Smp_129060.1
OG0006143	KAK4475166.1	Smp_096270.1
OG0006144	KAK4471923.1	Smp_018530.1
OG0006145	KAK4473781.1	Smp_054810.1
OG0006146	KAK4470796.1	Smp_042080.1
OG0006148	KAK4471304.1	Smp_001020.1
OG0006150	KAK4472611.1	Smp_125780.1
OG0006151	KAK4473401.1	Smp_196690.1
OG0006152	KAK4468926.1	Smp_050920.1
OG0006153	KAK4471875.1	Smp_343190.1
OG0006154	KAK4468885.1	Smp_074150.1
OG0006155	KAK4475041.1	Smp_039740.1
OG0006156	KAK4470444.1	Smp_070020.1
OG0006157	KAK4473730.1	Smp_345290.1, Smp_163030.1
OG0006158	KAK4475359.1	Smp_163720.1
OG0006159	KAK4473320.1	Smp_154980.1
OG0006160	KAK4474833.1	Smp_060270.1
OG0006161	KAK4468090.1, KAK4468092.1	Smp_103380.1
OG0006162	KAK4475131.1	Smp_335750.1
OG0006163	KAK4474820.1	Smp_064640.1
OG0006164	KAK4474565.1	Smp_148160.1
OG0006165	KAK4470938.1	Smp_079010.1
OG0006166	KAK4469118.1	Smp_004680.1
OG0006167	KAK4467994.1	Smp_101450.1, Smp_330330.1
OG0006168	KAK4468499.1	Smp_005290.1
OG0006170	KAK4474729.1	Smp_146900.1
OG0006171	KAK4475668.1	Smp_134160.1
OG0006172	KAK4472589.1	Smp_211150.1
OG0006173	KAK4475387.1	Smp_016990.1
OG0006174	KAK4475094.1	Smp_054230.1
OG0006174	KAK4475095.1	Smp_054220.1
OG0006175	KAK4468738.1	Smp_158640.1
OG0006176	KAK4468627.1	Smp_123540.1
OG0006177	KAK4468782.1	Smp_091730.1
OG0006178	KAK4468822.1	Smp_002010.1
OG0006179	KAK4468953.1	Smp_017290.1
OG0006180	KAK4469145.1	Smp_059750.1
OG0006181	KAK4470935.1	Smp_149110.1
OG0006183	KAK4472514.1	Smp_057230.1
OG0006184	KAK4471473.1	Smp_213970.1
OG0006185	KAK4469615.1	Smp_343910.2
OG0006186	KAK4467923.1	Smp_198360.1
OG0006187	KAK4473522.1	Smp_152090.1
OG0006188	KAK4473528.1	Smp_056080.1
OG0006189	KAK4467793.1	Smp_125200.1
OG0006190	KAK4467804.1	Smp_345960.1
OG0006191	KAK4467879.1	Smp_166020.1
OG0006192	KAK4468416.1	Smp_344800.1
OG0006193	KAK4468628.1	Smp_123550.1
OG0006195	KAK4470192.1	Smp_312720.1
OG0006197	KAK4471366.1	Smp_138320.1
OG0006198	KAK4472537.1	Smp_319650.1
OG0006199	KAK4473029.1	Smp_085840.1
OG0006200	KAK4473248.1	Smp_003300.1
OG0006201	KAK4473297.1	Smp_130950.1
OG0006202	KAK4473377.1	Smp_176650.1
OG0006203	KAK4473578.1	Smp_347510.1
OG0006205	KAK4474316.1	Smp_306610.1, Smp_350490.1
OG0006206	KAK4474546.1	Smp_132120.1
OG0006207	KAK4475002.1	Smp_073400.1
OG0006208	KAK4475440.1	Smp_057860.1
OG0006209	KAK4475532.1	Smp_344550.1
OG0006210	KAK4476081.1	Smp_304880.1
OG0006225	KAK4471643.1	Smp_030250.1
OG0006226	KAK4476294.1	Smp_068220.1
OG0006227	KAK4474539.1	Smp_147420.1
OG0006228	KAK4472991.1	Smp_186930.1
OG0006229	KAK4474761.1	Smp_054310.1
OG0006230	KAK4467743.1	Smp_315720.1
OG0006231	KAK4473626.1	Smp_247210.1
OG0006233	KAK4473761.1	Smp_097210.1
OG0006234	KAK4474507.1	Smp_267080.1
OG0006236	KAK4471510.1	Smp_196810.1
OG0006237	KAK4473660.1	Smp_049680.1
OG0006238	KAK4472625.1	Smp_072970.1
OG0006239	KAK4470408.1	Smp_247570.1
OG0006240	KAK4468210.1	Smp_045600.1
OG0006241	KAK4469038.1	Smp_022090.1
OG0006242	KAK4475281.1	Smp_343950.1
OG0006243	KAK4472546.1	Smp_061650.1
OG0006244	KAK4472018.1	Smp_000830.1
OG0006246	KAK4468289.1	Smp_067890.1
OG0006248	KAK4468408.1	Smp_046290.1
OG0006249	KAK4469514.1	Smp_146940.1
OG0006250	KAK4472378.1	Smp_008500.1
OG0006251	KAK4474813.1	Smp_244310.1
OG0006252	KAK4474188.1	Smp_301800.1
OG0006253	KAK4468521.1	Smp_300090.1
OG0006254	KAK4475397.1	Smp_104450.1
OG0006255	KAK4474065.1	Smp_332460.1
OG0006256	KAK4473699.1	Smp_148540.1
OG0006257	KAK4467720.1	Smp_033400.2, Smp_033400.1
OG0006258	KAK4471618.1	Smp_342580.1
OG0006259	KAK4468606.1	Smp_300150.1
OG0006260	KAK4473007.1	Smp_089700.1
OG0006261	KAK4470727.1	Smp_114565.1
OG0006262	KAK4471496.1	Smp_117390.1, Smp_331940.1
OG0006263	KAK4467364.1	Smp_334560.1
OG0006264	KAK4470774.1	Smp_313640.1, Smp_313640.2
OG0006265	KAK4473372.1	Smp_099320.1
OG0006266	KAK4469445.1	Smp_169030.1
OG0006269	KAK4469564.1	Smp_161290.1
OG0006270	KAK4474815.1	Smp_168610.1
OG0006271	KAK4475082.1	Smp_204020.1
OG0006272	KAK4476311.1	Smp_341060.1
OG0006273	KAK4473895.1	Smp_342950.1
OG0006274	KAK4473472.1	Smp_136690.1
OG0006275	KAK4470076.1	Smp_053990.1
OG0006276	KAK4468159.1	Smp_170210.1
OG0006277	KAK4472524.1	Smp_241950.1
OG0006278	KAK4468118.1	Smp_040110.1
OG0006280	KAK4474428.1	Smp_017880.1
OG0006281	KAK4472242.1	Smp_140370.1
OG0006282	KAK4470781.1	Smp_334340.1
OG0006283	KAK4473345.1	Smp_308360.1
OG0006284	KAK4470247.1	Smp_312770.1
OG0006285	KAK4469904.1	Smp_047460.1
OG0006286	KAK4471705.1	Smp_213040.1
OG0006287	KAK4470623.1	Smp_009020.1
OG0006288	KAK4470640.1	Smp_342270.1
OG0006289	KAK4470767.1	Smp_334330.1
OG0006290	KAK4471146.1	Smp_342650.1
OG0006291	KAK4471813.1	Smp_096000.1
OG0006292	KAK4471513.1	Smp_100070.1
OG0006293	KAK4467832.1	Smp_031720.1
OG0006294	KAK4473158.1	Smp_159560.1
OG0006295	KAK4467651.1	Smp_022990.1
OG0006296	KAK4473605.1	Smp_332610.1
OG0006297	KAK4472956.1	Smp_323790.1
OG0006298	KAK4475196.1	Smp_048650.1
OG0006299	KAK4475430.1	Smp_346660.1
OG0006301	KAK4476018.1	Smp_322610.1
OG0006302	KAK4469873.1	Smp_047740.1
OG0006303	KAK4474640.1	Smp_133860.1
OG0006306	KAK4474931.1	Smp_151920.1
OG0006307	KAK4474117.1, KAK4474119.1	Smp_342080.1, Smp_342080.2
OG0006308	KAK4470559.1	Smp_315840.1
OG0006309	KAK4470879.1	Smp_336750.1
OG0006310	KAK4467625.1	Smp_044580.1
OG0006312	KAK4470756.1	Smp_087330.1
OG0006313	KAK4470031.1	Smp_059100.1
OG0006314	KAK4470674.1	Smp_141610.1
OG0006315	KAK4467941.1	Smp_130340.1
OG0006316	KAK4471515.1	Smp_100090.1
OG0006317	KAK4469380.1	Smp_094560.1
OG0006318	KAK4469409.1	Smp_158240.1
OG0006319	KAK4468502.1	Smp_342090.1
OG0006320	KAK4472685.1	Smp_329760.1
OG0006321	KAK4476296.1	Smp_244790.1
OG0006322	KAK4469023.1	Smp_180570.1
OG0006323	KAK4472277.1	Smp_172340.1
OG0006324	KAK4475001.1	Smp_073410.1
OG0006325	KAK4475885.1	Smp_245170.1
OG0006326	KAK4467861.1	Smp_318500.1
OG0006327	KAK4473194.1	Smp_003900.1
OG0006328	KAK4471116.1	Smp_349780.1
OG0006329	KAK4471621.1	Smp_159860.1
OG0006330	KAK4468613.1	Smp_052750.1
OG0006331	KAK4472021.1	Smp_080610.1
OG0006332	KAK4473440.1	Smp_346840.1
OG0006333	KAK4471830.1	Smp_074020.1
OG0006334	KAK4468246.1, KAK4468247.1	Smp_085490.1
OG0006335	KAK4467646.1	Smp_134540.1
OG0006336	KAK4475478.1	Smp_333420.1
OG0006337	KAK4475237.1	Smp_024390.1
OG0006338	KAK4475375.1	Smp_077400.1
OG0006339	KAK4474098.1	Smp_118040.1
OG0006340	KAK4473588.1	Smp_198930.1
OG0006341	KAK4469929.1	Smp_311440.1
OG0006342	KAK4468182.1	Smp_334600.1
OG0006343	KAK4471929.1	Smp_018590.1
OG0006344	KAK4472850.1	Smp_079430.1
OG0006345	KAK4470125.1	Smp_344150.1
OG0006346	KAK4468823.1	Smp_344810.1
OG0006347	KAK4473139.1	Smp_083410.1
OG0006348	KAK4473389.1	Smp_031570.1
OG0006349	KAK4476000.1	Smp_011960.1
OG0006350	KAK4473838.1	Smp_144510.1
OG0006352	KAK4474570.1	Smp_340530.1
OG0006353	KAK4470087.1	Smp_036990.1
OG0006354	KAK4470163.1	Smp_092380.1
OG0006355	KAK4469137.1	Smp_156480.1
OG0006356	KAK4470941.1	Smp_050430.1
OG0006357	KAK4468024.1	Smp_064360.1
OG0006358	KAK4474783.1	Smp_212730.1
OG0006359	KAK4469668.1	Smp_127190.1
OG0006360	KAK4467915.1	Smp_335530.1
OG0006361	KAK4469875.1	Smp_102410.1
OG0006362	KAK4475037.1	Smp_143860.1, Smp_143860.2
OG0006363	KAK4474399.1	Smp_305760.1
OG0006364	KAK4468254.1	Smp_058150.1
OG0006365	KAK4475432.1	Smp_162970.1
OG0006366	KAK4469478.1	Smp_048880.1
OG0006367	KAK4470144.1	Smp_180020.1
OG0006368	KAK4471308.1	Smp_085790.1
OG0006369	KAK4468083.1	Smp_169290.1
OG0006370	KAK4470233.1	Smp_148900.1
OG0006371	KAK4468278.1	Smp_067900.1
OG0006372	KAK4473022.1	Smp_072360.1
OG0006373	KAK4470865.1	Smp_055100.1
OG0006374	KAK4469453.1	Smp_023150.1
OG0006375	KAK4475381.1	Smp_243830.1
OG0006376	KAK4468798.1	Smp_340070.1
OG0006377	KAK4471981.1	Smp_162650.1
OG0006378	KAK4469187.1	Smp_123370.1
OG0006379	KAK4468873.1	Smp_162220.1, Smp_162220.2
OG0006380	KAK4468597.1	Smp_169760.1
OG0006381	KAK4470336.1	Smp_145400.1
OG0006382	KAK4468063.1	Smp_143910.1
OG0006383	KAK4468336.1	Smp_347520.2, Smp_347520.1
OG0006384	KAK4472015.1, KAK4472016.1	Smp_165630.1
OG0006385	KAK4474945.1	Smp_212910.1
OG0006386	KAK4469744.1	Smp_343330.1
OG0006387	KAK4470836.1, KAK4470837.1	Smp_342530.1
OG0006388	KAK4472008.1	Smp_341870.1
OG0006389	KAK4468117.1	Smp_040100.1
OG0006390	KAK4471277.1	Smp_084520.1
OG0006392	KAK4467827.1	Smp_139340.1
OG0006394	KAK4469590.1	Smp_039390.1
OG0006395	KAK4474500.1	Smp_147460.1, Smp_147460.2
OG0006396	KAK4474981.1	Smp_349870.1
OG0006397	KAK4470041.1	Smp_104970.1
OG0006398	KAK4475908.1	Smp_141890.1
OG0006399	KAK4474287.1	Smp_135920.1
OG0006400	KAK4470328.1	Smp_043030.1
OG0006401	KAK4469089.1	Smp_340230.1
OG0006402	KAK4472875.1	Smp_073600.1
OG0006403	KAK4475922.1	Smp_048550.1
OG0006404	KAK4472305.1	Smp_025740.1
OG0006405	KAK4469402.1	Smp_066740.1
OG0006406	KAK4469487.1	Smp_148260.1
OG0006407	KAK4475078.1	Smp_163170.1
OG0006408	KAK4470676.1	Smp_059170.1
OG0006409	KAK4469916.1	Smp_333900.1
OG0006410	KAK4474425.1	Smp_130800.1
OG0006411	KAK4475080.1	Smp_142900.1
OG0006412	KAK4474934.1	Smp_244090.1
OG0006413	KAK4468951.1, KAK4468950.1	Smp_344210.1
OG0006414	KAK4468882.1	Smp_174670.1
OG0006415	KAK4473149.1	Smp_163240.1
OG0006416	KAK4471886.1	Smp_029100.1
OG0006417	KAK4469389.1	Smp_316710.1
OG0006418	KAK4476247.1	Smp_011570.1
OG0006419	KAK4473108.1	Smp_210800.1
OG0006420	KAK4471323.1	Smp_131600.1
OG0006421	KAK4475819.1	Smp_067580.1
OG0006422	KAK4468514.1, KAK4468513.1	Smp_346110.1
OG0006423	KAK4468253.1	Smp_340930.1
OG0006424	KAK4469399.1	Smp_013790.1
OG0006425	KAK4470872.1	Smp_055190.1
OG0006426	KAK4475003.1	Smp_073390.1
OG0006427	KAK4472377.1	Smp_126730.1
OG0006428	KAK4474884.1	Smp_148200.1
OG0006429	KAK4474389.1	Smp_080420.1
OG0006430	KAK4475603.1	Smp_028500.1
OG0006431	KAK4468422.1	Smp_011010.1
OG0006432	KAK4470909.1	Smp_136920.1
OG0006434	KAK4467733.1	Smp_127650.1
OG0006435	KAK4468342.1	Smp_314280.2, Smp_314280.1
OG0006436	KAK4471217.1	Smp_000900.1
OG0006437	KAK4468454.1	Smp_016750.1
OG0006438	KAK4470735.1	Smp_094930.1
OG0006439	KAK4474734.1	Smp_153660.1
OG0006441	KAK4467867.1	Smp_267210.1
OG0006442	KAK4474152.1	Smp_139620.1
OG0006443	KAK4474307.1	Smp_143740.1
OG0006444	KAK4468945.1	Smp_344200.1
OG0006445	KAK4470321.1, KAK4470339.1	Smp_169440.1
OG0006446	KAK4469710.1	Smp_146650.1
OG0006447	KAK4468394.1	Smp_333710.1
OG0006448	KAK4467334.1, KAK4475789.1	Smp_316430.1, Smp_337330.1
OG0006449	KAK4472613.1	Smp_125760.1
OG0006450	KAK4475547.1	Smp_342210.1
OG0006451	KAK4470099.1	Smp_148930.1
OG0006452	KAK4469736.1	Smp_007000.1
OG0006453	KAK4471086.1	Smp_000850.1
OG0006454	KAK4476310.1	Smp_079050.1
OG0006455	KAK4469438.1, KAK4469439.1	Smp_001500.1
OG0006456	KAK4474956.1	Smp_062950.1
OG0006457	KAK4469879.1	Smp_179080.1
OG0006458	KAK4471648.1	Smp_030020.1
OG0006459	KAK4469048.1	Smp_134060.1
OG0006460	KAK4471245.1	Smp_002550.1
OG0006461	KAK4468862.1	Smp_162280.1
OG0006462	KAK4469424.1	Smp_122940.1
OG0006463	KAK4471748.1	Smp_129510.1
OG0006464	KAK4475452.1	Smp_026400.1, Smp_349830.1
OG0006465	KAK4470389.1, KAK4470390.1	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4
OG0006466	KAK4468711.1	Smp_341360.1
OG0006467	KAK4476270.1	Smp_094760.1
OG0006468	KAK4473498.1	Smp_040500.1
OG0006469	KAK4467536.1	Smp_045960.1
OG0006470	KAK4472117.1, KAK4472118.1	Smp_307810.1
OG0006471	KAK4468031.1	Smp_064430.1
OG0006472	KAK4468034.1	Smp_156900.1
OG0006473	KAK4471779.1	Smp_129380.1
OG0006474	KAK4471336.1	Smp_341420.1
OG0006475	KAK4474741.1	Smp_153610.1
OG0006476	KAK4475599.1	Smp_196020.1
OG0006477	KAK4473143.1	Smp_097620.1
OG0006479	KAK4473546.1	Smp_051660.1
OG0006480	KAK4475459.1	Smp_136520.1
OG0006481	KAK4471607.1	Smp_000650.1
OG0006482	KAK4475060.1	Smp_142820.1
OG0006483	KAK4471873.1	Smp_137980.1
OG0006484	KAK4470052.1	Smp_344900.1
OG0006485	KAK4475719.1	Smp_126360.1
OG0006486	KAK4475460.1	Smp_136530.1
OG0006487	KAK4470596.1	Smp_343110.1
OG0006488	KAK4474807.1, KAK4474806.1	Smp_142740.1
OG0006489	KAK4474404.1	Smp_143090.1
OG0006490	KAK4474243.1	Smp_093830.1
OG0006491	KAK4468076.1	Smp_086750.1
OG0006493	KAK4473348.1	Smp_158440.1, Smp_158440.3, Smp_158440.2
OG0006494	KAK4471685.1	Smp_181290.1
OG0006495	KAK4468050.1	Smp_243300.1
OG0006496	KAK4473659.1	Smp_197150.1
OG0006497	KAK4474678.1	Smp_210500.1
OG0006498	KAK4475030.1	Smp_028940.1
OG0006499	KAK4475813.1	Smp_067510.1
OG0006501	KAK4468550.1	Smp_347910.1, Smp_347910.2
OG0006502	KAK4470086.1	Smp_343520.1
OG0006503	KAK4470063.1	Smp_053830.1
OG0006504	KAK4468323.1	Smp_314240.1
OG0006505	KAK4468219.1	Smp_146730.1
OG0006506	KAK4471373.1	Smp_337750.2
OG0006507	KAK4471791.1	Smp_044260.1, Smp_044260.2
OG0006508	KAK4471339.1	Smp_084890.1
OG0006509	KAK4467613.1	Smp_033330.1
OG0006510	KAK4472959.1	Smp_017650.1
OG0006512	KAK4474185.1	Smp_180800.1
OG0006513	KAK4473878.1	Smp_158490.1
OG0006514	KAK4468264.1	Smp_153390.1
OG0006515	KAK4473499.1	Smp_144240.1
OG0006516	KAK4472721.1	Smp_313530.1, Smp_313540.1, Smp_313540.2
OG0006517	KAK4467678.1	Smp_005900.1
OG0006518	KAK4467631.1	Smp_139380.1
OG0006519	KAK4467751.1	Smp_340210.1
OG0006520	KAK4467769.1	Smp_318310.1
OG0006521	KAK4468769.1	Smp_165710.1
OG0006522	KAK4469080.1	Smp_202610.1
OG0006523	KAK4470020.1	Smp_155760.1
OG0006524	KAK4470269.1	Smp_149820.1
OG0006525	KAK4471305.1	Smp_087580.1
OG0006526	KAK4472352.1	Smp_318890.1, Smp_318920.1, Smp_318900.1
OG0006527	KAK4473178.1	Smp_300310.1
OG0006528	KAK4474088.1	Smp_303260.1, Smp_303280.1
OG0006529	KAK4475187.1	Smp_162810.1
OG0006543	KAK4468211.1	Smp_045610.1
OG0006544	KAK4467807.1	Smp_267240.1, Smp_267240.2
OG0006545	KAK4470178.1	Smp_334050.1
OG0006546	KAK4468512.1	Smp_172490.1
OG0006547	KAK4469598.1	Smp_125500.1
