Orthogroup	s.mekongi	schistosoma_rodhaini
OG0006818	KAK4473298.1	SRDH2_24160.1
OG0006819	KAK4475233.1	SRDH2_16030.1
OG0006820	KAK4470517.1	SRDH2_77590.1
OG0006821	KAK4473826.1	SRDH2_37910.1, SRDH2_37910.2
OG0006822	KAK4467520.1, KAK4475732.1	SRDH2_4530.2, SRDH2_4530.3, SRDH2_4530.4, SRDH2_4530.1
OG0006823	KAK4467694.1	SRDH2_96730.1
OG0006824	KAK4467731.1	SRDH2_96530.1
OG0006825	KAK4468064.1	SRDH2_87590.1
OG0006826	KAK4468074.1	SRDH2_87830.1
OG0006827	KAK4468409.1	SRDH2_93810.1, SRDH2_93810.2, SRDH2_93810.3, SRDH2_93810.4, SRDH2_93810.5
OG0006828	KAK4470728.1, KAK4470729.1	SRDH2_78530.1
OG0006829	KAK4471232.1	SRDH2_65740.1
OG0006830	KAK4471707.1	SRDH2_64140.1
OG0006831	KAK4472616.1	SRDH2_36810.1, SRDH2_36810.2
OG0006832	KAK4472862.1	SRDH2_26270.1
OG0006833	KAK4472933.1	SRDH2_27360.1
OG0006834	KAK4473055.1	SRDH2_24750.1
OG0006835	KAK4474147.1	SRDH2_45170.1, SRDH2_45090.1, SRDH2_45150.1, SRDH2_45110.1, SRDH2_45160.1
OG0006836	KAK4474866.1	SRDH2_17410.3, SRDH2_17410.1
OG0006851	KAK4471644.1	SRDH2_69430.1
OG0006852	KAK4467806.1	SRDH2_99040.1
OG0006853	KAK4475238.1	SRDH2_16070.1
OG0006854	KAK4469294.1	SRDH2_49650.1
OG0006855	KAK4467704.1	SRDH2_97640.1
OG0006856	KAK4472309.1	SRDH2_45320.1
OG0006857	KAK4468508.1	SRDH2_92440.1
OG0006858	KAK4474536.1	SRDH2_12070.1
OG0006859	KAK4474555.1	SRDH2_1440.1
OG0006860	KAK4474762.1	SRDH2_16320.1
OG0006861	KAK4469527.1	SRDH2_53010.1
OG0006862	KAK4472780.1	SRDH2_29420.2, SRDH2_29420.1
OG0006864	KAK4469600.1	SRDH2_48730.1
OG0006865	KAK4473202.1	SRDH2_25350.1
OG0006866	KAK4472387.1	SRDH2_34880.1
OG0006867	KAK4468804.1	SRDH2_90320.1
OG0006868	KAK4476218.1	SRDH2_11090.1
OG0006869	KAK4472355.1	SRDH2_35170.1, SRDH2_35170.2
OG0006870	KAK4472426.1	SRDH2_29980.1
OG0006871	KAK4468791.1	SRDH2_90200.1
OG0006872	KAK4469605.1	SRDH2_48680.1
OG0006873	KAK4476052.1	SRDH2_6880.1
OG0006874	KAK4474904.1	SRDH2_17760.1
OG0006875	KAK4471253.1	SRDH2_65980.1
OG0006877	KAK4469584.1	SRDH2_48920.1
OG0006878	KAK4468287.1	SRDH2_84570.1
OG0006879	KAK4471091.1	SRDH2_60060.1
OG0006880	KAK4468091.1	SRDH2_82960.1
OG0006881	KAK4468552.1	SRDH2_92870.1
OG0006882	KAK4468706.1	SRDH2_90920.1
OG0006883	KAK4472975.1	SRDH2_26920.1
OG0006884	KAK4470188.1	SRDH2_73760.1
OG0006887	KAK4473277.1	SRDH2_26130.1
OG0006889	KAK4468586.1	SRDH2_91620.1
OG0006890	KAK4468439.1	SRDH2_94170.1
OG0006891	KAK4469196.1	SRDH2_50680.1
OG0006892	KAK4471424.1	SRDH2_64990.1
OG0006893	KAK4472905.1	SRDH2_28850.1
OG0006894	KAK4467667.1	SRDH2_98610.1
OG0006895	KAK4472307.1	SRDH2_35580.1
OG0006897	KAK4473720.1	SRDH2_39730.1
OG0006899	KAK4472678.1	SRDH2_31450.1
OG0006900	KAK4467697.1	SRDH2_97710.1
OG0006902	KAK4475628.1	SRDH2_240.1
OG0006903	KAK4474604.1	SRDH2_12480.1, SRDH2_100300.1
OG0006904	KAK4469546.1	SRDH2_52820.1
OG0006905	KAK4467829.1	SRDH2_99470.3
OG0006906	KAK4469968.1, KAK4469967.1	SRDH2_57720.1
OG0006907	KAK4469840.1	SRDH2_56040.1
OG0006908	KAK4472877.1	SRDH2_45580.1
OG0006909	KAK4476197.1	SRDH2_9400.1
OG0006910	KAK4471135.1	SRDH2_59130.1, SRDH2_59130.2
OG0006911	KAK4469511.1	SRDH2_53150.1
OG0006912	KAK4474520.1	SRDH2_101850.1
OG0006913	KAK4475134.1	SRDH2_19370.1, SRDH2_19370.2, SRDH2_19370.3
OG0006914	KAK4469168.1	SRDH2_52630.1
OG0006915	KAK4472572.1	SRDH2_36440.1
OG0006916	KAK4467921.1	SRDH2_96240.1
OG0006917	KAK4474335.1	SRDH2_3450.1
OG0006918	KAK4474200.1	SRDH2_36360.1, SRDH2_102140.1
OG0006920	KAK4472955.1	SRDH2_27100.1
OG0006921	KAK4471963.1	SRDH2_62900.2, SRDH2_62900.1
OG0006922	KAK4474668.1	SRDH2_14720.1
OG0006923	KAK4467689.1	SRDH2_101300.1, SRDH2_101310.1
OG0006924	KAK4470947.1	SRDH2_81400.1
OG0006925	KAK4469414.1	SRDH2_51360.1
OG0006926	KAK4469718.1	SRDH2_54040.1, SRDH2_54040.2
OG0006927	KAK4469516.1	SRDH2_53110.1
OG0006928	KAK4474774.1, KAK4474775.1	SRDH2_16440.1
OG0006929	KAK4468265.1	SRDH2_84770.1
OG0006930	KAK4475769.1	SRDH2_4770.3, SRDH2_4770.2, SRDH2_4770.1
OG0006931	KAK4476300.1	SRDH2_10630.1
OG0006932	KAK4474580.1	SRDH2_13450.1, SRDH2_13450.2
OG0006933	KAK4469484.1	SRDH2_53420.1
OG0006934	KAK4473468.1	SRDH2_42660.1
OG0006935	KAK4470119.1	SRDH2_74590.2, SRDH2_74590.1
OG0006936	KAK4473967.1	SRDH2_38050.1
OG0006937	KAK4469857.1	SRDH2_55850.1
OG0006938	KAK4468523.1	SRDH2_92550.1
OG0006939	KAK4473444.1	SRDH2_42410.1
OG0006940	KAK4474574.1	SRDH2_13400.1
OG0006941	KAK4475135.1	SRDH2_19360.2, SRDH2_19360.1, SRDH2_19360.3
OG0006942	KAK4474911.1	SRDH2_17850.1
OG0006943	KAK4468147.1	SRDH2_85720.1
OG0006944	KAK4470211.1	SRDH2_73560.3, SRDH2_73560.1, SRDH2_73560.2
OG0006945	KAK4473271.1	SRDH2_26040.1
OG0006946	KAK4474469.1	SRDH2_14180.2, SRDH2_14180.1, SRDH2_14180.3
OG0006948	KAK4474191.1	SRDH2_32140.1, SRDH2_32140.2
OG0006949	KAK4470308.1	SRDH2_72700.1
OG0006950	KAK4470537.1	SRDH2_77350.1
OG0006951	KAK4475344.1	SRDH2_21230.1
OG0006952	KAK4473140.1	SRDH2_28060.1
OG0006953	KAK4472031.1	SRDH2_60740.1
OG0006954	KAK4469496.1	SRDH2_53540.1, SRDH2_53540.2
OG0006955	KAK4472673.1	SRDH2_31490.1
OG0006957	KAK4470225.1	SRDH2_74360.1
OG0006958	KAK4471478.1	SRDH2_71070.1
OG0006959	KAK4468817.1	SRDH2_89270.1
OG0006960	KAK4474157.1	SRDH2_32470.1, SRDH2_32490.1, SRDH2_32490.2
OG0006961	KAK4468544.1	SRDH2_92780.1
OG0006962	KAK4469935.1	SRDH2_54920.1
OG0006963	KAK4469291.1	SRDH2_49680.1
OG0006964	KAK4471749.1	SRDH2_63770.1
OG0006965	KAK4474107.1	SRDH2_33030.1
OG0006966	KAK4471986.1	SRDH2_63140.1
OG0006967	KAK4468651.1	SRDH2_91600.1
OG0006968	KAK4473904.1	SRDH2_31740.1
OG0006969	KAK4470231.1	SRDH2_74420.1
OG0006970	KAK4470230.1	SRDH2_74410.1
OG0006971	KAK4470060.1	SRDH2_82420.1
OG0006972	KAK4471938.1	SRDH2_62650.1
OG0006974	KAK4468313.1	SRDH2_83270.2, SRDH2_83270.1
OG0006975	KAK4475509.1	SRDH2_21970.1
OG0006976	KAK4471635.1	SRDH2_70370.1
OG0006977	KAK4472520.1	SRDH2_34550.1
OG0006978	KAK4473341.1	SRDH2_23780.1
OG0006979	KAK4471369.1	SRDH2_69710.1
OG0006981	KAK4471973.1	SRDH2_62980.1
OG0006982	KAK4469973.1	SRDH2_57670.1
OG0006983	KAK4475251.1	SRDH2_16200.1
OG0006984	KAK4469149.1	SRDH2_52500.1
OG0006985	KAK4473604.1	SRDH2_41140.1
OG0006986	KAK4475609.1	SRDH2_3470.1
OG0006987	KAK4470750.1	SRDH2_79410.1
OG0006988	KAK4470751.1	SRDH2_79420.1
OG0006989	KAK4470609.1	SRDH2_75560.1
OG0006990	KAK4475163.1	SRDH2_2050.1
OG0006991	KAK4468248.1	SRDH2_83170.1
OG0006992	KAK4475488.1	SRDH2_22110.1
OG0006993	KAK4474890.1	SRDH2_17590.1
OG0006994	KAK4467378.1, KAK4475806.1	SRDH2_5130.1
OG0006995	KAK4471745.1	SRDH2_63800.1
OG0006996	KAK4475586.1	SRDH2_300.1
OG0006997	KAK4468875.1	SRDH2_89010.1, SRDH2_89010.2
OG0006998	KAK4470675.1	SRDH2_77920.1
OG0006999	KAK4469471.1	SRDH2_46900.1
OG0007000	KAK4468212.1	SRDH2_85300.1
OG0007001	KAK4469304.1	SRDH2_49440.1
OG0007002	KAK4467622.1	SRDH2_98080.1
OG0007003	KAK4476048.1	SRDH2_6890.1
OG0007005	KAK4469482.1	SRDH2_46890.2, SRDH2_46890.1
OG0007006	KAK4467916.1	SRDH2_96270.1
OG0007007	KAK4472749.1	SRDH2_44120.1
OG0007009	KAK4468420.1	SRDH2_93940.1
OG0007010	KAK4475416.1	SRDH2_23020.2
OG0007011	KAK4469398.1	SRDH2_50950.1
OG0007012	KAK4469608.1	SRDH2_48660.1
OG0007013	KAK4471288.1	SRDH2_65550.1, SRDH2_65550.2, SRDH2_65550.3
OG0007014	KAK4474429.1	SRDH2_13830.1
OG0007015	KAK4470972.1	SRDH2_81620.1
OG0007016	KAK4474932.1	SRDH2_17980.1
OG0007017	KAK4469427.1	SRDH2_51500.1
OG0007018	KAK4467713.1	SRDH2_97560.1
OG0007019	KAK4470859.1	SRDH2_80500.1
OG0007020	KAK4469741.1	SRDH2_57960.1
OG0007021	KAK4469549.1	SRDH2_49250.1
OG0007022	KAK4471953.1	SRDH2_62800.1
OG0007023	KAK4467543.1	SRDH2_45450.1
OG0007024	KAK4468223.1	SRDH2_85430.1
OG0007025	KAK4468414.1	SRDH2_93890.1
OG0007026	KAK4472003.1	SRDH2_61280.1, SRDH2_61280.2
OG0007027	KAK4476047.1	SRDH2_1240.1
OG0007028	KAK4470356.1	SRDH2_76820.1, SRDH2_76820.2
OG0007029	KAK4475124.1	SRDH2_19460.1
OG0007030	KAK4470121.1	SRDH2_74730.1
OG0007031	KAK4473912.1	SRDH2_31830.1
OG0007032	KAK4470920.1	SRDH2_81140.1
OG0007033	KAK4470921.1	SRDH2_81150.1
OG0007035	KAK4470330.1	SRDH2_72330.1
OG0007036	KAK4468275.1, KAK4468276.1	SRDH2_84680.1
OG0007037	KAK4471853.1	SRDH2_61490.1
OG0007038	KAK4473907.1	SRDH2_31760.1
OG0007039	KAK4469701.1	SRDH2_53810.1
OG0007040	KAK4470266.1	SRDH2_73070.1, SRDH2_73070.2
OG0007041	KAK4472438.1	SRDH2_30110.1
OG0007042	KAK4473046.1	SRDH2_27990.1
OG0007043	KAK4468872.1	SRDH2_88990.1
OG0007044	KAK4474442.1	SRDH2_13960.1
OG0007046	KAK4468132.1	SRDH2_85560.1
OG0007047	KAK4471138.1	SRDH2_59160.1
OG0007048	KAK4471787.1	SRDH2_63540.1
OG0007049	KAK4473797.1	SRDH2_38910.1
OG0007050	KAK4476274.1	SRDH2_10940.1
OG0007051	KAK4474610.1	SRDH2_12410.1
OG0007053	KAK4474045.1	SRDH2_33670.1
OG0007054	KAK4468776.1	SRDH2_90000.1
OG0007055	KAK4470440.1	SRDH2_74820.1
OG0007056	KAK4473329.1	SRDH2_23890.1, SRDH2_23890.2
OG0007057	KAK4471331.1	SRDH2_66420.1
OG0007058	KAK4475219.1	SRDH2_2110.1
OG0007059	KAK4469785.1	SRDH2_46100.1
OG0007060	KAK4472279.1	SRDH2_35880.1
OG0007062	KAK4473335.1	SRDH2_23840.1
OG0007063	KAK4475575.1	SRDH2_310.3, SRDH2_310.2, SRDH2_310.1
OG0007064	KAK4468871.1	SRDH2_88970.1
OG0007065	KAK4475794.1	SRDH2_102190.1, SRDH2_4950.1
OG0007066	KAK4473685.1	SRDH2_40100.1
OG0007067	KAK4468095.1	SRDH2_85750.1
OG0007068	KAK4470834.1	SRDH2_80290.1
OG0007069	KAK4474074.1	SRDH2_33380.1
OG0007070	KAK4469489.1	SRDH2_53480.1
OG0007072	KAK4474106.1	SRDH2_33050.1
OG0007073	KAK4470884.1	SRDH2_71810.1
OG0007074	KAK4470520.1	SRDH2_77570.1
OG0007075	KAK4475146.1	SRDH2_19240.1
OG0007076	KAK4472582.1	SRDH2_36520.1
OG0007077	KAK4471233.1	SRDH2_65760.1
OG0007078	KAK4469659.1	SRDH2_52120.2
OG0007079	KAK4473378.1	SRDH2_23460.1
OG0007080	KAK4475216.1	SRDH2_18650.1
OG0007081	KAK4469684.1	SRDH2_53680.1
OG0007082	KAK4468735.1	SRDH2_89730.1
OG0007083	KAK4470848.1, KAK4470849.1	SRDH2_80420.1
OG0007085	KAK4473784.1	SRDH2_39020.1
OG0007086	KAK4468077.1	SRDH2_87870.1
OG0007087	KAK4471364.1	SRDH2_69760.1
OG0007088	KAK4467659.1	SRDH2_98470.1
OG0007090	KAK4474878.1	SRDH2_17510.1, SRDH2_17510.2, SRDH2_17510.3
OG0007091	KAK4470224.1	SRDH2_74350.1
OG0007092	KAK4474789.1	SRDH2_16580.1
OG0007094	KAK4469281.1	SRDH2_47100.1
OG0007096	KAK4468532.1	SRDH2_93390.1
OG0007097	KAK4469864.1	SRDH2_55750.1
OG0007098	KAK4470720.1	SRDH2_78440.1
OG0007099	KAK4468196.1	SRDH2_86940.1
OG0007100	KAK4471703.1	SRDH2_64180.1, SRDH2_64180.2
OG0007101	KAK4474149.1	SRDH2_32590.1
OG0007102	KAK4472421.1	SRDH2_29930.1
OG0007103	KAK4471704.1	SRDH2_64170.1
OG0007104	KAK4471640.1	SRDH2_69370.1
OG0007105	KAK4471485.1	SRDH2_67970.1
OG0007106	KAK4470221.1	SRDH2_74300.1
OG0007107	KAK4471532.1	SRDH2_71120.1
OG0007112	KAK4468111.1	SRDH2_87480.1
OG0007113	KAK4467871.1	SRDH2_99140.1
OG0007114	KAK4468762.1	SRDH2_90680.1
OG0007115	KAK4469749.1	SRDH2_58110.1, SRDH2_58110.2
OG0007116	KAK4471829.1	SRDH2_61750.1
OG0007117	KAK4475449.1, KAK4475450.1	SRDH2_22600.1, SRDH2_22600.2
OG0007118	KAK4467746.1	SRDH2_97480.1, SRDH2_97480.2
OG0007120	KAK4468230.1	SRDH2_85190.1
OG0007121	KAK4468797.1	SRDH2_90260.1
OG0007122	KAK4469188.1	SRDH2_54720.1
OG0007123	KAK4470226.1	SRDH2_74380.6, SRDH2_74380.7, SRDH2_74380.1, SRDH2_74380.3, SRDH2_74380.4, SRDH2_74380.2, SRDH2_74380.5
OG0007124	KAK4470260.1	SRDH2_73230.1, SRDH2_73230.2
OG0007125	KAK4470910.1	SRDH2_81060.1
OG0007126	KAK4470988.1	SRDH2_71710.1
OG0007127	KAK4472127.1	SRDH2_44980.1
OG0007128	KAK4472508.1	SRDH2_34690.1, SRDH2_34690.4, SRDH2_34690.2, SRDH2_34690.3, SRDH2_34690.5
OG0007130	KAK4473074.1	SRDH2_24520.1, SRDH2_24530.1
OG0007131	KAK4473193.1	SRDH2_25280.1
OG0007133	KAK4474551.1	SRDH2_11560.1
OG0007134	KAK4475335.1	SRDH2_21150.1
OG0007135	KAK4475353.1	SRDH2_21330.1
OG0007149	KAK4469964.1	SRDH2_57760.1
OG0007150	KAK4467554.1	SRDH2_14350.1
OG0007152	KAK4467642.1, KAK4467367.1	SRDH2_97390.1
OG0007153	KAK4475128.1	SRDH2_19410.2, SRDH2_19410.1
OG0007155	KAK4471162.1	SRDH2_58730.1
OG0007156	KAK4472563.1	SRDH2_38400.1
OG0007157	KAK4470617.1	SRDH2_75630.1
OG0007158	KAK4468505.1	SRDH2_92410.1
OG0007159	KAK4468678.1	SRDH2_91260.1
OG0007160	KAK4472375.1	SRDH2_34980.1
OG0007161	KAK4470071.1	SRDH2_82520.1
OG0007162	KAK4475203.1, KAK4475204.1	SRDH2_18760.1, SRDH2_18760.2
OG0007163	KAK4473337.1	SRDH2_23810.1, SRDH2_23810.2
OG0007164	KAK4470362.1	SRDH2_76760.1
OG0007165	KAK4473887.1	SRDH2_37260.1, SRDH2_37260.2
OG0007166	KAK4468912.1	SRDH2_95540.1
OG0007167	KAK4473771.1	SRDH2_39140.1
OG0007168	KAK4472043.1	SRDH2_60850.1
OG0007169	KAK4470581.1, KAK4470582.1	SRDH2_75210.1
OG0007171	KAK4469883.1	SRDH2_55400.1
OG0007172	KAK4472822.1	SRDH2_29040.1
OG0007174	KAK4469691.1	SRDH2_53730.1
OG0007175	KAK4473970.1	SRDH2_34430.1
OG0007176	KAK4468107.1	SRDH2_88190.1
OG0007177	KAK4473519.1	SRDH2_43210.1
OG0007178	KAK4471904.1	SRDH2_62370.1
OG0007179	KAK4473008.1	SRDH2_24330.1
OG0007180	KAK4476088.1	SRDH2_1200.1
OG0007181	KAK4468538.1	SRDH2_92710.1
OG0007182	KAK4475269.1	SRDH2_15460.1, SRDH2_15460.2
OG0007184	KAK4468500.1	SRDH2_93360.1
OG0007185	KAK4467899.1	SRDH2_97100.1
OG0007186	KAK4470363.1	SRDH2_76750.1
OG0007187	KAK4470055.1	SRDH2_82330.1
OG0007188	KAK4471503.1	SRDH2_70010.1
OG0007189	KAK4471469.1	SRDH2_67650.1
OG0007190	KAK4473736.1	SRDH2_39540.1, SRDH2_39540.2, SRDH2_39540.3
OG0007191	KAK4468272.1	SRDH2_84710.1
OG0007193	KAK4469912.1	SRDH2_55270.1
OG0007194	KAK4468785.1	SRDH2_6930.1
OG0007195	KAK4468837.1	SRDH2_89420.1
OG0007196	KAK4474611.1	SRDH2_12400.1
OG0007197	KAK4468546.1	SRDH2_92800.1
OG0007198	KAK4472470.1	SRDH2_30500.1
OG0007199	KAK4473016.1	SRDH2_24340.1
OG0007200	KAK4475989.1	SRDH2_8870.1
OG0007201	KAK4468645.1	SRDH2_93230.1
OG0007202	KAK4470563.1	SRDH2_75080.1
OG0007203	KAK4475604.1	SRDH2_3310.1
OG0007205	KAK4468919.1	SRDH2_95040.1
OG0007206	KAK4470600.1	SRDH2_74960.1
OG0007207	KAK4469275.1	SRDH2_49760.1
OG0007208	KAK4470856.1	SRDH2_80480.1
OG0007209	KAK4467629.1	SRDH2_98140.1
OG0007210	KAK4468928.1	SRDH2_93560.1
OG0007211	KAK4473381.1	SRDH2_23490.1
OG0007212	KAK4471611.1	SRDH2_69070.1
OG0007213	KAK4471610.1	SRDH2_69060.1
OG0007214	KAK4470911.1	SRDH2_81070.1
OG0007215	KAK4474475.1	SRDH2_14130.1
OG0007217	KAK4473557.1	SRDH2_43600.1
OG0007219	KAK4474380.1	SRDH2_10330.1
OG0007220	KAK4474096.1	SRDH2_33150.1
OG0007221	KAK4474112.1	SRDH2_33000.1
OG0007222	KAK4476001.1	SRDH2_8720.1
OG0007223	KAK4471755.1	SRDH2_62190.1
OG0007226	KAK4472643.1	SRDH2_44250.1, SRDH2_44250.2
OG0007227	KAK4468467.1	SRDH2_94570.1
OG0007228	KAK4470991.1	SRDH2_81970.1
OG0007229	KAK4470338.1	SRDH2_77060.1
OG0007230	KAK4476291.1	SRDH2_10540.1
OG0007231	KAK4473314.1	SRDH2_24020.1
OG0007232	KAK4474430.1	SRDH2_13840.1
OG0007233	KAK4467872.1	SRDH2_99130.1
OG0007234	KAK4471860.1	SRDH2_61810.1
OG0007235	KAK4474995.1	SRDH2_20880.1
OG0007237	KAK4470692.1	SRDH2_78120.1
OG0007238	KAK4472923.1	SRDH2_27550.1, SRDH2_27550.2
OG0007239	KAK4470790.1	SRDH2_79850.1
OG0007240	KAK4470142.1	SRDH2_71490.1
OG0007241	KAK4473436.1	SRDH2_42300.1
OG0007242	KAK4473549.1	SRDH2_43520.1
OG0007243	KAK4473803.1	SRDH2_38820.1
OG0007244	KAK4470295.1	SRDH2_72810.1
OG0007245	KAK4469510.1	SRDH2_53160.1
OG0007246	KAK4469325.1	SRDH2_49300.1
OG0007247	KAK4469725.1	SRDH2_54090.1
OG0007248	KAK4473263.1, KAK4473264.1	SRDH2_25980.1
OG0007249	KAK4468228.1	SRDH2_83160.1, SRDH2_83160.2, SRDH2_83160.3
OG0007251	KAK4473969.1	SRDH2_34450.1
OG0007252	KAK4474636.1	SRDH2_14420.1
OG0007253	KAK4469540.1	SRDH2_52890.1, SRDH2_52890.2
OG0007254	KAK4470395.1	SRDH2_79290.1, SRDH2_79290.2, SRDH2_79290.3
OG0007256	KAK4471321.1	SRDH2_65320.1
OG0007257	KAK4469876.1	SRDH2_55470.1
OG0007260	KAK4470773.1	SRDH2_79610.1
OG0007261	KAK4472993.1	SRDH2_41430.1
OG0007262	KAK4468143.1	SRDH2_85680.1
OG0007263	KAK4476231.1	SRDH2_8930.1
OG0007264	KAK4474477.1	SRDH2_14240.1
OG0007265	KAK4472839.1	SRDH2_26530.1, SRDH2_26530.2
OG0007266	KAK4471803.1	SRDH2_63380.1
OG0007267	KAK4468622.1	SRDH2_91980.1
OG0007268	KAK4473589.1	SRDH2_43970.1
OG0007269	KAK4474990.1	SRDH2_20930.1
OG0007270	KAK4468359.1	SRDH2_84080.1
OG0007271	KAK4476152.1	SRDH2_8560.1
OG0007272	KAK4475739.1, KAK4475749.1	SRDH2_4590.1
OG0007273	KAK4467441.1	SRDH2_4880.1
OG0007274	KAK4469914.1	SRDH2_55250.2, SRDH2_55250.3, SRDH2_55250.1
OG0007275	KAK4472477.1	SRDH2_30570.1
OG0007276	KAK4472402.1	SRDH2_30820.1
OG0007277	KAK4469129.1	SRDH2_48300.1
OG0007278	KAK4473514.1	SRDH2_43160.1
OG0007279	KAK4468155.1	SRDH2_88330.1
OG0007280	KAK4470840.1	SRDH2_80330.1
OG0007282	KAK4471231.1	SRDH2_65730.1, SRDH2_65730.2
OG0007283	KAK4469286.1	SRDH2_49720.1
OG0007284	KAK4474320.1	SRDH2_15500.1
OG0007285	KAK4473600.1	SRDH2_41180.1
OG0007286	KAK4469042.1	SRDH2_57350.1
OG0007287	KAK4471079.1	SRDH2_61920.1
OG0007288	KAK4470908.1	SRDH2_81020.1
OG0007290	KAK4474076.1	SRDH2_33360.1
OG0007291	KAK4469169.1	SRDH2_52620.1
OG0007295	KAK4474480.1	SRDH2_810.1
OG0007296	KAK4471731.1	SRDH2_63930.1
OG0007297	KAK4468781.1	SRDH2_90070.1
OG0007298	KAK4473249.1	SRDH2_41710.1
OG0007299	KAK4470891.1	SRDH2_80820.1, SRDH2_80820.2
OG0007300	KAK4473233.1	SRDH2_25630.1
OG0007301	KAK4473801.1	SRDH2_38840.1, SRDH2_38840.2
OG0007302	KAK4468023.1	SRDH2_86150.1
OG0007303	KAK4468145.1	SRDH2_85700.1
OG0007306	KAK4470110.1	SRDH2_74670.1
OG0007307	KAK4469200.1	SRDH2_50640.1
OG0007308	KAK4471009.1	SRDH2_82200.1, SRDH2_82200.2
OG0007309	KAK4472022.1	SRDH2_61100.1, SRDH2_61100.2
OG0007311	KAK4474799.1	SRDH2_1660.1
OG0007312	KAK4476237.1	SRDH2_9300.1, SRDH2_9300.2
OG0007313	KAK4470850.1	SRDH2_80430.1
OG0007314	KAK4469960.1	SRDH2_47510.1
OG0007315	KAK4468045.1	SRDH2_88390.1
OG0007316	KAK4472252.1	SRDH2_36120.1
OG0007317	KAK4472313.1	SRDH2_35540.1
OG0007318	KAK4475613.1	SRDH2_3420.1
OG0007319	KAK4469107.1	SRDH2_48100.1
OG0007320	KAK4473684.1	SRDH2_40110.1
OG0007322	KAK4471921.1	SRDH2_68130.1
OG0007323	KAK4470318.1	SRDH2_72590.1
OG0007324	KAK4468869.1	SRDH2_88950.1
OG0007325	KAK4467537.1, KAK4467262.1, KAK4467288.1	SRDH2_15390.1
OG0007326	KAK4470294.1	SRDH2_72820.1
OG0007327	KAK4476308.1	SRDH2_10460.1
OG0007328	KAK4472901.1	SRDH2_28910.1
OG0007330	KAK4472060.1	SRDH2_60640.1, SRDH2_60630.1
OG0007331	KAK4469735.1	SRDH2_57920.1
OG0007332	KAK4474121.1	SRDH2_32930.1
OG0007334	KAK4468469.1	SRDH2_94550.1
OG0007335	KAK4474361.1	SRDH2_10030.1
OG0007336	KAK4473960.1	SRDH2_38630.1
OG0007338	KAK4471606.1	SRDH2_69020.1
OG0007339	KAK4469141.1	SRDH2_52390.1
OG0007340	KAK4475056.1, KAK4475057.1	SRDH2_20130.1
OG0007341	KAK4475959.1	SRDH2_7730.1
OG0007343	KAK4469455.1	SRDH2_51850.1, SRDH2_51870.1
OG0007344	KAK4474549.1	SRDH2_13630.1
OG0007345	KAK4470418.1	SRDH2_79070.1
OG0007346	KAK4467932.1	SRDH2_96120.1
OG0007347	KAK4474970.1	SRDH2_18450.1
OG0007348	KAK4475542.1	SRDH2_340.1
OG0007349	KAK4475996.1	SRDH2_1310.1
OG0007350	KAK4469320.1	SRDH2_49340.1
OG0007351	KAK4474397.1	SRDH2_13680.1
OG0007352	KAK4469778.1	SRDH2_56880.1
OG0007353	KAK4472844.1	SRDH2_26380.1
OG0007355	KAK4476046.1	SRDH2_6960.1
OG0007356	KAK4474900.1	SRDH2_17710.1
OG0007357	KAK4475550.1	SRDH2_2860.1, SRDH2_2880.1
OG0007358	KAK4476114.1	SRDH2_8040.1
OG0007359	KAK4468887.1	SRDH2_89040.1
OG0007361	KAK4469105.1	SRDH2_48060.1
OG0007362	KAK4469113.1	SRDH2_48150.1
OG0007363	KAK4470899.1	SRDH2_80900.1
OG0007364	KAK4473840.1	SRDH2_37760.1
OG0007365	KAK4471097.1	SRDH2_60020.1, SRDH2_60020.2
OG0007366	KAK4471380.1	SRDH2_64570.1
OG0007367	KAK4471950.1	SRDH2_62770.1
OG0007369	KAK4467901.1	SRDH2_97120.1
OG0007370	KAK4470287.1	SRDH2_72870.1
OG0007371	KAK4467596.1	SRDH2_96560.1
OG0007372	KAK4475650.1	SRDH2_3840.1
OG0007373	KAK4468015.1	SRDH2_86520.1
OG0007374	KAK4468497.1	SRDH2_92330.1
OG0007375	KAK4468081.1	SRDH2_82970.1
OG0007376	KAK4468213.1	SRDH2_85310.1
OG0007377	KAK4468390.1	SRDH2_89950.1
OG0007378	KAK4468466.1	SRDH2_94590.1
OG0007379	KAK4468625.1	SRDH2_92160.1
OG0007380	KAK4469400.1	SRDH2_51100.1
OG0007381	KAK4469440.1	SRDH2_51600.1
OG0007382	KAK4470210.1	SRDH2_73580.1
OG0007383	KAK4470687.1	SRDH2_78030.1, SRDH2_78040.1, SRDH2_78050.1, SRDH2_78060.1, SRDH2_78060.2, SRDH2_82730.1
OG0007384	KAK4472222.1	SRDH2_25680.1, SRDH2_25680.2
OG0007385	KAK4472614.1	SRDH2_36790.1, SRDH2_36790.2
OG0007386	KAK4473100.1	SRDH2_28540.1
OG0007387	KAK4473326.1	SRDH2_41780.1
OG0007388	KAK4473455.1	SRDH2_42540.1
OG0007389	KAK4474510.1	SRDH2_13250.1
OG0007392	KAK4475240.1	SRDH2_16080.1, SRDH2_16080.3, SRDH2_16080.2
OG0007393	KAK4475653.1, KAK4475651.1	SRDH2_3850.1
OG0007394	KAK4475692.1	SRDH2_4170.1
OG0007414	KAK4474752.1	SRDH2_12960.1
OG0007415	KAK4473772.1	SRDH2_44580.2
