Orthogroup	s.mekongi	schistosoma_japonicum
OG0005663	KAK4475991.1	EWB00_008663
OG0005664	KAK4473232.1	EWB00_004233
OG0005665	KAK4469574.1	EWB00_010724
OG0005666	KAK4468527.1	EWB00_001879, EWB00_001880
OG0005668	KAK4475640.1	EWB00_000868.1, EWB00_000868.2
OG0005669	KAK4469049.1	EWB00_000885
OG0005670	KAK4468194.1	EWB00_007289, EWB00_007291
OG0005671	KAK4474460.1	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3
OG0005672	KAK4469111.1	EWB00_006885
OG0005673	KAK4469117.1	EWB00_006880.1, EWB00_006880.2
OG0005674	KAK4472897.1	EWB00_003714
OG0005675	KAK4473619.1	EWB00_007804
OG0005676	KAK4469501.1	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4
OG0005677	KAK4475900.1	EWB00_010838
OG0005678	KAK4472000.1	EWB00_003876.1, EWB00_003876.2
OG0005679	KAK4468667.1	EWB00_004459.1, EWB00_004459.2
OG0005680	KAK4471357.1	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3
OG0005681	KAK4471346.1	EWB00_010059
OG0005682	KAK4472627.1	EWB00_002575
OG0005683	KAK4474072.1, KAK4474071.1	EWB00_004251.1, EWB00_004251.2
OG0005684	KAK4469255.1, KAK4469254.1	EWB00_002994
OG0005686	KAK4468522.1	EWB00_001863.1, EWB00_001863.2
OG0005687	KAK4471443.1	EWB00_008872
OG0005688	KAK4475882.1	EWB00_010237
OG0005689	KAK4470525.1	EWB00_000952
OG0005690	KAK4469480.1	EWB00_010626.1, EWB00_010626.2
OG0005691	KAK4467614.1	EWB00_004770
OG0005692	KAK4469102.1, KAK4469104.1	EWB00_006898
OG0005693	KAK4476013.1	EWB00_007718
OG0005694	KAK4469266.1	EWB00_008756, EWB00_008752, EWB00_008754
OG0005695	KAK4469249.1	EWB00_002987, EWB00_002988
OG0005696	KAK4473210.1	EWB00_007658
OG0005697	KAK4475189.1	EWB00_005450
OG0005698	KAK4470145.1	EWB00_001597, EWB00_001596
OG0005699	KAK4475350.1	EWB00_006430.1, EWB00_006430.2
OG0005700	KAK4470159.1	EWB00_007369
OG0005701	KAK4471123.1	EWB00_011231
OG0005702	KAK4471221.1	EWB00_000923
OG0005703	KAK4474195.1	EWB00_003398
OG0005704	KAK4473608.1	EWB00_007979
OG0005705	KAK4469178.1	EWB00_006495
OG0005706	KAK4469055.1	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6
OG0005707	KAK4471230.1	EWB00_000931
OG0005708	KAK4475025.1	EWB00_010340.1, EWB00_010340.2
OG0005709	KAK4473141.1	EWB00_001084
OG0005710	KAK4474166.1	EWB00_008163, EWB00_008162
OG0005711	KAK4474845.1	EWB00_007626
OG0005712	KAK4468459.1	EWB00_005067
OG0005713	KAK4471344.1	EWB00_004107
OG0005714	KAK4468616.1	EWB00_000335
OG0005715	KAK4470470.1	EWB00_008225
OG0005716	KAK4469458.1	EWB00_010604.1, EWB00_010604.2
OG0005717	KAK4470329.1	EWB00_001183
OG0005718	KAK4469222.1	EWB00_007603
OG0005719	KAK4474083.1	EWB00_006865.1, EWB00_006865.2
OG0005720	KAK4468032.1	EWB00_002629
OG0005722	KAK4467595.1	EWB00_000583, EWB00_000582
OG0005723	KAK4473521.1	EWB00_006388
OG0005725	KAK4468144.1	EWB00_001665
OG0005726	KAK4469522.1	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1
OG0005727	KAK4471645.1	EWB00_008552
OG0005728	KAK4468763.1	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893
OG0005729	KAK4471193.1	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3
OG0005730	KAK4467711.1, KAK4467712.1	EWB00_003035
OG0005731	KAK4467995.1	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2
OG0005732	KAK4473085.1	EWB00_010887
OG0005733	KAK4473067.1	EWB00_001136
OG0005734	KAK4473573.1	EWB00_008256
OG0005735	KAK4468650.1	EWB00_004958.1, EWB00_004958.2
OG0005736	KAK4470003.1	EWB00_001619
OG0005737	KAK4471317.1	EWB00_010412
OG0005738	KAK4467440.1, KAK4475799.1	EWB00_009564
OG0005739	KAK4472441.1	EWB00_006034
OG0005740	KAK4470956.1	EWB00_002267
OG0005741	KAK4468857.1	EWB00_005290.1, EWB00_005290.2
OG0005742	KAK4472328.1	EWB00_002912
OG0005743	KAK4474814.1	EWB00_002471
OG0005744	KAK4474793.1	EWB00_003114
OG0005745	KAK4471406.1	EWB00_007126
OG0005746	KAK4472770.1	EWB00_009120.1, EWB00_009120.2
OG0005747	KAK4472288.1	EWB00_004890
OG0005748	KAK4468877.1	EWB00_000613
OG0005750	KAK4467855.1	EWB00_009976
OG0005751	KAK4472247.1	EWB00_003426.1, EWB00_003426.2
OG0005753	KAK4471012.1	EWB00_007485, EWB00_007487
OG0005754	KAK4468754.1	EWB00_000723
OG0005755	KAK4473214.1	EWB00_004215
OG0005757	KAK4470662.1	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4
OG0005758	KAK4470179.1	EWB00_002784
OG0005759	KAK4473119.1	EWB00_006950.1, EWB00_006950.2
OG0005760	KAK4469582.1	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3
OG0005761	KAK4472208.1	EWB00_002866
OG0005762	KAK4471807.1	EWB00_001165.1, EWB00_001165.2
OG0005763	KAK4468473.1	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4
OG0005764	KAK4471208.1	EWB00_000906
OG0005765	KAK4472874.1, KAK4472914.1	EWB00_003318
OG0005766	KAK4468099.1	EWB00_009603
OG0005767	KAK4470083.1	EWB00_009611
OG0005768	KAK4472581.1	EWB00_011208
OG0005769	KAK4474509.1	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2
OG0005770	KAK4472982.1	EWB00_010366
OG0005771	KAK4469515.1	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2
OG0005772	KAK4468361.1, KAK4467953.1	EWB00_008944
OG0005773	KAK4470002.1	EWB00_009433
OG0005774	KAK4471333.1	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4
OG0005775	KAK4473462.1	EWB00_002789, EWB00_002788
OG0005776	KAK4468838.1, KAK4468840.1	EWB00_008042
OG0005777	KAK4473492.1	EWB00_002820
OG0005778	KAK4471528.1	EWB00_006271
OG0005779	KAK4471037.1	EWB00_005595, EWB00_010541
OG0005780	KAK4467738.1	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3
OG0005781	KAK4468805.1	EWB00_006926.1, EWB00_006926.2
OG0005782	KAK4472395.1	EWB00_000012
OG0005783	KAK4468659.1	EWB00_001068.1, EWB00_001068.2
OG0005784	KAK4468433.1	EWB00_006719
OG0005785	KAK4474443.1	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4
OG0005786	KAK4474493.1	EWB00_009439
OG0005787	KAK4475753.1	EWB00_010221.1, EWB00_010221.2
OG0005788	KAK4474465.1, KAK4474466.1	EWB00_000689
OG0005789	KAK4469146.1	EWB00_007217
OG0005790	KAK4470001.1, KAK4470959.1	EWB00_007918, EWB00_007919
OG0005791	KAK4473950.1	EWB00_000992
OG0005792	KAK4467394.1, KAK4475643.1	EWB00_009079
OG0005793	KAK4476257.1	EWB00_005680
OG0005794	KAK4474341.1	EWB00_004837.2
OG0005794	KAK4474341.1	EWB00_004837.3
OG0005795	KAK4467866.1	EWB00_003758
OG0005796	KAK4475779.1	EWB00_006336, EWB00_006337
OG0005797	KAK4467670.1	EWB00_005849
OG0005798	KAK4470234.1	EWB00_002726
OG0005799	KAK4474973.1	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3
OG0005800	KAK4468146.1	EWB00_001662, EWB00_001663
OG0005801	KAK4475318.1	EWB00_006462
OG0005802	KAK4470490.1	EWB00_011045
OG0005803	KAK4471175.1	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4
OG0005804	KAK4467715.1	EWB00_005099
OG0005805	KAK4470126.1	EWB00_006122
OG0005806	KAK4468290.1	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4
OG0005807	KAK4471011.1	EWB00_007488
OG0005808	KAK4473738.1	EWB00_006175
OG0005809	KAK4472795.1	EWB00_000640
OG0005810	KAK4468728.1	EWB00_007509.1, EWB00_007509.2
OG0005811	KAK4467493.1, KAK4474710.1	EWB00_010015
OG0005812	KAK4473687.1	EWB00_003956
OG0005813	KAK4470201.1	EWB00_002763
OG0005814	KAK4474564.1	EWB00_009372.1, EWB00_009372.2
OG0005815	KAK4471237.1	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3
OG0005816	KAK4474730.1	EWB00_002679
OG0005817	KAK4472706.1	EWB00_004128.3
OG0005818	KAK4468534.1	EWB00_001888
OG0005819	KAK4469474.1	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5
OG0005820	KAK4471691.1	EWB00_003331.1, EWB00_003331.2
OG0005821	KAK4467810.1	EWB00_006684
OG0005823	KAK4473654.1	EWB00_003917
OG0005824	KAK4472939.1	EWB00_005013.1, EWB00_005013.2
OG0005825	KAK4472997.1	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3
OG0005826	KAK4471714.1	EWB00_001154.1, EWB00_001154.2, EWB00_001154.3, EWB00_001154.4
OG0005827	KAK4469459.1	EWB00_000184
OG0005828	KAK4468573.1	EWB00_001939
OG0005829	KAK4472062.1	EWB00_000517
OG0005830	KAK4471542.1	EWB00_010040
OG0005831	KAK4469627.1	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3
OG0005832	KAK4474006.1	EWB00_004321.1, EWB00_004321.2, EWB00_004321.3
OG0005833	KAK4467290.1, KAK4475765.1	EWB00_009085
OG0005834	KAK4468014.1	EWB00_008404
OG0005835	KAK4471057.1, KAK4471411.1	EWB00_007120, EWB00_007121
OG0005836	KAK4468200.1	EWB00_007284
OG0005837	KAK4468732.1	EWB00_004965.2, EWB00_004965.1
OG0005838	KAK4474491.1	EWB00_005659
OG0005839	KAK4472847.1	EWB00_001697
OG0005840	KAK4469258.1	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5
OG0005841	KAK4474506.1	EWB00_003703
OG0005843	KAK4475369.1	EWB00_006131
OG0005844	KAK4474434.1	EWB00_008951
OG0005845	KAK4467735.1	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7
OG0005846	KAK4472549.1	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2
OG0005847	KAK4467825.1	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3
OG0005848	KAK4469526.1	EWB00_010672
OG0005849	KAK4467820.1	EWB00_006674
OG0005851	KAK4468994.1	EWB00_005135.1, EWB00_005135.2
OG0005852	KAK4472491.1	EWB00_005985
OG0005853	KAK4470707.1	EWB00_010989.1, EWB00_010989.2
OG0005854	KAK4470871.1	EWB00_001250.1, EWB00_001250.2
OG0005855	KAK4473882.1	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3
OG0005856	KAK4468890.1	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4
OG0005857	KAK4471628.1	EWB00_009840
OG0005859	KAK4474898.1	EWB00_000057.1, EWB00_000057.2
OG0005860	KAK4470274.1	EWB00_004979
OG0005861	KAK4473551.1	EWB00_001808.1, EWB00_001808.2
OG0005862	KAK4473491.1	EWB00_002819.1, EWB00_002819.2
OG0005863	KAK4469565.1	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3
OG0005864	KAK4475454.1	EWB00_002394
OG0005865	KAK4475404.1	EWB00_003515
OG0005866	KAK4470207.1	EWB00_002758
OG0005867	KAK4472835.1	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3
OG0005868	KAK4467809.1	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3
OG0005869	KAK4467914.1	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2
OG0005870	KAK4467480.1	EWB00_006988.1, EWB00_006988.2
OG0005871	KAK4470854.1	EWB00_001233
OG0005872	KAK4469078.1	EWB00_002079.1, EWB00_002079.2
OG0005873	KAK4470270.1	EWB00_004985
OG0005874	KAK4471371.1	EWB00_003982
OG0005875	KAK4471385.1	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140
OG0005876	KAK4471586.1	EWB00_005785
OG0005876	KAK4471585.1	EWB00_005784
OG0005877	KAK4473134.1	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4
OG0005878	KAK4473424.1	EWB00_002963.1, EWB00_002963.2
OG0005879	KAK4473582.1	EWB00_009253
OG0005880	KAK4473832.1	EWB00_005604.5, EWB00_005604.4, EWB00_005604.7, EWB00_005604.1, EWB00_005604.2, EWB00_005604.6, EWB00_005604.3
OG0005881	KAK4474760.1	EWB00_010279.3, EWB00_010279.5, EWB00_010279.1, EWB00_010279.2, EWB00_010279.4
OG0005894	KAK4474602.1	EWB00_004191
OG0005895	KAK4467900.1	EWB00_005510
OG0005896	KAK4473614.1	EWB00_007974, EWB00_007973
OG0005897	KAK4467875.1	EWB00_000785
OG0005898	KAK4472887.1	EWB00_010855
OG0005899	KAK4467884.1	EWB00_000789
OG0005900	KAK4472660.1	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2
OG0005901	KAK4472004.1	EWB00_003871
OG0005902	KAK4476076.1	EWB00_002094
OG0005903	KAK4475837.1	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3
OG0005904	KAK4473311.1	EWB00_007077
OG0005905	KAK4471555.1	EWB00_006244
OG0005906	KAK4470615.1	EWB00_010916
OG0005907	KAK4473270.1	EWB00_007652.1, EWB00_007652.2
OG0005908	KAK4473709.1	EWB00_004591
OG0005909	KAK4467533.1, KAK4474590.1	EWB00_004205
OG0005910	KAK4470697.1	EWB00_010977
OG0005911	KAK4467658.1	EWB00_001454, EWB00_001455
OG0005912	KAK4467639.1	EWB00_001428
OG0005913	KAK4468937.1	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3
OG0005914	KAK4470502.1	EWB00_009105
OG0005916	KAK4475149.1	EWB00_001065
OG0005917	KAK4471242.1	EWB00_010503
OG0005918	KAK4472339.1	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4
OG0005920	KAK4475568.1	EWB00_007583.1, EWB00_007583.2
OG0005921	KAK4471085.1	EWB00_010098
OG0005922	KAK4475425.1	EWB00_010786.1, EWB00_010786.2
OG0005923	KAK4472245.1	EWB00_003425.2, EWB00_010825, EWB00_003425.1
OG0005924	KAK4474824.1	EWB00_002459
OG0005925	KAK4470999.1	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2
OG0005926	KAK4471796.1	EWB00_004025
OG0005927	KAK4472976.1	EWB00_005052.2, EWB00_005052.1
OG0005928	KAK4471062.1	EWB00_008938.1, EWB00_008938.2
OG0005929	KAK4471976.1	EWB00_011139
OG0005930	KAK4470977.1	EWB00_003345
OG0005931	KAK4470299.1	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2
OG0005932	KAK4475354.1	EWB00_007193, EWB00_007192
OG0005934	KAK4475008.1	EWB00_002519
OG0005935	KAK4472575.1, KAK4472577.1	EWB00_007845
OG0005936	KAK4471961.1	EWB00_011124.1, EWB00_011124.2
OG0005937	KAK4468565.1	EWB00_004946
OG0005938	KAK4470286.1	EWB00_006593
OG0005940	KAK4472210.1	EWB00_010885
OG0005941	KAK4467692.1	EWB00_011194.1, EWB00_011194.2, EWB00_011194.3
OG0005942	KAK4468227.1	EWB00_007031
OG0005943	KAK4474612.1	EWB00_010868, EWB00_004173.2, EWB00_004173.1
OG0005944	KAK4471845.1	EWB00_006565
OG0005945	KAK4475562.1	EWB00_007587.2, EWB00_007587.1
OG0005947	KAK4474504.1	EWB00_003705
OG0005948	KAK4474134.1	EWB00_001464
OG0005949	KAK4476288.1	EWB00_008464.2, EWB00_008464.3, EWB00_008464.1, EWB00_008464.4
OG0005950	KAK4469379.1	EWB00_005361
OG0005951	KAK4475924.1	EWB00_008981
OG0005952	KAK4468271.1	EWB00_008478
OG0005953	KAK4471491.1	EWB00_008918.1, EWB00_008918.2
OG0005954	KAK4474980.1	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2
OG0005955	KAK4468434.1	EWB00_006718
OG0005956	KAK4472407.1, KAK4472409.1	EWB00_006071
OG0005957	KAK4473021.1	EWB00_002855
OG0005958	KAK4470655.1	EWB00_009113.1, EWB00_009113.2
OG0005959	KAK4473753.1	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3
OG0005960	KAK4468067.1	EWB00_008606
OG0005961	KAK4471494.1	EWB00_008923
OG0005962	KAK4467938.1	EWB00_009426
OG0005963	KAK4471725.1	EWB00_007730
OG0005964	KAK4472569.1, KAK4472570.1	EWB00_007851
OG0005965	KAK4475340.1	EWB00_006441
OG0005966	KAK4468725.1	EWB00_007526, EWB00_007525
OG0005967	KAK4470305.1	EWB00_006614.1, EWB00_006614.2
OG0005969	KAK4473554.1	EWB00_001805
OG0005970	KAK4475475.1	EWB00_002422
OG0005971	KAK4473003.1	EWB00_006977.1
OG0005972	KAK4469894.1	EWB00_008115.1, EWB00_008115.2, EWB00_008115.3
OG0005973	KAK4473750.1	EWB00_009699.1, EWB00_009699.2
OG0005974	KAK4475441.1	EWB00_005819
OG0005975	KAK4470120.1	EWB00_006104
OG0005976	KAK4472718.1	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3
OG0005977	KAK4469717.1	EWB00_003551
OG0005978	KAK4468863.1	EWB00_005304
OG0005979	KAK4473101.1	EWB00_006967
OG0005980	KAK4469979.1	EWB00_007832
OG0005981	KAK4467729.1	EWB00_008974
OG0005982	KAK4472059.1	EWB00_009876, EWB00_009873
OG0005983	KAK4469327.1	EWB00_005415
OG0005984	KAK4471262.1	EWB00_010482, EWB00_010480
OG0005985	KAK4473113.1	EWB00_006956
OG0005986	KAK4474975.1	EWB00_002480.1, EWB00_002480.2
OG0005987	KAK4474974.1	EWB00_002479
OG0005989	KAK4468346.1, KAK4468347.1	EWB00_008827
OG0005990	KAK4469977.1	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4
OG0005991	KAK4469892.1	EWB00_008113
OG0005992	KAK4469099.1, KAK4469100.1	EWB00_006900
OG0005992	KAK4469101.1	EWB00_006899
OG0005993	KAK4470789.1	EWB00_004574.1, EWB00_004574.2
OG0005994	KAK4469190.1	EWB00_006475
OG0005996	KAK4475096.1	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1
OG0005997	KAK4476238.1	EWB00_005681
OG0005998	KAK4469603.1	EWB00_010753
OG0005999	KAK4471003.1	EWB00_007496
OG0006000	KAK4474471.1	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1
OG0006001	KAK4468760.1	EWB00_000736, EWB00_000737
OG0006002	KAK4469727.1	EWB00_003561
OG0006003	KAK4474192.1	EWB00_003396
OG0006004	KAK4469213.1	EWB00_007593
OG0006005	KAK4470320.1	EWB00_001192.1, EWB00_001192.2
OG0006006	KAK4469153.1	EWB00_004049
OG0006007	KAK4475345.1	EWB00_006436
OG0006008	KAK4470166.1	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3
OG0006010	KAK4476168.1	EWB00_003771
OG0006011	KAK4471212.1	EWB00_000911
OG0006012	KAK4471356.1	EWB00_004000
OG0006013	KAK4475468.1	EWB00_002413
OG0006014	KAK4470473.1	EWB00_008227.2, EWB00_008227.1
OG0006015	KAK4470016.1	EWB00_001370.2
OG0006016	KAK4470937.1	EWB00_008198, EWB00_008194, EWB00_008197
OG0006017	KAK4470940.1, KAK4470939.1	EWB00_008199
OG0006018	KAK4468934.1	EWB00_011389.1, EWB00_011389.2
OG0006019	KAK4468072.1	EWB00_001331, EWB00_001330, EWB00_001332
OG0006021	KAK4470679.1	EWB00_010958
OG0006022	KAK4471783.1	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3
OG0006023	KAK4475179.1	EWB00_005459
OG0006024	KAK4469081.1	EWB00_002083
OG0006025	KAK4474618.1	EWB00_004165.1, EWB00_004165.2
OG0006026	KAK4476112.1	EWB00_008011
OG0006027	KAK4473172.1, KAK4473173.1	EWB00_001114
OG0006028	KAK4469239.1	EWB00_007621
OG0006029	KAK4469945.1	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3
OG0006030	KAK4472561.1	EWB00_007859
OG0006031	KAK4475107.1	EWB00_000050, EWB00_000049.1, EWB00_000049.2
OG0006032	KAK4476295.1	EWB00_008470
OG0006033	KAK4473043.1	EWB00_004151.1, EWB00_004151.2
OG0006034	KAK4473574.1	EWB00_008255
OG0006035	KAK4469982.1	EWB00_007835.1, EWB00_007835.2
OG0006036	KAK4468205.1	EWB00_007280, EWB00_007279.1, EWB00_007279.2, EWB00_011183
OG0006037	KAK4468179.1	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2
OG0006038	KAK4473568.1	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2
OG0006039	KAK4469461.1	EWB00_010606
OG0006042	KAK4472645.1	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5
OG0006043	KAK4475206.1	EWB00_005439
OG0006044	KAK4471490.1	EWB00_010045
OG0006045	KAK4474041.1	EWB00_004287
OG0006046	KAK4474693.1	EWB00_009995.1, EWB00_009995.2
OG0006047	KAK4472327.1	EWB00_002911
OG0006049	KAK4473634.1	EWB00_002834.1, EWB00_002834.2
OG0006050	KAK4471975.1	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3
OG0006051	KAK4476031.1	EWB00_007778
OG0006052	KAK4470290.1	EWB00_006595
OG0006053	KAK4471570.1	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4
OG0006054	KAK4471302.1	EWB00_010426.1, EWB00_010426.2
OG0006055	KAK4475772.1, KAK4467429.1	EWB00_000863
OG0006056	KAK4475275.1	EWB00_002319
OG0006057	KAK4472732.1	EWB00_002877.1, EWB00_002877.2
OG0006058	KAK4467230.1, KAK4474952.1	EWB00_006562.1, EWB00_006562.2
OG0006060	KAK4475621.1	EWB00_007338
OG0006061	KAK4468084.1	EWB00_001346
OG0006062	KAK4474082.1	EWB00_006866
OG0006063	KAK4472448.1	EWB00_009916
OG0006064	KAK4470135.1	EWB00_001610
OG0006067	KAK4473555.1	EWB00_001804
OG0006068	KAK4472909.1	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3
OG0006070	KAK4471367.1	EWB00_003986
OG0006071	KAK4470452.1	EWB00_010029, EWB00_010269
OG0006072	KAK4468222.1	EWB00_007036
OG0006073	KAK4469475.1	EWB00_010620
OG0006074	KAK4468415.1	EWB00_011416
OG0006075	KAK4473004.1	EWB00_006978.1, EWB00_006978.2
OG0006076	KAK4469460.1	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3
OG0006078	KAK4473176.1	EWB00_004062, EWB00_001118.1, EWB00_001118.2, EWB00_001118.3
OG0006079	KAK4469923.1	EWB00_007754
OG0006080	KAK4472512.1	EWB00_005962
OG0006081	KAK4474967.1, KAK4474989.1	EWB00_003839
OG0006082	KAK4473409.1	EWB00_008391.1, EWB00_008391.2
OG0006083	KAK4468028.1	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3
OG0006084	KAK4473370.1	EWB00_007551
OG0006085	KAK4470572.1	EWB00_004536
OG0006086	KAK4473150.1	EWB00_001090
OG0006087	KAK4473763.1	EWB00_006205, EWB00_006204
OG0006088	KAK4470106.1	EWB00_006085
OG0006089	KAK4474553.1	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4
OG0006090	KAK4468461.1	EWB00_009678.1, EWB00_009678.2
OG0006091	KAK4470064.1	EWB00_003483
OG0006092	KAK4475267.1	EWB00_002310, EWB00_002311
OG0006093	KAK4469849.1	EWB00_011169
OG0006094	KAK4469655.1	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3
OG0006096	KAK4475145.1	EWB00_001062
OG0006098	KAK4473228.1	EWB00_004230
OG0006099	KAK4476012.1	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799
OG0006101	KAK4473860.1, KAK4473861.1	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5
OG0006102	KAK4470811.1	EWB00_007387.1, EWB00_007387.2
OG0006103	KAK4473915.1	EWB00_003157, EWB00_003156, EWB00_003155
OG0006104	KAK4471375.1	EWB00_003970.1, EWB00_003970.2
OG0006105	KAK4468364.1	EWB00_008948.1, EWB00_008948.2
OG0006106	KAK4471821.1	EWB00_006580.1, EWB00_006580.2
OG0006107	KAK4470661.1	EWB00_009138
OG0006109	KAK4470206.1	EWB00_009343
OG0006110	KAK4468507.1	EWB00_001838
OG0006111	KAK4475197.1	EWB00_004652.1, EWB00_004652.2
OG0006112	KAK4468759.1	EWB00_000735
OG0006113	KAK4475648.1	EWB00_009074
OG0006114	KAK4467893.1, KAK4467894.1	EWB00_005502
OG0006115	KAK4472915.1	EWB00_000661.1, EWB00_000661.2
OG0006116	KAK4469108.1	EWB00_006891, EWB00_006890, EWB00_006889
OG0006117	KAK4469972.1	EWB00_007822
OG0006118	KAK4469742.1	EWB00_009100
OG0006120	KAK4473475.1	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4
OG0006121	KAK4475463.1	EWB00_002404
OG0006122	KAK4472419.1	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2
OG0006123	KAK4471863.1	EWB00_011270
OG0006124	KAK4471259.1	EWB00_010484
OG0006125	KAK4470482.1	EWB00_011029, EWB00_011031
OG0006126	KAK4471777.1	EWB00_004010
OG0006127	KAK4473539.1	EWB00_006366.1, EWB00_006366.2
OG0006128	KAK4472161.1	EWB00_005610
OG0006129	KAK4474736.1	EWB00_002671
OG0006130	KAK4473116.1	EWB00_006954.1, EWB00_006954.2
OG0006131	KAK4471379.1	EWB00_003967.1, EWB00_003967.2
OG0006132	KAK4469148.1	EWB00_007212
OG0006133	KAK4471417.1	EWB00_010052
OG0006134	KAK4474994.1	EWB00_002500.1, EWB00_002500.2, EWB00_002500.3
OG0006135	KAK4475120.1	EWB00_004659
OG0006136	KAK4470446.1	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3
OG0006139	KAK4474726.1	EWB00_002689.2
OG0006139	KAK4467432.1	EWB00_002689.1
OG0006140	KAK4470583.1	EWB00_004545
OG0006141	KAK4472725.1	EWB00_002887
OG0006143	KAK4475166.1	EWB00_005471
OG0006144	KAK4471923.1	EWB00_011341.1, EWB00_011341.2
OG0006145	KAK4473781.1	EWB00_009524
OG0006146	KAK4470796.1	EWB00_004580.1, EWB00_004580.2
OG0006148	KAK4471304.1	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3
OG0006150	KAK4472611.1	EWB00_010905
OG0006151	KAK4473401.1	EWB00_004729
OG0006152	KAK4468926.1	EWB00_011380
OG0006153	KAK4471875.1	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3
OG0006154	KAK4468885.1	EWB00_003018
OG0006155	KAK4475041.1	EWB00_010320
OG0006156	KAK4470444.1	EWB00_007272
OG0006157	KAK4473730.1	EWB00_009701.1, EWB00_009701.2
OG0006158	KAK4475359.1	EWB00_006419.1, EWB00_006419.2
OG0006159	KAK4473320.1	EWB00_007086
