Orthogroup	schistosoma_mattheei	schistosoma_mansoni
OG0006818	SMTH1_26360.1, SMTH1_26360.2, SMTH1_26360.3, SMTH1_26360.4	Smp_016130.1
OG0006819	SMTH1_17270.1	Smp_342960.1
OG0006820	SMTH1_84240.2, SMTH1_84240.1	Smp_247800.1
OG0006821	SMTH1_40940.1	Smp_126560.1
OG0006822	SMTH1_5140.1	Smp_126290.1
OG0006823	SMTH1_103670.1	Smp_214080.1
OG0006824	SMTH1_103420.1, SMTH1_103420.2	Smp_010380.1
OG0006826	SMTH1_94470.1, SMTH1_94470.2	Smp_143630.1, Smp_143630.2
OG0006827	SMTH1_100970.1	Smp_147000.1
OG0006828	SMTH1_85200.1	Smp_310500.1
OG0006829	SMTH1_72570.1, SMTH1_72550.1, SMTH1_72560.1	Smp_214390.1, Smp_214390.2
OG0006830	SMTH1_69620.2, SMTH1_69620.1	Smp_106010.1
OG0006831	SMTH1_35240.1	Smp_125740.1
OG0006832	SMTH1_28640.3	Smp_073490.1
OG0006833	SMTH1_29860.1	Smp_159740.1, Smp_159740.2
OG0006834	SMTH1_27020.1	Smp_200300.1
OG0006835	SMTH1_49820.1	Smp_131840.1, Smp_303320.1
OG0006836	SMTH1_18720.1	Smp_194610.1
OG0006837	SMTH1_32760.1, SMTH1_32760.2	Smp_034680.1
OG0006838	SMTH1_74270.1, SMTH1_74280.1, SMTH1_74290.1	Smp_326450.1, Smp_326460.1, Smp_326470.1, Smp_326480.1
OG0006840	SMTH1_90680.1, SMTH1_90680.4, SMTH1_90680.2, SMTH1_90680.3	Smp_330160.1, Smp_330160.2
OG0006841	SMTH1_10390.1	Smp_322800.1
OG0006842	SMTH1_22000.1, SMTH1_22010.1, SMTH1_22020.1	Smp_324130.1
OG0006851	SMTH1_74160.1	Smp_138510.1
OG0006852	SMTH1_106150.1, SMTH1_106150.2	Smp_267250.1
OG0006853	SMTH1_17320.1, SMTH1_17320.2	Smp_135380.1
OG0006854	SMTH1_54670.1	Smp_065370.1
OG0006855	SMTH1_104710.1	Smp_152990.1
OG0006856	SMTH1_50010.1	Smp_075770.1
OG0006857	SMTH1_100210.1	Smp_172470.1
OG0006858	SMTH1_12810.1	Smp_147410.1
OG0006859	SMTH1_1640.1	Smp_175910.1
OG0006860	SMTH1_17590.1	Smp_331810.1
OG0006862	SMTH1_32250.1	Smp_020120.2, Smp_020120.1
OG0006863	SMTH1_55960.1	Smp_129720.1
OG0006864	SMTH1_53510.1	Smp_125480.1
OG0006865	SMTH1_27670.1	Smp_213700.1
OG0006866	SMTH1_36590.1	Smp_193610.1
OG0006867	SMTH1_96590.1	Smp_123240.1
OG0006868	SMTH1_12020.1	Smp_170030.1
OG0006869	SMTH1_36970.1	Smp_007190.1
OG0006870	SMTH1_32860.1, SMTH1_32870.1	Smp_140830.1
OG0006871	SMTH1_96750.1	Smp_123300.1
OG0006872	SMTH1_53450.1	Smp_044400.1
OG0006873	SMTH1_7810.1	Smp_139940.1
OG0006874	SMTH1_19140.1, SMTH1_19130.1	Smp_244240.1
OG0006875	SMTH1_72780.1	Smp_002640.1
OG0006876	SMTH1_37120.1	Smp_210450.1
OG0006877	SMTH1_53760.1	Smp_039300.1
OG0006878	SMTH1_91430.1	Smp_340870.1
OG0006879	SMTH1_64990.1	Smp_187190.1
OG0006880	SMTH1_91050.1	Smp_330000.1
OG0006881	SMTH1_99690.1	Smp_141450.1
OG0006882	SMTH1_97760.1, SMTH1_97770.1	Smp_345850.1
OG0006883	SMTH1_29340.1	Smp_196410.1
OG0006884	SMTH1_80030.1	Smp_202630.1
OG0006885	SMTH1_31410.1	Smp_035290.1
OG0006886	SMTH1_36060.1	Smp_247030.1
OG0006887	SMTH1_28480.1	Smp_213740.1
OG0006888	SMTH1_41860.1	Smp_060490.1
OG0006889	SMTH1_98480.1	Smp_176720.1
OG0006890	SMTH1_101370.1	Smp_026770.1
OG0006891	SMTH1_55830.1	Smp_004200.1
OG0006892	SMTH1_70520.1	Smp_026230.1
OG0006893	SMTH1_31540.1	Smp_333650.1
OG0006894	SMTH1_105670.1	Smp_125400.1
OG0006895	SMTH1_37430.1	Smp_136130.1
OG0006897	SMTH1_44030.1	Smp_344050.1
OG0006898	SMTH1_55070.1	Smp_068710.1
OG0006899	SMTH1_34560.1	Smp_060030.1
OG0006901	SMTH1_70470.1	Smp_136350.1
OG0006902	SMTH1_170.1	Smp_321770.1
OG0006903	SMTH1_16420.1	Smp_337390.1
OG0006904	SMTH1_59360.2, SMTH1_59360.1	Smp_128760.1
OG0006905	SMTH1_106770.1, SMTH1_106770.2	Smp_139330.1
OG0006906	SMTH1_62470.1	Smp_312010.1
OG0006907	SMTH1_61220.1	Smp_137710.1
OG0006908	SMTH1_50390.1	Smp_310210.1
OG0006909	SMTH1_10300.1	Smp_059910.1
OG0006910	SMTH1_64100.1, SMTH1_64090.1	Smp_246770.1
OG0006911	SMTH1_58980.1	Smp_049170.1
OG0006912	SMTH1_15490.1	Smp_163330.1
OG0006913	SMTH1_20880.1	Smp_095580.1
OG0006914	SMTH1_57620.1, SMTH1_57620.2	Smp_167000.1
OG0006915	SMTH1_35690.1	Smp_140510.1
OG0006916	SMTH1_103160.1	Smp_155720.1
OG0006918	SMTH1_35780.1	Smp_033870.1
OG0006919	SMTH1_41140.1	Smp_180140.1
OG0006920	SMTH1_29550.1	Smp_103200.1
OG0006921	SMTH1_68200.1	Smp_074780.1
OG0006922	SMTH1_14270.1	Smp_025340.1
OG0006923	SMTH1_104840.1	Smp_203280.1
OG0006924	SMTH1_88350.1	Smp_149170.1
OG0006925	SMTH1_56290.1	Smp_123030.1
OG0006926	SMTH1_57960.1	Smp_146610.3, Smp_146610.1, Smp_146610.2
OG0006927	SMTH1_59040.1, SMTH1_59030.1	Smp_346250.1
OG0006928	SMTH1_17700.1, SMTH1_17710.1	Smp_340890.1
OG0006929	SMTH1_91640.1	Smp_344590.1
OG0006930	SMTH1_5420.1	Smp_342900.1
OG0006931	SMTH1_11580.1	Smp_178780.1
OG0006932	SMTH1_16130.1	Smp_098650.1, Smp_098650.2
OG0006933	SMTH1_58670.1	Smp_148290.1
OG0006934	SMTH1_47160.1	Smp_122050.1
OG0006935	SMTH1_79050.1	Smp_050130.1
OG0006936	SMTH1_40790.1, SMTH1_40790.2	Smp_008310.1
OG0006937	SMTH1_61020.1	Smp_140730.1
OG0006938	SMTH1_100070.1, SMTH1_100060.1	Smp_247930.1
OG0006939	SMTH1_46900.1	Smp_166320.1
OG0006940	SMTH1_16190.1	Smp_199050.1
OG0006941	SMTH1_20870.1	Smp_244070.1
OG0006942	SMTH1_19200.2, SMTH1_19200.1	Smp_104210.1
OG0006943	SMTH1_92540.1	Smp_160070.1
OG0006944	SMTH1_80280.1	Smp_170790.1
OG0006945	SMTH1_28390.1, SMTH1_28380.1	Smp_213710.1, Smp_213710.2
OG0006946	SMTH1_13750.1	Smp_315740.1
OG0006947	SMTH1_92140.1, SMTH1_92140.2	Smp_330490.1
OG0006948	SMTH1_38330.1	Smp_141710.1
OG0006949	SMTH1_81180.1	Smp_301730.1
OG0006950	SMTH1_83900.1	Smp_043220.1
OG0006951	SMTH1_23000.1	Smp_149560.1
OG0006952	SMTH1_30640.1	Smp_325820.1
OG0006953	SMTH1_65630.1	Smp_004470.1
OG0006954	SMTH1_58500.1	Smp_130220.1
OG0006955	SMTH1_34620.1	Smp_060090.1
OG0006956	SMTH1_66930.1	Smp_341150.1
OG0006957	SMTH1_79380.1	Smp_049890.1
OG0006958	SMTH1_76550.1	Smp_001180.1
OG0006959	SMTH1_96270.1	Smp_001950.1
OG0006960	SMTH1_38720.1	Smp_032120.1, Smp_139580.1
OG0006961	SMTH1_99810.1, SMTH1_99810.2	Smp_024870.1
OG0006962	SMTH1_60170.1	Smp_245910.1
OG0006963	SMTH1_54710.1	Smp_157390.1
OG0006964	SMTH1_69150.1, SMTH1_69150.2	Smp_013540.1
OG0006965	SMTH1_39360.1	Smp_028100.1
OG0006966	SMTH1_68460.1, SMTH1_68460.2	Smp_162680.1
OG0006967	SMTH1_98440.1	Smp_099440.1
OG0006968	SMTH1_41890.1	Smp_154650.1
OG0006969	SMTH1_79260.1, SMTH1_79270.1	Smp_049930.1
OG0006970	SMTH1_79280.1, SMTH1_79290.1	Smp_049920.1
OG0006971	SMTH1_89350.1	Smp_247280.1
OG0006972	SMTH1_67890.1	Smp_132410.1
OG0006973	SMTH1_4540.1	Smp_118750.1, Smp_301330.1
OG0006974	SMTH1_90820.1	Smp_056500.1
OG0006975	SMTH1_24870.1	Smp_164660.1
OG0006976	SMTH1_76370.1	Smp_151590.1
OG0006977	SMTH1_36200.1	Smp_140250.1
OG0006978	SMTH1_25820.1	Smp_347660.1
OG0006979	SMTH1_73910.1, SMTH1_73900.1	Smp_340620.1
OG0006980	SMTH1_87910.1	Smp_027210.1
OG0006981	SMTH1_68300.1	Smp_162610.1, Smp_162610.2
OG0006982	SMTH1_62510.1	Smp_174450.1
OG0006983	SMTH1_17460.1	Smp_133310.1
OG0006985	SMTH1_45610.1	Smp_172070.1
OG0006986	SMTH1_3960.1	Smp_028330.1
OG0006987	SMTH1_86190.1	Smp_087250.1
OG0006988	SMTH1_86200.1	Smp_169640.1
OG0006989	SMTH1_82040.1	Smp_342280.1
OG0006990	SMTH1_2470.1	Smp_038300.1
OG0006991	SMTH1_90890.1	Smp_345020.1
OG0006992	SMTH1_24760.1	Smp_176070.1
OG0006993	SMTH1_18970.1	Smp_074590.1
OG0006994	SMTH1_5790.1	Smp_030440.1
OG0006995	SMTH1_69190.1	Smp_013600.1
OG0006996	SMTH1_260.1	Smp_171780.1
OG0006997	SMTH1_95570.1	Smp_074210.1
OG0006998	SMTH1_84630.1	Smp_153950.1
OG0006999	SMTH1_51330.1	Smp_191310.1
OG0007000	SMTH1_92160.1	Smp_045710.1
OG0007001	SMTH1_54430.1	Smp_171180.1
OG0007002	SMTH1_105170.1	Smp_343710.1
OG0007004	SMTH1_103020.1	Smp_246150.1
OG0007006	SMTH1_103210.1	Smp_300580.1
OG0007007	SMTH1_48860.1	Smp_213120.1
OG0007008	SMTH1_71540.1, SMTH1_71540.2	Smp_333630.1
OG0007009	SMTH1_101130.1	Smp_011030.1
OG0007010	SMTH1_24010.1	Smp_244110.1
OG0007011	SMTH1_56130.1	Smp_013815.1, Smp_013810.1
OG0007012	SMTH1_53430.1	Smp_208010.1
OG0007013	SMTH1_71160.1	Smp_063250.1
OG0007014	SMTH1_13330.1, SMTH1_13330.2	Smp_187090.1
OG0007015	SMTH1_88640.1	Smp_055770.1
OG0007016	SMTH1_19560.1	Smp_151930.1
OG0007017	SMTH1_56410.1	Smp_122930.1
OG0007018	SMTH1_104600.1	Smp_248080.1
OG0007019	SMTH1_87400.1	Smp_151440.1
OG0007020	SMTH1_62730.1, SMTH1_62740.1	Smp_139800.1
OG0007021	SMTH1_54210.1, SMTH1_54200.1	Smp_161210.1
OG0007022	SMTH1_68080.1	Smp_126210.1, Smp_126210.2
OG0007023	SMTH1_50240.1	Smp_341240.1
OG0007024	SMTH1_92240.1	Smp_045620.1
OG0007025	SMTH1_101070.1	Smp_046410.1
OG0007026	SMTH1_66320.1	Smp_346880.1
OG0007027	SMTH1_1410.1	Smp_056370.1
OG0007028	SMTH1_83390.1	Smp_343820.1
OG0007029	SMTH1_21040.1	Smp_333300.1
OG0007030	SMTH1_78880.1	Smp_050270.1
OG0007031	SMTH1_41970.1	Smp_154690.1
OG0007033	SMTH1_88090.1	Smp_242360.1, Smp_242360.2
OG0007034	SMTH1_88100.1	Smp_212960.1
OG0007035	SMTH1_77670.1, SMTH1_77670.2	Smp_086960.1
OG0007036	SMTH1_91550.1	Smp_166890.1
OG0007037	SMTH1_66550.1, SMTH1_66580.1	Smp_066340.1
OG0007038	SMTH1_41900.1, SMTH1_41900.2	Smp_332520.1
OG0007039	SMTH1_58190.1	Smp_130050.1
OG0007040	SMTH1_80790.1	Smp_149770.1
OG0007041	SMTH1_32990.1, SMTH1_32990.2	Smp_034450.1
OG0007042	SMTH1_30540.1, SMTH1_30530.1	Smp_198750.1
OG0007043	SMTH1_95590.1	Smp_074230.1
OG0007044	SMTH1_13500.1	Smp_244510.1
OG0007046	SMTH1_92390.1	Smp_069900.1
OG0007047	SMTH1_64130.1	Smp_159940.1
OG0007048	SMTH1_68880.1	Smp_208080.1
OG0007049	SMTH1_42960.1	Smp_079600.1
OG0007050	SMTH1_11920.1	Smp_094810.1
OG0007051	SMTH1_16460.1	Smp_058620.1
OG0007052	SMTH1_7470.1	Smp_146150.1, Smp_146150.2
OG0007053	SMTH1_39970.1	Smp_019190.1
OG0007054	SMTH1_96930.1	Smp_091640.1, Smp_091640.2
OG0007055	SMTH1_78750.1, SMTH1_78750.2	Smp_050360.1
OG0007056	SMTH1_25960.1	Smp_164180.1
OG0007057	SMTH1_73260.1	Smp_079810.1
OG0007058	SMTH1_2520.1	Smp_214100.1
OG0007059	SMTH1_50840.1	Smp_346040.1, Smp_346040.2
OG0007060	SMTH1_37750.1	Smp_172360.1
OG0007061	SMTH1_104040.1	Smp_349960.1
OG0007062	SMTH1_25900.1	Smp_070540.1
OG0007063	SMTH1_270.1	Smp_171770.1
OG0007064	SMTH1_95610.1, SMTH1_95620.1	Smp_074260.1
OG0007065	SMTH1_5640.1	Smp_340400.1
OG0007067	SMTH1_92580.1, SMTH1_92600.1, SMTH1_92590.1	Smp_069720.1
OG0007068	SMTH1_87090.1	Smp_130850.1
OG0007069	SMTH1_39680.1	Smp_097500.1
OG0007070	SMTH1_58610.1, SMTH1_58610.2, SMTH1_58610.3	Smp_048760.1
OG0007072	SMTH1_39370.1	Smp_137390.1
OG0007073	SMTH1_78120.1	Smp_085300.1
OG0007074	SMTH1_84220.1	Smp_213500.1
OG0007075	SMTH1_20740.1	Smp_345260.1
OG0007076	SMTH1_35600.1	Smp_140550.1
OG0007077	SMTH1_72580.1	Smp_156370.1
OG0007078	SMTH1_57060.1	Smp_078640.1
OG0007079	SMTH1_25280.1	Smp_176640.1
OG0007080	SMTH1_20090.1	Smp_030500.1
OG0007081	SMTH1_58340.1	Smp_014650.1
OG0007082	SMTH1_97130.1	Smp_334710.1
OG0007083	SMTH1_87260.1	Smp_080150.1, Smp_165320.1
OG0007084	SMTH1_55370.1	Smp_147290.1
OG0007085	SMTH1_43110.1	Smp_340900.1
OG0007086	SMTH1_94440.1	Smp_169340.1
OG0007087	SMTH1_73830.1	Smp_029900.1
OG0007088	SMTH1_105560.1	Smp_345660.1
OG0007089	SMTH1_68860.1	Smp_267300.1
OG0007090	SMTH1_18840.1	Smp_162440.1
OG0007091	SMTH1_79390.1	Smp_049880.1
OG0007092	SMTH1_17850.1	Smp_054560.1
OG0007094	SMTH1_51610.1	Smp_327720.1
OG0007095	SMTH1_24720.1	Smp_346230.1
OG0007096	SMTH1_99190.1, SMTH1_99190.2	Smp_156180.1
OG0007098	SMTH1_85120.1	Smp_095670.1
OG0007099	SMTH1_93600.1	Smp_155210.1
OG0007100	SMTH1_69670.1, SMTH1_69660.1	Smp_105970.1
OG0007101	SMTH1_38870.1, SMTH1_38870.2	Smp_032240.1
OG0007102	SMTH1_32810.1	Smp_140880.1
OG0007103	SMTH1_69650.1	Smp_213050.1
OG0007104	SMTH1_74210.1	Smp_030290.1
OG0007105	SMTH1_71520.1	Smp_091230.1
OG0007106	SMTH1_79450.1	Smp_148800.1, Smp_148800.2
OG0007107	SMTH1_76500.1	Smp_007890.1
OG0007112	SMTH1_94030.1	Smp_040020.1
OG0007113	SMTH1_106290.1, SMTH1_106290.2	Smp_301260.1, Smp_301260.2
OG0007114	SMTH1_97520.1	Smp_158160.1
OG0007115	SMTH1_62840.1	Smp_032760.1
OG0007116	SMTH1_66920.1	Smp_074000.1
OG0007117	SMTH1_24490.1, SMTH1_24480.1	Smp_243800.1
OG0007118	SMTH1_104530.1, SMTH1_104530.2	Smp_033110.1
OG0007120	SMTH1_92070.1	Smp_043570.2, Smp_043570.1
OG0007121	SMTH1_96680.1, SMTH1_96670.1	Smp_123260.1
OG0007122	SMTH1_59930.1, SMTH1_59940.1	Smp_123360.1
OG0007123	SMTH1_79360.1	Smp_214370.1
OG0007124	SMTH1_80650.1	Smp_045500.1
OG0007125	SMTH1_87940.1	Smp_027250.1
OG0007126	SMTH1_78020.1, SMTH1_78020.2	Smp_344910.1
OG0007127	SMTH1_49730.1	Smp_320440.1
OG0007128	SMTH1_36380.1, SMTH1_36380.2	Smp_337800.1
OG0007129	SMTH1_35480.1, SMTH1_35500.1	Smp_331410.1
OG0007131	SMTH1_27570.1, SMTH1_27570.2	Smp_124280.1
OG0007132	SMTH1_39880.2	Smp_319270.1
OG0007132	SMTH1_39880.1	Smp_319270.2
OG0007133	SMTH1_12530.1	Smp_038560.1
OG0007134	SMTH1_22910.1, SMTH1_22910.2	Smp_149520.1
OG0007135	SMTH1_23120.1	Smp_163670.1
OG0007136	SMTH1_52660.1, SMTH1_25700.1, SMTH1_27090.1	Smp_348250.1
OG0007137	SMTH1_58300.1	Smp_241610.1
OG0007138	SMTH1_96230.1	Smp_331280.1
OG0007149	SMTH1_62440.1	Smp_179660.1
OG0007150	SMTH1_13890.1	Smp_157730.1
OG0007151	SMTH1_80000.1	Smp_213450.1
OG0007152	SMTH1_104450.1, SMTH1_104440.1	Smp_340660.1
OG0007153	SMTH1_20960.1	Smp_088240.1
OG0007155	SMTH1_63700.1	Smp_309990.1
OG0007156	SMTH1_38210.1	Smp_341670.1
OG0007157	SMTH1_82130.1	Smp_340200.1
OG0007158	SMTH1_100240.1	Smp_092170.1
OG0007159	SMTH1_98110.1	Smp_030870.1
OG0007160	SMTH1_36730.1	Smp_094020.1
OG0007161	SMTH1_89490.1	Smp_213560.1
OG0007162	SMTH1_20220.1	Smp_075430.1
OG0007163	SMTH1_25880.1	Smp_213640.1
OG0007164	SMTH1_83340.1	Smp_145230.1
OG0007165	SMTH1_41710.1	Smp_337425.1
OG0007166	SMTH1_102610.1	Smp_077820.1
OG0007167	SMTH1_43250.1	Smp_151360.1, Smp_151360.2
OG0007168	SMTH1_65760.1	Smp_341390.1
OG0007169	SMTH1_81630.1, SMTH1_81610.1, SMTH1_81620.1	Smp_137050.1
OG0007170	SMTH1_37140.1	Smp_196480.1
OG0007171	SMTH1_60600.1	Smp_147640.1
OG0007172	SMTH1_31790.1	Smp_141080.1
OG0007173	SMTH1_9970.1	Smp_128340.1
OG0007174	SMTH1_58290.1	Smp_207080.1
OG0007175	SMTH1_40740.1	Smp_319090.1
OG0007176	SMTH1_94080.1	Smp_266870.2
OG0007177	SMTH1_47780.1, SMTH1_47780.2, SMTH1_47780.3	Smp_344440.1
OG0007178	SMTH1_67590.1	Smp_132230.1
OG0007179	SMTH1_26540.1	Smp_171080.1
OG0007180	SMTH1_1360.1	Smp_152380.1
OG0007181	SMTH1_99880.1	Smp_348400.1
OG0007182	SMTH1_16580.1	Smp_146840.1
OG0007184	SMTH1_99230.1	Smp_063190.1
OG0007185	SMTH1_104090.1	Smp_203270.1
OG0007186	SMTH1_83330.1	Smp_042560.1
OG0007187	SMTH1_89280.1	Smp_090150.1
OG0007188	SMTH1_76030.1	Smp_176980.1
OG0007189	SMTH1_71380.1	Smp_134960.1
OG0007190	SMTH1_43820.1	Smp_090920.1
OG0007191	SMTH1_91580.1	Smp_153290.1
OG0007192	SMTH1_74870.2, SMTH1_74870.3, SMTH1_74870.1	Smp_000370.1
OG0007193	SMTH1_60490.1	Smp_311610.1
OG0007195	SMTH1_96460.1	Smp_001830.1
OG0007196	SMTH1_16470.1	Smp_153700.1
OG0007197	SMTH1_99790.1	Smp_024850.1
OG0007198	SMTH1_33320.1	Smp_093210.1
OG0007199	SMTH1_26560.1	Smp_022640.1
OG0007200	SMTH1_9770.1	Smp_128610.1
OG0007201	SMTH1_99300.1	Smp_210630.1
OG0007202	SMTH1_81450.1	Smp_050730.1
OG0007203	SMTH1_3810.1, SMTH1_3810.2	Smp_028490.1
OG0007205	SMTH1_102200.1	Smp_334810.1
OG0007206	SMTH1_78540.1	Smp_141570.1
OG0007207	SMTH1_54780.1	Smp_065210.1
OG0007208	SMTH1_87360.1, SMTH1_87350.1	Smp_165360.1
OG0007210	SMTH1_31770.1, SMTH1_99000.1	Smp_050940.1
OG0007211	SMTH1_25240.1, SMTH1_25240.2	Smp_099240.1
OG0007212	SMTH1_74540.1, SMTH1_74540.2	Smp_000690.1
OG0007213	SMTH1_74550.1	Smp_000680.1
OG0007214	SMTH1_87950.1	Smp_136930.1
OG0007215	SMTH1_13690.1	Smp_157840.1
OG0007216	SMTH1_20890.1	Smp_341610.1
OG0007217	SMTH1_48300.1	Smp_149580.1
OG0007218	SMTH1_52510.1	Smp_213010.2, Smp_213010.1
OG0007219	SMTH1_11270.1	Smp_165830.1
OG0007220	SMTH1_39480.1	Smp_027990.1
OG0007221	SMTH1_39320.1	Smp_028130.1
OG0007222	SMTH1_9630.1	Smp_107200.2, Smp_107200.1
OG0007223	SMTH1_67370.1	Smp_137810.1
OG0007224	SMTH1_81170.1, SMTH1_81170.2, SMTH1_81170.3	Smp_150120.1
OG0007225	SMTH1_74020.1	Smp_311980.1
OG0007226	SMTH1_49010.1	Smp_155340.1
OG0007227	SMTH1_101690.1	Smp_214040.1
OG0007228	SMTH1_88890.1	Smp_267010.1
OG0007229	SMTH1_83620.1	Smp_042910.1
OG0007230	SMTH1_11500.1	Smp_068240.1
OG0007231	SMTH1_26210.1	Smp_318490.1, Smp_201070.1
OG0007232	SMTH1_13340.1	Smp_017870.1
OG0007233	SMTH1_106270.1, SMTH1_106280.1	Smp_342130.1
OG0007234	SMTH1_67000.1	Smp_073920.1
OG0007235	SMTH1_22570.1, SMTH1_22580.1	Smp_073470.1
OG0007236	SMTH1_4070.1	Smp_322240.1
OG0007237	SMTH1_84840.1	Smp_160670.1
OG0007238	SMTH1_30050.1	Smp_324180.1
OG0007239	SMTH1_86620.1	Smp_042140.1
OG0007241	SMTH1_46810.1	Smp_170610.1
OG0007242	SMTH1_48190.1, SMTH1_48190.2	Smp_051410.1
OG0007243	SMTH1_42860.1	Smp_165070.1
OG0007244	SMTH1_81050.1	Smp_150040.1
OG0007245	SMTH1_58970.1, SMTH1_58960.1	Smp_049160.1
OG0007246	SMTH1_54250.1	Smp_310650.1
OG0007247	SMTH1_57890.1	Smp_045300.1
OG0007248	SMTH1_28310.1	Smp_123810.1
OG0007251	SMTH1_40760.1	Smp_319070.1
OG0007252	SMTH1_13960.1	Smp_157690.1
OG0007253	SMTH1_59280.1	Smp_128810.1
OG0007254	SMTH1_86030.1	Smp_166170.1
OG0007255	SMTH1_79770.1	Smp_346120.1
OG0007256	SMTH1_70910.1	Smp_076650.1
OG0007257	SMTH1_60680.1	Smp_102400.1
OG0007258	SMTH1_103290.1	Smp_175630.1
OG0007259	SMTH1_13240.2, SMTH1_13240.1	Smp_132030.1
OG0007260	SMTH1_86410.1	Smp_343770.1
OG0007261	SMTH1_45870.1	Smp_072380.1
OG0007262	SMTH1_92500.1, SMTH1_92500.2, SMTH1_92500.3	Smp_247680.1
OG0007263	SMTH1_9800.1	Smp_012110.1
OG0007264	SMTH1_13840.1	Smp_157760.1
OG0007265	SMTH1_28890.1	Smp_079310.1
OG0007267	SMTH1_100790.1	Smp_036780.1
OG0007268	SMTH1_48720.1	Smp_342110.1
OG0007269	SMTH1_22650.1	Smp_155040.1
OG0007270	SMTH1_89900.1, SMTH1_89900.2	Smp_332100.1
OG0007271	SMTH1_9450.1	Smp_043390.1
OG0007272	SMTH1_5200.1	Smp_007670.1
OG0007273	SMTH1_5520.1	Smp_022740.1
OG0007274	SMTH1_60470.1	Smp_047550.1
OG0007275	SMTH1_33400.1	Smp_165930.1
OG0007276	SMTH1_33770.1	Smp_345250.1
OG0007277	SMTH1_53010.1	Smp_124720.1
OG0007278	SMTH1_47720.1	Smp_055920.1
OG0007279	SMTH1_94760.1	Smp_314990.1
OG0007280	SMTH1_87140.1	Smp_342550.1
OG0007281	SMTH1_85470.1	Smp_213530.1
OG0007282	SMTH1_72540.1	Smp_241400.1
OG0007284	SMTH1_16630.1	Smp_203720.1
OG0007285	SMTH1_45650.1	Smp_091380.1
OG0007286	SMTH1_62080.1	Smp_180890.1
OG0007287	SMTH1_67110.1	Smp_137990.1
OG0007288	SMTH1_87920.1	Smp_027220.1
OG0007289	SMTH1_73370.1	Smp_079710.1
OG0007290	SMTH1_39660.1	Smp_175710.1
OG0007291	SMTH1_57610.1	Smp_082740.1
OG0007292	SMTH1_54490.1	Smp_341500.1
OG0007293	SMTH1_51470.1	Smp_131660.1
OG0007294	SMTH1_78210.1	Smp_304980.1
OG0007296	SMTH1_69370.1	Smp_070770.1
OG0007297	SMTH1_96840.1	Smp_346080.1
OG0007298	SMTH1_46140.1	Smp_301420.1
OG0007299	SMTH1_87740.1	Smp_104960.1
OG0007300	SMTH1_28510.1, SMTH1_28500.1	Smp_321950.1
OG0007301	SMTH1_42910.1	Smp_335590.1
OG0007302	SMTH1_93000.1	Smp_064350.1
OG0007303	SMTH1_92520.1	Smp_069770.1
OG0007304	SMTH1_49190.1	Smp_303120.1
OG0007306	SMTH1_78930.1	Smp_248150.1, Smp_248150.2
OG0007307	SMTH1_55780.1	Smp_342050.1
OG0007309	SMTH1_66090.1, SMTH1_66100.1	Smp_159630.1
OG0007310	SMTH1_57460.1	Smp_340990.1
OG0007311	SMTH1_1950.1	Smp_191360.1
OG0007312	SMTH1_10200.1	Smp_204120.1
OG0007313	SMTH1_87270.1	Smp_165330.1
OG0007314	SMTH1_52100.1	Smp_021140.1
OG0007315	SMTH1_94830.3, SMTH1_94830.1, SMTH1_94830.2	Smp_081790.1
OG0007316	SMTH1_37960.1	Smp_033610.1
OG0007317	SMTH1_37370.1	Smp_025670.1
OG0007318	SMTH1_3920.1	Smp_340560.1
OG0007319	SMTH1_52790.1	Smp_004590.1
OG0007320	SMTH1_44500.1	Smp_332590.1
OG0007321	SMTH1_8720.1	Smp_019730.1
OG0007322	SMTH1_71710.1	Smp_040790.1
OG0007323	SMTH1_81310.1	Smp_104860.1
OG0007324	SMTH1_95640.1, SMTH1_95640.2	Smp_074280.1
OG0007325	SMTH1_16520.1	Smp_146870.1
OG0007326	SMTH1_81040.1	Smp_150030.1
OG0007327	SMTH1_11460.1, SMTH1_11460.2	Smp_093750.1
OG0007328	SMTH1_31600.1	Smp_035080.1
OG0007329	SMTH1_21010.1	Smp_170160.1
OG0007330	SMTH1_65600.1	Smp_173790.1, Smp_325740.1
OG0007331	SMTH1_62670.1	Smp_333970.1
OG0007332	SMTH1_39080.1	Smp_093440.1
OG0007334	SMTH1_101710.1	Smp_340250.1
OG0007335	SMTH1_10980.2, SMTH1_10980.1	Smp_345565.1
OG0007336	SMTH1_42630.1	Smp_095470.1
OG0007337	SMTH1_70690.1	Smp_150180.1
OG0007338	SMTH1_74600.1	Smp_350360.1
OG0007339	SMTH1_57380.1	Smp_344770.1
OG0007340	SMTH1_21720.1	Smp_039600.1
OG0007341	SMTH1_8650.1	Smp_019640.1
OG0007343	SMTH1_56790.1, SMTH1_56790.2	Smp_023170.1
OG0007344	SMTH1_15860.1, SMTH1_15870.1	Smp_132080.1
OG0007345	SMTH1_85810.1	Smp_329620.1
OG0007346	SMTH1_103010.1	Smp_190140.1
OG0007347	SMTH1_19870.1	Smp_130490.1
OG0007348	SMTH1_290.1	Smp_090800.1
OG0007349	SMTH1_1490.1	Smp_176260.1
OG0007350	SMTH1_54300.1	Smp_090010.1
OG0007351	SMTH1_15800.1	Smp_018020.1
OG0007352	SMTH1_63300.1	Smp_082030.1
OG0007353	SMTH1_28750.1	Smp_079230.1
