Orthogroup	schistosoma_mattheei	schistosoma_bovis
OG0005307	SMTH1_43590.1, SMTH1_43590.2	SBOV2_28550.1
OG0005309	SMTH1_27410.1, SMTH1_27420.1	SBOV2_24180.1
OG0005310	SMTH1_1310.1	SBOV2_1150.1, SBOV2_1150.2
OG0005312	SMTH1_34340.2, SMTH1_34340.1	SBOV2_36700.1, SBOV2_36700.2
OG0005314	SMTH1_22620.1	SBOV2_19910.1
OG0005315	SMTH1_63960.1, SMTH1_63960.2, SMTH1_63980.1	SBOV2_57160.1
OG0005316	SMTH1_91710.1, SMTH1_91710.2, SMTH1_91710.3	SBOV2_81790.1
OG0005317	SMTH1_66280.2, SMTH1_66280.1	SBOV2_59190.1
OG0005318	SMTH1_32450.1	SBOV2_38380.1
OG0005319	SMTH1_69600.1, SMTH1_69600.2	SBOV2_62070.1, SBOV2_62070.2
OG0005321	SMTH1_80060.1	SBOV2_71220.1
OG0005322	SMTH1_97990.1	SBOV2_87470.1, SBOV2_87470.2, SBOV2_87470.3
OG0005323	SMTH1_31420.1	SBOV2_39240.1
OG0005324	SMTH1_43900.1	SBOV2_28320.1
OG0005325	SMTH1_34830.1	SBOV2_36270.1, SBOV2_36270.2
OG0005326	SMTH1_8710.1	SBOV2_7790.2, SBOV2_7790.1
OG0005327	SMTH1_20600.1	SBOV2_18080.1, SBOV2_18080.2, SBOV2_18080.3
OG0005328	SMTH1_69060.1	SBOV2_61690.1
OG0005329	SMTH1_18170.1, SMTH1_18160.1	SBOV2_15940.1, SBOV2_15940.2
OG0005330	SMTH1_90350.1	SBOV2_80670.1
OG0005331	SMTH1_98630.1	SBOV2_89260.1
OG0005332	SMTH1_99820.1	SBOV2_88220.2, SBOV2_88220.1
OG0005333	SMTH1_24860.1	SBOV2_21880.1
OG0005334	SMTH1_16500.1	SBOV2_14490.1, SBOV2_14490.2
OG0005335	SMTH1_86310.1	SBOV2_76630.1
OG0005336	SMTH1_14120.1	SBOV2_12390.1
OG0005337	SMTH1_26990.1, SMTH1_27010.1	SBOV2_23820.1
OG0005338	SMTH1_54800.1	SBOV2_48410.1
OG0005339	SMTH1_62650.1	SBOV2_55740.1, SBOV2_55740.2
OG0005340	SMTH1_100820.1	SBOV2_89890.1, SBOV2_89890.2
OG0005341	SMTH1_16840.1	SBOV2_14790.1
OG0005342	SMTH1_105650.1, SMTH1_105650.2, SMTH1_105650.3	SBOV2_94210.1
OG0005343	SMTH1_87200.1	SBOV2_77490.1
OG0005344	SMTH1_86520.1, SMTH1_86510.1	SBOV2_76810.1
OG0005345	SMTH1_42820.1	SBOV2_29080.1, SBOV2_29080.2
OG0005346	SMTH1_11630.1, SMTH1_11620.1	SBOV2_10090.1
OG0005347	SMTH1_72940.1	SBOV2_65170.1
OG0005348	SMTH1_14310.4, SMTH1_14310.3, SMTH1_14310.1, SMTH1_14310.2	SBOV2_12570.1
OG0005349	SMTH1_107190.1	SBOV2_500.1
OG0005350	SMTH1_7320.1	SBOV2_6320.1
OG0005351	SMTH1_58370.1, SMTH1_58370.2	SBOV2_53190.1
OG0005352	SMTH1_3000.1	SBOV2_2550.1
OG0005353	SMTH1_102930.1	SBOV2_91900.1
OG0005354	SMTH1_39240.1	SBOV2_32510.1, SBOV2_32510.2
OG0005355	SMTH1_43980.1	SBOV2_28260.1
OG0005356	SMTH1_76210.1	SBOV2_68140.1, SBOV2_68140.2
OG0005357	SMTH1_80670.1	SBOV2_71750.1
OG0005358	SMTH1_51030.1	SBOV2_45100.1
OG0005359	SMTH1_21250.1	SBOV2_18670.1
OG0005360	SMTH1_23730.1, SMTH1_23730.2	SBOV2_20910.1
OG0005361	SMTH1_17120.1, SMTH1_17120.2	SBOV2_15020.1, SBOV2_15020.2, SBOV2_15020.3
OG0005362	SMTH1_74620.1	SBOV2_66730.1, SBOV2_66730.2
OG0005363	SMTH1_1300.1, SMTH1_1290.1	SBOV2_1140.1
OG0005364	SMTH1_54940.1, SMTH1_54940.2, SMTH1_54940.3	SBOV2_48520.1
OG0005365	SMTH1_19770.1, SMTH1_19760.1	SBOV2_17360.1
OG0005366	SMTH1_17210.3, SMTH1_17210.1, SMTH1_17210.2	SBOV2_15080.2, SBOV2_15080.1, SBOV2_15080.3
OG0005367	SMTH1_26440.1	SBOV2_23350.1
OG0005368	SMTH1_25040.1	SBOV2_22030.1, SBOV2_22030.2
OG0005369	SMTH1_107280.1, SMTH1_38990.1	SBOV2_32560.1
OG0005370	SMTH1_38980.1	SBOV2_32570.1, SBOV2_32570.2, SBOV2_32570.3, SBOV2_32570.4
OG0005371	SMTH1_38950.1	SBOV2_32590.1
OG0005372	SMTH1_28300.1	SBOV2_25090.1
OG0005373	SMTH1_102640.1	SBOV2_91420.1
OG0005374	SMTH1_24200.1	SBOV2_21300.1
OG0005375	SMTH1_57470.1	SBOV2_54030.1
OG0005376	SMTH1_68210.1	SBOV2_60930.1
OG0005377	SMTH1_33370.1, SMTH1_33380.1	SBOV2_37480.1, SBOV2_37480.2
OG0005378	SMTH1_49030.1	SBOV2_43150.1
OG0005379	SMTH1_62170.1	SBOV2_55270.1
OG0005380	SMTH1_2580.1	SBOV2_2170.1
OG0005381	SMTH1_8490.1	SBOV2_7950.1
OG0005382	SMTH1_105240.1	SBOV2_93820.1
OG0005383	SMTH1_44250.1, SMTH1_44240.1, SMTH1_44240.2	SBOV2_28030.1
OG0005384	SMTH1_92060.1	SBOV2_82100.1, SBOV2_82100.2
OG0005386	SMTH1_36600.1	SBOV2_34710.1, SBOV2_34710.2
OG0005387	SMTH1_31100.1	SBOV2_39550.1, SBOV2_39550.2
OG0005388	SMTH1_28350.1, SMTH1_28350.2	SBOV2_25130.1, SBOV2_25130.2, SBOV2_25130.3, SBOV2_25130.4
OG0005389	SMTH1_51200.1	SBOV2_45200.1
OG0005390	SMTH1_106410.1	SBOV2_94900.1
OG0005391	SMTH1_64960.1	SBOV2_57930.1
OG0005392	SMTH1_57310.3, SMTH1_57310.1, SMTH1_57310.2	SBOV2_54180.1, SBOV2_54180.2
OG0005393	SMTH1_57270.1	SBOV2_54200.1
OG0005394	SMTH1_2780.1	SBOV2_2380.1, SBOV2_2370.1
OG0005395	SMTH1_79800.1	SBOV2_71070.1
OG0005396	SMTH1_14960.1	SBOV2_13110.1
OG0005397	SMTH1_49350.1	SBOV2_43620.1
OG0005398	SMTH1_29040.1	SBOV2_41270.1
OG0005399	SMTH1_13490.1	SBOV2_11890.1
OG0005400	SMTH1_12590.1, SMTH1_12590.2, SMTH1_12590.3	SBOV2_11050.1, SBOV2_11050.2
OG0005401	SMTH1_61480.1, SMTH1_61480.2, SMTH1_61480.3	SBOV2_50300.1
OG0005402	SMTH1_63310.1	SBOV2_56240.1
OG0005403	SMTH1_44310.1	SBOV2_27990.1
OG0005404	SMTH1_19480.1	SBOV2_17090.2, SBOV2_17090.1, SBOV2_17090.3
OG0005405	SMTH1_100090.1	SBOV2_87980.1, SBOV2_87980.2, SBOV2_87980.4, SBOV2_87980.3
OG0005406	SMTH1_75090.1	SBOV2_67160.1, SBOV2_67180.1
OG0005407	SMTH1_57880.1, SMTH1_57880.2	SBOV2_53640.1, SBOV2_53640.2
OG0005408	SMTH1_100460.1	SBOV2_87660.1
OG0005409	SMTH1_35030.1	SBOV2_36100.1
OG0005410	SMTH1_9910.1	SBOV2_8600.1
OG0005411	SMTH1_102160.1	SBOV2_91040.1
OG0005412	SMTH1_69050.1	SBOV2_61680.1, SBOV2_61680.2
OG0005413	SMTH1_87240.1	SBOV2_77530.4, SBOV2_77530.1
OG0005414	SMTH1_78140.1	SBOV2_69850.1
OG0005415	SMTH1_33260.1	SBOV2_37590.1
OG0005416	SMTH1_27470.1, SMTH1_27470.2	SBOV2_24220.1
OG0005417	SMTH1_4490.1	SBOV2_3980.1
OG0005418	SMTH1_52870.1	SBOV2_46710.2, SBOV2_46710.1
OG0005419	SMTH1_75230.1	SBOV2_67300.1, SBOV2_67300.2
OG0005420	SMTH1_41230.1	SBOV2_30510.4, SBOV2_30510.1
OG0005421	SMTH1_88600.1	SBOV2_78710.1
OG0005422	SMTH1_93800.1	SBOV2_83880.1
OG0005423	SMTH1_31660.2, SMTH1_31660.1, SMTH1_31660.3	SBOV2_39040.1, SBOV2_39040.2
OG0005424	SMTH1_90210.1	SBOV2_80750.1, SBOV2_80750.2
OG0005425	SMTH1_90160.1	SBOV2_80800.1
OG0005426	SMTH1_104650.1	SBOV2_93200.1, SBOV2_93200.2
OG0005427	SMTH1_105500.1	SBOV2_94070.1, SBOV2_94070.2
OG0005428	SMTH1_96720.1	SBOV2_86340.1
OG0005430	SMTH1_49870.1	SBOV2_44070.1
OG0005431	SMTH1_86820.1	SBOV2_77120.1
OG0005432	SMTH1_89980.1	SBOV2_80990.1
OG0005433	SMTH1_86720.1, SMTH1_86730.1	SBOV2_77030.1
OG0005434	SMTH1_29650.1, SMTH1_29650.2	SBOV2_40780.3, SBOV2_40780.1, SBOV2_40780.2
OG0005435	SMTH1_106230.1	SBOV2_94740.1, SBOV2_94740.2
OG0005436	SMTH1_64700.1	SBOV2_57700.2
OG0005436	SMTH1_64700.2	SBOV2_57700.2
OG0005436	SMTH1_64700.3	SBOV2_57700.2
OG0005436	SMTH1_64700.1	SBOV2_57700.3
OG0005436	SMTH1_64700.2	SBOV2_57700.3
OG0005436	SMTH1_64700.3	SBOV2_57700.3
OG0005437	SMTH1_70210.1	SBOV2_62700.1
OG0005438	SMTH1_12490.1, SMTH1_12490.2	SBOV2_10940.1, SBOV2_10940.2
OG0005439	SMTH1_50080.1	SBOV2_44270.1
OG0005440	SMTH1_80460.1	SBOV2_71540.1, SBOV2_71540.2
OG0005441	SMTH1_100510.1	SBOV2_87640.2
OG0005442	SMTH1_32640.1	SBOV2_38200.1
OG0005443	SMTH1_68230.1	SBOV2_60950.1
OG0005444	SMTH1_20680.1	SBOV2_18160.1
OG0005445	SMTH1_89600.2, SMTH1_89600.1	SBOV2_79660.1
OG0005446	SMTH1_50320.1	SBOV2_44470.1
OG0005447	SMTH1_72080.1	SBOV2_64390.1
OG0005448	SMTH1_39230.1	SBOV2_32470.1
OG0005450	SMTH1_66830.1, SMTH1_66830.2	SBOV2_59640.1
OG0005451	SMTH1_91490.1	SBOV2_81540.2, SBOV2_81540.1
OG0005451	SMTH1_91490.2	SBOV2_81540.2, SBOV2_81540.1
OG0005451	SMTH1_91490.3	SBOV2_81540.2, SBOV2_81540.1
OG0005451	SMTH1_91490.4	SBOV2_81540.2, SBOV2_81540.1
OG0005452	SMTH1_99850.1	SBOV2_88200.1, SBOV2_88200.3, SBOV2_88200.2
OG0005453	SMTH1_68410.3, SMTH1_68410.2, SMTH1_68410.1, SMTH1_68410.4	SBOV2_61100.1, SBOV2_61120.1
OG0005454	SMTH1_57850.1	SBOV2_53670.1
OG0005455	SMTH1_56170.1	SBOV2_49560.1
OG0005456	SMTH1_85380.1, SMTH1_85380.2	SBOV2_75860.1, SBOV2_75860.2
OG0005457	SMTH1_52240.1, SMTH1_52240.2	SBOV2_46190.1, SBOV2_46200.1
OG0005458	SMTH1_7570.1	SBOV2_6540.1
OG0005458	SMTH1_7510.1	SBOV2_6490.1
OG0005459	SMTH1_1500.1	SBOV2_1310.1
OG0005461	SMTH1_29420.1	SBOV2_40980.1, SBOV2_40980.2
OG0005462	SMTH1_95280.1, SMTH1_95280.2	SBOV2_85170.1
OG0005463	SMTH1_22610.1	SBOV2_19900.1
OG0005464	SMTH1_57090.1, SMTH1_57090.2	SBOV2_54360.1
OG0005465	SMTH1_100440.1, SMTH1_100440.2	SBOV2_87670.1
OG0005466	SMTH1_77910.1	SBOV2_69680.1
OG0005467	SMTH1_70930.1, SMTH1_70930.2	SBOV2_63260.1
OG0005468	SMTH1_22290.1, SMTH1_22290.2, SMTH1_22290.3	SBOV2_19660.1, SBOV2_19660.5
OG0005469	SMTH1_75210.1	SBOV2_67290.1
OG0005470	SMTH1_92970.1, SMTH1_92970.2	SBOV2_83020.1, SBOV2_83020.2
OG0005471	SMTH1_20540.1, SMTH1_20550.1	SBOV2_18030.1, SBOV2_18030.2, SBOV2_18030.3, SBOV2_18030.4, SBOV2_18030.5, SBOV2_18030.6
OG0005472	SMTH1_81540.1	SBOV2_72480.1
OG0005473	SMTH1_970.1, SMTH1_970.2	SBOV2_850.1
OG0005474	SMTH1_45050.1, SMTH1_45050.2	SBOV2_27390.1, SBOV2_27390.2, SBOV2_27390.3
OG0005475	SMTH1_93010.1	SBOV2_83060.1
OG0005476	SMTH1_44320.1, SMTH1_44320.2	SBOV2_27980.1, SBOV2_27980.2
OG0005477	SMTH1_45120.1	SBOV2_27320.1
OG0005478	SMTH1_64510.1	SBOV2_57590.1
OG0005479	SMTH1_84150.1	SBOV2_74760.1, SBOV2_74760.2
OG0005480	SMTH1_81730.1	SBOV2_72670.1
OG0005481	SMTH1_19550.2, SMTH1_19550.1	SBOV2_17150.1
OG0005482	SMTH1_46550.1, SMTH1_46550.2	SBOV2_26130.3, SBOV2_26130.1, SBOV2_26130.2
OG0005483	SMTH1_44670.1, SMTH1_44670.2	SBOV2_27720.1, SBOV2_27720.2
OG0005484	SMTH1_24500.1	SBOV2_21530.1
OG0005485	SMTH1_57000.1	SBOV2_54440.1
OG0005486	SMTH1_77370.1	SBOV2_69210.1
OG0005487	SMTH1_25940.1	SBOV2_22830.1
OG0005488	SMTH1_101900.1	SBOV2_90830.1
OG0005489	SMTH1_5610.1	SBOV2_4890.1, SBOV2_4890.2, SBOV2_4890.3
OG0005490	SMTH1_37570.1	SBOV2_33840.1
OG0005491	SMTH1_101650.1	SBOV2_90630.1
OG0005492	SMTH1_102530.1	SBOV2_91320.1
OG0005493	SMTH1_58660.1	SBOV2_52970.1
OG0005494	SMTH1_6130.1	SBOV2_5330.2, SBOV2_5330.3, SBOV2_5330.1
OG0005495	SMTH1_88220.1	SBOV2_78390.1, SBOV2_78380.1
OG0005496	SMTH1_103990.1	SBOV2_92620.1
OG0005497	SMTH1_26660.1	SBOV2_23560.1
OG0005498	SMTH1_85840.1	SBOV2_76200.1
OG0005499	SMTH1_97870.1	SBOV2_87340.1
OG0005500	SMTH1_21970.1	SBOV2_19400.1, SBOV2_19400.2
OG0005501	SMTH1_99950.1	SBOV2_88110.1
OG0005502	SMTH1_106640.1	SBOV2_95660.1
OG0005503	SMTH1_43620.1	SBOV2_28520.1
OG0005504	SMTH1_92040.1	SBOV2_82070.1, SBOV2_82080.1
OG0005505	SMTH1_86980.1	SBOV2_77290.1
OG0005506	SMTH1_99100.1	SBOV2_88860.1
OG0005507	SMTH1_97090.2	SBOV2_86660.1
OG0005508	SMTH1_1900.1	SBOV2_1580.1
OG0005509	SMTH1_104300.1	SBOV2_92920.1
OG0005511	SMTH1_86670.1	SBOV2_76990.1
OG0005512	SMTH1_7750.1	SBOV2_6690.1, SBOV2_6690.2
OG0005513	SMTH1_99480.1	SBOV2_88510.1
OG0005515	SMTH1_63290.1	SBOV2_56260.1
OG0005516	SMTH1_19450.1	SBOV2_17060.1
OG0005517	SMTH1_70130.1	SBOV2_62640.1
OG0005518	SMTH1_28820.1	SBOV2_25540.1
OG0005519	SMTH1_39120.1, SMTH1_39120.2	SBOV2_32380.1
OG0005520	SMTH1_68190.1	SBOV2_60910.1
OG0005521	SMTH1_87700.1	SBOV2_77910.1
OG0005523	SMTH1_92790.1	SBOV2_82870.1, SBOV2_82870.2, SBOV2_82870.3
OG0005524	SMTH1_2160.1	SBOV2_1810.1
OG0005525	SMTH1_65010.1	SBOV2_57980.1
OG0005526	SMTH1_42420.1	SBOV2_29390.1
OG0005529	SMTH1_104640.1	SBOV2_73510.1
OG0005530	SMTH1_13810.1	SBOV2_12120.1
OG0005531	SMTH1_9830.1	SBOV2_8550.2, SBOV2_8550.4
OG0005532	SMTH1_16200.2, SMTH1_16200.3, SMTH1_16200.1	SBOV2_14240.1
OG0005533	SMTH1_2170.1	SBOV2_1800.1
OG0005536	SMTH1_40230.1, SMTH1_40230.2	SBOV2_31340.1, SBOV2_31340.2, SBOV2_31340.3
OG0005537	SMTH1_45800.1	SBOV2_26760.1
OG0005538	SMTH1_54550.1	SBOV2_48180.2, SBOV2_48180.1, SBOV2_48180.3
OG0005539	SMTH1_33600.1	SBOV2_37280.1
OG0005540	SMTH1_66340.1	SBOV2_59250.1, SBOV2_59250.2
OG0005544	SMTH1_26010.1	SBOV2_22900.1
OG0005545	SMTH1_5000.1	SBOV2_4370.1, SBOV2_4370.2
OG0005546	SMTH1_11550.1	SBOV2_10020.1
OG0005547	SMTH1_42410.1	SBOV2_29400.1, SBOV2_29400.2
OG0005548	SMTH1_94610.1, SMTH1_94620.1	SBOV2_84520.1, SBOV2_84520.3, SBOV2_84520.2
OG0005549	SMTH1_56380.1, SMTH1_56380.3, SMTH1_56380.2	SBOV2_49800.1, SBOV2_49800.2
OG0005550	SMTH1_59210.1, SMTH1_59210.2	SBOV2_52490.1
OG0005551	SMTH1_79370.1	SBOV2_70680.1
OG0005553	SMTH1_49840.1	SBOV2_44040.2
OG0005554	SMTH1_18450.1	SBOV2_16150.1
OG0005555	SMTH1_24110.6, SMTH1_24110.1, SMTH1_24110.4, SMTH1_24110.5, SMTH1_24110.3, SMTH1_24110.2	SBOV2_21220.1
OG0005556	SMTH1_63210.1	SBOV2_56300.1, SBOV2_56340.1
OG0005557	SMTH1_56550.1	SBOV2_54910.1
OG0005558	SMTH1_94280.1	SBOV2_84240.1
OG0005558	SMTH1_94290.1	SBOV2_84250.1
OG0005558	SMTH1_94310.1	SBOV2_84260.1
OG0005560	SMTH1_100260.1, SMTH1_100260.2, SMTH1_100260.3	SBOV2_87810.4, SBOV2_87810.1, SBOV2_87810.3, SBOV2_87810.2
OG0005566	SMTH1_84380.2, SMTH1_84380.1	SBOV2_74950.1
OG0005567	SMTH1_15030.1	SBOV2_13160.2, SBOV2_13160.1
OG0005568	SMTH1_85450.1, SMTH1_85450.2	SBOV2_75920.1, SBOV2_75920.2
OG0005569	SMTH1_106170.1	SBOV2_94670.1
OG0005570	SMTH1_36170.1	SBOV2_35080.1
OG0005571	SMTH1_52200.1	SBOV2_46170.1
OG0005572	SMTH1_74630.1	SBOV2_66740.1
OG0005573	SMTH1_10990.1	SBOV2_9550.1
OG0005574	SMTH1_95780.1	SBOV2_85540.1
OG0005575	SMTH1_75310.1	SBOV2_67340.1
OG0005576	SMTH1_75250.1	SBOV2_67310.1
OG0005577	SMTH1_95300.1	SBOV2_85180.1
OG0005578	SMTH1_55140.1	SBOV2_48690.1
OG0005579	SMTH1_11850.1	SBOV2_10290.1
OG0005580	SMTH1_57130.1, SMTH1_57130.2	SBOV2_54330.1, SBOV2_54330.2
OG0005581	SMTH1_33180.1	SBOV2_37660.1, SBOV2_37660.2, SBOV2_37670.1
OG0005582	SMTH1_36880.1	SBOV2_34490.1
OG0005583	SMTH1_95650.1	SBOV2_85450.1
OG0005584	SMTH1_104540.1	SBOV2_93130.2, SBOV2_93130.3, SBOV2_93130.1
OG0005585	SMTH1_105710.1, SMTH1_105710.2	SBOV2_94270.1
OG0005586	SMTH1_105700.1	SBOV2_94260.1
OG0005587	SMTH1_86750.1	SBOV2_77050.1
OG0005588	SMTH1_31340.1	SBOV2_39310.1
OG0005589	SMTH1_65770.1	SBOV2_58800.1
OG0005590	SMTH1_19600.1	SBOV2_17190.1
OG0005591	SMTH1_72660.1	SBOV2_65240.1
OG0005592	SMTH1_58840.1	SBOV2_52800.1
OG0005593	SMTH1_79660.1	SBOV2_70950.1, SBOV2_70950.2, SBOV2_70950.3
OG0005594	SMTH1_77170.1	SBOV2_68930.1, SBOV2_68930.2, SBOV2_68930.3
OG0005595	SMTH1_69280.1	SBOV2_61830.3
OG0005596	SMTH1_73920.1	SBOV2_66100.1
OG0005597	SMTH1_92820.1	SBOV2_82890.1
OG0005598	SMTH1_85180.2, SMTH1_85180.1	SBOV2_75630.1, SBOV2_75630.3, SBOV2_75630.2
OG0005599	SMTH1_60880.1	SBOV2_50920.1
OG0005600	SMTH1_21500.1	SBOV2_18930.2
OG0005601	SMTH1_25380.1, SMTH1_25370.1, SMTH1_25360.1, SMTH1_25390.1	SBOV2_22360.1
OG0005602	SMTH1_25230.1	SBOV2_22260.1
OG0005603	SMTH1_71670.1	SBOV2_63960.1, SBOV2_63960.2
OG0005604	SMTH1_33250.1	SBOV2_37610.1
OG0005605	SMTH1_40080.1	SBOV2_31510.1, SBOV2_31510.2, SBOV2_31510.3
OG0005606	SMTH1_88720.1	SBOV2_78830.1
OG0005607	SMTH1_99360.1	SBOV2_88610.1
OG0005608	SMTH1_73820.1	SBOV2_66030.1
OG0005609	SMTH1_68110.1	SBOV2_60860.1
OG0005610	SMTH1_2620.1	SBOV2_2210.1
OG0005611	SMTH1_101350.1, SMTH1_101350.2	SBOV2_90350.1
OG0005612	SMTH1_104010.1	SBOV2_92640.1
OG0005613	SMTH1_60250.1	SBOV2_51530.1
OG0005614	SMTH1_31560.1	SBOV2_39120.1
OG0005615	SMTH1_32380.1	SBOV2_38450.1
OG0005616	SMTH1_32370.1, SMTH1_32370.2	SBOV2_38460.2, SBOV2_38460.1
OG0005617	SMTH1_43150.1	SBOV2_28850.1, SBOV2_28850.2
OG0005618	SMTH1_55840.1	SBOV2_49260.1, SBOV2_49260.2
OG0005619	SMTH1_56190.1	SBOV2_49580.2, SBOV2_49580.1
OG0005620	SMTH1_98920.1	SBOV2_88990.1
OG0005620	SMTH1_98920.2	SBOV2_88990.2
OG0005621	SMTH1_96970.1	SBOV2_86540.1
OG0005622	SMTH1_480.1	SBOV2_420.1, SBOV2_420.2
OG0005623	SMTH1_83580.1	SBOV2_74270.2, SBOV2_74270.1
OG0005624	SMTH1_12720.1	SBOV2_11160.1
OG0005625	SMTH1_12730.2, SMTH1_12730.1	SBOV2_11170.1, SBOV2_11170.2
OG0005626	SMTH1_48790.1	SBOV2_43040.1
OG0005627	SMTH1_25720.1	SBOV2_22660.1
OG0005628	SMTH1_43660.1	SBOV2_28490.1
OG0005628	SMTH1_43660.1	SBOV2_28490.2
OG0005628	SMTH1_43660.1	SBOV2_28490.3
OG0005629	SMTH1_35450.1	SBOV2_35710.1
OG0005630	SMTH1_94210.1	SBOV2_84180.1
OG0005631	SMTH1_61260.1, SMTH1_61270.1	SBOV2_50500.1
OG0005632	SMTH1_105680.1	SBOV2_94240.1, SBOV2_96790.1
OG0005633	SMTH1_11970.1, SMTH1_11970.2	SBOV2_10420.1
OG0005634	SMTH1_25260.1	SBOV2_22290.1
OG0005635	SMTH1_3620.1	SBOV2_3100.1
OG0005636	SMTH1_42830.1	SBOV2_29070.1, SBOV2_29070.2, SBOV2_29070.3
OG0005637	SMTH1_89120.1	SBOV2_79180.1
OG0005638	SMTH1_85870.1	SBOV2_76230.1
OG0005640	SMTH1_30590.1, SMTH1_30580.1, SMTH1_30580.2, SMTH1_30580.3	SBOV2_39960.1
OG0005641	SMTH1_81710.1	SBOV2_72650.1
OG0005642	SMTH1_106780.1	SBOV2_95500.1
OG0005643	SMTH1_32930.1	SBOV2_37940.2, SBOV2_37940.4, SBOV2_37940.3, SBOV2_37940.1
OG0005644	SMTH1_85100.1, SMTH1_85100.2	SBOV2_75570.1, SBOV2_75570.2, SBOV2_75570.3
OG0005645	SMTH1_65410.1	SBOV2_58440.1
OG0005646	SMTH1_45790.1	SBOV2_26770.1
OG0005647	SMTH1_62030.2, SMTH1_62030.3, SMTH1_62030.4, SMTH1_62030.5, SMTH1_62030.1	SBOV2_55120.1
OG0005648	SMTH1_44780.1	SBOV2_27640.1
OG0005649	SMTH1_56340.1, SMTH1_56340.2	SBOV2_49760.1
OG0005650	SMTH1_71950.1, SMTH1_71950.2	SBOV2_64270.1
OG0005651	SMTH1_73500.1	SBOV2_65740.1, SBOV2_65740.2
OG0005652	SMTH1_53660.1	SBOV2_47440.1
OG0005652	SMTH1_53660.2	SBOV2_47440.1
OG0005653	SMTH1_104150.1, SMTH1_104150.2, SMTH1_104150.3	SBOV2_92770.1
OG0005654	SMTH1_80920.1	SBOV2_71940.1
OG0005655	SMTH1_30180.1	SBOV2_40290.1, SBOV2_40290.2
OG0005656	SMTH1_97580.1	SBOV2_87080.1, SBOV2_87080.2
OG0005657	SMTH1_13670.1	SBOV2_12030.1
OG0005658	SMTH1_101060.1	SBOV2_90080.1
OG0005659	SMTH1_18740.1	SBOV2_16450.1
OG0005660	SMTH1_80020.1, SMTH1_80010.1	SBOV2_71200.1
OG0005661	SMTH1_7880.1	SBOV2_6800.1
OG0005662	SMTH1_48260.1, SMTH1_48260.2	SBOV2_42510.1
OG0005663	SMTH1_9730.1	SBOV2_8440.1
OG0005664	SMTH1_28020.1	SBOV2_24790.1, SBOV2_24780.1
OG0005665	SMTH1_53870.1	SBOV2_47600.1
OG0005666	SMTH1_99990.1	SBOV2_88070.1, SBOV2_88070.2
OG0005667	SMTH1_46940.1	SBOV2_25730.2, SBOV2_25730.1
OG0005668	SMTH1_4170.1, SMTH1_4170.2, SMTH1_4170.4, SMTH1_4170.5	SBOV2_3640.1
OG0005669	SMTH1_62160.1	SBOV2_55260.1
OG0005670	SMTH1_93590.1	SBOV2_83680.1
OG0005671	SMTH1_13620.1	SBOV2_12000.1, SBOV2_12000.2
OG0005672	SMTH1_52850.1	SBOV2_46690.1
OG0005673	SMTH1_52900.1	SBOV2_46740.1
OG0005674	SMTH1_28950.1, SMTH1_28940.1	SBOV2_41380.1
OG0005675	SMTH1_45430.1	SBOV2_27100.1
OG0005676	SMTH1_58430.1	SBOV2_53140.1, SBOV2_53140.2, SBOV2_53140.3
OG0005677	SMTH1_6780.1	SBOV2_5890.3, SBOV2_5890.4, SBOV2_5890.1, SBOV2_5890.2
OG0005678	SMTH1_66350.1	SBOV2_59260.1, SBOV2_59260.2
OG0005679	SMTH1_98210.1	SBOV2_89570.1
OG0005681	SMTH1_76670.1	SBOV2_68540.1
OG0005682	SMTH1_35150.1	SBOV2_36010.1, SBOV2_36010.2, SBOV2_36010.3
OG0005683	SMTH1_39710.1	SBOV2_31850.1
OG0005685	SMTH1_102740.1, SMTH1_102740.2, SMTH1_102740.3, SMTH1_102740.4, SMTH1_15530.1	SBOV2_13680.1, SBOV2_13680.2, SBOV2_13700.1
OG0005686	SMTH1_100080.1	SBOV2_87990.1
OG0005687	SMTH1_73220.1, SMTH1_73220.2	SBOV2_65460.1, SBOV2_65460.3, SBOV2_65460.4, SBOV2_65460.2
OG0005688	SMTH1_660.1	SBOV2_600.1
OG0005689	SMTH1_78600.1, SMTH1_78620.1	SBOV2_70150.1
OG0005690	SMTH1_58710.3, SMTH1_58710.2, SMTH1_58710.1	SBOV2_52930.1
OG0005691	SMTH1_104270.1	SBOV2_92890.1
OG0005692	SMTH1_52720.1, SMTH1_52710.1	SBOV2_46620.1
OG0005693	SMTH1_1460.1	SBOV2_1280.1
OG0005694	SMTH1_55010.1, SMTH1_55010.2	SBOV2_48570.1
OG0005695	SMTH1_55180.1	SBOV2_48720.1
OG0005696	SMTH1_46090.1, SMTH1_46080.1, SMTH1_46070.1	SBOV2_26480.1
OG0005697	SMTH1_20330.1	SBOV2_17830.1
OG0005698	SMTH1_77380.1	SBOV2_69220.1
OG0005699	SMTH1_23070.1	SBOV2_20310.2, SBOV2_20310.1
OG0005700	SMTH1_79630.1	SBOV2_70910.1
OG0005701	SMTH1_63840.1	SBOV2_56980.1
OG0005702	SMTH1_72450.2	SBOV2_64700.1, SBOV2_64700.2, SBOV2_64700.3, SBOV2_64700.4
OG0005703	SMTH1_38290.1, SMTH1_38300.1	SBOV2_33180.1
OG0005704	SMTH1_45540.1	SBOV2_26980.1
OG0005705	SMTH1_60080.1	SBOV2_51690.1
