Orthogroup	schistosoma_mattheei	fasciola_gigantica
OG0004805	SMTH1_4350.1	FGIG_06019
OG0004806	SMTH1_57830.1	FGIG_06030
OG0004807	SMTH1_60950.1	FGIG_06128
OG0004808	SMTH1_85070.1	FGIG_06178
OG0004809	SMTH1_56260.1	FGIG_06259
OG0004811	SMTH1_44540.1	FGIG_06512
OG0004812	SMTH1_36910.1	FGIG_06522, FGIG_06521
OG0004813	SMTH1_100300.1	FGIG_06785, FGIG_09824, FGIG_06584
OG0004814	SMTH1_6550.1	FGIG_06585
OG0004815	SMTH1_66190.1	FGIG_06627
OG0004816	SMTH1_85080.1, SMTH1_85080.2, SMTH1_85080.3, SMTH1_85080.4	FGIG_06635
OG0004817	SMTH1_90480.1, SMTH1_90480.2	FGIG_06670
OG0004818	SMTH1_102850.1	FGIG_06697
OG0004819	SMTH1_87110.1, SMTH1_87110.2	FGIG_06736, FGIG_06735
OG0004820	SMTH1_37460.1	FGIG_06810
OG0004821	SMTH1_50550.1	FGIG_07006
OG0004822	SMTH1_26290.1, SMTH1_26290.2, SMTH1_26290.3	FGIG_07071
OG0004823	SMTH1_64420.1	FGIG_07073
OG0004824	SMTH1_81520.1, SMTH1_81520.2	FGIG_07090
OG0004825	SMTH1_66750.1, SMTH1_66740.1	FGIG_07110
OG0004826	SMTH1_90880.1	FGIG_07115
OG0004827	SMTH1_96410.1	FGIG_07127
OG0004828	SMTH1_26650.1	FGIG_07179, FGIG_07180
OG0004829	SMTH1_42240.1	FGIG_07249
OG0004830	SMTH1_73430.1	FGIG_07253
OG0004831	SMTH1_31180.1	FGIG_07287
OG0004832	SMTH1_40420.1, SMTH1_40420.2	FGIG_07335
OG0004833	SMTH1_40680.1	FGIG_07375
OG0004834	SMTH1_35380.1, SMTH1_35370.1	FGIG_07380
OG0004835	SMTH1_27810.1	FGIG_07395
OG0004836	SMTH1_94840.1, SMTH1_94840.2	FGIG_07447, FGIG_11823
OG0004837	SMTH1_15770.1, SMTH1_15780.1	FGIG_07504
OG0004838	SMTH1_83230.1	FGIG_07567
OG0004839	SMTH1_250.1, SMTH1_240.1, SMTH1_230.1	FGIG_07571
OG0004840	SMTH1_57370.1, SMTH1_57370.2	FGIG_07649
OG0004841	SMTH1_72730.1	FGIG_07683
OG0004842	SMTH1_80850.2, SMTH1_80850.1, SMTH1_80850.3	FGIG_07714
OG0004843	SMTH1_41090.1	FGIG_09937, FGIG_07727
OG0004844	SMTH1_2430.1	FGIG_07749
OG0004845	SMTH1_2440.1	FGIG_07750
OG0004846	SMTH1_87900.1	FGIG_07889
OG0004847	SMTH1_77310.1, SMTH1_77320.1	FGIG_07930
OG0004848	SMTH1_15320.3, SMTH1_15320.2, SMTH1_15320.1	FGIG_07967
OG0004849	SMTH1_50960.1, SMTH1_50960.2	FGIG_08052
OG0004850	SMTH1_71470.1	FGIG_08127
OG0004851	SMTH1_21340.1	FGIG_08131
OG0004852	SMTH1_58560.1	FGIG_08163
OG0004853	SMTH1_27640.1	FGIG_08170
OG0004854	SMTH1_101580.1	FGIG_08177
OG0004855	SMTH1_36530.1	FGIG_08261
OG0004856	SMTH1_87530.1, SMTH1_87530.2, SMTH1_87530.3	FGIG_08270
OG0004857	SMTH1_51460.1	FGIG_08273
OG0004858	SMTH1_88570.1	FGIG_08303
OG0004859	SMTH1_74180.1	FGIG_08347
OG0004860	SMTH1_53420.1	FGIG_08444, FGIG_08445
OG0004861	SMTH1_30150.1	FGIG_08513
OG0004862	SMTH1_56440.1, SMTH1_56460.1	FGIG_11551, FGIG_08515
OG0004863	SMTH1_104430.1	FGIG_08517
OG0004864	SMTH1_37840.1, SMTH1_37840.2	FGIG_08534
OG0004865	SMTH1_26600.1	FGIG_08780
OG0004866	SMTH1_73070.1, SMTH1_73080.1	FGIG_08804
OG0004867	SMTH1_66310.1, SMTH1_66310.2	FGIG_08856
OG0004868	SMTH1_6860.1, SMTH1_6860.2	FGIG_08901
OG0004869	SMTH1_19070.1, SMTH1_19080.1	FGIG_09936, FGIG_08918
OG0004870	SMTH1_90790.1, SMTH1_90780.1	FGIG_08931
OG0004871	SMTH1_9560.1	FGIG_12438, FGIG_08949
OG0004872	SMTH1_23670.1	FGIG_09006
OG0004873	SMTH1_46500.1	FGIG_09078
OG0004874	SMTH1_3770.1	FGIG_09101
OG0004875	SMTH1_3590.1	FGIG_09107
OG0004876	SMTH1_61320.1, SMTH1_61320.2, SMTH1_61320.3	FGIG_09111, FGIG_11252
OG0004877	SMTH1_89760.1, SMTH1_89760.2	FGIG_09173
OG0004878	SMTH1_77420.1	FGIG_09226
OG0004879	SMTH1_66760.2, SMTH1_66760.1	FGIG_09282
OG0004880	SMTH1_18480.1	FGIG_09348, FGIG_09349
OG0004881	SMTH1_15470.1	FGIG_09379
OG0004882	SMTH1_2690.1	FGIG_09380
OG0004883	SMTH1_10660.1	FGIG_09433, FGIG_09432
OG0004884	SMTH1_91560.1	FGIG_09455
OG0004885	SMTH1_1020.1	FGIG_09529, FGIG_12143
OG0004886	SMTH1_6940.1, SMTH1_6940.2	FGIG_09575
OG0004887	SMTH1_58480.1	FGIG_09590
OG0004888	SMTH1_90800.1, SMTH1_90810.1	FGIG_09642
OG0004889	SMTH1_62950.1, SMTH1_62950.2, SMTH1_62950.3	FGIG_09857
OG0004890	SMTH1_98650.1, SMTH1_98650.2, SMTH1_98650.3	FGIG_09864
OG0004892	SMTH1_81030.1, SMTH1_81030.2	FGIG_09886
OG0004893	SMTH1_21450.1, SMTH1_21450.2	FGIG_09891
OG0004894	SMTH1_62920.1	FGIG_09926
OG0004895	SMTH1_102510.1	FGIG_09961
OG0004896	SMTH1_42950.1, SMTH1_42950.3, SMTH1_42950.4, SMTH1_42950.2	FGIG_10261, FGIG_11059
OG0004897	SMTH1_11760.1	FGIG_10338, FGIG_11970
OG0004898	SMTH1_52300.1	FGIG_10408
OG0004899	SMTH1_53320.1, SMTH1_53320.2, SMTH1_53320.3, SMTH1_53320.4	FGIG_10427
OG0004900	SMTH1_30120.1	FGIG_10484
OG0004901	SMTH1_53200.1	FGIG_10514
OG0004902	SMTH1_40980.1, SMTH1_41000.1, SMTH1_40990.1	FGIG_10522
OG0004903	SMTH1_70370.1, SMTH1_70380.1	FGIG_11893, FGIG_10538
OG0004904	SMTH1_71820.1	FGIG_10551
OG0004905	SMTH1_15370.1	FGIG_10578
OG0004906	SMTH1_14390.1, SMTH1_14390.2	FGIG_10632
OG0004907	SMTH1_65850.1, SMTH1_65850.2	FGIG_10728
OG0004908	SMTH1_32620.1	FGIG_10777
OG0004909	SMTH1_13980.1, SMTH1_13980.2	FGIG_10784
OG0004910	SMTH1_23100.1	FGIG_10824
OG0004911	SMTH1_950.1	FGIG_10882
OG0004912	SMTH1_99520.1	FGIG_10939
OG0004913	SMTH1_63870.1	FGIG_11053
OG0004914	SMTH1_67720.1	FGIG_11112
OG0004915	SMTH1_23910.1	FGIG_11151
OG0004916	SMTH1_18790.1, SMTH1_18790.2	FGIG_11178
OG0004917	SMTH1_39430.1	FGIG_11187
OG0004918	SMTH1_95580.1	FGIG_11223
OG0004919	SMTH1_58600.1, SMTH1_58590.1	FGIG_11231
OG0004920	SMTH1_91840.1, SMTH1_91840.2	FGIG_11241
OG0004921	SMTH1_58050.1	FGIG_11301
OG0004922	SMTH1_85970.1	FGIG_11443
OG0004923	SMTH1_2550.1	FGIG_11478
OG0004924	SMTH1_27840.1	FGIG_12254, FGIG_11523
OG0004925	SMTH1_62270.1	FGIG_11559
OG0004926	SMTH1_79500.1, SMTH1_79500.2	FGIG_12155
OG0004927	SMTH1_100350.1	FGIG_12242
OG0004928	SMTH1_73640.1	FGIG_12265
OG0004929	SMTH1_60510.1	FGIG_12306
OG0004930	SMTH1_88530.1, SMTH1_88530.2, SMTH1_88530.3	FGIG_12328
OG0004931	SMTH1_47330.1	FGIG_12528
OG0004932	SMTH1_24770.1	FGIG_12653
OG0004971	SMTH1_41600.1, SMTH1_41030.1	FGIG_00010
OG0004972	SMTH1_8150.1, SMTH1_8150.3, SMTH1_8150.2	FGIG_00057
OG0004973	SMTH1_103520.1	FGIG_00086
OG0004974	SMTH1_54660.1	FGIG_00110
OG0004975	SMTH1_79990.1	FGIG_00125
OG0004976	SMTH1_106830.1, SMTH1_106830.2, SMTH1_106830.3	FGIG_00199
OG0004977	SMTH1_67050.1	FGIG_00265, FGIG_00264
OG0004978	SMTH1_63740.1, SMTH1_63750.1	FGIG_00367
OG0004979	SMTH1_61470.1, SMTH1_61460.1	FGIG_07059, FGIG_00438
OG0004980	SMTH1_33570.1	FGIG_00456, FGIG_10151
OG0004981	SMTH1_68560.1, SMTH1_68560.3, SMTH1_68560.4, SMTH1_68560.2	FGIG_09766, FGIG_00470
OG0004982	SMTH1_95060.1	FGIG_00482
OG0004983	SMTH1_92080.1	FGIG_00493
OG0004984	SMTH1_34920.1	FGIG_00560
OG0004985	SMTH1_84950.1, SMTH1_84950.2	FGIG_00565
OG0004986	SMTH1_33440.1	FGIG_00597
OG0004987	SMTH1_50450.1, SMTH1_50450.2, SMTH1_50450.3	FGIG_00606
OG0004988	SMTH1_4770.1	FGIG_00610
OG0004989	SMTH1_77490.1, SMTH1_77490.2	FGIG_00659
OG0004990	SMTH1_21110.1, SMTH1_21110.2	FGIG_00696, FGIG_00697
OG0004991	SMTH1_5890.1, SMTH1_5890.2, SMTH1_5890.3	FGIG_00720, FGIG_00719
OG0004992	SMTH1_93180.1	FGIG_00802
OG0004993	SMTH1_49090.1, SMTH1_49090.2	FGIG_00852
OG0004994	SMTH1_53440.1	FGIG_00901
OG0004995	SMTH1_44820.1	FGIG_00955
OG0004996	SMTH1_72680.1	FGIG_00971
OG0004997	SMTH1_91190.1, SMTH1_91180.1, SMTH1_91180.2	FGIG_00997
OG0004998	SMTH1_5470.1, SMTH1_5480.1	FGIG_01011
OG0004999	SMTH1_100310.1	FGIG_01012
OG0005000	SMTH1_62120.1	FGIG_01027
OG0005001	SMTH1_92830.1	FGIG_01147
OG0005002	SMTH1_4690.1, SMTH1_4690.2	FGIG_01221
OG0005003	SMTH1_29170.1	FGIG_01247
OG0005004	SMTH1_68450.1, SMTH1_68430.1, SMTH1_68440.1	FGIG_01278
OG0005005	SMTH1_42550.1	FGIG_01287
OG0005006	SMTH1_69340.1, SMTH1_69350.1	FGIG_01329
OG0005007	SMTH1_44290.1	FGIG_10606, FGIG_01335, FGIG_04855
OG0005008	SMTH1_97790.1	FGIG_01339
OG0005009	SMTH1_38120.1	FGIG_01343, FGIG_01342
OG0005010	SMTH1_32420.1, SMTH1_32410.1	FGIG_01435
OG0005011	SMTH1_31400.1	FGIG_01488
OG0005012	SMTH1_27150.1	FGIG_01539
OG0005013	SMTH1_40800.1	FGIG_08334
OG0005014	SMTH1_91270.1	FGIG_01650
OG0005015	SMTH1_40240.1	FGIG_01688
OG0005016	SMTH1_64930.1	FGIG_01702
OG0005017	SMTH1_105150.1	FGIG_01713
OG0005018	SMTH1_27510.1	FGIG_01767
OG0005019	SMTH1_95700.1	FGIG_01787, FGIG_10767
OG0005020	SMTH1_50060.1	FGIG_01795, FGIG_01796
OG0005021	SMTH1_54700.1, SMTH1_54700.2	FGIG_01824
OG0005022	SMTH1_27690.1	FGIG_01913
OG0005023	SMTH1_95530.1	FGIG_01923
OG0005024	SMTH1_16490.1	FGIG_01946, FGIG_02990, FGIG_12030
OG0005025	SMTH1_14690.1, SMTH1_14680.1	FGIG_02004
OG0005026	SMTH1_70510.1	FGIG_10874, FGIG_02039
OG0005027	SMTH1_34980.1	FGIG_02091
OG0005028	SMTH1_98710.1, SMTH1_98720.1	FGIG_02110
OG0005029	SMTH1_95040.1	FGIG_02116
OG0005030	SMTH1_26970.1	FGIG_02120
OG0005031	SMTH1_31520.1	FGIG_02138
OG0005032	SMTH1_26860.1	FGIG_02178, FGIG_02179
OG0005033	SMTH1_20700.3, SMTH1_20700.1, SMTH1_20700.2	FGIG_02262
OG0005035	SMTH1_64880.1	FGIG_02426
OG0005036	SMTH1_67290.1, SMTH1_67290.2	FGIG_02486
OG0005037	SMTH1_37790.2, SMTH1_37790.1	FGIG_02510
OG0005038	SMTH1_58390.1	FGIG_02598
OG0005039	SMTH1_65210.1, SMTH1_65210.3, SMTH1_65210.2	FGIG_02601
OG0005040	SMTH1_60730.1	FGIG_02655
OG0005041	SMTH1_64110.1	FGIG_02678
OG0005042	SMTH1_36180.1	FGIG_02681
OG0005043	SMTH1_70650.1, SMTH1_70650.2	FGIG_02728
OG0005044	SMTH1_94420.1, SMTH1_94420.2, SMTH1_32390.1	FGIG_02745
OG0005045	SMTH1_44200.1	FGIG_02769
OG0005046	SMTH1_62970.1, SMTH1_62970.2	FGIG_02805, FGIG_02804
OG0005047	SMTH1_107030.1	FGIG_02952
OG0005048	SMTH1_380.1	FGIG_02956
OG0005049	SMTH1_95470.1	FGIG_02961
OG0005050	SMTH1_15970.1	FGIG_02984
OG0005051	SMTH1_10410.1	FGIG_02995
OG0005052	SMTH1_99960.1, SMTH1_99960.2, SMTH1_99960.3	FGIG_10455, FGIG_10456, FGIG_03029
OG0005053	SMTH1_39090.1	FGIG_03064
OG0005054	SMTH1_103390.1	FGIG_03154
OG0005055	SMTH1_2450.3, SMTH1_2450.4, SMTH1_2450.1, SMTH1_2450.2	FGIG_03159
OG0005056	SMTH1_31830.1	FGIG_03192
OG0005057	SMTH1_107760.1, SMTH1_107760.2, SMTH1_107760.3, SMTH1_46360.1	FGIG_03239
OG0005058	SMTH1_58510.1	FGIG_03292
OG0005059	SMTH1_17620.1	FGIG_03427
OG0005060	SMTH1_35790.1	FGIG_03468
OG0005061	SMTH1_102670.1, SMTH1_102670.2	FGIG_03500
OG0005062	SMTH1_33920.1	FGIG_03541
OG0005063	SMTH1_48180.1, SMTH1_48180.2, SMTH1_48180.3	FGIG_03542
OG0005064	SMTH1_90200.1, SMTH1_90200.2	FGIG_03568
OG0005065	SMTH1_13630.1	FGIG_03623
OG0005067	SMTH1_40130.1	FGIG_03699, FGIG_03700, FGIG_09210
OG0005068	SMTH1_79210.1, SMTH1_79200.1	FGIG_03721
OG0005069	SMTH1_33040.1	FGIG_11212, FGIG_03750
OG0005070	SMTH1_9230.1	FGIG_03752, FGIG_11887
OG0005071	SMTH1_27700.1	FGIG_03837, FGIG_12679
OG0005072	SMTH1_33340.1	FGIG_03859
OG0005073	SMTH1_3740.1	FGIG_03863, FGIG_03864
OG0005074	SMTH1_9980.1	FGIG_03866
OG0005076	SMTH1_37160.1	FGIG_03941
OG0005077	SMTH1_61710.1, SMTH1_61720.1	FGIG_04083
OG0005078	SMTH1_79030.1	FGIG_04114
OG0005080	SMTH1_9380.1, SMTH1_9390.1	FGIG_04360
OG0005082	SMTH1_37490.1	FGIG_04432
OG0005083	SMTH1_47750.1	FGIG_04470
OG0005084	SMTH1_105740.2, SMTH1_105740.1	FGIG_04475
OG0005085	SMTH1_13700.1	FGIG_04508
OG0005086	SMTH1_76410.1, SMTH1_76400.1	FGIG_04525
OG0005087	SMTH1_82300.1, SMTH1_82300.2	FGIG_04543
OG0005088	SMTH1_8070.4, SMTH1_8070.2, SMTH1_8070.1, SMTH1_8070.3	FGIG_04592, FGIG_12099
OG0005089	SMTH1_83530.1	FGIG_04622
OG0005090	SMTH1_72150.1	FGIG_04738
OG0005091	SMTH1_14440.2, SMTH1_14440.1	FGIG_04748
OG0005092	SMTH1_27790.1, SMTH1_27780.1	FGIG_05102
OG0005093	SMTH1_42280.1, SMTH1_42280.2	FGIG_05165
OG0005094	SMTH1_84500.1	FGIG_05192
OG0005095	SMTH1_4500.1, SMTH1_4500.2	FGIG_05218
OG0005097	SMTH1_104940.1, SMTH1_104940.2	FGIG_05394
OG0005098	SMTH1_61800.1	FGIG_05407
OG0005099	SMTH1_101250.1, SMTH1_101250.2	FGIG_05418
OG0005100	SMTH1_102320.1	FGIG_05436
OG0005101	SMTH1_57320.1	FGIG_05442
OG0005102	SMTH1_67490.1, SMTH1_67490.2	FGIG_06608, FGIG_05461
OG0005103	SMTH1_83190.2, SMTH1_83190.1	FGIG_05481
OG0005104	SMTH1_51600.1, SMTH1_51600.2	FGIG_05527
OG0005105	SMTH1_84620.1	FGIG_05571
OG0005106	SMTH1_58230.1	FGIG_05650, FGIG_05651
OG0005107	SMTH1_34410.1	FGIG_05723
OG0005108	SMTH1_94140.1	FGIG_05736
OG0005109	SMTH1_91870.1, SMTH1_91870.2, SMTH1_92030.1	FGIG_05847
OG0005110	SMTH1_21410.1, SMTH1_21410.2	FGIG_05855
OG0005111	SMTH1_59970.1	FGIG_05923
OG0005112	SMTH1_1320.1	FGIG_11999, FGIG_06100, FGIG_06099
OG0005113	SMTH1_79300.1, SMTH1_79300.2	FGIG_06133
OG0005114	SMTH1_9810.1	FGIG_06137
OG0005115	SMTH1_67880.1	FGIG_06183
OG0005116	SMTH1_48540.1, SMTH1_48520.1, SMTH1_48530.1	FGIG_06240
OG0005117	SMTH1_930.1, SMTH1_920.1	FGIG_06254
OG0005118	SMTH1_101600.1	FGIG_06291
OG0005119	SMTH1_75430.1, SMTH1_75440.1, SMTH1_75450.1	FGIG_06391
OG0005121	SMTH1_80860.1, SMTH1_80860.2	FGIG_06552
OG0005122	SMTH1_102340.1	FGIG_06599
OG0005123	SMTH1_76000.1, SMTH1_76010.1	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632
OG0005124	SMTH1_1530.1, SMTH1_1520.1	FGIG_06642
OG0005125	SMTH1_2140.1	FGIG_06673
OG0005126	SMTH1_65720.1	FGIG_06690
OG0005127	SMTH1_37070.1, SMTH1_37070.2	FGIG_06723
OG0005128	SMTH1_64710.1	FGIG_06807
OG0005130	SMTH1_24290.1, SMTH1_24280.1	FGIG_06871
OG0005131	SMTH1_53720.1	FGIG_06939
OG0005132	SMTH1_18810.1	FGIG_07027
OG0005133	SMTH1_61080.1	FGIG_07058
OG0005134	SMTH1_56860.1	FGIG_07168
OG0005135	SMTH1_48000.1	FGIG_07186
OG0005136	SMTH1_85530.1	FGIG_07193
OG0005137	SMTH1_89570.1	FGIG_07201
OG0005138	SMTH1_19620.1	FGIG_07240
OG0005139	SMTH1_36210.1	FGIG_07267, FGIG_07268
OG0005140	SMTH1_28190.3, SMTH1_28190.2, SMTH1_28190.1	FGIG_07312
OG0005141	SMTH1_105250.1	FGIG_07354
OG0005142	SMTH1_54980.1	FGIG_07469
OG0005143	SMTH1_37440.1, SMTH1_37440.2	FGIG_07474
OG0005144	SMTH1_82430.1	FGIG_12277, FGIG_07548
OG0005145	SMTH1_5390.1, SMTH1_5400.1	FGIG_07554
OG0005146	SMTH1_21430.1	FGIG_07613
OG0005147	SMTH1_56900.1	FGIG_07621, FGIG_07620
OG0005148	SMTH1_60310.1	FGIG_07670
OG0005149	SMTH1_11040.1	FGIG_07691
OG0005150	SMTH1_35650.1	FGIG_07731
OG0005151	SMTH1_89820.1	FGIG_07758
OG0005152	SMTH1_8970.1	FGIG_07776, FGIG_07775
OG0005153	SMTH1_98150.1	FGIG_07817
OG0005154	SMTH1_62070.1	FGIG_11435, FGIG_07847
OG0005155	SMTH1_6720.1	FGIG_07891
OG0005156	SMTH1_80100.1	FGIG_07911
OG0005157	SMTH1_100.1, SMTH1_100.2	FGIG_08585, FGIG_07936
OG0005158	SMTH1_96000.1, SMTH1_96030.2, SMTH1_96030.1	FGIG_08022
OG0005159	SMTH1_48490.1	FGIG_11578, FGIG_08074
OG0005160	SMTH1_47080.1	FGIG_08166
OG0005161	SMTH1_32940.1	FGIG_08168, FGIG_12697
OG0005162	SMTH1_7620.1	FGIG_08268
OG0005163	SMTH1_86580.1	FGIG_08272
OG0005164	SMTH1_26460.1	FGIG_09665, FGIG_08306
OG0005165	SMTH1_103500.1, SMTH1_103500.2, SMTH1_103500.3	FGIG_08400
OG0005166	SMTH1_54140.1, SMTH1_54130.1	FGIG_08492
OG0005167	SMTH1_89340.1	FGIG_08497
OG0005168	SMTH1_54920.1, SMTH1_54920.2	FGIG_08651
OG0005169	SMTH1_49480.1	FGIG_08744
OG0005170	SMTH1_48770.1, SMTH1_48760.1	FGIG_11368, FGIG_08783
OG0005171	SMTH1_6070.1	FGIG_08798
OG0005172	SMTH1_57670.2, SMTH1_57670.3, SMTH1_57670.1	FGIG_08821
OG0005173	SMTH1_104100.1, SMTH1_104100.2	FGIG_08857
OG0005174	SMTH1_95790.1	FGIG_08966
OG0005175	SMTH1_106380.1	FGIG_09039
OG0005176	SMTH1_48400.1	FGIG_09061
OG0005177	SMTH1_86800.1	FGIG_09108
OG0005178	SMTH1_74130.1, SMTH1_74130.2	FGIG_09192, FGIG_09191
OG0005179	SMTH1_92460.1	FGIG_09213
OG0005180	SMTH1_23390.1	FGIG_09227
OG0005181	SMTH1_91500.1	FGIG_09281
OG0005182	SMTH1_76990.1	FGIG_09456
OG0005183	SMTH1_64810.1, SMTH1_64820.1	FGIG_09467
OG0005184	SMTH1_66910.1	FGIG_09468
OG0005185	SMTH1_79640.1	FGIG_09496
OG0005186	SMTH1_71190.1, SMTH1_71190.2	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706
OG0005187	SMTH1_1250.1	FGIG_09595
OG0005188	SMTH1_96290.1	FGIG_12216, FGIG_09597
OG0005189	SMTH1_32150.1	FGIG_09638
OG0005190	SMTH1_82310.1, SMTH1_82310.2	FGIG_09742
OG0005192	SMTH1_86080.1	FGIG_09777
OG0005193	SMTH1_89710.1	FGIG_09782
OG0005194	SMTH1_86840.1	FGIG_09800
OG0005195	SMTH1_40280.1	FGIG_09810
OG0005196	SMTH1_64490.1	FGIG_09826
OG0005197	SMTH1_16080.1, SMTH1_16080.2, SMTH1_16080.3	FGIG_09862
OG0005198	SMTH1_52070.1, SMTH1_52060.1	FGIG_09872
OG0005199	SMTH1_96280.1	FGIG_09906
OG0005200	SMTH1_56400.3, SMTH1_56400.1, SMTH1_56400.2	FGIG_10030
OG0005201	SMTH1_91830.1	FGIG_10036
OG0005202	SMTH1_27740.1	FGIG_10038
OG0005203	SMTH1_45290.1, SMTH1_45290.2	FGIG_10227
OG0005204	SMTH1_18100.1	FGIG_10241
OG0005205	SMTH1_4290.1	FGIG_10253
OG0005206	SMTH1_58320.1, SMTH1_58320.2	FGIG_10396
OG0005207	SMTH1_91690.1	FGIG_10400, FGIG_10399
OG0005208	SMTH1_60970.1, SMTH1_60970.2	FGIG_10528
OG0005209	SMTH1_76980.1, SMTH1_76980.2	FGIG_10592
OG0005210	SMTH1_19430.1	FGIG_10629
OG0005211	SMTH1_60830.1	FGIG_10634
OG0005212	SMTH1_9650.1	FGIG_10718
OG0005213	SMTH1_92400.1	FGIG_10888
OG0005214	SMTH1_7720.1	FGIG_10916
OG0005215	SMTH1_83370.1	FGIG_10968
OG0005216	SMTH1_2530.1	FGIG_10974
OG0005217	SMTH1_85360.1, SMTH1_85360.2	FGIG_11015
OG0005218	SMTH1_98370.1	FGIG_11218
OG0005219	SMTH1_9940.1	FGIG_11259
OG0005220	SMTH1_5340.1	FGIG_11291
OG0005221	SMTH1_43350.1	FGIG_11501
OG0005222	SMTH1_310.1	FGIG_12378
OG0005223	SMTH1_80640.1	FGIG_11994
OG0005224	SMTH1_75420.1	FGIG_12011
OG0005225	SMTH1_32540.1, SMTH1_32540.2	FGIG_12077
OG0005226	SMTH1_27750.1	FGIG_12244
OG0005227	SMTH1_8500.1	FGIG_12279
OG0005228	SMTH1_75470.3, SMTH1_75470.2, SMTH1_75470.1	FGIG_12293
OG0005229	SMTH1_1040.1	FGIG_12298
OG0005230	SMTH1_53360.1	FGIG_12539, FGIG_12624
OG0005231	SMTH1_48960.1	FGIG_12610
OG0005283	SMTH1_97480.1	FGIG_09478, FGIG_00041
OG0005284	SMTH1_83220.2, SMTH1_83220.1	FGIG_00159
OG0005285	SMTH1_34850.1, SMTH1_34860.1, SMTH1_34870.1	FGIG_00202
OG0005286	SMTH1_32820.1	FGIG_00208
OG0005287	SMTH1_12820.1, SMTH1_12820.2, SMTH1_12820.3, SMTH1_12820.4	FGIG_00252
OG0005288	SMTH1_55970.2, SMTH1_55970.1	FGIG_00294
OG0005289	SMTH1_53520.1	FGIG_00316
OG0005290	SMTH1_46790.1	FGIG_00364
OG0005291	SMTH1_46340.1, SMTH1_46340.2	FGIG_00509
OG0005292	SMTH1_49650.1	FGIG_00618
OG0005293	SMTH1_66790.1	FGIG_00650
OG0005294	SMTH1_62630.1, SMTH1_62630.2	FGIG_08011, FGIG_00653
OG0005295	SMTH1_63280.1	FGIG_00654
OG0005296	SMTH1_49680.1, SMTH1_49680.2	FGIG_00657
OG0005297	SMTH1_91810.3, SMTH1_91810.1, SMTH1_91810.2	FGIG_09310, FGIG_00702
OG0005298	SMTH1_47140.1, SMTH1_47150.1	FGIG_00741, FGIG_04087
OG0005299	SMTH1_88660.1	FGIG_00794
OG0005300	SMTH1_98950.1	FGIG_00809
OG0005301	SMTH1_79090.1	FGIG_04188, FGIG_00814
OG0005302	SMTH1_21530.1	FGIG_00877
OG0005303	SMTH1_61790.1, SMTH1_61790.2	FGIG_00881
OG0005304	SMTH1_98240.1	FGIG_00893
OG0005305	SMTH1_40750.1, SMTH1_40750.3, SMTH1_40750.2	FGIG_00914
OG0005306	SMTH1_19610.3, SMTH1_19610.1, SMTH1_19610.2, SMTH1_19610.4	FGIG_00952
OG0005307	SMTH1_43590.1, SMTH1_43590.2	FGIG_01010
OG0005309	SMTH1_27410.1, SMTH1_27420.1	FGIG_01041
OG0005310	SMTH1_1310.1	FGIG_01044
OG0005312	SMTH1_34340.2, SMTH1_34340.1	FGIG_01160
OG0005313	SMTH1_26110.1	FGIG_01176
OG0005314	SMTH1_22620.1	FGIG_01220, FGIG_06193
OG0005315	SMTH1_63960.1, SMTH1_63960.2, SMTH1_63980.1	FGIG_01226
OG0005316	SMTH1_91710.1, SMTH1_91710.2, SMTH1_91710.3	FGIG_01227
OG0005317	SMTH1_66280.2, SMTH1_66280.1	FGIG_01277
OG0005318	SMTH1_32450.1	FGIG_01313
OG0005319	SMTH1_69600.1, SMTH1_69600.2	FGIG_01401
OG0005321	SMTH1_80060.1	FGIG_01441, FGIG_01442
OG0005322	SMTH1_97990.2, SMTH1_97990.1	FGIG_01460
OG0005323	SMTH1_31420.1	FGIG_01486
OG0005324	SMTH1_43900.1	FGIG_01507
OG0005325	SMTH1_34830.1	FGIG_01534
OG0005326	SMTH1_8710.1	FGIG_11914, FGIG_01562
OG0005327	SMTH1_20600.1	FGIG_01574
OG0005328	SMTH1_69070.1, SMTH1_69060.1	FGIG_01728
OG0005329	SMTH1_18170.1, SMTH1_18160.1	FGIG_01789
OG0005330	SMTH1_90350.1	FGIG_01858, FGIG_01859
OG0005331	SMTH1_98630.1	FGIG_01887, FGIG_01886
OG0005332	SMTH1_99820.1	FGIG_01889, FGIG_01888
OG0005333	SMTH1_24860.1	FGIG_01928
OG0005334	SMTH1_16500.1	FGIG_01945
OG0005335	SMTH1_86310.1	FGIG_02040
OG0005336	SMTH1_14120.1	FGIG_02077
OG0005337	SMTH1_26990.1, SMTH1_27010.1	FGIG_02122
OG0005338	SMTH1_54800.1	FGIG_02143, FGIG_02144
OG0005339	SMTH1_62650.1	FGIG_02176
OG0005340	SMTH1_100820.1	FGIG_05883, FGIG_02245, FGIG_02244
OG0005341	SMTH1_16840.1	FGIG_02285
OG0005342	SMTH1_105650.1, SMTH1_105650.2, SMTH1_105650.3	FGIG_02303, FGIG_04157
OG0005343	SMTH1_87200.1, SMTH1_87190.1	FGIG_02324
OG0005344	SMTH1_86520.1, SMTH1_86510.1	FGIG_02397
OG0005345	SMTH1_42820.1	FGIG_02410
OG0005346	SMTH1_11630.1, SMTH1_11620.1	FGIG_02447
