Orthogroup	schistosoma_mattheei	s.mekongi
OG0006502	SMTH1_77280.1, SMTH1_77280.3, SMTH1_77280.2	KAK4470086.1
OG0006503	SMTH1_89420.1	KAK4470063.1
OG0006504	SMTH1_90670.1	KAK4468323.1
OG0006505	SMTH1_92200.2, SMTH1_92200.1	KAK4468219.1
OG0006506	SMTH1_74090.1	KAK4471373.1
OG0006507	SMTH1_68850.1	KAK4471791.1
OG0006508	SMTH1_73480.1	KAK4471339.1
OG0006509	SMTH1_104290.1, SMTH1_104290.2	KAK4467613.1
OG0006510	SMTH1_29610.2, SMTH1_29610.1	KAK4472959.1
OG0006512	SMTH1_38400.1	KAK4474185.1
OG0006513	SMTH1_41060.1, SMTH1_41060.2	KAK4473878.1
OG0006514	SMTH1_91650.1	KAK4468264.1
OG0006515	SMTH1_47490.1	KAK4473499.1
OG0006516	SMTH1_34100.1, SMTH1_34090.1	KAK4472721.1
OG0006517	SMTH1_105750.1	KAK4467678.1
OG0006518	SMTH1_106540.1, SMTH1_106520.1, SMTH1_106530.1	KAK4467631.1
OG0006519	SMTH1_103750.1, SMTH1_103760.1	KAK4467751.1
OG0006520	SMTH1_104990.1, SMTH1_104990.2	KAK4467769.1
OG0006521	SMTH1_97590.1, SMTH1_97590.2	KAK4468769.1
OG0006523	SMTH1_85670.1	KAK4470020.1
OG0006524	SMTH1_80810.1, SMTH1_80810.2	KAK4470269.1
OG0006525	SMTH1_71000.1	KAK4471305.1
OG0006526	SMTH1_37010.2, SMTH1_37010.1, SMTH1_37030.1	KAK4472352.1
OG0006527	SMTH1_46040.1	KAK4473178.1
OG0006528	SMTH1_49710.1	KAK4474088.1
OG0006529	SMTH1_20360.1	KAK4475187.1
OG0006543	SMTH1_92260.1	KAK4468211.1
OG0006544	SMTH1_106160.1	KAK4467807.1
OG0006545	SMTH1_79900.1, SMTH1_79880.1, SMTH1_79910.1, SMTH1_79890.1	KAK4470178.1
OG0006546	SMTH1_100190.1	KAK4468512.1
OG0006547	SMTH1_53530.1	KAK4469598.1
OG0006548	SMTH1_103320.1	KAK4467908.1
OG0006549	SMTH1_76520.1	KAK4471500.1
OG0006550	SMTH1_62110.1	KAK4469039.1
OG0006551	SMTH1_83170.1	KAK4470378.1
OG0006552	SMTH1_16680.1	KAK4475279.1
OG0006553	SMTH1_85990.1	KAK4470398.1
OG0006554	SMTH1_48820.1	KAK4472794.1
OG0006555	SMTH1_102620.1, SMTH1_102630.1	KAK4468911.1
OG0006556	SMTH1_60090.1, SMTH1_60090.2	KAK4469177.1
OG0006557	SMTH1_67740.1	KAK4471922.1
OG0006558	SMTH1_78970.1, SMTH1_78960.1, SMTH1_78950.1	KAK4470112.1
OG0006559	SMTH1_5950.1	KAK4475866.1
OG0006560	SMTH1_29530.1	KAK4472953.1
OG0006561	SMTH1_74520.1	KAK4471614.1
OG0006562	SMTH1_15100.1, SMTH1_15110.1	KAK4474744.1
OG0006563	SMTH1_96800.1, SMTH1_96800.2	KAK4468787.1
OG0006564	SMTH1_43330.2, SMTH1_43330.1	KAK4473768.1
OG0006565	SMTH1_18460.1	KAK4474293.1
OG0006566	SMTH1_32460.1	KAK4472769.1
OG0006567	SMTH1_33460.1	KAK4472484.1
OG0006568	SMTH1_22970.1	KAK4475339.1
OG0006569	SMTH1_32440.1	KAK4472758.1
OG0006570	SMTH1_61660.1	KAK4469798.1
OG0006571	SMTH1_68740.1	KAK4471797.1
OG0006572	SMTH1_51720.1, SMTH1_51710.1	KAK4469197.1
OG0006573	SMTH1_2410.1	KAK4475111.1
OG0006574	SMTH1_73990.1, SMTH1_74000.1	KAK4471650.1
OG0006575	SMTH1_64120.1	KAK4471137.1
OG0006576	SMTH1_64260.1	KAK4471148.1
OG0006578	SMTH1_53390.1	KAK4469612.1
OG0006580	SMTH1_85250.1	KAK4470733.1
OG0006581	SMTH1_29520.1	KAK4472952.1
OG0006582	SMTH1_33990.1	KAK4472729.1
OG0006583	SMTH1_96260.1	KAK4468816.1, KAK4468815.1
OG0006584	SMTH1_2950.1	KAK4467409.1
OG0006585	SMTH1_19970.2, SMTH1_19970.1	KAK4475223.1
OG0006586	SMTH1_41550.1	KAK4473865.1
OG0006588	SMTH1_15450.1	KAK4474525.1
OG0006589	SMTH1_23710.1	KAK4475399.1
OG0006590	SMTH1_23690.1	KAK4475398.1
OG0006591	SMTH1_80520.1, SMTH1_80520.2	KAK4470251.1
OG0006592	SMTH1_93700.1	KAK4468126.1
OG0006593	SMTH1_78550.1	KAK4470588.1
OG0006595	SMTH1_59610.1	KAK4469351.1
OG0006596	SMTH1_87660.1	KAK4470883.1
OG0006597	SMTH1_86370.1	KAK4470766.1
OG0006598	SMTH1_104230.1	KAK4467587.1
OG0006599	SMTH1_25990.1	KAK4473325.1
OG0006601	SMTH1_57730.1	KAK4469924.1
OG0006602	SMTH1_27910.1, SMTH1_27910.2, SMTH1_27900.1	KAK4473223.1
OG0006603	SMTH1_102870.1	KAK4467918.1
OG0006604	SMTH1_62020.1	KAK4469031.1
OG0006606	SMTH1_81290.1	KAK4470316.1
OG0006607	SMTH1_29070.1	KAK4472881.1
OG0006608	SMTH1_23030.1	KAK4475347.1
OG0006609	SMTH1_95420.1	KAK4468893.1
OG0006610	SMTH1_91120.1, SMTH1_107770.1	KAK4468019.1
OG0006613	SMTH1_62380.1	KAK4469943.1
OG0006615	SMTH1_37930.1	KAK4472256.1
OG0006617	SMTH1_77330.1	KAK4470089.1
OG0006618	SMTH1_41180.1	KAK4473831.1
OG0006619	SMTH1_26790.1	KAK4473072.1
OG0006620	SMTH1_2560.1	KAK4475270.1
OG0006621	SMTH1_102480.1, SMTH1_102480.2	KAK4468854.1
OG0006622	SMTH1_18180.1, SMTH1_18190.1	KAK4474817.1
OG0006623	SMTH1_73610.1	KAK4471350.1
OG0006624	SMTH1_38470.1	KAK4474178.1
OG0006625	SMTH1_68640.1	KAK4471810.1
OG0006627	SMTH1_62700.1	KAK4469737.1
OG0006628	SMTH1_102540.1	KAK4468803.1
OG0006629	SMTH1_84110.1	KAK4470530.1
OG0006630	SMTH1_90170.1	KAK4468002.1
OG0006631	SMTH1_57280.1, SMTH1_57300.1, SMTH1_57290.1	KAK4469135.1
OG0006632	SMTH1_43530.1	KAK4473755.1
OG0006633	SMTH1_77400.1	KAK4470143.1
OG0006634	SMTH1_45670.1	KAK4473597.1
OG0006635	SMTH1_8060.1, SMTH1_8060.2	KAK4476030.1
OG0006637	SMTH1_48220.1	KAK4473550.1
OG0006638	SMTH1_8020.1	KAK4476034.1
OG0006639	SMTH1_89080.1	KAK4471004.1
OG0006640	SMTH1_10240.1	KAK4476205.1
OG0006641	SMTH1_84540.1, SMTH1_84540.2	KAK4470492.1
OG0006642	SMTH1_71730.1	KAK4471943.1
OG0006643	SMTH1_64740.1, SMTH1_64720.1	KAK4471115.1, KAK4471114.1
OG0006644	SMTH1_27270.1	KAK4473161.1
OG0006645	SMTH1_67830.1	KAK4471930.1
OG0006646	SMTH1_57570.1	KAK4469158.1
OG0006647	SMTH1_73590.1	KAK4471348.1
OG0006648	SMTH1_73530.1, SMTH1_73540.1	KAK4471343.1
OG0006650	SMTH1_52920.1, SMTH1_52920.2	KAK4469119.1
OG0006651	SMTH1_14060.1	KAK4467532.1, KAK4474645.1
OG0006652	SMTH1_26510.1	KAK4473282.1
OG0006653	SMTH1_71590.1	KAK4471815.1
OG0006654	SMTH1_73570.1	KAK4471345.1
OG0006655	SMTH1_38070.1	KAK4472543.1
OG0006656	SMTH1_38060.1	KAK4472542.1
OG0006657	SMTH1_28060.1	KAK4473236.1
OG0006658	SMTH1_86020.1, SMTH1_86020.2	KAK4470396.1
OG0006659	SMTH1_38920.1	KAK4474143.1
OG0006660	SMTH1_94510.1, SMTH1_94520.1	KAK4468071.1
OG0006661	SMTH1_80840.1	KAK4470271.1
OG0006663	SMTH1_46780.1	KAK4473432.1
OG0006664	SMTH1_56920.1	KAK4469669.1
OG0006665	SMTH1_40450.1	KAK4473999.1
OG0006666	SMTH1_1580.1	KAK4474502.1
OG0006667	SMTH1_7900.1	KAK4476045.1
OG0006668	SMTH1_27250.1, SMTH1_27260.1	KAK4473160.1
OG0006669	SMTH1_15810.1	KAK4474398.1
OG0006670	SMTH1_78940.1	KAK4470109.1
OG0006671	SMTH1_87830.1	KAK4470900.1
OG0006672	SMTH1_19860.1	KAK4474968.1
OG0006673	SMTH1_22300.1	KAK4475015.1
OG0006674	SMTH1_89000.1, SMTH1_89000.2	KAK4470998.1
OG0006675	SMTH1_24880.1	KAK4475510.1
OG0006676	SMTH1_82700.1	KAK4470487.1
OG0006677	SMTH1_25310.1	KAK4473374.1
OG0006678	SMTH1_52320.1	KAK4469072.1
OG0006679	SMTH1_35870.1, SMTH1_35870.3, SMTH1_35870.2	KAK4474019.1, KAK4474208.1
OG0006680	SMTH1_13390.1	KAK4474433.1
OG0006681	SMTH1_67680.1	KAK4471915.1
OG0006682	SMTH1_93290.1	KAK4468175.1
OG0006684	SMTH1_20180.1	KAK4475209.1
OG0006685	SMTH1_37540.1	KAK4472297.1
OG0006686	SMTH1_59470.1, SMTH1_59470.2	KAK4469338.1
OG0006687	SMTH1_98490.1	KAK4468588.1
OG0006688	SMTH1_65510.1	KAK4472069.1
OG0006690	SMTH1_67690.1	KAK4471916.1
OG0006691	SMTH1_85280.2, SMTH1_85280.1	KAK4470738.1
OG0006692	SMTH1_5080.1	KAK4475728.1
OG0006693	SMTH1_26000.1	KAK4473324.1
OG0006694	SMTH1_86780.1	KAK4470805.1
OG0006695	SMTH1_70820.1, SMTH1_70810.1	KAK4471316.1
OG0006696	SMTH1_96430.1	KAK4468833.1
OG0006697	SMTH1_34070.1	KAK4472723.1
OG0006698	SMTH1_46640.1	KAK4473417.1
OG0006699	SMTH1_79100.1	KAK4470102.1
OG0006700	SMTH1_44140.1	KAK4473710.1
OG0006701	SMTH1_55320.1	KAK4469241.1
OG0006702	SMTH1_101020.1	KAK4468412.1
OG0006704	SMTH1_39150.1	KAK4474126.1
OG0006705	SMTH1_63080.1	KAK4469787.1
OG0006706	SMTH1_45640.1	KAK4473601.1
OG0006707	SMTH1_33800.1	KAK4472405.1
OG0006709	SMTH1_21870.1	KAK4475044.1
OG0006710	SMTH1_91910.1	KAK4468241.1
OG0006711	SMTH1_72060.1, SMTH1_72060.2	KAK4471190.1
OG0006712	SMTH1_93520.1	KAK4468188.1
OG0006713	SMTH1_36670.3, SMTH1_36670.1, SMTH1_36670.2	KAK4472381.1
OG0006714	SMTH1_25170.1	KAK4473388.1
OG0006715	SMTH1_48850.1	KAK4472760.1
OG0006716	SMTH1_50870.1, SMTH1_50870.2	KAK4469063.1
OG0006717	SMTH1_101140.1	KAK4468421.1
OG0006718	SMTH1_24990.1	KAK4475520.1
OG0006719	SMTH1_51480.1	KAK4469365.1
OG0006720	SMTH1_29680.1	KAK4472950.1
OG0006721	SMTH1_14260.1	KAK4474667.1
OG0006722	SMTH1_31680.1, SMTH1_31680.2	KAK4472831.1
OG0006723	SMTH1_50880.1, SMTH1_50880.2, SMTH1_50880.3	KAK4469083.1
OG0006724	SMTH1_3870.1	KAK4475619.1
OG0006725	SMTH1_69360.1	KAK4471730.1
OG0006726	SMTH1_69860.1	KAK4471676.1
OG0006727	SMTH1_89210.1, SMTH1_89210.2	KAK4471017.1
OG0006728	SMTH1_105340.1, SMTH1_105350.1	KAK4467640.1
OG0006729	SMTH1_105950.1	KAK4467785.1
OG0006730	SMTH1_35190.1	KAK4472623.1
OG0006731	SMTH1_96960.1	KAK4468723.1
OG0006732	SMTH1_71530.1	KAK4471486.1
OG0006733	SMTH1_11440.1	KAK4476305.1
OG0006734	SMTH1_101930.1	KAK4468487.1
OG0006735	SMTH1_70450.1, SMTH1_70460.1	KAK4471420.1
OG0006736	SMTH1_81740.1	KAK4470595.1
OG0006737	SMTH1_2760.1	KAK4475462.1
OG0006738	SMTH1_50500.1	KAK4473410.1
OG0006739	SMTH1_23400.1	KAK4475374.1
OG0006740	SMTH1_91390.1	KAK4468291.1
OG0006741	SMTH1_15240.1	KAK4475256.1
OG0006742	SMTH1_12420.1	KAK4474410.1
OG0006743	SMTH1_56090.1	KAK4469394.1
OG0006744	SMTH1_97070.1	KAK4468729.1
OG0006745	SMTH1_93580.1	KAK4468192.1
OG0006746	SMTH1_88300.1, SMTH1_88300.2, SMTH1_88290.1	KAK4470942.1
OG0006747	SMTH1_90720.1	KAK4468319.1
OG0006748	SMTH1_12360.1	KAK4474395.1
OG0006749	SMTH1_41420.1	KAK4473850.1
OG0006750	SMTH1_101860.1	KAK4468480.1
OG0006751	SMTH1_63330.1, SMTH1_63340.1	KAK4469773.1
OG0006752	SMTH1_14890.1	KAK4474718.1
OG0006753	SMTH1_76350.1	KAK4471655.1
OG0006754	SMTH1_55020.1, SMTH1_55030.1	KAK4469264.1
OG0006755	SMTH1_72990.1	KAK4471050.1
OG0006756	SMTH1_95880.1	KAK4468856.1
OG0006757	SMTH1_8470.1	KAK4476186.1
OG0006758	SMTH1_71100.1	KAK4471294.1
OG0006759	SMTH1_11910.1	KAK4476269.1
OG0006760	SMTH1_70870.1	KAK4471319.1
OG0006761	SMTH1_50830.1, SMTH1_50830.2	KAK4469686.1
OG0006762	SMTH1_104030.1, SMTH1_104030.2	KAK4467892.1
OG0006763	SMTH1_20450.1	KAK4475176.1
OG0006764	SMTH1_82410.1	KAK4470645.1
OG0006765	SMTH1_96440.1	KAK4468834.1
OG0006766	SMTH1_95670.1, SMTH1_95690.1	KAK4468867.1
OG0006767	SMTH1_95840.1	KAK4468858.1
OG0006768	SMTH1_8870.1	KAK4476089.1
OG0006769	SMTH1_82640.1	KAK4470667.1
OG0006771	SMTH1_9320.1, SMTH1_9320.2	KAK4476125.1
OG0006772	SMTH1_75650.1	KAK4471527.1
OG0006773	SMTH1_86040.1	KAK4470394.1
OG0006774	SMTH1_21380.1	KAK4475092.1
OG0006775	SMTH1_65940.1	KAK4472030.1
OG0006776	SMTH1_71920.1, SMTH1_71920.2	KAK4472090.1
OG0006777	SMTH1_19260.1	KAK4474915.1
OG0006778	SMTH1_23180.1	KAK4475360.1
OG0006779	SMTH1_55730.1	KAK4469205.1
OG0006780	SMTH1_92380.1	KAK4468199.1
OG0006782	SMTH1_76380.1	KAK4471624.1
OG0006783	SMTH1_18920.1	KAK4474886.1
OG0006784	SMTH1_4510.1	KAK4475676.1
OG0006785	SMTH1_88310.1	KAK4470943.1
OG0006786	SMTH1_23260.1	KAK4475363.1
OG0006787	SMTH1_37100.1	KAK4472341.1, KAK4472346.1
OG0006788	SMTH1_72510.1	KAK4471229.1
OG0006789	SMTH1_14840.1	KAK4467548.1, KAK4474721.1
OG0006790	SMTH1_102940.1	KAK4467939.1
OG0006792	SMTH1_26070.1	KAK4473318.1
OG0006795	SMTH1_15570.1	KAK4474517.1
OG0006797	SMTH1_1200.1	KAK4476217.1
OG0006798	SMTH1_55110.1	KAK4469257.1
OG0006799	SMTH1_46460.1, SMTH1_46460.2	KAK4473405.1
OG0006800	SMTH1_24230.1	KAK4475471.1
OG0006801	SMTH1_16860.1, SMTH1_16860.2, SMTH1_16870.1, SMTH1_16870.2	KAK4475296.1, KAK4475297.1
OG0006802	SMTH1_16910.1	KAK4475299.1
OG0006803	SMTH1_85460.1	KAK4470435.1
OG0006804	SMTH1_92450.1	KAK4468136.1
OG0006805	SMTH1_92120.1	KAK4468225.1
OG0006806	SMTH1_33230.1	KAK4472464.1
OG0006807	SMTH1_35800.1	KAK4472177.1
OG0006808	SMTH1_29940.1	KAK4472926.1
OG0006810	SMTH1_75100.1	KAK4471568.1
OG0006811	SMTH1_94680.1	KAK4468059.1
OG0006816	SMTH1_100560.1, SMTH1_100520.1	KAK4468426.1
OG0006817	SMTH1_29020.1	KAK4472889.1
OG0006818	SMTH1_26360.1, SMTH1_26360.2, SMTH1_26360.3, SMTH1_26360.4	KAK4473298.1
OG0006819	SMTH1_17270.1	KAK4475233.1
OG0006820	SMTH1_84240.2, SMTH1_84240.1	KAK4470517.1
OG0006821	SMTH1_40940.1	KAK4473826.1
OG0006822	SMTH1_5140.1	KAK4467520.1, KAK4475732.1
OG0006823	SMTH1_103670.1	KAK4467694.1
OG0006824	SMTH1_103420.1, SMTH1_103420.2	KAK4467731.1
OG0006825	SMTH1_94630.1	KAK4467961.1
OG0006826	SMTH1_94470.1, SMTH1_94470.2	KAK4468074.1
OG0006827	SMTH1_100970.1	KAK4468409.1
OG0006828	SMTH1_85200.1	KAK4470728.1, KAK4470729.1
OG0006829	SMTH1_72570.1, SMTH1_72550.1, SMTH1_72560.1	KAK4471232.1
OG0006830	SMTH1_69620.2, SMTH1_69620.1	KAK4471707.1
OG0006831	SMTH1_35240.1	KAK4472616.1
OG0006832	SMTH1_28640.3	KAK4472862.1
OG0006833	SMTH1_29860.1	KAK4472933.1
OG0006834	SMTH1_27020.1	KAK4473055.1
OG0006835	SMTH1_49820.1	KAK4474147.1
OG0006836	SMTH1_18720.1	KAK4474866.1
OG0006851	SMTH1_74160.1	KAK4471644.1
OG0006852	SMTH1_106150.1, SMTH1_106150.2	KAK4467806.1
OG0006853	SMTH1_17320.1, SMTH1_17320.2	KAK4475238.1
OG0006854	SMTH1_54670.1	KAK4469294.1
OG0006855	SMTH1_104710.1	KAK4467704.1
OG0006856	SMTH1_50010.1	KAK4472309.1
OG0006857	SMTH1_100210.1	KAK4468508.1
OG0006858	SMTH1_12810.1	KAK4474536.1
OG0006859	SMTH1_1640.1	KAK4474555.1
OG0006860	SMTH1_17590.1	KAK4474762.1
OG0006862	SMTH1_32250.1	KAK4472780.1
OG0006864	SMTH1_53510.1	KAK4469600.1
OG0006865	SMTH1_27670.1	KAK4473202.1
OG0006866	SMTH1_36590.1	KAK4472387.1
OG0006867	SMTH1_96590.1	KAK4468804.1
OG0006868	SMTH1_12020.1	KAK4476218.1
OG0006869	SMTH1_36970.1	KAK4472355.1
OG0006870	SMTH1_32860.1, SMTH1_32870.1	KAK4472426.1
OG0006871	SMTH1_96750.1	KAK4468791.1
OG0006872	SMTH1_53450.1	KAK4469605.1
OG0006873	SMTH1_7810.1	KAK4476052.1
OG0006874	SMTH1_19140.1, SMTH1_19130.1	KAK4474904.1
OG0006875	SMTH1_72780.1	KAK4471253.1
OG0006876	SMTH1_37120.1	KAK4472340.1
OG0006877	SMTH1_53760.1	KAK4469584.1
OG0006878	SMTH1_91430.1	KAK4468287.1
OG0006879	SMTH1_64990.1	KAK4471091.1
OG0006880	SMTH1_91050.1	KAK4468091.1
OG0006881	SMTH1_99690.1	KAK4468552.1
OG0006882	SMTH1_97760.1, SMTH1_97770.1	KAK4468706.1
OG0006883	SMTH1_29340.1	KAK4472975.1
OG0006884	SMTH1_80030.1	KAK4470188.1
OG0006887	SMTH1_28480.1	KAK4473277.1
OG0006888	SMTH1_41860.1	KAK4473901.1
OG0006889	SMTH1_98480.1	KAK4468586.1
OG0006890	SMTH1_101370.1	KAK4468439.1
OG0006891	SMTH1_55830.1	KAK4469196.1
OG0006892	SMTH1_70520.1	KAK4471424.1
OG0006893	SMTH1_31540.1	KAK4472905.1
OG0006894	SMTH1_105670.1	KAK4467667.1
OG0006895	SMTH1_37430.1	KAK4472307.1
OG0006897	SMTH1_44030.1	KAK4473720.1
OG0006899	SMTH1_34560.1	KAK4472678.1
OG0006900	SMTH1_104780.1	KAK4467697.1
OG0006902	SMTH1_170.1	KAK4475628.1
OG0006903	SMTH1_16420.1	KAK4474604.1
OG0006904	SMTH1_59360.2, SMTH1_59360.1	KAK4469546.1
OG0006905	SMTH1_106770.1, SMTH1_106770.2	KAK4467829.1
OG0006906	SMTH1_62470.1	KAK4469968.1, KAK4469967.1
OG0006907	SMTH1_61220.1	KAK4469840.1
OG0006908	SMTH1_50390.1	KAK4472877.1
OG0006909	SMTH1_10300.1	KAK4476197.1
OG0006910	SMTH1_64100.1, SMTH1_64090.1	KAK4471135.1
OG0006911	SMTH1_58980.1	KAK4469511.1
OG0006912	SMTH1_15490.1	KAK4474520.1
OG0006913	SMTH1_20880.1	KAK4475134.1
OG0006914	SMTH1_57620.1, SMTH1_57620.2	KAK4469168.1
OG0006915	SMTH1_35690.1	KAK4472572.1
OG0006916	SMTH1_103160.1	KAK4467921.1
OG0006918	SMTH1_35780.1	KAK4474200.1
OG0006920	SMTH1_29550.1	KAK4472955.1
OG0006921	SMTH1_68200.1	KAK4471963.1
OG0006922	SMTH1_14270.1	KAK4474668.1
OG0006923	SMTH1_104840.1	KAK4467689.1
OG0006924	SMTH1_88350.1	KAK4470947.1
OG0006925	SMTH1_56290.1	KAK4469414.1
OG0006926	SMTH1_57960.1	KAK4469718.1
OG0006927	SMTH1_59040.1, SMTH1_59030.1	KAK4469516.1
OG0006928	SMTH1_17700.1, SMTH1_17710.1	KAK4474774.1, KAK4474775.1
OG0006929	SMTH1_91640.1	KAK4468265.1
OG0006930	SMTH1_5420.1	KAK4475769.1
OG0006931	SMTH1_11580.1	KAK4476300.1
OG0006932	SMTH1_16130.1	KAK4474580.1
OG0006933	SMTH1_58670.1	KAK4469484.1
OG0006934	SMTH1_47160.1	KAK4473468.1
OG0006935	SMTH1_79050.1	KAK4470119.1
OG0006936	SMTH1_40790.1, SMTH1_40790.2	KAK4473967.1
OG0006937	SMTH1_61020.1	KAK4469857.1
OG0006938	SMTH1_100070.1, SMTH1_100060.1	KAK4468523.1
OG0006939	SMTH1_46900.1	KAK4473444.1
OG0006940	SMTH1_16190.1	KAK4474574.1
OG0006941	SMTH1_20870.1	KAK4475135.1
OG0006942	SMTH1_19200.2, SMTH1_19200.1	KAK4474911.1
OG0006943	SMTH1_92540.1	KAK4468147.1
OG0006944	SMTH1_80280.1	KAK4470211.1
OG0006945	SMTH1_28390.1, SMTH1_28380.1	KAK4473271.1
OG0006946	SMTH1_13750.1	KAK4474469.1
OG0006948	SMTH1_38330.1	KAK4474191.1
OG0006949	SMTH1_81180.1	KAK4470308.1
OG0006950	SMTH1_83900.1	KAK4470537.1
OG0006951	SMTH1_23000.1	KAK4475344.1
OG0006952	SMTH1_30640.1	KAK4473140.1
OG0006953	SMTH1_65630.1	KAK4472031.1
OG0006954	SMTH1_58500.1	KAK4469496.1
OG0006955	SMTH1_34620.1	KAK4472673.1
OG0006956	SMTH1_66930.1	KAK4471828.1
OG0006957	SMTH1_79380.1	KAK4470225.1
OG0006958	SMTH1_76550.1	KAK4471478.1
OG0006959	SMTH1_96270.1	KAK4468817.1
OG0006960	SMTH1_38720.1	KAK4474157.1
OG0006961	SMTH1_99810.1, SMTH1_99810.2	KAK4468544.1
OG0006962	SMTH1_60170.1	KAK4469935.1
OG0006963	SMTH1_54710.1	KAK4469291.1
OG0006964	SMTH1_69150.1, SMTH1_69150.2	KAK4471749.1
OG0006965	SMTH1_39360.1	KAK4474107.1
OG0006966	SMTH1_68460.1, SMTH1_68460.2	KAK4471986.1
OG0006967	SMTH1_98440.1	KAK4468651.1
OG0006968	SMTH1_41890.1	KAK4473904.1
OG0006969	SMTH1_79260.1, SMTH1_79270.1	KAK4470231.1
OG0006970	SMTH1_79280.1, SMTH1_79290.1	KAK4470230.1
OG0006971	SMTH1_89350.1	KAK4470060.1
OG0006972	SMTH1_67890.1	KAK4471938.1
OG0006974	SMTH1_90820.1	KAK4468313.1
OG0006975	SMTH1_24870.1	KAK4475509.1
OG0006976	SMTH1_76370.1	KAK4471635.1
OG0006977	SMTH1_36200.1	KAK4472520.1
OG0006978	SMTH1_25820.1	KAK4473341.1
OG0006979	SMTH1_73910.1, SMTH1_73900.1	KAK4471369.1
OG0006981	SMTH1_68300.1	KAK4471973.1
OG0006982	SMTH1_62510.1	KAK4469973.1
OG0006983	SMTH1_17460.1	KAK4475251.1
OG0006985	SMTH1_45610.1	KAK4473604.1
OG0006986	SMTH1_3960.1	KAK4475609.1
OG0006987	SMTH1_86190.1	KAK4470750.1
OG0006988	SMTH1_86200.1	KAK4470751.1
OG0006989	SMTH1_82040.1	KAK4470609.1
OG0006990	SMTH1_2470.1	KAK4475163.1
OG0006991	SMTH1_90890.1	KAK4468248.1
OG0006992	SMTH1_24760.1	KAK4475488.1
OG0006993	SMTH1_18970.1	KAK4474890.1
OG0006994	SMTH1_5790.1	KAK4467378.1, KAK4475806.1
OG0006995	SMTH1_69190.1	KAK4471745.1
OG0006996	SMTH1_260.1	KAK4475586.1
OG0006997	SMTH1_95570.1	KAK4468875.1
OG0006998	SMTH1_84630.1	KAK4470675.1
OG0006999	SMTH1_51330.1	KAK4469471.1
OG0007000	SMTH1_92160.1	KAK4468212.1
OG0007001	SMTH1_54430.1	KAK4469304.1
OG0007002	SMTH1_105170.1	KAK4467622.1
OG0007003	SMTH1_7820.1	KAK4476048.1
OG0007006	SMTH1_103210.1	KAK4467916.1
OG0007007	SMTH1_48860.1	KAK4472749.1
OG0007009	SMTH1_101130.1	KAK4468420.1
OG0007011	SMTH1_56130.1	KAK4469398.1
OG0007012	SMTH1_53430.1	KAK4469608.1
OG0007013	SMTH1_71160.1	KAK4471288.1
OG0007014	SMTH1_13330.1, SMTH1_13330.2	KAK4474429.1
OG0007015	SMTH1_88640.1	KAK4470972.1
OG0007016	SMTH1_19560.1	KAK4474932.1
OG0007017	SMTH1_56410.1	KAK4469427.1
OG0007018	SMTH1_104600.1	KAK4467713.1
OG0007019	SMTH1_87400.1	KAK4470859.1
OG0007020	SMTH1_62730.1, SMTH1_62740.1	KAK4469741.1
OG0007021	SMTH1_54210.1, SMTH1_54200.1	KAK4469549.1
OG0007022	SMTH1_68080.1	KAK4471953.1
OG0007023	SMTH1_50240.1	KAK4467543.1
OG0007024	SMTH1_92240.1	KAK4468223.1
OG0007025	SMTH1_101070.1	KAK4468414.1
OG0007026	SMTH1_66320.1	KAK4472003.1
OG0007027	SMTH1_1410.1	KAK4476047.1
OG0007028	SMTH1_83390.1	KAK4470356.1
OG0007029	SMTH1_21040.1	KAK4475124.1
OG0007030	SMTH1_78880.1	KAK4470121.1
OG0007031	SMTH1_41970.1	KAK4473912.1
OG0007032	SMTH1_88030.1, SMTH1_88070.1, SMTH1_88080.1	KAK4470920.1
OG0007033	SMTH1_88090.1	KAK4470921.1
OG0007034	SMTH1_88100.1	KAK4470922.1
OG0007035	SMTH1_77670.1, SMTH1_77670.2	KAK4470330.1
OG0007036	SMTH1_91550.1	KAK4468275.1, KAK4468276.1
OG0007037	SMTH1_66550.1, SMTH1_66580.1	KAK4471853.1
OG0007038	SMTH1_41900.1, SMTH1_41900.2	KAK4473907.1
OG0007039	SMTH1_58190.1	KAK4469701.1
OG0007040	SMTH1_80790.1	KAK4470266.1
OG0007041	SMTH1_32990.1, SMTH1_32990.2	KAK4472438.1
OG0007042	SMTH1_30540.1, SMTH1_30530.1	KAK4473046.1
OG0007043	SMTH1_95590.1	KAK4468872.1
OG0007044	SMTH1_13500.1	KAK4474442.1
OG0007046	SMTH1_92390.1	KAK4468132.1
OG0007047	SMTH1_64130.1	KAK4471138.1
OG0007048	SMTH1_68880.1	KAK4471787.1
OG0007049	SMTH1_42960.1	KAK4473797.1
OG0007050	SMTH1_11920.1	KAK4476274.1
OG0007051	SMTH1_16460.1	KAK4474610.1
OG0007053	SMTH1_39970.1	KAK4474045.1
OG0007054	SMTH1_96930.1	KAK4468776.1
OG0007055	SMTH1_78750.1, SMTH1_78750.2	KAK4470440.1
OG0007056	SMTH1_25960.1	KAK4473329.1
OG0007057	SMTH1_73260.1	KAK4471331.1
OG0007058	SMTH1_2520.1	KAK4475219.1
OG0007059	SMTH1_50840.1	KAK4469785.1
OG0007060	SMTH1_37750.1	KAK4472279.1
OG0007061	SMTH1_104040.1	KAK4467891.1
OG0007062	SMTH1_25900.1	KAK4473335.1
