Orthogroup	schistosoma_mattheei	schistosoma_spindale
OG0005142	SMTH1_54980.1	SSPN1_47560.1, SSPN1_47560.2
OG0005143	SMTH1_37440.1, SMTH1_37440.2	SSPN1_37270.1
OG0005144	SMTH1_82430.1	SSPN1_71220.1
OG0005145	SMTH1_5390.1, SMTH1_5400.1	SSPN1_4580.1
OG0005146	SMTH1_21430.1	SSPN1_12240.1, SSPN1_12240.2, SSPN1_12240.3, SSPN1_12240.4
OG0005147	SMTH1_56900.1	SSPN1_49290.1
OG0005148	SMTH1_60310.1	SSPN1_52360.1
OG0005149	SMTH1_11040.1	SSPN1_20660.1
OG0005150	SMTH1_35650.1	SSPN1_38740.1
OG0005151	SMTH1_89820.1	SSPN1_78770.1
OG0005152	SMTH1_8970.1	SSPN1_7830.1
OG0005153	SMTH1_98150.1	SSPN1_85300.1
OG0005154	SMTH1_62070.1	SSPN1_53910.1
OG0005155	SMTH1_6720.1	SSPN1_5760.1, SSPN1_5760.2
OG0005156	SMTH1_80100.1	SSPN1_69130.1, SSPN1_69130.3, SSPN1_69130.2
OG0005157	SMTH1_100.1, SMTH1_100.2	SSPN1_1230.1, SSPN1_1230.2
OG0005158	SMTH1_96000.1, SMTH1_96030.2, SMTH1_96030.1	SSPN1_83450.1
OG0005159	SMTH1_48490.1	SSPN1_42070.1
OG0005160	SMTH1_47080.1	SSPN1_40980.1
OG0005161	SMTH1_32940.1	SSPN1_28620.1
OG0005162	SMTH1_7620.1	SSPN1_6610.1, SSPN1_6610.3, SSPN1_6610.2
OG0005163	SMTH1_86580.1	SSPN1_74940.1
OG0005164	SMTH1_26460.1	SSPN1_22960.1
OG0005165	SMTH1_103500.1, SMTH1_103500.2, SMTH1_103500.3	SSPN1_89700.1, SSPN1_89700.2
OG0005166	SMTH1_54140.1, SMTH1_54130.1	SSPN1_46870.1, SSPN1_46870.2, SSPN1_46880.2, SSPN1_46880.1
OG0005167	SMTH1_89340.1	SSPN1_77340.1, SSPN1_77340.3, SSPN1_77340.2
OG0005168	SMTH1_54920.1, SMTH1_54920.2	SSPN1_47520.1
OG0005169	SMTH1_49480.1	SSPN1_43010.1, SSPN1_43010.2, SSPN1_43010.3
OG0005170	SMTH1_48770.1, SMTH1_48760.1	SSPN1_42360.1
OG0005171	SMTH1_6070.1	SSPN1_5200.1
OG0005172	SMTH1_57670.1	SSPN1_49990.1
OG0005173	SMTH1_104100.1, SMTH1_104100.2	SSPN1_90250.1
OG0005174	SMTH1_95790.1	SSPN1_83200.2, SSPN1_83200.1
OG0005175	SMTH1_106380.1	SSPN1_92290.1
OG0005177	SMTH1_86800.1	SSPN1_75140.1
OG0005178	SMTH1_74130.1, SMTH1_74130.2	SSPN1_58100.1
OG0005179	SMTH1_92460.1	SSPN1_80210.1
OG0005180	SMTH1_23390.1	SSPN1_9830.1
OG0005181	SMTH1_91500.1	SSPN1_79320.1
OG0005182	SMTH1_76990.1	SSPN1_44240.1, SSPN1_44240.2, SSPN1_44240.3
OG0005183	SMTH1_64810.1, SMTH1_64820.1	SSPN1_56280.1
OG0005184	SMTH1_66910.1	SSPN1_64110.1
OG0005185	SMTH1_79640.1	SSPN1_68820.1
OG0005186	SMTH1_71190.1, SMTH1_71190.2	SSPN1_65370.1, SSPN1_65370.2
OG0005187	SMTH1_1250.1	SSPN1_480.1, SSPN1_470.1
OG0005188	SMTH1_96290.1	SSPN1_83740.1, SSPN1_83740.2
OG0005189	SMTH1_32150.1	SSPN1_27880.3, SSPN1_27880.1, SSPN1_27880.2
OG0005190	SMTH1_82310.1, SMTH1_82310.2	SSPN1_71080.1
OG0005192	SMTH1_86080.1	SSPN1_74530.2
OG0005193	SMTH1_89710.1	SSPN1_79050.1
OG0005194	SMTH1_86840.1	SSPN1_75180.1
OG0005195	SMTH1_40280.1	SSPN1_34570.1
OG0005196	SMTH1_64490.1	SSPN1_56090.1, SSPN1_56090.2
OG0005197	SMTH1_16080.1, SMTH1_16080.2, SMTH1_16080.3	SSPN1_16190.1, SSPN1_16190.2
OG0005198	SMTH1_52070.1, SMTH1_52060.1	SSPN1_45200.1
OG0005199	SMTH1_96280.1	SSPN1_83750.1
OG0005200	SMTH1_56400.3, SMTH1_56400.1, SMTH1_56400.2	SSPN1_48810.1, SSPN1_48810.2
OG0005201	SMTH1_91830.1	SSPN1_79660.1, SSPN1_79660.2
OG0005202	SMTH1_27740.1	SSPN1_24030.1
OG0005203	SMTH1_45290.1, SMTH1_45290.2	SSPN1_39360.1
OG0005204	SMTH1_18100.1	SSPN1_14410.1
OG0005205	SMTH1_4290.1	SSPN1_93060.1
OG0005206	SMTH1_58320.1, SMTH1_58320.2	SSPN1_50580.1
OG0005207	SMTH1_91690.1	SSPN1_79560.1
OG0005208	SMTH1_60970.1, SMTH1_60970.2	SSPN1_52990.1, SSPN1_52990.2
OG0005209	SMTH1_76980.1, SMTH1_76980.2	SSPN1_66840.1, SSPN1_66840.5, SSPN1_66840.6
OG0005210	SMTH1_19430.1	SSPN1_13240.1
OG0005211	SMTH1_60830.1	SSPN1_52840.1, SSPN1_52850.1
OG0005212	SMTH1_9650.1	SSPN1_8400.1, SSPN1_8400.2
OG0005213	SMTH1_92400.1	SSPN1_80170.1
OG0005214	SMTH1_7720.1	SSPN1_6680.1, SSPN1_6680.3, SSPN1_6680.4, SSPN1_6680.5, SSPN1_6680.2
OG0005215	SMTH1_83370.1	SSPN1_72150.1, SSPN1_72150.2
OG0005216	SMTH1_2530.1	SSPN1_2020.2
OG0005217	SMTH1_85360.1, SMTH1_85360.2	SSPN1_73950.1
OG0005218	SMTH1_98370.1	SSPN1_85490.1
OG0005219	SMTH1_9940.1	SSPN1_8680.3, SSPN1_8680.1, SSPN1_8680.2
OG0005220	SMTH1_5340.1	SSPN1_4540.1, SSPN1_4540.2
OG0005221	SMTH1_43350.1	SSPN1_31910.1
OG0005222	SMTH1_310.1	SSPN1_660.1
OG0005223	SMTH1_80640.1	SSPN1_69590.1
OG0005224	SMTH1_75420.1	SSPN1_60310.2, SSPN1_60310.1, SSPN1_60310.3
OG0005225	SMTH1_32540.1, SMTH1_32540.2	SSPN1_28200.1
OG0005226	SMTH1_27750.1	SSPN1_24040.1
OG0005227	SMTH1_8500.1	SSPN1_7400.1
OG0005229	SMTH1_1040.1	SSPN1_1170.1
OG0005230	SMTH1_53360.1	SSPN1_46290.1, SSPN1_46290.2
OG0005231	SMTH1_48960.1	SSPN1_42530.1
OG0005232	SMTH1_20160.1	SSPN1_11040.1
OG0005233	SMTH1_23450.1, SMTH1_23450.2, SMTH1_23450.3, SMTH1_23450.4	SSPN1_9260.1
OG0005234	SMTH1_16920.1	SSPN1_15420.1, SSPN1_15420.2, SSPN1_15420.3
OG0005235	SMTH1_23980.1	SSPN1_9640.1
OG0005235	SMTH1_23990.1	SSPN1_9630.1
OG0005236	SMTH1_98060.1, SMTH1_98060.2	SSPN1_85220.1, SSPN1_85220.2
OG0005237	SMTH1_93760.1	SSPN1_81520.1
OG0005238	SMTH1_37920.2, SMTH1_37920.1	SSPN1_36780.1, SSPN1_36780.2
OG0005239	SMTH1_60180.1	SSPN1_52230.1, SSPN1_52230.2, SSPN1_52230.3
OG0005240	SMTH1_70840.1, SMTH1_70840.2	SSPN1_60490.1
OG0005241	SMTH1_73120.1	SSPN1_58910.4, SSPN1_58910.1, SSPN1_58910.2, SSPN1_58910.3
OG0005242	SMTH1_70390.1	SSPN1_60850.1, SSPN1_60850.3, SSPN1_60850.4
OG0005243	SMTH1_76620.1	SSPN1_66480.1, SSPN1_66480.4, SSPN1_66480.2, SSPN1_66480.3
OG0005244	SMTH1_18620.1, SMTH1_18620.2	SSPN1_13890.1, SSPN1_13890.2
OG0005246	SMTH1_46130.1, SMTH1_46120.1	SSPN1_40110.1
OG0005247	SMTH1_21830.1	SSPN1_12630.1
OG0005248	SMTH1_76490.1	SSPN1_66350.10
OG0005248	SMTH1_76490.1	SSPN1_66350.4
OG0005249	SMTH1_15180.1	SSPN1_18120.1
OG0005251	SMTH1_13570.1	SSPN1_16730.1
OG0005252	SMTH1_89400.1	SSPN1_77380.1
OG0005253	SMTH1_47570.3, SMTH1_47570.1, SMTH1_47570.2	SSPN1_41400.1
OG0005254	SMTH1_17080.3, SMTH1_17080.4, SMTH1_17080.1, SMTH1_17080.2	SSPN1_15280.1, SSPN1_15280.2, SSPN1_15280.3
OG0005255	SMTH1_106070.1, SMTH1_106080.1	SSPN1_92030.1
OG0005256	SMTH1_92340.1	SSPN1_80120.1, SSPN1_80120.2
OG0005257	SMTH1_61190.1, SMTH1_61190.2, SMTH1_61190.3	SSPN1_53160.1
OG0005258	SMTH1_80940.3, SMTH1_80940.1, SMTH1_80940.2	SSPN1_69860.2, SSPN1_69860.3, SSPN1_69860.1
OG0005260	SMTH1_85000.1	SSPN1_73580.1
OG0005262	SMTH1_75350.1	SSPN1_65040.1
OG0005262	SMTH1_75370.1	SSPN1_65050.1
OG0005263	SMTH1_25810.1	SSPN1_22450.1
OG0005264	SMTH1_33410.3, SMTH1_33410.4, SMTH1_33410.1, SMTH1_33410.2	SSPN1_29090.1
OG0005265	SMTH1_30170.1	SSPN1_26200.1, SSPN1_26200.2
OG0005266	SMTH1_25840.1, SMTH1_25830.1	SSPN1_22470.1
OG0005267	SMTH1_25570.1, SMTH1_25570.2, SMTH1_25570.3	SSPN1_22310.1
OG0005268	SMTH1_46350.1, SMTH1_46350.2	SSPN1_40280.1, SSPN1_40280.2
OG0005269	SMTH1_39740.1, SMTH1_39750.1	SSPN1_35040.1, SSPN1_35050.1
OG0005271	SMTH1_4890.1, SMTH1_4890.3, SMTH1_4890.2	SSPN1_4140.1
OG0005274	SMTH1_78640.1, SMTH1_31000.1, SMTH1_18880.1, SMTH1_12880.1	SSPN1_49700.1, SSPN1_93220.1
OG0005275	SMTH1_71790.1, SMTH1_71800.1	SSPN1_60000.1, SSPN1_60010.1
OG0005283	SMTH1_97480.1	SSPN1_84660.1
OG0005284	SMTH1_83220.2, SMTH1_83220.1	SSPN1_72010.1
OG0005285	SMTH1_34850.1, SMTH1_34860.1, SMTH1_34870.1	SSPN1_30270.1
OG0005286	SMTH1_32820.1	SSPN1_28520.1
OG0005287	SMTH1_12820.1, SMTH1_12820.2, SMTH1_12820.3, SMTH1_12820.4	SSPN1_19040.1, SSPN1_19040.2, SSPN1_19040.3
OG0005288	SMTH1_55970.2, SMTH1_55970.1	SSPN1_48390.1
OG0005289	SMTH1_53520.1	SSPN1_46430.1
OG0005290	SMTH1_46790.1	SSPN1_40670.1
OG0005291	SMTH1_46340.1, SMTH1_46340.2	SSPN1_40270.2, SSPN1_40270.3, SSPN1_40270.1
OG0005292	SMTH1_49650.1	SSPN1_43140.1, SSPN1_43140.2, SSPN1_43140.3, SSPN1_43140.4
OG0005293	SMTH1_66790.1	SSPN1_64210.1
OG0005294	SMTH1_62630.1, SMTH1_62630.2	SSPN1_54480.1
OG0005295	SMTH1_63280.1	SSPN1_55010.1
OG0005296	SMTH1_49680.1, SMTH1_49680.2	SSPN1_43170.1
OG0005297	SMTH1_91810.3, SMTH1_91810.1, SMTH1_91810.2	SSPN1_79640.1, SSPN1_79640.2
OG0005298	SMTH1_47140.1, SMTH1_47150.1	SSPN1_41030.1, SSPN1_41030.2
OG0005299	SMTH1_88660.1	SSPN1_76720.1
OG0005300	SMTH1_98950.1	SSPN1_86830.1
OG0005301	SMTH1_79090.1	SSPN1_68390.1
OG0005302	SMTH1_21530.1	SSPN1_12360.1, SSPN1_12360.2
OG0005303	SMTH1_61790.1, SMTH1_61790.2	SSPN1_53560.1
OG0005304	SMTH1_98240.1	SSPN1_85420.1, SSPN1_85420.2
OG0005305	SMTH1_40750.1, SMTH1_40750.3, SMTH1_40750.2	SSPN1_34120.1
OG0005306	SMTH1_19610.3, SMTH1_19610.1, SMTH1_19610.2, SMTH1_19610.4	SSPN1_10510.1
OG0005307	SMTH1_43590.1, SMTH1_43590.2	SSPN1_31760.1, SSPN1_31760.2
OG0005309	SMTH1_27410.1, SMTH1_27420.1	SSPN1_23740.1
OG0005310	SMTH1_1310.1	SSPN1_350.1
OG0005312	SMTH1_34340.2, SMTH1_34340.1	SSPN1_29810.1
OG0005313	SMTH1_26110.1	SSPN1_22670.1
OG0005314	SMTH1_22620.1	SSPN1_13130.1
OG0005315	SMTH1_63960.1, SMTH1_63960.2, SMTH1_63980.1	SSPN1_55650.1
OG0005316	SMTH1_91710.1, SMTH1_91710.2, SMTH1_91710.3	SSPN1_79580.1
OG0005317	SMTH1_66280.2, SMTH1_66280.1	SSPN1_64580.1
OG0005318	SMTH1_32450.1	SSPN1_28120.1
OG0005319	SMTH1_69600.1, SMTH1_69600.2	SSPN1_61630.1
OG0005321	SMTH1_80060.1	SSPN1_69090.1
OG0005322	SMTH1_97990.1	SSPN1_85150.1, SSPN1_85150.2
OG0005323	SMTH1_31420.1	SSPN1_27260.1
OG0005324	SMTH1_43900.1	SSPN1_31530.1
OG0005325	SMTH1_34830.1	SSPN1_30250.1, SSPN1_30250.3, SSPN1_30250.2
OG0005326	SMTH1_8710.1	SSPN1_7570.1
OG0005327	SMTH1_20600.1	SSPN1_11450.1
OG0005328	SMTH1_69070.1, SMTH1_69060.1	SSPN1_62010.1
OG0005329	SMTH1_18170.1, SMTH1_18160.1	SSPN1_14350.1, SSPN1_14360.1
OG0005330	SMTH1_90350.1	SSPN1_78520.1, SSPN1_78520.2
OG0005331	SMTH1_98630.1	SSPN1_87140.1, SSPN1_87140.2
OG0005332	SMTH1_99820.1	SSPN1_86140.1
OG0005333	SMTH1_24860.1	SSPN1_21700.1
OG0005334	SMTH1_16500.1	SSPN1_15810.1
OG0005335	SMTH1_86310.1	SSPN1_74700.1
OG0005336	SMTH1_14120.1	SSPN1_17220.1
OG0005337	SMTH1_26990.1, SMTH1_27010.1	SSPN1_23380.1
OG0005338	SMTH1_54800.1	SSPN1_47440.2
OG0005339	SMTH1_62650.1	SSPN1_54500.1, SSPN1_54500.2, SSPN1_54500.3
OG0005340	SMTH1_100820.1	SSPN1_87480.1
OG0005341	SMTH1_16840.1	SSPN1_15480.1
OG0005342	SMTH1_105650.1, SMTH1_105650.2, SMTH1_105650.3	SSPN1_91660.1
OG0005343	SMTH1_87200.1, SMTH1_87190.1	SSPN1_75490.1, SSPN1_75490.2
OG0005344	SMTH1_86520.1, SMTH1_86510.1	SSPN1_74860.1, SSPN1_74860.2
OG0005345	SMTH1_42820.1	SSPN1_32350.1
OG0005346	SMTH1_11630.1, SMTH1_11620.1	SSPN1_20160.1, SSPN1_20170.1
OG0005347	SMTH1_72940.1	SSPN1_59040.1
OG0005348	SMTH1_14310.4, SMTH1_14310.3, SMTH1_14310.1, SMTH1_14310.2	SSPN1_17380.1, SSPN1_17380.2, SSPN1_17380.3, SSPN1_17380.4
OG0005349	SMTH1_590.1, SMTH1_107190.1	SSPN1_860.1
OG0005350	SMTH1_7320.1	SSPN1_6310.1
OG0005351	SMTH1_58370.1, SMTH1_58370.2	SSPN1_50650.1
OG0005352	SMTH1_3000.1	SSPN1_2460.1
OG0005353	SMTH1_102930.1	SSPN1_89180.1
OG0005354	SMTH1_39240.1	SSPN1_35750.1
OG0005355	SMTH1_43980.1	SSPN1_31460.1
OG0005356	SMTH1_76210.1	SSPN1_66100.1, SSPN1_66100.2, SSPN1_66100.3
OG0005357	SMTH1_80670.1	SSPN1_69630.3, SSPN1_69630.2, SSPN1_69630.4, SSPN1_69630.5, SSPN1_69630.1
OG0005358	SMTH1_51030.1	SSPN1_44290.1
OG0005359	SMTH1_21250.1	SSPN1_12050.1
OG0005360	SMTH1_23730.1, SMTH1_23730.2	SSPN1_9500.1
OG0005361	SMTH1_17120.1, SMTH1_17120.2	SSPN1_15240.1
OG0005362	SMTH1_74620.1	SSPN1_57710.1, SSPN1_57710.2
OG0005363	SMTH1_1300.1, SMTH1_1290.1	SSPN1_360.1, SSPN1_360.2
OG0005364	SMTH1_54940.1, SMTH1_54940.2, SMTH1_54940.3	SSPN1_47530.1
OG0005365	SMTH1_19770.1, SMTH1_19760.1	SSPN1_10650.1
OG0005366	SMTH1_17210.3, SMTH1_17210.1, SMTH1_17210.2	SSPN1_15190.2, SSPN1_15190.1, SSPN1_15190.3
OG0005367	SMTH1_26440.1	SSPN1_22940.1, SSPN1_22940.2
OG0005368	SMTH1_25040.1	SSPN1_21880.1
OG0005369	SMTH1_107280.1, SMTH1_38990.1	SSPN1_35800.1, SSPN1_35800.2
OG0005370	SMTH1_38980.1	SSPN1_35680.1, SSPN1_35790.1
OG0005371	SMTH1_38950.1	SSPN1_35830.1
OG0005372	SMTH1_28300.1	SSPN1_24520.1
OG0005373	SMTH1_102640.1	SSPN1_88960.1
OG0005374	SMTH1_24200.1	SSPN1_21020.1, SSPN1_21020.2, SSPN1_21020.3
OG0005375	SMTH1_57470.1	SSPN1_49780.1
OG0005376	SMTH1_68210.1	SSPN1_62880.1
OG0005377	SMTH1_33370.1, SMTH1_33380.1	SSPN1_29050.1
OG0005378	SMTH1_49030.1	SSPN1_42620.1
OG0005379	SMTH1_62170.1	SSPN1_54020.1
OG0005380	SMTH1_2580.1	SSPN1_2100.1
OG0005381	SMTH1_8490.1	SSPN1_7390.1
OG0005382	SMTH1_105240.1	SSPN1_91290.1
OG0005383	SMTH1_44250.1, SMTH1_44240.1, SMTH1_44240.2	SSPN1_31230.1, SSPN1_31230.2
OG0005384	SMTH1_92060.1	SSPN1_79860.1
OG0005386	SMTH1_36600.1	SSPN1_37970.1
OG0005387	SMTH1_31100.1	SSPN1_26940.1
OG0005388	SMTH1_28350.1, SMTH1_28350.2	SSPN1_24570.1
OG0005389	SMTH1_51200.1	SSPN1_44400.1
OG0005390	SMTH1_106410.1	SSPN1_92320.1
OG0005391	SMTH1_64960.1	SSPN1_56450.1
OG0005392	SMTH1_57310.3, SMTH1_57310.1, SMTH1_57310.2	SSPN1_49630.1
OG0005393	SMTH1_57270.1	SSPN1_49610.1, SSPN1_49610.2
OG0005394	SMTH1_2780.1	SSPN1_2310.1, SSPN1_2310.2
OG0005395	SMTH1_79800.1	SSPN1_68950.1
OG0005396	SMTH1_14960.1	SSPN1_17960.1
OG0005397	SMTH1_49350.1	SSPN1_42910.1, SSPN1_42910.2
OG0005398	SMTH1_29040.1	SSPN1_25220.1, SSPN1_25220.2
OG0005399	SMTH1_13490.1	SSPN1_16640.1
OG0005400	SMTH1_12590.1, SMTH1_12590.2, SMTH1_12590.3	SSPN1_19270.1
OG0005401	SMTH1_61480.1, SMTH1_61480.2, SMTH1_61480.3	SSPN1_53420.1
OG0005402	SMTH1_63310.1	SSPN1_54980.1, SSPN1_54980.2
OG0005403	SMTH1_44310.1	SSPN1_31190.1, SSPN1_31190.2
OG0005404	SMTH1_19480.1	SSPN1_13200.1
OG0005405	SMTH1_100090.1	SSPN1_85910.1
OG0005406	SMTH1_75090.1	SSPN1_64870.1
OG0005407	SMTH1_57880.1, SMTH1_57880.2	SSPN1_50190.1, SSPN1_50190.2, SSPN1_50190.3, SSPN1_50190.4
OG0005408	SMTH1_100460.1	SSPN1_87230.2, SSPN1_87230.3, SSPN1_87230.1
OG0005409	SMTH1_35030.1	SSPN1_30430.1, SSPN1_30430.2
OG0005410	SMTH1_9910.1	SSPN1_8640.1
OG0005411	SMTH1_102160.1	SSPN1_88570.1, SSPN1_88590.1, SSPN1_88580.2, SSPN1_88580.3, SSPN1_88580.1
OG0005412	SMTH1_69050.1	SSPN1_62020.1
OG0005413	SMTH1_87240.1	SSPN1_75520.1
OG0005414	SMTH1_78140.1	SSPN1_67750.1
OG0005415	SMTH1_33260.1	SSPN1_28960.2, SSPN1_28960.1, SSPN1_28960.3
OG0005417	SMTH1_4490.1	SSPN1_3860.1
OG0005418	SMTH1_52870.1	SSPN1_45810.1
OG0005419	SMTH1_75230.1	SSPN1_64970.1
OG0005420	SMTH1_41230.1	SSPN1_33810.1
OG0005421	SMTH1_88600.1	SSPN1_76670.1
OG0005422	SMTH1_93800.1	SSPN1_81570.1, SSPN1_81560.1, SSPN1_81560.2
OG0005423	SMTH1_31660.2, SMTH1_31660.1, SMTH1_31660.3	SSPN1_27470.1, SSPN1_27470.2
OG0005424	SMTH1_90210.1	SSPN1_78600.1
OG0005425	SMTH1_90160.1	SSPN1_78650.1
OG0005426	SMTH1_104650.1	SSPN1_90700.1
OG0005427	SMTH1_105500.1	SSPN1_91520.1
OG0005427	SMTH1_105500.1	SSPN1_91520.2
OG0005427	SMTH1_105500.1	SSPN1_91520.3
OG0005428	SMTH1_96720.1	SSPN1_84060.1
OG0005429	SMTH1_66520.1	SSPN1_64410.1, SSPN1_64410.3, SSPN1_64410.4
OG0005430	SMTH1_49870.1	SSPN1_43360.1
OG0005431	SMTH1_86820.1	SSPN1_75160.1
OG0005432	SMTH1_89980.1	SSPN1_78810.1
OG0005433	SMTH1_86720.1, SMTH1_86730.1	SSPN1_75080.1
OG0005434	SMTH1_29650.1, SMTH1_29650.2	SSPN1_25710.1
OG0005435	SMTH1_106230.1	SSPN1_92150.1
OG0005436	SMTH1_64700.1	SSPN1_56210.1
OG0005436	SMTH1_64700.1	SSPN1_56210.2
OG0005436	SMTH1_64700.1	SSPN1_56210.3
OG0005436	SMTH1_64700.2	SSPN1_56210.1
OG0005436	SMTH1_64700.2	SSPN1_56210.2
OG0005436	SMTH1_64700.2	SSPN1_56210.3
OG0005436	SMTH1_64700.3	SSPN1_56210.1
OG0005436	SMTH1_64700.3	SSPN1_56210.2
OG0005436	SMTH1_64700.3	SSPN1_56210.3
OG0005437	SMTH1_70210.1	SSPN1_61030.1, SSPN1_61030.2, SSPN1_61030.3, SSPN1_61030.4
OG0005438	SMTH1_12490.1, SMTH1_12490.2	SSPN1_19350.1
OG0005439	SMTH1_50080.1	SSPN1_43530.1
OG0005440	SMTH1_80460.1	SSPN1_69440.1
OG0005441	SMTH1_100510.1	SSPN1_87250.2
OG0005442	SMTH1_32640.1	SSPN1_28320.2, SSPN1_28320.1, SSPN1_28320.3
OG0005443	SMTH1_68230.1	SSPN1_62860.2, SSPN1_62860.1, SSPN1_62860.3
OG0005444	SMTH1_20680.1	SSPN1_11560.1, SSPN1_11560.2
OG0005445	SMTH1_89600.2, SMTH1_89600.1	SSPN1_77620.3, SSPN1_77620.4, SSPN1_77620.1, SSPN1_77620.5, SSPN1_77620.6
OG0005446	SMTH1_50320.1	SSPN1_43680.1
OG0005447	SMTH1_72080.1	SSPN1_59740.1
OG0005448	SMTH1_39230.1	SSPN1_35760.1
OG0005450	SMTH1_66830.1, SMTH1_66830.2	SSPN1_64180.1
OG0005451	SMTH1_91490.1, SMTH1_91490.2, SMTH1_91490.3, SMTH1_91490.4	SSPN1_79310.1
OG0005452	SMTH1_99850.1	SSPN1_86120.1
OG0005453	SMTH1_68410.3, SMTH1_68410.2, SMTH1_68410.1, SMTH1_68410.4	SSPN1_62680.1
OG0005454	SMTH1_57850.1	SSPN1_50160.1
OG0005455	SMTH1_56170.1	SSPN1_48570.1
OG0005456	SMTH1_85380.1, SMTH1_85380.2	SSPN1_73970.1
OG0005457	SMTH1_52240.1, SMTH1_52240.2	SSPN1_45310.1, SSPN1_45310.2
OG0005458	SMTH1_7570.1, SMTH1_7510.1	SSPN1_6490.1, SSPN1_6550.1
OG0005459	SMTH1_1500.1	SSPN1_170.1
OG0005460	SMTH1_78320.1, SMTH1_78300.1	SSPN1_67840.1
OG0005461	SMTH1_29420.1	SSPN1_25550.1
OG0005463	SMTH1_22610.1	SSPN1_13120.1, SSPN1_13120.2
OG0005464	SMTH1_57090.1, SMTH1_57090.2	SSPN1_49520.1
OG0005465	SMTH1_100440.1, SMTH1_100440.2	SSPN1_87220.1
OG0005466	SMTH1_77910.1	SSPN1_67540.1
OG0005467	SMTH1_70930.1, SMTH1_70930.2	SSPN1_65910.1
OG0005468	SMTH1_22290.1, SMTH1_22290.2, SMTH1_22290.3	SSPN1_12930.1
OG0005469	SMTH1_75210.1	SSPN1_64960.1
OG0005470	SMTH1_92970.1, SMTH1_92970.2	SSPN1_80700.1, SSPN1_80700.2, SSPN1_80700.3
OG0005471	SMTH1_20540.1, SMTH1_20550.1	SSPN1_11400.1
OG0005472	SMTH1_81540.2	SSPN1_70420.1
OG0005472	SMTH1_81540.1	SSPN1_70420.2, SSPN1_70420.3
OG0005473	SMTH1_970.1, SMTH1_970.2	SSPN1_1100.1
OG0005474	SMTH1_45050.1, SMTH1_45050.2	SSPN1_49120.1, SSPN1_30550.1
OG0005475	SMTH1_93010.1	SSPN1_80740.1, SSPN1_80740.2
OG0005476	SMTH1_44320.1, SMTH1_44320.2	SSPN1_31180.1
OG0005477	SMTH1_45120.1	SSPN1_39260.1
OG0005478	SMTH1_64510.1	SSPN1_56110.1
OG0005479	SMTH1_84150.1	SSPN1_72810.1
OG0005480	SMTH1_81730.1	SSPN1_70600.1
OG0005481	SMTH1_19550.2, SMTH1_19550.1	SSPN1_10460.1
OG0005482	SMTH1_46550.1, SMTH1_46550.2	SSPN1_40470.1
OG0005483	SMTH1_44670.1, SMTH1_44670.2	SSPN1_30920.1
OG0005484	SMTH1_24500.1	SSPN1_21300.1
OG0005485	SMTH1_57000.1	SSPN1_49380.1
OG0005486	SMTH1_77370.1	SSPN1_67100.1
OG0005487	SMTH1_25940.1	SSPN1_22550.1
OG0005488	SMTH1_101900.1	SSPN1_88420.5, SSPN1_88420.6, SSPN1_88420.4, SSPN1_88420.2, SSPN1_88420.1, SSPN1_88420.3, SSPN1_88420.7
OG0005489	SMTH1_5610.1, SMTH1_5620.1	SSPN1_4740.1
OG0005490	SMTH1_37570.1	SSPN1_37130.3, SSPN1_37130.2, SSPN1_37130.1
OG0005491	SMTH1_101650.1	SSPN1_88180.1
OG0005492	SMTH1_102530.1	SSPN1_88850.1
OG0005493	SMTH1_58660.1	SSPN1_50860.1
OG0005494	SMTH1_6130.1	SSPN1_5270.1
OG0005495	SMTH1_88220.1	SSPN1_76380.1
OG0005496	SMTH1_103990.1	SSPN1_90130.1
OG0005497	SMTH1_26660.1	SSPN1_23160.1, SSPN1_23160.2, SSPN1_23160.3
OG0005498	SMTH1_85840.1	SSPN1_74310.1, SSPN1_74310.2
OG0005499	SMTH1_97870.1	SSPN1_85030.1
OG0005500	SMTH1_21970.1	SSPN1_12750.1
OG0005501	SMTH1_99950.1	SSPN1_86030.1, SSPN1_86030.2, SSPN1_86030.3
OG0005502	SMTH1_106640.1	SSPN1_92810.1
OG0005503	SMTH1_43620.1	SSPN1_31720.1
OG0005504	SMTH1_92040.1	SSPN1_79840.1
OG0005505	SMTH1_86980.1	SSPN1_75320.1
OG0005506	SMTH1_99100.1	SSPN1_86710.2, SSPN1_86710.3, SSPN1_86710.1
OG0005507	SMTH1_97090.1	SSPN1_84400.1
OG0005508	SMTH1_1900.1	SSPN1_1500.1
OG0005509	SMTH1_104300.1	SSPN1_90420.1, SSPN1_90420.2, SSPN1_90420.3
OG0005511	SMTH1_86670.1	SSPN1_75040.1
OG0005512	SMTH1_7750.1	SSPN1_6710.1
OG0005513	SMTH1_99480.1	SSPN1_86400.1
OG0005515	SMTH1_63290.1	SSPN1_55000.1
OG0005516	SMTH1_19450.1	SSPN1_13220.1
OG0005517	SMTH1_70130.1	SSPN1_61110.2, SSPN1_61110.1
OG0005519	SMTH1_39120.1, SMTH1_39120.2	SSPN1_35590.1
OG0005520	SMTH1_68190.1	SSPN1_62900.1, SSPN1_62900.2
OG0005521	SMTH1_87700.1	SSPN1_75870.1, SSPN1_75870.2
OG0005523	SMTH1_92790.1	SSPN1_80540.1
OG0005524	SMTH1_2160.1	SSPN1_110.1, SSPN1_110.2, SSPN1_1700.2, SSPN1_1700.1
