Orthogroup	schistosoma_curassoni	fasciola_gigantica
OG0006078	SCUR1_24700.1	FGIG_08424
OG0006079	SCUR1_51770.1, SCUR1_51760.1	FGIG_08462
OG0006080	SCUR1_32770.1	FGIG_08479
OG0006081	SCUR1_1650.1	FGIG_08526
OG0006082	SCUR1_41870.1	FGIG_08527
OG0006083	SCUR1_82850.1	FGIG_08563
OG0006084	SCUR1_22850.1	FGIG_08568
OG0006085	SCUR1_72470.1	FGIG_10779, FGIG_08613
OG0006086	SCUR1_24430.1	FGIG_08731
OG0006087	SCUR1_39250.1	FGIG_08787
OG0006088	SCUR1_70260.1	FGIG_08882
OG0006089	SCUR1_11230.1	FGIG_08956
OG0006090	SCUR1_100440.1	FGIG_08982
OG0006091	SCUR1_79750.1	FGIG_09009
OG0006092	SCUR1_13820.1	FGIG_09050
OG0006093	SCUR1_54940.1	FGIG_09188
OG0006094	SCUR1_51110.1	FGIG_09274
OG0006095	SCUR1_80160.1	FGIG_09620
OG0006096	SCUR1_18790.1	FGIG_09689
OG0006097	SCUR1_76130.1	FGIG_09715
OG0006098	SCUR1_25220.1	FGIG_09726
OG0006099	SCUR1_7250.1	FGIG_09757
OG0006100	SCUR1_17130.1	FGIG_09760
OG0006101	SCUR1_37560.1	FGIG_09771
OG0006102	SCUR1_77480.1	FGIG_09799
OG0006103	SCUR1_38220.1	FGIG_09897, FGIG_09898
OG0006104	SCUR1_66390.1	FGIG_09904
OG0006105	SCUR1_80290.1	FGIG_09948
OG0006106	SCUR1_59710.1	FGIG_09973
OG0006107	SCUR1_73500.1	FGIG_09976
OG0006108	SCUR1_82940.1	FGIG_10009
OG0006109	SCUR1_69440.1, SCUR1_69440.3, SCUR1_69440.2	FGIG_10044
OG0006110	SCUR1_89000.1	FGIG_10049
OG0006111	SCUR1_1890.1	FGIG_10113
OG0006112	SCUR1_86590.1	FGIG_10226
OG0006113	SCUR1_3680.1	FGIG_10252
OG0006114	SCUR1_92410.1	FGIG_10556, FGIG_10273
OG0006115	SCUR1_27090.1, SCUR1_27090.2	FGIG_10337
OG0006116	SCUR1_47380.1, SCUR1_47380.2	FGIG_10344
OG0006117	SCUR1_56350.1	FGIG_10442
OG0006118	SCUR1_56600.1, SCUR1_56600.2	FGIG_10496
OG0006120	SCUR1_42550.1	FGIG_10569
OG0006121	SCUR1_22300.1, SCUR1_22300.3, SCUR1_22300.2	FGIG_10579
OG0006122	SCUR1_29560.1	FGIG_10586
OG0006123	SCUR1_60110.1	FGIG_10590
OG0006124	SCUR1_65290.1, SCUR1_65290.2	FGIG_10595
OG0006125	SCUR1_73620.1	FGIG_10662
OG0006126	SCUR1_61930.1, SCUR1_61930.2, SCUR1_61930.4, SCUR1_61930.3	FGIG_10703
OG0006127	SCUR1_43270.1	FGIG_10725
OG0006128	SCUR1_37210.1, SCUR1_37210.2	FGIG_10751
OG0006129	SCUR1_13530.1	FGIG_11814, FGIG_10752
OG0006130	SCUR1_28070.1	FGIG_10821, FGIG_10822
OG0006131	SCUR1_62880.1	FGIG_10927, FGIG_13984
OG0006132	SCUR1_51470.1	FGIG_10944, FGIG_10943
OG0006133	SCUR1_68410.1	FGIG_10962
OG0006134	SCUR1_20770.1	FGIG_10976
OG0006135	SCUR1_1810.1	FGIG_10981
OG0006136	SCUR1_76190.1	FGIG_11014, FGIG_11188
OG0006137	SCUR1_20180.1, SCUR1_20180.2	FGIG_11021
OG0006138	SCUR1_7690.1	FGIG_11023
OG0006139	SCUR1_13350.1	FGIG_11069
OG0006140	SCUR1_72560.1	FGIG_11074
OG0006141	SCUR1_30620.1	FGIG_11129
OG0006142	SCUR1_78940.1	FGIG_12241, FGIG_11164
OG0006143	SCUR1_18570.1, SCUR1_18570.2	FGIG_11445, FGIG_11237
OG0006144	SCUR1_60870.1	FGIG_11242
OG0006145	SCUR1_39000.1	FGIG_11257
OG0006146	SCUR1_77350.1	FGIG_11274
OG0006147	SCUR1_87020.1, SCUR1_87020.2, SCUR1_87020.3	FGIG_11300
OG0006148	SCUR1_68520.1	FGIG_11321
OG0006149	SCUR1_7150.1	FGIG_11387
OG0006150	SCUR1_31790.1	FGIG_11446
OG0006151	SCUR1_41770.1	FGIG_11455
OG0006152	SCUR1_87990.2, SCUR1_87990.1	FGIG_11474
OG0006153	SCUR1_60270.1	FGIG_11530
OG0006154	SCUR1_95370.1, SCUR1_96970.1	FGIG_11547
OG0006155	SCUR1_21240.2, SCUR1_21240.1	FGIG_11830
OG0006156	SCUR1_76210.1	FGIG_11874
OG0006157	SCUR1_45170.1	FGIG_11878
OG0006158	SCUR1_20210.1, SCUR1_20210.2, SCUR1_20210.3	FGIG_11954
OG0006159	SCUR1_23330.1	FGIG_12040
OG0006160	SCUR1_16560.1	FGIG_12105
OG0006161	SCUR1_84010.1	FGIG_12166
OG0006162	SCUR1_18940.1	FGIG_12313
OG0006163	SCUR1_1520.1, SCUR1_1520.2, SCUR1_1520.3	FGIG_12372
OG0006164	SCUR1_410.1	FGIG_12474
OG0006166	SCUR1_47490.2, SCUR1_47490.1	FGIG_12529
OG0006167	SCUR1_80380.1	FGIG_12579
OG0006168	SCUR1_89070.1	FGIG_12633
OG0006225	SCUR1_66420.1	FGIG_00026
OG0006226	SCUR1_10170.1	FGIG_00055, FGIG_06305
OG0006227	SCUR1_11440.1	FGIG_00060
OG0006228	SCUR1_26320.1	FGIG_00068
OG0006229	SCUR1_15850.1	FGIG_00075
OG0006230	SCUR1_96640.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	SCUR1_40800.1	FGIG_00166
OG0006233	SCUR1_44450.1	FGIG_00324
OG0006234	SCUR1_14110.1	FGIG_00325
OG0006235	SCUR1_25630.1	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	SCUR1_68280.1	FGIG_00448
OG0006237	SCUR1_40400.1	FGIG_00450
OG0006238	SCUR1_31660.1	FGIG_00472
OG0006239	SCUR1_76580.1	FGIG_00474
OG0006240	SCUR1_82290.3, SCUR1_82290.1, SCUR1_82290.2	FGIG_00494, FGIG_00495
OG0006241	SCUR1_56000.1	FGIG_00551
OG0006242	SCUR1_15050.1	FGIG_12664, FGIG_00622
OG0006243	SCUR1_44240.1, SCUR1_44240.2	FGIG_00637
OG0006244	SCUR1_68650.1	FGIG_00766
OG0006245	SCUR1_55300.1	FGIG_00777, FGIG_00776
OG0006246	SCUR1_80990.1	FGIG_00799
OG0006247	SCUR1_87860.1	FGIG_00862
OG0006248	SCUR1_89670.1, SCUR1_96710.1	FGIG_00890
OG0006249	SCUR1_46100.1, SCUR1_46090.1, SCUR1_46090.2	FGIG_00933
OG0006250	SCUR1_33090.1	FGIG_00958
OG0006251	SCUR1_16360.1	FGIG_01056
OG0006252	SCUR1_34710.1	FGIG_01080
OG0006253	SCUR1_88140.1	FGIG_09181, FGIG_01105
OG0006254	SCUR1_2100.1	FGIG_01121
OG0006255	SCUR1_36010.1, SCUR1_35990.1, SCUR1_36000.1	FGIG_01124
OG0006256	SCUR1_98380.1	FGIG_01136
OG0006257	SCUR1_92560.1	FGIG_04631, FGIG_01141
OG0006258	SCUR1_66630.1	FGIG_01246
OG0006259	SCUR1_88060.1	FGIG_01260, FGIG_01261
OG0006260	SCUR1_23840.1	FGIG_01269
OG0006261	SCUR1_75980.1	FGIG_01386, FGIG_01385
OG0006262	SCUR1_67950.1	FGIG_01406
OG0006263	SCUR1_83000.1	FGIG_01444, FGIG_06726
OG0006264	SCUR1_77100.2, SCUR1_77100.1	FGIG_01450
OG0006265	SCUR1_22830.1	FGIG_01474
OG0006266	SCUR1_50700.1	FGIG_01521, FGIG_01522
OG0006267	SCUR1_40880.1	FGIG_01531
OG0006268	SCUR1_83120.1	FGIG_01654
OG0006269	SCUR1_48420.1	FGIG_01663
OG0006270	SCUR1_16390.1	FGIG_01788
OG0006271	SCUR1_19450.1, SCUR1_19450.2, SCUR1_19450.3	FGIG_01813
OG0006272	SCUR1_9590.1	FGIG_01877
OG0006273	SCUR1_44620.1	FGIG_01880
OG0006274	SCUR1_96590.1, SCUR1_98400.1	FGIG_01909
OG0006275	SCUR1_79860.1	FGIG_02097
OG0006276	SCUR1_84560.1, SCUR1_84560.2	FGIG_02118
OG0006277	SCUR1_44260.1	FGIG_02172
OG0006278	SCUR1_83660.1	FGIG_02173
OG0006279	SCUR1_40270.1	FGIG_02204
OG0006280	SCUR1_12030.1	FGIG_02259
OG0006281	SCUR1_32450.1	FGIG_02319
OG0006282	SCUR1_77180.1	FGIG_02396
OG0006283	SCUR1_41650.1	FGIG_02470
OG0006284	SCUR1_71510.1	FGIG_02617, FGIG_12218
OG0006285	SCUR1_54300.1	FGIG_02631
OG0006286	SCUR1_62450.1, SCUR1_62450.2, SCUR1_62450.3	FGIG_02651
OG0006287	SCUR1_73090.1	FGIG_02696
OG0006288	SCUR1_73260.1	FGIG_02732, FGIG_02733
OG0006289	SCUR1_77040.1	FGIG_02774
OG0006290	SCUR1_64550.1	FGIG_02808
OG0006291	SCUR1_61590.1	FGIG_02861
OG0006292	SCUR1_67770.1	FGIG_02864
OG0006293	SCUR1_94610.1	FGIG_02873
OG0006294	SCUR1_24530.1	FGIG_02897, FGIG_12580
OG0006295	SCUR1_93700.1, SCUR1_93700.2, SCUR1_93700.3, SCUR1_93700.4	FGIG_02916
OG0006296	SCUR1_41020.1, SCUR1_41030.1	FGIG_12568, FGIG_02930
OG0006297	SCUR1_26750.1	FGIG_02936, FGIG_02935
OG0006298	SCUR1_370.1	FGIG_02955
OG0006299	SCUR1_2130.1	FGIG_03008
OG0006300	SCUR1_9250.1	FGIG_03043
OG0006301	SCUR1_7210.1	FGIG_03060
OG0006302	SCUR1_54570.1	FGIG_03099
OG0006303	SCUR1_1390.1	FGIG_03117
OG0006304	SCUR1_49220.1	FGIG_03123
OG0006305	SCUR1_67690.1	FGIG_03126
OG0006306	SCUR1_17650.1	FGIG_03193, FGIG_08482
OG0006307	SCUR1_35500.1	FGIG_03350
OG0006308	SCUR1_72370.1	FGIG_03514
OG0006309	SCUR1_78190.1, SCUR1_78190.2, SCUR1_78190.3	FGIG_03636
OG0006311	SCUR1_87450.1	FGIG_03661
OG0006312	SCUR1_76950.1	FGIG_03684
OG0006313	SCUR1_75420.1	FGIG_03696
OG0006314	SCUR1_69900.1	FGIG_03713
OG0006315	SCUR1_91440.1, SCUR1_91440.2, SCUR1_91440.3	FGIG_03720
OG0006316	SCUR1_67750.1	FGIG_03811, FGIG_03812
OG0006317	SCUR1_50010.1, SCUR1_50010.2	FGIG_03875
OG0006318	SCUR1_50280.1	FGIG_03888
OG0006319	SCUR1_89050.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006320	SCUR1_31030.1	FGIG_03957
OG0006321	SCUR1_880.1	FGIG_04040
OG0006322	SCUR1_55860.1	FGIG_04082
OG0006323	SCUR1_34110.4, SCUR1_34110.5, SCUR1_34110.1, SCUR1_34110.2, SCUR1_34110.3	FGIG_04136
OG0006324	SCUR1_20810.1	FGIG_04163
OG0006325	SCUR1_5770.1	FGIG_04216
OG0006326	SCUR1_94460.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	SCUR1_24870.1	FGIG_04492, FGIG_04491
OG0006328	SCUR1_58270.1	FGIG_04497
OG0006329	SCUR1_66580.2, SCUR1_66580.1	FGIG_04500
OG0006330	SCUR1_89560.1	FGIG_04553
OG0006331	SCUR1_59400.1	FGIG_04577
OG0006332	SCUR1_45480.1	FGIG_04582
OG0006333	SCUR1_60000.1, SCUR1_60000.2	FGIG_04670
OG0006334	SCUR1_81920.1	FGIG_04684
OG0006335	SCUR1_93640.1	FGIG_04751
OG0006336	SCUR1_21820.1	FGIG_04777
OG0006337	SCUR1_15590.1	FGIG_04780
OG0006338	SCUR1_20020.1	FGIG_04804
OG0006339	SCUR1_35670.1, SCUR1_97340.1	FGIG_04931
OG0006340	SCUR1_43860.1	FGIG_04957, FGIG_05164
OG0006341	SCUR1_51670.1, SCUR1_51670.2, SCUR1_51670.3	FGIG_05004
OG0006342	SCUR1_83390.1	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	SCUR1_60930.1	FGIG_05060, FGIG_05091
OG0006344	SCUR1_25910.1	FGIG_05103
OG0006345	SCUR1_70200.1	FGIG_05236
OG0006346	SCUR1_89160.1	FGIG_05271
OG0006347	SCUR1_27690.1	FGIG_05292
OG0006348	SCUR1_45430.1	FGIG_05327
OG0006349	SCUR1_8390.1	FGIG_05354, FGIG_05355
OG0006351	SCUR1_76440.1	FGIG_05380
OG0006352	SCUR1_14650.1	FGIG_05416
OG0006353	SCUR1_68960.1	FGIG_05427
OG0006354	SCUR1_70860.1, SCUR1_70860.2	FGIG_05431
OG0006355	SCUR1_51320.1	FGIG_05443
OG0006356	SCUR1_78780.1	FGIG_05477
OG0006357	SCUR1_82890.1	FGIG_05499
OG0006358	SCUR1_16060.1	FGIG_05606
OG0006359	SCUR1_50970.1, SCUR1_50970.2	FGIG_05685, FGIG_05684
OG0006360	SCUR1_91680.1, SCUR1_91680.2	FGIG_05687
OG0006361	SCUR1_54550.1	FGIG_05695
OG0006362	SCUR1_21210.1	FGIG_05758
OG0006363	SCUR1_14320.1	FGIG_05842
OG0006364	SCUR1_81840.1	FGIG_05846
OG0006365	SCUR1_21970.1	FGIG_05854
OG0006366	SCUR1_52660.1	FGIG_05942
OG0006367	SCUR1_69060.1	FGIG_06038
OG0006368	SCUR1_63510.1, SCUR1_63510.2	FGIG_06056
OG0006369	SCUR1_84070.1	FGIG_06074
OG0006370	SCUR1_70510.1	FGIG_06179
OG0006371	SCUR1_81000.1	FGIG_06220
OG0006372	SCUR1_41270.1	FGIG_06257
OG0006373	SCUR1_78060.1	FGIG_06266
OG0006374	SCUR1_50800.1	FGIG_06368
OG0006375	SCUR1_19950.1	FGIG_06379
OG0006376	SCUR1_85850.1	FGIG_12584, FGIG_06425
OG0006377	SCUR1_61410.1	FGIG_06440
OG0006378	SCUR1_53820.1	FGIG_06445, FGIG_06444
OG0006379	SCUR1_85060.1	FGIG_06453
OG0006381	SCUR1_74550.1	FGIG_06561
OG0006382	SCUR1_84290.1, SCUR1_84290.2	FGIG_06574
OG0006383	SCUR1_80700.1	FGIG_06621
OG0006384	SCUR1_59450.1	FGIG_06626
OG0006385	SCUR1_17710.1	FGIG_06657
OG0006386	SCUR1_56620.1	FGIG_06699
OG0006387	SCUR1_77790.1	FGIG_06734, FGIG_12424
OG0006388	SCUR1_59530.1	FGIG_06755
OG0006389	SCUR1_83670.1	FGIG_06771
OG0006390	SCUR1_65500.1	FGIG_06827
OG0006391	SCUR1_65490.1	FGIG_07033, FGIG_06828
OG0006392	SCUR1_94800.1	FGIG_10067, FGIG_06830
OG0006393	SCUR1_68720.1	FGIG_06928
OG0006394	SCUR1_48160.1	FGIG_06942
OG0006395	SCUR1_14190.1	FGIG_06992
OG0006396	SCUR1_20650.1	FGIG_06995
OG0006397	SCUR1_78320.1	FGIG_07001
OG0006398	SCUR1_5980.1	FGIG_07086
OG0006399	SCUR1_12910.1	FGIG_07120
OG0006400	SCUR1_74650.1	FGIG_07283
OG0006401	SCUR1_47220.1	FGIG_07310
OG0006402	SCUR1_25780.1	FGIG_07313
OG0006403	SCUR1_480.1	FGIG_07437
OG0006404	SCUR1_33760.1	FGIG_07473
OG0006405	SCUR1_50230.1	FGIG_07477
OG0006406	SCUR1_52580.1	FGIG_07578
OG0006407	SCUR1_19480.1	FGIG_07582
OG0006408	SCUR1_75510.1	FGIG_07627
OG0006409	SCUR1_51800.1	FGIG_07688
OG0006410	SCUR1_830.1	FGIG_07709
OG0006411	SCUR1_1770.1	FGIG_07733
OG0006412	SCUR1_17620.1	FGIG_07743, FGIG_07742
OG0006413	SCUR1_89650.1	FGIG_07840
OG0006414	SCUR1_84980.1	FGIG_07937
OG0006415	SCUR1_24440.1	FGIG_08006
OG0006416	SCUR1_60350.1	FGIG_08033
OG0006417	SCUR1_50110.1	FGIG_08055
OG0006418	SCUR1_8760.1	FGIG_08067
OG0006419	SCUR1_28140.1	FGIG_08105
OG0006420	SCUR1_63620.1	FGIG_08164
OG0006421	SCUR1_5630.1	FGIG_08200
OG0006422	SCUR1_88960.1	FGIG_08202
OG0006423	SCUR1_81850.1	FGIG_08206, FGIG_10667
OG0006424	SCUR1_50200.1	FGIG_08208
OG0006425	SCUR1_78120.1	FGIG_08311
OG0006426	SCUR1_20830.1	FGIG_08358
OG0006427	SCUR1_33100.1	FGIG_08359
OG0006428	SCUR1_350.1	FGIG_08397
OG0006429	SCUR1_10950.1	FGIG_08439
OG0006430	SCUR1_3170.1	FGIG_08457
OG0006431	SCUR1_89850.1	FGIG_08615
OG0006432	SCUR1_78510.1	FGIG_08656
OG0006433	SCUR1_43020.2, SCUR1_43020.1, SCUR1_43020.3	FGIG_08752
OG0006434	SCUR1_91890.1	FGIG_08760
OG0006436	SCUR1_68610.1	FGIG_08796
OG0006437	SCUR1_90190.1	FGIG_08799
OG0006438	SCUR1_76060.1	FGIG_08851
OG0006439	SCUR1_13500.1	FGIG_08865
OG0006441	SCUR1_94400.1	FGIG_08947
OG0006442	SCUR1_35110.1	FGIG_08983
OG0006443	SCUR1_21370.1	FGIG_09051
OG0006444	SCUR1_87790.1, SCUR1_87790.2	FGIG_09053
OG0006445	SCUR1_69350.1	FGIG_09103
OG0006446	SCUR1_52060.1	FGIG_09224
OG0006447	SCUR1_86080.1	FGIG_09286
OG0006448	SCUR1_4930.1	FGIG_09313
OG0006449	SCUR1_31770.1	FGIG_09359
OG0006450	SCUR1_2570.1	FGIG_09392
OG0006451	SCUR1_70460.1	FGIG_09470
OG0006452	SCUR1_56520.1	FGIG_09553
OG0006453	SCUR1_68640.1	FGIG_09566
OG0006454	SCUR1_9600.1	FGIG_09585
OG0006455	SCUR1_50630.1	FGIG_09741
OG0006456	SCUR1_2370.2, SCUR1_2370.1	FGIG_09749
OG0006457	SCUR1_54520.1	FGIG_09819
OG0006458	SCUR1_66230.1	FGIG_09840
OG0006459	SCUR1_56050.1	FGIG_09859
OG0006460	SCUR1_65140.1	FGIG_09902
OG0006461	SCUR1_85160.3, SCUR1_85160.1, SCUR1_85160.2	FGIG_09992
OG0006462	SCUR1_50510.2, SCUR1_50510.1, SCUR1_50510.3	FGIG_10029
OG0006463	SCUR1_62130.1	FGIG_10092
OG0006464	SCUR1_22060.1	FGIG_10128
OG0006465	SCUR1_76780.1	FGIG_11121, FGIG_10158
OG0006466	SCUR1_86770.1, SCUR1_86770.2	FGIG_10266
OG0006467	SCUR1_10530.1	FGIG_10308
OG0006468	SCUR1_42780.1	FGIG_10393
OG0006469	SCUR1_14890.1	FGIG_10433
OG0006470	SCUR1_58520.1	FGIG_10447
OG0006471	SCUR1_82830.1	FGIG_10483
OG0006472	SCUR1_82800.1	FGIG_10666
OG0006473	SCUR1_61910.1	FGIG_10705
OG0006474	SCUR1_65800.1, SCUR1_65800.2	FGIG_10869
OG0006475	SCUR1_13570.1	FGIG_10891
OG0006476	SCUR1_3110.2, SCUR1_3110.1	FGIG_11046
OG0006477	SCUR1_27660.1	FGIG_11156, FGIG_11891
OG0006478	SCUR1_7480.1	FGIG_11160
OG0006479	SCUR1_43360.1	FGIG_11625, FGIG_11182
OG0006480	SCUR1_22240.1	FGIG_11325
OG0006481	SCUR1_66720.1	FGIG_11497, FGIG_11646
OG0006482	SCUR1_21450.1	FGIG_11570, FGIG_14000
OG0006483	SCUR1_60240.1	FGIG_11611
OG0006484	SCUR1_69580.1	FGIG_11727
OG0006485	SCUR1_4360.1, SCUR1_4360.2, SCUR1_4360.3	FGIG_11740
OG0006486	SCUR1_22260.1	FGIG_11752
OG0006487	SCUR1_72690.1	FGIG_11778, FGIG_11777
OG0006488	SCUR1_16290.1	FGIG_11860
OG0006489	SCUR1_11150.1	FGIG_11976
OG0006490	SCUR1_7630.1, SCUR1_7630.2	FGIG_12128
OG0006491	SCUR1_84150.1	FGIG_12211
OG0006492	SCUR1_31510.1	FGIG_12231
OG0006493	SCUR1_23040.1	FGIG_12248
OG0006494	SCUR1_62610.1	FGIG_12351
OG0006495	SCUR1_82610.1, SCUR1_82610.2	FGIG_12377
OG0006496	SCUR1_45280.1	FGIG_12617
OG0006543	SCUR1_82280.1	FGIG_00006, FGIG_11678
OG0006544	SCUR1_94260.1, SCUR1_94260.2	FGIG_00078
OG0006545	SCUR1_71050.1	FGIG_00183
OG0006546	SCUR1_88970.1	FGIG_00243
OG0006547	SCUR1_48050.1, SCUR1_48040.1	FGIG_00317
OG0006548	SCUR1_91770.1	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	SCUR1_68290.1, SCUR1_68290.2	FGIG_00449
OG0006550	SCUR1_56010.1	FGIG_12407, FGIG_00553
OG0006551	SCUR1_74080.1, SCUR1_74080.2, SCUR1_74080.3	FGIG_00601
OG0006552	SCUR1_15040.1	FGIG_00623
OG0006553	SCUR1_76710.1	FGIG_00662
OG0006554	SCUR1_43970.2, SCUR1_43970.1	FGIG_00767
OG0006555	SCUR1_91040.1, SCUR1_91040.2	FGIG_00808
OG0006556	SCUR1_53950.1	FGIG_00982
OG0006557	SCUR1_60860.1	FGIG_00988
OG0006558	SCUR1_70310.1	FGIG_01077
OG0006559	SCUR1_5210.1	FGIG_01134
OG0006561	SCUR1_66670.3	FGIG_01187
OG0006562	SCUR1_13600.1	FGIG_01192
OG0006563	SCUR1_85960.2, SCUR1_85960.1	FGIG_01200
OG0006564	SCUR1_39180.1	FGIG_01264
OG0006565	SCUR1_16660.1, SCUR1_16640.1	FGIG_08143, FGIG_01311
OG0006566	SCUR1_29260.1	FGIG_01314
OG0006567	SCUR1_30190.1	FGIG_01360
OG0006568	SCUR1_20410.1	FGIG_01394
OG0006569	SCUR1_29280.1	FGIG_01437
OG0006570	SCUR1_55570.1	FGIG_01459, FGIG_01458
OG0006571	SCUR1_61750.1	FGIG_01508
OG0006572	SCUR1_46490.1	FGIG_01547
OG0006573	SCUR1_1800.2, SCUR1_1800.1	FGIG_01594
OG0006574	SCUR1_66250.1	FGIG_01597
OG0006575	SCUR1_57790.1	FGIG_01608
OG0006576	SCUR1_57940.1, SCUR1_57930.1	FGIG_01614
OG0006577	SCUR1_35800.1	FGIG_01753
OG0006578	SCUR1_47940.1	FGIG_01891
OG0006579	SCUR1_42660.1	FGIG_02083
OG0006580	SCUR1_76040.1	FGIG_02087
OG0006581	SCUR1_26690.1	FGIG_02181
OG0006582	SCUR1_30580.1	FGIG_02231
OG0006583	SCUR1_85560.1, SCUR1_98130.1	FGIG_02247
OG0006584	SCUR1_2330.1	FGIG_02271
OG0006586	SCUR1_37610.1	FGIG_02291
OG0006588	SCUR1_13910.1, SCUR1_13910.2	FGIG_02309
OG0006589	SCUR1_19720.1	FGIG_02349, FGIG_08384
OG0006590	SCUR1_19740.1	FGIG_02351
OG0006591	SCUR1_71550.1, SCUR1_71550.2	FGIG_02456
OG0006592	SCUR1_83600.1	FGIG_02535
OG0006593	SCUR1_69990.1	FGIG_02570
OG0006594	SCUR1_51790.1	FGIG_02673
OG0006595	SCUR1_53500.1, SCUR1_53500.2, SCUR1_53500.3	FGIG_02674
OG0006596	SCUR1_78230.1	FGIG_02752
OG0006597	SCUR1_77030.1	FGIG_02773
OG0006598	SCUR1_92590.1	FGIG_02915
OG0006599	SCUR1_23280.1	FGIG_07064, FGIG_03010
OG0006600	SCUR1_78550.3, SCUR1_78550.1, SCUR1_78550.2, SCUR1_78550.4	FGIG_03034
OG0006601	SCUR1_51730.1	FGIG_03122, FGIG_06369
OG0006602	SCUR1_25160.1	FGIG_03176
OG0006603	SCUR1_91380.1	FGIG_03226
OG0006604	SCUR1_55920.1	FGIG_03234
OG0006605	SCUR1_18650.1	FGIG_03253
OG0006606	SCUR1_72250.1	FGIG_03382
OG0006607	SCUR1_26260.1	FGIG_03435
OG0006608	SCUR1_20350.1	FGIG_03438
OG0006609	SCUR1_84930.1	FGIG_03439
OG0006610	SCUR1_81200.1	FGIG_03465
OG0006611	SCUR1_91780.1	FGIG_03478
OG0006613	SCUR1_56220.1	FGIG_03620
OG0006614	SCUR1_65330.1	FGIG_03680
OG0006615	SCUR1_34290.1	FGIG_03718
OG0006616	SCUR1_70400.1	FGIG_03739
OG0006617	SCUR1_68990.1, SCUR1_68990.3, SCUR1_68990.2	FGIG_03802
OG0006618	SCUR1_37260.1	FGIG_03887
OG0006619	SCUR1_24090.1	FGIG_03900
OG0006620	SCUR1_1960.1	FGIG_03903
OG0006621	SCUR1_90890.1	FGIG_03986
OG0006622	SCUR1_16410.1	FGIG_03995
OG0006623	SCUR1_65940.1	FGIG_04048
OG0006624	SCUR1_34820.1	FGIG_04050
OG0006625	SCUR1_61640.1	FGIG_04051
OG0006626	SCUR1_32600.1	FGIG_04076, FGIG_04074
OG0006627	SCUR1_56530.1	FGIG_04165
OG0006628	SCUR1_90970.1	FGIG_04260
OG0006629	SCUR1_75020.1	FGIG_04332
OG0006630	SCUR1_80490.2, SCUR1_80490.1	FGIG_04399, FGIG_04400
OG0006631	SCUR1_51290.1	FGIG_04415
OG0006632	SCUR1_39340.1	FGIG_04535
OG0006633	SCUR1_69070.1	FGIG_04566
OG0006634	SCUR1_41100.1	FGIG_04588
OG0006635	SCUR1_7070.1	FGIG_04593
OG0006637	SCUR1_43410.1	FGIG_04744
OG0006638	SCUR1_7110.1	FGIG_04775
OG0006639	SCUR1_79470.1	FGIG_04793
OG0006640	SCUR1_8970.1	FGIG_04800
OG0006641	SCUR1_75390.1	FGIG_04835
OG0006642	SCUR1_64330.1	FGIG_04871
OG0006643	SCUR1_58260.1	FGIG_04972
OG0006644	SCUR1_24560.1	FGIG_05056
OG0006645	SCUR1_60940.1	FGIG_05059
OG0006646	SCUR1_51550.1	FGIG_05066
OG0006647	SCUR1_65920.1	FGIG_05201
OG0006648	SCUR1_65880.1	FGIG_05316
OG0006649	SCUR1_71680.1	FGIG_05329
OG0006650	SCUR1_47500.1	FGIG_05364
OG0006651	SCUR1_12650.1	FGIG_05383
OG0006652	SCUR1_23820.1	FGIG_05401
OG0006653	SCUR1_64190.1, SCUR1_64200.1	FGIG_05476
OG0006654	SCUR1_65910.1	FGIG_05485
OG0006655	SCUR1_34450.1	FGIG_05516
OG0006656	SCUR1_34440.1, SCUR1_34440.2	FGIG_05517
OG0006657	SCUR1_25290.1	FGIG_05522
OG0006658	SCUR1_76740.1	FGIG_05543
OG0006659	SCUR1_35220.1	FGIG_05563
OG0006660	SCUR1_84200.1	FGIG_05584
OG0006661	SCUR1_71890.1	FGIG_05588
OG0006662	SCUR1_16050.1	FGIG_05607
OG0006663	SCUR1_42130.1	FGIG_05679
OG0006664	SCUR1_50960.1	FGIG_05683
OG0006665	SCUR1_36710.1	FGIG_11353, FGIG_05686
OG0006666	SCUR1_1260.1, SCUR1_1260.2	FGIG_05750
OG0006667	SCUR1_6850.1	FGIG_05807
OG0006668	SCUR1_24550.1, SCUR1_24550.2	FGIG_05813
OG0006669	SCUR1_14330.1	FGIG_05844, FGIG_05843
OG0006670	SCUR1_70300.1	FGIG_05867
OG0006671	SCUR1_78420.1	FGIG_05896
OG0006672	SCUR1_17910.1, SCUR1_17920.1	FGIG_05931, FGIG_05930
OG0006673	SCUR1_20940.1	FGIG_05954
OG0006674	SCUR1_79390.1	FGIG_06216
OG0006675	SCUR1_22450.1	FGIG_06262
OG0006676	SCUR1_73570.1	FGIG_06337
OG0006677	SCUR1_22810.1	FGIG_06343
OG0006678	SCUR1_100910.1, SCUR1_47000.1, SCUR1_100910.2	FGIG_06370
OG0006679	SCUR1_32390.1	FGIG_06489
OG0006680	SCUR1_12100.1	FGIG_06497
OG0006681	SCUR1_60760.1	FGIG_06517
