Orthogroup	schistosoma_curassoni	s.mekongi
OG0005677	SCUR1_5910.1	KAK4475900.1
OG0005678	SCUR1_59600.1	KAK4472000.1
OG0005679	SCUR1_87270.1	KAK4468667.1
OG0005680	SCUR1_68460.1	KAK4471357.1
OG0005681	SCUR1_68470.1	KAK4471346.1
OG0005682	SCUR1_31640.1, SCUR1_31640.2, SCUR1_31640.4, SCUR1_31640.3	KAK4472627.1
OG0005683	SCUR1_35930.1	KAK4474072.1, KAK4474071.1
OG0005684	SCUR1_49320.1, SCUR1_49320.3, SCUR1_49320.2	KAK4469255.1, KAK4469254.1
OG0005685	SCUR1_14040.1	KAK4474514.1
OG0005686	SCUR1_88890.1, SCUR1_88890.2, SCUR1_88890.3	KAK4468522.1
OG0005687	SCUR1_65630.1	KAK4471443.1
OG0005688	SCUR1_540.1, SCUR1_550.1, SCUR1_560.1	KAK4475882.1
OG0005689	SCUR1_70040.1, SCUR1_70040.2, SCUR1_70040.3, SCUR1_70070.1	KAK4470525.1
OG0005690	SCUR1_52640.1	KAK4469480.1
OG0005691	SCUR1_92620.1	KAK4467614.1
OG0005692	SCUR1_47330.1, SCUR1_47330.2, SCUR1_47330.3	KAK4469102.1, KAK4469104.1
OG0005693	SCUR1_1170.1, SCUR1_1160.1	KAK4476013.1
OG0005694	SCUR1_49230.1	KAK4469266.1
OG0005695	SCUR1_49390.3, SCUR1_49390.1, SCUR1_49390.2, SCUR1_49380.1	KAK4469249.1
OG0005696	SCUR1_41510.1, SCUR1_41510.2	KAK4473210.1
OG0005697	SCUR1_18390.1	KAK4475189.1
OG0005698	SCUR1_69050.1	KAK4470145.1
OG0005699	SCUR1_20320.1	KAK4475350.1
OG0005700	SCUR1_70820.1	KAK4470159.1
OG0005701	SCUR1_98010.1	KAK4471123.1
OG0005702	SCUR1_64900.1, SCUR1_64900.2	KAK4471221.1
OG0005703	SCUR1_34660.1	KAK4474195.1
OG0005704	SCUR1_40990.1	KAK4473608.1
OG0005705	SCUR1_53940.1	KAK4469178.1
OG0005706	SCUR1_56130.1	KAK4469055.1
OG0005707	SCUR1_64980.1	KAK4471230.1
OG0005708	SCUR1_21070.1, SCUR1_21070.2	KAK4475025.1
OG0005709	SCUR1_27670.1	KAK4473141.1
OG0005710	SCUR1_34930.1	KAK4474166.1
OG0005711	SCUR1_16690.1, SCUR1_16690.2, SCUR1_16690.3	KAK4474845.1
OG0005712	SCUR1_88190.1	KAK4468459.1
OG0005713	SCUR1_65900.1	KAK4471344.1
OG0005714	SCUR1_89530.1, SCUR1_89530.2, SCUR1_89530.3	KAK4468616.1
OG0005715	SCUR1_73760.1, SCUR1_73760.4, SCUR1_73760.2, SCUR1_73760.3	KAK4470470.1
OG0005716	SCUR1_50850.1	KAK4469458.1
OG0005717	SCUR1_74600.1	KAK4470329.1
OG0005718	SCUR1_97240.1	KAK4469222.1
OG0005719	SCUR1_35830.1, SCUR1_35830.2, SCUR1_35830.3	KAK4474083.1
OG0005720	SCUR1_82820.1	KAK4468032.1
OG0005722	SCUR1_91830.1	KAK4467595.1
OG0005723	SCUR1_43100.1	KAK4473521.1
OG0005725	SCUR1_82480.1, SCUR1_82480.2, SCUR1_82480.3	KAK4468144.1
OG0005726	SCUR1_53020.1	KAK4469522.1
OG0005727	SCUR1_68150.1	KAK4471645.1
OG0005728	SCUR1_86620.1	KAK4468763.1
OG0005729	SCUR1_64660.1	KAK4471193.1
OG0005730	SCUR1_92890.1	KAK4467711.1, KAK4467712.1
OG0005731	SCUR1_80440.1	KAK4467995.1
OG0005732	SCUR1_27430.1, SCUR1_27430.2	KAK4473085.1
OG0005733	SCUR1_23380.1, SCUR1_23510.1, SCUR1_24140.1	KAK4473067.1
OG0005734	SCUR1_43650.1, SCUR1_43650.2	KAK4473573.1
OG0005735	SCUR1_90850.1	KAK4468650.1
OG0005736	SCUR1_69230.1, SCUR1_69230.2	KAK4470003.1
OG0005737	SCUR1_63550.1, SCUR1_63550.2	KAK4471317.1
OG0005738	SCUR1_4820.3, SCUR1_4820.1, SCUR1_4820.2	KAK4467440.1, KAK4475799.1
OG0005739	SCUR1_29740.2, SCUR1_29740.1	KAK4472441.1
OG0005740	SCUR1_100420.2, SCUR1_100420.1, SCUR1_100420.3, SCUR1_78930.1	KAK4470956.1
OG0005741	SCUR1_85240.1	KAK4468857.1
OG0005742	SCUR1_33570.1	KAK4472328.1
OG0005743	SCUR1_16380.1	KAK4474814.1
OG0005744	SCUR1_16140.1	KAK4474793.1
OG0005745	SCUR1_63100.1	KAK4471406.1
OG0005747	SCUR1_45090.1	KAK4472288.1
OG0005748	SCUR1_85020.1	KAK4468877.1
OG0005750	SCUR1_94510.1, SCUR1_94510.2	KAK4467855.1
OG0005751	SCUR1_34380.1, SCUR1_34380.2	KAK4472247.1
OG0005753	SCUR1_79530.1	KAK4471012.1
OG0005754	SCUR1_86520.2, SCUR1_86520.1, SCUR1_86520.5, SCUR1_86520.3, SCUR1_86520.4	KAK4468754.1
OG0005755	SCUR1_25070.1	KAK4473214.1
OG0005757	SCUR1_73510.1	KAK4470662.1
OG0005758	SCUR1_71060.1	KAK4470179.1
OG0005759	SCUR1_28040.1	KAK4473119.1
OG0005760	SCUR1_48260.1	KAK4469582.1
OG0005761	SCUR1_23930.3, SCUR1_23930.4, SCUR1_23930.1, SCUR1_23930.2	KAK4472208.1
OG0005762	SCUR1_61670.1	KAK4471807.1
OG0005763	SCUR1_90360.1	KAK4468473.1
OG0005764	SCUR1_64780.1	KAK4471208.1
OG0005765	SCUR1_25790.1, SCUR1_25790.2	KAK4472874.1, KAK4472914.1
OG0005766	SCUR1_83920.1	KAK4468099.1
OG0005767	SCUR1_79940.1	KAK4470083.1
OG0005768	SCUR1_32150.1	KAK4472581.1
OG0005769	SCUR1_14090.1	KAK4474509.1
OG0005770	SCUR1_41250.1	KAK4472982.1
OG0005771	SCUR1_52950.1	KAK4469515.1
OG0005772	SCUR1_80260.1	KAK4468361.1, KAK4467953.1
OG0005773	SCUR1_68940.1	KAK4470002.1
OG0005774	SCUR1_65780.1, SCUR1_65780.2	KAK4471333.1
OG0005775	SCUR1_42440.1	KAK4473462.1
OG0005776	SCUR1_85730.1	KAK4468838.1, KAK4468840.1
OG0005777	SCUR1_42710.1	KAK4473492.1
OG0005778	SCUR1_67570.1	KAK4471528.1
OG0005779	SCUR1_68090.1	KAK4471037.1
OG0005780	SCUR1_91950.1, SCUR1_91950.2	KAK4467738.1
OG0005781	SCUR1_85790.1, SCUR1_95690.1, SCUR1_95690.2	KAK4468805.1
OG0005782	SCUR1_44390.1	KAK4472395.1
OG0005783	SCUR1_87360.1	KAK4468659.1
OG0005784	SCUR1_90010.1	KAK4468433.1
OG0005785	SCUR1_12190.1	KAK4474443.1
OG0005786	SCUR1_14270.1	KAK4474493.1
OG0005787	SCUR1_710.1	KAK4475753.1
OG0005788	SCUR1_12410.1	KAK4474465.1, KAK4474466.1
OG0005789	SCUR1_51390.1	KAK4469146.1
OG0005790	SCUR1_69650.2, SCUR1_69650.1, SCUR1_69650.3, SCUR1_69650.4	KAK4470001.1, KAK4470959.1
OG0005791	SCUR1_44700.1, SCUR1_44690.1	KAK4473950.1
OG0005792	SCUR1_3620.1, SCUR1_3620.3, SCUR1_3620.2	KAK4467394.1, KAK4475643.1
OG0005793	SCUR1_6660.1	KAK4476257.1
OG0005794	SCUR1_4190.1	KAK4474341.1
OG0005795	SCUR1_94410.1	KAK4467866.1
OG0005796	SCUR1_5040.1	KAK4475779.1
OG0005797	SCUR1_93900.3, SCUR1_93900.2, SCUR1_93900.1	KAK4467670.1
OG0005798	SCUR1_70500.1, SCUR1_70500.2, SCUR1_70500.3	KAK4470234.1
OG0005799	SCUR1_20570.1	KAK4474973.1
OG0005800	SCUR1_82490.1	KAK4468146.1
OG0005801	SCUR1_15450.1	KAK4475318.1
OG0005802	SCUR1_75410.1, SCUR1_75410.3, SCUR1_75410.4, SCUR1_75410.2	KAK4470490.1
OG0005803	SCUR1_58150.1	KAK4471175.1
OG0005804	SCUR1_91330.1	KAK4467715.1
OG0005805	SCUR1_69290.1	KAK4470126.1
OG0005806	SCUR1_81400.1	KAK4468290.1
OG0005807	SCUR1_79510.1	KAK4471011.1
OG0005808	SCUR1_39530.1	KAK4473738.1
OG0005809	SCUR1_29010.1	KAK4472795.1
OG0005810	SCUR1_86290.1	KAK4468728.1
OG0005811	SCUR1_13250.1	KAK4467493.1, KAK4474710.1
OG0005812	SCUR1_40110.1, SCUR1_40110.2	KAK4473687.1
OG0005813	SCUR1_71230.1, SCUR1_71240.1	KAK4470201.1
OG0005814	SCUR1_14690.1	KAK4474564.1
OG0005815	SCUR1_65070.1	KAK4471237.1
OG0005816	SCUR1_13450.1	KAK4474730.1
OG0005818	SCUR1_88770.1	KAK4468534.1
OG0005819	SCUR1_52700.1	KAK4469474.1
OG0005820	SCUR1_62570.1, SCUR1_98590.1	KAK4471691.1
OG0005821	SCUR1_94290.1, SCUR1_94290.2	KAK4467810.1
OG0005823	SCUR1_40450.1	KAK4473654.1
OG0005824	SCUR1_26900.1, SCUR1_26900.2, SCUR1_26900.3	KAK4472939.1
OG0005825	SCUR1_28250.1	KAK4472997.1, KAK4473743.1
OG0005827	SCUR1_46150.1, SCUR1_98640.1	KAK4469459.1
OG0005828	SCUR1_88450.1, SCUR1_88450.2, SCUR1_88450.3, SCUR1_88450.4	KAK4468573.1
OG0005829	SCUR1_59000.1, SCUR1_59000.2	KAK4472062.1
OG0005830	SCUR1_68250.1	KAK4471542.1
OG0005831	SCUR1_47790.1	KAK4469627.1
OG0005832	SCUR1_36620.1	KAK4474006.1
OG0005833	SCUR1_4750.1	KAK4467290.1, KAK4475765.1
OG0005834	SCUR1_83060.1	KAK4468014.1
OG0005835	SCUR1_63160.1	KAK4471057.1, KAK4471411.1
OG0005836	SCUR1_82370.1	KAK4468200.1
OG0005837	SCUR1_90690.1, SCUR1_90690.2	KAK4468732.1
OG0005838	SCUR1_750.1	KAK4474491.1
OG0005839	SCUR1_25890.1	KAK4472847.1
OG0005840	SCUR1_84960.1, SCUR1_96060.1	KAK4469258.1
OG0005841	SCUR1_14120.1	KAK4474506.1
OG0005843	SCUR1_20080.1	KAK4475369.1
OG0005844	SCUR1_12110.1	KAK4474434.1
OG0005845	SCUR1_91920.1	KAK4467735.1
OG0005846	SCUR1_34500.2, SCUR1_34500.3, SCUR1_34500.1	KAK4472549.1
OG0005847	SCUR1_94820.1	KAK4467825.1
OG0005848	SCUR1_53050.1	KAK4469526.1
OG0005849	SCUR1_94870.1	KAK4467820.1
OG0005851	SCUR1_56820.1	KAK4468994.1
OG0005852	SCUR1_30260.1	KAK4472491.1
OG0005853	SCUR1_75790.1	KAK4470707.1
OG0005854	SCUR1_78110.1, SCUR1_78110.2, SCUR1_78110.3	KAK4470871.1
OG0005855	SCUR1_37760.1	KAK4473882.1
OG0005856	SCUR1_84940.1	KAK4468890.1
OG0005857	SCUR1_66530.1, SCUR1_66540.1	KAK4471628.1
OG0005859	SCUR1_17230.1, SCUR1_17230.2, SCUR1_17230.4, SCUR1_17230.5, SCUR1_17230.3	KAK4474898.1
OG0005860	SCUR1_71920.1	KAK4470274.1
OG0005862	SCUR1_42720.1	KAK4473491.1
OG0005863	SCUR1_48410.1, SCUR1_48410.2	KAK4469565.1
OG0005865	SCUR1_19660.1	KAK4475404.1
OG0005866	SCUR1_71290.1	KAK4470207.1
OG0005867	SCUR1_28630.1	KAK4472835.1
OG0005869	SCUR1_91690.1	KAK4467914.1
OG0005870	SCUR1_24210.1, SCUR1_24210.2	KAK4467480.1
OG0005871	SCUR1_77960.4, SCUR1_77960.2, SCUR1_77960.1, SCUR1_77960.3	KAK4470854.1
OG0005872	SCUR1_47090.1	KAK4469078.1
OG0005873	SCUR1_71880.4, SCUR1_71880.1, SCUR1_71880.2, SCUR1_71880.3	KAK4470270.1
OG0005874	SCUR1_66190.1, SCUR1_66190.2, SCUR1_66190.3	KAK4471371.1
OG0005875	SCUR1_62970.1	KAK4471385.1
OG0005876	SCUR1_66920.1	KAK4471585.1
OG0005877	SCUR1_27880.1, SCUR1_27880.4, SCUR1_27880.2, SCUR1_27880.3	KAK4473134.1
OG0005878	SCUR1_42000.1, SCUR1_42000.2	KAK4473424.1
OG0005879	SCUR1_43770.1	KAK4473582.1
OG0005880	SCUR1_37280.1	KAK4473832.1
OG0005881	SCUR1_15840.4, SCUR1_15840.3, SCUR1_15840.1, SCUR1_15840.2	KAK4474760.1
OG0005894	SCUR1_11310.1	KAK4474602.1
OG0005895	SCUR1_92470.1	KAK4467900.1
OG0005896	SCUR1_40940.1	KAK4473614.1
OG0005897	SCUR1_99700.1	KAK4467875.1
OG0005898	SCUR1_43890.1, SCUR1_43890.2	KAK4472887.1
OG0005899	SCUR1_92310.1, SCUR1_92310.3, SCUR1_99730.1, SCUR1_92310.2	KAK4467884.1
OG0005900	SCUR1_31350.1	KAK4472660.1
OG0005901	SCUR1_59560.1	KAK4472004.1
OG0005902	SCUR1_7570.1	KAK4476076.1
OG0005903	SCUR1_3360.1	KAK4475837.1
OG0005904	SCUR1_23640.1	KAK4473311.1
OG0005905	SCUR1_67300.1	KAK4471555.1
OG0005906	SCUR1_73020.1	KAK4470615.1
OG0005907	SCUR1_41580.2, SCUR1_41580.1	KAK4473270.1
OG0005908	SCUR1_39890.1, SCUR1_39890.2, SCUR1_39890.3	KAK4473709.1
OG0005909	SCUR1_14410.1	KAK4467533.1, KAK4474590.1
OG0005910	SCUR1_75700.3, SCUR1_75700.1, SCUR1_75700.2, SCUR1_75700.4	KAK4470697.1
OG0005911	SCUR1_93800.1	KAK4467658.1
OG0005913	SCUR1_87870.1	KAK4468937.1
OG0005914	SCUR1_75310.1	KAK4470502.1
OG0005915	SCUR1_8270.1	KAK4476154.1
OG0005916	SCUR1_18750.1	KAK4475149.1
OG0005917	SCUR1_65110.1	KAK4471242.1
OG0005918	SCUR1_33470.1	KAK4472339.1
OG0005920	SCUR1_2810.1	KAK4475568.1
OG0005921	SCUR1_68760.1	KAK4471085.1
OG0005922	SCUR1_21530.1	KAK4475425.1
OG0005923	SCUR1_29310.2, SCUR1_29310.1	KAK4472245.1
OG0005924	SCUR1_16480.1	KAK4474824.1
OG0005925	SCUR1_69620.1	KAK4470999.1
OG0005926	SCUR1_61760.1	KAK4471796.1
OG0005927	SCUR1_26460.1	KAK4472976.1
OG0005928	SCUR1_67820.2, SCUR1_67820.1	KAK4471062.1
OG0005929	SCUR1_61350.1	KAK4471976.1
OG0005930	SCUR1_79150.1	KAK4470977.1
OG0005932	SCUR1_2060.1	KAK4475354.1
OG0005933	SCUR1_42070.1, SCUR1_42070.2	KAK4467502.1
OG0005934	SCUR1_20880.1	KAK4475008.1
OG0005935	SCUR1_32180.1, SCUR1_32180.2, SCUR1_32180.3	KAK4472575.1, KAK4472577.1
OG0005936	SCUR1_61210.1	KAK4471961.1
OG0005937	SCUR1_88100.1	KAK4468565.1
OG0005938	SCUR1_72010.1	KAK4470286.1
OG0005940	SCUR1_27460.1	KAK4472210.1
OG0005941	SCUR1_93050.1	KAK4467692.1
OG0005942	SCUR1_82130.1	KAK4468227.1
OG0005943	SCUR1_14840.1	KAK4474612.1
OG0005944	SCUR1_59850.1	KAK4471845.1
OG0005945	SCUR1_2760.1	KAK4475562.1
OG0005946	SCUR1_20010.1	KAK4475377.1
OG0005947	SCUR1_14150.1	KAK4474504.1
OG0005948	SCUR1_35300.1	KAK4474134.1
OG0005949	SCUR1_10280.1	KAK4476288.1
OG0005950	SCUR1_50000.1, SCUR1_50000.2	KAK4469379.1
OG0005951	SCUR1_6330.2, SCUR1_6330.3, SCUR1_6330.4, SCUR1_6330.5, SCUR1_6330.1	KAK4475924.1
OG0005952	SCUR1_81630.1	KAK4468271.1
OG0005953	SCUR1_68070.1	KAK4471491.1
OG0005954	SCUR1_20640.1	KAK4474980.1
OG0005955	SCUR1_96530.1, SCUR1_90020.1	KAK4468434.1
OG0005956	SCUR1_30450.1	KAK4472407.1, KAK4472409.1
OG0005957	SCUR1_23990.1	KAK4473021.1
OG0005958	SCUR1_73420.1	KAK4470655.1
OG0005959	SCUR1_39420.1	KAK4473753.1
OG0005960	SCUR1_84230.1	KAK4468067.1
OG0005961	SCUR1_67970.1, SCUR1_67970.2, SCUR1_67970.3	KAK4471494.1
OG0005962	SCUR1_91410.1	KAK4467938.1
OG0005963	SCUR1_62290.1	KAK4471725.1
OG0005964	SCUR1_32240.1	KAK4472569.1, KAK4472570.1
OG0005965	SCUR1_20420.1, SCUR1_20440.1	KAK4475340.1
OG0005966	SCUR1_86320.1	KAK4468725.1
OG0005967	SCUR1_72130.1, SCUR1_72140.1	KAK4470305.1
OG0005968	SCUR1_13650.1	KAK4474288.1
OG0005969	SCUR1_43450.1	KAK4473554.1
OG0005970	SCUR1_21850.1	KAK4475475.1
OG0005971	SCUR1_25740.1, SCUR1_25740.2	KAK4473003.1
OG0005972	SCUR1_54250.1	KAK4469894.1
OG0005973	SCUR1_44440.1	KAK4473750.1
OG0005974	SCUR1_22160.1, SCUR1_22160.2	KAK4475441.1
OG0005975	SCUR1_70390.1	KAK4470120.1
OG0005976	SCUR1_30690.1	KAK4472718.1
OG0005977	SCUR1_51980.1, SCUR1_51980.2	KAK4469717.1
OG0005978	SCUR1_85150.1, SCUR1_85150.2	KAK4468863.1
OG0005979	SCUR1_28220.1	KAK4473101.1
OG0005980	SCUR1_56410.1, SCUR1_56410.2	KAK4469979.1
OG0005981	SCUR1_91860.1	KAK4467729.1
OG0005982	SCUR1_64480.1	KAK4472059.1
OG0005983	SCUR1_48590.1	KAK4469327.1
OG0005984	SCUR1_65310.1	KAK4471262.1
OG0005985	SCUR1_28090.1	KAK4473113.1
OG0005986	SCUR1_20590.1	KAK4474975.1
OG0005987	SCUR1_20580.1	KAK4474974.1
OG0005989	SCUR1_80610.1	KAK4468346.1, KAK4468347.1
OG0005990	SCUR1_56390.1	KAK4469977.1
OG0005991	SCUR1_54270.1	KAK4469892.1
OG0005992	SCUR1_47320.1	KAK4469099.1, KAK4469100.1, KAK4469101.1
OG0005993	SCUR1_77280.1	KAK4470789.1
OG0005994	SCUR1_53780.1	KAK4469190.1
OG0005995	SCUR1_69800.1	KAK4470725.1
OG0005996	SCUR1_19280.1, SCUR1_19280.2	KAK4475096.1
OG0005997	SCUR1_920.1	KAK4476238.1
OG0005998	SCUR1_48030.1, SCUR1_97180.1	KAK4469603.1
OG0005999	SCUR1_79460.1	KAK4471003.1
OG0006000	SCUR1_12370.1	KAK4474471.1
OG0006001	SCUR1_86600.1	KAK4468760.1
OG0006002	SCUR1_51870.1	KAK4469727.1
OG0006003	SCUR1_34680.1	KAK4474192.1
OG0006004	SCUR1_49710.1	KAK4469213.1
OG0006005	SCUR1_72290.1, SCUR1_72290.2	KAK4470320.1
OG0006006	SCUR1_46540.1, SCUR1_46540.2	KAK4469153.1
OG0006007	SCUR1_20370.1	KAK4475345.1
OG0006008	SCUR1_70900.1	KAK4470166.1
OG0006010	SCUR1_80020.1	KAK4476168.1
OG0006011	SCUR1_64820.2, SCUR1_64820.4, SCUR1_64820.1, SCUR1_64820.3	KAK4471212.1
OG0006012	SCUR1_66040.1, SCUR1_66040.2	KAK4471356.1
OG0006013	SCUR1_21910.3, SCUR1_21910.2, SCUR1_21910.1	KAK4475468.1
OG0006014	SCUR1_73730.1	KAK4470473.1
OG0006015	SCUR1_74390.1	KAK4470016.1
OG0006016	SCUR1_78760.1	KAK4470937.1
OG0006017	SCUR1_78770.1	KAK4470940.1, KAK4470939.1
OG0006018	SCUR1_87900.1	KAK4468934.1
OG0006019	SCUR1_84190.1	KAK4468072.1
OG0006021	SCUR1_75540.2, SCUR1_75540.1	KAK4470679.1
OG0006023	SCUR1_18490.1	KAK4475179.1
OG0006024	SCUR1_47130.1	KAK4469081.1
OG0006025	SCUR1_14920.2, SCUR1_14920.1	KAK4474618.1
OG0006026	SCUR1_1060.1	KAK4476112.1
OG0006027	SCUR1_24670.2, SCUR1_24670.1	KAK4473172.1, KAK4473173.1
OG0006028	SCUR1_49530.1, SCUR1_49530.2	KAK4469239.1
OG0006029	SCUR1_56200.1, SCUR1_56200.2	KAK4469945.1
OG0006030	SCUR1_34580.1	KAK4472561.1
OG0006031	SCUR1_19220.1	KAK4475107.1
OG0006032	SCUR1_10180.1	KAK4476295.1
OG0006033	SCUR1_41300.1	KAK4473043.1
OG0006034	SCUR1_43670.1, SCUR1_43670.2, SCUR1_43670.3	KAK4473574.1
OG0006035	SCUR1_56160.1	KAK4469982.1
OG0006036	SCUR1_82320.1	KAK4468205.1
OG0006037	SCUR1_83310.1	KAK4468179.1
OG0006038	SCUR1_43600.1	KAK4473568.1
OG0006039	SCUR1_50870.2, SCUR1_50870.1	KAK4469461.1
OG0006042	SCUR1_31450.1	KAK4472645.1
OG0006043	SCUR1_18260.1	KAK4475206.1
OG0006044	SCUR1_68300.1	KAK4471490.1
OG0006045	SCUR1_36310.1, SCUR1_36310.3, SCUR1_36310.2	KAK4474041.1
OG0006046	SCUR1_13140.1	KAK4474693.1
OG0006047	SCUR1_33580.1	KAK4472327.1
OG0006049	SCUR1_40710.1	KAK4473634.1
OG0006050	SCUR1_61340.1	KAK4471975.1
OG0006051	SCUR1_7080.1	KAK4476031.1
OG0006052	SCUR1_72030.1	KAK4470290.1
OG0006053	SCUR1_67180.1	KAK4471570.1
OG0006054	SCUR1_63680.1	KAK4471302.1
OG0006055	SCUR1_4680.1	KAK4475772.1, KAK4467429.1
OG0006056	SCUR1_14990.1	KAK4475275.1
OG0006057	SCUR1_30550.1	KAK4472732.1
OG0006058	SCUR1_17780.1	KAK4467230.1, KAK4474952.1
OG0006060	SCUR1_3290.1, SCUR1_3290.2	KAK4475621.1
OG0006061	SCUR1_84090.1	KAK4468084.1
OG0006062	SCUR1_35820.3, SCUR1_35820.2, SCUR1_35820.1	KAK4474082.1
OG0006063	SCUR1_45330.1	KAK4472448.1
OG0006064	SCUR1_69150.1, SCUR1_69160.1	KAK4470135.1
OG0006066	SCUR1_9080.1	KAK4476210.1
OG0006067	SCUR1_43460.1	KAK4473555.1
OG0006068	SCUR1_41170.2, SCUR1_41170.1	KAK4472909.1
OG0006069	SCUR1_34390.1, SCUR1_34390.2	KAK4472539.1
OG0006070	SCUR1_66150.1	KAK4471367.1
OG0006071	SCUR1_76140.1	KAK4470452.1
OG0006072	SCUR1_82260.1	KAK4468222.1
OG0006073	SCUR1_52690.1	KAK4469475.1
OG0006074	SCUR1_89790.1	KAK4468415.1
OG0006075	SCUR1_25730.1	KAK4473004.1
OG0006076	SCUR1_50860.1	KAK4469460.1
OG0006078	SCUR1_24700.1	KAK4473176.1
OG0006080	SCUR1_32770.1	KAK4472512.1
OG0006081	SCUR1_1650.1	KAK4474967.1, KAK4474989.1
OG0006082	SCUR1_41870.1	KAK4473409.1
OG0006083	SCUR1_82850.1	KAK4468028.1
OG0006084	SCUR1_22850.1	KAK4473370.1
OG0006085	SCUR1_72470.1	KAK4470572.1
OG0006086	SCUR1_24430.1	KAK4473150.1
OG0006087	SCUR1_39250.1	KAK4473763.1
OG0006088	SCUR1_70260.1	KAK4470106.1
OG0006089	SCUR1_11230.1	KAK4474553.1
OG0006090	SCUR1_100440.1	KAK4468461.1
OG0006091	SCUR1_79750.1	KAK4470064.1
OG0006092	SCUR1_13820.1	KAK4475267.1
OG0006093	SCUR1_54940.1	KAK4469849.1
OG0006094	SCUR1_51110.1	KAK4469655.1
OG0006096	SCUR1_18790.1	KAK4475145.1
OG0006098	SCUR1_25220.1	KAK4473228.1
OG0006099	SCUR1_7250.1	KAK4476012.1
OG0006101	SCUR1_37560.1	KAK4473860.1, KAK4473861.1
OG0006102	SCUR1_77480.1	KAK4470811.1
OG0006103	SCUR1_38220.1	KAK4473915.1
OG0006104	SCUR1_66390.1	KAK4471375.1
OG0006105	SCUR1_80290.1	KAK4468364.1
OG0006106	SCUR1_59710.1	KAK4471821.1
OG0006107	SCUR1_73500.1	KAK4470661.1
OG0006108	SCUR1_82940.1	KAK4468021.1
OG0006109	SCUR1_69440.1, SCUR1_69440.3, SCUR1_69440.2	KAK4470206.1
OG0006110	SCUR1_89000.1	KAK4468507.1
OG0006111	SCUR1_1890.1	KAK4475197.1
OG0006112	SCUR1_86590.1	KAK4468759.1
OG0006113	SCUR1_3680.1	KAK4475648.1
OG0006114	SCUR1_92410.1	KAK4467893.1, KAK4467894.1
OG0006115	SCUR1_27090.1, SCUR1_27090.2	KAK4472915.1
OG0006116	SCUR1_47380.1, SCUR1_47380.2	KAK4469108.1
OG0006117	SCUR1_56350.1	KAK4469972.1
OG0006118	SCUR1_56600.1, SCUR1_56600.2	KAK4469742.1
OG0006120	SCUR1_42550.1	KAK4473475.1
OG0006121	SCUR1_22300.1, SCUR1_22300.3, SCUR1_22300.2	KAK4475463.1
OG0006122	SCUR1_29560.1	KAK4472419.1
OG0006123	SCUR1_60110.1	KAK4471863.1
OG0006124	SCUR1_65290.1, SCUR1_65290.2	KAK4471259.1
OG0006125	SCUR1_73620.1	KAK4470482.1
OG0006126	SCUR1_61930.1, SCUR1_61930.2, SCUR1_61930.4, SCUR1_61930.3	KAK4471777.1
OG0006127	SCUR1_43270.1	KAK4473539.1
OG0006128	SCUR1_37210.1	KAK4472161.1
OG0006129	SCUR1_13530.1	KAK4474736.1
OG0006130	SCUR1_28070.1	KAK4473116.1
OG0006131	SCUR1_62880.1	KAK4471379.1
OG0006132	SCUR1_51470.1	KAK4469148.1
OG0006133	SCUR1_68410.1	KAK4471417.1
OG0006134	SCUR1_20770.1	KAK4474994.1
OG0006135	SCUR1_1810.1	KAK4475120.1
OG0006136	SCUR1_76190.1	KAK4470446.1
OG0006139	SCUR1_13350.1	KAK4474726.1, KAK4467432.1
OG0006140	SCUR1_72560.1	KAK4470583.1
OG0006141	SCUR1_30620.1	KAK4472725.1
OG0006143	SCUR1_18570.1, SCUR1_18570.2	KAK4475166.1
OG0006144	SCUR1_60870.1	KAK4471923.1
OG0006145	SCUR1_39000.1	KAK4473781.1
OG0006146	SCUR1_77350.1	KAK4470796.1
OG0006148	SCUR1_68520.1	KAK4471304.1
OG0006150	SCUR1_31790.1	KAK4472611.1
OG0006151	SCUR1_41770.1	KAK4473401.1
OG0006152	SCUR1_87990.2, SCUR1_87990.1	KAK4468926.1
OG0006153	SCUR1_60270.1	KAK4471875.1
OG0006154	SCUR1_95370.1, SCUR1_96970.1	KAK4468885.1
OG0006155	SCUR1_21240.2, SCUR1_21240.1	KAK4475041.1
OG0006156	SCUR1_76210.1	KAK4470444.1
OG0006157	SCUR1_45170.1	KAK4473730.1
OG0006158	SCUR1_20210.1, SCUR1_20210.2, SCUR1_20210.3	KAK4475359.1
OG0006159	SCUR1_23330.1	KAK4473320.1
OG0006160	SCUR1_16560.1	KAK4474833.1
OG0006161	SCUR1_84010.1	KAK4468090.1, KAK4468092.1
OG0006162	SCUR1_18940.1	KAK4475131.1
OG0006164	SCUR1_410.1	KAK4474565.1
OG0006165	SCUR1_69670.1	KAK4470938.1
OG0006166	SCUR1_47490.2, SCUR1_47490.1	KAK4469118.1
OG0006167	SCUR1_80380.1	KAK4467994.1
OG0006168	SCUR1_89070.1	KAK4468499.1
OG0006170	SCUR1_13460.1	KAK4474729.1
OG0006171	SCUR1_3840.1, SCUR1_3840.2, SCUR1_3840.3	KAK4475668.1
OG0006172	SCUR1_44220.1	KAK4472589.1
OG0006173	SCUR1_19850.2, SCUR1_19850.1	KAK4475387.1
OG0006174	SCUR1_19270.1	KAK4475094.1
OG0006175	SCUR1_86200.2, SCUR1_86200.1	KAK4468738.1
OG0006176	SCUR1_89310.1	KAK4468627.1
