Orthogroup	fasciola_hepatica	opisthorchis_viverrini
OG0007167	FhHiC23_g5664.t1	T265_04152
OG0007168	FhHiC23_g6989.t1	T265_15062
OG0007171	FhHiC23_g1872.t1	T265_12441
OG0007172	FhHiC23_g6160.t1	T265_15713
OG0007173	FhHiC23_g9344.t1, FhHiC23_g9344.t2	T265_03123
OG0007174	FhHiC23_g2129.t1	T265_03572
OG0007176	FhHiC23_g4144.t1	T265_09466
OG0007177	FhHiC23_g14080.t1	T265_08068
OG0007178	FhHiC23_g7032.t1	T265_00637
OG0007179	FhHiC23_g10393.t1	T265_14173
OG0007180	FhHiC23_g12822.t1	T265_10346
OG0007181	FhHiC23_g15949.t1, FhHiC23_g15949.t2	T265_13478
OG0007182	FhHiC23_g11963.t1	T265_04384
OG0007183	FhHiC23_g1628.t1	T265_02366
OG0007183	FhHiC23_g4120.t1	T265_06551
OG0007183	FhHiC23_g237.t1, FhHiC23_g13646.t1	T265_04534
OG0007184	FhHiC23_g16601.t1	T265_05750
OG0007186	FhHiC23_g478.t1	T265_05727
OG0007187	FhHiC23_g1010.t1	T265_09224
OG0007188	FhHiC23_g8221.t1	T265_04191
OG0007189	FhHiC23_g7663.t2, FhHiC23_g7664.t1	T265_01579
OG0007191	FhHiC23_g6265.t1	T265_04664
OG0007193	FhHiC23_g107.t1	T265_01765, T265_12272
OG0007194	FhHiC23_g12068.t1, FhHiC23_g11436.t1	T265_09310
OG0007195	FhHiC23_g15930.t1	T265_05776
OG0007196	FhHiC23_g11219.t1	T265_00986
OG0007197	FhHiC23_g8662.t1	T265_14654
OG0007198	FhHiC23_g6352.t1	T265_14536
OG0007199	FhHiC23_g9812.t1	T265_05694
OG0007200	FhHiC23_g12077.t2, FhHiC23_g12077.t1	T265_01598
OG0007201	FhHiC23_g16444.t1	T265_09750
OG0007202	FhHiC23_g1069.t1	T265_05903
OG0007203	FhHiC23_g12032.t1	T265_08004
OG0007204	FhHiC23_g1619.t1	T265_02881
OG0007204	FhHiC23_g1622.t1	T265_13111
OG0007204	FhHiC23_g12.t1	T265_15800
OG0007204	FhHiC23_g1228.t1	T265_12540
OG0007204	FhHiC23_g1230.t2, FhHiC23_g1230.t1	T265_00446
OG0007205	FhHiC23_g8668.t1	T265_00395
OG0007206	FhHiC23_g2534.t1	T265_13211
OG0007207	FhHiC23_g701.t1, FhHiC23_g701.t2	T265_00381
OG0007208	FhHiC23_g2796.t1	T265_02790
OG0007210	FhHiC23_g16028.t1, FhHiC23_g16028.t2	T265_12116
OG0007212	FhHiC23_g8378.t1	T265_05154
OG0007213	FhHiC23_g8377.t1	T265_13697
OG0007214	FhHiC23_g3009.t1	T265_15405
OG0007215	FhHiC23_g11855.t1	T265_12481
OG0007216	FhHiC23_g15418.t1	T265_13250
OG0007217	FhHiC23_g14507.t1	T265_10000
OG0007218	FhHiC23_g1804.t1	T265_00164
OG0007220	FhHiC23_g5980.t1	T265_08851
OG0007222	FhHiC23_g10868.t1	T265_05562
OG0007223	FhHiC23_g7508.t1	T265_01427
OG0007226	FhHiC23_g14034.t1	T265_13579
OG0007228	FhHiC23_g3404.t1	T265_00447
OG0007229	FhHiC23_g10672.t1, FhHiC23_g1407.t1	T265_08479
OG0007230	FhHiC23_g12870.t1	T265_03041
OG0007232	FhHiC23_g11104.t1	T265_15847, T265_15567
OG0007233	FhHiC23_g9871.t1	T265_04602
OG0007234	FhHiC23_g7119.t1	T265_11482
OG0007236	FhHiC23_g12949.t1	T265_06291
OG0007237	FhHiC23_g2697.t1	T265_14971
OG0007239	FhHiC23_g1094.t1	T265_05908
OG0007240	FhHiC23_g922.t1	T265_00429
OG0007242	FhHiC23_g14296.t1, FhHiC23_g14296.t2	T265_01487
OG0007244	FhHiC23_g2421.t1	T265_14474
OG0007245	FhHiC23_g750.t1	T265_01358
OG0007246	FhHiC23_g1118.t1	T265_16196
OG0007247	FhHiC23_g1724.t1	T265_04294
OG0007248	FhHiC23_g10456.t1	T265_05026
OG0007250	FhHiC23_g5877.t1	T265_15036
OG0007251	FhHiC23_g5622.t1	T265_11004
OG0007254	FhHiC23_g663.t1	T265_12952
OG0007255	FhHiC23_g2479.t1	T265_13345
OG0007257	FhHiC23_g2378.t1	T265_15493
OG0007259	FhHiC23_g12598.t1	T265_09412
OG0007260	FhHiC23_g366.t1	T265_04860
OG0007263	FhHiC23_g11890.t1	T265_11430
OG0007265	FhHiC23_g10318.t1	T265_05604
OG0007268	FhHiC23_g14219.t1	T265_14215
OG0007269	FhHiC23_g15600.t1	T265_05536
OG0007271	FhHiC23_g12831.t1, FhHiC23_g12831.t2	T265_00237
OG0007272	FhHiC23_g13243.t1	T265_08519
OG0007273	FhHiC23_g13221.t1	T265_15362
OG0007274	FhHiC23_g8.t1	T265_01767
OG0007275	FhHiC23_g4657.t1	T265_04518
OG0007277	FhHiC23_g1975.t1	T265_13133
OG0007278	FhHiC23_g14511.t1	T265_13676
OG0007280	FhHiC23_g3048.t1	T265_02788
OG0007281	FhHiC23_g2679.t1	T265_01963
OG0007282	FhHiC23_g7703.t1	T265_09878
OG0007283	FhHiC23_g3314.t1	T265_13103
OG0007284	FhHiC23_g15126.t1	T265_09365
OG0007285	FhHiC23_g13984.t1	T265_01509
OG0007286	FhHiC23_g1713.t1	T265_13951
OG0007287	FhHiC23_g6891.t1, FhHiC23_g6890.t1	T265_07184
OG0007288	FhHiC23_g511.t1	T265_12855
OG0007290	FhHiC23_g6479.t1	T265_11607
OG0007291	FhHiC23_g1842.t1	T265_13686
OG0007292	FhHiC23_g562.t1	T265_00119
OG0007294	FhHiC23_g2998.t1	T265_00456
OG0007295	FhHiC23_g12292.t1, FhHiC23_g12292.t2	T265_13500
OG0007296	FhHiC23_g8463.t1, FhHiC23_g8463.t2	T265_08875
OG0007297	FhHiC23_g15871.t1	T265_16010, T265_13435
OG0007299	FhHiC23_g2962.t1	T265_03981
OG0007300	FhHiC23_g10258.t1	T265_01038
OG0007302	FhHiC23_g3524.t1, FhHiC23_g3524.t2	T265_06965
OG0007303	FhHiC23_g4247.t1	T265_07698
OG0007304	FhHiC23_g13949.t2, FhHiC23_g13949.t1	T265_08114
OG0007306	FhHiC23_g2970.t1	T265_01724
OG0007307	FhHiC23_g550.t1	T265_08816
OG0007308	FhHiC23_g2136.t2, FhHiC23_g2136.t1	T265_06111
OG0007309	FhHiC23_g8182.t1	T265_03150
OG0007310	FhHiC23_g2711.t1	T265_02132
OG0007311	FhHiC23_g13742.t1	T265_14148
OG0007312	FhHiC23_g13017.t1	T265_09680
OG0007313	FhHiC23_g3417.t1	T265_10686
OG0007314	FhHiC23_g1057.t1	T265_02895
OG0007316	FhHiC23_g5299.t1, FhHiC23_g5299.t2	T265_07031
OG0007317	FhHiC23_g6140.t1	T265_14512
OG0007319	FhHiC23_g2099.t1, FhHiC23_g2099.t2	T265_03866
OG0007320	FhHiC23_g5166.t1	T265_10123
OG0007321	FhHiC23_g12679.t1	T265_04596
OG0007323	FhHiC23_g2964.t1	T265_07850
OG0007326	FhHiC23_g2668.t1	T265_06757
OG0007327	FhHiC23_g13559.t1, FhHiC23_g13559.t2, FhHiC23_g13559.t3	T265_03124
OG0007329	FhHiC23_g15293.t1	T265_09888
OG0007330	FhHiC23_g6824.t1, FhHiC23_g6824.t2	T265_06718
OG0007331	FhHiC23_g1708.t1	T265_05298
OG0007332	FhHiC23_g5421.t1	T265_15382
OG0007334	FhHiC23_g16289.t1	T265_09596
OG0007335	FhHiC23_g11566.t1, FhHiC23_g11566.t2	T265_04559
OG0007336	FhHiC23_g5170.t1, FhHiC23_g5170.t2	T265_15467
OG0007338	FhHiC23_g7795.t1	T265_01823
OG0007339	FhHiC23_g2357.t1	T265_00352, T265_12095
OG0007340	FhHiC23_g10725.t1	T265_11151
OG0007342	FhHiC23_g5964.t1	T265_05423
OG0007343	FhHiC23_g1634.t1	T265_07218
OG0007345	FhHiC23_g3139.t1	T265_09850
OG0007346	FhHiC23_g9308.t1	T265_07084
OG0007347	FhHiC23_g11794.t1	T265_05564, T265_10483
OG0007348	FhHiC23_g12981.t1	T265_08944
OG0007350	FhHiC23_g487.t2, FhHiC23_g487.t4	T265_11979
OG0007351	FhHiC23_g13157.t1	T265_07712
OG0007352	FhHiC23_g1494.t1	T265_10585, T265_15401
OG0007355	FhHiC23_g10655.t1	T265_06884, T265_06886
OG0007356	FhHiC23_g10830.t1	T265_10835
OG0007357	FhHiC23_g12288.t1, FhHiC23_g12289.t1	T265_09934
OG0007358	FhHiC23_g13174.t1	T265_00267
OG0007359	FhHiC23_g16657.t1	T265_09178
OG0007361	FhHiC23_g2101.t1, FhHiC23_g2101.t2	T265_03303
OG0007362	FhHiC23_g2255.t1	T265_03860
OG0007363	FhHiC23_g2918.t1	T265_12941, T265_16048
OG0007364	FhHiC23_g4729.t1	T265_07980
OG0007365	FhHiC23_g6803.t1, FhHiC23_g6803.t2	T265_14505
OG0007366	FhHiC23_g6852.t1	T265_09286
OG0007367	FhHiC23_g7742.t2	T265_08787
OG0007413	FhHiC23_g1446.t1	T265_03512
OG0007414	FhHiC23_g11737.t1	T265_05549
OG0007416	FhHiC23_g1864.t1	T265_00058
OG0007418	FhHiC23_g469.t1	T265_05716
OG0007420	FhHiC23_g15102.t1	T265_05540
OG0007421	FhHiC23_g10106.t1	T265_04842
OG0007423	FhHiC23_g11007.t1	T265_01439
OG0007424	FhHiC23_g14261.t1	T265_01527
OG0007425	FhHiC23_g3193.t1, FhHiC23_g3193.t2	T265_09438
OG0007427	FhHiC23_g15950.t2, FhHiC23_g15950.t1	T265_03793
OG0007428	FhHiC23_g11317.t1	T265_01609
OG0007429	FhHiC23_g15800.t1	T265_08593
OG0007430	FhHiC23_g6702.t1	T265_00022
OG0007431	FhHiC23_g3537.t1	T265_03404
OG0007432	FhHiC23_g1009.t1	T265_08085
OG0007433	FhHiC23_g7663.t1	T265_01578
OG0007434	FhHiC23_g7665.t1	T265_01580
OG0007435	FhHiC23_g8133.t1	T265_03935
OG0007436	FhHiC23_g14613.t1	T265_03494
OG0007439	FhHiC23_g10962.t1	T265_13153
OG0007440	FhHiC23_g11999.t1	T265_01686
OG0007442	FhHiC23_g4998.t1	T265_03000
OG0007443	FhHiC23_g13715.t1	T265_04542
OG0007445	FhHiC23_g6533.t1	T265_07623
OG0007446	FhHiC23_g10985.t1	T265_07779
OG0007447	FhHiC23_g5525.t1	T265_07752
OG0007450	FhHiC23_g7659.t1	T265_09328
OG0007451	FhHiC23_g13283.t1	T265_07759
OG0007452	FhHiC23_g6371.t1	T265_05008
OG0007453	FhHiC23_g1941.t1	T265_09967
OG0007454	FhHiC23_g4664.t1	T265_04491
OG0007456	FhHiC23_g13276.t1	T265_00263
OG0007458	FhHiC23_g5975.t1	T265_08853
OG0007459	FhHiC23_g13512.t1	T265_08427
OG0007460	FhHiC23_g1776.t1	T265_15360
OG0007461	FhHiC23_g1514.t1	T265_00148
OG0007464	FhHiC23_g14073.t1	T265_11096
OG0007465	FhHiC23_g9421.t1	T265_10781
OG0007466	FhHiC23_g6391.t1	T265_10696
OG0007467	FhHiC23_g1785.t1, FhHiC23_g1785.t2	T265_00304
OG0007470	FhHiC23_g887.t1	T265_02162
OG0007471	FhHiC23_g1394.t1	T265_02690
OG0007472	FhHiC23_g5788.t1	T265_11478
OG0007473	FhHiC23_g9566.t1	T265_12709
OG0007475	FhHiC23_g5004.t1	T265_10548
OG0007476	FhHiC23_g1598.t1	T265_01254
OG0007477	FhHiC23_g1130.t1	T265_00147
OG0007478	FhHiC23_g5995.t1	T265_13970, T265_08860
OG0007479	FhHiC23_g10796.t1	T265_13973
OG0007480	FhHiC23_g8655.t1	T265_08020
OG0007481	FhHiC23_g7774.t1	T265_12736
OG0007482	FhHiC23_g1320.t1	T265_00568
OG0007483	FhHiC23_g4930.t1	T265_08518
OG0007484	FhHiC23_g6754.t1	T265_06734
OG0007487	FhHiC23_g273.t1, FhHiC23_g273.t2	T265_03952
OG0007488	FhHiC23_g1117.t1	T265_13843
OG0007489	FhHiC23_g1427.t1	T265_08616
OG0007490	FhHiC23_g16439.t1	T265_09752
OG0007492	FhHiC23_g3862.t1	T265_04963
OG0007493	FhHiC23_g5316.t2, FhHiC23_g5316.t3	T265_13480
OG0007494	FhHiC23_g11348.t1	T265_06958
OG0007495	FhHiC23_g3127.t1	T265_01741
OG0007496	FhHiC23_g8493.t1	T265_05621
OG0007497	FhHiC23_g295.t1, FhHiC23_g294.t1	T265_04864
OG0007498	FhHiC23_g15585.t2, FhHiC23_g15585.t1	T265_15367, T265_07117, T265_12023, T265_10599, T265_06531, T265_08909, T265_00158, T265_01835, T265_11155, T265_10742, T265_13408
OG0007499	FhHiC23_g807.t1	T265_01988
OG0007500	FhHiC23_g5105.t1	T265_01913
OG0007501	FhHiC23_g1027.t1	T265_09168
OG0007502	FhHiC23_g14992.t1	T265_09278
OG0007503	FhHiC23_g126.t1	T265_04881
OG0007506	FhHiC23_g9877.t1	T265_09697
OG0007507	FhHiC23_g7035.t1	T265_15566
OG0007508	FhHiC23_g2951.t1, FhHiC23_g2952.t1	T265_13346
OG0007509	FhHiC23_g13702.t1	T265_06813
OG0007510	FhHiC23_g7763.t1	T265_03155
OG0007512	FhHiC23_g1185.t1	T265_02136
OG0007513	FhHiC23_g4658.t1	T265_04520
OG0007515	FhHiC23_g16699.t1	T265_05759
OG0007516	FhHiC23_g14440.t1	T265_14930
OG0007517	FhHiC23_g10013.t1	T265_10294
OG0007518	FhHiC23_g14587.t1	T265_11838
OG0007520	FhHiC23_g9947.t1	T265_13770
OG0007521	FhHiC23_g9644.t1	T265_01068
OG0007522	FhHiC23_g2606.t1	T265_10578
OG0007523	FhHiC23_g11332.t2, FhHiC23_g11332.t1	T265_15276
OG0007524	FhHiC23_g2834.t1	T265_02665
OG0007525	FhHiC23_g538.t1	T265_07486
OG0007526	FhHiC23_g10253.t1	T265_01041
OG0007528	FhHiC23_g5684.t1	T265_04494
OG0007529	FhHiC23_g11176.t1	T265_15100
OG0007530	FhHiC23_g4969.t1	T265_15042
OG0007533	FhHiC23_g11265.t1	T265_13512
OG0007534	FhHiC23_g12589.t1	T265_11781
OG0007536	FhHiC23_g15414.t1	T265_14014
OG0007538	FhHiC23_g11283.t1	T265_08043
OG0007539	FhHiC23_g15073.t1	T265_11337
OG0007540	FhHiC23_g4341.t1	T265_03787
OG0007541	FhHiC23_g12802.t1	T265_07226
OG0007543	FhHiC23_g11825.t1	T265_09504
OG0007545	FhHiC23_g3767.t1	T265_10680
OG0007546	FhHiC23_g557.t1	T265_00115
OG0007547	FhHiC23_g13831.t1	T265_03026
OG0007548	FhHiC23_g12850.t1	T265_09386
OG0007550	FhHiC23_g8101.t1	T265_01187
OG0007551	FhHiC23_g8103.t1	T265_13850
OG0007552	FhHiC23_g10305.t1	T265_03244
OG0007553	FhHiC23_g15138.t1	T265_03651
OG0007554	FhHiC23_g5695.t1	T265_10828
OG0007555	FhHiC23_g6139.t1	T265_14513
OG0007556	FhHiC23_g12317.t1	T265_10231, T265_14603
OG0007557	FhHiC23_g3218.t1	T265_07318
OG0007557	FhHiC23_g8155.t1	T265_06298, T265_11451, T265_13163
OG0007558	FhHiC23_g6546.t1	T265_00760
OG0007560	FhHiC23_g14713.t1	T265_08912
OG0007561	FhHiC23_g9046.t1	T265_01086
OG0007563	FhHiC23_g3847.t2	T265_04973
OG0007565	FhHiC23_g9516.t1	T265_08702
OG0007566	FhHiC23_g6946.t1	T265_04919
OG0007569	FhHiC23_g11811.t1	T265_06479
OG0007570	FhHiC23_g14678.t1	T265_04487
OG0007573	FhHiC23_g6825.t1	T265_06717
OG0007574	FhHiC23_g16700.t2, FhHiC23_g16700.t3	T265_05760
OG0007575	FhHiC23_g2413.t1	T265_11915
OG0007577	FhHiC23_g2621.t1, FhHiC23_g2621.t2	T265_02909
OG0007578	FhHiC23_g16256.t1	T265_09598
OG0007580	FhHiC23_g14435.t1	T265_11741
OG0007582	FhHiC23_g15192.t1	T265_10222
OG0007584	FhHiC23_g8477.t1	T265_06160
OG0007585	FhHiC23_g4613.t1	T265_00730
OG0007586	FhHiC23_g4585.t1	T265_12749
OG0007588	FhHiC23_g10241.t1	T265_03714
OG0007593	FhHiC23_g12515.t1	T265_06829
OG0007596	FhHiC23_g1423.t1	T265_14631
OG0007598	FhHiC23_g16312.t1	T265_07302
OG0007600	FhHiC23_g2204.t1	T265_13681
OG0007601	FhHiC23_g2424.t1	T265_12436
OG0007602	FhHiC23_g2948.t1	T265_13370
OG0007603	FhHiC23_g4888.t1	T265_03367
OG0007604	FhHiC23_g5134.t1	T265_13981
OG0007605	FhHiC23_g5284.t1	T265_03816
OG0007608	FhHiC23_g8561.t1	T265_01421
OG0007610	FhHiC23_g981.t1	T265_06108
OG0007667	FhHiC23_g16644.t1	T265_00397
OG0007668	FhHiC23_g2271.t1	T265_05484
OG0007670	FhHiC23_g12311.t1	T265_04535
OG0007673	FhHiC23_g16603.t1	T265_13845
OG0007675	FhHiC23_g5770.t1	T265_09106
OG0007679	FhHiC23_g9882.t1, FhHiC23_g9882.t2	T265_11280
OG0007681	FhHiC23_g9233.t1	T265_10188
OG0007682	FhHiC23_g16542.t1	T265_00394
OG0007684	FhHiC23_g2895.t1	T265_12096
OG0007685	FhHiC23_g13107.t1	T265_13737
OG0007687	FhHiC23_g9573.t1	T265_07407
OG0007688	FhHiC23_g13156.t1	T265_13501
OG0007689	FhHiC23_g11580.t1	T265_14453
OG0007690	FhHiC23_g16052.t1	T265_14895
OG0007691	FhHiC23_g7284.t1	T265_14914
OG0007692	FhHiC23_g12128.t1	T265_09070
OG0007693	FhHiC23_g4695.t1	T265_05194
OG0007695	FhHiC23_g14603.t2, FhHiC23_g14603.t1	T265_06350, T265_06352, T265_06351
OG0007697	FhHiC23_g14857.t1	T265_04102
OG0007698	FhHiC23_g2000.t1	T265_00350
OG0007699	FhHiC23_g8448.t1	T265_14690
OG0007700	FhHiC23_g15236.t1	T265_15318
OG0007705	FhHiC23_g7820.t1	T265_08204
OG0007709	FhHiC23_g7405.t1	T265_06807
OG0007710	FhHiC23_g14974.t1, FhHiC23_g14974.t2	T265_12965
OG0007711	FhHiC23_g3175.t1	T265_14414
OG0007712	FhHiC23_g3129.t1	T265_02780
OG0007713	FhHiC23_g506.t1	T265_01750
OG0007714	FhHiC23_g5491.t1	T265_06439
OG0007715	FhHiC23_g5017.t1	T265_07580
OG0007716	FhHiC23_g3108.t1	T265_10960
OG0007717	FhHiC23_g3669.t1	T265_11110
OG0007721	FhHiC23_g124.t1	T265_13623
OG0007723	FhHiC23_g11305.t1	T265_14163
OG0007724	FhHiC23_g12685.t1	T265_09798
OG0007726	FhHiC23_g13787.t1	T265_07175
OG0007729	FhHiC23_g1278.t1	T265_11879
OG0007731	FhHiC23_g5267.t1	T265_00720
OG0007732	FhHiC23_g14151.t1	T265_03474
OG0007735	FhHiC23_g4256.t1	T265_14570
OG0007737	FhHiC23_g4339.t1	T265_04909
OG0007738	FhHiC23_g11894.t1	T265_14556
OG0007739	FhHiC23_g11959.t1	T265_13540
OG0007740	FhHiC23_g13026.t1	T265_06428
OG0007741	FhHiC23_g12290.t1	T265_03317
OG0007742	FhHiC23_g11186.t1	T265_06203, T265_06205
OG0007744	FhHiC23_g6826.t1	T265_11842
OG0007745	FhHiC23_g852.t1	T265_05809
OG0007748	FhHiC23_g1063.t1	T265_02890
OG0007749	FhHiC23_g177.t1	T265_00425
OG0007750	FhHiC23_g15010.t1	T265_13968
OG0007751	FhHiC23_g2924.t1	T265_09221
OG0007752	FhHiC23_g9607.t1	T265_08561
OG0007753	FhHiC23_g12436.t1, FhHiC23_g12438.t1	T265_08175
OG0007754	FhHiC23_g14432.t1	T265_05641
OG0007758	FhHiC23_g2444.t1	T265_00003
OG0007759	FhHiC23_g10716.t1	T265_15518
OG0007760	FhHiC23_g655.t1	T265_06117
OG0007775	FhHiC23_g2921.t1	T265_12940
OG0007777	FhHiC23_g3007.t1	T265_11323
OG0007778	FhHiC23_g4945.t1	T265_09468, T265_05200
OG0007779	FhHiC23_g5766.t1, FhHiC23_g5766.t2	T265_04502
OG0007782	FhHiC23_g6141.t1	T265_14511
OG0007785	FhHiC23_g8641.t1	T265_12780
OG0007848	FhHiC23_g7571.t1, FhHiC23_g7571.t2	T265_14110
OG0007855	FhHiC23_g1336.t1, FhHiC23_g1337.t1	T265_11374
OG0007856	FhHiC23_g2226.t1	T265_02903
OG0007857	FhHiC23_g9300.t1	T265_05035
OG0007860	FhHiC23_g120.t1	T265_10957
OG0007861	FhHiC23_g15085.t1	T265_00930
OG0007865	FhHiC23_g9379.t1	T265_08978
OG0007866	FhHiC23_g6073.t1	T265_14447
OG0007867	FhHiC23_g16149.t1	T265_05371, T265_08180
OG0007870	FhHiC23_g14272.t1	T265_07608
OG0007877	FhHiC23_g2642.t1	T265_00783
OG0007879	FhHiC23_g12725.t1	T265_15434
OG0007880	FhHiC23_g5189.t1	T265_08635
OG0007881	FhHiC23_g8586.t1	T265_04927
OG0007883	FhHiC23_g9000.t1	T265_05584
OG0007885	FhHiC23_g3964.t1	T265_12972
OG0007891	FhHiC23_g7199.t1	T265_14955
OG0007892	FhHiC23_g15859.t1	T265_07525
OG0007894	FhHiC23_g2026.t1	T265_06841
OG0007895	FhHiC23_g2088.t1	T265_00470
OG0007896	FhHiC23_g10239.t1, FhHiC23_g10239.t2	T265_09588
OG0007897	FhHiC23_g16199.t1	T265_01905
OG0007898	FhHiC23_g630.t1	T265_03969
OG0007900	FhHiC23_g10876.t1, FhHiC23_g10876.t2	T265_13165
OG0007903	FhHiC23_g11926.t1	T265_07453
OG0007904	FhHiC23_g12401.t1	T265_04540
OG0007906	FhHiC23_g8997.t1, FhHiC23_g14190.t1, FhHiC23_g14830.t1	T265_08089
OG0007907	FhHiC23_g14634.t1	T265_13259
OG0007991	FhHiC23_g5848.t1	T265_14648
OG0007992	FhHiC23_g14811.t1	T265_08630
OG0007993	FhHiC23_g2981.t1	T265_12414
OG0008000	FhHiC23_g7906.t1	T265_10716
OG0008002	FhHiC23_g2896.t1	T265_06745
OG0008004	FhHiC23_g11229.t1	T265_03222
OG0008007	FhHiC23_g3465.t1, FhHiC23_g3465.t2	T265_07100
OG0008008	FhHiC23_g4867.t1	T265_00723
OG0008010	FhHiC23_g12350.t1	T265_15304
OG0008012	FhHiC23_g7529.t1, FhHiC23_g7529.t2	T265_09884
OG0008013	FhHiC23_g26.t1	T265_10174
OG0008020	FhHiC23_g6034.t1	T265_11687
OG0008021	FhHiC23_g14536.t1	T265_08080
OG0008024	FhHiC23_g12718.t1	T265_10260
OG0008029	FhHiC23_g5433.t1	T265_09814
OG0008031	FhHiC23_g9588.t1	T265_03779
OG0008032	FhHiC23_g10210.t1	T265_11565
OG0008033	FhHiC23_g10891.t1	T265_15115, T265_10278, T265_11275, T265_14516
OG0008034	FhHiC23_g11009.t1, FhHiC23_g1162.t1	T265_10214, T265_02703, T265_03961, T265_00655
OG0008034	FhHiC23_g4328.t1	T265_11124
OG0008039	FhHiC23_g14716.t1	T265_08911
OG0008042	FhHiC23_g15947.t1	T265_04319
OG0008044	FhHiC23_g5382.t1	T265_08337
OG0008045	FhHiC23_g5454.t1	T265_03374
OG0008046	FhHiC23_g5526.t1	T265_09465, T265_14371
OG0008130	FhHiC23_g10020.t1, FhHiC23_g10016.t1, FhHiC23_g10019.t1, FhHiC23_g10017.t1	T265_12228
OG0008130	FhHiC23_g9593.t1, FhHiC23_g8963.t1, FhHiC23_g8966.t1	T265_07548
OG0008131	FhHiC23_g16132.t1	T265_07341
OG0008133	FhHiC23_g14548.t3, FhHiC23_g14548.t2, FhHiC23_g14548.t1	T265_06402
OG0008135	FhHiC23_g1540.t1	T265_09029
OG0008136	FhHiC23_g4061.t1	T265_13292
OG0008137	FhHiC23_g6279.t1	T265_09490
OG0008138	FhHiC23_g5212.t1, FhHiC23_g5212.t2	T265_06445, T265_06448
OG0008145	FhHiC23_g13220.t1	T265_11158
OG0008147	FhHiC23_g11403.t1	T265_11713
OG0008154	FhHiC23_g8439.t1	T265_08881
OG0008163	FhHiC23_g16373.t1	T265_00560
OG0008167	FhHiC23_g7048.t1	T265_04791
OG0008168	FhHiC23_g7171.t1	T265_12188
OG0008169	FhHiC23_g9498.t1	T265_04480, T265_00667, T265_07513, T265_06911, T265_14059, T265_11888, T265_14199, T265_08897, T265_13352, T265_11811, T265_13446, T265_10925, T265_00722
OG0008265	FhHiC23_g5844.t1	T265_13975
OG0008268	FhHiC23_g3797.t1	T265_15341
OG0008274	FhHiC23_g16631.t1	T265_15745, T265_16013
OG0008274	FhHiC23_g16635.t1, FhHiC23_g16635.t2	T265_15983, T265_15905, T265_11357, T265_15144, T265_16016, T265_15609
OG0008277	FhHiC23_g15837.t1	T265_04167
OG0008278	FhHiC23_g3510.t1, FhHiC23_g6319.t1	T265_00686
OG0008281	FhHiC23_g848.t1	T265_05812
OG0008282	FhHiC23_g7049.t1	T265_03925
OG0008283	FhHiC23_g1910.t1, FhHiC23_g1911.t1, FhHiC23_g1912.t1, FhHiC23_g1916.t1, FhHiC23_g1914.t1, FhHiC23_g1916.t2	T265_00444
OG0008285	FhHiC23_g8351.t1	T265_02056
OG0008289	FhHiC23_g4564.t1, FhHiC23_g4561.t1	T265_15085, T265_09222, T265_08391, T265_03066, T265_02514, T265_11334, T265_14128, T265_06951, T265_07552
OG0008301	FhHiC23_g15094.t1, FhHiC23_g15094.t2	T265_11054
OG0008390	FhHiC23_g5294.t1	T265_08676
OG0008391	FhHiC23_g985.t1, FhHiC23_g985.t2	T265_12504
OG0008392	FhHiC23_g5023.t1	T265_11982
OG0008396	FhHiC23_g10397.t1	T265_13107, T265_14268, T265_00996, T265_13188, T265_07502, T265_04297, T265_01313
OG0008399	FhHiC23_g8524.t1	T265_03927
OG0008400	FhHiC23_g4118.t1	T265_15969
OG0008401	FhHiC23_g8075.t1	T265_09764
OG0008402	FhHiC23_g3150.t1, FhHiC23_g3148.t1	T265_09838
OG0008405	FhHiC23_g1077.t1	T265_07662
OG0008410	FhHiC23_g769.t1, FhHiC23_g8307.t1, FhHiC23_g8308.t1, FhHiC23_g12595.t1, FhHiC23_g16829.t1, FhHiC23_g6387.t1, FhHiC23_g2980.t1, FhHiC23_g240.t1, FhHiC23_g15799.t1	T265_05079
OG0008413	FhHiC23_g16376.t1	T265_05758
OG0008416	FhHiC23_g802.t1	T265_01947
OG0008508	FhHiC23_g1255.t1	T265_02149, T265_12934
OG0008509	FhHiC23_g3952.t1, FhHiC23_g3953.t1	T265_11340
OG0008510	FhHiC23_g12044.t1	T265_11732, T265_12039, T265_12381, T265_12185, T265_12135, T265_12150, T265_12149, T265_10852, T265_12136
OG0008511	FhHiC23_g10731.t2, FhHiC23_g10731.t1	T265_08957
OG0008513	FhHiC23_g401.t1, FhHiC23_g400.t1, FhHiC23_g400.t2	T265_02199
OG0008514	FhHiC23_g6429.t1	T265_00678
OG0008516	FhHiC23_g3571.t1	T265_00644, T265_07121, T265_04484, T265_10784, T265_04967, T265_07047, T265_09849, T265_05202
OG0008518	FhHiC23_g13145.t1	T265_14568
OG0008523	FhHiC23_g369.t1, FhHiC23_g369.t2, FhHiC23_g369.t3	T265_12954, T265_12953, T265_13375, T265_12957
OG0008526	FhHiC23_g18.t1, FhHiC23_g6339.t1, FhHiC23_g1011.t1, FhHiC23_g1167.t1, FhHiC23_g10717.t1, FhHiC23_g9685.t1, FhHiC23_g4047.t1, FhHiC23_g11105.t1, FhHiC23_g12104.t1, FhHiC23_g8080.t1	T265_01141
OG0008529	FhHiC23_g3315.t1	T265_02815
OG0008531	FhHiC23_g7143.t1	T265_05623
