Orthogroup	fasciola_hepatica	fasciola_gigantica
OG0010525	FhHiC23_g13616.t1	FGIG_02626
OG0010526	FhHiC23_g12923.t1, FhHiC23_g12923.t2	FGIG_02636
OG0010527	FhHiC23_g2597.t1	FGIG_02665
OG0010528	FhHiC23_g754.t1	FGIG_02722
OG0010530	FhHiC23_g15537.t1	FGIG_02794
OG0010531	FhHiC23_g2556.t1	FGIG_02837
OG0010532	FhHiC23_g6603.t1	FGIG_02851
OG0010533	FhHiC23_g16540.t1	FGIG_02887, FGIG_02888
OG0010534	FhHiC23_g15053.t1	FGIG_02949
OG0010535	FhHiC23_g3095.t1, FhHiC23_g3096.t1	FGIG_03018, FGIG_09571
OG0010537	FhHiC23_g15897.t1, FhHiC23_g15899.t1	FGIG_03084, FGIG_11753
OG0010539	FhHiC23_g16565.t1	FGIG_03297
OG0010540	FhHiC23_g8028.t1	FGIG_03364
OG0010541	FhHiC23_g14994.t1	FGIG_12399
OG0010541	FhHiC23_g14994.t2	FGIG_03376
OG0010542	FhHiC23_g9530.t2, FhHiC23_g9529.t1, FhHiC23_g9530.t1	FGIG_03433
OG0010543	FhHiC23_g12529.t1	FGIG_03451
OG0010544	FhHiC23_g7674.t1, FhHiC23_g14357.t1, FhHiC23_g14362.t1	FGIG_03469
OG0010545	FhHiC23_g11574.t1, FhHiC23_g9170.t1	FGIG_03495, FGIG_08241
OG0010546	FhHiC23_g15385.t1	FGIG_03508
OG0010547	FhHiC23_g16051.t1	FGIG_03523
OG0010547	FhHiC23_g16051.t2	FGIG_03525
OG0010548	FhHiC23_g815.t1	FGIG_03538
OG0010549	FhHiC23_g15411.t1, FhHiC23_g15411.t2	FGIG_03600
OG0010550	FhHiC23_g9160.t1	FGIG_03602
OG0010551	FhHiC23_g10162.t2, FhHiC23_g10162.t4	FGIG_03642, FGIG_07536
OG0010552	FhHiC23_g7382.t1	FGIG_03679
OG0010553	FhHiC23_g2737.t1, FhHiC23_g2737.t2	FGIG_03685
OG0010554	FhHiC23_g2829.t1, FhHiC23_g2829.t2	FGIG_03694
OG0010555	FhHiC23_g11084.t1	FGIG_03716
OG0010556	FhHiC23_g16621.t2	FGIG_03909
OG0010557	FhHiC23_g12164.t1	FGIG_10685, FGIG_03958, FGIG_12601
OG0010558	FhHiC23_g16394.t1, FhHiC23_g16392.t1, FhHiC23_g16393.t1	FGIG_03977
OG0010559	FhHiC23_g3578.t1	FGIG_04037
OG0010560	FhHiC23_g6960.t3, FhHiC23_g6960.t1, FhHiC23_g6960.t2	FGIG_04139
OG0010561	FhHiC23_g584.t1	FGIG_09883, FGIG_04159, FGIG_12347
OG0010562	FhHiC23_g7726.t1	FGIG_04214, FGIG_04213, FGIG_04762
OG0010563	FhHiC23_g5270.t1	FGIG_04309
OG0010564	FhHiC23_g2743.t1	FGIG_04444
OG0010565	FhHiC23_g7339.t1	FGIG_11376, FGIG_04485
OG0010566	FhHiC23_g7337.t1	FGIG_04486
OG0010567	FhHiC23_g3998.t1	FGIG_04504
OG0010568	FhHiC23_g2588.t1	FGIG_04545
OG0010569	FhHiC23_g3751.t1, FhHiC23_g3751.t2, FhHiC23_g3751.t3	FGIG_04606
OG0010570	FhHiC23_g2821.t1	FGIG_04613, FGIG_04614
OG0010571	FhHiC23_g1081.t3, FhHiC23_g1081.t1, FhHiC23_g1081.t4	FGIG_04686
OG0010572	FhHiC23_g15314.t1	FGIG_04705, FGIG_04707
OG0010573	FhHiC23_g3780.t2, FhHiC23_g3780.t1, FhHiC23_g3780.t3	FGIG_04769
OG0010574	FhHiC23_g14344.t1	FGIG_09652
OG0010574	FhHiC23_g14340.t1	FGIG_04808
OG0010575	FhHiC23_g1491.t1	FGIG_04839
OG0010576	FhHiC23_g3535.t2, FhHiC23_g3535.t1	FGIG_04890
OG0010577	FhHiC23_g6500.t1	FGIG_04939
OG0010578	FhHiC23_g8802.t1, FhHiC23_g2719.t1, FhHiC23_g2719.t2	FGIG_04997
OG0010580	FhHiC23_g3378.t3, FhHiC23_g3378.t1, FhHiC23_g3378.t2	FGIG_05035
OG0010581	FhHiC23_g4571.t2, FhHiC23_g4571.t1, FhHiC23_g4571.t3	FGIG_05078
OG0010582	FhHiC23_g9253.t1	FGIG_05188
OG0010583	FhHiC23_g4078.t1	FGIG_05222
OG0010584	FhHiC23_g9907.t1, FhHiC23_g9907.t2, FhHiC23_g9907.t3	FGIG_05240
OG0010585	FhHiC23_g14620.t1, FhHiC23_g14620.t2	FGIG_05284
OG0010586	FhHiC23_g14248.t1, FhHiC23_g14248.t2	FGIG_05302, FGIG_05303
OG0010587	FhHiC23_g4218.t1	FGIG_05337
OG0010588	FhHiC23_g4217.t1	FGIG_05338
OG0010589	FhHiC23_g11407.t1	FGIG_05356
OG0010591	FhHiC23_g11400.t1, FhHiC23_g11400.t3, FhHiC23_g11400.t2	FGIG_05417
OG0010593	FhHiC23_g12514.t1	FGIG_05466
OG0010594	FhHiC23_g15334.t1	FGIG_05480
OG0010595	FhHiC23_g6942.t1, FhHiC23_g6942.t2	FGIG_05513
OG0010596	FhHiC23_g16855.t1	FGIG_05564
OG0010597	FhHiC23_g9448.t1	FGIG_05631, FGIG_05632
OG0010598	FhHiC23_g15614.t1	FGIG_05644
OG0010599	FhHiC23_g8253.t1, FhHiC23_g8253.t2	FGIG_05660
OG0010600	FhHiC23_g9220.t1, FhHiC23_g9220.t2	FGIG_05672
OG0010601	FhHiC23_g3996.t1, FhHiC23_g3995.t1, FhHiC23_g3995.t2	FGIG_05754
OG0010602	FhHiC23_g5359.t1	FGIG_05996
OG0010603	FhHiC23_g2064.t3	FGIG_12475, FGIG_12476, FGIG_06018
OG0010604	FhHiC23_g219.t1	FGIG_06035
OG0010605	FhHiC23_g10651.t1	FGIG_12285, FGIG_06057, FGIG_10034
OG0010606	FhHiC23_g3591.t1	FGIG_06221
OG0010607	FhHiC23_g12967.t1	FGIG_06237
OG0010607	FhHiC23_g12967.t2	FGIG_12364
OG0010608	FhHiC23_g11064.t1	FGIG_06310
OG0010608	FhHiC23_g11064.t2	FGIG_06308
OG0010609	FhHiC23_g10339.t1	FGIG_06341
OG0010610	FhHiC23_g623.t1	FGIG_06372
OG0010611	FhHiC23_g7288.t1, FhHiC23_g7288.t2	FGIG_06398
OG0010612	FhHiC23_g1248.t1	FGIG_06421
OG0010613	FhHiC23_g14235.t1	FGIG_12165
OG0010613	FhHiC23_g14234.t1	FGIG_06496
OG0010614	FhHiC23_g11165.t2	FGIG_06499
OG0010614	FhHiC23_g11165.t1	FGIG_06498
OG0010615	FhHiC23_g10884.t1	FGIG_06518
OG0010616	FhHiC23_g9224.t1	FGIG_06547
OG0010617	FhHiC23_g15339.t1, FhHiC23_g15340.t1, FhHiC23_g5307.t1	FGIG_06553
OG0010618	FhHiC23_g13254.t1, FhHiC23_g13255.t1, FhHiC23_g13256.t1	FGIG_06643
OG0010619	FhHiC23_g14490.t1, FhHiC23_g14490.t2	FGIG_06712
OG0010620	FhHiC23_g8268.t1, FhHiC23_g8268.t2	FGIG_06721
OG0010621	FhHiC23_g5027.t1, FhHiC23_g5027.t2	FGIG_06816
OG0010622	FhHiC23_g11366.t1	FGIG_06922
OG0010623	FhHiC23_g1849.t1, FhHiC23_g1849.t3, FhHiC23_g1849.t2	FGIG_06938
OG0010624	FhHiC23_g8370.t1	FGIG_06978
OG0010625	FhHiC23_g2911.t1, FhHiC23_g2911.t2	FGIG_07053
OG0010626	FhHiC23_g7142.t2, FhHiC23_g7142.t1, FhHiC23_g7142.t3	FGIG_07106
OG0010627	FhHiC23_g1381.t1, FhHiC23_g1381.t2	FGIG_07121
OG0010628	FhHiC23_g7650.t1, FhHiC23_g7651.t1	FGIG_07124
OG0010629	FhHiC23_g16433.t1, FhHiC23_g16433.t2	FGIG_07131
OG0010630	FhHiC23_g16201.t1	FGIG_07169
OG0010631	FhHiC23_g1109.t1	FGIG_07182
OG0010632	FhHiC23_g10596.t1, FhHiC23_g13851.t1, FhHiC23_g13850.t1	FGIG_07239
OG0010633	FhHiC23_g16499.t1, FhHiC23_g4196.t1, FhHiC23_g4197.t1	FGIG_07246
OG0010634	FhHiC23_g11924.t1, FhHiC23_g1752.t1	FGIG_07257, FGIG_07258
OG0010635	FhHiC23_g10245.t1	FGIG_07274
OG0010636	FhHiC23_g15395.t1	FGIG_07326
OG0010636	FhHiC23_g14983.t1	FGIG_09007
OG0010637	FhHiC23_g10326.t1, FhHiC23_g10326.t2	FGIG_07369
OG0010638	FhHiC23_g863.t1, FhHiC23_g863.t2	FGIG_07371
OG0010639	FhHiC23_g8431.t1	FGIG_07423
OG0010640	FhHiC23_g15765.t1	FGIG_07445
OG0010640	FhHiC23_g15765.t2	FGIG_07446
OG0010641	FhHiC23_g15729.t1	FGIG_11922, FGIG_07521, FGIG_12389
OG0010642	FhHiC23_g632.t1, FhHiC23_g632.t2	FGIG_07545
OG0010643	FhHiC23_g1459.t1, FhHiC23_g10680.t1, FhHiC23_g15161.t1	FGIG_07561
OG0010644	FhHiC23_g9041.t1	FGIG_07599, FGIG_08767, FGIG_11388
OG0010645	FhHiC23_g10350.t1, FhHiC23_g15412.t1	FGIG_07607, FGIG_10077
OG0010646	FhHiC23_g13978.t1	FGIG_07719, FGIG_08098, FGIG_10697
OG0010648	FhHiC23_g9955.t1	FGIG_07806
OG0010649	FhHiC23_g6997.t1	FGIG_07811
OG0010650	FhHiC23_g2310.t1, FhHiC23_g2310.t2	FGIG_07838
OG0010651	FhHiC23_g10255.t1	FGIG_07851
OG0010652	FhHiC23_g1947.t3, FhHiC23_g1947.t1, FhHiC23_g1947.t2	FGIG_07916
OG0010654	FhHiC23_g6456.t1	FGIG_08093
OG0010655	FhHiC23_g9166.t1	FGIG_08193
OG0010660	FhHiC23_g4231.t1, FhHiC23_g4231.t2	FGIG_08572
OG0010661	FhHiC23_g10332.t1	FGIG_08623
OG0010662	FhHiC23_g13651.t1, FhHiC23_g13651.t2	FGIG_08703, FGIG_09347
OG0010663	FhHiC23_g13652.t1, FhHiC23_g13654.t1, FhHiC23_g13655.t1	FGIG_08704
OG0010664	FhHiC23_g5057.t1	FGIG_08732
OG0010665	FhHiC23_g11281.t1	FGIG_08762
OG0010666	FhHiC23_g11252.t1, FhHiC23_g11251.t1	FGIG_08790
OG0010667	FhHiC23_g5252.t1	FGIG_08920
OG0010668	FhHiC23_g2175.t3, FhHiC23_g2175.t1, FhHiC23_g2175.t2	FGIG_08994
OG0010669	FhHiC23_g13339.t1, FhHiC23_g13339.t2	FGIG_09055
OG0010670	FhHiC23_g11518.t1	FGIG_09125
OG0010671	FhHiC23_g11819.t1, FhHiC23_g10021.t1, FhHiC23_g10022.t1	FGIG_09147
OG0010672	FhHiC23_g7992.t1, FhHiC23_g7992.t2	FGIG_09193, FGIG_09194
OG0010673	FhHiC23_g15621.t1, FhHiC23_g15621.t2	FGIG_09236
OG0010674	FhHiC23_g8060.t1	FGIG_09259
OG0010675	FhHiC23_g8904.t1, FhHiC23_g12256.t1, FhHiC23_g4497.t1	FGIG_09261
OG0010676	FhHiC23_g365.t1	FGIG_09316
OG0010677	FhHiC23_g8078.t1, FhHiC23_g8078.t2	FGIG_09320
OG0010678	FhHiC23_g3740.t1, FhHiC23_g3740.t2	FGIG_09336
OG0010679	FhHiC23_g2753.t3, FhHiC23_g2753.t1, FhHiC23_g2753.t2	FGIG_09339
OG0010681	FhHiC23_g11185.t1	FGIG_09390
OG0010682	FhHiC23_g171.t1, FhHiC23_g169.t1, FhHiC23_g170.t1	FGIG_09460
OG0010683	FhHiC23_g2781.t1	FGIG_09489
OG0010684	FhHiC23_g9551.t1	FGIG_11142, FGIG_09495
OG0010685	FhHiC23_g9985.t3, FhHiC23_g9985.t1, FhHiC23_g9985.t2	FGIG_09497
OG0010686	FhHiC23_g13304.t1	FGIG_09517, FGIG_09518
OG0010687	FhHiC23_g5262.t1	FGIG_09559
OG0010688	FhHiC23_g11668.t3, FhHiC23_g11668.t1, FhHiC23_g11668.t2	FGIG_09682
OG0010689	FhHiC23_g6484.t1	FGIG_09696
OG0010690	FhHiC23_g6787.t1	FGIG_09844
OG0010690	FhHiC23_g6787.t2	FGIG_09843
OG0010691	FhHiC23_g586.t1	FGIG_09885
OG0010692	FhHiC23_g6550.t1, FhHiC23_g6550.t2	FGIG_09910
OG0010694	FhHiC23_g2174.t1	FGIG_09966
OG0010695	FhHiC23_g9540.t1	FGIG_09991
OG0010696	FhHiC23_g15485.t1	FGIG_10007
OG0010697	FhHiC23_g4641.t1, FhHiC23_g4641.t2	FGIG_10010
OG0010698	FhHiC23_g10223.t1, FhHiC23_g10223.t2	FGIG_10122
OG0010699	FhHiC23_g7202.t1	FGIG_10228
OG0010700	FhHiC23_g419.t1	FGIG_10303
OG0010701	FhHiC23_g13690.t1, FhHiC23_g16863.t1	FGIG_10313
OG0010703	FhHiC23_g8017.t1, FhHiC23_g8016.t1	FGIG_10434
OG0010704	FhHiC23_g8229.t1	FGIG_10505
OG0010705	FhHiC23_g4336.t1, FhHiC23_g4337.t1	FGIG_10517, FGIG_10518
OG0010706	FhHiC23_g16044.t1, FhHiC23_g16049.t1	FGIG_10549
OG0010707	FhHiC23_g8897.t1, FhHiC23_g8898.t1, FhHiC23_g8900.t1	FGIG_10575
OG0010709	FhHiC23_g5420.t1	FGIG_10762
OG0010710	FhHiC23_g11205.t1	FGIG_10819
OG0010711	FhHiC23_g15718.t1, FhHiC23_g15717.t1, FhHiC23_g15717.t2	FGIG_10834
OG0010712	FhHiC23_g11331.t1, FhHiC23_g11331.t2	FGIG_10937
OG0010713	FhHiC23_g6433.t1, FhHiC23_g6431.t1, FhHiC23_g6432.t1	FGIG_10956
OG0010714	FhHiC23_g12633.t1	FGIG_11549
OG0010714	FhHiC23_g12635.t1	FGIG_11005
OG0010715	FhHiC23_g5457.t1	FGIG_11172, FGIG_11173
OG0010716	FhHiC23_g13309.t1, FhHiC23_g13309.t2	FGIG_11183
OG0010717	FhHiC23_g12731.t1	FGIG_11192, FGIG_11881
OG0010718	FhHiC23_g11547.t1, FhHiC23_g11547.t2	FGIG_11197
OG0010720	FhHiC23_g3686.t1, FhHiC23_g3686.t2, FhHiC23_g3686.t3	FGIG_11316
OG0010722	FhHiC23_g14966.t1	FGIG_11364
OG0010725	FhHiC23_g94.t1	FGIG_11494
OG0010726	FhHiC23_g13433.t2, FhHiC23_g13433.t1	FGIG_11495
OG0010727	FhHiC23_g1023.t1	FGIG_11506
OG0010728	FhHiC23_g4028.t1, FhHiC23_g4029.t1	FGIG_11636, FGIG_11637
OG0010729	FhHiC23_g199.t1	FGIG_11707
OG0010730	FhHiC23_g11751.t1, FhHiC23_g11751.t2	FGIG_11713
OG0010731	FhHiC23_g13699.t1	FGIG_11744
OG0010731	FhHiC23_g13700.t1	FGIG_11744
OG0010733	FhHiC23_g2443.t1	FGIG_11794
OG0010734	FhHiC23_g11187.t2, FhHiC23_g11187.t1, FhHiC23_g11187.t3	FGIG_11812
OG0010735	FhHiC23_g10378.t1, FhHiC23_g10379.t1, FhHiC23_g10379.t2	FGIG_11913
OG0010736	FhHiC23_g7129.t1	FGIG_11925
OG0010737	FhHiC23_g14959.t1, FhHiC23_g14959.t2	FGIG_11950
OG0010738	FhHiC23_g3261.t1, FhHiC23_g3258.t1, FhHiC23_g3259.t1	FGIG_11972
OG0010739	FhHiC23_g15958.t1	FGIG_11993
OG0010740	FhHiC23_g4586.t1	FGIG_12008
OG0010741	FhHiC23_g11540.t1, FhHiC23_g11540.t3, FhHiC23_g11540.t2	FGIG_12139
OG0010742	FhHiC23_g16818.t1	FGIG_12310, FGIG_12311
OG0010743	FhHiC23_g13050.t1	FGIG_12455
OG0010745	FhHiC23_g12159.t1, FhHiC23_g12159.t3, FhHiC23_g12159.t2	FGIG_12585
OG0011489	FhHiC23_g5852.t1	FGIG_00013
OG0011490	FhHiC23_g11735.t1	FGIG_00050, FGIG_00051
OG0011491	FhHiC23_g11744.t1, FhHiC23_g11744.t2	FGIG_00059
OG0011492	FhHiC23_g7545.t1	FGIG_00061
OG0011493	FhHiC23_g11627.t1	FGIG_00088
OG0011494	FhHiC23_g11637.t1	FGIG_00096
OG0011495	FhHiC23_g15706.t2, FhHiC23_g15706.t1	FGIG_00114
OG0011496	FhHiC23_g11128.t1, FhHiC23_g40.t1	FGIG_00146
OG0011497	FhHiC23_g14405.t1, FhHiC23_g14405.t2	FGIG_00152
OG0011498	FhHiC23_g14583.t2, FhHiC23_g14583.t1	FGIG_00172
OG0011499	FhHiC23_g2975.t2	FGIG_00185
OG0011500	FhHiC23_g15299.t1	FGIG_00221
OG0011504	FhHiC23_g1576.t1	FGIG_00295
OG0011505	FhHiC23_g5818.t2	FGIG_00347
OG0011506	FhHiC23_g4835.t1	FGIG_00361
OG0011507	FhHiC23_g7356.t5, FhHiC23_g8432.t1	FGIG_00446
OG0011508	FhHiC23_g5896.t2, FhHiC23_g5896.t1	FGIG_00452
OG0011509	FhHiC23_g1108.t1	FGIG_00517, FGIG_07181
OG0011510	FhHiC23_g5759.t1	FGIG_00558, FGIG_00557
OG0011511	FhHiC23_g7885.t1, FhHiC23_g7885.t2	FGIG_00590
OG0011512	FhHiC23_g8902.t2, FhHiC23_g8902.t1	FGIG_00592
OG0011514	FhHiC23_g14356.t1	FGIG_00635
OG0011516	FhHiC23_g5858.t1	FGIG_00682, FGIG_10003
OG0011517	FhHiC23_g8257.t1	FGIG_00765
OG0011518	FhHiC23_g14263.t1	FGIG_00771, FGIG_00770
OG0011519	FhHiC23_g1237.t2, FhHiC23_g1237.t1	FGIG_00775
OG0011520	FhHiC23_g16634.t1, FhHiC23_g16634.t2	FGIG_00778
OG0011521	FhHiC23_g13676.t1	FGIG_00874
OG0011522	FhHiC23_g6151.t1, FhHiC23_g6151.t2	FGIG_00885
OG0011523	FhHiC23_g12690.t1, FhHiC23_g12690.t2	FGIG_00917
OG0011524	FhHiC23_g2462.t1	FGIG_00930
OG0011526	FhHiC23_g16108.t1, FhHiC23_g16109.t1	FGIG_01008
OG0011527	FhHiC23_g10954.t1, FhHiC23_g10951.t1	FGIG_01023
OG0011528	FhHiC23_g13546.t2, FhHiC23_g13546.t1	FGIG_01046
OG0011529	FhHiC23_g4224.t1	FGIG_01049
OG0011531	FhHiC23_g14799.t1	FGIG_01108
OG0011532	FhHiC23_g1380.t1, FhHiC23_g1380.t2	FGIG_01127
OG0011533	FhHiC23_g5539.t1	FGIG_10616, FGIG_01132
OG0011534	FhHiC23_g4037.t1	FGIG_01146
OG0011535	FhHiC23_g6930.t1, FhHiC23_g6929.t1	FGIG_01153
OG0011537	FhHiC23_g8479.t1	FGIG_01177, FGIG_01179
OG0011538	FhHiC23_g953.t1, FhHiC23_g953.t2	FGIG_01257
OG0011539	FhHiC23_g14674.t1	FGIG_01280
OG0011540	FhHiC23_g4020.t1	FGIG_01290, FGIG_09544
OG0011541	FhHiC23_g3387.t1	FGIG_08031, FGIG_01324
OG0011542	FhHiC23_g4918.t1	FGIG_01346, FGIG_03114
OG0011543	FhHiC23_g9292.t1, FhHiC23_g9292.t2	FGIG_01354
OG0011545	FhHiC23_g9766.t1	FGIG_01447
OG0011547	FhHiC23_g2676.t2, FhHiC23_g2676.t1	FGIG_01501
OG0011548	FhHiC23_g14781.t1	FGIG_01530
OG0011550	FhHiC23_g5857.t1	FGIG_01576
OG0011551	FhHiC23_g6489.t1	FGIG_01579, FGIG_01578
OG0011552	FhHiC23_g8536.t1, FhHiC23_g8539.t1	FGIG_01606
OG0011553	FhHiC23_g4152.t1	FGIG_01616, FGIG_03276
OG0011554	FhHiC23_g10613.t1	FGIG_01617, FGIG_05398
OG0011555	FhHiC23_g6342.t1, FhHiC23_g6342.t2	FGIG_01681
OG0011556	FhHiC23_g15550.t1	FGIG_01697
OG0011557	FhHiC23_g8932.t1	FGIG_01711
OG0011558	FhHiC23_g5640.t1, FhHiC23_g5640.t2	FGIG_01750
OG0011559	FhHiC23_g15098.t2, FhHiC23_g15098.t1	FGIG_01759
OG0011560	FhHiC23_g15096.t1, FhHiC23_g15096.t2	FGIG_01760
OG0011561	FhHiC23_g9557.t1	FGIG_01762
OG0011562	FhHiC23_g6887.t1, FhHiC23_g6887.t2	FGIG_01790
OG0011563	FhHiC23_g6886.t1	FGIG_01792
OG0011564	FhHiC23_g5768.t1	FGIG_01812
OG0011565	FhHiC23_g11098.t1	FGIG_01814
OG0011566	FhHiC23_g8599.t1, FhHiC23_g7587.t1	FGIG_01853
OG0011567	FhHiC23_g7363.t1	FGIG_01925
OG0011568	FhHiC23_g15790.t1, FhHiC23_g15790.t2	FGIG_01930
OG0011569	FhHiC23_g15178.t1	FGIG_01936
OG0011571	FhHiC23_g5874.t2, FhHiC23_g5874.t1	FGIG_01955
OG0011572	FhHiC23_g2361.t1	FGIG_01988
OG0011573	FhHiC23_g11758.t1	FGIG_01996
OG0011574	FhHiC23_g13284.t1	FGIG_02997, FGIG_02024
OG0011575	FhHiC23_g2474.t1, FhHiC23_g2474.t2	FGIG_02098
OG0011576	FhHiC23_g6618.t1	FGIG_12659, FGIG_02114
OG0011578	FhHiC23_g394.t1	FGIG_02175
OG0011579	FhHiC23_g14547.t2, FhHiC23_g14547.t1	FGIG_02202
OG0011580	FhHiC23_g5894.t2, FhHiC23_g5894.t1	FGIG_02203
OG0011581	FhHiC23_g16406.t1, FhHiC23_g16406.t2	FGIG_02211
OG0011582	FhHiC23_g16689.t1	FGIG_02248
OG0011583	FhHiC23_g403.t1	FGIG_02254
OG0011584	FhHiC23_g8359.t1, FhHiC23_g8359.t2	FGIG_02267
OG0011585	FhHiC23_g5075.t2, FhHiC23_g5075.t1	FGIG_02282
OG0011586	FhHiC23_g6144.t1	FGIG_02330
OG0011587	FhHiC23_g12382.t1	FGIG_02337
OG0011588	FhHiC23_g7765.t1	FGIG_02425
OG0011589	FhHiC23_g14177.t2, FhHiC23_g14177.t1	FGIG_02473
OG0011590	FhHiC23_g4709.t1, FhHiC23_g4709.t2	FGIG_02514
OG0011591	FhHiC23_g8669.t1	FGIG_02548
OG0011592	FhHiC23_g15252.t1, FhHiC23_g15254.t1	FGIG_02576
OG0011593	FhHiC23_g7273.t1	FGIG_02609
OG0011594	FhHiC23_g2733.t1	FGIG_02618
OG0011595	FhHiC23_g16618.t1	FGIG_02620
OG0011596	FhHiC23_g2114.t1	FGIG_02676
OG0011597	FhHiC23_g3588.t1, FhHiC23_g3874.t1	FGIG_02686
OG0011598	FhHiC23_g5948.t1	FGIG_02714
OG0011599	FhHiC23_g14527.t1	FGIG_02749
OG0011600	FhHiC23_g4026.t2, FhHiC23_g4026.t1	FGIG_02775
OG0011601	FhHiC23_g7244.t1	FGIG_02802
OG0011603	FhHiC23_g799.t1	FGIG_03066
OG0011604	FhHiC23_g15915.t1, FhHiC23_g15916.t1	FGIG_03083
OG0011605	FhHiC23_g15136.t1	FGIG_03096
OG0011607	FhHiC23_g16440.t1, FhHiC23_g16440.t2	FGIG_03129
OG0011608	FhHiC23_g9406.t1	FGIG_03153
OG0011609	FhHiC23_g3733.t1	FGIG_03172, FGIG_03173
OG0011610	FhHiC23_g11581.t1	FGIG_03181
OG0011611	FhHiC23_g13275.t2, FhHiC23_g13275.t1	FGIG_03195
OG0011612	FhHiC23_g13277.t2, FhHiC23_g13277.t1	FGIG_03197
OG0011613	FhHiC23_g8938.t1, FhHiC23_g8939.t1	FGIG_03244
OG0011614	FhHiC23_g15953.t1, FhHiC23_g15953.t2	FGIG_03270
OG0011615	FhHiC23_g2615.t2, FhHiC23_g2615.t1	FGIG_03280
OG0011616	FhHiC23_g14074.t1	FGIG_03455, FGIG_11153
OG0011617	FhHiC23_g14032.t1, FhHiC23_g14033.t1	FGIG_03475
OG0011618	FhHiC23_g7391.t1, FhHiC23_g5447.t1	FGIG_03512
OG0011619	FhHiC23_g3544.t1	FGIG_03565
OG0011620	FhHiC23_g5798.t1, FhHiC23_g5798.t2	FGIG_03587
OG0011621	FhHiC23_g3938.t1	FGIG_03605
OG0011622	FhHiC23_g11860.t2, FhHiC23_g11860.t1	FGIG_03622
OG0011623	FhHiC23_g11865.t2, FhHiC23_g11865.t1	FGIG_03625
OG0011624	FhHiC23_g4788.t1	FGIG_03631
OG0011625	FhHiC23_g6288.t1	FGIG_03644
OG0011626	FhHiC23_g12871.t1	FGIG_03651
OG0011627	FhHiC23_g14204.t1	FGIG_03652
OG0011628	FhHiC23_g9380.t1	FGIG_03676
OG0011629	FhHiC23_g7286.t1	FGIG_03732
OG0011630	FhHiC23_g9689.t1	FGIG_03742
OG0011631	FhHiC23_g1902.t1	FGIG_03801
OG0011632	FhHiC23_g1351.t1	FGIG_03830
OG0011634	FhHiC23_g11754.t1	FGIG_03862
OG0011635	FhHiC23_g5488.t1, FhHiC23_g5489.t1	FGIG_03881
OG0011636	FhHiC23_g2222.t1	FGIG_03925
OG0011637	FhHiC23_g8198.t2, FhHiC23_g8198.t1	FGIG_03932
OG0011638	FhHiC23_g2020.t1	FGIG_03952
OG0011639	FhHiC23_g12621.t1	FGIG_03964
OG0011640	FhHiC23_g11609.t1, FhHiC23_g11608.t1	FGIG_03994
OG0011641	FhHiC23_g5403.t1, FhHiC23_g5403.t2	FGIG_04004
OG0011642	FhHiC23_g10652.t1, FhHiC23_g10648.t1	FGIG_04009
OG0011643	FhHiC23_g9837.t1	FGIG_04044, FGIG_04045
OG0011644	FhHiC23_g14858.t1	FGIG_04064
OG0011646	FhHiC23_g9854.t1, FhHiC23_g9854.t2	FGIG_04117
OG0011647	FhHiC23_g3487.t1, FhHiC23_g3487.t2	FGIG_04218
OG0011648	FhHiC23_g6654.t2, FhHiC23_g6654.t1	FGIG_04266
OG0011649	FhHiC23_g6179.t2, FhHiC23_g6179.t1	FGIG_04268
OG0011651	FhHiC23_g9772.t1	FGIG_04329
OG0011652	FhHiC23_g9770.t1, FhHiC23_g9770.t2	FGIG_04330
OG0011653	FhHiC23_g11520.t2, FhHiC23_g11520.t1	FGIG_04391
OG0011654	FhHiC23_g130.t1	FGIG_04396
OG0011655	FhHiC23_g10901.t1, FhHiC23_g10901.t2	FGIG_04419
OG0011656	FhHiC23_g6612.t1	FGIG_04425, FGIG_12646
OG0011657	FhHiC23_g16681.t1	FGIG_04448
OG0011659	FhHiC23_g5863.t1	FGIG_04460
OG0011660	FhHiC23_g1093.t1	FGIG_04468
OG0011661	FhHiC23_g4262.t1	FGIG_04488
OG0011662	FhHiC23_g8987.t1	FGIG_04490
OG0011663	FhHiC23_g8984.t1, FhHiC23_g8984.t2	FGIG_04493
OG0011665	FhHiC23_g8993.t1	FGIG_04515
OG0011666	FhHiC23_g8994.t1, FhHiC23_g8994.t2	FGIG_04516
OG0011667	FhHiC23_g1344.t1, FhHiC23_g1347.t1	FGIG_04539
OG0011668	FhHiC23_g14429.t1, FhHiC23_g14429.t2	FGIG_04629
OG0011669	FhHiC23_g10711.t1	FGIG_04644
OG0011670	FhHiC23_g14985.t1	FGIG_04650
OG0011672	FhHiC23_g15313.t1	FGIG_04708
OG0011673	FhHiC23_g13230.t1	FGIG_04739
OG0011674	FhHiC23_g14295.t1	FGIG_04745
OG0011675	FhHiC23_g14982.t1, FhHiC23_g8613.t1	FGIG_04778
OG0011676	FhHiC23_g13753.t1, FhHiC23_g13751.t1	FGIG_04865
OG0011677	FhHiC23_g3534.t1	FGIG_04889
OG0011678	FhHiC23_g15463.t2, FhHiC23_g15463.t1	FGIG_04891
OG0011679	FhHiC23_g15121.t1	FGIG_04895
OG0011680	FhHiC23_g10469.t1, FhHiC23_g10470.t1	FGIG_04971
OG0011682	FhHiC23_g13389.t2	FGIG_05011
OG0011683	FhHiC23_g13667.t1	FGIG_05135
