Orthogroup	fasciola_hepatica	trichobilharzia_regenti
OG0006659	FhHiC23_g6293.t1, FhHiC23_g6293.t2	TREG1_36830.1
OG0006660	FhHiC23_g3894.t1	TREG1_116530.1, TREG1_116530.2
OG0006661	FhHiC23_g354.t1	TREG1_105030.1
OG0006662	FhHiC23_g12539.t1	TREG1_30410.1
OG0006663	FhHiC23_g13930.t1	TREG1_56400.1, TREG1_56410.1
OG0006664	FhHiC23_g24.t1	TREG1_65290.1
OG0006665	FhHiC23_g14570.t1	TREG1_55740.1
OG0006666	FhHiC23_g12757.t1	TREG1_5320.1
OG0006667	FhHiC23_g10658.t1	TREG1_138330.1
OG0006668	FhHiC23_g6379.t1	TREG1_33390.1
OG0006669	FhHiC23_g13158.t1	TREG1_15420.1
OG0006670	FhHiC23_g2973.t1, FhHiC23_g2973.t2	TREG1_95620.1
OG0006671	FhHiC23_g2915.t1, FhHiC23_g2917.t1	TREG1_109120.1
OG0006672	FhHiC23_g11512.t1	TREG1_21960.1
OG0006673	FhHiC23_g15246.t1, FhHiC23_g15246.t2	TREG1_16020.1
OG0006674	FhHiC23_g3271.t1	TREG1_97770.1, TREG1_97770.2
OG0006675	FhHiC23_g15783.t1	TREG1_29260.1
OG0006676	FhHiC23_g2455.t1	TREG1_98340.1
OG0006677	FhHiC23_g10342.t1	TREG1_60950.1, TREG1_60950.2
OG0006678	FhHiC23_g625.t1, FhHiC23_g625.t2	TREG1_71720.1
OG0006679	FhHiC23_g4633.t1	TREG1_44560.1
OG0006680	FhHiC23_g11706.t1	TREG1_15950.1, TREG1_15950.2
OG0006681	FhHiC23_g8286.t1	TREG1_83800.1, TREG1_83800.2
OG0006682	FhHiC23_g3861.t1	TREG1_110750.1
OG0006683	FhHiC23_g15731.t1	TREG1_105310.1, TREG1_24330.1
OG0006684	FhHiC23_g11906.t1	TREG1_23000.1
OG0006685	FhHiC23_g4755.t1	TREG1_58110.1
OG0006686	FhHiC23_g42.t1	TREG1_73550.1
OG0006687	FhHiC23_g16573.t2, FhHiC23_g16573.t1	TREG1_119580.1
OG0006688	FhHiC23_g6980.t1	TREG1_81600.1
OG0006689	FhHiC23_g7859.t1, FhHiC23_g7819.t1	TREG1_87770.1
OG0006690	FhHiC23_g7591.t1	TREG1_83790.3, TREG1_83790.2, TREG1_83790.1, TREG1_85070.1
OG0006691	FhHiC23_g2893.t1	TREG1_106880.1
OG0006692	FhHiC23_g12478.t1	TREG1_18770.1
OG0006693	FhHiC23_g9794.t1, FhHiC23_g9794.t2	TREG1_142100.1, TREG1_32710.1
OG0006694	FhHiC23_g1372.t1	TREG1_102440.1, TREG1_140730.1, TREG1_6280.1
OG0006695	FhHiC23_g7099.t1	TREG1_85600.1, TREG1_85600.2
OG0006696	FhHiC23_g15964.t2, FhHiC23_g15964.t1	TREG1_123470.1
OG0006697	FhHiC23_g5008.t1, FhHiC23_g5008.t3, FhHiC23_g5008.t2	TREG1_52930.1, TREG1_52940.1
OG0006698	FhHiC23_g14437.t1	TREG1_37030.1
OG0006699	FhHiC23_g1552.t1, FhHiC23_g1552.t2	TREG1_103720.1, TREG1_103720.2, TREG1_103720.3
OG0006700	FhHiC23_g4724.t1	TREG1_41420.1
OG0006701	FhHiC23_g1570.t1	TREG1_71560.1
OG0006702	FhHiC23_g16593.t1, FhHiC23_g16592.t1	TREG1_129240.1, TREG1_129260.1
OG0006703	FhHiC23_g13788.t1, FhHiC23_g13788.t2	TREG1_19540.2
OG0006704	FhHiC23_g6277.t1	TREG1_36670.1
OG0006705	FhHiC23_g2151.t1	TREG1_73580.1
OG0006706	FhHiC23_g13983.t1	TREG1_140050.1
OG0006707	FhHiC23_g5606.t1	TREG1_52430.1
OG0006708	FhHiC23_g11393.t1	TREG1_10690.1, TREG1_10690.2
OG0006711	FhHiC23_g8050.t1	TREG1_89050.1
OG0006712	FhHiC23_g4270.t1	TREG1_110280.1
OG0006714	FhHiC23_g10361.t1	TREG1_61120.1
OG0006715	FhHiC23_g14875.t1	TREG1_34560.1
OG0006716	FhHiC23_g47.t1	TREG1_61460.1
OG0006717	FhHiC23_g15945.t2, FhHiC23_g15945.t1, FhHiC23_g15945.t4, FhHiC23_g15945.t3	TREG1_129400.1
OG0006718	FhHiC23_g15557.t1	TREG1_29350.1
OG0006720	FhHiC23_g10402.t1	TREG1_141180.1, TREG1_60460.1
OG0006721	FhHiC23_g10893.t1	TREG1_6660.1
OG0006722	FhHiC23_g5314.t1	TREG1_48270.1
OG0006723	FhHiC23_g202.t1	TREG1_61440.1
OG0006724	FhHiC23_g12019.t1	TREG1_2920.1
OG0006725	FhHiC23_g8462.t1	TREG1_83030.1, TREG1_83030.2
OG0006726	FhHiC23_g8228.t1	TREG1_86350.1
OG0006727	FhHiC23_g2423.t1	TREG1_102800.1
OG0006728	FhHiC23_g9438.t1	TREG1_131650.1
OG0006729	FhHiC23_g9199.t1, FhHiC23_g9199.t2, FhHiC23_g9199.t3	TREG1_135770.1
OG0006730	FhHiC23_g5043.t1	TREG1_46020.1
OG0006731	FhHiC23_g16532.t1	TREG1_121400.1, TREG1_121400.2
OG0006732	FhHiC23_g8291.t1	TREG1_82310.1
OG0006733	FhHiC23_g11502.t1	TREG1_47160.1, TREG1_47160.2
OG0006734	FhHiC23_g16092.t1	TREG1_128410.1
OG0006735	FhHiC23_g7394.t2, FhHiC23_g7394.t1	TREG1_87680.1, TREG1_87680.2
OG0006736	FhHiC23_g3392.t1	TREG1_106260.1
OG0006737	FhHiC23_g13378.t1	TREG1_96500.1
OG0006739	FhHiC23_g15606.t1	TREG1_23580.1, TREG1_23580.2, TREG1_23580.3
OG0006740	FhHiC23_g3742.t1	TREG1_110960.1, TREG1_110970.1
OG0006741	FhHiC23_g15194.t1	TREG1_17950.1, TREG1_17950.2
OG0006742	FhHiC23_g11604.t1	TREG1_20190.2, TREG1_20190.1
OG0006743	FhHiC23_g2710.t1	TREG1_67910.1
OG0006744	FhHiC23_g16273.t1	TREG1_121050.1
OG0006745	FhHiC23_g3734.t1	TREG1_115380.1
OG0006746	FhHiC23_g2803.t1	TREG1_109510.1
OG0006747	FhHiC23_g3808.t1, FhHiC23_g3808.t2	TREG1_111250.1
OG0006749	FhHiC23_g4642.t1	TREG1_47430.1, TREG1_47430.3, TREG1_47430.2
OG0006750	FhHiC23_g16282.t1	TREG1_128440.1
OG0006751	FhHiC23_g1422.t1	TREG1_72680.1
OG0006752	FhHiC23_g11810.t1	TREG1_30090.1
OG0006753	FhHiC23_g8632.t2, FhHiC23_g8632.t1	TREG1_92400.1
OG0006754	FhHiC23_g127.t1	TREG1_69500.1
OG0006755	FhHiC23_g8068.t2, FhHiC23_g8068.t1	TREG1_82730.1
OG0006756	FhHiC23_g16343.t1	TREG1_121690.1
OG0006757	FhHiC23_g11159.t1, FhHiC23_g11160.t1	TREG1_138950.1
OG0006758	FhHiC23_g8338.t1	TREG1_79820.1, TREG1_79820.2, TREG1_79820.3
OG0006759	FhHiC23_g12404.t1, FhHiC23_g12404.t2	TREG1_8660.1
OG0006760	FhHiC23_g7914.t1	TREG1_90010.1
OG0006761	FhHiC23_g55.t1	TREG1_61500.1
OG0006762	FhHiC23_g9340.t1	TREG1_132520.1, TREG1_132500.1
OG0006763	FhHiC23_g15290.t1	TREG1_26910.1
OG0006764	FhHiC23_g1043.t2, FhHiC23_g1043.t1, FhHiC23_g1043.t3	TREG1_97200.1
OG0006765	FhHiC23_g15966.t1	TREG1_123480.1
OG0006766	FhHiC23_g16175.t1	TREG1_121840.1
OG0006767	FhHiC23_g16549.t1	TREG1_121730.1
OG0006768	FhHiC23_g12716.t1	TREG1_3440.1
OG0006769	FhHiC23_g837.t1, FhHiC23_g838.t1	TREG1_101410.1
OG0006771	FhHiC23_g12996.t1, FhHiC23_g12996.t2	TREG1_4330.1
OG0006772	FhHiC23_g7844.t1	TREG1_93120.1, TREG1_93130.1
OG0006773	FhHiC23_g661.t1	TREG1_105530.1
OG0006774	FhHiC23_g15175.t1	TREG1_22700.1
OG0006775	FhHiC23_g7825.t1	TREG1_84640.1
OG0006776	FhHiC23_g7004.t3, FhHiC23_g7004.t1, FhHiC23_g7004.t2	TREG1_85790.1
OG0006777	FhHiC23_g10871.t1	TREG1_10480.1
OG0006778	FhHiC23_g15058.t1, FhHiC23_g15198.t1, FhHiC23_g15200.t1	TREG1_25290.1
OG0006779	FhHiC23_g6012.t1, FhHiC23_g1682.t1	TREG1_66090.1
OG0006780	FhHiC23_g3837.t1	TREG1_110510.1
OG0006781	FhHiC23_g4912.t1	TREG1_54910.1
OG0006782	FhHiC23_g8504.t1	TREG1_92370.1, TREG1_92370.2, TREG1_92370.3
OG0006783	FhHiC23_g15649.t1	TREG1_19840.1, TREG1_19840.2
OG0006784	FhHiC23_g12338.t1, FhHiC23_g12338.t2	TREG1_3860.1
OG0006786	FhHiC23_g15033.t1	TREG1_29910.1
OG0006787	FhHiC23_g4697.t1	TREG1_44660.1
OG0006788	FhHiC23_g7125.t1, FhHiC23_g7124.t1	TREG1_87290.1
OG0006789	FhHiC23_g8521.t1, FhHiC23_g10675.t1	TREG1_16600.1
OG0006790	FhHiC23_g14624.t1	TREG1_134080.1, TREG1_134080.2
OG0006792	FhHiC23_g10048.t1	TREG1_32800.1
OG0006793	FhHiC23_g10767.t1	TREG1_30070.1
OG0006795	FhHiC23_g11301.t1	TREG1_26470.1
OG0006796	FhHiC23_g11940.t1	TREG1_20180.1
OG0006797	FhHiC23_g12369.t1, FhHiC23_g12369.t2	TREG1_14270.1, TREG1_14280.1, TREG1_14280.2
OG0006798	FhHiC23_g125.t1	TREG1_72510.1
OG0006799	FhHiC23_g14906.t1	TREG1_40300.1
OG0006800	FhHiC23_g15000.t1	TREG1_27520.1
OG0006801	FhHiC23_g15063.t1	TREG1_20070.1
OG0006802	FhHiC23_g15153.t1	TREG1_20110.1
OG0006803	FhHiC23_g2602.t1	TREG1_103900.1, TREG1_103900.2, TREG1_103900.3
OG0006804	FhHiC23_g3569.t1	TREG1_115820.1
OG0006805	FhHiC23_g3816.t1	TREG1_112940.1, TREG1_112940.2, TREG1_112940.3, TREG1_112940.4, TREG1_112940.5
OG0006806	FhHiC23_g4659.t1, FhHiC23_g4659.t2	TREG1_49670.1
OG0006807	FhHiC23_g5025.t1	TREG1_52060.1
OG0006808	FhHiC23_g6610.t2	TREG1_58750.1
OG0006809	FhHiC23_g7802.t1	TREG1_91190.1
OG0006810	FhHiC23_g7988.t1, FhHiC23_g7988.t2	TREG1_92200.1
OG0006811	FhHiC23_g9720.t1	TREG1_117890.1, TREG1_117890.3, TREG1_117890.2
OG0006851	FhHiC23_g8109.t1, FhHiC23_g8110.t1	TREG1_89790.1
OG0006852	FhHiC23_g9386.t1	TREG1_135590.1, TREG1_135620.1
OG0006853	FhHiC23_g15429.t1	TREG1_28730.1, TREG1_28730.2
OG0006854	FhHiC23_g1584.t1	TREG1_64200.1
OG0006855	FhHiC23_g10084.t1	TREG1_134250.1, TREG1_134250.2
OG0006856	FhHiC23_g14580.t1	TREG1_35890.1, TREG1_35890.2, TREG1_35890.3
OG0006857	FhHiC23_g16645.t1, FhHiC23_g16645.t2	TREG1_122560.1
OG0006858	FhHiC23_g11713.t1, FhHiC23_g11713.t2, FhHiC23_g11714.t1	TREG1_20830.1
OG0006859	FhHiC23_g12752.t1	TREG1_12820.1
OG0006860	FhHiC23_g10633.t1	TREG1_29010.1, TREG1_94660.1
OG0006861	FhHiC23_g620.t1	TREG1_66270.1
OG0006862	FhHiC23_g5702.t1	TREG1_47080.1, TREG1_47080.2
OG0006863	FhHiC23_g1573.t2, FhHiC23_g1573.t1	TREG1_69770.1
OG0006864	FhHiC23_g878.t1	TREG1_65030.1
OG0006865	FhHiC23_g9554.t1	TREG1_54740.1
OG0006866	FhHiC23_g6172.t1	TREG1_51390.1, TREG1_51390.2, TREG1_51390.3
OG0006867	FhHiC23_g16551.t1	TREG1_121650.1
OG0006868	FhHiC23_g13092.t1	TREG1_6220.1
OG0006869	FhHiC23_g6436.t1, FhHiC23_g6436.t2	TREG1_53060.1
OG0006870	FhHiC23_g6535.t1	TREG1_46710.1
OG0006871	FhHiC23_g16014.t1, FhHiC23_g16014.t2	TREG1_120470.1
OG0006872	FhHiC23_g1867.t1	TREG1_64060.1
OG0006873	FhHiC23_g11971.t1	TREG1_108050.1, TREG1_7490.1
OG0006874	FhHiC23_g11599.t1	TREG1_10610.1
OG0006875	FhHiC23_g8169.t1	TREG1_87950.1, TREG1_87950.2
OG0006876	FhHiC23_g5814.t2	TREG1_44640.1
OG0006877	FhHiC23_g1874.t1	TREG1_64700.1
OG0006878	FhHiC23_g4222.t1	TREG1_110910.1
OG0006879	FhHiC23_g7996.t1	TREG1_80330.1
OG0006880	FhHiC23_g4034.t1, FhHiC23_g4034.t2	TREG1_112220.1, TREG1_6200.1
OG0006881	FhHiC23_g16318.t1, FhHiC23_g16318.t2	TREG1_127660.1
OG0006882	FhHiC23_g16398.t1	TREG1_124650.1
OG0006883	FhHiC23_g9273.t1	TREG1_38490.1
OG0006884	FhHiC23_g3232.t1	TREG1_100760.1
OG0006885	FhHiC23_g4907.t1	TREG1_48640.1, TREG1_48640.2, TREG1_48650.1
OG0006886	FhHiC23_g5231.t1	TREG1_47540.1
OG0006887	FhHiC23_g9519.t1	TREG1_35180.1
OG0006888	FhHiC23_g5782.t1	TREG1_33010.1
OG0006889	FhHiC23_g16572.t1	TREG1_119590.1
OG0006890	FhHiC23_g16304.t1, FhHiC23_g16303.t1	TREG1_124940.1
OG0006891	FhHiC23_g553.t1	TREG1_65620.1
OG0006892	FhHiC23_g7684.t1	TREG1_87610.1
OG0006893	FhHiC23_g5667.t1	TREG1_48350.1
OG0006894	FhHiC23_g9884.t1	TREG1_132030.1, TREG1_132030.2
OG0006895	FhHiC23_g6145.t1	TREG1_137140.1
OG0006896	FhHiC23_g5144.t1	TREG1_43680.1, TREG1_43680.2
OG0006897	FhHiC23_g5289.t1, FhHiC23_g5287.t1	TREG1_43170.1
OG0006898	FhHiC23_g121.t1	TREG1_72530.1, TREG1_72530.2
OG0006899	FhHiC23_g5380.t3, FhHiC23_g5380.t1, FhHiC23_g5380.t2	TREG1_49860.1
OG0006900	FhHiC23_g9163.t1	TREG1_136310.1, TREG1_136310.2
OG0006901	FhHiC23_g7689.t1	TREG1_87670.1
OG0006902	FhHiC23_g12840.t1, FhHiC23_g3727.t1	TREG1_12190.1, TREG1_12200.1
OG0006903	FhHiC23_g11164.t1	TREG1_24680.1
OG0006904	FhHiC23_g1330.t1	TREG1_75700.1
OG0006905	FhHiC23_g9455.t1	TREG1_133330.1
OG0006906	FhHiC23_g2062.t1	TREG1_74030.1
OG0006907	FhHiC23_g2116.t1	TREG1_77230.1
OG0006908	FhHiC23_g15049.t1, FhHiC23_g14529.t1	TREG1_36240.1
OG0006910	FhHiC23_g6994.t1, FhHiC23_g6995.t1, FhHiC23_g6993.t1	TREG1_78020.1
OG0006911	FhHiC23_g1741.t1	TREG1_69040.1
OG0006912	FhHiC23_g13458.t1	TREG1_15610.1
OG0006913	FhHiC23_g15417.t1	TREG1_22300.1
OG0006914	FhHiC23_g2344.t1	TREG1_69710.1
OG0006915	FhHiC23_g6382.t1	TREG1_50640.1
OG0006916	FhHiC23_g9665.t1, FhHiC23_g9665.t2	TREG1_131740.1, TREG1_131740.2
OG0006917	FhHiC23_g12532.t1	TREG1_6500.1
OG0006918	FhHiC23_g5121.t1, FhHiC23_g5122.t1	TREG1_52090.1, TREG1_52100.1
OG0006919	FhHiC23_g5426.t1, FhHiC23_g9928.t1, FhHiC23_g9929.t1	TREG1_39820.1
OG0006920	FhHiC23_g10176.t2, FhHiC23_g10176.t1	TREG1_59670.1
OG0006921	FhHiC23_g8235.t1	TREG1_84890.1
OG0006922	FhHiC23_g10887.t1	TREG1_135300.1
OG0006923	FhHiC23_g9139.t1, FhHiC23_g9139.t2	TREG1_136440.1
OG0006924	FhHiC23_g1507.t1	TREG1_109430.1
OG0006926	FhHiC23_g1832.t1	TREG1_66650.1, TREG1_66650.2
OG0006927	FhHiC23_g1385.t1	TREG1_72590.1
OG0006928	FhHiC23_g11103.t1	TREG1_16890.1
OG0006929	FhHiC23_g3803.t2, FhHiC23_g3803.t1, FhHiC23_g3803.t3	TREG1_118730.1
OG0006930	FhHiC23_g12421.t1	TREG1_4510.1, TREG1_4510.2, TREG1_4530.1
OG0006931	FhHiC23_g13292.t1	TREG1_12450.1
OG0006932	FhHiC23_g10765.t1	TREG1_29670.1, TREG1_29670.2
OG0006933	FhHiC23_g533.t1	TREG1_76880.1, TREG1_76880.2
OG0006934	FhHiC23_g13867.t1	TREG1_55900.1
OG0006935	FhHiC23_g14569.t1	TREG1_95760.1
OG0006936	FhHiC23_g14510.t1	TREG1_52740.1
OG0006937	FhHiC23_g843.t1	TREG1_77010.1
OG0006938	FhHiC23_g16843.t1	TREG1_125610.1, TREG1_125600.1
OG0006939	FhHiC23_g14055.t1	TREG1_56230.1, TREG1_56230.2, TREG1_56230.3
OG0006940	FhHiC23_g11681.t1	TREG1_29610.1
OG0006941	FhHiC23_g15333.t1	TREG1_22310.1
OG0006942	FhHiC23_g11830.t1, FhHiC23_g11830.t2	TREG1_10550.1
OG0006943	FhHiC23_g4082.t1	TREG1_114250.1
OG0006944	FhHiC23_g1465.t1	TREG1_102160.1, TREG1_102160.2
OG0006946	FhHiC23_g11887.t1	TREG1_18140.1
OG0006948	FhHiC23_g6215.t1, FhHiC23_g6215.t2	TREG1_52230.1
OG0006949	FhHiC23_g651.t1	TREG1_105500.1, TREG1_105500.2
OG0006950	FhHiC23_g331.t1	TREG1_98840.1
OG0006951	FhHiC23_g15539.t1	TREG1_23440.1
OG0006952	FhHiC23_g4982.t1	TREG1_38030.1
OG0006953	FhHiC23_g7252.t1, FhHiC23_g7252.t2	TREG1_81760.1
OG0006954	FhHiC23_g1650.t1	TREG1_72410.1, TREG1_73180.1
OG0006955	FhHiC23_g4767.t1	TREG1_49900.1, TREG1_49900.2
OG0006956	FhHiC23_g8440.t1	TREG1_88400.1
OG0006957	FhHiC23_g829.t1, FhHiC23_g829.t2	TREG1_95980.1
OG0006958	FhHiC23_g8342.t1	TREG1_93680.1, TREG1_93680.2
OG0006959	FhHiC23_g16695.t1	TREG1_120120.1
OG0006960	FhHiC23_g5635.t1	TREG1_40200.1
OG0006961	FhHiC23_g16514.t1	TREG1_125330.1
OG0006962	FhHiC23_g14972.t1, FhHiC23_g64.t1	TREG1_68950.1
OG0006963	FhHiC23_g3187.t1	TREG1_71960.1
OG0006964	FhHiC23_g7401.t1	TREG1_86850.1
OG0006965	FhHiC23_g6366.t1	TREG1_50850.1
OG0006966	FhHiC23_g7679.t1	TREG1_87750.1
OG0006967	FhHiC23_g15888.t1	TREG1_127410.1
OG0006968	FhHiC23_g14887.t2, FhHiC23_g14887.t1	TREG1_32910.1
OG0006969	FhHiC23_g3381.t2, FhHiC23_g3381.t1	TREG1_99900.1
OG0006970	FhHiC23_g3380.t2, FhHiC23_g3380.t1	TREG1_99890.1
OG0006971	FhHiC23_g2304.t1	TREG1_102730.1
OG0006972	FhHiC23_g8041.t1	TREG1_85060.1
OG0006973	FhHiC23_g12972.t1	TREG1_2300.1, TREG1_95230.1
OG0006974	FhHiC23_g3592.t1	TREG1_111130.1
OG0006975	FhHiC23_g15782.t1	TREG1_39430.1, TREG1_39430.2
OG0006976	FhHiC23_g8503.t1	TREG1_92380.1
OG0006977	FhHiC23_g5132.t1	TREG1_47860.1
OG0006978	FhHiC23_g9791.t1	TREG1_32520.1
OG0006979	FhHiC23_g8578.t1	TREG1_89520.1, TREG1_89520.2
OG0006980	FhHiC23_g512.t1, FhHiC23_g512.t2	TREG1_109880.1
OG0006981	FhHiC23_g7629.t1	TREG1_88240.1, TREG1_88220.1
OG0006982	FhHiC23_g2161.t1	TREG1_73960.1
OG0006983	FhHiC23_g15391.t1	TREG1_17990.1
OG0006984	FhHiC23_g1503.t1	TREG1_64620.1
OG0006985	FhHiC23_g13964.t1	TREG1_56740.1
OG0006986	FhHiC23_g12534.t1	TREG1_6480.1
OG0006987	FhHiC23_g3235.t1	TREG1_104590.1
OG0006988	FhHiC23_g3236.t1	TREG1_104570.1
OG0006989	FhHiC23_g894.t1	TREG1_106640.1
OG0006990	FhHiC23_g11253.t1	TREG1_127960.1
OG0006991	FhHiC23_g4249.t1	TREG1_111060.1, TREG1_7000.1
OG0006993	FhHiC23_g11848.t1	TREG1_23230.1
OG0006994	FhHiC23_g13639.t1	TREG1_3070.1
OG0006995	FhHiC23_g7584.t1	TREG1_81440.1
OG0006996	FhHiC23_g12977.t1	TREG1_12290.1
OG0006997	FhHiC23_g15976.t1	TREG1_121930.1
OG0006998	FhHiC23_g207.t1, FhHiC23_g207.t2	TREG1_105130.1
OG0006999	FhHiC23_g2093.t1	TREG1_62470.1
OG0007000	FhHiC23_g3746.t1, FhHiC23_g3745.t1	TREG1_115260.1
OG0007001	FhHiC23_g974.t1	TREG1_70960.1
OG0007002	FhHiC23_g9966.t1	TREG1_134450.1
OG0007003	FhHiC23_g12173.t1	TREG1_134980.1
OG0007004	FhHiC23_g9307.t1	TREG1_132280.1
OG0007006	FhHiC23_g9242.t1	TREG1_131420.1
OG0007007	FhHiC23_g14876.t2, FhHiC23_g14876.t1	TREG1_34570.1
OG0007008	FhHiC23_g7083.t1	TREG1_82290.1
OG0007009	FhHiC23_g15946.t1	TREG1_129410.1
OG0007010	FhHiC23_g15590.t1	TREG1_26630.1, TREG1_26630.2
OG0007011	FhHiC23_g2006.t1, FhHiC23_g2006.t2	TREG1_67870.1
OG0007012	FhHiC23_g194.t1	TREG1_64040.1
OG0007014	FhHiC23_g13037.t1	TREG1_15230.1
OG0007015	FhHiC23_g1283.t1	TREG1_108820.1
OG0007016	FhHiC23_g11513.t1	TREG1_13720.1, TREG1_13720.3, TREG1_13720.4, TREG1_13720.2
OG0007017	FhHiC23_g914.t1	TREG1_75150.1
OG0007018	FhHiC23_g9215.t1	TREG1_133110.1
OG0007019	FhHiC23_g2798.t1	TREG1_104410.1
OG0007020	FhHiC23_g1890.t1, FhHiC23_g1890.t2	TREG1_77440.1
OG0007021	FhHiC23_g454.t1	TREG1_66200.1
OG0007022	FhHiC23_g7890.t1	TREG1_85040.1
OG0007023	FhHiC23_g15822.t1	TREG1_36050.1
OG0007024	FhHiC23_g3818.t1	TREG1_112260.1
OG0007025	FhHiC23_g15957.t1	TREG1_129300.1
OG0007026	FhHiC23_g7425.t1	TREG1_87310.1
OG0007027	FhHiC23_g13361.t1	TREG1_9840.1
OG0007028	FhHiC23_g3098.t1, FhHiC23_g3098.t2	TREG1_103790.1
OG0007029	FhHiC23_g15439.t1	TREG1_17800.1, TREG1_17810.1
OG0007030	FhHiC23_g3346.t1	TREG1_95530.1
OG0007031	FhHiC23_g14020.t1, FhHiC23_g14020.t2	TREG1_34290.1
OG0007032	FhHiC23_g2632.t1	TREG1_109750.1, TREG1_109750.2
OG0007033	FhHiC23_g2631.t1	TREG1_109730.1
OG0007035	FhHiC23_g1356.t1	TREG1_97870.1
OG0007036	FhHiC23_g3474.t1	TREG1_144410.1
OG0007037	FhHiC23_g8523.t1	TREG1_84810.1
OG0007038	FhHiC23_g4817.t1	TREG1_32900.1
OG0007039	FhHiC23_g13836.t1, FhHiC23_g2341.t1	TREG1_70050.1
OG0007040	FhHiC23_g2340.t1, FhHiC23_g13837.t1	TREG1_104070.1
OG0007041	FhHiC23_g6528.t1	TREG1_46810.1
OG0007042	FhHiC23_g10306.t1, FhHiC23_g10306.t2	TREG1_59020.1, TREG1_59020.2
OG0007043	FhHiC23_g16658.t1	TREG1_121910.1
OG0007044	FhHiC23_g11174.t1	TREG1_23270.1
OG0007045	FhHiC23_g12652.t1	TREG1_138830.1, TREG1_138830.2, TREG1_116250.1, TREG1_116250.6, TREG1_116250.10, TREG1_116250.2, TREG1_116250.4, TREG1_116250.8, TREG1_116250.3, TREG1_116250.5, TREG1_116250.7, TREG1_116250.9
OG0007046	FhHiC23_g3807.t1	TREG1_110730.1
OG0007047	FhHiC23_g7343.t1	TREG1_1280.1, TREG1_78100.1
OG0007048	FhHiC23_g7130.t1	TREG1_85240.1
OG0007049	FhHiC23_g6312.t1	TREG1_37100.1, TREG1_37110.1, TREG1_37110.2
OG0007050	FhHiC23_g12403.t1	TREG1_9490.1
OG0007051	FhHiC23_g10714.t1	TREG1_25790.1
OG0007052	FhHiC23_g11071.t1	TREG1_6040.1
OG0007053	FhHiC23_g4785.t1	TREG1_44380.1
OG0007054	FhHiC23_g4391.t1	TREG1_125260.1
OG0007055	FhHiC23_g193.t1	TREG1_95430.1
OG0007056	FhHiC23_g8978.t1	TREG1_32670.1
OG0007057	FhHiC23_g7794.t1	TREG1_82060.1
OG0007058	FhHiC23_g12119.t1	TREG1_10160.3, TREG1_10160.1, TREG1_10160.2
OG0007059	FhHiC23_g52.t3	TREG1_61490.1, TREG1_61490.2
OG0007061	FhHiC23_g9341.t1	TREG1_132530.1
OG0007062	FhHiC23_g9579.t1, FhHiC23_g9579.t2	TREG1_32570.1, TREG1_32580.1
OG0007063	FhHiC23_g12978.t1	TREG1_12270.1
OG0007064	FhHiC23_g15969.t1	TREG1_121880.1
OG0007065	FhHiC23_g13508.t1	TREG1_7650.1
OG0007067	FhHiC23_g3633.t1	TREG1_112750.1
OG0007069	FhHiC23_g6477.t1	TREG1_45490.1
OG0007070	FhHiC23_g2080.t1	TREG1_73080.1
OG0007071	FhHiC23_g728.t1	TREG1_73480.1
OG0007072	FhHiC23_g6577.t1	TREG1_50860.1, TREG1_50860.2
OG0007073	FhHiC23_g2485.t1	TREG1_94840.1
OG0007074	FhHiC23_g3105.t1, FhHiC23_g3105.t2	TREG1_102000.1
OG0007075	FhHiC23_g11448.t1	TREG1_129730.1, TREG1_129810.1
OG0007076	FhHiC23_g5389.t1	TREG1_57820.1
OG0007077	FhHiC23_g7612.t1	TREG1_86110.1
OG0007078	FhHiC23_g2013.t1	TREG1_71390.1
OG0007079	FhHiC23_g10311.t1, FhHiC23_g10311.t2	TREG1_60980.1
OG0007080	FhHiC23_g10919.t1	TREG1_23080.1
OG0007081	FhHiC23_g1757.t1, FhHiC23_g1757.t2	TREG1_72860.1
OG0007082	FhHiC23_g16506.t1	TREG1_121000.1
OG0007083	FhHiC23_g3416.t1	TREG1_104350.1
OG0007084	FhHiC23_g926.t1	TREG1_68230.1, TREG1_68220.1
OG0007085	FhHiC23_g4801.t1	TREG1_41760.1, TREG1_41760.2
OG0007086	FhHiC23_g3770.t1, FhHiC23_g3770.t2	TREG1_116480.1
OG0007087	FhHiC23_g7187.t1	TREG1_89470.1
OG0007088	FhHiC23_g9171.t1	TREG1_136040.1
OG0007090	FhHiC23_g15047.t1	TREG1_19780.1
OG0007091	FhHiC23_g1012.t1, FhHiC23_g830.t1	TREG1_95990.1
OG0007092	FhHiC23_g11278.t1	TREG1_73380.1
OG0007094	FhHiC23_g15269.t1, FhHiC23_g15269.t2, FhHiC23_g15268.t1, FhHiC23_g15268.t2	TREG1_62170.1
OG0007095	FhHiC23_g15698.t1	TREG1_24420.1
OG0007096	FhHiC23_g16038.t1	TREG1_123740.1
OG0007097	FhHiC23_g1749.t1	TREG1_76300.1
OG0007098	FhHiC23_g2882.t3	TREG1_106580.1
OG0007099	FhHiC23_g3852.t1	TREG1_115420.1, TREG1_115420.4, TREG1_115420.2, TREG1_115420.3
OG0007100	FhHiC23_g5227.t1, FhHiC23_g5228.t1, FhHiC23_g7809.t1	TREG1_65260.1, TREG1_90120.1
OG0007101	FhHiC23_g5271.t1	TREG1_36910.1
