Orthogroup	fasciola_hepatica	schistosoma_japonicum
OG0006656	FhHiC23_g5449.t1, FhHiC23_g5449.t2	EWB00_005932
OG0006657	FhHiC23_g10329.t1	EWB00_000243
OG0006658	FhHiC23_g664.t1, FhHiC23_g664.t2	EWB00_001415.1, EWB00_001415.2
OG0006659	FhHiC23_g6293.t1, FhHiC23_g6293.t2	EWB00_008369
OG0006660	FhHiC23_g3894.t1	EWB00_001329
OG0006661	FhHiC23_g354.t1	EWB00_004983.1, EWB00_004983.2
OG0006662	FhHiC23_g12539.t1	EWB00_003103
OG0006663	FhHiC23_g13930.t1	EWB00_005733
OG0006664	FhHiC23_g24.t1	EWB00_006784
OG0006665	FhHiC23_g14570.t1	EWB00_004326
OG0006666	FhHiC23_g12757.t1	EWB00_005658.1, EWB00_005658.2
OG0006667	FhHiC23_g10658.t1	EWB00_008538
OG0006668	FhHiC23_g6379.t1	EWB00_001100
OG0006669	FhHiC23_g13158.t1	EWB00_004632
OG0006670	FhHiC23_g2973.t1, FhHiC23_g2973.t2	EWB00_006095.3, EWB00_006095.1, EWB00_006095.2
OG0006671	FhHiC23_g2915.t1, FhHiC23_g2917.t1	EWB00_002649
OG0006672	FhHiC23_g11512.t1	EWB00_000596, EWB00_000595
OG0006673	FhHiC23_g15246.t1, FhHiC23_g15246.t2	EWB00_002526
OG0006674	FhHiC23_g3271.t1	EWB00_007502.1, EWB00_007502.2, EWB00_007502.3
OG0006675	FhHiC23_g15783.t1	EWB00_005755
OG0006676	FhHiC23_g2455.t1	EWB00_011042
OG0006677	FhHiC23_g10342.t1	EWB00_007556.3, EWB00_007556.1, EWB00_007556.2
OG0006678	FhHiC23_g625.t1, FhHiC23_g625.t2	EWB00_002074
OG0006679	FhHiC23_g4633.t1	EWB00_003413, EWB00_003412
OG0006680	FhHiC23_g11706.t1	EWB00_003454.2, EWB00_003454.1
OG0006681	FhHiC23_g8286.t1	EWB00_011335
OG0006682	FhHiC23_g3861.t1	EWB00_010172
OG0006683	FhHiC23_g15731.t1	EWB00_005696
OG0006684	FhHiC23_g11906.t1	EWB00_005437
OG0006685	FhHiC23_g4755.t1	EWB00_001724.1, EWB00_001724.2
OG0006686	FhHiC23_g42.t1	EWB00_005404
OG0006687	FhHiC23_g16573.t2, FhHiC23_g16573.t1	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2
OG0006688	FhHiC23_g6980.t1	EWB00_011257
OG0006689	FhHiC23_g7859.t1, FhHiC23_g7819.t1	EWB00_011153.1, EWB00_011153.2
OG0006690	FhHiC23_g7591.t1	EWB00_011336
OG0006691	FhHiC23_g2893.t1	EWB00_011022.1, EWB00_011022.2
OG0006692	FhHiC23_g12478.t1	EWB00_004859
OG0006693	FhHiC23_g9794.t1, FhHiC23_g9794.t2	EWB00_007094
OG0006694	FhHiC23_g1372.t1	EWB00_007383
OG0006695	FhHiC23_g7099.t1	EWB00_010411
OG0006696	FhHiC23_g15964.t2, FhHiC23_g15964.t1	EWB00_008047
OG0006697	FhHiC23_g5008.t1, FhHiC23_g5008.t3, FhHiC23_g5008.t2	EWB00_002889
OG0006698	FhHiC23_g14437.t1	EWB00_008762
OG0006699	FhHiC23_g1552.t1, FhHiC23_g1552.t2	EWB00_006091
OG0006700	FhHiC23_g4724.t1	EWB00_004590
OG0006701	FhHiC23_g1570.t1	EWB00_002974
OG0006702	FhHiC23_g16593.t1, FhHiC23_g16592.t1	EWB00_011411, EWB00_011412
OG0006703	FhHiC23_g13788.t1, FhHiC23_g13788.t2	EWB00_002097
OG0006704	FhHiC23_g6277.t1	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3
OG0006705	FhHiC23_g2151.t1	EWB00_005146
OG0006706	FhHiC23_g13983.t1	EWB00_007985
OG0006707	FhHiC23_g5606.t1	EWB00_006073.1, EWB00_006073.2
OG0006708	FhHiC23_g11393.t1	EWB00_009365.1, EWB00_009365.2, EWB00_009365.3, EWB00_009365.4, EWB00_009365.5, EWB00_009365.6
OG0006710	FhHiC23_g3768.t1	EWB00_008960
OG0006711	FhHiC23_g8050.t1	EWB00_003650
OG0006712	FhHiC23_g4270.t1	EWB00_007299
OG0006713	FhHiC23_g4626.t1	EWB00_002133.1, EWB00_002133.4, EWB00_002133.5, EWB00_002133.2, EWB00_002133.3
OG0006714	FhHiC23_g10361.t1	EWB00_007568
OG0006715	FhHiC23_g14875.t1	EWB00_001560
OG0006716	FhHiC23_g47.t1	EWB00_004067
OG0006717	FhHiC23_g15945.t2, FhHiC23_g15945.t1, FhHiC23_g15945.t4, FhHiC23_g15945.t3	EWB00_011423
OG0006718	FhHiC23_g15557.t1	EWB00_005761.1, EWB00_005761.2
OG0006720	FhHiC23_g10402.t1	EWB00_005021
OG0006721	FhHiC23_g10893.t1	EWB00_009731.1, EWB00_009731.2
OG0006722	FhHiC23_g5314.t1	EWB00_003301.2, EWB00_003301.1
OG0006723	FhHiC23_g202.t1	EWB00_004066.1, EWB00_004066.2
OG0006724	FhHiC23_g12019.t1	EWB00_007336
OG0006725	FhHiC23_g8462.t1	EWB00_007735.1, EWB00_007735.2
OG0006727	FhHiC23_g2423.t1	EWB00_007479.1, EWB00_007479.2
OG0006728	FhHiC23_g9438.t1	EWB00_001429
OG0006729	FhHiC23_g9199.t1, FhHiC23_g9199.t2, FhHiC23_g9199.t3	EWB00_004795.1, EWB00_004795.2
OG0006730	FhHiC23_g5043.t1	EWB00_010894.1, EWB00_010894.2
OG0006732	FhHiC23_g8291.t1	EWB00_008915
OG0006734	FhHiC23_g16092.t1	EWB00_008575.1, EWB00_008575.2
OG0006735	FhHiC23_g7394.t2, FhHiC23_g7394.t1	EWB00_007108
OG0006736	FhHiC23_g3392.t1	EWB00_008103
OG0006737	FhHiC23_g13378.t1	EWB00_007203
OG0006740	FhHiC23_g3742.t1	EWB00_001502
OG0006741	FhHiC23_g15194.t1	EWB00_002298
OG0006742	FhHiC23_g11604.t1	EWB00_011082
OG0006743	FhHiC23_g2710.t1	EWB00_005344.1, EWB00_005344.2, EWB00_005344.3
OG0006744	FhHiC23_g16273.t1	EWB00_007508.1, EWB00_007508.2, EWB00_007508.3
OG0006745	FhHiC23_g3734.t1	EWB00_007294
OG0006746	FhHiC23_g2803.t1	EWB00_002294
OG0006747	FhHiC23_g3808.t1, FhHiC23_g3808.t2	EWB00_004098
OG0006749	FhHiC23_g4642.t1	EWB00_001286
OG0006750	FhHiC23_g16282.t1	EWB00_008583
OG0006751	FhHiC23_g1422.t1	EWB00_005162
OG0006752	FhHiC23_g11810.t1	EWB00_002683
OG0006753	FhHiC23_g8632.t2, FhHiC23_g8632.t1	EWB00_008551.3, EWB00_008551.2, EWB00_008551.1
OG0006754	FhHiC23_g127.t1	EWB00_003003
OG0006755	FhHiC23_g8068.t2, FhHiC23_g8068.t1	EWB00_010471.1, EWB00_010471.2, EWB00_010471.3
OG0006756	FhHiC23_g16343.t1	EWB00_005289
OG0006757	FhHiC23_g11159.t1, FhHiC23_g11160.t1	EWB00_008509
OG0006758	FhHiC23_g8338.t1	EWB00_010435
OG0006759	FhHiC23_g12404.t1, FhHiC23_g12404.t2	EWB00_009488
OG0006760	FhHiC23_g7914.t1	EWB00_010414
OG0006761	FhHiC23_g55.t1	EWB00_004072.3, EWB00_004072.1, EWB00_004072.2, EWB00_004072.4
OG0006762	FhHiC23_g9340.t1	EWB00_005501
OG0006763	FhHiC23_g15290.t1	EWB00_005463.1, EWB00_005463.2
OG0006764	FhHiC23_g1043.t2, FhHiC23_g1043.t1, FhHiC23_g1043.t3	EWB00_011059.2, EWB00_011059.1, EWB00_011059.3
OG0006765	FhHiC23_g15966.t1	EWB00_008045.1, EWB00_008045.2
OG0006766	FhHiC23_g16175.t1	EWB00_000621.1, EWB00_000621.2, EWB00_000621.3, EWB00_000621.4
OG0006767	FhHiC23_g16549.t1	EWB00_005291.1, EWB00_005291.2
OG0006768	FhHiC23_g12716.t1	EWB00_004448.2, EWB00_004448.1, EWB00_004448.3
OG0006769	FhHiC23_g837.t1, FhHiC23_g838.t1	EWB00_010944
OG0006771	FhHiC23_g12996.t1, FhHiC23_g12996.t2	EWB00_008839.1, EWB00_008839.2, EWB00_008839.3
OG0006772	FhHiC23_g7844.t1	EWB00_006272
OG0006773	FhHiC23_g661.t1	EWB00_001413.1, EWB00_001413.2
OG0006775	FhHiC23_g7825.t1	EWB00_004002
OG0006776	FhHiC23_g7004.t3, FhHiC23_g7004.t1, FhHiC23_g7004.t2	EWB00_008711
OG0006777	FhHiC23_g10871.t1	EWB00_000673.1, EWB00_000673.3, EWB00_000673.2
OG0006778	FhHiC23_g15058.t1, FhHiC23_g15198.t1, FhHiC23_g15200.t1	EWB00_006418
OG0006779	FhHiC23_g6012.t1, FhHiC23_g1682.t1	EWB00_003608.1, EWB00_003608.2
OG0006780	FhHiC23_g3837.t1	EWB00_007286.1, EWB00_007286.2
OG0006782	FhHiC23_g8504.t1	EWB00_008555.1, EWB00_008555.2
OG0006783	FhHiC23_g15649.t1	EWB00_000070
OG0006784	FhHiC23_g12338.t1, FhHiC23_g12338.t2	EWB00_009036
OG0006786	FhHiC23_g15033.t1	EWB00_006138.2, EWB00_006138.1
OG0006787	FhHiC23_g4697.t1	EWB00_002925
OG0006788	FhHiC23_g7125.t1, FhHiC23_g7124.t1	EWB00_000929.1, EWB00_000929.2
OG0006789	FhHiC23_g8521.t1, FhHiC23_g10675.t1	EWB00_002686
OG0006790	FhHiC23_g14624.t1	EWB00_007433.1, EWB00_007433.2
OG0006792	FhHiC23_g10048.t1	EWB00_007083
OG0006793	FhHiC23_g10767.t1	EWB00_002681.1, EWB00_002681.2
OG0006795	FhHiC23_g11301.t1	EWB00_003694
OG0006797	FhHiC23_g12369.t1, FhHiC23_g12369.t2	EWB00_005683
OG0006798	FhHiC23_g125.t1	EWB00_002997.1, EWB00_002997.2
OG0006799	FhHiC23_g14906.t1	EWB00_008396.1, EWB00_008396.2
OG0006800	FhHiC23_g15000.t1	EWB00_002418, EWB00_002417, EWB00_002419
OG0006801	FhHiC23_g15063.t1	EWB00_002356, EWB00_002357
OG0006802	FhHiC23_g15153.t1	EWB00_002361.1, EWB00_002361.2
OG0006803	FhHiC23_g2602.t1	EWB00_007278
OG0006804	FhHiC23_g3569.t1	EWB00_001672
OG0006805	FhHiC23_g3816.t1	EWB00_007033.1, EWB00_007033.2
OG0006806	FhHiC23_g4659.t1, FhHiC23_g4659.t2	EWB00_006010
OG0006807	FhHiC23_g5025.t1	EWB00_003406
OG0006808	FhHiC23_g6610.t2	EWB00_004999
OG0006809	FhHiC23_g7802.t1	EWB00_009302.1, EWB00_009302.2, EWB00_009302.3, EWB00_009302.4
OG0006810	FhHiC23_g7988.t1, FhHiC23_g7988.t2	EWB00_006229.1, EWB00_006229.2
OG0006851	FhHiC23_g8109.t1, FhHiC23_g8110.t1	EWB00_009820
OG0006853	FhHiC23_g15429.t1	EWB00_004818
OG0006854	FhHiC23_g1584.t1	EWB00_004752.1, EWB00_004752.2
OG0006855	FhHiC23_g10084.t1	EWB00_003026
OG0006856	FhHiC23_g14580.t1	EWB00_004887
OG0006857	FhHiC23_g16645.t1, FhHiC23_g16645.t2	EWB00_001839
OG0006858	FhHiC23_g11713.t1, FhHiC23_g11713.t2, FhHiC23_g11714.t1	EWB00_009405
OG0006859	FhHiC23_g12752.t1	EWB00_005654
OG0006860	FhHiC23_g10633.t1	EWB00_010281.1, EWB00_010281.2
OG0006861	FhHiC23_g620.t1	EWB00_010673
OG0006862	FhHiC23_g5702.t1	EWB00_000628
OG0006863	FhHiC23_g1573.t2, FhHiC23_g1573.t1	EWB00_005357
OG0006864	FhHiC23_g878.t1	EWB00_010751.1, EWB00_010751.2
OG0006865	FhHiC23_g9554.t1	EWB00_005240
OG0006866	FhHiC23_g6172.t1	EWB00_002127
OG0006868	FhHiC23_g13092.t1	EWB00_009467.1, EWB00_009467.2
OG0006869	FhHiC23_g6436.t1, FhHiC23_g6436.t2	EWB00_002939
OG0006870	FhHiC23_g6535.t1	EWB00_006049
OG0006871	FhHiC23_g16014.t1, FhHiC23_g16014.t2	EWB00_006938
OG0006872	FhHiC23_g1867.t1	EWB00_010757
OG0006873	FhHiC23_g11971.t1	EWB00_008527
OG0006874	FhHiC23_g11599.t1	EWB00_000684
OG0006875	FhHiC23_g8169.t1	EWB00_010492
OG0006876	FhHiC23_g5814.t2	EWB00_002924.2, EWB00_002924.3, EWB00_002924.4, EWB00_002924.1
OG0006877	FhHiC23_g1874.t1	EWB00_010731
OG0006878	FhHiC23_g4222.t1	EWB00_001498.1, EWB00_001498.2
OG0006879	FhHiC23_g7996.t1	EWB00_005205
OG0006880	FhHiC23_g4034.t1, FhHiC23_g4034.t2	EWB00_006756
OG0006881	FhHiC23_g16318.t1, FhHiC23_g16318.t2	EWB00_001913
OG0006882	FhHiC23_g16398.t1	EWB00_008994
OG0006883	FhHiC23_g9273.t1	EWB00_005050
OG0006884	FhHiC23_g3232.t1	EWB00_002777
OG0006886	FhHiC23_g5231.t1	EWB00_005921.1, EWB00_005921.2
OG0006887	FhHiC23_g9519.t1	EWB00_000300.1, EWB00_000300.2
OG0006888	FhHiC23_g5782.t1	EWB00_007697
OG0006889	FhHiC23_g16572.t1	EWB00_001957, EWB00_001958
OG0006890	FhHiC23_g16304.t1, FhHiC23_g16303.t1	EWB00_006714
OG0006891	FhHiC23_g553.t1	EWB00_006469.1, EWB00_006469.2
OG0006892	FhHiC23_g7684.t1	EWB00_007103
OG0006893	FhHiC23_g5667.t1	EWB00_003312
OG0006894	FhHiC23_g9884.t1	EWB00_005853
OG0006895	FhHiC23_g6145.t1	EWB00_001715
OG0006896	FhHiC23_g5144.t1	EWB00_007440.1, EWB00_007440.4, EWB00_007440.2, EWB00_007440.3
OG0006897	FhHiC23_g5289.t1, FhHiC23_g5287.t1	EWB00_006151
OG0006898	FhHiC23_g121.t1	EWB00_002999
OG0006899	FhHiC23_g5380.t3, FhHiC23_g5380.t1, FhHiC23_g5380.t2	EWB00_007457
OG0006900	FhHiC23_g9163.t1	EWB00_011187
OG0006902	FhHiC23_g12840.t1, FhHiC23_g3727.t1	EWB00_010212
OG0006903	FhHiC23_g11164.t1	EWB00_004187.2, EWB00_004187.1
OG0006904	FhHiC23_g1330.t1	EWB00_010692
OG0006905	FhHiC23_g9455.t1	EWB00_006661
OG0006906	FhHiC23_g2062.t1	EWB00_005258
OG0006907	FhHiC23_g2116.t1	EWB00_011180
OG0006908	FhHiC23_g15049.t1, FhHiC23_g14529.t1	EWB00_009909, EWB00_009910
OG0006909	FhHiC23_g13099.t1	EWB00_003093.1, EWB00_003093.2
OG0006910	FhHiC23_g6994.t1, FhHiC23_g6995.t1, FhHiC23_g6993.t1	EWB00_005552
OG0006911	FhHiC23_g1741.t1	EWB00_010659.1, EWB00_010659.2
OG0006912	FhHiC23_g13458.t1	EWB00_005063.1, EWB00_005063.2
OG0006913	FhHiC23_g15417.t1	EWB00_001050
OG0006914	FhHiC23_g2344.t1	EWB00_006504.1, EWB00_006504.2
OG0006915	FhHiC23_g6382.t1	EWB00_007849
OG0006916	FhHiC23_g9665.t1, FhHiC23_g9665.t2	EWB00_002240
OG0006917	FhHiC23_g12532.t1	EWB00_007345
OG0006918	FhHiC23_g5121.t1, FhHiC23_g5122.t1	EWB00_003404
OG0006919	FhHiC23_g5426.t1, FhHiC23_g9928.t1, FhHiC23_g9929.t1	EWB00_001313
OG0006920	FhHiC23_g10176.t2, FhHiC23_g10176.t1	EWB00_005027.1, EWB00_005027.2
OG0006921	FhHiC23_g8235.t1	EWB00_011127.1, EWB00_011127.2
OG0006922	FhHiC23_g10887.t1	EWB00_009730.1, EWB00_009730.2
OG0006923	FhHiC23_g9139.t1, FhHiC23_g9139.t2	EWB00_011203
OG0006924	FhHiC23_g1507.t1	EWB00_002285
OG0006926	FhHiC23_g1832.t1	EWB00_003552
OG0006927	FhHiC23_g1385.t1	EWB00_010663
OG0006928	FhHiC23_g11103.t1	EWB00_010293
OG0006929	FhHiC23_g3803.t2, FhHiC23_g3803.t1, FhHiC23_g3803.t3	EWB00_003685
OG0006930	FhHiC23_g12421.t1	EWB00_009081, EWB00_010602
OG0006931	FhHiC23_g13292.t1	EWB00_009192
OG0006932	FhHiC23_g10765.t1	EWB00_009355.1, EWB00_009355.2
OG0006933	FhHiC23_g533.t1	EWB00_010630
OG0006934	FhHiC23_g13867.t1	EWB00_002795
OG0006935	FhHiC23_g14569.t1	EWB00_006103
OG0006936	FhHiC23_g14510.t1	EWB00_004363
OG0006937	FhHiC23_g843.t1	EWB00_000760
OG0006938	FhHiC23_g16843.t1	EWB00_001865
OG0006939	FhHiC23_g14055.t1	EWB00_003241
OG0006940	FhHiC23_g11681.t1	EWB00_009363.1, EWB00_009363.2, EWB00_009363.3
OG0006942	FhHiC23_g11830.t1, FhHiC23_g11830.t2	EWB00_000677
OG0006943	FhHiC23_g4082.t1	EWB00_001661
OG0006944	FhHiC23_g1465.t1	EWB00_002752
OG0006946	FhHiC23_g11887.t1	EWB00_000692
OG0006948	FhHiC23_g6215.t1, FhHiC23_g6215.t2	EWB00_003395
OG0006949	FhHiC23_g651.t1	EWB00_006617.1, EWB00_006617.2
OG0006950	FhHiC23_g331.t1	EWB00_010555.1, EWB00_010555.2
OG0006951	FhHiC23_g15539.t1	EWB00_006437.1, EWB00_006437.2
OG0006952	FhHiC23_g4982.t1	EWB00_001079
OG0006953	FhHiC23_g7252.t1, FhHiC23_g7252.t2	EWB00_000479.2
OG0006954	FhHiC23_g1650.t1	EWB00_010645
OG0006955	FhHiC23_g4767.t1	EWB00_007463.1, EWB00_007463.2, EWB00_007463.3
OG0006956	FhHiC23_g8440.t1	EWB00_007969
OG0006957	FhHiC23_g829.t1, FhHiC23_g829.t2	EWB00_002736
OG0006958	FhHiC23_g8342.t1	EWB00_010047
OG0006959	FhHiC23_g16695.t1	EWB00_008065.1, EWB00_008065.2
OG0006960	FhHiC23_g5635.t1	EWB00_008173.2, EWB00_008173.3, EWB00_008173.1
OG0006961	FhHiC23_g16514.t1	EWB00_001900, EWB00_001901
OG0006962	FhHiC23_g14972.t1, FhHiC23_g64.t1	EWB00_007765.1, EWB00_007765.2
OG0006963	FhHiC23_g3187.t1	EWB00_008719
OG0006964	FhHiC23_g7401.t1	EWB00_009171
OG0006965	FhHiC23_g6366.t1	EWB00_006841.1, EWB00_006841.2
OG0006966	FhHiC23_g7679.t1	EWB00_011150
OG0006967	FhHiC23_g15888.t1	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4
OG0006968	FhHiC23_g14887.t2, FhHiC23_g14887.t1	EWB00_009683
OG0006969	FhHiC23_g3381.t2, FhHiC23_g3381.t1	EWB00_002730
OG0006970	FhHiC23_g3380.t2, FhHiC23_g3380.t1	EWB00_002731
OG0006971	FhHiC23_g2304.t1	EWB00_003474.1, EWB00_003474.2
OG0006972	FhHiC23_g8041.t1	EWB00_011090
OG0006973	FhHiC23_g12972.t1	EWB00_009033
OG0006974	FhHiC23_g3592.t1	EWB00_009664
OG0006975	FhHiC23_g15782.t1	EWB00_005754
OG0006976	FhHiC23_g8503.t1	EWB00_008553
OG0006977	FhHiC23_g5132.t1	EWB00_005951
OG0006978	FhHiC23_g9791.t1	EWB00_001536
OG0006979	FhHiC23_g8578.t1	EWB00_003984.1, EWB00_003984.2
OG0006980	FhHiC23_g512.t1, FhHiC23_g512.t2	EWB00_002643.1, EWB00_002643.3
OG0006981	FhHiC23_g7629.t1	EWB00_011136
OG0006982	FhHiC23_g2161.t1	EWB00_007823
OG0006983	FhHiC23_g15391.t1	EWB00_004120.1, EWB00_004120.2
OG0006984	FhHiC23_g1503.t1	EWB00_007211
OG0006985	FhHiC23_g13964.t1	EWB00_007983
OG0006986	FhHiC23_g12534.t1	EWB00_007348
OG0006987	FhHiC23_g3235.t1	EWB00_008246
OG0006988	FhHiC23_g3236.t1	EWB00_008247
OG0006989	FhHiC23_g894.t1	EWB00_003444, EWB00_003442
OG0006990	FhHiC23_g11253.t1	EWB00_004655
OG0006991	FhHiC23_g4249.t1	EWB00_006771
OG0006993	FhHiC23_g11848.t1	EWB00_000066
OG0006994	FhHiC23_g13639.t1	EWB00_006334
OG0006995	FhHiC23_g7584.t1	EWB00_009176
OG0006996	FhHiC23_g12977.t1	EWB00_010205.1, EWB00_010205.2
OG0006997	FhHiC23_g15976.t1	EWB00_000614.1, EWB00_000614.2
OG0006998	FhHiC23_g207.t1, FhHiC23_g207.t2	EWB00_010953
OG0006999	FhHiC23_g2093.t1	EWB00_000183
OG0007000	FhHiC23_g3746.t1, FhHiC23_g3745.t1	EWB00_007046
OG0007001	FhHiC23_g974.t1	EWB00_008084
OG0007002	FhHiC23_g9966.t1	EWB00_004779.1, EWB00_004779.2
OG0007003	FhHiC23_g12173.t1	EWB00_008530
OG0007004	FhHiC23_g9307.t1	EWB00_007421.1, EWB00_007421.2
OG0007006	FhHiC23_g9242.t1	EWB00_005712
OG0007007	FhHiC23_g14876.t2, FhHiC23_g14876.t1	EWB00_001559
OG0007008	FhHiC23_g7083.t1	EWB00_005589.1, EWB00_005589.2
OG0007009	FhHiC23_g15946.t1	EWB00_011422.1, EWB00_011422.2
OG0007010	FhHiC23_g15590.t1	EWB00_003505
OG0007011	FhHiC23_g2006.t1, FhHiC23_g2006.t2	EWB00_005338
OG0007012	FhHiC23_g194.t1	EWB00_010759
OG0007013	FhHiC23_g7092.t2, FhHiC23_g7092.t1	EWB00_010443
OG0007014	FhHiC23_g13037.t1	EWB00_003450
OG0007015	FhHiC23_g1283.t1	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2
OG0007016	FhHiC23_g11513.t1	EWB00_006543
OG0007017	FhHiC23_g914.t1	EWB00_004409
OG0007018	FhHiC23_g9215.t1	EWB00_003038.1, EWB00_003038.2
OG0007019	FhHiC23_g2798.t1	EWB00_001239.1, EWB00_001239.2
OG0007020	FhHiC23_g1890.t1, FhHiC23_g1890.t2	EWB00_009099
OG0007021	FhHiC23_g454.t1	EWB00_010696
OG0007022	FhHiC23_g7890.t1	EWB00_011111
OG0007023	FhHiC23_g15822.t1	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2
OG0007024	FhHiC23_g3818.t1	EWB00_007035
OG0007025	FhHiC23_g15957.t1	EWB00_011414
OG0007026	FhHiC23_g7425.t1	EWB00_003873
OG0007027	FhHiC23_g13361.t1	EWB00_008000
OG0007028	FhHiC23_g3098.t1, FhHiC23_g3098.t2	EWB00_001375
OG0007029	FhHiC23_g15439.t1	EWB00_001040
OG0007030	FhHiC23_g3346.t1	EWB00_006115
OG0007031	FhHiC23_g14020.t1, FhHiC23_g14020.t2	EWB00_003162
OG0007032	FhHiC23_g2632.t1	EWB00_008178
OG0007033	FhHiC23_g2631.t1	EWB00_008179.1, EWB00_008179.2
OG0007034	FhHiC23_g2630.t1	EWB00_008180.4, EWB00_008180.1, EWB00_008180.2, EWB00_008180.3
OG0007035	FhHiC23_g1356.t1	EWB00_008652
OG0007036	FhHiC23_g3474.t1	EWB00_001480
OG0007037	FhHiC23_g8523.t1	EWB00_006575
OG0007038	FhHiC23_g4817.t1	EWB00_004928
OG0007039	FhHiC23_g13836.t1, FhHiC23_g2341.t1	EWB00_006820
OG0007040	FhHiC23_g2340.t1, FhHiC23_g13837.t1	EWB00_000653
OG0007041	FhHiC23_g6528.t1	EWB00_006038.1, EWB00_006038.2
OG0007042	FhHiC23_g10306.t1, FhHiC23_g10306.t2	EWB00_007005
OG0007043	FhHiC23_g16658.t1	EWB00_000617.1, EWB00_000617.2
OG0007044	FhHiC23_g11174.t1	EWB00_008333
OG0007045	FhHiC23_g12652.t1	EWB00_000872
OG0007046	FhHiC23_g3807.t1	EWB00_009140.1, EWB00_009140.2
OG0007047	FhHiC23_g7343.t1	EWB00_010107, EWB00_005555
OG0007048	FhHiC23_g7130.t1	EWB00_004019
OG0007049	FhHiC23_g6312.t1	EWB00_009535
OG0007050	FhHiC23_g12403.t1	EWB00_009490
OG0007051	FhHiC23_g10714.t1	EWB00_004179
OG0007053	FhHiC23_g4785.t1	EWB00_004281.1, EWB00_004281.2
OG0007054	FhHiC23_g4391.t1	EWB00_000324.1, EWB00_000324.2
OG0007055	FhHiC23_g193.t1	EWB00_009518.1, EWB00_009518.2
OG0007056	FhHiC23_g8978.t1	EWB00_001555
OG0007057	FhHiC23_g7794.t1	EWB00_010402.1, EWB00_010402.2
OG0007058	FhHiC23_g12119.t1	EWB00_004650
OG0007059	FhHiC23_g52.t3	EWB00_004071
OG0007061	FhHiC23_g9341.t1	EWB00_005500.2, EWB00_005500.1
OG0007062	FhHiC23_g9579.t1, FhHiC23_g9579.t2	EWB00_001543
OG0007063	FhHiC23_g12978.t1	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2
OG0007064	FhHiC23_g15969.t1	EWB00_000618
OG0007065	FhHiC23_g13508.t1	EWB00_006351
OG0007066	FhHiC23_g5164.t1	EWB00_003954.2
OG0007067	FhHiC23_g3633.t1	EWB00_009587
OG0007069	FhHiC23_g6477.t1	EWB00_004249
OG0007070	FhHiC23_g2080.t1	EWB00_010636
OG0007072	FhHiC23_g6577.t1	EWB00_006842
OG0007073	FhHiC23_g2485.t1	EWB00_007926.1, EWB00_007926.2
OG0007074	FhHiC23_g3105.t1, FhHiC23_g3105.t2	EWB00_007163
OG0007075	FhHiC23_g11448.t1	EWB00_001063
OG0007076	FhHiC23_g5389.t1	EWB00_011209
OG0007077	FhHiC23_g7612.t1	EWB00_000937
OG0007078	FhHiC23_g2013.t1	EWB00_005309
OG0007079	FhHiC23_g10311.t1, FhHiC23_g10311.t2	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3
OG0007080	FhHiC23_g10919.t1	EWB00_005428
OG0007081	FhHiC23_g1757.t1, FhHiC23_g1757.t2	EWB00_006801
OG0007082	FhHiC23_g16506.t1	EWB00_009430
OG0007086	FhHiC23_g3770.t1, FhHiC23_g3770.t2	EWB00_001338.1, EWB00_001338.2
OG0007087	FhHiC23_g7187.t1	EWB00_003990.1, EWB00_003990.2
OG0007088	FhHiC23_g9171.t1	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3
OG0007090	FhHiC23_g15047.t1	EWB00_000075
OG0007091	FhHiC23_g1012.t1, FhHiC23_g830.t1	EWB00_002737.1, EWB00_002737.2, EWB00_002737.3
OG0007092	FhHiC23_g11278.t1	EWB00_003110
OG0007094	FhHiC23_g15269.t1, FhHiC23_g15269.t2, FhHiC23_g15268.t1, FhHiC23_g15268.t2	EWB00_004035
OG0007095	FhHiC23_g15698.t1	EWB00_002405
OG0007096	FhHiC23_g16038.t1	EWB00_004943
OG0007097	FhHiC23_g1749.t1	EWB00_000747
OG0007098	FhHiC23_g2882.t3	EWB00_011003.1, EWB00_011003.2
OG0007099	FhHiC23_g3852.t1	EWB00_007290
OG0007100	FhHiC23_g5227.t1, FhHiC23_g5228.t1, FhHiC23_g7809.t1	EWB00_005908
OG0007101	FhHiC23_g5271.t1	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4
OG0007102	FhHiC23_g6223.t1, FhHiC23_g6224.t1	EWB00_006056
OG0007103	FhHiC23_g7258.t1	EWB00_005909
OG0007104	FhHiC23_g8193.t1	EWB00_009824
OG0007106	FhHiC23_g834.t1	EWB00_002740.1, EWB00_002740.2
OG0007107	FhHiC23_g8465.t1	EWB00_010041
OG0007149	FhHiC23_g2179.t1	EWB00_005251
OG0007150	FhHiC23_g11733.t1	EWB00_004154
OG0007151	FhHiC23_g2494.t1	EWB00_002780
OG0007152	FhHiC23_g9112.t1	EWB00_005897, EWB00_003742
