Orthogroup	fasciola_hepatica	schistosoma_intercalatum
OG0004797	FhHiC23_g9858.t1, FhHiC23_g9858.t2	SINT1_94140.1
OG0004798	FhHiC23_g11119.t1	SINT1_11560.1
OG0004800	FhHiC23_g11467.t1, FhHiC23_g11467.t2, FhHiC23_g11467.t3	SINT1_19000.2, SINT1_19000.1, SINT1_19000.3
OG0004801	FhHiC23_g9287.t1	SINT1_24070.1
OG0004802	FhHiC23_g8014.t1	SINT1_63510.1
OG0004803	FhHiC23_g7020.t2, FhHiC23_g7020.t1	SINT1_58780.1
OG0004804	FhHiC23_g11529.t1, FhHiC23_g11529.t2	SINT1_16230.1, SINT1_16230.2
OG0004805	FhHiC23_g12876.t1	SINT1_3710.1
OG0004806	FhHiC23_g808.t1	SINT1_51790.1
OG0004807	FhHiC23_g1207.t1	SINT1_54650.1
OG0004808	FhHiC23_g3267.t1	SINT1_75310.1
OG0004809	FhHiC23_g3199.t2, FhHiC23_g3199.t1	SINT1_50240.1
OG0004810	FhHiC23_g9180.t1	SINT1_93130.1
OG0004811	FhHiC23_g4774.t1	SINT1_39990.1
OG0004812	FhHiC23_g6594.t1	SINT1_33210.1
OG0004813	FhHiC23_g16075.t1	SINT1_88820.1
OG0004814	FhHiC23_g13693.t1	SINT1_5730.1, SINT1_5730.2
OG0004815	FhHiC23_g8072.t2, FhHiC23_g8072.t3, FhHiC23_g8072.t1	SINT1_59280.1
OG0004816	FhHiC23_g3338.t1	SINT1_75320.1
OG0004817	FhHiC23_g3470.t1	SINT1_80130.1
OG0004818	FhHiC23_g9911.t1, FhHiC23_g9910.t1, FhHiC23_g9910.t2	SINT1_91050.3, SINT1_91050.1, SINT1_91050.2
OG0004819	FhHiC23_g2512.t1	SINT1_77200.1
OG0004820	FhHiC23_g4759.t1	SINT1_33750.1, SINT1_33750.2
OG0004821	FhHiC23_g14433.t1	SINT1_45400.1
OG0004822	FhHiC23_g9052.t1	SINT1_23800.1
OG0004823	FhHiC23_g8321.t1	SINT1_57750.1
OG0004824	FhHiC23_g794.t1	SINT1_72320.1, SINT1_72320.2
OG0004825	FhHiC23_g7602.t1	SINT1_59710.1
OG0004826	FhHiC23_g4248.t1	SINT1_79690.1
OG0004827	FhHiC23_g15963.t1	SINT1_85470.1
OG0004828	FhHiC23_g10234.t1	SINT1_24090.1
OG0004829	FhHiC23_g14243.t1	SINT1_38190.1
OG0004830	FhHiC23_g7216.t1	SINT1_65540.1
OG0004831	FhHiC23_g9945.t1, FhHiC23_g9945.t2	SINT1_28230.1
OG0004832	FhHiC23_g14573.t2, FhHiC23_g14573.t1	SINT1_36510.1
OG0004833	FhHiC23_g5326.t2, FhHiC23_g5326.t1	SINT1_36750.1
OG0004834	FhHiC23_g5907.t1	SINT1_31920.1
OG0004835	FhHiC23_g9717.t1, FhHiC23_g9718.t1	SINT1_25170.1
OG0004836	FhHiC23_g3690.t1, FhHiC23_g3690.t2	SINT1_84120.1, SINT1_84120.2
OG0004837	FhHiC23_g11290.t1	SINT1_14270.2, SINT1_14270.1
OG0004838	FhHiC23_g2926.t1	SINT1_73790.1, SINT1_73790.2
OG0004839	FhHiC23_g12976.t1	SINT1_260.1
OG0004840	FhHiC23_g2356.t1	SINT1_51330.1
OG0004841	FhHiC23_g8031.t1, FhHiC23_g8031.t2	SINT1_64940.1
OG0004842	FhHiC23_g356.t1	SINT1_71720.1, SINT1_71720.2
OG0004843	FhHiC23_g4814.t1	SINT1_37560.1
OG0004844	FhHiC23_g11446.t1	SINT1_1870.1
OG0004845	FhHiC23_g11447.t1	SINT1_1880.1, SINT1_1880.2, SINT1_1880.4, SINT1_1880.5, SINT1_1880.3
OG0004846	FhHiC23_g513.t1	SINT1_77890.1, SINT1_77890.2
OG0004847	FhHiC23_g2497.t1	SINT1_68950.1
OG0004848	FhHiC23_g11151.t1	SINT1_13870.1, SINT1_13870.2
OG0004849	FhHiC23_g3063.t1, FhHiC23_g3063.t2	SINT1_45780.1
OG0004850	FhHiC23_g12221.t1, FhHiC23_g7927.t1	SINT1_63770.1
OG0004851	FhHiC23_g15338.t1	SINT1_19470.1, SINT1_19470.2
OG0004852	FhHiC23_g115.t1	SINT1_52500.1
OG0004853	FhHiC23_g9951.t1, FhHiC23_g9951.t2	SINT1_25050.1
OG0004855	FhHiC23_g4631.t1	SINT1_32920.5, SINT1_32920.1, SINT1_32920.2, SINT1_32920.4, SINT1_32920.3
OG0004857	FhHiC23_g2092.t1	SINT1_46170.1
OG0004858	FhHiC23_g3168.t1	SINT1_78460.1
OG0004859	FhHiC23_g7349.t1, FhHiC23_g7349.t2	SINT1_66210.1
OG0004860	FhHiC23_g195.t1	SINT1_47840.1
OG0004861	FhHiC23_g6607.t1	SINT1_27330.1, SINT1_27330.2
OG0004862	FhHiC23_g535.t1	SINT1_50440.1
OG0004863	FhHiC23_g11335.t1	SINT1_92460.2, SINT1_92460.3, SINT1_92460.1
OG0004864	FhHiC23_g6372.t1	SINT1_34100.1
OG0004865	FhHiC23_g13913.t1, FhHiC23_g9632.t2, FhHiC23_g9632.t1	SINT1_24050.1
OG0004866	FhHiC23_g7941.t1	SINT1_65240.1, SINT1_65240.2
OG0004867	FhHiC23_g7426.t1	SINT1_59400.1, SINT1_59400.3, SINT1_59400.2
OG0004868	FhHiC23_g13142.t1	SINT1_5960.1
OG0004869	FhHiC23_g12201.t1, FhHiC23_g12201.t2	SINT1_17370.1
OG0004870	FhHiC23_g3531.t1	SINT1_79840.1
OG0004871	FhHiC23_g10812.t1, FhHiC23_g10813.t1	SINT1_8530.1, SINT1_8530.2
OG0004873	FhHiC23_g14557.t1	SINT1_41700.1
OG0004874	FhHiC23_g11949.t1	SINT1_3140.1
OG0004875	FhHiC23_g12654.t1	SINT1_2970.1, SINT1_2970.2
OG0004876	FhHiC23_g1869.t1, FhHiC23_g1866.t1	SINT1_55010.1
OG0004877	FhHiC23_g3946.t1	SINT1_80710.1, SINT1_80710.2
OG0004878	FhHiC23_g2047.t1	SINT1_69060.1
OG0004879	FhHiC23_g6910.t1, FhHiC23_g6910.t2	SINT1_59720.1
OG0004880	FhHiC23_g10845.t1	SINT1_16740.2, SINT1_16740.1, SINT1_16740.4, SINT1_16740.3
OG0004881	FhHiC23_g12152.t1	SINT1_13990.1, SINT1_13990.2
OG0004883	FhHiC23_g13472.t1	SINT1_9570.1
OG0004884	FhHiC23_g3763.t1, FhHiC23_g3763.t2, FhHiC23_g3763.t3, FhHiC23_g3763.t4	SINT1_81080.1
OG0004885	FhHiC23_g13830.t2, FhHiC23_g13830.t3, FhHiC23_g13830.t1	SINT1_810.1
OG0004886	FhHiC23_g13217.t3, FhHiC23_g13217.t1, FhHiC23_g13217.t2	SINT1_6040.1
OG0004887	FhHiC23_g2120.t1, FhHiC23_g2120.t2	SINT1_52450.1
OG0004888	FhHiC23_g4208.t1, FhHiC23_g4208.t2	SINT1_79830.1
OG0004889	FhHiC23_g1781.t1	SINT1_56520.1
OG0004890	FhHiC23_g16212.t1, FhHiC23_g16212.t2	SINT1_87420.1
OG0004892	FhHiC23_g587.t1	SINT1_71880.1
OG0004893	FhHiC23_g10994.t1, FhHiC23_g10994.t2	SINT1_19580.1
OG0004894	FhHiC23_g1421.t1, FhHiC23_g1421.t2	SINT1_56490.1
OG0004895	FhHiC23_g16069.t1	SINT1_90740.1, SINT1_90740.2, SINT1_90740.3, SINT1_90740.4
OG0004896	FhHiC23_g6313.t2, FhHiC23_g6313.t1, FhHiC23_g6314.t1	SINT1_38750.1
OG0004897	FhHiC23_g13350.t1, FhHiC23_g13351.t1	SINT1_10560.1
OG0004898	FhHiC23_g627.t1, FhHiC23_g627.t2	SINT1_46850.1, SINT1_46870.1
OG0004899	FhHiC23_g2077.t1	SINT1_47760.1
OG0004900	FhHiC23_g9949.t1	SINT1_27300.1
OG0004901	FhHiC23_g226.t2, FhHiC23_g226.t1	SINT1_47690.1, SINT1_47690.2
OG0004902	FhHiC23_g14178.t1, FhHiC23_g14178.t2	SINT1_37030.1
OG0004903	FhHiC23_g6982.t1	SINT1_62940.1
OG0004904	FhHiC23_g8494.t1	SINT1_64120.1, SINT1_64120.2
OG0004905	FhHiC23_g11507.t1, FhHiC23_g11507.t2	SINT1_13890.1, SINT1_13890.2
OG0004906	FhHiC23_g11724.t1, FhHiC23_g11724.t2	SINT1_13020.1
OG0004907	FhHiC23_g7453.t1, FhHiC23_g7454.t1	SINT1_59070.1
OG0004908	FhHiC23_g5502.t1	SINT1_29480.1
OG0004909	FhHiC23_g13297.t1	SINT1_12570.1
OG0004910	FhHiC23_g15233.t1	SINT1_21020.1
OG0004912	FhHiC23_g16537.t1, FhHiC23_g16537.t2	SINT1_88150.1
OG0004913	FhHiC23_g7705.t1	SINT1_57290.1
OG0004914	FhHiC23_g7617.t1	SINT1_60620.1, SINT1_60620.2
OG0004915	FhHiC23_g15146.t1	SINT1_21730.1
OG0004916	FhHiC23_g15618.t1	SINT1_17100.1
OG0004917	FhHiC23_g6425.t1	SINT1_35560.1, SINT1_35560.2
OG0004918	FhHiC23_g16817.t1	SINT1_84790.1
OG0004919	FhHiC23_g2081.t1	SINT1_52520.1
OG0004920	FhHiC23_g3653.t1	SINT1_81380.1
OG0004921	FhHiC23_g2044.t1, FhHiC23_g2044.t2	SINT1_52030.1, SINT1_52030.2
OG0004922	FhHiC23_g2049.t1, FhHiC23_g2049.t2	SINT1_76140.1
OG0004923	FhHiC23_g13714.t1	SINT1_2010.1, SINT1_2010.2, SINT1_2010.3
OG0004924	FhHiC23_g9534.t1, FhHiC23_g9535.t1, FhHiC23_g9535.t2	SINT1_25200.1
OG0004925	FhHiC23_g1789.t1, FhHiC23_g1789.t2	SINT1_55840.2, SINT1_55840.1
OG0004926	FhHiC23_g819.t1	SINT1_70640.1
OG0004927	FhHiC23_g16377.t1	SINT1_88860.1
OG0004928	FhHiC23_g7974.t1	SINT1_65730.1, SINT1_65730.2
OG0004929	FhHiC23_g16271.t1, FhHiC23_g93.t1	SINT1_54260.1
OG0004930	FhHiC23_g2624.t1	SINT1_78430.2, SINT1_78430.3, SINT1_78430.1
OG0004931	FhHiC23_g13943.t1	SINT1_42450.1
OG0004932	FhHiC23_g15027.t1	SINT1_22520.1, SINT1_22520.2
OG0004934	FhHiC23_g13947.t1	SINT1_44240.1
OG0004935	FhHiC23_g14262.t1	SINT1_35680.1, SINT1_35680.2, SINT1_35680.3
OG0004936	FhHiC23_g16221.t1	SINT1_89960.1
OG0004937	FhHiC23_g16222.t1	SINT1_89950.1
OG0004938	FhHiC23_g1852.t1, FhHiC23_g1852.t2	SINT1_48020.1
OG0004939	FhHiC23_g3817.t1, FhHiC23_g3817.t2	SINT1_81640.1, SINT1_81640.2, SINT1_81640.3
OG0004940	FhHiC23_g527.t1	SINT1_52720.1
OG0004941	FhHiC23_g7272.t1	SINT1_62960.1
OG0004942	FhHiC23_g7434.t1	SINT1_65340.1
OG0004943	FhHiC23_g7946.t1	SINT1_60060.1, SINT1_60060.2, SINT1_60060.3, SINT1_60060.4
OG0004971	FhHiC23_g5855.t1, FhHiC23_g5855.t2	SINT1_37620.1, SINT1_37620.2
OG0004972	FhHiC23_g11742.t1	SINT1_7190.1
OG0004973	FhHiC23_g9398.t1	SINT1_91640.1
OG0004974	FhHiC23_g1585.t1, FhHiC23_g1585.t3, FhHiC23_g1585.t2	SINT1_48800.1
OG0004975	FhHiC23_g2495.t1	SINT1_71010.1
OG0004976	FhHiC23_g9104.t2, FhHiC23_g9104.t1	SINT1_94540.1
OG0004977	FhHiC23_g7212.t1	SINT1_59990.1
OG0004978	FhHiC23_g8389.t1	SINT1_57230.1, SINT1_57240.1
OG0004979	FhHiC23_g1778.t1, FhHiC23_g1778.t2	SINT1_55130.1
OG0004980	FhHiC23_g4675.t1	SINT1_30390.1
OG0004981	FhHiC23_g7098.t1, FhHiC23_g7559.t1	SINT1_61350.1
OG0004982	FhHiC23_g88.t3, FhHiC23_g88.t2, FhHiC23_g88.t1	SINT1_84300.1
OG0004983	FhHiC23_g3529.t1	SINT1_81600.1
OG0004984	FhHiC23_g5758.t1	SINT1_31520.1
OG0004985	FhHiC23_g2593.t1	SINT1_75200.1
OG0004986	FhHiC23_g5591.t1, FhHiC23_g5591.t2	SINT1_30290.1
OG0004988	FhHiC23_g12591.t1	SINT1_4070.1
OG0004989	FhHiC23_g2365.t1	SINT1_69120.1, SINT1_69120.2
OG0004990	FhHiC23_g15104.t1	SINT1_19260.1, SINT1_19260.2
OG0004991	FhHiC23_g12408.t1	SINT1_5130.1
OG0004992	FhHiC23_g4284.t1, FhHiC23_g4284.t2	SINT1_82670.1
OG0004993	FhHiC23_g14351.t1, FhHiC23_g14351.t2	SINT1_44130.1
OG0004994	FhHiC23_g1868.t1	SINT1_47860.1, SINT1_47860.2
OG0004995	FhHiC23_g6020.t1	SINT1_40200.1, SINT1_40200.2
OG0004996	FhHiC23_g8164.t1	SINT1_64890.1
OG0004997	FhHiC23_g3710.t1, FhHiC23_g3710.t2	SINT1_79420.1
OG0004998	FhHiC23_g12497.t1, FhHiC23_g12497.t2	SINT1_4760.1
OG0004999	FhHiC23_g16131.t1, FhHiC23_g16131.t2	SINT1_88840.1
OG0005000	FhHiC23_g2128.t1	SINT1_55700.1
OG0005001	FhHiC23_g4038.t1	SINT1_82310.2, SINT1_82310.1
OG0005002	FhHiC23_g12624.t1	SINT1_4010.1
OG0005003	FhHiC23_g9725.t1, FhHiC23_g9725.t2	SINT1_26480.1
OG0005004	FhHiC23_g8116.t2, FhHiC23_g8116.t1	SINT1_61260.1
OG0005005	FhHiC23_g14740.t1	SINT1_38450.1
OG0005006	FhHiC23_g7161.t1, FhHiC23_g7161.t2	SINT1_62040.1
OG0005007	FhHiC23_g5176.t2, FhHiC23_g5176.t1, FhHiC23_g5177.t1	SINT1_39790.1
OG0005008	FhHiC23_g16396.t3, FhHiC23_g16396.t1, FhHiC23_g16396.t2	SINT1_86580.1
OG0005009	FhHiC23_g6232.t1	SINT1_34410.1, SINT1_34410.2
OG0005010	FhHiC23_g5080.t1, FhHiC23_g5080.t2, FhHiC23_g5080.t3	SINT1_29280.1
OG0005011	FhHiC23_g4908.t2, FhHiC23_g4908.t1	SINT1_28440.1
OG0005012	FhHiC23_g11620.t1	SINT1_24540.1
OG0005013	FhHiC23_g14251.t2	SINT1_36880.1
OG0005014	FhHiC23_g3961.t1	SINT1_80830.2, SINT1_80830.1
OG0005015	FhHiC23_g5139.t1	SINT1_36320.1
OG0005016	FhHiC23_g6804.t1	SINT1_58100.1, SINT1_58100.2
OG0005017	FhHiC23_g4661.t1	SINT1_93100.1
OG0005018	FhHiC23_g9521.t1, FhHiC23_g9521.t2	SINT1_24890.1, SINT1_24890.2
OG0005019	FhHiC23_g16176.t1	SINT1_84880.1, SINT1_84870.1
OG0005020	FhHiC23_g14531.t1	SINT1_45030.1
OG0005021	FhHiC23_g1460.t1	SINT1_48830.1
OG0005022	FhHiC23_g9057.t1, FhHiC23_g9057.t2	SINT1_25080.1
OG0005023	FhHiC23_g7365.t1	SINT1_84730.1
OG0005024	FhHiC23_g11454.t1	SINT1_14860.1
OG0005025	FhHiC23_g11873.t1	SINT1_13280.1, SINT1_13280.2
OG0005026	FhHiC23_g7685.t1	SINT1_63040.1
OG0005027	FhHiC23_g5826.t1	SINT1_31560.1
OG0005028	FhHiC23_g15982.t1	SINT1_87480.1, SINT1_87480.2
OG0005029	FhHiC23_g3897.t1	SINT1_84320.1, SINT1_84320.2
OG0005030	FhHiC23_g10180.t1	SINT1_24390.1
OG0005031	FhHiC23_g5593.t1	SINT1_28530.1
OG0005032	FhHiC23_g9301.t3, FhHiC23_g9301.t1, FhHiC23_g9301.t2	SINT1_24330.1
OG0005033	FhHiC23_g10864.t1	SINT1_18900.1, SINT1_18900.2
OG0005034	FhHiC23_g12078.t1	SINT1_8710.1
OG0005035	FhHiC23_g7764.t1, FhHiC23_g7764.t2	SINT1_58050.1
OG0005036	FhHiC23_g7905.t1, FhHiC23_g7905.t2	SINT1_60250.2, SINT1_60250.3, SINT1_60250.1
OG0005037	FhHiC23_g5954.t1, FhHiC23_g5954.t2	SINT1_34040.3, SINT1_34040.2, SINT1_34040.1
OG0005038	FhHiC23_g1774.t2	SINT1_52360.1
OG0005039	FhHiC23_g7291.t1	SINT1_58380.1
OG0005040	FhHiC23_g2058.t1	SINT1_54450.1
OG0005041	FhHiC23_g7347.t1	SINT1_57500.1
OG0005042	FhHiC23_g5135.t1	SINT1_32620.1
OG0005043	FhHiC23_g7063.t1	SINT1_63140.1, SINT1_63140.2, SINT1_63140.3
OG0005044	FhHiC23_g3564.t1	SINT1_83770.1
OG0005045	FhHiC23_g5280.t1	SINT1_39730.1, SINT1_39740.1
OG0005046	FhHiC23_g1488.t1	SINT1_56540.1
OG0005047	FhHiC23_g9660.t1	SINT1_94790.1, SINT1_94790.2, SINT1_94790.3
OG0005048	FhHiC23_g13109.t2, FhHiC23_g13109.t1	SINT1_380.1
OG0005049	FhHiC23_g16483.t1	SINT1_84670.1
OG0005050	FhHiC23_g12449.t1	SINT1_14390.1
OG0005051	FhHiC23_g13287.t1	SINT1_9500.1, SINT1_9300.1
OG0005052	FhHiC23_g16335.t1	SINT1_88520.1
OG0005053	FhHiC23_g5431.t1, FhHiC23_g5431.t2	SINT1_35340.2, SINT1_35340.3, SINT1_35340.4, SINT1_35340.1
OG0005054	FhHiC23_g9405.t1	SINT1_91530.1
OG0005055	FhHiC23_g12523.t1, FhHiC23_g12523.t2	SINT1_1900.3, SINT1_1900.4, SINT1_1900.1, SINT1_1900.2
OG0005056	FhHiC23_g5545.t1	SINT1_28780.1
OG0005057	FhHiC23_g14420.t1	SINT1_41600.1
OG0005058	FhHiC23_g1756.t1	SINT1_52480.1, SINT1_52480.2
OG0005059	FhHiC23_g11679.t1	SINT1_15960.1
OG0005060	FhHiC23_g5126.t1, FhHiC23_g6465.t1, FhHiC23_g5125.t1	SINT1_32260.1, SINT1_32260.2
OG0005061	FhHiC23_g16489.t1	SINT1_90880.1, SINT1_90880.2, SINT1_90880.3
OG0005062	FhHiC23_g6392.t1	SINT1_30630.1
OG0005063	FhHiC23_g14281.t1, FhHiC23_g14281.t2	SINT1_43210.2, SINT1_43210.1
OG0005064	FhHiC23_g3548.t1, FhHiC23_g3548.t2	SINT1_80310.1
OG0005065	FhHiC23_g11862.t1, FhHiC23_g11862.t2	SINT1_12270.1, SINT1_12270.2, SINT1_12270.3
OG0005067	FhHiC23_g6445.t1	SINT1_36180.2, SINT1_36180.1, SINT1_36180.3, SINT1_36180.4
OG0005068	FhHiC23_g1829.t1, FhHiC23_g1829.t2	SINT1_70440.1
OG0005069	FhHiC23_g5331.t1	SINT1_29870.1
OG0005070	FhHiC23_g12366.t1	SINT1_8190.1
OG0005071	FhHiC23_g9596.t1	SINT1_25090.1
OG0005072	FhHiC23_g6350.t1	SINT1_30180.1
OG0005073	FhHiC23_g11755.t1	SINT1_3170.1
OG0005074	FhHiC23_g13293.t1	SINT1_8920.1
OG0005076	FhHiC23_g6570.t1	SINT1_33440.1
OG0005077	FhHiC23_g1434.t1	SINT1_55290.1, SINT1_55300.1
OG0005078	FhHiC23_g1599.t1	SINT1_70320.1
OG0005079	FhHiC23_g12462.t1	SINT1_37460.1
OG0005080	FhHiC23_g13520.t1	SINT1_8340.1, SINT1_8330.1
OG0005081	FhHiC23_g13530.t1, FhHiC23_g13530.t2	SINT1_8380.1, SINT1_8380.2, SINT1_8380.3, SINT1_8380.4
OG0005082	FhHiC23_g5924.t1	SINT1_33770.1, SINT1_33770.2
OG0005083	FhHiC23_g14171.t1, FhHiC23_g14171.t2	SINT1_42850.1, SINT1_42850.2
OG0005084	FhHiC23_g9896.t2, FhHiC23_g9896.t1	SINT1_93660.1
OG0005085	FhHiC23_g11854.t1, FhHiC23_g11854.t2	SINT1_12320.1
OG0005086	FhHiC23_g8506.t1	SINT1_68150.1
OG0005087	FhHiC23_g3006.t1	SINT1_72950.1
OG0005088	FhHiC23_g10627.t1	SINT1_7100.1, SINT1_7100.2
OG0005089	FhHiC23_g2800.t1	SINT1_74050.1
OG0005090	FhHiC23_g7077.t1	SINT1_64470.1
OG0005091	FhHiC23_g11037.t1, FhHiC23_g11037.t2	SINT1_13080.1
OG0005092	FhHiC23_g10330.t1	SINT1_25150.1
OG0005093	FhHiC23_g14160.t2, FhHiC23_g14160.t1	SINT1_38240.1
OG0005094	FhHiC23_g3375.t1	SINT1_74820.1
OG0005095	FhHiC23_g12337.t1	SINT1_3840.1
OG0005097	FhHiC23_g9451.t1	SINT1_92900.1, SINT1_92900.2
OG0005098	FhHiC23_g2158.t1, FhHiC23_g2157.t1	SINT1_55370.1
OG0005099	FhHiC23_g16630.t1	SINT1_89720.1
OG0005100	FhHiC23_g15934.t1	SINT1_90610.2, SINT1_90610.1
OG0005101	FhHiC23_g744.t1, FhHiC23_g744.t2, FhHiC23_g10641.t1, FhHiC23_g14517.t1	SINT1_51290.1
OG0005102	FhHiC23_g6785.t1, FhHiC23_g6785.t2	SINT1_60410.1, SINT1_60410.2
OG0005103	FhHiC23_g2673.t1	SINT1_95650.1
OG0005104	FhHiC23_g183.t1	SINT1_46270.1
OG0005105	FhHiC23_g2480.t1	SINT1_74930.1, SINT1_74930.2
OG0005106	FhHiC23_g3330.t1, FhHiC23_g3331.t1	SINT1_52190.1
OG0005107	FhHiC23_g6375.t1	SINT1_31030.2, SINT1_31030.1
OG0005108	FhHiC23_g3475.t1, FhHiC23_g3475.t2, FhHiC23_g3475.t3	SINT1_83480.1
OG0005109	FhHiC23_g3990.t1	SINT1_81430.1, SINT1_81430.2
OG0005110	FhHiC23_g11201.t1	SINT1_19540.1, SINT1_19540.2
OG0005111	FhHiC23_g723.t1	SINT1_53690.1
OG0005112	FhHiC23_g12379.t1, FhHiC23_g12378.t1	SINT1_1070.1
OG0005113	FhHiC23_g3379.t1	SINT1_70510.2, SINT1_70510.1
OG0005114	FhHiC23_g11891.t1	SINT1_8760.1, SINT1_8760.2, SINT1_8760.3
OG0005115	FhHiC23_g8042.t1	SINT1_60770.1
OG0005116	FhHiC23_g14232.t1	SINT1_43510.1, SINT1_43510.2
OG0005117	FhHiC23_g12570.t1, FhHiC23_g12570.t2	SINT1_720.1
OG0005118	FhHiC23_g16413.t1	SINT1_90010.1
OG0005119	FhHiC23_g6880.t1	SINT1_67370.1
OG0005120	FhHiC23_g4006.t1	SINT1_83490.1, SINT1_83490.2
OG0005121	FhHiC23_g889.t3	SINT1_71730.1
OG0005122	FhHiC23_g16327.t1	SINT1_90630.1, SINT1_90660.1
OG0005123	FhHiC23_g8627.t1, FhHiC23_g8627.t2	SINT1_67780.1, SINT1_67780.2
OG0005125	FhHiC23_g13245.t1	SINT1_1640.1, SINT1_1640.2
OG0005126	FhHiC23_g6985.t1	SINT1_58940.1
OG0005127	FhHiC23_g6024.t1, FhHiC23_g6024.t2	SINT1_33340.1
OG0005128	FhHiC23_g7739.t1, FhHiC23_g7739.t2, FhHiC23_g7739.t3	SINT1_57940.1
OG0005130	FhHiC23_g15378.t1	SINT1_22080.1
OG0005131	FhHiC23_g1850.t1, FhHiC23_g1850.t2	SINT1_48040.1
OG0005132	FhHiC23_g15095.t1	SINT1_17120.1, SINT1_17120.2
OG0005134	FhHiC23_g1142.t1	SINT1_50850.1
OG0005135	FhHiC23_g14157.t1	SINT1_43060.1
OG0005136	FhHiC23_g2465.t1	SINT1_75770.1
OG0005137	FhHiC23_g2801.t1	SINT1_79340.1
OG0005138	FhHiC23_g10760.t1	SINT1_17850.1
OG0005139	FhHiC23_g5205.t1	SINT1_32660.1
OG0005140	FhHiC23_g10244.t2, FhHiC23_g10244.t1	SINT1_25530.1, SINT1_25530.2, SINT1_25530.3
OG0005141	FhHiC23_g9366.t1	SINT1_93220.1
OG0005142	FhHiC23_g179.t1	SINT1_49100.1, SINT1_49100.2, SINT1_49100.3
OG0005143	FhHiC23_g6148.t1	SINT1_33730.1
OG0005144	FhHiC23_g407.t1	SINT1_73080.2, SINT1_73080.1
OG0005145	FhHiC23_g12759.t1	SINT1_4680.2, SINT1_4680.1
OG0005146	FhHiC23_g11500.t1, FhHiC23_g11500.t2	SINT1_19560.1
OG0005147	FhHiC23_g30.t1, FhHiC23_g27.t1	SINT1_50900.1
OG0005148	FhHiC23_g2230.t1	SINT1_54040.1
OG0005149	FhHiC23_g13114.t1	SINT1_9880.1
OG0005150	FhHiC23_g5955.t2, FhHiC23_g5955.t1	SINT1_32140.1
OG0005151	FhHiC23_g4129.t1	SINT1_80660.1
OG0005152	FhHiC23_g13637.t3, FhHiC23_g13637.t2, FhHiC23_g13637.t1	SINT1_7950.1, SINT1_7950.2, SINT1_7960.1
OG0005153	FhHiC23_g4331.t1	SINT1_86950.1
OG0005154	FhHiC23_g1711.t1, FhHiC23_g7188.t1	SINT1_55650.1, SINT1_55650.2
OG0005155	FhHiC23_g13661.t2, FhHiC23_g13661.t1, FhHiC23_g13661.t3	SINT1_5870.1
OG0005156	FhHiC23_g2313.t1	SINT1_71090.1, SINT1_71090.2, SINT1_71090.3
OG0005157	FhHiC23_g10703.t1, FhHiC23_g12578.t1	SINT1_150.1, SINT1_150.2
OG0005158	FhHiC23_g16098.t1	SINT1_85150.1
OG0005159	FhHiC23_g14197.t1	SINT1_43480.1
OG0005160	FhHiC23_g14838.t1	SINT1_42250.2, SINT1_42250.1
OG0005161	FhHiC23_g4484.t1	SINT1_29760.1
OG0005162	FhHiC23_g10965.t1	SINT1_6640.1
OG0005163	FhHiC23_g3029.t1	SINT1_76680.1, SINT1_76680.2
OG0005164	FhHiC23_g10066.t1	SINT1_23920.1, SINT1_23920.2
OG0005165	FhHiC23_g9505.t2, FhHiC23_g9505.t3, FhHiC23_g9505.t1	SINT1_91620.1
OG0005166	FhHiC23_g1176.t1, FhHiC23_g390.t1	SINT1_48390.1, SINT1_48390.2
OG0005167	FhHiC23_g2302.t1, FhHiC23_g2302.t2	SINT1_79100.1
OG0005168	FhHiC23_g915.t1	SINT1_49040.1
OG0005169	FhHiC23_g14359.t1	SINT1_44510.1, SINT1_44510.2
OG0005170	FhHiC23_g14562.t1	SINT1_43790.1
OG0005171	FhHiC23_g12356.t1, FhHiC23_g12355.t1	SINT1_5280.1
OG0005172	FhHiC23_g134.t2, FhHiC23_g134.t1	SINT1_51640.1
OG0005173	FhHiC23_g9359.t2, FhHiC23_g9359.t1	SINT1_92150.1
OG0005174	FhHiC23_g16093.t1	SINT1_84950.1, SINT1_84950.2, SINT1_84950.3
OG0005175	FhHiC23_g9031.t1	SINT1_94210.1
OG0005176	FhHiC23_g6487.t3	SINT1_43420.1
OG0005177	FhHiC23_g780.t2, FhHiC23_g780.t1	SINT1_76870.1
OG0005178	FhHiC23_g8404.t1, FhHiC23_g8404.t2	SINT1_66140.1, SINT1_66150.1
OG0005179	FhHiC23_g3786.t2, FhHiC23_g3786.t1	SINT1_81960.1
OG0005180	FhHiC23_g14963.t1, FhHiC23_g14962.t1	SINT1_21250.1
OG0005181	FhHiC23_g4165.t1, FhHiC23_g4165.t2	SINT1_81030.1
OG0005182	FhHiC23_g57.t1, FhHiC23_g57.t2	SINT1_45610.1
OG0005183	FhHiC23_g8628.t1, FhHiC23_g8628.t2	SINT1_58000.1
OG0005184	FhHiC23_g8629.t1	SINT1_59850.1, SINT1_59850.2
OG0005185	FhHiC23_g2452.t1	SINT1_70790.1
OG0005186	FhHiC23_g7169.t1	SINT1_63580.1, SINT1_63580.2
OG0005187	FhHiC23_g13857.t1, FhHiC23_g13684.t1	SINT1_1020.1, SINT1_1020.2, SINT1_1020.3
OG0005188	FhHiC23_g16248.t1	SINT1_85360.1
