Orthogroup	opisthorchis_viverrini	fasciola_hepatica
OG0005936	T265_13176	FhHiC23_g8529.t1, FhHiC23_g8529.t2
OG0005937	T265_07301	FhHiC23_g16153.t1
OG0005938	T265_12945	FhHiC23_g2476.t1
OG0005939	T265_01335	FhHiC23_g2224.t1
OG0005943	T265_00991	FhHiC23_g11217.t1
OG0005944	T265_11797	FhHiC23_g8360.t1, FhHiC23_g8361.t1
OG0005945	T265_03036	FhHiC23_g13189.t1, FhHiC23_g13189.t2
OG0005946	T265_10157	FhHiC23_g15588.t1
OG0005947	T265_09064	FhHiC23_g11726.t1, FhHiC23_g11726.t2
OG0005948	T265_03363, T265_07624	FhHiC23_g6532.t1
OG0005950	T265_12502	FhHiC23_g987.t1
OG0005951	T265_09940	FhHiC23_g11778.t1
OG0005952	T265_10288	FhHiC23_g4032.t1, FhHiC23_g4032.t2
OG0005953	T265_10746	FhHiC23_g7675.t1
OG0005954	T265_10033	FhHiC23_g15535.t1
OG0005955	T265_07740	FhHiC23_g16357.t1
OG0005956	T265_04335	FhHiC23_g5605.t1
OG0005957	T265_08557	FhHiC23_g9801.t1
OG0005958	T265_06746	FhHiC23_g2899.t1
OG0005959	T265_05366	FhHiC23_g6241.t1, FhHiC23_g6242.t1
OG0005960	T265_05528	FhHiC23_g15196.t1, FhHiC23_g15196.t2
OG0005961	T265_14951	FhHiC23_g6915.t1
OG0005962	T265_06637	FhHiC23_g9662.t2, FhHiC23_g9662.t1
OG0005963	T265_10304, T265_14365, T265_15108	FhHiC23_g7805.t1
OG0005964	T265_10711	FhHiC23_g5537.t1, FhHiC23_g5537.t2
OG0005965	T265_02267	FhHiC23_g14993.t1, FhHiC23_g14993.t2
OG0005966	T265_10363	FhHiC23_g15844.t1
OG0005967	T265_09028	FhHiC23_g1540.t2
OG0005968	T265_03223	FhHiC23_g11226.t1
OG0005969	T265_01484	FhHiC23_g14884.t1
OG0005970	T265_00871	FhHiC23_g15384.t2, FhHiC23_g15384.t1
OG0005971	T265_05686	FhHiC23_g10175.t1, FhHiC23_g10175.t2
OG0005973	T265_06386	FhHiC23_g14645.t1
OG0005974	T265_06188	FhHiC23_g15410.t1
OG0005975	T265_14775	FhHiC23_g1553.t3, FhHiC23_g1553.t1, FhHiC23_g1553.t2, FhHiC23_g12387.t1, FhHiC23_g16296.t1
OG0005977	T265_12538	FhHiC23_g1833.t1, FhHiC23_g1833.t2
OG0005978	T265_13761	FhHiC23_g16148.t1
OG0005979	T265_05569	FhHiC23_g11753.t1
OG0005979	T265_05419	FhHiC23_g9946.t1
OG0005980	T265_05285	FhHiC23_g2177.t1, FhHiC23_g2177.t2
OG0005981	T265_15772	FhHiC23_g9135.t1
OG0005982	T265_00605, T265_00606	FhHiC23_g8273.t2, FhHiC23_g8273.t1
OG0005983	T265_07434	FhHiC23_g1607.t1
OG0005984	T265_00666	FhHiC23_g6959.t1
OG0005985	T265_08574	FhHiC23_g10265.t1, FhHiC23_g10265.t2
OG0005986	T265_03423	FhHiC23_g15497.t1, FhHiC23_g15495.t1
OG0005988	T265_15461	FhHiC23_g9880.t1
OG0005989	T265_14833	FhHiC23_g4558.t1
OG0005990	T265_00349	FhHiC23_g2001.t1
OG0005991	T265_14289	FhHiC23_g996.t1
OG0005992	T265_03305	FhHiC23_g2103.t1
OG0005993	T265_05906	FhHiC23_g1092.t1
OG0005994	T265_01234	FhHiC23_g866.t1
OG0005995	T265_00455	FhHiC23_g3000.t1
OG0005996	T265_00840	FhHiC23_g15315.t1
OG0005998	T265_03564	FhHiC23_g1942.t1
OG0005999	T265_12854	FhHiC23_g1287.t1
OG0006000	T265_08532	FhHiC23_g11886.t1
OG0006001	T265_07451	FhHiC23_g16839.t1
OG0006002	T265_13469	FhHiC23_g1726.t1, FhHiC23_g1726.t2
OG0006004	T265_13739	FhHiC23_g1281.t1
OG0006005	T265_15287	FhHiC23_g901.t1, FhHiC23_g901.t2
OG0006006	T265_02947	FhHiC23_g569.t1
OG0006007	T265_13795	FhHiC23_g15538.t2, FhHiC23_g15538.t1
OG0006008	T265_00318	FhHiC23_g865.t1
OG0006009	T265_12041, T265_15230	FhHiC23_g4195.t1
OG0006010	T265_01682	FhHiC23_g4127.t1
OG0006011	T265_00506	FhHiC23_g8283.t1
OG0006012	T265_08137	FhHiC23_g7335.t1
OG0006013	T265_15196	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3
OG0006014	T265_02209	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3
OG0006015	T265_01224	FhHiC23_g3042.t2, FhHiC23_g3042.t1
OG0006016	T265_00151	FhHiC23_g1510.t1
OG0006017	T265_00153	FhHiC23_g1509.t2, FhHiC23_g1509.t1
OG0006018	T265_05377	FhHiC23_g4325.t1
OG0006019	T265_07921, T265_12602	FhHiC23_g3893.t1, FhHiC23_g3893.t2
OG0006021	T265_05821	FhHiC23_g216.t1
OG0006022	T265_02028	FhHiC23_g7316.t1
OG0006023	T265_00867	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3
OG0006024	T265_12539	FhHiC23_g2199.t1
OG0006026	T265_09387	FhHiC23_g12854.t1
OG0006027	T265_02114	FhHiC23_g9544.t1
OG0006028	T265_06858	FhHiC23_g10.t1
OG0006029	T265_03845	FhHiC23_g2054.t1
OG0006030	T265_07048, T265_16154	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2
OG0006031	T265_05494	FhHiC23_g15258.t1
OG0006032	T265_14178	FhHiC23_g11143.t1
OG0006033	T265_09128	FhHiC23_g4960.t2, FhHiC23_g4960.t1
OG0006034	T265_10670	FhHiC23_g14537.t1, FhHiC23_g14537.t2
OG0006035	T265_01354	FhHiC23_g1739.t1
OG0006037	T265_11799	FhHiC23_g3495.t1
OG0006038	T265_01505	FhHiC23_g14385.t1
OG0006039	T265_00295	FhHiC23_g1139.t2, FhHiC23_g1139.t1
OG0006040	T265_08498	FhHiC23_g7109.t1
OG0006043	T265_08369	FhHiC23_g11902.t1
OG0006044	T265_10305	FhHiC23_g8374.t1, FhHiC23_g8557.t1
OG0006045	T265_04338	FhHiC23_g5156.t1
OG0006046	T265_08037	FhHiC23_g11868.t1
OG0006047	T265_05746	FhHiC23_g6576.t1
OG0006048	T265_14751	FhHiC23_g12684.t1
OG0006049	T265_06032	FhHiC23_g5738.t1
OG0006050	T265_01164	FhHiC23_g8371.t1
OG0006051	T265_13008	FhHiC23_g10632.t1
OG0006052	T265_01643, T265_12947	FhHiC23_g2636.t2, FhHiC23_g2636.t1
OG0006053	T265_12566	FhHiC23_g4537.t1
OG0006054	T265_14672	FhHiC23_g8430.t1
OG0006055	T265_01190	FhHiC23_g12758.t1
OG0006056	T265_09364	FhHiC23_g15125.t1
OG0006058	T265_01441	FhHiC23_g11002.t1
OG0006059	T265_04869	FhHiC23_g1362.t1
OG0006060	T265_13511	FhHiC23_g11590.t1
OG0006061	T265_01621	FhHiC23_g3769.t1
OG0006062	T265_04461	FhHiC23_g14502.t1
OG0006063	T265_09923	FhHiC23_g14824.t1
OG0006065	T265_13797	FhHiC23_g15409.t1, FhHiC23_g15409.t2
OG0006066	T265_07753	FhHiC23_g11984.t1, FhHiC23_g11985.t1
OG0006067	T265_01485	FhHiC23_g14883.t1
OG0006068	T265_12800	FhHiC23_g6548.t1, FhHiC23_g14880.t1
OG0006069	T265_00728, T265_16346	FhHiC23_g4612.t1, FhHiC23_g4612.t2
OG0006070	T265_15112	FhHiC23_g8580.t1, FhHiC23_g8580.t2
OG0006071	T265_02929	FhHiC23_g776.t1
OG0006072	T265_10623	FhHiC23_g3822.t1
OG0006073	T265_06995	FhHiC23_g1191.t1
OG0006074	T265_07348	FhHiC23_g15869.t1
OG0006075	T265_11346	FhHiC23_g10376.t1
OG0006076	T265_00294	FhHiC23_g1138.t1
OG0006077	T265_04114	FhHiC23_g14622.t1, FhHiC23_g14622.t2
OG0006079	T265_02701	FhHiC23_g2384.t1
OG0006080	T265_13358	FhHiC23_g4973.t1, FhHiC23_g4973.t2
OG0006081	T265_09866	FhHiC23_g13247.t1, FhHiC23_g13247.t2
OG0006082	T265_07611	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2
OG0006083	T265_02310	FhHiC23_g3965.t1
OG0006085	T265_04853	FhHiC23_g1500.t1
OG0006086	T265_09099	FhHiC23_g5056.t2, FhHiC23_g5056.t1
OG0006087	T265_08017	FhHiC23_g6578.t1
OG0006088	T265_00027	FhHiC23_g2603.t1
OG0006090	T265_13855	FhHiC23_g16416.t1
OG0006091	T265_12290, T265_15429	FhHiC23_g3114.t1
OG0006092	T265_01843	FhHiC23_g11153.t1
OG0006093	T265_01206	FhHiC23_g1828.t1, FhHiC23_g1828.t2
OG0006094	T265_12458	FhHiC23_g91.t1, FhHiC23_g92.t1
OG0006095	T265_07126	FhHiC23_g4131.t1, FhHiC23_g4131.t2
OG0006096	T265_06953	FhHiC23_g10989.t1, FhHiC23_g10989.t2
OG0006097	T265_07749	FhHiC23_g793.t2, FhHiC23_g793.t1
OG0006098	T265_10302	FhHiC23_g8962.t1
OG0006099	T265_13774	FhHiC23_g12073.t1
OG0006100	T265_00893	FhHiC23_g15687.t1
OG0006101	T265_06530	FhHiC23_g6551.t1
OG0006102	T265_03871	FhHiC23_g3089.t1
OG0006103	T265_08234	FhHiC23_g14597.t1
OG0006104	T265_07156	FhHiC23_g8408.t1
OG0006105	T265_02379	FhHiC23_g3810.t1, FhHiC23_g3811.t1
OG0006106	T265_14363, T265_16286	FhHiC23_g8473.t1
OG0006107	T265_04785	FhHiC23_g388.t1
OG0006108	T265_10524	FhHiC23_g4575.t1
OG0006109	T265_12532	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3
OG0006110	T265_04314	FhHiC23_g16646.t1
OG0006111	T265_08178	FhHiC23_g12070.t1, FhHiC23_g12070.t2
OG0006112	T265_08901	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2
OG0006113	T265_09557	FhHiC23_g12997.t1, FhHiC23_g12997.t2
OG0006115	T265_11567	FhHiC23_g10209.t1
OG0006116	T265_03865	FhHiC23_g2097.t1
OG0006117	T265_00135	FhHiC23_g2065.t1
OG0006118	T265_15436	FhHiC23_g1888.t1
OG0006120	T265_07064	FhHiC23_g13891.t1, FhHiC23_g13891.t2
OG0006121	T265_15292	FhHiC23_g15697.t1
OG0006122	T265_00758	FhHiC23_g6542.t1
OG0006123	T265_01160	FhHiC23_g8348.t1
OG0006124	T265_08959, T265_11073	FhHiC23_g8619.t1
OG0006127	T265_03470	FhHiC23_g14152.t1, FhHiC23_g14154.t1
OG0006128	T265_04746	FhHiC23_g14700.t1
OG0006129	T265_03091, T265_03090	FhHiC23_g11551.t1
OG0006130	T265_08572	FhHiC23_g10266.t1
OG0006131	T265_01167	FhHiC23_g4501.t1
OG0006132	T265_00097	FhHiC23_g1879.t1
OG0006133	T265_13035	FhHiC23_g7841.t1
OG0006134	T265_06562	FhHiC23_g15624.t1
OG0006135	T265_01602	FhHiC23_g12154.t1, FhHiC23_g12154.t2
OG0006136	T265_10637	FhHiC23_g2947.t1
OG0006139	T265_06487	FhHiC23_g10820.t1
OG0006140	T265_12439	FhHiC23_g2741.t1
OG0006141	T265_03619	FhHiC23_g5001.t1
OG0006143	T265_15582	FhHiC23_g15276.t1
OG0006144	T265_13033	FhHiC23_g8043.t1
OG0006145	T265_04145	FhHiC23_g5655.t1, FhHiC23_g5655.t2
OG0006146	T265_16067	FhHiC23_g3360.t2, FhHiC23_g3360.t1
OG0006147	T265_09593	FhHiC23_g16258.t1
OG0006148	T265_12467, T265_12466	FhHiC23_g7163.t1
OG0006149	T265_03687	FhHiC23_g11240.t1
OG0006150	T265_08342	FhHiC23_g5497.t1
OG0006151	T265_04465	FhHiC23_g6168.t1, FhHiC23_g14640.t1
OG0006153	T265_15142	FhHiC23_g8148.t1, FhHiC23_g8149.t1
OG0006154	T265_08894	FhHiC23_g16827.t1, FhHiC23_g16827.t2, FhHiC23_g16827.t3
OG0006155	T265_10165	FhHiC23_g15173.t1
OG0006156	T265_03960	FhHiC23_g2942.t1
OG0006157	T265_07598	FhHiC23_g14532.t1
OG0006158	T265_15372	FhHiC23_g15203.t1
OG0006159	T265_01099	FhHiC23_g10247.t1, FhHiC23_g10247.t2
OG0006160	T265_04379	FhHiC23_g11040.t1
OG0006161	T265_00754, T265_04662	FhHiC23_g3511.t2, FhHiC23_g3511.t1
OG0006162	T265_03680	FhHiC23_g15143.t1
OG0006163	T265_09146	FhHiC23_g13046.t1
OG0006164	T265_00257	FhHiC23_g12364.t1
OG0006165	T265_00812	FhHiC23_g2483.t1
OG0006165	T265_12640	FhHiC23_g14342.t1, FhHiC23_g2782.t1
OG0006166	T265_03856	FhHiC23_g490.t1, FhHiC23_g490.t2
OG0006167	T265_01644, T265_12127	FhHiC23_g3566.t1
OG0006168	T265_09199	FhHiC23_g16071.t1
OG0006170	T265_06485	FhHiC23_g11809.t1
OG0006171	T265_14923	FhHiC23_g13369.t1, FhHiC23_g13369.t2
OG0006172	T265_04755	FhHiC23_g14266.t1, FhHiC23_g14266.t2
OG0006173	T265_12668	FhHiC23_g15447.t1
OG0006174	T265_11215	FhHiC23_g15596.t1
OG0006175	T265_04330	FhHiC23_g16122.t1, FhHiC23_g16122.t2, FhHiC23_g16125.t1
OG0006177	T265_04160	FhHiC23_g16609.t1
OG0006178	T265_09140	FhHiC23_g16825.t1
OG0006180	T265_00291, T265_08122	FhHiC23_g319.t1
OG0006181	T265_14229	FhHiC23_g371.t1
OG0006182	T265_10119	FhHiC23_g4673.t1
OG0006186	T265_07077	FhHiC23_g9670.t1
OG0006225	T265_04195	FhHiC23_g8111.t1
OG0006226	T265_06962	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1
OG0006227	T265_05575	FhHiC23_g11745.t1, FhHiC23_g11745.t2
OG0006229	T265_11944, T265_12321	FhHiC23_g11595.t1
OG0006230	T265_08353	FhHiC23_g10093.t1, FhHiC23_g9429.t1
OG0006231	T265_05886	FhHiC23_g14046.t1, FhHiC23_g14046.t2
OG0006234	T265_07777	FhHiC23_g12144.t1
OG0006235	T265_13669	FhHiC23_g9280.t1, FhHiC23_g9280.t2
OG0006236	T265_00536	FhHiC23_g7354.t1
OG0006237	T265_02604	FhHiC23_g15827.t1
OG0006238	T265_04894	FhHiC23_g5038.t2, FhHiC23_g5038.t1
OG0006239	T265_05714	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1
OG0006241	T265_00315	FhHiC23_g307.t2, FhHiC23_g307.t1
OG0006242	T265_11186	FhHiC23_g15579.t1
OG0006243	T265_13406	FhHiC23_g14353.t1
OG0006245	T265_13952	FhHiC23_g1235.t1
OG0006246	T265_12114	FhHiC23_g4287.t1
OG0006247	T265_10497	FhHiC23_g16010.t1, FhHiC23_g16010.t2
OG0006248	T265_09974, T265_09975	FhHiC23_g16672.t1
OG0006249	T265_12552	FhHiC23_g648.t1, FhHiC23_g648.t2
OG0006250	T265_08806	FhHiC23_g6015.t1, FhHiC23_g6015.t2
OG0006251	T265_04439	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3
OG0006252	T265_03818	FhHiC23_g5283.t1
OG0006253	T265_09495	FhHiC23_g16040.t1
OG0006254	T265_10255	FhHiC23_g12719.t1, FhHiC23_g12719.t2
OG0006255	T265_12577	FhHiC23_g5997.t1
OG0006256	T265_11234	FhHiC23_g5647.t1, FhHiC23_g5647.t2
OG0006257	T265_09703	FhHiC23_g9246.t1, FhHiC23_g9244.t1
OG0006258	T265_12589	FhHiC23_g7028.t1
OG0006259	T265_14257	FhHiC23_g16316.t1
OG0006260	T265_06942, T265_06943	FhHiC23_g10392.t1
OG0006261	T265_00088, T265_00089	FhHiC23_g2279.t1
OG0006262	T265_09323	FhHiC23_g6836.t1
OG0006264	T265_15190	FhHiC23_g2626.t1
OG0006265	T265_01075	FhHiC23_g9634.t1
OG0006266	T265_05275	FhHiC23_g1135.t1
OG0006267	T265_14701	FhHiC23_g14782.t2, FhHiC23_g14782.t1
OG0006269	T265_08086	FhHiC23_g1008.t1, FhHiC23_g1008.t2
OG0006270	T265_15004	FhHiC23_g11775.t1
OG0006272	T265_08414	FhHiC23_g12207.t1
OG0006273	T265_04110	FhHiC23_g14323.t1, FhHiC23_g14323.t2
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	FhHiC23_g13865.t1
OG0006275	T265_14969	FhHiC23_g2473.t1
OG0006276	T265_07118	FhHiC23_g3898.t1
OG0006277	T265_13414	FhHiC23_g14007.t1
OG0006278	T265_02316, T265_15671	FhHiC23_g3832.t1, FhHiC23_g3832.t2
OG0006279	T265_14327	FhHiC23_g5895.t1
OG0006280	T265_09871	FhHiC23_g12956.t1, FhHiC23_g174.t1
OG0006281	T265_15811	FhHiC23_g6182.t1
OG0006282	T265_11224	FhHiC23_g2874.t1
OG0006283	T265_05049	FhHiC23_g14175.t2, FhHiC23_g14175.t1
OG0006284	T265_02188	FhHiC23_g2732.t1
OG0006285	T265_00313	FhHiC23_g1016.t1, FhHiC23_g1016.t2
OG0006286	T265_00546	FhHiC23_g7258.t2
OG0006288	T265_00770	FhHiC23_g2891.t1
OG0006289	T265_14976	FhHiC23_g257.t2, FhHiC23_g257.t1
OG0006290	T265_03916	FhHiC23_g7581.t1
OG0006291	T265_08125	FhHiC23_g7849.t1
OG0006292	T265_00669	FhHiC23_g7845.t1, FhHiC23_g7846.t1
OG0006293	T265_08152	FhHiC23_g9821.t1
OG0006294	T265_09717	FhHiC23_g4706.t1
OG0006295	T265_11139	FhHiC23_g9462.t1
OG0006296	T265_09675	FhHiC23_g13959.t1
OG0006299	T265_09982, T265_06697	FhHiC23_g12603.t1
OG0006300	T265_12045	FhHiC23_g13078.t1, FhHiC23_g13078.t2
OG0006301	T265_15886, T265_12313	FhHiC23_g12029.t1
OG0006302	T265_07637	FhHiC23_g2346.t1, FhHiC23_g2346.t2
OG0006303	T265_14450	FhHiC23_g12505.t1
OG0006304	T265_00048	FhHiC23_g2212.t1
OG0006305	T265_10720	FhHiC23_g7695.t1
OG0006306	T265_09242	FhHiC23_g11514.t1
OG0006307	T265_09818	FhHiC23_g5031.t1
OG0006308	T265_14763	FhHiC23_g611.t1
OG0006309	T265_15194	FhHiC23_g3220.t1
OG0006310	T265_03045	FhHiC23_g12867.t1
OG0006311	T265_04307	FhHiC23_g16203.t1
OG0006312	T265_02160	FhHiC23_g886.t1
OG0006313	T265_13064	FhHiC23_g2832.t1
OG0006314	T265_02327	FhHiC23_g380.t1
OG0006315	T265_02744	FhHiC23_g9228.t1, FhHiC23_g9228.t2
OG0006316	T265_10726	FhHiC23_g7872.t1
OG0006317	T265_00104	FhHiC23_g1820.t1, FhHiC23_g1820.t2
OG0006318	T265_06847	FhHiC23_g1251.t1
OG0006319	T265_10996	FhHiC23_g16626.t1
OG0006320	T265_10617	FhHiC23_g5393.t1, FhHiC23_g5393.t2
OG0006321	T265_05253	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2
OG0006322	T265_13118	FhHiC23_g1432.t1, FhHiC23_g1433.t1
OG0006323	T265_08324	FhHiC23_g6564.t1, FhHiC23_g6564.t2
OG0006324	T265_01373	FhHiC23_g15560.t1
OG0006325	T265_06415	FhHiC23_g12952.t1
OG0006326	T265_06631	FhHiC23_g10415.t1
OG0006327	T265_12717	FhHiC23_g8985.t1
OG0006328	T265_08665	FhHiC23_g7723.t1, FhHiC23_g7723.t2
OG0006329	T265_14587	FhHiC23_g7221.t1
OG0006330	T265_07570	FhHiC23_g16659.t1
OG0006331	T265_03152	FhHiC23_g8184.t1
OG0006332	T265_11742	FhHiC23_g14434.t1, FhHiC23_g14434.t2
OG0006334	T265_14064	FhHiC23_g3638.t1, FhHiC23_g3638.t2
OG0006335	T265_04638	FhHiC23_g10070.t1, FhHiC23_g10070.t2
OG0006336	T265_15021	FhHiC23_g15467.t2, FhHiC23_g15467.t1
OG0006337	T265_05503	FhHiC23_g15469.t1, FhHiC23_g15470.t1
OG0006338	T265_04419	FhHiC23_g11354.t1, FhHiC23_g11354.t2
OG0006339	T265_00683	FhHiC23_g6330.t1
OG0006340	T265_08629	FhHiC23_g14161.t1, FhHiC23_g14161.t2
OG0006342	T265_11168	FhHiC23_g3926.t1
OG0006343	T265_04178	FhHiC23_g7330.t1
OG0006344	T265_14821	FhHiC23_g5072.t1
OG0006346	T265_13092, T265_07373	FhHiC23_g16332.t1
OG0006347	T265_15598	FhHiC23_g4981.t1
OG0006348	T265_11593	FhHiC23_g14306.t1
OG0006349	T265_05558	FhHiC23_g11406.t1
OG0006350	T265_07982, T265_15938	FhHiC23_g6267.t1
OG0006351	T265_14298, T265_14297	FhHiC23_g1098.t1
OG0006352	T265_07872	FhHiC23_g11399.t1
OG0006353	T265_03964	FhHiC23_g7657.t1, FhHiC23_g3226.t1
OG0006354	T265_01996	FhHiC23_g2314.t1, FhHiC23_g2314.t2
OG0006355	T265_08827	FhHiC23_g743.t1
OG0006356	T265_01986	FhHiC23_g1508.t1, FhHiC23_g1508.t2
OG0006357	T265_07692	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2
OG0006358	T265_06294	FhHiC23_g12538.t1
OG0006359	T265_06848, T265_06849	FhHiC23_g23.t1
OG0006361	T265_11664	FhHiC23_g2379.t1, FhHiC23_g2379.t2
OG0006362	T265_00886	FhHiC23_g15612.t2, FhHiC23_g15612.t3, FhHiC23_g15612.t1
OG0006363	T265_14157	FhHiC23_g13159.t1
OG0006365	T265_08591	FhHiC23_g15801.t1, FhHiC23_g15801.t2
OG0006366	T265_00360	FhHiC23_g1189.t1
OG0006367	T265_00428	FhHiC23_g924.t1
OG0006369	T265_02314, T265_16246	FhHiC23_g4074.t1
OG0006370	T265_13377	FhHiC23_g1296.t1
OG0006371	T265_06013	FhHiC23_g3590.t1, FhHiC23_g3590.t2
OG0006372	T265_00580	FhHiC23_g5732.t1
OG0006373	T265_04279	FhHiC23_g2516.t1
OG0006374	T265_02365	FhHiC23_g1627.t1
OG0006375	T265_00911, T265_00912	FhHiC23_g15266.t1
OG0006376	T265_04165	FhHiC23_g16363.t2, FhHiC23_g16363.t1
OG0006377	T265_11918	FhHiC23_g7036.t1
OG0006378	T265_12748	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3
OG0006379	T265_12049	FhHiC23_g4393.t1, FhHiC23_g4393.t2
OG0006381	T265_07644	FhHiC23_g3281.t1, FhHiC23_g3281.t2
OG0006383	T265_07925	FhHiC23_g3473.t1
OG0006384	T265_02045	FhHiC23_g8071.t1
OG0006385	T265_05143	FhHiC23_g10762.t1
OG0006386	T265_15437	FhHiC23_g1884.t1, FhHiC23_g1884.t2
OG0006387	T265_03298	FhHiC23_g2511.t1
OG0006388	T265_07008	FhHiC23_g7270.t2, FhHiC23_g7270.t1
OG0006389	T265_02317	FhHiC23_g3826.t1
OG0006390	T265_15291	FhHiC23_g8296.t1
OG0006391	T265_10898	FhHiC23_g8298.t1
OG0006392	T265_05333	FhHiC23_g9212.t1
OG0006392	T265_13754, T265_13554	FhHiC23_g9995.t1
OG0006394	T265_15418	FhHiC23_g1853.t1, FhHiC23_g1853.t2
OG0006395	T265_13542	FhHiC23_g12100.t1
OG0006397	T265_03982	FhHiC23_g2961.t1
OG0006398	T265_14053	FhHiC23_g13143.t2, FhHiC23_g13143.t1
OG0006399	T265_14380	FhHiC23_g10975.t1
OG0006400	T265_02773	FhHiC23_g2397.t1
OG0006401	T265_00344	FhHiC23_g1801.t1, FhHiC23_g1801.t2
OG0006402	T265_07045	FhHiC23_g5527.t1, FhHiC23_g5528.t1
OG0006403	T265_10653	FhHiC23_g13187.t1
OG0006404	T265_06868	FhHiC23_g6149.t1
OG0006405	T265_11460	FhHiC23_g2358.t2, FhHiC23_g2358.t1
OG0006406	T265_13003, T265_03998, T265_14155	FhHiC23_g118.t1
OG0006407	T265_01611	FhHiC23_g11988.t1
OG0006408	T265_05827	FhHiC23_g208.t1
OG0006409	T265_06982	FhHiC23_g805.t1
OG0006410	T265_15301	FhHiC23_g13580.t1
OG0006411	T265_12161, T265_15137, T265_15138	FhHiC23_g11588.t1, FhHiC23_g11588.t2
OG0006412	T265_14552	FhHiC23_g11195.t1
OG0006413	T265_07342	FhHiC23_g16329.t1, FhHiC23_g16330.t1
OG0006414	T265_07452	FhHiC23_g16427.t1
OG0006415	T265_09372	FhHiC23_g5063.t1
OG0006418	T265_03112	FhHiC23_g13644.t1
OG0006420	T265_01124	FhHiC23_g7192.t1, FhHiC23_g7192.t2
OG0006421	T265_09926	FhHiC23_g13127.t1
OG0006422	T265_04316	FhHiC23_g16667.t1
OG0006423	T265_09547	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2
OG0006424	T265_15186, T265_02708	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3
OG0006425	T265_11416	FhHiC23_g3112.t1
OG0006426	T265_09277	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2
OG0006427	T265_10062	FhHiC23_g4917.t1
OG0006428	T265_11779	FhHiC23_g13594.t1
OG0006429	T265_08172	FhHiC23_g11250.t1
OG0006430	T265_01459, T265_08003	FhHiC23_g12017.t1
OG0006432	T265_12903	FhHiC23_g3130.t1
OG0006433	T265_04463	FhHiC23_g14500.t1
OG0006434	T265_10421	FhHiC23_g9351.t1
OG0006435	T265_02372	FhHiC23_g4108.t1
OG0006436	T265_01380	FhHiC23_g7797.t1
OG0006437	T265_03880	FhHiC23_g16577.t1
OG0006438	T265_02221	FhHiC23_g3102.t1
OG0006439	T265_10437	FhHiC23_g11617.t1, FhHiC23_g11617.t2
OG0006440	T265_10890	FhHiC23_g1932.t1
OG0006441	T265_08751	FhHiC23_g9861.t1
OG0006442	T265_05198	FhHiC23_g4949.t1
OG0006443	T265_01839	FhHiC23_g11156.t1
OG0006444	T265_13057	FhHiC23_g15984.t1
OG0006445	T265_12451, T265_16053	FhHiC23_g1355.t1
OG0006448	T265_12679	FhHiC23_g12974.t1
OG0006449	T265_08544	FhHiC23_g5377.t1, FhHiC23_g5377.t2
OG0006450	T265_10232	FhHiC23_g12318.t1, FhHiC23_g12318.t2
OG0006451	T265_15460	FhHiC23_g832.t1, FhHiC23_g832.t2
OG0006452	T265_10252	FhHiC23_g3161.t1
OG0006453	T265_01420	FhHiC23_g8267.t1
OG0006454	T265_11534	FhHiC23_g11562.t1
OG0006455	T265_01587	FhHiC23_g3035.t1
OG0006457	T265_00141	FhHiC23_g2170.t1
OG0006458	T265_07613	FhHiC23_g7620.t1, FhHiC23_g7620.t2
OG0006459	T265_12438	FhHiC23_g1765.t1, FhHiC23_g1764.t1
OG0006460	T265_01122	FhHiC23_g6855.t1
OG0006461	T265_14894	FhHiC23_g16054.t1
OG0006462	T265_02678	FhHiC23_g341.t1
OG0006463	T265_00516	FhHiC23_g7969.t1, FhHiC23_g8442.t1
OG0006464	T265_03697	FhHiC23_g15617.t1, FhHiC23_g15615.t1
OG0006466	T265_11283	FhHiC23_g15839.t1
OG0006467	T265_11575	FhHiC23_g12804.t1, FhHiC23_g12804.t2
OG0006468	T265_15381	FhHiC23_g13880.t1, FhHiC23_g13880.t2
OG0006469	T265_07952	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2
OG0006470	T265_03006	FhHiC23_g7458.t1, FhHiC23_g7458.t2
