Orthogroup	opisthorchis_viverrini	schistosoma_rodhaini
OG0004739	T265_12557	SRDH2_46960.1
OG0004741	T265_13906	SRDH2_80170.1, SRDH2_80170.2
OG0004742	T265_14313, T265_16280	SRDH2_89350.1
OG0004743	T265_13983	SRDH2_38170.1
OG0004744	T265_05880	SRDH2_37980.1
OG0004745	T265_05487	SRDH2_19670.1
OG0004746	T265_03854	SRDH2_54420.1, SRDH2_54420.3, SRDH2_54420.2
OG0004747	T265_00817, T265_12641	SRDH2_71770.1, SRDH2_71770.2, SRDH2_71770.3
OG0004748	T265_11216	SRDH2_19680.1
OG0004749	T265_13831, T265_16347, T265_15765, T265_05672, T265_13732	SRDH2_97780.1, SRDH2_97780.2
OG0004750	T265_05396, T265_13763	SRDH2_26080.1
OG0004751	T265_01429	SRDH2_62200.3, SRDH2_62200.2, SRDH2_62200.1, SRDH2_62200.4
OG0004752	T265_03216	SRDH2_14190.3, SRDH2_44380.1, SRDH2_14190.4, SRDH2_14190.1, SRDH2_14190.2, SRDH2_14190.5
OG0004753	T265_00229	SRDH2_7650.1
OG0004754	T265_10643	SRDH2_58440.1, SRDH2_58440.2
OG0004755	T265_13334	SRDH2_94290.1
OG0004756	T265_09778	SRDH2_63530.1
OG0004757	T265_04605	SRDH2_99150.1
OG0004758	T265_05450	SRDH2_77160.1
OG0004759	T265_13202	SRDH2_24270.1
OG0004760	T265_00173	SRDH2_60350.1
OG0004761	T265_15009	SRDH2_14820.1
OG0004762	T265_14550	SRDH2_98040.1
OG0004763	T265_11498, T265_10886	SRDH2_72410.1
OG0004764	T265_04891	SRDH2_94850.1
OG0004765	T265_12616	SRDH2_34920.2, SRDH2_34920.3, SRDH2_34920.1
OG0004766	T265_12797, T265_01453	SRDH2_62920.1
OG0004767	T265_15784	SRDH2_40740.1
OG0004768	T265_07264	SRDH2_3860.1
OG0004770	T265_06085	SRDH2_67910.1
OG0004771	T265_05793	SRDH2_50140.1
OG0004772	T265_06105	SRDH2_96960.4, SRDH2_96960.1, SRDH2_96960.2, SRDH2_96960.3, SRDH2_96960.5
OG0004773	T265_11265	SRDH2_30710.1, SRDH2_30710.2
OG0004774	T265_01998	SRDH2_72770.1, SRDH2_72770.2
OG0004775	T265_01528	SRDH2_42730.1
OG0004776	T265_08803	SRDH2_35310.1
OG0004777	T265_05723	SRDH2_76770.1
OG0004778	T265_08617	SRDH2_56240.1
OG0004779	T265_05498	SRDH2_16180.1
OG0004780	T265_00205	SRDH2_14160.2, SRDH2_14160.1
OG0004781	T265_06119	SRDH2_72670.6, SRDH2_72670.9, SRDH2_72670.3, SRDH2_72670.4, SRDH2_72670.8, SRDH2_72670.5, SRDH2_72670.7, SRDH2_72670.2, SRDH2_72670.1
OG0004782	T265_02223	SRDH2_76630.1
OG0004783	T265_15204	SRDH2_83360.1, SRDH2_83360.2, SRDH2_83360.3
OG0004784	T265_09430	SRDH2_84580.1
OG0004785	T265_10207	SRDH2_86560.1, SRDH2_86560.4, SRDH2_86560.2, SRDH2_86560.3
OG0004786	T265_01314	SRDH2_47360.1, SRDH2_47380.1
OG0004787	T265_12514	SRDH2_56340.3, SRDH2_56340.4, SRDH2_56340.1, SRDH2_56340.2
OG0004788	T265_15128	SRDH2_91670.1, SRDH2_91670.3, SRDH2_91670.2
OG0004789	T265_00509, T265_00511	SRDH2_63740.1
OG0004790	T265_12669	SRDH2_20540.1, SRDH2_20540.2, SRDH2_20540.3
OG0004791	T265_03072	SRDH2_14900.1
OG0004792	T265_08093	SRDH2_52860.1
OG0004793	T265_05717	SRDH2_73480.1, SRDH2_73480.2
OG0004794	T265_05679	SRDH2_72470.1
OG0004795	T265_06057	SRDH2_36460.1
OG0004796	T265_06200	SRDH2_19340.1, SRDH2_19340.2
OG0004797	T265_13546	SRDH2_99160.1
OG0004801	T265_09576	SRDH2_24400.1
OG0004802	T265_06076	SRDH2_65520.1, SRDH2_65520.2
OG0004803	T265_08664	SRDH2_60690.1, SRDH2_60690.2
OG0004804	T265_15465	SRDH2_16630.1
OG0004805	T265_11948	SRDH2_3880.2, SRDH2_3880.1
OG0004806	T265_12848	SRDH2_54160.1
OG0004807	T265_11301	SRDH2_55790.1
OG0004808	T265_10641	SRDH2_78390.1
OG0004809	T265_02208	SRDH2_50990.1
OG0004810	T265_03398, T265_14847	SRDH2_98090.1
OG0004811	T265_06452	SRDH2_40140.1
OG0004812	T265_00703, T265_00705	SRDH2_35110.1
OG0004813	T265_08394	SRDH2_92360.1, SRDH2_92360.2
OG0004814	T265_07716	SRDH2_5790.1, SRDH2_102340.1, SRDH2_102340.2
OG0004815	T265_14809	SRDH2_61160.1, SRDH2_61160.4, SRDH2_61160.5, SRDH2_61160.6, SRDH2_61160.7, SRDH2_61160.8, SRDH2_61160.2, SRDH2_61160.3
OG0004816	T265_15219	SRDH2_78400.1, SRDH2_78400.2
OG0004817	T265_14430, T265_16105	SRDH2_83560.1, SRDH2_83560.2, SRDH2_83560.3
OG0004818	T265_07930	SRDH2_95980.1
OG0004819	T265_03296	SRDH2_80310.1
OG0004820	T265_08802	SRDH2_35610.1
OG0004822	T265_05387	SRDH2_24060.1
OG0004823	T265_08128	SRDH2_59700.1
OG0004824	T265_04855	SRDH2_75120.1
OG0004825	T265_11367, T265_16228	SRDH2_61590.1
OG0004826	T265_02418	SRDH2_83180.1, SRDH2_83180.2, SRDH2_83180.3, SRDH2_83180.4
OG0004827	T265_00565	SRDH2_89380.1
OG0004828	T265_03250	SRDH2_24450.1
OG0004829	T265_09911	SRDH2_32000.1, SRDH2_32000.4, SRDH2_32000.2, SRDH2_32000.3
OG0004830	T265_14106	SRDH2_66590.1
OG0004831	T265_05420	SRDH2_28520.1
OG0004833	T265_06471	SRDH2_34390.1
OG0004834	T265_01909	SRDH2_36680.3, SRDH2_36680.1, SRDH2_36680.2
OG0004835	T265_05683	SRDH2_25460.1, SRDH2_25460.2
OG0004836	T265_12991	SRDH2_88400.1
OG0004839	T265_14407	SRDH2_290.1, SRDH2_290.3, SRDH2_290.2
OG0004840	T265_12522	SRDH2_52380.1, SRDH2_52380.2, SRDH2_52380.3
OG0004841	T265_02521	SRDH2_65920.1, SRDH2_65920.2
OG0004843	T265_08315	SRDH2_37410.2, SRDH2_37410.1, SRDH2_37410.3
OG0004845	T265_01600	SRDH2_2010.1
OG0004846	T265_01748, T265_12856	SRDH2_81000.1
OG0004847	T265_14642	SRDH2_71590.4, SRDH2_71590.1, SRDH2_71590.2, SRDH2_71590.3
OG0004849	T265_01220, T265_05408	SRDH2_46440.1
OG0004851	T265_00844	SRDH2_19730.2, SRDH2_19730.3, SRDH2_19730.1, SRDH2_19730.4
OG0004852	T265_08227	SRDH2_53510.3, SRDH2_53510.1, SRDH2_53510.2, SRDH2_53510.4, SRDH2_53510.5
OG0004853	T265_01035	SRDH2_25330.2, SRDH2_25330.1
OG0004854	T265_03882	SRDH2_94340.1, SRDH2_94340.2, SRDH2_94340.3
OG0004855	T265_13110	SRDH2_34840.1, SRDH2_34840.2, SRDH2_34840.3
OG0004856	T265_09164	SRDH2_80620.1
OG0004857	T265_00468, T265_05848	SRDH2_46990.4, SRDH2_46990.3, SRDH2_46990.2, SRDH2_46990.1
OG0004858	T265_09035	SRDH2_81560.1
OG0004859	T265_13146	SRDH2_69390.2, SRDH2_69390.1, SRDH2_69390.3, SRDH2_69390.4
OG0004860	T265_02897	SRDH2_48650.3, SRDH2_48650.1, SRDH2_48650.2
OG0004861	T265_06103	SRDH2_27660.1
OG0004862	T265_09902	SRDH2_51530.1, SRDH2_51530.2
OG0004863	T265_15928	SRDH2_97370.1
OG0004864	T265_05005	SRDH2_35990.3, SRDH2_35990.2, SRDH2_35990.1, SRDH2_35990.4
OG0004865	T265_05695	SRDH2_24380.1
OG0004866	T265_03341	SRDH2_66260.1
OG0004867	T265_09517	SRDH2_61270.3, SRDH2_61270.4, SRDH2_61270.5, SRDH2_61270.1, SRDH2_61270.2
OG0004868	T265_01572	SRDH2_6060.1
OG0004869	T265_02097, T265_02098	SRDH2_17700.1
OG0004870	T265_12824	SRDH2_83290.1
OG0004871	T265_07958	SRDH2_8680.2, SRDH2_8680.1
OG0004872	T265_15089	SRDH2_22820.1
OG0004874	T265_12489	SRDH2_3260.1
OG0004875	T265_00214	SRDH2_3110.2, SRDH2_3110.1, SRDH2_3110.3
OG0004876	T265_00056, T265_00057	SRDH2_56150.1
OG0004877	T265_04656	SRDH2_84270.1
OG0004878	T265_01256	SRDH2_71470.2, SRDH2_71470.1, SRDH2_71470.3
OG0004879	T265_03936	SRDH2_61600.3, SRDH2_61600.1, SRDH2_61600.2
OG0004880	T265_15482, T265_15481	SRDH2_17130.1, SRDH2_17130.2
OG0004881	T265_04938	SRDH2_13060.1
OG0004883	T265_00944	SRDH2_9760.1, SRDH2_9760.2, SRDH2_9760.3, SRDH2_9760.4
OG0004884	T265_11170	SRDH2_84700.1, SRDH2_84700.2
OG0004885	T265_03025	SRDH2_830.1
OG0004886	T265_14090	SRDH2_6140.1
OG0004887	T265_07205	SRDH2_53560.3, SRDH2_53560.2, SRDH2_53560.1
OG0004888	T265_09428	SRDH2_83280.1
OG0004889	T265_07750	SRDH2_58220.1
OG0004890	T265_04015	SRDH2_91770.1
OG0004891	T265_09728	SRDH2_31190.1, SRDH2_31190.2
OG0004892	T265_15658	SRDH2_72830.1, SRDH2_72830.3, SRDH2_72830.2
OG0004893	T265_05138	SRDH2_19850.1
OG0004894	T265_14630	SRDH2_58190.1
OG0004895	T265_06515	SRDH2_95360.1
OG0004897	T265_07166	SRDH2_10750.1
OG0004898	T265_03967	SRDH2_47670.1
OG0004899	T265_04050	SRDH2_48560.1
OG0004900	T265_09264	SRDH2_27630.3, SRDH2_27630.1, SRDH2_27630.2
OG0004901	T265_03802	SRDH2_48490.4, SRDH2_48490.2, SRDH2_48490.3, SRDH2_48490.5, SRDH2_48490.1
OG0004902	T265_06391, T265_16019	SRDH2_37880.1
OG0004903	T265_00525	SRDH2_64860.1, SRDH2_64860.2
OG0004904	T265_13823	SRDH2_66930.1
OG0004906	T265_15058	SRDH2_14840.1
OG0004907	T265_02499	SRDH2_60940.1
OG0004908	T265_01917	SRDH2_29770.1
OG0004909	T265_07880	SRDH2_14440.1
OG0004910	T265_02273	SRDH2_21310.1
OG0004911	T265_00242	SRDH2_760.1
OG0004912	T265_08014	SRDH2_93040.1
OG0004913	T265_08454	SRDH2_58940.1
OG0004914	T265_09766	SRDH2_62490.1
OG0004915	T265_06673	SRDH2_23110.1
OG0004916	T265_05622, T265_09695	SRDH2_17470.1
OG0004917	T265_00681	SRDH2_33110.1
OG0004918	T265_09595	SRDH2_89000.1
OG0004919	T265_00300	SRDH2_53490.2, SRDH2_53490.1, SRDH2_53490.3
OG0004920	T265_03403	SRDH2_84980.1
OG0004922	T265_03276	SRDH2_79220.1
OG0004923	T265_10651	SRDH2_2140.1
OG0004924	T265_07352	SRDH2_25490.1, SRDH2_25490.2
OG0004925	T265_11218, T265_00347, T265_11217	SRDH2_57150.2, SRDH2_57150.1, SRDH2_57150.3, SRDH2_57150.4
OG0004926	T265_10690	SRDH2_74250.1, SRDH2_74250.2
OG0004927	T265_13851, T265_05757	SRDH2_92320.1, SRDH2_92320.2, SRDH2_92320.3
OG0004928	T265_08654	SRDH2_69880.1, SRDH2_69880.2, SRDH2_69880.3
OG0004929	T265_12860	SRDH2_55290.1
OG0004930	T265_13206	SRDH2_81530.1, SRDH2_81530.2
OG0004931	T265_04688	SRDH2_42780.1
OG0004932	T265_13255	SRDH2_22100.1
OG0004934	T265_08115	SRDH2_44450.1
OG0004935	T265_07132	SRDH2_33240.2, SRDH2_33240.3, SRDH2_33240.1, SRDH2_33240.4
OG0004936	T265_03796, T265_13335	SRDH2_94310.1
OG0004939	T265_10620	SRDH2_85270.1, SRDH2_85250.1
OG0004940	T265_14286	SRDH2_53290.1
OG0004941	T265_13032	SRDH2_64890.1
OG0004942	T265_05171	SRDH2_66360.1
OG0004943	T265_06729	SRDH2_61940.1
OG0004944	T265_01244	SRDH2_58320.1
OG0004945	T265_03527, T265_03529	SRDH2_36630.1
OG0004946	T265_03632	SRDH2_33990.1
OG0004947	T265_08514	SRDH2_33320.1
OG0004948	T265_12608	SRDH2_32980.1, SRDH2_32980.2
OG0004971	T265_03635	SRDH2_37370.1, SRDH2_37370.2, SRDH2_37370.3
OG0004972	T265_08185	SRDH2_7320.1, SRDH2_7260.1
OG0004974	T265_03609	SRDH2_49640.3, SRDH2_49640.1, SRDH2_49640.2
OG0004975	T265_06326	SRDH2_73790.3, SRDH2_73790.7, SRDH2_73790.2, SRDH2_73790.4, SRDH2_73790.1, SRDH2_73790.5, SRDH2_73790.6
OG0004976	T265_06634	SRDH2_99520.1, SRDH2_99520.2
OG0004977	T265_06722	SRDH2_61860.1
OG0004978	T265_06710	SRDH2_58660.1
OG0004979	T265_14370	SRDH2_56280.1
OG0004980	T265_08640	SRDH2_30700.1
OG0004981	T265_10567	SRDH2_63230.1
OG0004982	T265_12457	SRDH2_88470.1, SRDH2_88470.2, SRDH2_88470.3
OG0004983	T265_06542	SRDH2_85200.1
OG0004984	T265_10940	SRDH2_37100.1
OG0004985	T265_14187	SRDH2_78230.1
OG0004986	T265_04522, T265_15865	SRDH2_30610.1
OG0004987	T265_11681	SRDH2_45610.1
OG0004988	T265_07557, T265_07560, T265_07559	SRDH2_4220.1
OG0004989	T265_03835	SRDH2_71410.1, SRDH2_71420.1
OG0004990	T265_05541	SRDH2_19510.1
OG0004991	T265_06920	SRDH2_5220.1
OG0004992	T265_10931	SRDH2_86580.1, SRDH2_86580.2
OG0004993	T265_04069	SRDH2_44350.2, SRDH2_44350.1, SRDH2_44350.3
OG0004994	T265_12442	SRDH2_48670.1, SRDH2_48670.2
OG0004996	T265_11827	SRDH2_65870.1, SRDH2_65870.2, SRDH2_65870.3
OG0004997	T265_02388, T265_12996	SRDH2_83050.1
OG0004998	T265_14246, T265_15929	SRDH2_4850.1
OG0004999	T265_07741	SRDH2_92340.1, SRDH2_92340.2
OG0005000	T265_00040	SRDH2_57300.1, SRDH2_57300.2
OG0005001	T265_01635, T265_16360	SRDH2_86010.1
OG0005002	T265_15294	SRDH2_4160.1, SRDH2_4160.5, SRDH2_4160.2, SRDH2_4160.3, SRDH2_4160.4
OG0005003	T265_06930	SRDH2_26800.1
OG0005004	T265_13031	SRDH2_63130.1, SRDH2_63130.2
OG0005005	T265_14012, T265_15173	SRDH2_38550.1, SRDH2_38550.2
OG0005006	T265_01170	SRDH2_63910.1, SRDH2_63910.2, SRDH2_63910.3, SRDH2_63910.4
OG0005007	T265_13144, T265_03003	SRDH2_39970.1
OG0005008	T265_13710	SRDH2_90940.1, SRDH2_90940.2
OG0005009	T265_06607	SRDH2_38310.1, SRDH2_38310.2
OG0005010	T265_09103	SRDH2_29550.1, SRDH2_29550.2
OG0005011	T265_16299, T265_06466	SRDH2_28730.1, SRDH2_28730.3, SRDH2_28730.2
OG0005012	T265_12000	SRDH2_24860.1
OG0005013	T265_04646, T265_13553	SRDH2_38040.1
OG0005014	T265_12297	SRDH2_84450.1
OG0005015	T265_03379	SRDH2_33930.1, SRDH2_33930.2, SRDH2_33930.3, SRDH2_33930.4
OG0005016	T265_08211	SRDH2_60010.1
OG0005017	T265_04975	SRDH2_98060.1
OG0005018	T265_10014, T265_10015, T265_10017	SRDH2_25200.1
OG0005019	T265_09203, T265_16222	SRDH2_88920.1
OG0005020	T265_07599	SRDH2_45370.1
OG0005021	T265_13910	SRDH2_49670.1
OG0005022	T265_14075	SRDH2_25360.1
OG0005023	T265_02496	SRDH2_89050.1
OG0005024	T265_10824	SRDH2_12570.1, SRDH2_12570.2, SRDH2_12550.1, SRDH2_12550.2
OG0005025	T265_03202	SRDH2_15110.1
OG0005026	T265_11629, T265_11630	SRDH2_64980.1
OG0005027	T265_13390	SRDH2_37060.1
OG0005028	T265_13597	SRDH2_91810.1
OG0005030	T265_05704	SRDH2_24710.1
OG0005031	T265_03877	SRDH2_28830.1, SRDH2_28830.2, SRDH2_28830.3
OG0005033	T265_10596	SRDH2_19200.1
OG0005034	T265_08889	SRDH2_30170.2, SRDH2_30170.3, SRDH2_30170.4, SRDH2_30170.1
OG0005035	T265_13707	SRDH2_59930.1
OG0005036	T265_10717	SRDH2_62130.1
OG0005038	T265_14949, T265_03558	SRDH2_53630.1
OG0005039	T265_14909	SRDH2_60320.1
OG0005040	T265_11703, T265_11702	SRDH2_55530.1
OG0005041	T265_05857, T265_05858, T265_05851	SRDH2_59140.1
OG0005042	T265_06258	SRDH2_34530.1, SRDH2_34530.3, SRDH2_34530.2, SRDH2_34530.4
OG0005043	T265_08463	SRDH2_65140.1, SRDH2_65140.2
OG0005045	T265_08024	SRDH2_39910.1
OG0005046	T265_02358	SRDH2_58240.1
OG0005047	T265_15075	SRDH2_99810.1
OG0005048	T265_05265	SRDH2_400.1
OG0005049	T265_12876	SRDH2_89150.1
OG0005050	T265_06282	SRDH2_13590.1
OG0005051	T265_06299	SRDH2_9460.1, SRDH2_9460.3, SRDH2_9460.2
OG0005052	T265_03879	SRDH2_92640.1
OG0005053	T265_09811	SRDH2_32920.1
OG0005054	T265_16262, T265_16071, T265_12367	SRDH2_96480.1
OG0005055	T265_06834	SRDH2_2030.1, SRDH2_2030.2
OG0005056	T265_13094	SRDH2_29080.1, SRDH2_29080.2
OG0005057	T265_10535	SRDH2_41880.1, SRDH2_41880.2
OG0005058	T265_07216	SRDH2_53530.2, SRDH2_53530.1, SRDH2_53530.4, SRDH2_53530.3
OG0005059	T265_10049	SRDH2_16340.1
OG0005060	T265_13096	SRDH2_36350.1, SRDH2_36350.2
OG0005062	T265_00902, T265_10695	SRDH2_30930.1
OG0005063	T265_01488	SRDH2_43510.1
OG0005064	T265_14432	SRDH2_83800.1
OG0005065	T265_12476, T265_12477	SRDH2_14090.1
OG0005067	T265_08708	SRDH2_33790.1, SRDH2_33790.2
OG0005068	T265_00795	SRDH2_74480.1
OG0005069	T265_07336	SRDH2_30200.1
OG0005070	T265_00261	SRDH2_8320.1
OG0005071	T265_16186, T265_05399, T265_16157	SRDH2_25370.1, SRDH2_25370.2
OG0005072	T265_08508	SRDH2_30520.1
OG0005073	T265_13813	SRDH2_3230.1
OG0005074	T265_03122	SRDH2_9090.3, SRDH2_9090.2, SRDH2_9090.1
OG0005075	T265_10094	SRDH2_98620.1
OG0005076	T265_15146	SRDH2_35340.1
OG0005077	T265_00157	SRDH2_56630.1
OG0005078	T265_12753	SRDH2_74610.1, SRDH2_74610.2, SRDH2_74610.3, SRDH2_74610.4, SRDH2_74610.5
OG0005079	T265_04600, T265_02856, T265_09093	SRDH2_37490.1
OG0005080	T265_02923	SRDH2_8500.1
OG0005081	T265_00233	SRDH2_8540.1
OG0005082	T265_09744	SRDH2_35630.1, SRDH2_35630.2, SRDH2_35630.3
OG0005083	T265_06380	SRDH2_43180.1
OG0005084	T265_08746	SRDH2_98690.1
OG0005086	T265_12914	SRDH2_70340.1
OG0005087	T265_00777	SRDH2_75760.1
OG0005088	T265_02448	SRDH2_7140.1
OG0005089	T265_07642	SRDH2_76990.1, SRDH2_76990.2
OG0005090	T265_02495	SRDH2_67270.1, SRDH2_67270.2
OG0005091	T265_15074	SRDH2_14890.1
OG0005092	T265_06949	SRDH2_25440.2, SRDH2_25440.1
OG0005094	T265_00335	SRDH2_77770.1
OG0005095	T265_03449, T265_10865	SRDH2_1060.1, SRDH2_4020.1
OG0005097	T265_13724	SRDH2_97840.1
OG0005098	T265_00311	SRDH2_56550.1, SRDH2_56550.2
OG0005099	T265_04166	SRDH2_94050.1
OG0005100	T265_09196	SRDH2_95140.1
OG0005101	T265_08828	SRDH2_52340.1, SRDH2_52340.2
OG0005102	T265_13525	SRDH2_62290.1
OG0005103	T265_02674	SRDH2_76610.1
OG0005104	T265_15063	SRDH2_47090.1
OG0005105	T265_03843	SRDH2_77910.2, SRDH2_77910.1, SRDH2_77910.3, SRDH2_77910.4
OG0005106	T265_11707, T265_16093	SRDH2_53770.1
OG0005108	T265_08259, T265_08257, T265_08258	SRDH2_88130.1
OG0005109	T265_15399	SRDH2_85010.1
OG0005110	T265_02457	SRDH2_19800.3, SRDH2_19800.1, SRDH2_19800.2
OG0005111	T265_13278	SRDH2_54740.1
OG0005112	T265_09415	SRDH2_1150.1, SRDH2_1140.1
OG0005113	T265_00337	SRDH2_74400.1
OG0005115	T265_02546	SRDH2_62640.2, SRDH2_62640.1
OG0005116	T265_08284	SRDH2_43780.1
OG0005117	T265_06301	SRDH2_740.1, SRDH2_740.2
OG0005118	T265_13629	SRDH2_94360.2, SRDH2_94360.1
OG0005119	T265_01433	SRDH2_68220.1
OG0005120	T265_07110	SRDH2_88120.2, SRDH2_88120.3, SRDH2_88120.1
OG0005121	T265_13341	SRDH2_72990.1
OG0005122	T265_15528	SRDH2_95230.1, SRDH2_95160.1
OG0005123	T265_13443	SRDH2_70020.1
OG0005124	T265_02916	SRDH2_1340.1, SRDH2_100430.1, SRDH2_100440.1, SRDH2_100440.2
OG0005125	T265_10951	SRDH2_1780.1
OG0005126	T265_10674, T265_10137	SRDH2_60820.1
OG0005127	T265_08345	SRDH2_35270.1
OG0005128	T265_01446	SRDH2_59830.1
OG0005130	T265_03705	SRDH2_22340.1
OG0005131	T265_00074	SRDH2_48890.1
OG0005133	T265_05811	SRDH2_55910.1
OG0005134	T265_00296	SRDH2_51940.1
OG0005135	T265_13265	SRDH2_43380.1, SRDH2_43380.2
OG0005136	T265_09434	SRDH2_78880.3, SRDH2_78880.2, SRDH2_78880.1
OG0005137	T265_05289	SRDH2_82640.1
OG0005138	T265_14960, T265_09804	SRDH2_18200.1
OG0005139	T265_06260	SRDH2_34560.1
OG0005140	T265_13323	SRDH2_25860.1
OG0005141	T265_02741	SRDH2_98190.1
OG0005142	T265_05082	SRDH2_49940.2, SRDH2_49940.1
OG0005143	T265_06869	SRDH2_35590.1
OG0005144	T265_02842	SRDH2_75880.1, SRDH2_75880.2
OG0005145	T265_01192	SRDH2_4750.1
OG0005146	T265_08955, T265_13016	SRDH2_19820.1
OG0005147	T265_10173	SRDH2_51980.1
OG0005148	T265_12769, T265_01338	SRDH2_55080.1
OG0005149	T265_14444	SRDH2_10120.1, SRDH2_10120.2, SRDH2_101550.1
OG0005151	T265_07122	SRDH2_84190.1, SRDH2_84190.2, SRDH2_84190.4, SRDH2_84190.5, SRDH2_84190.3
OG0005152	T265_10470	SRDH2_8080.1, SRDH2_8080.2
OG0005153	T265_08383	SRDH2_91300.2, SRDH2_91300.1, SRDH2_91300.3
OG0005154	T265_06113	SRDH2_57360.1
OG0005156	T265_12762	SRDH2_73690.1
OG0005157	T265_09542	SRDH2_180.1
OG0005158	T265_09142	SRDH2_89560.1
OG0005159	T265_01492	SRDH2_43740.1, SRDH2_43740.2, SRDH2_43740.3, SRDH2_43740.4, SRDH2_43740.5
OG0005161	T265_00726	SRDH2_30070.1
OG0005162	T265_03028	SRDH2_6410.1
OG0005163	T265_02154	SRDH2_79810.1
OG0005164	T265_09249	SRDH2_24230.3, SRDH2_24230.1, SRDH2_24230.2
OG0005165	T265_08354	SRDH2_96590.1
OG0005166	T265_13272	SRDH2_49210.1
OG0005167	T265_06977	SRDH2_82410.1, SRDH2_82400.1
OG0005168	T265_13117	SRDH2_49880.1
OG0005169	T265_12079	SRDH2_44690.1
OG0005170	T265_14932	SRDH2_44040.1
OG0005171	T265_06504	SRDH2_5380.2, SRDH2_5380.1, SRDH2_100.1, SRDH2_5380.3
OG0005172	T265_05936	SRDH2_54330.1
OG0005174	T265_08698	SRDH2_88850.1
OG0005175	T265_06630	SRDH2_99240.1
OG0005176	T265_04994	SRDH2_43670.5, SRDH2_43670.4, SRDH2_43670.1, SRDH2_43670.3, SRDH2_43670.2
OG0005177	T265_12758	SRDH2_80020.1
OG0005178	T265_02547, T265_02548	SRDH2_69460.1
OG0005179	T265_01649	SRDH2_85630.1
OG0005180	T265_08584	SRDH2_21540.1
OG0005181	T265_07816, T265_14399	SRDH2_84640.1, SRDH2_84640.2
OG0005182	T265_00826	SRDH2_46050.1
OG0005183	T265_02061	SRDH2_59880.1, SRDH2_59880.2
OG0005184	T265_14692	SRDH2_61740.1
OG0005185	T265_02339	SRDH2_74060.1
OG0005186	T265_15113	SRDH2_65590.1
OG0005187	T265_09043	SRDH2_1090.1, SRDH2_1090.2
OG0005188	T265_02621	SRDH2_90530.1
OG0005189	T265_06461	SRDH2_29340.1
OG0005190	T265_12632	SRDH2_75770.1
OG0005191	T265_11503	SRDH2_81480.1
OG0005193	T265_01677	SRDH2_84350.1
OG0005195	T265_03634	SRDH2_33980.1
OG0005196	T265_12728	SRDH2_59740.1, SRDH2_59740.2
OG0005197	T265_12683	SRDH2_13490.1, SRDH2_13490.2, SRDH2_13490.3
OG0005198	T265_02888	SRDH2_47480.1
OG0005199	T265_10805	SRDH2_90540.1
OG0005200	T265_02677	SRDH2_51490.1
OG0005201	T265_15346	SRDH2_84970.1, SRDH2_84970.3, SRDH2_84970.2
OG0005202	T265_05412	SRDH2_25390.2, SRDH2_25390.3, SRDH2_25390.1
OG0005203	T265_15114	SRDH2_40830.2, SRDH2_40830.1
OG0005204	T265_13012	SRDH2_16810.1
OG0005205	T265_09560	SRDH2_3820.1
OG0005206	T265_03569	SRDH2_53700.1
OG0005207	T265_09554	SRDH2_84840.1
OG0005208	T265_06101	SRDH2_55810.1
OG0005210	T265_09402	SRDH2_18100.1
OG0005211	T265_03837	SRDH2_55670.1
OG0005212	T265_06492	SRDH2_8750.1
OG0005213	T265_14519	SRDH2_85570.3, SRDH2_85570.4, SRDH2_85570.2, SRDH2_85570.1
OG0005214	T265_09867	SRDH2_6790.1
OG0005215	T265_05728	SRDH2_76780.1, SRDH2_76780.2
OG0005216	T265_08060, T265_02472	SRDH2_2120.1
OG0005217	T265_10638	SRDH2_78710.1, SRDH2_78710.2
OG0005218	T265_12075	SRDH2_91500.1
OG0005219	T265_01010	SRDH2_9050.1, SRDH2_9050.2, SRDH2_9050.3
OG0005220	T265_11531	SRDH2_4700.2, SRDH2_4700.3, SRDH2_4700.1
OG0005221	T265_04997	SRDH2_39210.1
OG0005222	T265_10254	SRDH2_350.1
OG0005223	T265_00818	SRDH2_73240.1
OG0005224	T265_01432	SRDH2_68230.2, SRDH2_68230.1
OG0005225	T265_10998	SRDH2_29700.2, SRDH2_29700.3, SRDH2_29700.1
OG0005226	T265_02121	SRDH2_25400.1
OG0005227	T265_03054	SRDH2_7590.1, SRDH2_7590.2, SRDH2_7590.3
OG0005228	T265_12794	SRDH2_68210.1
OG0005229	T265_10969	SRDH2_860.1
OG0005230	T265_13403	SRDH2_48590.1
OG0005231	T265_01462	SRDH2_44200.3, SRDH2_44200.2, SRDH2_44200.6, SRDH2_44200.1, SRDH2_44200.4, SRDH2_44200.5
OG0005232	T265_03949	SRDH2_18700.6, SRDH2_18700.1, SRDH2_18700.2, SRDH2_18700.5, SRDH2_18700.4, SRDH2_18700.3, SRDH2_18700.9, SRDH2_18700.7, SRDH2_18700.8
OG0005233	T265_11820	SRDH2_21590.1
OG0005234	T265_14244	SRDH2_15760.3, SRDH2_15760.1, SRDH2_15760.2
OG0005236	T265_04301	SRDH2_91220.1
OG0005237	T265_15641	SRDH2_87390.1
OG0005241	T265_09351	SRDH2_66300.1, SRDH2_66300.2
OG0005242	T265_10714	SRDH2_64870.1
OG0005244	T265_05974	SRDH2_17320.1, SRDH2_17330.1
OG0005246	T265_04129	SRDH2_41700.1, SRDH2_41700.2
OG0005247	T265_07258, T265_15833	SRDH2_20260.1, SRDH2_20260.4, SRDH2_20260.2, SRDH2_20260.3
OG0005248	T265_08876	SRDH2_71130.1
