Orthogroup	opisthorchis_viverrini	schistosoma_haematobium
OG0004745	T265_05487	SHAE2_21410.1
OG0004746	T265_03854	SHAE2_56730.1, SHAE2_56730.2, SHAE2_56730.3
OG0004747	T265_00817, T265_12641	SHAE2_74790.1, SHAE2_74790.2
OG0004748	T265_11216	SHAE2_21420.1
OG0004749	T265_13831, T265_16347, T265_15765, T265_05672, T265_13732	SHAE2_99890.1
OG0004750	T265_05396, T265_13763	SHAE2_27940.1
OG0004751	T265_01429	SHAE2_64700.1
OG0004752	T265_03216	SHAE2_14090.3, SHAE2_14090.1, SHAE2_14090.2
OG0004753	T265_00229	SHAE2_8050.1
OG0004754	T265_10643	SHAE2_61030.1
OG0004755	T265_13334	SHAE2_96890.1
OG0004756	T265_09778	SHAE2_66060.1
OG0004757	T265_04605	SHAE2_101240.2, SHAE2_101240.3, SHAE2_101240.1
OG0004758	T265_05450	SHAE2_79780.1
OG0004759	T265_13202	SHAE2_26310.1
OG0004760	T265_00173	SHAE2_62700.1, SHAE2_62700.2, SHAE2_62700.3
OG0004761	T265_15009	SHAE2_14540.1, SHAE2_14630.1
OG0004762	T265_14550	SHAE2_100170.1
OG0004763	T265_11498, T265_10886	SHAE2_74390.1, SHAE2_74390.2
OG0004765	T265_12616	SHAE2_35860.2, SHAE2_35860.3, SHAE2_35860.1
OG0004766	T265_12797, T265_01453	SHAE2_65470.1
OG0004767	T265_15784	SHAE2_43430.2, SHAE2_43430.1, SHAE2_43430.4, SHAE2_43430.3
OG0004768	T265_07264	SHAE2_4310.1
OG0004770	T265_06085	SHAE2_68490.1
OG0004771	T265_05793	SHAE2_52590.1, SHAE2_52590.2
OG0004772	T265_06105	SHAE2_98960.1
OG0004773	T265_11265	SHAE2_32560.1, SHAE2_32560.2
OG0004774	T265_01998	SHAE2_77340.2, SHAE2_77340.1
OG0004775	T265_01528	SHAE2_45280.1, SHAE2_45280.2
OG0004776	T265_08803	SHAE2_103420.1, SHAE2_103420.2, SHAE2_103420.3, SHAE2_103420.4
OG0004777	T265_05723	SHAE2_79460.1, SHAE2_79460.2
OG0004778	T265_08617	SHAE2_58430.1
OG0004779	T265_05498	SHAE2_17690.1, SHAE2_17690.2
OG0004780	T265_00205	SHAE2_14050.1
OG0004781	T265_06119	SHAE2_77420.1
OG0004782	T265_02223	SHAE2_79320.1
OG0004783	T265_15204	SHAE2_85480.3, SHAE2_85480.1, SHAE2_85480.2
OG0004784	T265_09430	SHAE2_86720.2, SHAE2_86720.1
OG0004785	T265_10207	SHAE2_89380.1
OG0004786	T265_01314	SHAE2_49850.1, SHAE2_49850.2
OG0004787	T265_12514	SHAE2_58520.1
OG0004788	T265_15128	SHAE2_94190.1
OG0004789	T265_00509, T265_00511	SHAE2_66270.1, SHAE2_66280.1
OG0004790	T265_12669	SHAE2_23160.1
OG0004791	T265_03072	SHAE2_14730.2, SHAE2_14730.1
OG0004792	T265_08093	SHAE2_56450.1
OG0004793	T265_05717	SHAE2_76540.1, SHAE2_76540.2, SHAE2_76540.3, SHAE2_76540.4
OG0004794	T265_05679	SHAE2_74970.1, SHAE2_74970.3, SHAE2_74970.2
OG0004795	T265_06057	SHAE2_34430.1
OG0004796	T265_06200	SHAE2_21110.1
OG0004797	T265_13546	SHAE2_101250.1
OG0004798	T265_04395	SHAE2_13260.1
OG0004801	T265_09576	SHAE2_26440.2, SHAE2_26440.3, SHAE2_26440.1
OG0004802	T265_06076	SHAE2_68070.2, SHAE2_68070.1
OG0004803	T265_08664	SHAE2_63050.1
OG0004804	T265_15465	SHAE2_18190.1
OG0004805	T265_11948	SHAE2_4340.1
OG0004806	T265_12848	SHAE2_55140.1
OG0004807	T265_11301	SHAE2_57980.3, SHAE2_57980.1, SHAE2_57980.4, SHAE2_57980.2
OG0004808	T265_10641	SHAE2_80950.1
OG0004809	T265_02208	SHAE2_53590.1
OG0004810	T265_03398, T265_14847	SHAE2_100210.1
OG0004811	T265_06452	SHAE2_42910.1
OG0004812	T265_00703, T265_00705	SHAE2_36090.1
OG0004813	T265_08394	SHAE2_95810.1
OG0004814	T265_07716	SHAE2_6230.1
OG0004815	T265_14809	SHAE2_63590.1, SHAE2_63590.2
OG0004816	T265_15219	SHAE2_80960.1, SHAE2_80960.2, SHAE2_80960.3, SHAE2_80960.4
OG0004817	T265_14430, T265_16105	SHAE2_85790.1, SHAE2_85790.2, SHAE2_85790.3
OG0004818	T265_07930	SHAE2_98010.1
OG0004819	T265_03296	SHAE2_82820.1
OG0004820	T265_08802	SHAE2_36500.1, SHAE2_36500.2, SHAE2_36500.3
OG0004821	T265_05642	SHAE2_48350.1
OG0004822	T265_05387	SHAE2_26120.1
OG0004823	T265_08128	SHAE2_95110.1, SHAE2_61930.1
OG0004824	T265_04855	SHAE2_77690.1
OG0004825	T265_11367, T265_16228	SHAE2_64000.1
OG0004826	T265_02418	SHAE2_85320.1
OG0004827	T265_00565	SHAE2_92180.1
OG0004828	T265_03250	SHAE2_26460.1
OG0004829	T265_09911	SHAE2_41070.1
OG0004830	T265_14106	SHAE2_70330.1
OG0004831	T265_05420	SHAE2_30400.1
OG0004833	T265_06471	SHAE2_39710.1
OG0004834	T265_01909	SHAE2_34120.1
OG0004835	T265_05683	SHAE2_27430.1, SHAE2_27440.1
OG0004836	T265_12991	SHAE2_90760.1
OG0004839	T265_14407	SHAE2_230.1
OG0004840	T265_12522	SHAE2_54670.1
OG0004841	T265_02521	SHAE2_69680.1, SHAE2_69680.3, SHAE2_69680.2
OG0004843	T265_08315	SHAE2_40490.1
OG0004845	T265_01600	SHAE2_2280.1, SHAE2_2280.2
OG0004846	T265_01748, T265_12856	SHAE2_83490.1
OG0004847	T265_14642	SHAE2_74120.1
OG0004849	T265_01220, T265_05408	SHAE2_49290.1
OG0004851	T265_00844	SHAE2_21480.1
OG0004852	T265_08227	SHAE2_55790.1
OG0004853	T265_01035	SHAE2_27280.1
OG0004854	T265_03882	SHAE2_96940.1
OG0004855	T265_13110	SHAE2_35150.1
OG0004856	T265_09164	SHAE2_83160.1
OG0004857	T265_00468, T265_05848	SHAE2_48700.1
OG0004858	T265_09035	SHAE2_84030.1
OG0004859	T265_13146	SHAE2_70990.2, SHAE2_70990.1, SHAE2_70990.3
OG0004860	T265_02897	SHAE2_51150.1, SHAE2_51150.2
OG0004861	T265_06103	SHAE2_29530.1
OG0004862	T265_09902	SHAE2_53790.1
OG0004863	T265_15928	SHAE2_99380.1
OG0004864	T265_05005	SHAE2_36860.1
OG0004865	T265_05695	SHAE2_26420.1
OG0004866	T265_03341	SHAE2_69980.1
OG0004867	T265_09517	SHAE2_63690.1, SHAE2_63690.2
OG0004868	T265_01572	SHAE2_6470.1, SHAE2_6470.2
OG0004869	T265_02097, T265_02098	SHAE2_19430.1
OG0004870	T265_12824	SHAE2_85410.1
OG0004871	T265_07958	SHAE2_10270.1, SHAE2_10270.2, SHAE2_10270.3
OG0004872	T265_15089	SHAE2_21910.1
OG0004874	T265_12489	SHAE2_3710.1
OG0004875	T265_00214	SHAE2_3510.1
OG0004876	T265_00056, T265_00057	SHAE2_58320.1
OG0004877	T265_04656	SHAE2_86400.1
OG0004878	T265_01256	SHAE2_74230.1, SHAE2_74230.2
OG0004879	T265_03936	SHAE2_64010.1
OG0004880	T265_15482, T265_15481	SHAE2_18780.1
OG0004881	T265_04938	SHAE2_15720.1
OG0004883	T265_00944	SHAE2_11360.1
OG0004884	T265_11170	SHAE2_86830.1
OG0004885	T265_03025	SHAE2_1180.1, SHAE2_1180.2
OG0004886	T265_14090	SHAE2_6580.1
OG0004887	T265_07205	SHAE2_55740.1
OG0004888	T265_09428	SHAE2_85400.1
OG0004889	T265_07750	SHAE2_60270.1
OG0004890	T265_04015	SHAE2_94290.1
OG0004891	T265_09728	SHAE2_33120.1, SHAE2_33120.2, SHAE2_33120.3, SHAE2_33120.4
OG0004892	T265_15658	SHAE2_77270.1, SHAE2_77270.2, SHAE2_77270.3
OG0004893	T265_05138	SHAE2_21590.1
OG0004894	T265_14630	SHAE2_60240.3, SHAE2_60240.2, SHAE2_60240.1, SHAE2_60240.4
OG0004895	T265_06515	SHAE2_97810.1
OG0004897	T265_07166	SHAE2_12260.1
OG0004898	T265_03967	SHAE2_50160.1
OG0004899	T265_04050	SHAE2_51050.2, SHAE2_51050.1
OG0004900	T265_09264	SHAE2_29500.2, SHAE2_29500.1
OG0004901	T265_03802	SHAE2_50970.1
OG0004902	T265_06391, T265_16019	SHAE2_39980.1
OG0004903	T265_00525	SHAE2_67240.1
OG0004904	T265_13823	SHAE2_68830.1
OG0004905	T265_14320	SHAE2_15630.1, SHAE2_15630.2, SHAE2_15630.4, SHAE2_15630.3, SHAE2_15630.5
OG0004906	T265_15058	SHAE2_14650.1
OG0004907	T265_02499	SHAE2_63310.1
OG0004908	T265_01917	SHAE2_31650.1
OG0004909	T265_07880	SHAE2_14290.1, SHAE2_14290.2
OG0004910	T265_02273	SHAE2_22390.1
OG0004911	T265_00242	SHAE2_1100.1
OG0004912	T265_08014	SHAE2_95100.1
OG0004913	T265_08454	SHAE2_61400.1
OG0004914	T265_09766	SHAE2_65020.2, SHAE2_65020.1
OG0004915	T265_06673	SHAE2_23710.1, SHAE2_23710.2
OG0004916	T265_05622, T265_09695	SHAE2_19160.1
OG0004917	T265_00681	SHAE2_38380.1
OG0004918	T265_09595	SHAE2_91510.1
OG0004919	T265_00300	SHAE2_55810.3, SHAE2_55810.5, SHAE2_55810.1, SHAE2_55810.4, SHAE2_55810.2
OG0004920	T265_03403	SHAE2_87160.1
OG0004922	T265_03276	SHAE2_81730.1
OG0004923	T265_10651	SHAE2_2400.1, SHAE2_2410.1
OG0004924	T265_07352	SHAE2_27470.1
OG0004925	T265_11218, T265_00347, T265_11217	SHAE2_59560.1
OG0004926	T265_10690	SHAE2_75810.1
OG0004927	T265_13851, T265_05757	SHAE2_95860.1, SHAE2_95860.2
OG0004928	T265_08654	SHAE2_70530.1
OG0004929	T265_12860	SHAE2_57580.1
OG0004930	T265_13206	SHAE2_84000.1
OG0004931	T265_04688	SHAE2_45330.1
OG0004932	T265_13255	SHAE2_24490.1
OG0004934	T265_08115	SHAE2_47010.2, SHAE2_47010.1
OG0004935	T265_07132	SHAE2_38510.2
OG0004936	T265_03796, T265_13335	SHAE2_96910.1
OG0004939	T265_10620	SHAE2_87410.1, SHAE2_87410.2
OG0004940	T265_14286	SHAE2_56010.2, SHAE2_56010.3, SHAE2_56010.1
OG0004941	T265_13032	SHAE2_67210.1, SHAE2_67210.2
OG0004942	T265_05171	SHAE2_70090.1
OG0004943	T265_06729	SHAE2_64410.1
OG0004944	T265_01244	SHAE2_60380.2, SHAE2_60380.1, SHAE2_60380.3, SHAE2_60380.5, SHAE2_60380.6, SHAE2_60380.4
OG0004945	T265_03527, T265_03529	SHAE2_34170.1, SHAE2_34170.2
OG0004946	T265_03632	SHAE2_39270.1, SHAE2_39270.3, SHAE2_39270.2
OG0004947	T265_08514	SHAE2_38580.1
OG0004948	T265_12608	SHAE2_38250.3, SHAE2_38250.2, SHAE2_38250.1
OG0004971	T265_03635	SHAE2_40550.1
OG0004972	T265_08185	SHAE2_7600.1, SHAE2_7600.2
OG0004974	T265_03609	SHAE2_52130.1
OG0004975	T265_06326	SHAE2_76200.1, SHAE2_76200.2
OG0004976	T265_06634	SHAE2_101650.1
OG0004977	T265_06722	SHAE2_64320.1
OG0004978	T265_06710	SHAE2_61280.1, SHAE2_61290.1
OG0004979	T265_14370	SHAE2_58470.1
OG0004980	T265_08640	SHAE2_32550.4, SHAE2_32550.1, SHAE2_32550.2, SHAE2_32550.5, SHAE2_32550.3
OG0004981	T265_10567	SHAE2_65760.1
OG0004982	T265_12457	SHAE2_90980.1
OG0004983	T265_06542	SHAE2_87370.1
OG0004984	T265_10940	SHAE2_33710.1, SHAE2_33710.2
OG0004985	T265_14187	SHAE2_80810.1, SHAE2_80810.2, SHAE2_80810.3
OG0004986	T265_04522, T265_15865	SHAE2_32450.1
OG0004987	T265_11681	SHAE2_48270.1
OG0004988	T265_07557, T265_07560, T265_07559	SHAE2_4680.3, SHAE2_4680.1, SHAE2_4680.2
OG0004989	T265_03835	SHAE2_74280.2, SHAE2_74280.1, SHAE2_74280.3
OG0004990	T265_05541	SHAE2_21290.1
OG0004991	T265_06920	SHAE2_5670.1
OG0004992	T265_10931	SHAE2_89410.1, SHAE2_89410.2, SHAE2_89410.3
OG0004993	T265_04069	SHAE2_46930.1
OG0004994	T265_12442	SHAE2_51170.1
OG0004996	T265_11827	SHAE2_69630.1, SHAE2_69630.2
OG0004997	T265_02388, T265_12996	SHAE2_91020.1
OG0004998	T265_14246, T265_15929	SHAE2_5330.1
OG0004999	T265_07741	SHAE2_95830.1
OG0005000	T265_00040	SHAE2_59410.1
OG0005001	T265_01635, T265_16360	SHAE2_89110.1
OG0005002	T265_15294	SHAE2_4620.1, SHAE2_4620.2
OG0005003	T265_06930	SHAE2_28660.2, SHAE2_28660.1, SHAE2_28660.3
OG0005004	T265_13031	SHAE2_65650.1
OG0005005	T265_14012, T265_15173	SHAE2_41360.1
OG0005006	T265_01170	SHAE2_66500.1, SHAE2_66500.2
OG0005007	T265_13144, T265_03003	SHAE2_42720.1
OG0005008	T265_13710	SHAE2_93450.1
OG0005009	T265_06607	SHAE2_37150.1
OG0005010	T265_09103	SHAE2_31450.1
OG0005011	T265_16299, T265_06466	SHAE2_30610.1
OG0005012	T265_12000	SHAE2_26750.1
OG0005013	T265_04646, T265_13553	SHAE2_39840.1
OG0005014	T265_12297	SHAE2_86560.1, SHAE2_86560.2
OG0005015	T265_03379	SHAE2_39220.2, SHAE2_39220.1, SHAE2_39220.3
OG0005016	T265_08211	SHAE2_62400.2, SHAE2_62400.3, SHAE2_62400.1
OG0005017	T265_04975	SHAE2_100180.2, SHAE2_100180.1
OG0005018	T265_10014, T265_10015, T265_10017	SHAE2_27060.1
OG0005019	T265_09203, T265_16222	SHAE2_91590.1, SHAE2_91590.2
OG0005020	T265_07599	SHAE2_47880.1
OG0005021	T265_13910	SHAE2_52160.1, SHAE2_52160.2
OG0005022	T265_14075	SHAE2_27310.1
OG0005023	T265_02496	SHAE2_91460.1, SHAE2_91460.2
OG0005024	T265_10824	SHAE2_16620.1
OG0005025	T265_03202	SHAE2_14940.1
OG0005026	T265_11629, T265_11630	SHAE2_67560.1
OG0005027	T265_13390	SHAE2_33750.1, SHAE2_33750.2
OG0005028	T265_13597	SHAE2_94340.1
OG0005030	T265_05704	SHAE2_26610.1
OG0005031	T265_03877	SHAE2_30710.1
OG0005033	T265_10596	SHAE2_20950.1
OG0005035	T265_13707	SHAE2_62340.1
OG0005036	T265_10717	SHAE2_64630.1
OG0005038	T265_14949, T265_03558	SHAE2_55670.1
OG0005039	T265_14909	SHAE2_62670.3, SHAE2_62670.2, SHAE2_62670.1, SHAE2_62670.4
OG0005040	T265_11703, T265_11702	SHAE2_57780.1
OG0005041	T265_05857, T265_05858, T265_05851	SHAE2_61630.1
OG0005042	T265_06258	SHAE2_34880.1, SHAE2_34880.2
OG0005043	T265_08463	SHAE2_67690.1
OG0005045	T265_08024	SHAE2_42670.1
OG0005046	T265_02358	SHAE2_60290.1
OG0005047	T265_15075	SHAE2_101960.2, SHAE2_101960.1, SHAE2_101960.4, SHAE2_101960.3
OG0005048	T265_05265	SHAE2_370.1
OG0005049	T265_12876	SHAE2_91400.1
OG0005050	T265_06282	SHAE2_16140.1
OG0005051	T265_06299	SHAE2_11080.1, SHAE2_11080.2
OG0005052	T265_03879	SHAE2_95480.1
OG0005053	T265_09811	SHAE2_38150.1
OG0005054	T265_16262, T265_16071, T265_12367	SHAE2_98590.1
OG0005055	T265_06834	SHAE2_2300.1
OG0005056	T265_13094	SHAE2_30970.1
OG0005057	T265_10535	SHAE2_44470.1
OG0005058	T265_07216	SHAE2_55770.1
OG0005059	T265_10049	SHAE2_17860.3, SHAE2_17860.4, SHAE2_17860.1, SHAE2_17860.2
OG0005060	T265_13096	SHAE2_34530.1
OG0005062	T265_00902, T265_10695	SHAE2_32800.1
OG0005063	T265_01488	SHAE2_46090.1, SHAE2_46090.2, SHAE2_46090.3
OG0005064	T265_14432	SHAE2_85980.1, SHAE2_85980.2
OG0005065	T265_12476, T265_12477	SHAE2_13990.1, SHAE2_13990.2, SHAE2_13990.3
OG0005067	T265_08708	SHAE2_39090.1
OG0005068	T265_00795	SHAE2_75630.1
OG0005069	T265_07336	SHAE2_32090.3, SHAE2_32090.1, SHAE2_32090.2
OG0005070	T265_00261	SHAE2_9970.1, SHAE2_9970.2, SHAE2_9970.3
OG0005071	T265_16186, T265_05399, T265_16157	SHAE2_27320.1
OG0005072	T265_08508	SHAE2_32370.3, SHAE2_32370.1, SHAE2_32370.2
OG0005073	T265_13813	SHAE2_3680.1, SHAE2_3680.2
OG0005074	T265_03122	SHAE2_10660.1, SHAE2_10660.3, SHAE2_10660.2
OG0005076	T265_15146	SHAE2_103380.1, SHAE2_103380.2
OG0005077	T265_00157	SHAE2_58890.1
OG0005078	T265_12753	SHAE2_75510.1
OG0005079	T265_04600, T265_02856, T265_09093	SHAE2_40410.1
OG0005080	T265_02923	SHAE2_10120.1, SHAE2_10110.1
OG0005081	T265_00233	SHAE2_10150.1
OG0005082	T265_09744	SHAE2_36520.1
OG0005083	T265_06380	SHAE2_45710.1
OG0005084	T265_08746	SHAE2_100790.2, SHAE2_100790.1
OG0005086	T265_12914	SHAE2_73300.1
OG0005087	T265_00777	SHAE2_78370.1
OG0005088	T265_02448	SHAE2_7670.1, SHAE2_7670.2, SHAE2_7670.4, SHAE2_7670.3
OG0005089	T265_07642	SHAE2_79620.1, SHAE2_79620.2
OG0005090	T265_02495	SHAE2_69190.1, SHAE2_69190.2
OG0005091	T265_15074	SHAE2_14720.1, SHAE2_14720.2
OG0005092	T265_06949	SHAE2_27410.1
OG0005094	T265_00335	SHAE2_80430.4, SHAE2_80430.1, SHAE2_80430.2, SHAE2_80430.3
OG0005095	T265_03449, T265_10865	SHAE2_4490.1
OG0005097	T265_13724	SHAE2_99980.1
OG0005098	T265_00311	SHAE2_58800.1
OG0005099	T265_04166	SHAE2_96710.1, SHAE2_96710.2
OG0005100	T265_09196	SHAE2_97380.1
OG0005101	T265_08828	SHAE2_54610.1, SHAE2_54610.2
OG0005102	T265_13525	SHAE2_64780.3, SHAE2_64780.1, SHAE2_64780.2
OG0005103	T265_02674	SHAE2_79300.1, SHAE2_79300.2
OG0005104	T265_15063	SHAE2_49520.1
OG0005105	T265_03843	SHAE2_80530.3, SHAE2_80530.1, SHAE2_80530.2
OG0005106	T265_11707, T265_16093	SHAE2_55510.1
OG0005108	T265_08259, T265_08257, T265_08258	SHAE2_90180.1
OG0005109	T265_15399	SHAE2_87190.1, SHAE2_87190.2
OG0005110	T265_02457	SHAE2_21550.1
OG0005111	T265_13278	SHAE2_57040.1
OG0005112	T265_09415	SHAE2_1430.1
OG0005113	T265_00337	SHAE2_75700.1, SHAE2_75700.3, SHAE2_75700.2
OG0005115	T265_02546	SHAE2_65180.2, SHAE2_65180.1
OG0005116	T265_08284	SHAE2_46370.1
OG0005117	T265_06301	SHAE2_1090.1
OG0005118	T265_13629	SHAE2_96960.1
OG0005119	T265_01433	SHAE2_72420.1, SHAE2_72410.1
OG0005120	T265_07110	SHAE2_90190.1
OG0005121	T265_13341	SHAE2_77050.1
OG0005122	T265_15528	SHAE2_97920.2, SHAE2_97920.1
OG0005123	T265_13443	SHAE2_72880.1, SHAE2_72880.2
OG0005124	T265_02916	SHAE2_1600.1
OG0005125	T265_10951	SHAE2_2030.1, SHAE2_2030.2
OG0005126	T265_10674, T265_10137	SHAE2_63200.2, SHAE2_63200.1
OG0005127	T265_08345	SHAE2_36230.1, SHAE2_36230.2
OG0005128	T265_01446	SHAE2_62200.1
OG0005130	T265_03705	SHAE2_24050.1
OG0005131	T265_00074	SHAE2_51350.1
OG0005133	T265_05811	SHAE2_58080.1
OG0005134	T265_00296	SHAE2_54190.1, SHAE2_54190.2
OG0005135	T265_13265	SHAE2_45920.1
OG0005136	T265_09434	SHAE2_81390.1
OG0005137	T265_05289	SHAE2_84680.1
OG0005138	T265_14960, T265_09804	SHAE2_19900.1
OG0005139	T265_06260	SHAE2_34910.1
OG0005140	T265_13323	SHAE2_27740.1
OG0005141	T265_02741	SHAE2_100290.1, SHAE2_100290.2
OG0005142	T265_05082	SHAE2_52410.1, SHAE2_52410.2, SHAE2_52410.4, SHAE2_52410.3
OG0005143	T265_06869	SHAE2_36480.1
OG0005144	T265_02842	SHAE2_78520.1
OG0005145	T265_01192	SHAE2_5260.1, SHAE2_5260.2
OG0005146	T265_08955, T265_13016	SHAE2_21570.1
OG0005147	T265_10173	SHAE2_54240.1, SHAE2_54230.1, SHAE2_54230.2
OG0005148	T265_12769, T265_01338	SHAE2_57390.1, SHAE2_57390.2
OG0005149	T265_14444	SHAE2_103470.1
OG0005151	T265_07122	SHAE2_86340.1, SHAE2_86340.2
OG0005152	T265_10470	SHAE2_8430.1
OG0005153	T265_08383	SHAE2_93810.1
OG0005154	T265_06113	SHAE2_59360.2, SHAE2_59360.1, SHAE2_59360.3
OG0005156	T265_12762	SHAE2_76320.1
OG0005157	T265_09542	SHAE2_140.1, SHAE2_140.2
OG0005158	T265_09142	SHAE2_91880.1, SHAE2_91880.2
OG0005159	T265_01492	SHAE2_46320.1
OG0005161	T265_00726	SHAE2_31700.1
OG0005162	T265_03028	SHAE2_7180.1
OG0005163	T265_02154	SHAE2_82290.1, SHAE2_82290.2
OG0005164	T265_09249	SHAE2_26280.1
OG0005165	T265_08354	SHAE2_98470.1
OG0005166	T265_13272	SHAE2_51690.1
OG0005167	T265_06977	SHAE2_84910.1
OG0005168	T265_13117	SHAE2_52350.1, SHAE2_52360.1
OG0005169	T265_12079	SHAE2_47300.1, SHAE2_47300.2
OG0005170	T265_14932	SHAE2_46600.1
OG0005171	T265_06504	SHAE2_5830.1
OG0005172	T265_05936	SHAE2_54990.1
OG0005173	T265_14208	SHAE2_99110.1, SHAE2_99110.4, SHAE2_99110.2, SHAE2_99110.3
OG0005174	T265_08698	SHAE2_91670.2, SHAE2_91670.3, SHAE2_91670.1
OG0005175	T265_06630	SHAE2_101320.1
OG0005176	T265_04994	SHAE2_46260.1
OG0005177	T265_12758	SHAE2_82490.1
OG0005178	T265_02547, T265_02548	SHAE2_70930.1
OG0005179	T265_01649	SHAE2_88690.1
OG0005180	T265_08584	SHAE2_22140.1
OG0005181	T265_07816, T265_14399	SHAE2_86770.1, SHAE2_86770.2
OG0005182	T265_00826	SHAE2_49470.1
OG0005183	T265_02061	SHAE2_62290.1
OG0005184	T265_14692	SHAE2_64170.1, SHAE2_64170.2
OG0005185	T265_02339	SHAE2_75960.1
OG0005186	T265_15113	SHAE2_68140.3, SHAE2_68140.1, SHAE2_68140.2
OG0005187	T265_09043	SHAE2_1390.1
OG0005188	T265_02621	SHAE2_92060.1, SHAE2_92060.3, SHAE2_92060.2
OG0005189	T265_06461	SHAE2_31240.1
OG0005190	T265_12632	SHAE2_78380.1
OG0005191	T265_11503	SHAE2_83900.4, SHAE2_83900.1, SHAE2_83900.2, SHAE2_83900.3
OG0005192	T265_12980	SHAE2_81850.1
OG0005193	T265_01677	SHAE2_86460.1
OG0005195	T265_03634	SHAE2_39260.1
OG0005196	T265_12728	SHAE2_61980.1
OG0005197	T265_12683	SHAE2_16240.1
OG0005198	T265_02888	SHAE2_49960.1, SHAE2_49960.2
OG0005199	T265_10805	SHAE2_92050.1
OG0005200	T265_02677	SHAE2_53750.1
OG0005201	T265_15346	SHAE2_87150.1, SHAE2_87150.2, SHAE2_87150.3
OG0005202	T265_05412	SHAE2_27370.1
OG0005203	T265_15114	SHAE2_43530.1, SHAE2_43530.2
OG0005204	T265_13012	SHAE2_18390.1
OG0005205	T265_09560	SHAE2_4270.1
OG0005206	T265_03569	SHAE2_55580.3, SHAE2_55580.1, SHAE2_55580.2
OG0005207	T265_09554	SHAE2_86980.1
OG0005208	T265_06101	SHAE2_58000.1, SHAE2_58000.2
OG0005210	T265_09402	SHAE2_19730.1
OG0005211	T265_03837	SHAE2_57840.1
OG0005212	T265_06492	SHAE2_10330.1
OG0005213	T265_14519	SHAE2_87900.1
OG0005214	T265_09867	SHAE2_7270.1
OG0005215	T265_05728	SHAE2_79470.1
OG0005216	T265_08060, T265_02472	SHAE2_2380.1
OG0005217	T265_10638	SHAE2_81200.1, SHAE2_81200.2
OG0005218	T265_12075	SHAE2_94000.1
OG0005219	T265_01010	SHAE2_10630.1, SHAE2_10630.2
OG0005220	T265_11531	SHAE2_5220.1
OG0005221	T265_04997	SHAE2_42020.1
OG0005222	T265_10254	SHAE2_310.1
OG0005223	T265_00818	SHAE2_76750.1
OG0005224	T265_01432	SHAE2_72430.1
OG0005225	T265_10998	SHAE2_31580.1
OG0005226	T265_02121	SHAE2_27380.1
OG0005227	T265_03054	SHAE2_8010.1
OG0005228	T265_12794	SHAE2_72400.1
OG0005229	T265_10969	SHAE2_1200.1
OG0005230	T265_13403	SHAE2_51090.2, SHAE2_51090.1
OG0005231	T265_01462	SHAE2_46780.1, SHAE2_46780.2
OG0005232	T265_03949	SHAE2_20410.1
OG0005233	T265_11820	SHAE2_22090.1
OG0005234	T265_14244	SHAE2_17220.1, SHAE2_17220.2
OG0005236	T265_04301	SHAE2_93730.1, SHAE2_93730.2
OG0005237	T265_15641	SHAE2_89920.1
OG0005241	T265_09351	SHAE2_70030.1
OG0005242	T265_10714	SHAE2_67230.1
OG0005244	T265_05974	SHAE2_18990.1
OG0005246	T265_04129	SHAE2_44300.1, SHAE2_44300.2
OG0005247	T265_07258, T265_15833	SHAE2_23470.1, SHAE2_23470.2
OG0005248	T265_08876	SHAE2_73420.1
OG0005249	T265_09395	SHAE2_15380.1, SHAE2_15380.2
OG0005251	T265_10808	SHAE2_13950.1
OG0005252	T265_14185	SHAE2_84870.1, SHAE2_84860.1, SHAE2_84860.2, SHAE2_84860.3
OG0005253	T265_14940	SHAE2_45540.1
OG0005254	T265_16086	SHAE2_17370.1
OG0005283	T265_07745	SHAE2_93130.1
OG0005284	T265_05448	SHAE2_79330.1, SHAE2_79330.2
OG0005285	T265_12614	SHAE2_33660.1
OG0005286	T265_14394	SHAE2_31830.2, SHAE2_31830.1
OG0005287	T265_03322	SHAE2_13360.1
OG0005289	T265_00459, T265_12550, T265_00460	SHAE2_51240.1
OG0005290	T265_04696	SHAE2_44820.1
OG0005291	T265_06357	SHAE2_44430.1
OG0005292	T265_11219	SHAE2_47440.1
OG0005293	T265_04198	SHAE2_64050.1
OG0005294	T265_12032, T265_14151, T265_06837	SHAE2_59940.1
OG0005295	T265_04038	SHAE2_60520.1
OG0005296	T265_15709	SHAE2_47470.2, SHAE2_47470.1
OG0005297	T265_08431, T265_15812	SHAE2_87130.1
OG0005298	T265_08102	SHAE2_45190.1
OG0005300	T265_05373	SHAE2_94570.1
OG0005301	T265_10884, T265_00030	SHAE2_75560.1
OG0005302	T265_12789	SHAE2_21680.1
OG0005303	T265_01240	SHAE2_58840.1, SHAE2_58810.1
OG0005304	T265_03830	SHAE2_93920.1
OG0005305	T265_15316	SHAE2_39780.1
OG0005307	T265_08389	SHAE2_42160.1
OG0005309	T265_02112	SHAE2_26970.1
OG0005310	T265_07235, T265_00714	SHAE2_1420.2, SHAE2_1420.3, SHAE2_1420.1
OG0005313	T265_16115	SHAE2_25790.1
OG0005314	T265_05533	SHAE2_22800.3, SHAE2_22800.1, SHAE2_22800.2
OG0005315	T265_14506	SHAE2_61500.1
OG0005316	T265_11658	SHAE2_87050.1, SHAE2_87060.1
OG0005317	T265_07010	SHAE2_63660.1
OG0005318	T265_01887	SHAE2_31480.1
