Orthogroup	opisthorchis_viverrini	schmidtea_mediterranea
OG0006573	T265_10380	h1SMcT0017971.1
OG0006574	T265_00628	h1SMcT0001195.1, h1SMcT0022907.1, h1SMcT0022907.2
OG0006575	T265_05860, T265_15914	h1SMcT0007824.1, h1SMcT0007824.2
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	h1SMcT0002191.1, h1SMcT0002191.2
OG0006579	T265_04072	h1SMcT0022358.1, h1SMcT0022358.2, h1SMcT0022358.3, h1SMcT0022358.4
OG0006580	T265_06753	h1SMcT0012739.1, h1SMcT0012739.2
OG0006581	T265_01022	h1SMcT0011356.1, h1SMcT0013532.1
OG0006582	T265_06600	h1SMcT0021507.1, h1SMcT0010828.1, h1SMcT0010714.1
OG0006585	T265_10220	h1SMcT0003746.1
OG0006586	T265_06535	h1SMcT0018534.1
OG0006588	T265_04942	h1SMcT0008337.1
OG0006590	T265_07241	h1SMcT0001276.1, h1SMcT0019290.1, h1SMcT0019290.2, h1SMcT0019290.3
OG0006591	T265_06110	h1SMcT0012764.1
OG0006595	T265_13783	h1SMcT0002034.1
OG0006596	T265_14736	h1SMcT0010208.1, h1SMcT0010208.2
OG0006597	T265_15644	h1SMcT0006841.1
OG0006598	T265_04813	h1SMcT0011555.1, h1SMcT0015818.1, h1SMcT0012618.1, h1SMcT0001878.1, h1SMcT0001878.2
OG0006601	T265_05089	h1SMcT0013008.2
OG0006604	T265_02143	h1SMcT0006690.1
OG0006605	T265_15195	h1SMcT0003987.2, h1SMcT0003987.1, h1SMcT0003987.3, h1SMcT0003987.4
OG0006606	T265_10657	h1SMcT0018446.1, h1SMcT0018446.2
OG0006607	T265_04245	h1SMcT0004103.1
OG0006608	T265_04438	h1SMcT0008833.1, h1SMcT0014528.1, h1SMcT0013569.1
OG0006612	T265_09273, T265_05852	h1SMcT0012946.1, h1SMcT0013086.1, h1SMcT0001876.2, h1SMcT0001876.3, h1SMcT0002472.1, h1SMcT0018948.1, h1SMcT0016187.1, h1SMcT0007509.1, h1SMcT0020225.1, h1SMcT0005028.1, h1SMcT0019024.1, h1SMcT0010678.1, h1SMcT0001876.1, h1SMcT0010678.2
OG0006613	T265_08081	h1SMcT0017031.1, h1SMcT0001928.1
OG0006614	T265_11437	h1SMcT0008173.1
OG0006616	T265_09162	h1SMcT0002093.1
OG0006619	T265_01062	h1SMcT0007411.1, h1SMcT0000282.1
OG0006620	T265_11532	h1SMcT0017271.1, h1SMcT0017271.2
OG0006622	T265_07997	h1SMcT0012049.1
OG0006624	T265_00402	h1SMcT0013698.1, h1SMcT0013698.2
OG0006625	T265_00626	h1SMcT0015066.1
OG0006626	T265_16206, T265_10359, T265_16251	h1SMcT0018963.1
OG0006627	T265_15096	h1SMcT0000534.5
OG0006628	T265_06512	h1SMcT0022187.1
OG0006630	T265_02374, T265_12306, T265_02376	h1SMcT0017296.1
OG0006632	T265_00693	h1SMcT0003631.1
OG0006633	T265_12533	h1SMcT0006207.1, h1SMcT0020454.1, h1SMcT0006996.1, h1SMcT0021098.1, h1SMcT0021099.1
OG0006634	T265_09918	h1SMcT0007730.1
OG0006636	T265_01102	h1SMcT0021936.1
OG0006638	T265_07959, T265_12103, T265_12336	h1SMcT0002815.1
OG0006639	T265_01732	h1SMcT0013965.1
OG0006640	T265_02101	h1SMcT0011267.1, h1SMcT0003930.1, h1SMcT0003930.2, h1SMcT0003930.3
OG0006642	T265_14387	h1SMcT0020634.1, h1SMcT0010623.1, h1SMcT0010623.2
OG0006644	T265_11470	h1SMcT0015822.1, h1SMcT0017092.1
OG0006645	T265_04180	h1SMcT0008107.1
OG0006646	T265_14470	h1SMcT0015675.1, h1SMcT0016764.1
OG0006647	T265_04949	h1SMcT0000063.1
OG0006648	T265_06317	h1SMcT0022436.1
OG0006651	T265_03076	h1SMcT0021649.1
OG0006653	T265_01556	h1SMcT0003680.1, h1SMcT0014349.1, h1SMcT0015536.1
OG0006654	T265_06319	h1SMcT0010499.1, h1SMcT0010499.2, h1SMcT0010499.3
OG0006655	T265_10613	h1SMcT0020640.1, h1SMcT0020640.2
OG0006656	T265_10612	h1SMcT0011532.1
OG0006657	T265_01090	h1SMcT0017824.1, h1SMcT0017824.2, h1SMcT0017824.3
OG0006659	T265_04507	h1SMcT0013158.1, h1SMcT0004802.1, h1SMcT0022494.1
OG0006660	T265_07919	h1SMcT0015553.1
OG0006661	T265_06986	h1SMcT0007949.1, h1SMcT0007949.2
OG0006665	T265_09475	h1SMcT0021157.1
OG0006666	T265_05118	h1SMcT0022292.1, h1SMcT0022292.2
OG0006667	T265_06889	h1SMcT0017461.1
OG0006668	T265_08869	h1SMcT0002023.1, h1SMcT0004921.1
OG0006669	T265_06871, T265_14158	h1SMcT0013425.1, h1SMcT0013425.2
OG0006670	T265_01723	h1SMcT0020793.1
OG0006672	T265_07550	h1SMcT0013492.1
OG0006673	T265_14096	h1SMcT0006718.1
OG0006675	T265_14098	h1SMcT0020173.1, h1SMcT0003835.1, h1SMcT0002964.1, h1SMcT0013085.1
OG0006676	T265_02337	h1SMcT0020171.1
OG0006678	T265_02364	h1SMcT0017713.1
OG0006680	T265_14576	h1SMcT0022338.1
OG0006682	T265_13643	h1SMcT0018418.1
OG0006685	T265_01793	h1SMcT0018758.1, h1SMcT0018759.1
OG0006686	T265_00388	h1SMcT0002037.1
OG0006688	T265_10138	h1SMcT0012656.1, h1SMcT0016114.1, h1SMcT0023009.1
OG0006690	T265_02014	h1SMcT0013116.2
OG0006691	T265_14118	h1SMcT0010292.1
OG0006692	T265_09931, T265_11715	h1SMcT0022235.1
OG0006693	T265_06000	h1SMcT0010545.1
OG0006694	T265_05779	h1SMcT0014545.1
OG0006696	T265_00566	h1SMcT0015115.1
OG0006697	T265_03625	h1SMcT0006745.1
OG0006699	T265_00029	h1SMcT0021435.1
OG0006700	T265_00710	h1SMcT0014346.1, h1SMcT0006616.1, h1SMcT0006616.2
OG0006701	T265_09665	h1SMcT0012881.1, h1SMcT0012881.3, h1SMcT0012881.2, h1SMcT0012881.4
OG0006703	T265_07174	h1SMcT0014286.6, h1SMcT0014286.3, h1SMcT0014286.7
OG0006704	T265_09491	h1SMcT0003048.1, h1SMcT0003048.2
OG0006705	T265_00312	h1SMcT0021854.1, h1SMcT0021854.2
OG0006709	T265_06181	h1SMcT0002550.1
OG0006711	T265_07615	h1SMcT0002727.1, h1SMcT0010865.1
OG0006712	T265_03406	h1SMcT0010294.1, h1SMcT0010294.2, h1SMcT0010294.3
OG0006713	T265_14943	h1SMcT0007128.1
OG0006714	T265_13836	h1SMcT0000583.4, h1SMcT0000583.3, h1SMcT0000583.1
OG0006716	T265_00372, T265_00371	h1SMcT0018762.1
OG0006718	T265_00853	h1SMcT0006428.2
OG0006721	T265_09405	h1SMcT0002343.1
OG0006724	T265_04424, T265_11296	h1SMcT0015392.1, h1SMcT0015392.2
OG0006725	T265_08874	h1SMcT0010948.1
OG0006726	T265_14354	h1SMcT0002612.1, h1SMcT0002612.2, h1SMcT0002612.3
OG0006731	T265_01865	h1SMcT0006628.1
OG0006732	T265_03141	h1SMcT0005049.1, h1SMcT0005049.2, h1SMcT0013215.1, h1SMcT0013217.1
OG0006734	T265_01901	h1SMcT0008614.1
OG0006736	T265_01789	h1SMcT0016884.1, h1SMcT0009835.1, h1SMcT0015572.1, h1SMcT0015572.2
OG0006739	T265_00860	h1SMcT0019337.1
OG0006740	T265_01698	h1SMcT0003280.1, h1SMcT0003280.2, h1SMcT0003280.3
OG0006741	T265_05530	h1SMcT0005905.1, h1SMcT0005905.2
OG0006742	T265_07162	h1SMcT0014326.1
OG0006743	T265_00014	h1SMcT0011415.1
OG0006745	T265_15337	h1SMcT0006542.1, h1SMcT0003675.1, h1SMcT0003677.1, h1SMcT0003677.2
OG0006747	T265_13929	h1SMcT0015628.1
OG0006750	T265_11230	h1SMcT0003482.1
OG0006751	T265_10348	h1SMcT0008216.1
OG0006752	T265_06481	h1SMcT0009544.1
OG0006753	T265_13704	h1SMcT0019734.1
OG0006755	T265_11582	h1SMcT0002804.1
OG0006756	T265_08611	h1SMcT0012602.2, h1SMcT0012602.3
OG0006757	T265_03052	h1SMcT0007943.1
OG0006760	T265_01137	h1SMcT0010509.1
OG0006761	T265_11394	h1SMcT0017058.1
OG0006762	T265_13612	h1SMcT0021079.1
OG0006763	T265_15371, T265_15370	h1SMcT0015240.1
OG0006768	T265_01568	h1SMcT0017877.1
OG0006769	T265_02933	h1SMcT0019307.1, h1SMcT0005177.1, h1SMcT0005177.2
OG0006770	T265_01465	h1SMcT0007005.2, h1SMcT0013961.1
OG0006771	T265_07961	h1SMcT0019145.6
OG0006774	T265_11214	h1SMcT0018285.1
OG0006775	T265_10444	h1SMcT0020844.1
OG0006776	T265_06721	h1SMcT0016119.1
OG0006777	T265_04430, T265_12355	h1SMcT0007529.1
OG0006778	T265_11184	h1SMcT0005307.1, h1SMcT0020404.1
OG0006779	T265_11785	h1SMcT0017550.1
OG0006780	T265_12841	h1SMcT0003632.2, h1SMcT0003632.1, h1SMcT0003632.3
OG0006781	T265_03372	h1SMcT0016351.1, h1SMcT0016351.2
OG0006783	T265_10461	h1SMcT0017227.1, h1SMcT0017227.2
OG0006786	T265_11211	h1SMcT0010342.1
OG0006787	T265_08649	h1SMcT0001982.1, h1SMcT0001982.2, h1SMcT0001982.3
OG0006789	T265_07766	h1SMcT0002084.1, h1SMcT0011424.1
OG0006792	T265_16192	h1SMcT0004945.3, h1SMcT0004945.1, h1SMcT0004945.2
OG0006793	T265_14043	h1SMcT0005284.1
OG0006795	T265_05585	h1SMcT0021120.1, h1SMcT0015161.1, h1SMcT0014428.1, h1SMcT0010726.1, h1SMcT0011116.1
OG0006802	T265_07255	h1SMcT0000162.1
OG0006804	T265_15818	h1SMcT0016627.1
OG0006807	T265_02809, T265_06602	h1SMcT0016309.1, h1SMcT0016309.2, h1SMcT0016309.3
OG0006808	T265_05692	h1SMcT0002026.1
OG0006813	T265_00110	h1SMcT0012336.8
OG0006816	T265_01883	h1SMcT0022044.1, h1SMcT0022073.1
OG0006819	T265_11336	h1SMcT0003122.5, h1SMcT0003122.2, h1SMcT0003122.3, h1SMcT0003122.1, h1SMcT0003122.4
OG0006820	T265_11375	h1SMcT0020456.1, h1SMcT0020456.2, h1SMcT0018062.1, h1SMcT0000761.1
OG0006821	T265_13587	h1SMcT0002883.1, h1SMcT0022849.1, h1SMcT0002883.2, h1SMcT0022849.2
OG0006851	T265_04193	h1SMcT0010282.1
OG0006853	T265_05500	h1SMcT0017000.1
OG0006854	T265_03608	h1SMcT0014340.1
OG0006860	T265_11734	h1SMcT0001712.1
OG0006861	T265_13231	h1SMcT0006791.1
OG0006864	T265_00461	h1SMcT0006082.1
OG0006865	T265_11837	h1SMcT0001719.1, h1SMcT0001719.2
OG0006868	T265_13505	h1SMcT0001266.2
OG0006870	T265_01915	h1SMcT0022169.1, h1SMcT0022169.2
OG0006872	T265_00059	h1SMcT0002105.1, h1SMcT0002105.2
OG0006873	T265_03060	h1SMcT0013730.1, h1SMcT0013730.2
OG0006875	T265_10107	h1SMcT0009117.1, h1SMcT0008090.1
OG0006877	T265_00054	h1SMcT0003438.3, h1SMcT0003438.1, h1SMcT0003438.2
OG0006878	T265_04650	h1SMcT0014952.1, h1SMcT0015726.1
OG0006879	T265_10539	h1SMcT0020292.1, h1SMcT0020292.3, h1SMcT0020292.4
OG0006880	T265_07814	h1SMcT0009636.1
OG0006883	T265_07476	h1SMcT0003893.3, h1SMcT0003893.1, h1SMcT0003893.2
OG0006884	T265_10639	h1SMcT0011757.1, h1SMcT0011757.2
OG0006886	T265_06262	h1SMcT0014883.1
OG0006887	T265_03261	h1SMcT0000937.1, h1SMcT0018466.1
OG0006888	T265_14329	h1SMcT0015706.1
OG0006889	T265_03887	h1SMcT0000425.1
OG0006892	T265_15484	h1SMcT0012690.1
OG0006893	T265_12782	h1SMcT0013144.1
OG0006894	T265_11279	h1SMcT0004651.1
OG0006897	T265_02572	h1SMcT0018141.1
OG0006899	T265_10826	h1SMcT0004174.1
OG0006902	T265_07704	h1SMcT0008353.1, h1SMcT0014624.1
OG0006903	T265_02091	h1SMcT0002236.1
OG0006904	T265_00478	h1SMcT0020982.1
OG0006906	T265_06776	h1SMcT0002849.1, h1SMcT0002849.2
OG0006907	T265_05472	h1SMcT0006458.1, h1SMcT0016894.1, h1SMcT0016894.2
OG0006909	T265_13530	h1SMcT0017124.1, h1SMcT0004942.1, h1SMcT0004942.2
OG0006911	T265_01351	h1SMcT0011746.1
OG0006912	T265_03021	h1SMcT0011834.1, h1SMcT0011834.2
OG0006913	T265_13251	h1SMcT0015869.1
OG0006914	T265_07635	h1SMcT0020529.1
OG0006915	T265_06054	h1SMcT0006002.1, h1SMcT0019076.1
OG0006916	T265_11420	h1SMcT0020644.1
OG0006917	T265_00954	h1SMcT0002795.1
OG0006920	T265_04233	h1SMcT0007473.1
OG0006921	T265_01451	h1SMcT0008461.1
OG0006922	T265_11866	h1SMcT0000292.1
OG0006923	T265_10133	h1SMcT0018123.1
OG0006924	T265_01985	h1SMcT0006067.1, h1SMcT0018217.1, h1SMcT0018217.2
OG0006925	T265_09437	h1SMcT0004596.2, h1SMcT0004596.1, h1SMcT0004596.3
OG0006927	T265_02694	h1SMcT0012908.1
OG0006928	T265_09545	h1SMcT0015508.1
OG0006931	T265_14441	h1SMcT0004307.1, h1SMcT0023005.1, h1SMcT0000769.1
OG0006932	T265_11936	h1SMcT0021407.1
OG0006934	T265_08104	h1SMcT0017484.1, h1SMcT0017484.2
OG0006935	T265_12752	h1SMcT0010293.1, h1SMcT0010293.2
OG0006936	T265_09992	h1SMcT0020758.1
OG0006937	T265_02852	h1SMcT0019014.1
OG0006942	T265_04946	h1SMcT0007800.1
OG0006946	T265_08530	h1SMcT0007995.1
OG0006950	T265_14502	h1SMcT0021375.1, h1SMcT0021375.2
OG0006952	T265_15597	h1SMcT0018878.1, h1SMcT0020352.1
OG0006953	T265_12564	h1SMcT0016587.1
OG0006956	T265_14691	h1SMcT0011351.1
OG0006957	T265_10694	h1SMcT0021744.1
OG0006958	T265_02049	h1SMcT0001405.1
OG0006959	T265_10804	h1SMcT0008056.1
OG0006963	T265_14844	h1SMcT0018763.1
OG0006964	T265_08937	h1SMcT0009161.1, h1SMcT0009161.2
OG0006965	T265_08989	h1SMcT0010430.1
OG0006969	T265_12516	h1SMcT0012156.1
OG0006971	T265_06978	h1SMcT0014039.1
OG0006972	T265_02545	h1SMcT0013994.1, h1SMcT0013994.2, h1SMcT0013994.3
OG0006974	T265_06012	h1SMcT0009315.1
OG0006975	T265_06684	h1SMcT0020174.1
OG0006977	T265_06254	h1SMcT0004383.1, h1SMcT0017890.1
OG0006978	T265_06003	h1SMcT0021078.1
OG0006982	T265_00137	h1SMcT0007714.1, h1SMcT0011468.1, h1SMcT0011468.2
OG0006983	T265_07247	h1SMcT0013786.1
OG0006984	T265_00095	h1SMcT0001924.1, h1SMcT0014161.1
OG0006985	T265_04089	h1SMcT0010035.2
OG0006986	T265_06305	h1SMcT0005985.1
OG0006987	T265_01944	h1SMcT0009223.1
OG0006988	T265_01942	h1SMcT0019748.1
OG0006989	T265_08221	h1SMcT0011654.1, h1SMcT0014537.1
OG0006991	T265_13293	h1SMcT0019249.1, h1SMcT0019249.2
OG0006993	T265_14598	h1SMcT0005776.1, h1SMcT0005776.2
OG0006996	T265_07838	h1SMcT0021139.3, h1SMcT0021139.1, h1SMcT0021139.2
OG0006998	T265_05829	h1SMcT0002185.1
OG0006999	T265_00467	h1SMcT0018288.1
OG0007000	T265_09618	h1SMcT0013026.1, h1SMcT0015938.1
OG0007003	T265_09312	h1SMcT0015906.1, h1SMcT0015906.2
OG0007005	T265_12553	h1SMcT0016080.1, h1SMcT0018648.1, h1SMcT0018648.2
OG0007006	T265_14425	h1SMcT0019219.1, h1SMcT0019219.2
OG0007010	T265_14018	h1SMcT0005039.1
OG0007011	T265_02707	h1SMcT0006361.1
OG0007017	T265_11541	h1SMcT0015426.1
OG0007020	T265_12742	h1SMcT0017566.1
OG0007021	T265_07285	h1SMcT0019706.1
OG0007024	T265_15203	h1SMcT0012112.1
OG0007025	T265_07349	h1SMcT0002131.1, h1SMcT0018587.3
OG0007027	T265_09943	h1SMcT0009654.1, h1SMcT0009654.2, h1SMcT0009647.1, h1SMcT0009648.1
OG0007029	T265_03667	h1SMcT0010609.1, h1SMcT0017602.1
OG0007030	T265_07191, T265_07190	h1SMcT0003739.1, h1SMcT0016936.1
OG0007031	T265_11841	h1SMcT0021258.1
OG0007032	T265_07667	h1SMcT0002445.1
OG0007034	T265_07663	h1SMcT0011931.1
OG0007035	T265_12452	h1SMcT0005155.1
OG0007037	T265_03926	h1SMcT0008779.1
OG0007038	T265_01371	h1SMcT0007438.1, h1SMcT0008380.1
OG0007039	T265_03610	h1SMcT0013392.1
OG0007041	T265_06247	h1SMcT0009540.1
OG0007042	T265_03246	h1SMcT0020289.1
OG0007043	T265_09179	h1SMcT0001050.1
OG0007046	T265_14520	h1SMcT0001007.1
OG0007047	T265_05862	h1SMcT0022469.1
OG0007049	T265_05109, T265_05744	h1SMcT0007563.1
OG0007050	T265_06288	h1SMcT0009727.1
OG0007051	T265_07764	h1SMcT0007728.1
OG0007052	T265_04388	h1SMcT0003954.1, h1SMcT0003972.1
OG0007053	T265_08719	h1SMcT0013525.1
OG0007054	T265_07732	h1SMcT0021100.1
OG0007055	T265_09154	h1SMcT0002803.1
OG0007056	T265_05999	h1SMcT0018681.1
OG0007057	T265_03345	h1SMcT0016712.1
OG0007059	T265_00376	h1SMcT0017549.1
OG0007061	T265_04829	h1SMcT0007413.1
OG0007064	T265_05766	h1SMcT0020893.1
OG0007065	T265_00953	h1SMcT0004451.1
OG0007066	T265_13391, T265_08571	h1SMcT0015020.1, h1SMcT0015020.2, h1SMcT0016204.1
OG0007068	T265_12898, T265_11246	h1SMcT0021578.1
OG0007069	T265_00550, T265_00551	h1SMcT0009842.1, h1SMcT0011529.1
OG0007070	T265_12510	h1SMcT0013985.4
OG0007072	T265_04896	h1SMcT0010871.1
OG0007073	T265_00813	h1SMcT0003147.1
OG0007074	T265_15487	h1SMcT0021767.1, h1SMcT0021767.2
OG0007075	T265_07989	h1SMcT0001894.1
OG0007076	T265_15038	h1SMcT0001640.1
OG0007077	T265_00533	h1SMcT0018552.1
OG0007079	T265_03240	h1SMcT0018197.1
OG0007080	T265_10816	h1SMcT0000628.1, h1SMcT0014498.1, h1SMcT0014498.2
OG0007081	T265_14231	h1SMcT0000255.1
OG0007082	T265_04328	h1SMcT0015016.1
OG0007083	T265_10687	h1SMcT0014018.1
OG0007085	T265_04904	h1SMcT0011633.1
OG0007087	T265_07785	h1SMcT0009053.1
OG0007092	T265_14165	h1SMcT0010032.1, h1SMcT0010032.2, h1SMcT0010032.3
OG0007097	T265_02682	h1SMcT0004570.1, h1SMcT0022472.1
OG0007099	T265_11083	h1SMcT0018568.1
OG0007104	T265_11729	h1SMcT0001823.1
OG0007106	T265_11550	h1SMcT0004604.1
OG0007114	T265_04757	h1SMcT0021263.1, h1SMcT0021263.2, h1SMcT0021263.3
OG0007115	T265_07425	h1SMcT0011238.1
OG0007149	T265_05281	h1SMcT0006282.1
OG0007151	T265_13997	h1SMcT0005407.1
OG0007155	T265_06709	h1SMcT0011482.1
OG0007156	T265_08863	h1SMcT0003032.1
OG0007157	T265_00824	h1SMcT0002614.1, h1SMcT0007151.1
OG0007158	T265_05761	h1SMcT0002186.1, h1SMcT0002186.2
OG0007160	T265_13481	h1SMcT0002751.1
OG0007161	T265_09832	h1SMcT0020408.1
OG0007164	T265_05725	h1SMcT0010860.1, h1SMcT0010860.2, h1SMcT0010860.3
OG0007168	T265_15062	h1SMcT0014485.1, h1SMcT0015694.1
OG0007171	T265_12441	h1SMcT0000548.1
OG0007172	T265_15713	h1SMcT0016774.1
OG0007173	T265_03123	h1SMcT0020062.1, h1SMcT0020063.1
OG0007174	T265_03572	h1SMcT0012629.1
OG0007176	T265_09466	h1SMcT0004754.1
OG0007178	T265_00637	h1SMcT0008401.1
OG0007180	T265_10346	h1SMcT0018703.1
OG0007183	T265_02366, T265_06551, T265_04534	h1SMcT0009817.1, h1SMcT0009818.1, h1SMcT0014576.1, h1SMcT0014572.1, h1SMcT0014575.1, h1SMcT0016218.1, h1SMcT0016379.1
OG0007184	T265_05750	h1SMcT0021494.1
OG0007186	T265_05727	h1SMcT0012919.1
OG0007187	T265_09224	h1SMcT0008955.1
OG0007188	T265_04191	h1SMcT0004481.1
OG0007193	T265_01765, T265_12272	h1SMcT0014416.1
OG0007195	T265_05776	h1SMcT0012146.1
OG0007196	T265_00986	h1SMcT0004471.1, h1SMcT0004471.2
OG0007197	T265_14654	h1SMcT0014725.1, h1SMcT0014725.2
OG0007198	T265_14536	h1SMcT0019934.1, h1SMcT0021759.1
OG0007199	T265_05694	h1SMcT0010939.1
OG0007200	T265_01598	h1SMcT0007471.1
OG0007201	T265_09750	h1SMcT0007747.1, h1SMcT0007782.1
OG0007202	T265_05903	h1SMcT0009095.1
OG0007203	T265_08004	h1SMcT0019918.1
OG0007204	T265_02881, T265_13111, T265_15800, T265_12540, T265_00446	h1SMcT0003330.1
OG0007206	T265_13211	h1SMcT0004125.1, h1SMcT0008043.1
OG0007209	T265_16207	h1SMcT0003224.1
OG0007210	T265_12116	h1SMcT0001140.1
OG0007213	T265_13697	h1SMcT0020571.1
OG0007214	T265_15405	h1SMcT0010800.1
OG0007215	T265_12481	h1SMcT0006465.1, h1SMcT0006465.2
OG0007216	T265_13250	h1SMcT0000191.1
OG0007217	T265_10000	h1SMcT0003883.1, h1SMcT0022969.1
OG0007218	T265_00164	h1SMcT0018564.1
OG0007220	T265_08851	h1SMcT0003298.1, h1SMcT0003298.2
OG0007228	T265_00447	h1SMcT0006711.1, h1SMcT0022086.1
OG0007234	T265_11482	h1SMcT0000634.1, h1SMcT0001648.1
OG0007237	T265_14971	h1SMcT0018062.2, h1SMcT0016838.1
OG0007240	T265_00429	h1SMcT0002699.1
OG0007242	T265_01487	h1SMcT0013832.1
OG0007244	T265_14474	h1SMcT0005366.1
OG0007245	T265_01358	h1SMcT0012769.1
OG0007246	T265_16196	h1SMcT0005854.1
OG0007247	T265_04294	h1SMcT0009971.1
OG0007248	T265_05026	h1SMcT0015655.1
OG0007250	T265_15036	h1SMcT0003236.3, h1SMcT0003236.1, h1SMcT0003236.2, h1SMcT0003236.4
OG0007251	T265_11004	h1SMcT0009290.1
OG0007255	T265_13345	h1SMcT0011677.1, h1SMcT0011677.2
OG0007256	T265_05855, T265_12346	h1SMcT0003282.1
OG0007257	T265_15493	h1SMcT0004411.1, h1SMcT0004411.2
OG0007260	T265_04860	h1SMcT0014466.1, h1SMcT0014466.2
OG0007263	T265_11430	h1SMcT0011394.1
OG0007265	T265_05604	h1SMcT0005554.1
OG0007268	T265_14215	h1SMcT0011021.1
OG0007269	T265_05536	h1SMcT0006663.1
OG0007272	T265_08519	h1SMcT0017660.1, h1SMcT0021402.1
OG0007273	T265_15362	h1SMcT0007591.1, h1SMcT0022376.1
OG0007274	T265_01767	h1SMcT0015002.1
OG0007277	T265_13133	h1SMcT0015054.1, h1SMcT0015054.2
OG0007282	T265_09878	h1SMcT0017836.1
OG0007284	T265_09365	h1SMcT0015498.1, h1SMcT0008437.1, h1SMcT0008437.2
OG0007285	T265_01509	h1SMcT0014713.1
OG0007287	T265_07184	h1SMcT0014936.1
OG0007288	T265_12855	h1SMcT0011913.1
OG0007290	T265_11607	h1SMcT0022016.1, h1SMcT0022016.2
OG0007291	T265_13686	h1SMcT0021291.1
OG0007294	T265_00456	h1SMcT0018383.1
OG0007295	T265_13500	h1SMcT0019052.1
OG0007296	T265_08875	h1SMcT0002666.1, h1SMcT0015969.1
OG0007299	T265_03981	h1SMcT0006683.1
OG0007300	T265_01038	h1SMcT0017648.1
OG0007302	T265_06965	h1SMcT0015784.1
OG0007303	T265_07698	h1SMcT0013366.1
OG0007306	T265_01724	h1SMcT0017091.1
OG0007308	T265_06111	h1SMcT0021917.1, h1SMcT0022740.2, h1SMcT0022740.1
OG0007311	T265_14148	h1SMcT0006922.1
OG0007313	T265_10686	h1SMcT0017433.1
OG0007314	T265_02895	h1SMcT0015452.1
OG0007316	T265_07031	h1SMcT0009523.1
OG0007319	T265_03866	h1SMcT0002039.1
OG0007320	T265_10123	h1SMcT0017394.1, h1SMcT0017394.2
OG0007321	T265_04596	h1SMcT0018216.1
OG0007322	T265_00608	h1SMcT0018211.1
OG0007323	T265_07850	h1SMcT0014041.1
OG0007327	T265_03124	h1SMcT0007510.1, h1SMcT0007592.1
OG0007329	T265_09888	h1SMcT0003743.1, h1SMcT0003743.3, h1SMcT0003743.2
OG0007331	T265_05298	h1SMcT0014850.1
OG0007332	T265_15382	h1SMcT0010916.1, h1SMcT0013920.1
OG0007334	T265_09596	h1SMcT0001765.1
OG0007335	T265_04559	h1SMcT0014303.1
OG0007336	T265_15467	h1SMcT0022384.1
OG0007340	T265_11151	h1SMcT0022339.1
OG0007341	T265_09233	h1SMcT0013152.1, h1SMcT0013152.2
OG0007342	T265_05423	h1SMcT0001525.1, h1SMcT0008862.1
OG0007345	T265_09850	h1SMcT0014812.1
OG0007346	T265_07084	h1SMcT0019757.1
OG0007348	T265_08944	h1SMcT0006109.2, h1SMcT0006109.5
OG0007351	T265_07712	h1SMcT0014183.1
OG0007352	T265_10585, T265_15401	h1SMcT0010345.1
OG0007356	T265_10835	h1SMcT0014786.1, h1SMcT0014787.1
OG0007358	T265_00267	h1SMcT0005702.1, h1SMcT0019353.1, h1SMcT0021967.1
OG0007361	T265_03303	h1SMcT0006342.1
OG0007362	T265_03860	h1SMcT0017952.1
OG0007363	T265_12941, T265_16048	h1SMcT0009643.1, h1SMcT0011914.1
OG0007364	T265_07980	h1SMcT0009361.1, h1SMcT0013509.1
OG0007365	T265_14505	h1SMcT0000040.1
OG0007367	T265_08787	h1SMcT0001296.1
OG0007369	T265_02066	h1SMcT0007097.1, h1SMcT0007097.2, h1SMcT0007097.3
OG0007373	T265_09553	h1SMcT0010817.1
OG0007414	T265_05549	h1SMcT0009263.7
OG0007418	T265_05716	h1SMcT0012012.1
OG0007420	T265_05540	h1SMcT0015015.1
OG0007421	T265_04842	h1SMcT0020400.1
OG0007423	T265_01439	h1SMcT0005636.1
OG0007424	T265_01527	h1SMcT0021695.1
OG0007427	T265_03793	h1SMcT0009644.1
OG0007428	T265_01609	h1SMcT0012776.1
OG0007431	T265_03404	h1SMcT0006395.1
OG0007432	T265_08085	h1SMcT0007253.1
OG0007435	T265_03935	h1SMcT0000656.1
OG0007436	T265_03494	h1SMcT0008518.1
OG0007440	T265_01686	h1SMcT0001937.1
OG0007445	T265_07623	h1SMcT0009176.5
OG0007447	T265_07752	h1SMcT0006198.1
OG0007450	T265_09328	h1SMcT0005532.1, h1SMcT0012307.1
OG0007451	T265_07759	h1SMcT0012288.1
OG0007452	T265_05008	h1SMcT0020478.1
OG0007453	T265_09967	h1SMcT0017923.1
OG0007454	T265_04491	h1SMcT0011821.1
OG0007455	T265_12299, T265_15198	h1SMcT0014892.1, h1SMcT0014892.3
OG0007456	T265_00263	h1SMcT0012526.1
OG0007461	T265_00148	h1SMcT0016892.1
OG0007464	T265_11096	h1SMcT0022451.1
OG0007465	T265_10781	h1SMcT0006497.1
OG0007466	T265_10696	h1SMcT0011361.1
OG0007467	T265_00304	h1SMcT0014619.1
OG0007471	T265_02690	h1SMcT0017860.1
OG0007472	T265_11478	h1SMcT0002927.1
OG0007476	T265_01254	h1SMcT0006331.1
OG0007478	T265_13970, T265_08860	h1SMcT0008187.1
