Orthogroup	opisthorchis_viverrini	schistosoma_margrebowiei
OG0005689	T265_12982	SMRG1_72440.1
OG0005690	T265_13741	SMRG1_53240.1
OG0005691	T265_14083	SMRG1_95260.1
OG0005692	T265_03304	SMRG1_47930.1
OG0005693	T265_09417	SMRG1_180.1
OG0005694	T265_05938	SMRG1_49900.1
OG0005695	T265_13862, T265_05792	SMRG1_50060.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	SMRG1_16640.1
OG0005699	T265_05508	SMRG1_21020.1
OG0005700	T265_08200	SMRG1_71630.1
OG0005701	T265_10795, T265_12238	SMRG1_58070.1
OG0005702	T265_06068, T265_13996	SMRG1_65730.1
OG0005703	T265_08410	SMRG1_34550.1, SMRG1_34550.2
OG0005704	T265_04448	SMRG1_41070.1, SMRG1_41070.2
OG0005705	T265_13838	SMRG1_54480.1
OG0005706	T265_04867	SMRG1_56620.1
OG0005707	T265_09880	SMRG1_65820.1
OG0005709	T265_10125	SMRG1_27780.1
OG0005710	T265_14076, T265_14078, T265_00920	SMRG1_34850.1
OG0005712	T265_04155	SMRG1_90530.1
OG0005713	T265_13995	SMRG1_66760.1
OG0005714	T265_07566	SMRG1_91990.1, SMRG1_91990.2, SMRG1_91990.3
OG0005715	T265_02163	SMRG1_75080.1
OG0005716	T265_00293	SMRG1_51540.1
OG0005717	T265_01752	SMRG1_75860.1
OG0005718	T265_10025	SMRG1_50330.1
OG0005719	T265_04450	SMRG1_35840.1, SMRG1_35840.2
OG0005720	T265_14184	SMRG1_84430.1, SMRG1_84430.2
OG0005722	T265_10194	SMRG1_94430.1
OG0005723	T265_04137	SMRG1_43230.1, SMRG1_43230.2
OG0005724	T265_01588	SMRG1_8950.1
OG0005725	T265_02382	SMRG1_84090.1
OG0005726	T265_12453	SMRG1_53620.1
OG0005727	T265_05161	SMRG1_69230.1
OG0005728	T265_04760	SMRG1_88920.1
OG0005729	T265_08666	SMRG1_65470.1, SMRG1_65470.2
OG0005730	T265_13080	SMRG1_95540.1, SMRG1_95530.1
OG0005731	T265_02245	SMRG1_82480.1
OG0005732	T265_10389, T265_16193	SMRG1_27520.1
OG0005733	T265_05681	SMRG1_24230.1
OG0005734	T265_15232	SMRG1_43780.1, SMRG1_43780.2
OG0005735	T265_11765	SMRG1_93340.1, SMRG1_93370.1
OG0005736	T265_12755	SMRG1_70600.1
OG0005737	T265_00624, T265_02522	SMRG1_64280.1, SMRG1_64280.2
OG0005738	T265_11159, T265_16149	SMRG1_4630.1
OG0005739	T265_01925	SMRG1_29880.1
OG0005740	T265_13120	SMRG1_79940.1, SMRG1_79940.2
OG0005741	T265_04882	SMRG1_87420.1
OG0005742	T265_13047	SMRG1_33520.3, SMRG1_33520.5, SMRG1_33520.2, SMRG1_33520.4, SMRG1_33520.1
OG0005743	T265_03071	SMRG1_15920.1
OG0005744	T265_10649	SMRG1_15680.1
OG0005745	T265_03355	SMRG1_63800.1, SMRG1_63800.2
OG0005746	T265_02952	SMRG1_29350.1
OG0005747	T265_04470, T265_08799	SMRG1_45180.1
OG0005748	T265_13853	SMRG1_87190.1, SMRG1_87190.2
OG0005749	T265_00632	SMRG1_61010.1
OG0005750	T265_15268	SMRG1_97200.1, SMRG1_97200.2
OG0005751	T265_07039	SMRG1_34270.1
OG0005753	T265_05928, T265_00174, T265_02962	SMRG1_80660.1
OG0005754	T265_01370	SMRG1_88830.1, SMRG1_88830.2, SMRG1_88830.3
OG0005755	T265_13833	SMRG1_25230.1
OG0005756	T265_09096	SMRG1_27810.1
OG0005758	T265_15767	SMRG1_71420.1, SMRG1_71430.1
OG0005760	T265_13006	SMRG1_48780.1
OG0005761	T265_05973	SMRG1_24010.1, SMRG1_24010.2
OG0005762	T265_06999, T265_15869	SMRG1_62350.1, SMRG1_62350.2
OG0005763	T265_14562	SMRG1_92840.1
OG0005764	T265_01401	SMRG1_65610.1, SMRG1_65610.2
OG0005765	T265_02549	SMRG1_25900.1
OG0005766	T265_07109	SMRG1_85800.1
OG0005767	T265_05293	SMRG1_81080.1
OG0005768	T265_15039	SMRG1_32130.1
OG0005769	T265_04564	SMRG1_13500.1
OG0005770	T265_08813	SMRG1_41360.1
OG0005771	T265_02692	SMRG1_53530.1, SMRG1_53530.2
OG0005772	T265_11297	SMRG1_82640.1
OG0005773	T265_07555	SMRG1_70330.1
OG0005774	T265_00539	SMRG1_66640.1
OG0005775	T265_10318	SMRG1_42600.1
OG0005776	T265_05775	SMRG1_88000.1
OG0005777	T265_05076	SMRG1_42850.1
OG0005778	T265_11844	SMRG1_69910.1, SMRG1_69910.2
OG0005779	T265_02003	SMRG1_69330.1
OG0005780	T265_14551	SMRG1_94560.1
OG0005782	T265_14704	SMRG1_44490.1
OG0005783	T265_00399	SMRG1_89680.1, SMRG1_89680.2
OG0005784	T265_07736	SMRG1_92430.1
OG0005786	T265_04169	SMRG1_13680.1
OG0005788	T265_03214, T265_13190	SMRG1_11860.1
OG0005790	T265_09946	SMRG1_71030.1
OG0005791	T265_05057	SMRG1_44760.1
OG0005792	T265_05239	SMRG1_3520.1, SMRG1_3520.2
OG0005793	T265_09807	SMRG1_6450.1, SMRG1_6450.2
OG0005794	T265_07563	SMRG1_4060.1
OG0005795	T265_08753	SMRG1_97090.1
OG0005796	T265_09148	SMRG1_4820.1, SMRG1_4820.2
OG0005797	T265_04637	SMRG1_96560.1
OG0005798	T265_03990	SMRG1_71970.1
OG0005799	T265_03670	SMRG1_21300.1, SMRG1_21300.2
OG0005800	T265_07697	SMRG1_84110.1
OG0005801	T265_02096, T265_02093	SMRG1_14850.1
OG0005802	T265_02201	SMRG1_76580.1
OG0005803	T265_00647	SMRG1_58590.1
OG0005804	T265_05300	SMRG1_93870.1
OG0005805	T265_11376	SMRG1_70670.1, SMRG1_70670.2
OG0005806	T265_01699	SMRG1_83030.1
OG0005807	T265_10239	SMRG1_80540.1, SMRG1_80620.1, SMRG1_80620.2, SMRG1_80630.1, SMRG1_80580.1
OG0005808	T265_02555	SMRG1_39440.1
OG0005809	T265_10830	SMRG1_29030.1
OG0005810	T265_03823	SMRG1_88570.1
OG0005811	T265_03204	SMRG1_12680.1, SMRG1_12680.2
OG0005812	T265_08980	SMRG1_40040.1
OG0005813	T265_13063	SMRG1_71250.1
OG0005814	T265_09505	SMRG1_14110.1
OG0005815	T265_00587	SMRG1_65910.1
OG0005816	T265_06483	SMRG1_12910.1
OG0005817	T265_06231	SMRG1_30930.1
OG0005818	T265_13477	SMRG1_91130.1, SMRG1_91130.2, SMRG1_91130.3
OG0005819	T265_07650	SMRG1_53300.1
OG0005820	T265_14348	SMRG1_63290.1, SMRG1_63290.2
OG0005821	T265_15489	SMRG1_96970.1
OG0005822	T265_10836, T265_15798	SMRG1_27840.1
OG0005823	T265_03645	SMRG1_40460.1
OG0005824	T265_13768	SMRG1_27050.1
OG0005825	T265_09263	SMRG1_28290.1
OG0005826	T265_15546, T265_15547	SMRG1_63080.1, SMRG1_63080.2, SMRG1_63080.3
OG0005827	T265_00477	SMRG1_46470.3, SMRG1_46470.1, SMRG1_46470.2
OG0005829	T265_07019	SMRG1_61730.1
OG0005832	T265_03487	SMRG1_36550.1
OG0005834	T265_09549, T265_09550	SMRG1_84670.1
OG0005835	T265_02951, T265_02950, T265_12725	SMRG1_63840.1
OG0005836	T265_01708	SMRG1_83960.1
OG0005837	T265_01193	SMRG1_93200.1
OG0005839	T265_06242	SMRG1_25990.1
OG0005840	T265_11601	SMRG1_87120.1
OG0005841	T265_08033	SMRG1_13540.1, SMRG1_13540.2
OG0005842	T265_03836, T265_15281	SMRG1_51350.1
OG0005843	T265_10763	SMRG1_20770.2, SMRG1_20770.1
OG0005844	T265_14602	SMRG1_11500.1
OG0005846	T265_07312	SMRG1_34370.1
OG0005847	T265_13750	SMRG1_97520.1, SMRG1_97520.2
OG0005848	T265_06770	SMRG1_53640.1, SMRG1_53640.2
OG0005849	T265_11650	SMRG1_97570.1
OG0005851	T265_13104	SMRG1_57270.1
OG0005852	T265_08633	SMRG1_30380.1, SMRG1_30380.2
OG0005853	T265_02224	SMRG1_76980.1
OG0005854	T265_13860	SMRG1_79120.1
OG0005855	T265_08314	SMRG1_37650.1
OG0005856	T265_03805	SMRG1_87070.1
OG0005857	T265_00601	SMRG1_67470.1
OG0005858	T265_01866, T265_15149	SMRG1_85580.1
OG0005859	T265_08046	SMRG1_17730.1
OG0005862	T265_05077	SMRG1_42860.1
OG0005863	T265_12761	SMRG1_48950.1, SMRG1_48960.1
OG0005864	T265_12652	SMRG1_22120.1
OG0005865	T265_13793	SMRG1_20300.1, SMRG1_20300.2, SMRG1_20300.3, SMRG1_20300.4, SMRG1_20300.5
OG0005866	T265_01265	SMRG1_72690.1, SMRG1_72690.2, SMRG1_72690.3, SMRG1_72690.4, SMRG1_72690.5
OG0005867	T265_14730	SMRG1_28640.1
OG0005869	T265_02080	SMRG1_94270.1
OG0005870	T265_01028	SMRG1_24290.1
OG0005871	T265_02838	SMRG1_78980.1
OG0005892	T265_02810	SMRG1_37560.1, SMRG1_37560.2
OG0005893	T265_14649	SMRG1_39310.3, SMRG1_39310.6, SMRG1_39310.7, SMRG1_39310.8, SMRG1_39310.9, SMRG1_39310.1, SMRG1_39310.2, SMRG1_39310.4, SMRG1_39310.5
OG0005895	T265_02067, T265_12917	SMRG1_95120.1
OG0005896	T265_11094	SMRG1_41020.1, SMRG1_41020.2, SMRG1_41020.3
OG0005897	T265_07974	SMRG1_94940.1
OG0005898	T265_12230	SMRG1_44010.1, SMRG1_44010.2
OG0005899	T265_04845	SMRG1_94980.1
OG0005900	T265_00709	SMRG1_31460.1
OG0005901	T265_00638	SMRG1_61120.1
OG0005902	T265_00941, T265_02464	SMRG1_7290.1
OG0005904	T265_11372	SMRG1_23700.1
OG0005905	T265_03164	SMRG1_68350.1
OG0005907	T265_15495	SMRG1_41690.1, SMRG1_41690.2
OG0005908	T265_02581	SMRG1_39740.1
OG0005909	T265_06412, T265_11442	SMRG1_13850.1
OG0005910	T265_09944	SMRG1_76850.1
OG0005911	T265_04810	SMRG1_96400.1
OG0005912	T265_04624	SMRG1_96220.1
OG0005913	T265_10498	SMRG1_90200.1
OG0005914	T265_06765	SMRG1_76480.1
OG0005915	T265_08170	SMRG1_7980.1
OG0005916	T265_06691	SMRG1_16240.1
OG0005917	T265_15562	SMRG1_65950.1
OG0005918	T265_08551	SMRG1_33420.1
OG0005919	T265_11164, T265_11165	SMRG1_21570.1
OG0005920	T265_00251	SMRG1_2710.1
OG0005921	T265_00660	SMRG1_68580.1
OG0005922	T265_03683	SMRG1_20090.1, SMRG1_20090.2, SMRG1_20090.4, SMRG1_20090.3
OG0005923	T265_09100	SMRG1_29380.1
OG0005924	T265_11578, T265_15466	SMRG1_16020.1
OG0005925	T265_01965	SMRG1_71000.1
OG0005926	T265_06075	SMRG1_62430.1, SMRG1_62430.2
OG0005927	T265_07474	SMRG1_26530.1
OG0005928	T265_03910	SMRG1_69590.1
OG0005929	T265_14813	SMRG1_62040.1
OG0005930	T265_01780	SMRG1_80160.1
OG0005931	T265_00432	SMRG1_73510.1
OG0005932	T265_15964, T265_08949	SMRG1_1990.1
OG0005934	T265_13965	SMRG1_19760.1
OG0005935	T265_11727	SMRG1_32160.1
OG0005936	T265_13176	SMRG1_59420.1
OG0005937	T265_07301	SMRG1_90430.1
OG0005938	T265_12945	SMRG1_73410.1
OG0005943	T265_00991	SMRG1_14300.1
OG0005944	T265_11797	SMRG1_60810.1, SMRG1_60810.2
OG0005945	T265_03036	SMRG1_2660.1
OG0005946	T265_10157	SMRG1_20700.1, SMRG1_20700.2
OG0005947	T265_09064	SMRG1_13560.1
OG0005948	T265_03363, T265_07624	SMRG1_35260.1
OG0005950	T265_12502	SMRG1_50680.1
OG0005951	T265_09940	SMRG1_6120.1, SMRG1_6120.2
OG0005952	T265_10288	SMRG1_83230.1
OG0005953	T265_10746	SMRG1_69360.1, SMRG1_69360.2, SMRG1_69360.3, SMRG1_69360.4
OG0005954	T265_10033	SMRG1_19990.1
OG0005955	T265_07740	SMRG1_92440.1
OG0005956	T265_04335	SMRG1_30570.1
OG0005957	T265_08557	SMRG1_24070.1, SMRG1_24090.1
OG0005958	T265_06746	SMRG1_74790.1
OG0005959	T265_05366	SMRG1_39330.1
OG0005960	T265_05528	SMRG1_86150.1
OG0005961	T265_14951	SMRG1_69440.1, SMRG1_69440.2
OG0005962	T265_06637	SMRG1_93940.1
OG0005963	T265_10304, T265_14365, T265_15108	SMRG1_62990.1
OG0005964	T265_10711	SMRG1_32220.1
OG0005965	T265_02267	SMRG1_21160.1
OG0005966	T265_10363	SMRG1_88540.1
OG0005967	T265_09028	SMRG1_73570.1
OG0005968	T265_03223	SMRG1_13090.1, SMRG1_13090.2
OG0005969	T265_01484	SMRG1_43590.1
OG0005970	T265_00871	SMRG1_21760.1
OG0005971	T265_05686	SMRG1_25850.1
OG0005973	T265_06386	SMRG1_44540.1
OG0005974	T265_06188	SMRG1_21980.2, SMRG1_21980.1
OG0005975	T265_14775	SMRG1_72090.1
OG0005976	T265_14316	SMRG1_30820.1
OG0005977	T265_12538	SMRG1_52590.1
OG0005978	T265_13761	SMRG1_87320.1, SMRG1_87320.2
OG0005980	T265_05285	SMRG1_56930.1
OG0005981	T265_15772	SMRG1_94460.1
OG0005982	T265_00605, T265_00606	SMRG1_65250.1
OG0005983	T265_07434	SMRG1_49160.1
OG0005984	T265_00666	SMRG1_66140.1
OG0005985	T265_08574	SMRG1_28150.1
OG0005986	T265_03423	SMRG1_21320.1, SMRG1_21320.2
OG0005988	T265_15461	SMRG1_97180.1
OG0005989	T265_14833	SMRG1_82270.1, SMRG1_82270.2, SMRG1_82270.3
OG0005990	T265_00349	SMRG1_56910.1, SMRG1_56910.2
OG0005991	T265_14289	SMRG1_54760.1
OG0005992	T265_03305	SMRG1_47920.1
OG0005993	T265_05906	SMRG1_78390.1
OG0005994	T265_01234	SMRG1_54290.1
OG0005995	T265_00455	SMRG1_71200.1
OG0005996	T265_00840	SMRG1_18760.1
OG0005998	T265_03564	SMRG1_48580.1
OG0005999	T265_12854	SMRG1_80480.1
OG0006000	T265_08532	SMRG1_11820.1
OG0006001	T265_07451	SMRG1_88900.1
OG0006002	T265_13469	SMRG1_52500.3, SMRG1_52500.1, SMRG1_52500.2
OG0006003	T265_12071, T265_04787	SMRG1_34570.1
OG0006004	T265_13739	SMRG1_50410.1
OG0006005	T265_15287	SMRG1_73720.1
OG0006006	T265_02947	SMRG1_47040.1
OG0006007	T265_13795	SMRG1_21090.1, SMRG1_21090.2
OG0006008	T265_00318	SMRG1_71560.1
OG0006009	T265_12041, T265_15230	SMRG1_83600.1
OG0006010	T265_01682	SMRG1_82950.1
OG0006011	T265_00506	SMRG1_65650.1
OG0006012	T265_08137	SMRG1_66900.1, SMRG1_66900.2
OG0006013	T265_15196	SMRG1_21820.1
OG0006014	T265_02209	SMRG1_75060.1
OG0006015	T265_01224	SMRG1_75670.1
OG0006016	T265_00151	SMRG1_79760.1
OG0006017	T265_00153	SMRG1_79790.1
OG0006018	T265_05377	SMRG1_90240.1, SMRG1_90240.2
OG0006019	T265_07921, T265_12602	SMRG1_86090.1
OG0006021	T265_05821	SMRG1_76680.1
OG0006022	T265_02028	SMRG1_62580.1
OG0006023	T265_00867	SMRG1_16550.1
OG0006024	T265_12539	SMRG1_47720.1, SMRG1_47720.2, SMRG1_47720.3, SMRG1_47720.4
OG0006026	T265_09387	SMRG1_780.1
OG0006027	T265_02114	SMRG1_24820.1
OG0006028	T265_06858	SMRG1_50190.1, SMRG1_50190.2
OG0006029	T265_03845	SMRG1_56710.1
OG0006030	T265_07048, T265_16154	SMRG1_34460.1
OG0006031	T265_05494	SMRG1_18690.1, SMRG1_18690.2, SMRG1_18690.3
OG0006032	T265_14178	SMRG1_9840.1, SMRG1_9840.2
OG0006033	T265_09128	SMRG1_41410.1
OG0006034	T265_10670	SMRG1_43790.1
OG0006035	T265_01354	SMRG1_56650.1
OG0006037	T265_11799	SMRG1_84910.1
OG0006038	T265_01505	SMRG1_43740.1
OG0006039	T265_00295	SMRG1_51560.1
OG0006040	T265_08498	SMRG1_57810.1, SMRG1_58050.1
OG0006043	T265_08369	SMRG1_16760.1
OG0006044	T265_10305	SMRG1_69080.1
OG0006045	T265_04338	SMRG1_36220.1, SMRG1_36220.2, SMRG1_36220.3
OG0006046	T265_08037	SMRG1_12570.1, SMRG1_12570.2
OG0006047	T265_05746	SMRG1_33530.1
OG0006048	T265_14751	SMRG1_7680.1
OG0006049	T265_06032	SMRG1_40780.1
OG0006050	T265_01164	SMRG1_62030.1
OG0006051	T265_13008	SMRG1_6760.1, SMRG1_6760.2
OG0006052	T265_01643, T265_12947	SMRG1_73430.1
OG0006053	T265_12566	SMRG1_68190.1
OG0006054	T265_14672	SMRG1_64400.1
OG0006055	T265_01190	SMRG1_4500.1
OG0006056	T265_09364	SMRG1_14470.1
OG0006058	T265_01441	SMRG1_17200.1
OG0006059	T265_04869	SMRG1_73320.1
OG0006060	T265_13511	SMRG1_3200.2, SMRG1_3200.3, SMRG1_3200.1
OG0006061	T265_01621	SMRG1_85990.1, SMRG1_85990.2
OG0006062	T265_04461	SMRG1_35850.1
OG0006063	T265_09923	SMRG1_45460.1
OG0006066	T265_07753	SMRG1_8840.1
OG0006067	T265_01485	SMRG1_43600.1
OG0006068	T265_12800	SMRG1_41240.1
OG0006069	T265_00728, T265_16346	SMRG1_34280.1
OG0006070	T265_15112	SMRG1_67020.1
OG0006071	T265_02929	SMRG1_77290.1
OG0006072	T265_10623	SMRG1_83850.1
OG0006073	T265_06995	SMRG1_53290.1, SMRG1_53290.2
OG0006074	T265_07348	SMRG1_92230.1
OG0006075	T265_11346	SMRG1_25840.1
OG0006076	T265_00294	SMRG1_51550.1
OG0006077	T265_04114	SMRG1_42110.1
OG0006079	T265_02701	SMRG1_52410.1
OG0006080	T265_13358	SMRG1_32760.1, SMRG1_32770.1
OG0006081	T265_09866	SMRG1_680.1
OG0006082	T265_07611	SMRG1_41940.1
OG0006083	T265_02310	SMRG1_84460.1, SMRG1_84460.2
OG0006085	T265_04853	SMRG1_73900.1
OG0006086	T265_09099	SMRG1_24450.1, SMRG1_24450.2
OG0006087	T265_08017	SMRG1_39130.1
OG0006088	T265_00027	SMRG1_72220.1
OG0006090	T265_13855	SMRG1_92730.1
OG0006091	T265_12290, T265_15429	SMRG1_80870.1
OG0006092	T265_01843	SMRG1_13270.1
OG0006093	T265_01206	SMRG1_55460.1
OG0006094	T265_12458	SMRG1_51790.1
OG0006095	T265_07126	SMRG1_82740.1
OG0006096	T265_06953	SMRG1_16200.1
OG0006097	T265_07749	SMRG1_77280.1
OG0006098	T265_10302	SMRG1_25370.1, SMRG1_25370.2, SMRG1_25370.3
OG0006099	T265_13774	SMRG1_7000.1
OG0006100	T265_00893	SMRG1_17840.1, SMRG1_17840.2
OG0006101	T265_06530	SMRG1_37500.1
OG0006102	T265_03871	SMRG1_78610.1
OG0006103	T265_08234	SMRG1_38090.1
OG0006104	T265_07156	SMRG1_67290.1
OG0006105	T265_02379	SMRG1_82620.1
OG0006106	T265_14363, T265_16286	SMRG1_60920.1
OG0006107	T265_04785	SMRG1_74850.1
OG0006108	T265_10524	SMRG1_84540.1
OG0006109	T265_12532	SMRG1_70830.1
OG0006110	T265_04314	SMRG1_91440.1
OG0006111	T265_08178	SMRG1_1820.1, SMRG1_1820.2
OG0006112	T265_08901	SMRG1_88890.1
OG0006113	T265_09557	SMRG1_3580.1
OG0006114	T265_13613	SMRG1_95060.1, SMRG1_95060.2
OG0006115	T265_11567	SMRG1_27230.1
OG0006116	T265_03865	SMRG1_47990.1
OG0006117	T265_00135	SMRG1_56840.1
OG0006120	T265_07064	SMRG1_42700.1
OG0006121	T265_15292	SMRG1_21880.1
OG0006122	T265_00758	SMRG1_29640.1
OG0006123	T265_01160	SMRG1_60510.1
OG0006124	T265_08959, T265_11073	SMRG1_66120.2, SMRG1_66120.1
OG0006127	T265_03470	SMRG1_43400.1
OG0006128	T265_04746	SMRG1_37160.1
OG0006129	T265_03091, T265_03090	SMRG1_13000.1
OG0006130	T265_08572	SMRG1_28130.1
OG0006131	T265_01167	SMRG1_63600.1
OG0006132	T265_00097	SMRG1_52130.1
OG0006133	T265_13035	SMRG1_69000.1
OG0006134	T265_06562	SMRG1_19870.1
OG0006135	T265_01602	SMRG1_1760.1
OG0006136	T265_10637	SMRG1_77340.1
OG0006139	T265_06487	SMRG1_12770.1
OG0006140	T265_12439	SMRG1_74000.2, SMRG1_74000.1
OG0006141	T265_03619	SMRG1_30750.1
OG0006143	T265_15582	SMRG1_16420.1
OG0006144	T265_13033	SMRG1_59810.1
OG0006145	T265_04145	SMRG1_38900.1
OG0006146	T265_16067	SMRG1_78480.1
OG0006147	T265_09593	SMRG1_89330.1
OG0006148	T265_12467, T265_12466	SMRG1_68840.1
OG0006149	T265_03687	SMRG1_6920.1
OG0006150	T265_08342	SMRG1_31820.1
OG0006151	T265_04465	SMRG1_41860.1, SMRG1_41860.2
OG0006153	T265_15142	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3
OG0006154	T265_08894	SMRG1_87150.1, SMRG1_87150.2
OG0006155	T265_10165	SMRG1_19360.1, SMRG1_19360.2
OG0006156	T265_03960	SMRG1_77360.1, SMRG1_77360.2
OG0006157	T265_07598	SMRG1_45260.1
OG0006158	T265_15372	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3
OG0006159	T265_01099	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1
OG0006160	T265_04379	SMRG1_16100.1, SMRG1_16100.2
OG0006161	T265_00754, T265_04662	SMRG1_85900.1
OG0006162	T265_03680	SMRG1_18420.1
OG0006163	T265_09146	SMRG1_540.1
OG0006164	T265_00257	SMRG1_1450.1
OG0006165	T265_12640	SMRG1_71040.1, SMRG1_71040.2
OG0006166	T265_03856	SMRG1_48080.1, SMRG1_48080.2
OG0006167	T265_01644, T265_12127	SMRG1_82540.1
OG0006168	T265_09199	SMRG1_91520.1
OG0006170	T265_06485	SMRG1_12920.1, SMRG1_12920.2
OG0006171	T265_14923	SMRG1_3740.1
OG0006172	T265_04755	SMRG1_44320.1
OG0006173	T265_12668	SMRG1_20560.1
OG0006174	T265_11215	SMRG1_18750.1
OG0006175	T265_04330	SMRG1_88660.1
OG0006177	T265_04160	SMRG1_88320.1
OG0006178	T265_09140	SMRG1_87860.1
OG0006180	T265_00291, T265_08122	SMRG1_52050.1, SMRG1_52050.2
OG0006181	T265_14229	SMRG1_79740.1
OG0006182	T265_10119	SMRG1_32570.1
OG0006186	T265_07077	SMRG1_94140.1, SMRG1_94140.2
OG0006187	T265_04136	SMRG1_43240.1
OG0006188	T265_11536	SMRG1_43290.1
OG0006225	T265_04195	SMRG1_67310.1
OG0006226	T265_06962	SMRG1_9830.1
OG0006227	T265_05575	SMRG1_11010.1
OG0006228	T265_06400	SMRG1_26410.1
OG0006229	T265_11944, T265_12321	SMRG1_15380.1
OG0006230	T265_08353	SMRG1_94610.1
OG0006231	T265_05886	SMRG1_40860.1
OG0006234	T265_07777	SMRG1_13530.1, SMRG1_13530.2
OG0006235	T265_13669	SMRG1_25780.1, SMRG1_25780.2
OG0006236	T265_00536	SMRG1_69100.1, SMRG1_69100.2
OG0006237	T265_02604	SMRG1_40330.1, SMRG1_40390.1
OG0006238	T265_04894	SMRG1_31700.1, SMRG1_31700.2
OG0006239	T265_05714	SMRG1_77710.1
OG0006241	T265_00315	SMRG1_56440.1, SMRG1_56440.2
OG0006242	T265_11186	SMRG1_14520.1
OG0006243	T265_13406	SMRG1_44340.1
OG0006245	T265_13952	SMRG1_55830.1
OG0006246	T265_12114	SMRG1_81650.1
OG0006247	T265_10497	SMRG1_90190.1
OG0006248	T265_09974, T265_09975	SMRG1_92110.1
OG0006249	T265_12552	SMRG1_46430.1
OG0006250	T265_08806	SMRG1_33090.1
OG0006251	T265_04439	SMRG1_15900.1
OG0006252	T265_03818	SMRG1_34600.1
OG0006253	T265_09495	SMRG1_90480.1
OG0006254	T265_10255	SMRG1_2050.1
OG0006255	T265_12577	SMRG1_36000.1
OG0006256	T265_11234	SMRG1_40030.1
OG0006257	T265_09703	SMRG1_95190.1
OG0006258	T265_12589	SMRG1_67600.1
OG0006259	T265_14257	SMRG1_90380.1
OG0006260	T265_06942, T265_06943	SMRG1_23910.1
OG0006261	T265_00088, T265_00089	SMRG1_77150.1
OG0006262	T265_09323	SMRG1_69460.1, SMRG1_69460.2
OG0006264	T265_15190	SMRG1_78230.1
OG0006265	T265_01075	SMRG1_22840.1
OG0006266	T265_05275	SMRG1_51330.1
OG0006267	T265_14701	SMRG1_40950.1
OG0006269	T265_08086	SMRG1_48970.1
OG0006270	T265_15004	SMRG1_15930.1
OG0006272	T265_08414	SMRG1_9290.1
OG0006273	T265_04110	SMRG1_44690.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	SMRG1_45770.1
OG0006275	T265_14969	SMRG1_81010.1
OG0006276	T265_07118	SMRG1_86690.1, SMRG1_86690.2
OG0006277	T265_13414	SMRG1_44360.1
OG0006278	T265_02316, T265_15671	SMRG1_85430.1
OG0006279	T265_14327	SMRG1_40210.1
OG0006280	T265_09871	SMRG1_11440.1
OG0006281	T265_15811	SMRG1_32450.1
OG0006282	T265_11224	SMRG1_78300.1, SMRG1_78300.2
OG0006283	T265_05049	SMRG1_41760.1, SMRG1_41760.2
OG0006284	T265_02188	SMRG1_72950.1
OG0006285	T265_00313	SMRG1_54780.1
OG0006286	T265_00546	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3
OG0006288	T265_00770	SMRG1_74620.1
OG0006289	T265_14976	SMRG1_78180.1
OG0006290	T265_03916	SMRG1_65330.1
OG0006291	T265_08125	SMRG1_62270.1
OG0006292	T265_00669	SMRG1_69650.1, SMRG1_69650.2
OG0006293	T265_08152	SMRG1_97280.1
OG0006294	T265_09717	SMRG1_24680.1
OG0006295	T265_11139	SMRG1_96330.1, SMRG1_96330.2
OG0006296	T265_09675	SMRG1_41100.1
OG0006299	T265_09982, T265_06697	SMRG1_2080.1
OG0006300	T265_12045	SMRG1_8960.1
OG0006302	T265_07637	SMRG1_55090.1
OG0006303	T265_14450	SMRG1_410.1
OG0006304	T265_00048	SMRG1_49890.1
OG0006306	T265_09242	SMRG1_17330.1
OG0006307	T265_09818	SMRG1_35490.1, SMRG1_35490.2
OG0006308	T265_14763	SMRG1_73800.1
OG0006309	T265_15194	SMRG1_79210.1
OG0006310	T265_03045	SMRG1_6050.1, SMRG1_6050.2
OG0006311	T265_04307	SMRG1_89760.1
OG0006312	T265_02160	SMRG1_78090.1
OG0006313	T265_13064	SMRG1_76590.1
OG0006314	T265_02327	SMRG1_72580.1
OG0006315	T265_02744	SMRG1_93970.1
OG0006316	T265_10726	SMRG1_69670.1
OG0006317	T265_00104	SMRG1_50690.1
OG0006318	T265_06847	SMRG1_50950.1
OG0006319	T265_10996	SMRG1_91500.1
OG0006320	T265_10617	SMRG1_31130.1
OG0006321	T265_05253	SMRG1_940.1, SMRG1_940.2
OG0006322	T265_13118	SMRG1_56290.1
OG0006323	T265_08324	SMRG1_34020.1
OG0006324	T265_01373	SMRG1_19830.1
OG0006325	T265_06415	SMRG1_5500.1
OG0006326	T265_06631	SMRG1_97150.1, SMRG1_97140.1
OG0006327	T265_12717	SMRG1_25030.1
OG0006328	T265_08665	SMRG1_58730.1
OG0006329	T265_14587	SMRG1_67520.1
OG0006330	T265_07570	SMRG1_92020.1
OG0006331	T265_03152	SMRG1_61280.1
OG0006332	T265_11742	SMRG1_45700.1
