Orthogroup	opisthorchis_viverrini	s.mekongi
OG0005965	T265_02267	KAK4475340.1
OG0005966	T265_10363	KAK4468725.1
OG0005967	T265_09028	KAK4470305.1
OG0005968	T265_03223	KAK4474288.1
OG0005969	T265_01484	KAK4473554.1
OG0005970	T265_00871	KAK4475475.1
OG0005971	T265_05686	KAK4473003.1
OG0005973	T265_06386	KAK4473750.1
OG0005974	T265_06188	KAK4475441.1
OG0005975	T265_14775	KAK4470120.1
OG0005976	T265_14316	KAK4472718.1
OG0005977	T265_12538	KAK4469717.1
OG0005978	T265_13761	KAK4468863.1
OG0005979	T265_05419	KAK4473101.1
OG0005980	T265_05285	KAK4469979.1
OG0005981	T265_15772	KAK4467729.1
OG0005982	T265_00605, T265_00606	KAK4472059.1
OG0005983	T265_07434	KAK4469327.1
OG0005984	T265_00666	KAK4471262.1
OG0005985	T265_08574	KAK4473113.1
OG0005986	T265_03423	KAK4474975.1
OG0005989	T265_14833	KAK4468346.1, KAK4468347.1
OG0005990	T265_00349	KAK4469977.1
OG0005991	T265_14289	KAK4469892.1
OG0005992	T265_03305	KAK4469099.1, KAK4469100.1, KAK4469101.1
OG0005993	T265_05906	KAK4470789.1
OG0005994	T265_01234	KAK4469190.1
OG0005995	T265_00455	KAK4470725.1
OG0005996	T265_00840	KAK4475096.1
OG0005998	T265_03564	KAK4469603.1
OG0005999	T265_12854	KAK4471003.1
OG0006000	T265_08532	KAK4474471.1
OG0006001	T265_07451	KAK4468760.1
OG0006002	T265_13469	KAK4469727.1
OG0006003	T265_12071, T265_04787	KAK4474192.1
OG0006004	T265_13739	KAK4469213.1
OG0006005	T265_15287	KAK4470320.1
OG0006006	T265_02947	KAK4469153.1
OG0006007	T265_13795	KAK4475345.1
OG0006008	T265_00318	KAK4470166.1
OG0006010	T265_01682	KAK4476168.1
OG0006011	T265_00506	KAK4471212.1
OG0006012	T265_08137	KAK4471356.1
OG0006013	T265_15196	KAK4475468.1
OG0006014	T265_02209	KAK4470473.1
OG0006015	T265_01224	KAK4470016.1
OG0006016	T265_00151	KAK4470937.1
OG0006017	T265_00153	KAK4470940.1, KAK4470939.1
OG0006018	T265_05377	KAK4468934.1
OG0006019	T265_07921, T265_12602	KAK4468072.1
OG0006021	T265_05821	KAK4470679.1
OG0006022	T265_02028	KAK4471783.1
OG0006023	T265_00867	KAK4475179.1
OG0006024	T265_12539	KAK4469081.1
OG0006026	T265_09387	KAK4476112.1
OG0006027	T265_02114	KAK4473172.1, KAK4473173.1
OG0006028	T265_06858	KAK4469239.1
OG0006029	T265_03845	KAK4469945.1
OG0006030	T265_07048, T265_16154	KAK4472561.1
OG0006031	T265_05494	KAK4475107.1
OG0006032	T265_14178	KAK4476295.1
OG0006033	T265_09128	KAK4473043.1
OG0006034	T265_10670	KAK4473574.1
OG0006035	T265_01354	KAK4469982.1
OG0006037	T265_11799	KAK4468179.1
OG0006038	T265_01505	KAK4473568.1
OG0006039	T265_00295	KAK4469461.1
OG0006043	T265_08369	KAK4475206.1
OG0006044	T265_10305	KAK4471490.1
OG0006045	T265_04338	KAK4474041.1
OG0006046	T265_08037	KAK4474693.1
OG0006047	T265_05746	KAK4472327.1
OG0006049	T265_06032	KAK4473634.1
OG0006050	T265_01164	KAK4471975.1
OG0006051	T265_13008	KAK4476031.1
OG0006052	T265_01643, T265_12947	KAK4470290.1
OG0006053	T265_12566	KAK4471570.1
OG0006054	T265_14672	KAK4471302.1
OG0006055	T265_01190	KAK4475772.1, KAK4467429.1
OG0006056	T265_09364	KAK4475275.1
OG0006058	T265_01441	KAK4467230.1, KAK4474952.1
OG0006060	T265_13511	KAK4475621.1
OG0006061	T265_01621	KAK4468084.1
OG0006062	T265_04461	KAK4474082.1
OG0006063	T265_09923	KAK4472448.1
OG0006066	T265_07753	KAK4476210.1
OG0006067	T265_01485	KAK4473555.1
OG0006068	T265_12800	KAK4472909.1
OG0006069	T265_00728, T265_16346	KAK4472539.1
OG0006070	T265_15112	KAK4471367.1
OG0006071	T265_02929	KAK4470452.1
OG0006072	T265_10623	KAK4468222.1
OG0006073	T265_06995	KAK4469475.1
OG0006074	T265_07348	KAK4468415.1
OG0006075	T265_11346	KAK4473004.1
OG0006076	T265_00294	KAK4469460.1
OG0006079	T265_02701	KAK4469923.1
OG0006080	T265_13358	KAK4472512.1
OG0006081	T265_09866	KAK4474967.1, KAK4474989.1
OG0006082	T265_07611	KAK4473409.1
OG0006083	T265_02310	KAK4468028.1
OG0006085	T265_04853	KAK4470572.1
OG0006086	T265_09099	KAK4473150.1
OG0006087	T265_08017	KAK4473763.1
OG0006088	T265_00027	KAK4470106.1
OG0006090	T265_13855	KAK4468461.1
OG0006091	T265_12290, T265_15429	KAK4470064.1
OG0006092	T265_01843	KAK4475267.1
OG0006093	T265_01206	KAK4469849.1
OG0006094	T265_12458	KAK4469655.1
OG0006096	T265_06953	KAK4475145.1
OG0006098	T265_10302	KAK4473228.1
OG0006099	T265_13774	KAK4476012.1
OG0006101	T265_06530	KAK4473860.1, KAK4473861.1
OG0006102	T265_03871	KAK4470811.1
OG0006103	T265_08234	KAK4473915.1
OG0006104	T265_07156	KAK4471375.1
OG0006105	T265_02379	KAK4468364.1
OG0006106	T265_14363, T265_16286	KAK4471821.1
OG0006107	T265_04785	KAK4470661.1
OG0006108	T265_10524	KAK4468021.1
OG0006109	T265_12532	KAK4470206.1
OG0006110	T265_04314	KAK4468507.1
OG0006111	T265_08178	KAK4475197.1
OG0006112	T265_08901	KAK4468759.1
OG0006113	T265_09557	KAK4475648.1
OG0006114	T265_13613	KAK4467893.1, KAK4467894.1
OG0006115	T265_11567	KAK4472915.1
OG0006116	T265_03865	KAK4469108.1
OG0006117	T265_00135	KAK4469972.1
OG0006118	T265_15436	KAK4469742.1
OG0006120	T265_07064	KAK4473475.1
OG0006121	T265_15292	KAK4475463.1
OG0006122	T265_00758	KAK4472419.1
OG0006123	T265_01160	KAK4471863.1
OG0006124	T265_08959, T265_11073	KAK4471259.1
OG0006127	T265_03470	KAK4473539.1
OG0006128	T265_04746	KAK4472161.1
OG0006129	T265_03091, T265_03090	KAK4474736.1
OG0006130	T265_08572	KAK4473116.1
OG0006131	T265_01167	KAK4471379.1
OG0006132	T265_00097	KAK4469148.1
OG0006133	T265_13035	KAK4471417.1
OG0006134	T265_06562	KAK4474994.1
OG0006135	T265_01602	KAK4475120.1
OG0006136	T265_10637	KAK4470446.1
OG0006139	T265_06487	KAK4474726.1, KAK4467432.1
OG0006140	T265_12439	KAK4470583.1
OG0006141	T265_03619	KAK4472725.1
OG0006143	T265_15582	KAK4475166.1
OG0006144	T265_13033	KAK4471923.1
OG0006145	T265_04145	KAK4473781.1
OG0006146	T265_16067	KAK4470796.1
OG0006148	T265_12467, T265_12466	KAK4471304.1
OG0006150	T265_08342	KAK4472611.1
OG0006151	T265_04465	KAK4473401.1
OG0006153	T265_15142	KAK4471875.1
OG0006154	T265_08894	KAK4468885.1
OG0006155	T265_10165	KAK4475041.1
OG0006156	T265_03960	KAK4470444.1
OG0006157	T265_07598	KAK4473730.1
OG0006158	T265_15372	KAK4475359.1
OG0006159	T265_01099	KAK4473320.1
OG0006160	T265_04379	KAK4474833.1
OG0006161	T265_00754, T265_04662	KAK4468090.1, KAK4468092.1
OG0006162	T265_03680	KAK4475131.1
OG0006163	T265_09146	KAK4474820.1
OG0006164	T265_00257	KAK4474565.1
OG0006165	T265_12640	KAK4470938.1
OG0006166	T265_03856	KAK4469118.1
OG0006167	T265_01644, T265_12127	KAK4467994.1
OG0006168	T265_09199	KAK4468499.1
OG0006170	T265_06485	KAK4474729.1
OG0006171	T265_14923	KAK4475668.1
OG0006172	T265_04755	KAK4472589.1
OG0006173	T265_12668	KAK4475387.1
OG0006174	T265_11215	KAK4475094.1, KAK4475095.1
OG0006175	T265_04330	KAK4468738.1
OG0006177	T265_04160	KAK4468782.1
OG0006178	T265_09140	KAK4468822.1
OG0006180	T265_00291, T265_08122	KAK4469145.1
OG0006181	T265_14229	KAK4470935.1
OG0006186	T265_07077	KAK4467923.1
OG0006187	T265_04136	KAK4473522.1
OG0006188	T265_11536	KAK4473528.1
OG0006225	T265_04195	KAK4471643.1
OG0006226	T265_06962	KAK4476294.1
OG0006227	T265_05575	KAK4474539.1
OG0006228	T265_06400	KAK4472991.1
OG0006229	T265_11944, T265_12321	KAK4474761.1
OG0006230	T265_08353	KAK4467743.1
OG0006231	T265_05886	KAK4473626.1
OG0006234	T265_07777	KAK4474507.1
OG0006236	T265_00536	KAK4471510.1
OG0006237	T265_02604	KAK4473660.1
OG0006238	T265_04894	KAK4472625.1
OG0006239	T265_05714	KAK4470408.1
OG0006241	T265_00315	KAK4469038.1
OG0006242	T265_11186	KAK4475281.1
OG0006243	T265_13406	KAK4472546.1
OG0006246	T265_12114	KAK4468289.1
OG0006248	T265_09974, T265_09975	KAK4468408.1
OG0006249	T265_12552	KAK4469514.1
OG0006250	T265_08806	KAK4472378.1
OG0006251	T265_04439	KAK4474813.1
OG0006252	T265_03818	KAK4474188.1
OG0006253	T265_09495	KAK4468521.1
OG0006254	T265_10255	KAK4475397.1
OG0006255	T265_12577	KAK4474065.1
OG0006256	T265_11234	KAK4473699.1
OG0006257	T265_09703	KAK4467720.1
OG0006258	T265_12589	KAK4471618.1
OG0006259	T265_14257	KAK4468606.1
OG0006260	T265_06942, T265_06943	KAK4473007.1
OG0006261	T265_00088, T265_00089	KAK4470727.1
OG0006262	T265_09323	KAK4471496.1
OG0006264	T265_15190	KAK4470774.1
OG0006265	T265_01075	KAK4473372.1
OG0006266	T265_05275	KAK4469445.1
OG0006269	T265_08086	KAK4469564.1
OG0006270	T265_15004	KAK4474815.1
OG0006272	T265_08414	KAK4476311.1
OG0006273	T265_04110	KAK4473895.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	KAK4473472.1
OG0006275	T265_14969	KAK4470076.1
OG0006276	T265_07118	KAK4468159.1
OG0006277	T265_13414	KAK4472524.1
OG0006278	T265_02316, T265_15671	KAK4468118.1
OG0006280	T265_09871	KAK4474428.1
OG0006281	T265_15811	KAK4472242.1
OG0006282	T265_11224	KAK4470781.1
OG0006283	T265_05049	KAK4473345.1
OG0006284	T265_02188	KAK4470247.1
OG0006285	T265_00313	KAK4469904.1
OG0006286	T265_00546	KAK4471705.1
OG0006288	T265_00770	KAK4470640.1
OG0006289	T265_14976	KAK4470767.1
OG0006290	T265_03916	KAK4471146.1
OG0006291	T265_08125	KAK4471813.1
OG0006292	T265_00669	KAK4471513.1
OG0006293	T265_08152	KAK4467832.1
OG0006294	T265_09717	KAK4473158.1
OG0006295	T265_11139	KAK4467651.1
OG0006296	T265_09675	KAK4473605.1
OG0006299	T265_09982, T265_06697	KAK4475430.1
OG0006301	T265_15886, T265_12313	KAK4476018.1
OG0006302	T265_07637	KAK4469873.1
OG0006303	T265_14450	KAK4474640.1
OG0006306	T265_09242	KAK4474931.1
OG0006307	T265_09818	KAK4474117.1, KAK4474119.1
OG0006308	T265_14763	KAK4470559.1
OG0006309	T265_15194	KAK4470879.1
OG0006310	T265_03045	KAK4467625.1
OG0006312	T265_02160	KAK4470756.1
OG0006313	T265_13064	KAK4470031.1
OG0006314	T265_02327	KAK4470674.1
OG0006315	T265_02744	KAK4467941.1
OG0006316	T265_10726	KAK4471515.1
OG0006317	T265_00104	KAK4469380.1
OG0006318	T265_06847	KAK4469409.1
OG0006319	T265_10996	KAK4468502.1
OG0006320	T265_10617	KAK4472685.1
OG0006321	T265_05253	KAK4476296.1
OG0006322	T265_13118	KAK4469023.1
OG0006323	T265_08324	KAK4472277.1
OG0006324	T265_01373	KAK4475001.1
OG0006325	T265_06415	KAK4475885.1
OG0006326	T265_06631	KAK4467861.1
OG0006327	T265_12717	KAK4473194.1
OG0006328	T265_08665	KAK4471116.1
OG0006329	T265_14587	KAK4471621.1
OG0006330	T265_07570	KAK4468613.1
OG0006331	T265_03152	KAK4472021.1
OG0006332	T265_11742	KAK4473440.1
OG0006334	T265_14064	KAK4468246.1, KAK4468247.1
OG0006335	T265_04638	KAK4467646.1
OG0006336	T265_15021	KAK4475478.1
OG0006337	T265_05503	KAK4475237.1
OG0006338	T265_04419	KAK4475375.1
OG0006339	T265_00683	KAK4474098.1
OG0006340	T265_08629	KAK4473588.1
OG0006342	T265_11168	KAK4468182.1
OG0006343	T265_04178	KAK4471929.1
OG0006344	T265_14821	KAK4472850.1
OG0006346	T265_13092, T265_07373	KAK4468823.1
OG0006347	T265_15598	KAK4473139.1
OG0006348	T265_11593	KAK4473389.1
OG0006349	T265_05558	KAK4476000.1
OG0006350	T265_07982, T265_15938	KAK4473838.1
OG0006352	T265_07872	KAK4474570.1
OG0006353	T265_03964	KAK4470087.1
OG0006354	T265_01996	KAK4470163.1
OG0006355	T265_08827	KAK4469137.1
OG0006356	T265_01986	KAK4470941.1
OG0006357	T265_07692	KAK4468024.1
OG0006358	T265_06294	KAK4474783.1
OG0006359	T265_06848, T265_06849	KAK4469668.1
OG0006360	T265_07902	KAK4467915.1
OG0006361	T265_11664	KAK4469875.1
OG0006362	T265_00886	KAK4475037.1
OG0006363	T265_14157	KAK4474399.1
OG0006365	T265_08591	KAK4475432.1
OG0006366	T265_00360	KAK4469478.1
OG0006367	T265_00428	KAK4470144.1
OG0006369	T265_02314, T265_16246	KAK4468083.1
OG0006370	T265_13377	KAK4470233.1
OG0006371	T265_06013	KAK4468278.1
OG0006372	T265_00580	KAK4473022.1
OG0006373	T265_04279	KAK4470865.1
OG0006374	T265_02365	KAK4469453.1
OG0006375	T265_00911	KAK4475381.1
OG0006376	T265_04165	KAK4468798.1
OG0006377	T265_11918	KAK4471981.1
OG0006378	T265_12748	KAK4469187.1
OG0006379	T265_12049	KAK4468873.1
OG0006381	T265_07644	KAK4470336.1
OG0006383	T265_07925	KAK4468336.1
OG0006384	T265_02045	KAK4472015.1, KAK4472016.1
OG0006385	T265_05143	KAK4474945.1
OG0006386	T265_15437	KAK4469744.1
OG0006387	T265_03298	KAK4470836.1, KAK4470837.1
OG0006388	T265_07008	KAK4472008.1
OG0006389	T265_02317	KAK4468117.1
OG0006390	T265_15291	KAK4471277.1
OG0006391	T265_10898	KAK4471276.1
OG0006392	T265_05333, T265_13754, T265_13554	KAK4467827.1
OG0006394	T265_15418	KAK4469590.1
OG0006395	T265_13542	KAK4474500.1
OG0006397	T265_03982	KAK4470041.1
OG0006398	T265_14053	KAK4475908.1
OG0006399	T265_14380	KAK4474287.1
OG0006400	T265_02773	KAK4470328.1
OG0006401	T265_00344	KAK4469089.1
OG0006402	T265_07045	KAK4472875.1
OG0006403	T265_10653	KAK4475922.1
OG0006404	T265_06868	KAK4472305.1
OG0006405	T265_11460	KAK4469402.1
OG0006406	T265_13003, T265_03998, T265_14155	KAK4469487.1
OG0006407	T265_01611	KAK4475078.1
OG0006408	T265_05827	KAK4470676.1
OG0006409	T265_06982	KAK4469916.1
OG0006410	T265_15301	KAK4474425.1
OG0006411	T265_12161, T265_15137, T265_15138	KAK4475080.1
OG0006412	T265_14552	KAK4474934.1
OG0006413	T265_07342	KAK4468951.1, KAK4468950.1
OG0006414	T265_07452	KAK4468882.1
OG0006415	T265_09372	KAK4473149.1
OG0006416	T265_08933	KAK4471886.1
OG0006418	T265_03112	KAK4476247.1
OG0006420	T265_01124	KAK4471323.1
OG0006421	T265_09926	KAK4475819.1
OG0006422	T265_04316	KAK4468514.1, KAK4468513.1
OG0006423	T265_09547	KAK4468253.1
OG0006424	T265_15186, T265_02708	KAK4469399.1
OG0006425	T265_11416	KAK4470872.1
OG0006426	T265_09277	KAK4475003.1
OG0006427	T265_10062	KAK4472377.1
OG0006428	T265_11779	KAK4474884.1
OG0006429	T265_08172	KAK4474389.1
OG0006430	T265_01459, T265_08003	KAK4475603.1
OG0006431	T265_09599	KAK4468422.1
OG0006432	T265_12903	KAK4470909.1
OG0006434	T265_10421	KAK4467733.1
OG0006435	T265_02372	KAK4468342.1
OG0006436	T265_01380	KAK4471217.1
OG0006437	T265_03880	KAK4468454.1
OG0006438	T265_02221	KAK4470735.1
OG0006439	T265_10437	KAK4474734.1
OG0006441	T265_08751	KAK4467867.1
OG0006442	T265_05198	KAK4474152.1
OG0006443	T265_01839	KAK4474307.1
OG0006444	T265_13057	KAK4468945.1
OG0006445	T265_12451, T265_16053	KAK4470321.1, KAK4470339.1
OG0006448	T265_12679	KAK4467334.1, KAK4475789.1
OG0006449	T265_08544	KAK4472613.1
OG0006450	T265_10232	KAK4475547.1
OG0006451	T265_15460	KAK4470099.1
OG0006452	T265_10252	KAK4469736.1
OG0006453	T265_01420	KAK4471086.1
OG0006454	T265_11534	KAK4476310.1
OG0006455	T265_01587	KAK4469438.1, KAK4469439.1
OG0006457	T265_00141	KAK4469879.1
OG0006458	T265_07613	KAK4471648.1
OG0006459	T265_12438	KAK4469048.1
OG0006460	T265_01122	KAK4471245.1
OG0006461	T265_14894	KAK4468862.1
OG0006462	T265_02678	KAK4469424.1
OG0006463	T265_00516	KAK4471748.1
OG0006464	T265_03697	KAK4475452.1
OG0006466	T265_11283	KAK4468711.1
OG0006467	T265_11575	KAK4476270.1
OG0006468	T265_15381	KAK4473498.1
OG0006469	T265_07952	KAK4467536.1
OG0006470	T265_03006	KAK4472117.1, KAK4472118.1
OG0006472	T265_09548	KAK4468034.1
OG0006473	T265_00503	KAK4471779.1
OG0006476	T265_00225	KAK4475599.1
OG0006477	T265_10127	KAK4473143.1
OG0006479	T265_04124	KAK4473546.1
OG0006480	T265_10500	KAK4475459.1
OG0006481	T265_01822	KAK4471607.1
OG0006484	T265_01969	KAK4470052.1
OG0006485	T265_08420	KAK4475719.1
OG0006486	T265_10504, T265_15169	KAK4475460.1
OG0006487	T265_01788	KAK4470596.1
OG0006488	T265_14164	KAK4474807.1, KAK4474806.1
OG0006489	T265_06132	KAK4474404.1
OG0006490	T265_06700	KAK4474243.1
OG0006491	T265_02227	KAK4468076.1
OG0006492	T265_09429	KAK4472640.1
OG0006493	T265_05598	KAK4473348.1
OG0006494	T265_07790	KAK4471685.1
OG0006495	T265_02429	KAK4468050.1
OG0006496	T265_10309, T265_10310	KAK4473659.1
OG0006498	T265_08375	KAK4475030.1
OG0006499	T265_14999	KAK4475813.1
OG0006501	T265_05439	KAK4468550.1
OG0006502	T265_04060	KAK4470086.1
OG0006503	T265_11418	KAK4470063.1
OG0006504	T265_16255	KAK4468323.1
OG0006505	T265_01650	KAK4468219.1
OG0006506	T265_07161	KAK4471373.1
OG0006509	T265_06617	KAK4467613.1
OG0006512	T265_02956	KAK4474185.1
OG0006513	T265_03639	KAK4473878.1
OG0006514	T265_07927	KAK4468264.1
OG0006515	T265_09667	KAK4473499.1
OG0006516	T265_13299	KAK4472721.1
OG0006517	T265_15214	KAK4467678.1
OG0006543	T265_02409, T265_02410	KAK4468211.1
OG0006544	T265_04643	KAK4467807.1
OG0006545	T265_12850	KAK4470178.1
OG0006546	T265_04315	KAK4468512.1
OG0006547	T265_00458	KAK4469598.1
OG0006548	T265_08761	KAK4467908.1
OG0006549	T265_00535	KAK4471500.1
OG0006550	T265_12513	KAK4469039.1
OG0006552	T265_15625	KAK4475279.1
OG0006553	T265_06339	KAK4470398.1
OG0006554	T265_13260	KAK4472794.1
OG0006555	T265_05771	KAK4468911.1
OG0006556	T265_11960	KAK4469177.1
OG0006557	T265_02543	KAK4471922.1
OG0006558	T265_05738	KAK4470112.1
OG0006560	T265_12703, T265_01023	KAK4472953.1
OG0006561	T265_06796	KAK4471614.1
OG0006562	T265_14420	KAK4474744.1
OG0006563	T265_07306	KAK4468787.1
OG0006567	T265_07533	KAK4472484.1
OG0006568	T265_13305	KAK4475339.1
OG0006569	T265_09101	KAK4472758.1
OG0006570	T265_00046	KAK4469798.1
OG0006571	T265_02036	KAK4471797.1
OG0006572	T265_13595, T265_04767	KAK4469197.1
OG0006573	T265_10380	KAK4475111.1
OG0006574	T265_00628	KAK4471650.1
OG0006575	T265_05860, T265_15914	KAK4471137.1
OG0006576	T265_00643	KAK4471148.1
OG0006578	T265_13404	KAK4469612.1
OG0006580	T265_06753	KAK4470733.1
OG0006581	T265_01022	KAK4472952.1
OG0006582	T265_06600	KAK4472729.1
OG0006583	T265_10802	KAK4468816.1, KAK4468815.1
OG0006584	T265_06921	KAK4467409.1
OG0006585	T265_10220	KAK4475223.1
OG0006586	T265_06535	KAK4473865.1
OG0006588	T265_04942	KAK4474525.1
OG0006589	T265_07243	KAK4475399.1
OG0006590	T265_07241	KAK4475398.1
OG0006591	T265_06110	KAK4470251.1
OG0006592	T265_09421	KAK4468126.1
OG0006593	T265_03292	KAK4470588.1
OG0006595	T265_13783	KAK4469351.1
OG0006596	T265_14736	KAK4470883.1
OG0006597	T265_15644	KAK4470766.1
OG0006598	T265_04813	KAK4467587.1
OG0006599	T265_06001	KAK4473325.1
OG0006601	T265_05089	KAK4469924.1
OG0006604	T265_02143	KAK4469031.1
OG0006606	T265_10657	KAK4470316.1
OG0006607	T265_04245	KAK4472881.1
OG0006608	T265_04438	KAK4475347.1
OG0006610	T265_07805	KAK4468019.1
OG0006613	T265_08081	KAK4469943.1
OG0006617	T265_01246	KAK4470089.1
OG0006618	T265_07977	KAK4473831.1
OG0006619	T265_01062	KAK4473072.1
OG0006620	T265_11532	KAK4475270.1
OG0006621	T265_05353	KAK4468854.1
OG0006622	T265_07997	KAK4474817.1
OG0006624	T265_00402	KAK4474178.1
OG0006625	T265_00626	KAK4471810.1
OG0006627	T265_15096	KAK4469737.1
OG0006628	T265_06512	KAK4468803.1
OG0006629	T265_01973	KAK4470530.1
OG0006630	T265_02374, T265_12306, T265_02376	KAK4468002.1
OG0006631	T265_01364	KAK4469135.1
OG0006632	T265_00693	KAK4473755.1
OG0006633	T265_12533	KAK4470143.1
OG0006634	T265_09918	KAK4473597.1
OG0006636	T265_01102	KAK4473186.1
OG0006638	T265_07959, T265_12103, T265_12336	KAK4476034.1
OG0006639	T265_01732	KAK4471004.1
OG0006640	T265_02101	KAK4476205.1
OG0006641	T265_11815, T265_12182, T265_12254	KAK4470492.1
OG0006642	T265_14387	KAK4471943.1
OG0006643	T265_01447	KAK4471115.1, KAK4471114.1
OG0006644	T265_11470	KAK4473161.1
OG0006645	T265_04180	KAK4471930.1
OG0006646	T265_14470	KAK4469158.1
OG0006647	T265_04949	KAK4471348.1
OG0006648	T265_06317	KAK4471343.1
OG0006650	T265_13348	KAK4469119.1
OG0006651	T265_03076	KAK4467532.1, KAK4474645.1
OG0006652	T265_14309	KAK4473282.1
OG0006653	T265_01556	KAK4471815.1
OG0006654	T265_06319	KAK4471345.1
OG0006655	T265_10613	KAK4472543.1
OG0006656	T265_10612	KAK4472542.1
OG0006657	T265_01090	KAK4473236.1
OG0006658	T265_02204	KAK4470396.1
OG0006659	T265_04507	KAK4474143.1
OG0006660	T265_07919	KAK4468071.1
OG0006661	T265_06986	KAK4470271.1
OG0006662	T265_06293	KAK4474782.1
OG0006664	T265_10175	KAK4469669.1
OG0006665	T265_09475	KAK4473999.1
OG0006666	T265_05118	KAK4474502.1
OG0006667	T265_06889	KAK4476045.1
OG0006668	T265_08869	KAK4473160.1
OG0006669	T265_06871, T265_14158	KAK4474398.1
OG0006670	T265_01723	KAK4470109.1
OG0006671	T265_02176	KAK4470900.1
OG0006672	T265_07550	KAK4474968.1
OG0006673	T265_14096	KAK4475015.1
OG0006675	T265_14098	KAK4475510.1
OG0006676	T265_02337	KAK4470487.1
OG0006678	T265_02364	KAK4469072.1
OG0006680	T265_14576	KAK4474433.1
OG0006681	T265_03138	KAK4471915.1
OG0006682	T265_13643	KAK4468175.1
OG0006685	T265_01793	KAK4472297.1
OG0006686	T265_00388	KAK4469338.1
OG0006687	T265_03886	KAK4468588.1
OG0006688	T265_10138	KAK4472069.1
OG0006689	T265_11462	KAK4471988.1
OG0006690	T265_02014	KAK4471916.1
OG0006691	T265_14118	KAK4470738.1
OG0006692	T265_09931	KAK4475728.1
OG0006693	T265_06000	KAK4473324.1
OG0006694	T265_05779	KAK4470805.1
OG0006695	T265_12588	KAK4471316.1
OG0006696	T265_00566	KAK4468833.1
OG0006697	T265_03625	KAK4472723.1
OG0006699	T265_00029	KAK4470102.1
OG0006700	T265_00710	KAK4473710.1
OG0006701	T265_09665	KAK4469241.1
OG0006702	T265_08330	KAK4468412.1
OG0006704	T265_09491	KAK4474126.1
OG0006705	T265_00312	KAK4469787.1
OG0006706	T265_01507	KAK4473601.1
OG0006709	T265_06181	KAK4475044.1
OG0006710	T265_04961	KAK4468241.1
OG0006711	T265_07615	KAK4471190.1
OG0006712	T265_03406	KAK4468188.1
OG0006713	T265_14943	KAK4472381.1
OG0006714	T265_13836	KAK4473388.1
OG0006715	T265_01471, T265_00877, T265_12801, T265_11125	KAK4472760.1
OG0006716	T265_00372, T265_00371	KAK4469063.1
OG0006717	T265_09607	KAK4468421.1
OG0006718	T265_00853	KAK4475520.1
OG0006720	T265_05605	KAK4472950.1
OG0006721	T265_09405	KAK4474667.1
OG0006724	T265_04424, T265_11296	KAK4475619.1
OG0006725	T265_08874	KAK4471730.1
OG0006726	T265_14354	KAK4471676.1
OG0006728	T265_04626	KAK4467640.1
OG0006729	T265_04397	KAK4467785.1
OG0006731	T265_01865	KAK4468723.1
OG0006732	T265_03141	KAK4471486.1
OG0006733	T265_00226	KAK4476305.1
OG0006734	T265_01901	KAK4468487.1
OG0006735	T265_07014	KAK4471420.1
OG0006736	T265_01789	KAK4470595.1
OG0006737	T265_14034	KAK4475462.1
OG0006738	T265_13420	KAK4473410.1
OG0006739	T265_00860	KAK4475374.1
OG0006740	T265_01698	KAK4468291.1
OG0006741	T265_05530	KAK4475256.1
OG0006742	T265_07162	KAK4474410.1
OG0006743	T265_00014	KAK4469394.1
OG0006744	T265_03826	KAK4468729.1
OG0006745	T265_15337	KAK4468192.1
OG0006746	T265_02215	KAK4470942.1
OG0006747	T265_13929	KAK4468319.1
OG0006749	T265_08540	KAK4473850.1
OG0006750	T265_11230	KAK4468480.1
OG0006751	T265_10348	KAK4469773.1
OG0006752	T265_06481	KAK4474718.1
OG0006753	T265_13704	KAK4471655.1
OG0006754	T265_12082	KAK4469264.1
OG0006755	T265_11582	KAK4471050.1
OG0006756	T265_08611	KAK4468856.1
OG0006757	T265_03052	KAK4476186.1
OG0006758	T265_08461	KAK4471294.1
OG0006759	T265_06287	KAK4476269.1
OG0006760	T265_01137	KAK4471319.1
OG0006761	T265_11394	KAK4469686.1
OG0006762	T265_13612	KAK4467892.1
OG0006763	T265_15371	KAK4475176.1
OG0006766	T265_09201	KAK4468867.1
OG0006767	T265_07299	KAK4468858.1
OG0006768	T265_01568	KAK4476089.1
OG0006769	T265_02933	KAK4470667.1
OG0006771	T265_07961	KAK4476125.1
OG0006772	T265_12603	KAK4471527.1
OG0006773	T265_02202, T265_02203	KAK4470394.1
OG0006774	T265_11214	KAK4475092.1
OG0006775	T265_10444	KAK4472030.1
OG0006776	T265_06721	KAK4472090.1
OG0006777	T265_04430, T265_12355	KAK4474915.1
OG0006778	T265_11184	KAK4475360.1
OG0006779	T265_11785	KAK4469205.1
OG0006780	T265_12841	KAK4468199.1
OG0006782	T265_05159	KAK4471624.1
OG0006783	T265_10461	KAK4474886.1
OG0006784	T265_08434	KAK4475676.1
OG0006786	T265_11211	KAK4475363.1
OG0006787	T265_08649	KAK4472341.1, KAK4472346.1
OG0006788	T265_11515	KAK4471229.1
OG0006789	T265_07766	KAK4467548.1, KAK4474721.1
OG0006790	T265_05218	KAK4467939.1
OG0006792	T265_16192	KAK4473318.1
OG0006795	T265_05585	KAK4474517.1
OG0006799	T265_09995	KAK4473405.1
OG0006800	T265_07249	KAK4475471.1
