Orthogroup	opisthorchis_viverrini	trichobilharzia_regenti
OG0005481	T265_14797	TREG1_13730.1, TREG1_13730.2
OG0005482	T265_07135	TREG1_40270.1
OG0005483	T265_11993	TREG1_40930.1
OG0005484	T265_11055	TREG1_24120.1, TREG1_24120.2
OG0005485	T265_12648	TREG1_65560.3, TREG1_65560.1, TREG1_65560.2
OG0005486	T265_01953	TREG1_99740.12, TREG1_99770.1
OG0005487	T265_05597, T265_13821	TREG1_32600.1, TREG1_32590.1
OG0005488	T265_00563	TREG1_128480.1
OG0005489	T265_10945	TREG1_7640.1
OG0005490	T265_07627	TREG1_55380.1
OG0005491	T265_11285	TREG1_129900.1
OG0005492	T265_06514	TREG1_127930.1, TREG1_127930.2
OG0005493	T265_02886	TREG1_76890.1
OG0005494	T265_13149	TREG1_18970.1
OG0005496	T265_13611	TREG1_132380.1
OG0005497	T265_03756	TREG1_38390.1, TREG1_38390.2
OG0005499	T265_03783	TREG1_124030.1
OG0005500	T265_00880, T265_15018	TREG1_22380.1
OG0005502	T265_09319	TREG1_134120.3, TREG1_134120.4, TREG1_134120.2, TREG1_134120.1, TREG1_134120.5
OG0005503	T265_05012	TREG1_45090.1
OG0005504	T265_15476	TREG1_113730.1
OG0005505	T265_15216	TREG1_102680.1, TREG1_102680.2
OG0005506	T265_01863	TREG1_125970.1
OG0005507	T265_03828	TREG1_121070.1
OG0005508	T265_05267	TREG1_6440.1
OG0005509	T265_15724	TREG1_133350.1
OG0005510	T265_04306	TREG1_124260.1
OG0005511	T265_01328	TREG1_111610.1
OG0005512	T265_09144	TREG1_8400.1
OG0005513	T265_03550	TREG1_125850.2, TREG1_125850.1, TREG1_125850.3
OG0005514	T265_10018	TREG1_54590.1
OG0005515	T265_11300	TREG1_75560.1
OG0005516	T265_03191, T265_03192	TREG1_13660.1
OG0005517	T265_08930	TREG1_84530.1, TREG1_84530.2, TREG1_84530.3, TREG1_84530.4, TREG1_84530.5
OG0005518	T265_05390	TREG1_48900.1, TREG1_48900.3, TREG1_48900.4, TREG1_48900.2, TREG1_48900.5
OG0005519	T265_14962, T265_16085	TREG1_36700.1
OG0005520	T265_06161	TREG1_84900.1
OG0005521	T265_03986	TREG1_108420.1, TREG1_108410.3, TREG1_108410.2, TREG1_108410.1, TREG1_108430.1, TREG1_108410.5, TREG1_108410.4
OG0005522	T265_15147	TREG1_53540.1, TREG1_53590.2, TREG1_53590.1, TREG1_53590.3
OG0005523	T265_13005, T265_16171	TREG1_117690.1
OG0005524	T265_10230	TREG1_10040.4, TREG1_10040.2, TREG1_10040.3, TREG1_10040.5
OG0005525	T265_08202	TREG1_78680.1
OG0005526	T265_08059	TREG1_55420.1, TREG1_55420.2
OG0005527	T265_04257	TREG1_59920.1, TREG1_59930.1, TREG1_59930.2
OG0005530	T265_08534	TREG1_18210.1, TREG1_18220.2, TREG1_18220.1, TREG1_18220.3
OG0005531	T265_01390	TREG1_11020.1
OG0005532	T265_14747	TREG1_29600.1
OG0005535	T265_07286	TREG1_63520.1
OG0005538	T265_00113	TREG1_68730.1
OG0005539	T265_13052	TREG1_48120.1, TREG1_48120.2
OG0005540	T265_08055	TREG1_86150.1
OG0005544	T265_02659	TREG1_142090.1, TREG1_32730.1
OG0005545	T265_06655, T265_06656	TREG1_9770.6, TREG1_9770.5, TREG1_9770.1, TREG1_9770.2, TREG1_9770.4, TREG1_9770.3
OG0005546	T265_12984	TREG1_3520.1
OG0005547	T265_14463	TREG1_55430.1, TREG1_55430.2
OG0005566	T265_05784	TREG1_99220.1
OG0005567	T265_05147	TREG1_14840.1, TREG1_14840.2, TREG1_14840.3
OG0005571	T265_00062	TREG1_69230.5, TREG1_69230.2, TREG1_69230.1, TREG1_69230.3, TREG1_69230.4
OG0005572	T265_15288	TREG1_91660.1
OG0005573	T265_11449	TREG1_5910.1
OG0005574	T265_14050	TREG1_121770.2, TREG1_121770.1, TREG1_121770.3, TREG1_121770.4
OG0005575	T265_03162	TREG1_91890.1, TREG1_91890.2
OG0005576	T265_08870	TREG1_91920.1
OG0005577	T265_02626	TREG1_122250.1
OG0005578	T265_05284, T265_01975, T265_05283	TREG1_72430.1
OG0005579	T265_04553	TREG1_7530.1, TREG1_7540.1
OG0005580	T265_12456	TREG1_70600.1
OG0005581	T265_14696	TREG1_48220.1
OG0005583	T265_08895	TREG1_121850.1
OG0005584	T265_02735	TREG1_133160.1, TREG1_133160.2
OG0005585	T265_13551	TREG1_131960.1, TREG1_131960.2
OG0005586	T265_04631	TREG1_131970.1
OG0005587	T265_08836	TREG1_138660.1, TREG1_138660.2, TREG1_138660.3
OG0005588	T265_06462	TREG1_48720.1
OG0005589	T265_10140	TREG1_81630.1
OG0005590	T265_02090	TREG1_27770.1, TREG1_27770.2
OG0005591	T265_11829	TREG1_87820.1
OG0005593	T265_02336	TREG1_103410.1, TREG1_103410.2, TREG1_103410.3
OG0005594	T265_00035	TREG1_96640.1, TREG1_96640.2, TREG1_96650.1
OG0005595	T265_03128	TREG1_83160.1
OG0005596	T265_10450	TREG1_89530.1
OG0005597	T265_13001	TREG1_117620.1, TREG1_117620.2, TREG1_117620.3
OG0005598	T265_00090	TREG1_104740.1
OG0005599	T265_12744	TREG1_75100.1
OG0005600	T265_01613, T265_02081, T265_01614	TREG1_24520.1
OG0005601	T265_01074, T265_07975	TREG1_60920.1, TREG1_60920.2
OG0005602	T265_05680	TREG1_61020.1, TREG1_61020.2
OG0005603	T265_10595	TREG1_89310.1
OG0005604	T265_14820	TREG1_49440.1, TREG1_49440.2
OG0005605	T265_00735	TREG1_44480.1
OG0005606	T265_01778, T265_01779	TREG1_97340.1
OG0005607	T265_08644	TREG1_122780.1
OG0005608	T265_14383	TREG1_89460.2, TREG1_89460.1, TREG1_89460.3, TREG1_89460.4
OG0005609	T265_15052	TREG1_84990.1
OG0005610	T265_14713	TREG1_11450.1, TREG1_11460.1
OG0005611	T265_13473, T265_04313	TREG1_124900.1
OG0005612	T265_02912, T265_11062	TREG1_132400.1
OG0005613	T265_08092	TREG1_73490.1
OG0005614	T265_10058	TREG1_48460.1
OG0005615	T265_01886	TREG1_46300.1, TREG1_46300.2, TREG1_46300.3, TREG1_46300.4, TREG1_46300.5, TREG1_46300.6
OG0005616	T265_01885, T265_12128	TREG1_46290.1
OG0005617	T265_13433	TREG1_41700.1
OG0005618	T265_08821	TREG1_65610.1
OG0005619	T265_06768	TREG1_65380.1, TREG1_65380.2
OG0005620	T265_05375	TREG1_124370.1
OG0005621	T265_06150	TREG1_121360.2, TREG1_121360.3, TREG1_121350.1, TREG1_121360.1
OG0005622	T265_05245	TREG1_15470.2, TREG1_15470.1, TREG1_15470.3
OG0005623	T265_09835, T265_12397	TREG1_105270.1, TREG1_105290.1
OG0005624	T265_00940	TREG1_19490.1, TREG1_19490.2
OG0005625	T265_04392, T265_04393	TREG1_20660.1, TREG1_20670.1
OG0005626	T265_05055	TREG1_34490.1
OG0005627	T265_10410	TREG1_32410.1, TREG1_32410.2
OG0005628	T265_09104	TREG1_43790.1
OG0005629	T265_11995, T265_15653	TREG1_41900.1, TREG1_41900.2, TREG1_41900.3, TREG1_41900.4
OG0005630	T265_15104	TREG1_114300.1
OG0005631	T265_10242	TREG1_77270.1, TREG1_136690.1, TREG1_137510.1
OG0005632	T265_10093	TREG1_131990.1
OG0005633	T265_04541	TREG1_8880.1
OG0005634	T265_13921	TREG1_60990.1
OG0005635	T265_00211	TREG1_19290.1
OG0005636	T265_06536	TREG1_43080.1
OG0005637	T265_11903	TREG1_96060.1, TREG1_96070.1
OG0005638	T265_02937	TREG1_100440.2, TREG1_100440.1, TREG1_100440.5, TREG1_100440.3, TREG1_100440.4
OG0005639	T265_05902	TREG1_100950.1
OG0005641	T265_00803	TREG1_106210.3, TREG1_106210.1, TREG1_106210.2, TREG1_106210.4
OG0005642	T265_05646	TREG1_133320.1
OG0005643	T265_06739	TREG1_48070.1, TREG1_48070.2
OG0005644	T265_02170	TREG1_106570.1
OG0005645	T265_00481	TREG1_81480.1
OG0005647	T265_12426	TREG1_74330.1, TREG1_74330.2
OG0005648	T265_02569	TREG1_143930.1, TREG1_143880.2, TREG1_143870.1, TREG1_143880.1, TREG1_143820.1
OG0005649	T265_01356	TREG1_74480.1, TREG1_74480.3, TREG1_74480.2
OG0005650	T265_03915	TREG1_85810.1
OG0005652	T265_09909	TREG1_64790.1
OG0005654	T265_04874, T265_13622	TREG1_105850.2, TREG1_105850.1, TREG1_105850.4, TREG1_105850.3
OG0005655	T265_04225	TREG1_36290.1, TREG1_36290.2
OG0005656	T265_04764	TREG1_124530.4, TREG1_124530.2, TREG1_124530.1, TREG1_124530.3
OG0005657	T265_12479, T265_00202	TREG1_18070.3, TREG1_18070.2, TREG1_18070.1, TREG1_18070.4
OG0005659	T265_10330	TREG1_8450.1, TREG1_8450.2
OG0005660	T265_02166	TREG1_98070.1, TREG1_98070.2
OG0005662	T265_01481	TREG1_57570.1
OG0005664	T265_16080	TREG1_35780.1
OG0005665	T265_02439	TREG1_69880.1
OG0005666	T265_04890	TREG1_125550.1, TREG1_125550.2
OG0005668	T265_04543	TREG1_4440.1, TREG1_4440.2
OG0005669	T265_00307	TREG1_74840.1
OG0005670	T265_15339	TREG1_115410.1
OG0005671	T265_00199	TREG1_18040.1
OG0005672	T265_00025	TREG1_67080.1, TREG1_67080.2
OG0005673	T265_00026	TREG1_67210.1
OG0005674	T265_14069	TREG1_43500.1
OG0005675	T265_14702	TREG1_57120.1, TREG1_57110.1
OG0005677	T265_12490	TREG1_12170.1
OG0005678	T265_08052	TREG1_86160.1
OG0005679	T265_05347	TREG1_120010.1
OG0005680	T265_02058	TREG1_94010.1, TREG1_94010.3, TREG1_94000.1, TREG1_94010.2
OG0005681	T265_02059	TREG1_94070.1, TREG1_144120.1, TREG1_94060.4, TREG1_94060.1, TREG1_142280.1, TREG1_94080.1
OG0005683	T265_00556, T265_00555, T265_00558	TREG1_50100.1, TREG1_50120.1, TREG1_50120.2
OG0005684	T265_13286	TREG1_72480.1
OG0005685	T265_04563	TREG1_26440.1
OG0005686	T265_02644	TREG1_125620.1, TREG1_125630.1
OG0005687	T265_07614	TREG1_90390.1
OG0005688	T265_06908	TREG1_15520.1, TREG1_15520.2, TREG1_15520.3, TREG1_15520.4
OG0005689	T265_12982	TREG1_95180.1, TREG1_95170.1
OG0005690	T265_13741	TREG1_73720.1
OG0005691	T265_14083	TREG1_133470.1, TREG1_133470.2
OG0005692	T265_03304	TREG1_67000.1
OG0005693	T265_09417	TREG1_15490.2, TREG1_15490.1, TREG1_15490.3
OG0005694	T265_05938	TREG1_69440.1
OG0005695	T265_13862, T265_05792	TREG1_71710.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	TREG1_22870.1
OG0005699	T265_05508	TREG1_25390.2, TREG1_136810.1, TREG1_25390.1
OG0005700	T265_08200	TREG1_103450.1
OG0005701	T265_10795, T265_12238	TREG1_77830.1
OG0005702	T265_06068, T265_13996	TREG1_82510.1
OG0005703	T265_08410	TREG1_52170.1, TREG1_52180.1
OG0005704	T265_04448	TREG1_56780.1, TREG1_56790.1, TREG1_56790.2
OG0005705	T265_13838	TREG1_72010.1
OG0005706	T265_04867	TREG1_74750.1
OG0005707	T265_09880	TREG1_86140.1
OG0005709	T265_10125	TREG1_38040.1
OG0005710	T265_14076, T265_14078, T265_00920	TREG1_57320.1
OG0005712	T265_04155	TREG1_120660.1, TREG1_120660.2, TREG1_120660.3, TREG1_120660.6, TREG1_120660.4, TREG1_120660.5
OG0005713	T265_13995	TREG1_82620.1, TREG1_82670.1, TREG1_82670.2
OG0005714	T265_07566	TREG1_119100.1
OG0005715	T265_02163	TREG1_98650.1, TREG1_98670.1
OG0005716	T265_00293	TREG1_68540.1
OG0005717	T265_01752	TREG1_100090.1
OG0005718	T265_10025	TREG1_65880.1, TREG1_65880.2, TREG1_65880.3
OG0005719	T265_04450	TREG1_44060.1
OG0005720	T265_14184	TREG1_117590.1
OG0005722	T265_10194	TREG1_133510.1
OG0005723	T265_04137	TREG1_42500.1
OG0005724	T265_01588	TREG1_1780.1
OG0005725	T265_02382	TREG1_118160.1
OG0005726	T265_12453	TREG1_66330.1, TREG1_66330.2
OG0005727	T265_05161	TREG1_92390.1, TREG1_92390.2, TREG1_92390.3
OG0005728	T265_04760	TREG1_121180.1, TREG1_121180.2
OG0005729	T265_08666	TREG1_89020.1
OG0005730	T265_13080	TREG1_133080.1
OG0005731	T265_02245	TREG1_112150.1
OG0005732	T265_10389, T265_16193	TREG1_33290.1
OG0005733	T265_05681	TREG1_59230.1, TREG1_59230.2
OG0005734	T265_15232	TREG1_39630.1, TREG1_39630.2, TREG1_39630.3
OG0005735	T265_11765	TREG1_128030.1, TREG1_128030.2
OG0005736	T265_12755	TREG1_99460.1
OG0005737	T265_00624, T265_02522	TREG1_85580.1
OG0005738	T265_11159, T265_16149	TREG1_84320.1
OG0005739	T265_01925	TREG1_48040.1
OG0005740	T265_13120	TREG1_105040.1, TREG1_105050.1
OG0005741	T265_04882	TREG1_121710.1, TREG1_121710.2
OG0005742	T265_13047	TREG1_54010.3, TREG1_54010.1, TREG1_54010.2
OG0005743	T265_03071	TREG1_9280.1, TREG1_9280.2, TREG1_9280.3
OG0005744	T265_10649	TREG1_25980.6, TREG1_25980.4, TREG1_25980.5, TREG1_25980.1, TREG1_25980.3, TREG1_25980.2, TREG1_142480.1
OG0005745	T265_03355	TREG1_80740.1
OG0005746	T265_02952	TREG1_46150.1
OG0005747	T265_04470, T265_08799	TREG1_31890.1, TREG1_31890.3, TREG1_31890.2, TREG1_31890.4
OG0005748	T265_13853	TREG1_121950.1
OG0005749	T265_00632	TREG1_88300.1
OG0005750	T265_15268	TREG1_134630.1, TREG1_134630.3, TREG1_134630.2
OG0005751	T265_07039	TREG1_53920.1
OG0005753	T265_05928, T265_00174, T265_02962	TREG1_96140.1
OG0005754	T265_01370	TREG1_119720.1, TREG1_119730.1
OG0005755	T265_13833	TREG1_35080.2, TREG1_35080.4, TREG1_35080.1, TREG1_35080.3
OG0005756	T265_09096	TREG1_38010.1, TREG1_38010.2, TREG1_38010.3
OG0005758	T265_15767	TREG1_96990.1
OG0005760	T265_13006	TREG1_141420.1, TREG1_66420.1
OG0005761	T265_05973	TREG1_38310.1
OG0005762	T265_06999, T265_15869	TREG1_84380.1
OG0005763	T265_14562	TREG1_130000.1
OG0005764	T265_01401	TREG1_88860.1
OG0005765	T265_02549	TREG1_48470.1
OG0005766	T265_07109	TREG1_114340.1, TREG1_114340.2
OG0005767	T265_05293	TREG1_109290.1, TREG1_109290.2
OG0005768	T265_15039	TREG1_57810.1
OG0005769	T265_04564	TREG1_14630.1
OG0005770	T265_08813	TREG1_33240.1
OG0005771	T265_02692	TREG1_139950.1
OG0005772	T265_11297	TREG1_113120.1
OG0005773	T265_07555	TREG1_5990.1
OG0005774	T265_00539	TREG1_81320.1, TREG1_81340.1
OG0005775	T265_10318	TREG1_55990.1
OG0005776	T265_05775	TREG1_123520.1
OG0005777	T265_05076	TREG1_42120.1
OG0005778	T265_11844	TREG1_93150.1, TREG1_93150.2
OG0005779	T265_02003	TREG1_92550.1, TREG1_92550.2, TREG1_92550.3, TREG1_92550.4
OG0005780	T265_14551	TREG1_130400.1
OG0005782	T265_14704	TREG1_43330.1, TREG1_43330.2, TREG1_43330.3, TREG1_43330.4
OG0005783	T265_00399	TREG1_125710.1
OG0005784	T265_07736	TREG1_129630.1, TREG1_129630.2
OG0005786	T265_04169	TREG1_13920.1
OG0005787	T265_00243	TREG1_520.1
OG0005788	T265_03214, T265_13190	TREG1_18180.1
OG0005790	T265_09946	TREG1_94920.1
OG0005791	T265_05057	TREG1_30620.1
OG0005792	T265_05239	TREG1_4460.1
OG0005793	T265_09807	TREG1_8590.1
OG0005794	T265_07563	TREG1_200.1
OG0005795	T265_08753	TREG1_134940.1, TREG1_134940.2, TREG1_134940.3, TREG1_134940.4, TREG1_134940.5, TREG1_134930.1
OG0005796	T265_09148	TREG1_3320.1
OG0005797	T265_04637	TREG1_131980.1
OG0005798	T265_03990	TREG1_99930.1
OG0005799	T265_03670	TREG1_21640.1, TREG1_21640.2
OG0005800	T265_07697	TREG1_114230.1
OG0005801	T265_02096, T265_02093	TREG1_30180.1
OG0005802	T265_02201	TREG1_98390.1
OG0005803	T265_00647	TREG1_78910.1, TREG1_78980.1
OG0005804	T265_05300	TREG1_131190.1
OG0005805	T265_11376	TREG1_138370.1, TREG1_138370.2
OG0005806	T265_01699	TREG1_110950.1
OG0005807	T265_10239	TREG1_96100.1, TREG1_96100.2
OG0005808	T265_02555	TREG1_43870.1, TREG1_43880.1
OG0005809	T265_10830	TREG1_50240.1
OG0005810	T265_03823	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1
OG0005811	T265_03204	TREG1_28060.1
OG0005812	T265_08980	TREG1_41140.1, TREG1_41140.2
OG0005813	T265_13063	TREG1_102050.1
OG0005814	T265_09505	TREG1_14510.1
OG0005815	T265_00587	TREG1_86000.1
OG0005816	T265_06483	TREG1_30060.1
OG0005817	T265_06231	TREG1_45250.1
OG0005818	T265_13477	TREG1_125380.1, TREG1_125390.1
OG0005819	T265_07650	TREG1_70300.1
OG0005820	T265_14348	TREG1_87100.1, TREG1_87100.2
OG0005821	T265_15489	TREG1_135460.1, TREG1_135450.1
OG0005822	T265_10836, T265_15798	TREG1_37980.1
OG0005823	T265_03645	TREG1_54830.1
OG0005824	T265_13768	TREG1_33650.1
OG0005825	T265_09263	TREG1_37400.1
OG0005826	T265_15546, T265_15547	TREG1_85510.1
OG0005827	T265_00477	TREG1_62450.1
OG0005829	T265_07019	TREG1_79510.1, TREG1_79510.2
OG0005830	T265_02338	TREG1_98400.1
OG0005832	T265_03487	TREG1_55810.2, TREG1_55810.3, TREG1_55810.1, TREG1_55810.4
OG0005834	T265_09549, T265_09550	TREG1_115670.1
OG0005835	T265_02951, T265_02950, T265_12725	TREG1_84460.1
OG0005836	T265_01708	TREG1_110500.1, TREG1_110500.2
OG0005837	T265_01193	TREG1_128170.1, TREG1_89060.1
OG0005839	T265_06242	TREG1_48870.1
OG0005840	T265_11601	TREG1_122030.1
OG0005841	T265_08033	TREG1_14550.1
OG0005842	T265_03836, T265_15281	TREG1_76530.1
OG0005843	T265_10763	TREG1_23480.1, TREG1_23480.2
OG0005846	T265_07312	TREG1_49760.1, TREG1_49760.2
OG0005847	T265_13750	TREG1_133210.1
OG0005848	T265_06770	TREG1_66280.1
OG0005849	T265_11650	TREG1_133180.1
OG0005851	T265_13104	TREG1_76250.1, TREG1_76250.2, TREG1_76250.3, TREG1_76250.4, TREG1_76250.5, TREG1_76250.6
OG0005852	T265_08633	TREG1_49090.1
OG0005853	T265_02224	TREG1_105560.1, TREG1_105560.2, TREG1_105560.4, TREG1_105560.3
OG0005854	T265_13860	TREG1_108310.1
OG0005855	T265_08314	TREG1_39850.1, TREG1_39850.2
OG0005856	T265_03805	TREG1_122140.1
OG0005857	T265_00601	TREG1_91040.2, TREG1_91040.4, TREG1_91040.1, TREG1_91040.3, TREG1_91040.5
OG0005859	T265_08046	TREG1_8270.1
OG0005862	T265_05077	TREG1_42130.1, TREG1_42130.2
OG0005863	T265_12761	TREG1_68470.1
OG0005864	T265_12652	TREG1_24030.1, TREG1_52130.1
OG0005865	T265_13793	TREG1_103800.1
OG0005866	T265_01265	TREG1_102070.1
OG0005867	T265_14730	TREG1_48310.1
OG0005868	T265_15212	TREG1_135470.1
OG0005869	T265_02080	TREG1_131410.1
OG0005870	T265_01028	TREG1_59070.1, TREG1_59070.2
OG0005871	T265_02838	TREG1_104370.1
OG0005892	T265_02810	TREG1_39740.1, TREG1_39750.1
OG0005895	T265_02067, T265_12917	TREG1_132590.1
OG0005896	T265_11094	TREG1_56850.1
OG0005897	T265_07974	TREG1_132980.1
OG0005898	T265_12230	TREG1_42990.1
OG0005899	T265_04845	TREG1_132460.1
OG0005900	T265_00709	TREG1_25050.1
OG0005901	T265_00638	TREG1_87330.1
OG0005902	T265_00941, T265_02464	TREG1_19500.1
OG0005903	T265_00963	TREG1_19070.1
OG0005904	T265_11372	TREG1_32820.1, TREG1_32820.2, TREG1_32820.3
OG0005905	T265_03164	TREG1_91910.1, TREG1_91900.1
OG0005908	T265_02581	TREG1_41340.1
OG0005909	T265_06412, T265_11442	TREG1_17580.1, TREG1_17580.3, TREG1_17580.2
OG0005910	T265_09944	TREG1_105370.3, TREG1_105370.2, TREG1_105370.1
OG0005911	T265_04810	TREG1_136160.1
OG0005912	T265_04624	TREG1_131680.1, TREG1_131680.2
OG0005913	T265_10498	TREG1_124410.1
OG0005914	T265_06765	TREG1_99180.1, TREG1_99180.2, TREG1_99180.3, TREG1_99180.4, TREG1_99180.5, TREG1_99180.6
OG0005915	T265_08170	TREG1_6930.1, TREG1_6930.2
OG0005916	T265_06691	TREG1_123310.1
OG0005917	T265_15562	TREG1_87830.1
OG0005919	T265_11164, T265_11165	TREG1_21580.1
OG0005920	T265_00251	TREG1_19160.1
OG0005921	T265_00660	TREG1_94440.1
OG0005922	T265_03683	TREG1_24270.1, TREG1_24270.2
OG0005923	T265_09100	TREG1_46460.1
OG0005924	T265_11578, T265_15466	TREG1_8250.1
OG0005925	T265_01965	TREG1_96350.1
OG0005926	T265_06075	TREG1_82080.1
OG0005927	T265_07474	TREG1_38590.1, TREG1_38560.1
OG0005928	T265_03910	TREG1_90400.1
OG0005929	T265_14813	TREG1_88170.1, TREG1_88190.1
OG0005930	T265_01780	TREG1_97360.1, TREG1_97350.1
OG0005931	T265_00432	TREG1_105660.1
OG0005932	T265_15964, T265_08949	TREG1_11440.1, TREG1_11440.2
OG0005934	T265_13965	TREG1_16090.1
OG0005935	T265_11727	TREG1_36610.1
OG0005936	T265_13176	TREG1_84930.1, TREG1_84930.2, TREG1_84930.3
OG0005937	T265_07301	TREG1_139160.1, TREG1_140280.1, TREG1_140280.2
OG0005938	T265_12945	TREG1_105790.1
OG0005939	T265_01335	TREG1_70820.1
OG0005943	T265_00991	TREG1_25810.1
OG0005944	T265_11797	TREG1_79710.1
OG0005945	T265_03036	TREG1_19180.1
OG0005946	T265_10157	TREG1_23600.1, TREG1_23600.2
OG0005947	T265_09064	TREG1_128260.1, TREG1_13790.2, TREG1_13790.1
OG0005948	T265_03363, T265_07624	TREG1_36740.1
OG0005950	T265_12502	TREG1_71050.1, TREG1_71050.2
OG0005951	T265_09940	TREG1_25090.1, TREG1_25090.2
OG0005952	T265_10288	TREG1_118670.1
OG0005953	T265_10746	TREG1_90820.1
OG0005954	T265_10033	TREG1_21660.1
OG0005955	T265_07740	TREG1_124870.1, TREG1_124870.2
OG0005956	T265_04335	TREG1_52450.1, TREG1_52440.1
OG0005957	T265_08557	TREG1_38400.1, TREG1_38400.2
OG0005958	T265_06746	TREG1_103210.1
OG0005959	T265_05366	TREG1_45080.1
OG0005960	T265_05528	TREG1_116740.1, TREG1_116740.2
OG0005961	T265_14951	TREG1_82880.1
OG0005962	T265_06637	TREG1_133060.1
OG0005963	T265_10304, T265_14365, T265_15108	TREG1_82970.1
OG0005964	T265_10711	TREG1_50660.1
OG0005965	T265_02267	TREG1_28400.1, TREG1_28400.2
OG0005966	T265_10363	TREG1_121260.1, TREG1_121260.2
OG0005967	T265_09028	TREG1_105610.1, TREG1_105610.2
OG0005968	T265_03223	TREG1_15290.1
OG0005969	T265_01484	TREG1_57580.1, TREG1_57580.2
OG0005970	T265_00871	TREG1_27490.1
OG0005971	T265_05686	TREG1_37480.1
OG0005973	T265_06386	TREG1_39250.1
OG0005974	T265_06188	TREG1_24130.1, TREG1_24130.2
OG0005975	T265_14775	TREG1_95850.1
OG0005976	T265_14316	TREG1_50530.1
OG0005977	T265_12538	TREG1_66670.1, TREG1_66670.2
OG0005978	T265_13761	TREG1_121810.1
OG0005979	T265_05569	TREG1_18470.1
OG0005980	T265_05285	TREG1_73880.1
OG0005981	T265_15772	TREG1_131370.1
OG0005982	T265_00605, T265_00606	TREG1_85660.1
OG0005983	T265_07434	TREG1_66210.1, TREG1_66230.1
OG0005984	T265_00666	TREG1_88070.1
OG0005985	T265_08574	TREG1_37200.1, TREG1_37200.2
OG0005986	T265_03423	TREG1_21720.1
OG0005988	T265_15461	TREG1_134600.1
OG0005989	T265_14833	TREG1_111840.1
OG0005990	T265_00349	TREG1_73900.1
OG0005991	T265_14289	TREG1_73410.1, TREG1_73420.1
OG0005992	T265_03305	TREG1_67010.1, TREG1_67010.2
OG0005993	T265_05906	TREG1_96230.1, TREG1_96230.2
OG0005994	T265_01234	TREG1_71450.1, TREG1_71450.2
OG0005995	T265_00455	TREG1_136970.1
OG0005996	T265_00840	TREG1_22590.1
OG0005998	T265_03564	TREG1_64100.1, TREG1_64090.1
OG0005999	T265_12854	TREG1_97810.1
OG0006000	T265_08532	TREG1_18130.1
OG0006001	T265_07451	TREG1_121160.1
OG0006002	T265_13469	TREG1_66530.1
OG0006003	T265_12071, T265_04787	TREG1_52220.1, TREG1_52220.2
OG0006004	T265_13739	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2
OG0006005	T265_15287	TREG1_101910.1, TREG1_101910.2
OG0006006	T265_02947	TREG1_61340.1
OG0006007	T265_13795	TREG1_23430.1, TREG1_23430.2
OG0006008	T265_00318	TREG1_103370.1, TREG1_103370.2
OG0006009	T265_12041, T265_15230	TREG1_113780.1
OG0006010	T265_01682	TREG1_114110.1
OG0006011	T265_00506	TREG1_88820.1
OG0006012	T265_08137	TREG1_89440.1
OG0006013	T265_15196	TREG1_27580.1
OG0006014	T265_02209	TREG1_98610.1
OG0006015	T265_01224	TREG1_103740.1
OG0006016	T265_00151	TREG1_109550.1
OG0006017	T265_00153	TREG1_109540.1, TREG1_109540.2
OG0006018	T265_05377	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2
OG0006019	T265_07921, T265_12602	TREG1_116540.1
OG0006021	T265_05821	TREG1_105150.1
OG0006022	T265_02028	TREG1_85210.1
OG0006023	T265_00867	TREG1_20230.1, TREG1_20230.2
OG0006024	T265_12539	TREG1_72280.1
OG0006026	T265_09387	TREG1_390.1
OG0006027	T265_02114	TREG1_58600.1
OG0006028	T265_06858	TREG1_65240.1, TREG1_65230.1
OG0006029	T265_03845	TREG1_76410.1
OG0006030	T265_07048, T265_16154	TREG1_50740.1
OG0006031	T265_05494	TREG1_21500.1, TREG1_21500.2
OG0006032	T265_14178	TREG1_2030.1
OG0006033	T265_09128	TREG1_33130.1, TREG1_33160.1
OG0006034	T265_10670	TREG1_39610.1, TREG1_39610.2
OG0006035	T265_01354	TREG1_75230.1
OG0006037	T265_11799	TREG1_110530.9, TREG1_110610.1
OG0006038	T265_01505	TREG1_56470.1
OG0006039	T265_00295	TREG1_68520.1, TREG1_68520.2
OG0006040	T265_08498	TREG1_77880.1
OG0006043	T265_08369	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3
OG0006044	T265_10305	TREG1_93710.1
OG0006045	T265_04338	TREG1_44440.1
OG0006046	T265_08037	TREG1_10730.1, TREG1_10740.1
OG0006047	T265_05746	TREG1_54020.1
OG0006048	T265_14751	TREG1_14150.1, TREG1_14150.2
OG0006049	T265_06032	TREG1_45830.1
OG0006050	T265_01164	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3
OG0006051	T265_13008	TREG1_24990.1
OG0006052	T265_01643, T265_12947	TREG1_105740.1
OG0006053	T265_12566	TREG1_92240.1
OG0006054	T265_14672	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2
OG0006055	T265_01190	TREG1_47590.1
OG0006056	T265_09364	TREG1_21160.1
OG0006058	T265_01441	TREG1_15760.1, TREG1_15760.2
