Orthogroup	opisthorchis_viverrini	schistosoma_mansoni
OG0005237	T265_15641	Smp_330760.1
OG0005241	T265_09351	Smp_078750.1
OG0005242	T265_10714	Smp_026340.1
OG0005244	T265_05974	Smp_341410.1
OG0005246	T265_04129	Smp_072490.1
OG0005247	T265_07258, T265_15833	Smp_143770.1
OG0005248	T265_08876	Smp_007900.1
OG0005249	T265_09395	Smp_058320.1
OG0005250	T265_09510	Smp_337090.2
OG0005251	T265_10808	Smp_341440.1
OG0005253	T265_14940	Smp_343690.1
OG0005254	T265_16086	Smp_024180.1
OG0005283	T265_07745	Smp_012010.1
OG0005284	T265_05448	Smp_342980.2, Smp_342980.1
OG0005285	T265_12614	Smp_330470.1
OG0005286	T265_14394	Smp_034610.1
OG0005287	T265_03322	Smp_147400.1
OG0005289	T265_00459, T265_12550, T265_00460	Smp_125490.1
OG0005290	T265_04696	Smp_088940.1
OG0005291	T265_06357	Smp_176940.1
OG0005292	T265_11219	Smp_044020.1
OG0005293	T265_04198	Smp_082490.1
OG0005294	T265_12032, T265_14151, T265_06837	Smp_170980.1
OG0005295	T265_04038	Smp_082050.1
OG0005296	T265_15709	Smp_043990.1
OG0005297	T265_08431, T265_15812	Smp_085530.1
OG0005298	T265_08102	Smp_194780.1
OG0005300	T265_05373	Smp_243000.1
OG0005301	T265_10884, T265_00030	Smp_050080.1
OG0005302	T265_12789	Smp_243910.1
OG0005303	T265_01240	Smp_037530.1
OG0005304	T265_03830	Smp_087920.1
OG0005305	T265_15316	Smp_319080.1, Smp_319080.2
OG0005307	T265_08389	Smp_006830.1
OG0005309	T265_02112	Smp_004070.1
OG0005310	T265_07235, T265_00714	Smp_241570.1
OG0005313	T265_16115	Smp_154960.1, Smp_154960.2
OG0005314	T265_05533	Smp_061300.1
OG0005315	T265_14506	Smp_345310.1
OG0005316	T265_11658	Smp_153440.1
OG0005317	T265_07010	Smp_194720.1
OG0005318	T265_01887	Smp_309860.1
OG0005319	T265_10135	Smp_246560.1
OG0005322	T265_07323	Smp_036400.1
OG0005323	T265_06465	Smp_035280.1
OG0005325	T265_14272	Smp_073270.1
OG0005326	T265_13164, T265_03069	Smp_132930.1
OG0005327	T265_00848	Smp_096240.1
OG0005328	T265_08920, T265_14707	Smp_246650.1
OG0005329	T265_15005	Smp_168600.1
OG0005330	T265_15013	Smp_152570.1
OG0005331	T265_08643	Smp_315500.1
OG0005332	T265_05960	Smp_024880.1
OG0005333	T265_11922	Smp_078900.1
OG0005334	T265_10821	Smp_045990.1
OG0005335	T265_11353	Smp_042440.1
OG0005336	T265_09502, T265_09503	Smp_025510.1
OG0005337	T265_04235	Smp_336630.1
OG0005338	T265_10177	Smp_065190.1
OG0005339	T265_03833	Smp_246060.1
OG0005340	T265_09594, T265_12878	Smp_194100.1
OG0005341	T265_10224	Smp_340450.1
OG0005343	T265_02785, T265_02786, T265_02784	Smp_130890.1
OG0005345	T265_14061	Smp_165060.1
OG0005346	T265_02105, T265_12925	Smp_165230.1
OG0005347	T265_05626	Smp_002870.1
OG0005348	T265_13539	Smp_135930.1
OG0005349	T265_06704	Smp_148110.1
OG0005350	T265_09936	Smp_245060.2, Smp_245060.1
OG0005351	T265_03561	Smp_014680.1
OG0005352	T265_00939	Smp_057630.1
OG0005353	T265_04816	Smp_246140.1
OG0005354	T265_11724	Smp_340120.1
OG0005355	T265_09734	Smp_048420.1
OG0005356	T265_01689, T265_10747	Smp_022140.1
OG0005358	T265_05286	Smp_122790.1, Smp_122790.2
OG0005359	T265_05489	Smp_151190.1
OG0005360	T265_15263	Smp_307170.1
OG0005361	T265_05573	Smp_084320.1
OG0005362	T265_15197	Smp_000600.1
OG0005363	T265_14241	Smp_061050.1
OG0005364	T265_02141	Smp_157310.1
OG0005365	T265_03189	Smp_130590.1
OG0005366	T265_15118	Smp_306190.1
OG0005367	T265_01079	Smp_245050.1
OG0005368	T265_02254	Smp_150350.1
OG0005369	T265_04513	Smp_004990.1
OG0005371	T265_04511	Smp_009600.1
OG0005372	T265_05027	Smp_123820.1, Smp_123820.2
OG0005373	T265_06855, T265_07464	Smp_248030.1
OG0005374	T265_12656	Smp_081460.1
OG0005376	T265_01452	Smp_162540.1
OG0005377	T265_05210	Smp_173190.1
OG0005378	T265_01504	Smp_155320.1
OG0005379	T265_00306, T265_12511	Smp_134050.1
OG0005380	T265_08674	Smp_038440.1
OG0005381	T265_03055, T265_03056	Smp_174320.1
OG0005382	T265_07943	Smp_041600.1
OG0005383	T265_10764	Smp_147920.1
OG0005384	T265_15266	Smp_043580.1
OG0005385	T265_05325, T265_06130	Smp_038510.1
OG0005386	T265_12619	Smp_008450.1
OG0005387	T265_08575	Smp_141350.1
OG0005388	T265_03712	Smp_245815.1
OG0005389	T265_03975	Smp_245490.1
OG0005390	T265_15462	Smp_031880.1
OG0005391	T265_05845	Smp_204770.1
OG0005392	T265_01365	Smp_156460.1
OG0005393	T265_01362	Smp_063670.1
OG0005395	T265_12943	Smp_158810.1
OG0005396	T265_10275	Smp_046020.1
OG0005397	T265_08517	Smp_166310.1
OG0005398	T265_12702, T265_16153	Smp_156140.1
OG0005399	T265_05139	Smp_074710.1
OG0005400	T265_14743	Smp_155390.1
OG0005402	T265_02356	Smp_166420.1
OG0005404	T265_09420	Smp_055890.1
OG0005405	T265_08404	Smp_082300.1
OG0005406	T265_12567	Smp_000160.1
OG0005407	T265_04295	Smp_328350.1
OG0005408	T265_02634	Smp_267040.1
OG0005409	T265_02973	Smp_161750.1
OG0005410	T265_04348	Smp_128690.1
OG0005411	T265_13356	Smp_127060.1
OG0005412	T265_08661	Smp_013470.1
OG0005413	T265_11492	Smp_080110.1
OG0005414	T265_15840	Smp_168460.1
OG0005415	T265_10057	Smp_024490.1
OG0005416	T265_15035	Smp_340100.1
OG0005417	T265_10864	Smp_031010.1
OG0005418	T265_10182	Smp_004640.1
OG0005419	T265_03907	Smp_167650.1
OG0005420	T265_07983	Smp_040990.1
OG0005421	T265_04877	Smp_055740.1
OG0005423	T265_04323	Smp_035020.1
OG0005424	T265_04982, T265_04980	Smp_006440.1
OG0005425	T265_13652, T265_13651, T265_13653	Smp_267070.1
OG0005427	T265_07946	Smp_134470.1, Smp_134470.2
OG0005428	T265_15255	Smp_002230.1
OG0005430	T265_14216	Smp_342630.1
OG0005431	T265_07854	Smp_144950.1
OG0005432	T265_08271	Smp_136260.1
OG0005433	T265_05782	Smp_042050.1
OG0005434	T265_13327, T265_15957	Smp_017610.1
OG0005435	T265_09698	Smp_267220.1
OG0005436	T265_00622	Smp_105710.1
OG0005438	T265_06134	Smp_038530.1
OG0005439	T265_05891	Smp_197730.1
OG0005440	T265_01331	Smp_340730.1
OG0005441	T265_01872	Smp_064240.1
OG0005442	T265_12628	Smp_174170.1
OG0005443	T265_05614	Smp_074830.1
OG0005444	T265_02921	Smp_014050.1
OG0005446	T265_15324	Smp_139150.1
OG0005447	T265_00188	Smp_027000.1, Smp_027000.2
OG0005448	T265_06100	Smp_005070.2, Smp_005070.1
OG0005449	T265_09333, T265_09332	Smp_241840.1
OG0005450	T265_10981	Smp_074080.1
OG0005451	T265_09425	Smp_093280.1
OG0005453	T265_11126	Smp_075040.1
OG0005454	T265_02688	Smp_045250.1
OG0005455	T265_11461	Smp_066730.1
OG0005457	T265_00065	Smp_340340.1
OG0005459	T265_13122, T265_02913	Smp_346430.1, Smp_321920.1
OG0005460	T265_12950	Smp_334040.1
OG0005461	T265_10012	Smp_333160.1
OG0005462	T265_12786	Smp_062020.1
OG0005463	T265_05511	Smp_061310.1
OG0005464	T265_00131, T265_12275	Smp_173010.1
OG0005465	T265_03813	Smp_156780.1
OG0005466	T265_11553	Smp_347930.1, Smp_347930.2
OG0005467	T265_09793	Smp_168760.1
OG0005468	T265_06677	Smp_243950.1
OG0005469	T265_07684	Smp_167640.1
OG0005472	T265_04851	Smp_050820.1
OG0005474	T265_16250	Smp_173480.1
OG0005476	T265_03001	Smp_147850.1
OG0005477	T265_11475	Smp_067280.1
OG0005478	T265_00646	Smp_336660.1
OG0005479	T265_02835	Smp_053610.1
OG0005480	T265_01791	Smp_343090.1
OG0005481	T265_14797	Smp_055800.1
OG0005482	T265_07135	Smp_065530.1
OG0005483	T265_11993	Smp_319860.1
OG0005484	T265_11055	Smp_026420.1
OG0005485	T265_12648	Smp_009550.1
OG0005486	T265_01953	Smp_343500.1
OG0005487	T265_05597, T265_13821	Smp_313840.1
OG0005488	T265_00563	Smp_127140.1
OG0005489	T265_10945	Smp_022660.1
OG0005490	T265_07627	Smp_343030.1
OG0005491	T265_11285	Smp_340240.1
OG0005492	T265_06514	Smp_077670.2, Smp_077670.1
OG0005493	T265_02886	Smp_148280.1
OG0005494	T265_13149	Smp_104730.1
OG0005496	T265_13611	Smp_212350.1
OG0005497	T265_03756	Smp_055450.1
OG0005499	T265_03783	Smp_147160.1
OG0005500	T265_00880, T265_15018	Smp_039810.1
OG0005502	T265_09319	Smp_346380.2, Smp_346380.1
OG0005503	T265_05012	Smp_125900.1
OG0005504	T265_15476	Smp_043600.1, Smp_247700.1
OG0005505	T265_15216	Smp_041730.1
OG0005506	T265_01863	Smp_063070.1
OG0005507	T265_03828	Smp_067420.1
OG0005508	T265_05267	Smp_336370.1
OG0005509	T265_15724	Smp_343360.1
OG0005510	T265_04306	Smp_016670.1
OG0005511	T265_01328	Smp_042090.1
OG0005512	T265_09144	Smp_059290.1
OG0005513	T265_03550	Smp_154280.1
OG0005514	T265_10018	Smp_124300.1
OG0005515	T265_11300	Smp_166430.1
OG0005516	T265_03191, T265_03192	Smp_306450.1
OG0005517	T265_08930	Smp_210670.1
OG0005518	T265_05390	Smp_322860.1
OG0005519	T265_14962, T265_16085	Smp_005180.1
OG0005520	T265_06161	Smp_074770.1
OG0005521	T265_03986	Smp_344490.1
OG0005522	T265_15147	Smp_052800.1
OG0005523	T265_13005, T265_16171	Smp_341010.1
OG0005524	T265_10230	Smp_043910.1
OG0005525	T265_08202	Smp_204750.1
OG0005526	T265_08059	Smp_036250.1
OG0005527	T265_04257	Smp_130940.1
OG0005530	T265_08534	Smp_157780.1, Smp_157780.2
OG0005531	T265_01390	Smp_012150.1
OG0005532	T265_14747	Smp_093800.1
OG0005535	T265_07286	Smp_021040.1, Smp_021040.2, Smp_021040.3
OG0005538	T265_00113	Smp_171120.1
OG0005539	T265_13052	Smp_329370.1
OG0005540	T265_08055	Smp_121790.1
OG0005544	T265_02659	Smp_114430.1
OG0005545	T265_06655, T265_06656	Smp_245330.1
OG0005546	T265_12984	Smp_204160.1
OG0005547	T265_14463	Smp_141690.1
OG0005566	T265_05784	Smp_058990.1
OG0005567	T265_05147	Smp_058460.1
OG0005570	T265_13520	Smp_319050.1
OG0005571	T265_00062	Smp_133690.1
OG0005572	T265_15288	Smp_000590.1
OG0005573	T265_11449	Smp_333040.1
OG0005574	T265_14050	Smp_162290.1
OG0005575	T265_03162	Smp_167660.1
OG0005576	T265_08870	Smp_083870.1
OG0005577	T265_02626	Smp_155510.1
OG0005578	T265_05284, T265_01975, T265_05283	Smp_242130.1
OG0005579	T265_04553	Smp_210580.1
OG0005580	T265_12456	Smp_156400.1
OG0005581	T265_14696	Smp_129840.1
OG0005583	T265_08895	Smp_162230.1
OG0005584	T265_02735	Smp_198380.1
OG0005585	T265_13551	Smp_125350.1
OG0005586	T265_04631	Smp_006000.1
OG0005587	T265_08836	Smp_042030.1
OG0005588	T265_06462	Smp_035380.1
OG0005589	T265_10140	Smp_167400.1
OG0005590	T265_02090	Smp_194920.1
OG0005591	T265_11829	Smp_002510.1
OG0005593	T265_02336	Smp_213480.1
OG0005594	T265_00035	Smp_150690.1
OG0005595	T265_03128	Smp_070680-0, Smp_070680.1
OG0005596	T265_10450	Smp_029940.1
OG0005597	T265_13001	Smp_064510.1
OG0005598	T265_00090	Smp_180240.1
OG0005599	T265_12744	Smp_140650.1
OG0005600	T265_01613, T265_02081, T265_01614	Smp_163160.1
OG0005601	T265_01074, T265_07975	Smp_305350.1
OG0005602	T265_05680	Smp_346460.1
OG0005603	T265_10595	Smp_196090.1
OG0005604	T265_14820	Smp_347350.1
OG0005605	T265_00735	Smp_301660.1
OG0005606	T265_01778, T265_01779	Smp_173100.1
OG0005607	T265_08644	Smp_141520.1
OG0005608	T265_14383	Smp_029890.1
OG0005609	T265_15052	Smp_126230.1
OG0005610	T265_14713	Smp_098300.1
OG0005611	T265_13473, T265_04313	Smp_136660.1, Smp_136660.2
OG0005612	T265_02912, T265_11062	Smp_127930.1
OG0005613	T265_08092	Smp_328390.1, Smp_343870.1
OG0005614	T265_10058	Smp_035110.1
OG0005615	T265_01886	Smp_020050.1
OG0005616	T265_01885, T265_12128	Smp_020060.1
OG0005617	T265_13433	Smp_151410.1, Smp_151410.2
OG0005618	T265_08821	Smp_004190.1
OG0005619	T265_06768	Smp_347100.1
OG0005620	T265_05375	Smp_051010.1
OG0005621	T265_06150	Smp_172190.1
OG0005622	T265_05245	Smp_148140.1
OG0005623	T265_09835, T265_12397	Smp_145380.1
OG0005625	T265_04392, T265_04393	Smp_147430.1
OG0005626	T265_05055	Smp_143310.1
OG0005627	T265_10410	Smp_173020.1
OG0005628	T265_09104	Smp_086830.1
OG0005629	T265_11995, T265_15653	Smp_006750.1
OG0005630	T265_15104	Smp_266900.1
OG0005631	T265_10242	Smp_343180.1
OG0005632	T265_10093	Smp_125370.1
OG0005633	T265_04541	Smp_094480.1
OG0005634	T265_13921	Smp_176630.1
OG0005635	T265_00211	Smp_340280.1
OG0005636	T265_06536	Smp_079640.1
OG0005637	T265_11903	Smp_170630.1
OG0005638	T265_02937	Smp_062550.1
OG0005639	T265_05902	Smp_050740.1
OG0005641	T265_00803	Smp_137120.1, Smp_316920.1
OG0005642	T265_05646	Smp_164270.1, Smp_164270.2
OG0005643	T265_06739	Smp_140810.1
OG0005644	T265_02170	Smp_332080.1
OG0005645	T265_00481	Smp_121390.1
OG0005647	T265_12426	Smp_104630.1
OG0005648	T265_02569	Smp_337870.1
OG0005649	T265_01356	Smp_122980.1
OG0005650	T265_03915	Smp_342660.1
OG0005652	T265_09909	Smp_039400.1
OG0005654	T265_04874, T265_13622	Smp_312850.1
OG0005655	T265_04225	Smp_077020.1
OG0005656	T265_04764	Smp_207070.1
OG0005657	T265_12479, T265_00202	Smp_157860.1
OG0005659	T265_10330	Smp_267120.1
OG0005660	T265_02166	Smp_345010.1
OG0005661	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880	Smp_033000.1
OG0005662	T265_01481	Smp_302970.1
OG0005664	T265_16080	Smp_347120.1
OG0005665	T265_02439	Smp_102280.1
OG0005666	T265_04890	Smp_154100.1
OG0005668	T265_04543	Smp_171630.1
OG0005669	T265_00307	Smp_022020.1
OG0005670	T265_15339	Smp_210980.1
OG0005671	T265_00199	Smp_337280.1
OG0005672	T265_00025	Smp_247410.1, Smp_247410.2
OG0005673	T265_00026	Smp_124650.1, Smp_124650.2
OG0005674	T265_14069	Smp_079260.1
OG0005675	T265_14702	Smp_196900.1
OG0005677	T265_12490	Smp_245110.1
OG0005678	T265_08052	Smp_121780.1
OG0005679	T265_05347	Smp_170010.1
OG0005680	T265_02058	Smp_001080.1
OG0005681	T265_02059	Smp_001070.1
OG0005683	T265_00556, T265_00555, T265_00558	Smp_132830.1
OG0005684	T265_13286	Smp_310880.1
OG0005685	T265_04563	Smp_163300.1
OG0005686	T265_02644	Smp_247920.1, Smp_247920.2
OG0005687	T265_07614	Smp_084830.1
OG0005688	T265_06908	Smp_342360.1
OG0005689	T265_12982	Smp_126760.1
OG0005690	T265_13741	Smp_344100.1
OG0005691	T265_14083	Smp_332280.1
OG0005692	T265_03304	Smp_131000.1
OG0005693	T265_09417	Smp_344450.1
OG0005694	T265_05938	Smp_341030.1, Smp_341030.2
OG0005695	T265_13862, T265_05792	Smp_245660.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	Smp_075350.1
OG0005699	T265_05508	Smp_163660.1
OG0005700	T265_08200	Smp_346130.1
OG0005701	T265_10795, T265_12238	Smp_068680.1
OG0005702	T265_06068, T265_13996	Smp_246270.1
OG0005703	T265_08410	Smp_176390.1
OG0005704	T265_04448	Smp_091480.1
OG0005705	T265_13838	Smp_332020.1
OG0005706	T265_04867	Smp_134010.1
OG0005707	T265_09880	Smp_063420.1
OG0005709	T265_10125	Smp_167370.1
OG0005710	T265_14076, T265_14078, T265_00920	Smp_139480.1
OG0005712	T265_04155	Smp_156240.1
OG0005713	T265_13995	Smp_138220.1
OG0005714	T265_07566	Smp_334750.1
OG0005715	T265_02163	Smp_159700.1
OG0005716	T265_00293	Smp_134660.1
OG0005717	T265_01752	Smp_042980.1
OG0005718	T265_10025	Smp_064150.1
OG0005719	T265_04450	Smp_180170.1
OG0005720	T265_14184	Smp_156890.1, Smp_156890.2
OG0005722	T265_10194	Smp_342320.1
OG0005723	T265_04137	Smp_055990.1
OG0005724	T265_01588	Smp_266980.1
OG0005725	T265_02382	Smp_247670.1
OG0005726	T265_12453	Smp_181130.1
OG0005727	T265_05161	Smp_055310.1
OG0005728	T265_04760	Smp_158150.1
OG0005729	T265_08666	Smp_136770.1
OG0005730	T265_13080	Smp_248090.1
OG0005731	T265_02245	Smp_129960.1
OG0005732	T265_10389, T265_16193	Smp_076880.1
OG0005733	T265_05681	Smp_152210.1
OG0005734	T265_15232	Smp_072660.1
OG0005735	T265_11765	Smp_077590.1
OG0005736	T265_12755	Smp_063030.1
OG0005737	T265_00624, T265_02522	Smp_168770.1
OG0005738	T265_11159, T265_16149	Smp_340420.1
OG0005739	T265_01925	Smp_102820.1
OG0005740	T265_13120	Smp_344400.1
OG0005741	T265_04882	Smp_322300.1, Smp_074400.1
OG0005742	T265_13047	Smp_173420.1
OG0005743	T265_03071	Smp_168620.1
OG0005744	T265_10649	Smp_094190.1
OG0005745	T265_03355	Smp_012980.1
OG0005746	T265_02952	Smp_019890.1, Smp_019890.2
OG0005747	T265_04470, T265_08799	Smp_213145.1
OG0005748	T265_13853	Smp_074200.1
OG0005749	T265_00632	Smp_344890.1
OG0005750	T265_15268	Smp_139420.1
OG0005751	T265_07039	Smp_033670.1
OG0005753	T265_05928, T265_00174, T265_02962	Smp_247310.1
OG0005754	T265_01370	Smp_341310.1
OG0005755	T265_13833	Smp_124120.1
OG0005756	T265_09096	Smp_083400.1
OG0005758	T265_15767	Smp_067780.1
OG0005760	T265_13006	Smp_143490.1
OG0005761	T265_05973	Smp_055420.1
OG0005762	T265_06999, T265_15869	Smp_078780.1
OG0005763	T265_14562	Smp_016920.1
OG0005764	T265_01401	Smp_342920.1
OG0005765	T265_02549	Smp_073590.1
OG0005766	T265_07109	Smp_342780.1
OG0005767	T265_05293	Smp_151010.1
OG0005768	T265_15039	Smp_213180.1
OG0005769	T265_04564	Smp_076300.1
OG0005770	T265_08813	Smp_072340.1
OG0005771	T265_02692	Smp_148510.2, Smp_148510.1
OG0005772	T265_11297	Smp_026090.1
OG0005773	T265_07555	Smp_142120.1
OG0005774	T265_00539	Smp_333580.1
OG0005775	T265_10318	Smp_346890.1
OG0005776	T265_05775	Smp_123050.1
OG0005777	T265_05076	Smp_241860.1
OG0005778	T265_11844	Smp_169690.1
OG0005779	T265_02003	Smp_342860.1
OG0005780	T265_14551	Smp_127700.1
OG0005782	T265_14704	Smp_105210.1
OG0005783	T265_00399	Smp_169960.1
OG0005784	T265_07736	Smp_316110.1
OG0005786	T265_04169	Smp_061950.1
OG0005787	T265_00243	Smp_342510.1
OG0005788	T265_03214, T265_13190	Smp_157790.1
OG0005790	T265_09946	Smp_079000.1
OG0005791	T265_05057	Smp_340440.1, Smp_340440.2
OG0005792	T265_05239	Smp_102450.1
OG0005793	T265_09807	Smp_174950.1
OG0005794	T265_07563	Smp_031310.2, Smp_031310.1, Smp_348820.2, Smp_348820.1
OG0005795	T265_08753	Smp_241430.1
OG0005796	T265_09148	Smp_138600.1
OG0005797	T265_04637	Smp_125360.1
OG0005798	T265_03990	Smp_148910.1
OG0005799	T265_03670	Smp_146240.1
OG0005800	T265_07697	Smp_069760.1
OG0005801	T265_02096, T265_02093	Smp_314220.1
OG0005802	T265_02201	Smp_153790.1, Smp_153790.2
OG0005803	T265_00647	Smp_331870.1
OG0005804	T265_05300	Smp_105780.1
OG0005805	T265_11376	Smp_156100.1
OG0005806	T265_01699	Smp_053020.1
OG0005807	T265_10239	Smp_334440.1, Smp_334440.2
OG0005808	T265_02555	Smp_090890.1
OG0005809	T265_10830	Smp_246040.1
OG0005810	T265_03823	Smp_158700.1
OG0005811	T265_03204	Smp_064860.1
OG0005812	T265_08980	Smp_302330.1
OG0005813	T265_13063	Smp_346930.1, Smp_346930.2
OG0005814	T265_09505	Smp_136540.1
OG0005815	T265_00587	Smp_021340.1
OG0005816	T265_06483	Smp_046090.1
OG0005817	T265_06231	Smp_012690.1
OG0005818	T265_13477	Smp_024970.1
OG0005819	T265_07650	Smp_048940.1
OG0005820	T265_14348	Smp_246530.1
OG0005821	T265_15489	Smp_173700.1
OG0005822	T265_10836, T265_15798	Smp_308030.1
OG0005823	T265_03645	Smp_154340.1
OG0005824	T265_13768	Smp_179710.1
OG0005825	T265_09263	Smp_035470.1
OG0005826	T265_15546, T265_15547	Smp_326130.1
OG0005827	T265_00477	Smp_310180.1
OG0005829	T265_07019	Smp_103010.1
OG0005832	T265_03487	Smp_009830.1
OG0005834	T265_09549, T265_09550	Smp_345040.1
OG0005835	T265_02951, T265_02950, T265_12725	Smp_136400.1
OG0005836	T265_01708	Smp_334540.1
OG0005837	T265_01193	Smp_248010.1
OG0005839	T265_06242	Smp_073560.1
OG0005840	T265_11601	Smp_174680.1
OG0005841	T265_08033	Smp_163260.1
OG0005842	T265_03836, T265_15281	Smp_086210.1
OG0005843	T265_10763	Smp_077310.1
OG0005844	T265_14602	Smp_017830.1
OG0005846	T265_07312	Smp_167200.1
OG0005847	T265_13750	Smp_175810.1
OG0005848	T265_06770	Smp_181090.1, Smp_181090.2
OG0005849	T265_11650	Smp_346400.1
OG0005851	T265_13104	Smp_088600.1
OG0005852	T265_08633	Smp_337620.1
OG0005853	T265_02224	Smp_093840.1
OG0005854	T265_13860	Smp_151520.1
OG0005855	T265_08314	Smp_344950.1
OG0005856	T265_03805	Smp_174710.1
OG0005857	T265_00601	Smp_309110.1
OG0005859	T265_08046	Smp_345750.1, Smp_074470.1
OG0005862	T265_05077	Smp_196910.1
OG0005863	T265_12761	Smp_072080.1
OG0005864	T265_12652	Smp_098740.1
OG0005865	T265_13793	Smp_160270.1
OG0005866	T265_01265	Smp_062790.1
OG0005867	T265_14730	Smp_035040.1
OG0005868	T265_15212	Smp_211190.1
OG0005869	T265_02080	Smp_212190.1, Smp_212190.2
OG0005870	T265_01028	Smp_056240.1
OG0005871	T265_02838	Smp_080210.1
OG0005892	T265_02810	Smp_083680.1
OG0005893	T265_14649	Smp_006840.1
OG0005895	T265_02067, T265_12917	Smp_080870.1
OG0005896	T265_11094	Smp_172140.1
OG0005897	T265_07974	Smp_242890.1
OG0005898	T265_12230	Smp_124980.1
OG0005899	T265_04845	Smp_010820.1
OG0005900	T265_00709	Smp_161820.1
OG0005901	T265_00638	Smp_194700.1
OG0005902	T265_00941, T265_02464	Smp_322640.1
OG0005903	T265_00963	Smp_245260.1
OG0005904	T265_11372	Smp_130910.1
OG0005905	T265_03164	Smp_083880.1
OG0005907	T265_15495	Smp_072460.1
OG0005908	T265_02581	Smp_147980.1
OG0005909	T265_06412, T265_11442	Smp_018170.1
OG0005910	T265_09944	Smp_212750.1
OG0005911	T265_04810	Smp_082370.1
OG0005912	T265_04624	Smp_196160.1
OG0005913	T265_10498	Smp_051070.1
OG0005914	T265_06765	Smp_337560.1
OG0005915	T265_08170	Smp_331790.1
OG0005916	T265_06691	Smp_161160.1
OG0005917	T265_15562	Smp_123470.1
OG0005918	T265_08551	Smp_210440.1
OG0005919	T265_11164, T265_11165	Smp_346620.1
OG0005920	T265_00251	Smp_345900.1
OG0005921	T265_00660	Smp_000740.1
OG0005922	T265_03683	Smp_162920.1
OG0005923	T265_09100	Smp_019920.1
OG0005924	T265_11578, T265_15466	Smp_244340.1, Smp_244340.2
OG0005925	T265_01965	Smp_066480.1
OG0005926	T265_06075	Smp_145930.1
OG0005927	T265_07474	Smp_105340.1
OG0005928	T265_03910	Smp_177040.1
OG0005929	T265_14813	Smp_074940.1
OG0005930	T265_01780	Smp_167140.1
OG0005931	T265_00432	Smp_052060.1
OG0005932	T265_15964, T265_08949	Smp_212240.1
OG0005934	T265_13965	Smp_032500.1
OG0005935	T265_11727	Smp_033990.1
OG0005936	T265_13176	Smp_162520.1
OG0005937	T265_07301	Smp_156170.1
OG0005938	T265_12945	Smp_149960.1
OG0005943	T265_00991	Smp_153690.1
OG0005944	T265_11797	Smp_308140.1, Smp_308145.1
OG0005945	T265_03036	Smp_348730.1, Smp_086330.2, Smp_086330.1
OG0005946	T265_10157	Smp_163840.1
OG0005947	T265_09064	Smp_076230.1
OG0005948	T265_03363, T265_07624	Smp_213790.1
OG0005950	T265_12502	Smp_337470.1
OG0005951	T265_09940	Smp_096410.1
OG0005952	T265_10288	Smp_340920.1
OG0005953	T265_10746	Smp_213440.1
OG0005954	T265_10033	Smp_335770.1
OG0005955	T265_07740	Smp_059570.1
OG0005956	T265_04335	Smp_347800.1
OG0005957	T265_08557	Smp_245120.1
OG0005958	T265_06746	Smp_197860.1
OG0005959	T265_05366	Smp_006860.1
OG0005960	T265_05528	Smp_143700.1
OG0005961	T265_14951	Smp_326750.1
OG0005962	T265_06637	Smp_342490.1
OG0005963	T265_10304, T265_14365, T265_15108	Smp_160610.1
OG0005964	T265_10711	Smp_300500.1
OG0005965	T265_02267	Smp_051260.1
OG0005966	T265_10363	Smp_172170.2, Smp_172170.1
OG0005967	T265_09028	Smp_052160.1
OG0005968	T265_03223	Smp_058350.1
OG0005969	T265_01484	Smp_302980.1
OG0005970	T265_00871	Smp_081470.1
OG0005971	T265_05686	Smp_073680.1
OG0005973	T265_06386	Smp_346370.1
OG0005974	T265_06188	Smp_346750.1
OG0005975	T265_14775	Smp_148970.1
OG0005976	T265_14316	Smp_012810.1
OG0005977	T265_12538	Smp_343940.1
OG0005978	T265_13761	Smp_345340.1
OG0005979	T265_05419	Smp_035500.1
OG0005980	T265_05285	Smp_170930.1
OG0005981	T265_15772	Smp_127640.1
OG0005982	T265_00605, T265_00606	Smp_132540.1
OG0005983	T265_07434	Smp_071830.1
OG0005984	T265_00666	Smp_308820.1
OG0005985	T265_08574	Smp_035650.1
OG0005986	T265_03423	Smp_343930.1, Smp_343930.2
OG0005988	T265_15461	Smp_198920.1
OG0005989	T265_14833	Smp_056900.1
OG0005990	T265_00349	Smp_333960.1
OG0005991	T265_14289	Smp_147570.1
OG0005992	T265_03305	Smp_310430.1
OG0005993	T265_05906	Smp_042150.1
OG0005994	T265_01234	Smp_336010.1
OG0005995	T265_00455	Smp_140990.1
OG0005996	T265_00840	Smp_054200.1
OG0005998	T265_03564	Smp_125450.1
OG0005999	T265_12854	Smp_142790.1
OG0006000	T265_08532	Smp_244480.1
OG0006001	T265_07451	Smp_158170.1
OG0006002	T265_13469	Smp_146570.1
OG0006003	T265_12071, T265_04787	Smp_036270.1
OG0006004	T265_13739	Smp_176300.1
OG0006005	T265_15287	Smp_334150.1
OG0006006	T265_02947	Smp_245510.1
OG0006007	T265_13795	Smp_051290.1, Smp_051290.2
OG0006008	T265_00318	Smp_172640.1
OG0006009	T265_12041, T265_15230	Smp_043610.2
OG0006010	T265_01682	Smp_092750.1
OG0006011	T265_00506	Smp_134800.1
OG0006012	T265_08137	Smp_246340.1
OG0006013	T265_15196	Smp_333410.1
