Orthogroup	opisthorchis_viverrini	schistosoma_japonicum
OG0006171	T265_14923	EWB00_009045
OG0006172	T265_04755	EWB00_004909.1, EWB00_004909.2
OG0006173	T265_12668	EWB00_005701.1, EWB00_005701.2
OG0006174	T265_11215	EWB00_008814
OG0006175	T265_04330	EWB00_007527
OG0006177	T265_04160	EWB00_009272.1, EWB00_009272.2
OG0006178	T265_09140	EWB00_008056
OG0006180	T265_00291, T265_08122	EWB00_007218
OG0006181	T265_14229	EWB00_008192.1, EWB00_008192.2
OG0006182	T265_10119	EWB00_005918
OG0006186	T265_07077	EWB00_007407.1, EWB00_007407.2
OG0006187	T265_04136	EWB00_006385.1, EWB00_006385.2
OG0006188	T265_11536	EWB00_006380, EWB00_006379
OG0006225	T265_04195	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2
OG0006226	T265_06962	EWB00_008469
OG0006227	T265_05575	EWB00_009400.1, EWB00_009400.2
OG0006228	T265_06400	EWB00_008030
OG0006229	T265_11944, T265_12321	EWB00_010280
OG0006230	T265_08353	EWB00_002059, EWB00_002058
OG0006231	T265_05886	EWB00_007814.1
OG0006234	T265_07777	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2
OG0006235	T265_13669	EWB00_000299.1, EWB00_000299.2
OG0006236	T265_00536	EWB00_010043
OG0006237	T265_02604	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3
OG0006238	T265_04894	EWB00_002571
OG0006239	T265_05714	EWB00_002007
OG0006242	T265_11186	EWB00_002326
OG0006243	T265_13406	EWB00_004908
OG0006245	T265_13952	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203
OG0006246	T265_12114	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3
OG0006247	T265_10497	EWB00_011393.1, EWB00_011393.2
OG0006248	T265_09974, T265_09975	EWB00_011407
OG0006249	T265_12552	EWB00_000176
OG0006250	T265_08806	EWB00_002136
OG0006251	T265_04439	EWB00_003135
OG0006252	T265_03818	EWB00_003393.1, EWB00_003393.2
OG0006253	T265_09495	EWB00_004942
OG0006254	T265_10255	EWB00_007197
OG0006255	T265_12577	EWB00_004257
OG0006256	T265_11234	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4
OG0006257	T265_09703	EWB00_000577
OG0006258	T265_12589	EWB00_009853.1, EWB00_009853.2
OG0006259	T265_14257	EWB00_004953, EWB00_004954
OG0006260	T265_06942, T265_06943	EWB00_002869
OG0006261	T265_00088, T265_00089	EWB00_011012
OG0006262	T265_09323	EWB00_008926
OG0006266	T265_05275	EWB00_008417
OG0006269	T265_08086	EWB00_010712.1, EWB00_010712.2
OG0006270	T265_15004	EWB00_002470
OG0006272	T265_08414	EWB00_009183.1, EWB00_009183.2
OG0006273	T265_04110	EWB00_000984
OG0006275	T265_14969	EWB00_003493.1, EWB00_003493.2
OG0006276	T265_07118	EWB00_009011
OG0006277	T265_13414	EWB00_004904
OG0006278	T265_02316, T265_15671	EWB00_004490
OG0006279	T265_14327	EWB00_003938
OG0006280	T265_09871	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3
OG0006281	T265_15811	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2
OG0006282	T265_11224	EWB00_004564
OG0006283	T265_05049	EWB00_004715
OG0006284	T265_02188	EWB00_002712
OG0006285	T265_00313	EWB00_008821, EWB00_008126
OG0006288	T265_00770	EWB00_011065
OG0006289	T265_14976	EWB00_004552.1, EWB00_004552.2
OG0006290	T265_03916	EWB00_003646, EWB00_008718
OG0006291	T265_08125	EWB00_006587
OG0006292	T265_00669	EWB00_009766
OG0006293	T265_08152	EWB00_006656
OG0006294	T265_09717	EWB00_001097
OG0006295	T265_11139	EWB00_001441
OG0006299	T265_09982, T265_06697	EWB00_007200
OG0006301	T265_15886, T265_12313	EWB00_007789
OG0006302	T265_07637	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2
OG0006303	T265_14450	EWB00_005641
OG0006304	T265_00048	EWB00_008751
OG0006306	T265_09242	EWB00_006545
OG0006307	T265_09818	EWB00_006832
OG0006308	T265_14763	EWB00_004527
OG0006309	T265_15194	EWB00_001259
OG0006310	T265_03045	EWB00_004782
OG0006311	T265_04307	EWB00_001686
OG0006312	T265_02160	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2
OG0006313	T265_13064	EWB00_010946
OG0006314	T265_02327	EWB00_000967
OG0006315	T265_02744	EWB00_007435
OG0006316	T265_10726	EWB00_009762.2, EWB00_009762.1
OG0006317	T265_00104	EWB00_005359, EWB00_005360
OG0006318	T265_06847	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4
OG0006319	T265_10996	EWB00_008847
OG0006320	T265_10617	EWB00_007450
OG0006321	T265_05253	EWB00_005676
OG0006322	T265_13118	EWB00_008387
OG0006323	T265_08324	EWB00_001757
OG0006324	T265_01373	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4
OG0006325	T265_06415	EWB00_002042.1, EWB00_002042.2
OG0006326	T265_06631	EWB00_009983
OG0006327	T265_12717	EWB00_005247
OG0006328	T265_08665	EWB00_005173
OG0006329	T265_14587	EWB00_009847.1, EWB00_009847.2
OG0006330	T265_07570	EWB00_000332
OG0006331	T265_03152	EWB00_003856.1, EWB00_003856.2
OG0006334	T265_14064	EWB00_008782, EWB00_008784, EWB00_008785
OG0006335	T265_04638	EWB00_001435.1, EWB00_001435.2
OG0006336	T265_15021	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298
OG0006337	T265_05503	EWB00_004817.1, EWB00_004817.2
OG0006339	T265_00683	EWB00_006850
OG0006340	T265_08629	EWB00_009202
OG0006342	T265_11168	EWB00_007305
OG0006343	T265_04178	EWB00_011350
OG0006344	T265_14821	EWB00_001699.2, EWB00_001699.1
OG0006346	T265_13092, T265_07373	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3
OG0006347	T265_15598	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3
OG0006348	T265_11593	EWB00_009905.1, EWB00_009905.2
OG0006349	T265_05558	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3
OG0006350	T265_07982, T265_15938	EWB00_005600
OG0006351	T265_14298, T265_14297	EWB00_002026, EWB00_002025
OG0006352	T265_07872	EWB00_009368
OG0006353	T265_03964	EWB00_009435
OG0006354	T265_01996	EWB00_007366
OG0006355	T265_08827	EWB00_007227
OG0006356	T265_01986	EWB00_002296
OG0006357	T265_07692	EWB00_002181.1, EWB00_002181.2
OG0006358	T265_06294	EWB00_003104
OG0006359	T265_06848, T265_06849	EWB00_006783
OG0006360	T265_07902	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3
OG0006361	T265_11664	EWB00_002156
OG0006362	T265_00886	EWB00_010323
OG0006363	T265_14157	EWB00_004631.1, EWB00_004631.2
OG0006365	T265_08591	EWB00_009293.1, EWB00_009293.2
OG0006366	T265_00360	EWB00_010624
OG0006367	T265_00428	EWB00_001598
OG0006369	T265_02314, T265_16246	EWB00_001344, EWB00_001345
OG0006370	T265_13377	EWB00_002727
OG0006371	T265_06013	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2
OG0006372	T265_00580	EWB00_004149
OG0006373	T265_04279	EWB00_001245
OG0006374	T265_02365	EWB00_003679.2, EWB00_003679.1
OG0006375	T265_00911	EWB00_008519
OG0006376	T265_04165	EWB00_006930
OG0006377	T265_11918	EWB00_011145
OG0006378	T265_12748	EWB00_006481
OG0006379	T265_12049	EWB00_000616.1, EWB00_000616.2
OG0006381	T265_07644	EWB00_001175
OG0006383	T265_07925	EWB00_009236
OG0006384	T265_02045	EWB00_003860
OG0006385	T265_05143	EWB00_006553.1, EWB00_006553.2
OG0006386	T265_15437	EWB00_009103
OG0006387	T265_03298	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217
OG0006388	T265_07008	EWB00_003868
OG0006389	T265_02317	EWB00_004491
OG0006390	T265_15291	EWB00_010465.1, EWB00_010465.2
OG0006391	T265_10898	EWB00_010466, EWB00_010467
OG0006392	T265_05333, T265_13754, T265_13554	EWB00_006667
OG0006394	T265_15418	EWB00_010737
OG0006395	T265_13542	EWB00_003708
OG0006397	T265_03982	EWB00_002658
OG0006398	T265_14053	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2
OG0006400	T265_02773	EWB00_001184
OG0006401	T265_00344	EWB00_000221
OG0006403	T265_10653	EWB00_003589
OG0006404	T265_06868	EWB00_001717
OG0006405	T265_11460	EWB00_005334.1, EWB00_005334.2
OG0006406	T265_13003, T265_03998, T265_14155	EWB00_010634
OG0006407	T265_01611	EWB00_010364
OG0006408	T265_05827	EWB00_010954
OG0006409	T265_06982	EWB00_007749
OG0006410	T265_15301	EWB00_005666.1, EWB00_005666.2
OG0006411	T265_12161, T265_15137, T265_15138	EWB00_008798
OG0006412	T265_14552	EWB00_006541
OG0006414	T265_07452	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3
OG0006415	T265_09372	EWB00_001087, EWB00_001088.2, EWB00_001088.1
OG0006416	T265_08933	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3
OG0006418	T265_03112	EWB00_003070.1, EWB00_003070.2
OG0006420	T265_01124	EWB00_010418
OG0006421	T265_09926	EWB00_006324
OG0006422	T265_04316	EWB00_001854, EWB00_001853
OG0006423	T265_09547	EWB00_008792.1, EWB00_008792.2
OG0006424	T265_15186, T265_02708	EWB00_005337
OG0006425	T265_11416	EWB00_001251
OG0006426	T265_09277	EWB00_002512.1, EWB00_002512.2
OG0006427	T265_10062	EWB00_002138
OG0006428	T265_11779	EWB00_010196
OG0006429	T265_08172	EWB00_005543
OG0006430	T265_01459, T265_08003	EWB00_007327
OG0006431	T265_09599	EWB00_011425.1, EWB00_011425.2
OG0006432	T265_12903	EWB00_010127, EWB00_002641
OG0006434	T265_10421	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4
OG0006436	T265_01380	EWB00_010076
OG0006437	T265_03880	EWB00_006695
OG0006438	T265_02221	EWB00_011019.1, EWB00_011019.2
OG0006439	T265_10437	EWB00_002675
OG0006440	T265_10890	EWB00_003673.1, EWB00_003673.2
OG0006441	T265_08751	EWB00_003757.1, EWB00_003757.2
OG0006442	T265_05198	EWB00_008359.1, EWB00_008359.2
OG0006444	T265_13057	EWB00_011400
OG0006445	T265_12451, T265_16053	EWB00_008651.1, EWB00_008651.2
OG0006448	T265_12679	EWB00_006347.2, EWB00_006347.1
OG0006449	T265_08544	EWB00_010903
OG0006450	T265_10232	EWB00_007875
OG0006451	T265_15460	EWB00_008678, EWB00_008677
OG0006452	T265_10252	EWB00_003572
OG0006453	T265_01420	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4
OG0006454	T265_11534	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3
OG0006455	T265_01587	EWB00_005212.2, EWB00_005212.1, EWB00_005212.3
OG0006457	T265_00141	EWB00_002155.1, EWB00_002155.2
OG0006458	T265_07613	EWB00_009808
OG0006459	T265_12438	EWB00_000884
OG0006460	T265_01122	EWB00_010500
OG0006461	T265_14894	EWB00_005303
OG0006462	T265_02678	EWB00_004411
OG0006463	T265_00516	EWB00_009172, EWB00_009173
OG0006464	T265_03697	EWB00_002392
OG0006466	T265_11283	EWB00_003275.1, EWB00_003275.2
OG0006467	T265_11575	EWB00_009480
OG0006468	T265_15381	EWB00_002826.1, EWB00_002826.2
OG0006469	T265_07952	EWB00_004168
OG0006470	T265_03006	EWB00_005809
OG0006472	T265_09548	EWB00_002628
OG0006473	T265_00503	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3
OG0006476	T265_00225	EWB00_007324
OG0006477	T265_10127	EWB00_001082.1, EWB00_001082.2
OG0006478	T265_15504, T265_15819	EWB00_008594
OG0006480	T265_10500	EWB00_002401
OG0006481	T265_01822	EWB00_005805
OG0006484	T265_01969	EWB00_007908.1, EWB00_007908.2
OG0006485	T265_08420	EWB00_004853
OG0006486	T265_10504, T265_15169	EWB00_002402.1, EWB00_002402.2
OG0006487	T265_01788	EWB00_008102
OG0006488	T265_14164	EWB00_003127
OG0006489	T265_06132	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3
OG0006490	T265_06700	EWB00_002090.3
OG0006491	T265_02227	EWB00_001337
OG0006492	T265_09429	EWB00_002587.3, EWB00_002587.1, EWB00_002587.2
OG0006493	T265_05598	EWB00_001529
OG0006494	T265_07790	EWB00_000390
OG0006495	T265_02429	EWB00_010386.1, EWB00_010386.2
OG0006496	T265_10309, T265_10310	EWB00_008211
OG0006498	T265_08375	EWB00_003834.1, EWB00_003834.2, EWB00_003834.3, EWB00_003834.4
OG0006499	T265_14999	EWB00_006330
OG0006501	T265_05439	EWB00_001911.1, EWB00_001911.2, EWB00_001911.3
OG0006502	T265_04060	EWB00_009434
OG0006503	T265_11418	EWB00_003482
OG0006504	T265_16255	EWB00_000843
OG0006505	T265_01650	EWB00_007039
OG0006506	T265_07161	EWB00_003972
OG0006509	T265_06617	EWB00_004766.2, EWB00_004766.3, EWB00_004766.1
OG0006512	T265_02956	EWB00_003388.1, EWB00_003388.2, EWB00_003388.3, EWB00_003388.4
OG0006513	T265_03639	EWB00_009127
OG0006515	T265_09667	EWB00_002825
OG0006516	T265_13299	EWB00_002892, EWB00_002891
OG0006517	T265_15214	EWB00_005841
OG0006543	T265_02409, T265_02410	EWB00_007047.1, EWB00_007047.2
OG0006544	T265_04643	EWB00_006687
OG0006545	T265_12850	EWB00_002786, EWB00_007349
OG0006546	T265_04315	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3
OG0006547	T265_00458	EWB00_010749
OG0006548	T265_08761	EWB00_005521
OG0006549	T265_00535	EWB00_010044
OG0006552	T265_15625	EWB00_002324.1, EWB00_002324.2
OG0006553	T265_06339	EWB00_001417
OG0006554	T265_13260	EWB00_001563
OG0006555	T265_05771	EWB00_009158
OG0006556	T265_11960	EWB00_006496
OG0006557	T265_02543	EWB00_011340
OG0006558	T265_05738	EWB00_006097
OG0006560	T265_12703, T265_01023	EWB00_005025
OG0006561	T265_06796	EWB00_009857.1, EWB00_009857.2
OG0006567	T265_07533	EWB00_005991
OG0006568	T265_13305	EWB00_006440
OG0006569	T265_09101	EWB00_007927.1, EWB00_007927.2
OG0006570	T265_00046	EWB00_003803
OG0006571	T265_02036	EWB00_004026
OG0006572	T265_13595, T265_04767	EWB00_004054
OG0006573	T265_10380	EWB00_008801
OG0006574	T265_00628	EWB00_009806
OG0006575	T265_05860, T265_15914	EWB00_005556
OG0006576	T265_00643	EWB00_005567
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	EWB00_006867.3
OG0006578	T265_13404	EWB00_010765
OG0006579	T265_04072	EWB00_002814
OG0006580	T265_06753	EWB00_011017.1, EWB00_011017.2
OG0006581	T265_01022	EWB00_005024
OG0006582	T265_06600	EWB00_002881
OG0006583	T265_10802	EWB00_008067
OG0006584	T265_06921	EWB00_007894.1, EWB00_007894.2
OG0006586	T265_06535	EWB00_001305
OG0006588	T265_04942	EWB00_009416.1, EWB00_009416.2
OG0006589	T265_07243	EWB00_003523, EWB00_003524
OG0006590	T265_07241	EWB00_003527
OG0006591	T265_06110	EWB00_002706
OG0006592	T265_09421	EWB00_004473
OG0006593	T265_03292	EWB00_000958
OG0006594	T265_05108	EWB00_007750
OG0006595	T265_13783	EWB00_005388.1, EWB00_005388.2
OG0006596	T265_14736	EWB00_001262, EWB00_001263
OG0006597	T265_15644	EWB00_004551
OG0006599	T265_06001	EWB00_007095.1, EWB00_007095.3, EWB00_007095.2
OG0006601	T265_05089	EWB00_007756
OG0006604	T265_02143	EWB00_008378
OG0006606	T265_10657	EWB00_006633
OG0006607	T265_04245	EWB00_003737
OG0006608	T265_04438	EWB00_006434
OG0006610	T265_07805	EWB00_006747
OG0006611	T265_13076	EWB00_005520.1, EWB00_005520.2, EWB00_005520.3, EWB00_005520.4, EWB00_005520.5
OG0006613	T265_08081	EWB00_001203.1, EWB00_001203.2
OG0006616	T265_09162	EWB00_006105
OG0006617	T265_01246	EWB00_008687
OG0006618	T265_07977	EWB00_005605
OG0006619	T265_01062	EWB00_001141
OG0006620	T265_11532	EWB00_004646
OG0006621	T265_05353	EWB00_000371
OG0006622	T265_07997	EWB00_002467
OG0006624	T265_00402	EWB00_003380
OG0006625	T265_00626	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4
OG0006627	T265_15096	EWB00_003571
OG0006628	T265_06512	EWB00_000375
OG0006629	T265_01973	EWB00_007152.1, EWB00_007152.2
OG0006630	T265_02374, T265_12306, T265_02376	EWB00_000139
OG0006631	T265_01364	EWB00_007230
OG0006632	T265_00693	EWB00_006195
OG0006633	T265_12533	EWB00_001599
OG0006634	T265_09918	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4
OG0006636	T265_01102	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1
OG0006638	T265_07959, T265_12103, T265_12336	EWB00_007775
OG0006639	T265_01732	EWB00_007494
OG0006641	T265_11815, T265_12182, T265_12254	EWB00_011047
OG0006642	T265_14387	EWB00_004701, EWB00_004703
OG0006643	T265_01447	EWB00_005174
OG0006644	T265_11470	EWB00_001102.1, EWB00_001102.2
OG0006645	T265_04180	EWB00_011351
OG0006646	T265_14470	EWB00_006511
OG0006647	T265_04949	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3
OG0006648	T265_06317	EWB00_004109
OG0006650	T265_13348	EWB00_006878
OG0006651	T265_03076	EWB00_007689
OG0006652	T265_14309	EWB00_009657.1, EWB00_009657.2
OG0006653	T265_01556	EWB00_005584
OG0006654	T265_06319	EWB00_004106
OG0006655	T265_10613	EWB00_005933
OG0006656	T265_10612	EWB00_005932
OG0006657	T265_01090	EWB00_000243
OG0006658	T265_02204	EWB00_001415.1, EWB00_001415.2
OG0006659	T265_04507	EWB00_008369
OG0006660	T265_07919	EWB00_001329
OG0006661	T265_06986	EWB00_004983.1, EWB00_004983.2
OG0006662	T265_06293	EWB00_003103
OG0006664	T265_10175	EWB00_006784
OG0006665	T265_09475	EWB00_004326
OG0006666	T265_05118	EWB00_005658.1, EWB00_005658.2
OG0006667	T265_06889	EWB00_008538
OG0006668	T265_08869	EWB00_001100
OG0006669	T265_06871, T265_14158	EWB00_004632
OG0006670	T265_01723	EWB00_006095.3, EWB00_006095.1, EWB00_006095.2
OG0006671	T265_02176	EWB00_002649
OG0006672	T265_07550	EWB00_000596, EWB00_000595
OG0006673	T265_14096	EWB00_002526
OG0006675	T265_14098	EWB00_005755
OG0006676	T265_02337	EWB00_011042
OG0006678	T265_02364	EWB00_002074
OG0006680	T265_14576	EWB00_003454.2, EWB00_003454.1
OG0006681	T265_03138	EWB00_011335
OG0006682	T265_13643	EWB00_010172
OG0006685	T265_01793	EWB00_001724.1, EWB00_001724.2
OG0006686	T265_00388	EWB00_005404
OG0006687	T265_03886	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2
OG0006688	T265_10138	EWB00_011257
OG0006689	T265_11462	EWB00_011153.1, EWB00_011153.2
OG0006690	T265_02014	EWB00_011336
OG0006691	T265_14118	EWB00_011022.1, EWB00_011022.2
OG0006692	T265_09931	EWB00_004859
OG0006693	T265_06000	EWB00_007094
OG0006694	T265_05779	EWB00_007383
OG0006695	T265_12588	EWB00_010411
OG0006696	T265_00566	EWB00_008047
OG0006697	T265_03625	EWB00_002889
OG0006699	T265_00029	EWB00_006091
OG0006700	T265_00710	EWB00_004590
OG0006701	T265_09665	EWB00_002974
OG0006702	T265_08330	EWB00_011411, EWB00_011412
OG0006703	T265_07174	EWB00_002097
OG0006704	T265_09491	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3
OG0006705	T265_00312	EWB00_005146
OG0006706	T265_01507	EWB00_007985
OG0006709	T265_06181	EWB00_010317.1, EWB00_010317.2
OG0006710	T265_04961	EWB00_008960
OG0006711	T265_07615	EWB00_003650
OG0006712	T265_03406	EWB00_007299
OG0006713	T265_14943	EWB00_002133.1, EWB00_002133.4, EWB00_002133.5, EWB00_002133.2, EWB00_002133.3
OG0006714	T265_13836	EWB00_007568
OG0006715	T265_01471, T265_00877, T265_12801, T265_11125	EWB00_001560
OG0006716	T265_00372, T265_00371	EWB00_004067
OG0006717	T265_09607	EWB00_011423
OG0006718	T265_00853	EWB00_005761.1, EWB00_005761.2
OG0006720	T265_05605	EWB00_005021
OG0006721	T265_09405	EWB00_009731.1, EWB00_009731.2
OG0006724	T265_04424, T265_11296	EWB00_007336
OG0006725	T265_08874	EWB00_007735.1, EWB00_007735.2
OG0006728	T265_04626	EWB00_001429
OG0006729	T265_04397	EWB00_004795.1, EWB00_004795.2
OG0006732	T265_03141	EWB00_008915
OG0006734	T265_01901	EWB00_008575.1, EWB00_008575.2
OG0006735	T265_07014	EWB00_007108
OG0006736	T265_01789	EWB00_008103
OG0006737	T265_14034	EWB00_007203
OG0006738	T265_13420	EWB00_009903.1, EWB00_009903.2, EWB00_009903.3
OG0006740	T265_01698	EWB00_001502
OG0006741	T265_05530	EWB00_002298
OG0006742	T265_07162	EWB00_011082
OG0006743	T265_00014	EWB00_005344.1, EWB00_005344.2, EWB00_005344.3
OG0006744	T265_03826	EWB00_007508.1, EWB00_007508.2, EWB00_007508.3
OG0006745	T265_15337	EWB00_007294
OG0006746	T265_02215	EWB00_002294
OG0006747	T265_13929	EWB00_004098
OG0006749	T265_08540	EWB00_001286
OG0006750	T265_11230	EWB00_008583
OG0006751	T265_10348	EWB00_005162
OG0006752	T265_06481	EWB00_002683
OG0006753	T265_13704	EWB00_008551.3, EWB00_008551.2, EWB00_008551.1
OG0006754	T265_12082	EWB00_003003
OG0006755	T265_11582	EWB00_010471.1, EWB00_010471.2, EWB00_010471.3
OG0006756	T265_08611	EWB00_005289
OG0006757	T265_03052	EWB00_008509
OG0006758	T265_08461	EWB00_010435
OG0006759	T265_06287	EWB00_009488
OG0006760	T265_01137	EWB00_010414
OG0006761	T265_11394	EWB00_004072.3, EWB00_004072.1, EWB00_004072.2, EWB00_004072.4
OG0006762	T265_13612	EWB00_005501
OG0006763	T265_15371	EWB00_005463.1, EWB00_005463.2
OG0006766	T265_09201	EWB00_000621.1, EWB00_000621.2, EWB00_000621.3, EWB00_000621.4
OG0006767	T265_07299	EWB00_005291.1, EWB00_005291.2
OG0006768	T265_01568	EWB00_004448.2, EWB00_004448.1, EWB00_004448.3
OG0006769	T265_02933	EWB00_010944
OG0006771	T265_07961	EWB00_008839.1, EWB00_008839.2, EWB00_008839.3
OG0006772	T265_12603	EWB00_006272
OG0006773	T265_02202, T265_02203	EWB00_001413.1, EWB00_001413.2
OG0006775	T265_10444	EWB00_004002
OG0006776	T265_06721	EWB00_008711
OG0006777	T265_04430, T265_12355	EWB00_000673.1, EWB00_000673.3, EWB00_000673.2
OG0006778	T265_11184	EWB00_006418
OG0006779	T265_11785	EWB00_003608.1, EWB00_003608.2
OG0006780	T265_12841	EWB00_007286.1, EWB00_007286.2
OG0006782	T265_05159	EWB00_008555.1, EWB00_008555.2
OG0006783	T265_10461	EWB00_000070
OG0006784	T265_08434	EWB00_009036
OG0006786	T265_11211	EWB00_006138.2, EWB00_006138.1
OG0006787	T265_08649	EWB00_002925
OG0006788	T265_11515	EWB00_000929.1, EWB00_000929.2
OG0006789	T265_07766	EWB00_002686
OG0006790	T265_05218	EWB00_007433.1, EWB00_007433.2
OG0006792	T265_16192	EWB00_007083
OG0006793	T265_14043	EWB00_002681.1, EWB00_002681.2
OG0006795	T265_05585	EWB00_003694
OG0006799	T265_09995	EWB00_008396.1, EWB00_008396.2
OG0006800	T265_07249	EWB00_002418, EWB00_002417, EWB00_002419
OG0006801	T265_10225	EWB00_002356, EWB00_002357
OG0006802	T265_07255	EWB00_002361.1, EWB00_002361.2
OG0006803	T265_07295	EWB00_007278
OG0006804	T265_15818	EWB00_001672
OG0006807	T265_02809, T265_06602	EWB00_003406
OG0006808	T265_05692	EWB00_004999
OG0006813	T265_00110	EWB00_011213
OG0006816	T265_01883	EWB00_005070
OG0006817	T265_03708	EWB00_003730
OG0006818	T265_04250	EWB00_007063.1, EWB00_007063.2
OG0006819	T265_11336	EWB00_004812
OG0006820	T265_11375	EWB00_007169
OG0006821	T265_13587	EWB00_005611
OG0006851	T265_04193	EWB00_009820
OG0006853	T265_05500	EWB00_004818
OG0006854	T265_03608	EWB00_004752.1, EWB00_004752.2
OG0006856	T265_16309	EWB00_004887
OG0006859	T265_05116	EWB00_005654
OG0006860	T265_11734	EWB00_010281.1, EWB00_010281.2
OG0006861	T265_13231	EWB00_010673
OG0006863	T265_11398	EWB00_005357
OG0006864	T265_00461	EWB00_010751.1, EWB00_010751.2
OG0006865	T265_11837	EWB00_005240
OG0006866	T265_00716	EWB00_002127
OG0006868	T265_13505	EWB00_009467.1, EWB00_009467.2
OG0006870	T265_01915	EWB00_006049
OG0006871	T265_15166	EWB00_006938
OG0006872	T265_00059	EWB00_010757
OG0006873	T265_03060	EWB00_008527
OG0006874	T265_06195	EWB00_000684
OG0006875	T265_10107	EWB00_010492
OG0006877	T265_00054	EWB00_010731
OG0006878	T265_04650	EWB00_001498.1, EWB00_001498.2
OG0006879	T265_10539	EWB00_005205
OG0006880	T265_07814	EWB00_006756
OG0006881	T265_10807	EWB00_001913
OG0006883	T265_07476	EWB00_005050
OG0006884	T265_10639	EWB00_002777
OG0006886	T265_06262	EWB00_005921.1, EWB00_005921.2
OG0006887	T265_03261	EWB00_000300.1, EWB00_000300.2
OG0006888	T265_14329	EWB00_007697
OG0006889	T265_03887	EWB00_001957, EWB00_001958
OG0006890	T265_07357	EWB00_006714
OG0006892	T265_15484	EWB00_007103
OG0006893	T265_12782	EWB00_003312
OG0006894	T265_11279	EWB00_005853
OG0006895	T265_06867	EWB00_001715
OG0006896	T265_06123	EWB00_007440.1, EWB00_007440.4, EWB00_007440.2, EWB00_007440.3
OG0006897	T265_02572	EWB00_006151
OG0006898	T265_10956	EWB00_002999
OG0006899	T265_10826	EWB00_007457
OG0006900	T265_11072	EWB00_011187
OG0006902	T265_07704	EWB00_010212
OG0006903	T265_02091	EWB00_004187.2, EWB00_004187.1
OG0006904	T265_00478	EWB00_010692
OG0006905	T265_05648	EWB00_006661
OG0006906	T265_06776	EWB00_005258
OG0006907	T265_05472	EWB00_011180
OG0006908	T265_15471	EWB00_009909, EWB00_009910
OG0006909	T265_13530	EWB00_003093.1, EWB00_003093.2
OG0006911	T265_01351	EWB00_010659.1, EWB00_010659.2
OG0006912	T265_03021	EWB00_005063.1, EWB00_005063.2
OG0006913	T265_13251	EWB00_001050
OG0006914	T265_07635	EWB00_006504.1, EWB00_006504.2
OG0006915	T265_06054	EWB00_007849
OG0006916	T265_11420	EWB00_002240
OG0006917	T265_00954	EWB00_007345
OG0006918	T265_02805	EWB00_003404
OG0006920	T265_04233	EWB00_005027.1, EWB00_005027.2
OG0006921	T265_01451	EWB00_011127.1, EWB00_011127.2
OG0006922	T265_11866	EWB00_009730.1, EWB00_009730.2
OG0006923	T265_10133	EWB00_011203
OG0006924	T265_01985	EWB00_002285
OG0006925	T265_09437	EWB00_004422
OG0006927	T265_02694	EWB00_010663
OG0006928	T265_09545	EWB00_010293
OG0006929	T265_02238, T265_02239	EWB00_003685
OG0006930	T265_09001	EWB00_009081, EWB00_010602
OG0006931	T265_14441	EWB00_009192
OG0006932	T265_11936	EWB00_009355.1, EWB00_009355.2
OG0006933	T265_00358	EWB00_010630
OG0006934	T265_08104	EWB00_002795
OG0006935	T265_12752	EWB00_006103
