Orthogroup	opisthorchis_viverrini	schistosoma_spindale
OG0005786	T265_04169	SSPN1_18740.1
OG0005787	T265_00243	SSPN1_1070.1, SSPN1_1070.2
OG0005788	T265_03214, T265_13190	SSPN1_16900.1
OG0005790	T265_09946	SSPN1_67660.1
OG0005791	T265_05057	SSPN1_43080.1, SSPN1_43080.2
OG0005792	T265_05239	SSPN1_3570.1
OG0005793	T265_09807	SSPN1_6660.1, SSPN1_6660.2
OG0005794	T265_07563	SSPN1_4110.1
OG0005795	T265_08753	SSPN1_92250.1
OG0005796	T265_09148	SSPN1_4910.1
OG0005797	T265_04637	SSPN1_91700.1
OG0005798	T265_03990	SSPN1_68500.3, SSPN1_68500.1, SSPN1_68500.2
OG0005799	T265_03670	SSPN1_10300.1
OG0005800	T265_07697	SSPN1_80280.1, SSPN1_80280.3, SSPN1_80280.2
OG0005801	T265_02096, T265_02093	SSPN1_15230.1
OG0005802	T265_02201	SSPN1_73130.1
OG0005803	T265_00647	SSPN1_56120.1
OG0005805	T265_11376	SSPN1_67320.1
OG0005806	T265_01699	SSPN1_79230.1
OG0005807	T265_10239	SSPN1_77150.1
OG0005808	T265_02555	SSPN1_31610.1, SSPN1_31610.2
OG0005809	T265_10830	SSPN1_27840.1, SSPN1_27840.2
OG0005810	T265_03823	SSPN1_84370.1
OG0005811	T265_03204	SSPN1_17730.1
OG0005812	T265_08980	SSPN1_31080.1
OG0005813	T265_13063	SSPN1_69180.1, SSPN1_69180.2, SSPN1_69180.3
OG0005814	T265_09505	SSPN1_16000.1, SSPN1_16000.2, SSPN1_16000.3, SSPN1_16000.4, SSPN1_16000.5, SSPN1_16000.6
OG0005815	T265_00587	SSPN1_59320.1, SSPN1_59320.2
OG0005816	T265_06483	SSPN1_17920.1
OG0005817	T265_06231	SSPN1_29770.1
OG0005818	T265_13477	SSPN1_86070.2, SSPN1_86070.3, SSPN1_86070.1
OG0005819	T265_07650	SSPN1_50970.1
OG0005820	T265_14348	SSPN1_61480.1
OG0005821	T265_15489	SSPN1_92120.1
OG0005822	T265_10836, T265_15798	SSPN1_26620.1
OG0005823	T265_03645	SSPN1_30670.1
OG0005824	T265_13768	SSPN1_25810.1
OG0005825	T265_09263	SSPN1_27070.1
OG0005826	T265_15546, T265_15547	SSPN1_61670.1
OG0005827	T265_00477	SSPN1_44510.1
OG0005829	T265_07019	SSPN1_57090.1
OG0005832	T265_03487	SSPN1_34490.1
OG0005834	T265_09549, T265_09550	SSPN1_80920.1
OG0005835	T265_02951, T265_02950, T265_12725	SSPN1_60870.1
OG0005836	T265_01708	SSPN1_80140.1
OG0005837	T265_01193	SSPN1_88650.1
OG0005840	T265_11601	SSPN1_83010.1
OG0005841	T265_08033	SSPN1_18580.1
OG0005842	T265_03836, T265_15281	SSPN1_49040.1, SSPN1_49040.2, SSPN1_49040.3
OG0005843	T265_10763	SSPN1_9870.1
OG0005844	T265_14602	SSPN1_16580.1, SSPN1_16580.3, SSPN1_16580.2
OG0005846	T265_07312	SSPN1_36590.1
OG0005847	T265_13750	SSPN1_92720.1
OG0005848	T265_06770	SSPN1_51320.1
OG0005849	T265_11650	SSPN1_92780.1
OG0005851	T265_13104	SSPN1_54780.1
OG0005852	T265_08633	SSPN1_29230.1
OG0005853	T265_02224	SSPN1_73570.1
OG0005854	T265_13860	SSPN1_75720.1
OG0005855	T265_08314	SSPN1_33440.1
OG0005856	T265_03805	SSPN1_83050.1, SSPN1_83050.2
OG0005857	T265_00601	SSPN1_57910.1
OG0005859	T265_08046	SSPN1_13550.1
OG0005862	T265_05077	SSPN1_41270.1, SSPN1_41270.2
OG0005863	T265_12761	SSPN1_46750.1, SSPN1_46750.2, SSPN1_46750.3
OG0005864	T265_12652	SSPN1_21350.1, SSPN1_21350.2, SSPN1_21350.3, SSPN1_21350.4, SSPN1_21350.5, SSPN1_36470.1
OG0005865	T265_13793	SSPN1_9530.1
OG0005866	T265_01265	SSPN1_69220.1, SSPN1_69220.2
OG0005867	T265_14730	SSPN1_27440.1, SSPN1_27440.2
OG0005868	T265_15212	SSPN1_92110.1, SSPN1_92110.2, SSPN1_92110.3
OG0005869	T265_02080	SSPN1_89420.1, SSPN1_89420.2
OG0005870	T265_01028	SSPN1_23300.1
OG0005871	T265_02838	SSPN1_75590.1
OG0005892	T265_02810	SSPN1_33520.2, SSPN1_33520.1, SSPN1_33520.3
OG0005895	T265_02067, T265_12917	SSPN1_90270.1, SSPN1_90270.2, SSPN1_90260.1
OG0005896	T265_11094	SSPN1_39530.1
OG0005897	T265_07974	SSPN1_90070.1
OG0005898	T265_12230	SSPN1_42330.1
OG0005899	T265_04845	SSPN1_90100.1
OG0005900	T265_00709	SSPN1_30280.1
OG0005901	T265_00638	SSPN1_64560.1
OG0005902	T265_00941, T265_02464	SSPN1_7630.1
OG0005903	T265_00963	SSPN1_5350.1
OG0005904	T265_11372	SSPN1_22800.1, SSPN1_22800.3, SSPN1_22800.2
OG0005905	T265_03164	SSPN1_64990.1
OG0005907	T265_15495	SSPN1_40140.1
OG0005908	T265_02581	SSPN1_31290.1, SSPN1_31290.2
OG0005909	T265_06412, T265_11442	SSPN1_16260.1
OG0005910	T265_09944	SSPN1_73440.1, SSPN1_73440.2
OG0005911	T265_04810	SSPN1_91560.1
OG0005912	T265_04624	SSPN1_91390.1
OG0005913	T265_10498	SSPN1_86900.1
OG0005914	T265_06765	SSPN1_73040.1
OG0005916	T265_06691	SSPN1_11590.1
OG0005917	T265_15562	SSPN1_59280.1
OG0005918	T265_08551	SSPN1_37540.1
OG0005919	T265_11164, T265_11165	SSPN1_21650.1
OG0005920	T265_00251	SSPN1_2810.1
OG0005921	T265_00660	SSPN1_66830.1
OG0005922	T265_03683	SSPN1_9740.1
OG0005923	T265_09100	SSPN1_28170.1
OG0005924	T265_11578, T265_15466	SSPN1_14270.1
OG0005925	T265_01965	SSPN1_67620.1
OG0005926	T265_06075	SSPN1_62310.1
OG0005927	T265_07474	SSPN1_25420.1
OG0005928	T265_03910	SSPN1_65650.1
OG0005929	T265_14813	SSPN1_62760.1, SSPN1_62780.1
OG0005930	T265_01780	SSPN1_76790.1
OG0005931	T265_00432	SSPN1_70010.1
OG0005932	T265_15964, T265_08949	SSPN1_2150.1
OG0005934	T265_13965	SSPN1_13000.1
OG0005935	T265_11727	SSPN1_38750.1
OG0005936	T265_13176	SSPN1_62910.1
OG0005937	T265_07301	SSPN1_86680.1, SSPN1_86680.2
OG0005938	T265_12945	SSPN1_69900.1
OG0005943	T265_00991	SSPN1_15830.1
OG0005944	T265_11797	SSPN1_64270.1
OG0005945	T265_03036	SSPN1_2760.1
OG0005946	T265_10157	SSPN1_9230.1
OG0005947	T265_09064	SSPN1_18610.1
OG0005948	T265_03363, T265_07624	SSPN1_35700.1
OG0005950	T265_12502	SSPN1_48350.1, SSPN1_48350.2
OG0005951	T265_09940	SSPN1_6300.1
OG0005952	T265_10288	SSPN1_79430.1
OG0005953	T265_10746	SSPN1_66110.1, SSPN1_66110.2
OG0005954	T265_10033	SSPN1_10360.1
OG0005955	T265_07740	SSPN1_87880.1
OG0005956	T265_04335	SSPN1_29420.1
OG0005957	T265_08557	SSPN1_23170.1
OG0005958	T265_06746	SSPN1_71360.1, SSPN1_71360.2
OG0005959	T265_05366	SSPN1_31730.1
OG0005960	T265_05528	SSPN1_82090.1, SSPN1_82090.2
OG0005961	T265_14951	SSPN1_66040.1
OG0005962	T265_06637	SSPN1_89220.1, SSPN1_89220.2
OG0005963	T265_10304, T265_14365, T265_15108	SSPN1_61770.1
OG0005964	T265_10711	SSPN1_38690.1, SSPN1_38690.2
OG0005965	T265_02267	SSPN1_10190.1, SSPN1_10190.2
OG0005966	T265_10363	SSPN1_84340.1
OG0005967	T265_09028	SSPN1_70080.1
OG0005968	T265_03223	SSPN1_18100.1
OG0005969	T265_01484	SSPN1_41910.1
OG0005970	T265_00871	SSPN1_21010.3, SSPN1_21010.1, SSPN1_21010.2
OG0005971	T265_05686	SSPN1_24780.1
OG0005973	T265_06386	SSPN1_42870.1
OG0005974	T265_06188	SSPN1_21220.1
OG0005975	T265_14775	SSPN1_68370.1, SSPN1_68370.2
OG0005976	T265_14316	SSPN1_29650.1, SSPN1_29650.2, SSPN1_29650.3
OG0005977	T265_12538	SSPN1_50280.1
OG0005978	T265_13761	SSPN1_82790.1, SSPN1_82790.2
OG0005979	T265_05419	SSPN1_27040.1
OG0005980	T265_05285	SSPN1_54430.1
OG0005981	T265_15772	SSPN1_89610.1
OG0005982	T265_00605, T265_00606	SSPN1_59910.1
OG0005983	T265_07434	SSPN1_46940.1
OG0005984	T265_00666	SSPN1_59100.1
OG0005985	T265_08574	SSPN1_26930.1, SSPN1_26930.2
OG0005986	T265_03423	SSPN1_10320.1, SSPN1_10320.2
OG0005988	T265_15461	SSPN1_92330.1
OG0005989	T265_14833	SSPN1_78500.1, SSPN1_78500.2
OG0005990	T265_00349	SSPN1_54410.1
OG0005991	T265_14289	SSPN1_52430.1
OG0005992	T265_03305	SSPN1_45710.1
OG0005993	T265_05906	SSPN1_74970.1, SSPN1_74970.2
OG0005994	T265_01234	SSPN1_51960.1
OG0005995	T265_00455	SSPN1_67800.1
OG0005996	T265_00840	SSPN1_12100.1
OG0005998	T265_03564	SSPN1_46400.1
OG0005999	T265_12854	SSPN1_77090.1, SSPN1_77090.2, SSPN1_77090.3
OG0006000	T265_08532	SSPN1_16860.1
OG0006001	T265_07451	SSPN1_84690.2, SSPN1_84690.1
OG0006002	T265_13469	SSPN1_50180.1, SSPN1_50180.2
OG0006003	T265_12071, T265_04787	SSPN1_36400.1
OG0006004	T265_13739	SSPN1_48110.1
OG0006005	T265_15287	SSPN1_70240.1, SSPN1_70230.1
OG0006006	T265_02947	SSPN1_44930.1
OG0006007	T265_13795	SSPN1_10150.1
OG0006008	T265_00318	SSPN1_68880.1
OG0006009	T265_12041, T265_15230	SSPN1_79830.1
OG0006010	T265_01682	SSPN1_79090.1
OG0006011	T265_00506	SSPN1_59550.1
OG0006012	T265_08137	SSPN1_58440.1, SSPN1_58440.2
OG0006013	T265_15196	SSPN1_21070.1
OG0006014	T265_02209	SSPN1_71650.1
OG0006015	T265_01224	SSPN1_72240.5, SSPN1_72240.2, SSPN1_72240.4, SSPN1_72240.1
OG0006016	T265_00151	SSPN1_76390.1, SSPN1_76390.2, SSPN1_76390.3
OG0006017	T265_00153	SSPN1_76400.1
OG0006018	T265_05377	SSPN1_86870.1
OG0006019	T265_07921, T265_12602	SSPN1_82140.1
OG0006021	T265_05821	SSPN1_73270.1
OG0006022	T265_02028	SSPN1_62180.1, SSPN1_62180.2
OG0006023	T265_00867	SSPN1_11320.1
OG0006024	T265_12539	SSPN1_45500.1
OG0006026	T265_09387	SSPN1_320.1
OG0006027	T265_02114	SSPN1_23720.1
OG0006028	T265_06858	SSPN1_47880.1
OG0006029	T265_03845	SSPN1_54200.1
OG0006030	T265_07048, T265_16154	SSPN1_36510.1
OG0006031	T265_05494	SSPN1_12020.1
OG0006032	T265_14178	SSPN1_20250.1
OG0006033	T265_09128	SSPN1_39900.1
OG0006034	T265_10670	SSPN1_42090.1
OG0006035	T265_01354	SSPN1_54140.1
OG0006037	T265_11799	SSPN1_81130.1
OG0006038	T265_01505	SSPN1_42040.1
OG0006039	T265_00295	SSPN1_49240.1, SSPN1_49240.2, SSPN1_49240.3
OG0006040	T265_08498	SSPN1_55290.1
OG0006043	T265_08369	SSPN1_11090.1
OG0006044	T265_10305	SSPN1_66390.1, SSPN1_66390.2
OG0006045	T265_04338	SSPN1_34790.1, SSPN1_34780.1
OG0006046	T265_08037	SSPN1_17620.1
OG0006047	T265_05746	SSPN1_37450.1
OG0006048	T265_14751	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2
OG0006049	T265_06032	SSPN1_39320.1
OG0006050	T265_01164	SSPN1_62770.1
OG0006051	T265_13008	SSPN1_7030.1
OG0006052	T265_01643, T265_12947	SSPN1_69920.1
OG0006053	T265_12566	SSPN1_64860.1
OG0006054	T265_14672	SSPN1_65530.1
OG0006055	T265_01190	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1
OG0006056	T265_09364	SSPN1_15670.1
OG0006058	T265_01441	SSPN1_10610.1
OG0006059	T265_04869	SSPN1_69790.1
OG0006060	T265_13511	SSPN1_3200.1
OG0006061	T265_01621	SSPN1_82240.1
OG0006062	T265_04461	SSPN1_35180.1
OG0006063	T265_09923	SSPN1_43740.1
OG0006066	T265_07753	SSPN1_9000.1
OG0006067	T265_01485	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3
OG0006068	T265_12800	SSPN1_39760.1
OG0006069	T265_00728, T265_16346	SSPN1_36700.1
OG0006070	T265_15112	SSPN1_58330.1
OG0006071	T265_02929	SSPN1_73890.1, SSPN1_73890.2
OG0006072	T265_10623	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1
OG0006073	T265_06995	SSPN1_50960.1
OG0006074	T265_07348	SSPN1_87700.1
OG0006075	T265_11346	SSPN1_24770.1, SSPN1_24770.2
OG0006076	T265_00294	SSPN1_49230.1
OG0006077	T265_04114	SSPN1_40590.1, SSPN1_40590.2
OG0006079	T265_02701	SSPN1_50090.1
OG0006080	T265_13358	SSPN1_38210.1
OG0006081	T265_09866	SSPN1_1720.1, SSPN1_1720.2
OG0006082	T265_07611	SSPN1_40440.1
OG0006083	T265_02310	SSPN1_80680.1
OG0006085	T265_04853	SSPN1_70410.1, SSPN1_70410.2
OG0006086	T265_09099	SSPN1_23480.1, SSPN1_23480.2
OG0006087	T265_08017	SSPN1_31900.1
OG0006088	T265_00027	SSPN1_68250.1, SSPN1_68250.2
OG0006090	T265_13855	SSPN1_88160.1
OG0006091	T265_12290, T265_15429	SSPN1_77390.1
OG0006092	T265_01843	SSPN1_18270.1
OG0006093	T265_01206	SSPN1_53110.1
OG0006094	T265_12458	SSPN1_49510.1
OG0006095	T265_07126	SSPN1_78960.1
OG0006096	T265_06953	SSPN1_11630.1
OG0006097	T265_07749	SSPN1_73880.1
OG0006098	T265_10302	SSPN1_24230.1
OG0006099	T265_13774	SSPN1_7300.1, SSPN1_7300.2, SSPN1_7300.3
OG0006100	T265_00893	SSPN1_11960.1
OG0006101	T265_06530	SSPN1_33570.1
OG0006102	T265_03871	SSPN1_75170.1
OG0006103	T265_08234	SSPN1_32960.1
OG0006104	T265_07156	SSPN1_58080.1
OG0006105	T265_02379	SSPN1_78860.1
OG0006106	T265_14363, T265_16286	SSPN1_64430.1, SSPN1_64430.2
OG0006107	T265_04785	SSPN1_71450.1, SSPN1_71450.2
OG0006108	T265_10524	SSPN1_80780.1
OG0006109	T265_12532	SSPN1_67470.1
OG0006110	T265_04314	SSPN1_85800.1
OG0006111	T265_08178	SSPN1_1990.1
OG0006112	T265_08901	SSPN1_84680.1
OG0006113	T265_09557	SSPN1_3640.1
OG0006114	T265_13613	SSPN1_90200.1, SSPN1_90200.2, SSPN1_90200.3
OG0006115	T265_11567	SSPN1_26020.1
OG0006116	T265_03865	SSPN1_45760.1
OG0006117	T265_00135	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3
OG0006118	T265_15436	SSPN1_54640.1
OG0006120	T265_07064	SSPN1_41110.1
OG0006121	T265_15292	SSPN1_21120.1
OG0006122	T265_00758	SSPN1_28490.1
OG0006123	T265_01160	SSPN1_64000.1
OG0006124	T265_08959, T265_11073	SSPN1_59120.1
OG0006127	T265_03470	SSPN1_41740.1
OG0006128	T265_04746	SSPN1_33930.1
OG0006129	T265_03091, T265_03090	SSPN1_17990.1
OG0006130	T265_08572	SSPN1_26910.1
OG0006131	T265_01167	SSPN1_61150.1
OG0006132	T265_00097	SSPN1_49820.1
OG0006133	T265_13035	SSPN1_66470.1, SSPN1_66470.2
OG0006134	T265_06562	SSPN1_13110.2, SSPN1_13110.1
OG0006135	T265_01602	SSPN1_1910.1
OG0006136	T265_10637	SSPN1_73960.1
OG0006139	T265_06487	SSPN1_17820.1
OG0006140	T265_12439	SSPN1_70500.4, SSPN1_70500.2, SSPN1_70500.3, SSPN1_70500.1
OG0006141	T265_03619	SSPN1_29580.1
OG0006143	T265_15582	SSPN1_11420.1
OG0006144	T265_13033	SSPN1_63260.1, SSPN1_63260.2
OG0006145	T265_04145	SSPN1_32150.1
OG0006146	T265_16067	SSPN1_75050.1
OG0006147	T265_09593	SSPN1_85110.1
OG0006148	T265_12467, T265_12466	SSPN1_66580.1
OG0006149	T265_03687	SSPN1_7210.1
OG0006150	T265_08342	SSPN1_39080.1
OG0006151	T265_04465	SSPN1_40360.1
OG0006154	T265_08894	SSPN1_82980.1
OG0006155	T265_10165	SSPN1_12700.1
OG0006156	T265_03960	SSPN1_73980.1, SSPN1_73980.2
OG0006157	T265_07598	SSPN1_43510.1, SSPN1_43510.2
OG0006158	T265_15372	SSPN1_9990.1
OG0006159	T265_01099	SSPN1_22650.1
OG0006160	T265_04379	SSPN1_14190.1
OG0006161	T265_00754, T265_04662	SSPN1_82340.1
OG0006162	T265_03680	SSPN1_11780.1
OG0006163	T265_09146	SSPN1_1570.1
OG0006164	T265_00257	SSPN1_740.1
OG0006165	T265_12640	SSPN1_67670.1
OG0006166	T265_03856	SSPN1_45850.1
OG0006167	T265_01644, T265_12127	SSPN1_78750.1
OG0006168	T265_09199	SSPN1_85730.1
OG0006170	T265_06485	SSPN1_17930.1, SSPN1_17930.2
OG0006171	T265_14923	SSPN1_3810.1
OG0006172	T265_04755	SSPN1_42650.1
OG0006173	T265_12668	SSPN1_9350.1, SSPN1_20890.1
OG0006174	T265_11215	SSPN1_12090.1, SSPN1_12080.1
OG0006175	T265_04330	SSPN1_84470.1, SSPN1_84470.2, SSPN1_84470.3, SSPN1_84470.4
OG0006177	T265_04160	SSPN1_84150.1
OG0006178	T265_09140	SSPN1_83710.1
OG0006180	T265_00291, T265_08122	SSPN1_49720.1
OG0006181	T265_14229	SSPN1_76370.1
OG0006182	T265_10119	SSPN1_38380.1
OG0006186	T265_07077	SSPN1_89340.2, SSPN1_89340.3, SSPN1_89340.4, SSPN1_89340.1
OG0006187	T265_04136	SSPN1_41580.1
OG0006188	T265_11536	SSPN1_41630.1, SSPN1_41630.2
OG0006225	T265_04195	SSPN1_58060.1
OG0006226	T265_06962	SSPN1_20260.1
OG0006227	T265_05575	SSPN1_19090.2, SSPN1_19090.1, SSPN1_19090.3
OG0006228	T265_06400	SSPN1_25290.1
OG0006229	T265_11944, T265_12321	SSPN1_14880.1
OG0006230	T265_08353	SSPN1_89750.1
OG0006231	T265_05886	SSPN1_39400.1
OG0006234	T265_07777	SSPN1_18570.1
OG0006235	T265_13669	SSPN1_24660.1
OG0006236	T265_00536	SSPN1_66370.1
OG0006237	T265_02604	SSPN1_30730.1
OG0006238	T265_04894	SSPN1_39200.1
OG0006239	T265_05714	SSPN1_74320.1
OG0006241	T265_00315	SSPN1_53940.1
OG0006242	T265_11186	SSPN1_15620.1
OG0006243	T265_13406	SSPN1_42670.1
OG0006245	T265_13952	SSPN1_53430.1
OG0006246	T265_12114	SSPN1_77850.1
OG0006247	T265_10497	SSPN1_86910.1
OG0006248	T265_09974, T265_09975	SSPN1_87600.1, SSPN1_87600.2
OG0006249	T265_12552	SSPN1_44560.1
OG0006250	T265_08806	SSPN1_37910.1
OG0006251	T265_04439	SSPN1_14390.1
OG0006252	T265_03818	SSPN1_36370.1, SSPN1_36370.2
OG0006253	T265_09495	SSPN1_86630.1, SSPN1_86620.1
OG0006254	T265_10255	SSPN1_2190.1
OG0006255	T265_12577	SSPN1_35020.1
OG0006256	T265_11234	SSPN1_31090.1
OG0006257	T265_09703	SSPN1_90350.1
OG0006258	T265_12589	SSPN1_57850.1
OG0006259	T265_14257	SSPN1_86720.1, SSPN1_86730.1
OG0006260	T265_06942, T265_06943	SSPN1_23030.1
OG0006261	T265_00088, T265_00089	SSPN1_73740.1
OG0006262	T265_09323	SSPN1_66020.1, SSPN1_66020.2
OG0006264	T265_15190	SSPN1_74800.1, SSPN1_74800.2
OG0006265	T265_01075	SSPN1_22140.1, SSPN1_22140.2, SSPN1_22140.3
OG0006266	T265_05275	SSPN1_49010.1, SSPN1_49010.2
OG0006267	T265_14701	SSPN1_39470.1
OG0006269	T265_08086	SSPN1_46760.1
OG0006270	T265_15004	SSPN1_14370.1
OG0006272	T265_08414	SSPN1_20770.1
OG0006273	T265_04110	SSPN1_43020.1
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	SSPN1_43800.1
OG0006275	T265_14969	SSPN1_77560.1
OG0006276	T265_07118	SSPN1_78370.1
OG0006277	T265_13414	SSPN1_42690.1
OG0006278	T265_02316, T265_15671	SSPN1_81530.1, SSPN1_81530.2
OG0006279	T265_14327	SSPN1_30900.1
OG0006280	T265_09871	SSPN1_16520.2, SSPN1_16520.1
OG0006281	T265_15811	SSPN1_38490.1
OG0006282	T265_11224	SSPN1_74870.1
OG0006283	T265_05049	SSPN1_40230.1
OG0006284	T265_02188	SSPN1_69460.1
OG0006285	T265_00313	SSPN1_52450.1, SSPN1_52450.2
OG0006286	T265_00546	SSPN1_61600.1
OG0006288	T265_00770	SSPN1_71150.1
OG0006289	T265_14976	SSPN1_74770.1
OG0006290	T265_03916	SSPN1_59840.1
OG0006291	T265_08125	SSPN1_62490.1
OG0006292	T265_00669	SSPN1_65730.1
OG0006293	T265_08152	SSPN1_92460.1
OG0006294	T265_09717	SSPN1_23580.1
OG0006295	T265_11139	SSPN1_91490.1
OG0006296	T265_09675	SSPN1_39620.1
OG0006299	T265_09982, T265_06697	SSPN1_2230.1
OG0006300	T265_12045	SSPN1_3540.1, SSPN1_9820.1
OG0006301	T265_15886, T265_12313	SSPN1_7260.1
OG0006302	T265_07637	SSPN1_52740.1
OG0006303	T265_14450	SSPN1_1420.1
OG0006304	T265_00048	SSPN1_47570.1
OG0006305	T265_10720	SSPN1_65810.1, SSPN1_65810.2
OG0006306	T265_09242	SSPN1_10480.1
OG0006307	T265_09818	SSPN1_35510.1
OG0006308	T265_14763	SSPN1_70310.1, SSPN1_70310.2
OG0006309	T265_15194	SSPN1_75780.1
OG0006310	T265_03045	SSPN1_6210.1, SSPN1_6230.1
OG0006311	T265_04307	SSPN1_85550.1
OG0006312	T265_02160	SSPN1_74660.1
OG0006313	T265_13064	SSPN1_73180.1, SSPN1_73180.2
OG0006314	T265_02327	SSPN1_67900.1
OG0006315	T265_02744	SSPN1_89190.1
OG0006316	T265_10726	SSPN1_65750.2, SSPN1_65750.1
OG0006317	T265_00104	SSPN1_48360.1
OG0006318	T265_06847	SSPN1_48620.1
OG0006319	T265_10996	SSPN1_85750.1
OG0006320	T265_10617	SSPN1_29920.1
OG0006321	T265_05253	SSPN1_390.1
OG0006322	T265_13118	SSPN1_53790.1
OG0006323	T265_08324	SSPN1_36960.1
OG0006324	T265_01373	SSPN1_13070.1
OG0006325	T265_06415	SSPN1_5630.1
OG0006326	T265_06631	SSPN1_92300.1
OG0006327	T265_12717	SSPN1_23920.1
OG0006328	T265_08665	SSPN1_56240.1
OG0006329	T265_14587	SSPN1_57880.1
OG0006330	T265_07570	SSPN1_87520.1
OG0006331	T265_03152	SSPN1_64710.1
OG0006332	T265_11742	SSPN1_43920.1
OG0006334	T265_14064	SSPN1_79680.1
OG0006335	T265_04638	SSPN1_91440.1
OG0006336	T265_15021	SSPN1_20980.1
OG0006338	T265_04419	SSPN1_9220.1
OG0006339	T265_00683	SSPN1_35340.1
OG0006340	T265_08629	SSPN1_42300.1
OG0006342	T265_11168	SSPN1_81190.1
OG0006343	T265_04178	SSPN1_63200.1
OG0006344	T265_14821	SSPN1_24950.1
OG0006346	T265_13092, T265_07373	SSPN1_87210.1
OG0006347	T265_15598	SSPN1_26580.1, SSPN1_26580.2
OG0006348	T265_11593	SSPN1_43840.1
OG0006349	T265_05558	SSPN1_8370.1
OG0006350	T265_07982, T265_15938	SSPN1_33800.1
OG0006351	T265_14298, T265_14297	SSPN1_74200.1
OG0006352	T265_07872	SSPN1_16040.1
OG0006353	T265_03964	SSPN1_67040.1
OG0006354	T265_01996	SSPN1_68850.1, SSPN1_68850.2
OG0006355	T265_08827	SSPN1_49650.1
OG0006356	T265_01986	SSPN1_76410.1
OG0006357	T265_07692	SSPN1_80720.1
OG0006358	T265_06294	SSPN1_14660.1
OG0006359	T265_06848, T265_06849	SSPN1_49330.1
OG0006360	T265_07902	SSPN1_89410.1, SSPN1_89410.2
OG0006361	T265_11664	SSPN1_52720.1
OG0006362	T265_00886	SSPN1_12730.1
OG0006363	T265_14157	SSPN1_16390.1
OG0006365	T265_08591	SSPN1_21420.1
OG0006366	T265_00360	SSPN1_50920.1, SSPN1_50930.1
OG0006367	T265_00428	SSPN1_67120.1
OG0006369	T265_02314, T265_16246	SSPN1_82260.1
OG0006370	T265_13377	SSPN1_68510.3, SSPN1_68510.1, SSPN1_68510.2
OG0006371	T265_06013	SSPN1_77830.1
OG0006372	T265_00580	SSPN1_39860.1, SSPN1_39860.2
OG0006373	T265_04279	SSPN1_75670.1, SSPN1_75670.2
OG0006374	T265_02365	SSPN1_49160.1
OG0006375	T265_00911	SSPN1_9290.1
OG0006376	T265_04165	SSPN1_84020.1
OG0006377	T265_11918	SSPN1_62710.1
OG0006378	T265_12748	SSPN1_52000.1
OG0006379	T265_12049	SSPN1_82890.1
OG0006381	T265_07644	SSPN1_72390.1
OG0006383	T265_07925	SSPN1_78410.1
OG0006384	T265_02045	SSPN1_64670.1
OG0006385	T265_05143	SSPN1_10540.1, SSPN1_10540.2, SSPN1_10540.3
OG0006386	T265_15437	SSPN1_54670.1, SSPN1_54670.3, SSPN1_54670.2
OG0006387	T265_03298	SSPN1_75430.1
OG0006388	T265_07008	SSPN1_64590.1
OG0006389	T265_02317	SSPN1_81540.1
OG0006390	T265_15291	SSPN1_58960.1, SSPN1_58960.2
OG0006391	T265_10898	SSPN1_58970.1
OG0006392	T265_05333, T265_13754, T265_13554	SSPN1_92710.1
OG0006394	T265_15418	SSPN1_46540.1, SSPN1_46540.2
OG0006395	T265_13542	SSPN1_18640.1, SSPN1_18640.3, SSPN1_18640.2
OG0006397	T265_03982	SSPN1_75910.1
OG0006398	T265_14053	SSPN1_5890.1
OG0006399	T265_14380	SSPN1_17400.1
OG0006400	T265_02773	SSPN1_72470.1
OG0006401	T265_00344	SSPN1_45590.1
OG0006402	T265_07045	SSPN1_24830.1
OG0006403	T265_10653	SSPN1_820.1
OG0006404	T265_06868	SSPN1_37260.1
OG0006405	T265_11460	SSPN1_48560.1
OG0006406	T265_13003, T265_03998, T265_14155	SSPN1_50840.1, SSPN1_50840.2
OG0006407	T265_01611	SSPN1_12320.1
OG0006408	T265_05827	SSPN1_73240.1
OG0006409	T265_06982	SSPN1_50120.1, SSPN1_50120.2, SSPN1_50120.3
OG0006410	T265_15301	SSPN1_1210.1, SSPN1_1210.2
OG0006411	T265_12161, T265_15137, T265_15138	SSPN1_1870.1
OG0006412	T265_14552	SSPN1_10440.1, SSPN1_10450.1
OG0006413	T265_07342	SSPN1_87580.1
OG0006414	T265_07452	SSPN1_83000.1
OG0006415	T265_09372	SSPN1_23490.1
OG0006416	T265_08933	SSPN1_63760.1
OG0006418	T265_03112	SSPN1_8750.2, SSPN1_8750.1
OG0006420	T265_01124	SSPN1_65920.1
OG0006421	T265_09926	SSPN1_5500.2, SSPN1_5500.1
OG0006422	T265_04316	SSPN1_85850.1, SSPN1_85850.2, SSPN1_85860.1
OG0006423	T265_09547	SSPN1_79620.1
OG0006424	T265_15186, T265_02708	SSPN1_48540.1
OG0006425	T265_11416	SSPN1_75730.1
OG0006426	T265_09277	SSPN1_13050.1, SSPN1_13050.2
