Orthogroup	opisthorchis_viverrini	fasciola_gigantica
OG0005848	T265_06770	FGIG_11690
OG0005849	T265_11650	FGIG_11737, FGIG_11694
OG0005851	T265_13104	FGIG_11938
OG0005852	T265_08633	FGIG_12009
OG0005853	T265_02224	FGIG_12146
OG0005854	T265_13860	FGIG_12243
OG0005855	T265_08314	FGIG_12326
OG0005856	T265_03805	FGIG_12519
OG0005857	T265_00601	FGIG_12552
OG0005892	T265_02810	FGIG_00016
OG0005893	T265_14649	FGIG_00018
OG0005895	T265_02067, T265_12917	FGIG_00083, FGIG_00084
OG0005896	T265_11094	FGIG_00150
OG0005897	T265_03568	FGIG_11987
OG0005897	T265_07974	FGIG_00169
OG0005898	T265_12230	FGIG_00171
OG0005899	T265_04845	FGIG_00196
OG0005900	T265_00709	FGIG_00203
OG0005901	T265_00638	FGIG_00261
OG0005902	T265_00941	FGIG_03471
OG0005902	T265_02464	FGIG_00276
OG0005903	T265_00963	FGIG_00320
OG0005904	T265_11372	FGIG_00382
OG0005905	T265_03164	FGIG_00409
OG0005907	T265_15495	FGIG_00533
OG0005908	T265_02581	FGIG_00582
OG0005909	T265_06412, T265_11442	FGIG_00588
OG0005910	T265_09944	FGIG_00668
OG0005911	T265_04810	FGIG_00851
OG0005912	T265_04624	FGIG_00858
OG0005913	T265_10498	FGIG_00861
OG0005914	T265_06765	FGIG_00865
OG0005915	T265_08170	FGIG_00924
OG0005916	T265_06691	FGIG_00939
OG0005917	T265_15562	FGIG_00972
OG0005918	T265_08551	FGIG_00977
OG0005919	T265_11164, T265_11165	FGIG_01102
OG0005920	T265_00251	FGIG_01131
OG0005921	T265_00660	FGIG_01358
OG0005922	T265_03683	FGIG_01393
OG0005923	T265_09100	FGIG_01438
OG0005924	T265_11578	FGIG_01484
OG0005924	T265_15466	FGIG_01483
OG0005925	T265_01965	FGIG_01502
OG0005926	T265_06075	FGIG_01509
OG0005927	T265_07474	FGIG_01582
OG0005928	T265_03910	FGIG_01620
OG0005929	T265_14813	FGIG_01624
OG0005930	T265_01780	FGIG_01705
OG0005931	T265_00432	FGIG_01752, FGIG_01751
OG0005932	T265_15964, T265_08949	FGIG_01801
OG0005934	T265_13965	FGIG_01935
OG0005935	T265_11727	FGIG_01960
OG0005936	T265_13176	FGIG_02046
OG0005937	T265_07301	FGIG_02059, FGIG_02058
OG0005938	T265_12945	FGIG_02099
OG0005939	T265_01335	FGIG_02102
OG0005943	T265_00991	FGIG_02239
OG0005944	T265_11797	FGIG_02268
OG0005945	T265_03036	FGIG_02273
OG0005946	T265_10157	FGIG_02359
OG0005947	T265_09064	FGIG_02408
OG0005948	T265_03363, T265_07624	FGIG_02438
OG0005950	T265_12502	FGIG_02460
OG0005951	T265_09940	FGIG_02568
OG0005952	T265_10288	FGIG_02611
OG0005953	T265_10746	FGIG_02777
OG0005954	T265_10033	FGIG_02792, FGIG_02793
OG0005955	T265_07740	FGIG_02795
OG0005956	T265_04335	FGIG_02874
OG0005957	T265_08557	FGIG_02923, FGIG_12620
OG0005958	T265_06746	FGIG_02947
OG0005959	T265_05366	FGIG_10953, FGIG_03057
OG0005960	T265_05528	FGIG_03072
OG0005961	T265_14951	FGIG_03134
OG0005962	T265_06637	FGIG_03169
OG0005963	T265_10304, T265_14365, T265_15108	FGIG_03185
OG0005964	T265_10711	FGIG_03336
OG0005965	T265_02267	FGIG_03377
OG0005966	T265_10363	FGIG_03397
OG0005967	T265_09028	FGIG_03402
OG0005968	T265_03223	FGIG_03422
OG0005969	T265_01484	FGIG_03460
OG0005970	T265_00871	FGIG_03509
OG0005971	T265_05686	FGIG_03517
OG0005973	T265_06386	FGIG_03547
OG0005974	T265_06188	FGIG_03599
OG0005975	T265_14775	FGIG_03738
OG0005976	T265_14316	FGIG_03761
OG0005977	T265_12538	FGIG_03775
OG0005978	T265_13761	FGIG_03813
OG0005979	T265_05569	FGIG_03861
OG0005979	T265_05419	FGIG_07288
OG0005980	T265_05285	FGIG_03874
OG0005981	T265_15772	FGIG_03938
OG0005982	T265_00605, T265_00606	FGIG_04451, FGIG_03984
OG0005983	T265_07434	FGIG_04068
OG0005984	T265_00666	FGIG_04138
OG0005985	T265_08574	FGIG_04144
OG0005986	T265_03423	FGIG_04149
OG0005988	T265_15461	FGIG_04190
OG0005989	T265_14833	FGIG_04194
OG0005990	T265_00349	FGIG_04223
OG0005991	T265_14289	FGIG_04280, FGIG_04281
OG0005992	T265_03305	FGIG_04441, FGIG_04442
OG0005993	T265_05906	FGIG_04467
OG0005994	T265_01234	FGIG_04549
OG0005995	T265_00455	FGIG_04658
OG0005996	T265_00840	FGIG_04704
OG0005998	T265_03564	FGIG_04782
OG0005999	T265_12854	FGIG_04792
OG0006000	T265_08532	FGIG_04908
OG0006001	T265_07451	FGIG_04923
OG0006002	T265_13469	FGIG_04934
OG0006003	T265_12071, T265_04787	FGIG_04947
OG0006004	T265_13739	FGIG_05064
OG0006005	T265_15287	FGIG_05077
OG0006006	T265_02947	FGIG_05083
OG0006007	T265_13795	FGIG_05106
OG0006008	T265_00318	FGIG_05169
OG0006009	T265_12041, T265_15230	FGIG_05208
OG0006010	T265_01682	FGIG_05229
OG0006011	T265_00506	FGIG_05267, FGIG_05266
OG0006012	T265_08137	FGIG_05389
OG0006013	T265_15196	FGIG_05439
OG0006014	T265_02209	FGIG_05518
OG0006015	T265_01224	FGIG_05536
OG0006016	T265_00151	FGIG_05545
OG0006017	T265_00153	FGIG_05546
OG0006018	T265_05377	FGIG_05580
OG0006019	T265_07921, T265_12602	FGIG_05585
OG0006021	T265_05821	FGIG_05799
OG0006022	T265_02028	FGIG_05880
OG0006023	T265_00867	FGIG_05909
OG0006024	T265_12539	FGIG_05917
OG0006026	T265_09387	FGIG_05938
OG0006027	T265_02114	FGIG_05950
OG0006028	T265_06858	FGIG_05989
OG0006029	T265_03845	FGIG_06002
OG0006030	T265_07048, T265_16154	FGIG_06162
OG0006031	T265_05494	FGIG_06250
OG0006032	T265_14178	FGIG_06304, FGIG_06303
OG0006033	T265_09128	FGIG_06351
OG0006034	T265_10670	FGIG_06449
OG0006035	T265_01354	FGIG_06455
OG0006037	T265_11799	FGIG_06532
OG0006038	T265_01505	FGIG_06567
OG0006039	T265_00295	FGIG_06568
OG0006040	T265_08498	FGIG_06651
OG0006043	T265_08369	FGIG_06821
OG0006044	T265_10305	FGIG_06839, FGIG_09285
OG0006045	T265_04338	FGIG_06858
OG0006046	T265_08037	FGIG_06859
OG0006047	T265_05746	FGIG_06862
OG0006048	T265_14751	FGIG_06901
OG0006049	T265_06032	FGIG_06934
OG0006050	T265_01164	FGIG_06979
OG0006051	T265_13008	FGIG_07294
OG0006052	T265_01643, T265_12947	FGIG_07314, FGIG_08950
OG0006053	T265_12566	FGIG_07403
OG0006054	T265_14672	FGIG_07424
OG0006055	T265_01190	FGIG_07555, FGIG_12414
OG0006056	T265_09364	FGIG_07596
OG0006058	T265_01441	FGIG_07629
OG0006059	T265_04869	FGIG_07642
OG0006060	T265_13511	FGIG_07735
OG0006061	T265_01621	FGIG_07737
OG0006062	T265_04461	FGIG_07768, FGIG_07767
OG0006063	T265_09923	FGIG_07773
OG0006065	T265_13797	FGIG_07920
OG0006066	T265_07753	FGIG_07957, FGIG_07958
OG0006067	T265_01485	FGIG_07984
OG0006068	T265_12800	FGIG_08132
OG0006069	T265_00728, T265_16346	FGIG_08136
OG0006070	T265_15112	FGIG_08226
OG0006071	T265_02929	FGIG_08258
OG0006072	T265_10623	FGIG_08317
OG0006073	T265_06995	FGIG_08326
OG0006074	T265_07348	FGIG_08337
OG0006075	T265_11346	FGIG_08364
OG0006076	T265_00294	FGIG_08367, FGIG_12133
OG0006077	T265_04114	FGIG_08374
OG0006079	T265_02701	FGIG_08462
OG0006080	T265_13358	FGIG_08479
OG0006081	T265_09866	FGIG_08526
OG0006082	T265_07611	FGIG_08527
OG0006083	T265_02310	FGIG_08563
OG0006085	T265_04853	FGIG_10779, FGIG_08613
OG0006086	T265_09099	FGIG_08731
OG0006087	T265_08017	FGIG_08787
OG0006088	T265_00027	FGIG_08882
OG0006090	T265_13855	FGIG_08982
OG0006091	T265_12290, T265_15429	FGIG_09009
OG0006092	T265_01843	FGIG_09050
OG0006093	T265_01206	FGIG_09188
OG0006094	T265_12458	FGIG_09274
OG0006095	T265_07126	FGIG_09620
OG0006096	T265_06953	FGIG_09689
OG0006097	T265_07749	FGIG_09715
OG0006098	T265_10302	FGIG_09726
OG0006099	T265_13774	FGIG_09757
OG0006100	T265_00893	FGIG_09760
OG0006101	T265_06530	FGIG_09771
OG0006102	T265_03871	FGIG_09799
OG0006103	T265_08234	FGIG_09897, FGIG_09898
OG0006104	T265_07156	FGIG_09904
OG0006105	T265_02379	FGIG_09948
OG0006106	T265_14363, T265_16286	FGIG_09973
OG0006107	T265_04785	FGIG_09976
OG0006108	T265_10524	FGIG_10009
OG0006109	T265_12532	FGIG_10044
OG0006110	T265_04314	FGIG_10049
OG0006111	T265_08178	FGIG_10113
OG0006112	T265_08901	FGIG_10226
OG0006113	T265_09557	FGIG_10252
OG0006114	T265_13613	FGIG_10556, FGIG_10273
OG0006115	T265_11567	FGIG_10337
OG0006116	T265_03865	FGIG_10344
OG0006117	T265_00135	FGIG_10442
OG0006118	T265_15436	FGIG_10496
OG0006120	T265_07064	FGIG_10569
OG0006121	T265_15292	FGIG_10579
OG0006122	T265_00758	FGIG_10586
OG0006123	T265_01160	FGIG_10590
OG0006124	T265_08959, T265_11073	FGIG_10595
OG0006127	T265_03470	FGIG_10725
OG0006128	T265_04746	FGIG_10751
OG0006129	T265_03091, T265_03090	FGIG_11814, FGIG_10752
OG0006130	T265_08572	FGIG_10821, FGIG_10822
OG0006131	T265_01167	FGIG_10927, FGIG_13984
OG0006132	T265_00097	FGIG_10944, FGIG_10943
OG0006133	T265_13035	FGIG_10962
OG0006134	T265_06562	FGIG_10976
OG0006135	T265_01602	FGIG_10981
OG0006136	T265_10637	FGIG_11014, FGIG_11188
OG0006139	T265_06487	FGIG_11069
OG0006140	T265_12439	FGIG_11074
OG0006141	T265_03619	FGIG_11129
OG0006143	T265_15582	FGIG_11445, FGIG_11237
OG0006144	T265_13033	FGIG_11242
OG0006145	T265_04145	FGIG_11257
OG0006146	T265_16067	FGIG_11274
OG0006147	T265_09593	FGIG_11300
OG0006148	T265_12467, T265_12466	FGIG_11321
OG0006149	T265_03687	FGIG_11387
OG0006150	T265_08342	FGIG_11446
OG0006151	T265_04465	FGIG_11455
OG0006153	T265_15142	FGIG_11530
OG0006154	T265_08894	FGIG_11547
OG0006155	T265_10165	FGIG_11830
OG0006156	T265_03960	FGIG_11874
OG0006157	T265_07598	FGIG_11878
OG0006158	T265_15372	FGIG_11954
OG0006159	T265_01099	FGIG_12040
OG0006160	T265_04379	FGIG_12105
OG0006161	T265_00754, T265_04662	FGIG_12166
OG0006162	T265_03680	FGIG_12313
OG0006163	T265_09146	FGIG_12372
OG0006164	T265_00257	FGIG_12474
OG0006165	T265_00812	FGIG_12495
OG0006166	T265_03856	FGIG_12529
OG0006167	T265_01644, T265_12127	FGIG_12579
OG0006168	T265_09199	FGIG_12633
OG0006225	T265_04195	FGIG_00026
OG0006226	T265_06962	FGIG_00055, FGIG_06305
OG0006227	T265_05575	FGIG_00060
OG0006229	T265_11944, T265_12321	FGIG_00075
OG0006230	T265_08353	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	T265_05886	FGIG_00166
OG0006234	T265_07777	FGIG_00325
OG0006235	T265_13669	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	T265_00536	FGIG_00448
OG0006237	T265_02604	FGIG_00450
OG0006238	T265_04894	FGIG_00472
OG0006239	T265_05714	FGIG_00474
OG0006241	T265_00315	FGIG_00551
OG0006242	T265_11186	FGIG_12664, FGIG_00622
OG0006243	T265_13406	FGIG_00637
OG0006245	T265_13952	FGIG_00777, FGIG_00776
OG0006246	T265_12114	FGIG_00799
OG0006247	T265_10497	FGIG_00862
OG0006248	T265_09974, T265_09975	FGIG_00890
OG0006249	T265_12552	FGIG_00933
OG0006250	T265_08806	FGIG_00958
OG0006251	T265_04439	FGIG_01056
OG0006252	T265_03818	FGIG_01080
OG0006253	T265_09495	FGIG_09181, FGIG_01105
OG0006254	T265_10255	FGIG_01121
OG0006255	T265_12577	FGIG_01124
OG0006256	T265_11234	FGIG_01136
OG0006257	T265_09703	FGIG_04631, FGIG_01141
OG0006258	T265_12589	FGIG_01246
OG0006259	T265_14257	FGIG_01260, FGIG_01261
OG0006260	T265_06942, T265_06943	FGIG_01269
OG0006261	T265_00088, T265_00089	FGIG_01386, FGIG_01385
OG0006262	T265_09323	FGIG_01406
OG0006264	T265_15190	FGIG_01450
OG0006265	T265_01075	FGIG_01474
OG0006266	T265_05275	FGIG_01521, FGIG_01522
OG0006267	T265_14701	FGIG_01531
OG0006269	T265_08086	FGIG_01663
OG0006270	T265_15004	FGIG_01788
OG0006272	T265_08414	FGIG_01877
OG0006273	T265_04110	FGIG_01880
OG0006274	T265_07067, T265_16046, T265_05062, T265_07066	FGIG_01909
OG0006275	T265_14969	FGIG_02097
OG0006276	T265_07118	FGIG_02118
OG0006277	T265_13414	FGIG_02172
OG0006278	T265_02316, T265_15671	FGIG_02173
OG0006279	T265_14327	FGIG_02204
OG0006280	T265_09871	FGIG_02259
OG0006281	T265_15811	FGIG_02319
OG0006282	T265_11224	FGIG_02396
OG0006283	T265_05049	FGIG_02470
OG0006284	T265_02188	FGIG_02617, FGIG_12218
OG0006285	T265_00313	FGIG_02631
OG0006286	T265_00546	FGIG_02651
OG0006288	T265_00770	FGIG_02732, FGIG_02733
OG0006289	T265_14976	FGIG_02774
OG0006290	T265_03916	FGIG_02808
OG0006291	T265_08125	FGIG_02861
OG0006292	T265_00669	FGIG_02864
OG0006293	T265_08152	FGIG_02873
OG0006294	T265_09717	FGIG_02897, FGIG_12580
OG0006295	T265_11139	FGIG_02916
OG0006296	T265_09675	FGIG_12568, FGIG_02930
OG0006299	T265_09982, T265_06697	FGIG_03008
OG0006300	T265_12045	FGIG_03043
OG0006301	T265_15886, T265_12313	FGIG_03060
OG0006302	T265_07637	FGIG_03099
OG0006303	T265_14450	FGIG_03117
OG0006304	T265_00048	FGIG_03123
OG0006305	T265_10720	FGIG_03126
OG0006306	T265_09242	FGIG_03193, FGIG_08482
OG0006307	T265_09818	FGIG_03350
OG0006308	T265_14763	FGIG_03514
OG0006309	T265_15194	FGIG_03636
OG0006310	T265_03045	FGIG_03648
OG0006311	T265_04307	FGIG_03661
OG0006312	T265_02160	FGIG_03684
OG0006313	T265_13064	FGIG_03696
OG0006314	T265_02327	FGIG_03713
OG0006315	T265_02744	FGIG_03720
OG0006316	T265_10726	FGIG_03811, FGIG_03812
OG0006317	T265_00104	FGIG_03875
OG0006318	T265_06847	FGIG_03888
OG0006319	T265_10996	FGIG_03907, FGIG_03908, FGIG_03906
OG0006320	T265_10617	FGIG_03957
OG0006321	T265_05253	FGIG_04040
OG0006322	T265_13118	FGIG_04082
OG0006323	T265_08324	FGIG_04136
OG0006324	T265_01373	FGIG_04163
OG0006325	T265_06415	FGIG_04216
OG0006326	T265_06631	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	T265_12717	FGIG_04492, FGIG_04491
OG0006328	T265_08665	FGIG_04497
OG0006329	T265_14587	FGIG_04500
OG0006330	T265_07570	FGIG_04553
OG0006331	T265_03152	FGIG_04577
OG0006332	T265_11742	FGIG_04582
OG0006334	T265_14064	FGIG_04684
OG0006335	T265_04638	FGIG_04751
OG0006336	T265_15021	FGIG_04777
OG0006337	T265_05503	FGIG_04780
OG0006338	T265_04419	FGIG_04804
OG0006339	T265_00683	FGIG_04931
OG0006340	T265_08629	FGIG_04957, FGIG_05164
OG0006342	T265_11168	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	T265_04178	FGIG_05091
OG0006344	T265_14821	FGIG_05103
OG0006346	T265_13092, T265_07373	FGIG_05271
OG0006347	T265_15598	FGIG_05292
OG0006348	T265_11593	FGIG_05327
OG0006349	T265_05558	FGIG_05354, FGIG_05355
OG0006350	T265_07982, T265_15938	FGIG_05372, FGIG_05373
OG0006351	T265_14298, T265_14297	FGIG_05380
OG0006352	T265_07872	FGIG_05416
OG0006353	T265_03964	FGIG_05427
OG0006354	T265_01996	FGIG_05431
OG0006355	T265_08827	FGIG_05443
OG0006356	T265_01986	FGIG_05477
OG0006357	T265_07692	FGIG_05499
OG0006358	T265_06294	FGIG_05606
OG0006359	T265_06848, T265_06849	FGIG_05685, FGIG_05684
OG0006360	T265_07902	FGIG_05687
OG0006361	T265_11664	FGIG_05695
OG0006362	T265_00886	FGIG_05758
OG0006363	T265_14157	FGIG_05842
OG0006365	T265_08591	FGIG_05854
OG0006366	T265_00360	FGIG_05942
OG0006367	T265_00428	FGIG_06038
OG0006369	T265_02314, T265_16246	FGIG_06074
OG0006370	T265_13377	FGIG_06179
OG0006371	T265_06013	FGIG_06220
OG0006372	T265_00580	FGIG_06257
OG0006373	T265_04279	FGIG_06266
OG0006374	T265_02365	FGIG_06368
OG0006375	T265_00911, T265_00912	FGIG_06379
OG0006376	T265_04165	FGIG_12584, FGIG_06425
OG0006377	T265_11918	FGIG_06440
OG0006378	T265_12748	FGIG_06445, FGIG_06444
OG0006379	T265_12049	FGIG_06453
OG0006381	T265_07644	FGIG_06561
OG0006383	T265_07925	FGIG_06621
OG0006384	T265_02045	FGIG_06626
OG0006385	T265_05143	FGIG_06657
OG0006386	T265_15437	FGIG_06699
OG0006387	T265_03298	FGIG_06734, FGIG_12424
OG0006388	T265_07008	FGIG_06755
OG0006389	T265_02317	FGIG_06771
OG0006390	T265_15291	FGIG_06827
OG0006391	T265_10898	FGIG_07033, FGIG_06828
OG0006392	T265_05333	FGIG_10067
OG0006392	T265_13754, T265_13554	FGIG_06830
OG0006394	T265_15418	FGIG_06942
OG0006395	T265_13542	FGIG_06992
OG0006397	T265_03982	FGIG_07001
OG0006398	T265_14053	FGIG_07086
OG0006399	T265_14380	FGIG_07120
OG0006400	T265_02773	FGIG_07283
OG0006401	T265_00344	FGIG_07310
OG0006402	T265_07045	FGIG_07313
OG0006403	T265_10653	FGIG_07437
OG0006404	T265_06868	FGIG_07473
OG0006405	T265_11460	FGIG_07477
OG0006406	T265_13003, T265_03998, T265_14155	FGIG_07578
OG0006407	T265_01611	FGIG_07582
OG0006408	T265_05827	FGIG_07627
OG0006409	T265_06982	FGIG_07688
OG0006410	T265_15301	FGIG_07709
OG0006411	T265_12161, T265_15137, T265_15138	FGIG_07733
OG0006412	T265_14552	FGIG_07743, FGIG_07742
OG0006413	T265_07342	FGIG_07840
OG0006414	T265_07452	FGIG_07937
OG0006415	T265_09372	FGIG_08006
OG0006416	T265_08933	FGIG_08033
OG0006418	T265_03112	FGIG_08067
OG0006420	T265_01124	FGIG_08164
OG0006421	T265_09926	FGIG_08200
OG0006422	T265_04316	FGIG_08202
OG0006423	T265_09547	FGIG_08206, FGIG_10667
OG0006424	T265_15186, T265_02708	FGIG_08208
OG0006425	T265_11416	FGIG_08311
OG0006426	T265_09277	FGIG_08358
OG0006427	T265_10062	FGIG_08359
OG0006428	T265_11779	FGIG_08397
OG0006429	T265_08172	FGIG_08439
OG0006430	T265_01459, T265_08003	FGIG_08457
OG0006431	T265_09599	FGIG_08615
OG0006432	T265_12903	FGIG_08656
OG0006433	T265_04463	FGIG_08752
OG0006434	T265_10421	FGIG_08760
OG0006435	T265_02372	FGIG_08771
OG0006436	T265_01380	FGIG_08796
OG0006437	T265_03880	FGIG_08799
OG0006438	T265_02221	FGIG_08851
OG0006439	T265_10437	FGIG_08865
OG0006440	T265_10890	FGIG_08876
OG0006441	T265_08751	FGIG_08947
OG0006442	T265_05198	FGIG_08983
OG0006443	T265_01839	FGIG_09051
OG0006444	T265_13057	FGIG_09053
OG0006445	T265_12451, T265_16053	FGIG_09103
OG0006448	T265_12679	FGIG_09313
OG0006449	T265_08544	FGIG_09359
OG0006450	T265_10232	FGIG_09392
OG0006451	T265_15460	FGIG_09470
OG0006452	T265_10252	FGIG_09553
OG0006453	T265_01420	FGIG_09566
OG0006454	T265_11534	FGIG_09585
OG0006455	T265_01587	FGIG_09741
OG0006457	T265_00141	FGIG_09819
OG0006458	T265_07613	FGIG_09840
OG0006459	T265_12438	FGIG_09859
OG0006460	T265_01122	FGIG_09902
OG0006461	T265_14894	FGIG_09992
OG0006462	T265_02678	FGIG_10029
OG0006463	T265_00516	FGIG_10092
OG0006464	T265_03697	FGIG_10128
OG0006466	T265_11283	FGIG_10266
OG0006467	T265_11575	FGIG_10308
OG0006468	T265_15381	FGIG_10393
OG0006469	T265_07952	FGIG_10433
OG0006470	T265_03006	FGIG_10447
OG0006472	T265_09548	FGIG_10666
OG0006473	T265_00503	FGIG_10705
OG0006476	T265_00225	FGIG_11046
OG0006477	T265_10127	FGIG_11156, FGIG_11891
OG0006478	T265_15504, T265_15819	FGIG_11160
OG0006479	T265_04124	FGIG_11625, FGIG_11182
OG0006480	T265_10500	FGIG_11325
OG0006481	T265_01822	FGIG_11497, FGIG_11646
OG0006484	T265_01969	FGIG_11727
OG0006485	T265_08420	FGIG_11740
OG0006486	T265_10504, T265_15169	FGIG_11752
OG0006487	T265_01788	FGIG_11778, FGIG_11777
OG0006488	T265_14164	FGIG_11860
OG0006489	T265_06132	FGIG_11976
OG0006490	T265_06700	FGIG_12128
OG0006491	T265_02227	FGIG_12211
OG0006492	T265_09429	FGIG_12231
OG0006493	T265_05598	FGIG_12248
OG0006494	T265_07790	FGIG_12351
OG0006495	T265_02429	FGIG_12377
OG0006496	T265_10309, T265_10310	FGIG_12617
OG0006543	T265_02409, T265_02410	FGIG_00006, FGIG_11678
OG0006544	T265_04643	FGIG_00078
OG0006545	T265_12850	FGIG_00183
OG0006546	T265_04315	FGIG_00243
OG0006547	T265_00458	FGIG_00317
OG0006548	T265_08761	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	T265_00535	FGIG_00449
OG0006550	T265_12513	FGIG_12407, FGIG_00553
OG0006552	T265_15625	FGIG_00623
OG0006553	T265_06339	FGIG_00662
OG0006554	T265_13260	FGIG_00767
OG0006555	T265_05771	FGIG_00808
OG0006556	T265_11960	FGIG_00982
OG0006557	T265_02543	FGIG_00988
OG0006558	T265_05738	FGIG_01077
OG0006560	T265_12703	FGIG_01138
OG0006561	T265_06796	FGIG_01187
OG0006562	T265_14420	FGIG_01192
OG0006563	T265_07306	FGIG_01200
OG0006567	T265_07533	FGIG_01360
OG0006568	T265_13305	FGIG_01394
OG0006569	T265_09101	FGIG_01437
OG0006570	T265_00046	FGIG_01459, FGIG_01458
OG0006571	T265_02036	FGIG_01508
OG0006572	T265_13595, T265_04767	FGIG_01547
OG0006573	T265_10380	FGIG_01594
OG0006574	T265_00628	FGIG_01597
OG0006575	T265_05860, T265_15914	FGIG_01608
OG0006576	T265_00643	FGIG_01614
OG0006577	T265_16165, T265_08513, T265_15866, T265_08512	FGIG_01753
OG0006578	T265_13404	FGIG_01891
OG0006579	T265_04072	FGIG_02083
OG0006580	T265_06753	FGIG_02087
OG0006581	T265_01022	FGIG_02181
OG0006582	T265_06600	FGIG_02231
OG0006583	T265_10802	FGIG_02247
OG0006584	T265_06921	FGIG_02271
OG0006585	T265_10220	FGIG_02288
OG0006586	T265_06535	FGIG_02291
OG0006588	T265_04942	FGIG_02309
OG0006589	T265_07243	FGIG_02349, FGIG_08384
OG0006590	T265_07241	FGIG_02351
OG0006591	T265_06110	FGIG_02456
OG0006592	T265_09421	FGIG_02535
OG0006593	T265_03292	FGIG_02570
OG0006594	T265_05108	FGIG_02673
OG0006595	T265_13783	FGIG_02674
OG0006596	T265_14736	FGIG_02752
OG0006597	T265_15644	FGIG_02773
OG0006598	T265_04813	FGIG_02915
OG0006599	T265_06001	FGIG_07064, FGIG_03010
OG0006601	T265_05089	FGIG_03122, FGIG_06369
OG0006604	T265_02143	FGIG_03234
OG0006605	T265_15195	FGIG_03253
OG0006606	T265_10657	FGIG_03382
OG0006607	T265_04245	FGIG_03435
OG0006608	T265_04438	FGIG_03438
OG0006610	T265_07805	FGIG_03465
OG0006611	T265_13076	FGIG_03478
OG0006612	T265_09273, T265_05852	FGIG_11235, FGIG_03497
OG0006613	T265_08081	FGIG_03620
OG0006614	T265_11437	FGIG_03680
OG0006616	T265_09162	FGIG_03739
OG0006617	T265_01246	FGIG_03802
OG0006618	T265_07977	FGIG_03887
OG0006619	T265_01062	FGIG_03900
OG0006620	T265_11532	FGIG_03903
OG0006621	T265_05353	FGIG_03986
OG0006622	T265_07997	FGIG_03995
OG0006624	T265_00402	FGIG_04050
OG0006625	T265_00626	FGIG_04051
OG0006626	T265_16206, T265_10359, T265_16251	FGIG_04076, FGIG_04074
OG0006627	T265_15096	FGIG_04165
OG0006628	T265_06512	FGIG_04260
OG0006629	T265_01973	FGIG_04332
OG0006630	T265_02374, T265_12306, T265_02376	FGIG_04399, FGIG_04400
OG0006631	T265_01364	FGIG_04415
OG0006632	T265_00693	FGIG_04535
OG0006633	T265_12533	FGIG_04566
OG0006634	T265_09918	FGIG_04588
OG0006636	T265_01102	FGIG_04678
OG0006638	T265_07959, T265_12103, T265_12336	FGIG_04775
OG0006639	T265_01732	FGIG_04793
OG0006640	T265_02101	FGIG_04800
OG0006641	T265_11815, T265_12182, T265_12254	FGIG_04835
OG0006642	T265_14387	FGIG_04871
OG0006643	T265_01447	FGIG_04972
OG0006644	T265_11470	FGIG_05056
OG0006645	T265_04180	FGIG_05059
OG0006646	T265_14470	FGIG_05066
OG0006647	T265_04949	FGIG_05201
OG0006648	T265_06317	FGIG_05316
OG0006650	T265_13348	FGIG_05364
OG0006651	T265_03076	FGIG_05383
OG0006652	T265_14309	FGIG_05401
OG0006653	T265_01556	FGIG_05476
OG0006654	T265_06319	FGIG_05485
OG0006655	T265_10613	FGIG_05516
OG0006656	T265_10612	FGIG_05517
OG0006657	T265_01090	FGIG_05522
OG0006658	T265_02204	FGIG_05543
OG0006659	T265_04507	FGIG_05563
OG0006660	T265_07919	FGIG_05584
OG0006661	T265_06986	FGIG_05588
OG0006662	T265_06293	FGIG_05607
OG0006664	T265_10175	FGIG_05683
OG0006665	T265_09475	FGIG_11353, FGIG_05686
OG0006666	T265_05118	FGIG_05750
OG0006667	T265_06889	FGIG_05807
OG0006668	T265_08869	FGIG_05813
OG0006669	T265_06871, T265_14158	FGIG_05844, FGIG_05843
OG0006670	T265_01723	FGIG_05867
OG0006671	T265_02176	FGIG_05896
OG0006672	T265_07550	FGIG_05931, FGIG_05930
OG0006673	T265_14096	FGIG_05954
OG0006675	T265_14098	FGIG_06262
OG0006676	T265_02337	FGIG_06337
OG0006678	T265_02364	FGIG_06370
OG0006680	T265_14576	FGIG_06497
OG0006681	T265_03138	FGIG_06517
OG0006682	T265_13643	FGIG_06595
OG0006685	T265_01793	FGIG_06704
OG0006686	T265_00388	FGIG_06837
OG0006687	T265_03886	FGIG_06850, FGIG_06849
OG0006688	T265_10138	FGIG_07177, FGIG_06904
OG0006689	T265_11462	FGIG_06952
OG0006690	T265_02014	FGIG_07017
OG0006691	T265_14118	FGIG_07029
OG0006692	T265_09931	FGIG_07041
OG0006693	T265_06000	FGIG_07063
OG0006694	T265_05779	FGIG_07096
OG0006695	T265_12588	FGIG_07100
OG0006696	T265_00566	FGIG_07128
OG0006697	T265_03625	FGIG_07137
OG0006699	T265_00029	FGIG_07152
OG0006700	T265_00710	FGIG_07159
OG0006701	T265_09665	FGIG_07173
OG0006702	T265_08330	FGIG_07212, FGIG_07213
OG0006703	T265_07174	FGIG_07292
OG0006704	T265_09491	FGIG_07364
OG0006705	T265_00312	FGIG_07464
