Orthogroup	opisthorchis_viverrini	schistosoma_mattheei
OG0005363	T265_14241	SMTH1_1300.1, SMTH1_1290.1
OG0005364	T265_02141	SMTH1_54940.1, SMTH1_54940.2, SMTH1_54940.3
OG0005365	T265_03189	SMTH1_19770.1, SMTH1_19760.1
OG0005366	T265_15118	SMTH1_17210.3, SMTH1_17210.1, SMTH1_17210.2
OG0005367	T265_01079	SMTH1_26440.1
OG0005368	T265_02254	SMTH1_25040.1
OG0005369	T265_04513	SMTH1_107280.1, SMTH1_38990.1
OG0005371	T265_04511	SMTH1_38950.1
OG0005372	T265_05027	SMTH1_28300.1
OG0005373	T265_06855, T265_07464	SMTH1_102640.1
OG0005374	T265_12656	SMTH1_24200.1
OG0005376	T265_01452	SMTH1_68210.1
OG0005377	T265_05210	SMTH1_33370.1, SMTH1_33380.1
OG0005378	T265_01504	SMTH1_49030.1
OG0005379	T265_00306, T265_12511	SMTH1_62170.1
OG0005380	T265_08674	SMTH1_2580.1
OG0005381	T265_03055, T265_03056	SMTH1_8490.1
OG0005382	T265_07943	SMTH1_105240.1
OG0005383	T265_10764	SMTH1_44250.1, SMTH1_44240.1, SMTH1_44240.2
OG0005384	T265_15266	SMTH1_92060.1
OG0005386	T265_12619	SMTH1_36600.1
OG0005387	T265_08575	SMTH1_31100.1
OG0005388	T265_03712	SMTH1_28350.1, SMTH1_28350.2
OG0005389	T265_03975	SMTH1_51200.1
OG0005390	T265_15462	SMTH1_106410.1
OG0005391	T265_05845	SMTH1_64960.1
OG0005392	T265_01365	SMTH1_57310.3, SMTH1_57310.1, SMTH1_57310.2
OG0005393	T265_01362	SMTH1_57270.1
OG0005395	T265_12943	SMTH1_79800.1
OG0005396	T265_10275	SMTH1_14960.1
OG0005397	T265_08517	SMTH1_49350.1
OG0005398	T265_12702, T265_16153	SMTH1_29040.1
OG0005399	T265_05139	SMTH1_13490.1
OG0005400	T265_14743	SMTH1_12590.1, SMTH1_12590.2, SMTH1_12590.3
OG0005402	T265_02356	SMTH1_63310.1
OG0005404	T265_09420	SMTH1_19480.1
OG0005405	T265_08404	SMTH1_100090.1
OG0005406	T265_12567	SMTH1_75090.1
OG0005407	T265_04295	SMTH1_57880.1, SMTH1_57880.2
OG0005408	T265_02634	SMTH1_100460.1
OG0005409	T265_02973	SMTH1_35030.1
OG0005410	T265_04348	SMTH1_9910.1
OG0005411	T265_13356	SMTH1_102160.1
OG0005412	T265_08661	SMTH1_69050.1
OG0005413	T265_11492	SMTH1_87240.1
OG0005414	T265_15840	SMTH1_78140.1
OG0005415	T265_10057	SMTH1_33260.1
OG0005416	T265_15035	SMTH1_27470.1, SMTH1_27470.2
OG0005417	T265_10864	SMTH1_4490.1
OG0005418	T265_10182	SMTH1_52870.1
OG0005419	T265_03907	SMTH1_75230.1
OG0005420	T265_07983	SMTH1_41230.1
OG0005421	T265_04877	SMTH1_88600.1
OG0005423	T265_04323	SMTH1_31660.2, SMTH1_31660.1, SMTH1_31660.3
OG0005424	T265_04982, T265_04980	SMTH1_90210.1
OG0005425	T265_13652, T265_13651, T265_13653	SMTH1_90160.1
OG0005427	T265_07946	SMTH1_105500.1
OG0005428	T265_15255	SMTH1_96720.1
OG0005430	T265_14216	SMTH1_49870.1
OG0005431	T265_07854	SMTH1_86820.1
OG0005432	T265_08271	SMTH1_89980.1
OG0005433	T265_05782	SMTH1_86720.1, SMTH1_86730.1
OG0005434	T265_13327, T265_15957	SMTH1_29650.1, SMTH1_29650.2
OG0005435	T265_09698	SMTH1_106230.1
OG0005436	T265_00622	SMTH1_64700.1, SMTH1_64700.2, SMTH1_64700.3
OG0005438	T265_06134	SMTH1_12490.1, SMTH1_12490.2
OG0005439	T265_05891	SMTH1_50080.1
OG0005440	T265_01331	SMTH1_80460.1
OG0005441	T265_01872	SMTH1_100510.1
OG0005442	T265_12628	SMTH1_32640.1
OG0005443	T265_05614	SMTH1_68230.1
OG0005444	T265_02921	SMTH1_20680.1
OG0005446	T265_15324	SMTH1_50320.1
OG0005447	T265_00188	SMTH1_72080.1
OG0005448	T265_06100	SMTH1_39230.1
OG0005450	T265_10981	SMTH1_66830.1, SMTH1_66830.2
OG0005451	T265_09425	SMTH1_91490.1, SMTH1_91490.2, SMTH1_91490.3, SMTH1_91490.4
OG0005453	T265_11126	SMTH1_68410.3, SMTH1_68410.2, SMTH1_68410.1, SMTH1_68410.4
OG0005454	T265_02688	SMTH1_57850.2, SMTH1_57850.1
OG0005455	T265_11461	SMTH1_56170.1
OG0005457	T265_00065	SMTH1_52240.1, SMTH1_52240.2
OG0005459	T265_13122, T265_02913	SMTH1_1500.1
OG0005460	T265_12950	SMTH1_78320.1, SMTH1_78300.1
OG0005461	T265_10012	SMTH1_29420.1
OG0005462	T265_12786	SMTH1_95280.1, SMTH1_95280.2
OG0005463	T265_05511	SMTH1_22610.1
OG0005464	T265_00131, T265_12275	SMTH1_57090.1, SMTH1_57090.2
OG0005465	T265_03813	SMTH1_100440.1, SMTH1_100440.2
OG0005466	T265_11553	SMTH1_77910.1
OG0005467	T265_09793	SMTH1_70930.1, SMTH1_70930.2
OG0005468	T265_06677	SMTH1_22290.1, SMTH1_22290.2, SMTH1_22290.3
OG0005469	T265_07684	SMTH1_75210.1
OG0005472	T265_04851	SMTH1_81540.2, SMTH1_81540.1
OG0005474	T265_16250	SMTH1_45050.1, SMTH1_45050.2
OG0005476	T265_03001	SMTH1_44320.1, SMTH1_44320.2
OG0005477	T265_11475	SMTH1_45120.1
OG0005478	T265_00646	SMTH1_64510.1
OG0005479	T265_02835	SMTH1_84150.1
OG0005480	T265_01791	SMTH1_81730.1
OG0005481	T265_14797	SMTH1_19550.2, SMTH1_19550.1
OG0005482	T265_07135	SMTH1_46550.1, SMTH1_46550.2
OG0005483	T265_11993	SMTH1_44670.1, SMTH1_44670.2
OG0005484	T265_11055	SMTH1_24500.1
OG0005485	T265_12648	SMTH1_57000.1
OG0005486	T265_01953	SMTH1_77370.1
OG0005487	T265_05597, T265_13821	SMTH1_25940.1
OG0005488	T265_00563	SMTH1_101900.1
OG0005489	T265_10945	SMTH1_5610.1, SMTH1_5620.1
OG0005490	T265_07627	SMTH1_37570.1
OG0005491	T265_11285	SMTH1_101650.1
OG0005492	T265_06514	SMTH1_102530.1
OG0005493	T265_02886	SMTH1_58660.1
OG0005494	T265_13149	SMTH1_6130.1
OG0005496	T265_13611	SMTH1_103990.1
OG0005497	T265_03756	SMTH1_26660.1
OG0005499	T265_03783	SMTH1_97870.1
OG0005500	T265_00880, T265_15018	SMTH1_21970.1
OG0005502	T265_09319	SMTH1_106640.1
OG0005503	T265_05012	SMTH1_43620.1
OG0005504	T265_15476	SMTH1_92040.1
OG0005505	T265_15216	SMTH1_86980.1
OG0005506	T265_01863	SMTH1_99100.1
OG0005507	T265_03828	SMTH1_97090.2, SMTH1_97090.1
OG0005508	T265_05267	SMTH1_1900.1
OG0005509	T265_15724	SMTH1_104300.1
OG0005511	T265_01328	SMTH1_86670.1
OG0005512	T265_09144	SMTH1_7750.1
OG0005513	T265_03550	SMTH1_99480.1
OG0005515	T265_11300	SMTH1_63290.1
OG0005516	T265_03191, T265_03192	SMTH1_19450.1
OG0005517	T265_08930	SMTH1_70130.1
OG0005518	T265_05390	SMTH1_28820.1
OG0005519	T265_14962, T265_16085	SMTH1_39120.1, SMTH1_39120.2
OG0005520	T265_06161	SMTH1_68190.1
OG0005521	T265_03986	SMTH1_87700.1
OG0005523	T265_13005, T265_16171	SMTH1_92790.1
OG0005524	T265_10230	SMTH1_2160.1
OG0005525	T265_08202	SMTH1_65010.1
OG0005526	T265_08059	SMTH1_42420.1
OG0005530	T265_08534	SMTH1_13810.1
OG0005531	T265_01390	SMTH1_9830.1
OG0005532	T265_14747	SMTH1_16200.2, SMTH1_16200.3, SMTH1_16200.1
OG0005538	T265_00113	SMTH1_54550.1
OG0005539	T265_13052	SMTH1_33600.1
OG0005540	T265_08055	SMTH1_66340.1
OG0005544	T265_02659	SMTH1_26010.1
OG0005545	T265_06655, T265_06656	SMTH1_5000.1
OG0005546	T265_12984	SMTH1_11550.1
OG0005547	T265_14463	SMTH1_42410.1
OG0005566	T265_05784	SMTH1_84380.2, SMTH1_84380.1
OG0005567	T265_05147	SMTH1_15030.1
OG0005570	T265_13520	SMTH1_36170.1
OG0005571	T265_00062	SMTH1_52200.1
OG0005572	T265_15288	SMTH1_74630.1
OG0005573	T265_11449	SMTH1_10990.1
OG0005574	T265_14050	SMTH1_95780.1
OG0005575	T265_03162	SMTH1_75310.1
OG0005576	T265_08870	SMTH1_75250.1
OG0005577	T265_02626	SMTH1_95300.1
OG0005578	T265_05284, T265_01975, T265_05283	SMTH1_55140.1
OG0005579	T265_04553	SMTH1_11850.1
OG0005580	T265_12456	SMTH1_57130.1, SMTH1_57130.2
OG0005581	T265_14696	SMTH1_33180.1
OG0005583	T265_08895	SMTH1_95650.1
OG0005584	T265_02735	SMTH1_104540.1
OG0005585	T265_13551	SMTH1_105710.1, SMTH1_105710.2
OG0005586	T265_04631	SMTH1_105700.1
OG0005587	T265_08836	SMTH1_86750.1
OG0005588	T265_06462	SMTH1_31340.1
OG0005589	T265_10140	SMTH1_65770.1
OG0005590	T265_02090	SMTH1_19600.1
OG0005591	T265_11829	SMTH1_72660.1
OG0005593	T265_02336	SMTH1_79680.1, SMTH1_79660.1
OG0005594	T265_00035	SMTH1_77170.1
OG0005595	T265_03128	SMTH1_69280.1
OG0005596	T265_10450	SMTH1_73920.1
OG0005597	T265_13001	SMTH1_92820.1
OG0005598	T265_00090	SMTH1_85180.2, SMTH1_85180.1
OG0005599	T265_12744	SMTH1_60880.1
OG0005600	T265_01613, T265_02081, T265_01614	SMTH1_21500.1
OG0005601	T265_01074, T265_07975	SMTH1_25380.1, SMTH1_25370.1, SMTH1_25360.1, SMTH1_25390.1
OG0005602	T265_05680	SMTH1_25230.1
OG0005603	T265_10595	SMTH1_71670.1
OG0005604	T265_14820	SMTH1_33250.1
OG0005605	T265_00735	SMTH1_40080.1
OG0005606	T265_01778, T265_01779	SMTH1_88720.1
OG0005607	T265_08644	SMTH1_99360.1
OG0005608	T265_14383	SMTH1_73820.1
OG0005609	T265_15052	SMTH1_68110.1
OG0005610	T265_14713	SMTH1_2620.1
OG0005611	T265_13473, T265_04313	SMTH1_101350.1, SMTH1_101350.2
OG0005612	T265_02912, T265_11062	SMTH1_104010.1
OG0005613	T265_08092	SMTH1_60250.1
OG0005614	T265_10058	SMTH1_31560.1
OG0005615	T265_01886	SMTH1_32380.1
OG0005616	T265_01885, T265_12128	SMTH1_32370.1, SMTH1_32370.2
OG0005617	T265_13433	SMTH1_43150.1
OG0005618	T265_08821	SMTH1_55840.1
OG0005619	T265_06768	SMTH1_56190.1
OG0005620	T265_05375	SMTH1_98920.1, SMTH1_98920.2
OG0005621	T265_06150	SMTH1_96970.1
OG0005622	T265_05245	SMTH1_480.1
OG0005623	T265_09835, T265_12397	SMTH1_83580.1
OG0005625	T265_04392, T265_04393	SMTH1_12730.2, SMTH1_12730.1
OG0005626	T265_05055	SMTH1_48790.1
OG0005627	T265_10410	SMTH1_25720.1
OG0005628	T265_09104	SMTH1_43660.1
OG0005629	T265_11995, T265_15653	SMTH1_35450.1
OG0005630	T265_15104	SMTH1_94210.1
OG0005631	T265_10242	SMTH1_61260.1, SMTH1_61270.1
OG0005632	T265_10093	SMTH1_105680.1
OG0005633	T265_04541	SMTH1_11970.1, SMTH1_11970.2
OG0005634	T265_13921	SMTH1_25260.1
OG0005635	T265_00211	SMTH1_3620.1
OG0005636	T265_06536	SMTH1_42830.1
OG0005637	T265_11903	SMTH1_89120.1
OG0005638	T265_02937	SMTH1_85870.1
OG0005639	T265_05902	SMTH1_81460.1
OG0005641	T265_00803	SMTH1_81710.1
OG0005642	T265_05646	SMTH1_106780.1
OG0005643	T265_06739	SMTH1_32930.1
OG0005644	T265_02170	SMTH1_85100.1, SMTH1_85100.2
OG0005645	T265_00481	SMTH1_65410.1
OG0005647	T265_12426	SMTH1_62030.2, SMTH1_62030.3, SMTH1_62030.4, SMTH1_62030.5, SMTH1_62030.1
OG0005648	T265_02569	SMTH1_44780.1
OG0005649	T265_01356	SMTH1_56340.1, SMTH1_56340.2
OG0005650	T265_03915	SMTH1_71950.1, SMTH1_71950.2
OG0005652	T265_09909	SMTH1_53660.1, SMTH1_53660.2
OG0005654	T265_04874, T265_13622	SMTH1_80920.1
OG0005655	T265_04225	SMTH1_30180.1
OG0005656	T265_04764	SMTH1_97580.1
OG0005657	T265_12479, T265_00202	SMTH1_13670.1
OG0005659	T265_10330	SMTH1_18740.1
OG0005660	T265_02166	SMTH1_80020.1, SMTH1_80010.1
OG0005661	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880	SMTH1_7880.1
OG0005662	T265_01481	SMTH1_48260.1, SMTH1_48260.2
OG0005664	T265_16080	SMTH1_28020.1
OG0005665	T265_02439	SMTH1_53870.1
OG0005666	T265_04890	SMTH1_99990.1
OG0005668	T265_04543	SMTH1_4170.1, SMTH1_4170.2, SMTH1_4170.4, SMTH1_4170.5
OG0005669	T265_00307	SMTH1_62160.1
OG0005670	T265_15339	SMTH1_93590.1
OG0005671	T265_00199	SMTH1_13620.1
OG0005672	T265_00025	SMTH1_52850.1
OG0005673	T265_00026	SMTH1_52900.1
OG0005674	T265_14069	SMTH1_28950.1, SMTH1_28940.1
OG0005675	T265_14702	SMTH1_45430.1
OG0005677	T265_12490	SMTH1_6780.1
OG0005678	T265_08052	SMTH1_66350.1
OG0005679	T265_05347	SMTH1_98210.1
OG0005681	T265_02059	SMTH1_76670.1
OG0005683	T265_00556, T265_00555, T265_00558	SMTH1_39710.1
OG0005685	T265_04563	SMTH1_102740.1, SMTH1_102740.2, SMTH1_102740.3, SMTH1_102740.4, SMTH1_15530.1
OG0005686	T265_02644	SMTH1_100080.1
OG0005687	T265_07614	SMTH1_73220.1, SMTH1_73220.2
OG0005688	T265_06908	SMTH1_660.1
OG0005689	T265_12982	SMTH1_78600.1, SMTH1_78620.1
OG0005690	T265_13741	SMTH1_58710.3, SMTH1_58710.2, SMTH1_58710.1
OG0005691	T265_14083	SMTH1_104270.1
OG0005692	T265_03304	SMTH1_52720.1, SMTH1_52710.1
OG0005693	T265_09417	SMTH1_1460.1
OG0005694	T265_05938	SMTH1_55010.1, SMTH1_55010.2
OG0005695	T265_13862, T265_05792	SMTH1_55180.1
OG0005697	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772	SMTH1_20330.1
OG0005699	T265_05508	SMTH1_23070.1
OG0005700	T265_08200	SMTH1_79630.1
OG0005701	T265_10795, T265_12238	SMTH1_63840.1
OG0005702	T265_06068, T265_13996	SMTH1_72450.1, SMTH1_72450.2
OG0005703	T265_08410	SMTH1_38290.1, SMTH1_38300.1
OG0005704	T265_04448	SMTH1_45540.1
OG0005705	T265_13838	SMTH1_60080.1
OG0005706	T265_04867	SMTH1_62250.1
OG0005707	T265_09880	SMTH1_72530.1
OG0005709	T265_10125	SMTH1_30630.1, SMTH1_30620.1
OG0005710	T265_14076, T265_14078, T265_00920	SMTH1_38580.1
OG0005712	T265_04155	SMTH1_99260.1
OG0005713	T265_13995	SMTH1_73560.1
OG0005714	T265_07566	SMTH1_100830.1
OG0005715	T265_02163	SMTH1_82870.1
OG0005716	T265_00293	SMTH1_56830.1
OG0005717	T265_01752	SMTH1_83680.1, SMTH1_83680.2
OG0005718	T265_10025	SMTH1_55510.1
OG0005719	T265_04450	SMTH1_39600.1
OG0005720	T265_14184	SMTH1_92920.1
OG0005722	T265_10194	SMTH1_103370.1
OG0005723	T265_04137	SMTH1_47800.1
OG0005724	T265_01588	SMTH1_10530.1
OG0005725	T265_02382	SMTH1_92510.1, SMTH1_92510.2, SMTH1_92510.3
OG0005726	T265_12453	SMTH1_59110.1
OG0005727	T265_05161	SMTH1_76360.1
OG0005728	T265_04760	SMTH1_97530.1
OG0005729	T265_08666	SMTH1_72090.1
OG0005730	T265_13080	SMTH1_104620.1, SMTH1_104610.1
OG0005731	T265_02245	SMTH1_90110.1
OG0005732	T265_10389, T265_16193	SMTH1_30320.1
OG0005733	T265_05681	SMTH1_26820.1
OG0005734	T265_15232	SMTH1_48500.1
OG0005735	T265_11765	SMTH1_102350.1
OG0005736	T265_12755	SMTH1_77540.1
OG0005737	T265_00624, T265_02522	SMTH1_70830.1
OG0005738	T265_11159, T265_16149	SMTH1_5530.1
OG0005739	T265_01925	SMTH1_33020.1, SMTH1_33020.2
OG0005740	T265_13120	SMTH1_88480.1
OG0005741	T265_04882	SMTH1_95850.1
OG0005743	T265_03071	SMTH1_18120.1, SMTH1_18130.1
OG0005744	T265_10649	SMTH1_17880.1
OG0005745	T265_03355	SMTH1_70310.1
OG0005746	T265_02952	SMTH1_32470.1
OG0005747	T265_04470, T265_08799	SMTH1_49980.1
OG0005748	T265_13853	SMTH1_95560.1
OG0005749	T265_00632	SMTH1_66610.1, SMTH1_66430.1, SMTH1_66440.1
OG0005750	T265_15268	SMTH1_106460.1
OG0005751	T265_07039	SMTH1_38020.1
OG0005753	T265_05928, T265_00174, T265_02962	SMTH1_89170.1
OG0005754	T265_01370	SMTH1_97390.1
OG0005755	T265_13833	SMTH1_27800.1
OG0005756	T265_09096	SMTH1_30660.1, SMTH1_30660.2
OG0005758	T265_15767	SMTH1_79940.1, SMTH1_79940.2
OG0005760	T265_13006	SMTH1_53800.1
OG0005761	T265_05973	SMTH1_26630.3, SMTH1_26630.4, SMTH1_26630.5, SMTH1_26630.1, SMTH1_26630.2
OG0005762	T265_06999, T265_15869	SMTH1_68660.1
OG0005763	T265_14562	SMTH1_101730.1
OG0005764	T265_01401	SMTH1_72260.1, SMTH1_72270.1, SMTH1_72290.1, SMTH1_72280.1
OG0005765	T265_02549	SMTH1_28620.1
OG0005766	T265_07109	SMTH1_94180.1
OG0005767	T265_05293	SMTH1_89610.1, SMTH1_89610.2
OG0005768	T265_15039	SMTH1_35610.1
OG0005769	T265_04564	SMTH1_15620.1, SMTH1_15630.1
OG0005770	T265_08813	SMTH1_45830.1
OG0005771	T265_02692	SMTH1_59020.1
OG0005772	T265_11297	SMTH1_89910.1, SMTH1_89910.2
OG0005773	T265_07555	SMTH1_77270.1
OG0005774	T265_00539	SMTH1_73420.1
OG0005775	T265_10318	SMTH1_47100.1, SMTH1_47090.1
OG0005776	T265_05775	SMTH1_96480.1, SMTH1_96470.1
OG0005777	T265_05076	SMTH1_47430.1
OG0005778	T265_11844	SMTH1_75630.1
OG0005779	T265_02003	SMTH1_76230.1, SMTH1_76230.2
OG0005780	T265_14551	SMTH1_103510.1
OG0005782	T265_14704	SMTH1_49260.1
OG0005783	T265_00399	SMTH1_98330.1
OG0005784	T265_07736	SMTH1_101300.1
OG0005786	T265_04169	SMTH1_15790.1
OG0005787	T265_00243	SMTH1_940.1
OG0005788	T265_03214, T265_13190	SMTH1_13790.1, SMTH1_13780.1
OG0005790	T265_09946	SMTH1_78040.1
OG0005791	T265_05057	SMTH1_49570.1, SMTH1_49560.1, SMTH1_49560.2, SMTH1_49560.3
OG0005792	T265_05239	SMTH1_4210.1, SMTH1_4210.2
OG0005793	T265_09807	SMTH1_7690.1
OG0005794	T265_07563	SMTH1_4860.1
OG0005795	T265_08753	SMTH1_106340.1
OG0005796	T265_09148	SMTH1_5770.1, SMTH1_5770.2
OG0005797	T265_04637	SMTH1_105690.1
OG0005798	T265_03990	SMTH1_79230.1
OG0005799	T265_03670	SMTH1_22800.1
OG0005800	T265_07697	SMTH1_92530.1
OG0005801	T265_02096, T265_02093	SMTH1_17140.1, SMTH1_17130.1
OG0005802	T265_02201	SMTH1_84560.1
OG0005803	T265_00647	SMTH1_64530.1
OG0005804	T265_05300	SMTH1_102810.1
OG0005805	T265_11376	SMTH1_77600.1
OG0005806	T265_01699	SMTH1_91400.1
OG0005807	T265_10239	SMTH1_89150.1
OG0005808	T265_02555	SMTH1_43770.1
OG0005809	T265_10830	SMTH1_32110.1, SMTH1_32110.2
OG0005810	T265_03823	SMTH1_97060.1
OG0005811	T265_03204	SMTH1_14730.1
OG0005812	T265_08980	SMTH1_44470.1
OG0005813	T265_13063	SMTH1_80160.1
OG0005814	T265_09505	SMTH1_16320.1, SMTH1_16320.2
OG0005815	T265_00587	SMTH1_72630.1
OG0005816	T265_06483	SMTH1_14920.1, SMTH1_14920.2
OG0005817	T265_06231	SMTH1_34280.4, SMTH1_34280.1, SMTH1_34280.2, SMTH1_34280.3, SMTH1_34280.5
OG0005818	T265_13477	SMTH1_99900.1
OG0005819	T265_07650	SMTH1_58760.1
OG0005820	T265_14348	SMTH1_69760.1
OG0005821	T265_15489	SMTH1_106190.1, SMTH1_106200.1
OG0005822	T265_10836, T265_15798	SMTH1_30680.1
OG0005823	T265_03645	SMTH1_44920.1, SMTH1_44920.2
OG0005824	T265_13768	SMTH1_29760.1, SMTH1_29760.2
OG0005825	T265_09263	SMTH1_31220.1, SMTH1_31220.2
OG0005826	T265_15546, T265_15547	SMTH1_69560.1
OG0005827	T265_00477	SMTH1_51340.1
OG0005829	T265_07019	SMTH1_65610.1, SMTH1_65610.2
OG0005832	T265_03487	SMTH1_40370.1
OG0005834	T265_09549, T265_09550	SMTH1_93140.1
OG0005835	T265_02951, T265_02950, T265_12725	SMTH1_70360.1
OG0005836	T265_01708	SMTH1_92360.1
OG0005837	T265_01193	SMTH1_102240.1
OG0005839	T265_06242	SMTH1_28720.1, SMTH1_28720.2
OG0005840	T265_11601	SMTH1_95500.1
OG0005841	T265_08033	SMTH1_15660.1, SMTH1_15660.2
OG0005842	T265_03836, T265_15281	SMTH1_56640.1
OG0005843	T265_10763	SMTH1_23350.1
OG0005844	T265_14602	SMTH1_13400.1
OG0005846	T265_07312	SMTH1_38110.1, SMTH1_38110.2
OG0005847	T265_13750	SMTH1_106740.1
OG0005849	T265_11650	SMTH1_106670.1
OG0005851	T265_13104	SMTH1_62940.1
OG0005852	T265_08633	SMTH1_33560.1
OG0005853	T265_02224	SMTH1_84990.1
OG0005854	T265_13860	SMTH1_87500.1
OG0005855	T265_08314	SMTH1_41100.1
OG0005856	T265_03805	SMTH1_95430.1
OG0005857	T265_00601	SMTH1_74360.1
OG0005859	T265_08046	SMTH1_19060.1
OG0005862	T265_05077	SMTH1_47440.1
OG0005863	T265_12761	SMTH1_53990.1
OG0005864	T265_12652	SMTH1_38250.1
OG0005865	T265_13793	SMTH1_23760.1
OG0005866	T265_01265	SMTH1_80200.1, SMTH1_80200.2
OG0005867	T265_14730	SMTH1_31640.1
OG0005868	T265_15212	SMTH1_106180.1
OG0005869	T265_02080	SMTH1_103230.1
OG0005870	T265_01028	SMTH1_26900.1
OG0005871	T265_02838	SMTH1_87320.1, SMTH1_87300.1
OG0005892	T265_02810	SMTH1_41570.1
OG0005895	T265_02067, T265_12917	SMTH1_104110.1
OG0005896	T265_11094	SMTH1_45500.1
OG0005897	T265_07974	SMTH1_103920.1
OG0005899	T265_04845	SMTH1_103970.1
OG0005900	T265_00709	SMTH1_34880.1
OG0005901	T265_00638	SMTH1_66300.1
OG0005902	T265_00941, T265_02464	SMTH1_8760.1
OG0005903	T265_00963	SMTH1_6210.1, SMTH1_6210.3, SMTH1_6210.2
OG0005904	T265_11372	SMTH1_26310.1
OG0005905	T265_03164	SMTH1_75280.1, SMTH1_75270.1
OG0005907	T265_15495	SMTH1_46170.1, SMTH1_46170.2
OG0005908	T265_02581	SMTH1_44160.1
OG0005909	T265_06412, T265_11442	SMTH1_16020.1
OG0005910	T265_09944	SMTH1_84880.1
OG0005911	T265_04810	SMTH1_105550.1
OG0005912	T265_04624	SMTH1_105330.1
OG0005913	T265_10498	SMTH1_98880.4, SMTH1_98880.1, SMTH1_98880.2, SMTH1_98880.3
OG0005914	T265_06765	SMTH1_84430.1
OG0005915	T265_08170	SMTH1_9490.1
OG0005916	T265_06691	SMTH1_20710.2, SMTH1_20710.1
OG0005917	T265_15562	SMTH1_72670.1
OG0005918	T265_08551	SMTH1_37130.1
OG0005919	T265_11164, T265_11165	SMTH1_24800.1
OG0005920	T265_00251	SMTH1_3430.1
OG0005921	T265_00660	SMTH1_76960.1, SMTH1_76950.1
OG0005922	T265_03683	SMTH1_23850.1
OG0005923	T265_09100	SMTH1_32510.2, SMTH1_32510.1, SMTH1_32510.3
OG0005924	T265_11578, T265_15466	SMTH1_18260.1
OG0005925	T265_01965	SMTH1_78010.1
OG0005926	T265_06075	SMTH1_68760.1
OG0005927	T265_07474	SMTH1_29300.1
OG0005928	T265_03910	SMTH1_75970.1
OG0005929	T265_14813	SMTH1_68330.1, SMTH1_68340.1
OG0005930	T265_01780	SMTH1_88730.1
OG0005931	T265_00432	SMTH1_81090.1
OG0005932	T265_15964, T265_08949	SMTH1_2630.1
OG0005934	T265_13965	SMTH1_22400.1
OG0005935	T265_11727	SMTH1_35640.1
OG0005936	T265_13176	SMTH1_68180.1
OG0005937	T265_07301	SMTH1_99160.1, SMTH1_99150.1
OG0005938	T265_12945	SMTH1_80970.1
OG0005943	T265_00991	SMTH1_16480.1
OG0005944	T265_11797	SMTH1_66730.1
OG0005945	T265_03036	SMTH1_3380.1
OG0005946	T265_10157	SMTH1_23430.1, SMTH1_23430.2
OG0005947	T265_09064	SMTH1_15680.1
OG0005948	T265_03363, T265_07624	SMTH1_39280.1, SMTH1_39290.1
OG0005950	T265_12502	SMTH1_55930.1
OG0005951	T265_09940	SMTH1_7310.1
OG0005952	T265_10288	SMTH1_91590.1, SMTH1_91590.2
OG0005954	T265_10033	SMTH1_22740.1, SMTH1_22740.2
OG0005955	T265_07740	SMTH1_101310.1
OG0005956	T265_04335	SMTH1_33810.1
OG0005957	T265_08557	SMTH1_26680.1
OG0005958	T265_06746	SMTH1_82540.1
OG0005959	T265_05366	SMTH1_43610.1
OG0005960	T265_05528	SMTH1_94570.1
OG0005961	T265_14951	SMTH1_76110.1
OG0005962	T265_06637	SMTH1_102890.1
OG0005963	T265_10304, T265_14365, T265_15108	SMTH1_69440.1, SMTH1_69430.1
OG0005964	T265_10711	SMTH1_35710.1
OG0005965	T265_02267	SMTH1_22950.1, SMTH1_22950.2
OG0005966	T265_10363	SMTH1_97030.1
OG0005967	T265_09028	SMTH1_81150.1
OG0005968	T265_03223	SMTH1_15160.1
OG0005969	T265_01484	SMTH1_48270.1
OG0005970	T265_00871	SMTH1_24190.1
OG0005971	T265_05686	SMTH1_28560.1
OG0005973	T265_06386	SMTH1_49300.1
OG0005974	T265_06188	SMTH1_24580.1
OG0005975	T265_14775	SMTH1_79070.1
OG0005976	T265_14316	SMTH1_34140.1
OG0005977	T265_12538	SMTH1_57970.1, SMTH1_57970.2
OG0005978	T265_13761	SMTH1_95730.1
OG0005979	T265_05419	SMTH1_31190.1
OG0005980	T265_05285	SMTH1_62580.1
OG0005981	T265_15772	SMTH1_103400.1
OG0005982	T265_00605, T265_00606	SMTH1_71880.1
OG0005983	T265_07434	SMTH1_54230.1
OG0005984	T265_00666	SMTH1_72880.1
OG0005985	T265_08574	SMTH1_31090.1
OG0005986	T265_03423	SMTH1_22770.1
OG0005988	T265_15461	SMTH1_106420.1
OG0005989	T265_14833	SMTH1_90430.1, SMTH1_90430.2
OG0005990	T265_00349	SMTH1_62560.1
OG0005991	T265_14289	SMTH1_60380.1
OG0005992	T265_03305	SMTH1_52700.1
OG0005993	T265_05906	SMTH1_86610.1
OG0005994	T265_01234	SMTH1_59890.1
OG0005995	T265_00455	SMTH1_78240.1, SMTH1_78230.1
OG0005996	T265_00840	SMTH1_21300.1
OG0005998	T265_03564	SMTH1_53480.1, SMTH1_53490.1
OG0005999	T265_12854	SMTH1_89070.1, SMTH1_89060.1
