Orthogroup	schistosoma_intercalatum	schistosoma_bovis
OG0005611	SINT1_89800.1	SBOV2_90350.1
OG0005612	SINT1_92060.1	SBOV2_92640.1
OG0005613	SINT1_53960.1	SBOV2_51530.1
OG0005614	SINT1_28570.1	SBOV2_39120.1
OG0005615	SINT1_29240.1	SBOV2_38450.1
OG0005616	SINT1_29230.1	SBOV2_38460.2, SBOV2_38460.1
OG0005617	SINT1_38950.1, SINT1_38950.2	SBOV2_28850.1, SBOV2_28850.2
OG0005618	SINT1_49840.1	SBOV2_49260.1, SBOV2_49260.2
OG0005619	SINT1_50180.1	SBOV2_49580.2, SBOV2_49580.1
OG0005620	SINT1_87680.1	SBOV2_88990.2
OG0005621	SINT1_85920.1	SBOV2_86540.1
OG0005622	SINT1_440.1	SBOV2_420.1, SBOV2_420.2
OG0005623	SINT1_74100.1	SBOV2_74270.2, SBOV2_74270.1
OG0005624	SINT1_11540.1	SBOV2_11160.1
OG0005625	SINT1_11550.1, SINT1_11550.2	SBOV2_11170.1, SBOV2_11170.2
OG0005626	SINT1_43810.1, SINT1_43810.2	SBOV2_43040.1
OG0005627	SINT1_23290.1	SBOV2_22660.1
OG0005628	SINT1_39300.1	SBOV2_28490.1
OG0005628	SINT1_39300.1	SBOV2_28490.2
OG0005628	SINT1_39300.1	SBOV2_28490.3
OG0005629	SINT1_31980.1	SBOV2_35710.1
OG0005630	SINT1_83540.1, SINT1_83540.2, SINT1_83540.3	SBOV2_84180.1
OG0005631	SINT1_54950.1	SBOV2_50500.1
OG0005632	SINT1_93590.1	SBOV2_94240.1, SBOV2_96790.1
OG0005633	SINT1_10780.1	SBOV2_10420.1
OG0005634	SINT1_22910.1	SBOV2_22290.1
OG0005635	SINT1_3010.1, SINT1_3010.2	SBOV2_3100.1
OG0005636	SINT1_38700.1, SINT1_38700.2, SINT1_38700.3	SBOV2_29070.1, SBOV2_29070.2, SBOV2_29070.3
OG0005637	SINT1_78910.1	SBOV2_79180.1
OG0005638	SINT1_76050.1	SBOV2_76230.1
OG0005640	SINT1_27710.1	SBOV2_39960.1
OG0005641	SINT1_72510.1	SBOV2_72650.1
OG0005642	SINT1_94590.1	SBOV2_95500.1
OG0005643	SINT1_29750.1	SBOV2_37940.2, SBOV2_37940.4, SBOV2_37940.3, SBOV2_37940.1
OG0005644	SINT1_75340.1, SINT1_75340.2, SINT1_75340.3	SBOV2_75570.1, SBOV2_75570.2, SBOV2_75570.3
OG0005645	SINT1_58630.1	SBOV2_58440.1
OG0005646	SINT1_41090.1	SBOV2_26770.1
OG0005647	SINT1_55610.1	SBOV2_55120.1
OG0005648	SINT1_40160.1	SBOV2_27640.1
OG0005649	SINT1_50340.1	SBOV2_49760.1
OG0005650	SINT1_64250.1	SBOV2_64270.1
OG0005651	SINT1_65610.1	SBOV2_65740.1, SBOV2_65740.2
OG0005653	SINT1_92190.1	SBOV2_92770.1
OG0005654	SINT1_71780.1	SBOV2_71940.1
OG0005655	SINT1_27360.1	SBOV2_40290.1, SBOV2_40290.2
OG0005656	SINT1_86390.1	SBOV2_87080.1, SBOV2_87080.2
OG0005657	SINT1_12290.1	SBOV2_12030.1
OG0005658	SINT1_89530.1, SINT1_89530.2	SBOV2_90080.1
OG0005659	SINT1_17050.1	SBOV2_16450.1
OG0005660	SINT1_71030.1	SBOV2_71200.1
OG0005661	SINT1_6920.1	SBOV2_6800.1
OG0005662	SINT1_43270.1, SINT1_43270.2	SBOV2_42510.1
OG0005663	SINT1_8670.1	SBOV2_8440.1, SBOV2_8430.1
OG0005664	SINT1_25340.1	SBOV2_24790.1, SBOV2_24780.1
OG0005665	SINT1_48170.1, SINT1_48170.3, SINT1_48170.2	SBOV2_47600.1
OG0005666	SINT1_88550.1	SBOV2_88070.1, SBOV2_88070.2
OG0005668	SINT1_3530.1	SBOV2_3640.1
OG0005669	SINT1_55740.1, SINT1_55740.2, SINT1_55740.3	SBOV2_55260.1
OG0005670	SINT1_83020.1	SBOV2_83680.1
OG0005671	SINT1_12260.1	SBOV2_12000.1, SBOV2_12000.2
OG0005672	SINT1_47340.1	SBOV2_46690.1
OG0005673	SINT1_47400.1	SBOV2_46740.1
OG0005674	SINT1_26270.1, SINT1_26260.1	SBOV2_41380.1
OG0005675	SINT1_40730.1	SBOV2_27100.1
OG0005676	SINT1_52410.1	SBOV2_53140.1, SBOV2_53140.2, SBOV2_53140.3
OG0005677	SINT1_5910.1, SINT1_5910.2, SINT1_5910.3	SBOV2_5890.3, SBOV2_5890.4, SBOV2_5890.1, SBOV2_5890.2
OG0005678	SINT1_59440.1	SBOV2_59260.1, SBOV2_59260.2
OG0005679	SINT1_87010.1	SBOV2_89570.1
OG0005681	SINT1_68430.1	SBOV2_68540.1
OG0005682	SINT1_31690.1	SBOV2_36010.1, SBOV2_36010.2, SBOV2_36010.3
OG0005683	SINT1_35830.1	SBOV2_31850.1
OG0005684	SINT1_49220.1	SBOV2_48670.1
OG0005685	SINT1_14090.1	SBOV2_13680.1, SBOV2_13680.2, SBOV2_13700.1
OG0005686	SINT1_88630.1	SBOV2_87990.1
OG0005687	SINT1_65360.1	SBOV2_65460.1, SBOV2_65460.3, SBOV2_65460.4, SBOV2_65460.2
OG0005688	SINT1_570.1	SBOV2_600.1
OG0005689	SINT1_70030.1	SBOV2_70150.1
OG0005690	SINT1_52620.1	SBOV2_52930.1
OG0005691	SINT1_92330.1, SINT1_92330.2	SBOV2_92890.1
OG0005692	SINT1_47230.1	SBOV2_46620.1
OG0005693	SINT1_1190.1	SBOV2_1280.1
OG0005694	SINT1_49130.1	SBOV2_48570.1
OG0005695	SINT1_49280.1	SBOV2_48720.1
OG0005696	SINT1_41370.1	SBOV2_26480.1
OG0005697	SINT1_18550.1	SBOV2_17830.1
OG0005698	SINT1_69010.1	SBOV2_69220.1
OG0005699	SINT1_21000.1	SBOV2_20310.2, SBOV2_20310.1
OG0005700	SINT1_70780.1	SBOV2_70910.1
OG0005701	SINT1_57270.1	SBOV2_56980.1
OG0005702	SINT1_64700.1	SBOV2_64700.1, SBOV2_64700.2, SBOV2_64700.3, SBOV2_64700.4
OG0005703	SINT1_34560.1	SBOV2_33180.1
OG0005704	SINT1_40870.2, SINT1_40870.1	SBOV2_26980.1
OG0005705	SINT1_53830.1	SBOV2_51690.1
OG0005706	SINT1_55820.1	SBOV2_55350.1, SBOV2_55350.2
OG0005707	SINT1_64770.1	SBOV2_64770.1
OG0005708	SINT1_20270.1, SINT1_20270.2	SBOV2_19550.1
OG0005709	SINT1_27740.1	SBOV2_39940.1
OG0005710	SINT1_34830.1	SBOV2_32890.1
OG0005711	SINT1_16770.1	SBOV2_16210.1
OG0005711	SINT1_16770.2	SBOV2_16210.1
OG0005712	SINT1_87930.1	SBOV2_88730.1
OG0005713	SINT1_65660.1	SBOV2_65770.1
OG0005714	SINT1_89290.1	SBOV2_89900.1
OG0005715	SINT1_73460.1	SBOV2_73610.1
OG0005716	SINT1_50820.1, SINT1_50820.2	SBOV2_54610.1
OG0005717	SINT1_74170.1	SBOV2_74350.1
OG0005718	SINT1_49560.1, SINT1_49560.2, SINT1_49560.3	SBOV2_48990.1
OG0005719	SINT1_35730.1	SBOV2_31950.1
OG0005720	SINT1_82390.1	SBOV2_82970.1
OG0005722	SINT1_91510.1	SBOV2_92120.1
OG0005723	SINT1_42920.1	SBOV2_42120.1, SBOV2_42120.3, SBOV2_42120.2
OG0005724	SINT1_9410.1	SBOV2_9120.1
OG0005725	SINT1_82020.1, SINT1_82020.2	SBOV2_82530.1
OG0005726	SINT1_52970.1	SBOV2_52590.1, SBOV2_52590.2, SBOV2_52590.3, SBOV2_52590.4, SBOV2_52590.5
OG0005727	SINT1_68110.1, SINT1_68110.2	SBOV2_68260.1
OG0005728	SINT1_86340.1	SBOV2_87030.1
OG0005729	SINT1_64390.1	SBOV2_64400.1
OG0005730	SINT1_92610.1	SBOV2_93180.2, SBOV2_93180.1
OG0005731	SINT1_80400.1	SBOV2_80850.1
OG0005732	SINT1_27490.1	SBOV2_40170.1
OG0005733	SINT1_24290.1	SBOV2_96450.1, SBOV2_23650.1
OG0005734	SINT1_43490.1	SBOV2_42730.1
OG0005735	SINT1_90650.1	SBOV2_91210.1
OG0005736	SINT1_69180.1	SBOV2_69390.1
OG0005737	SINT1_63280.1	SBOV2_63210.1
OG0005737	SINT1_63280.1	SBOV2_63210.2
OG0005738	SINT1_4810.1	SBOV2_4840.1
OG0005739	SINT1_95030.1	SBOV2_37820.3
OG0005740	SINT1_78390.1	SBOV2_78610.1
OG0005741	SINT1_84990.1	SBOV2_85570.1
OG0005742	SINT1_33520.1	SBOV2_34170.1
OG0005743	SINT1_16460.1	SBOV2_15920.1, SBOV2_15920.2
OG0005744	SINT1_16210.1	SBOV2_15720.1
OG0005745	SINT1_62890.1	SBOV2_62790.1
OG0005746	SINT1_29340.1	SBOV2_38360.1
OG0005747	SINT1_44930.1	SBOV2_44160.2, SBOV2_44160.1
OG0005748	SINT1_84770.1	SBOV2_85370.1
OG0005749	SINT1_59490.1	SBOV2_59340.1
OG0005750	SINT1_94280.1, SINT1_94280.2	SBOV2_94930.1
OG0005751	SINT1_34290.1, SINT1_34290.3, SINT1_34290.2	SBOV2_33430.1
OG0005752	SINT1_24680.1	SBOV2_24060.1, SBOV2_24060.2
OG0005753	SINT1_78940.1	SBOV2_79220.1, SBOV2_79210.1
OG0005754	SINT1_86230.1	SBOV2_86910.1
OG0005755	SINT1_25160.1	SBOV2_24600.1
OG0005756	SINT1_27770.1	SBOV2_39910.1
OG0005757	SINT1_73250.1	SBOV2_73390.1
OG0005758	SINT1_70970.1	SBOV2_71140.1, SBOV2_71140.2, SBOV2_71140.3, SBOV2_71140.4
OG0005759	SINT1_28050.1	SBOV2_39620.1
OG0005760	SINT1_48090.1, SINT1_48090.2	SBOV2_47540.1, SBOV2_47540.2
OG0005762	SINT1_61460.1	SBOV2_61340.1
OG0005763	SINT1_90160.1	SBOV2_90710.1
OG0005764	SINT1_64560.1	SBOV2_64570.1
OG0005765	SINT1_25890.1	SBOV2_25350.1
OG0005766	SINT1_83510.1	SBOV2_84150.1
OG0005767	SINT1_79370.1	SBOV2_79670.1
OG0005768	SINT1_32100.1	SBOV2_35570.1, SBOV2_35570.2, SBOV2_35570.3
OG0005769	SINT1_14140.1	SBOV2_13750.1
OG0005770	SINT1_41150.1	SBOV2_26720.1
OG0005771	SINT1_52900.1	SBOV2_52660.1
OG0005772	SINT1_80570.2	SBOV2_81040.3, SBOV2_81040.2
OG0005772	SINT1_80570.1	SBOV2_81040.1
OG0005772	SINT1_80570.1	SBOV2_81040.4
OG0005773	SINT1_68910.1	SBOV2_69080.1
OG0005774	SINT1_65530.1	SBOV2_65670.1
OG0005775	SINT1_42260.1	SBOV2_25600.1, SBOV2_41470.1
OG0005776	SINT1_85520.1	SBOV2_86120.1
OG0005777	SINT1_42530.3, SINT1_42530.2, SINT1_42530.4, SINT1_42530.1, SINT1_42540.1	SBOV2_41740.1
OG0005778	SINT1_67500.1	SBOV2_67620.1
OG0005779	SINT1_67990.1	SBOV2_68170.1
OG0005780	SINT1_91630.1, SINT1_91630.2	SBOV2_92240.1, SBOV2_92240.2
OG0005781	SINT1_85620.1	SBOV2_86240.1
OG0005782	SINT1_44320.1	SBOV2_43510.2, SBOV2_43510.3, SBOV2_43510.1
OG0005783	SINT1_87130.1	SBOV2_89480.2, SBOV2_89480.1
OG0005784	SINT1_89770.1	SBOV2_90310.1
OG0005785	SINT1_12180.1	SBOV2_11910.1
OG0005786	SINT1_14280.3	SBOV2_13910.4
OG0005786	SINT1_14280.2	SBOV2_13910.2
OG0005786	SINT1_14280.1	SBOV2_13910.1
OG0005787	SINT1_740.1	SBOV2_830.1
OG0005788	SINT1_12390.1	SBOV2_12100.1
OG0005789	SINT1_51370.1	SBOV2_54090.1
OG0005790	SINT1_69590.1	SBOV2_69770.1
OG0005791	SINT1_44570.1	SBOV2_43780.1
OG0005792	SINT1_3570.1	SBOV2_3680.1
OG0005794	SINT1_4130.1	SBOV2_4250.1
OG0005795	SINT1_94170.1	SBOV2_94830.1
OG0005796	SINT1_5010.1	SBOV2_5030.1
OG0005797	SINT1_93600.1, SINT1_93600.3, SINT1_93600.2	SBOV2_94250.1, SBOV2_94250.2, SBOV2_94250.3
OG0005798	SINT1_70460.1	SBOV2_70600.1
OG0005799	SINT1_20760.1	SBOV2_20090.1
OG0005800	SINT1_82040.1	SBOV2_82550.1
OG0005801	SINT1_15470.1	SBOV2_15030.1, SBOV2_15030.2
OG0005802	SINT1_74870.1	SBOV2_75070.1
OG0005803	SINT1_57830.1	SBOV2_57600.1
OG0005804	SINT1_91020.1	SBOV2_92010.1
OG0005805	SINT1_69240.1	SBOV2_69440.1, SBOV2_69440.3, SBOV2_69440.2, SBOV2_69440.4
OG0005806	SINT1_80950.1	SBOV2_81460.1
OG0005807	SINT1_78920.1	SBOV2_79190.1
OG0005808	SINT1_39370.1	SBOV2_28390.1
OG0005809	SINT1_29020.1	SBOV2_38680.1
OG0005810	SINT1_85990.1	SBOV2_86630.1
OG0005811	SINT1_13310.1	SBOV2_12890.1
OG0005812	SINT1_39930.1	SBOV2_27860.1
OG0005813	SINT1_71130.1	SBOV2_71300.1
OG0005814	SINT1_14700.1	SBOV2_14320.1
OG0005815	SINT1_64840.1, SINT1_64840.2	SBOV2_64850.1
OG0005816	SINT1_13500.1	SBOV2_13070.1
OG0005817	SINT1_30920.1	SBOV2_36740.1
OG0005818	SINT1_88460.1	SBOV2_88150.1
OG0005819	SINT1_52670.1	SBOV2_52880.1
OG0005820	SINT1_62400.1	SBOV2_62250.2, SBOV2_62250.1
OG0005821	SINT1_94060.1	SBOV2_94690.1, SBOV2_94690.2, SBOV2_94690.3
OG0005822	SINT1_27800.2, SINT1_27800.1, SINT1_27800.3	SBOV2_39880.1
OG0005823	SINT1_40300.1	SBOV2_27520.1
OG0005823	SINT1_40300.2	SBOV2_27520.1
OG0005824	SINT1_26980.2, SINT1_26980.1	SBOV2_40670.1
OG0005825	SINT1_28280.1	SBOV2_39400.1, SBOV2_39400.2
OG0005827	SINT1_46040.1	SBOV2_45330.1
OG0005828	SINT1_88130.1	SBOV2_88500.1
OG0005829	SINT1_58820.1	SBOV2_58680.1
OG0005830	SINT1_68220.1	SBOV2_68370.1
OG0005831	SINT1_47670.1, SINT1_47670.2	SBOV2_47030.1
OG0005832	SINT1_36460.1	SBOV2_31200.1
OG0005833	SINT1_4740.1	SBOV2_4770.1
OG0005834	SINT1_82610.1	SBOV2_83210.1
OG0005835	SINT1_62930.1	SBOV2_62830.1
OG0005836	SINT1_81880.1	SBOV2_82390.1
OG0005837	SINT1_90550.1	SBOV2_91120.1
OG0005838	SINT1_54190.1, SINT1_780.1	SBOV2_870.1
OG0005839	SINT1_26020.1	SBOV2_25450.1
OG0005840	SINT1_84690.1	SBOV2_85290.1
OG0005841	SINT1_14170.1	SBOV2_13780.1
OG0005842	SINT1_50590.1	SBOV2_54830.1
OG0005843	SINT1_21210.1	SBOV2_20530.1
OG0005844	SINT1_12090.1	SBOV2_11800.1, SBOV2_11800.2
OG0005845	SINT1_91600.1	SBOV2_92210.1
OG0005846	SINT1_34400.1	SBOV2_33330.1
OG0005847	SINT1_94640.1	SBOV2_95550.1, SBOV2_95550.2
OG0005848	SINT1_52990.2	SBOV2_52570.3, SBOV2_52570.4
OG0005848	SINT1_52990.1	SBOV2_52570.1, SBOV2_52570.2
OG0005849	SINT1_94690.1	SBOV2_95610.1
OG0005850	SINT1_35270.1	SBOV2_32420.1, SBOV2_32420.2, SBOV2_32420.3
OG0005851	SINT1_56510.1	SBOV2_56060.1
OG0005852	SINT1_30380.1, SINT1_30380.2	SBOV2_37310.1
OG0005853	SINT1_75240.1, SINT1_96730.1	SBOV2_75460.1, SBOV2_75460.2
OG0005854	SINT1_77510.1	SBOV2_77740.1
OG0005855	SINT1_37550.2, SINT1_37550.1	SBOV2_30150.1, SBOV2_30130.1
OG0005856	SINT1_84650.1	SBOV2_85240.1, SBOV2_85240.2
OG0005857	SINT1_66360.1	SBOV2_66500.1, SBOV2_66500.2
OG0005859	SINT1_17360.1	SBOV2_16740.1, SBOV2_16740.2
OG0005860	SINT1_71740.1	SBOV2_71900.1
OG0005861	SINT1_43250.1	SBOV2_42490.1
OG0005862	SINT1_42550.1, SINT1_42550.2	SBOV2_41750.2, SBOV2_41750.3, SBOV2_41750.1
OG0005863	SINT1_48260.1	SBOV2_47700.1
OG0005865	SINT1_21600.1	SBOV2_20940.1, SBOV2_20940.2
OG0005866	SINT1_71170.1, SINT1_71170.2	SBOV2_71340.1
OG0005867	SINT1_28640.1	SBOV2_39060.2
OG0005867	SINT1_28640.2	SBOV2_39060.1
OG0005868	SINT1_94050.1	SBOV2_94680.1
OG0005869	SINT1_91360.1	SBOV2_91600.1
OG0005870	SINT1_24350.1, SINT1_24350.2	SBOV2_23720.1
OG0005871	SINT1_77370.2, SINT1_77370.3, SINT1_77370.1	SBOV2_77600.1, SBOV2_77600.2
OG0005872	SINT1_46960.1	SBOV2_46360.1, SBOV2_46360.2, SBOV2_46360.3
OG0005873	SINT1_71700.1	SBOV2_71850.1
OG0005874	SINT1_65940.1	SBOV2_66110.1
OG0005875	SINT1_62760.1, SINT1_62760.2	SBOV2_62670.2, SBOV2_62670.3, SBOV2_62670.4, SBOV2_62670.1
OG0005876	SINT1_66830.1	SBOV2_66890.1
OG0005877	SINT1_27910.1	SBOV2_39750.1
OG0005878	SINT1_41840.1, SINT1_41840.2, SINT1_41840.3, SINT1_41840.4	SBOV2_26030.1
OG0005879	SINT1_43640.1	SBOV2_42870.1, SBOV2_42870.2
OG0005880	SINT1_37080.1, SINT1_37080.2	SBOV2_30570.1, SBOV2_30570.2, SBOV2_30570.3
OG0005882	SINT1_27960.1, SINT1_27960.2, SINT1_27960.3	SBOV2_39710.1
OG0005883	SINT1_47990.1	SBOV2_47420.1, SBOV2_47410.1
OG0005884	SINT1_71550.1	SBOV2_71730.1
OG0005885	SINT1_85030.1	SBOV2_85610.1
OG0005892	SINT1_37440.1	SBOV2_30230.1, SBOV2_30230.2
OG0005894	SINT1_11480.1	SBOV2_11100.1, SBOV2_11100.2
OG0005895	SINT1_92160.1	SBOV2_92740.1
OG0005896	SINT1_40800.1	SBOV2_27030.1, SBOV2_27030.2
OG0005897	SINT1_91990.1	SBOV2_92570.1
OG0005898	SINT1_43760.1	SBOV2_42990.1, SBOV2_42990.2
OG0005899	SINT1_92020.1	SBOV2_92600.1
OG0005900	SINT1_31480.1	SBOV2_36240.1
OG0005901	SINT1_59390.1	SBOV2_59210.1
OG0005902	SINT1_7740.1	SBOV2_7740.1
OG0005904	SINT1_23810.1	SBOV2_23220.1
OG0005905	SINT1_67220.1	SBOV2_67320.1
OG0005906	SINT1_72800.1	SBOV2_72950.1, SBOV2_72950.2, SBOV2_72950.3
OG0005907	SINT1_41430.1	SBOV2_26420.1, SBOV2_26420.2
OG0005909	SINT1_14440.1, SINT1_14440.2	SBOV2_14060.1
OG0005910	SINT1_75140.1	SBOV2_75360.1
OG0005911	SINT1_93460.1	SBOV2_94120.1
OG0005912	SINT1_93290.1, SINT1_93290.2	SBOV2_93900.1
OG0005913	SINT1_87640.1	SBOV2_89030.1
OG0005914	SINT1_74790.1	SBOV2_74980.1
OG0005915	SINT1_8440.1	SBOV2_8250.1, SBOV2_8250.2
OG0005916	SINT1_18910.1, SINT1_18910.2	SBOV2_18210.1
OG0005917	SINT1_64880.1, SINT1_64880.3, SINT1_64880.2	SBOV2_64890.1, SBOV2_64890.2
OG0005918	SINT1_33410.1	SBOV2_34270.1
OG0005919	SINT1_22580.1, SINT1_22560.1	SBOV2_21840.1
OG0005920	SINT1_2780.1	SBOV2_2930.1
OG0005921	SINT1_68730.1	SBOV2_68870.1
OG0005922	SINT1_21670.1	SBOV2_21140.1
OG0005923	SINT1_29370.1	SBOV2_38320.1
OG0005924	SINT1_16560.1	SBOV2_16020.1
OG0005925	SINT1_69560.1	SBOV2_69740.1
OG0005926	SINT1_61560.1	SBOV2_61420.1, SBOV2_61420.2
OG0005927	SINT1_26570.1	SBOV2_41080.1
OG0005928	SINT1_67760.1, SINT1_67760.2	SBOV2_67980.1
OG0005929	SINT1_61170.1	SBOV2_61030.1
OG0005930	SINT1_78610.1	SBOV2_78840.1
OG0005931	SINT1_71950.1, SINT1_71950.2	SBOV2_72110.1
OG0005932	SINT1_2090.1	SBOV2_2230.1
OG0005933	SINT1_41910.1	SBOV2_25950.1, SBOV2_25950.2
OG0005934	SINT1_20450.1	SBOV2_19780.1
OG0005935	SINT1_32130.1	SBOV2_35540.1
OG0005936	SINT1_61040.1, SINT1_61040.2	SBOV2_60900.1
OG0005937	SINT1_87840.1	SBOV2_88820.1
OG0005938	SINT1_71830.1	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3
OG0005939	SINT1_59160.1	SBOV2_58990.1
OG0005940	SINT1_27530.1, SINT1_27530.2	SBOV2_40150.1
OG0005941	SINT1_92770.1	SBOV2_93360.1
OG0005942	SINT1_81620.1	SBOV2_82150.2, SBOV2_82150.3, SBOV2_82150.1
OG0005943	SINT1_14850.1	SBOV2_14480.1
OG0005944	SINT1_59700.1	SBOV2_59560.1
OG0005946	SINT1_21280.1	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3
OG0005947	SINT1_14190.1	SBOV2_13810.1, SBOV2_96310.1
OG0005948	SINT1_35180.1	SBOV2_32540.1
OG0005949	SINT1_10440.1	SBOV2_10080.1, SBOV2_10080.2
OG0005950	SINT1_49920.1	SBOV2_49340.1
OG0005951	SINT1_6360.1	SBOV2_6310.1
OG0005952	SINT1_81130.1	SBOV2_81650.1
OG0005953	SINT1_67970.1, SINT1_67970.2	SBOV2_68150.1
OG0005954	SINT1_20700.1	SBOV2_20020.1, SBOV2_20020.2
OG0005955	SINT1_89780.1	SBOV2_90320.1
OG0005956	SINT1_30560.1	SBOV2_37120.1
OG0005957	SINT1_24110.1	SBOV2_23570.1
OG0005958	SINT1_73180.1	SBOV2_73310.1
OG0005959	SINT1_39260.1	SBOV2_28530.1
OG0005960	SINT1_83900.1, SINT1_83900.2	SBOV2_84500.1
OG0005961	SINT1_67890.1	SBOV2_68080.1
OG0005962	SINT1_91080.1, SINT1_91080.2	SBOV2_91940.1
OG0005963	SINT1_62100.1, SINT1_62100.2	SBOV2_61950.1
OG0005964	SINT1_32190.1, SINT1_32190.2	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2
OG0005965	SINT1_20890.1	SBOV2_20210.1
OG0005966	SINT1_85960.1	SBOV2_86600.1
OG0005967	SINT1_72020.1	SBOV2_72160.1
OG0005968	SINT1_13700.1	SBOV2_13290.1
OG0005968	SINT1_13700.2	SBOV2_13290.3
OG0005968	SINT1_13700.2	SBOV2_13290.4
OG0005968	SINT1_13700.4, SINT1_13700.3	SBOV2_13290.2
OG0005969	SINT1_43280.1, SINT1_43280.2	SBOV2_42520.1
OG0005970	SINT1_22010.1	SBOV2_21290.1
OG0005971	SINT1_25840.2	SBOV2_25300.2
OG0005971	SINT1_25840.1	SBOV2_25300.1
OG0005972	SINT1_54100.1	SBOV2_51420.1
OG0005973	SINT1_44360.1, SINT1_44360.2	SBOV2_43560.1, SBOV2_43570.1
OG0005974	SINT1_22350.1	SBOV2_21620.1
OG0005975	SINT1_70350.1	SBOV2_70480.1
OG0005976	SINT1_30810.1	SBOV2_36860.1
OG0005977	SINT1_51920.1	SBOV2_53540.1, SBOV2_53540.2
OG0005978	SINT1_84910.1	SBOV2_85500.1
OG0005979	SINT1_28250.1	SBOV2_39440.1
OG0005980	SINT1_56170.1	SBOV2_55670.1
OG0005981	SINT1_91540.1	SBOV2_92150.1
OG0005982	SINT1_64190.1	SBOV2_64200.1
OG0005983	SINT1_48450.1, SINT1_48450.2, SINT1_48450.3	SBOV2_47900.1
OG0005984	SINT1_65080.1, SINT1_65080.2	SBOV2_65080.1
OG0005985	SINT1_28130.1	SBOV2_39560.1
OG0005986	SINT1_20740.1	SBOV2_20070.1
OG0005987	SINT1_20750.2, SINT1_20750.1	SBOV2_20080.1
OG0005988	SINT1_94240.1, SINT1_94260.1	SBOV2_94910.1
OG0005989	SINT1_80180.1	SBOV2_80650.1
OG0005990	SINT1_56140.1	SBOV2_55650.1, SBOV2_55650.2
OG0005991	SINT1_54120.1	SBOV2_51400.1
OG0005992	SINT1_47220.1	SBOV2_46610.1
OG0005993	SINT1_76710.1, SINT1_76710.2	SBOV2_76930.1, SBOV2_76930.2
OG0005994	SINT1_53640.1	SBOV2_51860.1
OG0005995	SINT1_69760.1	SBOV2_69910.1
OG0005997	SINT1_960.1	SBOV2_1060.1
OG0005998	SINT1_47900.1	SBOV2_47290.1
OG0005999	SINT1_78870.1	SBOV2_79130.1, SBOV2_79130.2
OG0006001	SINT1_86320.1	SBOV2_87010.1, SBOV2_87010.2, SBOV2_87010.3
OG0006002	SINT1_51830.1	SBOV2_53650.1
OG0006003	SINT1_34580.1, SINT1_34580.2	SBOV2_33160.1
OG0006004	SINT1_49640.1	SBOV2_49070.1
OG0006005	SINT1_72170.1	SBOV2_72300.1
OG0006006	SINT1_46400.1	SBOV2_45730.1
OG0006007	SINT1_20940.1	SBOV2_20260.1
OG0006008	SINT1_70860.1, SINT1_70860.2	SBOV2_70990.1
OG0006009	SINT1_81540.1	SBOV2_82050.1
OG0006010	SINT1_84360.1	SBOV2_81290.1
OG0006011	SINT1_64600.1, SINT1_64600.2	SBOV2_64610.1
OG0006012	SINT1_65780.1	SBOV2_65960.1
OG0006013	SINT1_22060.1	SBOV2_21350.1
OG0006014	SINT1_73440.1	SBOV2_73590.1
OG0006015	SINT1_74000.1	SBOV2_74150.1
OG0006016	SINT1_78180.1	SBOV2_78400.1
OG0006017	SINT1_78190.1	SBOV2_78420.1, SBOV2_78420.2, SBOV2_78420.3
OG0006018	SINT1_87670.1	SBOV2_89000.1, SBOV2_89000.2
OG0006019	SINT1_83840.1	SBOV2_84450.1
OG0006020	SINT1_21180.1	SBOV2_20500.1
OG0006021	SINT1_74980.1	SBOV2_75200.1, SBOV2_75200.2, SBOV2_75200.3
OG0006022	SINT1_61690.1	SBOV2_61550.1
OG0006023	SINT1_18640.1	SBOV2_17930.1, SBOV2_17930.2
OG0006024	SINT1_47000.1	SBOV2_46400.1
OG0006025	SINT1_14930.1, SINT1_14930.2	SBOV2_14550.1
OG0006026	SINT1_1090.1	SBOV2_1180.1
OG0006027	SINT1_24770.1	SBOV2_24160.1
OG0006028	SINT1_49410.1	SBOV2_48840.1
OG0006029	SINT1_55930.1	SBOV2_55450.1
OG0006030	SINT1_34480.1	SBOV2_33250.1
OG0006031	SINT1_19370.1	SBOV2_18640.1
OG0006032	SINT1_10350.1	SBOV2_9990.1
OG0006033	SINT1_41210.1	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2
OG0006034	SINT1_43500.1, SINT1_43500.2	SBOV2_42740.1
OG0006035	SINT1_55850.1	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3
OG0006036	SINT1_81830.1	SBOV2_82340.1
OG0006037	SINT1_82830.1	SBOV2_83450.1
OG0006038	SINT1_43450.1	SBOV2_42690.1
OG0006039	SINT1_50840.1	SBOV2_54590.1
OG0006040	SINT1_57080.1	SBOV2_56780.1
OG0006041	SINT1_28340.1	SBOV2_39340.1
OG0006042	SINT1_31540.1	SBOV2_36180.1
OG0006043	SINT1_18420.1	SBOV2_17710.1
OG0006044	SINT1_68270.1	SBOV2_68420.1
OG0006045	SINT1_36120.1	SBOV2_31530.1
OG0006047	SINT1_33530.1	SBOV2_34160.2, SBOV2_34160.1
OG0006048	SINT1_8120.1	SBOV2_7350.1
