Orthogroup	schistosoma_intercalatum	opisthorchis_viverrini
OG0005297	SINT1_81350.1	T265_08431, T265_15812
OG0005298	SINT1_42310.1	T265_08102
OG0005300	SINT1_87700.1, SINT1_87700.2	T265_05373
OG0005301	SINT1_70370.1	T265_10884, T265_00030
OG0005302	SINT1_19670.1	T265_12789
OG0005303	SINT1_55350.1	T265_01240
OG0005304	SINT1_87040.1	T265_03830
OG0005305	SINT1_36820.2, SINT1_36820.1	T265_15316
OG0005307	SINT1_39240.1, SINT1_39240.2	T265_08389
OG0005309	SINT1_24790.1, SINT1_24790.2	T265_02112
OG0005310	SINT1_1060.1	T265_07235, T265_00714
OG0005313	SINT1_23590.1	T265_16115
OG0005314	SINT1_20590.1, SINT1_20600.1	T265_05533
OG0005315	SINT1_57400.1	T265_14506
OG0005316	SINT1_81280.1	T265_11658
OG0005317	SINT1_59360.1, SINT1_59360.2	T265_07010
OG0005318	SINT1_29360.1, SINT1_29360.2, SINT1_29360.3, SINT1_29360.4, SINT1_29360.5	T265_01887
OG0005319	SINT1_62230.1	T265_10135
OG0005322	SINT1_86780.3, SINT1_86780.4, SINT1_86780.1, SINT1_86780.2	T265_07323
OG0005323	SINT1_28450.1	T265_06465
OG0005325	SINT1_31450.1	T265_14272
OG0005326	SINT1_7680.1	T265_13164, T265_03069
OG0005327	SINT1_18770.1	T265_00848
OG0005328	SINT1_61840.1	T265_08920, T265_14707
OG0005329	SINT1_16480.1	T265_15005
OG0005330	SINT1_80210.1, SINT1_80210.2	T265_15013
OG0005331	SINT1_87400.1, SINT1_87400.2	T265_08643
OG0005332	SINT1_88390.1	T265_05960
OG0005333	SINT1_22630.1	T265_11922
OG0005334	SINT1_14870.1	T265_10821
OG0005335	SINT1_76450.1	T265_11353
OG0005336	SINT1_12720.1	T265_09502, T265_09503
OG0005337	SINT1_24400.1, SINT1_24400.2	T265_04235
OG0005338	SINT1_48950.1	T265_10177
OG0005339	SINT1_56240.1	T265_03833
OG0005340	SINT1_89280.1	T265_09594, T265_12878
OG0005341	SINT1_15220.1, SINT1_15200.1	T265_10224
OG0005343	SINT1_77260.1	T265_02785, T265_02786, T265_02784
OG0005345	SINT1_38690.1, SINT1_38690.2, SINT1_38690.3	T265_14061
OG0005346	SINT1_10450.1	T265_02105, T265_12925
OG0005347	SINT1_65140.1	T265_05626
OG0005348	SINT1_12910.1	T265_13539
OG0005349	SINT1_530.1	T265_06704
OG0005350	SINT1_6370.1	T265_09936
OG0005351	SINT1_52340.1, SINT1_52340.2	T265_03561
OG0005352	SINT1_2350.1	T265_00939
OG0005353	SINT1_91120.1, SINT1_91120.3, SINT1_91120.2	T265_04816
OG0005354	SINT1_35210.1	T265_11724
OG0005355	SINT1_39510.1, SINT1_39510.2	T265_09734
OG0005356	SINT1_67960.1	T265_01689, T265_10747
OG0005358	SINT1_45840.1	T265_05286
OG0005359	SINT1_19400.1	T265_05489
OG0005360	SINT1_21570.1	T265_15263
OG0005361	SINT1_15460.1	T265_05573
OG0005362	SINT1_66620.1	T265_15197
OG0005363	SINT1_1050.1, SINT1_1050.2, SINT1_1050.3	T265_14241
OG0005364	SINT1_49060.1, SINT1_49060.2, SINT1_49060.3, SINT1_49060.4	T265_02141
OG0005365	SINT1_17980.1	T265_03189
OG0005366	SINT1_15520.1	T265_15118
OG0005367	SINT1_23900.1	T265_01079
OG0005368	SINT1_22760.1	T265_02254
OG0005369	SINT1_35160.1	T265_04513
OG0005371	SINT1_35130.1	T265_04511
OG0005372	SINT1_25640.1	T265_05027
OG0005373	SINT1_90860.1	T265_06855, T265_07464
OG0005376	SINT1_61070.1	T265_01452
OG0005377	SINT1_30210.1	T265_05210
OG0005378	SINT1_44070.1	T265_01504
OG0005379	SINT1_55750.1	T265_00306, T265_12511
OG0005380	SINT1_2040.2, SINT1_2040.1	T265_08674
OG0005381	SINT1_7480.1	T265_03055, T265_03056
OG0005382	SINT1_93210.1	T265_07943
OG0005383	SINT1_39760.1	T265_10764
OG0005384	SINT1_81580.1	T265_15266
OG0005385	SINT1_11270.1	T265_05325, T265_06130
OG0005386	SINT1_32970.1	T265_12619
OG0005387	SINT1_28140.1	T265_08575
OG0005388	SINT1_25680.1, SINT1_25680.2, SINT1_25680.3	T265_03712
OG0005389	SINT1_45890.1	T265_03975
OG0005390	SINT1_94250.1	T265_15462
OG0005391	SINT1_58120.1	T265_05845
OG0005392	SINT1_51280.1	T265_01365
OG0005393	SINT1_51260.1	T265_01362
OG0005395	SINT1_70910.1	T265_12943
OG0005396	SINT1_13550.1	T265_10275
OG0005397	SINT1_44410.1	T265_08517
OG0005398	SINT1_26360.1	T265_12702, T265_16153
OG0005399	SINT1_12160.1	T265_05139
OG0005400	SINT1_11430.1	T265_14743
OG0005402	SINT1_56760.1, SINT1_56760.2	T265_02356
OG0005404	SINT1_17730.1	T265_09420
OG0005405	SINT1_88640.1	T265_08404
OG0005406	SINT1_67060.1	T265_12567
OG0005407	SINT1_51840.1, SINT1_51840.2	T265_04295
OG0005408	SINT1_88980.1	T265_02634
OG0005409	SINT1_31610.2, SINT1_31610.1, SINT1_31610.3	T265_02973
OG0005410	SINT1_8860.1	T265_04348
OG0005411	SINT1_90450.1	T265_13356
OG0005412	SINT1_2890.1, SINT1_61830.1	T265_08661
OG0005413	SINT1_77300.1	T265_11492
OG0005414	SINT1_69720.2, SINT1_69720.3	T265_15840
OG0005415	SINT1_30100.1, SINT1_30100.2	T265_10057
OG0005416	SINT1_24840.1, SINT1_24840.2	T265_15035
OG0005417	SINT1_3830.1	T265_10864
OG0005418	SINT1_47360.1, SINT1_47360.2, SINT1_47360.3	T265_10182
OG0005419	SINT1_67200.1	T265_03907
OG0005420	SINT1_37130.1, SINT1_37130.2, SINT1_37130.3	T265_07983
OG0005421	SINT1_78490.1	T265_04877
OG0005423	SINT1_28660.1	T265_04323
OG0005424	SINT1_80300.1	T265_04982, T265_04980
OG0005425	SINT1_80350.1	T265_13652, T265_13651, T265_13653
OG0005427	SINT1_93420.1	T265_07946
OG0005428	SINT1_85710.1	T265_15255
OG0005430	SINT1_44820.1	T265_14216
OG0005431	SINT1_76890.1	T265_07854
OG0005432	SINT1_80520.1	T265_08271
OG0005433	SINT1_76810.1	T265_05782
OG0005434	SINT1_26870.1	T265_13327, T265_15957
OG0005435	SINT1_94090.1	T265_09698
OG0005436	SINT1_57930.1	T265_00622
OG0005438	SINT1_11300.1, SINT1_11300.2	T265_06134
OG0005439	SINT1_45040.1	T265_05891
OG0005440	SINT1_71360.1	T265_01331
OG0005441	SINT1_89020.1	T265_01872
OG0005442	SINT1_29500.1	T265_12628
OG0005443	SINT1_61090.2, SINT1_61090.1, SINT1_61090.3	T265_05614
OG0005444	SINT1_18880.1	T265_02921
OG0005446	SINT1_45190.1, SINT1_45190.2	T265_15324
OG0005447	SINT1_64380.1, SINT1_64370.1	T265_00188
OG0005448	SINT1_35220.1	T265_06100
OG0005449	SINT1_64070.1, SINT1_64070.2	T265_09333, T265_09332
OG0005450	SINT1_59780.1	T265_10981
OG0005451	SINT1_81020.1, SINT1_81020.2	T265_09425
OG0005453	SINT1_61240.2, SINT1_61240.1, SINT1_61240.3	T265_11126
OG0005454	SINT1_51810.1	T265_02688
OG0005455	SINT1_50160.1	T265_11461
OG0005457	SINT1_46790.1	T265_00065
OG0005459	SINT1_1240.1	T265_13122, T265_02913
OG0005460	SINT1_69800.1	T265_12950
OG0005461	SINT1_26690.1	T265_10012
OG0005462	SINT1_84570.1	T265_12786
OG0005463	SINT1_20580.1	T265_05511
OG0005464	SINT1_51080.1	T265_00131, T265_12275
OG0005465	SINT1_88960.1	T265_03813
OG0005466	SINT1_69500.1, SINT1_69500.2	T265_11553
OG0005467	SINT1_63330.1	T265_09793
OG0005468	SINT1_20370.1, SINT1_20370.2	T265_06677
OG0005469	SINT1_67190.1	T265_07684
OG0005472	SINT1_72340.2, SINT1_72340.3, SINT1_72340.4, SINT1_72340.1	T265_04851
OG0005476	SINT1_39820.1	T265_03001
OG0005477	SINT1_40500.1	T265_11475
OG0005478	SINT1_57820.1	T265_00646
OG0005479	SINT1_74580.1	T265_02835
OG0005480	SINT1_72530.1	T265_01791
OG0005481	SINT1_17790.1, SINT1_17790.3, SINT1_17790.4, SINT1_17790.2	T265_14797
OG0005482	SINT1_41740.1, SINT1_41740.2	T265_07135
OG0005483	SINT1_40070.1	T265_11993
OG0005484	SINT1_22260.1	T265_11055
OG0005485	SINT1_50990.1	T265_12648
OG0005486	SINT1_69000.1	T265_01953
OG0005487	SINT1_23440.2, SINT1_23440.1	T265_05597, T265_13821
OG0005488	SINT1_90280.1	T265_00563
OG0005489	SINT1_4850.1	T265_10945
OG0005490	SINT1_33850.1, SINT1_33850.2	T265_07627
OG0005491	SINT1_90070.1, SINT1_90070.2, SINT1_90070.3	T265_11285
OG0005492	SINT1_90760.1	T265_06514
OG0005493	SINT1_52580.1, SINT1_52580.2	T265_02886
OG0005494	SINT1_5340.1	T265_13149
OG0005496	SINT1_92040.1	T265_13611
OG0005497	SINT1_24100.1	T265_03756
OG0005499	SINT1_86660.1	T265_03783
OG0005500	SINT1_20120.1	T265_00880, T265_15018
OG0005502	SINT1_94710.1	T265_09319
OG0005503	SINT1_39270.1	T265_05012
OG0005504	SINT1_81560.1, SINT1_81550.1	T265_15476
OG0005505	SINT1_77050.1	T265_15216
OG0005506	SINT1_87810.1	T265_01863
OG0005507	SINT1_86020.1	T265_03828
OG0005508	SINT1_1480.1	T265_05267
OG0005509	SINT1_92350.1	T265_15724
OG0005510	SINT1_89920.1, SINT1_89920.2	T265_04306
OG0005511	SINT1_76770.1	T265_01328
OG0005512	SINT1_6770.1	T265_09144
OG0005513	SINT1_88120.1	T265_03550
OG0005514	SINT1_24940.1, SINT1_24940.3, SINT1_24940.2	T265_10018
OG0005515	SINT1_56740.1	T265_11300
OG0005516	SINT1_17710.1, SINT1_17710.2, SINT1_17710.3	T265_03191, T265_03192
OG0005517	SINT1_62730.1	T265_08930
OG0005518	SINT1_26110.1	T265_05390
OG0005519	SINT1_35310.1	T265_14962, T265_16085
OG0005520	SINT1_61050.1, SINT1_61050.2	T265_06161
OG0005521	SINT1_77690.2, SINT1_77690.1	T265_03986
OG0005522	SINT1_34060.1	T265_15147
OG0005523	SINT1_82290.1	T265_13005, T265_16171
OG0005524	SINT1_1680.1	T265_10230
OG0005525	SINT1_58180.1, SINT1_58180.2	T265_08202
OG0005526	SINT1_38380.1, SINT1_38380.2	T265_08059
OG0005527	SINT1_23770.1	T265_04257
OG0005530	SINT1_12420.1	T265_08534
OG0005531	SINT1_8790.1	T265_01390
OG0005532	SINT1_14620.1	T265_14747
OG0005535	SINT1_46590.1	T265_07286
OG0005538	SINT1_48680.1, SINT1_48680.2	T265_00113
OG0005539	SINT1_30410.2, SINT1_30410.3, SINT1_30410.1	T265_13052
OG0005540	SINT1_59430.1	T265_08055
OG0005544	SINT1_23520.1, SINT1_23520.2, SINT1_23520.3	T265_02659
OG0005545	SINT1_4280.1, SINT1_4280.2	T265_06655, T265_06656
OG0005546	SINT1_10380.1, SINT1_10380.2	T265_12984
OG0005547	SINT1_38370.3, SINT1_38370.1, SINT1_38370.2	T265_14463
OG0005566	SINT1_74770.1	T265_05784
OG0005567	SINT1_13600.1	T265_05147
OG0005570	SINT1_32610.1	T265_13520
OG0005571	SINT1_46760.1	T265_00062
OG0005572	SINT1_66640.1	T265_15288
OG0005573	SINT1_9830.1	T265_11449
OG0005574	SINT1_84940.1, SINT1_84940.2	T265_14050
OG0005575	SINT1_67240.1	T265_03162
OG0005576	SINT1_67210.1	T265_08870
OG0005577	SINT1_84580.1	T265_02626
OG0005578	SINT1_49250.1	T265_05284, T265_01975, T265_05283
OG0005579	SINT1_10650.1	T265_04553
OG0005580	SINT1_51110.1	T265_12456
OG0005581	SINT1_30000.1, SINT1_30000.2, SINT1_30000.3	T265_14696
OG0005583	SINT1_84850.1	T265_08895
OG0005584	SINT1_92550.1	T265_02735
OG0005585	SINT1_93620.1	T265_13551
OG0005586	SINT1_93610.1	T265_04631
OG0005587	SINT1_76830.1	T265_08836
OG0005588	SINT1_28370.1	T265_06462
OG0005589	SINT1_58980.1	T265_10140
OG0005590	SINT1_17830.1	T265_02090
OG0005591	SINT1_64870.1	T265_11829
OG0005593	SINT1_70810.1	T265_02336
OG0005594	SINT1_68860.2, SINT1_68860.1	T265_00035
OG0005595	SINT1_61990.1	T265_03128
OG0005596	SINT1_65920.1	T265_10450
OG0005597	SINT1_82300.1	T265_13001
OG0005598	SINT1_75400.1, SINT1_75400.2	T265_00090
OG0005599	SINT1_54580.1, SINT1_54580.2, SINT1_54580.3	T265_12744
OG0005600	SINT1_19640.1	T265_01613, T265_02081, T265_01614
OG0005601	SINT1_22990.1	T265_01074, T265_07975
OG0005602	SINT1_22880.1	T265_05680
OG0005603	SINT1_63980.1	T265_10595
OG0005604	SINT1_30080.1	T265_14820
OG0005605	SINT1_36150.1	T265_00735
OG0005606	SINT1_78590.1	T265_01778, T265_01779
OG0005607	SINT1_88010.1	T265_08644
OG0005608	SINT1_65840.1	T265_14383
OG0005609	SINT1_61000.1	T265_15052
OG0005610	SINT1_2080.1	T265_14713
OG0005611	SINT1_89800.1	T265_13473, T265_04313
OG0005612	SINT1_92060.1	T265_02912, T265_11062
OG0005613	SINT1_53960.1	T265_08092
OG0005614	SINT1_28570.1	T265_10058
OG0005615	SINT1_29240.1	T265_01886
OG0005616	SINT1_29230.1	T265_01885, T265_12128
OG0005617	SINT1_38950.1, SINT1_38950.2	T265_13433
OG0005618	SINT1_49840.1	T265_08821
OG0005619	SINT1_50180.1	T265_06768
OG0005620	SINT1_87680.1	T265_05375
OG0005621	SINT1_85920.1	T265_06150
OG0005622	SINT1_440.1	T265_05245
OG0005623	SINT1_74100.1	T265_09835, T265_12397
OG0005625	SINT1_11550.1, SINT1_11550.2	T265_04392, T265_04393
OG0005626	SINT1_43810.1, SINT1_43810.2	T265_05055
OG0005627	SINT1_23290.1	T265_10410
OG0005628	SINT1_39300.1	T265_09104
OG0005629	SINT1_31980.1	T265_11995, T265_15653
OG0005630	SINT1_83540.1, SINT1_83540.2, SINT1_83540.3	T265_15104
OG0005631	SINT1_54950.1	T265_10242
OG0005632	SINT1_93590.1	T265_10093
OG0005633	SINT1_10780.1	T265_04541
OG0005634	SINT1_22910.1	T265_13921
OG0005635	SINT1_3010.1, SINT1_3010.2	T265_00211
OG0005636	SINT1_38700.1, SINT1_38700.2, SINT1_38700.3	T265_06536
OG0005637	SINT1_78910.1	T265_11903
OG0005638	SINT1_76050.1	T265_02937
OG0005639	SINT1_72290.1, SINT1_72290.2	T265_05902
OG0005641	SINT1_72510.1	T265_00803
OG0005642	SINT1_94590.1	T265_05646
OG0005643	SINT1_29750.1	T265_06739
OG0005644	SINT1_75340.1, SINT1_75340.2, SINT1_75340.3	T265_02170
OG0005645	SINT1_58630.1, SINT1_58630.2	T265_00481
OG0005647	SINT1_55610.1	T265_12426
OG0005648	SINT1_40160.1	T265_02569
OG0005649	SINT1_50340.1	T265_01356
OG0005650	SINT1_64250.1	T265_03915
OG0005654	SINT1_71780.1	T265_04874, T265_13622
OG0005655	SINT1_27360.1	T265_04225
OG0005656	SINT1_86390.1	T265_04764
OG0005657	SINT1_12290.1	T265_12479, T265_00202
OG0005659	SINT1_17050.1	T265_10330
OG0005660	SINT1_71030.1	T265_02166
OG0005661	SINT1_6920.1	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880
OG0005662	SINT1_43270.1, SINT1_43270.2	T265_01481
OG0005664	SINT1_25340.1	T265_16080
OG0005665	SINT1_48170.1, SINT1_48170.3, SINT1_48170.2	T265_02439
OG0005666	SINT1_88550.1	T265_04890
OG0005668	SINT1_3530.1	T265_04543
OG0005669	SINT1_55740.1, SINT1_55740.2, SINT1_55740.3	T265_00307
OG0005670	SINT1_83020.1	T265_15339
OG0005671	SINT1_12260.1	T265_00199
OG0005672	SINT1_47340.1	T265_00025
OG0005673	SINT1_47400.1	T265_00026
OG0005674	SINT1_26270.1, SINT1_26260.1	T265_14069
OG0005675	SINT1_40730.1	T265_14702
OG0005677	SINT1_5910.1, SINT1_5910.2, SINT1_5910.3	T265_12490
OG0005678	SINT1_59440.1	T265_08052
OG0005679	SINT1_87010.1	T265_05347
OG0005680	SINT1_68410.1	T265_02058
OG0005681	SINT1_68430.1	T265_02059
OG0005683	SINT1_35830.1	T265_00556, T265_00555, T265_00558
OG0005684	SINT1_49220.1	T265_13286
OG0005685	SINT1_14090.1	T265_04563
OG0005686	SINT1_88630.1	T265_02644
OG0005687	SINT1_65360.1	T265_07614
OG0005688	SINT1_570.1	T265_06908
OG0005689	SINT1_70030.1	T265_12982
OG0005690	SINT1_52620.1	T265_13741
OG0005691	SINT1_92330.1, SINT1_92330.2	T265_14083
OG0005692	SINT1_47230.1	T265_03304
OG0005693	SINT1_1190.1	T265_09417
OG0005694	SINT1_49130.1	T265_05938
OG0005695	SINT1_49280.1	T265_13862, T265_05792
OG0005697	SINT1_18550.1	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772
OG0005699	SINT1_21000.1	T265_05508
OG0005700	SINT1_70780.1	T265_08200
OG0005701	SINT1_57270.1	T265_10795, T265_12238
OG0005702	SINT1_64700.1	T265_06068, T265_13996
OG0005703	SINT1_34560.1	T265_08410
OG0005704	SINT1_40870.2, SINT1_40870.1	T265_04448
OG0005705	SINT1_53830.1	T265_13838
OG0005706	SINT1_55820.1	T265_04867
OG0005707	SINT1_64770.1	T265_09880
OG0005709	SINT1_27740.1	T265_10125
OG0005710	SINT1_34830.1	T265_14076, T265_14078, T265_00920
OG0005712	SINT1_87930.1	T265_04155
OG0005713	SINT1_65660.1	T265_13995
OG0005714	SINT1_89290.1	T265_07566
OG0005715	SINT1_73460.1	T265_02163
OG0005716	SINT1_50820.1, SINT1_50820.2	T265_00293
OG0005717	SINT1_74170.1	T265_01752
OG0005718	SINT1_49560.1, SINT1_49560.2, SINT1_49560.3	T265_10025
OG0005719	SINT1_35730.1	T265_04450
OG0005720	SINT1_82390.1	T265_14184
OG0005722	SINT1_91510.1	T265_10194
OG0005723	SINT1_42920.1	T265_04137
OG0005724	SINT1_9410.1	T265_01588
OG0005725	SINT1_82020.1, SINT1_82020.2	T265_02382
OG0005726	SINT1_52970.1	T265_12453
OG0005727	SINT1_68110.1, SINT1_68110.2	T265_05161
OG0005728	SINT1_86340.1	T265_04760
OG0005729	SINT1_64390.1	T265_08666
OG0005730	SINT1_92610.1	T265_13080
OG0005731	SINT1_80400.1	T265_02245
OG0005732	SINT1_27490.1	T265_10389, T265_16193
OG0005733	SINT1_24290.1	T265_05681
OG0005734	SINT1_43490.1	T265_15232
OG0005735	SINT1_90650.1	T265_11765
OG0005736	SINT1_69180.1	T265_12755
OG0005737	SINT1_63280.1	T265_00624, T265_02522
OG0005738	SINT1_4810.1	T265_11159, T265_16149
OG0005739	SINT1_95030.1	T265_01925
OG0005740	SINT1_78390.1	T265_13120
OG0005741	SINT1_84990.1	T265_04882
OG0005742	SINT1_33520.1	T265_13047
OG0005743	SINT1_16460.1	T265_03071
OG0005744	SINT1_16210.1	T265_10649
OG0005745	SINT1_62890.1	T265_03355
OG0005746	SINT1_29340.1, SINT1_29340.2	T265_02952
OG0005747	SINT1_44930.1	T265_04470, T265_08799
OG0005748	SINT1_84770.1	T265_13853
OG0005749	SINT1_59610.1, SINT1_59490.1	T265_00632
OG0005750	SINT1_94280.1, SINT1_94280.2	T265_15268
OG0005751	SINT1_34290.1, SINT1_34290.3, SINT1_34290.2	T265_07039
OG0005753	SINT1_78940.1	T265_05928, T265_00174, T265_02962
OG0005754	SINT1_86230.1	T265_01370
OG0005755	SINT1_25160.1	T265_13833
OG0005756	SINT1_27770.1	T265_09096
OG0005758	SINT1_70970.1	T265_15767
OG0005760	SINT1_48090.1, SINT1_48090.2	T265_13006
OG0005762	SINT1_61460.1	T265_06999, T265_15869
OG0005763	SINT1_90160.1	T265_14562
OG0005764	SINT1_64560.1	T265_01401
OG0005765	SINT1_25890.1	T265_02549
OG0005766	SINT1_83510.1	T265_07109
OG0005767	SINT1_79370.1	T265_05293
OG0005768	SINT1_32100.1	T265_15039
OG0005769	SINT1_14140.1	T265_04564
OG0005770	SINT1_41150.1	T265_08813
OG0005771	SINT1_52900.1	T265_02692
OG0005772	SINT1_80570.2, SINT1_80570.1	T265_11297
OG0005773	SINT1_68910.1	T265_07555
OG0005774	SINT1_65530.1	T265_00539
OG0005775	SINT1_42260.1	T265_10318
OG0005776	SINT1_85520.1	T265_05775
OG0005777	SINT1_42530.3, SINT1_42530.2, SINT1_42530.4, SINT1_42530.1, SINT1_42540.1	T265_05076
OG0005778	SINT1_67500.1	T265_11844
OG0005779	SINT1_67990.1	T265_02003
OG0005780	SINT1_91630.1, SINT1_91630.2	T265_14551
OG0005782	SINT1_44320.1	T265_14704
OG0005783	SINT1_87130.1	T265_00399
OG0005784	SINT1_89770.1	T265_07736
OG0005786	SINT1_14280.3, SINT1_14280.2, SINT1_14280.1	T265_04169
OG0005787	SINT1_740.1	T265_00243
OG0005788	SINT1_12390.1	T265_03214, T265_13190
OG0005790	SINT1_69590.1	T265_09946
OG0005791	SINT1_44570.1	T265_05057
OG0005792	SINT1_3570.1	T265_05239
OG0005793	SINT1_6710.1	T265_09807
OG0005794	SINT1_4130.1	T265_07563
OG0005795	SINT1_94170.1	T265_08753
OG0005796	SINT1_5010.1	T265_09148
OG0005797	SINT1_93600.1, SINT1_93600.3, SINT1_93600.2	T265_04637
OG0005798	SINT1_70460.1	T265_03990
OG0005799	SINT1_20760.1	T265_03670
OG0005800	SINT1_82040.1	T265_07697
OG0005801	SINT1_15470.1	T265_02096, T265_02093
OG0005802	SINT1_74870.1	T265_02201
OG0005803	SINT1_57830.1	T265_00647
OG0005804	SINT1_91020.1	T265_05300
OG0005805	SINT1_69240.1	T265_11376
OG0005806	SINT1_80950.1	T265_01699
OG0005807	SINT1_78920.1	T265_10239
OG0005808	SINT1_39370.1	T265_02555
OG0005809	SINT1_29020.1	T265_10830
OG0005810	SINT1_85990.1	T265_03823
OG0005811	SINT1_13310.1	T265_03204
OG0005812	SINT1_39930.1	T265_08980
OG0005813	SINT1_71130.1	T265_13063
OG0005814	SINT1_14700.1	T265_09505
OG0005815	SINT1_64840.1, SINT1_64840.2	T265_00587
OG0005816	SINT1_13500.1	T265_06483
OG0005817	SINT1_30920.1	T265_06231
OG0005818	SINT1_88460.1	T265_13477
OG0005819	SINT1_52670.1	T265_07650
OG0005820	SINT1_62400.1	T265_14348
OG0005821	SINT1_94060.1	T265_15489
OG0005822	SINT1_27800.2, SINT1_27800.1, SINT1_27800.3	T265_10836, T265_15798
OG0005823	SINT1_40300.1, SINT1_40300.2	T265_03645
OG0005824	SINT1_26980.2, SINT1_26980.1	T265_13768
OG0005825	SINT1_28280.1	T265_09263
OG0005827	SINT1_46040.1	T265_00477
OG0005829	SINT1_58820.1	T265_07019
OG0005832	SINT1_36460.1	T265_03487
OG0005834	SINT1_82610.1	T265_09549, T265_09550
OG0005835	SINT1_62930.1	T265_02951, T265_02950, T265_12725
OG0005836	SINT1_81880.1	T265_01708
OG0005837	SINT1_90550.1	T265_01193
OG0005839	SINT1_1890.1, SINT1_26020.1	T265_06242
OG0005840	SINT1_84690.1	T265_11601
OG0005841	SINT1_14170.1	T265_08033
OG0005842	SINT1_50590.1	T265_03836, T265_15281
OG0005843	SINT1_21210.1	T265_10763
OG0005844	SINT1_12090.1	T265_14602
OG0005846	SINT1_34400.1	T265_07312
OG0005847	SINT1_94640.1	T265_13750
OG0005848	SINT1_52990.2, SINT1_52990.1	T265_06770
OG0005849	SINT1_94690.1	T265_11650
OG0005851	SINT1_56510.1	T265_13104
OG0005852	SINT1_30380.1, SINT1_30380.2	T265_08633
OG0005853	SINT1_96720.1, SINT1_75240.1, SINT1_96730.1	T265_02224
OG0005854	SINT1_77510.1	T265_13860
OG0005855	SINT1_37550.2, SINT1_37550.1	T265_08314
OG0005856	SINT1_84650.1	T265_03805
OG0005857	SINT1_66360.1	T265_00601
OG0005859	SINT1_17360.1	T265_08046
OG0005862	SINT1_42550.1, SINT1_42550.2	T265_05077
OG0005863	SINT1_48260.1	T265_12761
OG0005864	SINT1_34520.1	T265_12652
OG0005865	SINT1_21600.1	T265_13793
OG0005866	SINT1_71170.1, SINT1_71170.2	T265_01265
OG0005867	SINT1_28640.1, SINT1_28640.2	T265_14730
OG0005868	SINT1_94050.1	T265_15212
OG0005869	SINT1_91360.1	T265_02080
OG0005870	SINT1_24350.1, SINT1_24350.2	T265_01028
OG0005871	SINT1_77370.2, SINT1_77370.3, SINT1_77370.1	T265_02838
OG0005892	SINT1_37440.1	T265_02810
OG0005895	SINT1_92160.1	T265_02067, T265_12917
OG0005896	SINT1_40800.1	T265_11094
OG0005897	SINT1_91990.1	T265_07974
OG0005898	SINT1_43760.1	T265_12230
OG0005899	SINT1_92020.1	T265_04845
OG0005900	SINT1_31480.1	T265_00709
OG0005901	SINT1_59390.1	T265_00638
OG0005902	SINT1_7740.1	T265_00941, T265_02464
OG0005904	SINT1_23810.1	T265_11372
OG0005905	SINT1_67220.1	T265_03164
OG0005907	SINT1_41430.1	T265_15495
OG0005908	SINT1_39690.1, SINT1_39690.2	T265_02581
OG0005909	SINT1_14440.1, SINT1_14440.2	T265_06412, T265_11442
OG0005910	SINT1_75140.1	T265_09944
OG0005911	SINT1_93460.1	T265_04810
OG0005912	SINT1_93290.1, SINT1_93290.2	T265_04624
OG0005913	SINT1_87640.1	T265_10498
OG0005914	SINT1_74790.1	T265_06765
OG0005915	SINT1_8440.1	T265_08170
OG0005916	SINT1_18910.1, SINT1_18910.2	T265_06691
OG0005917	SINT1_64880.1, SINT1_64880.3, SINT1_64880.2	T265_15562
OG0005918	SINT1_33410.1	T265_08551
OG0005919	SINT1_22580.1, SINT1_22560.1	T265_11164, T265_11165
OG0005920	SINT1_2780.1	T265_00251
OG0005921	SINT1_68730.1	T265_00660
OG0005922	SINT1_21670.1	T265_03683
OG0005923	SINT1_29370.1	T265_09100
OG0005924	SINT1_16560.1	T265_11578, T265_15466
OG0005925	SINT1_69560.1	T265_01965
OG0005926	SINT1_61560.1	T265_06075
OG0005927	SINT1_26570.1	T265_07474
OG0005928	SINT1_67760.1, SINT1_67760.2	T265_03910
OG0005929	SINT1_61170.1	T265_14813
OG0005930	SINT1_78610.1	T265_01780
OG0005931	SINT1_71950.1, SINT1_71950.2	T265_00432
OG0005932	SINT1_2090.1	T265_15964, T265_08949
OG0005934	SINT1_20450.1	T265_13965
OG0005935	SINT1_32130.1	T265_11727
OG0005936	SINT1_61040.1, SINT1_61040.2	T265_13176
OG0005937	SINT1_87840.1	T265_07301
OG0005938	SINT1_71830.1	T265_12945
OG0005943	SINT1_14850.1	T265_00991
OG0005944	SINT1_59700.1	T265_11797
OG0005945	SINT1_2730.1	T265_03036
OG0005946	SINT1_21280.1	T265_10157
OG0005947	SINT1_14190.1	T265_09064
OG0005948	SINT1_35180.1	T265_03363, T265_07624
OG0005950	SINT1_49920.1	T265_12502
OG0005951	SINT1_6360.1	T265_09940
OG0005952	SINT1_81130.1	T265_10288
OG0005953	SINT1_67970.1, SINT1_67970.2	T265_10746
OG0005954	SINT1_20700.1	T265_10033
OG0005955	SINT1_89780.1	T265_07740
OG0005956	SINT1_30560.1	T265_04335
OG0005957	SINT1_24110.1	T265_08557
OG0005958	SINT1_73180.1	T265_06746
OG0005959	SINT1_39260.1	T265_05366
OG0005960	SINT1_83900.1, SINT1_83900.2	T265_05528
OG0005961	SINT1_67890.1	T265_14951
OG0005962	SINT1_91080.1, SINT1_91080.2	T265_06637
