Orthogroup	schistosoma_intercalatum	schistosoma_japonicum
OG0006149	SINT1_7250.1	EWB00_008670
OG0006150	SINT1_31840.1	EWB00_010905
OG0006151	SINT1_41630.1	EWB00_004729
OG0006152	SINT1_87740.1	EWB00_011380
OG0006153	SINT1_60120.1, SINT1_60120.2	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3
OG0006154	SINT1_84720.1	EWB00_003018
OG0006155	SINT1_20060.1	EWB00_010320
OG0006156	SINT1_75620.1, SINT1_75620.2	EWB00_007272
OG0006157	SINT1_45020.1	EWB00_009701.1, EWB00_009701.2
OG0006158	SINT1_21080.1	EWB00_006419.1, EWB00_006419.2
OG0006159	SINT1_23550.1	EWB00_007086
OG0006161	SINT1_83610.1, SINT1_83600.1	EWB00_000713
OG0006162	SINT1_19110.1	EWB00_001047
OG0006163	SINT1_1550.1	EWB00_003326.1, EWB00_003326.5
OG0006164	SINT1_95420.1	EWB00_003597.1, EWB00_003597.2
OG0006165	SINT1_69600.1	EWB00_007920
OG0006166	SINT1_47410.1	EWB00_006879
OG0006167	SINT1_80470.1	EWB00_000148
OG0006168	SINT1_88830.3, SINT1_88830.2, SINT1_88830.1	EWB00_008844.1, EWB00_008844.2
OG0006170	SINT1_13510.1	EWB00_002680
OG0006171	SINT1_3780.1	EWB00_009045
OG0006172	SINT1_44100.1, SINT1_44100.2	EWB00_004909.1, EWB00_004909.2
OG0006173	SINT1_21400.1	EWB00_005701.1, EWB00_005701.2
OG0006174	SINT1_19430.1	EWB00_008814
OG0006175	SINT1_86080.1	EWB00_007527
OG0006177	SINT1_85800.1	EWB00_009272.1, EWB00_009272.2
OG0006178	SINT1_85390.2, SINT1_85390.1	EWB00_008056
OG0006179	SINT1_46160.1	EWB00_000192.1, EWB00_000192.2
OG0006180	SINT1_51360.1	EWB00_007218
OG0006181	SINT1_78160.1	EWB00_008192.1, EWB00_008192.2
OG0006182	SINT1_32530.1	EWB00_005918
OG0006183	SINT1_32710.1	EWB00_005961
OG0006185	SINT1_47800.1	EWB00_010767
OG0006186	SINT1_91270.1	EWB00_007407.1, EWB00_007407.2
OG0006187	SINT1_42930.1	EWB00_006385.1, EWB00_006385.2
OG0006188	SINT1_42970.1	EWB00_006380, EWB00_006379
OG0006189	SINT1_93920.1, SINT1_93920.2	EWB00_004789.1, EWB00_004789.2
OG0006190	SINT1_94000.1	EWB00_006689
OG0006191	SINT1_94800.1, SINT1_94800.2	EWB00_003763
OG0006192	SINT1_89040.1	EWB00_005072
OG0006195	SINT1_71070.2, SINT1_71070.1	EWB00_002772, EWB00_002773.1, EWB00_002773.2
OG0006196	SINT1_75060.1, SINT1_75060.6, SINT1_75060.2, SINT1_75060.5, SINT1_75060.3, SINT1_75060.4	EWB00_010971
OG0006197	SINT1_65830.1, SINT1_65830.2	EWB00_003988
OG0006198	SINT1_32460.2, SINT1_32460.1, SINT1_32460.3	EWB00_005927, EWB00_005926, EWB00_005928
OG0006199	SINT1_26660.1	EWB00_002848.3, EWB00_002848.2, EWB00_002848.1, EWB00_002848.4
OG0006200	SINT1_25520.1	EWB00_000260.1, EWB00_000260.2
OG0006201	SINT1_23850.1, SINT1_23850.2	EWB00_007062.1, EWB00_007062.2, EWB00_007062.3
OG0006202	SINT1_22930.1, SINT1_22930.2, SINT1_22930.3, SINT1_22930.4	EWB00_007558
OG0006203	SINT1_43580.1, SINT1_43610.1	EWB00_009248
OG0006204	SINT1_36710.1	EWB00_004350
OG0006204	SINT1_36700.1	EWB00_004349
OG0006205	SINT1_18180.1, SINT1_18190.1	EWB00_005420, EWB00_005421, EWB00_005422
OG0006206	SINT1_14370.1	EWB00_009394
OG0006207	SINT1_20520.1	EWB00_002511
OG0006208	SINT1_2160.2, SINT1_2160.1	EWB00_007201.2, EWB00_007201.3, EWB00_007201.4, EWB00_007201.1
OG0006209	SINT1_2340.2, SINT1_2340.1, SINT1_2340.3	EWB00_007892, EWB00_007891
OG0006210	SINT1_7780.1	EWB00_002089
OG0006211	SINT1_38680.2, SINT1_38680.1	EWB00_009545
OG0006212	SINT1_57050.1	EWB00_003194
OG0006214	SINT1_67550.1	EWB00_006279
OG0006215	SINT1_82180.1	EWB00_010383
OG0006226	SINT1_10340.1	EWB00_008469
OG0006227	SINT1_11590.1	EWB00_009400.1, EWB00_009400.2
OG0006228	SINT1_26440.1	EWB00_008030
OG0006229	SINT1_15900.1, SINT1_15900.2	EWB00_010280
OG0006230	SINT1_91670.1	EWB00_002059, EWB00_002058
OG0006231	SINT1_40660.1	EWB00_007814.1
OG0006233	SINT1_44380.1	EWB00_009698.1, EWB00_009698.2
OG0006234	SINT1_14160.1	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2
OG0006235	SINT1_25770.1	EWB00_000299.1, EWB00_000299.2
OG0006236	SINT1_68250.1, SINT1_68250.3, SINT1_68250.2	EWB00_010043
OG0006237	SINT1_40240.1	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3
OG0006238	SINT1_31710.1, SINT1_31710.2	EWB00_002571
OG0006239	SINT1_76030.1	EWB00_002007
OG0006240	SINT1_81790.1, SINT1_81790.2	EWB00_004514
OG0006242	SINT1_15050.1	EWB00_002326
OG0006243	SINT1_44120.1	EWB00_004908
OG0006244	SINT1_68640.1, SINT1_68630.1	EWB00_010082
OG0006245	SINT1_55160.1	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203
OG0006246	SINT1_79710.1	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3
OG0006247	SINT1_87630.1, SINT1_87630.2	EWB00_011393.1, EWB00_011393.2
OG0006248	SINT1_89430.1	EWB00_011407
OG0006249	SINT1_46000.1	EWB00_000176
OG0006250	SINT1_33050.1	EWB00_002136
OG0006251	SINT1_16450.1	EWB00_003135
OG0006252	SINT1_34610.1, SINT1_34610.2	EWB00_003393.1, EWB00_003393.2
OG0006253	SINT1_87880.1	EWB00_004942
OG0006254	SINT1_2120.1	EWB00_007197
OG0006255	SINT1_35890.1	EWB00_004257
OG0006256	SINT1_39920.2, SINT1_39920.1	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4
OG0006257	SINT1_92250.1, SINT1_92250.2	EWB00_000577
OG0006258	SINT1_66440.1	EWB00_009853.1, EWB00_009853.2
OG0006259	SINT1_87800.1	EWB00_004953, EWB00_004954
OG0006260	SINT1_23980.1	EWB00_002869
OG0006261	SINT1_75410.1	EWB00_011012
OG0006262	SINT1_67870.1, SINT1_67870.2	EWB00_008926
OG0006263	SINT1_82550.1, SINT1_82550.2	EWB00_009450.1, EWB00_009450.2
OG0006266	SINT1_50560.1	EWB00_008417
OG0006269	SINT1_48270.1	EWB00_010712.1, EWB00_010712.2
OG0006270	SINT1_16470.1	EWB00_002470
OG0006271	SINT1_19590.1	EWB00_008500
OG0006272	SINT1_9770.1	EWB00_009183.1, EWB00_009183.2
OG0006273	SINT1_44520.1	EWB00_000984
OG0006275	SINT1_79300.1	EWB00_003493.1, EWB00_003493.2
OG0006276	SINT1_84330.1, SINT1_84330.2	EWB00_009011
OG0006277	SINT1_44140.1	EWB00_004904
OG0006278	SINT1_83220.1	EWB00_004490
OG0006279	SINT1_40090.1	EWB00_003938
OG0006280	SINT1_12030.1	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3
OG0006281	SINT1_32410.1, SINT1_32410.2	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2
OG0006282	SINT1_76620.1	EWB00_004564
OG0006283	SINT1_41500.1	EWB00_004715
OG0006284	SINT1_71380.1	EWB00_002712
OG0006285	SINT1_54140.1	EWB00_008821, EWB00_008126
OG0006287	SINT1_72860.1	EWB00_010925
OG0006288	SINT1_73020.1	EWB00_011065
OG0006289	SINT1_76510.1	EWB00_004552.1, EWB00_004552.2
OG0006290	SINT1_64260.1	EWB00_003646, EWB00_008718
OG0006291	SINT1_61390.1	EWB00_006587
OG0006292	SINT1_67690.1	EWB00_009766
OG0006293	SINT1_94370.1	EWB00_006656
OG0006294	SINT1_24630.1	EWB00_001097
OG0006295	SINT1_93390.1	EWB00_001441
OG0006297	SINT1_26810.1	EWB00_005029.1, EWB00_005029.2
OG0006298	SINT1_370.1	EWB00_010194
OG0006299	SINT1_2140.1	EWB00_007200
OG0006301	SINT1_7310.1	EWB00_007789
OG0006302	SINT1_54430.1	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2
OG0006303	SINT1_1410.1	EWB00_005641
OG0006304	SINT1_49110.1, SINT1_49120.1	EWB00_008751
OG0006306	SINT1_17810.1	EWB00_006545
OG0006307	SINT1_35390.1	EWB00_006832
OG0006308	SINT1_72240.1	EWB00_004527
OG0006309	SINT1_77600.1	EWB00_001259
OG0006310	SINT1_6290.1, SINT1_6290.2	EWB00_004782
OG0006311	SINT1_87210.1	EWB00_001686
OG0006312	SINT1_76410.1	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2
OG0006313	SINT1_74880.1	EWB00_010946
OG0006314	SINT1_69900.1	EWB00_000967
OG0006315	SINT1_91110.1	EWB00_007435
OG0006316	SINT1_67650.1	EWB00_009762.2, EWB00_009762.1
OG0006317	SINT1_49930.1	EWB00_005359, EWB00_005360
OG0006318	SINT1_50190.1	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4
OG0006319	SINT1_88800.1	EWB00_008847
OG0006321	SINT1_940.1	EWB00_005676
OG0006322	SINT1_55540.1	EWB00_008387
OG0006323	SINT1_34020.1	EWB00_001757
OG0006324	SINT1_20530.1	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4
OG0006325	SINT1_5750.1	EWB00_002042.1, EWB00_002042.2
OG0006326	SINT1_94220.1	EWB00_009983
OG0006327	SINT1_24990.1	EWB00_005247
OG0006328	SINT1_57960.1	EWB00_005173
OG0006329	SINT1_66400.1	EWB00_009847.1, EWB00_009847.2
OG0006330	SINT1_89320.1	EWB00_000332
OG0006331	SINT1_59230.1	EWB00_003856.1, EWB00_003856.2
OG0006333	SINT1_59840.1	EWB00_007966
OG0006334	SINT1_81390.1	EWB00_008782, EWB00_008784, EWB00_008785
OG0006335	SINT1_93340.1	EWB00_001435.1, EWB00_001435.2
OG0006336	SINT1_21980.1	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298
OG0006337	SINT1_15630.1	EWB00_004817.1, EWB00_004817.2
OG0006339	SINT1_35580.1, SINT1_35580.2	EWB00_006850
OG0006340	SINT1_43730.1, SINT1_43730.2	EWB00_009202
OG0006341	SINT1_51650.1, SINT1_51650.2, SINT1_51650.3	EWB00_007761
OG0006342	SINT1_82890.1	EWB00_007305
OG0006343	SINT1_60710.1	EWB00_011350
OG0006344	SINT1_26040.2, SINT1_26040.1	EWB00_001699.2, EWB00_001699.1
OG0006345	SINT1_70150.1	EWB00_006119
OG0006346	SINT1_88940.1	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3
OG0006347	SINT1_27760.1	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3
OG0006348	SINT1_45330.1	EWB00_009905.1, EWB00_009905.2
OG0006349	SINT1_8580.1, SINT1_8580.2	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3
OG0006350	SINT1_37140.1	EWB00_005600
OG0006351	SINT1_75860.1, SINT1_75860.2	EWB00_002026, EWB00_002025
OG0006352	SINT1_14660.1	EWB00_009368
OG0006353	SINT1_68930.1	EWB00_009435
OG0006354	SINT1_70820.1	EWB00_007366
OG0006355	SINT1_51300.1	EWB00_007227
OG0006356	SINT1_78200.1	EWB00_002296
OG0006357	SINT1_82460.1	EWB00_002181.1, EWB00_002181.2
OG0006358	SINT1_16130.1	EWB00_003104
OG0006359	SINT1_50940.1	EWB00_006783
OG0006360	SINT1_91350.1	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3
OG0006361	SINT1_54410.1	EWB00_002156
OG0006362	SINT1_20090.1	EWB00_010323
OG0006363	SINT1_14310.1	EWB00_004631.1, EWB00_004631.2
OG0006364	SINT1_81310.1	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3
OG0006365	SINT1_22120.1	EWB00_009293.1, EWB00_009293.2
OG0006366	SINT1_52630.1	EWB00_010624
OG0006367	SINT1_69020.1, SINT1_69020.2	EWB00_001598
OG0006368	SINT1_63240.1	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2
OG0006369	SINT1_83700.1	EWB00_001344, EWB00_001345
OG0006370	SINT1_70470.1	EWB00_002727
OG0006371	SINT1_79700.1	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2
OG0006372	SINT1_41180.1	EWB00_004149
OG0006373	SINT1_77460.1	EWB00_001245
OG0006374	SINT1_50760.1	EWB00_003679.2, EWB00_003679.1
OG0006375	SINT1_21330.1	EWB00_008519
OG0006376	SINT1_85670.1	EWB00_006930
OG0006377	SINT1_61220.1	EWB00_011145
OG0006378	SINT1_53680.1	EWB00_006481
OG0006379	SINT1_84810.1	EWB00_000616.1, EWB00_000616.2
OG0006380	SINT1_87370.1, SINT1_87370.2	EWB00_001977
OG0006381	SINT1_74140.1	EWB00_001175
OG0006382	SINT1_83950.1, SINT1_83950.2, SINT1_83950.3	EWB00_008646
OG0006383	SINT1_80100.1	EWB00_009236
OG0006384	SINT1_59270.1	EWB00_003860
OG0006385	SINT1_17870.1	EWB00_006553.1, EWB00_006553.2
OG0006386	SINT1_56360.1	EWB00_009103
OG0006387	SINT1_77190.1	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217
OG0006388	SINT1_59350.1	EWB00_003868
OG0006389	SINT1_83230.1, SINT1_83230.2, SINT1_83230.3	EWB00_004491
OG0006390	SINT1_65230.1	EWB00_010465.1, EWB00_010465.2
OG0006391	SINT1_65220.1	EWB00_010466, EWB00_010467
OG0006392	SINT1_94620.1	EWB00_006667
OG0006393	SINT1_68690.1, SINT1_68690.2, SINT1_68690.3	EWB00_010088.1, EWB00_010088.2
OG0006394	SINT1_48010.1	EWB00_010737
OG0006395	SINT1_14220.1, SINT1_14220.2	EWB00_003708
OG0006397	SINT1_77740.1	EWB00_002658
OG0006398	SINT1_5980.1	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2
OG0006400	SINT1_74220.1	EWB00_001184
OG0006401	SINT1_47110.1	EWB00_000221
OG0006403	SINT1_470.1, SINT1_470.2	EWB00_003589
OG0006404	SINT1_33740.1, SINT1_33740.2	EWB00_001717
OG0006405	SINT1_50150.1	EWB00_005334.1, EWB00_005334.2
OG0006406	SINT1_52560.1	EWB00_010634
OG0006407	SINT1_19630.1	EWB00_010364
OG0006408	SINT1_74950.1	EWB00_010954
OG0006409	SINT1_51770.1	EWB00_007749
OG0006410	SINT1_870.1	EWB00_005666.1, EWB00_005666.2
OG0006411	SINT1_1820.1	EWB00_008798
OG0006412	SINT1_17780.1	EWB00_006541
OG0006414	SINT1_84700.1	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3
OG0006415	SINT1_24520.1	EWB00_001087, EWB00_001088.2, EWB00_001088.1
OG0006416	SINT1_60200.1	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3
OG0006417	SINT1_50050.1, SINT1_50030.1	EWB00_005349
OG0006418	SINT1_8960.1	EWB00_003070.1, EWB00_003070.2
OG0006419	SINT1_28170.1	EWB00_006961
OG0006420	SINT1_63350.1, SINT1_63350.2	EWB00_010418
OG0006421	SINT1_5590.1	EWB00_006324
OG0006422	SINT1_88690.1	EWB00_001854, EWB00_001853
OG0006423	SINT1_81320.1	EWB00_008792.1, EWB00_008792.2
OG0006424	SINT1_50130.1	EWB00_005337
OG0006425	SINT1_77530.2, SINT1_77530.1	EWB00_001251
OG0006426	SINT1_20510.1	EWB00_002512.1, EWB00_002512.2
OG0006427	SINT1_33060.1	EWB00_002138
OG0006428	SINT1_330.1	EWB00_010196
OG0006429	SINT1_11090.1	EWB00_005543
OG0006430	SINT1_3110.1	EWB00_007327
OG0006431	SINT1_89620.1	EWB00_011425.1, EWB00_011425.2
OG0006432	SINT1_77920.1	EWB00_010127, EWB00_002641
OG0006434	SINT1_91570.1	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4
OG0006436	SINT1_68580.1	EWB00_010076
OG0006437	SINT1_89980.1	EWB00_006695
OG0006438	SINT1_75490.1	EWB00_011019.1, EWB00_011019.2
OG0006439	SINT1_13560.1	EWB00_002675
OG0006440	SINT1_50640.1	EWB00_003673.1, EWB00_003673.2
OG0006441	SINT1_94160.1	EWB00_003757.1, EWB00_003757.2
OG0006442	SINT1_35000.1	EWB00_008359.1, EWB00_008359.2
OG0006444	SINT1_87560.1	EWB00_011400
OG0006445	SINT1_69310.1	EWB00_008651.1, EWB00_008651.2
OG0006446	SINT1_52020.1	EWB00_003542
OG0006448	SINT1_4910.1	EWB00_006347.2, EWB00_006347.1
OG0006449	SINT1_31820.1	EWB00_010903
OG0006450	SINT1_2700.1	EWB00_007875
OG0006451	SINT1_70420.1	EWB00_008678, EWB00_008677
OG0006452	SINT1_56270.1	EWB00_003572
OG0006453	SINT1_68620.1	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4
OG0006454	SINT1_9780.1	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3
OG0006455	SINT1_50490.1	EWB00_005212.2, EWB00_005212.1, EWB00_005212.3
OG0006456	SINT1_1590.1	EWB00_003848.1
OG0006457	SINT1_54380.1, SINT1_54380.2, SINT1_54380.3	EWB00_002155.1, EWB00_002155.2
OG0006458	SINT1_65990.1	EWB00_009808
OG0006459	SINT1_55730.1, SINT1_55730.2	EWB00_000884
OG0006460	SINT1_64910.1	EWB00_010500
OG0006461	SINT1_84920.1	EWB00_005303
OG0006462	SINT1_50390.1, SINT1_50390.2	EWB00_004411
OG0006463	SINT1_61900.1	EWB00_009172, EWB00_009173
OG0006464	SINT1_22240.1	EWB00_002392
OG0006465	SINT1_76240.1	EWB00_001411
OG0006466	SINT1_86490.1	EWB00_003275.1, EWB00_003275.2
OG0006467	SINT1_10690.1	EWB00_009480
OG0006468	SINT1_42610.1	EWB00_002826.1, EWB00_002826.2
OG0006469	SINT1_14900.1	EWB00_004168
OG0006470	SINT1_58210.1	EWB00_005809
OG0006471	SINT1_82400.1	EWB00_002188.1, EWB00_002188.2, EWB00_002188.3
OG0006472	SINT1_82370.1	EWB00_002628
OG0006473	SINT1_61720.1	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3
OG0006474	SINT1_65550.1	EWB00_009300.1, EWB00_009300.2, EWB00_009300.3
OG0006475	SINT1_13630.1	EWB00_002666
OG0006476	SINT1_3150.1	EWB00_007324
OG0006477	SINT1_27730.1	EWB00_001082.1, EWB00_001082.2
OG0006478	SINT1_7630.1, SINT1_7630.2	EWB00_008594
OG0006480	SINT1_22430.1	EWB00_002401
OG0006481	SINT1_66580.1	EWB00_005805
OG0006482	SINT1_19830.1	EWB00_010303.1, EWB00_010303.2
OG0006483	SINT1_60090.1	EWB00_011285
OG0006484	SINT1_69540.1	EWB00_007908.1, EWB00_007908.2
OG0006485	SINT1_4300.1	EWB00_004853
OG0006486	SINT1_22440.1, SINT1_22440.2	EWB00_002402.1, EWB00_002402.2
OG0006487	SINT1_72550.1	EWB00_008102
OG0006488	SINT1_16370.1	EWB00_003127
OG0006489	SINT1_11290.1	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3
OG0006490	SINT1_7790.1	EWB00_002090.3
OG0006491	SINT1_83800.1	EWB00_001337
OG0006493	SINT1_23260.1, SINT1_23260.2	EWB00_001529
OG0006494	SINT1_62440.1	EWB00_000390
OG0006495	SINT1_82170.1	EWB00_010386.1, EWB00_010386.2
OG0006496	SINT1_45160.1	EWB00_008211
OG0006497	SINT1_13240.1, SINT1_13240.3, SINT1_13240.2	EWB00_004585.1, EWB00_004585.2
OG0006498	SINT1_1730.1	EWB00_003834.1, EWB00_003834.2, EWB00_003834.3, EWB00_003834.4
OG0006499	SINT1_5680.1, SINT1_5680.2	EWB00_006330
OG0006501	SINT1_88310.1	EWB00_001911.1, EWB00_001911.2, EWB00_001911.3
OG0006502	SINT1_68920.1	EWB00_009434
OG0006503	SINT1_79170.1	EWB00_003482
OG0006504	SINT1_79940.1, SINT1_79940.2	EWB00_000843
OG0006505	SINT1_81730.1	EWB00_007039
OG0006506	SINT1_66090.1	EWB00_003972
OG0006507	SINT1_61630.1, SINT1_61630.3, SINT1_61630.2, SINT1_61630.4	EWB00_004023
OG0006508	SINT1_65590.1	EWB00_004114
OG0006509	SINT1_92340.1	EWB00_004766.2, EWB00_004766.3, EWB00_004766.1
OG0006513	SINT1_37590.1	EWB00_009127
OG0006515	SINT1_42600.1, SINT1_42600.3, SINT1_42600.4, SINT1_42600.2, SINT1_42600.5	EWB00_002825
OG0006516	SINT1_30780.1	EWB00_002892, EWB00_002891
OG0006517	SINT1_93670.1	EWB00_005841
OG0006518	SINT1_94330.3, SINT1_94330.1, SINT1_94330.2	EWB00_010629, EWB00_010628
OG0006519	SINT1_91860.1	EWB00_005878.1, EWB00_005878.2
OG0006521	SINT1_86410.1	EWB00_000315.1, EWB00_000315.2
OG0006522	SINT1_46980.2, SINT1_46980.6, SINT1_46980.3, SINT1_46980.4, SINT1_46980.5, SINT1_46980.1	EWB00_002081.1, EWB00_002081.3, EWB00_002081.2, EWB00_002081.4
OG0006524	SINT1_71690.1, SINT1_71690.2, SINT1_71690.3	EWB00_004987
OG0006525	SINT1_63390.1	EWB00_010424.3, EWB00_010424.1, EWB00_010423, EWB00_010424.2
OG0006527	SINT1_41340.1	EWB00_007662
OG0006528	SINT1_44700.1	EWB00_001016
OG0006529	SINT1_18580.1	EWB00_005453
OG0006535	SINT1_63360.1	EWB00_010420.2, EWB00_010420.3, EWB00_010420.1, EWB00_010420.5, EWB00_010420.4
OG0006543	SINT1_81780.1	EWB00_007047.1, EWB00_007047.2
OG0006544	SINT1_94030.1	EWB00_006687
OG0006545	SINT1_70960.1	EWB00_002786, EWB00_007349
OG0006546	SINT1_88710.1	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3
OG0006547	SINT1_47940.1	EWB00_010749
OG0006548	SINT1_91450.1	EWB00_005521
OG0006549	SINT1_68260.1	EWB00_010044
OG0006551	SINT1_73740.1	EWB00_001399
OG0006552	SINT1_15040.1, SINT1_15040.2	EWB00_002324.1, EWB00_002324.2
OG0006553	SINT1_76170.1	EWB00_001417
OG0006554	SINT1_43830.1	EWB00_001563
OG0006555	SINT1_90850.1	EWB00_009158
OG0006556	SINT1_53820.1, SINT1_53820.2	EWB00_006496
OG0006557	SINT1_60640.1	EWB00_011340
OG0006558	SINT1_70280.1, SINT1_70280.2	EWB00_006097
OG0006559	SINT1_5170.1, SINT1_5170.2	EWB00_008275
OG0006560	SINT1_26780.1	EWB00_005025
OG0006561	SINT1_66510.1	EWB00_009857.1, EWB00_009857.2
OG0006564	SINT1_39050.1	EWB00_006210.1, EWB00_006210.2
OG0006565	SINT1_16720.2, SINT1_16720.1, SINT1_16720.4, SINT1_16720.3	EWB00_002440
OG0006566	SINT1_29350.1	EWB00_009119.1, EWB00_009119.3, EWB00_009119.2, EWB00_009119.4
OG0006567	SINT1_30320.1	EWB00_005991
OG0006568	SINT1_20900.1	EWB00_006440
OG0006569	SINT1_29300.1, SINT1_29300.2	EWB00_007927.1, EWB00_007927.2
OG0006570	SINT1_55260.1	EWB00_003803
OG0006571	SINT1_61550.1, SINT1_61550.2	EWB00_004026
OG0006572	SINT1_46360.1	EWB00_004054
OG0006573	SINT1_1850.1	EWB00_008801
OG0006574	SINT1_66010.1	EWB00_009806
OG0006575	SINT1_57510.1	EWB00_005556
OG0006576	SINT1_57650.1, SINT1_57640.1	EWB00_005567
OG0006578	SINT1_47810.1	EWB00_010765
OG0006579	SINT1_42480.1	EWB00_002814
OG0006580	SINT1_75470.1	EWB00_011017.1, EWB00_011017.2
OG0006581	SINT1_26770.1, SINT1_26770.2	EWB00_005024
OG0006582	SINT1_30690.1	EWB00_002881
OG0006583	SINT1_85330.1	EWB00_008067
OG0006586	SINT1_37420.1	EWB00_001305
OG0006588	SINT1_13960.1	EWB00_009416.1, EWB00_009416.2
OG0006589	SINT1_21550.1	EWB00_003523, EWB00_003524
OG0006590	SINT1_21530.1	EWB00_003527
OG0006591	SINT1_71420.1	EWB00_002706
OG0006592	SINT1_83120.1, SINT1_83120.2	EWB00_004473
OG0006593	SINT1_69980.1	EWB00_000958
OG0006594	SINT1_51760.2, SINT1_51760.3, SINT1_51760.1	EWB00_007750
OG0006595	SINT1_53420.1	EWB00_005388.1, EWB00_005388.2
OG0006596	SINT1_77640.1	EWB00_001262, EWB00_001263
OG0006597	SINT1_76500.1	EWB00_004551
OG0006599	SINT1_23500.1	EWB00_007095.1, EWB00_007095.3, EWB00_007095.2
OG0006600	SINT1_77960.1	EWB00_002637.1, EWB00_002637.3, EWB00_002637.2
OG0006601	SINT1_51720.1	EWB00_007756
OG0006602	SINT1_25250.1	EWB00_004222
OG0006603	SINT1_91060.1	EWB00_005092
OG0006604	SINT1_55600.1	EWB00_008378
OG0006606	SINT1_72130.1	EWB00_006633
OG0006607	SINT1_26390.1	EWB00_003737
OG0006608	SINT1_20970.1	EWB00_006434
OG0006609	SINT1_84640.1	EWB00_004144.1, EWB00_004144.2
OG0006610	SINT1_79480.1	EWB00_006747
OG0006611	SINT1_91460.1	EWB00_005520.2, EWB00_005520.3, EWB00_005520.4, EWB00_005520.5
OG0006613	SINT1_55950.1	EWB00_001203.1, EWB00_001203.2
OG0006615	SINT1_34210.1	EWB00_001789, EWB00_001782, EWB00_001781, EWB00_001785
OG0006616	SINT1_70360.1	EWB00_006105
OG0006617	SINT1_68960.1	EWB00_008687
OG0006618	SINT1_37060.1, SINT1_37060.2	EWB00_005605
OG0006619	SINT1_24240.1	EWB00_001141
OG0006620	SINT1_2020.1	EWB00_004646
OG0006621	SINT1_90700.1, SINT1_90700.2	EWB00_000371
OG0006622	SINT1_16500.1, SINT1_16490.1	EWB00_002467
OG0006623	SINT1_65700.1, SINT1_96620.1, SINT1_96630.1	EWB00_000473
OG0006624	SINT1_34700.1	EWB00_003380
OG0006625	SINT1_61430.1	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4
OG0006627	SINT1_56280.1	EWB00_003571
OG0006628	SINT1_90780.2, SINT1_90780.1	EWB00_000375
OG0006629	SINT1_74540.1	EWB00_007152.1, EWB00_007152.2
OG0006630	SINT1_80340.1	EWB00_000139
OG0006631	SINT1_51270.1	EWB00_007230
OG0006632	SINT1_39200.1	EWB00_006195
OG0006633	SINT1_69030.1	EWB00_001599
OG0006634	SINT1_40960.1	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4
OG0006635	SINT1_7090.1, SINT1_7090.2, SINT1_7090.3	EWB00_007779.1, EWB00_007779.2
OG0006636	SINT1_24910.1	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1
OG0006637	SINT1_43240.1, SINT1_43240.2	EWB00_001809.1, EWB00_001809.2
OG0006638	SINT1_7050.1	EWB00_007775
OG0006639	SINT1_78880.1	EWB00_007494
OG0006641	SINT1_74850.1	EWB00_011047
OG0006642	SINT1_64030.1	EWB00_004701, EWB00_004703
OG0006643	SINT1_57950.1	EWB00_005174
OG0006644	SINT1_24660.1	EWB00_001102.1, EWB00_001102.2
OG0006645	SINT1_60720.1	EWB00_011351
OG0006646	SINT1_51540.1	EWB00_006511
OG0006647	SINT1_65680.1	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3
OG0006648	SINT1_65630.1, SINT1_65640.1	EWB00_004109
