Orthogroup	schistosoma_margrebowiei	schistosoma_turkestanicum
OG0006155	SMRG1_19360.1, SMRG1_19360.2	STRK1_18110.1
OG0006156	SMRG1_77360.1, SMRG1_77360.2	STRK1_71010.1
OG0006157	SMRG1_45260.1	STRK1_42470.1
OG0006158	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3	STRK1_19490.1
OG0006159	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1	STRK1_22080.1
OG0006160	SMRG1_16100.1, SMRG1_16100.2	STRK1_14520.1
OG0006161	SMRG1_85900.1	STRK1_82250.1
OG0006162	SMRG1_18420.1	STRK1_13350.1
OG0006163	SMRG1_540.1	STRK1_1050.1
OG0006164	SMRG1_1450.1	STRK1_91220.1, STRK1_91220.2
OG0006165	SMRG1_71040.1, SMRG1_71040.2	STRK1_68310.1
OG0006166	SMRG1_48080.1, SMRG1_48080.2	STRK1_45280.1
OG0006167	SMRG1_82540.1	STRK1_79630.1
OG0006168	SMRG1_91520.1	STRK1_86100.1
OG0006170	SMRG1_12920.1, SMRG1_12920.2	STRK1_11790.1
OG0006171	SMRG1_3740.1	STRK1_16340.1
OG0006172	SMRG1_44320.1	STRK1_39860.1
OG0006173	SMRG1_20560.1	STRK1_19650.1, STRK1_19650.2
OG0006174	SMRG1_18750.1	STRK1_1980.2
OG0006175	SMRG1_88660.1	STRK1_84400.1, STRK1_84410.1
OG0006176	SMRG1_91790.1	STRK1_88440.1
OG0006177	SMRG1_88320.1	STRK1_85090.1
OG0006178	SMRG1_87860.1	STRK1_84090.1
OG0006179	SMRG1_46660.1, SMRG1_46660.2	STRK1_44420.1
OG0006180	SMRG1_52050.1, SMRG1_52050.2	STRK1_52750.1
OG0006181	SMRG1_79740.1	STRK1_77140.1
OG0006182	SMRG1_32570.1	STRK1_27840.1
OG0006183	SMRG1_32750.1	STRK1_98430.1, STRK1_105450.1, STRK1_98910.1
OG0006184	SMRG1_40620.1, SMRG1_40620.2	STRK1_97650.1, STRK1_99440.1, STRK1_97660.1, STRK1_97690.1
OG0006185	SMRG1_48460.1	STRK1_45900.1
OG0006186	SMRG1_94140.1, SMRG1_94140.2	STRK1_93580.1
OG0006187	SMRG1_43240.1	STRK1_40980.1
OG0006188	SMRG1_43290.1	STRK1_40940.1
OG0006189	SMRG1_96850.1, SMRG1_96850.2	STRK1_92690.1, STRK1_92690.2
OG0006190	SMRG1_96920.1	STRK1_109040.1, STRK1_92790.1
OG0006191	SMRG1_97710.1	STRK1_90680.1
OG0006193	SMRG1_91800.1	STRK1_88430.1
OG0006195	SMRG1_71300.1, SMRG1_71300.2	STRK1_69790.1, STRK1_69790.2, STRK1_69800.1
OG0006196	SMRG1_76760.1	STRK1_76150.2, STRK1_76150.1, STRK1_76150.3
OG0006197	SMRG1_66970.1	STRK1_62910.1
OG0006198	SMRG1_32490.1	STRK1_27760.1
OG0006199	SMRG1_26660.1	STRK1_26210.1, STRK1_25450.1
OG0006200	SMRG1_25550.1, SMRG1_25550.2	STRK1_22710.1, STRK1_96040.1
OG0006201	SMRG1_23760.1, SMRG1_23760.2, SMRG1_23760.3, SMRG1_23760.4	STRK1_22280.1
OG0006202	SMRG1_22800.1	STRK1_21440.1, STRK1_21450.1
OG0006203	SMRG1_43840.1	STRK1_40380.1
OG0006204	SMRG1_36840.1	STRK1_28320.1
OG0006204	SMRG1_36830.1	STRK1_28330.1
OG0006205	SMRG1_16960.1	STRK1_2710.1
OG0006206	SMRG1_13790.1, SMRG1_13790.2	STRK1_5380.1
OG0006207	SMRG1_19820.1	STRK1_18650.1
OG0006209	SMRG1_2250.1, SMRG1_2260.1, SMRG1_2270.1	STRK1_17600.1
OG0006210	SMRG1_7340.1	STRK1_13180.3, STRK1_13180.1, STRK1_13180.2
OG0006211	SMRG1_38690.1	STRK1_28770.1
OG0006213	SMRG1_68070.1, SMRG1_68090.1, SMRG1_68080.1	STRK1_61180.1, STRK1_61190.1, STRK1_61200.1
OG0006214	SMRG1_69830.1	STRK1_65780.1
OG0006214	SMRG1_69820.1	STRK1_65790.1
OG0006215	SMRG1_85890.1	STRK1_82240.1
OG0006225	SMRG1_67310.1	STRK1_64550.1
OG0006226	SMRG1_9830.1	STRK1_9580.1
OG0006227	SMRG1_11010.1	STRK1_10760.1
OG0006228	SMRG1_26410.1	STRK1_26410.1
OG0006229	SMRG1_15380.1	STRK1_3080.1, STRK1_3080.2
OG0006230	SMRG1_94610.1	STRK1_94390.1
OG0006231	SMRG1_40860.1	STRK1_96050.1
OG0006233	SMRG1_44550.1, SMRG1_44550.2	STRK1_42890.1
OG0006234	SMRG1_13530.1, SMRG1_13530.2	STRK1_11200.1
OG0006235	SMRG1_25780.1, SMRG1_25780.2	STRK1_22470.1
OG0006236	SMRG1_69100.1, SMRG1_69100.2	STRK1_66950.1
OG0006237	SMRG1_40330.1, SMRG1_40390.1	STRK1_35210.1
OG0006238	SMRG1_31700.1, SMRG1_31700.2	STRK1_32060.1
OG0006239	SMRG1_77710.1	STRK1_73960.1
OG0006240	SMRG1_83880.1, SMRG1_83880.2	STRK1_105230.1
OG0006241	SMRG1_56440.1, SMRG1_56440.2	STRK1_53760.1
OG0006242	SMRG1_14520.1	STRK1_4710.1
OG0006243	SMRG1_44340.1	STRK1_39840.1
OG0006244	SMRG1_68670.1	STRK1_67330.1, STRK1_67320.1
OG0006245	SMRG1_55830.1	STRK1_54840.1
OG0006246	SMRG1_81650.1	STRK1_78540.1
OG0006247	SMRG1_90190.1	STRK1_87520.1
OG0006248	SMRG1_92110.1	STRK1_87370.1
OG0006249	SMRG1_46430.1	STRK1_43680.1
OG0006250	SMRG1_33090.1	STRK1_34280.1
OG0006251	SMRG1_15900.1	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2
OG0006252	SMRG1_34600.1	STRK1_35510.1
OG0006253	SMRG1_90480.1	STRK1_85780.1
OG0006255	SMRG1_36000.1	STRK1_30700.1
OG0006257	SMRG1_95190.1	STRK1_94790.1
OG0006258	SMRG1_67600.1	STRK1_64850.1
OG0006259	SMRG1_90380.1	STRK1_85680.1
OG0006260	SMRG1_23910.1	STRK1_24560.1, STRK1_24560.2
OG0006261	SMRG1_77150.1	STRK1_71230.1, STRK1_71220.1
OG0006262	SMRG1_69460.1, SMRG1_69460.2	STRK1_66470.1
OG0006263	SMRG1_84600.1	STRK1_81050.1
OG0006264	SMRG1_78230.1	STRK1_74820.1
OG0006265	SMRG1_22840.1	STRK1_21390.1
OG0006266	SMRG1_51330.1	STRK1_54400.1, STRK1_99620.1
OG0006267	SMRG1_40950.1	STRK1_38860.1
OG0006269	SMRG1_48970.1	STRK1_50960.1
OG0006270	SMRG1_15930.1	STRK1_14680.1
OG0006271	SMRG1_18930.1	STRK1_1810.1
OG0006272	SMRG1_9290.1	STRK1_9090.1
OG0006273	SMRG1_44690.1	STRK1_42710.1
OG0006274	SMRG1_45770.1	STRK1_43190.1
OG0006275	SMRG1_81010.1	STRK1_77710.1
OG0006276	SMRG1_86690.1, SMRG1_86690.2	STRK1_83130.1
OG0006277	SMRG1_44360.1	STRK1_39820.1, STRK1_39820.2
OG0006278	SMRG1_85430.1	STRK1_81840.1
OG0006279	SMRG1_40210.1	STRK1_38420.1
OG0006280	SMRG1_11440.1	STRK1_5630.1
OG0006281	SMRG1_32450.1	STRK1_31430.1
OG0006282	SMRG1_78300.1, SMRG1_78300.2	STRK1_74910.1
OG0006283	SMRG1_41760.1, SMRG1_41760.2	STRK1_39610.1, STRK1_39610.2
OG0006284	SMRG1_72950.1	STRK1_70090.1
OG0006285	SMRG1_54780.1	STRK1_47910.1
OG0006286	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3	STRK1_59430.1
OG0006287	SMRG1_74460.1	STRK1_75150.1
OG0006288	SMRG1_74620.1	STRK1_75320.1
OG0006289	SMRG1_78180.1	STRK1_74780.1
OG0006290	SMRG1_65330.1	STRK1_61860.1
OG0006291	SMRG1_62270.1	STRK1_60880.1
OG0006292	SMRG1_69650.1, SMRG1_69650.2	STRK1_106920.1
OG0006293	SMRG1_97280.1	STRK1_90600.1
OG0006294	SMRG1_24680.1	STRK1_24150.1
OG0006295	SMRG1_96330.1, SMRG1_96330.2	STRK1_91170.1
OG0006296	SMRG1_41100.1	STRK1_39010.1, STRK1_39020.1, STRK1_39030.1
OG0006297	SMRG1_26880.1	STRK1_104810.1, STRK1_104800.1, STRK1_26030.1, STRK1_26040.1
OG0006298	SMRG1_1500.1	STRK1_91180.1
OG0006299	SMRG1_2080.1	STRK1_1380.1
OG0006300	SMRG1_8960.1	STRK1_8860.1
OG0006302	SMRG1_55090.1	STRK1_48240.1
OG0006303	SMRG1_410.1	STRK1_880.1
OG0006304	SMRG1_49890.1	STRK1_50020.1
OG0006306	SMRG1_17330.1	STRK1_13480.1
OG0006307	SMRG1_35490.1, SMRG1_35490.2	STRK1_36390.1
OG0006308	SMRG1_73800.1	STRK1_71690.1
OG0006309	SMRG1_79210.1	STRK1_76410.1
OG0006310	SMRG1_6050.1, SMRG1_6050.2	STRK1_5820.1
OG0006311	SMRG1_89760.1	STRK1_85470.1
OG0006312	SMRG1_78090.1	STRK1_74670.1
OG0006313	SMRG1_76590.1	STRK1_75960.1
OG0006315	SMRG1_93970.1	STRK1_91620.1
OG0006316	SMRG1_69670.1	STRK1_66270.1
OG0006317	SMRG1_50690.1	STRK1_49200.1
OG0006318	SMRG1_50950.1	STRK1_48960.1
OG0006319	SMRG1_91500.1	STRK1_86120.1
OG0006320	SMRG1_31130.1	STRK1_32680.1, STRK1_32660.1
OG0006321	SMRG1_940.1, SMRG1_940.2	STRK1_480.1
OG0006322	SMRG1_56290.1	STRK1_25670.1
OG0006323	SMRG1_34020.1	STRK1_35250.1
OG0006324	SMRG1_19830.1	STRK1_18660.3
OG0006325	SMRG1_5500.1	STRK1_3390.1
OG0006326	SMRG1_97150.1, SMRG1_97140.1	STRK1_92580.1
OG0006327	SMRG1_25030.1	STRK1_100820.1
OG0006328	SMRG1_58730.1	STRK1_55680.1, STRK1_55690.1
OG0006329	SMRG1_67520.1	STRK1_64790.1
OG0006330	SMRG1_92020.1	STRK1_85180.1
OG0006331	SMRG1_61280.1	STRK1_57530.1
OG0006332	SMRG1_45700.1	STRK1_42230.4, STRK1_42230.1, STRK1_42230.2, STRK1_42230.3
OG0006333	SMRG1_60630.1	STRK1_58210.1, STRK1_58210.2
OG0006334	SMRG1_83460.1	STRK1_80560.1
OG0006335	SMRG1_96280.1	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1
OG0006336	SMRG1_21720.1	STRK1_110960.1, STRK1_101040.1
OG0006337	SMRG1_15060.1	STRK1_2840.1
OG0006339	SMRG1_35680.1	STRK1_36250.1
OG0006340	SMRG1_43980.1, SMRG1_43980.2	STRK1_40220.1
OG0006341	SMRG1_52330.1	STRK1_46130.1
OG0006342	SMRG1_84970.1	STRK1_81490.1, STRK1_81490.2
OG0006343	SMRG1_59750.1	STRK1_60280.1
OG0006344	SMRG1_26010.1	STRK1_26850.1
OG0006345	SMRG1_72310.1, SMRG1_72290.1	STRK1_68840.1
OG0006346	SMRG1_91650.1	STRK1_85940.1
OG0006347	SMRG1_27800.1	STRK1_23940.1
OG0006348	SMRG1_45640.1	STRK1_42290.1
OG0006349	SMRG1_8110.1	STRK1_12470.1, STRK1_12470.2
OG0006351	SMRG1_77570.1	STRK1_74060.1, STRK1_74050.1
OG0006352	SMRG1_14070.1	STRK1_5110.1
OG0006353	SMRG1_70350.1	STRK1_67570.1
OG0006355	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2	STRK1_62590.1
OG0006356	SMRG1_79800.1	STRK1_77100.1, STRK1_77110.1
OG0006357	SMRG1_84500.1	STRK1_80960.1
OG0006358	SMRG1_15600.1	STRK1_15010.1
OG0006359	SMRG1_51650.1, SMRG1_51650.2	STRK1_52310.1
OG0006360	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2	STRK1_93500.1
OG0006361	SMRG1_55070.1	STRK1_48260.1
OG0006362	SMRG1_19390.1	STRK1_18140.1
OG0006363	SMRG1_13730.1	STRK1_5460.1
OG0006364	SMRG1_83390.1	STRK1_80450.1
OG0006365	SMRG1_22210.1	STRK1_20000.1
OG0006366	SMRG1_53260.1	STRK1_102020.1, STRK1_47020.1
OG0006367	SMRG1_70450.1	STRK1_67710.1
OG0006368	SMRG1_64240.1, SMRG1_64240.2	STRK1_63830.1, STRK1_63840.1
OG0006369	SMRG1_85970.1	STRK1_111330.1, STRK1_82390.1
OG0006370	SMRG1_71960.1	STRK1_69190.1
OG0006371	SMRG1_81640.1	STRK1_78550.1
OG0006372	SMRG1_41380.1	STRK1_39260.1
OG0006373	SMRG1_79070.1, SMRG1_79070.2	STRK1_76240.1
OG0006374	SMRG1_51470.1	STRK1_52160.1
OG0006375	SMRG1_20640.1	STRK1_20270.1, STRK1_108410.1, STRK1_19530.1
OG0006376	SMRG1_88180.1	STRK1_66720.1
OG0006377	SMRG1_62100.1	STRK1_60710.1
OG0006378	SMRG1_54360.1	STRK1_51680.1
OG0006379	SMRG1_87230.1	STRK1_83370.1
OG0006380	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3	STRK1_85310.1
OG0006381	SMRG1_75820.1	STRK1_72050.1
OG0006382	SMRG1_86190.1	STRK1_82640.1
OG0006383	SMRG1_82170.1	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1
OG0006385	SMRG1_17270.1	STRK1_13410.1
OG0006386	SMRG1_57120.1	STRK1_53390.1
OG0006387	SMRG1_78820.1	STRK1_72340.1
OG0006388	SMRG1_61150.1	STRK1_57640.1, STRK1_57640.2
OG0006389	SMRG1_85440.1	STRK1_81850.1
OG0006390	SMRG1_66330.1	STRK1_63450.1
OG0006391	SMRG1_66320.1	STRK1_96790.1, STRK1_63440.1
OG0006392	SMRG1_97510.1	STRK1_90000.1
OG0006393	SMRG1_68620.1	STRK1_67270.1
OG0006394	SMRG1_48700.1	STRK1_51180.1
OG0006395	SMRG1_13590.1	STRK1_11140.1
OG0006396	SMRG1_19980.1	STRK1_18880.1
OG0006397	SMRG1_79320.1	STRK1_77640.1, STRK1_77650.1
OG0006398	SMRG1_5750.1	STRK1_3570.1
OG0006399	SMRG1_12330.1, SMRG1_12330.2	STRK1_8130.1, STRK1_8140.1
OG0006400	SMRG1_75920.1, SMRG1_75920.2	STRK1_72130.1
OG0006401	SMRG1_47790.1	STRK1_45140.1
OG0006402	SMRG1_25890.1	STRK1_26700.1, STRK1_26700.2
OG0006403	SMRG1_1410.1, SMRG1_1410.2	STRK1_80840.1
OG0006404	SMRG1_33710.1	STRK1_34900.1
OG0006405	SMRG1_50900.1	STRK1_49020.1
OG0006406	SMRG1_53170.1	STRK1_46940.1
OG0006407	SMRG1_18960.1	STRK1_1780.1, STRK1_1780.2
OG0006408	SMRG1_76640.1, SMRG1_76640.2	STRK1_76030.1
OG0006409	SMRG1_52440.1, SMRG1_52440.2	STRK1_46230.1
OG0006410	SMRG1_1000.1, SMRG1_1000.2	STRK1_410.1, STRK1_410.2
OG0006411	SMRG1_1720.1	STRK1_1680.1
OG0006412	SMRG1_17360.1	STRK1_13500.1, STRK1_13510.1
OG0006413	SMRG1_92090.1	STRK1_104440.1, STRK1_87390.1
OG0006414	SMRG1_87130.1	STRK1_83640.1, STRK1_83650.1
OG0006415	SMRG1_24480.1	STRK1_24030.1
OG0006416	SMRG1_60280.1	STRK1_61420.1
OG0006417	SMRG1_50780.1	STRK1_49130.1, STRK1_105070.1
OG0006418	SMRG1_8490.1	STRK1_12110.2
OG0006419	SMRG1_28190.1	STRK1_24330.1
OG0006420	SMRG1_64340.1	STRK1_63700.1
OG0006422	SMRG1_91390.1	STRK1_86260.1
OG0006423	SMRG1_83400.1	STRK1_80460.1
OG0006424	SMRG1_50870.1	STRK1_49040.1
OG0006425	SMRG1_79130.1	STRK1_76320.1
OG0006426	SMRG1_19810.1	STRK1_18590.1
OG0006427	SMRG1_33100.1	STRK1_34290.1
OG0006428	SMRG1_1520.1	STRK1_91250.1
OG0006429	SMRG1_10530.1, SMRG1_10530.2	STRK1_10240.1
OG0006430	SMRG1_3110.1	STRK1_16760.2
OG0006431	SMRG1_92290.1	STRK1_103710.1, STRK1_103960.1
OG0006432	SMRG1_79500.1	STRK1_77410.1
OG0006433	SMRG1_43160.1, SMRG1_43160.2	STRK1_41140.1
OG0006434	SMRG1_94500.1, SMRG1_94500.2	STRK1_94930.1
OG0006435	SMRG1_82220.2, SMRG1_82220.1	STRK1_79930.1
OG0006436	SMRG1_68730.1, SMRG1_68730.2	STRK1_67440.1
OG0006437	SMRG1_92660.1	STRK1_88770.1
OG0006438	SMRG1_77240.1	STRK1_71130.1
OG0006439	SMRG1_12970.1	STRK1_11750.1, STRK1_11750.2
OG0006440	SMRG1_51390.1, SMRG1_51390.2	STRK1_52080.1, STRK1_52080.2
OG0006441	SMRG1_97080.1	STRK1_92960.1
OG0006442	SMRG1_35050.1	STRK1_35900.1
OG0006443	SMRG1_19220.1, SMRG1_19220.2	STRK1_17960.1, STRK1_17960.3, STRK1_17960.2
OG0006444	SMRG1_90120.1	STRK1_87400.1
OG0006446	SMRG1_52670.1	STRK1_46510.1
OG0006448	SMRG1_4740.1	STRK1_6640.1
OG0006449	SMRG1_31790.2, SMRG1_31790.1, SMRG1_31790.3	STRK1_31960.1
OG0006450	SMRG1_2460.1	STRK1_111200.1, STRK1_17420.1
OG0006451	SMRG1_72020.1	STRK1_69130.1
OG0006452	SMRG1_57030.1	STRK1_54320.1
OG0006453	SMRG1_68680.1	STRK1_67340.1
OG0006454	SMRG1_9300.1	STRK1_9100.1
OG0006455	SMRG1_51260.1	STRK1_54550.1
OG0006456	SMRG1_580.1	STRK1_1090.1
OG0006457	SMRG1_55040.1	STRK1_105200.1
OG0006458	SMRG1_67100.1	STRK1_63050.1
OG0006459	SMRG1_56510.1	STRK1_53810.1
OG0006460	SMRG1_65980.1	STRK1_62550.1
OG0006461	SMRG1_87330.1, SMRG1_87330.2	STRK1_83500.1
OG0006462	SMRG1_51160.2, SMRG1_51160.1, SMRG1_51160.3	STRK1_54650.1
OG0006463	SMRG1_62770.1	STRK1_59760.1
OG0006464	SMRG1_22100.1	STRK1_20350.1
OG0006465	SMRG1_77930.1	STRK1_74530.1
OG0006466	SMRG1_89090.1	STRK1_88100.1
OG0006467	SMRG1_10150.2, SMRG1_10150.1	STRK1_9870.1, STRK1_9870.2
OG0006468	SMRG1_42920.1	STRK1_37670.1
OG0006469	SMRG1_14350.1	STRK1_4840.1, STRK1_4870.1
OG0006471	SMRG1_84440.1	STRK1_94060.1
OG0006472	SMRG1_84410.2, SMRG1_84410.1	STRK1_94090.1
OG0006473	SMRG1_62610.1	STRK1_65280.1, STRK1_65290.1
OG0006474	SMRG1_66660.1	STRK1_59150.1
OG0006475	SMRG1_13030.1	STRK1_95760.1, STRK1_95790.1
OG0006476	SMRG1_3060.1	STRK1_16960.1
OG0006477	SMRG1_27770.1	STRK1_23980.1
OG0006480	SMRG1_21910.1	STRK1_20640.1
OG0006481	SMRG1_67710.1	STRK1_64950.1
OG0006482	SMRG1_19160.1	STRK1_17880.1
OG0006483	SMRG1_60390.1	STRK1_61520.1, STRK1_61540.1, STRK1_61530.1
OG0006484	SMRG1_70950.1, SMRG1_70950.2	STRK1_68250.1
OG0006485	SMRG1_4200.1	STRK1_15920.1
OG0006486	SMRG1_21900.1	STRK1_20630.1
OG0006487	SMRG1_74130.1	STRK1_71370.1, STRK1_71370.2
OG0006488	SMRG1_15820.1	STRK1_14780.1
OG0006491	SMRG1_86050.1	STRK1_82490.1
OG0006493	SMRG1_23180.1	STRK1_21790.1
OG0006494	SMRG1_63320.1, SMRG1_63320.2	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3
OG0006495	SMRG1_84240.1	STRK1_94260.1
OG0006496	SMRG1_45410.1	STRK1_43060.1
OG0006497	SMRG1_12610.1	STRK1_8430.1
OG0006498	SMRG1_150.1, SMRG1_150.2, SMRG1_150.3	STRK1_1280.1
OG0006499	SMRG1_5450.1	STRK1_3310.1
OG0006501	SMRG1_90970.1	STRK1_86780.1
OG0006502	SMRG1_70340.1	STRK1_107830.1, STRK1_108750.1
OG0006503	SMRG1_80880.1	STRK1_78270.1
OG0006504	SMRG1_81890.1	STRK1_103600.1
OG0006505	SMRG1_83820.1	STRK1_80800.1
OG0006506	SMRG1_67220.1	STRK1_63140.1
OG0006508	SMRG1_66690.1	STRK1_59180.1
OG0006509	SMRG1_95270.1	STRK1_94700.1, STRK1_94710.1
OG0006510	SMRG1_26920.1, SMRG1_26920.2, SMRG1_26920.3	STRK1_104760.1
OG0006512	SMRG1_34630.1, SMRG1_34630.2, SMRG1_34630.3	STRK1_35540.1
OG0006513	SMRG1_37700.1, SMRG1_37700.2	STRK1_33330.1
OG0006514	SMRG1_83300.1	STRK1_79030.1, STRK1_80360.1
OG0006515	SMRG1_42910.1	STRK1_37660.1
OG0006516	SMRG1_30790.1	STRK1_29310.1
OG0006517	SMRG1_96630.1	STRK1_93180.1
OG0006518	SMRG1_97250.1	STRK1_92450.1, STRK1_92460.1, STRK1_92430.1, STRK1_101000.1
OG0006519	SMRG1_94810.1	STRK1_91850.1
OG0006520	SMRG1_95890.1, SMRG1_95890.2, SMRG1_95890.3	STRK1_91010.1
OG0006521	SMRG1_88990.1	STRK1_88210.1, STRK1_88220.1, STRK1_88190.2, STRK1_88190.1
OG0006523	SMRG1_77540.3, SMRG1_77540.1, SMRG1_77540.2	STRK1_74100.1, STRK1_74100.2
OG0006524	SMRG1_73260.1	STRK1_70420.1
OG0006526	SMRG1_33330.1, SMRG1_33340.1	STRK1_34540.1, STRK1_34550.1
OG0006527	SMRG1_41600.2, SMRG1_41600.3	STRK1_39440.1
OG0006528	SMRG1_44880.1	STRK1_42150.1
OG0006529	SMRG1_16610.1	STRK1_2410.1
OG0006531	SMRG1_49460.1	STRK1_50390.1, STRK1_50390.2
OG0006532	SMRG1_82020.1	STRK1_78590.1
OG0006533	SMRG1_88040.1	STRK1_84250.1
OG0006534	SMRG1_26380.4, SMRG1_26380.1, SMRG1_26380.2, SMRG1_26380.3	STRK1_26440.1, STRK1_26440.2
OG0006535	SMRG1_64350.1, SMRG1_64350.2	STRK1_63710.1
OG0006543	SMRG1_83870.1	STRK1_93960.1
OG0006544	SMRG1_96950.1	STRK1_92820.1
OG0006545	SMRG1_71440.1	STRK1_69630.1
OG0006546	SMRG1_91410.1	STRK1_86250.1
OG0006547	SMRG1_48620.1	STRK1_51280.1
OG0006548	SMRG1_94360.1	STRK1_92270.1
OG0006549	SMRG1_69090.1, SMRG1_69090.2	STRK1_66960.1
OG0006551	SMRG1_75380.1, SMRG1_75380.2	STRK1_74400.1
OG0006552	SMRG1_14510.1	STRK1_4720.1
OG0006553	SMRG1_77860.1	STRK1_73830.1
OG0006554	SMRG1_44090.1	STRK1_105650.1, STRK1_99230.1
OG0006555	SMRG1_93790.1	STRK1_89680.1
OG0006556	SMRG1_54490.1	STRK1_51800.1
OG0006557	SMRG1_59820.1	STRK1_60210.1
OG0006558	SMRG1_72160.1	STRK1_68950.1
OG0006559	SMRG1_4980.1, SMRG1_4980.2, SMRG1_4980.3, SMRG1_4980.5	STRK1_6930.1
OG0006560	SMRG1_26850.1	STRK1_26070.1
OG0006561	SMRG1_67640.1	STRK1_64890.1
OG0006562	SMRG1_13060.1	STRK1_11670.1
OG0006563	SMRG1_88300.1, SMRG1_88300.2	STRK1_85110.1
OG0006564	SMRG1_39080.1	STRK1_101090.1
OG0006565	SMRG1_18300.1	STRK1_14470.1
OG0006566	SMRG1_29340.1	STRK1_36670.1
OG0006567	SMRG1_30300.1	STRK1_29780.1
OG0006568	SMRG1_21150.1	STRK1_19020.1
OG0006569	SMRG1_29320.1	STRK1_36690.1
OG0006570	SMRG1_55980.1	STRK1_55140.1, STRK1_55150.1
OG0006571	SMRG1_62420.1, SMRG1_62420.2	STRK1_65470.1
OG0006572	SMRG1_46990.1	STRK1_44240.1
OG0006573	SMRG1_1750.1	STRK1_1640.1
OG0006574	SMRG1_67120.1	STRK1_63060.1
OG0006575	SMRG1_58260.1	STRK1_55900.1
OG0006576	SMRG1_58390.1, SMRG1_58370.1	STRK1_56000.1
OG0006577	SMRG1_35870.1	STRK1_30510.1
OG0006578	SMRG1_48490.1	STRK1_45920.1
OG0006579	SMRG1_42810.1	STRK1_37550.1
OG0006580	SMRG1_77220.1	STRK1_71150.1
OG0006581	SMRG1_26800.1	STRK1_26080.1
OG0006582	SMRG1_30710.1	STRK1_29400.1
OG0006583	SMRG1_87800.1	STRK1_102930.1, STRK1_108630.1
OG0006584	SMRG1_2290.1, SMRG1_2300.1	STRK1_17620.1
OG0006585	SMRG1_16970.1	STRK1_2720.1
OG0006586	SMRG1_37540.1	STRK1_33600.1
OG0006588	SMRG1_13340.1, SMRG1_13340.2	STRK1_11380.1
OG0006589	SMRG1_20360.1	STRK1_19850.1
OG0006590	SMRG1_20380.1	STRK1_19870.1
OG0006591	SMRG1_72980.1, SMRG1_72980.2, SMRG1_72980.3	STRK1_70130.1
OG0006592	SMRG1_85340.1	STRK1_81710.1, STRK1_81710.2
OG0006593	SMRG1_72500.1	STRK1_68660.1
OG0006594	SMRG1_52430.1	STRK1_46220.1
OG0006595	SMRG1_54060.1	STRK1_47840.1
OG0006596	SMRG1_79250.1	STRK1_76440.1
OG0006597	SMRG1_78170.2, SMRG1_78170.1	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3
OG0006598	SMRG1_95230.1	STRK1_94760.1
OG0006599	SMRG1_23460.1	STRK1_22030.1
OG0006601	SMRG1_52380.1	STRK1_46180.1
OG0006602	SMRG1_25310.1	STRK1_23050.1
OG0006603	SMRG1_93920.1	STRK1_91570.1
OG0006604	SMRG1_56350.1, SMRG1_56350.2	STRK1_53680.1
OG0006605	SMRG1_16350.1	STRK1_2130.1, STRK1_2130.2, STRK1_2140.1
OG0006606	SMRG1_73680.1	STRK1_71790.1
OG0006607	SMRG1_26360.1	STRK1_26460.1
OG0006608	SMRG1_21060.1	STRK1_19000.1
OG0006609	SMRG1_87060.1, SMRG1_87060.2, SMRG1_87060.3, SMRG1_87060.4	STRK1_83720.1
OG0006610	SMRG1_81350.3, SMRG1_81350.1, SMRG1_81350.2	STRK1_79040.1
OG0006611	SMRG1_94370.1	STRK1_92280.2
OG0006613	SMRG1_56730.1	STRK1_54020.1
OG0006614	SMRG1_66160.1, SMRG1_66160.2	STRK1_63300.1
OG0006615	SMRG1_34190.1	STRK1_27510.1
OG0006616	SMRG1_72080.1	STRK1_69050.1
OG0006617	SMRG1_70390.1	STRK1_101690.1
OG0006618	SMRG1_37210.1	STRK1_27990.1
OG0006619	SMRG1_24180.1	STRK1_24820.1, STRK1_98160.1
OG0006620	SMRG1_1890.1	STRK1_1510.1
OG0006621	SMRG1_93620.1, SMRG1_93620.2	STRK1_89830.1, STRK1_89820.1
OG0006622	SMRG1_15960.1	STRK1_14660.1
OG0006623	SMRG1_66810.1	STRK1_62780.1
OG0006624	SMRG1_34700.1	STRK1_35610.1
OG0006625	SMRG1_62320.1	STRK1_65570.1
OG0006626	SMRG1_32600.1	STRK1_27870.1, STRK1_33800.1
OG0006627	SMRG1_57040.1, SMRG1_57040.2	STRK1_54330.1
OG0006628	SMRG1_93690.1	STRK1_89760.1
OG0006629	SMRG1_76230.1	STRK1_73420.1
OG0006631	SMRG1_51950.1	STRK1_52660.1, STRK1_52670.1
OG0006632	SMRG1_39240.1	STRK1_41310.1, STRK1_41320.1
OG0006633	SMRG1_70460.1	STRK1_67700.1
OG0006634	SMRG1_41160.1	STRK1_39090.1
