Orthogroup	schistosoma_margrebowiei	schmidtea_mediterranea
OG0006298	SMRG1_1500.1	h1SMcT0000655.1, h1SMcT0002853.1
OG0006299	SMRG1_2080.1	h1SMcT0015874.1
OG0006300	SMRG1_8960.1	h1SMcT0009812.1, h1SMcT0009812.2, h1SMcT0009812.3, h1SMcT0009812.4
OG0006302	SMRG1_55090.1	h1SMcT0020005.1
OG0006303	SMRG1_410.1	h1SMcT0003773.1
OG0006304	SMRG1_49890.1	h1SMcT0015343.1, h1SMcT0015343.2, h1SMcT0022224.1
OG0006307	SMRG1_35490.1, SMRG1_35490.2	h1SMcT0021052.1
OG0006308	SMRG1_73800.1	h1SMcT0009615.1, h1SMcT0011923.1
OG0006309	SMRG1_79210.1	h1SMcT0008502.1, h1SMcT0006741.1
OG0006312	SMRG1_78090.1	h1SMcT0010850.1
OG0006313	SMRG1_76590.1	h1SMcT0012935.1, h1SMcT0012936.1, h1SMcT0012936.2
OG0006314	SMRG1_72580.1	h1SMcT0017764.1, h1SMcT0017765.1, h1SMcT0017763.1, h1SMcT0017763.2
OG0006315	SMRG1_93970.1	h1SMcT0017164.1, h1SMcT0017164.2
OG0006316	SMRG1_69670.1	h1SMcT0011094.1
OG0006317	SMRG1_50690.1	h1SMcT0008746.1
OG0006318	SMRG1_50950.1	h1SMcT0017696.1, h1SMcT0017696.2
OG0006319	SMRG1_91500.1	h1SMcT0018260.1, h1SMcT0018260.2
OG0006320	SMRG1_31130.1	h1SMcT0008691.1
OG0006321	SMRG1_940.1, SMRG1_940.2	h1SMcT0018346.1
OG0006324	SMRG1_19830.1	h1SMcT0021959.1, h1SMcT0021959.2, h1SMcT0021960.1
OG0006325	SMRG1_5500.1	h1SMcT0006261.1, h1SMcT0019275.1
OG0006326	SMRG1_97150.1, SMRG1_97140.1	h1SMcT0014252.1
OG0006327	SMRG1_25030.1	h1SMcT0007448.1, h1SMcT0022768.1
OG0006328	SMRG1_58730.1	h1SMcT0000223.1
OG0006330	SMRG1_92020.1	h1SMcT0020253.1, h1SMcT0020253.2, h1SMcT0020253.3
OG0006331	SMRG1_61280.1	h1SMcT0003329.1, h1SMcT0003329.2
OG0006333	SMRG1_60630.1	h1SMcT0008013.1
OG0006337	SMRG1_15060.1	h1SMcT0001485.1, h1SMcT0001485.2, h1SMcT0001485.3
OG0006338	SMRG1_20710.1	h1SMcT0017004.1
OG0006339	SMRG1_35680.1	h1SMcT0004595.1
OG0006343	SMRG1_59750.1	h1SMcT0009369.1
OG0006344	SMRG1_26010.1	h1SMcT0019920.1, h1SMcT0019920.2
OG0006345	SMRG1_72310.1, SMRG1_72290.1	h1SMcT0016593.1, h1SMcT0005375.1, h1SMcT0004764.1, h1SMcT0004764.2
OG0006346	SMRG1_91650.1	h1SMcT0016529.1, h1SMcT0021796.1
OG0006347	SMRG1_27800.1	h1SMcT0001189.1
OG0006348	SMRG1_45640.1	h1SMcT0020762.1, h1SMcT0022946.1
OG0006351	SMRG1_77570.1	h1SMcT0017853.1
OG0006352	SMRG1_14070.1	h1SMcT0016461.1, h1SMcT0008101.1, h1SMcT0008101.2
OG0006353	SMRG1_70350.1	h1SMcT0020359.1, h1SMcT0009110.1, h1SMcT0009110.2
OG0006356	SMRG1_79800.1	h1SMcT0016848.1, h1SMcT0016848.2
OG0006357	SMRG1_84500.1	h1SMcT0015000.1
OG0006359	SMRG1_51650.1, SMRG1_51650.2	h1SMcT0016885.1
OG0006360	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2	h1SMcT0013736.1
OG0006361	SMRG1_55070.1	h1SMcT0003581.1
OG0006364	SMRG1_83390.1	h1SMcT0017879.1
OG0006365	SMRG1_22210.1	h1SMcT0017184.1
OG0006366	SMRG1_53260.1	h1SMcT0010929.1, h1SMcT0010929.2
OG0006367	SMRG1_70450.1	h1SMcT0018248.1, h1SMcT0018248.2
OG0006371	SMRG1_81640.1	h1SMcT0012883.1
OG0006374	SMRG1_51470.1	h1SMcT0003426.1
OG0006375	SMRG1_20640.1	h1SMcT0000518.1, h1SMcT0022895.1
OG0006376	SMRG1_88180.1	h1SMcT0002933.1
OG0006378	SMRG1_54360.1	h1SMcT0005541.1
OG0006379	SMRG1_87230.1	h1SMcT0006383.1, h1SMcT0007275.1
OG0006380	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3	h1SMcT0001814.1
OG0006382	SMRG1_86190.1	h1SMcT0017613.1, h1SMcT0017613.2, h1SMcT0017613.3
OG0006383	SMRG1_82170.1	h1SMcT0006426.1, h1SMcT0006426.2
OG0006385	SMRG1_17270.1	h1SMcT0000299.1, h1SMcT0000299.2
OG0006388	SMRG1_61150.1	h1SMcT0020090.1
OG0006389	SMRG1_85440.1	h1SMcT0017304.1
OG0006390	SMRG1_66330.1	h1SMcT0006853.1
OG0006392	SMRG1_97510.1	h1SMcT0003411.1
OG0006393	SMRG1_68620.1	h1SMcT0015669.1
OG0006394	SMRG1_48700.1	h1SMcT0006283.1, h1SMcT0006283.2
OG0006395	SMRG1_13590.1	h1SMcT0010614.2
OG0006396	SMRG1_19980.1	h1SMcT0010062.1, h1SMcT0010062.2
OG0006398	SMRG1_5750.1	h1SMcT0006116.1
OG0006399	SMRG1_12330.1, SMRG1_12330.2	h1SMcT0012056.1, h1SMcT0012056.2
OG0006400	SMRG1_75920.1, SMRG1_75920.2	h1SMcT0017307.1, h1SMcT0020300.1, h1SMcT0020300.3
OG0006401	SMRG1_47790.1	h1SMcT0022013.1
OG0006402	SMRG1_25890.1	h1SMcT0011823.1, h1SMcT0011823.2
OG0006403	SMRG1_1410.1, SMRG1_1410.2	h1SMcT0019182.1
OG0006404	SMRG1_33710.1	h1SMcT0006220.1, h1SMcT0006220.3, h1SMcT0006220.2
OG0006405	SMRG1_50900.1	h1SMcT0018645.1
OG0006412	SMRG1_17360.1	h1SMcT0006462.1, h1SMcT0006462.2
OG0006414	SMRG1_87130.1	h1SMcT0013013.1
OG0006415	SMRG1_24480.1	h1SMcT0011943.1, h1SMcT0003437.1, h1SMcT0003437.2
OG0006416	SMRG1_60280.1	h1SMcT0007588.1
OG0006417	SMRG1_50780.1	h1SMcT0004638.2, h1SMcT0004638.1, h1SMcT0004638.3
OG0006418	SMRG1_8490.1	h1SMcT0019215.1
OG0006419	SMRG1_28190.1	h1SMcT0005756.1
OG0006424	SMRG1_50870.1	h1SMcT0006518.1
OG0006425	SMRG1_79130.1	h1SMcT0006420.1, h1SMcT0006420.2, h1SMcT0014274.1
OG0006426	SMRG1_19810.1	h1SMcT0005633.1
OG0006427	SMRG1_33100.1	h1SMcT0002172.1, h1SMcT0013156.1, h1SMcT0020795.1
OG0006428	SMRG1_1520.1	h1SMcT0012304.1, h1SMcT0012304.2
OG0006429	SMRG1_10530.1, SMRG1_10530.2	h1SMcT0008373.1, h1SMcT0001149.1, h1SMcT0007358.1
OG0006430	SMRG1_3110.1	h1SMcT0005072.1
OG0006431	SMRG1_92290.1	h1SMcT0005600.1
OG0006433	SMRG1_43160.1, SMRG1_43160.2	h1SMcT0015326.1, h1SMcT0015326.2
OG0006435	SMRG1_82220.2, SMRG1_82220.1	h1SMcT0006875.1
OG0006436	SMRG1_68730.1, SMRG1_68730.2	h1SMcT0016628.1, h1SMcT0009930.1, h1SMcT0002558.1, h1SMcT0002558.2
OG0006437	SMRG1_92660.1	h1SMcT0002265.1
OG0006438	SMRG1_77240.1	h1SMcT0000500.1
OG0006439	SMRG1_12970.1	h1SMcT0004348.1
OG0006440	SMRG1_51390.1, SMRG1_51390.2	h1SMcT0014228.1
OG0006443	SMRG1_19220.1, SMRG1_19220.2	h1SMcT0003262.1
OG0006444	SMRG1_90120.1	h1SMcT0001062.1
OG0006445	SMRG1_70730.1	h1SMcT0007143.1, h1SMcT0007143.2
OG0006446	SMRG1_52670.1	h1SMcT0012505.3, h1SMcT0012505.1, h1SMcT0012505.2
OG0006447	SMRG1_88750.1	h1SMcT0008127.1
OG0006448	SMRG1_4740.1	h1SMcT0010658.1, h1SMcT0010658.2, h1SMcT0010658.3, h1SMcT0010658.4
OG0006449	SMRG1_31790.2, SMRG1_31790.1, SMRG1_31790.3	h1SMcT0000439.1
OG0006450	SMRG1_2460.1	h1SMcT0003681.1, h1SMcT0021965.1
OG0006451	SMRG1_72020.1	h1SMcT0001916.1
OG0006452	SMRG1_57030.1	h1SMcT0010998.1
OG0006453	SMRG1_68680.1	h1SMcT0004320.1, h1SMcT0004320.2
OG0006454	SMRG1_9300.1	h1SMcT0007237.1, h1SMcT0001766.1, h1SMcT0007238.1
OG0006455	SMRG1_51260.1	h1SMcT0010537.1, h1SMcT0010537.2
OG0006456	SMRG1_580.1	h1SMcT0016808.1
OG0006458	SMRG1_67100.1	h1SMcT0000245.1
OG0006459	SMRG1_56510.1	h1SMcT0003107.1
OG0006460	SMRG1_65980.1	h1SMcT0009688.1, h1SMcT0009688.3, h1SMcT0009688.5, h1SMcT0009688.2, h1SMcT0009688.4
OG0006461	SMRG1_87330.1, SMRG1_87330.2	h1SMcT0013079.1
OG0006462	SMRG1_51160.2, SMRG1_51160.1, SMRG1_51160.3	h1SMcT0015627.1
OG0006463	SMRG1_62770.1	h1SMcT0000917.1
OG0006464	SMRG1_22100.1	h1SMcT0007969.1, h1SMcT0007969.2, h1SMcT0007969.3
OG0006466	SMRG1_89090.1	h1SMcT0018794.1, h1SMcT0018794.2
OG0006467	SMRG1_10150.2, SMRG1_10150.1	h1SMcT0018340.1
OG0006468	SMRG1_42920.1	h1SMcT0015661.1
OG0006469	SMRG1_14350.1	h1SMcT0002095.1, h1SMcT0002095.3, h1SMcT0002095.2
OG0006470	SMRG1_58960.1	h1SMcT0013516.1
OG0006471	SMRG1_84440.1	h1SMcT0008136.1
OG0006472	SMRG1_84410.2, SMRG1_84410.1	h1SMcT0003862.1
OG0006474	SMRG1_66660.1	h1SMcT0021984.1
OG0006475	SMRG1_13030.1	h1SMcT0015752.1
OG0006476	SMRG1_3060.1	h1SMcT0008480.1
OG0006477	SMRG1_27770.1	h1SMcT0006216.1
OG0006480	SMRG1_21910.1	h1SMcT0009285.3, h1SMcT0009285.4, h1SMcT0009285.2, h1SMcT0009285.1
OG0006481	SMRG1_67710.1	h1SMcT0011835.1, h1SMcT0011835.2
OG0006483	SMRG1_60390.1	h1SMcT0008738.1, h1SMcT0008737.1, h1SMcT0007808.1, h1SMcT0022082.1
OG0006486	SMRG1_21900.1	h1SMcT0016989.1, h1SMcT0016990.1
OG0006487	SMRG1_74130.1	h1SMcT0007650.1
OG0006488	SMRG1_15820.1	h1SMcT0002411.1, h1SMcT0021061.1
OG0006490	SMRG1_7330.1	h1SMcT0010567.1
OG0006491	SMRG1_86050.1	h1SMcT0017740.1
OG0006492	SMRG1_31570.1	h1SMcT0000613.1
OG0006494	SMRG1_63320.1, SMRG1_63320.2	h1SMcT0016118.1
OG0006495	SMRG1_84240.1	h1SMcT0022190.2, h1SMcT0022190.1
OG0006496	SMRG1_45410.1	h1SMcT0022295.1, h1SMcT0022295.2
OG0006498	SMRG1_150.1, SMRG1_150.2, SMRG1_150.3	h1SMcT0001273.1
OG0006499	SMRG1_5450.1	h1SMcT0020873.1
OG0006501	SMRG1_90970.1	h1SMcT0020260.1
OG0006503	SMRG1_80880.1	h1SMcT0013964.1, h1SMcT0013964.2, h1SMcT0008714.1, h1SMcT0008715.1
OG0006506	SMRG1_67220.1	h1SMcT0000633.1, h1SMcT0012509.2, h1SMcT0012509.8
OG0006507	SMRG1_62500.1	h1SMcT0008818.1, h1SMcT0008818.2
OG0006508	SMRG1_66690.1	h1SMcT0008988.1, h1SMcT0008988.3, h1SMcT0008988.2, h1SMcT0008988.4, h1SMcT0008988.5, h1SMcT0008988.6, h1SMcT0008988.7
OG0006509	SMRG1_95270.1	h1SMcT0001266.1
OG0006510	SMRG1_26920.1, SMRG1_26920.2, SMRG1_26920.3	h1SMcT0022873.1, h1SMcT0022873.2
OG0006513	SMRG1_37700.1, SMRG1_37700.2	h1SMcT0003911.1, h1SMcT0001477.1, h1SMcT0005497.1
OG0006514	SMRG1_83300.1	h1SMcT0014377.1
OG0006517	SMRG1_96630.1	h1SMcT0005861.1, h1SMcT0004717.2
OG0006519	SMRG1_94810.1	h1SMcT0020666.1
OG0006525	SMRG1_64380.1	h1SMcT0022177.1
OG0006543	SMRG1_83870.1	h1SMcT0015299.1
OG0006544	SMRG1_96950.1	h1SMcT0009306.1
OG0006545	SMRG1_71440.1	h1SMcT0005144.1
OG0006548	SMRG1_94360.1	h1SMcT0001078.1
OG0006552	SMRG1_14510.1	h1SMcT0021443.1
OG0006553	SMRG1_77860.1	h1SMcT0011765.1, h1SMcT0007041.2, h1SMcT0007041.1, h1SMcT0007041.3
OG0006554	SMRG1_44090.1	h1SMcT0016709.1
OG0006557	SMRG1_59820.1	h1SMcT0001898.1, h1SMcT0004846.1
OG0006559	SMRG1_4980.1, SMRG1_4980.2, SMRG1_4980.3, SMRG1_4980.5	h1SMcT0010999.1
OG0006560	SMRG1_26850.1	h1SMcT0005503.1
OG0006561	SMRG1_67640.1	h1SMcT0022230.1, h1SMcT0022230.3, h1SMcT0022230.2
OG0006562	SMRG1_13060.1	h1SMcT0003584.1
OG0006566	SMRG1_29340.1	h1SMcT0010659.1
OG0006567	SMRG1_30300.1	h1SMcT0013213.1, h1SMcT0019795.1, h1SMcT0019797.1, h1SMcT0004502.1
OG0006568	SMRG1_21150.1	h1SMcT0003492.1, h1SMcT0003492.3, h1SMcT0003492.2
OG0006569	SMRG1_29320.1	h1SMcT0001902.1, h1SMcT0001902.2
OG0006570	SMRG1_55980.1	h1SMcT0017168.1
OG0006571	SMRG1_62420.1, SMRG1_62420.2	h1SMcT0014394.1, h1SMcT0014394.2
OG0006572	SMRG1_46990.1	h1SMcT0001020.1
OG0006573	SMRG1_1750.1	h1SMcT0017971.1
OG0006574	SMRG1_67120.1	h1SMcT0001195.1, h1SMcT0022907.1, h1SMcT0022907.2
OG0006575	SMRG1_58260.1	h1SMcT0007824.1, h1SMcT0007824.2
OG0006577	SMRG1_35870.1	h1SMcT0002191.1, h1SMcT0002191.2
OG0006579	SMRG1_42810.1	h1SMcT0022358.1, h1SMcT0022358.2, h1SMcT0022358.3, h1SMcT0022358.4
OG0006580	SMRG1_77220.1	h1SMcT0012739.1, h1SMcT0012739.2
OG0006581	SMRG1_26800.1	h1SMcT0011356.1, h1SMcT0013532.1
OG0006582	SMRG1_30710.1	h1SMcT0021507.1, h1SMcT0010828.1, h1SMcT0010714.1
OG0006585	SMRG1_16970.1	h1SMcT0003746.1
OG0006586	SMRG1_37540.1	h1SMcT0018534.1
OG0006588	SMRG1_13340.1, SMRG1_13340.2	h1SMcT0008337.1
OG0006590	SMRG1_20380.1	h1SMcT0001276.1, h1SMcT0019290.1, h1SMcT0019290.2, h1SMcT0019290.3
OG0006591	SMRG1_72980.1, SMRG1_72980.2, SMRG1_72980.3	h1SMcT0012764.1
OG0006595	SMRG1_54060.1	h1SMcT0002034.1
OG0006596	SMRG1_79250.1	h1SMcT0010208.1, h1SMcT0010208.2
OG0006597	SMRG1_78170.2, SMRG1_78170.1	h1SMcT0006841.1
OG0006598	SMRG1_95230.1	h1SMcT0011555.1, h1SMcT0015818.1, h1SMcT0012618.1, h1SMcT0001878.1, h1SMcT0001878.2
OG0006601	SMRG1_52380.1	h1SMcT0013008.2
OG0006602	SMRG1_25310.1	h1SMcT0005303.1
OG0006603	SMRG1_93920.1	h1SMcT0017182.1, h1SMcT0018250.1, h1SMcT0000787.1, h1SMcT0000788.1
OG0006604	SMRG1_56350.1, SMRG1_56350.2	h1SMcT0006690.1
OG0006605	SMRG1_16350.1	h1SMcT0003987.2, h1SMcT0003987.1, h1SMcT0003987.3, h1SMcT0003987.4
OG0006606	SMRG1_73680.1	h1SMcT0018446.1, h1SMcT0018446.2
OG0006607	SMRG1_26360.1	h1SMcT0004103.1
OG0006608	SMRG1_21060.1	h1SMcT0008833.1, h1SMcT0014528.1, h1SMcT0013569.1
OG0006613	SMRG1_56730.1	h1SMcT0017031.1, h1SMcT0001928.1
OG0006614	SMRG1_66160.1, SMRG1_66160.2	h1SMcT0008173.1
OG0006615	SMRG1_34190.1	h1SMcT0011285.1, h1SMcT0011286.1
OG0006616	SMRG1_72080.1	h1SMcT0002093.1
OG0006619	SMRG1_24180.1	h1SMcT0007411.1, h1SMcT0000282.1
OG0006620	SMRG1_1890.1	h1SMcT0017271.1, h1SMcT0017271.2
OG0006622	SMRG1_15960.1	h1SMcT0012049.1
OG0006623	SMRG1_66810.1	h1SMcT0003436.1
OG0006624	SMRG1_34700.1	h1SMcT0013698.1, h1SMcT0013698.2
OG0006625	SMRG1_62320.1	h1SMcT0015066.1
OG0006626	SMRG1_32600.1	h1SMcT0018963.1
OG0006627	SMRG1_57040.1, SMRG1_57040.2	h1SMcT0000534.5
OG0006628	SMRG1_93690.1	h1SMcT0022187.1
OG0006630	SMRG1_82410.1	h1SMcT0017296.1
OG0006632	SMRG1_39240.1	h1SMcT0003631.1
OG0006633	SMRG1_70460.1	h1SMcT0006207.1, h1SMcT0020454.1, h1SMcT0006996.1, h1SMcT0021098.1, h1SMcT0021099.1
OG0006634	SMRG1_41160.1	h1SMcT0007730.1
OG0006635	SMRG1_6770.1	h1SMcT0007472.1
OG0006636	SMRG1_24950.1	h1SMcT0021936.1
OG0006638	SMRG1_6730.1	h1SMcT0002815.1
OG0006639	SMRG1_80490.1	h1SMcT0013965.1
OG0006640	SMRG1_8700.1	h1SMcT0011267.1, h1SMcT0003930.1, h1SMcT0003930.2, h1SMcT0003930.3
OG0006642	SMRG1_65100.1	h1SMcT0020634.1, h1SMcT0010623.1, h1SMcT0010623.2
OG0006644	SMRG1_24710.1	h1SMcT0015822.1, h1SMcT0017092.1
OG0006645	SMRG1_59740.1	h1SMcT0008107.1
OG0006646	SMRG1_52210.1	h1SMcT0015675.1, h1SMcT0016764.1
OG0006647	SMRG1_66790.1	h1SMcT0000063.1
OG0006648	SMRG1_66730.1	h1SMcT0022436.1
OG0006651	SMRG1_12110.1	h1SMcT0021649.1
OG0006653	SMRG1_64960.1	h1SMcT0003680.1, h1SMcT0014349.1, h1SMcT0015536.1
OG0006654	SMRG1_66780.1	h1SMcT0010499.1, h1SMcT0010499.2, h1SMcT0010499.3
OG0006655	SMRG1_34330.1	h1SMcT0020640.1, h1SMcT0020640.2
OG0006656	SMRG1_34320.1	h1SMcT0011532.1
OG0006657	SMRG1_25440.1, SMRG1_25440.2	h1SMcT0017824.1, h1SMcT0017824.2, h1SMcT0017824.3
OG0006659	SMRG1_35170.1	h1SMcT0013158.1, h1SMcT0004802.1, h1SMcT0022494.1
OG0006660	SMRG1_86100.1	h1SMcT0015553.1
OG0006661	SMRG1_73280.1	h1SMcT0007949.1, h1SMcT0007949.2
OG0006665	SMRG1_36650.1	h1SMcT0021157.1
OG0006667	SMRG1_6630.1	h1SMcT0017461.1
OG0006668	SMRG1_24700.1	h1SMcT0002023.1, h1SMcT0004921.1
OG0006669	SMRG1_13700.1	h1SMcT0013425.1, h1SMcT0013425.2
OG0006670	SMRG1_72170.1	h1SMcT0020793.1
OG0006672	SMRG1_17080.1	h1SMcT0013492.1
OG0006673	SMRG1_19700.1	h1SMcT0006718.1
OG0006675	SMRG1_21500.1	h1SMcT0020173.1, h1SMcT0003835.1, h1SMcT0002964.1, h1SMcT0013085.1
OG0006676	SMRG1_74930.1	h1SMcT0020171.1
OG0006677	SMRG1_22820.1	h1SMcT0015603.1
OG0006678	SMRG1_47610.1	h1SMcT0017713.1
OG0006679	SMRG1_32370.1	h1SMcT0011947.1
OG0006680	SMRG1_11490.1	h1SMcT0022338.1
OG0006682	SMRG1_84870.1, SMRG1_84870.2	h1SMcT0018418.1
OG0006683	SMRG1_20510.1, SMRG1_20520.1	h1SMcT0016366.1
OG0006684	SMRG1_16780.1, SMRG1_16790.1	h1SMcT0008240.1, h1SMcT0010906.1, h1SMcT0017366.1
OG0006685	SMRG1_33800.1	h1SMcT0018758.1, h1SMcT0018759.1
OG0006686	SMRG1_53920.1	h1SMcT0002037.1
OG0006688	SMRG1_61840.1	h1SMcT0012656.1, h1SMcT0016114.1, h1SMcT0023009.1
OG0006690	SMRG1_59870.1	h1SMcT0013116.2
OG0006691	SMRG1_77260.1	h1SMcT0010292.1
OG0006692	SMRG1_4250.1	h1SMcT0022235.1
OG0006693	SMRG1_23470.1	h1SMcT0010545.1
OG0006694	SMRG1_78570.1	h1SMcT0014545.1
OG0006696	SMRG1_87950.1	h1SMcT0015115.1
OG0006697	SMRG1_30770.1	h1SMcT0006745.1
OG0006698	SMRG1_42060.1	h1SMcT0003779.1
OG0006699	SMRG1_72050.1	h1SMcT0021435.1
OG0006700	SMRG1_39730.1	h1SMcT0014346.1, h1SMcT0006616.1, h1SMcT0006616.2
OG0006701	SMRG1_50170.1	h1SMcT0012881.1, h1SMcT0012881.3, h1SMcT0012881.2, h1SMcT0012881.4
OG0006703	SMRG1_7260.1	h1SMcT0014286.6, h1SMcT0014286.3, h1SMcT0014286.7
OG0006704	SMRG1_35370.1	h1SMcT0003048.1, h1SMcT0003048.2
OG0006705	SMRG1_57420.1	h1SMcT0021854.1, h1SMcT0021854.2
OG0006707	SMRG1_30550.1	h1SMcT0002429.1
OG0006709	SMRG1_19320.1	h1SMcT0002550.1
OG0006711	SMRG1_65440.1, SMRG1_65440.2	h1SMcT0002727.1, h1SMcT0010865.1
OG0006712	SMRG1_85090.1	h1SMcT0010294.1, h1SMcT0010294.2, h1SMcT0010294.3
OG0006713	SMRG1_33060.1	h1SMcT0007128.1
OG0006714	SMRG1_22700.1	h1SMcT0000583.4, h1SMcT0000583.3, h1SMcT0000583.1
OG0006716	SMRG1_46060.1	h1SMcT0018762.1
OG0006718	SMRG1_21420.1	h1SMcT0006428.2
OG0006719	SMRG1_46700.3, SMRG1_46700.1, SMRG1_46700.2	h1SMcT0014589.1
OG0006721	SMRG1_12270.1	h1SMcT0002343.1
OG0006722	SMRG1_28680.1	h1SMcT0001791.1
OG0006723	SMRG1_46080.1	h1SMcT0002853.2
OG0006724	SMRG1_3180.1	h1SMcT0015392.1, h1SMcT0015392.2
OG0006725	SMRG1_62940.1, SMRG1_62940.2	h1SMcT0010948.1
OG0006726	SMRG1_63370.1	h1SMcT0002612.1, h1SMcT0002612.2, h1SMcT0002612.3
OG0006727	SMRG1_80700.1	h1SMcT0013805.4
OG0006730	SMRG1_31720.1	h1SMcT0012562.2, h1SMcT0012562.1, h1SMcT0012562.3
OG0006731	SMRG1_88460.1	h1SMcT0006628.1
OG0006732	SMRG1_64910.1	h1SMcT0005049.1, h1SMcT0005049.2, h1SMcT0013215.1, h1SMcT0013217.1
OG0006734	SMRG1_93020.1	h1SMcT0008614.1
OG0006736	SMRG1_74120.1	h1SMcT0016884.1, h1SMcT0009835.1, h1SMcT0015572.1, h1SMcT0015572.2
OG0006739	SMRG1_20720.1	h1SMcT0019337.1
OG0006740	SMRG1_83020.1	h1SMcT0003280.1, h1SMcT0003280.2, h1SMcT0003280.3
OG0006741	SMRG1_13170.1	h1SMcT0005905.1, h1SMcT0005905.2
OG0006742	SMRG1_10660.1	h1SMcT0014326.1
OG0006743	SMRG1_50840.1	h1SMcT0011415.1
OG0006745	SMRG1_85230.1	h1SMcT0006542.1, h1SMcT0003675.1, h1SMcT0003677.1, h1SMcT0003677.2
OG0006747	SMRG1_81820.1	h1SMcT0015628.1
OG0006750	SMRG1_92950.1	h1SMcT0003482.1
OG0006751	SMRG1_57610.1	h1SMcT0008216.1
OG0006752	SMRG1_97920.1, SMRG1_12870.1	h1SMcT0009544.1
OG0006753	SMRG1_69240.1	h1SMcT0019734.1
OG0006755	SMRG1_66260.1	h1SMcT0002804.1
OG0006756	SMRG1_87450.1	h1SMcT0012602.2, h1SMcT0012602.3
OG0006757	SMRG1_7070.1	h1SMcT0007943.1
OG0006760	SMRG1_64300.1	h1SMcT0010509.1
OG0006761	SMRG1_45990.1	h1SMcT0017058.1
OG0006762	SMRG1_95050.1	h1SMcT0021079.1
OG0006763	SMRG1_16500.1	h1SMcT0015240.1
OG0006768	SMRG1_7450.1	h1SMcT0017877.1
OG0006769	SMRG1_74890.1	h1SMcT0019307.1, h1SMcT0005177.1, h1SMcT0005177.2
OG0006770	SMRG1_44410.1	h1SMcT0007005.2, h1SMcT0013961.1
OG0006771	SMRG1_7820.1	h1SMcT0019145.6
OG0006774	SMRG1_18860.1	h1SMcT0018285.1
OG0006775	SMRG1_61410.1	h1SMcT0020844.1
OG0006776	SMRG1_65290.1	h1SMcT0016119.1
OG0006777	SMRG1_17560.1	h1SMcT0007529.1
OG0006778	SMRG1_20900.1	h1SMcT0005307.1, h1SMcT0020404.1
OG0006779	SMRG1_50510.1	h1SMcT0017550.1
OG0006780	SMRG1_83970.1	h1SMcT0003632.2, h1SMcT0003632.1, h1SMcT0003632.3
OG0006781	SMRG1_40530.1	h1SMcT0016351.1, h1SMcT0016351.2
OG0006783	SMRG1_17860.1	h1SMcT0017227.1, h1SMcT0017227.2
OG0006785	SMRG1_79820.1	h1SMcT0009140.1
OG0006786	SMRG1_20830.1	h1SMcT0010342.1
OG0006787	SMRG1_33390.1	h1SMcT0001982.1, h1SMcT0001982.2, h1SMcT0001982.3
OG0006789	SMRG1_12840.1	h1SMcT0002084.1, h1SMcT0011424.1
OG0006792	SMRG1_23540.1	h1SMcT0004945.3, h1SMcT0004945.1, h1SMcT0004945.2
OG0006793	SMRG1_12900.3, SMRG1_12900.1, SMRG1_12900.2	h1SMcT0005284.1
OG0006795	SMRG1_13400.1	h1SMcT0021120.1, h1SMcT0015161.1, h1SMcT0014428.1, h1SMcT0010726.1, h1SMcT0011116.1
OG0006798	SMRG1_49990.1	h1SMcT0019819.1, h1SMcT0019819.2
OG0006802	SMRG1_14670.1	h1SMcT0000162.1
OG0006804	SMRG1_84040.1	h1SMcT0016627.1
OG0006806	SMRG1_30070.1, SMRG1_30070.2	h1SMcT0003059.1
OG0006807	SMRG1_32300.1	h1SMcT0016309.1, h1SMcT0016309.2, h1SMcT0016309.3
OG0006808	SMRG1_27190.1	h1SMcT0002026.1
OG0006810	SMRG1_68220.1, SMRG1_68220.2	h1SMcT0010507.1, h1SMcT0010507.2
OG0006813	SMRG1_32070.1, SMRG1_32070.2	h1SMcT0012336.8
OG0006816	SMRG1_91740.1	h1SMcT0022044.1, h1SMcT0022073.1
OG0006819	SMRG1_14980.1, SMRG1_15020.1	h1SMcT0003122.5, h1SMcT0003122.2, h1SMcT0003122.3, h1SMcT0003122.1, h1SMcT0003122.4
OG0006820	SMRG1_76340.1	h1SMcT0020456.1, h1SMcT0020456.2, h1SMcT0018062.1, h1SMcT0000761.1
OG0006821	SMRG1_37150.1	h1SMcT0002883.1, h1SMcT0022849.1, h1SMcT0002883.2, h1SMcT0022849.2
OG0006824	SMRG1_94490.1	h1SMcT0003168.1, h1SMcT0003168.2, h1SMcT0003168.3
OG0006829	SMRG1_65850.1	h1SMcT0003727.1
OG0006831	SMRG1_31770.1	h1SMcT0004293.1
OG0006836	SMRG1_18040.1, SMRG1_18040.2	h1SMcT0015504.2, h1SMcT0016753.2
OG0006851	SMRG1_67300.1	h1SMcT0010282.1
OG0006853	SMRG1_15070.1	h1SMcT0017000.1
OG0006854	SMRG1_49590.1	h1SMcT0014340.1
OG0006857	SMRG1_91430.1, SMRG1_91430.2	h1SMcT0005884.1, h1SMcT0005884.2
OG0006860	SMRG1_15390.1	h1SMcT0001712.1
OG0006861	SMRG1_53650.1	h1SMcT0006791.1
OG0006862	SMRG1_29150.1	h1SMcT0011189.1
OG0006864	SMRG1_48600.1	h1SMcT0006082.1
