Orthogroup	schistosoma_margrebowiei	schistosoma_japonicum
OG0004614	SMRG1_79350.1	EWB00_002655
OG0004615	SMRG1_320.1, SMRG1_320.2, SMRG1_320.3	EWB00_005653
OG0004616	SMRG1_48890.1	EWB00_010721.1, EWB00_010721.2
OG0004617	SMRG1_83260.1, SMRG1_83260.3, SMRG1_83260.4, SMRG1_83260.2	EWB00_008474.1, EWB00_008474.2, EWB00_008474.3
OG0004618	SMRG1_6300.1, SMRG1_6300.2, SMRG1_6300.3	EWB00_005496.1, EWB00_005496.2
OG0004619	SMRG1_43130.1, SMRG1_43130.2, SMRG1_43130.3	EWB00_004640, EWB00_006397
OG0004620	SMRG1_28180.1, SMRG1_28180.2	EWB00_006960.4, EWB00_006960.1, EWB00_006960.2, EWB00_006960.3
OG0004621	SMRG1_97690.1	EWB00_003744
OG0004622	SMRG1_76570.1, SMRG1_76570.3, SMRG1_76570.2, SMRG1_76570.4	EWB00_011046.1, EWB00_011046.2
OG0004623	SMRG1_38580.1, SMRG1_38580.2	EWB00_010145.5, EWB00_010145.6
OG0004624	SMRG1_42420.1	EWB00_003237.1, EWB00_003237.2
OG0004625	SMRG1_67650.1	EWB00_009858
OG0004626	SMRG1_91190.2, SMRG1_91190.1	EWB00_001882.2, EWB00_001882.1, EWB00_001882.3
OG0004627	SMRG1_40990.1, SMRG1_41000.1, SMRG1_41000.2, SMRG1_41000.3	EWB00_007801
OG0004628	SMRG1_35330.1	EWB00_000038, EWB00_001469
OG0004629	SMRG1_90990.1	EWB00_001910
OG0004630	SMRG1_94670.1, SMRG1_94670.4, SMRG1_94670.2, SMRG1_94670.3	EWB00_005895
OG0004631	SMRG1_63890.1	EWB00_007111.1, EWB00_007111.2
OG0004632	SMRG1_66290.1	EWB00_010469
OG0004633	SMRG1_15010.1	EWB00_004811
OG0004634	SMRG1_90000.1, SMRG1_90000.3, SMRG1_90000.2, SMRG1_90000.4, SMRG1_90000.5, SMRG1_90000.6	EWB00_001966
OG0004635	SMRG1_48320.1	EWB00_010815.1, EWB00_010815.2
OG0004636	SMRG1_12730.1, SMRG1_12730.2	EWB00_002693.1, EWB00_002693.2
OG0004637	SMRG1_82490.1, SMRG1_97870.1	EWB00_000153.6, EWB00_000153.1, EWB00_000153.2, EWB00_000153.5, EWB00_000153.4, EWB00_000153.3
OG0004638	SMRG1_10020.1, SMRG1_10020.2	EWB00_009472.1, EWB00_009472.2
OG0004639	SMRG1_85760.1	EWB00_004508.1, EWB00_004508.2
OG0004640	SMRG1_27160.1, SMRG1_27140.1	EWB00_005003
OG0004641	SMRG1_51710.1, SMRG1_51710.2	EWB00_006777.1, EWB00_006777.2, EWB00_006777.3, EWB00_006777.4
OG0004642	SMRG1_47360.1	EWB00_002539, EWB00_002538
OG0004643	SMRG1_10000.1	EWB00_009470
OG0004644	SMRG1_65510.1, SMRG1_65510.2	EWB00_003656
OG0004645	SMRG1_89190.1, SMRG1_89190.2, SMRG1_89190.3, SMRG1_89190.4	EWB00_008990.1, EWB00_008990.2
OG0004646	SMRG1_75720.1, SMRG1_75720.2, SMRG1_75720.3	EWB00_001366.3, EWB00_001366.2, EWB00_001366.4, EWB00_001366.5, EWB00_001366.1
OG0004647	SMRG1_12170.1, SMRG1_12170.2	EWB00_009741.1, EWB00_009741.2
OG0004648	SMRG1_51510.1	EWB00_003682.1, EWB00_003682.2, EWB00_003682.3, EWB00_003682.4
OG0004649	SMRG1_34120.1	EWB00_001768
OG0004650	SMRG1_24040.1, SMRG1_24040.2	EWB00_002858.3, EWB00_002858.2, EWB00_002858.1
OG0004651	SMRG1_11030.1	EWB00_009404
OG0004652	SMRG1_57680.1	EWB00_008777.1, EWB00_008777.2
OG0004653	SMRG1_89690.1, SMRG1_89690.2, SMRG1_89690.3	EWB00_001069
OG0004654	SMRG1_79670.1, SMRG1_79670.2, SMRG1_79670.3, SMRG1_79670.4, SMRG1_79670.5	EWB00_008186.1, EWB00_008186.2, EWB00_008186.3
OG0004655	SMRG1_21210.1	EWB00_006444
OG0004656	SMRG1_94030.1	EWB00_007426.2, EWB00_007426.3, EWB00_007426.1, EWB00_007426.4
OG0004658	SMRG1_7060.1	EWB00_008510.1, EWB00_008510.2
OG0004659	SMRG1_17750.1	EWB00_000059.1, EWB00_000059.2, EWB00_000059.3, EWB00_000059.4
OG0004661	SMRG1_7660.1	EWB00_008703.1, EWB00_008703.2, EWB00_008703.3, EWB00_008703.4, EWB00_008703.5, EWB00_008703.6
OG0004662	SMRG1_41200.1	EWB00_007996
OG0004663	SMRG1_89930.1, SMRG1_89930.2, SMRG1_89930.3, SMRG1_89930.4	EWB00_001975.1, EWB00_001975.2
OG0004664	SMRG1_53730.2	EWB00_010683.3, EWB00_010683.4
OG0004664	SMRG1_53730.1, SMRG1_53730.3, SMRG1_53730.4	EWB00_010683.1, EWB00_010683.2
OG0004665	SMRG1_72820.1	EWB00_002747
OG0004668	SMRG1_56680.1	EWB00_001208
OG0004670	SMRG1_90550.1	EWB00_000341.5, EWB00_000341.2, EWB00_000341.3, EWB00_000341.1, EWB00_000341.4, EWB00_000341.6
OG0004671	SMRG1_49670.1, SMRG1_49670.2, SMRG1_49670.3	EWB00_008729.1, EWB00_008729.2, EWB00_008729.3, EWB00_008729.4
OG0004672	SMRG1_47120.1	EWB00_004084, EWB00_004085, EWB00_004083
OG0004673	SMRG1_41950.1	EWB00_008390.1, EWB00_008390.2
OG0004674	SMRG1_31340.2, SMRG1_31340.1, SMRG1_31340.3	EWB00_004628
OG0004676	SMRG1_36990.1, SMRG1_36990.2	EWB00_004361
OG0004677	SMRG1_44780.2, SMRG1_44780.4, SMRG1_44780.1, SMRG1_44780.3	EWB00_000997
OG0004678	SMRG1_17780.1, SMRG1_17780.2	EWB00_000062.1, EWB00_000062.4, EWB00_000062.3, EWB00_000062.2
OG0004679	SMRG1_19500.1, SMRG1_19510.1, SMRG1_19490.1	EWB00_010334
OG0004687	SMRG1_46710.1	EWB00_000197.1, EWB00_000197.2
OG0004688	SMRG1_96470.1	EWB00_005861
OG0004689	SMRG1_94580.1, SMRG1_94580.2	EWB00_002060.4, EWB00_002060.2, EWB00_002060.1, EWB00_002060.3
OG0004690	SMRG1_97160.1	EWB00_009982.1, EWB00_009982.2, EWB00_009982.3
OG0004691	SMRG1_94790.1	EWB00_005880.1, EWB00_005880.3, EWB00_005880.2, EWB00_005880.4
OG0004692	SMRG1_12660.1, SMRG1_12660.2, SMRG1_12660.3	EWB00_010537.1, EWB00_009965, EWB00_010537.2, EWB00_003812
OG0004693	SMRG1_91050.1	EWB00_001902
OG0004694	SMRG1_11340.1	EWB00_004634
OG0004695	SMRG1_51820.1	EWB00_005316
OG0004696	SMRG1_80960.1	EWB00_003489.1, EWB00_003489.2
OG0004697	SMRG1_76940.1	EWB00_010981.1, EWB00_010981.2
OG0004698	SMRG1_29710.1, SMRG1_29710.2	EWB00_006050
OG0004699	SMRG1_80100.3, SMRG1_80100.2, SMRG1_80100.1	EWB00_002249, EWB00_003336
OG0004700	SMRG1_93760.1, SMRG1_93770.1	EWB00_009156.1, EWB00_009156.2
OG0004701	SMRG1_28710.3, SMRG1_28710.1, SMRG1_28710.2	EWB00_003297
OG0004702	SMRG1_32510.1, SMRG1_32510.2	EWB00_005923.1, EWB00_005923.2
OG0004703	SMRG1_5960.1, SMRG1_5960.2	EWB00_011240
OG0004704	SMRG1_74010.1	EWB00_004546
OG0004705	SMRG1_60890.1	EWB00_006583.4, EWB00_006583.2, EWB00_006583.1, EWB00_006583.3
OG0004706	SMRG1_60050.1	EWB00_011314
OG0004707	SMRG1_23250.1	EWB00_001534.1, EWB00_001534.2
OG0004708	SMRG1_97260.1	EWB00_006660
OG0004710	SMRG1_37770.1	EWB00_007713.1, EWB00_007713.2
OG0004711	SMRG1_95090.1	EWB00_005506
OG0004712	SMRG1_62050.1	EWB00_011140.1, EWB00_011140.4, EWB00_011140.2, EWB00_011140.3, EWB00_011140.5
OG0004714	SMRG1_89440.1	EWB00_003050
OG0004715	SMRG1_92520.1	EWB00_006711
OG0004716	SMRG1_60100.1	EWB00_011307
OG0004717	SMRG1_89550.1	EWB00_004463.1, EWB00_004463.2
OG0004718	SMRG1_35000.1	EWB00_008174.1, EWB00_008174.2, EWB00_008174.3, EWB00_008174.4, EWB00_008174.5
OG0004719	SMRG1_78050.1	EWB00_008248
OG0004720	SMRG1_68050.1, SMRG1_68050.2	EWB00_005775
OG0004721	SMRG1_69680.1, SMRG1_69680.2, SMRG1_69690.1	EWB00_009761
OG0004722	SMRG1_47890.1	EWB00_006904.1, EWB00_006904.2
OG0004723	SMRG1_45500.1	EWB00_009907
OG0004724	SMRG1_42800.1, SMRG1_42800.2	EWB00_002813.1, EWB00_002813.2
OG0004725	SMRG1_96750.1, SMRG1_96750.2	EWB00_004798
OG0004726	SMRG1_71100.1	EWB00_008130.2, EWB00_008130.1, EWB00_008130.3
OG0004727	SMRG1_73980.1	EWB00_004543.1, EWB00_004543.2, EWB00_004543.3, EWB00_004543.4, EWB00_004543.5, EWB00_004543.6
OG0004728	SMRG1_83680.1, SMRG1_83680.2	EWB00_007032
OG0004729	SMRG1_7650.1	EWB00_008706.1, EWB00_008706.2
OG0004730	SMRG1_89410.1, SMRG1_89410.2	EWB00_003046
OG0004731	SMRG1_20750.1	EWB00_006126
OG0004733	SMRG1_68290.1	EWB00_006236.3, EWB00_006236.1, EWB00_006236.2, EWB00_006236.4
OG0004734	SMRG1_45390.1, SMRG1_45390.2	EWB00_008216.1, EWB00_008216.2
OG0004735	SMRG1_21290.1	EWB00_002476, EWB00_002475
OG0004736	SMRG1_74440.2, SMRG1_74440.1	EWB00_010920.2, EWB00_010920.1
OG0004737	SMRG1_6340.1	EWB00_003818
OG0004738	SMRG1_3700.1, SMRG1_3700.2, SMRG1_3700.3	EWB00_009050
OG0004739	SMRG1_46620.1	EWB00_000189.1, EWB00_000189.2
OG0004740	SMRG1_55900.1	EWB00_005169
OG0004741	SMRG1_78730.1	EWB00_007396.1, EWB00_007396.2
OG0004742	SMRG1_87730.1	EWB00_006911
OG0004743	SMRG1_32500.2, SMRG1_32500.4, SMRG1_32500.1, SMRG1_32500.3	EWB00_005925.1, EWB00_005925.2
OG0004744	SMRG1_37100.1, SMRG1_37100.2	EWB00_005617
OG0004745	SMRG1_18720.1, SMRG1_18720.2	EWB00_008816
OG0004746	SMRG1_54040.1	EWB00_005390
OG0004747	SMRG1_71060.1, SMRG1_71060.2, SMRG1_71060.4, SMRG1_71060.3	EWB00_007921
OG0004748	SMRG1_18740.1, SMRG1_18740.2	EWB00_008815.1, EWB00_008815.3, EWB00_008815.2
OG0004750	SMRG1_25750.1	EWB00_000295.1, EWB00_000295.2
OG0004751	SMRG1_60150.1, SMRG1_60150.2	EWB00_008697
OG0004752	SMRG1_11850.1	EWB00_000690
OG0004753	SMRG1_7150.1	EWB00_008599.1, EWB00_008599.2, EWB00_008599.3
OG0004754	SMRG1_57690.1, SMRG1_57690.2	EWB00_003185.1, EWB00_003185.2
OG0004755	SMRG1_92600.1	EWB00_006699.1, EWB00_006699.2
OG0004756	SMRG1_62520.1	EWB00_004018
OG0004757	SMRG1_97050.1	EWB00_003754
OG0004758	SMRG1_75910.2, SMRG1_75910.1	EWB00_001180.1, EWB00_001180.2, EWB00_001180.3
OG0004759	SMRG1_23870.1	EWB00_007050, EWB00_007049
OG0004760	SMRG1_59170.1	EWB00_010518
OG0004761	SMRG1_12410.1, SMRG1_12410.2	EWB00_004685, EWB00_004689
OG0004762	SMRG1_96020.1, SMRG1_96020.2	EWB00_004776
OG0004763	SMRG1_70660.1, SMRG1_70660.2	EWB00_006123
OG0004764	SMRG1_93040.1	EWB00_008573
OG0004765	SMRG1_33040.1	EWB00_002131
OG0004766	SMRG1_59370.1	EWB00_011129.1, EWB00_011129.2
OG0004767	SMRG1_40710.1	EWB00_002839.1, EWB00_002839.2, EWB00_002839.3
OG0004768	SMRG1_3630.1	EWB00_009065.2, EWB00_009065.3, EWB00_009065.1, EWB00_009065.4
OG0004769	SMRG1_36770.2, SMRG1_36770.3	EWB00_004340
OG0004770	SMRG1_64860.1, SMRG1_64860.2	EWB00_008911.1, EWB00_008911.2, EWB00_008911.3, EWB00_008911.4, EWB00_008911.5, EWB00_008911.6
OG0004771	SMRG1_50070.1, SMRG1_50070.2	EWB00_002985
OG0004772	SMRG1_94950.1	EWB00_000787
OG0004773	SMRG1_30400.1, SMRG1_30400.2, SMRG1_30400.3	EWB00_005982, EWB00_005983
OG0004774	SMRG1_73520.1, SMRG1_73520.2	EWB00_006609.3, EWB00_006609.1, EWB00_006609.2
OG0004775	SMRG1_42720.1, SMRG1_42720.2	EWB00_002806
OG0004776	SMRG1_33400.1	EWB00_002927.1, EWB00_002927.2
OG0004777	SMRG1_75570.1, SMRG1_75570.2, SMRG1_75570.3	EWB00_001379
OG0004778	SMRG1_55750.1	EWB00_002208.1, EWB00_002208.2, EWB00_002208.4, EWB00_002208.3
OG0004779	SMRG1_15170.1	EWB00_004122.1, EWB00_004122.2
OG0004780	SMRG1_11810.1	EWB00_000694
OG0004781	SMRG1_73620.1, SMRG1_73620.2	EWB00_006620
OG0004782	SMRG1_75430.1	EWB00_001395.4, EWB00_001395.7, EWB00_001395.5, EWB00_001395.3, EWB00_001395.6, EWB00_001395.1, EWB00_001395.2, EWB00_001395.8, EWB00_001395.9
OG0004783	SMRG1_81840.1	EWB00_000846
OG0004784	SMRG1_83070.1	EWB00_001497
OG0004785	SMRG1_84690.1	EWB00_008407
OG0004786	SMRG1_47280.1	EWB00_002532
OG0004787	SMRG1_56200.2, SMRG1_56200.1	EWB00_000434
OG0004788	SMRG1_89870.1	EWB00_001983
OG0004789	SMRG1_62730.1	EWB00_009168
OG0004790	SMRG1_19560.1, SMRG1_19560.2	EWB00_010339.1, EWB00_010339.2
OG0004791	SMRG1_12480.2, SMRG1_12480.1, SMRG1_12480.3	EWB00_010009
OG0004792	SMRG1_53780.2, SMRG1_53780.1, SMRG1_53780.3	EWB00_010687
OG0004793	SMRG1_72870.1	EWB00_002724
OG0004794	SMRG1_72610.1	EWB00_011206.1, EWB00_011206.2
OG0004795	SMRG1_32180.1, SMRG1_32180.2	EWB00_007847.4, EWB00_007847.3, EWB00_007847.1, EWB00_007847.2
OG0004796	SMRG1_16120.1	EWB00_001052.1, EWB00_001052.2
OG0004797	SMRG1_97060.1, SMRG1_97060.2	EWB00_003755.4, EWB00_003755.1, EWB00_003755.2, EWB00_003755.5, EWB00_003755.3
OG0004798	SMRG1_10980.2, SMRG1_10980.1, SMRG1_10980.3	EWB00_004200.1, EWB00_004200.2, EWB00_004200.3, EWB00_004200.4
OG0004799	SMRG1_94340.1, SMRG1_94340.2, SMRG1_94340.3	EWB00_005525.1, EWB00_005525.2
OG0004800	SMRG1_16150.1, SMRG1_16150.2	EWB00_001055
OG0004801	SMRG1_24000.1	EWB00_002865.1, EWB00_002865.2, EWB00_002865.3, EWB00_002865.4, EWB00_002865.5
OG0004802	SMRG1_64510.2, SMRG1_64510.1	EWB00_010438
OG0004803	SMRG1_61780.1, SMRG1_61780.2, SMRG1_61780.3	EWB00_000519
OG0004804	SMRG1_15700.1, SMRG1_15700.2	EWB00_003116.1, EWB00_003116.2
OG0004805	SMRG1_3660.1, SMRG1_3660.2	EWB00_009061
OG0004806	SMRG1_52460.1	EWB00_002966.1, EWB00_002966.3, EWB00_002966.6, EWB00_002966.7, EWB00_002966.8, EWB00_002966.9, EWB00_002966.11, EWB00_002966.2
OG0004807	SMRG1_55310.1, SMRG1_55310.2, SMRG1_55310.3	EWB00_000751.1, EWB00_000751.2, EWB00_000751.3
OG0004808	SMRG1_77050.1	EWB00_010998
OG0004809	SMRG1_51010.1, SMRG1_51010.3, SMRG1_51010.2	EWB00_004427.1, EWB00_004427.2
OG0004810	SMRG1_96060.1	EWB00_004780.1, EWB00_004780.2
OG0004811	SMRG1_40110.1	EWB00_003950.1, EWB00_003950.2
OG0004812	SMRG1_33230.1, SMRG1_33230.2	EWB00_002949, EWB00_002948
OG0004813	SMRG1_91510.1, SMRG1_91510.2, SMRG1_91510.3	EWB00_008846.1, EWB00_008846.2
OG0004814	SMRG1_5480.1	EWB00_002040.1, EWB00_002040.2
OG0004815	SMRG1_61220.1	EWB00_003861
OG0004816	SMRG1_77060.1	EWB00_011000
OG0004818	SMRG1_93910.1	EWB00_005094
OG0004819	SMRG1_78830.1	EWB00_001219, EWB00_001218
OG0004820	SMRG1_33720.1, SMRG1_33720.2	EWB00_001718
OG0004822	SMRG1_23690.1	EWB00_007076
OG0004823	SMRG1_58510.1	EWB00_010159, EWB00_003262, EWB00_010128, EWB00_005573
OG0004824	SMRG1_73890.1, SMRG1_73890.2, SMRG1_73890.3	EWB00_004534
OG0004826	SMRG1_81610.1, SMRG1_81610.2, SMRG1_81610.3	EWB00_006772
OG0004827	SMRG1_87940.1	EWB00_008048.1, EWB00_008048.2, EWB00_008048.3, EWB00_008048.4
OG0004828	SMRG1_24050.1	EWB00_002857.1, EWB00_002857.2
OG0004829	SMRG1_38200.1	EWB00_003141.1, EWB00_003141.2, EWB00_003141.3
OG0004830	SMRG1_66650.1, SMRG1_66650.2, SMRG1_66650.3	EWB00_009299.2, EWB00_009299.1, EWB00_009299.4, EWB00_009299.3
OG0004831	SMRG1_28260.3, SMRG1_28260.1, SMRG1_28260.2	EWB00_006966.1, EWB00_006966.2
OG0004832	SMRG1_36620.3, SMRG1_36620.2, SMRG1_36620.1	EWB00_004324.1, EWB00_004324.2
OG0004833	SMRG1_36910.1, SMRG1_36910.2	EWB00_004353
OG0004834	SMRG1_31900.1	EWB00_002904
OG0004835	SMRG1_25240.1	EWB00_004216
OG0004836	SMRG1_86340.1, SMRG1_86340.2, SMRG1_86340.3	EWB00_004937.1, EWB00_004937.2
OG0004837	SMRG1_13660.1	EWB00_009440.1, EWB00_009440.2, EWB00_009440.3, EWB00_009440.4
OG0004838	SMRG1_75450.1	EWB00_001393
OG0004839	SMRG1_1600.1	EWB00_010207.1, EWB00_010207.2
OG0004840	SMRG1_52010.1	EWB00_007221
OG0004841	SMRG1_66010.1	EWB00_010497
OG0004842	SMRG1_73290.1, SMRG1_73290.2	EWB00_004982.3, EWB00_004982.1, EWB00_004982.2
OG0004843	SMRG1_37660.1	EWB00_009125
OG0004844	SMRG1_1770.1	EWB00_004658
OG0004846	SMRG1_79460.1, SMRG1_79460.4, SMRG1_79460.5, SMRG1_79460.2, SMRG1_79460.3	EWB00_002643.2
OG0004847	SMRG1_70370.1, SMRG1_70380.1	EWB00_008689, EWB00_008688, EWB00_008690
OG0004848	SMRG1_13260.3, SMRG1_13260.1, SMRG1_13260.2	EWB00_002312.1, EWB00_002312.3, EWB00_002312.2
OG0004849	SMRG1_46150.1	EWB00_004078
OG0004850	SMRG1_64840.1	EWB00_008909
OG0004851	SMRG1_18800.1	EWB00_008809
OG0004852	SMRG1_53100.1, SMRG1_53100.2	EWB00_010640
OG0004853	SMRG1_25110.1	EWB00_005242.2, EWB00_005242.1
OG0004854	SMRG1_92670.1	EWB00_006693, EWB00_006694
OG0004855	SMRG1_32970.1, SMRG1_32970.2	EWB00_002123
OG0004856	SMRG1_79150.1, SMRG1_79150.2, SMRG1_79150.3	EWB00_001253
OG0004857	SMRG1_46680.1	EWB00_000193
OG0004858	SMRG1_80020.1	EWB00_002261.1, EWB00_002261.2, EWB00_002261.3
OG0004859	SMRG1_67320.1	EWB00_009822
OG0004860	SMRG1_48520.1, SMRG1_48520.3, SMRG1_48520.2	EWB00_010760
OG0004861	SMRG1_27380.1	EWB00_002845, EWB00_010910
OG0004862	SMRG1_51210.1	EWB00_005221
OG0004864	SMRG1_34100.1, SMRG1_34100.2	EWB00_001766
OG0004865	SMRG1_23980.1	EWB00_002863.1, EWB00_002863.2
OG0004866	SMRG1_66340.1	EWB00_010464.1, EWB00_010464.2, EWB00_010452
OG0004867	SMRG1_61110.1, SMRG1_61110.2	EWB00_003872.1, EWB00_003872.2
OG0004868	SMRG1_5730.1	EWB00_010833
OG0004869	SMRG1_17720.1	EWB00_000055
OG0004870	SMRG1_81780.2, SMRG1_81780.1, SMRG1_81780.3	EWB00_009666.1, EWB00_009666.2
OG0004871	SMRG1_8060.1	EWB00_009509
OG0004872	SMRG1_20400.1, SMRG1_20400.2	EWB00_003529
OG0004873	SMRG1_41930.1, SMRG1_41930.2, SMRG1_41930.3	EWB00_008393.1, EWB00_008393.2
OG0004875	SMRG1_2910.1	EWB00_009989
OG0004876	SMRG1_55650.1, SMRG1_55650.2, SMRG1_55650.3	EWB00_002221
OG0004877	SMRG1_82790.1, SMRG1_82790.2, SMRG1_82790.3, SMRG1_82790.4, SMRG1_82790.5	EWB00_003765
OG0004878	SMRG1_70490.1	EWB00_001603
OG0004879	SMRG1_60790.1	EWB00_007953
OG0004880	SMRG1_18270.1	EWB00_007623
OG0004881	SMRG1_13360.1	EWB00_009418.1, EWB00_009418.2, EWB00_009418.3
OG0004882	SMRG1_2070.1	EWB00_007199.4, EWB00_007199.2, EWB00_007199.3, EWB00_007199.5, EWB00_007199.1
OG0004883	SMRG1_9110.1	EWB00_000896.1, EWB00_000896.2, EWB00_000896.3
OG0004884	SMRG1_83190.1	EWB00_001479
OG0004885	SMRG1_1070.1, SMRG1_1070.2	EWB00_005662
OG0004886	SMRG1_5810.1, SMRG1_5810.2, SMRG1_5810.3, SMRG1_5810.4, SMRG1_5810.5, SMRG1_5810.6, SMRG1_5810.7	EWB00_009780
OG0004887	SMRG1_53050.2, SMRG1_53050.1, SMRG1_53050.3	EWB00_010647.1, EWB00_010647.2
OG0004888	SMRG1_81770.1	EWB00_009665
OG0004889	SMRG1_57280.1, SMRG1_57280.3, SMRG1_57280.2	EWB00_005136.1, EWB00_005136.2
OG0004890	SMRG1_89960.1	EWB00_001971.1, EWB00_001971.2, EWB00_001971.3, EWB00_001971.4, EWB00_001971.5
OG0004891	SMRG1_30910.1, SMRG1_30920.1	EWB00_004129
OG0004892	SMRG1_73460.1	EWB00_006600.1, EWB00_006600.2
OG0004893	SMRG1_18920.1, SMRG1_18920.2	EWB00_008498.1, EWB00_008498.2
OG0004894	SMRG1_57250.1, SMRG1_57250.2	EWB00_005132, EWB00_005133
OG0004895	SMRG1_93650.1	EWB00_000373
OG0004896	SMRG1_38780.1	EWB00_009536.1, EWB00_009536.2
OG0004897	SMRG1_10050.1	EWB00_009475
OG0004898	SMRG1_47590.1	EWB00_002071
OG0004898	SMRG1_86410.1	EWB00_002072
OG0004899	SMRG1_48420.1, SMRG1_48420.2	EWB00_010770
OG0004900	SMRG1_27360.1, SMRG1_27360.2, SMRG1_27360.3, SMRG1_27360.4	EWB00_007016
OG0004901	SMRG1_48350.1	EWB00_010774.1, EWB00_010774.2
OG0004902	SMRG1_37180.1	EWB00_005608
OG0004903	SMRG1_63850.1, SMRG1_63850.2	EWB00_001327, EWB00_007118
OG0004904	SMRG1_65190.1, SMRG1_65190.2	EWB00_009883
OG0004905	SMRG1_13290.1	EWB00_004164
OG0004907	SMRG1_61490.3, SMRG1_61490.1, SMRG1_61490.2, SMRG1_61490.4	EWB00_000506, EWB00_000507
OG0004908	SMRG1_29470.1	EWB00_009115.1, EWB00_009115.2, EWB00_009115.3, EWB00_009115.4
OG0004909	SMRG1_12030.1, SMRG1_12030.2, SMRG1_12030.3	EWB00_007682.3, EWB00_007682.1, EWB00_007682.2
OG0004910	SMRG1_20990.1	EWB00_006428.1, EWB00_006428.2
OG0004912	SMRG1_90820.1	EWB00_001936
OG0004913	SMRG1_58100.2, SMRG1_58100.1	EWB00_008859.1, EWB00_008859.3, EWB00_008859.6, EWB00_008859.5, EWB00_008859.2, EWB00_008859.4
OG0004914	SMRG1_59840.1	EWB00_011338
OG0004915	SMRG1_20140.1, SMRG1_20140.2, SMRG1_20140.3	EWB00_010792.1, EWB00_010792.2, EWB00_010792.3, EWB00_010792.4
OG0004916	SMRG1_17970.1	EWB00_000079, EWB00_009938
OG0004917	SMRG1_35660.1	EWB00_006848.4, EWB00_006848.3, EWB00_006848.1, EWB00_006848.2, EWB00_006848.5
OG0004918	SMRG1_87210.3, SMRG1_87210.4, SMRG1_87210.6, SMRG1_87210.1, SMRG1_87210.2, SMRG1_87210.5	EWB00_000615.1, EWB00_000615.3, EWB00_000615.2
OG0004919	SMRG1_53130.1	EWB00_010637
OG0004920	SMRG1_83450.1	EWB00_008783
OG0004921	SMRG1_52680.1	EWB00_003541.3, EWB00_003541.1, EWB00_003541.2
OG0004922	SMRG1_77820.1, SMRG1_77820.2	EWB00_002000
OG0004923	SMRG1_1870.1	EWB00_004647
OG0004924	SMRG1_25270.1	EWB00_004219
OG0004925	SMRG1_56640.1	EWB00_007836
OG0004926	SMRG1_71790.1	EWB00_002743.1, EWB00_002743.2, EWB00_002743.3
OG0004927	SMRG1_91590.1, SMRG1_91590.2	EWB00_009320
OG0004928	SMRG1_66840.1	EWB00_000476.1, EWB00_000476.2, EWB00_000476.3, EWB00_000476.4, EWB00_000476.5
OG0004929	SMRG1_54880.1	EWB00_007744.1, EWB00_007744.2, EWB00_007744.3
OG0004930	SMRG1_79990.1, SMRG1_79990.2	EWB00_002264
OG0004931	SMRG1_42780.4, SMRG1_42780.3, SMRG1_42780.5, SMRG1_42780.2, SMRG1_42780.1	EWB00_002811
OG0004932	SMRG1_21600.1	EWB00_008565.1, EWB00_008565.5, EWB00_008565.3, EWB00_008565.2, EWB00_008565.6, EWB00_008565.4
OG0004935	SMRG1_35800.1, SMRG1_35800.2	EWB00_006861.1, EWB00_006861.2
OG0004936	SMRG1_92620.1	EWB00_006698.1, EWB00_006698.2, EWB00_006698.3, EWB00_006698.4
OG0004939	SMRG1_83710.1	EWB00_007034.1, EWB00_007034.2
OG0004940	SMRG1_53340.1	EWB00_010613.1, EWB00_010613.2
OG0004941	SMRG1_63880.1, SMRG1_63880.2	EWB00_007112.1, EWB00_007112.2
OG0004942	SMRG1_66450.1	EWB00_008874.1, EWB00_008874.2
OG0004943	SMRG1_60400.1, SMRG1_60400.2	EWB00_011284
OG0004944	SMRG1_57430.3, SMRG1_57430.2, SMRG1_57430.1	EWB00_005147.1, EWB00_005147.2
OG0004945	SMRG1_31950.1, SMRG1_31950.2, SMRG1_31950.3	EWB00_010109.1, EWB00_010109.2, EWB00_010109.3
OG0004946	SMRG1_36460.1	EWB00_004311.1, EWB00_004311.2
OG0004947	SMRG1_35860.3, SMRG1_35860.2, SMRG1_35860.1	EWB00_006867.1, EWB00_006867.2
OG0004948	SMRG1_35520.1	EWB00_006835, EWB00_006836
OG0004950	SMRG1_47690.4, SMRG1_47690.3, SMRG1_47690.1, SMRG1_47690.2	EWB00_002080.6, EWB00_002080.7, EWB00_002080.4, EWB00_002080.1, EWB00_002080.2, EWB00_002080.3, EWB00_002080.5
OG0004951	SMRG1_49330.1	EWB00_008078
OG0004952	SMRG1_53680.1	EWB00_010676.1, EWB00_010676.2
OG0004953	SMRG1_66830.1, SMRG1_66830.2	EWB00_000475.3, EWB00_000475.1, EWB00_000475.2
OG0004954	SMRG1_29950.1, SMRG1_29950.2, SMRG1_29950.3	EWB00_006027, EWB00_006026
OG0004955	SMRG1_27690.7, SMRG1_27690.8, SMRG1_27690.5, SMRG1_27690.1, SMRG1_27690.2, SMRG1_27690.3, SMRG1_27690.4, SMRG1_27690.6	EWB00_007007.1, EWB00_007007.2
OG0004956	SMRG1_25540.1	EWB00_000261.1, EWB00_000261.2, EWB00_000261.3, EWB00_000261.4, EWB00_000261.8, EWB00_000261.9, EWB00_000261.7, EWB00_000261.6, EWB00_000261.10, EWB00_000261.5
OG0004957	SMRG1_11630.1, SMRG1_11630.2	EWB00_008327.1, EWB00_008327.2
