Orthogroup	schistosoma_margrebowiei	opisthorchis_viverrini
OG0005105	SMRG1_76620.1, SMRG1_76620.2	T265_03843
OG0005106	SMRG1_52830.1	T265_11707, T265_16093
OG0005108	SMRG1_85770.1	T265_08259, T265_08257, T265_08258
OG0005109	SMRG1_83480.1	T265_15399
OG0005110	SMRG1_18880.1	T265_02457
OG0005111	SMRG1_54370.1	T265_13278
OG0005113	SMRG1_71920.1	T265_00337
OG0005115	SMRG1_59680.1	T265_02546
OG0005116	SMRG1_43800.1	T265_08284
OG0005117	SMRG1_1150.1, SMRG1_1140.1	T265_06301
OG0005118	SMRG1_92690.1	T265_13629
OG0005119	SMRG1_70060.1, SMRG1_70050.1	T265_01433
OG0005120	SMRG1_85780.1	T265_07110
OG0005121	SMRG1_73300.1	T265_13341
OG0005122	SMRG1_93330.1	T265_15528
OG0005123	SMRG1_69560.1	T265_13443
OG0005124	SMRG1_230.1	T265_02916
OG0005125	SMRG1_640.1	T265_10951
OG0005126	SMRG1_61620.2, SMRG1_61620.1, SMRG1_61620.3	T265_10674, T265_10137
OG0005127	SMRG1_33360.1	T265_08345
OG0005128	SMRG1_58700.1	T265_01446
OG0005130	SMRG1_21840.1	T265_03705
OG0005131	SMRG1_48730.1, SMRG1_48730.2	T265_00074
OG0005133	SMRG1_55410.1	T265_05811
OG0005134	SMRG1_51570.1	T265_00296
OG0005135	SMRG1_43370.1	T265_13265
OG0005136	SMRG1_77480.1, SMRG1_77480.2	T265_09434
OG0005137	SMRG1_81050.1	T265_05289
OG0005138	SMRG1_17290.1, SMRG1_17290.2	T265_14960, T265_09804
OG0005139	SMRG1_32690.1	T265_06260
OG0005140	SMRG1_25560.1, SMRG1_25560.2, SMRG1_25560.3	T265_13323
OG0005141	SMRG1_96140.4, SMRG1_96140.2, SMRG1_96140.1, SMRG1_96140.3	T265_02741
OG0005142	SMRG1_49880.1	T265_05082
OG0005143	SMRG1_33700.1, SMRG1_33700.2	T265_06869
OG0005144	SMRG1_74680.1	T265_02842
OG0005145	SMRG1_4510.1, SMRG1_4510.2	T265_01192
OG0005146	SMRG1_18900.1	T265_08955, T265_13016
OG0005147	SMRG1_51610.1	T265_10173
OG0005148	SMRG1_54700.1, SMRG1_54700.2	T265_12769, T265_01338
OG0005149	SMRG1_9390.1	T265_14444
OG0005151	SMRG1_82730.1	T265_07122
OG0005152	SMRG1_7510.1, SMRG1_7520.1	T265_10470
OG0005153	SMRG1_89520.3, SMRG1_89520.2, SMRG1_89520.1	T265_08383
OG0005154	SMRG1_56400.1, SMRG1_56400.2	T265_06113
OG0005156	SMRG1_71280.1, SMRG1_71280.2	T265_12762
OG0005157	SMRG1_1680.1	T265_09542
OG0005158	SMRG1_87610.1, SMRG1_87610.2	T265_09142
OG0005159	SMRG1_43770.1	T265_01492
OG0005161	SMRG1_29780.1	T265_00726
OG0005162	SMRG1_6410.1	T265_03028
OG0005163	SMRG1_78360.1	T265_02154
OG0005164	SMRG1_23840.1	T265_09249
OG0005165	SMRG1_94550.1	T265_08354
OG0005166	SMRG1_49090.1, SMRG1_49090.2	T265_13272
OG0005167	SMRG1_80840.1	T265_06977
OG0005168	SMRG1_49810.1	T265_13117
OG0005169	SMRG1_44680.1	T265_12079
OG0005170	SMRG1_44040.1, SMRG1_44040.2	T265_14932
OG0005172	SMRG1_52310.2, SMRG1_52310.1	T265_05936
OG0005173	SMRG1_95110.1	T265_14208
OG0005174	SMRG1_87380.1, SMRG1_87380.2, SMRG1_87380.3	T265_08698
OG0005175	SMRG1_97130.1	T265_06630
OG0005177	SMRG1_78580.1	T265_12758
OG0005178	SMRG1_67270.1	T265_02547, T265_02548
OG0005179	SMRG1_84050.1, SMRG1_84050.2, SMRG1_84050.3	T265_01649
OG0005180	SMRG1_20730.1, SMRG1_20730.2	T265_08584
OG0005181	SMRG1_83120.1, SMRG1_83120.2	T265_07816, T265_14399
OG0005182	SMRG1_45970.1, SMRG1_45970.2	T265_00826
OG0005183	SMRG1_58770.1	T265_02061
OG0005184	SMRG1_60620.1	T265_14692
OG0005185	SMRG1_71620.1	T265_02339
OG0005186	SMRG1_64580.1	T265_15113
OG0005187	SMRG1_850.1	T265_09043
OG0005188	SMRG1_87830.1, SMRG1_87830.2	T265_02621
OG0005189	SMRG1_29080.3, SMRG1_29080.1, SMRG1_29080.2	T265_06461
OG0005190	SMRG1_74550.2, SMRG1_74550.1	T265_12632
OG0005192	SMRG1_77940.1, SMRG1_77940.2	T265_12980
OG0005193	SMRG1_82850.1	T265_01677
OG0005195	SMRG1_36450.1	T265_03634
OG0005196	SMRG1_58560.1, SMRG1_58560.2	T265_12728
OG0005197	SMRG1_13900.1	T265_12683
OG0005198	SMRG1_47400.3, SMRG1_47400.1, SMRG1_47400.2	T265_02888
OG0005199	SMRG1_87820.1, SMRG1_87820.2	T265_10805
OG0005200	SMRG1_51170.1, SMRG1_51170.2, SMRG1_51170.3	T265_02677
OG0005201	SMRG1_83440.1, SMRG1_83440.2	T265_15346
OG0005202	SMRG1_25180.1, SMRG1_25180.2	T265_05412
OG0005203	SMRG1_40820.1, SMRG1_40820.2	T265_15114
OG0005204	SMRG1_15890.1	T265_13012
OG0005205	SMRG1_3590.2, SMRG1_3590.4, SMRG1_3590.1, SMRG1_3590.3	T265_09560
OG0005206	SMRG1_52900.1	T265_03569
OG0005207	SMRG1_83330.1	T265_09554
OG0005208	SMRG1_55340.1	T265_06101
OG0005210	SMRG1_17440.1, SMRG1_17440.2	T265_09402
OG0005211	SMRG1_55180.1	T265_03837
OG0005212	SMRG1_8120.1	T265_06492
OG0005213	SMRG1_83990.1	T265_14519
OG0005215	SMRG1_75580.1, SMRG1_75580.2	T265_05728
OG0005216	SMRG1_1850.1	T265_08060, T265_02472
OG0005217	SMRG1_77330.1	T265_10638
OG0005218	SMRG1_89700.2, SMRG1_89700.1, SMRG1_89700.3	T265_12075
OG0005219	SMRG1_8420.1	T265_01010
OG0005220	SMRG1_4470.1	T265_11531
OG0005221	SMRG1_39120.1	T265_04997
OG0005222	SMRG1_1540.1	T265_10254
OG0005223	SMRG1_73090.1	T265_00818
OG0005224	SMRG1_70070.1, SMRG1_70070.2	T265_01432
OG0005225	SMRG1_29410.1	T265_10998
OG0005226	SMRG1_25190.1	T265_02121
OG0005227	SMRG1_7110.3, SMRG1_7110.1, SMRG1_7110.2	T265_03054
OG0005228	SMRG1_70040.2, SMRG1_70040.1	T265_12794
OG0005229	SMRG1_1050.1	T265_10969
OG0005230	SMRG1_48450.1	T265_13403
OG0005231	SMRG1_44210.1	T265_01462
OG0005232	SMRG1_16810.1	T265_03949
OG0005233	SMRG1_20680.1	T265_11820
OG0005234	SMRG1_14680.1	T265_14244
OG0005236	SMRG1_89430.1	T265_04301
OG0005237	SMRG1_85420.1	T265_15641
OG0005241	SMRG1_66380.1, SMRG1_66380.2	T265_09351
OG0005242	SMRG1_63860.2, SMRG1_63860.1, SMRG1_63860.3	T265_10714
OG0005244	SMRG1_18120.1	T265_05974
OG0005246	SMRG1_41660.1	T265_04129
OG0005247	SMRG1_19280.1	T265_07258, T265_15833
OG0005248	SMRG1_69120.1, SMRG1_69120.2	T265_08876
OG0005249	SMRG1_13110.1, SMRG1_13110.2, SMRG1_13110.3	T265_09395
OG0005251	SMRG1_11660.1, SMRG1_11660.3, SMRG1_11660.2	T265_10808
OG0005252	SMRG1_80860.1	T265_14185
OG0005253	SMRG1_43000.1	T265_14940
OG0005254	SMRG1_14810.1	T265_16086
OG0005283	SMRG1_88870.1	T265_07745
OG0005284	SMRG1_75440.1	T265_05448
OG0005285	SMRG1_31430.1, SMRG1_31450.1, SMRG1_31440.1	T265_12614
OG0005286	SMRG1_29680.1, SMRG1_29680.2	T265_14394
OG0005287	SMRG1_11060.1	T265_03322
OG0005289	SMRG1_48610.1	T265_00459, T265_12550, T265_00460
OG0005290	SMRG1_42210.1	T265_04696
OG0005291	SMRG1_41790.1	T265_06357
OG0005292	SMRG1_44820.1	T265_11219
OG0005293	SMRG1_60760.1	T265_04198
OG0005294	SMRG1_56980.1	T265_12032, T265_14151, T265_06837
OG0005295	SMRG1_57560.1	T265_04038
OG0005296	SMRG1_44850.1, SMRG1_44850.2	T265_15709
OG0005297	SMRG1_83420.1	T265_08431, T265_15812
OG0005298	SMRG1_42640.1	T265_08102
OG0005300	SMRG1_90270.1	T265_05373
OG0005301	SMRG1_72070.1, SMRG1_72070.2	T265_10884, T265_00030
OG0005302	SMRG1_19000.1	T265_12789
OG0005303	SMRG1_56060.1	T265_01240
OG0005304	SMRG1_89610.1, SMRG1_89610.3, SMRG1_89610.2	T265_03830
OG0005305	SMRG1_36970.1	T265_15316
OG0005307	SMRG1_39290.1	T265_08389
OG0005309	SMRG1_24840.1, SMRG1_24840.2	T265_02112
OG0005310	SMRG1_810.1, SMRG1_810.2	T265_07235, T265_00714
OG0005313	SMRG1_23550.1	T265_16115
OG0005314	SMRG1_19890.1	T265_05533
OG0005315	SMRG1_58160.1, SMRG1_58160.2	T265_14506
OG0005316	SMRG1_83350.1, SMRG1_83350.2	T265_11658
OG0005317	SMRG1_61140.1	T265_07010
OG0005318	SMRG1_29330.1	T265_01887
OG0005319	SMRG1_63120.1, SMRG1_63120.2	T265_10135
OG0005322	SMRG1_89370.1, SMRG1_89370.2	T265_07323
OG0005323	SMRG1_28450.1	T265_06465
OG0005325	SMRG1_31400.1	T265_14272
OG0005326	SMRG1_7250.1, SMRG1_7250.2	T265_13164, T265_03069
OG0005327	SMRG1_16390.1	T265_00848
OG0005328	SMRG1_62720.1, SMRG1_62720.2	T265_08920, T265_14707
OG0005329	SMRG1_15940.1	T265_15005
OG0005331	SMRG1_89940.1	T265_08643
OG0005332	SMRG1_91070.1	T265_05960
OG0005333	SMRG1_21520.1	T265_11922
OG0005334	SMRG1_14320.1, SMRG1_14320.2	T265_10821
OG0005335	SMRG1_78120.1	T265_11353
OG0005336	SMRG1_12150.1	T265_09502, T265_09503
OG0005337	SMRG1_24350.1, SMRG1_24350.2	T265_04235
OG0005338	SMRG1_49720.1	T265_10177
OG0005339	SMRG1_57000.1	T265_03833
OG0005340	SMRG1_91980.1	T265_09594, T265_12878
OG0005341	SMRG1_14630.1, SMRG1_14630.2	T265_10224
OG0005343	SMRG1_78890.1	T265_02785, T265_02786, T265_02784
OG0005345	SMRG1_38700.1, SMRG1_38700.2	T265_14061
OG0005346	SMRG1_9930.1	T265_02105, T265_12925
OG0005347	SMRG1_66220.1	T265_05626
OG0005348	SMRG1_12320.1, SMRG1_12320.2	T265_13539
OG0005349	SMRG1_1380.1	T265_06704
OG0005350	SMRG1_6130.1	T265_09936
OG0005351	SMRG1_52950.1, SMRG1_52950.2	T265_03561
OG0005352	SMRG1_2230.1	T265_00939
OG0005353	SMRG1_93980.1	T265_04816
OG0005354	SMRG1_35290.1	T265_11724
OG0005355	SMRG1_39560.1	T265_09734
OG0005356	SMRG1_69370.1	T265_01689, T265_10747
OG0005358	SMRG1_46250.1	T265_05286
OG0005359	SMRG1_18730.1	T265_05489
OG0005360	SMRG1_96530.1, SMRG1_20340.5, SMRG1_20340.1, SMRG1_20340.2, SMRG1_20340.4, SMRG1_20340.3	T265_15263
OG0005361	SMRG1_14840.1	T265_05573
OG0005362	SMRG1_67760.1	T265_15197
OG0005363	SMRG1_820.1	T265_14241
OG0005364	SMRG1_49830.1	T265_02141
OG0005365	SMRG1_17160.1	T265_03189
OG0005366	SMRG1_14900.1	T265_15118
OG0005367	SMRG1_23820.1	T265_01079
OG0005368	SMRG1_21380.1	T265_02254
OG0005369	SMRG1_35240.1, SMRG1_35240.2	T265_04513
OG0005371	SMRG1_35200.1, SMRG1_35200.2	T265_04511
OG0005372	SMRG1_25660.1	T265_05027
OG0005373	SMRG1_93800.1	T265_06855, T265_07464
OG0005374	SMRG1_21770.1, SMRG1_21770.2	T265_12656
OG0005376	SMRG1_59380.1	T265_01452
OG0005377	SMRG1_30210.1	T265_05210
OG0005378	SMRG1_44280.1	T265_01504
OG0005379	SMRG1_56530.1	T265_00306, T265_12511
OG0005380	SMRG1_1910.1	T265_08674
OG0005381	SMRG1_7100.1	T265_03055, T265_03056
OG0005382	SMRG1_96130.3, SMRG1_96130.1, SMRG1_96130.2	T265_07943
OG0005383	SMRG1_39810.1	T265_10764
OG0005384	SMRG1_83640.1	T265_15266
OG0005385	SMRG1_10730.1	T265_05325, T265_06130
OG0005386	SMRG1_33020.1	T265_12619
OG0005387	SMRG1_28160.1	T265_08575
OG0005388	SMRG1_25700.1	T265_03712
OG0005389	SMRG1_46350.1	T265_03975
OG0005390	SMRG1_97170.1	T265_15462
OG0005391	SMRG1_58870.1	T265_05845
OG0005392	SMRG1_51960.1	T265_01365
OG0005393	SMRG1_51940.1	T265_01362
OG0005395	SMRG1_71490.1, SMRG1_71490.2	T265_12943
OG0005396	SMRG1_12960.1, SMRG1_12960.2, SMRG1_12960.3	T265_10275
OG0005397	SMRG1_44590.1	T265_08517
OG0005398	SMRG1_26320.1	T265_12702, T265_16153
OG0005399	SMRG1_11570.1, SMRG1_58020.1	T265_05139
OG0005400	SMRG1_10850.1, SMRG1_10850.2, SMRG1_10850.3, SMRG1_10850.4	T265_14743
OG0005402	SMRG1_57590.1	T265_02356
OG0005404	SMRG1_17410.1	T265_09420
OG0005405	SMRG1_91330.1	T265_08404
OG0005406	SMRG1_68210.1	T265_12567
OG0005407	SMRG1_52510.1	T265_04295
OG0005408	SMRG1_91680.1	T265_02634
OG0005409	SMRG1_31590.1, SMRG1_31590.2	T265_02973
OG0005410	SMRG1_8400.1	T265_04348
OG0005411	SMRG1_93160.1	T265_13356
OG0005412	SMRG1_62710.1	T265_08661
OG0005413	SMRG1_78920.1	T265_11492
OG0005414	SMRG1_71130.1	T265_15840
OG0005415	SMRG1_30100.1, SMRG1_30100.2	T265_10057
OG0005416	SMRG1_24880.1, SMRG1_24880.2	T265_15035
OG0005417	SMRG1_3800.1, SMRG1_3800.2, SMRG1_3800.3	T265_10864
OG0005418	SMRG1_48040.1	T265_10182
OG0005419	SMRG1_68330.1	T265_03907
OG0005420	SMRG1_37270.1	T265_07983
OG0005421	SMRG1_80050.1	T265_04877
OG0005423	SMRG1_28660.1	T265_04323
OG0005424	SMRG1_82360.1	T265_04982, T265_04980
OG0005425	SMRG1_82420.1, SMRG1_82420.2	T265_13652, T265_13651, T265_13653
OG0005427	SMRG1_96360.1	T265_07946
OG0005428	SMRG1_88220.1	T265_15255
OG0005430	SMRG1_45060.1	T265_14216
OG0005431	SMRG1_78600.1	T265_07854
OG0005432	SMRG1_82580.1, SMRG1_82580.2	T265_08271
OG0005433	SMRG1_78510.1	T265_05782
OG0005434	SMRG1_26950.1	T265_13327, T265_15957
OG0005435	SMRG1_97000.1, SMRG1_97000.3, SMRG1_97000.2, SMRG1_97000.4	T265_09698
OG0005436	SMRG1_58690.1	T265_00622
OG0005438	SMRG1_10750.1, SMRG1_10750.2, SMRG1_10750.3	T265_06134
OG0005439	SMRG1_45280.1, SMRG1_45280.2, SMRG1_45280.3, SMRG1_45280.4	T265_05891
OG0005440	SMRG1_72930.1	T265_01331
OG0005441	SMRG1_91730.1	T265_01872
OG0005442	SMRG1_29490.1	T265_12628
OG0005443	SMRG1_59360.1, SMRG1_59360.2	T265_05614
OG0005444	SMRG1_16270.3, SMRG1_16270.1, SMRG1_16270.2	T265_02921
OG0005446	SMRG1_45440.1	T265_15324
OG0005447	SMRG1_65460.1	T265_00188
OG0005448	SMRG1_35310.1	T265_06100
OG0005449	SMRG1_65140.1	T265_09333, T265_09332
OG0005450	SMRG1_60710.1	T265_10981
OG0005451	SMRG1_83110.1, SMRG1_83110.2	T265_09425
OG0005453	SMRG1_62120.1, SMRG1_62120.2	T265_11126
OG0005454	SMRG1_52480.1	T265_02688
OG0005455	SMRG1_50890.1, SMRG1_50890.2, SMRG1_50890.3, SMRG1_50890.4	T265_11461
OG0005457	SMRG1_47520.1	T265_00065
OG0005459	SMRG1_220.1	T265_13122, T265_02913
OG0005460	SMRG1_72650.1	T265_12950
OG0005461	SMRG1_26690.5, SMRG1_26690.1, SMRG1_26690.2, SMRG1_26690.3, SMRG1_26690.4	T265_10012
OG0005462	SMRG1_87000.1	T265_12786
OG0005463	SMRG1_19880.1, SMRG1_19880.2	T265_05511
OG0005464	SMRG1_51780.1, SMRG1_51780.2	T265_00131, T265_12275
OG0005465	SMRG1_91660.1	T265_03813
OG0005466	SMRG1_70920.1	T265_11553
OG0005467	SMRG1_64330.1	T265_09793
OG0005468	SMRG1_19690.1, SMRG1_19690.2	T265_06677
OG0005469	SMRG1_68320.1	T265_07684
OG0005472	SMRG1_73910.2, SMRG1_73910.1	T265_04851
OG0005476	SMRG1_39880.1	T265_03001
OG0005477	SMRG1_40690.1	T265_11475
OG0005478	SMRG1_58580.1	T265_00646
OG0005479	SMRG1_76260.1, SMRG1_76260.2	T265_02835
OG0005480	SMRG1_74110.1	T265_01791
OG0005481	SMRG1_17350.1	T265_14797
OG0005482	SMRG1_41990.1	T265_07135
OG0005483	SMRG1_40190.1, SMRG1_40190.2, SMRG1_40190.3	T265_11993
OG0005484	SMRG1_22080.1	T265_11055
OG0005485	SMRG1_51700.1	T265_12648
OG0005486	SMRG1_70430.1, SMRG1_70430.3, SMRG1_70430.4, SMRG1_70430.5, SMRG1_70430.2	T265_01953
OG0005487	SMRG1_23390.1	T265_05597, T265_13821
OG0005488	SMRG1_92990.1	T265_00563
OG0005489	SMRG1_4680.1, SMRG1_4680.2	T265_10945
OG0005490	SMRG1_33840.2, SMRG1_33840.1	T265_07627
OG0005491	SMRG1_92750.1	T265_11285
OG0005492	SMRG1_93670.2, SMRG1_93670.1	T265_06514
OG0005493	SMRG1_53200.1, SMRG1_53200.2, SMRG1_53200.3	T265_02886
OG0005494	SMRG1_5100.2, SMRG1_5100.3	T265_13149
OG0005496	SMRG1_95000.1	T265_13611
OG0005497	SMRG1_24060.1, SMRG1_24060.2	T265_03756
OG0005499	SMRG1_89250.1, SMRG1_89250.2	T265_03783
OG0005500	SMRG1_19410.1	T265_00880, T265_15018
OG0005502	SMRG1_97590.1	T265_09319
OG0005503	SMRG1_39340.1	T265_05012
OG0005504	SMRG1_83610.1, SMRG1_83620.1	T265_15476
OG0005505	SMRG1_78740.2, SMRG1_78740.1	T265_15216
OG0005506	SMRG1_90390.1, SMRG1_90390.2	T265_01863
OG0005507	SMRG1_88600.1	T265_03828
OG0005508	SMRG1_470.1	T265_05267
OG0005509	SMRG1_95280.1, SMRG1_95280.2	T265_15724
OG0005510	SMRG1_92580.1, SMRG1_92580.2, SMRG1_92580.3	T265_04306
OG0005511	SMRG1_78470.1, SMRG1_78470.2	T265_01328
OG0005512	SMRG1_6500.1	T265_09144
OG0005513	SMRG1_90790.1, SMRG1_90790.2	T265_03550
OG0005514	SMRG1_24970.1	T265_10018
OG0005515	SMRG1_57570.1, SMRG1_57570.2, SMRG1_57570.3, SMRG1_57570.4	T265_11300
OG0005516	SMRG1_17430.1	T265_03191, T265_03192
OG0005517	SMRG1_63640.1	T265_08930
OG0005518	SMRG1_26090.1	T265_05390
OG0005519	SMRG1_35420.1	T265_14962, T265_16085
OG0005520	SMRG1_59410.1	T265_06161
OG0005521	SMRG1_79290.1	T265_03986
OG0005522	SMRG1_34060.1	T265_15147
OG0005523	SMRG1_84350.1, SMRG1_84350.2	T265_13005, T265_16171
OG0005524	SMRG1_670.1	T265_10230
OG0005525	SMRG1_58920.1	T265_08202
OG0005526	SMRG1_38350.1	T265_08059
OG0005527	SMRG1_23660.1	T265_04257
OG0005530	SMRG1_11890.1	T265_08534
OG0005531	SMRG1_8350.1	T265_01390
OG0005532	SMRG1_14020.1	T265_14747
OG0005535	SMRG1_47350.1, SMRG1_47350.2	T265_07286
OG0005538	SMRG1_49440.1	T265_00113
OG0005539	SMRG1_30450.3, SMRG1_30450.4, SMRG1_30450.2, SMRG1_30450.1	T265_13052
OG0005540	SMRG1_61080.1, SMRG1_61080.2	T265_08055
OG0005544	SMRG1_23480.1, SMRG1_23480.2	T265_02659
OG0005545	SMRG1_4190.1	T265_06655, T265_06656
OG0005546	SMRG1_9870.1	T265_12984
OG0005547	SMRG1_38340.1	T265_14463
OG0005566	SMRG1_76450.1	T265_05784
OG0005570	SMRG1_32640.1	T265_13520
OG0005571	SMRG1_47490.1	T265_00062
OG0005572	SMRG1_67780.1	T265_15288
OG0005573	SMRG1_9350.1, SMRG1_9350.2	T265_11449
OG0005574	SMRG1_87360.1	T265_14050
OG0005575	SMRG1_68370.1	T265_03162
OG0005576	SMRG1_68340.1	T265_08870
OG0005577	SMRG1_87010.1	T265_02626
OG0005578	SMRG1_50030.1, SMRG1_50030.2	T265_05284, T265_01975, T265_05283
OG0005579	SMRG1_10110.1	T265_04553
OG0005580	SMRG1_51810.1	T265_12456
OG0005581	SMRG1_30040.1	T265_14696
OG0005583	SMRG1_87270.1	T265_08895
OG0005584	SMRG1_95470.1	T265_02735
OG0005585	SMRG1_96580.1	T265_13551
OG0005586	SMRG1_96570.1	T265_04631
OG0005587	SMRG1_78540.1	T265_08836
OG0005588	SMRG1_28390.1	T265_06462
OG0005589	SMRG1_61580.1, SMRG1_61580.2	T265_10140
OG0005590	SMRG1_17310.1	T265_02090
OG0005591	SMRG1_65940.1	T265_11829
OG0005593	SMRG1_71590.1	T265_02336
OG0005594	SMRG1_70280.1	T265_00035
OG0005595	SMRG1_62880.1	T265_03128
OG0005596	SMRG1_67050.1, SMRG1_67050.2	T265_10450
OG0005597	SMRG1_84360.1	T265_13001
OG0005598	SMRG1_77140.1	T265_00090
OG0005599	SMRG1_55220.1, SMRG1_55220.2	T265_12744
OG0005600	SMRG1_18970.1	T265_01613, T265_02081, T265_01614
OG0005601	SMRG1_22850.1	T265_01074, T265_07975
OG0005602	SMRG1_22750.1, SMRG1_22750.2	T265_05680
OG0005603	SMRG1_65040.1, SMRG1_65040.2	T265_10595
OG0005604	SMRG1_30090.1	T265_14820
OG0005605	SMRG1_36250.1	T265_00735
OG0005606	SMRG1_80150.1	T265_01778, T265_01779
OG0005607	SMRG1_90640.1	T265_08644
OG0005608	SMRG1_66980.1	T265_14383
OG0005609	SMRG1_59470.1	T265_15052
OG0005610	SMRG1_1970.1	T265_14713
OG0005611	SMRG1_92470.1	T265_13473, T265_04313
OG0005612	SMRG1_95020.1	T265_02912, T265_11062
OG0005613	SMRG1_54640.1	T265_08092
OG0005614	SMRG1_28580.1, SMRG1_28580.2	T265_10058
OG0005615	SMRG1_29250.1	T265_01886
OG0005616	SMRG1_29240.1	T265_01885, T265_12128
OG0005617	SMRG1_38960.1	T265_13433
OG0005618	SMRG1_50600.1	T265_08821
OG0005619	SMRG1_50920.1	T265_06768
OG0005620	SMRG1_90250.1	T265_05375
OG0005621	SMRG1_88470.1	T265_06150
OG0005622	SMRG1_1420.1	T265_05245
OG0005623	SMRG1_75780.1	T265_09835, T265_12397
OG0005625	SMRG1_10970.1	T265_04392, T265_04393
OG0005626	SMRG1_44070.1	T265_05055
OG0005627	SMRG1_23230.1	T265_10410
OG0005628	SMRG1_39370.1	T265_09104
OG0005629	SMRG1_31960.1	T265_11995, T265_15653
OG0005630	SMRG1_85830.1	T265_15104
OG0005631	SMRG1_55600.1	T265_10242
OG0005632	SMRG1_96550.1	T265_10093
OG0005633	SMRG1_10240.1	T265_04541
OG0005634	SMRG1_22780.1	T265_13921
OG0005635	SMRG1_2940.1	T265_00211
OG0005636	SMRG1_38710.1	T265_06536
OG0005637	SMRG1_97740.1	T265_11903
OG0005638	SMRG1_77730.1	T265_02937
OG0005639	SMRG1_73850.1, SMRG1_73850.2	T265_05902
OG0005641	SMRG1_78530.1, SMRG1_74090.1	T265_00803
OG0005642	SMRG1_97480.1	T265_05646
OG0005643	SMRG1_29770.1, SMRG1_29770.2, SMRG1_29770.3	T265_06739
OG0005644	SMRG1_77080.1	T265_02170
OG0005645	SMRG1_61950.1	T265_00481
OG0005647	SMRG1_56360.1	T265_12426
OG0005648	SMRG1_40280.1, SMRG1_40280.2, SMRG1_40280.3	T265_02569
OG0005649	SMRG1_51100.1	T265_01356
OG0005650	SMRG1_65310.1	T265_03915
OG0005652	SMRG1_48690.1	T265_09909
OG0005654	SMRG1_73360.1	T265_04874, T265_13622
OG0005655	SMRG1_27410.1	T265_04225
OG0005656	SMRG1_88980.1	T265_04764
OG0005657	SMRG1_11760.1, SMRG1_11760.2	T265_12479, T265_00202
OG0005659	SMRG1_18020.1, SMRG1_18020.2	T265_10330
OG0005660	SMRG1_71350.1, SMRG1_71350.2	T265_02166
OG0005661	SMRG1_6610.1	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880
OG0005662	SMRG1_43580.1	T265_01481
OG0005664	SMRG1_25400.1	T265_16080
OG0005665	SMRG1_48840.1, SMRG1_48840.2	T265_02439
OG0005666	SMRG1_91220.1	T265_04890
OG0005669	SMRG1_56520.1	T265_00307
OG0005670	SMRG1_85250.1	T265_15339
OG0005671	SMRG1_11700.1	T265_00199
OG0005672	SMRG1_48020.1	T265_00025
OG0005673	SMRG1_48070.1	T265_00026
OG0005674	SMRG1_26210.1	T265_14069
OG0005675	SMRG1_40940.1	T265_14702
OG0005677	SMRG1_5670.1	T265_12490
OG0005678	SMRG1_61070.1	T265_08052
OG0005679	SMRG1_89580.1	T265_05347
OG0005680	SMRG1_68920.1	T265_02058
OG0005681	SMRG1_68910.1, SMRG1_68930.1	T265_02059
OG0005683	SMRG1_35940.1	T265_00556, T265_00555, T265_00558
OG0005684	SMRG1_50010.1	T265_13286
OG0005685	SMRG1_13440.1	T265_04563
OG0005686	SMRG1_91320.1	T265_02644
OG0005687	SMRG1_66470.1	T265_07614
OG0005688	SMRG1_1320.1	T265_06908
OG0005689	SMRG1_72440.1	T265_12982
OG0005690	SMRG1_53240.1	T265_13741
OG0005691	SMRG1_95260.1	T265_14083
OG0005692	SMRG1_47930.1	T265_03304
OG0005693	SMRG1_180.1	T265_09417
OG0005694	SMRG1_49900.1	T265_05938
OG0005695	SMRG1_50060.1	T265_13862, T265_05792
OG0005697	SMRG1_16640.1	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772
OG0005699	SMRG1_21020.1	T265_05508
OG0005700	SMRG1_71630.1	T265_08200
OG0005701	SMRG1_58070.1	T265_10795, T265_12238
OG0005702	SMRG1_65730.1	T265_06068, T265_13996
OG0005703	SMRG1_34550.1, SMRG1_34550.2	T265_08410
OG0005704	SMRG1_41070.1, SMRG1_41070.2	T265_04448
OG0005705	SMRG1_54480.1	T265_13838
OG0005706	SMRG1_56620.1	T265_04867
OG0005707	SMRG1_65820.1	T265_09880
OG0005709	SMRG1_27780.1	T265_10125
OG0005710	SMRG1_34850.1	T265_14076, T265_14078, T265_00920
OG0005712	SMRG1_90530.1	T265_04155
OG0005713	SMRG1_66760.1	T265_13995
OG0005714	SMRG1_91990.1, SMRG1_91990.2, SMRG1_91990.3	T265_07566
OG0005715	SMRG1_75080.1	T265_02163
OG0005716	SMRG1_51540.1	T265_00293
OG0005717	SMRG1_75860.1	T265_01752
OG0005718	SMRG1_50330.1	T265_10025
OG0005719	SMRG1_35840.1, SMRG1_35840.2	T265_04450
OG0005720	SMRG1_84430.1, SMRG1_84430.2	T265_14184
OG0005722	SMRG1_94430.1	T265_10194
OG0005723	SMRG1_43230.1, SMRG1_43230.2	T265_04137
OG0005724	SMRG1_8950.1	T265_01588
OG0005725	SMRG1_84090.1	T265_02382
OG0005726	SMRG1_53620.1	T265_12453
OG0005727	SMRG1_69230.1	T265_05161
OG0005728	SMRG1_88920.1	T265_04760
OG0005729	SMRG1_65470.1, SMRG1_65470.2	T265_08666
OG0005730	SMRG1_95540.1, SMRG1_95530.1	T265_13080
