Orthogroup	schistosoma_margrebowiei	schistosoma_rodhaini
OG0005876	SMRG1_67930.1	SRDH2_68810.1
OG0005877	SMRG1_27950.1	SRDH2_28220.1, SRDH2_28220.2
OG0005878	SMRG1_42080.1, SMRG1_42080.2	SRDH2_42150.1, SRDH2_42150.2, SRDH2_42150.4, SRDH2_42150.3
OG0005879	SMRG1_43890.1, SMRG1_43890.2, SMRG1_43890.3, SMRG1_43890.4, SMRG1_43890.5	SRDH2_43870.1, SRDH2_43870.2, SRDH2_43870.3, SRDH2_43870.4
OG0005880	SMRG1_37220.1, SMRG1_37220.2	SRDH2_37840.1
OG0005881	SMRG1_15360.1	SRDH2_16300.1
OG0005882	SMRG1_28000.1, SMRG1_28000.2	SRDH2_28260.1, SRDH2_28260.2
OG0005884	SMRG1_73110.1	SRDH2_73210.1, SRDH2_73210.2
OG0005885	SMRG1_87480.1, SMRG1_87520.1, SMRG1_87460.1, SMRG1_87460.2	SRDH2_100620.1, SRDH2_100220.1
OG0005892	SMRG1_37560.1, SMRG1_37560.2	SRDH2_37500.1
OG0005893	SMRG1_39310.3, SMRG1_39310.6, SMRG1_39310.7, SMRG1_39310.8, SMRG1_39310.9	SRDH2_39370.3, SRDH2_39370.4, SRDH2_39370.6, SRDH2_39370.7
OG0005894	SMRG1_10900.1	SRDH2_11680.2, SRDH2_11680.1
OG0005895	SMRG1_95120.1	SRDH2_97110.1
OG0005896	SMRG1_41020.1, SMRG1_41020.2, SMRG1_41020.3	SRDH2_41030.1
OG0005897	SMRG1_94940.1	SRDH2_96940.1, SRDH2_96940.2
OG0005898	SMRG1_44010.1, SMRG1_44010.2	SRDH2_43990.2, SRDH2_43990.1
OG0005899	SMRG1_94980.1	SRDH2_96980.2, SRDH2_96980.1
OG0005900	SMRG1_31460.1	SRDH2_31710.1
OG0005901	SMRG1_61120.1	SRDH2_61260.1
OG0005902	SMRG1_7290.1	SRDH2_7840.1
OG0005904	SMRG1_23700.1	SRDH2_24050.1
OG0005905	SMRG1_68350.1	SRDH2_68350.1, SRDH2_68340.1
OG0005906	SMRG1_74400.1	SRDH2_75610.1
OG0005907	SMRG1_41690.1, SMRG1_41690.2	SRDH2_41740.1
OG0005908	SMRG1_39740.1	SRDH2_39860.2, SRDH2_39860.4, SRDH2_39860.1, SRDH2_39860.3
OG0005909	SMRG1_13850.1	SRDH2_13550.1
OG0005910	SMRG1_76850.1	SRDH2_78160.1
OG0005911	SMRG1_96400.1	SRDH2_98460.2, SRDH2_98460.1
OG0005912	SMRG1_96220.1	SRDH2_98260.1
OG0005913	SMRG1_90200.1	SRDH2_93630.1
OG0005914	SMRG1_76480.1	SRDH2_77740.1
OG0005915	SMRG1_7980.1	SRDH2_8590.1
OG0005916	SMRG1_16240.1	SRDH2_19210.1, SRDH2_19210.2
OG0005917	SMRG1_65950.1	SRDH2_65860.1
OG0005918	SMRG1_33420.1	SRDH2_35320.1
OG0005919	SMRG1_21570.1	SRDH2_22050.1
OG0005920	SMRG1_2710.1	SRDH2_2980.1, SRDH2_2980.2
OG0005921	SMRG1_68580.1	SRDH2_70650.1
OG0005922	SMRG1_20090.1, SMRG1_20090.2, SMRG1_20090.4, SMRG1_20090.3	SRDH2_23160.1
OG0005923	SMRG1_29380.1	SRDH2_29650.1
OG0005924	SMRG1_16020.1	SRDH2_16950.1
OG0005925	SMRG1_71000.1	SRDH2_71700.1
OG0005926	SMRG1_62430.1, SMRG1_62430.2	SRDH2_63450.3, SRDH2_63450.1, SRDH2_63450.2
OG0005927	SMRG1_26530.1	SRDH2_26900.1, SRDH2_26900.2
OG0005928	SMRG1_69590.1	SRDH2_70050.1, SRDH2_70050.2
OG0005929	SMRG1_62040.1	SRDH2_63010.1
OG0005930	SMRG1_80160.1	SRDH2_81710.1
OG0005932	SMRG1_1990.1	SRDH2_2260.1
OG0005933	SMRG1_42170.1, SMRG1_42170.2	SRDH2_42220.1
OG0005934	SMRG1_19760.1	SRDH2_20760.2, SRDH2_20760.1, SRDH2_20770.1, SRDH2_20760.3
OG0005935	SMRG1_32160.1	SRDH2_36480.1, SRDH2_36480.2
OG0005936	SMRG1_59420.1	SRDH2_62880.1, SRDH2_62880.2
OG0005937	SMRG1_90430.1	SRDH2_93420.1
OG0005938	SMRG1_73410.1	SRDH2_72880.1
OG0005939	SMRG1_61360.1	SRDH2_61040.1
OG0005940	SMRG1_27540.1	SRDH2_27850.1
OG0005941	SMRG1_95720.1	SRDH2_97730.1, SRDH2_97730.2
OG0005942	SMRG1_83690.1	SRDH2_85220.1
OG0005943	SMRG1_14300.1	SRDH2_12370.1, SRDH2_12360.1, SRDH2_12340.1, SRDH2_12340.2
OG0005944	SMRG1_60810.1, SMRG1_60810.2	SRDH2_61580.1
OG0005945	SMRG1_2660.1	SRDH2_102590.1, SRDH2_2930.1
OG0005946	SMRG1_20700.1, SMRG1_20700.2	SRDH2_21580.1
OG0005947	SMRG1_13560.1	SRDH2_101630.1
OG0005948	SMRG1_35260.1	SRDH2_32730.2, SRDH2_32730.1, SRDH2_32730.3
OG0005949	SMRG1_9920.1	SRDH2_10660.1
OG0005950	SMRG1_50680.1	SRDH2_50770.1
OG0005951	SMRG1_6120.1, SMRG1_6120.2	SRDH2_6460.1
OG0005952	SMRG1_83230.1	SRDH2_84720.1, SRDH2_84720.2, SRDH2_84720.3
OG0005953	SMRG1_69360.1, SMRG1_69360.2, SMRG1_69360.3, SMRG1_69360.4	SRDH2_70510.1
OG0005954	SMRG1_19990.1	SRDH2_21000.1
OG0005955	SMRG1_92440.1	SRDH2_94130.1, SRDH2_94130.2
OG0005956	SMRG1_30570.1	SRDH2_30860.1
OG0005957	SMRG1_24070.1, SMRG1_24090.1	SRDH2_24470.1
OG0005958	SMRG1_74790.1	SRDH2_75990.2, SRDH2_75990.1
OG0005959	SMRG1_39330.1	SRDH2_39400.1
OG0005960	SMRG1_86150.1	SRDH2_87730.1
OG0005961	SMRG1_69440.1, SMRG1_69440.2	SRDH2_70570.1
OG0005962	SMRG1_93940.1	SRDH2_96010.1
OG0005963	SMRG1_62990.1	SRDH2_63970.2, SRDH2_63970.1
OG0005964	SMRG1_32220.1	SRDH2_36420.1
OG0005965	SMRG1_21160.1	SRDH2_21190.1
OG0005966	SMRG1_88540.1	SRDH2_89910.1
OG0005967	SMRG1_73570.1	SRDH2_72730.1, SRDH2_72730.2
OG0005968	SMRG1_13090.1, SMRG1_13090.2	SRDH2_12750.1
OG0005969	SMRG1_43590.1	SRDH2_43570.1, SRDH2_43570.2
OG0005970	SMRG1_21760.1	SRDH2_22260.1
OG0005971	SMRG1_25850.1	SRDH2_26190.1
OG0005972	SMRG1_54740.1	SRDH2_55120.1
OG0005973	SMRG1_44540.1	SRDH2_44560.1
OG0005974	SMRG1_21980.2, SMRG1_21980.1	SRDH2_22500.1
OG0005975	SMRG1_72090.1	SRDH2_74580.1
OG0005976	SMRG1_30820.1	SRDH2_31100.1
OG0005977	SMRG1_52590.1	SRDH2_54030.1, SRDH2_54030.2
OG0005978	SMRG1_87320.1, SMRG1_87320.2	SRDH2_88890.1
OG0005980	SMRG1_56930.1	SRDH2_57810.2, SRDH2_57810.1, SRDH2_57810.3
OG0005981	SMRG1_94460.1	SRDH2_96490.1
OG0005982	SMRG1_65250.1	SRDH2_66990.1
OG0005983	SMRG1_49160.1	SRDH2_49270.1
OG0005984	SMRG1_66140.1	SRDH2_66090.3, SRDH2_66090.1, SRDH2_66090.2
OG0005985	SMRG1_28150.1	SRDH2_28420.1, SRDH2_28410.1
OG0005986	SMRG1_21320.1, SMRG1_21320.2	SRDH2_21050.1
OG0005987	SMRG1_21310.2, SMRG1_21310.1	SRDH2_21060.2, SRDH2_21060.3, SRDH2_21060.1
OG0005988	SMRG1_97180.1	SRDH2_99300.3, SRDH2_99300.1, SRDH2_99300.2
OG0005989	SMRG1_82270.1, SMRG1_82270.2, SMRG1_82270.3	SRDH2_83630.1
OG0005990	SMRG1_56910.1, SMRG1_56910.2	SRDH2_57790.1
OG0005991	SMRG1_54760.1	SRDH2_55140.1
OG0005992	SMRG1_47920.1	SRDH2_48040.1
OG0005993	SMRG1_78390.1	SRDH2_79840.1
OG0005994	SMRG1_54290.1	SRDH2_54690.1
OG0005995	SMRG1_71200.1	SRDH2_71880.1, SRDH2_71880.4, SRDH2_71880.2, SRDH2_71880.3
OG0005996	SMRG1_18760.1	SRDH2_19710.1, SRDH2_19710.2
OG0005997	SMRG1_910.1	SRDH2_1000.1
OG0005998	SMRG1_48580.1	SRDH2_48710.1
OG0005999	SMRG1_80480.1	SRDH2_82130.1
OG0006000	SMRG1_11820.1	SRDH2_14170.1
OG0006001	SMRG1_88900.1	SRDH2_90670.1
OG0006002	SMRG1_52500.3, SMRG1_52500.1, SMRG1_52500.2	SRDH2_54120.2, SRDH2_54120.1
OG0006003	SMRG1_34570.1	SRDH2_32130.1
OG0006004	SMRG1_50410.1	SRDH2_50490.1
OG0006005	SMRG1_73720.1	SRDH2_72570.1, SRDH2_72570.2
OG0006006	SMRG1_47040.1	SRDH2_47220.1
OG0006007	SMRG1_21090.1, SMRG1_21090.2	SRDH2_21240.1
OG0006008	SMRG1_71560.1	SRDH2_74000.1, SRDH2_74000.2
OG0006009	SMRG1_83600.1	SRDH2_85140.1, SRDH2_85140.3, SRDH2_85140.2
OG0006010	SMRG1_82950.1	SRDH2_84380.2, SRDH2_84380.1
OG0006011	SMRG1_65650.1	SRDH2_67420.1
OG0006012	SMRG1_66900.1, SMRG1_66900.2	SRDH2_69840.1
OG0006013	SMRG1_21820.1	SRDH2_22320.1
OG0006014	SMRG1_75060.1	SRDH2_76280.1
OG0006015	SMRG1_75670.1	SRDH2_76920.1, SRDH2_76920.3
OG0006016	SMRG1_79760.1	SRDH2_81300.1
OG0006017	SMRG1_79790.1	SRDH2_81330.1
OG0006018	SMRG1_90240.1, SMRG1_90240.2	SRDH2_93610.1
OG0006019	SMRG1_86090.1	SRDH2_87790.1, SRDH2_87790.2
OG0006021	SMRG1_76680.1	SRDH2_77960.1
OG0006022	SMRG1_62580.1	SRDH2_63570.1
OG0006023	SMRG1_16550.1	SRDH2_18950.1
OG0006024	SMRG1_47720.1, SMRG1_47720.2, SMRG1_47720.3, SMRG1_47720.4	SRDH2_47810.1
OG0006025	SMRG1_14380.1	SRDH2_15430.1
OG0006026	SMRG1_780.1	SRDH2_1180.1, SRDH2_1180.2
OG0006027	SMRG1_24820.1	SRDH2_25100.1
OG0006028	SMRG1_50190.1, SMRG1_50190.2	SRDH2_50250.1
OG0006029	SMRG1_56710.1	SRDH2_57070.1, SRDH2_57070.2
OG0006030	SMRG1_34460.1	SRDH2_38390.1, SRDH2_38390.2
OG0006031	SMRG1_18690.1, SMRG1_18690.2, SMRG1_18690.3	SRDH2_19630.1, SRDH2_19630.2
OG0006032	SMRG1_9840.1, SMRG1_9840.2	SRDH2_10570.1
OG0006033	SMRG1_41410.1	SRDH2_41440.1
OG0006034	SMRG1_43790.1	SRDH2_43770.1
OG0006035	SMRG1_56650.1	SRDH2_57140.1
OG0006036	SMRG1_83910.1	SRDH2_85480.1
OG0006037	SMRG1_84910.1	SRDH2_86740.1
OG0006038	SMRG1_43740.1	SRDH2_43710.1
OG0006039	SMRG1_51560.1	SRDH2_51930.1
OG0006040	SMRG1_57810.1, SMRG1_58050.1	SRDH2_58580.1
OG0006041	SMRG1_28350.1	SRDH2_28630.1, SRDH2_28630.2
OG0006042	SMRG1_31520.1	SRDH2_37080.1
OG0006043	SMRG1_16760.1	SRDH2_18740.1, SRDH2_18740.4, SRDH2_18740.2, SRDH2_18740.3
OG0006044	SMRG1_69080.1	SRDH2_71090.1
OG0006045	SMRG1_36220.1, SMRG1_36220.2, SMRG1_36220.3	SRDH2_33720.1
OG0006046	SMRG1_12570.1, SMRG1_12570.2	SRDH2_15000.1
OG0006047	SMRG1_33530.1	SRDH2_35420.1
OG0006048	SMRG1_7680.1	SRDH2_8250.1
OG0006049	SMRG1_40780.1	SRDH2_40790.1
OG0006050	SMRG1_62030.1	SRDH2_63000.1
OG0006051	SMRG1_6760.1, SMRG1_6760.2	SRDH2_7120.1
OG0006052	SMRG1_73430.1	SRDH2_72860.1
OG0006053	SMRG1_68190.1	SRDH2_68500.1
OG0006054	SMRG1_64400.1	SRDH2_65420.1, SRDH2_65420.2
OG0006055	SMRG1_4500.1	SRDH2_4740.1, SRDH2_4740.2
OG0006056	SMRG1_14470.1	SRDH2_15510.1
OG0006057	SMRG1_30680.1	SRDH2_30960.1
OG0006058	SMRG1_17200.1	SRDH2_18290.1, SRDH2_18290.2
OG0006059	SMRG1_73320.1	SRDH2_72970.1
OG0006060	SMRG1_3200.2, SMRG1_3200.3, SMRG1_3200.1	SRDH2_3380.1
OG0006061	SMRG1_85990.1, SMRG1_85990.2	SRDH2_87920.1
OG0006062	SMRG1_35850.1	SRDH2_33310.1
OG0006063	SMRG1_45460.1	SRDH2_45550.1
OG0006064	SMRG1_70530.1	SRDH2_71430.3, SRDH2_71430.1, SRDH2_71430.2, SRDH2_71430.4
OG0006065	SMRG1_11980.1	SRDH2_14390.1
OG0006066	SMRG1_8840.1	SRDH2_9430.1
OG0006067	SMRG1_43600.1	SRDH2_43580.1
OG0006068	SMRG1_41240.1	SRDH2_41290.1
OG0006069	SMRG1_34280.1	SRDH2_38200.1, SRDH2_38220.1
OG0006070	SMRG1_67020.1	SRDH2_69730.1, SRDH2_69730.2
OG0006071	SMRG1_77290.1	SRDH2_78670.1
OG0006072	SMRG1_83850.1	SRDH2_85400.1, SRDH2_85410.1
OG0006073	SMRG1_53290.1, SMRG1_53290.2	SRDH2_53330.3, SRDH2_53330.2, SRDH2_53330.1, SRDH2_53330.4
OG0006074	SMRG1_92230.1	SRDH2_93900.1
OG0006075	SMRG1_25840.1	SRDH2_26180.1
OG0006076	SMRG1_51550.1	SRDH2_51920.1
OG0006077	SMRG1_42110.1	SRDH2_42180.1
OG0006078	SMRG1_24850.1, SMRG1_24850.2	SRDH2_25130.1
OG0006079	SMRG1_52410.1	SRDH2_54210.1, SRDH2_54220.1
OG0006080	SMRG1_32760.1, SMRG1_32770.1	SRDH2_34640.1
OG0006081	SMRG1_680.1	SRDH2_1830.1
OG0006082	SMRG1_41940.1	SRDH2_42000.1
OG0006083	SMRG1_84460.1, SMRG1_84460.2	SRDH2_86100.1
OG0006084	SMRG1_22880.1	SRDH2_23380.1, SRDH2_23390.1
OG0006085	SMRG1_73900.1	SRDH2_75130.1
OG0006086	SMRG1_24450.1, SMRG1_24450.2	SRDH2_24820.1
OG0006087	SMRG1_39130.1	SRDH2_39220.1, SRDH2_39220.2
OG0006088	SMRG1_72220.1	SRDH2_74700.1, SRDH2_74710.1
OG0006089	SMRG1_10810.1	SRDH2_11580.1
OG0006090	SMRG1_92730.1	SRDH2_94680.1
OG0006091	SMRG1_80870.1	SRDH2_82430.1
OG0006092	SMRG1_13270.1	SRDH2_12860.1
OG0006093	SMRG1_55460.1	SRDH2_55950.1
OG0006094	SMRG1_51790.1	SRDH2_52160.1
OG0006095	SMRG1_82740.1	SRDH2_84200.1
OG0006096	SMRG1_16200.1	SRDH2_19250.1, SRDH2_19250.2, SRDH2_19250.3
OG0006097	SMRG1_77280.1	SRDH2_78650.1, SRDH2_78660.1
OG0006098	SMRG1_25370.1, SMRG1_25370.2, SMRG1_25370.3	SRDH2_25590.1
OG0006099	SMRG1_7000.1	SRDH2_7500.1
OG0006100	SMRG1_17840.1, SMRG1_17840.2	SRDH2_17580.1, SRDH2_17580.2
OG0006101	SMRG1_37500.1	SRDH2_37560.1
OG0006102	SMRG1_78610.1	SRDH2_80050.1
OG0006103	SMRG1_38090.1	SRDH2_31880.1
OG0006104	SMRG1_67290.1	SRDH2_69440.1
OG0006105	SMRG1_82620.1	SRDH2_84060.1
OG0006106	SMRG1_60920.1	SRDH2_61430.1, SRDH2_61430.2
OG0006107	SMRG1_74850.1	SRDH2_76080.3, SRDH2_76080.1, SRDH2_76080.2
OG0006108	SMRG1_84540.1	SRDH2_86220.1, SRDH2_86250.1, SRDH2_86410.1, SRDH2_86400.1, SRDH2_86330.1, SRDH2_86190.1, SRDH2_86200.1
OG0006109	SMRG1_70830.1	SRDH2_72240.1
OG0006110	SMRG1_91440.1	SRDH2_92430.1
OG0006111	SMRG1_1820.1, SMRG1_1820.2	SRDH2_2090.2, SRDH2_2090.1, SRDH2_2090.3
OG0006112	SMRG1_88890.1	SRDH2_90650.1
OG0006113	SMRG1_3580.1	SRDH2_3810.1
OG0006114	SMRG1_95060.1, SMRG1_95060.2	SRDH2_97060.1, SRDH2_97060.2, SRDH2_97060.3
OG0006115	SMRG1_27230.1	SRDH2_27500.1, SRDH2_27500.2
OG0006116	SMRG1_47990.1	SRDH2_48110.1
OG0006117	SMRG1_56840.1	SRDH2_57680.1
OG0006118	SMRG1_57100.1	SRDH2_57950.1
OG0006119	SMRG1_55330.1	SRDH2_55800.1, SRDH2_55800.2
OG0006120	SMRG1_42700.1	SRDH2_42720.1
OG0006121	SMRG1_21880.1	SRDH2_22380.1
OG0006122	SMRG1_29640.1	SRDH2_29910.1, SRDH2_29910.2, SRDH2_29910.3
OG0006123	SMRG1_60510.1	SRDH2_61830.1, SRDH2_61830.2, SRDH2_61830.3
OG0006124	SMRG1_66120.2, SMRG1_66120.1	SRDH2_66050.1, SRDH2_66070.2, SRDH2_66070.1
OG0006125	SMRG1_74970.1	SRDH2_76190.1
OG0006126	SMRG1_62630.1	SRDH2_63640.1
OG0006127	SMRG1_43400.1	SRDH2_43430.1
OG0006128	SMRG1_37160.1	SRDH2_37900.1
OG0006129	SMRG1_13000.1	SRDH2_12610.1
OG0006130	SMRG1_28130.1	SRDH2_28390.1
OG0006131	SMRG1_63600.1	SRDH2_64560.1
OG0006132	SMRG1_52130.1	SRDH2_52490.1, SRDH2_52490.2, SRDH2_52490.3
OG0006133	SMRG1_69000.1	SRDH2_71020.1
OG0006134	SMRG1_19870.1	SRDH2_20760.8
OG0006134	SMRG1_19870.1	SRDH2_20890.1
OG0006135	SMRG1_1760.1	SRDH2_1990.1, SRDH2_1990.2
OG0006136	SMRG1_77340.1	SRDH2_78720.1
OG0006137	SMRG1_20880.1, SMRG1_20880.2	SRDH2_21420.1
OG0006139	SMRG1_12770.1	SRDH2_15230.1
OG0006140	SMRG1_74000.2, SMRG1_74000.1	SRDH2_75220.1
OG0006141	SMRG1_30750.1	SRDH2_31020.1
OG0006143	SMRG1_16420.1	SRDH2_19050.1, SRDH2_19050.2
OG0006144	SMRG1_59810.1	SRDH2_62520.1
OG0006145	SMRG1_38900.1	SRDH2_38990.1, SRDH2_38990.2, SRDH2_38990.3, SRDH2_38990.4
OG0006146	SMRG1_78480.1	SRDH2_79930.1
OG0006147	SMRG1_89330.1	SRDH2_91120.1
OG0006148	SMRG1_68840.1	SRDH2_70900.1
OG0006149	SMRG1_6920.1	SRDH2_7340.1, SRDH2_7350.1
OG0006150	SMRG1_31820.1	SRDH2_36760.1
OG0006151	SMRG1_41860.1, SMRG1_41860.2	SRDH2_41910.1
OG0006152	SMRG1_90320.1	SRDH2_93530.1
OG0006153	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3	SRDH2_61980.1
OG0006154	SMRG1_87150.1, SMRG1_87150.2	SRDH2_89060.1, SRDH2_89060.3, SRDH2_89060.2
OG0006155	SMRG1_19360.1, SMRG1_19360.2	SRDH2_20330.1
OG0006156	SMRG1_77360.1, SMRG1_77360.2	SRDH2_78750.1
OG0006157	SMRG1_45260.1	SRDH2_45360.1
OG0006158	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3	SRDH2_21380.1
OG0006159	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1	SRDH2_23960.1
OG0006160	SMRG1_16100.1, SMRG1_16100.2	SRDH2_17030.1, SRDH2_17030.2, SRDH2_17030.3
OG0006161	SMRG1_85900.1	SRDH2_88010.1
OG0006162	SMRG1_18420.1	SRDH2_19390.1, SRDH2_19390.2, SRDH2_19390.3, SRDH2_19390.4
OG0006163	SMRG1_540.1	SRDH2_1670.1
OG0006164	SMRG1_1450.1	SRDH2_440.1
OG0006165	SMRG1_71040.1, SMRG1_71040.2	SRDH2_71750.1
OG0006166	SMRG1_48080.1, SMRG1_48080.2	SRDH2_48200.1
OG0006168	SMRG1_91520.1	SRDH2_92350.2, SRDH2_92350.3, SRDH2_92350.4, SRDH2_92350.1
OG0006170	SMRG1_12920.1, SMRG1_12920.2	SRDH2_15330.1
OG0006171	SMRG1_3740.1	SRDH2_3960.1, SRDH2_3960.2, SRDH2_3960.3, SRDH2_3960.4
OG0006172	SMRG1_44320.1	SRDH2_44320.1
OG0006173	SMRG1_20560.1	SRDH2_21680.1
OG0006174	SMRG1_18750.1	SRDH2_19690.1
OG0006175	SMRG1_88660.1	SRDH2_89770.1
OG0006177	SMRG1_88320.1	SRDH2_90090.1, SRDH2_90090.2, SRDH2_90090.3
OG0006178	SMRG1_87860.1	SRDH2_90500.1, SRDH2_90500.2
OG0006179	SMRG1_46660.1, SMRG1_46660.2	SRDH2_46980.1
OG0006180	SMRG1_52050.1, SMRG1_52050.2	SRDH2_52410.2, SRDH2_52410.1
OG0006181	SMRG1_79740.1	SRDH2_81280.1, SRDH2_81280.2
OG0006182	SMRG1_32570.1	SRDH2_38100.1
OG0006183	SMRG1_32750.1	SRDH2_34630.1
OG0006184	SMRG1_40620.1, SMRG1_40620.2	SRDH2_40640.1
OG0006185	SMRG1_48460.1	SRDH2_48600.1
OG0006186	SMRG1_94140.1, SMRG1_94140.2	SRDH2_96210.1
OG0006187	SMRG1_43240.1	SRDH2_43250.1, SRDH2_43250.2
OG0006188	SMRG1_43290.1	SRDH2_43290.1, SRDH2_43290.2
OG0006189	SMRG1_96850.1, SMRG1_96850.2	SRDH2_98930.1
OG0006190	SMRG1_96920.1	SRDH2_99020.1
OG0006191	SMRG1_97710.1	SRDH2_99820.1
OG0006193	SMRG1_91800.1	SRDH2_92140.1
OG0006195	SMRG1_71300.1, SMRG1_71300.2	SRDH2_73720.1
OG0006196	SMRG1_76760.1	SRDH2_78100.1
OG0006197	SMRG1_66970.1	SRDH2_69780.1
OG0006198	SMRG1_32490.1	SRDH2_38180.1
OG0006199	SMRG1_26660.1	SRDH2_26970.3, SRDH2_26970.1, SRDH2_26970.2
OG0006200	SMRG1_25550.1, SMRG1_25550.2	SRDH2_25850.1
OG0006202	SMRG1_22800.1	SRDH2_23450.1
OG0006203	SMRG1_43840.1	SRDH2_43830.1
OG0006204	SMRG1_36830.1	SRDH2_34340.1
OG0006205	SMRG1_16960.1	SRDH2_18550.1, SRDH2_18550.2
OG0006206	SMRG1_13790.1, SMRG1_13790.2	SRDH2_13610.1
OG0006207	SMRG1_19820.1	SRDH2_20840.2, SRDH2_20840.1, SRDH2_20840.4, SRDH2_20840.3
OG0006209	SMRG1_2250.1, SMRG1_2260.1, SMRG1_2270.1	SRDH2_2570.1
OG0006210	SMRG1_7340.1	SRDH2_7920.2, SRDH2_7920.1
OG0006211	SMRG1_38690.1	SRDH2_38780.1, SRDH2_38780.2
OG0006212	SMRG1_57770.1	SRDH2_58560.1, SRDH2_58560.2, SRDH2_58560.3, SRDH2_58560.4
OG0006213	SMRG1_68070.1, SMRG1_68090.1, SMRG1_68080.1	SRDH2_68640.1
OG0006214	SMRG1_69830.1	SRDH2_70270.1
OG0006214	SMRG1_69820.1	SRDH2_70260.1
OG0006215	SMRG1_85890.1	SRDH2_88030.1
OG0006225	SMRG1_67310.1	SRDH2_69420.2, SRDH2_69420.3, SRDH2_69420.1
OG0006226	SMRG1_9830.1	SRDH2_10560.1
OG0006227	SMRG1_11010.1	SRDH2_12110.1
OG0006228	SMRG1_26410.1	SRDH2_26770.1
OG0006229	SMRG1_15380.1	SRDH2_16310.1
OG0006230	SMRG1_94610.1	SRDH2_96640.1
OG0006231	SMRG1_40860.1	SRDH2_40880.1
OG0006233	SMRG1_44550.1, SMRG1_44550.2	SRDH2_44570.1
OG0006234	SMRG1_13530.1, SMRG1_13530.2	SRDH2_13290.1
OG0006235	SMRG1_25780.1, SMRG1_25780.2	SRDH2_26110.1
OG0006236	SMRG1_69100.1, SMRG1_69100.2	SRDH2_71110.1
OG0006237	SMRG1_40330.1, SMRG1_40390.1	SRDH2_40440.1
OG0006239	SMRG1_77710.1	SRDH2_79110.1
OG0006240	SMRG1_83880.1, SMRG1_83880.2	SRDH2_85450.1
OG0006241	SMRG1_56440.1, SMRG1_56440.2	SRDH2_57320.1
OG0006242	SMRG1_14520.1	SRDH2_15560.2, SRDH2_15560.3, SRDH2_15560.1, SRDH2_15560.4
OG0006243	SMRG1_44340.1	SRDH2_44340.1, SRDH2_44340.2
OG0006244	SMRG1_68670.1	SRDH2_70740.1
OG0006245	SMRG1_55830.1	SRDH2_56300.1
OG0006246	SMRG1_81650.1	SRDH2_83200.2, SRDH2_83200.1
OG0006247	SMRG1_90190.1	SRDH2_93640.1
OG0006248	SMRG1_92110.1	SRDH2_93800.1
OG0006249	SMRG1_46430.1	SRDH2_46850.1
OG0006250	SMRG1_33090.1	SRDH2_34960.2, SRDH2_34960.1
OG0006251	SMRG1_15900.1	SRDH2_16830.1
OG0006252	SMRG1_34600.1	SRDH2_32160.1, SRDH2_32160.2
OG0006253	SMRG1_90480.1	SRDH2_93380.1
OG0006254	SMRG1_2050.1	SRDH2_2300.1
OG0006255	SMRG1_36000.1	SRDH2_33460.1
OG0006256	SMRG1_40030.1	SRDH2_40070.1
OG0006257	SMRG1_95190.1	SRDH2_97170.1
OG0006258	SMRG1_67600.1	SRDH2_69140.1
OG0006259	SMRG1_90380.1	SRDH2_93460.1
OG0006260	SMRG1_23910.1	SRDH2_24310.1
OG0006261	SMRG1_77150.1	SRDH2_78500.1, SRDH2_78500.2
OG0006262	SMRG1_69460.1, SMRG1_69460.2	SRDH2_70600.1
OG0006263	SMRG1_84600.1	SRDH2_86480.1
OG0006264	SMRG1_78230.1	SRDH2_79620.1
OG0006265	SMRG1_22840.1	SRDH2_23410.1, SRDH2_23410.2
OG0006266	SMRG1_51330.1	SRDH2_51670.1
OG0006267	SMRG1_40950.1	SRDH2_40970.1, SRDH2_40970.2
OG0006268	SMRG1_84730.1, SMRG1_84730.2, SMRG1_84730.3, SMRG1_84730.4	SRDH2_86570.1
OG0006269	SMRG1_48970.1	SRDH2_49090.1
OG0006270	SMRG1_15930.1	SRDH2_16850.1, SRDH2_16850.2, SRDH2_16850.3
OG0006271	SMRG1_18930.1	SRDH2_19860.1
OG0006272	SMRG1_9290.1	SRDH2_9970.1
OG0006273	SMRG1_44690.1	SRDH2_44700.1, SRDH2_44700.2, SRDH2_44700.4, SRDH2_44700.3
OG0006274	SMRG1_45770.1	SRDH2_45690.1
OG0006275	SMRG1_81010.1	SRDH2_82550.1, SRDH2_82550.2, SRDH2_82550.3, SRDH2_82550.4
OG0006276	SMRG1_86690.1, SMRG1_86690.2	SRDH2_88430.1
OG0006277	SMRG1_44360.1	SRDH2_44360.1
OG0006278	SMRG1_85430.1	SRDH2_87400.1
OG0006279	SMRG1_40210.1	SRDH2_40270.1
OG0006280	SMRG1_11440.1	SRDH2_13820.1
OG0006281	SMRG1_32450.1	SRDH2_36220.1
OG0006282	SMRG1_78300.1, SMRG1_78300.2	SRDH2_79720.2, SRDH2_79720.1, SRDH2_79720.3, SRDH2_79720.4
OG0006283	SMRG1_41760.1, SMRG1_41760.2	SRDH2_41790.1
OG0006284	SMRG1_72950.1	SRDH2_73380.1
OG0006285	SMRG1_54780.1	SRDH2_55180.1
OG0006286	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3	SRDH2_64160.1
