Orthogroup	schistosoma_margrebowiei	schistosoma_haematobium
OG0006967	SMRG1_89770.1	SHAE2_94080.1
OG0006968	SMRG1_37970.1, SMRG1_37970.3, SMRG1_37970.2	SHAE2_40810.1
OG0006969	SMRG1_71940.1	SHAE2_75680.1
OG0006970	SMRG1_71930.1	SHAE2_75690.1
OG0006971	SMRG1_80850.1	SHAE2_84900.1
OG0006972	SMRG1_59670.1	SHAE2_65200.1
OG0006973	SMRG1_3840.1	SHAE2_4520.1, SHAE2_4520.2
OG0006974	SMRG1_81760.1	SHAE2_85390.1
OG0006975	SMRG1_21510.1	SHAE2_24590.3, SHAE2_24590.1
OG0006976	SMRG1_69220.1	SHAE2_73260.1, SHAE2_73260.2, SHAE2_73260.3
OG0006977	SMRG1_32680.1	SHAE2_34900.1
OG0006978	SMRG1_23280.1	SHAE2_25540.1
OG0006979	SMRG1_67040.1	SHAE2_70720.1
OG0006980	SMRG1_79470.1	SHAE2_83500.1
OG0006981	SMRG1_59310.1	SHAE2_65530.1
OG0006982	SMRG1_56850.1	SHAE2_59800.1
OG0006983	SMRG1_15190.1	SHAE2_17710.1
OG0006984	SMRG1_52140.1, SMRG1_52140.2, SMRG1_52140.3	SHAE2_54800.1
OG0006985	SMRG1_41110.1, SMRG1_41110.2	SHAE2_43800.1
OG0006986	SMRG1_3290.1	SHAE2_3930.1
OG0006987	SMRG1_78020.1, SMRG1_78030.1	SHAE2_81950.1
OG0006988	SMRG1_78040.1, SMRG1_78040.2	SHAE2_81960.1
OG0006989	SMRG1_74330.1	SHAE2_78170.1
OG0006990	SMRG1_1790.1	SHAE2_2320.1
OG0006991	SMRG1_81600.1	SHAE2_85300.1, SHAE2_85310.1
OG0006993	SMRG1_17830.1	SHAE2_19320.1
OG0006994	SMRG1_4840.1, SMRG1_4840.2, SMRG1_4840.3	SHAE2_5600.1
OG0006995	SMRG1_62810.1	SHAE2_66350.1
OG0006997	SMRG1_87200.1, SMRG1_87200.2	SHAE2_91500.1
OG0006998	SMRG1_76630.1	SHAE2_80550.1
OG0006999	SMRG1_46460.1, SMRG1_46460.2	SHAE2_48900.1
OG0007000	SMRG1_83730.1	SHAE2_87430.1
OG0007001	SMRG1_49350.1	SHAE2_51950.1
OG0007002	SMRG1_96050.1	SHAE2_100200.1
OG0007003	SMRG1_6540.1	SHAE2_7360.1
OG0007004	SMRG1_94050.1	SHAE2_102670.1, SHAE2_102670.2
OG0007005	SMRG1_46450.1	SHAE2_48910.1
OG0007006	SMRG1_94230.1	SHAE2_98290.1
OG0007007	SMRG1_44130.1, SMRG1_44130.2	SHAE2_46680.1
OG0007008	SMRG1_64920.1	SHAE2_68560.1
OG0007009	SMRG1_92270.1	SHAE2_96610.1
OG0007010	SMRG1_20220.1	SHAE2_23800.1
OG0007011	SMRG1_50860.1	SHAE2_53420.1
OG0007012	SMRG1_48530.1	SHAE2_51160.1, SHAE2_51160.2
OG0007013	SMRG1_64560.1	SHAE2_68110.1
OG0007014	SMRG1_11450.1	SHAE2_13760.1, SHAE2_13760.2
OG0007015	SMRG1_80080.1	SHAE2_84090.1
OG0007016	SMRG1_17340.1	SHAE2_19850.1
OG0007017	SMRG1_51180.1	SHAE2_53760.1
OG0007018	SMRG1_95520.1, SMRG1_95520.2, SMRG1_95520.3, SMRG1_95520.4	SHAE2_99530.1
OG0007019	SMRG1_79030.1, SMRG1_79030.2	SHAE2_83030.1
OG0007020	SMRG1_57090.1	SHAE2_60050.1
OG0007021	SMRG1_49140.1	SHAE2_51750.1
OG0007022	SMRG1_59500.1	SHAE2_65360.1
OG0007023	SMRG1_45380.1	SHAE2_47990.1
OG0007024	SMRG1_83860.1, SMRG1_83860.2	SHAE2_87530.1
OG0007025	SMRG1_92220.1	SHAE2_96540.1
OG0007026	SMRG1_61100.1	SHAE2_63700.1
OG0007028	SMRG1_75610.1	SHAE2_79500.1
OG0007029	SMRG1_18500.1	SHAE2_21240.1
OG0007030	SMRG1_72240.1	SHAE2_75400.1
OG0007031	SMRG1_38040.1	SHAE2_40890.1
OG0007032	SMRG1_79580.1	SHAE2_83620.1
OG0007033	SMRG1_79590.1	SHAE2_83630.1
OG0007034	SMRG1_79600.1	SHAE2_83640.1
OG0007035	SMRG1_70740.1	SHAE2_74490.1
OG0007036	SMRG1_83180.1	SHAE2_86820.1
OG0007037	SMRG1_60990.1	SHAE2_63910.1
OG0007038	SMRG1_37980.1	SHAE2_40820.1
OG0007039	SMRG1_52800.1	SHAE2_55480.1
OG0007040	SMRG1_73240.1	SHAE2_76990.1
OG0007041	SMRG1_29820.1	SHAE2_32010.1
OG0007042	SMRG1_27710.1	SHAE2_29850.1
OG0007043	SMRG1_87220.1	SHAE2_91520.1, SHAE2_91520.2
OG0007044	SMRG1_11580.1	SHAE2_13890.1, SHAE2_13890.2
OG0007046	SMRG1_83980.1	SHAE2_87890.1
OG0007047	SMRG1_58270.1	SHAE2_61660.1
OG0007048	SMRG1_62530.1	SHAE2_66070.1
OG0007049	SMRG1_38790.1	SHAE2_41700.1
OG0007050	SMRG1_10190.1	SHAE2_12410.1
OG0007051	SMRG1_14280.1	SHAE2_16580.1
OG0007052	SMRG1_6270.1	SHAE2_7070.1
OG0007053	SMRG1_36170.1	SHAE2_38970.1
OG0007054	SMRG1_88430.1	SHAE2_92610.1
OG0007055	SMRG1_72390.1	SHAE2_75300.1
OG0007056	SMRG1_23420.1	SHAE2_25660.1
OG0007057	SMRG1_66510.1	SHAE2_70170.1, SHAE2_70170.2
OG0007058	SMRG1_1840.1	SHAE2_2370.1, SHAE2_2370.2
OG0007059	SMRG1_46030.1	SHAE2_49420.1
OG0007060	SMRG1_34000.1	SHAE2_36750.1, SHAE2_36750.2, SHAE2_36750.3
OG0007061	SMRG1_95040.1, SMRG1_95040.2	SHAE2_99050.1
OG0007062	SMRG1_23350.1	SHAE2_25600.1, SHAE2_25600.2
OG0007063	SMRG1_1590.1	SHAE2_250.1
OG0007064	SMRG1_87240.1	SHAE2_91540.1
OG0007065	SMRG1_4700.1	SHAE2_5440.1
OG0007067	SMRG1_84160.1	SHAE2_88780.1
OG0007068	SMRG1_78810.1	SHAE2_82790.1
OG0007069	SMRG1_35920.1	SHAE2_38640.1
OG0007070	SMRG1_53140.1	SHAE2_55820.1
OG0007072	SMRG1_35590.1	SHAE2_38310.1
OG0007073	SMRG1_71110.1, SMRG1_61290.1	SHAE2_74830.1
OG0007074	SMRG1_76320.1	SHAE2_80250.1
OG0007075	SMRG1_16210.1	SHAE2_21000.1
OG0007076	SMRG1_32120.1	SHAE2_34360.1
OG0007077	SMRG1_65860.1	SHAE2_69530.1
OG0007078	SMRG1_51760.1	SHAE2_54390.1
OG0007079	SMRG1_22790.1	SHAE2_25020.1
OG0007080	SMRG1_16860.1	SHAE2_20360.1
OG0007081	SMRG1_52920.1	SHAE2_55610.1
OG0007082	SMRG1_88630.1	SHAE2_92770.1
OG0007085	SMRG1_38920.1	SHAE2_41820.1
OG0007086	SMRG1_86040.1	SHAE2_90470.1
OG0007087	SMRG1_66990.1	SHAE2_70660.1
OG0007088	SMRG1_96410.1	SHAE2_100560.1
OG0007089	SMRG1_62510.1	SHAE2_66050.1
OG0007090	SMRG1_17930.1	SHAE2_19210.1
OG0007092	SMRG1_15640.1	SHAE2_18140.1
OG0007094	SMRG1_46890.1	SHAE2_49530.1
OG0007096	SMRG1_90470.1, SMRG1_90470.2, SMRG1_90470.3	SHAE2_94760.1
OG0007097	SMRG1_55260.2, SMRG1_55260.1	SHAE2_57940.1
OG0007098	SMRG1_77090.1	SHAE2_80990.2, SHAE2_80990.1
OG0007099	SMRG1_85260.1	SHAE2_89770.1
OG0007100	SMRG1_63180.1	SHAE2_66750.1
OG0007101	SMRG1_35110.1	SHAE2_37800.1
OG0007102	SMRG1_29670.1, SMRG1_29670.2	SHAE2_31840.1
OG0007103	SMRG1_63170.1	SHAE2_66740.1
OG0007104	SMRG1_67350.1	SHAE2_71020.1
OG0007105	SMRG1_64900.1	SHAE2_68530.1, SHAE2_68530.2
OG0007106	SMRG1_71820.1, SMRG1_71820.2	SHAE2_75780.1
OG0007107	SMRG1_69110.1	SHAE2_73430.1
OG0007112	SMRG1_85610.1	SHAE2_90080.1
OG0007113	SMRG1_97040.2, SMRG1_97040.1	SHAE2_101230.1
OG0007114	SMRG1_88910.1, SMRG1_88910.2, SMRG1_88910.3	SHAE2_93170.1
OG0007115	SMRG1_57160.1	SHAE2_60160.1
OG0007116	SMRG1_60610.3	SHAE2_64190.2
OG0007116	SMRG1_60610.1, SMRG1_60610.2	SHAE2_64190.1
OG0007117	SMRG1_22090.1	SHAE2_24200.1
OG0007118	SMRG1_95460.1	SHAE2_99460.1, SHAE2_99460.2
OG0007120	SMRG1_83650.1	SHAE2_87360.1, SHAE2_87360.2
OG0007121	SMRG1_88190.1	SHAE2_92420.1
OG0007122	SMRG1_54340.1, SMRG1_54340.2	SHAE2_57020.1
OG0007123	SMRG1_71900.1	SHAE2_75720.1
OG0007124	SMRG1_73100.1	SHAE2_76760.1
OG0007125	SMRG1_79520.1	SHAE2_83530.1
OG0007126	SMRG1_71010.1, SMRG1_71010.2	SHAE2_74750.1
OG0007127	SMRG1_44900.1	SHAE2_47550.1, SHAE2_47550.3, SHAE2_47550.2
OG0007128	SMRG1_32840.1	SHAE2_35030.1
OG0007129	SMRG1_32000.1, SMRG1_32000.2	SHAE2_34240.1
OG0007131	SMRG1_25020.1	SHAE2_27150.1, SHAE2_27150.2
OG0007132	SMRG1_36090.1	SHAE2_38840.1
OG0007133	SMRG1_10780.2	SHAE2_13080.2
OG0007133	SMRG1_10780.1	SHAE2_13080.1
OG0007134	SMRG1_21220.1	SHAE2_22560.1
OG0007135	SMRG1_20970.1	SHAE2_22370.1
OG0007136	SMRG1_27610.1	SHAE2_46360.1
OG0007137	SMRG1_52880.1	SHAE2_55560.3, SHAE2_55560.2, SHAE2_55560.5, SHAE2_55560.1, SHAE2_55560.4
OG0007138	SMRG1_87770.1	SHAE2_92000.1, SHAE2_92000.2
OG0007149	SMRG1_56780.1	SHAE2_59720.1
OG0007150	SMRG1_11940.1	SHAE2_14170.1
OG0007151	SMRG1_71360.1	SHAE2_76210.1
OG0007152	SMRG1_95390.1	SHAE2_99390.1
OG0007153	SMRG1_18440.1	SHAE2_21190.1
OG0007154	SMRG1_37730.1	SHAE2_40560.2, SHAE2_40560.1
OG0007155	SMRG1_57910.1	SHAE2_61240.1
OG0007156	SMRG1_34480.1	SHAE2_37240.1
OG0007157	SMRG1_74420.1	SHAE2_78250.1
OG0007158	SMRG1_91460.1	SHAE2_95740.1
OG0007159	SMRG1_89470.1, SMRG1_89470.2	SHAE2_93770.1
OG0007160	SMRG1_33110.1	SHAE2_35940.1
OG0007161	SMRG1_80950.1	SHAE2_84780.1
OG0007162	SMRG1_16740.1	SHAE2_20470.1
OG0007163	SMRG1_23330.1	SHAE2_25580.1
OG0007164	SMRG1_75550.1	SHAE2_79450.1
OG0007165	SMRG1_37830.1	SHAE2_40660.1
OG0007166	SMRG1_93780.1	SHAE2_97690.1
OG0007167	SMRG1_39040.1	SHAE2_41940.1
OG0007168	SMRG1_61590.1	SHAE2_63220.1
OG0007169	SMRG1_73990.1	SHAE2_77810.1
OG0007170	SMRG1_33430.1, SMRG1_33430.2	SHAE2_103400.1
OG0007171	SMRG1_54980.1	SHAE2_57660.1
OG0007172	SMRG1_28740.1	SHAE2_30930.1
OG0007173	SMRG1_8440.1	SHAE2_10650.1
OG0007174	SMRG1_52870.1	SHAE2_55550.1
OG0007175	SMRG1_36960.1	SHAE2_39770.1
OG0007176	SMRG1_85700.1	SHAE2_90120.1
OG0007177	SMRG1_43210.1	SHAE2_45740.1
OG0007178	SMRG1_59980.1	SHAE2_64870.1
OG0007179	SMRG1_23920.1	SHAE2_26360.1
OG0007180	SMRG1_750.1	SHAE2_1470.1
OG0007181	SMRG1_91110.1	SHAE2_95400.1
OG0007182	SMRG1_14390.1	SHAE2_16710.1
OG0007184	SMRG1_90500.1	SHAE2_94790.1
OG0007185	SMRG1_95100.1	SHAE2_99100.1
OG0007186	SMRG1_75540.1, SMRG1_75540.2	SHAE2_79440.1
OG0007187	SMRG1_80770.1	SHAE2_84980.1
OG0007188	SMRG1_69540.1	SHAE2_72900.1
OG0007189	SMRG1_64750.1	SHAE2_68320.1
OG0007191	SMRG1_83210.1	SHAE2_86850.1
OG0007192	SMRG1_68010.1	SHAE2_71710.1
OG0007193	SMRG1_54860.1	SHAE2_57590.1, SHAE2_57590.2
OG0007194	SMRG1_6570.1	SHAE2_7400.1
OG0007195	SMRG1_87990.1	SHAE2_92230.1
OG0007196	SMRG1_14290.1	SHAE2_16600.1
OG0007197	SMRG1_91040.1	SHAE2_95320.1
OG0007198	SMRG1_30160.1	SHAE2_32350.1
OG0007199	SMRG1_23940.1	SHAE2_26380.1
OG0007200	SMRG1_8230.1, SMRG1_8230.2	SHAE2_10430.1
OG0007201	SMRG1_90590.1	SHAE2_94890.1
OG0007202	SMRG1_73840.1	SHAE2_77630.1
OG0007203	SMRG1_3120.1	SHAE2_3760.1
OG0007205	SMRG1_93180.1	SHAE2_97470.1
OG0007206	SMRG1_72510.1	SHAE2_75140.1
OG0007207	SMRG1_49700.1	SHAE2_52240.1
OG0007208	SMRG1_79010.1	SHAE2_83010.1
OG0007209	SMRG1_96110.1	SHAE2_100260.1, SHAE2_100260.2
OG0007210	SMRG1_90290.1	SHAE2_94590.1
OG0007211	SMRG1_22760.1	SHAE2_24990.1, SHAE2_24990.2
OG0007212	SMRG1_67660.1	SHAE2_71370.1
OG0007213	SMRG1_67670.1	SHAE2_71380.1
OG0007214	SMRG1_79530.1	SHAE2_83550.1
OG0007215	SMRG1_11780.1	SHAE2_14020.1
OG0007216	SMRG1_18400.1	SHAE2_21150.1
OG0007217	SMRG1_43620.1	SHAE2_46180.1
OG0007218	SMRG1_47760.1	SHAE2_50360.1, SHAE2_50360.2
OG0007220	SMRG1_35710.1	SHAE2_38430.1
OG0007221	SMRG1_35540.1	SHAE2_38270.1
OG0007222	SMRG1_8100.1	SHAE2_10310.1
OG0007223	SMRG1_60160.1	SHAE2_64690.1
OG0007225	SMRG1_67140.1	SHAE2_70830.1, SHAE2_70830.2
OG0007226	SMRG1_44260.1	SHAE2_46830.1
OG0007227	SMRG1_92790.1	SHAE2_97060.1
OG0007228	SMRG1_80300.1	SHAE2_84310.1
OG0007229	SMRG1_75800.1	SHAE2_79690.1
OG0007231	SMRG1_23600.1	SHAE2_25980.1
OG0007232	SMRG1_11460.1	SHAE2_13770.1
OG0007233	SMRG1_97030.1	SHAE2_101220.1
OG0007234	SMRG1_60530.1	SHAE2_64270.1
OG0007235	SMRG1_19860.1	SHAE2_22840.1, SHAE2_22840.2
OG0007237	SMRG1_76810.1	SHAE2_80710.1
OG0007238	SMRG1_27290.1	SHAE2_29410.1
OG0007239	SMRG1_78400.1	SHAE2_82330.1
OG0007240	SMRG1_70470.1	SHAE2_74210.1
OG0007241	SMRG1_42240.1	SHAE2_44850.1
OG0007242	SMRG1_43530.1	SHAE2_46100.1
OG0007243	SMRG1_38730.1	SHAE2_41630.1
OG0007244	SMRG1_73480.1	SHAE2_77290.1
OG0007245	SMRG1_53490.1	SHAE2_56160.1
OG0007246	SMRG1_49180.1	SHAE2_51790.1
OG0007247	SMRG1_52520.1	SHAE2_55200.1
OG0007248	SMRG1_25670.1	SHAE2_27850.1
OG0007249	SMRG1_81590.1	SHAE2_85290.1, SHAE2_85290.2
OG0007250	SMRG1_24890.1, SMRG1_24890.2	SHAE2_27020.1
OG0007251	SMRG1_36980.1	SHAE2_39790.1, SHAE2_39810.1
OG0007252	SMRG1_12010.1	SHAE2_14260.1
OG0007253	SMRG1_53760.1	SHAE2_56430.1
OG0007254	SMRG1_77900.1	SHAE2_81810.1
OG0007255	SMRG1_71510.1	SHAE2_76070.1
OG0007257	SMRG1_55060.1	SHAE2_57730.1
OG0007258	SMRG1_94320.1	SHAE2_98360.1, SHAE2_98360.2
OG0007259	SMRG1_11380.1	SHAE2_13700.1
OG0007260	SMRG1_78210.1	SHAE2_82140.1
OG0007261	SMRG1_41400.1	SHAE2_44070.1
OG0007263	SMRG1_8300.1	SHAE2_10480.1
OG0007264	SMRG1_11910.1	SHAE2_14140.2, SHAE2_14140.3, SHAE2_14140.1
OG0007266	SMRG1_62370.1	SHAE2_65900.1
OG0007267	SMRG1_91950.1, SMRG1_91950.2	SHAE2_96230.1
OG0007268	SMRG1_43990.1	SHAE2_46550.1
OG0007269	SMRG1_19910.1	SHAE2_22780.1
OG0007270	SMRG1_82650.1	SHAE2_86250.1, SHAE2_86250.2
OG0007271	SMRG1_7950.4, SMRG1_7950.2, SMRG1_7950.1, SMRG1_7950.3	SHAE2_10170.1
OG0007272	SMRG1_4350.1	SHAE2_5080.1
OG0007273	SMRG1_4620.1	SHAE2_5370.1
OG0007274	SMRG1_54840.1	SHAE2_57540.1
OG0007275	SMRG1_30240.1	SHAE2_32410.1
OG0007276	SMRG1_30520.1	SHAE2_32680.1
OG0007277	SMRG1_48170.1	SHAE2_50770.1
OG0007278	SMRG1_43150.1	SHAE2_45690.1
OG0007279	SMRG1_86280.1	SHAE2_90690.1
OG0007280	SMRG1_78850.1	SHAE2_82840.1
OG0007281	SMRG1_77430.1	SHAE2_81320.1, SHAE2_81310.1
OG0007282	SMRG1_65830.1	SHAE2_69510.1
OG0007283	SMRG1_49660.1	SHAE2_52210.1
OG0007284	SMRG1_14460.1	SHAE2_16770.1
OG0007285	SMRG1_41140.1	SHAE2_43830.1
OG0007286	SMRG1_56420.1, SMRG1_56420.2	SHAE2_59370.1
OG0007287	SMRG1_60420.1	SHAE2_64390.1
OG0007288	SMRG1_79480.1	SHAE2_83510.1
OG0007289	SMRG1_66590.1	SHAE2_70250.1
OG0007290	SMRG1_35900.1	SHAE2_38620.1
OG0007291	SMRG1_52250.1	SHAE2_54920.1
OG0007292	SMRG1_49400.1	SHAE2_52000.1
OG0007293	SMRG1_46690.1	SHAE2_48690.1
OG0007294	SMRG1_71180.1	SHAE2_74890.1
OG0007295	SMRG1_1090.1	SHAE2_1160.1
OG0007296	SMRG1_62950.1	SHAE2_66520.1
OG0007297	SMRG1_88340.1	SHAE2_92550.1
OG0007298	SMRG1_41670.1	SHAE2_44310.1
OG0007299	SMRG1_79330.1	SHAE2_83340.1
OG0007301	SMRG1_38750.1	SHAE2_41660.1
OG0007302	SMRG1_84510.1	SHAE2_89250.1
OG0007303	SMRG1_84100.1	SHAE2_88740.1
OG0007304	SMRG1_44430.1	SHAE2_47020.1
OG0007305	SMRG1_55500.1	SHAE2_58170.1
OG0007306	SMRG1_72180.1	SHAE2_75450.1
OG0007307	SMRG1_50560.1	SHAE2_53100.1
OG0007309	SMRG1_61300.1	SHAE2_63500.1
OG0007310	SMRG1_52100.1	SHAE2_54760.1
OG0007311	SMRG1_520.1	SHAE2_1910.1
OG0007312	SMRG1_8670.1	SHAE2_10870.1
OG0007313	SMRG1_78950.1	SHAE2_82950.1
OG0007314	SMRG1_47430.1	SHAE2_49990.1
OG0007315	SMRG1_86330.1	SHAE2_90750.1
OG0007316	SMRG1_34230.1	SHAE2_36980.1
OG0007317	SMRG1_33660.1, SMRG1_33660.2	SHAE2_36430.1
OG0007318	SMRG1_3240.1	SHAE2_3880.1
OG0007319	SMRG1_47980.1	SHAE2_50570.1
OG0007320	SMRG1_40070.1	SHAE2_42880.1
OG0007322	SMRG1_65080.1	SHAE2_68710.1
OG0007323	SMRG1_73700.1	SHAE2_77500.1
OG0007324	SMRG1_87260.1, SMRG1_87260.2, SMRG1_87260.3	SHAE2_91560.1, SHAE2_91560.3, SHAE2_91560.2
OG0007325	SMRG1_14340.1	SHAE2_16650.1
OG0007326	SMRG1_73470.1	SHAE2_77280.1
OG0007328	SMRG1_28610.1	SHAE2_30780.1
OG0007329	SMRG1_18470.1	SHAE2_21220.1
OG0007330	SMRG1_61760.1	SHAE2_63070.1
OG0007331	SMRG1_57020.1	SHAE2_59980.1
OG0007332	SMRG1_35450.1	SHAE2_38160.1
OG0007334	SMRG1_92810.1	SHAE2_97080.1
OG0007335	SMRG1_9340.1	SHAE2_11610.1
OG0007336	SMRG1_38540.1	SHAE2_41440.1
OG0007337	SMRG1_64170.1	SHAE2_67720.1
OG0007338	SMRG1_67720.1, SMRG1_67720.2	SHAE2_71420.1
OG0007339	SMRG1_52020.1	SHAE2_54680.1
OG0007340	SMRG1_19190.1	SHAE2_23550.1
OG0007343	SMRG1_51500.1	SHAE2_54130.1
OG0007344	SMRG1_13760.1, SMRG1_13760.2	SHAE2_16090.1
OG0007345	SMRG1_77650.1	SHAE2_81560.1
OG0007346	SMRG1_94040.1, SMRG1_94040.2	SHAE2_102680.1
OG0007347	SMRG1_17060.1	SHAE2_20140.1
OG0007348	SMRG1_1560.1	SHAE2_270.1
OG0007349	SMRG1_210.1	SHAE2_1570.1
OG0007350	SMRG1_49240.1, SMRG1_49240.2	SHAE2_51830.1
OG0007351	SMRG1_13690.1	SHAE2_16040.1
OG0007352	SMRG1_57580.1	SHAE2_60500.1
OG0007353	SMRG1_26020.1	SHAE2_28250.1
OG0007355	SMRG1_6620.1	SHAE2_7450.1
OG0007356	SMRG1_17710.1	SHAE2_19440.1
OG0007357	SMRG1_2500.1	SHAE2_3030.1
OG0007358	SMRG1_7480.1	SHAE2_8400.1
OG0007359	SMRG1_87170.1	SHAE2_91470.1
OG0007360	SMRG1_51380.1	SHAE2_54010.1
OG0007361	SMRG1_47940.1	SHAE2_50550.1
OG0007362	SMRG1_48030.1	SHAE2_50630.1
OG0007363	SMRG1_79400.1	SHAE2_83420.1
OG0007364	SMRG1_37300.1	SHAE2_40100.1
OG0007365	SMRG1_58860.1	SHAE2_62410.1
OG0007366	SMRG1_63610.1	SHAE2_67170.1
OG0007367	SMRG1_59540.1	SHAE2_65330.1
OG0007369	SMRG1_95130.1	SHAE2_99130.1
OG0007370	SMRG1_73420.1, SMRG1_73420.2	SHAE2_77220.1
OG0007371	SMRG1_94520.1, SMRG1_94520.2	SHAE2_98520.1
OG0007372	SMRG1_3610.1	SHAE2_4290.1
OG0007373	SMRG1_84660.1	SHAE2_89340.1
OG0007374	SMRG1_91540.1, SMRG1_91540.2	SHAE2_95840.1
OG0007375	SMRG1_81400.1	SHAE2_85100.1
OG0007376	SMRG1_83750.1	SHAE2_87450.1
OG0007378	SMRG1_92780.1	SHAE2_97050.1
OG0007379	SMRG1_91770.1, SMRG1_91770.2, SMRG1_91770.3	SHAE2_96030.1
OG0007380	SMRG1_50880.1	SHAE2_53440.2, SHAE2_53440.3, SHAE2_53440.1
OG0007381	SMRG1_51270.1	SHAE2_53860.1, SHAE2_53870.1
OG0007382	SMRG1_72750.1	SHAE2_76450.1
OG0007383	SMRG1_76750.1	SHAE2_80660.1
OG0007385	SMRG1_31780.1	SHAE2_34010.1
OG0007386	SMRG1_28270.1	SHAE2_30420.1
OG0007387	SMRG1_41750.1	SHAE2_44370.1
OG0007388	SMRG1_42500.1	SHAE2_45090.1, SHAE2_45090.2
OG0007389	SMRG1_13490.1	SHAE2_15870.1
OG0007390	SMRG1_13140.1, SMRG1_13140.2, SMRG1_13140.3	SHAE2_15400.1
OG0007391	SMRG1_16110.1	SHAE2_18620.1
OG0007392	SMRG1_15080.1	SHAE2_17590.1
OG0007393	SMRG1_3620.1	SHAE2_4300.1
OG0007395	SMRG1_11070.1, SMRG1_11070.2	SHAE2_13370.2, SHAE2_13370.1
OG0007397	SMRG1_72840.1	SHAE2_76520.1, SHAE2_76520.2, SHAE2_76520.3
OG0007398	SMRG1_94300.1	SHAE2_98340.1
OG0007413	SMRG1_56570.1	SHAE2_59490.3, SHAE2_59490.1, SHAE2_59490.2
OG0007414	SMRG1_13130.2, SMRG1_13130.1	SHAE2_15390.1
OG0007415	SMRG1_44560.1	SHAE2_47160.1
OG0007416	SMRG1_55670.1	SHAE2_58340.1
OG0007417	SMRG1_10120.1	SHAE2_12340.1
OG0007418	SMRG1_77720.1	SHAE2_81640.1
OG0007419	SMRG1_5350.1	SHAE2_6100.1
OG0007420	SMRG1_18590.1	SHAE2_21300.1
OG0007421	SMRG1_94910.1	SHAE2_98920.1
OG0007422	SMRG1_17180.1	SHAE2_20010.1
OG0007423	SMRG1_17190.1	SHAE2_20000.1
OG0007424	SMRG1_42730.1	SHAE2_45290.1
OG0007425	SMRG1_47100.1	SHAE2_49750.1
OG0007426	SMRG1_90360.1	SHAE2_94650.1
OG0007428	SMRG1_18980.1	SHAE2_21650.1
OG0007429	SMRG1_22200.1	SHAE2_24110.1
OG0007430	SMRG1_48010.1	SHAE2_50610.1
OG0007432	SMRG1_48980.1	SHAE2_51580.1
OG0007433	SMRG1_64760.1	SHAE2_68330.1
OG0007434	SMRG1_64740.1	SHAE2_68310.1
OG0007435	SMRG1_65690.1	SHAE2_69380.1
OG0007436	SMRG1_41720.1	SHAE2_44340.1
OG0007437	SMRG1_54820.1	SHAE2_57520.1
OG0007439	SMRG1_17380.1	SHAE2_19810.1, SHAE2_19810.2
OG0007440	SMRG1_81900.1	SHAE2_85520.1
OG0007441	SMRG1_60000.1	SHAE2_64840.1
OG0007442	SMRG1_30740.1	SHAE2_32900.1
OG0007443	SMRG1_10250.1, SMRG1_10270.1	SHAE2_12470.1
OG0007444	SMRG1_61430.1	SHAE2_63350.1
OG0007445	SMRG1_35250.1	SHAE2_37920.1
OG0007446	SMRG1_12310.1	SHAE2_14590.1
OG0007447	SMRG1_33880.1	SHAE2_36650.1
OG0007449	SMRG1_23340.1	SHAE2_25590.1, SHAE2_25590.2
OG0007450	SMRG1_67410.1	SHAE2_71090.1
OG0007451	SMRG1_990.1	SHAE2_1250.1
OG0007452	SMRG1_34090.1	SHAE2_36850.1
OG0007453	SMRG1_77990.1	SHAE2_81920.1
OG0007454	SMRG1_32630.1	SHAE2_34860.1
OG0007455	SMRG1_67740.1, SMRG1_67740.2	SHAE2_71440.1
OG0007456	SMRG1_7710.1	SHAE2_9950.1
OG0007457	SMRG1_29730.1	SHAE2_31780.1
OG0007458	SMRG1_35690.1	SHAE2_38410.1
OG0007459	SMRG1_11400.1	SHAE2_13720.1
OG0007460	SMRG1_53840.1	SHAE2_56530.1
OG0007461	SMRG1_78150.1	SHAE2_82080.1
OG0007462	SMRG1_28080.1	SHAE2_30220.1
OG0007463	SMRG1_74610.1	SHAE2_78430.1
OG0007464	SMRG1_42510.1	SHAE2_45100.1
OG0007465	SMRG1_95600.1	SHAE2_99620.1
OG0007466	SMRG1_30660.1	SHAE2_32810.1
OG0007467	SMRG1_56540.1	SHAE2_59470.1
OG0007468	SMRG1_78660.1	SHAE2_82570.1
OG0007469	SMRG1_73070.1	SHAE2_76730.1
OG0007470	SMRG1_78070.1	SHAE2_81990.1
OG0007471	SMRG1_51140.1	SHAE2_53730.1
OG0007472	SMRG1_38840.1	SHAE2_41740.1
OG0007473	SMRG1_28310.1	SHAE2_30460.1
OG0007474	SMRG1_22720.1	SHAE2_24950.1
OG0007475	SMRG1_33910.1	SHAE2_36670.1
OG0007476	SMRG1_72110.1	SHAE2_75520.1
OG0007477	SMRG1_50470.1	SHAE2_53020.1
OG0007478	SMRG1_35380.1	SHAE2_38040.1
OG0007479	SMRG1_15780.1	SHAE2_18270.1
OG0007480	SMRG1_90160.1	SHAE2_94470.1, SHAE2_94470.2
OG0007481	SMRG1_62650.1	SHAE2_66190.1
OG0007482	SMRG1_46720.1	SHAE2_48660.1
OG0007483	SMRG1_44600.1	SHAE2_47190.1, SHAE2_47190.2
OG0007484	SMRG1_68760.1	SHAE2_73680.1
OG0007485	SMRG1_58140.1	SHAE2_61430.1
