Orthogroup	schistosoma_margrebowiei	trichobilharzia_regenti
OG0005994	SMRG1_54290.1	TREG1_71450.1, TREG1_71450.2
OG0005995	SMRG1_71200.1	TREG1_136970.1
OG0005996	SMRG1_18760.1	TREG1_22590.1
OG0005997	SMRG1_910.1	TREG1_14260.1
OG0005998	SMRG1_48580.1	TREG1_64100.1, TREG1_64090.1
OG0005999	SMRG1_80480.1	TREG1_97810.1
OG0006000	SMRG1_11820.1	TREG1_18130.1
OG0006001	SMRG1_88900.1	TREG1_121160.1
OG0006002	SMRG1_52500.3, SMRG1_52500.1, SMRG1_52500.2	TREG1_66530.1
OG0006003	SMRG1_34570.1	TREG1_52220.1, TREG1_52220.2
OG0006004	SMRG1_50410.1	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2
OG0006005	SMRG1_73720.1	TREG1_101910.1, TREG1_101910.2
OG0006006	SMRG1_47040.1	TREG1_61340.1
OG0006007	SMRG1_21090.1, SMRG1_21090.2	TREG1_23430.1, TREG1_23430.2
OG0006008	SMRG1_71560.1	TREG1_103370.1, TREG1_103370.2
OG0006009	SMRG1_83600.1	TREG1_113780.1
OG0006010	SMRG1_82950.1	TREG1_114110.1
OG0006011	SMRG1_65650.1	TREG1_88820.1
OG0006012	SMRG1_66900.1, SMRG1_66900.2	TREG1_89440.1
OG0006013	SMRG1_21820.1	TREG1_27580.1
OG0006014	SMRG1_75060.1	TREG1_98610.1
OG0006015	SMRG1_75670.1	TREG1_103740.1
OG0006016	SMRG1_79760.1	TREG1_109550.1
OG0006017	SMRG1_79790.1	TREG1_109540.1, TREG1_109540.2
OG0006018	SMRG1_90240.1, SMRG1_90240.2	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2
OG0006019	SMRG1_86090.1	TREG1_116540.1
OG0006020	SMRG1_20790.1, SMRG1_20790.2, SMRG1_20790.3, SMRG1_20790.4	TREG1_29820.1
OG0006021	SMRG1_76680.1	TREG1_105150.1
OG0006022	SMRG1_62580.1	TREG1_85210.1
OG0006023	SMRG1_16550.1	TREG1_20230.1, TREG1_20230.2
OG0006024	SMRG1_47720.1, SMRG1_47720.2, SMRG1_47720.3, SMRG1_47720.4	TREG1_72280.1
OG0006025	SMRG1_14380.1	TREG1_128460.1, TREG1_14690.1
OG0006026	SMRG1_780.1	TREG1_390.1
OG0006027	SMRG1_24820.1	TREG1_58600.1
OG0006028	SMRG1_50190.1, SMRG1_50190.2	TREG1_65240.1, TREG1_65230.1
OG0006029	SMRG1_56710.1	TREG1_76410.1
OG0006030	SMRG1_34460.1	TREG1_50740.1
OG0006031	SMRG1_18690.1, SMRG1_18690.2, SMRG1_18690.3	TREG1_21500.1, TREG1_21500.2
OG0006032	SMRG1_9840.1, SMRG1_9840.2	TREG1_2030.1
OG0006033	SMRG1_41410.1	TREG1_33130.1, TREG1_33160.1
OG0006034	SMRG1_43790.1	TREG1_39610.1, TREG1_39610.2
OG0006035	SMRG1_56650.1	TREG1_75230.1
OG0006036	SMRG1_83910.1	TREG1_110320.1
OG0006037	SMRG1_84910.1	TREG1_110530.9, TREG1_110610.1
OG0006038	SMRG1_43740.1	TREG1_56470.1
OG0006039	SMRG1_51560.1	TREG1_68520.1, TREG1_68520.2
OG0006040	SMRG1_57810.1, SMRG1_58050.1	TREG1_77880.1
OG0006041	SMRG1_28350.1	TREG1_48570.1
OG0006042	SMRG1_31520.1	TREG1_51270.1
OG0006043	SMRG1_16760.1	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3
OG0006044	SMRG1_69080.1	TREG1_93710.1
OG0006045	SMRG1_36220.1, SMRG1_36220.2, SMRG1_36220.3	TREG1_44440.1
OG0006046	SMRG1_12570.1, SMRG1_12570.2	TREG1_10730.1, TREG1_10740.1
OG0006047	SMRG1_33530.1	TREG1_54020.1
OG0006048	SMRG1_7680.1	TREG1_14150.1, TREG1_14150.2
OG0006049	SMRG1_40780.1	TREG1_45830.1
OG0006050	SMRG1_62030.1	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3
OG0006051	SMRG1_6760.1, SMRG1_6760.2	TREG1_24990.1
OG0006052	SMRG1_73430.1	TREG1_105740.1
OG0006053	SMRG1_68190.1	TREG1_92240.1
OG0006054	SMRG1_64400.1	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2
OG0006055	SMRG1_4500.1	TREG1_47590.1
OG0006056	SMRG1_14470.1	TREG1_21160.1
OG0006057	SMRG1_30680.1	TREG1_51060.1
OG0006058	SMRG1_17200.1	TREG1_15760.1, TREG1_15760.2
OG0006059	SMRG1_73320.1	TREG1_105910.1, TREG1_105910.2
OG0006060	SMRG1_3200.2, SMRG1_3200.3, SMRG1_3200.1	TREG1_3020.1
OG0006061	SMRG1_85990.1, SMRG1_85990.2	TREG1_116370.1, TREG1_116370.2
OG0006062	SMRG1_35850.1	TREG1_44050.1
OG0006063	SMRG1_45460.1	TREG1_36130.1
OG0006064	SMRG1_70530.1	TREG1_99810.1
OG0006065	SMRG1_11980.1	TREG1_9200.1, TREG1_9200.2
OG0006066	SMRG1_8840.1	TREG1_18730.1
OG0006067	SMRG1_43600.1	TREG1_57600.1, TREG1_57600.2
OG0006068	SMRG1_41240.1	TREG1_56500.1
OG0006069	SMRG1_34280.1	TREG1_51540.1, TREG1_51540.2
OG0006070	SMRG1_67020.1	TREG1_89500.1
OG0006071	SMRG1_77290.1	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2
OG0006072	SMRG1_83850.1	TREG1_112280.1, TREG1_112270.1
OG0006073	SMRG1_53290.1, SMRG1_53290.2	TREG1_70310.1
OG0006074	SMRG1_92230.1	TREG1_129310.1
OG0006075	SMRG1_25840.1	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4
OG0006076	SMRG1_51550.1	TREG1_68530.1
OG0006077	SMRG1_42110.1	TREG1_38140.1
OG0006078	SMRG1_24850.1, SMRG1_24850.2	TREG1_54460.1
OG0006079	SMRG1_52410.1	TREG1_68840.1
OG0006080	SMRG1_32760.1, SMRG1_32770.1	TREG1_47780.1
OG0006081	SMRG1_680.1	TREG1_9910.1, TREG1_9910.2
OG0006082	SMRG1_41940.1	TREG1_36950.1
OG0006083	SMRG1_84460.1, SMRG1_84460.2	TREG1_117530.1, TREG1_117530.2
OG0006084	SMRG1_22880.1	TREG1_32090.3, TREG1_32090.2, TREG1_32090.1
OG0006085	SMRG1_73900.1	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4
OG0006086	SMRG1_24450.1, SMRG1_24450.2	TREG1_60350.1
OG0006087	SMRG1_39130.1	TREG1_57970.1, TREG1_57970.2
OG0006088	SMRG1_72220.1	TREG1_95550.1, TREG1_95560.1
OG0006089	SMRG1_10810.1	TREG1_20540.1
OG0006090	SMRG1_92730.1	TREG1_129090.1
OG0006091	SMRG1_80870.1	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2
OG0006092	SMRG1_13270.1	TREG1_24480.1, TREG1_24480.2
OG0006093	SMRG1_55460.1	TREG1_77120.1
OG0006094	SMRG1_51790.1	TREG1_70580.1
OG0006095	SMRG1_82740.1	TREG1_84150.2, TREG1_143790.1, TREG1_84130.1, TREG1_84150.1
OG0006096	SMRG1_16200.1	TREG1_21400.1, TREG1_21400.2
OG0006097	SMRG1_77280.1	TREG1_106870.1
OG0006098	SMRG1_25370.1, SMRG1_25370.2, SMRG1_25370.3	TREG1_35820.1
OG0006100	SMRG1_17840.1, SMRG1_17840.2	TREG1_19850.1
OG0006101	SMRG1_37500.1	TREG1_43140.1
OG0006102	SMRG1_78610.1	TREG1_102350.1
OG0006103	SMRG1_38090.1	TREG1_34340.1
OG0006104	SMRG1_67290.1	TREG1_89580.1
OG0006105	SMRG1_82620.1	TREG1_113160.1
OG0006106	SMRG1_60920.1	TREG1_80930.1
OG0006107	SMRG1_74850.1	TREG1_97230.1
OG0006108	SMRG1_84540.1	TREG1_110210.1
OG0006109	SMRG1_70830.1	TREG1_101810.1, TREG1_101810.2
OG0006110	SMRG1_91440.1	TREG1_122550.1
OG0006111	SMRG1_1820.1, SMRG1_1820.2	TREG1_10130.1
OG0006112	SMRG1_88890.1	TREG1_121150.1, TREG1_121150.2
OG0006113	SMRG1_3580.1	TREG1_4920.1, TREG1_4920.2
OG0006115	SMRG1_27230.1	TREG1_34050.1, TREG1_34050.2
OG0006116	SMRG1_47990.1	TREG1_67110.1
OG0006117	SMRG1_56840.1	TREG1_73970.1
OG0006118	SMRG1_57100.1	TREG1_77420.1
OG0006119	SMRG1_55330.1	TREG1_76950.1
OG0006120	SMRG1_42700.1	TREG1_55830.1
OG0006121	SMRG1_21880.1	TREG1_115370.1, TREG1_115370.2, TREG1_115370.3
OG0006122	SMRG1_29640.1	TREG1_46600.1
OG0006123	SMRG1_60510.1	TREG1_86980.1, TREG1_86980.2
OG0006124	SMRG1_66120.2, SMRG1_66120.1	TREG1_88030.1, TREG1_88040.1
OG0006125	SMRG1_74970.1	TREG1_102780.3, TREG1_102780.1, TREG1_102780.2
OG0006126	SMRG1_62630.1	TREG1_85140.1
OG0006127	SMRG1_43400.1	TREG1_42730.1
OG0006128	SMRG1_37160.1	TREG1_140480.1, TREG1_52920.1
OG0006129	SMRG1_13000.1	TREG1_14820.1
OG0006130	SMRG1_28130.1	TREG1_37180.1, TREG1_37180.3, TREG1_37180.2
OG0006131	SMRG1_63600.1	TREG1_86460.1
OG0006132	SMRG1_52130.1	TREG1_64600.1
OG0006133	SMRG1_69000.1	TREG1_93990.2, TREG1_93990.1, TREG1_93990.4, TREG1_93990.3
OG0006134	SMRG1_19870.1	TREG1_27610.1
OG0006135	SMRG1_1760.1	TREG1_10060.1, TREG1_10060.2
OG0006136	SMRG1_77340.1	TREG1_101840.1, TREG1_101840.2
OG0006137	SMRG1_20880.1, SMRG1_20880.2	TREG1_119330.1, TREG1_119320.1, TREG1_141060.1
OG0006138	SMRG1_7440.1	TREG1_3360.4, TREG1_3360.9, TREG1_3360.5, TREG1_3360.8, TREG1_3360.6, TREG1_3360.7
OG0006139	SMRG1_12770.1	TREG1_16570.1
OG0006140	SMRG1_74000.2, SMRG1_74000.1	TREG1_107830.1
OG0006141	SMRG1_30750.1	TREG1_52970.1
OG0006143	SMRG1_16420.1	TREG1_27340.1
OG0006144	SMRG1_59810.1	TREG1_83710.1
OG0006145	SMRG1_38900.1	TREG1_41540.1
OG0006146	SMRG1_78480.1	TREG1_137060.3, TREG1_137060.4, TREG1_137060.1, TREG1_137060.2
OG0006147	SMRG1_89330.1	TREG1_124140.1
OG0006148	SMRG1_68840.1	TREG1_94220.1, TREG1_94060.6, TREG1_94210.1, TREG1_94060.5
OG0006149	SMRG1_6920.1	TREG1_26300.1, TREG1_26300.2
OG0006150	SMRG1_31820.1	TREG1_58470.1
OG0006151	SMRG1_41860.1, SMRG1_41860.2	TREG1_5940.1, TREG1_40370.1, TREG1_540.1
OG0006152	SMRG1_90320.1	TREG1_126100.1
OG0006153	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3	TREG1_85290.1
OG0006154	SMRG1_87150.1, SMRG1_87150.2	TREG1_124570.1, TREG1_121990.1
OG0006155	SMRG1_19360.1, SMRG1_19360.2	TREG1_22460.1
OG0006156	SMRG1_77360.1, SMRG1_77360.2	TREG1_104030.1
OG0006157	SMRG1_45260.1	TREG1_35950.1
OG0006158	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3	TREG1_25300.1
OG0006159	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1	TREG1_32770.1
OG0006160	SMRG1_16100.1, SMRG1_16100.2	TREG1_17270.1, TREG1_17270.3, TREG1_17270.2
OG0006161	SMRG1_85900.1	TREG1_112700.1
OG0006162	SMRG1_18420.1	TREG1_22570.1, TREG1_22570.2, TREG1_22580.1
OG0006163	SMRG1_540.1	TREG1_4770.1
OG0006164	SMRG1_1450.1	TREG1_14220.1
OG0006165	SMRG1_71040.1, SMRG1_71040.2	TREG1_94910.1
OG0006166	SMRG1_48080.1, SMRG1_48080.2	TREG1_143480.1, TREG1_143480.2
OG0006167	SMRG1_82540.1	TREG1_113710.1
OG0006168	SMRG1_91520.1	TREG1_120870.1
OG0006170	SMRG1_12920.1, SMRG1_12920.2	TREG1_30050.1
OG0006171	SMRG1_3740.1	TREG1_950.1
OG0006172	SMRG1_44320.1	TREG1_40560.1, TREG1_40560.2
OG0006173	SMRG1_20560.1	TREG1_33580.1
OG0006174	SMRG1_18750.1	TREG1_21840.1
OG0006175	SMRG1_88660.1	TREG1_121030.1
OG0006176	SMRG1_91790.1	TREG1_127140.1, TREG1_129750.1, TREG1_129670.3, TREG1_129670.1, TREG1_129670.2, TREG1_129680.1, TREG1_129680.2, TREG1_129760.1, TREG1_129770.1, TREG1_129780.1
OG0006177	SMRG1_88320.1	TREG1_120290.1
OG0006178	SMRG1_87860.1	TREG1_120180.1, TREG1_140820.1
OG0006179	SMRG1_46660.1, SMRG1_46660.2	TREG1_62990.1
OG0006180	SMRG1_52050.1, SMRG1_52050.2	TREG1_64480.1
OG0006181	SMRG1_79740.1	TREG1_109570.2, TREG1_109570.3, TREG1_109570.1
OG0006182	SMRG1_32570.1	TREG1_47560.1
OG0006183	SMRG1_32750.1	TREG1_47790.1
OG0006184	SMRG1_40620.1, SMRG1_40620.2	TREG1_54990.1, TREG1_55020.1
OG0006185	SMRG1_48460.1	TREG1_63930.1
OG0006186	SMRG1_94140.1, SMRG1_94140.2	TREG1_131780.1
OG0006187	SMRG1_43240.1	TREG1_42520.1, TREG1_42520.2
OG0006188	SMRG1_43290.1	TREG1_42580.1, TREG1_42580.2, TREG1_42580.3, TREG1_42580.4
OG0006189	SMRG1_96850.1, SMRG1_96850.2	TREG1_135680.1, TREG1_135680.2
OG0006190	SMRG1_96920.1	TREG1_135560.1, TREG1_135560.2
OG0006191	SMRG1_97710.1	TREG1_136500.1
OG0006193	SMRG1_91800.1	TREG1_127130.1, TREG1_129650.1, TREG1_129660.1, TREG1_129690.1, TREG1_129700.1
OG0006195	SMRG1_71300.1, SMRG1_71300.2	TREG1_100720.1
OG0006196	SMRG1_76760.1	TREG1_106350.1
OG0006197	SMRG1_66970.1	TREG1_89360.2, TREG1_89360.1, TREG1_89360.3, TREG1_89360.5, TREG1_89360.4
OG0006198	SMRG1_32490.1	TREG1_51460.1, TREG1_51510.1
OG0006199	SMRG1_26660.1	TREG1_36310.1, TREG1_36310.3, TREG1_36310.2
OG0006200	SMRG1_25550.1, SMRG1_25550.2	TREG1_35480.1, TREG1_35470.1, TREG1_35430.1, TREG1_35460.1, TREG1_35440.1, TREG1_35450.1
OG0006201	SMRG1_23760.1, SMRG1_23760.2, SMRG1_23760.3, SMRG1_23760.4	TREG1_59880.1, TREG1_59880.2
OG0006202	SMRG1_22800.1	TREG1_60970.4, TREG1_60970.1, TREG1_60970.5, TREG1_60970.2, TREG1_60970.3, TREG1_60970.6
OG0006203	SMRG1_43840.1	TREG1_39550.1
OG0006204	SMRG1_36840.1, SMRG1_36830.1	TREG1_51020.1
OG0006205	SMRG1_16960.1	TREG1_19380.1, TREG1_19380.2
OG0006206	SMRG1_13790.1, SMRG1_13790.2	TREG1_28500.1, TREG1_28500.2, TREG1_28500.4, TREG1_28500.5, TREG1_28500.3
OG0006207	SMRG1_19820.1	TREG1_16180.1
OG0006209	SMRG1_2250.1, SMRG1_2260.1, SMRG1_2270.1	TREG1_8150.1, TREG1_8130.1
OG0006210	SMRG1_7340.1	TREG1_7410.1
OG0006211	SMRG1_38690.1	TREG1_43060.1
OG0006213	SMRG1_68070.1, SMRG1_68090.1, SMRG1_68080.1	TREG1_91300.1
OG0006214	SMRG1_69830.1	TREG1_93010.1
OG0006214	SMRG1_69820.1	TREG1_93020.1
OG0006215	SMRG1_85890.1	TREG1_113610.1
OG0006225	SMRG1_67310.1	TREG1_89800.1
OG0006226	SMRG1_9830.1	TREG1_2020.1
OG0006227	SMRG1_11010.1	TREG1_26810.1
OG0006228	SMRG1_26410.1	TREG1_38790.1
OG0006230	SMRG1_94610.1	TREG1_130350.1, TREG1_130350.2
OG0006231	SMRG1_40860.1	TREG1_57030.1, TREG1_57040.1, TREG1_57010.1
OG0006233	SMRG1_44550.1, SMRG1_44550.2	TREG1_39280.1
OG0006234	SMRG1_13530.1, SMRG1_13530.2	TREG1_14560.1
OG0006235	SMRG1_25780.1, SMRG1_25780.2	TREG1_31640.1
OG0006236	SMRG1_69100.1, SMRG1_69100.2	TREG1_93660.1
OG0006237	SMRG1_40330.1, SMRG1_40390.1	TREG1_34730.1
OG0006238	SMRG1_31700.1, SMRG1_31700.2	TREG1_46830.1
OG0006239	SMRG1_77710.1	TREG1_100460.1
OG0006240	SMRG1_83880.1, SMRG1_83880.2	TREG1_115310.1
OG0006241	SMRG1_56440.1, SMRG1_56440.2	TREG1_74940.1
OG0006242	SMRG1_14520.1	TREG1_20920.1
OG0006243	SMRG1_44340.1	TREG1_40520.1
OG0006244	SMRG1_68670.1	TREG1_94570.1, TREG1_94580.1, TREG1_94590.1
OG0006245	SMRG1_55830.1	TREG1_70490.1
OG0006246	SMRG1_81650.1	TREG1_111110.1
OG0006247	SMRG1_90190.1	TREG1_124420.1, TREG1_124420.2
OG0006248	SMRG1_92110.1	TREG1_129210.1
OG0006249	SMRG1_46430.1	TREG1_62800.1
OG0006250	SMRG1_33090.1	TREG1_53180.1
OG0006251	SMRG1_15900.1	TREG1_9270.1, TREG1_9270.2
OG0006252	SMRG1_34600.1	TREG1_52250.1
OG0006253	SMRG1_90480.1	TREG1_123750.1
OG0006254	SMRG1_2050.1	TREG1_129430.1, TREG1_129440.1, TREG1_3670.1
OG0006255	SMRG1_36000.1	TREG1_50070.1, TREG1_50070.2
OG0006256	SMRG1_40030.1	TREG1_41150.1
OG0006257	SMRG1_95190.1	TREG1_133370.1
OG0006258	SMRG1_67600.1	TREG1_82170.1
OG0006259	SMRG1_90380.1	TREG1_125990.1, TREG1_126010.1, TREG1_125980.1
OG0006260	SMRG1_23910.1	TREG1_37590.1, TREG1_37590.2
OG0006261	SMRG1_77150.1	TREG1_104750.1
OG0006262	SMRG1_69460.1, SMRG1_69460.2	TREG1_89870.1
OG0006263	SMRG1_84600.1	TREG1_112410.1
OG0006264	SMRG1_78230.1	TREG1_106060.1
OG0006265	SMRG1_22840.1	TREG1_60910.1
OG0006266	SMRG1_51330.1	TREG1_76500.1
OG0006267	SMRG1_40950.1	TREG1_57130.2, TREG1_57130.1, TREG1_57130.3
OG0006269	SMRG1_48970.1	TREG1_68410.1, TREG1_68410.2
OG0006270	SMRG1_15930.1	TREG1_9290.1
OG0006271	SMRG1_18930.1	TREG1_24580.1
OG0006272	SMRG1_9290.1	TREG1_4070.1
OG0006273	SMRG1_44690.1	TREG1_30540.1
OG0006274	SMRG1_45770.1	TREG1_31340.1
OG0006275	SMRG1_81010.1	TREG1_109320.1
OG0006276	SMRG1_86690.1, SMRG1_86690.2	TREG1_118320.1, TREG1_118320.2
OG0006277	SMRG1_44360.1	TREG1_40490.1
OG0006278	SMRG1_85430.1	TREG1_117350.1, TREG1_95640.1
OG0006279	SMRG1_40210.1	TREG1_40920.1, TREG1_92720.1
OG0006280	SMRG1_11440.1	TREG1_15220.1
OG0006281	SMRG1_32450.1	TREG1_53960.1
OG0006282	SMRG1_78300.1, SMRG1_78300.2	TREG1_105960.1
OG0006283	SMRG1_41760.1, SMRG1_41760.2	TREG1_38070.1, TREG1_38070.2
OG0006284	SMRG1_72950.1	TREG1_101640.1, TREG1_101640.2, TREG1_101640.3
OG0006285	SMRG1_54780.1	TREG1_70750.1
OG0006286	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3	TREG1_90100.1
OG0006287	SMRG1_74460.1	TREG1_106780.1, TREG1_106780.2, TREG1_106780.3, TREG1_106780.4
OG0006288	SMRG1_74620.1	TREG1_97130.1, TREG1_97140.1
OG0006289	SMRG1_78180.1	TREG1_106140.1, TREG1_106160.1
OG0006290	SMRG1_65330.1	TREG1_85820.1
OG0006291	SMRG1_62270.1	TREG1_87420.1, TREG1_87420.2, TREG1_87420.3, TREG1_87420.4
OG0006292	SMRG1_69650.1, SMRG1_69650.2	TREG1_90710.1
OG0006293	SMRG1_97280.1	TREG1_135140.1
OG0006294	SMRG1_24680.1	TREG1_33370.1
OG0006295	SMRG1_96330.1, SMRG1_96330.2	TREG1_136130.1
OG0006296	SMRG1_41100.1	TREG1_56750.1
OG0006297	SMRG1_26880.1	TREG1_60440.1
OG0006298	SMRG1_1500.1	TREG1_10400.1
OG0006299	SMRG1_2080.1	TREG1_2960.1
OG0006300	SMRG1_8960.1	TREG1_1220.1
OG0006302	SMRG1_55090.1	TREG1_61740.1
OG0006303	SMRG1_410.1	TREG1_12580.4, TREG1_12580.3, TREG1_12580.1, TREG1_12580.2
OG0006304	SMRG1_49890.1	TREG1_69430.1, TREG1_69420.1
OG0006306	SMRG1_17330.1	TREG1_13710.1
OG0006307	SMRG1_35490.1, SMRG1_35490.2	TREG1_50590.1
OG0006308	SMRG1_73800.1	TREG1_100870.1
OG0006309	SMRG1_79210.1	TREG1_108250.1
OG0006310	SMRG1_6050.1, SMRG1_6050.2	TREG1_25900.1, TREG1_25890.1
OG0006311	SMRG1_89760.1	TREG1_127380.22, TREG1_127380.20, TREG1_127380.21, TREG1_127420.1
OG0006312	SMRG1_78090.1	TREG1_104480.1
OG0006313	SMRG1_76590.1	TREG1_101430.1
OG0006314	SMRG1_72580.1	TREG1_103150.1
OG0006315	SMRG1_93970.1	TREG1_134040.1
OG0006316	SMRG1_69670.1	TREG1_90690.1
OG0006317	SMRG1_50690.1	TREG1_69800.1, TREG1_69800.2
OG0006318	SMRG1_50950.1	TREG1_67940.1
OG0006319	SMRG1_91500.1	TREG1_118980.1
OG0006320	SMRG1_31130.1	TREG1_43610.1
OG0006321	SMRG1_940.1, SMRG1_940.2	TREG1_13280.1
OG0006322	SMRG1_56290.1	TREG1_74070.1, TREG1_74210.1, TREG1_74080.1, TREG1_74200.1
OG0006323	SMRG1_34020.1	TREG1_53510.1
OG0006324	SMRG1_19830.1	TREG1_110460.1
OG0006325	SMRG1_5500.1	TREG1_4120.1
OG0006326	SMRG1_97150.1, SMRG1_97140.1	TREG1_134880.1, TREG1_134870.1
OG0006327	SMRG1_25030.1	TREG1_54660.1
OG0006328	SMRG1_58730.1	TREG1_79970.1
OG0006329	SMRG1_67520.1	TREG1_82390.1
OG0006330	SMRG1_92020.1	TREG1_119070.1, TREG1_119070.3, TREG1_119070.2
OG0006331	SMRG1_61280.1	TREG1_80890.1
OG0006332	SMRG1_45700.1	TREG1_36170.1, TREG1_36170.2
OG0006333	SMRG1_60630.1	TREG1_86730.1, TREG1_86730.2
OG0006334	SMRG1_83460.1	TREG1_114950.1
OG0006335	SMRG1_96280.1	TREG1_132100.1, TREG1_132100.2
OG0006336	SMRG1_21720.1	TREG1_27440.1
OG0006337	SMRG1_15060.1	TREG1_28600.1, TREG1_28620.1, TREG1_28610.1
OG0006338	SMRG1_20710.1	TREG1_2060.1
OG0006339	SMRG1_35680.1	TREG1_52660.1, TREG1_52660.2, TREG1_52660.3
OG0006340	SMRG1_43980.1, SMRG1_43980.2	TREG1_42980.1
OG0006341	SMRG1_52330.1	TREG1_68870.1, TREG1_68870.2, TREG1_68870.3
OG0006342	SMRG1_84970.1	TREG1_110480.1, TREG1_110480.2
OG0006343	SMRG1_59750.1	TREG1_86650.2, TREG1_86650.1, TREG1_86650.3
OG0006344	SMRG1_26010.1	TREG1_51690.1
OG0006345	SMRG1_72310.1, SMRG1_72290.1	TREG1_95490.1
OG0006346	SMRG1_91650.1	TREG1_123220.1
OG0006347	SMRG1_27800.1	TREG1_38020.1
OG0006348	SMRG1_45640.1	TREG1_36210.1
OG0006349	SMRG1_8110.1	TREG1_6770.1
OG0006350	SMRG1_37280.1	TREG1_47200.1
OG0006351	SMRG1_77570.1	TREG1_100280.1
OG0006352	SMRG1_14070.1	TREG1_14490.1, TREG1_14490.2
OG0006353	SMRG1_70350.1	TREG1_95890.1
OG0006355	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2	TREG1_64390.1, TREG1_64390.2
OG0006356	SMRG1_79800.1	TREG1_109530.1
OG0006357	SMRG1_84500.1	TREG1_117440.1
OG0006358	SMRG1_15600.1	TREG1_30420.1
OG0006359	SMRG1_51650.1, SMRG1_51650.2	TREG1_65280.1
OG0006361	SMRG1_55070.1	TREG1_61720.1
OG0006362	SMRG1_19390.1	TREG1_22420.1, TREG1_22420.2
OG0006363	SMRG1_13730.1	TREG1_15430.2, TREG1_15430.1, TREG1_15430.3
OG0006364	SMRG1_83390.1	TREG1_114670.1
OG0006365	SMRG1_22210.1	TREG1_23830.1, TREG1_23830.2
OG0006366	SMRG1_53260.1	TREG1_73710.1
OG0006367	SMRG1_70450.1	TREG1_99510.1, TREG1_99510.2
OG0006368	SMRG1_64240.1, SMRG1_64240.2	TREG1_85630.1
OG0006369	SMRG1_85970.1	TREG1_116420.1, TREG1_116430.1
OG0006370	SMRG1_71960.1	TREG1_99920.1, TREG1_99920.2
OG0006371	SMRG1_81640.1	TREG1_111120.1
OG0006373	SMRG1_79070.1, SMRG1_79070.2	TREG1_104460.1, TREG1_104460.2
OG0006374	SMRG1_51470.1	TREG1_68590.1
OG0006375	SMRG1_20640.1	TREG1_24390.1
OG0006376	SMRG1_88180.1	TREG1_120600.1
OG0006377	SMRG1_62100.1	TREG1_88130.1, TREG1_88130.2
OG0006378	SMRG1_54360.1	TREG1_71460.1
OG0006379	SMRG1_87230.1	TREG1_121900.1
OG0006380	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3	TREG1_119440.1, TREG1_119440.2
OG0006381	SMRG1_75820.1	TREG1_107180.1, TREG1_100040.4, TREG1_100040.3, TREG1_100040.2, TREG1_100040.1
OG0006382	SMRG1_86190.1	TREG1_116850.1
OG0006383	SMRG1_82170.1	TREG1_111660.1
OG0006384	SMRG1_61230.1, SMRG1_61230.2	TREG1_80830.1
OG0006385	SMRG1_17270.1	TREG1_16740.1
OG0006386	SMRG1_57120.1	TREG1_77390.1
OG0006387	SMRG1_78820.1	TREG1_104180.1
OG0006388	SMRG1_61150.1	TREG1_87370.1
OG0006389	SMRG1_85440.1	TREG1_117370.1
OG0006390	SMRG1_66330.1	TREG1_82780.1, TREG1_82780.2
OG0006391	SMRG1_66320.1	TREG1_82770.1, TREG1_82760.1
OG0006392	SMRG1_97510.1	TREG1_135120.1
OG0006393	SMRG1_68620.1	TREG1_92630.1, TREG1_94500.1
OG0006394	SMRG1_48700.1	TREG1_64780.1, TREG1_64780.2
OG0006395	SMRG1_13590.1	TREG1_8330.1
OG0006396	SMRG1_19980.1	TREG1_21760.1
OG0006397	SMRG1_79320.1	TREG1_108450.1, TREG1_108450.2
OG0006398	SMRG1_5750.1	TREG1_17410.1, TREG1_18540.1
OG0006399	SMRG1_12330.1, SMRG1_12330.2	TREG1_30040.1
OG0006400	SMRG1_75920.1, SMRG1_75920.2	TREG1_106390.1
OG0006401	SMRG1_47790.1	TREG1_72190.1
OG0006402	SMRG1_25890.1	TREG1_48480.1
OG0006403	SMRG1_1410.1, SMRG1_1410.2	TREG1_560.1
OG0006404	SMRG1_33710.1	TREG1_58560.1
OG0006405	SMRG1_50900.1	TREG1_65350.1
OG0006406	SMRG1_53170.1	TREG1_65440.1, TREG1_65440.2, TREG1_65440.3
OG0006407	SMRG1_18960.1	TREG1_24540.1, TREG1_24540.2, TREG1_24540.3, TREG1_24540.4
OG0006408	SMRG1_76640.1, SMRG1_76640.2	TREG1_105120.1
