Orthogroup	schistosoma_margrebowiei	fasciola_gigantica
OG0005962	SMRG1_93940.1	FGIG_03169
OG0005963	SMRG1_62990.1	FGIG_03185
OG0005964	SMRG1_32220.1	FGIG_03336
OG0005965	SMRG1_21160.1	FGIG_03377
OG0005966	SMRG1_88540.1	FGIG_03397
OG0005967	SMRG1_73570.1	FGIG_03402
OG0005968	SMRG1_13090.1, SMRG1_13090.2	FGIG_03422
OG0005969	SMRG1_43590.1	FGIG_03460
OG0005970	SMRG1_21760.1	FGIG_03509
OG0005971	SMRG1_25850.1	FGIG_03517
OG0005972	SMRG1_54740.1	FGIG_03528
OG0005973	SMRG1_44540.1	FGIG_03547
OG0005974	SMRG1_21980.2, SMRG1_21980.1	FGIG_03599
OG0005975	SMRG1_72090.1	FGIG_03738
OG0005976	SMRG1_30820.1	FGIG_03761
OG0005977	SMRG1_52590.1	FGIG_03775
OG0005978	SMRG1_87320.1, SMRG1_87320.2	FGIG_03813
OG0005980	SMRG1_56930.1	FGIG_03874
OG0005981	SMRG1_94460.1	FGIG_03938
OG0005982	SMRG1_65250.1	FGIG_04451, FGIG_03984
OG0005983	SMRG1_49160.1	FGIG_04068
OG0005984	SMRG1_66140.1	FGIG_04138
OG0005985	SMRG1_28150.1	FGIG_04144
OG0005986	SMRG1_21320.1, SMRG1_21320.2	FGIG_04149
OG0005987	SMRG1_21310.2, SMRG1_21310.1	FGIG_04150
OG0005988	SMRG1_97180.1	FGIG_04190
OG0005989	SMRG1_82270.1, SMRG1_82270.2, SMRG1_82270.3	FGIG_04194
OG0005990	SMRG1_56910.1, SMRG1_56910.2	FGIG_04223
OG0005991	SMRG1_54760.1	FGIG_04280, FGIG_04281
OG0005992	SMRG1_47920.1	FGIG_04441, FGIG_04442
OG0005993	SMRG1_78390.1	FGIG_04467
OG0005994	SMRG1_54290.1	FGIG_04549
OG0005995	SMRG1_71200.1	FGIG_04658
OG0005996	SMRG1_18760.1	FGIG_04704
OG0005997	SMRG1_910.1	FGIG_04767
OG0005998	SMRG1_48580.1	FGIG_04782
OG0005999	SMRG1_80480.1	FGIG_04792
OG0006000	SMRG1_11820.1	FGIG_04908
OG0006001	SMRG1_88900.1	FGIG_04923
OG0006002	SMRG1_52500.3, SMRG1_52500.1, SMRG1_52500.2	FGIG_04934
OG0006003	SMRG1_34570.1	FGIG_04947
OG0006004	SMRG1_50410.1	FGIG_05064
OG0006005	SMRG1_73720.1	FGIG_05077
OG0006006	SMRG1_47040.1	FGIG_05083
OG0006007	SMRG1_21090.1, SMRG1_21090.2	FGIG_05106
OG0006008	SMRG1_71560.1	FGIG_05169
OG0006009	SMRG1_83600.1	FGIG_05208
OG0006010	SMRG1_82950.1	FGIG_05229
OG0006011	SMRG1_65650.1	FGIG_05267, FGIG_05266
OG0006012	SMRG1_66900.1, SMRG1_66900.2	FGIG_05389
OG0006013	SMRG1_21820.1	FGIG_05439
OG0006014	SMRG1_75060.1	FGIG_05518
OG0006015	SMRG1_75670.1	FGIG_05536
OG0006016	SMRG1_79760.1	FGIG_05545
OG0006017	SMRG1_79790.1	FGIG_05546
OG0006018	SMRG1_90240.1, SMRG1_90240.2	FGIG_05580
OG0006019	SMRG1_86090.1	FGIG_05585
OG0006020	SMRG1_20790.1, SMRG1_20790.2, SMRG1_20790.3, SMRG1_20790.4	FGIG_05785
OG0006021	SMRG1_76680.1	FGIG_05799
OG0006022	SMRG1_62580.1	FGIG_05880
OG0006023	SMRG1_16550.1	FGIG_05909
OG0006024	SMRG1_47720.1, SMRG1_47720.2, SMRG1_47720.3, SMRG1_47720.4	FGIG_05917
OG0006025	SMRG1_14380.1	FGIG_05927
OG0006026	SMRG1_780.1	FGIG_05938
OG0006027	SMRG1_24820.1	FGIG_05950
OG0006028	SMRG1_50190.1, SMRG1_50190.2	FGIG_05989
OG0006029	SMRG1_56710.1	FGIG_06002
OG0006030	SMRG1_34460.1	FGIG_06162
OG0006031	SMRG1_18690.1, SMRG1_18690.2, SMRG1_18690.3	FGIG_06250
OG0006032	SMRG1_9840.1, SMRG1_9840.2	FGIG_06304, FGIG_06303
OG0006033	SMRG1_41410.1	FGIG_06351
OG0006034	SMRG1_43790.1	FGIG_06449
OG0006035	SMRG1_56650.1	FGIG_06455
OG0006036	SMRG1_83910.1	FGIG_06523
OG0006037	SMRG1_84910.1	FGIG_06532
OG0006038	SMRG1_43740.1	FGIG_06567
OG0006039	SMRG1_51560.1	FGIG_06568
OG0006040	SMRG1_57810.1, SMRG1_58050.1	FGIG_06651
OG0006041	SMRG1_28350.1	FGIG_06792
OG0006042	SMRG1_31520.1	FGIG_06799
OG0006043	SMRG1_16760.1	FGIG_06821
OG0006044	SMRG1_69080.1	FGIG_06839, FGIG_09285
OG0006045	SMRG1_36220.1, SMRG1_36220.2, SMRG1_36220.3	FGIG_06858
OG0006046	SMRG1_12570.1, SMRG1_12570.2	FGIG_06859
OG0006047	SMRG1_33530.1	FGIG_06862
OG0006048	SMRG1_7680.1	FGIG_06901
OG0006049	SMRG1_40780.1	FGIG_06934
OG0006050	SMRG1_62030.1	FGIG_06979
OG0006051	SMRG1_6760.1, SMRG1_6760.2	FGIG_07294
OG0006052	SMRG1_73430.1	FGIG_07314, FGIG_08950
OG0006053	SMRG1_68190.1	FGIG_07403
OG0006054	SMRG1_64400.1	FGIG_07424
OG0006055	SMRG1_4500.1	FGIG_07555, FGIG_12414
OG0006056	SMRG1_14470.1	FGIG_07596
OG0006057	SMRG1_30680.1	FGIG_07603
OG0006058	SMRG1_17200.1	FGIG_07629
OG0006059	SMRG1_73320.1	FGIG_07642
OG0006060	SMRG1_3200.2, SMRG1_3200.3, SMRG1_3200.1	FGIG_07735
OG0006061	SMRG1_85990.1, SMRG1_85990.2	FGIG_07737
OG0006062	SMRG1_35850.1	FGIG_07768, FGIG_07767
OG0006063	SMRG1_45460.1	FGIG_07773
OG0006064	SMRG1_70530.1	FGIG_07837
OG0006065	SMRG1_11980.1	FGIG_09557
OG0006066	SMRG1_8840.1	FGIG_07957, FGIG_07958
OG0006067	SMRG1_43600.1	FGIG_07984
OG0006068	SMRG1_41240.1	FGIG_08132
OG0006069	SMRG1_34280.1	FGIG_08136
OG0006070	SMRG1_67020.1	FGIG_08226
OG0006071	SMRG1_77290.1	FGIG_08258
OG0006072	SMRG1_83850.1	FGIG_08317
OG0006073	SMRG1_53290.1, SMRG1_53290.2	FGIG_08326
OG0006075	SMRG1_25840.1	FGIG_08364
OG0006076	SMRG1_51550.1	FGIG_08367, FGIG_12133
OG0006077	SMRG1_42110.1	FGIG_08374
OG0006078	SMRG1_24850.1, SMRG1_24850.2	FGIG_08424
OG0006079	SMRG1_52410.1	FGIG_08462
OG0006080	SMRG1_32760.1, SMRG1_32770.1	FGIG_08479
OG0006081	SMRG1_680.1	FGIG_08526
OG0006082	SMRG1_41940.1	FGIG_08527
OG0006083	SMRG1_84460.1, SMRG1_84460.2	FGIG_08563
OG0006084	SMRG1_22880.1	FGIG_08568
OG0006085	SMRG1_73900.1	FGIG_10779, FGIG_08613
OG0006086	SMRG1_24450.1, SMRG1_24450.2	FGIG_08731
OG0006087	SMRG1_39130.1	FGIG_08787
OG0006088	SMRG1_72220.1	FGIG_08882
OG0006089	SMRG1_10810.1	FGIG_08956
OG0006090	SMRG1_92730.1	FGIG_08982
OG0006091	SMRG1_80870.1	FGIG_09009
OG0006092	SMRG1_13270.1	FGIG_09050
OG0006093	SMRG1_55460.1	FGIG_09188
OG0006094	SMRG1_51790.1	FGIG_09274
OG0006095	SMRG1_82740.1	FGIG_09620
OG0006096	SMRG1_16200.1	FGIG_09689
OG0006097	SMRG1_77280.1	FGIG_09715
OG0006098	SMRG1_25370.1, SMRG1_25370.2, SMRG1_25370.3	FGIG_09726
OG0006099	SMRG1_7000.1	FGIG_09757
OG0006100	SMRG1_17840.1, SMRG1_17840.2	FGIG_09760
OG0006101	SMRG1_37500.1	FGIG_09771
OG0006102	SMRG1_78610.1	FGIG_09799
OG0006103	SMRG1_38090.1	FGIG_09897, FGIG_09898
OG0006104	SMRG1_67290.1	FGIG_09904
OG0006105	SMRG1_82620.1	FGIG_09948
OG0006106	SMRG1_60920.1	FGIG_09973
OG0006107	SMRG1_74850.1	FGIG_09976
OG0006108	SMRG1_84540.1	FGIG_10009
OG0006109	SMRG1_70830.1	FGIG_10044
OG0006110	SMRG1_91440.1	FGIG_10049
OG0006111	SMRG1_1820.1, SMRG1_1820.2	FGIG_10113
OG0006112	SMRG1_88890.1	FGIG_10226
OG0006113	SMRG1_3580.1	FGIG_10252
OG0006114	SMRG1_95060.1, SMRG1_95060.2	FGIG_10556, FGIG_10273
OG0006115	SMRG1_27230.1	FGIG_10337
OG0006116	SMRG1_47990.1	FGIG_10344
OG0006117	SMRG1_56840.1	FGIG_10442
OG0006118	SMRG1_57100.1	FGIG_10496
OG0006119	SMRG1_55330.1	FGIG_10529
OG0006120	SMRG1_42700.1	FGIG_10569
OG0006121	SMRG1_21880.1	FGIG_10579
OG0006122	SMRG1_29640.1	FGIG_10586
OG0006123	SMRG1_60510.1	FGIG_10590
OG0006124	SMRG1_66120.2, SMRG1_66120.1	FGIG_10595
OG0006125	SMRG1_74970.1	FGIG_10662
OG0006126	SMRG1_62630.1	FGIG_10703
OG0006127	SMRG1_43400.1	FGIG_10725
OG0006128	SMRG1_37160.1	FGIG_10751
OG0006129	SMRG1_13000.1	FGIG_11814, FGIG_10752
OG0006130	SMRG1_28130.1	FGIG_10821, FGIG_10822
OG0006131	SMRG1_63600.1	FGIG_10927, FGIG_13984
OG0006132	SMRG1_52130.1	FGIG_10944, FGIG_10943
OG0006133	SMRG1_69000.1	FGIG_10962
OG0006134	SMRG1_19870.1	FGIG_10976
OG0006135	SMRG1_1760.1	FGIG_10981
OG0006136	SMRG1_77340.1	FGIG_11014, FGIG_11188
OG0006137	SMRG1_20880.1, SMRG1_20880.2	FGIG_11021
OG0006138	SMRG1_7440.1	FGIG_11023
OG0006139	SMRG1_12770.1	FGIG_11069
OG0006140	SMRG1_74000.2, SMRG1_74000.1	FGIG_11074
OG0006141	SMRG1_30750.1	FGIG_11129
OG0006142	SMRG1_79950.2, SMRG1_79950.3, SMRG1_79950.1, SMRG1_79950.4	FGIG_12241, FGIG_11164
OG0006143	SMRG1_16420.1	FGIG_11445, FGIG_11237
OG0006144	SMRG1_59810.1	FGIG_11242
OG0006145	SMRG1_38900.1	FGIG_11257
OG0006146	SMRG1_78480.1	FGIG_11274
OG0006147	SMRG1_89330.1	FGIG_11300
OG0006148	SMRG1_68840.1	FGIG_11321
OG0006149	SMRG1_6920.1	FGIG_11387
OG0006150	SMRG1_31820.1	FGIG_11446
OG0006151	SMRG1_41860.1, SMRG1_41860.2	FGIG_11455
OG0006152	SMRG1_90320.1	FGIG_11474
OG0006153	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3	FGIG_11530
OG0006154	SMRG1_87150.1, SMRG1_87150.2	FGIG_11547
OG0006155	SMRG1_19360.1, SMRG1_19360.2	FGIG_11830
OG0006156	SMRG1_77360.1, SMRG1_77360.2	FGIG_11874
OG0006157	SMRG1_45260.1	FGIG_11878
OG0006158	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3	FGIG_11954
OG0006159	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1	FGIG_12040
OG0006160	SMRG1_16100.1, SMRG1_16100.2	FGIG_12105
OG0006161	SMRG1_85900.1	FGIG_12166
OG0006162	SMRG1_18420.1	FGIG_12313
OG0006163	SMRG1_540.1	FGIG_12372
OG0006164	SMRG1_1450.1	FGIG_12474
OG0006166	SMRG1_48080.1, SMRG1_48080.2	FGIG_12529
OG0006167	SMRG1_82540.1	FGIG_12579
OG0006168	SMRG1_91520.1	FGIG_12633
OG0006225	SMRG1_67310.1	FGIG_00026
OG0006226	SMRG1_9830.1	FGIG_00055, FGIG_06305
OG0006227	SMRG1_11010.1	FGIG_00060
OG0006228	SMRG1_26410.1	FGIG_00068
OG0006229	SMRG1_15380.1	FGIG_00075
OG0006230	SMRG1_94610.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	SMRG1_40860.1	FGIG_00166
OG0006233	SMRG1_44550.1, SMRG1_44550.2	FGIG_00324
OG0006234	SMRG1_13530.1, SMRG1_13530.2	FGIG_00325
OG0006235	SMRG1_25780.1, SMRG1_25780.2	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	SMRG1_69100.1, SMRG1_69100.2	FGIG_00448
OG0006237	SMRG1_40330.1, SMRG1_40390.1	FGIG_00450
OG0006238	SMRG1_31700.1, SMRG1_31700.2	FGIG_00472
OG0006239	SMRG1_77710.1	FGIG_00474
OG0006240	SMRG1_83880.1, SMRG1_83880.2	FGIG_00494, FGIG_00495
OG0006241	SMRG1_56440.1, SMRG1_56440.2	FGIG_00551
OG0006242	SMRG1_14520.1	FGIG_12664, FGIG_00622
OG0006243	SMRG1_44340.1	FGIG_00637
OG0006244	SMRG1_68670.1	FGIG_00766
OG0006245	SMRG1_55830.1	FGIG_00777, FGIG_00776
OG0006246	SMRG1_81650.1	FGIG_00799
OG0006247	SMRG1_90190.1	FGIG_00862
OG0006248	SMRG1_92110.1	FGIG_00890
OG0006249	SMRG1_46430.1	FGIG_00933
OG0006250	SMRG1_33090.1	FGIG_00958
OG0006251	SMRG1_15900.1	FGIG_01056
OG0006252	SMRG1_34600.1	FGIG_01080
OG0006253	SMRG1_90480.1	FGIG_09181, FGIG_01105
OG0006254	SMRG1_2050.1	FGIG_01121
OG0006255	SMRG1_36000.1	FGIG_01124
OG0006256	SMRG1_40030.1	FGIG_01136
OG0006257	SMRG1_95190.1	FGIG_04631, FGIG_01141
OG0006258	SMRG1_67600.1	FGIG_01246
OG0006259	SMRG1_90380.1	FGIG_01260, FGIG_01261
OG0006260	SMRG1_23910.1	FGIG_01269
OG0006261	SMRG1_77150.1	FGIG_01386, FGIG_01385
OG0006262	SMRG1_69460.1, SMRG1_69460.2	FGIG_01406
OG0006263	SMRG1_84600.1	FGIG_01444, FGIG_06726
OG0006264	SMRG1_78230.1	FGIG_01450
OG0006265	SMRG1_22840.1	FGIG_01474
OG0006266	SMRG1_51330.1	FGIG_01521, FGIG_01522
OG0006267	SMRG1_40950.1	FGIG_01531
OG0006268	SMRG1_84730.1, SMRG1_84730.2, SMRG1_84730.3, SMRG1_84730.4	FGIG_01654
OG0006269	SMRG1_48970.1	FGIG_01663
OG0006270	SMRG1_15930.1	FGIG_01788
OG0006271	SMRG1_18930.1	FGIG_01813
OG0006272	SMRG1_9290.1	FGIG_01877
OG0006273	SMRG1_44690.1	FGIG_01880
OG0006274	SMRG1_45770.1	FGIG_01909
OG0006275	SMRG1_81010.1	FGIG_02097
OG0006276	SMRG1_86690.1, SMRG1_86690.2	FGIG_02118
OG0006277	SMRG1_44360.1	FGIG_02172
OG0006278	SMRG1_85430.1	FGIG_02173
OG0006279	SMRG1_40210.1	FGIG_02204
OG0006280	SMRG1_11440.1	FGIG_02259
OG0006281	SMRG1_32450.1	FGIG_02319
OG0006282	SMRG1_78300.1, SMRG1_78300.2	FGIG_02396
OG0006283	SMRG1_41760.1, SMRG1_41760.2	FGIG_02470
OG0006284	SMRG1_72950.1	FGIG_02617, FGIG_12218
OG0006285	SMRG1_54780.1	FGIG_02631
OG0006286	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3	FGIG_02651
OG0006287	SMRG1_74460.1	FGIG_02696
OG0006288	SMRG1_74620.1	FGIG_02732, FGIG_02733
OG0006289	SMRG1_78180.1	FGIG_02774
OG0006290	SMRG1_65330.1	FGIG_02808
OG0006291	SMRG1_62270.1	FGIG_02861
OG0006292	SMRG1_69650.1, SMRG1_69650.2	FGIG_02864
OG0006293	SMRG1_97280.1	FGIG_02873
OG0006294	SMRG1_24680.1	FGIG_02897, FGIG_12580
OG0006295	SMRG1_96330.1, SMRG1_96330.2	FGIG_02916
OG0006296	SMRG1_41100.1	FGIG_12568, FGIG_02930
OG0006297	SMRG1_26880.1	FGIG_02936, FGIG_02935
OG0006298	SMRG1_1500.1	FGIG_02955
OG0006299	SMRG1_2080.1	FGIG_03008
OG0006300	SMRG1_8960.1	FGIG_03043
OG0006302	SMRG1_55090.1	FGIG_03099
OG0006303	SMRG1_410.1	FGIG_03117
OG0006304	SMRG1_49890.1	FGIG_03123
OG0006306	SMRG1_17330.1	FGIG_03193, FGIG_08482
OG0006307	SMRG1_35490.1, SMRG1_35490.2	FGIG_03350
OG0006308	SMRG1_73800.1	FGIG_03514
OG0006309	SMRG1_79210.1	FGIG_03636
OG0006310	SMRG1_6050.1, SMRG1_6050.2	FGIG_03648
OG0006311	SMRG1_89760.1	FGIG_03661
OG0006312	SMRG1_78090.1	FGIG_03684
OG0006313	SMRG1_76590.1	FGIG_03696
OG0006314	SMRG1_72580.1	FGIG_03713
OG0006315	SMRG1_93970.1	FGIG_03720
OG0006316	SMRG1_69670.1	FGIG_03811, FGIG_03812
OG0006317	SMRG1_50690.1	FGIG_03875
OG0006318	SMRG1_50950.1	FGIG_03888
OG0006319	SMRG1_91500.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006320	SMRG1_31130.1	FGIG_03957
OG0006321	SMRG1_940.1, SMRG1_940.2	FGIG_04040
OG0006322	SMRG1_56290.1	FGIG_04082
OG0006323	SMRG1_34020.1	FGIG_04136
OG0006324	SMRG1_19830.1	FGIG_04163
OG0006325	SMRG1_5500.1	FGIG_04216
OG0006326	SMRG1_97150.1, SMRG1_97140.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	SMRG1_25030.1	FGIG_04492, FGIG_04491
OG0006328	SMRG1_58730.1	FGIG_04497
OG0006329	SMRG1_67520.1	FGIG_04500
OG0006330	SMRG1_92020.1	FGIG_04553
OG0006331	SMRG1_61280.1	FGIG_04577
OG0006332	SMRG1_45700.1	FGIG_04582
OG0006333	SMRG1_60630.1	FGIG_04670
OG0006334	SMRG1_83460.1	FGIG_04684
OG0006335	SMRG1_96280.1	FGIG_04751
OG0006336	SMRG1_21720.1	FGIG_04777
OG0006337	SMRG1_15060.1	FGIG_04780
OG0006338	SMRG1_20710.1	FGIG_04804
OG0006339	SMRG1_35680.1	FGIG_04931
OG0006340	SMRG1_43980.1, SMRG1_43980.2	FGIG_04957, FGIG_05164
OG0006341	SMRG1_52330.1	FGIG_05004
OG0006342	SMRG1_84970.1	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	SMRG1_59750.1	FGIG_05060, FGIG_05091
OG0006344	SMRG1_26010.1	FGIG_05103
OG0006345	SMRG1_72310.1, SMRG1_72290.1	FGIG_05236
OG0006346	SMRG1_91650.1	FGIG_05271
OG0006347	SMRG1_27800.1	FGIG_05292
OG0006348	SMRG1_45640.1	FGIG_05327
OG0006349	SMRG1_8110.1	FGIG_05354, FGIG_05355
OG0006350	SMRG1_37280.1	FGIG_05372, FGIG_05373
OG0006351	SMRG1_77570.1	FGIG_05380
OG0006352	SMRG1_14070.1	FGIG_05416
OG0006353	SMRG1_70350.1	FGIG_05427
OG0006355	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2	FGIG_05443
OG0006356	SMRG1_79800.1	FGIG_05477
OG0006357	SMRG1_84500.1	FGIG_05499
OG0006358	SMRG1_15600.1	FGIG_05606
OG0006359	SMRG1_51650.1, SMRG1_51650.2	FGIG_05685, FGIG_05684
OG0006360	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2	FGIG_05687
OG0006361	SMRG1_55070.1	FGIG_05695
OG0006362	SMRG1_19390.1	FGIG_05758
OG0006363	SMRG1_13730.1	FGIG_05842
OG0006364	SMRG1_83390.1	FGIG_05846
OG0006365	SMRG1_22210.1	FGIG_05854
OG0006366	SMRG1_53260.1	FGIG_05942
OG0006367	SMRG1_70450.1	FGIG_06038
OG0006368	SMRG1_64240.1, SMRG1_64240.2	FGIG_06056
OG0006369	SMRG1_85970.1	FGIG_06074
OG0006370	SMRG1_71960.1	FGIG_06179
OG0006371	SMRG1_81640.1	FGIG_06220
OG0006372	SMRG1_41380.1	FGIG_06257
OG0006373	SMRG1_79070.1, SMRG1_79070.2	FGIG_06266
OG0006374	SMRG1_51470.1	FGIG_06368
OG0006375	SMRG1_20640.1	FGIG_06379
OG0006376	SMRG1_88180.1	FGIG_12584, FGIG_06425
OG0006377	SMRG1_62100.1	FGIG_06440
OG0006378	SMRG1_54360.1	FGIG_06445, FGIG_06444
OG0006379	SMRG1_87230.1	FGIG_06453
OG0006380	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3	FGIG_06551
OG0006381	SMRG1_75820.1	FGIG_06561
OG0006382	SMRG1_86190.1	FGIG_06574
OG0006383	SMRG1_82170.1	FGIG_06621
OG0006384	SMRG1_61230.1, SMRG1_61230.2	FGIG_06626
OG0006385	SMRG1_17270.1	FGIG_06657
OG0006386	SMRG1_57120.1	FGIG_06699
OG0006387	SMRG1_78820.1	FGIG_06734, FGIG_12424
OG0006388	SMRG1_61150.1	FGIG_06755
OG0006389	SMRG1_85440.1	FGIG_06771
OG0006390	SMRG1_66330.1	FGIG_06827
OG0006391	SMRG1_66320.1	FGIG_07033, FGIG_06828
OG0006392	SMRG1_97510.1	FGIG_10067, FGIG_06830
OG0006393	SMRG1_68620.1	FGIG_06928
OG0006394	SMRG1_48700.1	FGIG_06942
OG0006395	SMRG1_13590.1	FGIG_06992
OG0006396	SMRG1_19980.1	FGIG_06995
OG0006397	SMRG1_79320.1	FGIG_07001
OG0006398	SMRG1_5750.1	FGIG_07086
OG0006399	SMRG1_12330.1, SMRG1_12330.2	FGIG_07120
OG0006400	SMRG1_75920.1, SMRG1_75920.2	FGIG_07283
OG0006401	SMRG1_47790.1	FGIG_07310
OG0006402	SMRG1_25890.1	FGIG_07313
OG0006403	SMRG1_1410.1, SMRG1_1410.2	FGIG_07437
OG0006404	SMRG1_33710.1	FGIG_07473
OG0006405	SMRG1_50900.1	FGIG_07477
OG0006406	SMRG1_53170.1	FGIG_07578
OG0006407	SMRG1_18960.1	FGIG_07582
OG0006408	SMRG1_76640.1, SMRG1_76640.2	FGIG_07627
OG0006409	SMRG1_52440.1, SMRG1_52440.2	FGIG_07688
OG0006410	SMRG1_1000.1, SMRG1_1000.2	FGIG_07709
OG0006411	SMRG1_1720.1	FGIG_07733
OG0006412	SMRG1_17360.1	FGIG_07743, FGIG_07742
OG0006413	SMRG1_92090.1	FGIG_07840
OG0006414	SMRG1_87130.1	FGIG_07937
OG0006415	SMRG1_24480.1	FGIG_08006
OG0006416	SMRG1_60280.1	FGIG_08033
OG0006417	SMRG1_50780.1	FGIG_08055
OG0006418	SMRG1_8490.1	FGIG_08067
OG0006419	SMRG1_28190.1	FGIG_08105
OG0006420	SMRG1_64340.1	FGIG_08164
OG0006422	SMRG1_91390.1	FGIG_08202
OG0006423	SMRG1_83400.1	FGIG_08206, FGIG_10667
OG0006424	SMRG1_50870.1	FGIG_08208
OG0006425	SMRG1_79130.1	FGIG_08311
OG0006426	SMRG1_19810.1	FGIG_08358
OG0006427	SMRG1_33100.1	FGIG_08359
OG0006428	SMRG1_1520.1	FGIG_08397
OG0006429	SMRG1_10530.1, SMRG1_10530.2	FGIG_08439
OG0006430	SMRG1_3110.1	FGIG_08457
OG0006431	SMRG1_92290.1	FGIG_08615
OG0006432	SMRG1_79500.1	FGIG_08656
OG0006433	SMRG1_43160.1, SMRG1_43160.2	FGIG_08752
OG0006434	SMRG1_94500.1, SMRG1_94500.2	FGIG_08760
OG0006435	SMRG1_82220.2, SMRG1_82220.1	FGIG_08771
OG0006436	SMRG1_68730.1, SMRG1_68730.2	FGIG_08796
OG0006437	SMRG1_92660.1	FGIG_08799
OG0006438	SMRG1_77240.1	FGIG_08851
OG0006439	SMRG1_12970.1	FGIG_08865
OG0006440	SMRG1_51390.1, SMRG1_51390.2	FGIG_08876
OG0006441	SMRG1_97080.1	FGIG_08947
OG0006442	SMRG1_35050.1	FGIG_08983
OG0006443	SMRG1_19220.1, SMRG1_19220.2	FGIG_09051
OG0006444	SMRG1_90120.1	FGIG_09053
OG0006445	SMRG1_70730.1	FGIG_09103
OG0006446	SMRG1_52670.1	FGIG_09224
OG0006447	SMRG1_88750.1	FGIG_09286
OG0006448	SMRG1_4740.1	FGIG_09313
OG0006449	SMRG1_31790.2, SMRG1_31790.1, SMRG1_31790.3	FGIG_09359
OG0006450	SMRG1_2460.1	FGIG_09392
OG0006451	SMRG1_72020.1	FGIG_09470
OG0006452	SMRG1_57030.1	FGIG_09553
OG0006453	SMRG1_68680.1	FGIG_09566
OG0006454	SMRG1_9300.1	FGIG_09585
OG0006455	SMRG1_51260.1	FGIG_09741
OG0006456	SMRG1_580.1	FGIG_09749
OG0006457	SMRG1_55040.1	FGIG_09819
OG0006458	SMRG1_67100.1	FGIG_09840
OG0006459	SMRG1_56510.1	FGIG_09859
OG0006460	SMRG1_65980.1	FGIG_09902
OG0006461	SMRG1_87330.1, SMRG1_87330.2	FGIG_09992
OG0006462	SMRG1_51160.2, SMRG1_51160.1, SMRG1_51160.3	FGIG_10029
OG0006463	SMRG1_62770.1	FGIG_10092
OG0006464	SMRG1_22100.1	FGIG_10128
OG0006465	SMRG1_77930.1	FGIG_11121, FGIG_10158
OG0006466	SMRG1_89090.1	FGIG_10266
OG0006467	SMRG1_10150.2, SMRG1_10150.1	FGIG_10308
OG0006468	SMRG1_42920.1	FGIG_10393
OG0006469	SMRG1_14350.1	FGIG_10433
OG0006470	SMRG1_58960.1	FGIG_10447
OG0006471	SMRG1_84440.1	FGIG_10483
OG0006472	SMRG1_84410.2, SMRG1_84410.1	FGIG_10666
OG0006473	SMRG1_62610.1	FGIG_10705
OG0006474	SMRG1_66660.1	FGIG_10869
OG0006475	SMRG1_13030.1	FGIG_10891
OG0006476	SMRG1_3060.1	FGIG_11046
OG0006477	SMRG1_27770.1	FGIG_11156, FGIG_11891
OG0006479	SMRG1_43500.1	FGIG_11625, FGIG_11182
OG0006480	SMRG1_21910.1	FGIG_11325
OG0006481	SMRG1_67710.1	FGIG_11497, FGIG_11646
OG0006482	SMRG1_19160.1	FGIG_11570, FGIG_14000
OG0006483	SMRG1_60390.1	FGIG_11611
OG0006484	SMRG1_70950.1, SMRG1_70950.2	FGIG_11727
OG0006485	SMRG1_4200.1	FGIG_11740
OG0006486	SMRG1_21900.1	FGIG_11752
OG0006487	SMRG1_74130.1	FGIG_11778, FGIG_11777
OG0006488	SMRG1_15820.1	FGIG_11860
OG0006490	SMRG1_7330.1	FGIG_12128
OG0006491	SMRG1_86050.1	FGIG_12211
OG0006492	SMRG1_31570.1	FGIG_12231
OG0006493	SMRG1_23180.1	FGIG_12248
OG0006494	SMRG1_63320.1, SMRG1_63320.2	FGIG_12351
OG0006495	SMRG1_84240.1	FGIG_12377
OG0006496	SMRG1_45410.1	FGIG_12617
OG0006543	SMRG1_83870.1	FGIG_00006, FGIG_11678
OG0006544	SMRG1_96950.1	FGIG_00078
OG0006545	SMRG1_71440.1	FGIG_00183
OG0006546	SMRG1_91410.1	FGIG_00243
OG0006547	SMRG1_48620.1	FGIG_00317
OG0006548	SMRG1_94360.1	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	SMRG1_69090.1, SMRG1_69090.2	FGIG_00449
OG0006550	SMRG1_56450.1, SMRG1_56450.2, SMRG1_56450.3	FGIG_12407, FGIG_00553
OG0006551	SMRG1_75380.1, SMRG1_75380.2	FGIG_00601
OG0006552	SMRG1_14510.1	FGIG_00623
OG0006553	SMRG1_77860.1	FGIG_00662
OG0006554	SMRG1_44090.1	FGIG_00767
OG0006555	SMRG1_93790.1	FGIG_00808
OG0006556	SMRG1_54490.1	FGIG_00982
