Orthogroup	schistosoma_margrebowiei	s.mekongi
OG0006105	SMRG1_82620.1	KAK4468364.1
OG0006106	SMRG1_60920.1	KAK4471821.1
OG0006107	SMRG1_74850.1	KAK4470661.1
OG0006108	SMRG1_84540.1	KAK4468021.1
OG0006109	SMRG1_70830.1	KAK4470206.1
OG0006110	SMRG1_91440.1	KAK4468507.1
OG0006111	SMRG1_1820.1, SMRG1_1820.2	KAK4475197.1
OG0006112	SMRG1_88890.1	KAK4468759.1
OG0006113	SMRG1_3580.1	KAK4475648.1
OG0006114	SMRG1_95060.1, SMRG1_95060.2	KAK4467893.1, KAK4467894.1
OG0006115	SMRG1_27230.1	KAK4472915.1
OG0006116	SMRG1_47990.1	KAK4469108.1
OG0006117	SMRG1_56840.1	KAK4469972.1
OG0006118	SMRG1_57100.1	KAK4469742.1
OG0006119	SMRG1_55330.1	KAK4469860.1
OG0006120	SMRG1_42700.1	KAK4473475.1
OG0006121	SMRG1_21880.1	KAK4475463.1
OG0006122	SMRG1_29640.1	KAK4472419.1
OG0006123	SMRG1_60510.1	KAK4471863.1
OG0006124	SMRG1_66120.2, SMRG1_66120.1	KAK4471259.1
OG0006125	SMRG1_74970.1	KAK4470482.1
OG0006126	SMRG1_62630.1	KAK4471777.1
OG0006127	SMRG1_43400.1	KAK4473539.1
OG0006129	SMRG1_13000.1	KAK4474736.1
OG0006130	SMRG1_28130.1	KAK4473116.1
OG0006131	SMRG1_63600.1	KAK4471379.1
OG0006132	SMRG1_52130.1	KAK4469148.1
OG0006133	SMRG1_69000.1	KAK4471417.1
OG0006134	SMRG1_19870.1	KAK4474994.1
OG0006135	SMRG1_1760.1	KAK4475120.1
OG0006136	SMRG1_77340.1	KAK4470446.1
OG0006139	SMRG1_12770.1	KAK4474726.1, KAK4467432.1
OG0006140	SMRG1_74000.2, SMRG1_74000.1	KAK4470583.1
OG0006141	SMRG1_30750.1	KAK4472725.1
OG0006143	SMRG1_16420.1	KAK4475166.1
OG0006144	SMRG1_59810.1	KAK4471923.1
OG0006145	SMRG1_38900.1	KAK4473781.1
OG0006146	SMRG1_78480.1	KAK4470796.1
OG0006148	SMRG1_68840.1	KAK4471304.1
OG0006150	SMRG1_31820.1	KAK4472611.1
OG0006151	SMRG1_41860.1, SMRG1_41860.2	KAK4473401.1
OG0006152	SMRG1_90320.1	KAK4468926.1
OG0006153	SMRG1_60360.1, SMRG1_60360.2, SMRG1_60360.3	KAK4471875.1
OG0006154	SMRG1_87150.1, SMRG1_87150.2	KAK4468885.1
OG0006155	SMRG1_19360.1, SMRG1_19360.2	KAK4475041.1
OG0006156	SMRG1_77360.1, SMRG1_77360.2	KAK4470444.1
OG0006157	SMRG1_45260.1	KAK4473730.1
OG0006158	SMRG1_20910.1, SMRG1_20910.2, SMRG1_20910.4, SMRG1_20910.3	KAK4475359.1
OG0006159	SMRG1_23520.2, SMRG1_23520.3, SMRG1_23520.1	KAK4473320.1
OG0006160	SMRG1_16100.1, SMRG1_16100.2	KAK4474833.1
OG0006161	SMRG1_85900.1	KAK4468090.1, KAK4468092.1
OG0006162	SMRG1_18420.1	KAK4475131.1
OG0006164	SMRG1_1450.1	KAK4474565.1
OG0006165	SMRG1_71040.1, SMRG1_71040.2	KAK4470938.1
OG0006166	SMRG1_48080.1, SMRG1_48080.2	KAK4469118.1
OG0006167	SMRG1_82540.1	KAK4467994.1
OG0006168	SMRG1_91520.1	KAK4468499.1
OG0006170	SMRG1_12920.1, SMRG1_12920.2	KAK4474729.1
OG0006171	SMRG1_3740.1	KAK4475668.1
OG0006172	SMRG1_44320.1	KAK4472589.1
OG0006173	SMRG1_20560.1	KAK4475387.1
OG0006174	SMRG1_18750.1	KAK4475094.1
OG0006175	SMRG1_88660.1	KAK4468738.1
OG0006176	SMRG1_91790.1	KAK4468627.1
OG0006177	SMRG1_88320.1	KAK4468782.1
OG0006178	SMRG1_87860.1	KAK4468822.1
OG0006179	SMRG1_46660.1, SMRG1_46660.2	KAK4468953.1
OG0006180	SMRG1_52050.1, SMRG1_52050.2	KAK4469145.1
OG0006181	SMRG1_79740.1	KAK4470935.1
OG0006183	SMRG1_32750.1	KAK4472514.1
OG0006184	SMRG1_40620.1, SMRG1_40620.2	KAK4471473.1
OG0006185	SMRG1_48460.1	KAK4469615.1
OG0006186	SMRG1_94140.1, SMRG1_94140.2	KAK4467923.1
OG0006187	SMRG1_43240.1	KAK4473522.1
OG0006188	SMRG1_43290.1	KAK4473528.1
OG0006189	SMRG1_96850.1, SMRG1_96850.2	KAK4467793.1
OG0006190	SMRG1_96920.1	KAK4467804.1
OG0006191	SMRG1_97710.1	KAK4467879.1
OG0006193	SMRG1_91800.1	KAK4468628.1
OG0006195	SMRG1_71300.1, SMRG1_71300.2	KAK4470192.1
OG0006196	SMRG1_76760.1	KAK4470690.1
OG0006197	SMRG1_66970.1	KAK4471366.1
OG0006198	SMRG1_32490.1	KAK4472537.1
OG0006199	SMRG1_26660.1	KAK4473029.1
OG0006200	SMRG1_25550.1, SMRG1_25550.2	KAK4473248.1
OG0006201	SMRG1_23760.1, SMRG1_23760.2, SMRG1_23760.3, SMRG1_23760.4	KAK4473297.1
OG0006202	SMRG1_22800.1	KAK4473377.1
OG0006203	SMRG1_43840.1	KAK4473578.1
OG0006204	SMRG1_36840.1	KAK4473979.1
OG0006205	SMRG1_16960.1	KAK4474316.1
OG0006206	SMRG1_13790.1, SMRG1_13790.2	KAK4474546.1
OG0006207	SMRG1_19820.1	KAK4475002.1
OG0006209	SMRG1_2250.1, SMRG1_2260.1, SMRG1_2270.1	KAK4475532.1
OG0006210	SMRG1_7340.1	KAK4476081.1
OG0006225	SMRG1_67310.1	KAK4471643.1
OG0006226	SMRG1_9830.1	KAK4476294.1
OG0006227	SMRG1_11010.1	KAK4474539.1
OG0006228	SMRG1_26410.1	KAK4472991.1
OG0006229	SMRG1_15380.1	KAK4474761.1
OG0006230	SMRG1_94610.1	KAK4467743.1
OG0006231	SMRG1_40860.1	KAK4473626.1
OG0006233	SMRG1_44550.1, SMRG1_44550.2	KAK4473761.1
OG0006234	SMRG1_13530.1, SMRG1_13530.2	KAK4474507.1
OG0006236	SMRG1_69100.1, SMRG1_69100.2	KAK4471510.1
OG0006237	SMRG1_40330.1, SMRG1_40390.1	KAK4473660.1
OG0006238	SMRG1_31700.1, SMRG1_31700.2	KAK4472625.1
OG0006239	SMRG1_77710.1	KAK4470408.1
OG0006240	SMRG1_83880.1, SMRG1_83880.2	KAK4468210.1
OG0006241	SMRG1_56440.1, SMRG1_56440.2	KAK4469038.1
OG0006242	SMRG1_14520.1	KAK4475281.1
OG0006243	SMRG1_44340.1	KAK4472546.1
OG0006244	SMRG1_68670.1	KAK4472018.1
OG0006246	SMRG1_81650.1	KAK4468289.1
OG0006248	SMRG1_92110.1	KAK4468408.1
OG0006249	SMRG1_46430.1	KAK4469514.1
OG0006250	SMRG1_33090.1	KAK4472378.1
OG0006251	SMRG1_15900.1	KAK4474813.1
OG0006252	SMRG1_34600.1	KAK4474188.1
OG0006253	SMRG1_90480.1	KAK4468521.1
OG0006254	SMRG1_2050.1	KAK4475397.1
OG0006255	SMRG1_36000.1	KAK4474065.1
OG0006256	SMRG1_40030.1	KAK4473699.1
OG0006257	SMRG1_95190.1	KAK4467720.1
OG0006258	SMRG1_67600.1	KAK4471618.1
OG0006259	SMRG1_90380.1	KAK4468606.1
OG0006260	SMRG1_23910.1	KAK4473007.1
OG0006261	SMRG1_77150.1	KAK4470727.1
OG0006262	SMRG1_69460.1, SMRG1_69460.2	KAK4471496.1
OG0006263	SMRG1_84600.1	KAK4467364.1
OG0006264	SMRG1_78230.1	KAK4470774.1
OG0006265	SMRG1_22840.1	KAK4473372.1
OG0006266	SMRG1_51330.1	KAK4469445.1
OG0006269	SMRG1_48970.1	KAK4469564.1
OG0006270	SMRG1_15930.1	KAK4474815.1
OG0006271	SMRG1_18930.1	KAK4475082.1
OG0006272	SMRG1_9290.1	KAK4476311.1
OG0006273	SMRG1_44690.1	KAK4473895.1
OG0006274	SMRG1_45770.1	KAK4473472.1
OG0006275	SMRG1_81010.1	KAK4470076.1
OG0006276	SMRG1_86690.1, SMRG1_86690.2	KAK4468159.1
OG0006277	SMRG1_44360.1	KAK4472524.1
OG0006278	SMRG1_85430.1	KAK4468118.1
OG0006280	SMRG1_11440.1	KAK4474428.1
OG0006281	SMRG1_32450.1	KAK4472242.1
OG0006282	SMRG1_78300.1, SMRG1_78300.2	KAK4470781.1
OG0006283	SMRG1_41760.1, SMRG1_41760.2	KAK4473345.1
OG0006284	SMRG1_72950.1	KAK4470247.1
OG0006285	SMRG1_54780.1	KAK4469904.1
OG0006286	SMRG1_63160.1, SMRG1_63160.2, SMRG1_63160.3	KAK4471705.1
OG0006287	SMRG1_74460.1	KAK4470623.1
OG0006288	SMRG1_74620.1	KAK4470640.1
OG0006289	SMRG1_78180.1	KAK4470767.1
OG0006290	SMRG1_65330.1	KAK4471146.1
OG0006291	SMRG1_62270.1	KAK4471813.1
OG0006292	SMRG1_69650.1, SMRG1_69650.2	KAK4471513.1
OG0006293	SMRG1_97280.1	KAK4467832.1
OG0006294	SMRG1_24680.1	KAK4473158.1
OG0006295	SMRG1_96330.1, SMRG1_96330.2	KAK4467651.1
OG0006296	SMRG1_41100.1	KAK4473605.1
OG0006297	SMRG1_26880.1	KAK4472956.1
OG0006298	SMRG1_1500.1	KAK4475196.1
OG0006299	SMRG1_2080.1	KAK4475430.1
OG0006302	SMRG1_55090.1	KAK4469873.1
OG0006303	SMRG1_410.1	KAK4474640.1
OG0006306	SMRG1_17330.1	KAK4474931.1
OG0006307	SMRG1_35490.1, SMRG1_35490.2	KAK4474117.1, KAK4474119.1
OG0006308	SMRG1_73800.1	KAK4470559.1
OG0006309	SMRG1_79210.1	KAK4470879.1
OG0006310	SMRG1_6050.1, SMRG1_6050.2	KAK4467625.1
OG0006312	SMRG1_78090.1	KAK4470756.1
OG0006313	SMRG1_76590.1	KAK4470031.1
OG0006314	SMRG1_72580.1	KAK4470674.1
OG0006315	SMRG1_93970.1	KAK4467941.1
OG0006316	SMRG1_69670.1	KAK4471515.1
OG0006317	SMRG1_50690.1	KAK4469380.1
OG0006318	SMRG1_50950.1	KAK4469409.1
OG0006319	SMRG1_91500.1	KAK4468502.1
OG0006320	SMRG1_31130.1	KAK4472685.1
OG0006321	SMRG1_940.1, SMRG1_940.2	KAK4476296.1
OG0006322	SMRG1_56290.1	KAK4469023.1
OG0006323	SMRG1_34020.1	KAK4472277.1
OG0006324	SMRG1_19830.1	KAK4475001.1
OG0006325	SMRG1_5500.1	KAK4475885.1
OG0006326	SMRG1_97150.1, SMRG1_97140.1	KAK4467861.1
OG0006327	SMRG1_25030.1	KAK4473194.1
OG0006328	SMRG1_58730.1	KAK4471116.1
OG0006329	SMRG1_67520.1	KAK4471621.1
OG0006330	SMRG1_92020.1	KAK4468613.1
OG0006331	SMRG1_61280.1	KAK4472021.1
OG0006332	SMRG1_45700.1	KAK4473440.1
OG0006333	SMRG1_60630.1	KAK4471830.1
OG0006334	SMRG1_83460.1	KAK4468246.1, KAK4468247.1
OG0006335	SMRG1_96280.1	KAK4467646.1
OG0006336	SMRG1_21720.1	KAK4475478.1
OG0006337	SMRG1_15060.1	KAK4475237.1
OG0006338	SMRG1_20710.1	KAK4475375.1
OG0006339	SMRG1_35680.1	KAK4474098.1
OG0006340	SMRG1_43980.1, SMRG1_43980.2	KAK4473588.1
OG0006341	SMRG1_52330.1	KAK4469929.1
OG0006342	SMRG1_84970.1	KAK4468182.1
OG0006343	SMRG1_59750.1	KAK4471929.1
OG0006344	SMRG1_26010.1	KAK4472850.1
OG0006345	SMRG1_72310.1, SMRG1_72290.1	KAK4470125.1
OG0006346	SMRG1_91650.1	KAK4468823.1
OG0006347	SMRG1_27800.1	KAK4473139.1
OG0006348	SMRG1_45640.1	KAK4473389.1
OG0006349	SMRG1_8110.1	KAK4476000.1
OG0006350	SMRG1_37280.1	KAK4473838.1
OG0006352	SMRG1_14070.1	KAK4474570.1
OG0006353	SMRG1_70350.1	KAK4470087.1
OG0006355	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2	KAK4469137.1
OG0006356	SMRG1_79800.1	KAK4470941.1
OG0006357	SMRG1_84500.1	KAK4468024.1
OG0006358	SMRG1_15600.1	KAK4474783.1
OG0006359	SMRG1_51650.1, SMRG1_51650.2	KAK4469668.1
OG0006360	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2	KAK4467915.1
OG0006361	SMRG1_55070.1	KAK4469875.1
OG0006362	SMRG1_19390.1	KAK4475037.1
OG0006363	SMRG1_13730.1	KAK4474399.1
OG0006364	SMRG1_83390.1	KAK4468254.1
OG0006365	SMRG1_22210.1	KAK4475432.1
OG0006366	SMRG1_53260.1	KAK4469478.1
OG0006367	SMRG1_70450.1	KAK4470144.1
OG0006368	SMRG1_64240.1, SMRG1_64240.2	KAK4471308.1
OG0006369	SMRG1_85970.1	KAK4468083.1
OG0006370	SMRG1_71960.1	KAK4470233.1
OG0006371	SMRG1_81640.1	KAK4468278.1
OG0006372	SMRG1_41380.1	KAK4473022.1
OG0006373	SMRG1_79070.1, SMRG1_79070.2	KAK4470865.1
OG0006374	SMRG1_51470.1	KAK4469453.1
OG0006375	SMRG1_20640.1	KAK4475381.1
OG0006376	SMRG1_88180.1	KAK4468798.1
OG0006377	SMRG1_62100.1	KAK4471981.1
OG0006378	SMRG1_54360.1	KAK4469187.1
OG0006379	SMRG1_87230.1	KAK4468873.1
OG0006380	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3	KAK4468597.1
OG0006381	SMRG1_75820.1	KAK4470336.1
OG0006382	SMRG1_86190.1	KAK4468063.1
OG0006383	SMRG1_82170.1	KAK4468336.1
OG0006384	SMRG1_61230.1, SMRG1_61230.2	KAK4472015.1, KAK4472016.1
OG0006385	SMRG1_17270.1	KAK4474945.1
OG0006386	SMRG1_57120.1	KAK4469744.1
OG0006387	SMRG1_78820.1	KAK4470836.1, KAK4470837.1
OG0006388	SMRG1_61150.1	KAK4472008.1
OG0006389	SMRG1_85440.1	KAK4468117.1
OG0006390	SMRG1_66330.1	KAK4471277.1
OG0006391	SMRG1_66320.1	KAK4471276.1
OG0006392	SMRG1_97510.1	KAK4467827.1
OG0006394	SMRG1_48700.1	KAK4469590.1
OG0006395	SMRG1_13590.1	KAK4474500.1
OG0006396	SMRG1_19980.1	KAK4474981.1
OG0006397	SMRG1_79320.1	KAK4470041.1
OG0006398	SMRG1_5750.1	KAK4475908.1
OG0006399	SMRG1_12330.1, SMRG1_12330.2	KAK4474287.1
OG0006400	SMRG1_75920.1, SMRG1_75920.2	KAK4470328.1
OG0006401	SMRG1_47790.1	KAK4469089.1
OG0006402	SMRG1_25890.1	KAK4472875.1
OG0006403	SMRG1_1410.1, SMRG1_1410.2	KAK4475922.1
OG0006404	SMRG1_33710.1	KAK4472305.1
OG0006405	SMRG1_50900.1	KAK4469402.1
OG0006406	SMRG1_53170.1	KAK4469487.1
OG0006407	SMRG1_18960.1	KAK4475078.1
OG0006408	SMRG1_76640.1, SMRG1_76640.2	KAK4470676.1
OG0006409	SMRG1_52440.1, SMRG1_52440.2	KAK4469916.1
OG0006410	SMRG1_1000.1, SMRG1_1000.2	KAK4474425.1
OG0006411	SMRG1_1720.1	KAK4475080.1
OG0006412	SMRG1_17360.1	KAK4474934.1
OG0006413	SMRG1_92090.1	KAK4468951.1, KAK4468950.1
OG0006414	SMRG1_87130.1	KAK4468882.1
OG0006415	SMRG1_24480.1	KAK4473149.1
OG0006416	SMRG1_60280.1	KAK4471886.1
OG0006417	SMRG1_50780.1	KAK4469389.1
OG0006418	SMRG1_8490.1	KAK4476247.1
OG0006419	SMRG1_28190.1	KAK4473108.1
OG0006420	SMRG1_64340.1	KAK4471323.1
OG0006422	SMRG1_91390.1	KAK4468514.1, KAK4468513.1
OG0006423	SMRG1_83400.1	KAK4468253.1
OG0006424	SMRG1_50870.1	KAK4469399.1
OG0006425	SMRG1_79130.1	KAK4470872.1
OG0006426	SMRG1_19810.1	KAK4475003.1
OG0006427	SMRG1_33100.1	KAK4472377.1
OG0006428	SMRG1_1520.1	KAK4474884.1
OG0006429	SMRG1_10530.1, SMRG1_10530.2	KAK4474389.1
OG0006430	SMRG1_3110.1	KAK4475603.1
OG0006431	SMRG1_92290.1	KAK4468422.1
OG0006432	SMRG1_79500.1	KAK4470909.1
OG0006434	SMRG1_94500.1, SMRG1_94500.2	KAK4467733.1
OG0006435	SMRG1_82220.2, SMRG1_82220.1	KAK4468342.1
OG0006436	SMRG1_68730.1, SMRG1_68730.2	KAK4471217.1
OG0006437	SMRG1_92660.1	KAK4468454.1
OG0006438	SMRG1_77240.1	KAK4470735.1
OG0006439	SMRG1_12970.1	KAK4474734.1
OG0006441	SMRG1_97080.1	KAK4467867.1
OG0006442	SMRG1_35050.1	KAK4474152.1
OG0006443	SMRG1_19220.1, SMRG1_19220.2	KAK4474307.1
OG0006444	SMRG1_90120.1	KAK4468945.1
OG0006445	SMRG1_70730.1	KAK4470321.1, KAK4470339.1
OG0006446	SMRG1_52670.1	KAK4469710.1
OG0006447	SMRG1_88750.1	KAK4468394.1
OG0006448	SMRG1_4740.1	KAK4467334.1, KAK4475789.1
OG0006449	SMRG1_31790.2, SMRG1_31790.1, SMRG1_31790.3	KAK4472613.1
OG0006450	SMRG1_2460.1	KAK4475547.1
OG0006451	SMRG1_72020.1	KAK4470099.1
OG0006452	SMRG1_57030.1	KAK4469736.1
OG0006453	SMRG1_68680.1	KAK4471086.1
OG0006454	SMRG1_9300.1	KAK4476310.1
OG0006455	SMRG1_51260.1	KAK4469438.1, KAK4469439.1
OG0006456	SMRG1_580.1	KAK4474956.1
OG0006457	SMRG1_55040.1	KAK4469879.1
OG0006458	SMRG1_67100.1	KAK4471648.1
OG0006459	SMRG1_56510.1	KAK4469048.1
OG0006460	SMRG1_65980.1	KAK4471245.1
OG0006461	SMRG1_87330.1, SMRG1_87330.2	KAK4468862.1
OG0006462	SMRG1_51160.2, SMRG1_51160.1, SMRG1_51160.3	KAK4469424.1
OG0006463	SMRG1_62770.1	KAK4471748.1
OG0006464	SMRG1_22100.1	KAK4475452.1
OG0006465	SMRG1_77930.1	KAK4470389.1, KAK4470390.1
OG0006466	SMRG1_89090.1	KAK4468711.1
OG0006467	SMRG1_10150.2, SMRG1_10150.1	KAK4476270.1
OG0006468	SMRG1_42920.1	KAK4473498.1
OG0006469	SMRG1_14350.1	KAK4467536.1
OG0006470	SMRG1_58960.1	KAK4472117.1, KAK4472118.1
OG0006471	SMRG1_84440.1	KAK4468031.1
OG0006472	SMRG1_84410.2, SMRG1_84410.1	KAK4468034.1
OG0006473	SMRG1_62610.1	KAK4471779.1
OG0006474	SMRG1_66660.1	KAK4471336.1
OG0006475	SMRG1_13030.1	KAK4474741.1
OG0006476	SMRG1_3060.1	KAK4475599.1
OG0006477	SMRG1_27770.1	KAK4473143.1
OG0006479	SMRG1_43500.1	KAK4473546.1
OG0006480	SMRG1_21910.1	KAK4475459.1
OG0006481	SMRG1_67710.1	KAK4471607.1
OG0006482	SMRG1_19160.1	KAK4475060.1
OG0006483	SMRG1_60390.1	KAK4471873.1
OG0006484	SMRG1_70950.1, SMRG1_70950.2	KAK4470052.1
OG0006485	SMRG1_4200.1	KAK4475719.1
OG0006486	SMRG1_21900.1	KAK4475460.1
OG0006487	SMRG1_74130.1	KAK4470596.1
OG0006488	SMRG1_15820.1	KAK4474807.1, KAK4474806.1
OG0006490	SMRG1_7330.1	KAK4474243.1
OG0006491	SMRG1_86050.1	KAK4468076.1
OG0006493	SMRG1_23180.1	KAK4473348.1
OG0006494	SMRG1_63320.1, SMRG1_63320.2	KAK4471685.1
OG0006495	SMRG1_84240.1	KAK4468050.1
OG0006496	SMRG1_45410.1	KAK4473659.1
OG0006497	SMRG1_12610.1	KAK4474678.1
OG0006498	SMRG1_150.1, SMRG1_150.2, SMRG1_150.3	KAK4475030.1
OG0006499	SMRG1_5450.1	KAK4475813.1
OG0006501	SMRG1_90970.1	KAK4468550.1
OG0006502	SMRG1_70340.1	KAK4470086.1
OG0006503	SMRG1_80880.1	KAK4470063.1
OG0006504	SMRG1_81890.1	KAK4468323.1
OG0006505	SMRG1_83820.1	KAK4468219.1
OG0006506	SMRG1_67220.1	KAK4471373.1
OG0006507	SMRG1_62500.1	KAK4471791.1
OG0006508	SMRG1_66690.1	KAK4471339.1
OG0006509	SMRG1_95270.1	KAK4467613.1
OG0006510	SMRG1_26920.1, SMRG1_26920.2, SMRG1_26920.3	KAK4472959.1
OG0006512	SMRG1_34630.1, SMRG1_34630.2, SMRG1_34630.3	KAK4474185.1
OG0006513	SMRG1_37700.1, SMRG1_37700.2	KAK4473878.1
OG0006514	SMRG1_83300.1	KAK4468264.1
OG0006515	SMRG1_42910.1	KAK4473499.1
OG0006516	SMRG1_30790.1	KAK4472721.1
OG0006517	SMRG1_96630.1	KAK4467678.1
OG0006518	SMRG1_97250.1	KAK4467631.1
OG0006519	SMRG1_94810.1	KAK4467751.1
OG0006520	SMRG1_95890.1, SMRG1_95890.2, SMRG1_95890.3	KAK4467769.1
OG0006521	SMRG1_88990.1	KAK4468769.1
OG0006522	SMRG1_47700.1, SMRG1_47700.2	KAK4469080.1
OG0006523	SMRG1_77540.3, SMRG1_77540.1, SMRG1_77540.2	KAK4470020.1
OG0006524	SMRG1_73260.1	KAK4470269.1
OG0006525	SMRG1_64380.1	KAK4471305.1
OG0006526	SMRG1_33330.1, SMRG1_33340.1	KAK4472352.1
OG0006527	SMRG1_41600.2, SMRG1_41600.3, SMRG1_41600.1	KAK4473178.1
OG0006528	SMRG1_44880.1	KAK4474088.1
OG0006529	SMRG1_16610.1	KAK4475187.1
OG0006543	SMRG1_83870.1	KAK4468211.1
OG0006544	SMRG1_96950.1	KAK4467807.1
OG0006545	SMRG1_71440.1	KAK4470178.1
OG0006546	SMRG1_91410.1	KAK4468512.1
OG0006547	SMRG1_48620.1	KAK4469598.1
OG0006548	SMRG1_94360.1	KAK4467908.1
OG0006549	SMRG1_69090.1, SMRG1_69090.2	KAK4471500.1
OG0006550	SMRG1_56450.1, SMRG1_56450.2, SMRG1_56450.3	KAK4469039.1
OG0006551	SMRG1_75380.1, SMRG1_75380.2	KAK4470378.1
OG0006552	SMRG1_14510.1	KAK4475279.1
OG0006553	SMRG1_77860.1	KAK4470398.1
OG0006554	SMRG1_44090.1	KAK4472794.1
OG0006555	SMRG1_93790.1	KAK4468911.1
OG0006556	SMRG1_54490.1	KAK4469177.1
OG0006557	SMRG1_59820.1	KAK4471922.1
OG0006558	SMRG1_72160.1	KAK4470112.1
OG0006559	SMRG1_4980.1, SMRG1_4980.2, SMRG1_4980.3, SMRG1_4980.5	KAK4475866.1
OG0006560	SMRG1_26850.1	KAK4472953.1
OG0006561	SMRG1_67640.1	KAK4471614.1
OG0006562	SMRG1_13060.1	KAK4474744.1
OG0006563	SMRG1_88300.1, SMRG1_88300.2	KAK4468787.1
OG0006564	SMRG1_39080.1	KAK4473768.1
OG0006565	SMRG1_18300.1	KAK4474293.1
OG0006566	SMRG1_29340.1	KAK4472769.1
OG0006567	SMRG1_30300.1	KAK4472484.1
OG0006568	SMRG1_21150.1	KAK4475339.1
OG0006569	SMRG1_29320.1	KAK4472758.1
OG0006570	SMRG1_55980.1	KAK4469798.1
OG0006571	SMRG1_62420.1, SMRG1_62420.2	KAK4471797.1
OG0006572	SMRG1_46990.1	KAK4469197.1
OG0006573	SMRG1_1750.1	KAK4475111.1
OG0006574	SMRG1_67120.1	KAK4471650.1
OG0006575	SMRG1_58260.1	KAK4471137.1
OG0006576	SMRG1_58390.1, SMRG1_58370.1	KAK4471148.1
OG0006578	SMRG1_48490.1	KAK4469612.1
OG0006580	SMRG1_77220.1	KAK4470733.1
OG0006581	SMRG1_26800.1	KAK4472952.1
OG0006582	SMRG1_30710.1	KAK4472729.1
OG0006583	SMRG1_87800.1	KAK4468816.1, KAK4468815.1
OG0006584	SMRG1_2290.1, SMRG1_2300.1	KAK4467409.1
OG0006585	SMRG1_16970.1	KAK4475223.1
OG0006586	SMRG1_37540.1	KAK4473865.1
OG0006588	SMRG1_13340.1, SMRG1_13340.2	KAK4474525.1
OG0006589	SMRG1_20360.1	KAK4475399.1
OG0006590	SMRG1_20380.1	KAK4475398.1
OG0006591	SMRG1_72980.1, SMRG1_72980.2, SMRG1_72980.3	KAK4470251.1
OG0006592	SMRG1_85340.1	KAK4468126.1
OG0006593	SMRG1_72500.1	KAK4470588.1
OG0006595	SMRG1_54060.1	KAK4469351.1
OG0006596	SMRG1_79250.1	KAK4470883.1
OG0006597	SMRG1_78170.2, SMRG1_78170.1	KAK4470766.1
OG0006598	SMRG1_95230.1	KAK4467587.1
OG0006599	SMRG1_23460.1	KAK4473325.1
OG0006601	SMRG1_52380.1	KAK4469924.1
OG0006602	SMRG1_25310.1	KAK4473223.1
OG0006603	SMRG1_93920.1	KAK4467918.1
OG0006604	SMRG1_56350.1, SMRG1_56350.2	KAK4469031.1
OG0006606	SMRG1_73680.1	KAK4470316.1
OG0006607	SMRG1_26360.1	KAK4472881.1
OG0006608	SMRG1_21060.1	KAK4475347.1
OG0006609	SMRG1_87060.1, SMRG1_87060.2, SMRG1_87060.3, SMRG1_87060.4	KAK4468893.1
OG0006610	SMRG1_81350.3, SMRG1_81350.1, SMRG1_81350.2	KAK4468019.1
OG0006613	SMRG1_56730.1	KAK4469943.1
OG0006615	SMRG1_34190.1	KAK4472256.1
OG0006617	SMRG1_70390.1	KAK4470089.1
OG0006618	SMRG1_37210.1	KAK4473831.1
OG0006619	SMRG1_24180.1	KAK4473072.1
OG0006620	SMRG1_1890.1	KAK4475270.1
OG0006621	SMRG1_93620.1, SMRG1_93620.2	KAK4468854.1
OG0006622	SMRG1_15960.1	KAK4474817.1
OG0006623	SMRG1_66810.1	KAK4471350.1
OG0006624	SMRG1_34700.1	KAK4474178.1
OG0006625	SMRG1_62320.1	KAK4471810.1
OG0006627	SMRG1_57040.1, SMRG1_57040.2	KAK4469737.1
OG0006628	SMRG1_93690.1	KAK4468803.1
OG0006629	SMRG1_76230.1	KAK4470530.1
OG0006630	SMRG1_82410.1	KAK4468002.1
OG0006631	SMRG1_51950.1	KAK4469135.1
OG0006632	SMRG1_39240.1	KAK4473755.1
OG0006633	SMRG1_70460.1	KAK4470143.1
OG0006634	SMRG1_41160.1	KAK4473597.1
OG0006635	SMRG1_6770.1	KAK4476030.1
OG0006636	SMRG1_24950.1	KAK4473186.1
OG0006637	SMRG1_43540.1	KAK4473550.1
OG0006638	SMRG1_6730.1	KAK4476034.1
OG0006639	SMRG1_80490.1	KAK4471004.1
OG0006640	SMRG1_8700.1	KAK4476205.1
OG0006641	SMRG1_76550.1	KAK4470492.1
OG0006642	SMRG1_65100.1	KAK4471943.1
OG0006643	SMRG1_58710.1	KAK4471115.1, KAK4471114.1
OG0006644	SMRG1_24710.1	KAK4473161.1
OG0006645	SMRG1_59740.1	KAK4471930.1
OG0006646	SMRG1_52210.1	KAK4469158.1
OG0006647	SMRG1_66790.1	KAK4471348.1
OG0006648	SMRG1_66730.1	KAK4471343.1
OG0006650	SMRG1_48090.1	KAK4469119.1
OG0006651	SMRG1_12110.1	KAK4467532.1, KAK4474645.1
OG0006652	SMRG1_23890.1	KAK4473282.1
OG0006653	SMRG1_64960.1	KAK4471815.1
OG0006654	SMRG1_66780.1	KAK4471345.1
OG0006655	SMRG1_34330.1	KAK4472543.1
OG0006656	SMRG1_34320.1	KAK4472542.1
OG0006657	SMRG1_25440.1, SMRG1_25440.2	KAK4473236.1
