Orthogroup	schistosoma_rodhaini	schistosoma_japonicum
OG0006961	SRDH2_92780.1	EWB00_001900, EWB00_001901
OG0006962	SRDH2_54920.1	EWB00_007765.1, EWB00_007765.2
OG0006963	SRDH2_49680.1	EWB00_008719
OG0006964	SRDH2_63770.1	EWB00_009171
OG0006965	SRDH2_33030.1	EWB00_006841.1, EWB00_006841.2
OG0006966	SRDH2_63140.1	EWB00_011150
OG0006967	SRDH2_91600.1	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4
OG0006968	SRDH2_31740.1	EWB00_009683
OG0006969	SRDH2_74420.1	EWB00_002730
OG0006970	SRDH2_74410.1	EWB00_002731
OG0006971	SRDH2_82420.1	EWB00_003474.1, EWB00_003474.2
OG0006972	SRDH2_62650.1	EWB00_011090
OG0006973	SRDH2_1040.1, SRDH2_4090.1	EWB00_009033
OG0006974	SRDH2_83270.2, SRDH2_83270.1	EWB00_009664
OG0006975	SRDH2_21970.1	EWB00_005754
OG0006976	SRDH2_70370.1	EWB00_008553
OG0006977	SRDH2_34550.1	EWB00_005951
OG0006978	SRDH2_23780.1	EWB00_001536
OG0006979	SRDH2_69710.1	EWB00_003984.1, EWB00_003984.2
OG0006980	SRDH2_81010.1	EWB00_002643.1, EWB00_002643.3
OG0006981	SRDH2_62980.1	EWB00_011136
OG0006982	SRDH2_57670.1	EWB00_007823
OG0006983	SRDH2_16200.1	EWB00_004120.1, EWB00_004120.2
OG0006984	SRDH2_52500.1	EWB00_007211
OG0006985	SRDH2_41140.1	EWB00_007983
OG0006986	SRDH2_3470.1	EWB00_007348
OG0006987	SRDH2_79410.1	EWB00_008246
OG0006988	SRDH2_79420.1	EWB00_008247
OG0006989	SRDH2_75560.1	EWB00_003444, EWB00_003442
OG0006990	SRDH2_2050.1	EWB00_004655
OG0006991	SRDH2_83170.1	EWB00_006771
OG0006992	SRDH2_22110.1	EWB00_008567
OG0006993	SRDH2_17590.1	EWB00_000066
OG0006994	SRDH2_5130.1	EWB00_006334
OG0006995	SRDH2_63800.1	EWB00_009176
OG0006996	SRDH2_300.1	EWB00_010205.1, EWB00_010205.2
OG0006997	SRDH2_89010.1, SRDH2_89010.2	EWB00_000614.1, EWB00_000614.2
OG0006998	SRDH2_77920.1	EWB00_010953
OG0006999	SRDH2_46900.1	EWB00_000183
OG0007000	SRDH2_85300.1	EWB00_007046
OG0007001	SRDH2_49440.1	EWB00_008084
OG0007002	SRDH2_98080.1	EWB00_004779.1, EWB00_004779.2
OG0007003	SRDH2_6890.1	EWB00_008530
OG0007004	SRDH2_96130.2, SRDH2_96130.1, SRDH2_96130.3	EWB00_007421.1, EWB00_007421.2
OG0007005	SRDH2_46890.2, SRDH2_46890.1	EWB00_000182
OG0007006	SRDH2_96270.1	EWB00_005712
OG0007007	SRDH2_44120.1	EWB00_001559
OG0007008	SRDH2_67990.1	EWB00_005589.1, EWB00_005589.2
OG0007009	SRDH2_93940.1	EWB00_011422.1, EWB00_011422.2
OG0007010	SRDH2_23020.1, SRDH2_23020.2	EWB00_003505
OG0007011	SRDH2_50950.1	EWB00_005338
OG0007012	SRDH2_48660.1	EWB00_010759
OG0007013	SRDH2_65550.1, SRDH2_65550.2, SRDH2_65550.3	EWB00_010443
OG0007014	SRDH2_13830.1	EWB00_003450
OG0007015	SRDH2_81620.1	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2
OG0007016	SRDH2_17980.1	EWB00_006543
OG0007017	SRDH2_51500.1	EWB00_004409
OG0007018	SRDH2_97560.1	EWB00_003038.1, EWB00_003038.2
OG0007019	SRDH2_80500.1	EWB00_001239.1, EWB00_001239.2
OG0007020	SRDH2_57960.1	EWB00_009099
OG0007021	SRDH2_49250.1	EWB00_010696
OG0007022	SRDH2_62800.1	EWB00_011111
OG0007023	SRDH2_45450.1	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2
OG0007024	SRDH2_85430.1	EWB00_007035
OG0007025	SRDH2_93890.1	EWB00_011414
OG0007026	SRDH2_61280.1, SRDH2_61280.2	EWB00_003873
OG0007027	SRDH2_1240.1	EWB00_008000
OG0007028	SRDH2_76820.1, SRDH2_76820.2	EWB00_001375
OG0007029	SRDH2_19460.1	EWB00_001040
OG0007030	SRDH2_74730.1	EWB00_006115
OG0007031	SRDH2_31830.1	EWB00_003162
OG0007032	SRDH2_81140.1	EWB00_008178
OG0007033	SRDH2_81150.1	EWB00_008179.1, EWB00_008179.2
OG0007035	SRDH2_72330.1	EWB00_008652
OG0007036	SRDH2_84680.1	EWB00_001480
OG0007037	SRDH2_61490.1	EWB00_006575
OG0007038	SRDH2_31760.1	EWB00_004928
OG0007039	SRDH2_53810.1	EWB00_006820
OG0007040	SRDH2_73070.1, SRDH2_73070.2	EWB00_000653
OG0007041	SRDH2_30110.1	EWB00_006038.1, EWB00_006038.2
OG0007042	SRDH2_27990.1	EWB00_007005
OG0007043	SRDH2_88990.1	EWB00_000617.1, EWB00_000617.2
OG0007044	SRDH2_13960.1	EWB00_008333
OG0007046	SRDH2_85560.1	EWB00_009140.1, EWB00_009140.2
OG0007047	SRDH2_59160.1	EWB00_010107, EWB00_005555
OG0007048	SRDH2_63540.1	EWB00_004019
OG0007049	SRDH2_38910.1	EWB00_009535
OG0007050	SRDH2_10940.1	EWB00_009490
OG0007051	SRDH2_12410.1	EWB00_004179
OG0007053	SRDH2_33670.1	EWB00_004281.1, EWB00_004281.2
OG0007054	SRDH2_90000.1	EWB00_000324.1, EWB00_000324.2
OG0007055	SRDH2_74820.1	EWB00_009518.1, EWB00_009518.2
OG0007056	SRDH2_23890.1, SRDH2_23890.2	EWB00_001555
OG0007057	SRDH2_66420.1	EWB00_010402.1, EWB00_010402.2
OG0007058	SRDH2_2110.1	EWB00_004650
OG0007059	SRDH2_46100.1	EWB00_004071
OG0007060	SRDH2_35880.1	EWB00_001755
OG0007062	SRDH2_23840.1	EWB00_001543
OG0007063	SRDH2_310.3, SRDH2_310.2, SRDH2_310.1	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2
OG0007064	SRDH2_88970.1	EWB00_000618
OG0007065	SRDH2_102190.1, SRDH2_4950.1	EWB00_006351
OG0007066	SRDH2_40100.1	EWB00_003954.1
OG0007067	SRDH2_85750.1	EWB00_009587
OG0007068	SRDH2_80290.1	EWB00_001213.2, EWB00_001213.1
OG0007069	SRDH2_33380.1	EWB00_004249
OG0007070	SRDH2_53480.1	EWB00_010636
OG0007072	SRDH2_33050.1	EWB00_006842
OG0007073	SRDH2_71810.1	EWB00_007926.1, EWB00_007926.2
OG0007074	SRDH2_77570.1	EWB00_007163
OG0007075	SRDH2_19240.1	EWB00_001063
OG0007076	SRDH2_36520.1	EWB00_011209
OG0007077	SRDH2_65760.1	EWB00_000937
OG0007078	SRDH2_52120.2	EWB00_005309
OG0007079	SRDH2_23460.1	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3
OG0007080	SRDH2_18650.1	EWB00_005428
OG0007081	SRDH2_53680.1	EWB00_006801
OG0007082	SRDH2_89730.1	EWB00_009430
OG0007086	SRDH2_87870.1	EWB00_001338.1, EWB00_001338.2
OG0007087	SRDH2_69760.1	EWB00_003990.1, EWB00_003990.2
OG0007088	SRDH2_98470.1	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3
OG0007089	SRDH2_63520.2, SRDH2_63520.3, SRDH2_63520.1	EWB00_004017
OG0007090	SRDH2_17510.1, SRDH2_17510.2, SRDH2_17510.3	EWB00_000075
OG0007091	SRDH2_74350.1	EWB00_002737.1, EWB00_002737.2, EWB00_002737.3
OG0007092	SRDH2_16580.1	EWB00_003110
OG0007094	SRDH2_47100.1	EWB00_004035
OG0007095	SRDH2_22370.1, SRDH2_22370.2	EWB00_002405
OG0007096	SRDH2_93390.1	EWB00_004943
OG0007097	SRDH2_55750.1	EWB00_000747
OG0007098	SRDH2_78440.1	EWB00_011003.1, EWB00_011003.2
OG0007099	SRDH2_86940.1	EWB00_007290
OG0007100	SRDH2_64180.1, SRDH2_64180.2	EWB00_005908
OG0007101	SRDH2_32590.1	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4
OG0007102	SRDH2_29930.1	EWB00_006056
OG0007103	SRDH2_64170.1	EWB00_005909
OG0007104	SRDH2_69370.1	EWB00_009824
OG0007106	SRDH2_74300.1	EWB00_002740.1, EWB00_002740.2
OG0007107	SRDH2_71120.1	EWB00_010041
OG0007112	SRDH2_87480.1	EWB00_004500
OG0007114	SRDH2_90680.1	EWB00_000738
OG0007115	SRDH2_58110.1, SRDH2_58110.2	EWB00_005123.1, EWB00_005123.2, EWB00_005123.3
OG0007116	SRDH2_61750.1	EWB00_007968
OG0007117	SRDH2_22600.1, SRDH2_22600.2	EWB00_002391
OG0007118	SRDH2_97480.1, SRDH2_97480.2	EWB00_002056
OG0007120	SRDH2_85190.1	EWB00_007028.1, EWB00_007028.2
OG0007121	SRDH2_90260.1	EWB00_006931.1, EWB00_006931.2
OG0007122	SRDH2_54720.1	EWB00_006480
OG0007123	SRDH2_74380.6, SRDH2_74380.7, SRDH2_74380.1, SRDH2_74380.3, SRDH2_74380.4, SRDH2_74380.2, SRDH2_74380.5	EWB00_002734.1, EWB00_002734.2
OG0007124	SRDH2_73230.1, SRDH2_73230.2	EWB00_008344.1, EWB00_008344.2
OG0007125	SRDH2_81060.1	EWB00_002639
OG0007126	SRDH2_71710.1	EWB00_007913, EWB00_007914
OG0007127	SRDH2_44980.1	EWB00_001017
OG0007128	SRDH2_34690.1, SRDH2_34690.4, SRDH2_34690.2, SRDH2_34690.3, SRDH2_34690.5	EWB00_005968
OG0007130	SRDH2_24520.1, SRDH2_24530.1	EWB00_001143
OG0007131	SRDH2_25280.1	EWB00_006982.1, EWB00_006982.2
OG0007133	SRDH2_11560.1	EWB00_009389
OG0007134	SRDH2_21150.1	EWB00_006445
OG0007135	SRDH2_21330.1	EWB00_006426
OG0007139	SRDH2_93280.1, SRDH2_93270.1, SRDH2_93260.1	EWB00_010866.1, EWB00_010866.2, EWB00_010300, EWB00_001679, EWB00_010867
OG0007149	SRDH2_57760.1	EWB00_005251
OG0007150	SRDH2_14350.1	EWB00_004154
OG0007151	SRDH2_73780.1, SRDH2_73780.2	EWB00_002780
OG0007152	SRDH2_97390.1	EWB00_005897, EWB00_003742
OG0007153	SRDH2_19410.2, SRDH2_19410.1	EWB00_001045
OG0007155	SRDH2_58730.1	EWB00_003200
OG0007156	SRDH2_38400.1	EWB00_007858
OG0007157	SRDH2_75630.1	EWB00_010919
OG0007158	SRDH2_92410.1	EWB00_001836
OG0007159	SRDH2_91260.1	EWB00_004471
OG0007160	SRDH2_34980.1	EWB00_002142
OG0007161	SRDH2_82520.1	EWB00_003490.1, EWB00_003490.2
OG0007162	SRDH2_18760.1, SRDH2_18760.2	EWB00_005441
OG0007163	SRDH2_23810.1, SRDH2_23810.2	EWB00_001541
OG0007164	SRDH2_76760.1	EWB00_001380
OG0007165	SRDH2_37260.1, SRDH2_37260.2	EWB00_007707
OG0007166	SRDH2_95540.1	EWB00_009157
OG0007167	SRDH2_39140.1	EWB00_006213
OG0007168	SRDH2_60850.1	EWB00_000495
OG0007169	SRDH2_75210.1	EWB00_004544
OG0007171	SRDH2_55400.1	EWB00_002149
OG0007172	SRDH2_29040.1	EWB00_003294
OG0007174	SRDH2_53730.1	EWB00_006808.1, EWB00_006808.2
OG0007175	SRDH2_34430.1	EWB00_004358.1, EWB00_004358.2
OG0007176	SRDH2_88190.1	EWB00_004505
OG0007177	SRDH2_43210.1	EWB00_006390
OG0007178	SRDH2_62370.1	EWB00_011323
OG0007179	SRDH2_24330.1	EWB00_002868.1, EWB00_002868.2
OG0007180	SRDH2_1200.1	EWB00_008007
OG0007181	SRDH2_92710.1	EWB00_001893
OG0007182	SRDH2_15460.1, SRDH2_15460.2	EWB00_002313.1, EWB00_002313.2
OG0007184	SRDH2_93360.1	EWB00_004940
OG0007185	SRDH2_97100.1	EWB00_005509, EWB00_005508
OG0007186	SRDH2_76750.1	EWB00_001381
OG0007187	SRDH2_82330.1	EWB00_007474
OG0007188	SRDH2_70010.1	EWB00_008933
OG0007189	SRDH2_67650.1	EWB00_008900
OG0007190	SRDH2_39540.1, SRDH2_39540.2, SRDH2_39540.3	EWB00_006172.1, EWB00_006172.2, EWB00_006172.3, EWB00_006172.4, EWB00_006172.5
OG0007191	SRDH2_84710.1	EWB00_008480
OG0007192	SRDH2_68710.1, SRDH2_68710.2	EWB00_005779
OG0007193	SRDH2_55270.1	EWB00_009310.1, EWB00_009310.2
OG0007195	SRDH2_89420.1	EWB00_008043.2, EWB00_008043.1
OG0007196	SRDH2_12400.1	EWB00_004178
OG0007197	SRDH2_92800.1	EWB00_001903
OG0007198	SRDH2_30500.1	EWB00_006004
OG0007199	SRDH2_24340.1	EWB00_002859
OG0007200	SRDH2_8870.1	EWB00_008667
OG0007201	SRDH2_93230.1	EWB00_001681
OG0007202	SRDH2_75080.1	EWB00_004531
OG0007203	SRDH2_3310.1	EWB00_007328
OG0007205	SRDH2_95040.1	EWB00_007952
OG0007206	SRDH2_74960.1	EWB00_000959
OG0007207	SRDH2_49760.1	EWB00_008733
OG0007208	SRDH2_80480.1	EWB00_001235
OG0007209	SRDH2_98140.1	EWB00_001420.1, EWB00_001420.2, EWB00_001420.4, EWB00_001420.3
OG0007210	SRDH2_93560.1	EWB00_011383
OG0007211	SRDH2_23490.1	EWB00_007562
OG0007212	SRDH2_69070.1	EWB00_009859
OG0007213	SRDH2_69060.1	EWB00_009860
OG0007214	SRDH2_81070.1	EWB00_002638
OG0007215	SRDH2_14130.1	EWB00_000697
OG0007217	SRDH2_43600.1	EWB00_001801
OG0007219	SRDH2_10330.1	EWB00_005531
OG0007220	SRDH2_33150.1	EWB00_006852
OG0007221	SRDH2_33000.1	EWB00_006838
OG0007222	SRDH2_8720.1	EWB00_009092
OG0007223	SRDH2_62190.1	EWB00_008696
OG0007225	SRDH2_69610.1	EWB00_009803
OG0007226	SRDH2_44250.1, SRDH2_44250.2	EWB00_004916
OG0007227	SRDH2_94570.1	EWB00_003180
OG0007228	SRDH2_81970.1	EWB00_010586
OG0007229	SRDH2_77060.1	EWB00_001173
OG0007230	SRDH2_10540.1	EWB00_008467
OG0007231	SRDH2_24020.1	EWB00_007080
OG0007232	SRDH2_13840.1	EWB00_003451
OG0007233	SRDH2_99130.1	EWB00_003753
OG0007234	SRDH2_61810.1	EWB00_011264
OG0007235	SRDH2_20880.1	EWB00_002501.1, EWB00_002501.2
OG0007237	SRDH2_78120.1	EWB00_010973
OG0007239	SRDH2_79850.1	EWB00_004575.1, EWB00_004575.2
OG0007240	SRDH2_71490.1	EWB00_001601
OG0007241	SRDH2_42300.1	EWB00_003660
OG0007242	SRDH2_43520.1	EWB00_001810
OG0007243	SRDH2_38820.1	EWB00_009541
OG0007244	SRDH2_72810.1	EWB00_006602
OG0007245	SRDH2_53160.1	EWB00_010658
OG0007246	SRDH2_49300.1	EWB00_005417
OG0007247	SRDH2_54090.1	EWB00_003560.1, EWB00_003560.2
OG0007248	SRDH2_25980.1	EWB00_000277
OG0007249	SRDH2_83160.1, SRDH2_83160.2, SRDH2_83160.3	EWB00_006770.1, EWB00_006770.2
OG0007251	SRDH2_34450.1	EWB00_004360
OG0007252	SRDH2_14420.1	EWB00_007680.1, EWB00_007680.2
OG0007253	SRDH2_52890.1, SRDH2_52890.2	EWB00_010685.1, EWB00_010685.2
OG0007254	SRDH2_79290.1, SRDH2_79290.2, SRDH2_79290.3	EWB00_001414
OG0007255	SRDH2_73950.1	EWB00_007356
OG0007256	SRDH2_65320.1	EWB00_010416
OG0007257	SRDH2_55470.1	EWB00_002157
OG0007258	SRDH2_96340.1, SRDH2_96340.2	EWB00_005528
OG0007259	SRDH2_13760.3, SRDH2_13760.2	EWB00_004639
OG0007260	SRDH2_79610.1	EWB00_004554
OG0007261	SRDH2_41430.1	EWB00_004147.1, EWB00_004147.2, EWB00_003236
OG0007262	SRDH2_85680.1	EWB00_001666
OG0007263	SRDH2_8930.1	EWB00_003091
OG0007266	SRDH2_63380.1	EWB00_001162, EWB00_001161
OG0007268	SRDH2_43970.1	EWB00_009203.1, EWB00_009203.2
OG0007269	SRDH2_20930.1	EWB00_002494
OG0007273	SRDH2_4880.1	EWB00_009565
OG0007274	SRDH2_55250.2, SRDH2_55250.3, SRDH2_55250.1	EWB00_009308
OG0007275	SRDH2_30570.1	EWB00_005999.1, EWB00_005999.2
OG0007276	SRDH2_30820.1	EWB00_006077
OG0007277	SRDH2_48300.1	EWB00_007240
OG0007278	SRDH2_43160.1	EWB00_006395
OG0007279	SRDH2_88330.1	EWB00_001652
OG0007280	SRDH2_80330.1	EWB00_001221
OG0007281	SRDH2_78840.1	EWB00_003892
OG0007282	SRDH2_65730.1, SRDH2_65730.2	EWB00_000932
OG0007283	SRDH2_49720.1	EWB00_008728
OG0007285	SRDH2_41180.1	EWB00_007986
OG0007286	SRDH2_57350.1	EWB00_009639.1, EWB00_009639.2
OG0007287	SRDH2_61920.1	EWB00_011280.2, EWB00_011280.1
OG0007288	SRDH2_81020.1	EWB00_002642
OG0007289	SRDH2_66510.1	EWB00_010394.1, EWB00_010394.2, EWB00_010394.3
OG0007290	SRDH2_33360.1	EWB00_004247
OG0007291	SRDH2_52620.1	EWB00_006503
OG0007292	SRDH2_49480.1	EWB00_008088
OG0007293	SRDH2_47000.1	EWB00_000195.2, EWB00_000195.3, EWB00_000195.1
OG0007294	SRDH2_71860.1, SRDH2_71860.2	EWB00_000977.1, EWB00_000977.2
OG0007295	SRDH2_810.1	EWB00_005660.1, EWB00_005660.2
OG0007296	SRDH2_63930.1	EWB00_007736
OG0007297	SRDH2_90070.1	EWB00_009269
OG0007298	SRDH2_41710.1	EWB00_007654
OG0007299	SRDH2_80820.1, SRDH2_80820.2	EWB00_002657
OG0007301	SRDH2_38840.1, SRDH2_38840.2	EWB00_009539
OG0007302	SRDH2_86150.1	EWB00_002180
OG0007303	SRDH2_85700.1	EWB00_001664.2
OG0007306	SRDH2_74670.1	EWB00_006094
OG0007307	SRDH2_50640.1	EWB00_006466
OG0007308	SRDH2_82200.1, SRDH2_82200.2	EWB00_007490, EWB00_007489
OG0007309	SRDH2_61100.1, SRDH2_61100.2	EWB00_003855
OG0007310	SRDH2_52460.1, SRDH2_52460.2	EWB00_007214
OG0007311	SRDH2_1660.1	EWB00_005623
OG0007312	SRDH2_9300.1, SRDH2_9300.2	EWB00_003059
OG0007313	SRDH2_80430.1	EWB00_001230
OG0007314	SRDH2_47510.1	EWB00_002543
OG0007316	SRDH2_36120.1	EWB00_001787.1, EWB00_001787.2
OG0007317	SRDH2_35540.1	EWB00_008143
OG0007318	SRDH2_3420.1	EWB00_007342
OG0007319	SRDH2_48100.1	EWB00_006892
OG0007320	SRDH2_40110.1	EWB00_003952
OG0007321	SRDH2_7800.1, SRDH2_7800.2	EWB00_002098.1, EWB00_002098.2, EWB00_002098.3
OG0007322	SRDH2_68130.1	EWB00_004705
OG0007323	SRDH2_72590.1	EWB00_001194
OG0007325	SRDH2_15390.1	EWB00_004169
OG0007326	SRDH2_72820.1	EWB00_006601.1, EWB00_006601.2
OG0007329	SRDH2_19440.1	EWB00_001042
OG0007330	SRDH2_60640.1, SRDH2_60630.1	EWB00_000515
OG0007331	SRDH2_57920.1	EWB00_003577
OG0007332	SRDH2_32930.1	EWB00_006831
OG0007334	SRDH2_94550.1	EWB00_003178
OG0007335	SRDH2_10030.1	EWB00_009190
OG0007336	SRDH2_38630.1	EWB00_004370.2, EWB00_004370.1
OG0007337	SRDH2_65170.1	EWB00_008865
OG0007338	SRDH2_69020.1	EWB00_005804
OG0007339	SRDH2_52390.1	EWB00_007220
OG0007340	SRDH2_20130.1	EWB00_010306
OG0007341	SRDH2_7730.1	EWB00_008595.1, EWB00_008595.2
OG0007343	SRDH2_51850.1, SRDH2_51870.1	EWB00_003681
OG0007344	SRDH2_13630.1	EWB00_009391
OG0007345	SRDH2_79070.1	EWB00_002016.1, EWB00_002016.2
OG0007346	SRDH2_96120.1	EWB00_007425
OG0007347	SRDH2_18450.1	EWB00_002473
OG0007348	SRDH2_340.1	EWB00_010202
OG0007349	SRDH2_1310.1	EWB00_010263
OG0007350	SRDH2_49340.1	EWB00_008070
OG0007351	SRDH2_13680.1	EWB00_004633
OG0007352	SRDH2_56880.1	EWB00_005158
OG0007353	SRDH2_26380.1	EWB00_000343
OG0007355	SRDH2_6960.1	EWB00_008537
OG0007356	SRDH2_17710.1	EWB00_000054
OG0007357	SRDH2_2860.1, SRDH2_2880.1	EWB00_007879
OG0007359	SRDH2_89040.1	EWB00_003013.2, EWB00_003013.1, EWB00_003013.3
OG0007360	SRDH2_51730.1	EWB00_003672
OG0007361	SRDH2_48060.1	EWB00_006897
OG0007362	SRDH2_48150.1	EWB00_006884
OG0007363	SRDH2_80900.1	EWB00_002650
OG0007364	SRDH2_37760.1	EWB00_001275, EWB00_001274
OG0007365	SRDH2_60020.1, SRDH2_60020.2	EWB00_005199
OG0007366	SRDH2_64570.1	EWB00_003966.1, EWB00_003966.2
OG0007367	SRDH2_62770.1	EWB00_011106
OG0007369	SRDH2_97120.1	EWB00_005511
OG0007370	SRDH2_72870.1	EWB00_006594
OG0007371	SRDH2_96560.1	EWB00_008968
OG0007372	SRDH2_3840.1	EWB00_009071
OG0007373	SRDH2_86520.1	EWB00_008403
OG0007374	SRDH2_92330.1	EWB00_009318
OG0007375	SRDH2_82970.1	EWB00_006755
OG0007376	SRDH2_85310.1	EWB00_007045.2, EWB00_007045.1, EWB00_007045.3
OG0007377	SRDH2_89950.1	EWB00_007522.1, EWB00_007522.2
OG0007378	SRDH2_94590.1	EWB00_003181.1, EWB00_003181.2, EWB00_003181.4, EWB00_003181.3
OG0007380	SRDH2_51100.1	EWB00_005336.1, EWB00_005336.2
OG0007381	SRDH2_51600.1	EWB00_008409
OG0007382	SRDH2_73580.1	EWB00_002754
OG0007383	SRDH2_78030.1, SRDH2_78040.1, SRDH2_78050.1, SRDH2_78060.1, SRDH2_78060.2, SRDH2_82730.1	EWB00_010967
OG0007385	SRDH2_36790.1, SRDH2_36790.2	EWB00_010902
OG0007386	SRDH2_28540.1	EWB00_006968
OG0007387	SRDH2_41780.1	EWB00_008544, EWB00_008543
OG0007388	SRDH2_42540.1	EWB00_003229
OG0007389	SRDH2_13250.1	EWB00_003699.1, EWB00_003699.2
OG0007392	SRDH2_16080.1, SRDH2_16080.3, SRDH2_16080.2	EWB00_004819
OG0007393	SRDH2_3850.1	EWB00_009070.1, EWB00_009070.2
OG0007394	SRDH2_4170.1	EWB00_009016
OG0007395	SRDH2_12040.1, SRDH2_12050.1	EWB00_009407.1, EWB00_009407.2
OG0007398	SRDH2_96320.2, SRDH2_96320.1	EWB00_008766.2, EWB00_008766.1, EWB00_008766.3
OG0007401	SRDH2_81830.1, SRDH2_81850.1, SRDH2_81810.1, SRDH2_81820.1	EWB00_004176, EWB00_004177, EWB00_000594, EWB00_005300, EWB00_009352, EWB00_009353
OG0007415	SRDH2_44580.2	EWB00_009697.2, EWB00_009697.1
OG0007416	SRDH2_56160.1	EWB00_002219
OG0007417	SRDH2_10830.1, SRDH2_10870.1	EWB00_009483
OG0007418	SRDH2_79120.1	EWB00_002008
OG0007419	SRDH2_5660.1	EWB00_006322
OG0007420	SRDH2_19520.1	EWB00_001030
OG0007421	SRDH2_96910.1	EWB00_000780
OG0007423	SRDH2_18300.1	EWB00_006563.1, EWB00_006563.2
OG0007424	SRDH2_42740.1	EWB00_002807
OG0007425	SRDH2_47270.1	EWB00_004081
OG0007426	SRDH2_93490.1	EWB00_004957
OG0007427	SRDH2_92720.1	EWB00_001894.2, EWB00_001894.4, EWB00_001894.1, EWB00_001894.3
OG0007428	SRDH2_19920.1	EWB00_010360
OG0007429	SRDH2_23250.1	EWB00_005825
OG0007430	SRDH2_48130.1	EWB00_006887
OG0007432	SRDH2_49100.1	EWB00_010710
OG0007433	SRDH2_67660.1	EWB00_008902
OG0007434	SRDH2_67640.1	EWB00_008898
OG0007435	SRDH2_67470.1	EWB00_000918
OG0007436	SRDH2_41750.1	EWB00_008547
OG0007437	SRDH2_55220.1	EWB00_009312.1, EWB00_009312.2
OG0007439	SRDH2_18020.1	EWB00_006539
OG0007440	SRDH2_83410.1	EWB00_000842
OG0007441	SRDH2_62350.1	EWB00_011320.1, EWB00_011320.2
OG0007442	SRDH2_31010.1	EWB00_002885.2
OG0007443	SRDH2_11130.1	EWB00_009471
OG0007444	SRDH2_60990.1	EWB00_000512
OG0007445	SRDH2_32720.1	EWB00_001465
OG0007448	SRDH2_33870.1	EWB00_004301
OG0007450	SRDH2_69320.1	EWB00_009831
OG0007451	SRDH2_920.1	EWB00_005670
OG0007452	SRDH2_35980.1	EWB00_001765
OG0007453	SRDH2_79380.1	EWB00_008243
OG0007454	SRDH2_34510.1	EWB00_005948.2
OG0007455	SRDH2_69000.1	EWB00_005802
OG0007456	SRDH2_8290.1	EWB00_008699
OG0007457	SRDH2_29990.1	EWB00_006048
OG0007458	SRDH2_33140.1	EWB00_006851
OG0007459	SRDH2_13780.1	EWB00_002191
OG0007460	SRDH2_52800.1	EWB00_005413
OG0007462	SRDH2_28340.1	EWB00_006948.1, EWB00_006948.2, EWB00_006948.3
OG0007463	SRDH2_75810.1	EWB00_011066
OG0007464	SRDH2_42550.1	EWB00_003228
OG0007465	SRDH2_97630.1	EWB00_003027
OG0007466	SRDH2_30940.1	EWB00_002876
OG0007467	SRDH2_57240.1	EWB00_000888
OG0007468	SRDH2_80100.1	EWB00_007392.3, EWB00_007392.2, EWB00_007392.1
OG0007469	SRDH2_73260.1	EWB00_008340.2
OG0007470	SRDH2_79450.1	EWB00_008250
OG0007471	SRDH2_51460.1	EWB00_004414.1, EWB00_004414.2
OG0007472	SRDH2_38950.1	EWB00_009531
OG0007473	SRDH2_28580.1	EWB00_006972
OG0007474	SRDH2_23530.1	EWB00_007566
OG0007475	SRDH2_35800.1	EWB00_001743
OG0007476	SRDH2_74600.1	EWB00_006102
OG0007477	SRDH2_50560.1	EWB00_003612.2, EWB00_003612.1, EWB00_003612.3
OG0007478	SRDH2_32860.1	EWB00_001474
OG0007479	SRDH2_16700.1	EWB00_003132
OG0007480	SRDH2_93670.1	EWB00_011396
OG0007481	SRDH2_63660.1, SRDH2_63660.2	EWB00_000546
OG0007482	SRDH2_47030.1	EWB00_000198
OG0007483	SRDH2_44610.1	EWB00_009694
OG0007484	SRDH2_70830.1	EWB00_010073
OG0007485	SRDH2_58910.1	EWB00_008856
OG0007486	SRDH2_71550.1	EWB00_008684.1, EWB00_008684.2, EWB00_008684.3
OG0007487	SRDH2_72540.1	EWB00_004522
OG0007488	SRDH2_49290.1	EWB00_005416
OG0007489	SRDH2_56900.1	EWB00_005160
OG0007490	SRDH2_90250.1	EWB00_006932
OG0007491	SRDH2_54300.1	EWB00_007760
OG0007493	SRDH2_28970.1	EWB00_003302
OG0007494	SRDH2_20030.1	EWB00_010349
OG0007495	SRDH2_77640.1	EWB00_007172
OG0007496	SRDH2_66900.1	EWB00_009886
OG0007497	SRDH2_57160.1	EWB00_007837
OG0007499	SRDH2_54170.2, SRDH2_54170.1	EWB00_007748
OG0007500	SRDH2_32220.1	EWB00_003385
OG0007501	SRDH2_47400.1	EWB00_002534
OG0007502	SRDH2_23140.1	EWB00_010788.2
OG0007503	SRDH2_50040.1	EWB00_002998
OG0007504	SRDH2_250.1	EWB00_010209.1, EWB00_010209.2, EWB00_010209.3
OG0007505	SRDH2_47680.1	EWB00_002073
OG0007506	SRDH2_99100.1	EWB00_006681
OG0007507	SRDH2_60490.1	EWB00_011242
