Orthogroup	schistosoma_rodhaini	schistosoma_haematobium
OG0006378	SRDH2_54730.1	SHAE2_57030.1
OG0006379	SRDH2_88980.1	SHAE2_91530.1
OG0006381	SRDH2_77090.1	SHAE2_79710.1
OG0006382	SRDH2_87570.1	SHAE2_90610.1
OG0006383	SRDH2_83530.1	SHAE2_85750.1
OG0006384	SRDH2_61150.1	SHAE2_63580.1
OG0006385	SRDH2_18220.1	SHAE2_19920.1
OG0006386	SRDH2_58050.1, SRDH2_58050.2, SRDH2_58050.3	SHAE2_60080.1
OG0006387	SRDH2_80300.1	SHAE2_82810.1
OG0006388	SRDH2_61230.1	SHAE2_63650.1
OG0006389	SRDH2_87410.1	SHAE2_89940.1, SHAE2_89940.2
OG0006390	SRDH2_66250.1, SRDH2_66250.2	SHAE2_69970.1
OG0006392	SRDH2_99450.1	SHAE2_99800.1
OG0006393	SRDH2_70680.1	SHAE2_73820.2, SHAE2_73820.1
OG0006394	SRDH2_48860.1	SHAE2_51320.1
OG0006395	SRDH2_102610.1	SHAE2_15960.1
OG0006396	SRDH2_20990.1	SHAE2_22720.1
OG0006397	SRDH2_80760.7, SRDH2_80760.8, SRDH2_80810.1	SHAE2_83330.1
OG0006398	SRDH2_6080.1	SHAE2_6500.1
OG0006399	SRDH2_14770.1	SHAE2_14600.1, SHAE2_14610.1
OG0006400	SRDH2_77180.1, SRDH2_77180.2	SHAE2_79790.1
OG0006401	SRDH2_47920.1	SHAE2_50400.1
OG0006402	SRDH2_26230.1	SHAE2_28100.1
OG0006403	SRDH2_510.1, SRDH2_510.3, SRDH2_510.2	SHAE2_650.1
OG0006404	SRDH2_35600.1	SHAE2_36490.1
OG0006405	SRDH2_51090.1	SHAE2_53470.1, SHAE2_53470.2, SHAE2_53450.1
OG0006406	SRDH2_53450.1	SHAE2_55840.1
OG0006407	SRDH2_19890.1	SHAE2_21630.1
OG0006408	SRDH2_77930.1	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3
OG0006409	SRDH2_54180.1	SHAE2_55120.1
OG0006410	SRDH2_910.1	SHAE2_1240.1
OG0006411	SRDH2_1950.1, SRDH2_1950.2	SHAE2_2220.1
OG0006412	SRDH2_18000.1	SHAE2_19830.1
OG0006413	SRDH2_93770.1	SHAE2_96400.2, SHAE2_96400.1
OG0006414	SRDH2_89120.1	SHAE2_91430.1
OG0006415	SRDH2_24850.1	SHAE2_26740.1
OG0006416	SRDH2_62070.1	SHAE2_64560.1
OG0006417	SRDH2_50870.1	SHAE2_53340.1
OG0006418	SRDH2_9140.1	SHAE2_10700.1
OG0006419	SRDH2_28460.1	SHAE2_30330.1
OG0006420	SRDH2_65350.1, SRDH2_65350.2, SRDH2_65350.3	SHAE2_67900.1
OG0006421	SRDH2_5680.2, SRDH2_5680.1, SRDH2_5680.3	SHAE2_6120.1
OG0006422	SRDH2_92470.1	SHAE2_95670.1
OG0006423	SRDH2_84930.1	SHAE2_87100.1
OG0006424	SRDH2_50960.1	SHAE2_53430.1, SHAE2_53430.2
OG0006425	SRDH2_80600.1	SHAE2_83140.1
OG0006426	SRDH2_20830.1	SHAE2_22910.1
OG0006427	SRDH2_34970.1	SHAE2_35930.1
OG0006428	SRDH2_370.1	SHAE2_330.1
OG0006429	SRDH2_11330.1	SHAE2_12770.1
OG0006430	SRDH2_3300.1	SHAE2_3750.1
OG0006431	SRDH2_93960.1	SHAE2_96630.1
OG0006432	SRDH2_81030.1, SRDH2_81030.2	SHAE2_83520.1
OG0006433	SRDH2_43170.1	SHAE2_45700.1, SHAE2_45700.3, SHAE2_45700.2
OG0006434	SRDH2_96540.1	SHAE2_98540.1
OG0006435	SRDH2_83580.1	SHAE2_85810.1
OG0006436	SRDH2_70790.1	SHAE2_73710.1
OG0006437	SRDH2_94330.1	SHAE2_96930.1
OG0006438	SRDH2_78610.1, SRDH2_78610.2, SRDH2_78610.4, SRDH2_78610.3	SHAE2_81120.1, SHAE2_81120.2
OG0006439	SRDH2_12580.1	SHAE2_15230.1
OG0006440	SRDH2_51750.1	SHAE2_53860.8, SHAE2_53860.9, SHAE2_54020.1
OG0006441	SRDH2_99180.1	SHAE2_101270.1
OG0006442	SRDH2_32540.1, SRDH2_32540.2, SRDH2_32540.3	SHAE2_37750.1
OG0006443	SRDH2_20170.1	SHAE2_23530.1, SHAE2_23530.2
OG0006444	SRDH2_93730.1, SRDH2_93730.2, SRDH2_93730.3	SHAE2_94420.1
OG0006445	SRDH2_72340.1	SHAE2_74480.1
OG0006446	SRDH2_53960.1	SHAE2_55360.1, SHAE2_55360.2
OG0006447	SRDH2_89860.2, SRDH2_89860.3, SRDH2_89860.1	SHAE2_92930.2, SHAE2_92930.3, SHAE2_92930.1
OG0006449	SRDH2_36780.1	SHAE2_34020.1
OG0006450	SRDH2_2780.1	SHAE2_3000.1
OG0006451	SRDH2_74500.1	SHAE2_75600.1
OG0006452	SRDH2_57930.1, SRDH2_57930.2, SRDH2_57930.3	SHAE2_59990.1
OG0006453	SRDH2_70750.1	SHAE2_73760.1
OG0006454	SRDH2_9980.1	SHAE2_11570.1
OG0006455	SRDH2_51590.1	SHAE2_53840.1
OG0006456	SRDH2_1730.1	SHAE2_1970.1
OG0006457	SRDH2_55450.1, SRDH2_55450.2	SHAE2_57710.1
OG0006458	SRDH2_69650.1	SHAE2_70790.1
OG0006459	SRDH2_57270.1	SHAE2_59440.1
OG0006460	SRDH2_65890.1	SHAE2_69650.1
OG0006461	SRDH2_88880.1	SHAE2_91630.1, SHAE2_91630.2
OG0006463	SRDH2_63780.1	SHAE2_66320.1, SHAE2_66320.2
OG0006464	SRDH2_22610.1	SHAE2_24190.1
OG0006465	SRDH2_79320.1	SHAE2_81840.1
OG0006466	SRDH2_90850.1	SHAE2_93380.1
OG0006467	SRDH2_10900.1	SHAE2_12370.1
OG0006468	SRDH2_42920.1	SHAE2_45470.1
OG0006469	SRDH2_15400.1	SHAE2_16660.1
OG0006470	SRDH2_60110.1	SHAE2_62500.1
OG0006471	SRDH2_86080.1	SHAE2_89180.1
OG0006472	SRDH2_86050.1	SHAE2_89150.1
OG0006473	SRDH2_63620.1, SRDH2_63620.2, SRDH2_63620.3	SHAE2_66140.1
OG0006474	SRDH2_66600.1, SRDH2_66600.2	SHAE2_70340.1
OG0006475	SRDH2_12660.1, SRDH2_12660.2	SHAE2_15290.1
OG0006476	SRDH2_3250.1	SHAE2_3700.1
OG0006477	SRDH2_28040.1	SHAE2_29900.1
OG0006478	SRDH2_7740.1, SRDH2_7740.2	SHAE2_8130.1
OG0006479	SRDH2_43500.1	SHAE2_46080.1
OG0006480	SRDH2_22410.1, SRDH2_22410.2	SHAE2_24400.1
OG0006481	SRDH2_69030.1	SHAE2_71410.1
OG0006482	SRDH2_20100.1, SRDH2_20100.3, SRDH2_20100.2, SRDH2_20100.4	SHAE2_23580.1
OG0006483	SRDH2_61950.1	SHAE2_64430.1
OG0006484	SRDH2_71670.1	SHAE2_74690.1
OG0006485	SRDH2_4420.1	SHAE2_4900.1, SHAE2_4900.2
OG0006486	SRDH2_22400.1	SHAE2_24410.1
OG0006487	SRDH2_75340.1	SHAE2_77940.1
OG0006488	SRDH2_16750.1, SRDH2_16750.2	SHAE2_18310.1
OG0006489	SRDH2_11520.1	SHAE2_13030.1
OG0006490	SRDH2_8020.1, SRDH2_8020.2, SRDH2_7930.1	SHAE2_8280.1, SHAE2_8280.2, SHAE2_8280.3
OG0006491	SRDH2_87860.1, SRDH2_87860.2	SHAE2_90480.1
OG0006492	SRDH2_37030.1	SHAE2_33780.1
OG0006493	SRDH2_23710.1	SHAE2_25450.1
OG0006495	SRDH2_85860.1	SHAE2_88970.1
OG0006496	SRDH2_45480.1	SHAE2_48020.1
OG0006497	SRDH2_15070.1	SHAE2_14900.1, SHAE2_14900.2
OG0006498	SRDH2_1870.1	SHAE2_2120.1
OG0006499	SRDH2_5740.1, SRDH2_5740.3, SRDH2_5740.2	SHAE2_6180.1
OG0006500	SRDH2_45080.1, SRDH2_45120.1	SHAE2_47660.1, SHAE2_47660.2
OG0006501	SRDH2_92850.1	SHAE2_95260.1
OG0006502	SRDH2_71620.1	SHAE2_74080.1, SHAE2_74080.2
OG0006503	SRDH2_82440.1	SHAE2_84840.1
OG0006504	SRDH2_83400.1	SHAE2_85510.1, SHAE2_85510.2
OG0006505	SRDH2_85370.3, SRDH2_85370.4, SRDH2_85370.2, SRDH2_85370.1	SHAE2_87490.1
OG0006506	SRDH2_69540.1	SHAE2_70890.1
OG0006507	SRDH2_63510.1, SRDH2_63510.2	SHAE2_66040.1
OG0006508	SRDH2_66650.1	SHAE2_70380.1
OG0006509	SRDH2_97250.1	SHAE2_99270.1
OG0006510	SRDH2_27140.1	SHAE2_29030.1
OG0006512	SRDH2_32190.1	SHAE2_37380.1
OG0006513	SRDH2_37390.2, SRDH2_37390.1	SHAE2_40530.1
OG0006514	SRDH2_84790.1	SHAE2_86940.1
OG0006515	SRDH2_42910.1	SHAE2_45460.1
OG0006516	SRDH2_31070.1	SHAE2_32950.2, SHAE2_32950.3, SHAE2_32950.1, SHAE2_32950.4
OG0006517	SRDH2_98700.1	SHAE2_100800.1
OG0006518	SRDH2_99360.1	SHAE2_101430.1
OG0006519	SRDH2_96780.1	SHAE2_98810.1, SHAE2_98810.2
OG0006520	SRDH2_97890.1, SRDH2_97890.2	SHAE2_100030.1
OG0006521	SRDH2_90760.1	SHAE2_93260.1
OG0006522	SRDH2_47780.1	SHAE2_50280.1
OG0006523	SRDH2_78960.1	SHAE2_81450.2, SHAE2_81450.1
OG0006524	SRDH2_73050.1, SRDH2_73050.2	SHAE2_77010.4, SHAE2_77010.1, SHAE2_77010.2, SHAE2_77010.3
OG0006525	SRDH2_65400.1	SHAE2_67940.1, SHAE2_67940.3, SHAE2_67940.2
OG0006526	SRDH2_35210.1, SRDH2_35230.1	SHAE2_36190.1, SHAE2_36200.1
OG0006527	SRDH2_41640.1, SRDH2_41640.3, SRDH2_41640.4, SRDH2_41640.5, SRDH2_41640.2	SHAE2_44240.2, SHAE2_44240.1
OG0006528	SRDH2_44940.1, SRDH2_44950.1	SHAE2_47510.1, SHAE2_47520.1, SHAE2_47540.1
OG0006529	SRDH2_18890.3, SRDH2_18890.1, SRDH2_18890.2	SHAE2_20610.1
OG0006534	SRDH2_26740.1, SRDH2_26740.2, SRDH2_26740.4, SRDH2_26740.3	SHAE2_28590.1
OG0006535	SRDH2_65360.1, SRDH2_65360.2	SHAE2_67910.1
OG0006543	SRDH2_85440.1	SHAE2_87540.1
OG0006544	SRDH2_99050.1	SHAE2_101140.1
OG0006545	SRDH2_73870.1	SHAE2_76150.1
OG0006546	SRDH2_92460.1	SHAE2_95690.1, SHAE2_95690.2
OG0006547	SRDH2_48750.1, SRDH2_48750.2	SHAE2_51250.1
OG0006548	SRDH2_96370.1	SHAE2_98390.1
OG0006549	SRDH2_71100.2, SRDH2_71100.1	SHAE2_73450.1
OG0006550	SRDH2_57310.1	SHAE2_59400.1, SHAE2_59400.2, SHAE2_59400.3
OG0006551	SRDH2_76600.1	SHAE2_79290.1, SHAE2_79290.2
OG0006552	SRDH2_15550.1	SHAE2_16820.1
OG0006553	SRDH2_79250.1	SHAE2_81760.1
OG0006554	SRDH2_44080.1	SHAE2_46640.1
OG0006555	SRDH2_95550.1	SHAE2_97680.1
OG0006556	SRDH2_54840.1, SRDH2_54840.2	SHAE2_57150.1
OG0006557	SRDH2_62510.1	SHAE2_65040.1
OG0006558	SRDH2_74650.1	SHAE2_75470.1
OG0006559	SRDH2_5260.1	SHAE2_5710.1
OG0006560	SRDH2_27080.1	SHAE2_28960.1
OG0006561	SRDH2_69090.1	SHAE2_71350.1
OG0006562	SRDH2_12690.1, SRDH2_12650.1, SRDH2_12650.2	SHAE2_15320.1
OG0006563	SRDH2_90110.1	SHAE2_92510.1
OG0006564	SRDH2_39170.1	SHAE2_41970.1
OG0006565	SRDH2_17110.1	SHAE2_18690.1
OG0006566	SRDH2_29600.1	SHAE2_31490.1
OG0006567	SRDH2_30630.1	SHAE2_32470.1
OG0006568	SRDH2_21200.1	SHAE2_22510.1
OG0006569	SRDH2_29570.1	SHAE2_31470.1
OG0006570	SRDH2_56660.1	SHAE2_58920.1
OG0006571	SRDH2_63440.1	SHAE2_65950.1
OG0006572	SRDH2_47180.1	SHAE2_49640.1
OG0006573	SRDH2_1980.3, SRDH2_1980.2, SRDH2_1980.1	SHAE2_2250.1
OG0006574	SRDH2_69630.1	SHAE2_70810.1
OG0006575	SRDH2_59150.1, SRDH2_59150.2	SHAE2_61650.1
OG0006576	SRDH2_59260.1	SHAE2_61760.1
OG0006578	SRDH2_48620.1, SRDH2_48620.2	SHAE2_51120.1
OG0006579	SRDH2_42810.1	SHAE2_45360.1
OG0006580	SRDH2_78570.1	SHAE2_81100.1
OG0006581	SRDH2_27070.1	SHAE2_28950.1
OG0006582	SRDH2_30980.1, SRDH2_30990.1	SHAE2_32870.1
OG0006583	SRDH2_89280.1	SHAE2_92030.1
OG0006584	SRDH2_2550.1	SHAE2_2850.1
OG0006585	SRDH2_18540.1	SHAE2_20230.1
OG0006586	SRDH2_37540.2	SHAE2_40380.1
OG0006588	SRDH2_13040.1	SHAE2_15690.1
OG0006589	SRDH2_22860.1	SHAE2_21870.1
OG0006590	SRDH2_22840.1	SHAE2_21890.1
OG0006591	SRDH2_73350.1	SHAE2_76650.1
OG0006592	SRDH2_87010.1	SHAE2_89840.1, SHAE2_89840.2, SHAE2_89840.3
OG0006593	SRDH2_74950.1	SHAE2_75150.1, SHAE2_75150.2, SHAE2_75150.3
OG0006594	SRDH2_54190.1	SHAE2_55100.1
OG0006596	SRDH2_80720.1	SHAE2_83250.1
OG0006597	SRDH2_79560.1	SHAE2_82100.1
OG0006598	SRDH2_97210.1	SHAE2_99220.1
OG0006599	SRDH2_23920.1	SHAE2_25690.1
OG0006600	SRDH2_81080.1, SRDH2_81080.2	SHAE2_83560.1
OG0006601	SRDH2_54240.1	SHAE2_55060.1
OG0006602	SRDH2_25540.1	SHAE2_27520.1
OG0006603	SRDH2_95990.1	SHAE2_98020.1
OG0006604	SRDH2_57410.1, SRDH2_57410.2, SRDH2_57410.3	SHAE2_59310.1
OG0006606	SRDH2_72610.1	SHAE2_77480.1
OG0006607	SRDH2_26690.1	SHAE2_28570.1
OG0006608	SRDH2_21260.1	SHAE2_22440.1
OG0006609	SRDH2_89210.1	SHAE2_91360.1
OG0006610	SRDH2_82890.1	SHAE2_85170.1
OG0006613	SRDH2_57560.1	SHAE2_59670.1
OG0006614	SRDH2_66100.4, SRDH2_66100.2, SRDH2_66100.3, SRDH2_66100.1	SHAE2_69820.1
OG0006615	SRDH2_36080.1	SHAE2_36950.1
OG0006616	SRDH2_74560.1, SRDH2_74560.2, SRDH2_74560.3, SRDH2_74560.4, SRDH2_74560.5	SHAE2_75550.1
OG0006617	SRDH2_71580.1	SHAE2_74130.1
OG0006618	SRDH2_37850.1	SHAE2_40010.1
OG0006619	SRDH2_24550.1	SHAE2_25910.1
OG0006620	SRDH2_2160.1	SHAE2_2430.1
OG0006621	SRDH2_95320.1	SHAE2_97840.1
OG0006622	SRDH2_16870.1	SHAE2_18450.1, SHAE2_18460.1
OG0006623	SRDH2_69910.1	SHAE2_70500.1
OG0006624	SRDH2_32250.1	SHAE2_37450.1
OG0006625	SRDH2_63330.1	SHAE2_65850.1
OG0006626	SRDH2_38080.1	SHAE2_34830.1
OG0006627	SRDH2_58040.1	SHAE2_60000.1
OG0006628	SRDH2_95400.1	SHAE2_97780.1
OG0006629	SRDH2_77480.1, SRDH2_77480.2	SHAE2_80160.1
OG0006630	SRDH2_83830.1	SHAE2_86010.1
OG0006631	SRDH2_52320.1	SHAE2_54590.2, SHAE2_54590.1
OG0006632	SRDH2_39310.1	SHAE2_42120.1
OG0006633	SRDH2_71500.1	SHAE2_74200.1
OG0006634	SRDH2_41200.1	SHAE2_43850.1
OG0006635	SRDH2_7130.1	SHAE2_7680.1
OG0006636	SRDH2_25220.1	SHAE2_27080.1
OG0006637	SRDH2_43530.1	SHAE2_46110.2, SHAE2_46110.1
OG0006638	SRDH2_7090.1	SHAE2_7720.1
OG0006639	SRDH2_82140.1	SHAE2_84510.2, SHAE2_84510.1
OG0006640	SRDH2_9320.1	SHAE2_10910.1
OG0006641	SRDH2_77810.1	SHAE2_80460.1
OG0006642	SRDH2_68160.1	SHAE2_68730.1
OG0006643	SRDH2_59840.1, SRDH2_59840.2	SHAE2_62210.1
OG0006644	SRDH2_24980.1	SHAE2_26840.1
OG0006645	SRDH2_62590.1	SHAE2_65120.1
OG0006646	SRDH2_52580.1, SRDH2_52580.2	SHAE2_54880.1
OG0006647	SRDH2_69930.1	SHAE2_70480.1
OG0006648	SRDH2_66700.1	SHAE2_70440.1
OG0006649	SRDH2_73250.1, SRDH2_73250.2	SHAE2_76740.1
OG0006650	SRDH2_48210.1	SHAE2_50690.1
OG0006651	SRDH2_14510.1, SRDH2_14510.2	SHAE2_14360.1
OG0006652	SRDH2_24280.1	SHAE2_26330.1
OG0006653	SRDH2_68030.1	SHAE2_68600.1
OG0006654	SRDH2_69940.1	SHAE2_70470.1
OG0006655	SRDH2_38260.1, SRDH2_38260.2	SHAE2_37090.1
OG0006656	SRDH2_38250.1	SHAE2_37080.1
OG0006657	SRDH2_25720.1	SHAE2_27640.1
OG0006658	SRDH2_79280.1	SHAE2_81800.1
OG0006659	SRDH2_32640.1	SHAE2_37850.1
OG0006660	SRDH2_87780.1	SHAE2_90530.1
OG0006661	SRDH2_73020.1	SHAE2_77030.1
OG0006662	SRDH2_16520.1	SHAE2_18050.1, SHAE2_18050.2
OG0006663	SRDH2_42250.1, SRDH2_42250.2, SRDH2_42250.3	SHAE2_44810.1
OG0006664	SRDH2_52000.1	SHAE2_54270.1
OG0006665	SRDH2_34140.1	SHAE2_39450.1
OG0006666	SRDH2_1400.1	SHAE2_1640.1
OG0006667	SRDH2_6970.1, SRDH2_6970.3, SRDH2_6970.2	SHAE2_7460.1
OG0006668	SRDH2_24960.1	SHAE2_26830.1
OG0006669	SRDH2_13670.1	SHAE2_16050.1
OG0006670	SRDH2_74660.1	SHAE2_75460.1
OG0006671	SRDH2_80910.1	SHAE2_83430.2, SHAE2_83430.1
OG0006672	SRDH2_18430.1	SHAE2_20120.1
OG0006673	SRDH2_20680.1, SRDH2_20680.2	SHAE2_23040.1
OG0006674	SRDH2_82090.1	SHAE2_84430.1
OG0006675	SRDH2_21960.1	SHAE2_24600.1
OG0006676	SRDH2_76150.1, SRDH2_76150.2	SHAE2_78810.1
OG0006677	SRDH2_23430.2, SRDH2_23430.1, SRDH2_23430.3, SRDH2_23430.4	SHAE2_25060.1
OG0006678	SRDH2_47690.1	SHAE2_50180.1
OG0006679	SRDH2_36280.1	SHAE2_34610.1
OG0006680	SRDH2_13870.1	SHAE2_13800.1
OG0006681	SRDH2_62460.1	SHAE2_64960.1
OG0006682	SRDH2_86690.1	SHAE2_89510.1, SHAE2_89510.2
OG0006683	SRDH2_21710.1	SHAE2_21960.1
OG0006684	SRDH2_18720.1	SHAE2_20430.1
OG0006685	SRDH2_35710.1	SHAE2_36570.1
OG0006686	SRDH2_52710.1	SHAE2_56630.1
OG0006687	SRDH2_91630.1	SHAE2_94120.1
OG0006688	SRDH2_60590.1	SHAE2_62970.1
OG0006689	SRDH2_63160.1, SRDH2_63160.2	SHAE2_65680.1, SHAE2_65680.2, SHAE2_65680.3
OG0006690	SRDH2_62470.1	SHAE2_64970.1
OG0006691	SRDH2_78630.1	SHAE2_81140.1, SHAE2_81140.2
OG0006692	SRDH2_4490.1	SHAE2_4960.1
OG0006693	SRDH2_23930.1	SHAE2_25700.1
OG0006694	SRDH2_80010.1	SHAE2_82480.1
OG0006695	SRDH2_65270.1	SHAE2_67830.1, SHAE2_67830.2
OG0006696	SRDH2_89390.1	SHAE2_92190.1
OG0006697	SRDH2_31050.1	SHAE2_32930.1
OG0006698	SRDH2_42130.1	SHAE2_44690.1
OG0006699	SRDH2_74540.1	SHAE2_75570.1
OG0006700	SRDH2_39850.1	SHAE2_42610.1
OG0006701	SRDH2_50230.1	SHAE2_52680.1
OG0006702	SRDH2_93860.1	SHAE2_96510.1
OG0006703	SRDH2_7810.1	SHAE2_8200.2, SHAE2_8200.1
OG0006704	SRDH2_32850.1	SHAE2_38030.1
OG0006705	SRDH2_58310.1	SHAE2_60370.1
OG0006706	SRDH2_41170.1	SHAE2_43820.1
OG0006707	SRDH2_30850.1	SHAE2_32710.1
OG0006708	SRDH2_12190.1, SRDH2_12190.2, SRDH2_12190.3, SRDH2_12190.5, SRDH2_12190.4	SHAE2_16370.1
OG0006709	SRDH2_20300.2, SRDH2_20300.1	SHAE2_23420.1
OG0006710	SRDH2_85040.1	SHAE2_87210.1
OG0006711	SRDH2_67150.1	SHAE2_69090.1
OG0006712	SRDH2_86850.1	SHAE2_89690.1
OG0006713	SRDH2_34940.1, SRDH2_34940.2	SHAE2_35880.1
OG0006714	SRDH2_23550.1	SHAE2_24930.1
OG0006715	SRDH2_44110.1	SHAE2_46670.1, SHAE2_46670.2
OG0006716	SRDH2_46130.1	SHAE2_49390.1
OG0006717	SRDH2_93950.1	SHAE2_96620.1
OG0006718	SRDH2_21840.1	SHAE2_24700.1
OG0006719	SRDH2_47010.1	SHAE2_48680.1, SHAE2_48680.2
OG0006720	SRDH2_27210.1	SHAE2_29100.1
OG0006721	SRDH2_14700.1	SHAE2_14530.1
OG0006722	SRDH2_28980.1	SHAE2_30870.1
OG0006723	SRDH2_46140.1	SHAE2_49380.1
OG0006724	SRDH2_3360.1, SRDH2_3360.2	SHAE2_3820.1
OG0006725	SRDH2_63920.1	SHAE2_66510.1
OG0006726	SRDH2_64340.1	SHAE2_66950.2
OG0006726	SRDH2_64340.2	SHAE2_66950.1
OG0006727	SRDH2_82280.1	SHAE2_84610.2, SHAE2_84610.1, SHAE2_84610.3
OG0006728	SRDH2_98270.1	SHAE2_100370.2, SHAE2_100370.1
OG0006729	SRDH2_98860.1	SHAE2_100950.1
OG0006730	SRDH2_36870.1, SRDH2_36870.2	SHAE2_33940.1
OG0006731	SRDH2_89970.1	SHAE2_92640.1
OG0006732	SRDH2_67980.1	SHAE2_68540.1
OG0006733	SRDH2_10470.1, SRDH2_10480.1	SHAE2_11960.1
OG0006734	SRDH2_94830.1	SHAE2_97260.1
OG0006735	SRDH2_64940.1	SHAE2_67520.1
OG0006736	SRDH2_75330.1	SHAE2_77930.1
OG0006737	SRDH2_2380.2, SRDH2_2380.3, SRDH2_2380.1	SHAE2_2650.1
OG0006738	SRDH2_45640.1	SHAE2_48310.1
OG0006739	SRDH2_21550.1	SHAE2_22130.1
OG0006740	SRDH2_84540.1	SHAE2_86680.1
OG0006741	SRDH2_12920.1	SHAE2_15430.1
OG0006742	SRDH2_11440.1	SHAE2_12900.1
OG0006743	SRDH2_50910.1, SRDH2_50910.2	SHAE2_53370.1
OG0006744	SRDH2_89680.1	SHAE2_92720.1
OG0006745	SRDH2_86900.1	SHAE2_89740.1
OG0006746	SRDH2_81350.2, SRDH2_81350.1, SRDH2_81350.3	SHAE2_83830.1
OG0006747	SRDH2_83340.1	SHAE2_85460.1
OG0006748	SRDH2_11380.1	SHAE2_12810.1
OG0006749	SRDH2_37660.1	SHAE2_40200.1
OG0006750	SRDH2_94760.1	SHAE2_97200.1, SHAE2_97200.2, SHAE2_97200.3
OG0006751	SRDH2_56910.1	SHAE2_60450.1
OG0006752	SRDH2_15290.1	SHAE2_15150.1
OG0006753	SRDH2_70390.1	SHAE2_73240.1
OG0006754	SRDH2_49990.1	SHAE2_52460.1
OG0006755	SRDH2_66220.1	SHAE2_69930.1
OG0006756	SRDH2_88790.1	SHAE2_91760.1
OG0006758	SRDH2_65500.1	SHAE2_68050.1
OG0006759	SRDH2_10920.1, SRDH2_10920.2, SRDH2_10920.3	SHAE2_12390.1
OG0006760	SRDH2_65300.1, SRDH2_65300.2	SHAE2_67870.1
OG0006761	SRDH2_46090.1	SHAE2_49430.1
OG0006762	SRDH2_97050.1	SHAE2_99040.1
OG0006763	SRDH2_18970.1	SHAE2_20690.1
OG0006764	SRDH2_75860.1	SHAE2_78490.1, SHAE2_78490.2
OG0006765	SRDH2_89400.1	SHAE2_92200.1, SHAE2_92200.2
OG0006766	SRDH2_88930.1	SHAE2_91580.1
OG0006767	SRDH2_88820.2, SRDH2_88820.3, SRDH2_88820.1	SHAE2_91710.1
OG0006768	SRDH2_7980.1	SHAE2_8330.1
OG0006769	SRDH2_76110.1	SHAE2_78740.1
OG0006770	SRDH2_44400.4	SHAE2_46960.1
OG0006771	SRDH2_8430.1	SHAE2_10060.1
OG0006772	SRDH2_66710.1	SHAE2_72560.1
OG0006773	SRDH2_79300.1	SHAE2_81820.1
OG0006774	SRDH2_19770.1	SHAE2_21530.1
OG0006775	SRDH2_61010.1	SHAE2_63380.2, SHAE2_63380.1
OG0006776	SRDH2_67040.1	SHAE2_68930.1
OG0006777	SRDH2_17900.2, SRDH2_17900.1	SHAE2_19600.1
OG0006778	SRDH2_21390.1	SHAE2_22310.1
OG0006779	SRDH2_50590.1	SHAE2_53050.1, SHAE2_53050.2
OG0006780	SRDH2_85540.1	SHAE2_87880.1
OG0006781	SRDH2_40560.1	SHAE2_43280.1
OG0006782	SRDH2_70360.1	SHAE2_73270.1
OG0006783	SRDH2_17560.1	SHAE2_19280.1
OG0006784	SRDH2_4040.1, SRDH2_4040.2	SHAE2_4500.1
OG0006786	SRDH2_21450.1	SHAE2_22250.1, SHAE2_22250.2
OG0006787	SRDH2_35290.1	SHAE2_36260.1
OG0006788	SRDH2_67580.1, SRDH2_67580.2	SHAE2_69480.1
OG0006789	SRDH2_15260.1	SHAE2_15080.1
OG0006790	SRDH2_96070.1, SRDH2_96070.2	SHAE2_98100.1
OG0006792	SRDH2_23980.1, SRDH2_23980.2	SHAE2_25760.1
OG0006793	SRDH2_15310.1	SHAE2_15170.1
OG0006795	SRDH2_13170.1, SRDH2_13140.1	SHAE2_15770.1
OG0006796	SRDH2_16470.1	SHAE2_17990.1, SHAE2_17990.2, SHAE2_17990.3, SHAE2_17990.4
OG0006797	SRDH2_1020.1	SHAE2_1350.1
OG0006798	SRDH2_50050.1	SHAE2_52510.1
OG0006799	SRDH2_41950.1	SHAE2_44550.1, SHAE2_44550.2
OG0006800	SRDH2_22290.1, SRDH2_22290.2	SHAE2_24000.1
OG0006801	SRDH2_15720.1	SHAE2_17180.1
OG0006802	SRDH2_15750.1	SHAE2_17230.1, SHAE2_17230.2, SHAE2_17230.3
OG0006803	SRDH2_78830.1	SHAE2_81300.1
OG0006804	SRDH2_85620.1, SRDH2_85620.3, SRDH2_85620.4, SRDH2_85620.2	SHAE2_103340.1
OG0006805	SRDH2_85230.1	SHAE2_87400.1
OG0006806	SRDH2_30400.1	SHAE2_32270.1
OG0006807	SRDH2_36340.1	SHAE2_34540.1
OG0006808	SRDH2_27440.1, SRDH2_27430.1	SHAE2_29300.1, SHAE2_29310.1
OG0006809	SRDH2_66620.1	SHAE2_70360.1
OG0006810	SRDH2_68470.1	SHAE2_71940.1
OG0006811	SRDH2_87530.1, SRDH2_87530.2	SHAE2_90640.1
OG0006816	SRDH2_92190.1	SHAE2_95990.1
OG0006817	SRDH2_26640.1, SRDH2_26640.2, SRDH2_26640.3, SRDH2_26640.4, SRDH2_26640.5	SHAE2_28510.1
OG0006818	SRDH2_24160.1	SHAE2_26180.1, SHAE2_26180.2
OG0006819	SRDH2_16030.1	SHAE2_17520.1
OG0006820	SRDH2_77590.1	SHAE2_80270.1
OG0006821	SRDH2_37910.1, SRDH2_37910.2	SHAE2_39950.1
