Orthogroup	schistosoma_intercalatum	s.mekongi
OG0005862	SINT1_42550.1, SINT1_42550.2	KAK4473491.1
OG0005863	SINT1_48260.1	KAK4469565.1
OG0005864	SINT1_34520.1	KAK4475454.1
OG0005865	SINT1_21600.1	KAK4475404.1
OG0005866	SINT1_71170.1, SINT1_71170.2	KAK4470207.1
OG0005867	SINT1_28640.1, SINT1_28640.2	KAK4472835.1
OG0005868	SINT1_94050.1	KAK4467809.1
OG0005869	SINT1_91360.1	KAK4467914.1
OG0005870	SINT1_24350.1, SINT1_24350.2	KAK4467480.1
OG0005871	SINT1_77370.2, SINT1_77370.3, SINT1_77370.1	KAK4470854.1
OG0005872	SINT1_46960.1	KAK4469078.1
OG0005873	SINT1_71700.1	KAK4470270.1
OG0005874	SINT1_65940.1	KAK4471371.1
OG0005875	SINT1_62760.1, SINT1_62760.2	KAK4471385.1
OG0005876	SINT1_66830.1	KAK4471585.1
OG0005877	SINT1_27910.1	KAK4473134.1
OG0005878	SINT1_41840.1, SINT1_41840.2, SINT1_41840.3, SINT1_41840.4	KAK4473424.1
OG0005879	SINT1_43640.1	KAK4473582.1
OG0005880	SINT1_37080.1, SINT1_37080.2	KAK4473832.1
OG0005881	SINT1_95610.1, SINT1_15890.1	KAK4474760.1
OG0005894	SINT1_11480.1	KAK4474602.1
OG0005895	SINT1_92160.1	KAK4467900.1
OG0005896	SINT1_40800.1	KAK4473614.1
OG0005897	SINT1_91990.1	KAK4467875.1
OG0005898	SINT1_43760.1	KAK4472887.1
OG0005899	SINT1_92020.1	KAK4467884.1
OG0005900	SINT1_31480.1	KAK4472660.1
OG0005901	SINT1_59390.1	KAK4472004.1
OG0005902	SINT1_7740.1	KAK4476076.1
OG0005904	SINT1_23810.1	KAK4473311.1
OG0005905	SINT1_67220.1	KAK4471555.1
OG0005906	SINT1_72800.1	KAK4470615.1
OG0005907	SINT1_41430.1	KAK4473270.1
OG0005908	SINT1_39690.1, SINT1_39690.2	KAK4473709.1
OG0005909	SINT1_14440.1, SINT1_14440.2	KAK4467533.1, KAK4474590.1
OG0005910	SINT1_75140.1	KAK4470697.1
OG0005911	SINT1_93460.1	KAK4467658.1
OG0005912	SINT1_93290.1, SINT1_93290.2	KAK4467639.1
OG0005913	SINT1_87640.1	KAK4468937.1
OG0005914	SINT1_74790.1	KAK4470502.1
OG0005915	SINT1_8440.1	KAK4476154.1
OG0005916	SINT1_18910.1, SINT1_18910.2	KAK4475149.1
OG0005917	SINT1_64880.1, SINT1_64880.3, SINT1_64880.2	KAK4471242.1
OG0005918	SINT1_33410.1	KAK4472339.1
OG0005920	SINT1_2780.1	KAK4475568.1
OG0005921	SINT1_68730.1	KAK4471085.1
OG0005922	SINT1_21670.1	KAK4475425.1
OG0005923	SINT1_29370.1	KAK4472245.1
OG0005924	SINT1_16560.1	KAK4474824.1
OG0005925	SINT1_69560.1	KAK4470999.1
OG0005926	SINT1_61560.1	KAK4471796.1
OG0005927	SINT1_26570.1	KAK4472976.1
OG0005928	SINT1_67760.1, SINT1_67760.2	KAK4471062.1
OG0005929	SINT1_61170.1	KAK4471976.1
OG0005930	SINT1_78610.1	KAK4470977.1
OG0005931	SINT1_71950.1, SINT1_71950.2	KAK4470299.1
OG0005932	SINT1_2090.1	KAK4475354.1
OG0005933	SINT1_41910.1	KAK4467502.1
OG0005934	SINT1_20450.1	KAK4475008.1
OG0005935	SINT1_32130.1	KAK4472575.1, KAK4472577.1
OG0005936	SINT1_61040.1, SINT1_61040.2	KAK4471961.1
OG0005937	SINT1_87840.1	KAK4468565.1
OG0005938	SINT1_71830.1	KAK4470286.1
OG0005940	SINT1_27530.1, SINT1_27530.2	KAK4472210.1
OG0005941	SINT1_92770.1	KAK4467692.1
OG0005942	SINT1_81620.1	KAK4468227.1
OG0005943	SINT1_14850.1	KAK4474612.1
OG0005944	SINT1_59700.1	KAK4471845.1
OG0005945	SINT1_2730.1	KAK4475562.1
OG0005946	SINT1_21280.1	KAK4475377.1
OG0005947	SINT1_14190.1	KAK4474504.1
OG0005948	SINT1_35180.1	KAK4474134.1
OG0005949	SINT1_10440.1	KAK4476288.1
OG0005950	SINT1_49920.1	KAK4469379.1
OG0005951	SINT1_6360.1	KAK4475924.1
OG0005952	SINT1_81130.1	KAK4468271.1
OG0005953	SINT1_67970.1, SINT1_67970.2	KAK4471491.1
OG0005954	SINT1_20700.1	KAK4474980.1
OG0005955	SINT1_89780.1	KAK4468434.1
OG0005956	SINT1_30560.1	KAK4472407.1, KAK4472409.1
OG0005957	SINT1_24110.1	KAK4473021.1
OG0005958	SINT1_73180.1	KAK4470655.1
OG0005959	SINT1_39260.1	KAK4473753.1
OG0005960	SINT1_83900.1, SINT1_83900.2	KAK4468067.1
OG0005961	SINT1_67890.1	KAK4471494.1
OG0005962	SINT1_91080.1, SINT1_91080.2	KAK4467938.1
OG0005963	SINT1_62100.1, SINT1_62100.2	KAK4471725.1
OG0005964	SINT1_32190.1, SINT1_32190.2	KAK4472569.1, KAK4472570.1
OG0005965	SINT1_20890.1, SINT1_20890.2	KAK4475340.1
OG0005966	SINT1_85960.1	KAK4468725.1
OG0005967	SINT1_72020.1	KAK4470305.1
OG0005968	SINT1_13700.1, SINT1_13700.2, SINT1_13700.4, SINT1_13700.3	KAK4474288.1
OG0005969	SINT1_43280.1, SINT1_43280.2	KAK4473554.1
OG0005970	SINT1_22010.1	KAK4475475.1
OG0005971	SINT1_25840.2, SINT1_25840.1	KAK4473003.1
OG0005972	SINT1_54100.1	KAK4469894.1
OG0005973	SINT1_44360.1, SINT1_44360.2	KAK4473750.1
OG0005974	SINT1_22350.1	KAK4475441.1
OG0005975	SINT1_70350.1	KAK4470120.1
OG0005976	SINT1_30810.1	KAK4472718.1
OG0005977	SINT1_51920.1	KAK4469717.1
OG0005978	SINT1_84910.1	KAK4468863.1
OG0005979	SINT1_28250.1	KAK4473101.1
OG0005980	SINT1_56170.1	KAK4469979.1
OG0005981	SINT1_91540.1	KAK4467729.1
OG0005982	SINT1_64190.1	KAK4472059.1
OG0005983	SINT1_48450.1, SINT1_48450.2, SINT1_48450.3	KAK4469327.1
OG0005984	SINT1_65080.1, SINT1_65080.2	KAK4471262.1
OG0005985	SINT1_28130.1	KAK4473113.1
OG0005986	SINT1_20740.1	KAK4474975.1
OG0005987	SINT1_20750.2, SINT1_20750.1	KAK4474974.1
OG0005989	SINT1_80180.1	KAK4468346.1, KAK4468347.1
OG0005990	SINT1_56140.1	KAK4469977.1
OG0005991	SINT1_54120.1	KAK4469892.1
OG0005992	SINT1_47220.1	KAK4469099.1, KAK4469100.1, KAK4469101.1
OG0005993	SINT1_76710.1, SINT1_76710.2	KAK4470789.1
OG0005994	SINT1_53640.1	KAK4469190.1
OG0005995	SINT1_69760.1	KAK4470725.1
OG0005997	SINT1_960.1	KAK4476238.1
OG0005998	SINT1_47900.1	KAK4469603.1
OG0005999	SINT1_78870.1	KAK4471003.1
OG0006000	SINT1_12350.1	KAK4474471.1
OG0006001	SINT1_86320.1	KAK4468760.1
OG0006002	SINT1_51830.1	KAK4469727.1
OG0006003	SINT1_34580.1, SINT1_34580.2	KAK4474192.1
OG0006004	SINT1_49640.1	KAK4469213.1
OG0006005	SINT1_72170.1	KAK4470320.1
OG0006006	SINT1_46400.1	KAK4469153.1
OG0006007	SINT1_20940.1	KAK4475345.1
OG0006008	SINT1_70860.1, SINT1_70860.2	KAK4470166.1
OG0006010	SINT1_84360.1	KAK4476168.1
OG0006011	SINT1_64600.1, SINT1_64600.2	KAK4471212.1
OG0006012	SINT1_65780.1	KAK4471356.1
OG0006013	SINT1_22060.1	KAK4475468.1
OG0006014	SINT1_73440.1	KAK4470473.1
OG0006015	SINT1_74000.1	KAK4470016.1
OG0006016	SINT1_78180.1	KAK4470937.1
OG0006017	SINT1_78190.1	KAK4470940.1, KAK4470939.1
OG0006018	SINT1_87670.1	KAK4468934.1
OG0006019	SINT1_83840.1	KAK4468072.1
OG0006020	SINT1_21180.1	KAK4475367.1
OG0006021	SINT1_74980.1	KAK4470679.1
OG0006022	SINT1_61690.1	KAK4471783.1
OG0006023	SINT1_18640.1	KAK4475179.1
OG0006024	SINT1_47000.1	KAK4469081.1
OG0006025	SINT1_14930.1, SINT1_14930.2	KAK4474618.1
OG0006026	SINT1_1090.1	KAK4476112.1
OG0006027	SINT1_24770.1	KAK4473172.1, KAK4473173.1
OG0006028	SINT1_49410.1	KAK4469239.1
OG0006029	SINT1_55930.1	KAK4469945.1
OG0006030	SINT1_34480.1	KAK4472561.1
OG0006031	SINT1_19370.1	KAK4475107.1
OG0006032	SINT1_10350.1	KAK4476295.1
OG0006033	SINT1_41210.1	KAK4473043.1
OG0006034	SINT1_43500.1, SINT1_43500.2	KAK4473574.1
OG0006035	SINT1_55850.1	KAK4469982.1
OG0006036	SINT1_81830.1	KAK4468205.1
OG0006037	SINT1_82830.1	KAK4468179.1
OG0006038	SINT1_43450.1	KAK4473568.1
OG0006039	SINT1_50840.1	KAK4469461.1
OG0006042	SINT1_31540.1	KAK4472645.1
OG0006043	SINT1_18420.1	KAK4475206.1
OG0006044	SINT1_68270.1	KAK4471490.1
OG0006045	SINT1_36120.1	KAK4474041.1
OG0006047	SINT1_33530.1	KAK4472327.1
OG0006047	SINT1_33540.1	KAK4472326.1
OG0006049	SINT1_40560.1	KAK4473634.1
OG0006050	SINT1_61160.1	KAK4471975.1
OG0006051	SINT1_7080.1	KAK4476031.1
OG0006052	SINT1_71850.1	KAK4470290.1
OG0006053	SINT1_67050.2, SINT1_67050.1	KAK4471570.1
OG0006054	SINT1_63410.1	KAK4471302.1
OG0006055	SINT1_4670.1	KAK4475772.1, KAK4467429.1
OG0006056	SINT1_15010.1	KAK4475275.1
OG0006057	SINT1_30660.1	KAK4472732.1
OG0006058	SINT1_17940.1	KAK4467230.1, KAK4474952.1
OG0006060	SINT1_3250.2, SINT1_3250.1	KAK4475621.1
OG0006061	SINT1_83730.1	KAK4468084.1
OG0006062	SINT1_35740.1	KAK4474082.1
OG0006063	SINT1_45220.1	KAK4472448.1
OG0006064	SINT1_69110.1	KAK4470135.1
OG0006066	SINT1_9250.1	KAK4476210.1
OG0006067	SINT1_43290.1	KAK4473555.1
OG0006068	SINT1_41030.1	KAK4472909.1
OG0006069	SINT1_34310.1, SINT1_34310.2	KAK4472539.1
OG0006070	SINT1_65890.1	KAK4471367.1
OG0006071	SINT1_75550.1	KAK4470452.1
OG0006072	SINT1_81760.1	KAK4468222.1
OG0006073	SINT1_52660.1	KAK4469475.1
OG0006074	SINT1_89550.1	KAK4468415.1
OG0006075	SINT1_25830.1	KAK4473004.1
OG0006076	SINT1_50830.1	KAK4469460.1
OG0006078	SINT1_24800.1	KAK4473176.1
OG0006080	SINT1_32720.2, SINT1_32720.1	KAK4472512.1
OG0006081	SINT1_1690.1	KAK4474967.1, KAK4474989.1
OG0006082	SINT1_41710.1	KAK4473409.1
OG0006083	SINT1_82420.1	KAK4468028.1
OG0006084	SINT1_23000.1	KAK4473370.1
OG0006085	SINT1_72330.1	KAK4470572.1
OG0006086	SINT1_24500.1	KAK4473150.1
OG0006087	SINT1_39120.1, SINT1_39120.2	KAK4473763.1
OG0006088	SINT1_70230.1	KAK4470106.1
OG0006089	SINT1_11390.1	KAK4474553.1
OG0006090	SINT1_90050.4, SINT1_90050.1, SINT1_90050.3, SINT1_90050.2	KAK4468461.1
OG0006091	SINT1_79160.1	KAK4470064.1
OG0006092	SINT1_13860.1	KAK4475267.1
OG0006093	SINT1_54810.1	KAK4469849.1
OG0006094	SINT1_51090.1, SINT1_51090.2, SINT1_51090.3	KAK4469655.1
OG0006096	SINT1_18950.1, SINT1_18950.2	KAK4475145.1
OG0006098	SINT1_25310.1	KAK4473228.1
OG0006099	SINT1_7350.1	KAK4476012.1
OG0006101	SINT1_37380.2, SINT1_37380.1	KAK4473860.1, KAK4473861.1
OG0006102	SINT1_76900.3, SINT1_76900.4, SINT1_76900.2, SINT1_76900.1	KAK4470811.1
OG0006103	SINT1_38080.1	KAK4473915.1
OG0006104	SINT1_66170.1	KAK4471375.1
OG0006105	SINT1_80560.1	KAK4468364.1
OG0006106	SINT1_59540.1	KAK4471821.1
OG0006107	SINT1_73240.1	KAK4470661.1
OG0006108	SINT1_82500.1	KAK4468021.1
OG0006109	SINT1_69400.1	KAK4470206.1
OG0006110	SINT1_88750.1	KAK4468507.1
OG0006111	SINT1_1950.1	KAK4475197.1
OG0006112	SINT1_86310.1	KAK4468759.1
OG0006113	SINT1_3640.1	KAK4475648.1
OG0006114	SINT1_92100.1	KAK4467893.1, KAK4467894.1
OG0006115	SINT1_27170.1	KAK4472915.1
OG0006116	SINT1_47310.1, SINT1_47310.2	KAK4469108.1
OG0006117	SINT1_56080.1	KAK4469972.1
OG0006118	SINT1_56340.1, SINT1_56340.2	KAK4469742.1
OG0006119	SINT1_54660.1, SINT1_54660.2, SINT1_54660.3, SINT1_54660.4, SINT1_54660.5	KAK4469860.1
OG0006120	SINT1_42380.1	KAK4473475.1
OG0006121	SINT1_22460.1	KAK4475463.1
OG0006122	SINT1_29630.1	KAK4472419.1
OG0006123	SINT1_59960.1	KAK4471863.1
OG0006124	SINT1_65060.3, SINT1_65060.1, SINT1_65060.2	KAK4471259.1
OG0006125	SINT1_73350.4, SINT1_73350.1, SINT1_73350.2, SINT1_73350.3	KAK4470482.1
OG0006126	SINT1_61740.1	KAK4471777.1
OG0006127	SINT1_43100.1	KAK4473539.1
OG0006128	SINT1_37010.1	KAK4472161.1
OG0006129	SINT1_95820.1, SINT1_13580.1	KAK4474736.1
OG0006130	SINT1_28110.1	KAK4473116.1
OG0006131	SINT1_62690.1, SINT1_62690.2	KAK4471379.1
OG0006132	SINT1_51440.1	KAK4469148.1
OG0006133	SINT1_68360.1	KAK4471417.1
OG0006134	SINT1_20570.1	KAK4474994.1
OG0006135	SINT1_1860.1, SINT1_1860.2	KAK4475120.1
OG0006136	SINT1_75600.1	KAK4470446.1
OG0006139	SINT1_13410.1	KAK4474726.1, KAK4467432.1
OG0006140	SINT1_72430.1	KAK4470583.1
OG0006141	SINT1_30730.1, SINT1_30730.2	KAK4472725.1
OG0006143	SINT1_18740.1	KAK4475166.1
OG0006144	SINT1_60650.1	KAK4471923.1
OG0006145	SINT1_38900.1	KAK4473781.1
OG0006146	SINT1_76780.1, SINT1_76780.2	KAK4470796.1
OG0006148	SINT1_68490.1	KAK4471304.1
OG0006150	SINT1_31840.1	KAK4472611.1
OG0006151	SINT1_41630.1	KAK4473401.1
OG0006152	SINT1_87740.1	KAK4468926.1
OG0006153	SINT1_60120.1, SINT1_60120.2	KAK4471875.1
OG0006154	SINT1_84720.1	KAK4468885.1
OG0006155	SINT1_20060.1	KAK4475041.1
OG0006156	SINT1_75620.1, SINT1_75620.2	KAK4470444.1
OG0006157	SINT1_45020.1	KAK4473730.1
OG0006158	SINT1_21080.1	KAK4475359.1
OG0006159	SINT1_23550.1	KAK4473320.1
OG0006161	SINT1_83610.1, SINT1_83600.1	KAK4468090.1, KAK4468092.1
OG0006162	SINT1_19110.1	KAK4475131.1
OG0006164	SINT1_95420.1	KAK4474565.1
OG0006165	SINT1_69600.1	KAK4470938.1
OG0006166	SINT1_47410.1	KAK4469118.1
OG0006167	SINT1_80470.1	KAK4467994.1
OG0006168	SINT1_88830.3, SINT1_88830.2, SINT1_88830.1	KAK4468499.1
OG0006170	SINT1_13510.1	KAK4474729.1
OG0006171	SINT1_3780.1	KAK4475668.1
OG0006172	SINT1_44100.1, SINT1_44100.2	KAK4472589.1
OG0006173	SINT1_21400.1	KAK4475387.1
OG0006174	SINT1_19430.1	KAK4475094.1
OG0006175	SINT1_86080.1	KAK4468738.1
OG0006176	SINT1_89090.1	KAK4468627.1
OG0006177	SINT1_85800.1	KAK4468782.1
OG0006178	SINT1_85390.2, SINT1_85390.1	KAK4468822.1
OG0006179	SINT1_46160.1	KAK4468953.1
OG0006180	SINT1_51360.1	KAK4469145.1
OG0006181	SINT1_78160.1	KAK4470935.1
OG0006183	SINT1_32710.1	KAK4472514.1
OG0006185	SINT1_47800.1	KAK4469615.1
OG0006186	SINT1_91270.1	KAK4467923.1
OG0006187	SINT1_42930.1	KAK4473522.1
OG0006188	SINT1_42970.1	KAK4473528.1
OG0006189	SINT1_93920.1, SINT1_93920.2	KAK4467793.1
OG0006190	SINT1_94000.1	KAK4467804.1
OG0006191	SINT1_94800.1, SINT1_94800.2	KAK4467879.1
OG0006192	SINT1_89040.1	KAK4468416.1
OG0006193	SINT1_89010.1, SINT1_89100.1	KAK4468628.1
OG0006195	SINT1_71070.2, SINT1_71070.1	KAK4470192.1
OG0006196	SINT1_75060.1, SINT1_75060.6, SINT1_75060.2, SINT1_75060.5, SINT1_75060.3, SINT1_75060.4	KAK4470690.1
OG0006197	SINT1_65830.1, SINT1_65830.2	KAK4471366.1
OG0006198	SINT1_32460.2, SINT1_32460.1, SINT1_32460.3	KAK4472537.1
OG0006199	SINT1_26660.1	KAK4473029.1
OG0006200	SINT1_25520.1	KAK4473248.1
OG0006201	SINT1_23850.1, SINT1_23850.2	KAK4473297.1
OG0006202	SINT1_22930.1, SINT1_22930.2, SINT1_22930.3, SINT1_22930.4	KAK4473377.1
OG0006203	SINT1_43580.1, SINT1_43610.1	KAK4473578.1
OG0006204	SINT1_36710.1	KAK4473979.1
OG0006205	SINT1_18180.1, SINT1_18190.1	KAK4474316.1
OG0006206	SINT1_14370.1	KAK4474546.1
OG0006207	SINT1_20520.1	KAK4475002.1
OG0006208	SINT1_2160.2, SINT1_2160.1	KAK4475440.1
OG0006209	SINT1_2340.2, SINT1_2340.1, SINT1_2340.3	KAK4475532.1
OG0006210	SINT1_7780.1	KAK4476081.1
OG0006226	SINT1_10340.1	KAK4476294.1
OG0006227	SINT1_11590.1	KAK4474539.1
OG0006228	SINT1_26440.1	KAK4472991.1
OG0006229	SINT1_15900.1, SINT1_15900.2	KAK4474761.1
OG0006230	SINT1_91670.1	KAK4467743.1
OG0006231	SINT1_40660.1	KAK4473626.1
OG0006233	SINT1_44380.1	KAK4473761.1
OG0006234	SINT1_14160.1	KAK4474507.1
OG0006236	SINT1_68250.1, SINT1_68250.3, SINT1_68250.2	KAK4471510.1
OG0006237	SINT1_40240.1	KAK4473660.1
OG0006238	SINT1_31710.1, SINT1_31710.2	KAK4472625.1
OG0006239	SINT1_76030.1	KAK4470408.1
OG0006240	SINT1_81790.1, SINT1_81790.2	KAK4468210.1
OG0006241	SINT1_55680.1	KAK4469038.1
OG0006242	SINT1_15050.1	KAK4475281.1
OG0006243	SINT1_44120.1	KAK4472546.1
OG0006244	SINT1_68640.1, SINT1_68630.1	KAK4472018.1
OG0006246	SINT1_79710.1	KAK4468289.1
OG0006248	SINT1_89430.1	KAK4468408.1
OG0006249	SINT1_46000.1	KAK4469514.1
OG0006250	SINT1_33050.1	KAK4472378.1
OG0006251	SINT1_16450.1	KAK4474813.1
OG0006252	SINT1_34610.1, SINT1_34610.2	KAK4474188.1
OG0006253	SINT1_87880.1	KAK4468521.1
OG0006254	SINT1_2120.1	KAK4475397.1
OG0006255	SINT1_35890.1	KAK4474065.1
OG0006256	SINT1_39920.2, SINT1_39920.1	KAK4473699.1
OG0006257	SINT1_92250.1, SINT1_92250.2	KAK4467720.1
OG0006258	SINT1_66440.1	KAK4471618.1
OG0006259	SINT1_87800.1	KAK4468606.1
OG0006260	SINT1_23980.1	KAK4473007.1
OG0006261	SINT1_75410.1	KAK4470727.1
OG0006262	SINT1_67870.1, SINT1_67870.2	KAK4471496.1
OG0006263	SINT1_82550.1, SINT1_82550.2	KAK4467364.1
OG0006264	SINT1_76540.1	KAK4470774.1
OG0006265	SINT1_22980.1	KAK4473372.1
OG0006266	SINT1_50560.1	KAK4469445.1
OG0006269	SINT1_48270.1	KAK4469564.1
OG0006270	SINT1_16470.1	KAK4474815.1
OG0006271	SINT1_19590.1	KAK4475082.1
OG0006272	SINT1_9770.1	KAK4476311.1
OG0006273	SINT1_44520.1	KAK4473895.1
OG0006274	SINT1_45430.1	KAK4473472.1
OG0006275	SINT1_79300.1	KAK4470076.1
OG0006276	SINT1_84330.1, SINT1_84330.2	KAK4468159.1
OG0006277	SINT1_44140.1	KAK4472524.1
OG0006278	SINT1_83220.1	KAK4468118.1
OG0006280	SINT1_12030.1	KAK4474428.1
OG0006281	SINT1_32410.1, SINT1_32410.2	KAK4472242.1
OG0006282	SINT1_76620.1	KAK4470781.1
OG0006283	SINT1_41500.1	KAK4473345.1
OG0006284	SINT1_71380.1	KAK4470247.1
OG0006285	SINT1_54140.1	KAK4469904.1
OG0006286	SINT1_62280.1	KAK4471705.1
OG0006287	SINT1_72860.1	KAK4470623.1
OG0006288	SINT1_73020.1	KAK4470640.1
OG0006289	SINT1_76510.1	KAK4470767.1
OG0006290	SINT1_64260.1	KAK4471146.1
OG0006291	SINT1_61390.1	KAK4471813.1
OG0006292	SINT1_67690.1	KAK4471513.1
OG0006293	SINT1_94370.1	KAK4467832.1
OG0006294	SINT1_24630.1	KAK4473158.1
OG0006295	SINT1_93390.1	KAK4467651.1
OG0006296	SINT1_40900.1	KAK4473605.1
OG0006297	SINT1_26810.1	KAK4472956.1
OG0006298	SINT1_370.1	KAK4475196.1
OG0006299	SINT1_2140.1	KAK4475430.1
OG0006301	SINT1_7310.1	KAK4476018.1
OG0006302	SINT1_54430.1	KAK4469873.1
OG0006303	SINT1_1410.1	KAK4474640.1
OG0006306	SINT1_17810.1	KAK4474931.1
OG0006307	SINT1_35390.1	KAK4474117.1, KAK4474119.1
OG0006308	SINT1_72240.1	KAK4470559.1
OG0006309	SINT1_77600.1	KAK4470879.1
OG0006310	SINT1_6290.1, SINT1_6290.2	KAK4467625.1
OG0006312	SINT1_76410.1	KAK4470756.1
OG0006313	SINT1_74880.1	KAK4470031.1
OG0006314	SINT1_69900.1	KAK4470674.1
OG0006315	SINT1_91110.1	KAK4467941.1
OG0006316	SINT1_67650.1	KAK4471515.1
OG0006317	SINT1_49930.1	KAK4469380.1
OG0006318	SINT1_50190.1	KAK4469409.1
OG0006319	SINT1_88800.1	KAK4468502.1
OG0006321	SINT1_940.1	KAK4476296.1
OG0006322	SINT1_55540.1	KAK4469023.1
OG0006323	SINT1_34020.1	KAK4472277.1
OG0006324	SINT1_20530.1	KAK4475001.1
OG0006325	SINT1_5750.1	KAK4475885.1
OG0006326	SINT1_94220.1	KAK4467861.1
OG0006327	SINT1_24990.1	KAK4473194.1
OG0006328	SINT1_57960.1	KAK4471116.1
OG0006329	SINT1_66400.1	KAK4471621.1
OG0006330	SINT1_89320.1	KAK4468613.1
OG0006331	SINT1_59230.1	KAK4472021.1
OG0006332	SINT1_45380.1	KAK4473440.1
OG0006333	SINT1_59840.1	KAK4471830.1
OG0006334	SINT1_81390.1	KAK4468246.1, KAK4468247.1
OG0006335	SINT1_93340.1	KAK4467646.1
OG0006336	SINT1_21980.1	KAK4475478.1
OG0006337	SINT1_15630.1	KAK4475237.1
OG0006338	SINT1_21270.1, SINT1_21270.2, SINT1_21270.3, SINT1_21270.4, SINT1_21270.5	KAK4475375.1
OG0006339	SINT1_35580.1, SINT1_35580.2	KAK4474098.1
OG0006340	SINT1_43730.1, SINT1_43730.2	KAK4473588.1
OG0006341	SINT1_51650.1, SINT1_51650.2, SINT1_51650.3	KAK4469929.1
OG0006342	SINT1_82890.1	KAK4468182.1
OG0006343	SINT1_60710.1	KAK4471929.1
OG0006344	SINT1_26040.2, SINT1_26040.1	KAK4472850.1
OG0006345	SINT1_70150.1	KAK4470125.1
OG0006346	SINT1_88940.1	KAK4468823.1
OG0006347	SINT1_27760.1	KAK4473139.1
OG0006348	SINT1_45330.1	KAK4473389.1
OG0006349	SINT1_8580.1, SINT1_8580.2	KAK4476000.1
OG0006350	SINT1_37140.1	KAK4473838.1
OG0006352	SINT1_14660.1	KAK4474570.1
OG0006353	SINT1_68930.1	KAK4470087.1
OG0006354	SINT1_70820.1	KAK4470163.1
OG0006355	SINT1_51300.1	KAK4469137.1
OG0006356	SINT1_78200.1	KAK4470941.1
OG0006357	SINT1_82460.1	KAK4468024.1
OG0006358	SINT1_16130.1	KAK4474783.1
OG0006359	SINT1_50940.1	KAK4469668.1
OG0006360	SINT1_91350.1	KAK4467915.1
OG0006361	SINT1_54410.1	KAK4469875.1
OG0006362	SINT1_20090.1	KAK4475037.1
OG0006363	SINT1_14310.1	KAK4474399.1
OG0006364	SINT1_81310.1	KAK4468254.1
OG0006365	SINT1_22120.1	KAK4475432.1
OG0006366	SINT1_52630.1	KAK4469478.1
OG0006367	SINT1_69020.1, SINT1_69020.2	KAK4470144.1
OG0006368	SINT1_63240.1	KAK4471308.1
OG0006369	SINT1_83700.1	KAK4468083.1
OG0006370	SINT1_70470.1	KAK4470233.1
OG0006371	SINT1_79700.1	KAK4468278.1
OG0006372	SINT1_41180.1	KAK4473022.1
OG0006373	SINT1_77460.1	KAK4470865.1
OG0006374	SINT1_50760.1	KAK4469453.1
OG0006375	SINT1_21330.1	KAK4475381.1
OG0006376	SINT1_85670.1	KAK4468798.1
OG0006377	SINT1_61220.1	KAK4471981.1
OG0006378	SINT1_53680.1	KAK4469187.1
OG0006379	SINT1_84810.1	KAK4468873.1
OG0006380	SINT1_87370.1, SINT1_87370.2	KAK4468597.1
OG0006381	SINT1_74140.1	KAK4470336.1
OG0006382	SINT1_83950.1, SINT1_83950.2, SINT1_83950.3	KAK4468063.1
OG0006383	SINT1_80100.1	KAK4468336.1
OG0006384	SINT1_59270.1	KAK4472015.1, KAK4472016.1
OG0006385	SINT1_17870.1	KAK4474945.1
OG0006386	SINT1_56360.1	KAK4469744.1
OG0006387	SINT1_77190.1	KAK4470836.1, KAK4470837.1
OG0006388	SINT1_59350.1	KAK4472008.1
OG0006389	SINT1_83230.1, SINT1_83230.2, SINT1_83230.3	KAK4468117.1
OG0006390	SINT1_65230.1	KAK4471277.1
OG0006391	SINT1_65220.1	KAK4471276.1
OG0006392	SINT1_94620.1	KAK4467827.1
OG0006394	SINT1_48010.1	KAK4469590.1
OG0006395	SINT1_14220.1, SINT1_14220.2	KAK4474500.1
OG0006396	SINT1_20690.1	KAK4474981.1
OG0006397	SINT1_77740.1	KAK4470041.1
OG0006398	SINT1_5980.1	KAK4475908.1
OG0006399	SINT1_12920.1	KAK4474287.1
OG0006400	SINT1_74220.1	KAK4470328.1
OG0006401	SINT1_47110.1	KAK4469089.1
OG0006402	SINT1_25880.1, SINT1_25880.2, SINT1_25880.3	KAK4472875.1
OG0006403	SINT1_470.1, SINT1_470.2	KAK4475922.1
OG0006404	SINT1_33740.1, SINT1_33740.2	KAK4472305.1
OG0006405	SINT1_50150.1	KAK4469402.1
OG0006406	SINT1_52560.1	KAK4469487.1
OG0006407	SINT1_19630.1	KAK4475078.1
OG0006408	SINT1_74950.1	KAK4470676.1
OG0006409	SINT1_51770.1	KAK4469916.1
OG0006410	SINT1_870.1	KAK4474425.1
OG0006411	SINT1_1820.1	KAK4475080.1
OG0006412	SINT1_17780.1	KAK4474934.1
OG0006413	SINT1_89400.1	KAK4468951.1, KAK4468950.1
OG0006414	SINT1_84700.1	KAK4468882.1
OG0006415	SINT1_24520.1	KAK4473149.1
OG0006416	SINT1_60200.1	KAK4471886.1
OG0006417	SINT1_50050.1, SINT1_50030.1	KAK4469389.1
OG0006418	SINT1_8960.1	KAK4476247.1
OG0006419	SINT1_28170.1	KAK4473108.1
OG0006420	SINT1_63350.1, SINT1_63350.2	KAK4471323.1
OG0006421	SINT1_5590.1	KAK4475819.1
OG0006422	SINT1_88690.1	KAK4468514.1, KAK4468513.1
OG0006423	SINT1_81320.1	KAK4468253.1
OG0006424	SINT1_50130.1	KAK4469399.1
