Orthogroup	schistosoma_intercalatum	schmidtea_mediterranea
OG0004447	SINT1_69920.2, SINT1_69920.3, SINT1_69920.1, SINT1_69920.4	h1SMcT0020951.1, h1SMcT0020951.2
OG0004448	SINT1_3790.1	h1SMcT0009943.1, h1SMcT0009943.2, h1SMcT0009943.3, h1SMcT0009943.4, h1SMcT0009943.5
OG0004449	SINT1_32200.1, SINT1_32200.2	h1SMcT0002341.1, h1SMcT0018298.1, h1SMcT0018298.2
OG0004450	SINT1_72030.1	h1SMcT0005919.1, h1SMcT0023062.1, h1SMcT0023062.2, h1SMcT0003023.1, h1SMcT0004814.1
OG0004451	SINT1_39330.2, SINT1_39330.1	h1SMcT0001281.1
OG0004452	SINT1_70170.3, SINT1_70170.1, SINT1_70170.2	h1SMcT0015682.2, h1SMcT0015682.1, h1SMcT0015682.4, h1SMcT0015682.3
OG0004453	SINT1_25590.1	h1SMcT0005894.1, h1SMcT0005894.2, h1SMcT0005894.3
OG0004454	SINT1_62380.1, SINT1_62380.2	h1SMcT0014637.1
OG0004457	SINT1_73980.1	h1SMcT0017331.1, h1SMcT0017331.2, h1SMcT0017331.3
OG0004458	SINT1_39420.1, SINT1_39420.2	h1SMcT0006966.1, h1SMcT0006966.2
OG0004460	SINT1_60180.1	h1SMcT0004400.1, h1SMcT0011725.1
OG0004461	SINT1_70720.1	h1SMcT0021916.1
OG0004462	SINT1_62810.1	h1SMcT0011844.1, h1SMcT0000889.1, h1SMcT0023033.1
OG0004463	SINT1_26070.1	h1SMcT0022022.3, h1SMcT0022022.1, h1SMcT0022022.2
OG0004465	SINT1_54130.1, SINT1_54130.2	h1SMcT0002467.1, h1SMcT0019616.1
OG0004466	SINT1_34430.1, SINT1_34430.2	h1SMcT0003290.1
OG0004467	SINT1_31060.1	h1SMcT0008428.1, h1SMcT0016869.1
OG0004468	SINT1_39220.1, SINT1_39220.3, SINT1_39220.4, SINT1_39220.2	h1SMcT0002866.1
OG0004469	SINT1_10570.2, SINT1_10570.1, SINT1_10570.3	h1SMcT0010667.1
OG0004471	SINT1_17440.1	h1SMcT0011230.1
OG0004472	SINT1_17450.1	h1SMcT0022084.1, h1SMcT0022084.2, h1SMcT0022084.3, h1SMcT0022266.1, h1SMcT0022266.2, h1SMcT0022264.1, h1SMcT0022264.2
OG0004473	SINT1_48400.1	h1SMcT0018943.1
OG0004474	SINT1_9650.1	h1SMcT0021132.1, h1SMcT0021132.2
OG0004475	SINT1_9230.1	h1SMcT0018164.1, h1SMcT0003958.1, h1SMcT0009038.1
OG0004482	SINT1_52010.1, SINT1_52010.3, SINT1_52010.2	h1SMcT0013334.1
OG0004483	SINT1_47150.1	h1SMcT0016648.1, h1SMcT0016648.2
OG0004484	SINT1_51690.1	h1SMcT0006557.1
OG0004485	SINT1_13050.1, SINT1_13050.2	h1SMcT0013504.1, h1SMcT0013504.2
OG0004486	SINT1_86140.1	h1SMcT0005739.2
OG0004488	SINT1_65690.1, SINT1_65690.2	h1SMcT0000051.1
OG0004489	SINT1_62550.2, SINT1_62550.1, SINT1_62550.3	h1SMcT0012479.1, h1SMcT0012479.2
OG0004490	SINT1_68560.1	h1SMcT0015934.3, h1SMcT0015934.1, h1SMcT0015934.2
OG0004491	SINT1_73400.1	h1SMcT0012017.1
OG0004492	SINT1_13120.1	h1SMcT0015736.1, h1SMcT0015736.2
OG0004493	SINT1_19030.1, SINT1_12300.1	h1SMcT0021403.1
OG0004494	SINT1_59020.1	h1SMcT0011912.1, h1SMcT0011912.2
OG0004495	SINT1_89300.1	h1SMcT0010788.1, h1SMcT0010788.2
OG0004496	SINT1_54290.1	h1SMcT0012997.1
OG0004500	SINT1_68090.1	h1SMcT0007276.1, h1SMcT0007276.2
OG0004501	SINT1_76560.1, SINT1_76560.2	h1SMcT0021833.1, h1SMcT0021833.2
OG0004503	SINT1_88580.1	h1SMcT0012533.1, h1SMcT0012533.2
OG0004504	SINT1_15350.1	h1SMcT0015422.1, h1SMcT0015430.1
OG0004505	SINT1_10840.1	h1SMcT0021107.1
OG0004506	SINT1_20280.1	h1SMcT0001999.1
OG0004507	SINT1_53800.1, SINT1_53800.2, SINT1_53800.3	h1SMcT0019068.1
OG0004508	SINT1_54730.1	h1SMcT0002016.1
OG0004509	SINT1_35480.1	h1SMcT0022385.1, h1SMcT0022385.2, h1SMcT0022385.3
OG0004510	SINT1_7890.1	h1SMcT0010296.5
OG0004513	SINT1_10360.1	h1SMcT0016981.1, h1SMcT0016981.2
OG0004514	SINT1_24880.1	h1SMcT0001860.1, h1SMcT0001862.1
OG0004515	SINT1_53490.1, SINT1_53490.2	h1SMcT0003590.1, h1SMcT0017606.1, h1SMcT0017606.2
OG0004516	SINT1_16760.1, SINT1_16760.2	h1SMcT0011518.1, h1SMcT0011518.2, h1SMcT0011518.3
OG0004517	SINT1_65750.1, SINT1_65750.2, SINT1_65750.3	h1SMcT0014742.1
OG0004519	SINT1_57150.2, SINT1_57150.1, SINT1_57150.3	h1SMcT0014225.2, h1SMcT0014225.1, h1SMcT0014225.3
OG0004520	SINT1_66100.1, SINT1_66100.2	h1SMcT0019994.1
OG0004521	SINT1_11690.2, SINT1_11690.1, SINT1_11690.3	h1SMcT0001638.1, h1SMcT0001638.3, h1SMcT0001638.2
OG0004522	SINT1_15260.1	h1SMcT0017852.1, h1SMcT0012691.1, h1SMcT0012691.2, h1SMcT0012691.3
OG0004524	SINT1_21610.1	h1SMcT0008598.1
OG0004528	SINT1_24300.1	h1SMcT0007476.1, h1SMcT0008384.1, h1SMcT0008384.4, h1SMcT0008384.2, h1SMcT0008384.3
OG0004529	SINT1_48030.2, SINT1_48030.1	h1SMcT0022318.1, h1SMcT0022318.2
OG0004530	SINT1_2950.1	h1SMcT0003097.1, h1SMcT0013113.1
OG0004531	SINT1_75500.1	h1SMcT0004385.1, h1SMcT0016794.2
OG0004532	SINT1_72480.1	h1SMcT0015396.1
OG0004533	SINT1_39620.1	h1SMcT0006217.1
OG0004536	SINT1_30940.1	h1SMcT0012967.1, h1SMcT0014682.1, h1SMcT0014682.2
OG0004537	SINT1_16600.1	h1SMcT0000286.1, h1SMcT0000286.2
OG0004538	SINT1_67880.1	h1SMcT0009596.1, h1SMcT0009596.2
OG0004539	SINT1_7930.1	h1SMcT0006103.1, h1SMcT0006103.3, h1SMcT0006103.2
OG0004540	SINT1_25180.1	h1SMcT0003625.2, h1SMcT0003625.3, h1SMcT0003625.5, h1SMcT0003625.6, h1SMcT0003625.4
OG0004541	SINT1_79180.1, SINT1_79180.2	h1SMcT0013020.1, h1SMcT0013020.2, h1SMcT0013020.3
OG0004542	SINT1_3270.1	h1SMcT0017655.1, h1SMcT0017655.2, h1SMcT0000986.2, h1SMcT0000986.1, h1SMcT0000986.3, h1SMcT0000986.4
OG0004544	SINT1_67940.1	h1SMcT0010732.1, h1SMcT0011558.1, h1SMcT0022209.1, h1SMcT0006826.1, h1SMcT0015047.1
OG0004545	SINT1_88000.1	h1SMcT0020883.1
OG0004546	SINT1_76420.2, SINT1_76420.1	h1SMcT0001974.1
OG0004548	SINT1_38840.1	h1SMcT0003430.1
OG0004549	SINT1_11680.1	h1SMcT0002608.1, h1SMcT0002609.1
OG0004550	SINT1_70110.1, SINT1_70110.2, SINT1_70110.3	h1SMcT0015631.1
OG0004552	SINT1_3630.1	h1SMcT0011534.1
OG0004554	SINT1_28420.1, SINT1_28420.2, SINT1_28420.3	h1SMcT0001835.1
OG0004555	SINT1_2130.1	h1SMcT0017989.1
OG0004556	SINT1_65520.1	h1SMcT0015091.1
OG0004557	SINT1_8360.1	h1SMcT0012555.1, h1SMcT0012555.2
OG0004558	SINT1_78130.1, SINT1_78130.2	h1SMcT0009679.1, h1SMcT0009679.2
OG0004559	SINT1_24310.1	h1SMcT0011006.1, h1SMcT0011006.2
OG0004561	SINT1_60680.1	h1SMcT0013848.1, h1SMcT0015350.1
OG0004562	SINT1_20480.1	h1SMcT0004909.1, h1SMcT0022952.1, h1SMcT0017745.1, h1SMcT0017745.2
OG0004563	SINT1_73470.1	h1SMcT0006680.1
OG0004564	SINT1_90170.1	h1SMcT0006766.1, h1SMcT0009681.1, h1SMcT0009681.2, h1SMcT0009681.3
OG0004566	SINT1_41660.2, SINT1_41660.1, SINT1_41660.3	h1SMcT0014096.1
OG0004567	SINT1_31370.1, SINT1_31370.2	h1SMcT0008190.2, h1SMcT0008190.4
OG0004568	SINT1_28460.1	h1SMcT0017258.1, h1SMcT0010989.2, h1SMcT0010989.1, h1SMcT0010989.3
OG0004569	SINT1_14550.1	h1SMcT0013637.1
OG0004570	SINT1_48540.1	h1SMcT0007907.1, h1SMcT0022058.1
OG0004573	SINT1_74070.1	h1SMcT0017203.1, h1SMcT0017203.2, h1SMcT0010215.1, h1SMcT0010215.2
OG0004574	SINT1_22110.1, SINT1_22110.3, SINT1_22110.2	h1SMcT0013942.1, h1SMcT0013942.2
OG0004575	SINT1_44680.1	h1SMcT0022631.1, h1SMcT0022631.2
OG0004576	SINT1_23360.1, SINT1_23360.2	h1SMcT0013884.1
OG0004577	SINT1_75670.1	h1SMcT0019065.1
OG0004578	SINT1_21380.1	h1SMcT0012234.1
OG0004579	SINT1_65470.1	h1SMcT0022432.1, h1SMcT0022432.2
OG0004580	SINT1_34680.1	h1SMcT0001249.1
OG0004581	SINT1_44440.1	h1SMcT0002775.1, h1SMcT0002775.2
OG0004582	SINT1_60100.1	h1SMcT0014634.1, h1SMcT0014634.2
OG0004583	SINT1_33250.2, SINT1_33250.1	h1SMcT0014191.1
OG0004584	SINT1_74620.1	h1SMcT0018323.1, h1SMcT0018323.2, h1SMcT0006210.1, h1SMcT0000872.1, h1SMcT0000872.5, h1SMcT0000872.3, h1SMcT0000872.4, h1SMcT0000872.2
OG0004585	SINT1_22390.1	h1SMcT0018314.1
OG0004586	SINT1_18630.1	h1SMcT0009302.1, h1SMcT0009302.2
OG0004587	SINT1_71940.1	h1SMcT0000029.1, h1SMcT0000029.2
OG0004588	SINT1_75360.1, SINT1_75360.2, SINT1_75360.3	h1SMcT0022231.1
OG0004589	SINT1_1350.1, SINT1_1350.2	h1SMcT0014193.1, h1SMcT0014193.2, h1SMcT0014193.3
OG0004590	SINT1_92180.1	h1SMcT0002416.1, h1SMcT0002416.2
OG0004591	SINT1_11280.1	h1SMcT0001433.1
OG0004592	SINT1_83760.1	h1SMcT0015220.2, h1SMcT0015222.2, h1SMcT0015222.4, h1SMcT0015222.1, h1SMcT0015222.5, h1SMcT0015222.3
OG0004594	SINT1_74830.1	h1SMcT0021200.1
OG0004595	SINT1_20980.1	h1SMcT0014074.2, h1SMcT0014074.3, h1SMcT0014074.4, h1SMcT0014074.1, h1SMcT0014064.1
OG0004596	SINT1_62450.1, SINT1_62450.2	h1SMcT0009772.1, h1SMcT0008500.1, h1SMcT0008500.2
OG0004598	SINT1_32860.1	h1SMcT0008192.3, h1SMcT0008192.2, h1SMcT0008192.1, h1SMcT0008192.4
OG0004599	SINT1_11730.1, SINT1_11730.2, SINT1_11730.3	h1SMcT0007056.1, h1SMcT0007056.2
OG0004601	SINT1_2630.1	h1SMcT0009030.1
OG0004602	SINT1_41620.1	h1SMcT0000560.3, h1SMcT0000560.4, h1SMcT0000560.2, h1SMcT0000560.1
OG0004603	SINT1_46620.1	h1SMcT0022431.1, h1SMcT0022431.3, h1SMcT0022431.4, h1SMcT0022431.2, h1SMcT0022431.5
OG0004606	SINT1_9110.1	h1SMcT0020827.1
OG0004609	SINT1_26900.1	h1SMcT0004876.1, h1SMcT0010694.1
OG0004610	SINT1_69390.1	h1SMcT0016891.1
OG0004611	SINT1_61800.1, SINT1_61800.2	h1SMcT0022530.1, h1SMcT0022530.2
OG0004612	SINT1_68450.1	h1SMcT0006057.1, h1SMcT0004223.1, h1SMcT0004224.1, h1SMcT0016171.1, h1SMcT0016171.2, h1SMcT0021521.1
OG0004613	SINT1_90310.1	h1SMcT0021680.1, h1SMcT0021680.2, h1SMcT0021680.3, h1SMcT0021680.4
OG0004614	SINT1_77780.3, SINT1_77780.2, SINT1_77780.4, SINT1_77780.5, SINT1_77780.1	h1SMcT0021663.3, h1SMcT0021663.1, h1SMcT0021663.2
OG0004616	SINT1_48190.1, SINT1_48190.2, SINT1_48190.3	h1SMcT0000692.1
OG0004619	SINT1_42810.1, SINT1_42810.2	h1SMcT0011400.1
OG0004620	SINT1_28160.1	h1SMcT0006731.1, h1SMcT0006731.2, h1SMcT0006731.3
OG0004621	SINT1_95920.1, SINT1_95940.1, SINT1_94780.1, SINT1_95980.1	h1SMcT0008764.1, h1SMcT0008764.2, h1SMcT0008764.3
OG0004622	SINT1_74860.1	h1SMcT0008092.1
OG0004623	SINT1_38580.2, SINT1_38580.3, SINT1_38580.1	h1SMcT0001944.1
OG0004624	SINT1_42130.1	h1SMcT0021753.1
OG0004625	SINT1_66520.3, SINT1_66520.1, SINT1_66520.2	h1SMcT0001163.1, h1SMcT0001163.2, h1SMcT0001163.3
OG0004626	SINT1_88530.1	h1SMcT0011062.1, h1SMcT0011062.4, h1SMcT0011062.2, h1SMcT0011062.3
OG0004627	SINT1_40780.1	h1SMcT0014728.1, h1SMcT0014728.2
OG0004628	SINT1_35240.1	h1SMcT0022637.1, h1SMcT0022637.3, h1SMcT0022637.2, h1SMcT0022637.6, h1SMcT0022637.4, h1SMcT0022637.7, h1SMcT0022637.5
OG0004630	SINT1_91730.1	h1SMcT0000977.1
OG0004631	SINT1_62970.1	h1SMcT0010508.1
OG0004632	SINT1_65190.1	h1SMcT0013480.1, h1SMcT0014393.1, h1SMcT0011974.1, h1SMcT0014165.1
OG0004633	SINT1_15560.1	h1SMcT0004538.1, h1SMcT0003809.1, h1SMcT0003826.2, h1SMcT0003826.1, h1SMcT0003826.3
OG0004634	SINT1_87470.1	h1SMcT0017885.1
OG0004635	SINT1_47660.1, SINT1_47660.2	h1SMcT0013973.1
OG0004636	SINT1_13360.3, SINT1_13360.1, SINT1_13360.2	h1SMcT0010152.1
OG0004638	SINT1_10520.1	h1SMcT0002741.1
OG0004639	SINT1_83470.2, SINT1_83470.1, SINT1_83470.3	h1SMcT0020623.4
OG0004640	SINT1_27100.1, SINT1_27080.1, SINT1_27090.1	h1SMcT0016858.1, h1SMcT0016858.2
OG0004641	SINT1_51000.1	h1SMcT0017632.1
OG0004642	SINT1_46600.1, SINT1_46600.2	h1SMcT0014788.1, h1SMcT0014788.2
OG0004643	SINT1_10500.1	h1SMcT0004019.1
OG0004644	SINT1_64450.1	h1SMcT0015352.1
OG0004645	SINT1_86600.1	h1SMcT0016254.1, h1SMcT0016254.2
OG0004646	SINT1_74040.1	h1SMcT0000884.1
OG0004647	SINT1_12750.1	h1SMcT0008602.1
OG0004649	SINT1_34110.1	h1SMcT0018935.1
OG0004651	SINT1_11610.1	h1SMcT0009225.1
OG0004652	SINT1_56950.1, SINT1_56950.2	h1SMcT0015014.1, h1SMcT0015014.2, h1SMcT0015014.3
OG0004653	SINT1_87140.1	h1SMcT0021669.1
OG0004654	SINT1_78100.1	h1SMcT0001251.1
OG0004655	SINT1_20860.1, SINT1_20860.2	h1SMcT0008329.1
OG0004656	SINT1_91170.1, SINT1_91170.2	h1SMcT0010287.11, h1SMcT0010287.2, h1SMcT0010287.6, h1SMcT0010287.3, h1SMcT0010287.9, h1SMcT0010287.7, h1SMcT0010287.4
OG0004658	SINT1_7440.1	h1SMcT0005622.1, h1SMcT0005520.1, h1SMcT0005606.1, h1SMcT0007435.1
OG0004663	SINT1_87390.1, SINT1_87390.2	h1SMcT0013220.1
OG0004664	SINT1_53090.1	h1SMcT0020199.1
OG0004665	SINT1_71270.2, SINT1_71270.1	h1SMcT0002493.1, h1SMcT0007014.1, h1SMcT0018312.1, h1SMcT0002309.1, h1SMcT0016111.1
OG0004674	SINT1_31380.2, SINT1_31380.3, SINT1_31380.4, SINT1_31380.1	h1SMcT0006218.1
OG0004690	SINT1_94230.1, SINT1_94230.2, SINT1_94230.3, SINT1_94230.4	h1SMcT0000459.1, h1SMcT0000459.2
OG0004691	SINT1_91840.3, SINT1_91840.2, SINT1_91840.1	h1SMcT0012119.1, h1SMcT0012119.2
OG0004692	SINT1_13290.1	h1SMcT0009821.1
OG0004693	SINT1_88370.1	h1SMcT0017411.1
OG0004695	SINT1_51120.1, SINT1_51120.2	h1SMcT0009269.1, h1SMcT0014298.1, h1SMcT0008365.3, h1SMcT0008365.1, h1SMcT0008365.2
OG0004697	SINT1_75170.1	h1SMcT0000447.1
OG0004698	SINT1_29690.1	h1SMcT0003060.1, h1SMcT0003060.2, h1SMcT0000772.2, h1SMcT0018728.1
OG0004699	SINT1_78560.1	h1SMcT0000910.1, h1SMcT0000910.2
OG0004700	SINT1_90830.1	h1SMcT0002501.1, h1SMcT0002501.2, h1SMcT0002501.3
OG0004702	SINT1_32470.1	h1SMcT0020362.1, h1SMcT0022755.1
OG0004704	SINT1_72440.2, SINT1_72440.1, SINT1_72440.3	h1SMcT0021919.1, h1SMcT0021919.2
OG0004705	SINT1_59500.1	h1SMcT0004593.1
OG0004706	SINT1_60420.1, SINT1_60420.2	h1SMcT0006399.1, h1SMcT0006399.2
OG0004709	SINT1_86770.1, SINT1_86770.2	h1SMcT0013929.3, h1SMcT0013929.1, h1SMcT0013929.4, h1SMcT0013929.2
OG0004711	SINT1_92130.1	h1SMcT0011120.1, h1SMcT0011120.3, h1SMcT0011120.2
OG0004712	SINT1_61180.1, SINT1_61180.2	h1SMcT0014312.1
OG0004713	SINT1_12730.1	h1SMcT0014894.1, h1SMcT0018063.1, h1SMcT0018063.2, h1SMcT0018431.1, h1SMcT0018431.2, h1SMcT0022442.1
OG0004716	SINT1_60380.1	h1SMcT0022548.1, h1SMcT0022548.2
OG0004717	SINT1_86980.1	h1SMcT0019685.1, h1SMcT0019685.2, h1SMcT0019685.3
OG0004718	SINT1_34960.1	h1SMcT0022405.1, h1SMcT0022405.2
OG0004719	SINT1_76360.1	h1SMcT0002152.1, h1SMcT0014599.1
OG0004720	SINT1_66920.1	h1SMcT0006080.1
OG0004721	SINT1_67640.1	h1SMcT0020413.1, h1SMcT0020413.3, h1SMcT0020413.2
OG0004722	SINT1_47180.1	h1SMcT0021469.1, h1SMcT0021469.2, h1SMcT0022722.1, h1SMcT0022722.2
OG0004723	SINT1_45280.1, SINT1_45290.1	h1SMcT0021144.1, h1SMcT0021144.3, h1SMcT0021144.2
OG0004725	SINT1_93810.1, SINT1_93810.2	h1SMcT0011447.1
OG0004726	SINT1_69690.1	h1SMcT0017044.1, h1SMcT0017046.1
OG0004727	SINT1_72410.1, SINT1_72410.2	h1SMcT0004773.1
OG0004728	SINT1_81610.4, SINT1_81610.1, SINT1_81610.2, SINT1_81610.3, SINT1_81610.5, SINT1_81610.6	h1SMcT0021563.1, h1SMcT0021563.2
OG0004729	SINT1_8080.1, SINT1_8080.2	h1SMcT0001801.1, h1SMcT0001801.2
OG0004730	SINT1_86830.1, SINT1_86830.2	h1SMcT0011027.1
OG0004731	SINT1_21230.1	h1SMcT0020430.1, h1SMcT0020430.2
OG0004732	SINT1_8830.1, SINT1_8820.1	h1SMcT0012943.3, h1SMcT0012943.1, h1SMcT0012943.2
OG0004733	SINT1_67170.1	h1SMcT0006113.1
OG0004734	SINT1_45130.1	h1SMcT0021062.1
OG0004735	SINT1_20770.1	h1SMcT0010546.1, h1SMcT0013022.1
OG0004736	SINT1_72840.1	h1SMcT0008493.1, h1SMcT0001345.1, h1SMcT0001438.1
OG0004737	SINT1_6570.1	h1SMcT0013502.1
OG0004738	SINT1_3740.1	h1SMcT0004738.1
OG0004740	SINT1_55200.1, SINT1_55200.2	h1SMcT0005114.1, h1SMcT0005114.2, h1SMcT0005114.3
OG0004741	SINT1_77040.1	h1SMcT0014776.1, h1SMcT0019322.1, h1SMcT0019322.2
OG0004742	SINT1_85260.1	h1SMcT0014406.1, h1SMcT0014406.2
OG0004745	SINT1_19410.1	h1SMcT0006993.1
OG0004746	SINT1_53400.1	h1SMcT0013804.1, h1SMcT0013804.2, h1SMcT0013804.3
OG0004748	SINT1_19420.3, SINT1_19420.1, SINT1_19420.2	h1SMcT0013212.1, h1SMcT0022348.1, h1SMcT0022348.2
OG0004750	SINT1_25740.1, SINT1_25740.2	h1SMcT0015397.1, h1SMcT0015397.2
OG0004751	SINT1_60330.1	h1SMcT0008322.1
OG0004752	SINT1_12380.1	h1SMcT0004622.1, h1SMcT0004622.3, h1SMcT0004622.2
OG0004753	SINT1_7530.1	h1SMcT0009220.1, h1SMcT0009353.1, h1SMcT0009353.2
OG0004754	SINT1_56960.1, SINT1_56960.2	h1SMcT0005435.1
OG0004755	SINT1_89940.1, SINT1_89940.2	h1SMcT0014946.1, h1SMcT0014949.1
OG0004757	SINT1_94130.1	h1SMcT0004602.1, h1SMcT0004602.2
OG0004759	SINT1_23950.1	h1SMcT0008069.1, h1SMcT0008070.1, h1SMcT0008071.1, h1SMcT0008073.1, h1SMcT0008073.2, h1SMcT0008074.1
OG0004760	SINT1_58410.1	h1SMcT0014379.1
OG0004761	SINT1_12990.1	h1SMcT0012184.1, h1SMcT0012184.2
OG0004762	SINT1_93090.1	h1SMcT0020187.1
OG0004763	SINT1_69230.1, SINT1_69230.2, SINT1_69230.3	h1SMcT0005763.1, h1SMcT0005763.2
OG0004765	SINT1_33000.1	h1SMcT0017761.5
OG0004766	SINT1_61080.1	h1SMcT0000497.1, h1SMcT0014626.1, h1SMcT0014626.2, h1SMcT0008510.1
OG0004767	SINT1_40520.1	h1SMcT0009511.1
OG0004768	SINT1_3690.1, SINT1_3690.2, SINT1_3690.3	h1SMcT0003239.1
OG0004769	SINT1_36640.1	h1SMcT0004799.1, h1SMcT0004800.1, h1SMcT0004799.2
OG0004770	SINT1_63790.1	h1SMcT0021618.1
OG0004771	SINT1_49300.1	h1SMcT0000016.1
OG0004772	SINT1_92000.1	h1SMcT0003159.1, h1SMcT0003159.2
OG0004773	SINT1_30400.1	h1SMcT0017199.1, h1SMcT0017199.2
OG0004774	SINT1_71960.1, SINT1_71960.2	h1SMcT0006206.1, h1SMcT0006206.2, h1SMcT0006206.3
OG0004775	SINT1_42390.1, SINT1_42390.2	h1SMcT0021015.1, h1SMcT0002529.1, h1SMcT0002529.2, h1SMcT0010127.1, h1SMcT0020023.1, h1SMcT0021749.1
OG0004777	SINT1_73900.1, SINT1_73900.2	h1SMcT0008652.1, h1SMcT0008652.2
OG0004778	SINT1_55070.1	h1SMcT0017983.1
OG0004780	SINT1_12340.1	h1SMcT0001804.1
OG0004782	SINT1_73770.1	h1SMcT0000885.3
OG0004783	SINT1_79910.1, SINT1_79910.2	h1SMcT0004613.1
OG0004784	SINT1_80980.2, SINT1_80980.1	h1SMcT0018291.1
OG0004785	SINT1_82640.1	h1SMcT0019128.1, h1SMcT0019129.1
OG0004786	SINT1_46530.1	h1SMcT0009697.1
OG0004787	SINT1_55480.1	h1SMcT0007257.1
OG0004788	SINT1_87320.1	h1SMcT0002267.1, h1SMcT0002267.2
OG0004789	SINT1_61860.1, SINT1_61850.1	h1SMcT0003793.1, h1SMcT0022167.1
OG0004792	SINT1_53140.1	h1SMcT0015678.1
OG0004793	SINT1_71310.1, SINT1_71310.2	h1SMcT0019942.1
OG0004794	SINT1_69870.1	h1SMcT0008451.1, h1SMcT0008451.2
OG0004795	SINT1_32150.1	h1SMcT0005444.1, h1SMcT0007554.2, h1SMcT0007554.3
OG0004796	SINT1_19040.5, SINT1_19040.1, SINT1_19040.2, SINT1_19040.3, SINT1_19040.4	h1SMcT0020777.1
OG0004797	SINT1_94140.1	h1SMcT0018601.1
OG0004798	SINT1_11560.1	h1SMcT0019235.1
OG0004800	SINT1_19000.2, SINT1_19000.1, SINT1_19000.3	h1SMcT0010710.1, h1SMcT0010710.3, h1SMcT0010710.2
OG0004802	SINT1_63510.1	h1SMcT0022174.1
OG0004803	SINT1_58780.1	h1SMcT0021851.1
OG0004804	SINT1_16230.1, SINT1_16230.2	h1SMcT0004621.1
OG0004805	SINT1_3710.1	h1SMcT0002409.1
OG0004806	SINT1_51790.1	h1SMcT0014744.1
OG0004808	SINT1_75310.1	h1SMcT0020058.1, h1SMcT0020249.1, h1SMcT0020249.2, h1SMcT0020249.3, h1SMcT0020249.5, h1SMcT0020249.4
OG0004809	SINT1_50240.1	h1SMcT0015223.1
OG0004810	SINT1_93130.1	h1SMcT0014150.1, h1SMcT0014150.2, h1SMcT0014150.3, h1SMcT0014150.4, h1SMcT0014150.5
OG0004812	SINT1_33210.1	h1SMcT0004165.1, h1SMcT0015684.1
OG0004813	SINT1_88820.1	h1SMcT0020840.1
OG0004814	SINT1_5730.1, SINT1_5730.2	h1SMcT0012561.1
OG0004815	SINT1_59280.1	h1SMcT0010428.1
OG0004816	SINT1_75320.1	h1SMcT0002315.1, h1SMcT0018363.1
OG0004817	SINT1_80130.1	h1SMcT0009138.1, h1SMcT0009138.2
OG0004818	SINT1_91050.3, SINT1_91050.1, SINT1_91050.2	h1SMcT0010434.1
OG0004819	SINT1_77200.1	h1SMcT0010603.1, h1SMcT0010603.2, h1SMcT0010603.3, h1SMcT0010603.4, h1SMcT0010603.5
OG0004820	SINT1_33750.1, SINT1_33750.2	h1SMcT0007769.1
OG0004821	SINT1_45400.1	h1SMcT0013905.1
OG0004822	SINT1_23800.1	h1SMcT0018404.1
OG0004823	SINT1_57750.1	h1SMcT0000127.9, h1SMcT0000127.5, h1SMcT0000127.8
OG0004824	SINT1_72320.1, SINT1_72320.2	h1SMcT0010851.1
OG0004825	SINT1_59710.1	h1SMcT0008584.1
OG0004826	SINT1_79690.1	h1SMcT0001102.1, h1SMcT0001102.3, h1SMcT0001102.2
OG0004829	SINT1_38190.1	h1SMcT0014804.1
OG0004830	SINT1_65540.1	h1SMcT0005592.1, h1SMcT0005592.2, h1SMcT0001882.2, h1SMcT0001882.3
OG0004831	SINT1_28230.1	h1SMcT0013193.1, h1SMcT0008742.2, h1SMcT0008742.1, h1SMcT0008742.3
OG0004832	SINT1_36510.1	h1SMcT0005769.1
OG0004834	SINT1_31920.1	h1SMcT0013622.1
OG0004835	SINT1_25170.1	h1SMcT0012622.2, h1SMcT0012622.1, h1SMcT0012622.3
OG0004836	SINT1_84120.1, SINT1_84120.2	h1SMcT0004584.1
OG0004837	SINT1_14270.2, SINT1_14270.1	h1SMcT0002286.1, h1SMcT0002297.1, h1SMcT0002297.2
OG0004840	SINT1_51330.1	h1SMcT0022092.1, h1SMcT0022092.2
OG0004841	SINT1_64940.1	h1SMcT0000842.1, h1SMcT0000842.3, h1SMcT0000842.2
OG0004842	SINT1_71720.1, SINT1_71720.2	h1SMcT0003196.2
OG0004843	SINT1_37560.1	h1SMcT0020402.1, h1SMcT0020403.1, h1SMcT0020403.2
OG0004844	SINT1_1870.1	h1SMcT0008441.1, h1SMcT0008441.2, h1SMcT0008441.3, h1SMcT0012750.1, h1SMcT0017066.1, h1SMcT0017066.2
OG0004845	SINT1_1880.1, SINT1_1880.2, SINT1_1880.4, SINT1_1880.5, SINT1_1880.3	h1SMcT0011668.1
OG0004846	SINT1_77890.1, SINT1_77890.2	h1SMcT0003195.1
OG0004847	SINT1_68950.1	h1SMcT0004461.1, h1SMcT0012810.1
OG0004848	SINT1_13870.1, SINT1_13870.2	h1SMcT0018330.1
OG0004849	SINT1_45780.1	h1SMcT0008354.1, h1SMcT0008354.2, h1SMcT0015689.1, h1SMcT0015689.2
OG0004850	SINT1_63770.1	h1SMcT0012295.1
OG0004853	SINT1_25050.1	h1SMcT0006400.1, h1SMcT0006400.3, h1SMcT0006400.4, h1SMcT0006400.2, h1SMcT0006400.5
OG0004854	SINT1_89990.1	h1SMcT0016417.6, h1SMcT0021182.1, h1SMcT0021182.2
