Orthogroup	schistosoma_intercalatum	schistosoma_turkestanicum
OG0006585	SINT1_18170.2, SINT1_18170.1	STRK1_2720.1
OG0006586	SINT1_37420.1	STRK1_33600.1
OG0006588	SINT1_13960.1	STRK1_11380.1
OG0006589	SINT1_21550.1	STRK1_19850.1
OG0006590	SINT1_21530.1	STRK1_19870.1
OG0006591	SINT1_71420.1	STRK1_70130.1
OG0006592	SINT1_83120.1, SINT1_83120.2	STRK1_81710.1, STRK1_81710.2
OG0006593	SINT1_69980.1	STRK1_68660.1
OG0006594	SINT1_51760.2, SINT1_51760.3, SINT1_51760.1	STRK1_46220.1
OG0006595	SINT1_53420.1	STRK1_47840.1
OG0006596	SINT1_77640.1	STRK1_76440.1
OG0006597	SINT1_76500.1	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3
OG0006598	SINT1_92300.1	STRK1_94760.1
OG0006599	SINT1_23500.1	STRK1_22030.1
OG0006600	SINT1_77960.1	STRK1_77360.1
OG0006601	SINT1_51720.1	STRK1_46180.1
OG0006602	SINT1_25250.1	STRK1_23050.1
OG0006603	SINT1_91060.1	STRK1_91570.1
OG0006604	SINT1_55600.1	STRK1_53680.1
OG0006605	SINT1_18800.1, SINT1_18800.2	STRK1_2130.1, STRK1_2130.2, STRK1_2140.1
OG0006606	SINT1_72130.1	STRK1_71790.1
OG0006607	SINT1_26390.1	STRK1_26460.1
OG0006608	SINT1_20970.1	STRK1_19000.1
OG0006609	SINT1_84640.1	STRK1_83720.1
OG0006610	SINT1_79480.1	STRK1_79040.1
OG0006611	SINT1_91460.1	STRK1_92280.1, STRK1_92290.1
OG0006613	SINT1_55950.1	STRK1_54020.1
OG0006614	SINT1_65090.1	STRK1_63300.1
OG0006615	SINT1_34210.1	STRK1_27510.1
OG0006616	SINT1_70360.1	STRK1_69050.1
OG0006617	SINT1_68960.1	STRK1_101690.1
OG0006618	SINT1_37060.1, SINT1_37060.2	STRK1_27990.1
OG0006619	SINT1_24240.1	STRK1_24820.1, STRK1_98160.1
OG0006620	SINT1_2020.1	STRK1_1510.1
OG0006621	SINT1_90700.1, SINT1_90700.2	STRK1_89830.1, STRK1_89820.1
OG0006622	SINT1_16500.1, SINT1_16490.1	STRK1_14660.1
OG0006623	SINT1_65700.1, SINT1_96620.1, SINT1_96630.1	STRK1_62780.1
OG0006624	SINT1_34700.1	STRK1_35610.1
OG0006625	SINT1_61430.1	STRK1_65570.1
OG0006626	SINT1_32550.1, SINT1_32570.1	STRK1_27870.1, STRK1_33800.1
OG0006627	SINT1_56280.1	STRK1_54330.1
OG0006628	SINT1_90780.2, SINT1_90780.1	STRK1_89760.1
OG0006629	SINT1_74540.1	STRK1_73420.1
OG0006631	SINT1_51270.1	STRK1_52660.1, STRK1_52670.1
OG0006632	SINT1_39200.1	STRK1_41310.1, STRK1_41320.1
OG0006633	SINT1_69030.1	STRK1_67700.1
OG0006634	SINT1_40960.1	STRK1_39090.1
OG0006635	SINT1_7090.1, SINT1_7090.2, SINT1_7090.3	STRK1_15510.1
OG0006636	SINT1_24910.1	STRK1_23470.1
OG0006637	SINT1_43240.1, SINT1_43240.2	STRK1_40700.1
OG0006639	SINT1_78880.1	STRK1_77950.1
OG0006640	SINT1_9150.1	STRK1_11960.1, STRK1_11960.2
OG0006641	SINT1_74850.1	STRK1_75920.1
OG0006642	SINT1_64030.1	STRK1_61670.1
OG0006643	SINT1_57950.1	STRK1_55700.1
OG0006644	SINT1_24660.1	STRK1_24190.1, STRK1_24190.2
OG0006645	SINT1_60720.1	STRK1_60290.1
OG0006646	SINT1_51540.1	STRK1_51960.1
OG0006647	SINT1_65680.1	STRK1_62760.1
OG0006648	SINT1_65630.1, SINT1_65640.1	STRK1_62710.1, STRK1_62720.1
OG0006649	SINT1_71520.1, SINT1_71520.2, SINT1_71520.3	STRK1_100890.1, STRK1_100890.2, STRK1_100890.3, STRK1_100890.4
OG0006650	SINT1_47420.1	STRK1_96230.1
OG0006651	SINT1_12660.1, SINT1_12660.2	STRK1_7910.1
OG0006652	SINT1_23960.1	STRK1_22420.1
OG0006653	SINT1_63910.1	STRK1_58550.1
OG0006654	SINT1_65670.1	STRK1_62750.1
OG0006655	SINT1_34350.1	STRK1_27680.1
OG0006656	SINT1_34340.1	STRK1_27690.1, STRK1_27690.2
OG0006657	SINT1_25400.1	STRK1_22830.1
OG0006658	SINT1_76200.1	STRK1_74490.1
OG0006659	SINT1_35100.1	STRK1_36000.1
OG0006660	SINT1_83850.1, SINT1_83850.2	STRK1_82540.1
OG0006661	SINT1_71710.1	STRK1_70400.1
OG0006663	SINT1_41940.1, SINT1_41940.2	STRK1_41580.1
OG0006664	SINT1_50930.1	STRK1_52300.1
OG0006665	SINT1_36540.1	STRK1_31340.1
OG0006666	SINT1_1290.1	STRK1_840.1
OG0006667	SINT1_6940.1	STRK1_6350.1
OG0006668	SINT1_24650.1	STRK1_24180.1
OG0006669	SINT1_14300.1	STRK1_5470.1
OG0006670	SINT1_70270.1	STRK1_68940.1
OG0006671	SINT1_77840.1	STRK1_77540.1
OG0006672	SINT1_18060.1	STRK1_4210.1
OG0006673	SINT1_20390.1, SINT1_20390.2	STRK1_18500.1
OG0006674	SINT1_78810.1	STRK1_76480.1
OG0006675	SINT1_22650.1	STRK1_20950.1
OG0006676	SINT1_73310.1	STRK1_75660.1
OG0006678	SINT1_46890.1	STRK1_44970.1
OG0006679	SINT1_32340.1	STRK1_31490.1, STRK1_31490.2
OG0006680	SINT1_12080.1	STRK1_5680.1, STRK1_5680.2
OG0006681	SINT1_60590.1	STRK1_60140.1
OG0006682	SINT1_82780.1	STRK1_81390.1
OG0006683	SINT1_21440.1	STRK1_19680.1
OG0006684	SINT1_18400.1, SINT1_18400.2	STRK1_2570.1
OG0006685	SINT1_33820.1	STRK1_34980.1
OG0006686	SINT1_53290.1, SINT1_53290.2	STRK1_47690.1
OG0006687	SINT1_87270.1	STRK1_85430.1
OG0006688	SINT1_58720.1	STRK1_57340.1, STRK1_101960.1
OG0006690	SINT1_60600.1	STRK1_60150.1
OG0006691	SINT1_75510.1	STRK1_71110.1
OG0006692	SINT1_4370.1	STRK1_15860.1
OG0006693	SINT1_23510.1, SINT1_23510.2	STRK1_22040.1
OG0006694	SINT1_76860.1, SINT1_76860.2	STRK1_72610.1
OG0006695	SINT1_63270.1	STRK1_63800.1, STRK1_63800.2
OG0006696	SINT1_85480.1, SINT1_85480.2	STRK1_84020.1
OG0006697	SINT1_30750.1	STRK1_29340.1
OG0006698	SINT1_41820.1	STRK1_41810.1, STRK1_41810.2, STRK1_41810.3, STRK1_41810.4
OG0006699	SINT1_70380.1	STRK1_69090.1
OG0006700	SINT1_39680.1	STRK1_38010.1, STRK1_38010.2
OG0006701	SINT1_49390.1	STRK1_49830.1
OG0006702	SINT1_89490.1	STRK1_87320.1
OG0006703	SINT1_7710.1	STRK1_7410.1
OG0006704	SINT1_35280.1	STRK1_36480.1
OG0006705	SINT1_56660.1, SINT1_56660.2	STRK1_53000.1
OG0006706	SINT1_40930.1	STRK1_39060.4, STRK1_39060.3, STRK1_39060.1, STRK1_39060.2
OG0006707	SINT1_30550.1	STRK1_29520.1
OG0006709	SINT1_20020.1	STRK1_18070.1, STRK1_18070.2
OG0006711	SINT1_64340.1	STRK1_61930.1
OG0006712	SINT1_82950.1	STRK1_81530.1
OG0006714	SINT1_22820.1	STRK1_21570.1
OG0006715	SINT1_43860.1	STRK1_40080.1
OG0006716	SINT1_45700.1	STRK1_108360.1, STRK1_43580.1
OG0006717	SINT1_89610.1	STRK1_87170.1
OG0006718	SINT1_22710.1, SINT1_22710.2	STRK1_21040.1
OG0006719	SINT1_46190.1, SINT1_46190.2	STRK1_44060.1, STRK1_44060.2
OG0006720	SINT1_26920.1	STRK1_25960.1
OG0006721	SINT1_12860.1, SINT1_12860.2	STRK1_8070.1
OG0006722	SINT1_28680.2, SINT1_28680.1	STRK1_27240.1
OG0006723	SINT1_45710.1, SINT1_45710.2	STRK1_43570.1
OG0006724	SINT1_3230.1	STRK1_16830.1
OG0006725	SINT1_62050.1	STRK1_59620.1
OG0006726	SINT1_62480.1	STRK1_59260.1
OG0006727	SINT1_78970.1	STRK1_78090.1
OG0006728	SINT1_93300.1	STRK1_94560.1
OG0006729	SINT1_93840.1	STRK1_93000.1
OG0006730	SINT1_31740.1	STRK1_32040.1
OG0006731	SINT1_85910.1, SINT1_85910.2	STRK1_85010.1
OG0006732	SINT1_63860.1	STRK1_58610.1
OG0006733	SINT1_10250.1	STRK1_110720.1, STRK1_55240.1, STRK1_55210.1, STRK1_55240.2
OG0006734	SINT1_90320.1	STRK1_89180.1
OG0006735	SINT1_63000.1, SINT1_63000.2	STRK1_64120.1
OG0006736	SINT1_72540.1	STRK1_71380.1
OG0006737	SINT1_2190.1	STRK1_84760.1, STRK1_84760.2
OG0006738	SINT1_45350.3, SINT1_45350.1, SINT1_45350.2	STRK1_42260.1
OG0006739	SINT1_21260.1	STRK1_19310.1, STRK1_19310.2, STRK1_19310.3
OG0006740	SINT1_80940.1	STRK1_80100.1
OG0006741	SINT1_13770.1	STRK1_11570.1
OG0006742	SINT1_11190.1	STRK1_10360.1, STRK1_10360.2
OG0006743	SINT1_50080.1	STRK1_49090.1
OG0006744	SINT1_86000.1	STRK1_84950.1
OG0006745	SINT1_83000.1	STRK1_81590.1
OG0006747	SINT1_79890.1	STRK1_78390.1, STRK1_81730.1, STRK1_81740.1
OG0006748	SINT1_11130.1	STRK1_10290.1, STRK1_10290.2, STRK1_10300.1, STRK1_10300.2
OG0006749	SINT1_37250.1, SINT1_37250.2	STRK1_33750.1
OG0006750	SINT1_90250.1	STRK1_89110.1
OG0006751	SINT1_56790.1	STRK1_102940.1, STRK1_111500.1, STRK1_111510.1
OG0006752	SINT1_13470.1	STRK1_11830.1
OG0006753	SINT1_68100.1	STRK1_66750.1
OG0006754	SINT1_49150.1, SINT1_49150.2	STRK1_49910.1
OG0006755	SINT1_65180.1	STRK1_63410.1
OG0006756	SINT1_85020.1	STRK1_83300.1
OG0006757	SINT1_7450.1, SINT1_7450.2	STRK1_7190.1, STRK1_7210.1
OG0006758	SINT1_63490.1	STRK1_63600.1
OG0006759	SINT1_10710.1	STRK1_9880.1
OG0006760	SINT1_63300.1	STRK1_63760.1
OG0006762	SINT1_92090.1	STRK1_92080.1
OG0006763	SINT1_18660.1	STRK1_2300.2, STRK1_2300.1
OG0006764	SINT1_73060.1	STRK1_75360.1
OG0006765	SINT1_85490.1, SINT1_85490.2	STRK1_102060.1, STRK1_102060.2, STRK1_84010.1
OG0006766	SINT1_84860.1	STRK1_83440.1
OG0006767	SINT1_84980.1	STRK1_83540.1
OG0006768	SINT1_7850.1	STRK1_13130.1, STRK1_13130.2
OG0006769	SINT1_73270.1	STRK1_75610.1
OG0006771	SINT1_8270.1	STRK1_12710.1
OG0006772	SINT1_67510.1	STRK1_65700.1, STRK1_102730.1
OG0006773	SINT1_76220.1	STRK1_74510.1
OG0006774	SINT1_19520.1	STRK1_1880.1
OG0006775	SINT1_59130.1, SINT1_59130.2	STRK1_56930.1
OG0006776	SINT1_64230.1	STRK1_61830.1
OG0006777	SINT1_17540.1	STRK1_13740.1
OG0006779	SINT1_49740.1	STRK1_49430.1
OG0006780	SINT1_81890.1	STRK1_93860.1
OG0006781	SINT1_40380.1	STRK1_38590.1, STRK1_38590.2, STRK1_38590.3
OG0006782	SINT1_68130.1, SINT1_68130.2	STRK1_66780.1
OG0006783	SINT1_17210.1	STRK1_14040.1
OG0006784	SINT1_3850.1	STRK1_16270.1
OG0006785	SINT1_78230.1, SINT1_78230.2, SINT1_78230.3	STRK1_61060.1
OG0006786	SINT1_21130.1	STRK1_19430.1
OG0006787	SINT1_33380.1	STRK1_34600.1
OG0006788	SINT1_64750.1	STRK1_62360.1
OG0006789	SINT1_13440.1	STRK1_11860.1
OG0006790	SINT1_91130.1	STRK1_91640.1
OG0006792	SINT1_23570.1	STRK1_22100.1, STRK1_22100.2
OG0006793	SINT1_13490.1	STRK1_11810.1
OG0006795	SINT1_14040.1	STRK1_11300.1
OG0006796	SINT1_16070.2, SINT1_16070.1	STRK1_15050.1
OG0006797	SINT1_980.1	STRK1_530.1
OG0006798	SINT1_49200.1	STRK1_49970.1
OG0006799	SINT1_41670.1, SINT1_41670.2	STRK1_41940.1
OG0006800	SINT1_22030.1	STRK1_20540.1, STRK1_20540.2
OG0006801	SINT1_15240.1	STRK1_4560.1
OG0006802	SINT1_15290.1, SINT1_15290.2	STRK1_4540.1
OG0006803	SINT1_75690.1	STRK1_70950.1
OG0006804	SINT1_81950.1	STRK1_93810.1
OG0006806	SINT1_30060.1, SINT1_30060.2, SINT1_30060.3	STRK1_30030.1
OG0006807	SINT1_32270.1	STRK1_31550.1
OG0006808	SINT1_27130.1	STRK1_25730.1
OG0006810	SINT1_67080.1	STRK1_66080.1
OG0006811	SINT1_83980.1	STRK1_82690.1
OG0006816	SINT1_89030.1	STRK1_85870.1, STRK1_85880.1
OG0006817	SINT1_26350.1	STRK1_26490.1
OG0006819	SINT1_15580.1	STRK1_2800.1
OG0006820	SINT1_74660.1	STRK1_73540.1
OG0006821	SINT1_37000.1	STRK1_28060.1
OG0006822	SINT1_4410.1	STRK1_15790.1
OG0006824	SINT1_91560.1	STRK1_94940.1
OG0006825	SINT1_83930.1	STRK1_82620.1, STRK1_82630.1
OG0006826	SINT1_83820.1	STRK1_82500.1
OG0006827	SINT1_89450.1	STRK1_87360.1
OG0006828	SINT1_75430.1, SINT1_75420.1	STRK1_71200.1, STRK1_71190.1
OG0006829	SINT1_64790.1	STRK1_62390.1, STRK1_62400.1
OG0006830	SINT1_62250.1, SINT1_62250.2	STRK1_59450.1
OG0006831	SINT1_31790.1, SINT1_31790.2, SINT1_31790.3, SINT1_31790.4	STRK1_31990.1
OG0006832	SINT1_25910.1	STRK1_26750.1
OG0006833	SINT1_27050.1	STRK1_25810.1
OG0006834	SINT1_24410.4, SINT1_24410.1, SINT1_24410.2, SINT1_24410.3	STRK1_25000.1
OG0006835	SINT1_44790.2, SINT1_44790.1	STRK1_42080.1
OG0006836	SINT1_17030.1	STRK1_14210.1
OG0006837	SINT1_29600.1	STRK1_30430.1
OG0006838	SINT1_66320.1, SINT1_66310.1	STRK1_64680.1, STRK1_64690.1
OG0006851	SINT1_66180.1	STRK1_64540.1
OG0006852	SINT1_94020.1, SINT1_94020.2	STRK1_92810.1
OG0006853	SINT1_15640.1	STRK1_2850.1
OG0006854	SINT1_48810.1	STRK1_50340.1
OG0006855	SINT1_92680.1	STRK1_90210.1
OG0006856	SINT1_44980.1	STRK1_42460.1, STRK1_42460.2
OG0006857	SINT1_88730.1	STRK1_86230.1
OG0006858	SINT1_11630.1	STRK1_10790.1, STRK1_10790.2
OG0006860	SINT1_15930.1	STRK1_3100.1
OG0006861	SINT1_53000.1	STRK1_47380.1
OG0006862	SINT1_29140.1	STRK1_36840.1
OG0006863	SINT1_49960.1	STRK1_49170.1, STRK1_49170.2
OG0006864	SINT1_47920.1	STRK1_51300.1
OG0006865	SINT1_25070.1	STRK1_23290.1
OG0006866	SINT1_32960.1	STRK1_34190.1
OG0006868	SINT1_10850.1	STRK1_10010.1
OG0006869	SINT1_33270.1	STRK1_34480.1, STRK1_34480.2, STRK1_34480.3
OG0006870	SINT1_29700.1	STRK1_30330.1
OG0006871	SINT1_85740.1, SINT1_85740.2	STRK1_84830.1, STRK1_84840.1
OG0006872	SINT1_47870.1	STRK1_51380.1
OG0006873	SINT1_6850.1	STRK1_6300.1
OG0006874	SINT1_17430.1	STRK1_13850.1
OG0006875	SINT1_64980.1	STRK1_62660.1
OG0006876	SINT1_33400.1	STRK1_34650.1, STRK1_34650.2
OG0006877	SINT1_48070.1	STRK1_51130.1
OG0006878	SINT1_80970.1	STRK1_80140.1
OG0006879	SINT1_58150.1	STRK1_103170.1
OG0006880	SINT1_79550.1	STRK1_78960.1
OG0006881	SINT1_88290.1	STRK1_86750.1, STRK1_86770.1
OG0006882	SINT1_86560.1	STRK1_88050.1
OG0006883	SINT1_26600.1	STRK1_26260.1
OG0006884	SINT1_71040.1	STRK1_69710.1
OG0006886	SINT1_32500.1	STRK1_27810.1
OG0006887	SINT1_25780.1	STRK1_22460.1
OG0006888	SINT1_37880.1	STRK1_33130.1, STRK1_33130.2
OG0006889	SINT1_87260.1	STRK1_85440.1
OG0006890	SINT1_89820.1	STRK1_86980.1
OG0006891	SINT1_49830.1	STRK1_49310.1, STRK1_49310.2
OG0006892	SINT1_63050.2, SINT1_63050.3, SINT1_63050.1	STRK1_106330.1
OG0006893	SINT1_28550.1	STRK1_27110.1
OG0006894	SINT1_93570.1	STRK1_93280.1, STRK1_95270.1
OG0006895	SINT1_33720.1, SINT1_33720.2	STRK1_34880.1
OG0006897	SINT1_39560.1	STRK1_37930.1
OG0006898	SINT1_49180.1	STRK1_49940.1
OG0006899	SINT1_31150.1	STRK1_32590.1
OG0006900	SINT1_92750.1, SINT1_92750.2	STRK1_90130.1
OG0006901	SINT1_63010.1	STRK1_64110.1, STRK1_64110.2
OG0006903	SINT1_14780.1	STRK1_4980.1
OG0006904	SINT1_53190.1	STRK1_47560.1
OG0006905	SINT1_94600.1	STRK1_89980.1
OG0006906	SINT1_56040.1	STRK1_54090.1
OG0006907	SINT1_54910.1	STRK1_48430.1
OG0006908	SINT1_45260.1	STRK1_42320.1
OG0006910	SINT1_57490.1	STRK1_55880.1
OG0006911	SINT1_52870.1	STRK1_47200.1
OG0006912	SINT1_14010.1, SINT1_14010.2	STRK1_11340.1
OG0006913	SINT1_19080.1	STRK1_13380.1
OG0006914	SINT1_51590.1	STRK1_102180.1
OG0006915	SINT1_32170.1	STRK1_31640.1
OG0006916	SINT1_91310.1	STRK1_93550.1
OG0006917	SINT1_3320.1	STRK1_16740.1, STRK1_16740.2
OG0006918	SINT1_32250.1	STRK1_31570.1
OG0006919	SINT1_37520.1	STRK1_33530.1
OG0006920	SINT1_26800.1	STRK1_26050.1
OG0006921	SINT1_61060.1	STRK1_60560.1
OG0006922	SINT1_12870.1	STRK1_8080.1
OG0006923	SINT1_92810.1	STRK1_90010.1
OG0006924	SINT1_78270.1	STRK1_76640.1
OG0006925	SINT1_50280.1	STRK1_48540.1
OG0006926	SINT1_51910.1	STRK1_46430.1
OG0006927	SINT1_52910.1	STRK1_47280.1
OG0006928	SINT1_16050.1	STRK1_15070.1
OG0006929	SINT1_81180.1	STRK1_80340.1
OG0006931	SINT1_10410.1	STRK1_9640.1
OG0006933	SINT1_52590.1	STRK1_46970.1
OG0006934	SINT1_42320.1	STRK1_37390.1
OG0006935	SINT1_70340.1	STRK1_69030.1
OG0006936	SINT1_36870.1	STRK1_104220.1, STRK1_104710.1
OG0006937	SINT1_54710.1	STRK1_48670.1
OG0006938	SINT1_88620.1	STRK1_86350.1
OG0006939	SINT1_42100.1	STRK1_41420.1, STRK1_41420.2
OG0006940	SINT1_14610.1	STRK1_5160.1
OG0006941	SINT1_19060.1	STRK1_4050.1
OG0006942	SINT1_17490.1	STRK1_13790.1
OG0006943	SINT1_82060.1, SINT1_82060.2	STRK1_91670.1
OG0006944	SINT1_71240.1	STRK1_69910.1
OG0006945	SINT1_25710.1	STRK1_22530.1
OG0006946	SINT1_12360.1	STRK1_7530.1
OG0006948	SINT1_34590.1	STRK1_35490.1
OG0006949	SINT1_72050.1	STRK1_71870.1
OG0006950	SINT1_74400.1	STRK1_72310.1
OG0006951	SINT1_20930.1	STRK1_111000.1, STRK1_111010.1
OG0006952	SINT1_27750.1	STRK1_23950.1, STRK1_23960.1
OG0006953	SINT1_58830.1	STRK1_57250.1
OG0006954	SINT1_52470.3, SINT1_52470.1, SINT1_52470.2	STRK1_46860.1
OG0006955	SINT1_31210.1	STRK1_32540.1
OG0006956	SINT1_59870.1	STRK1_58240.1
OG0006957	SINT1_70550.1	STRK1_69270.1, STRK1_69270.2
OG0006958	SINT1_68290.1	STRK1_66990.1
OG0006959	SINT1_85340.1	STRK1_98770.1, STRK1_84140.1
OG0006961	SINT1_88380.1	STRK1_86860.1, STRK1_86860.2
OG0006962	SINT1_53900.1	STRK1_46080.1
OG0006963	SINT1_48840.1	STRK1_50310.1, STRK1_110230.1
OG0006964	SINT1_61890.1	STRK1_59770.1
OG0006965	SINT1_35490.1	STRK1_35670.1, STRK1_97880.1
OG0006966	SINT1_61270.1	STRK1_60760.1
OG0006967	SINT1_87220.1	STRK1_85460.1
OG0006968	SINT1_37910.1	STRK1_33120.1
OG0006969	SINT1_70490.1	STRK1_69210.1
OG0006970	SINT1_70500.1	STRK1_69220.1
OG0006971	SINT1_79110.1	STRK1_78210.1
OG0006972	SINT1_60780.1	STRK1_60350.1
OG0006974	SINT1_79820.1	STRK1_78440.1
OG0006975	SINT1_22640.1	STRK1_20940.1
OG0006976	SINT1_68120.1	STRK1_66770.1
OG0006977	SINT1_32640.1	STRK1_33880.1
OG0006978	SINT1_23340.1	STRK1_27150.1, STRK1_100060.1
OG0006979	SINT1_65910.1	STRK1_62980.1
OG0006980	SINT1_77900.1	STRK1_77430.1
OG0006981	SINT1_61140.1, SINT1_61140.2	STRK1_60630.1
OG0006982	SINT1_56090.1	STRK1_54160.1
OG0006983	SINT1_15800.1	STRK1_2980.1
OG0006984	SINT1_51450.1	STRK1_52020.1
OG0006985	SINT1_40910.1	STRK1_39040.1
OG0006986	SINT1_3340.1	STRK1_16720.1
OG0006987	SINT1_76340.1	STRK1_74620.1, STRK1_74620.2
OG0006988	SINT1_76350.1	STRK1_104470.1, STRK1_74630.1
OG0006989	SINT1_72750.1	STRK1_72730.1
OG0006990	SINT1_1920.1	STRK1_1580.1
OG0006993	SINT1_17260.1	STRK1_14000.1
OG0006994	SINT1_5040.2, SINT1_5040.1	STRK1_6770.1
OG0006995	SINT1_61930.1	STRK1_59720.1
OG0006996	SINT1_270.1	STRK1_91320.1
OG0006997	SINT1_84780.1	STRK1_83340.1
OG0006998	SINT1_74940.1	STRK1_76020.1
OG0006999	SINT1_46030.1	STRK1_43710.1
OG0007000	SINT1_81670.1	STRK1_93970.1
OG0007001	SINT1_48620.1	STRK1_50510.1
OG0007002	SINT1_93120.2, SINT1_93120.1	STRK1_110570.1
OG0007003	SINT1_6860.1	STRK1_6290.1, STRK1_6290.2
OG0007004	SINT1_91190.1, SINT1_91190.2	STRK1_93690.1
OG0007005	SINT1_46020.1	STRK1_43700.1
OG0007006	SINT1_91340.1	STRK1_93520.1
OG0007007	SINT1_43870.1	STRK1_40070.1, STRK1_96200.1, STRK1_96210.1
OG0007008	SINT1_63870.1, SINT1_63870.2	STRK1_58590.1
OG0007009	SINT1_89600.1	STRK1_87160.1, STRK1_87160.2, STRK1_87160.3
OG0007010	SINT1_21820.1	STRK1_20210.1
OG0007011	SINT1_50120.1	STRK1_49050.1
OG0007012	SINT1_47850.1	STRK1_45960.1, STRK1_45960.2
OG0007013	SINT1_63540.1	STRK1_63520.1
OG0007014	SINT1_12040.1, SINT1_12040.2	STRK1_5640.1
OG0007015	SINT1_78520.1	STRK1_106050.1, STRK1_108730.1
OG0007016	SINT1_17800.1	STRK1_13490.1
OG0007017	SINT1_50410.1	STRK1_54720.1, STRK1_100510.1
OG0007019	SINT1_77420.1	STRK1_73120.1
OG0007020	SINT1_56330.1	STRK1_53350.1
OG0007021	SINT1_48430.1	STRK1_50780.1
OG0007022	SINT1_60970.1	STRK1_60920.1, STRK1_61000.1
OG0007023	SINT1_45120.1	STRK1_43090.1
OG0007024	SINT1_81770.1	STRK1_80760.1, STRK1_80760.2
OG0007025	SINT1_89540.1	STRK1_87220.1
OG0007026	SINT1_59410.1	STRK1_100660.1, STRK1_100660.2, STRK1_57680.1
OG0007027	SINT1_1160.1	STRK1_640.1
OG0007028	SINT1_73940.1	STRK1_70830.1
OG0007029	SINT1_19200.1	STRK1_3750.1
OG0007030	SINT1_70200.1	STRK1_68880.1
OG0007031	SINT1_38030.1	STRK1_33050.1
OG0007032	SINT1_78020.1	STRK1_77270.1
OG0007033	SINT1_78030.1	STRK1_77280.1
OG0007034	SINT1_78040.1	STRK1_105490.1, STRK1_77290.1
OG0007035	SINT1_69320.1	STRK1_67950.1
OG0007036	SINT1_81070.1	STRK1_80260.1, STRK1_80220.1, STRK1_80250.1
OG0007037	SINT1_59590.1, SINT1_59590.2	STRK1_57870.1
OG0007038	SINT1_37930.1	STRK1_33110.1
OG0007039	SINT1_52150.1	STRK1_46600.1, STRK1_104170.1
OG0007040	SINT1_71660.1	STRK1_70320.1
OG0007041	SINT1_29800.1	STRK1_30260.1
OG0007042	SINT1_27670.1	STRK1_25130.1
OG0007043	SINT1_84800.1	STRK1_83360.1
OG0007044	SINT1_12170.1, SINT1_12170.2	STRK1_7750.1
OG0007046	SINT1_81900.1	STRK1_93850.1
OG0007047	SINT1_57520.1	STRK1_55910.1
OG0007048	SINT1_61660.1	STRK1_65350.1
OG0007049	SINT1_38760.1	STRK1_28680.1
OG0007050	SINT1_10730.1	STRK1_9900.1
OG0007051	SINT1_14830.1	STRK1_4930.1
OG0007052	SINT1_6500.1	STRK1_6120.1
OG0007053	SINT1_36070.1	STRK1_30900.1, STRK1_30900.2
OG0007054	SINT1_85880.1	STRK1_85030.1
OG0007055	SINT1_70100.1	STRK1_68790.1
OG0007056	SINT1_23460.1	STRK1_22000.1
OG0007057	SINT1_65400.1	STRK1_59000.1
OG0007058	SINT1_1970.1	STRK1_1550.1
OG0007059	SINT1_45670.1	STRK1_102270.1
OG0007060	SINT1_33990.1	STRK1_35230.1
OG0007061	SINT1_92080.1, SINT1_92080.2	STRK1_92090.1
OG0007062	SINT1_23400.1	STRK1_21930.1
OG0007063	SINT1_280.1	STRK1_91310.1
OG0007064	SINT1_84820.1, SINT1_84820.2	STRK1_83380.1
OG0007065	SINT1_4870.1	STRK1_109890.1, STRK1_109880.1
OG0007067	SINT1_82080.1	STRK1_91710.1
OG0007069	SINT1_35810.1	STRK1_30600.1
OG0007070	SINT1_52530.1	STRK1_46920.1
OG0007071	SINT1_53950.1, SINT1_53950.2	STRK1_46030.1, STRK1_46030.2
OG0007072	SINT1_35500.1	STRK1_36340.1
OG0007073	SINT1_69700.1	STRK1_68440.1
OG0007074	SINT1_74640.1	STRK1_73510.1
OG0007075	SINT1_18940.1	STRK1_3920.1
OG0007076	SINT1_32090.1	STRK1_31720.1
OG0007077	SINT1_64800.1	STRK1_62410.1
OG0007078	SINT1_51050.1	STRK1_52470.1
OG0007079	SINT1_22920.1	STRK1_21460.1
OG0007080	SINT1_18330.1	STRK1_2640.1
OG0007081	SINT1_52310.1	STRK1_46670.1
OG0007082	SINT1_86050.1, SINT1_86050.2, SINT1_86050.3	STRK1_84370.1
OG0007083	SINT1_77330.1	STRK1_73180.3, STRK1_73180.2, STRK1_73180.1
OG0007084	SINT1_49440.1, SINT1_49440.2	STRK1_49700.1
OG0007085	SINT1_38920.1	STRK1_28570.1
OG0007086	SINT1_83790.1	STRK1_82480.1
OG0007087	SINT1_65850.1	STRK1_62930.1
OG0007088	SINT1_93470.1	STRK1_93360.1
OG0007089	SINT1_61640.1, SINT1_61640.2	STRK1_65370.1
OG0007090	SINT1_17150.1	STRK1_14090.1
OG0007091	SINT1_70560.1, SINT1_70560.2	STRK1_69280.1
OG0007092	SINT1_16180.1	STRK1_14960.1
OG0007094	SINT1_46290.1	STRK1_44280.1, STRK1_96460.1
OG0007095	SINT1_22470.1	STRK1_20460.1, STRK1_20460.2
OG0007096	SINT1_87870.1	STRK1_85770.1
OG0007098	SINT1_75350.1	STRK1_72810.1, STRK1_72810.2, STRK1_72810.3
OG0007099	SINT1_83030.1	STRK1_81620.1
OG0007100	SINT1_62300.1	STRK1_59410.1
